Hybridization REF	TCGA-A8-A09X-01A-11R-A00Z-07
CCDC91	0.991142857142857
GRID2	0.635
CALN1	-1.181125
ZNF423	0.27325
PSMB4	-0.726666666666667
XPNPEP3	0.924
ARPP-21	-3.10522222222222
SART1	-0.53075
RACGAP1P	-1.005
SPTA1	-3.74125
C6orf113	-0.0963333333333333
C7orf16	-4.28825
CHST7	-0.498333333333333
C21orf29	1.101
SEMA6D	-0.484142857142857
PCMTD1	0.8319375
KIAA1754	-0.527
MYCN	-1.0149375
KCNJ3	-1.5145
MAPK13	-0.6251
ERO1LB	-0.15025
NTF3	-2.01133333333333
NKX6-2	-0.848
GTF2B	-0.4945
GSPT1	0.1765
GUSB	0.607333333333333
LOC221091	-1.215
LIG1	-0.92
EXTL3	-0.153333333333333
NID2	-0.48725
TTC29	-0.47525
TMEM97	-1.65
EXTL2	-1.49566666666667
SUZ12	-0.84475
IL1F8	-0.051
KRT18	0.214
MRPS16	0.635272727272727
PI4K2B	0.34125
LACRT	1.6565
OR51F2	-0.2115
JMJD2C	-0.105625
KGFLP1	2.0725
CDK5RAP3	-1.3138
YTHDF2	0.207
GGCX	1.1465
ARPC4	0.62625
EGLN2	0.391
KBTBD4	-0.142214285714286
ROBO3	-0.7691
DEFB118	-0.358
KIAA1543	1.01925
RTCD1	-0.404333333333333
MZF1	-0.834
C18orf26	0.41
CNIH4	-0.427166666666667
ZFP2	1.8365
HTATSF1	0.058
WFDC2	-2.68125
NDUFA7	0.2345
TTC22	0.0428333333333333
FAM40B	-2.72075
DCPS	-0.477
SH2D1B	0.430833333333333
MRGPRE	0.3445
SBK1	-0.657
UNQ6411	0.693
OSBPL9	-0.93825
NUP107	-0.88275
MYOZ3	-0.5662
PDE4B	-0.493090909090909
FAM113A	-0.403
IDH3G	0.327666666666667
FBXL7	-0.65175
ARFGAP3	-0.16725
MAPRE2	-0.805076923076923
IL1RN	-0.8531
KIF13A	-1.07675
RAC3	-0.0475
TCTE1	0.2765
TMEM14B	-1.15533333333333
ADIPOR1	0.1805
GRINA	0.7385
CLIP4	-0.88875
LRIT2	0.295
TFPI	-2.81092857142857
FABP6	1.92625
SLITRK2	-0.2222
HKR1	-0.51125
SMTN	-0.07525
C1orf75	-0.6485
CD209	0.598125
CYB5R2	-0.55225
DNTTIP2	-0.447
CSGlcA-T	0.182
GABRB3	0.59725
PCBD1	0.521166666666667
TAF3	0.680833333333333
HOXD3	-0.136666666666667
GIPC3	0.0205
P11	0.343333333333333
BFSP1	-1.07025
LCP2	1.8415
TAS2R8	-0.673
SEZ6L	-1.95933333333333
NR2C1	-1.18725
EXDL2	1.9366
TNFRSF13B	-2.44583333333333
MKI67	-0.28975
GLS	-0.0386666666666666
C7orf54	-0.2218
LGALS13	0.2852
IL4R	1.37725
SEC11A	-0.253666666666667
SPP2	-0.5335
C18orf32	0.6585
CLSPN	-1.31583333333333
SPAG1	0.508375
C9orf82	-0.049
TM4SF1	-1.11675
EMILIN2	1.1725
SMG7	-0.135166666666667
TAS2R13	0.3405
ZNF628	0.2305
DZIP1L	-0.511833333333333
ANKRD13A	0.8924
VASP	1.200625
ZCCHC11	-2.083125
SYPL1	0.322375
MGC34774	0.03575
C4orf28	-0.8165
KIAA1211	-1.478
RPS27L	-0.113
TATDN3	-0.49725
PDCD1	1.61775
OR5P2	1.307
IFIT1L	1.5595
MIPOL1	-0.94375
OR51D1	0.4185
C1orf92	-1.68983333333333
LAMP2	0.371555555555555
CAT	-0.171833333333333
C16orf80	-1.257
C15orf32	1.396
ZNF746	0.1785
C1orf76	-1.0625
ATXN1	-0.09725
LAMC2	-2.638
SLC2A7	-0.839
CPOX	-2.52625
APH1B	1.23583333333333
LOC442245	-1.19933333333333
CTNND1	1.52266666666667
GABRG2	-0.583375
MADCAM1	-0.0163333333333333
F5	-2.238875
SEMA4F	-1.38266666666667
NUDCD3	0.76675
PDZD11	0.6185
TRIML1	0.296
GCNT3	-2.49016666666667
TMEM120A	0.56
CNDP1	-0.515
N4BP1	0.265875
SLC35F2	-1.867875
LCP1	-0.01075
IGBP1	0.2116
DCAKD	-0.732875
ELA2A	-0.896
C12orf56	-2.035125
PITRM1	0.975214285714286
GUK1	0.9245
RASSF8	-1.1604375
OR2A14	0.256
ADM	-3.932
FGD3	0.369833333333333
GHRHR	-0.629
RHPN2	-0.201
C4orf39	-1.263
VPS72	-0.7445
SERF2	1.31844444444444
CD22	1.0515
CD47	-1.2588
PPIC	0.5605
IMPDH1	0.113416666666667
ACP6	-1.5125
PRKACA	0.079625
PPP1R1A	-0.265125
TRPV3	-0.1365
ASXL1	-1.179375
C17orf55	-1.07866666666667
FXYD1	-0.574
LMOD2	-0.891
ANKRD33	0.839
LCE2C	0.1245
ZNF620	-1.682
DKFZP566E164	-0.80325
VSIG2	-0.9325
KIAA1128	1.97525
USO1	-0.113333333333333
NUDT4	0.358785714285714
CLDN1	0.0547142857142857
OR4Q3	0.0815
FASTK	0.448833333333333
ICOS	2.9285
LDB1	0.394
GSTA5	-0.275
ABCC1	-0.3175
FAM54A	-0.9045
PCBP2	0.263666666666667
NUP205	0.135
ACTA1	-2.58216666666667
GABBR2	-1.50825
PIP5K1B	-0.727666666666667
AGXT	-2.66916666666667
RNF181	-0.4645
ATP8A2	-1.159
AFTPH	1.097375
FGF21	0.307
FCER1G	2.6595
SNTB1	-1.504
SLC24A3	0.338875
TXNL4B	-0.8264
RPL10L	0.122666666666667
LOC389517	-0.424
TSGA13	0.2875
SHOX2	-0.677333333333333
ITGA7	-1.3654
KCNIP2	-0.4476
KLF13	0.4132
ZFAND2A	-0.8835
CEACAM1	-1.53921428571429
PFKFB4	-2.86716666666667
MED19	0.0745
LRRC57	-0.0705
RNF11	0.381
ANKRD32	-2.43625
P117	0.8575
OBFC2A	-0.432
POLD3	-0.212416666666667
RAB18	1.259125
TPH2	0.1194
PHB	-0.0754
JDP2	1.616
MORF4L1	-0.8103
POU2F1	-0.69625
CNNM2	-1.35116666666667
LOXHD1	0.310166666666667
ZC3H15	-0.34
ELK3	-0.0613333333333334
FAM111B	2.09525
CBLC	3.4665
SBNO1	0.685
ANKMY2	-0.388
PLEKHA5	0.00899999999999999
DHX58	0.554
ARCN1	-0.231666666666667
TREML1	0.676
KNCN	0.233
SEC24A	0.257375
PSCA	1.50725
MGC24125	-0.159166666666667
DNA2L	-0.80375
CIB4	-0.281125
HIGD2A	1.20583333333333
TBX6	-0.422666666666667
TTLL5	-0.134
SGK3	-0.214333333333333
GCN1L1	0.47975
AMOT	-0.8884
LDOC1	0.1515
NRK	1.92333333333333
ASB9	-2.99625
NAT1	1.0394
TRAFD1	0.09
PEAR1	0.291666666666667
FAM36A	0.160875
OR1S2	0.0355
LOC388323	-2.05275
PGS1	-0.923666666666667
LEPREL1	-3.6625
TFF1	-3.9715
HAP1	-0.19975
EPHB2	0.281
ACTG1	-0.01
ZFP42	-1.1014
HAVCR2	1.5823
NME1	-0.7165
SNX26	-0.527833333333333
LACTB	0.86
ZKSCAN2	-0.555625
C5orf35	1.23375
ANKS3	-1.13725
RBM28	-0.2905
DKFZP586P0123	-0.40525
HNRNPA1	-0.2765
BCAS3	-1.72233333333333
FLJ20184	1.655
POLA2	-0.915666666666667
TMC7	0.5085
HSD17B6	2.1305
ZNF658B	0.359666666666667
TTTY10	-0.932166666666666
RANBP9	0.0645
CPNE7	-2.3415
EVL	-0.291235294117647
LNX1	0.583416666666667
IFNA21	0.78
CFD	2.6325
PYCARD	0.929166666666667
MYBPC2	-1.701
ENPP3	-1.27566666666667
ACSL4	-1.11925
LOC440258	-0.716833333333333
TMEM176B	3.927
SOX2	-4.882875
SCO1	-0.725666666666667
COMT	0.80825
AOC2	-0.0685
PDLIM5	2.02971428571429
SPHK2	-0.226333333333333
NXPH2	1.157
GPR108	0.3015
RAD51L1	-0.627666666666667
TMEM54	0.37675
LETMD1	-0.437222222222222
SLC6A17	0.25675
KRT75	0.5295
STT3B	-0.336
CD3EAP	0.383666666666667
TMEM63A	-0.5175
DUSP13	-2.8085
CD1C	-1.20333333333333
LASS2	-0.281333333333333
AVP	1.085
PITPNM1	0.0265
FLJ22795	-1.9975
MCTP1	-1.3825
TRIM68	-0.0226666666666667
UCK2	-0.4055
ABHD1	-1.22025
FAM50A	-0.53725
RNASEH1	-0.935833333333333
PCP2	-1.05383333333333
OR52H1	0.799
C20orf149	-0.253
RBP5	0.606833333333333
HYAL3	-1.1255
CLPB	0.0275
SMNDC1	-0.51325
DONSON	-1.09916666666667
FLJ27523	1.331
BARHL2	0.354166666666667
SLC30A9	-0.0631666666666667
TMPRSS11B	0.472666666666667
E2F8	-1.826
CCDC25	0.58275
C14orf48	0.1798
C20orf116	0.751
TSPAN11	-0.2505
YIF1B	-0.824166666666667
FAM12B	1.25275
OR1L6	0.419
HPN	-3.0473
NBN	-0.000625000000000021
C14orf94	0.132666666666667
OCLM	-1.0075
ZSCAN18	-1.092
L3MBTL	-2.7124
TSTA3	2.22683333333333
RAC1	0.884
C19orf15	0.2728
NFE2	-5.17025
KLK14	0.7795
ARSF	0.263
MAST2	0.0741666666666667
AMICA1	2.8255
GTF2A1	0.558
ATP1A3	0.499
TC2N	4.052
PNKP	0.04325
ODZ2	-1.963875
MATR3	0.035
S100P	2.536
KRT82	0.485
CA13	-0.5766
PROZ	-2.12816666666667
AASDH	0.7735
C19orf40	-1.0825
DCK	-0.769692307692308
FAM5C	0.07025
SLC6A4	-3.053
MID1IP1	-0.383125
TESSP5	0.3855
TMOD4	-0.4025
DOCK2	0.478833333333333
TUG1	0.504
NUP214	-0.4345
DPYSL2	-0.381818181818182
GOLM1	0.425333333333333
MPFL	0.7635
SOX13	0.78575
SDCCAG8	0.580555555555556
KEL	-0.566833333333333
NUP210L	-1.98575
GK	-1.247125
DNAJB1	0.57975
ALPK3	1.551
CHID1	0.1788
CYLC2	0.4654
IKZF5	0.10075
C8orf51	0.391666666666667
PPM1J	-1.96225
GIMAP8	4.108
GPR101	0.6635
NR2F1	-0.368
ACAD8	0.0415
RBM35A	1.9145
GNAI2	0.0881666666666667
METTL8	0.0365
SLC39A7	-0.7635
FBXO8	0.61375
CAMK1	-0.508
RFC3	-0.090875
FAM129A	1.7885
ILF2	-0.6955
FGFBP3	-0.459375
NOM1	-0.2068
PSMA3	0.234
ASCC3	0.2331
ZYG11A	-0.26625
SOX21	-1.604625
LYRM1	-0.47675
DEFB1	0.643
LOC91431	-2.1705
OR7C2	1.05
FAM46B	-0.898875
TMEM18	-0.3985
ARHGAP30	2.12266666666667
TMEM86A	4.0975
EPHA2	-0.862
C10orf46	1.46555
TCHH	-0.581666666666667
C3orf30	0.7632
LOC285636	0.216833333333333
PAIP2	-0.7745
CYP2U1	0.215714285714286
C12orf34	2.109
SARS2	-0.285333333333333
ZCWPW1	-0.2065
SAMD12	1.393125
KIAA1430	-0.0425
ACAT1	-0.402
MEOX1	1.584
ADAMDEC1	6.8305
PHKA2	-0.34825
CARD11	-0.00266666666666668
CALML4	-0.755
TSSC1	-0.35525
TMEM45A	-1.51411111111111
MPP7	2.150375
POU1F1	0.0543333333333333
SLC2A13	0.249
FBN2	-1.59583333333333
ZC3H7A	0.1307
LAIR2	-0.14925
ST3GAL1	-0.228
LCT	4.09225
GEMIN8	1.11133333333333
KLF16	0.7907
HIF3A	-0.3203
FAM44A	0.365357142857143
AQP10	-1.3048
PLA2G2A	0.5365
FOLH1	2.30483333333333
C20orf186	0.018
MAPKAP1	0.25675
SPRR2D	-1.6325
UBQLN4	0.379
RSHL1	0.240333333333333
PIAS3	-0.638125
MRPL24	0.7595
GREB1	-3.73675
FAM27E3	-2.047
NUP62CL	-0.71525
NEUROG3	1.171
REEP3	1.85166666666667
MARK1	0.21075
LMBRD1	0.26525
PRPF19	-0.022
PNMT	2.61216666666667
CTGLF1	-1.079
SLC25A16	2.24975
EIF2B3	-1.1395
RPA2	-0.4145
PAK6	1.32183333333333
CCDC26	-4.84166666666667
SEMA3E	3.139125
MXD4	1.5187
TNFSF10	2.7562
SMARCB1	-0.0778333333333333
DTX3L	0.9595
PLA2G4E	-0.1445
PPAP2A	0.8475
ULK1	-0.440583333333333
TAS1R3	0.662
SLC2A3	-2.90818181818182
ARID3A	-2.11325
GNG5	-0.081
ACOX1	0.3832
KIF5B	0.276
NUP153	-0.455
MUC7	0.689
CSDE1	-0.5715
CLPTM1	-0.114
C3orf23	-0.109875
LRRC17	-1.62383333333333
TTYH3	0.5385
ATP5B	0.5415
ELF3	2.4346
CPSF3L	0.752666666666667
ZNF665	-0.172833333333333
TLR6	1.1926
GPI	-0.627375
RAD9A	-0.6085
NDST4	-4.2255
AGPAT3	0.6655
MAGI3	2.82883333333333
ADORA2A	0.65975
CACNG7	0.685
CAMK2D	1.30135714285714
CCHCR1	-1.68525
RPS27A	-0.34325
OR10G7	-0.1422
GCM2	0.707
FAM135B	0.449111111111111
E2F1	-0.00725
PLCB3	0.549
OR2AE1	1.0215
COIL	-0.532666666666667
CDC25C	-0.81
RAB11FIP2	0.36175
TSC2	-0.4765
CTGLF5	-0.7375
CCDC108	0.1309
OR13C4	0.7725
C10orf81	6.01025
PTPRB	1.7395
ACP2	1.69075
LAG3	2.275
MRPL54	0.6055
LOC201175	1.2775
ITGB1BP3	-1.96375
SPTAN1	-0.239333333333333
SIPA1L2	0.738
RCAN2	-0.887
CDX2	1.9055
ECOP	0.09875
ACTR1A	0.435857142857143
PPARG	-0.329
BBS10	-0.124833333333333
TMEM44	-1.5695
BPIL2	0.082
CITED1	-2.08225
IRF6	3.993
PRDM4	0.840166666666667
RRP9	-0.97
OR10H4	-0.0265000000000001
IL31RA	-0.48975
GNB1L	-1.11066666666667
MYBL2	-0.955125
ZNF407	0.657
PPIG	0.0853333333333333
TTC18	1.8655
RPSA	0.0505
MAPT	0.657
MRE11A	-0.0998571428571429
C8orf37	-0.3205
RASGEF1C	0.195333333333333
STBD1	-0.46175
CTAG2	-0.822166666666667
MGAT5B	-2.5344
ECM1	1.247125
RLN1	-0.266
PARP14	1.476125
EPB41L1	0.1276
HOXA3	-0.793181818181818
MAGEA9	-4.82775
RPS8	-0.670166666666667
RPS19BP1	0.17425
FOXJ2	0.318625
C10orf76	0.392625
IL17RE	0.3175
C10orf65	-2.40325
ZNF343	-0.469666666666667
FBXO33	-0.076
UHMK1	0.5985
LY6G6C	-0.598
FGF19	-2.48433333333333
C14orf128	-0.642
IFIT2	3.178375
TIGD1	-0.6365
S100G	0.825
GUCY1B3	1.7905
NR3C1	-0.2798
CORO1B	0.912166666666667
PARP11	1.36058333333333
DNALI1	0.232
OR4N4	0.319142857142857
MAP2K6	-0.337
FSTL4	-0.069
ANKRD47	1.831
TMEM171	-1.3665
PNLIP	0.4395
YY1	0.595833333333333
CCDC138	-1.90316666666667
AASDHPPT	-0.4878
CKS1B	-0.5539
MCM3	-1.54883333333333
ANAPC7	0.6115
FAM110A	1.99
CDC37L1	0.810833333333333
THTPA	0.30525
NBPF20	-0.2115
WDR24	0.3755
NPTX2	-2.7855
CBLB	0.917333333333333
CETN1	0.3435
RPUSD1	0.463
FAF1	-0.6795
CDK6	-2.2563
HMX2	-0.61
CSK	0.309
TEAD2	0.15525
SNAP25	-1.46475
TUFT1	-0.4471
TMTC3	1.73566666666667
LCK	-0.4855
SGOL1	-0.254166666666667
AKTIP	-0.08975
FURIN	-0.0255
SOX12	-1.07233333333333
DEFB103A	-0.40075
RAMP1	0.475
KIR3DX1	1.742
GAS2L3	0.27875
PDE8A	-1.2143
EDN3	-0.6275
GMIP	1.02625
SF3A2	0.52375
FN3KRP	0.13925
SMAD7	0.1665
RHBDD2	0.38325
OR11H6	-1.9265
PPP1R3B	1.7576
C9orf23	0.88825
CADPS	-1.0205
GOLGA8A	-2.35575
TMEM57	0.947333333333333
RGL3	-2.0155
S100A14	3.0585
FGFR2	0.6625
XRCC3	-0.541
RTN4RL2	0.45025
MGC3771	0.3855
GH2	0.367666666666667
BTBD2	0.35925
LMO2	0.17425
RDBP	-0.83125
ACRBP	-0.84425
AMY2A	1.72875
DUOXA1	0.2205
PTK7	0.0758333333333333
TWF2	-0.242166666666667
FAM80A	-0.5805
TNNI2	-1.94233333333333
GLT25D1	-0.475333333333333
OCC-1	-3.263
CYC1	-0.0925
RPL22	0.788681818181818
MORN3	-0.513833333333333
DISP1	0.4315
PRB2	0.6545
CHUK	-0.103
HR	1.859375
CCDC134	0.658875
DENND4B	-0.74525
C14orf130	0.41525
RAB33A	-0.998
DCST2	0.078
TNMD	-0.83625
PEX7	0.50925
FAM62A	0.397125
SRD5A2L	1.62375
IL22	-0.05025
RPS26	0.924666666666667
HOXC5	0.4815
SPATA6	-0.98
FLJ38482	0.564625
ZNF234	0.2475
C18orf22	0.4895
SPATA22	0.39775
THOC1	-1.3635
CYP7B1	2.67
KCNC3	0.67875
C8orf42	-1.8915
ALDH1B1	0.453
CCDC100	-0.8259
ARMC4	-3.87575
FAM18B2	-0.123
SLC44A1	0.578125
FBXO17	-2.302
C6orf107	0.01725
C19orf29	-0.3055
ZC3HAV1L	0.252
PARP6	-0.230666666666667
SULT2A1	-4.61225
C1orf159	-0.0395
TMC1	0.16575
CHST14	-0.082
GAMT	-2.361
SMCP	0.2494
TSPAN33	1.60658333333333
MIDN	-0.176
NOX4	2.77775
RNASEN	-0.3336
TBX1	-2.50483333333333
SALL2	-3.26925
C10orf35	0.16575
CYP2E1	-1.282875
LRFN2	3.21416666666667
ACO1	-0.724
IQCG	0.2968
MEGF9	0.931
TM7SF4	1.28625
PLEKHA1	0.953533333333333
STK33	-4.161
C1orf210	1.48775
SNUPN	-0.6595
KIAA0406	-0.8714
C20orf29	0.58625
TMEM55B	0.31925
OSTM1	-0.7735
CLCN7	-0.43925
OTP	0.8645
FLJ23049	-0.8225
HEATR4	0.768
MAP3K10	0.466833333333333
PCDHGA9	0.2795
AMDHD2	1.67475
LCTL	-2.743
PDCD2L	-0.1275
CABLES2	-0.947
SLC5A9	-0.4455
CLCA2	4.99933333333333
MGC16025	0.522
STRAP	-0.413833333333333
C20orf196	-0.5635
RRBP1	0.637833333333333
NAT13	-0.04525
MAT2B	-0.387
CSNK1D	-1.08616666666667
KIR3DL1	0.70775
PRKAG3	0.3465
ZNF599	0.8065
PRM3	0.6555
PER2	1.2625
ASPHD1	-2.151
PRMT6	-0.926
KCNE1L	-0.962571428571429
FAM118A	-0.8655
TAF4	-0.524
NDUFB6	0.16275
TRIM9	-2.36591666666667
PMFBP1	-0.48175
KY	0.4695
DKFZp762E1312	-1.58309090909091
CSMD1	-1.67
TBP	0.0146666666666667
OR1Q1	0.765666666666667
RETNLB	0.18475
HPGD	2.441
DNAJC12	-1.59133333333333
FKBP1B	-2.2995
ANKRD24	-0.6714
CXXC5	0.471333333333333
IL3	0.544571428571429
DRAM	0.8786
PTCH1	-1.556125
TP53BP1	-0.5685
SLC17A7	0.272
COL25A1	-0.993444444444445
AMACR	0.812333333333333
RHCG	-0.048
VPS13A	0.339083333333333
FAM55D	0.324
PRPF38B	-0.794
OSBPL6	-0.10675
PFDN5	0.3273
CMTM6	-0.323125
KCNK12	-1.5705
RP2	0.1065
C16orf52	-1.864
PICK1	0.5685
IFNE1	-1.212
SEMA4B	0.17625
TYRO3	-0.8175
OR12D2	-0.206
CSNK1A1	0.6927
FANCF	0.11
LONP2	0.39425
TBL1Y	0.02025
LDOC1L	0.0325
CCNC	0.19775
C3orf60	-1.1845
CHKA	-0.54575
UBAP1	0.5005
MAP3K1	0.9885
ANKRD9	-0.42175
FAM92A1	-1.97066666666667
GAB2	-0.583375
AZU1	-1.247
DIS3	-0.583666666666667
C21orf109	-0.8785
IQCB1	-0.32225
SPATS2	0.403
EFCAB3	0.3185
PRB3	0.72725
FUZ	-0.746833333333333
ZNF813	-0.231375
BMPER	-1.83416666666667
HEG1	0.618
ALS2CR11	-2.19566666666667
SURF2	-0.20825
PSMC1	0.04925
OR2D2	-0.003
SLC7A8	0.0196666666666667
C4orf40	-0.238
SPATA7	-0.68625
MAZ	-0.189
PIN4	0.28375
PDE1A	-0.189625
TAF6L	0.0643333333333333
OR2T34	0.432
KIAA0284	0.128
ACADS	-0.759
MKRN2	-0.6675
C18orf56	-1.75775
MS4A6E	-0.0422
GALNT4	0.1358
C22orf31	-0.137
FLJ36070	0.235
PSME4	0.901
TFG	-0.2035
EPHX2	1.827875
ANXA5	-0.503125
KRTAP1-1	-0.306888888888889
BATF	2.32825
KARS	-1.0845
MSTP9	-0.5375
GPR26	0.167857142857143
CCDC72	-0.04925
TEF	-0.369666666666667
FOXK1	-0.3069
PRLHR	-0.7595
EMX1	0.425
C11orf30	-0.117625
ICK	0.22225
THSD7B	-0.153
C21orf100	-1.6125
DUOX1	2.6025
EFCAB4B	-0.37875
UBE2G2	-0.275666666666667
C3orf54	0.45725
PARP1	-1.3295
FAM60A	-0.218916666666667
C6orf146	0.115333333333333
OR9K2	0.6215
DDX55	-0.128166666666667
RPS15	-0.0571666666666666
ZNF618	1.0413125
DKFZp686D0972	0.89375
SSPO	-0.4565
SHFM3P1	0.9715
CPA6	-0.69525
JAG2	1.217
DEFA3	0.873
PPBPL2	0.8038
CD34	4.519875
SLCO4A1	-2.94025
AFG3L1	-1.3755
SHD	-0.686
RP13-122B23.3	-0.375333333333333
PRKCSH	-0.661166666666667
DPH5	-0.200666666666667
HLA-F	2.293125
TBC1D4	-0.143
RIG	0.4365
GLUD1	-0.113833333333333
HNRPCL1	0.104625
HBXIP	-1.4795
RNF207	-0.331
APIP	-0.68125
PLA2G3	-1.07166666666667
CCDC84	-1.82975
MYLIP	-0.247307692307692
PHIP	-0.778
AARS2	-0.338333333333333
DHX32	0.39075
SCAPER	-0.3515
MEN1	0.182142857142857
NIP7	-0.995
FLJ25404	-1.293
FASTKD3	-0.35425
TMEM158	-2.80266666666667
RARA	0.20775
BDH1	-0.353
ANKRD16	1.31125
CARM1	-0.0215
SS18	-0.224
IKZF2	-0.119
MYD88	1.24025
PML	0.90325
TAF1A	-1.22675
CBFB	-1.064125
HIST1H3H	-1.39016666666667
C7orf29	-1.71425
COMMD4	-0.8045
DPP3	0.16025
DAB2	0.484625
LOC388882	-0.1615
YPEL4	-1.039375
AGBL3	1.2525
LRP6	-0.3367
SERPINH1	-0.269416666666667
TLE1	0.8615
CD244	1.589
ZDHHC15	-1.238
MGLL	0.4189
PLDN	-0.303
LOC654346	2.3565
FAP	2.8705
GPR37	0.445833333333333
SCARA5	-0.7624
EBF4	1.82463636363636
LSM6	-0.38
MLLT1	-0.326125
SLC5A12	-0.401666666666667
A2BP1	-1.84333333333333
COPS5	-0.114
TPM4	-0.128357142857143
TNFSF4	2.026
ACADSB	-1.37961111111111
HERPUD1	-0.0555
BCL2L11	-0.767888888888889
CEP78	-0.769375
CDCA3	-0.758125
WBSCR19	-0.2902
MYO1A	-2.2415
PPEF1	2.61916666666667
LOC440348	-0.63225
CPEB2	0.309
BPTF	-0.0989166666666667
RPL21	0.3644375
GSX2	0.543
ADPRH	1.64566666666667
C17orf68	0.00466666666666667
KCNS1	-0.974333333333333
MLLT6	-0.3087
PIWIL4	0.4055
RNF26	-0.8125
RAP1B	0.13625
ADAMTS1	1.1851
ZNF571	0.014
P2RY6	2.131
TRIM21	1.238
CADM3	0.35025
NLRC5	1.12483333333333
ADRA2B	0.0941666666666666
LOC90835	-1.389375
PCF11	0.173
LOC400451	2.357
GLTSCR1	0.7356
C17orf88	-0.516666666666667
CDH16	-2.333
FGF7	2.1805
PCSK4	-1.3685
NPC1L1	-1.18566666666667
TAT	0.795
TBCA	0.2125
MGC33407	0.076
GPR115	-2.00525
CYGB	0.1905
FNBP4	-1.30466666666667
C12orf43	0.5425
CBL	-0.2339
CLECL1	2.614
PPAPDC1A	2.4745
WDR25	-0.00633333333333333
SGCA	-0.6455
C22orf29	0.5882
YIPF1	1.4075
GALK2	-0.85525
RAB3B	1.04708333333333
LOC440087	-1.1115
UCP1	-1.089
REEP5	2.6125
FADD	-0.2345
FOXA1	2.504375
CACNA1A	0.371166666666667
ABI1	0.368333333333333
GRIN2D	0.9335
SLC1A4	0.245666666666667
LOC401127	0.45875
HINT2	0.40825
PLD4	0.280333333333333
ZNF286A	-1.94375
ENY2	-0.42775
IL1F6	-1.649
PXDNL	2.75925
C20orf79	0.5365
TNFSF13B	4.095
DENND3	0.31275
JARID1D	-3.15425
HIST1H2AK	0.258
LOC93349	0.1846
SSH1	0.1785
ENSA	0.59525
LOC219854	0.0241666666666667
CKAP2	-0.4521
DKFZP564J102	0.273833333333333
MGC87315	1.06033333333333
HNRPAB	0.586
AMH	-1.0085
ZNF526	1.1465
BRUNOL5	-0.00999999999999999
CACNG3	0.147166666666667
TRPM1	-2.702
PPP2R1A	0.2155
COL2A1	-1.8295
DDN	-0.396
FLJ25770	0.203777777777778
HK2	-0.953142857142857
ELOVL6	-2.177
MDK	-1.96825
EPHX1	0.0995
RASSF2	1.088875
DKFZP434B0335	-0.08925
DLX3	-0.612
PRTN3	-1.124
AVPR1A	0.576
C21orf125	-2.47775
TNFAIP8	0.0836666666666667
GNB2L1	0.42
CALCRL	4.101
SCGB2A2	8.06
UBXD7	-0.83225
ZNF674	-1.243
TMEM35	-0.563625
BRSK2	-1.18875
HECTD3	0.370833333333333
TMEM188	-1.28772727272727
LGALS9	2.325125
SCARB2	1.08316666666667
USP34	-0.145166666666667
C17orf28	2.37766666666667
ZDHHC23	-0.76325
AQP12B	-1.382
SLC16A3	-2.562375
APLP2	0.64425
ITIH2	-5.277
MICAL3	0.017625
TNNI3K	-0.132777777777778
HDAC2	-0.041
PRR7	-0.1988
THBS2	0.1225
LOC751071	-0.073
CA2	-0.397166666666667
RANBP17	0.7685
RLN3	0.1765
CRYZ	-0.867833333333333
GBAS	-0.700333333333333
TAS1R1	-0.2035
MPZL3	0.4065
PCDH8	-3.10825
HSP90B1	0.105666666666667
KCNK15	-0.7285
TNIP2	0.4745
GPR146	0.0475
NOL6	0.484125
SPC25	-1.95244444444444
STEAP2	2.72085714285714
VAMP3	0.556666666666667
TCIRG1	-0.11725
ZP4	-0.397666666666667
PARL	-0.196375
TRIM39	0.179333333333333
KIAA1305	0.4405
CRNN	1.16416666666667
GRN	0.597
HSH2D	-0.34325
SCAMP1	0.839866666666667
KIAA1913	0.8435
PTS	-0.4135
BANP	-0.233357142857143
PRKACG	0.00925000000000002
ADCY6	1.303
C16orf46	-0.407
CYP51A1	0.02175
DDC	-1.7175
ANPEP	-1.6745
PROM1	1.7285
SIGLEC10	3.582
COPG	0.8605
FAM26E	1.681875
TRIP4	0.24125
SNX3	0.399166666666667
C1orf175	0.6835
PPY2	0.25275
C14orf152	-0.01925
FTSJ1	-0.714333333333333
DST	-1.0722
LOC554235	0.0775
GLRX5	-0.1215
C20orf12	-0.0136
CAB39	0.607333333333333
MSH2	-2.02016666666667
PIP4K2C	0.938875
CYLD	0.832875
WTAP	0.4330625
MGAT4A	1.25833333333333
TSC22D4	-0.5727
CHRM2	-1.999
PPYR1	0.311166666666667
CCNH	-0.687166666666667
RRM1	-0.91475
ECAT8	-3.43625
LOC400120	0.0706666666666667
GABRA4	-0.326428571428571
C14orf4	0.111666666666667
C1orf59	-1.3475
CTDSPL	0.558666666666667
NHEDC2	-1.1345
PDE11A	-1.53125
KLHL29	-1.78575
CD5	0.715
TSPAN9	2.0660625
WDR67	-1.123
THUMPD1	0.9859
C18orf17	-0.55825
CLYBL	-0.405
FLJ13231	-1.437875
CMBL	0.561125
LECT2	-0.6525
NKAPL	1.19
LOC654780	0.2745
OR4C6	-0.319
RAB30	-1.08916666666667
TSSK4	0.6745
TMEM163	0.115
OSBPL11	0.301333333333333
GNB5	-1.76316666666667
CCL21	1.80675
C1orf121	0.509166666666667
