Hybridization REF	TCGA-A8-A08J-01A-11R-A00Z-07
HBZ	-3.07683333333333
ARL13B	0.0655
MAPBPIP	0.613875
MYO15B	0.211
SPZ1	0.17275
KIAA1324	2.93388888888889
PLCL2	-0.794625
C4orf29	-0.9735
WDFY2	-0.881375
ZNF284	-0.4545
NAALADL1	0.4245
DUSP5	1.1415
PXDN	0.34475
SLMO1	-0.09825
TNXB	0.3858
BIRC7	-0.36425
A4GALT	0.261666666666667
TIMM22	0.527
FAM110C	1.8715
TOMM34	-0.067
ABHD9	0.22
ADAM32	0.2615
CRHBP	-0.5395
AQP2	0.481
LOC130355	0.8755
ZNF187	-0.0228333333333333
ZNF816A	0.4945
F7	-0.8365
CNOT1	-0.7436
SLC13A4	1.948
ZBTB11	-0.217
B3GALT5	-0.2035
EXOC2	0.765666666666667
IRS1	0.1643
TMEM1	-0.251333333333333
MRPL34	-0.4725
SAMM50	-0.59825
CDC42EP3	-0.938125
HSF2	-1.2039
MFN2	-0.70675
TSPAN7	-2.71366666666667
NUCB1	0.63625
RHOH	-1.0275
ARL16	-0.7255
TACR1	0.297
SFRS5	-1.20716666666667
SNX25	0.1785
RHBDF1	0.371666666666667
PCDH18	1.2425
HMG1L1	-0.00275
MYO5C	-0.00425
MAPK10	1.177
LDHAL6A	-0.0656
NUDT12	1.22916666666667
NCAM1	-0.621125
GLIS2	1.317
GGTL4	2.1285
DAPP1	0.07325
ATF7	0.88125
KIAA0748	-1.5675
NFIL3	-1.17725
TM6SF1	1.252
SEZ6	0.921625
NANOS3	-0.4835
DNAJA3	-0.3885
CLDN6	-2.795
CIITA	2.4691
EPHA4	-1.26966666666667
FANCC	-0.227
CMTM3	0.583375
PSG3	-0.28
MRPL15	-0.43275
C21orf59	-0.318
PLCXD2	0.0655
C2orf34	-0.334125
UBE2L6	2.551
MED14	-0.307166666666667
HP1BP3	-0.4717
C6orf208	-0.1295
TPBG	-0.30125
OSR2	0.946875
XPC	-0.370833333333333
KLHL7	-0.977833333333333
CCR3	-0.126
AGTPBP1	-0.989666666666667
PCSK6	0.255266666666667
STAT5A	-1.5869
FAM18B	0.1015
LONRF2	-0.774166666666667
PTPN2	-1.110875
SF3A3	-0.799
EFCBP2	-0.22425
HCFC1	-0.577666666666667
AHNAK	0.553
ACTR5	0.005
KIF14	-2.05271428571429
TENC1	1.1925
HEATR5B	0.6575
YIPF2	0.297166666666667
MYEOV2	0.716
DUSP18	1.2035
KIAA1012	0.15025
AHR	-1.476
C17orf53	-1.19883333333333
PTPRH	-2.96825
ATP6V1C1	1.1971
TAS2R3	0.2525
LOC440356	-1.1815
COQ10B	0.87675
PSMF1	0.308666666666667
SORBS2	0.384166666666667
NFE2L2	-0.1905
TMCO7	-0.2755
SH3PXD2A	0.3181
SH2D2A	-1.41225
SPINK5	-0.58175
MRPS24	-0.7745
OPA3	0.3615
TRAF7	-0.112166666666667
C4orf35	0.538166666666667
MT1G	-0.07075
MGC39545	0.432666666666667
HS1BP3	1.085
OR2B2	0.586
CHRM4	-0.1405
SFRP2	3.18991666666667
RIC3	1.2975
ART1	0.5525
C6orf1	1.337625
DUS4L	-0.84675
C10orf104	0.0785
TNFAIP6	2.82875
RTEL1	-0.89575
CCT4	-0.2835
ZNF709	-0.7825
CHMP6	0.551666666666667
UPP2	0.15275
CYP19A1	-2.01025
CD151	-0.611
NDUFA13	0.169333333333333
ARFRP1	-0.0113333333333333
FAM26B	1.843
CRYBA1	-1.5985
MRPL41	0.341333333333333
NPFFR2	-0.679875
HRH2	0.687
SCAMP3	0.223
MTMR6	1.4545
MTG1	-0.773166666666667
UBTD1	1.27925
CRABP1	-2.6135
FLJ33790	-0.5303
KIAA1908	-1.0635
GPR158	1.307
PACSIN3	-0.719666666666667
OMD	3.97383333333333
CATSPER1	-0.289833333333333
HOXB8	0.834625
FBXO46	0.8165
OAS1	3.23233333333333
SVIL	-0.4975
PHB2	-0.98375
ADCY3	-1.5545
NDRG2	-0.0215
ERMAP	-0.000300000000000011
APBA2	-0.5895
IGSF9	2.11475
WNT6	-0.343285714285714
MYCBPAP	-0.10125
ATP2B2	-0.0908
CPVL	-0.8906
TRAM2	-0.710166666666667
NOP5/NOP58	-0.67025
ZNRF4	-0.052
TLK1	0.042125
MTMR12	0.252
ZNF384	-0.2805
FAM9B	-3.44525
RPN1	0.5763
PMVK	1.18125
EIF3D	-0.2481
SIX2	1.928
HPS1	0.806714285714286
RNF7	-0.03875
PSKH2	0.224
KCTD13	0.598166666666667
CSMD3	-1.0791
FBF1	-0.8445
IL8	-4.4315
SERPINB13	0.5691
FBXL20	0.00975000000000001
BLR1	0.5095
SH2B1	-0.457333333333333
RFNG	-0.1495
RAB20	1.5085
RBM7	-0.93575
POLR1A	-0.437166666666667
TMPRSS4	-1.3055
TAF9	-0.648125
TERF2	0.219666666666667
TNFRSF1A	0.582
ACADVL	-0.584166666666667
GTF2H5	0.31
EDG8	-1.44783333333333
C9orf140	-0.345625
UST6	0.3805
ZBTB8OS	-0.66225
ZNF710	0.704
GPR174	-2.3545
ATP6V0A2	0.148
KIAA0319L	0.760833333333333
XKRX	1.7625
DOPEY2	1.0264
SDHD	-0.817666666666667
SUMF1	1.29475
OSM	2.356
OPN3	-1.9055
DAGLB	-0.155666666666667
PPFIBP1	1.1746
TRIM63	-4.35625
C10orf53	0.3525
LYPD3	2.59016666666667
BCL7A	0.05325
AGER	-1.24833333333333
TCF19	-0.8555
SAT2	0.12725
PFTK1	0.256833333333333
GABRE	-3.316125
C15orf38	1.3416
FIS1	0.4185
KCNV2	0.0705
CLPS	1.82225
PPCDC	-0.077
FOXN2	0.752
NT5E	-2.2353
CD83	0.5415
IL18	0.399
VPS16	-0.2695
IGFBP2	-0.692
NOTCH2	0.33225
SIGLEC1	3.956
CD93	5.6705
SULF2	-0.3035
CEP164	-0.548375
P53AIP1	-0.0851666666666667
TOR2A	0.171833333333333
ZNF136	0.14325
MGP	3.05
CCDC144A	0.145166666666667
TRPC1	-0.947666666666667
SMS	-0.306
MAPK7	-0.3775
RRAGC	0.6845
PARD6A	1.20833333333333
NUB1	0.829
SYNGR4	0.98475
OR11H12	0.047
WIF1	0.5965
GCH1	0.5335
OR11H4	0.302
SLC44A5	-0.1585
GPRIN2	-0.8685
LOC401431	-0.01825
CPA4	-2.0585
MELK	-1.74777777777778
IL15RA	0.25475
CUL3	0.51775
HMBOX1	0.10875
PODXL	-2.24725
CCT6B	0.375333333333333
COMTD1	0.54775
MUC20	0.752166666666667
GPX2	-1.395375
ITK	-1.68125
FBXL5	1.6135
C13orf27	-0.966
DEFA5	0.599
TRHDE	-0.907
MTP18	-0.328166666666667
UQCRQ	0.4726
ITGB2	1.56383333333333
CSRP2BP	0.83525
TAS2R44	0.488
PHPT1	-0.3385
FAM44C	-0.2275
ERH	0.40425
MPHOSPH1	-1.695
MORC1	-0.4575
PARVB	-1.3235
LAMA1	-2.03190909090909
PGBD3	0.45525
GIMAP6	3.99725
AREG	0.390333333333333
LIPT1	-0.219
MGC99813	0.175
C1orf201	-0.0836666666666667
GRIN2A	-1.06777777777778
MAN2C1	-0.598375
NSUN5	-0.56275
SF3B5	-0.02775
MYC	-3.0705
NRXN1	1.3925
ZNF18	-0.349
SPDYA	-0.107
SLC37A1	1.4775
DECR2	-0.676
ANKRD38	1.552875
SPTLC3	-1.7485
SUPT16H	-0.550125
DTWD2	0.503
ULBP1	0.549
ZADH1	-0.0223333333333333
OIP5	-2.439
IL10RB	-0.100833333333333
OTUB2	0.298375
VWA3A	0.298666666666667
SPIC	0.3455
OR6C4	0.3405
PSCD4	1.389
DPY19L2P2	-0.175
TRAPPC6A	0.561166666666667
C21orf2	-0.252666666666667
CEMP1	0.3025
LIN7B	1.2235
E2F7	-1.706
VCP	0.0404375
LAMA3	1.01541666666667
BGN	2.253
GPR160	1.70466666666667
COCH	-4.18016666666667
GPR81	2.43866666666667
APOBEC3F	-1.61875
tcag7.1017	-0.666
C1orf32	0.3765
SCGB1D2	6.6655
FLJ43987	0.521
C6orf170	-1.02275
KLK9	0.392
GPD1L	0.77
VPS37B	0.39725
ATG3	-0.218833333333333
ADAMTS17	-1.557
KLHDC2	0.302666666666667
NDUFV2	0.357
BLK	-2.41225
MATN4	-1.19
GPM6A	2.35825
GBP4	3.4275
TMEM162	0.523
PKP2	-0.4175
HRASLS	-0.611555555555556
MMP1	1.477
SFXN3	0.3341
FSD1	-1.66783333333333
ST6GALNAC3	-1.73266666666667
CA12	0.4937
NCOA6	0.821
C19orf58	-0.3044
PPP4R1	0.00383333333333333
MAN1A2	0.862666666666667
IKBKAP	-1.4755
UPF1	-0.0898333333333333
KIAA1219	0.9865
WNT16	0.13
SNW1	-0.42525
IL18RAP	1.81025
RPP30	-0.340875
CDC40	-0.164428571428571
SETD3	0.195
SLAMF6	0.122
ELK4	0.443
TRIM47	0.195666666666667
ACOX3	1.497375
TRIM6	0.04825
KIAA0372	-0.343
TP53AP1	0.42475
SMURF2	-0.22725
ADAD1	0.71775
EBP	-0.4486
KRTAP13-2	0.042
FLJ36874	-0.910833333333333
TOR1A	-0.0806666666666667
P2RY4	1.0675
GPBP1	0.345
TRPV1	0.058125
ADAMTS12	0.5555
PES1	-0.4212
ATG4A	1.12966666666667
MAGEA10	-4.2425
WFS1	0.77625
CC2D1B	-0.715833333333333
PABPN1	-0.022625
SLC25A30	0.2575
SLCO1C1	-0.5045
SLC22A5	0.00375
KIF23	-1.56133333333333
SYN2	-0.9556
ASPN	8.62316666666667
CENTG2	0.57975
QSOX2	-1.2241
FLJ10815	0.284833333333333
STK24	0.3881875
SPEG	-0.1113
STK10	0.209833333333333
DACT2	-2.722
AAAS	-0.687
SSX3	-1.452375
ABCD3	-0.8422
C4orf12	0.50275
PARVG	0.824
FIG4	0.192
C9orf46	1.33625
TMCO6	-0.671
IGHMBP2	-0.22225
DUS2L	-0.0741666666666667
FAM3C	-0.4941875
TMEM16D	-2.74785714285714
DCTN4	0.38
KCNH3	-0.0645
EIF2AK2	1.96325
AP1S3	-1.5955
CST4	0.1945
PAM	-0.31175
NUTF2	-0.241
CITED2	-0.7989
SLC39A4	0.4225
C2orf52	-1.089
GRM3	0.577
C12orf49	2.36175
CCDC49	-0.2446
GRAMD1B	-0.808
FNDC4	0.3125
SIAH2	-0.779625
GDPD4	0.40225
C21orf87	0.255375
ATP5A1	-0.355833333333333
C16orf63	-0.7255
LOC388135	1.23433333333333
ATP5J2	-0.239375
MMP3	0.06075
EMID2	0.292333333333333
CRHR1	0.58925
WDR70	-0.86825
C13orf31	2.26375
ZFAND1	0.11175
CCL18	4.36916666666667
C3orf49	0.601
RINT1	-0.023
KIAA0408	-1.98433333333333
F13A1	5.2039
SLC10A1	0.0528333333333333
OGN	2.61675
GIPC2	-2.2365
XPO6	-0.08
LCE1A	0.736
FMR1	1.0326
LOC374920	-0.5155
DUSP3	0.689125
ANKMY1	0.08325
C7orf50	-0.00525
BBS9	-0.6844
UNC119B	-0.051625
C9orf72	-0.51625
MGC35440	-0.959
ENTPD6	0.393625
PPP1R2P9	0.39
ERCC4	0.079
FAHD2B	0.0665
HMHA1	-0.7345
HACL1	-0.8045
RAD23A	-0.00316666666666666
FAM83B	1.56125
PPP5C	-0.638333333333333
RNASEH2C	0.115
C9orf153	-0.972
SCAMP4	0.7235
GHITM	0.9699
NDUFB7	-0.1305
ADCYAP1	0.744833333333333
SP110	3.212
MAP3K7IP2	0.371
DHH	-0.0765
AGRN	0.108357142857143
WDR33	0.133833333333333
CEP290	1.0295
PRPS1L1	-2.53883333333333
KLRA1	-0.555
GPR97	-0.1505
CHD7	0.174916666666667
TLR10	0.0126666666666667
SLC30A8	5.06
HIC1	1.3185
IAPP	0.9705
RXFP4	0.52725
GP1BB	0.8335
SHQ1	0.2445
NKX2-3	0.137833333333333
API5	-0.232
FTHP1	1.084
MOV10L1	0.127
TRIM6-TRIM34	2.76783333333333
ADHFE1	-0.41925
FAM117A	-0.227
DDI1	0.0488333333333333
CDON	-1.61616666666667
TRIM73	-1.75
IGKC	5.046
MMP14	0.707916666666666
DYNC1LI1	0.203125
C11orf66	0.2245
TRBV3-1	-1.44666666666667
FASTKD5	0.22225
BIVM	-1.2445
LHX4	-0.00299999999999997
CXCL2	-2.5534
RAB2B	-1.12466666666667
IZUMO1	-0.6345
MAP3K15	-2.1365
FAM19A2	0.162333333333333
ZC3H8	-0.107333333333333
ZMAT1	1.196375
SPINK5L3	-3.14125
SLC10A6	0.6175
APPL2	-0.51025
CARD10	-1.06983333333333
LOC402176	0.370125
EEF1D	0.9181
RAB6A	0.1284
C12orf5	-0.168
PAPOLG	0.484
MSRB2	1.49625
BCR	0.0358888888888889
PUS3	-0.32725
TIAM2	0.19925
ZNF317	-0.169
CHD2	-0.0481428571428572
FZD5	-0.495954545454545
NUDT8	-1.855
ZNF763	-0.2735
PRC1	-1.40755555555556
ABCB9	1.96366666666667
SPATA3	0.3145
TRAK2	-0.0595
STAB1	3.3205
LRRTM2	-0.873333333333334
psiTPTE22	0.965
DBI	0.2795
SERPINA11	-2.62775
NAT5	0.92275
C20orf58	-1.71375
RPS6KA4	0.0931666666666667
FLJ90650	-1.34
TGFBRAP1	0.383
CHRDL2	-1.30725
FAHD2A	-0.082
CNTN1	-0.572
BBS4	-0.0694
TMEM181	-0.03775
MINPP1	-0.6845
MPHOSPH6	-0.124416666666667
HOXC10	2.6335
ITPKB	0.535875
CLPTM1L	0.030875
MEOX2	-1.24883333333333
ATP6V0C	0.7925
PRPF8	-0.418666666666667
TMC5	2.98275
FKBP3	-0.12025
PLEKHB2	0.140375
OR4D6	0.5675
ZNF544	0.1396
D2HGDH	0.313
RPL18A	-1.1844
HEL308	-0.3965
MPP6	-4.17325
TCERG1	-1.69275
KRT16	-1.02466666666667
KLF17	-1.052
KLF5	-1.87
CDR1	2.16425
VCX3A	-1.1535
FBLN2	1.470625
C14orf104	-0.2435
HBE1	-4.4832
OR4S2	1.14
C1orf108	-0.668
ROBO4	3.36716666666667
CPEB4	0.87525
C11orf80	0.556333333333333
BCKDHA	0.8685
MYOC	-0.1885
GIF	-0.287
CKMT1A	2.7805
RPL3	-0.7754
THBS1	3.91475
APOO	-0.48625
ARMCX1	0.88425
HSZFP36	-0.0645
SNAPC5	-0.1115
EIF4ENIF1	0.61575
ZNF433	-0.1615
TNFRSF21	-1.251125
TMPRSS7	0.3315
SPATA18	1.6752
HPDL	-3.6935
MKL2	0.826
TBX3	-0.430153846153846
C21orf93	0.488666666666667
DAXX	-0.53675
ELMO1	0.039375
RGS13	1.11733333333333
TAF11	-1.5615
UNC13A	1.663125
LOC653314	-0.4617
ORC3L	-0.60375
IMAA	-2.3315
TARBP2	0.3235
CABIN1	0.0252
TRIOBP	-0.2025625
HIST1H2AC	1.314125
RGS22	-1.14133333333333
NCOA1	1.04316666666667
IL25	-0.374
SNCG	2.8195
GPR6	0.7435
AMDHD1	-2.64833333333333
CHEK2	-1.6115
C6orf142	-1.592
DRD4	0.44925
C14orf68	-1.0935
GDF11	-0.78325
SEMG2	0.509
CD247	-1.796
CDAN1	-0.308
RBMX2	-0.2305
TGS1	-0.91
OIT3	0.045
SYF2	-0.4625
MCM4	-1.413625
PKHD1L1	2.2655
CEP192	-1.13366666666667
IFT88	0.62375
RPL9	-0.552857142857143
RAB32	-0.151875
DDX43	-2.50975
P2RX2	0.5595
OR5D18	0.247
UBE1	0.393166666666667
SLC24A1	0.8155
ARHGAP5	-0.2505
CETP	-0.357
KIAA1731	-0.762333333333333
SLC9A4	0.4235
PTPN6	1.49575
BAHD1	1.51125
GRIK3	0.4885
CACNB2	-1.2867
PDE10A	-0.56025
DGCR14	-0.30625
PCDHB9	-0.459333333333333
RHOQ	0.355
MAP3K4	-0.598
KTI12	-0.0781666666666667
RPL23AP13	-2.05175
GNG11	-0.803
CLCN3	1.36866666666667
GPAM	-1.076125
VSTM2A	1.3495
SLAMF7	3.0035
INTS2	0.506
PPP2CA	-0.2901
LRP12	-0.647866666666667
SEC14L2	-0.0445555555555556
DKFZP586H2123	2.275
MC3R	-0.0405
CIRH1A	-1.49566666666667
HIST1H2AB	1.57916666666667
POLH	-0.978375
MGC16703	-1.97383333333333
SNAPC2	-0.4965
FILIP1L	1.59925
RASGRP4	0.2845
LRRC1	1.45225
GAS1	1.4315
PRAC	-0.81025
DGKA	0.206333333333333
NT5C3	-0.7735
PEG3	-3.2575
NADK	-0.638
PRR17	1.31575
LOC374569	-0.299
SGSH	0.760833333333333
NLRP8	-1.123
GALT	-0.0649
MCF2	-0.713
ZNF263	0.163
TACSTD1	2.41566666666667
TYR	-6.0036
ATP6AP2	0.54025
RNUXA	-0.042
ABHD10	-0.179
GDPD2	0.898
SLC35C1	-0.4545
UBE2A	0.646
HERC5	0.484666666666667
FAM112B	-4.22666666666667
FBXL16	1.06075
DKFZP434A0131	-0.375
ELA3A	-2.612
RBM41	-0.46625
HAO2	-0.413
RNH1	0.02925
SHANK2	1.98566666666667
OSBP2	-1.641625
DAK	0.170833333333333
C3orf58	-0.32425
TCL1B	-0.0835
KBTBD2	-0.5175
SUGT1L1	0.31375
UBE2E2	0.13
MYL9	2.894875
CDC23	-0.586333333333333
PBXIP1	1.2114
CXorf40B	1.079
NBL1	1.18025
RTBDN	2.374
RAB11FIP5	0.296125
TTTY13	1.3275
SCOTIN	1.66916666666667
SOHLH1	0.437666666666667
CDKN1A	0.670214285714286
NCK1	-0.15225
ZNF550	0.17625
SAPS3	1.3785
SPIN3	0.3675
MAGEE2	-0.541
MIS12	-0.458166666666667
OR8H2	0.2495
KIAA0774	-1.78733333333333
UNC5D	-1.621
CUL7	-0.535166666666667
LIPC	-2.918
DIO1	-1.02275
C20orf11	0.5929
CTRL	-0.89675
HS3ST2	3.55475
PAK4	1.26583333333333
CCRL1	2.94675
RNF10	0.903625
ZNF567	-0.41575
ZNF660	-0.7065
TCEAL3	1.0305
MAGOH	-0.526666666666667
CENPB	0.279166666666667
C19orf7	0.4155
LOC388965	0.85875
ZCCHC13	-0.429
JMJD1A	-0.1802
HIST1H4H	2.896
TBRG1	-1.0603
GPC3	-4.1895
TAF1C	-0.70325
EBNA1BP2	-0.9165
CIAPIN1	-0.407
PDGFRA	-0.1085
CSTB	-0.35125
CENPI	-1.487
GTF2E2	-0.876833333333333
RPP21	-0.14175
CCNF	-0.792666666666667
KCNQ3	0.904
FAM79A	0.71425
SLC22A12	0.598
NOVA1	-1.26883333333333
FZD3	0.2336
AKAP8	-1.14875
SOCS5	-0.087125
CFDP1	-0.8025
DLG5	0.494
PGM5	0.205
C1orf144	0.039
HDAC10	-1.102
RND2	-0.185
C20orf199	-0.95475
RNMT	-0.20975
SLURP1	0.782625
ASTN1	-0.231
SH3BGR	0.198
MYCL1	-0.302875
ZHX1	0.949833333333333
CENPK	-1.9795
FOSB	-0.3627
LOC643406	1.029375
C2orf59	0.500625
TMEM135	-0.058375
SLC27A2	-2.968
KRT33A	2.1335
OVOL1	1.691875
PAMCI	-3.70233333333333
S100A7	1.92
ZNF789	-1.4515
HARS2	0.86375
RPL23A	-0.738
TCF23	-0.04975
UPF3B	-1.3235
C17orf78	0.423
HLA-DOB	0.500666666666667
C14orf142	0.156333333333333
TEKT5	0.915333333333333
DMWD	0.366
POLD1	-1.4725
GSCL	0.0165
CALD1	0.3459
SCRT1	0.874833333333333
AIG1	-0.2545
UNC84B	-0.269
ZNF404	-0.21475
TMED6	-3.4145
KIAA1462	0.5945
LRRC27	1.51083333333333
PYGO1	-0.3305
PIGU	-0.4155
ALAS2	-3.668
WRNIP1	0.136
CNNM3	0.4815
ZNF2	0.0885
ST3GAL5	0.537583333333333
MRPL23	-0.45675
TSSK6	-0.05575
PSMA6	0.07
C16orf70	0.43525
KIAA1602	-0.11275
ALMS1	-0.346333333333333
DCN	3.111375
TMEM132D	-0.63675
SUCLG2	0.14525
ABHD14A	0.1495
DEXI	0.0875
AMPD2	-1.3465
IFNAR2	-0.213166666666667
CYB5A	1.2473
TLOC1	0.3752
NXF5	-0.897666666666667
NRBF2	-0.22075
KCTD3	0.25825
ITGAE	-0.708
SLC30A3	-2.2155
ZRF1	-0.968
IFRD2	-0.655
XAB1	0.0285
PYCR2	0.238833333333333
SERPINB3	-4.281
TMLHE	-0.0534
GEFT	-1.419375
ABCA5	-0.826125
EMR4	0.127666666666667
TSFM	0.60975
HIST3H2BB	1.09175
ARHGEF19	0.71075
TSPAN17	0.975
ABCC8	4.7325
MAP1S	0.278833333333333
C22orf36	1.7605
BNC2	0.123928571428571
HIST1H4A	-0.3135
NDUFS3	-0.395833333333333
WDR3	-1.18983333333333
XKR4	-0.765
TTC33	-0.969714285714286
STMN2	3.53
CPN2	-1.0695
HSPC105	2.029125
PCOLCE2	-5.17075
C3orf55	0.546
KLHDC9	2.15016666666667
TBC1D23	0.337
ATXN2L	-0.759583333333333
MAP2K3	-0.03825
SCAP	0.37325
ZNF486	-0.0221666666666667
C20orf96	0.41725
NARS	-0.3215
ADAMTSL1	-0.535
PRCC	-0.105666666666667
CCDC126	0.16425
ZNF675	-0.99625
CALCOCO1	0.6945
ANKRD43	1.16625
CWF19L2	-0.539333333333333
ZBTB32	1.05066666666667
BRAF	0.1955
ODF4	0.28525
MGC14376	0.482
HORMAD1	0.9975
AAK1	0.268916666666667
PEBP1	1.16966666666667
TNFSF5IP1	0.115
DKFZp564N2472	0.1705
RMND1	-0.6345
IGKV1-5	5.20575
COL1A2	3.43233333333333
SERPINA5	-2.597625
AANAT	0.4795
C19orf21	1.371
GEMIN5	-0.62
UBR4	-0.404166666666667
LTBP3	0.853833333333333
AMHR2	-1.995
PROCR	-1.32175
MYBBP1A	-0.99025
C20orf39	2.39366666666667
ZNF697	-0.254125
PASK	-0.3937
ZNF776	0.641666666666667
RFXDC2	-0.404125
KIAA0467	-0.37675
C10orf96	-2.15033333333333
ZNF503	-0.6025
GULP1	-1.18166666666667
KCNE4	0.154166666666667
DKFZp434K191	-1.366
LOC196913	0.515
BHLHB4	0.9235
CH25H	-1.048
LOC81691	-1.01383333333333
ALPL	-0.6395
COL12A1	2.504125
FOLR3	-2.09216666666667
GPR123	-0.317571428571429
TRIM62	0.498285714285714
ABLIM1	-0.0903333333333333
MAST3	-0.5575
RHBDD1	-0.247
LOC338809	0.398
RYBP	1.43
TTC26	-0.03675
ZNF22	0.036
ISCA2	0.4475
RDM1	-0.14275
PIGM	0.78775
GNB3	-1.062
ACTR2	0.3819
HMGB1	0.40225
EDG1	2.12833333333333
SOAT2	-2.55775
OR10AD1	1.081
RAP1GDS1	0.280083333333333
LCE1F	0.6845
ESM1	-0.753
RCN3	2.653
CREBL1	-0.44075
DBNL	0.1235
PTGER3	0.9975
USP30	1.23983333333333
BCL2L12	-1.451
KIF26B	2.462
ZNF416	0.945
ZNF225	-0.075
C17orf70	0.28275
ZNF554	0.55
RAE1	-0.0163333333333334
TNIK	0.543333333333333
ACTN3	0.2035
MGC45922	0.777
CCNA1	-0.351666666666667
RYK	-0.205333333333333
IL26	0.6635
LRP3	0.6685
QARS	-0.356
SOX7	0.582357142857143
BID	-1.67625
OR2S2	0.5285
CXCL14	1.51125
C11orf47	-1.877
MGC29891	0.176166666666667
HSPB8	3.73
PRDM14	-2.206
NUFIP2	0.74175
MNAT1	-0.1095
ZDHHC2	-0.658083333333333
MBNL2	1.001625
ADD3	-1.389
CSNK2A1P	-0.755
KLK6	-1.40266666666667
TMEM111	1.2861
KIAA1279	0.9745
NUBP2	-0.023
RAB42	-0.41675
ID3	-0.5418
TM9SF1	0.451
MDP-1	0.45225
POU4F2	0.21375
IQCK	0.69825
C16orf14	0.09475
CAPN3	-1.75775
FAM43B	-0.097375
RECQL	-1.1875
AP1G1	0.602928571428571
CTNNBL1	0.1205
ECHDC1	-1.72266666666667
SMARCC1	0.3525
FOXQ1	-1.7815
GNAI3	0.2775
POLG2	-1.8355
CD4	1.27675
ITLN1	-0.13875
EBI2	2.90625
IRF1	0.39075
PTPRE	1.5292
PTK2B	-0.60725
NXNL2	-1.0665
SOX4	0.370388888888889
TSPAN3	-1.80616666666667
SH2D1A	-3.22483333333333
C8orf58	-0.9165
USP20	-0.9605
DUSP22	-0.519166666666667
CALB1	-2.01433333333333
L3MBTL2	0.608583333333333
MCRS1	0.41075
TMEM118	-0.332166666666667
C18orf8	0.661166666666667
FLJ10241	0.116125
GJA12	0.51475
PKD1	-0.382666666666667
ZFP3	0.3775
JAM3	-0.876
LAPTM4A	1.3103
DIRC2	0.726
KIAA2022	0.807166666666667
MYOM1	-0.2425
TRPM8	-2.72316666666667
MOP-1	1.12
PHKG2	0.1615
ZNF650	0.884125
KIAA1522	0.746
PSG8	-0.627666666666666
DDX19B	0.2085
MOBKL1B	0.353
DIAPH2	-1.23325
PTPN12	0.4685
CLN8	-0.3198
CRYZL1	-0.419
CRY2	0.22175
FCGR2B	4.3905
PNPLA4	1.478875
ZNF454	-1.0285
DKFZp434B1231	0.0765
CLDN11	0.0403
RFWD2	0.490166666666667
CIB2	-0.281
MXRA8	3.061875
HRK	1.0935
MAML2	-0.47225
C4orf31	-0.425
C6orf192	-1.28725
COG6	0.775625
FAM5B	-0.34975
NFATC1	-0.1647
SEPT10	-0.7045
SCYL1	0.3212
RPP40	-1.3755
SCOC	0.3671
KIAA1450	1.10575
CTDSPL2	-0.3655
TBX5	2.26766666666667
NAPG	0.081
RHD	-4.60975
C14orf45	1.06083333333333
ZBTB22	0.469
PLCG1	-1.2035
ANKRD10	-1.012125
AQP7P2	-0.04175
TAGLN2	0.418
HTR2C	-1.09616666666667
SLC16A7	-1.48016666666667
C17orf83	-0.0926666666666667
TSGA14	-0.0330833333333333
MDH1	0.0395
PPP3R2	0.394833333333333
DCBLD2	-1.70478571428571
RBM33	0.434375
DPH3	-0.32175
SYT10	-1.51333333333333
FMO4	1.977
THYN1	-1.34175
DRD5	-2.094
OTOR	4.782
PGRMC2	0.6648
KATNAL1	-0.10875
PAQR6	-0.71375
UBE2I	-0.96025
C14orf28	0.11575
C8orf70	0.77975
FLYWCH1	-0.3275
ANGPTL3	-1.587
GLRX2	1.17033333333333
ATP11A	-0.738857142857143
ARL5B	0.411125
MUC16	1.14425
SLC25A5	-0.589785714285714
ACRC	-0.501
MYO1C	0.09225
FAM89B	0.840166666666667
FAS	0.24975
KIFAP3	1.3075
GLRA2	-0.68
BTN3A2	-0.6168
CNKSR3	-2.415875
CSTF3	-0.777166666666667
ARPM1	1.10475
KIAA1530	-0.3735
C9orf150	2.20116666666667
PRKCI	0.34225
tcag7.1015	-0.02075
SOD3	-1.4815
ZNF574	0.534
CYP21A2	2.42675
RPL12	-1.212
COMMD2	-0.994
WIZ	-0.82975
LOC344405	-1.78225
ALDH4A1	-0.0301176470588235
CRYAB	2.115
COPA	0.0492333333333333
PCDHGA7	0.6525
KIF11	-1.11691666666667
RASD2	-0.46975
SLC26A3	1.5765
ZNF175	-0.63
JAKMIP2	-1.442125
C8orf4	2.338
PTHLH	1.913
SLC40A1	1.981
OR7D4	0.5165
PCDHB17	0.046
CD36	1.86457142857143
C6orf203	0.1341
PRKG2	-0.485
LOC400566	0.61575
ANAPC13	0.304
SLCO3A1	-1.357
ZNF692	-2.0755
FANCL	-1.1235
SH3GLB1	0.46925
C12orf61	0.336
KBTBD6	-0.22225
SUPT5H	0.26375
XRCC6	-0.2731
HUS1B	-1.3418
FAM133B	-0.344285714285714
LOC728276	-0.7295
KCTD18	-0.0665
SOS2	0.978833333333333
CCDC99	-1.69
C1QTNF5	3.468
NNAT	-0.016
USP16	-0.19425
LARS	-1.124625
ZBTB2	-0.365125
ABO	-0.228166666666667
TRAF3	-0.49
GALNT5	-1.0545
NAP5	1.812125
ALG14	1.0485
KIAA0515	0.228538461538462
