Hybridization REF	TCGA-A8-A09B-01A-11R-A00Z-07
GPR158	-2.37075
PACSIN3	0.1975
OMD	3.61333333333333
CATSPER1	-0.629
HOXB8	-1.3045
FBXO46	1.425
OAS1	0.603833333333333
SVIL	0.739
PHB2	-0.83525
ADCY3	-0.704
NDRG2	0.685833333333333
ERMAP	0.1948
APBA2	-1.44816666666667
IGSF9	2.69275
WNT6	-0.631642857142857
MYCBPAP	1.89275
ATP2B2	0.2404
CPVL	-1.3157
TRAM2	-0.9015
NOP5/NOP58	-0.55075
ZNRF4	-0.11175
TLK1	-0.25375
MTMR12	0.401214285714286
ZNF384	-0.394666666666667
FAM9B	-2.709
RPN1	0.3816
PMVK	1.88575
EIF3D	-0.1089
SIX2	-0.78825
HPS1	0.368428571428571
RNF7	-0.083
PSKH2	0.205
KCTD13	0.2065
CSMD3	-0.5034
FBF1	0.028
IL8	-5.27325
SERPINB13	-0.00158333333333334
FBXL20	0.375
BLR1	0.19475
SH2B1	0.452833333333333
RFNG	-0.072625
RAB20	0.488166666666667
RBM7	-0.76325
POLR1A	-0.324
TMPRSS4	-0.30425
TAF9	-0.627
TERF2	-0.365166666666667
TNFRSF1A	0.690416666666667
ACADVL	0.441
GTF2H5	1.004
EDG8	-0.530166666666667
C9orf140	-2.1755
UST6	0.55525
ZBTB8OS	-0.71775
ZNF710	0.4465
GPR174	-1.548
ATP6V0A2	-0.788
KIAA0319L	0.379333333333333
XKRX	0.41
DOPEY2	1.2008
SDHD	-0.918
SUMF1	1.95425
OSM	2.47475
OPN3	0.08225
DAGLB	0.4555
PPFIBP1	0.3071
TRIM63	-3.1315
C10orf53	0.397
LYPD3	2.4185
BCL7A	0.056125
AGER	-1.0115
TCF19	-1.242
SAT2	0.7655
PFTK1	0.760166666666667
GABRE	-2.509
C15orf38	1.3037
FIS1	0.527
KCNV2	0.03875
CLPS	0.68075
PPCDC	-0.7735
FOXN2	-0.0678333333333333
NT5E	-3.5068
CD83	0.19825
IL18	-0.538375
VPS16	0.476
IGFBP2	-0.380666666666667
NOTCH2	0.7275
SIGLEC1	2.214125
CD93	4.838
SULF2	0.6805
CEP164	0.05575
P53AIP1	0.347666666666667
TOR2A	-0.239
ZNF136	0.11125
MGP	3.856
CCDC144A	1.6075
TRPC1	-1.424
SMS	-0.361833333333333
MAPK7	-0.054
RRAGC	0.55275
PARD6A	0.565833333333333
NUB1	0.5055
SYNGR4	0.57475
OR11H12	0.156
WIF1	0.396875
GCH1	-0.43225
OR11H4	0.211
SLC44A5	0.1795
GPRIN2	0.130333333333333
LOC401431	-0.14225
CPA4	-2.701
MELK	-2.99488888888889
IL15RA	-0.27475
CUL3	0.59775
HMBOX1	1.552
PODXL	-1.83675
CCT6B	0.592666666666667
COMTD1	-0.731
MUC20	1.096
GPX2	-3.376
ITK	-1.542625
FBXL5	2.0535
C13orf27	-1.72525
DEFA5	0.5045
TRHDE	-0.466
MTP18	-0.2965
UQCRQ	0.4952
ITGB2	1.02508333333333
CSRP2BP	0.11775
TAS2R44	0.0335
PHPT1	-0.12575
FAM44C	0.17175
ERH	-0.087
MPHOSPH1	-1.69033333333333
MORC1	-0.251
PARVB	-0.719
LAMA1	-2.27366666666667
PGBD3	0.43275
GIMAP6	3.37475
AREG	0.476666666666667
LIPT1	-0.07075
MGC99813	-1.168
C1orf201	0.3815
GRIN2A	-1.0145
MAN2C1	-1.11275
NSUN5	-0.48725
SF3B5	0.68625
MYC	-1.2970625
NRXN1	-0.639583333333333
ZNF18	1.46025
SPDYA	0.099125
SLC37A1	0.4445
DECR2	0.47975
ANKRD38	1.422875
SPTLC3	-0.417
SUPT16H	-0.301875
DTWD2	0.53075
ULBP1	0.2865
ZADH1	0.381333333333333
OIP5	-3.39625
IL10RB	-0.1755
OTUB2	0.70875
VWA3A	-0.2105
SPIC	-0.0518333333333333
OR6C4	0.079
PSCD4	0.879
DPY19L2P2	-0.4065
TRAPPC6A	0.9165
C21orf2	-0.142333333333333
CEMP1	0.09875
LIN7B	0.197
E2F7	-2.44566666666667
VCP	-0.274625
LAMA3	1.35575
BGN	1.309
GPR160	1.74966666666667
COCH	-4.04683333333333
GPR81	1.49716666666667
APOBEC3F	-2.0955
tcag7.1017	-0.04025
C1orf32	0.135
SCGB1D2	6.22175
FLJ43987	-0.443
C6orf170	1.15025
KLK9	0.2575
GPD1L	-0.1165
VPS37B	-0.24975
ATG3	-0.251
ADAMTS17	-0.5535
KLHDC2	0.169333333333333
NDUFV2	-0.1505
BLK	-2.67975
MATN4	-1.857
GPM6A	0.01375
GBP4	2.75266666666667
TMEM162	0.355
PKP2	1.3735
HRASLS	0.907444444444445
MMP1	-4.5735
SFXN3	-0.3975
FSD1	-1.7125
ST6GALNAC3	-1.67966666666667
CA12	3.2515
NCOA6	0.539
C19orf58	-0.2646
PPP4R1	-0.0283333333333333
MAN1A2	0.8305
IKBKAP	-1.33875
UPF1	-0.0935
KIAA1219	0.40175
WNT16	0.0221666666666667
SNW1	-0.38875
IL18RAP	1.3535
RPP30	-0.50775
CDC40	0.530428571428571
SETD3	0.0965
SLAMF6	0.3095
ELK4	-0.483
TRIM47	0.493166666666667
ACOX3	0.492625
TRIM6	0.356875
KIAA0372	0.0315
TP53AP1	1.454
SMURF2	-0.499
ADAD1	0.03
EBP	-0.6024
KRTAP13-2	-0.318
FLJ36874	-0.776833333333333
TOR1A	-0.956666666666667
P2RY4	0.5
GPBP1	0.307
TRPV1	0.630875
ADAMTS12	-0.228666666666667
PES1	-0.5561
ATG4A	1.324
MAGEA10	-4.6885
WFS1	1.937
CC2D1B	-0.116666666666667
PABPN1	-0.303375
SLC25A30	-0.00375
SLCO1C1	0.018
SLC22A5	1.66425
KIF23	-2.65583333333333
SYN2	-0.0491666666666667
ASPN	7.66483333333333
CENTG2	0.57025
QSOX2	-1.9062
FLJ10815	0.0436666666666667
STK24	-0.3079375
SPEG	-0.1684
STK10	-0.183666666666667
DACT2	-2.221
AAAS	-0.63075
SSX3	-1.599625
ABCD3	0.9411
C4orf12	0.037125
PARVG	0.518
FIG4	1.90875
C9orf46	1.44925
TMCO6	-0.353
IGHMBP2	-0.943
DUS2L	-0.751
FAM3C	-0.3369375
TMEM16D	-1.64525
DCTN4	0.778
KCNH3	-0.3615
EIF2AK2	0.82725
AP1S3	0.09925
CST4	1.965
PAM	-0.00618749999999998
NUTF2	-0.75025
CITED2	1.163
SLC39A4	0.01175
C2orf52	-0.983
GRM3	-0.1885
C12orf49	0.181875
CCDC49	0.1287
GRAMD1B	-1.611
FNDC4	0.2595
SIAH2	1.4225
GDPD4	0.179
C21orf87	0.241125
ATP5A1	-0.220666666666667
C16orf63	-0.30775
LOC388135	-0.467666666666667
ATP5J2	-0.304625
MMP3	-1.70175
EMID2	0.12725
CRHR1	0.278
WDR70	-0.10425
C13orf31	1.62025
ZFAND1	-0.498
CCL18	2.215
C3orf49	0.112
RINT1	-0.3855
KIAA0408	-2.21766666666667
F13A1	4.5262
SLC10A1	0.0561666666666667
OGN	2.55025
GIPC2	-1.58016666666667
XPO6	-0.0981666666666667
LCE1A	1.061
FMR1	0.4926
LOC374920	0.32125
DUSP3	0.339
ANKMY1	0.47025
C7orf50	0.0675
BBS9	-0.0948
UNC119B	-0.2165
C9orf72	-0.977125
MGC35440	-0.46825
ENTPD6	-0.058875
PPP1R2P9	0.19125
ERCC4	0.389
FAHD2B	-0.1785
HMHA1	-0.0915
HACL1	-0.50175
RAD23A	0.0368333333333333
FAM83B	-0.40575
PPP5C	-0.606333333333333
RNASEH2C	-0.59375
C9orf153	-0.82875
SCAMP4	0.817
GHITM	-0.1575
NDUFB7	0.277875
ADCYAP1	0.615166666666667
SP110	1.79333333333333
MAP3K7IP2	0.54475
DHH	0.0435
AGRN	0.478357142857143
WDR33	0.077
CEP290	0.725
PRPS1L1	-1.35533333333333
KLRA1	0.2005
GPR97	-0.079
CHD7	-0.582583333333333
TLR10	0.551
SLC30A8	1.903
HIC1	1.22966666666667
IAPP	0.305
RXFP4	0.015
GP1BB	0.34025
SHQ1	0.6115
NKX2-3	-0.172166666666667
API5	-1.06925
FTHP1	0.2425
MOV10L1	1.70616666666667
TRIM6-TRIM34	2.02416666666667
ADHFE1	0.4065
FAM117A	-0.31
DDI1	0.446333333333333
CDON	-0.198166666666667
TRIM73	-1.0495
IGKC	2.3215
MMP14	-0.254916666666667
DYNC1LI1	0.28475
C11orf66	0.304
TRBV3-1	-1.05225
FASTKD5	-0.09125
BIVM	-0.569
LHX4	-0.1385
CXCL2	-1.5659
RAB2B	-0.508333333333333
IZUMO1	-0.451
MAP3K15	-2.341875
FAM19A2	0.366
ZC3H8	-0.981
ZMAT1	2.396625
SPINK5L3	-2.1435
SLC10A6	1.2335
APPL2	0.306625
CARD10	-0.434833333333333
LOC402176	-0.955875
EEF1D	0.6392
RAB6A	0.0283
C12orf5	-0.59575
PAPOLG	0.59575
MSRB2	0.96525
BCR	0.567222222222222
PUS3	-0.4055
TIAM2	0.3285
ZNF317	0.047
CHD2	-0.198142857142857
FZD5	-2.25618181818182
NUDT8	-2.18675
ZNF763	0.497
PRC1	-2.09322222222222
ABCB9	0.104333333333333
SPATA3	-0.01975
TRAK2	0.772375
STAB1	2.60625
LRRTM2	-0.035
psiTPTE22	0.61525
DBI	0.1245
SERPINA11	0.3935
NAT5	-0.16375
C20orf58	-2.0935
RPS6KA4	-0.0448333333333333
FLJ90650	0.01
TGFBRAP1	0.47275
CHRDL2	-0.146125
FAHD2A	-0.6075
CNTN1	0.696
BBS4	0.5351
TMEM181	0.497
MINPP1	-0.14925
MPHOSPH6	-1.424
HOXC10	1.8663
ITPKB	0.42775
CLPTM1L	0.263875
MEOX2	0.019
ATP6V0C	0.76925
PRPF8	0.1165
TMC5	2.54675
FKBP3	-0.427
PLEKHB2	-0.35775
OR4D6	0.0255
ZNF544	-0.9665
D2HGDH	-0.03325
RPL18A	-0.8324
HEL308	-0.37375
MPP6	-3.3445
TCERG1	-1.145
KRT16	0.846833333333333
KLF17	0.1885
KLF5	-1.916375
CDR1	2.395
VCX3A	-4.44
FBLN2	1.91675
C14orf104	-0.4275
HBE1	-4.2892
OR4S2	1.14
C1orf108	-0.843666666666667
ROBO4	2.95633333333333
CPEB4	1.5575
C11orf80	-0.00883333333333334
BCKDHA	0.463166666666667
MYOC	0.97775
GIF	-0.03
CKMT1A	0.8585
RPL3	0.0828
THBS1	2.23025
APOO	-0.096
ARMCX1	1.59125
HSZFP36	1.377
SNAPC5	-0.47075
EIF4ENIF1	0.539
ZNF433	0.668
TNFRSF21	-1.45075
TMPRSS7	-0.214
SPATA18	2.1943
HPDL	-2.899
MKL2	1.6527
TBX3	1.48576923076923
C21orf93	0.0765
DAXX	0.91125
ELMO1	-0.0045
RGS13	1.6175
TAF11	-0.86925
UNC13A	-1.775125
LOC653314	-0.1177
ORC3L	0.12225
IMAA	-2.275
TARBP2	-0.37275
CABIN1	0.2768
TRIOBP	0.00343750000000002
HIST1H2AC	0.896875
RGS22	2.66883333333333
NCOA1	1.05566666666667
IL25	0.611
SNCG	0.235
GPR6	0.7415
AMDHD1	-1.34233333333333
CHEK2	-0.984375
C6orf142	-0.3045
DRD4	0.40925
C14orf68	-1.1685
GDF11	-1.94725
SEMG2	0.186
CD247	-2.194
CDAN1	0.0665
RBMX2	-0.00616666666666666
TGS1	-0.3125
OIT3	-0.79975
SYF2	-0.17525
MCM4	-1.987125
PKHD1L1	0.177857142857143
CEP192	-1.0975
IFT88	1.7745
RPL9	-0.366642857142857
RAB32	0.55125
DDX43	-3.153
P2RX2	0.179333333333333
OR5D18	1.062
UBE1	0.4475
SLC24A1	0.5775
ARHGAP5	-0.084
CETP	-1.284
KIAA1731	-0.514333333333333
SLC9A4	0.368
PTPN6	1.09875
BAHD1	0.368
GRIK3	-0.0655
CACNB2	0.4487
PDE10A	-0.4355
DGCR14	-0.19425
PCDHB9	-0.893
RHOQ	0.120333333333333
MAP3K4	0.66825
KTI12	-0.368666666666667
RPL23AP13	-0.54125
GNG11	-0.84675
CLCN3	1.284
GPAM	-0.145
VSTM2A	2.5065
SLAMF7	0.5665
INTS2	-1.17075
PPP2CA	0.2548
LRP12	-0.740133333333333
SEC14L2	2.28355555555556
DKFZP586H2123	2.0685
MC3R	-0.316
CIRH1A	-1.568
HIST1H2AB	1.11566666666667
POLH	0.05025
MGC16703	-1.29683333333333
SNAPC2	0.413
FILIP1L	1.102
RASGRP4	0.5015
LRRC1	1.28175
GAS1	0.58225
PRAC	-0.712
DGKA	-0.0158333333333333
NT5C3	-0.657
PEG3	-1.56575
NADK	-0.39675
PRR17	-0.07
LOC374569	-0.4475
SGSH	0.0411666666666667
NLRP8	0.661
GALT	-0.5366
MCF2	-1.497
ZNF263	0.60125
TACSTD1	0.652
TYR	-5.8042
ATP6AP2	0.563
RNUXA	0.10425
ABHD10	-0.0026
GDPD2	-1.562
SLC35C1	-0.4175
UBE2A	0.558875
HERC5	-1.67516666666667
FAM112B	-4.16933333333333
FBXL16	1.4895
DKFZP434A0131	-0.3625
ELA3A	-2.2765
RBM41	-0.505625
HAO2	-0.15775
RNH1	0.076125
SHANK2	0.848666666666667
OSBP2	-0.843125
DAK	-0.678833333333333
C3orf58	-0.689583333333333
TCL1B	-0.1585
KBTBD2	-0.34175
SUGT1L1	0.0525
UBE2E2	-1.099
MYL9	2.418875
CDC23	-0.391833333333333
PBXIP1	1.9251
CXorf40B	0.9235
NBL1	0.89775
RTBDN	0.053
RAB11FIP5	0.67325
TTTY13	-0.2325
SCOTIN	0.027
SOHLH1	-0.627
CDKN1A	0.176428571428571
NCK1	-0.23575
ZNF550	-1.00425
SAPS3	-0.23475
SPIN3	0.442666666666667
MAGEE2	0.056
MIS12	-0.270666666666667
OR8H2	0.3155
KIAA0774	-1.71133333333333
UNC5D	-1.35
CUL7	0.0218333333333333
LIPC	-3.15283333333333
DIO1	0.02675
C20orf11	-0.2519
CTRL	-0.4885
HS3ST2	1.0115
PAK4	0.588833333333333
CCRL1	2.1715
RNF10	0.462625
ZNF567	-0.5825
ZNF660	-1.126
TCEAL3	2.30425
MAGOH	-1.157
CENPB	-0.393
C19orf7	0.820625
LOC388965	0.55825
ZCCHC13	-0.7915
JMJD1A	-1.1395
HIST1H4H	0.539
TBRG1	-0.6382
GPC3	-4.209
TAF1C	-1.087125
EBNA1BP2	-0.486
CIAPIN1	-0.6705
PDGFRA	-0.334166666666667
CSTB	-0.2815
CENPI	-1.96866666666667
GTF2E2	0.264
RPP21	0.06775
CCNF	-0.783833333333333
KCNQ3	0.925
FAM79A	0.71525
SLC22A12	0.4395
NOVA1	-0.696333333333333
FZD3	1.4739
AKAP8	-0.38775
SOCS5	-0.01375
CFDP1	-0.83375
DLG5	0.78425
PGM5	0.3545
C1orf144	0.00391666666666668
HDAC10	-0.951
RND2	-0.10475
C20orf199	-1.41825
RNMT	-0.876
SLURP1	0.961875
ASTN1	-0.731875
SH3BGR	1.254
MYCL1	0.227125
ZHX1	-0.0025
CENPK	-3.276
FOSB	2.2344
LOC643406	0.14125
C2orf59	-0.91175
TMEM135	-0.692125
SLC27A2	1.452
KRT33A	2.385
OVOL1	1.235
PAMCI	-2.61166666666667
S100A7	6.025
ZNF789	-0.614
HARS2	0.70125
RPL23A	-0.7455
TCF23	-0.1995
UPF3B	-1.262625
C17orf78	-0.0295
HLA-DOB	0.101
C14orf142	0.320166666666667
TEKT5	1.353
DMWD	-0.0045
POLD1	-1.37316666666667
GSCL	0.3695
CALD1	0.2512
SCRT1	0.280833333333333
AIG1	1.606
UNC84B	-0.447
ZNF404	-1.76975
TMED6	-3.25825
KIAA1462	-0.1915
LRRC27	2.09066666666667
PYGO1	0.0845
PIGU	-0.5935
ALAS2	-3.70416666666667
WRNIP1	0.20025
CNNM3	0.542
ZNF2	0.17825
ST3GAL5	0.211333333333333
MRPL23	-0.61225
TSSK6	0.0145
PSMA6	-0.5355
C16orf70	-0.40875
KIAA1602	-0.08
ALMS1	0.7515
DCN	2.622125
TMEM132D	-0.846
SUCLG2	0.57875
ABHD14A	0.7965
DEXI	0.656333333333333
AMPD2	-1.11866666666667
IFNAR2	-0.573666666666667
CYB5A	1.6662
TLOC1	0.6446
NXF5	-0.0986666666666666
NRBF2	-0.313875
KCTD3	1.61
ITGAE	-0.307
SLC30A3	-1.88533333333333
ZRF1	-0.8795
IFRD2	-0.3595
XAB1	-0.63075
PYCR2	0.120666666666667
SERPINB3	-3.7275
TMLHE	-0.0044
GEFT	-0.958
ABCA5	-0.366375
EMR4	0.203666666666667
TSFM	-0.0335
HIST3H2BB	-0.3055
ARHGEF19	0.771
TSPAN17	0.201333333333333
ABCC8	2.68225
MAP1S	0.5855
C22orf36	0.136
BNC2	0.338714285714286
HIST1H4A	-1.0955
NDUFS3	-0.400666666666667
WDR3	-1.186
XKR4	-0.80375
TTC33	-0.236357142857143
STMN2	3.44825
CPN2	-0.474
HSPC105	0.306
PCOLCE2	-1.9875
C3orf55	1.472
KLHDC9	3.29
TBC1D23	0.525625
ATXN2L	-0.617333333333333
MAP2K3	0.0174166666666667
SCAP	0.26625
ZNF486	0.498166666666667
C20orf96	1.403
NARS	-0.53325
ADAMTSL1	-0.782642857142857
PRCC	1.167
CCDC126	0.98875
ZNF675	0.07475
CALCOCO1	0.80775
ANKRD43	1.68525
CWF19L2	0.0181666666666667
ZBTB32	0.402333333333333
BRAF	0.53625
ODF4	0.363
MGC14376	0.701666666666667
HORMAD1	-2.65516666666667
AAK1	0.329916666666667
PEBP1	0.636416666666667
TNFSF5IP1	-0.3515
DKFZp564N2472	0.4285
RMND1	0.853
IGKV1-5	3.09525
COL1A2	3.05858333333333
SERPINA5	-0.009625
AANAT	0.351
C19orf21	1.19
GEMIN5	0.44
UBR4	-0.643
LTBP3	0.727166666666667
AMHR2	-2.28133333333333
PROCR	-1.47875
MYBBP1A	-0.6295
C20orf39	1.04116666666667
ZNF697	-0.034375
PASK	-0.3454
ZNF776	0.786166666666667
RFXDC2	0.08125
KIAA0467	0.277
C10orf96	-1.76466666666667
ZNF503	-0.98875
GULP1	-2.10091666666667
KCNE4	-0.305833333333333
DKFZp434K191	-0.544
LOC196913	0.401
BHLHB4	0.546
CH25H	1.90525
LOC81691	-0.788
ALPL	-0.0542857142857143
COL12A1	3.5895
FOLR3	-2.61433333333333
GPR123	0.133875
TRIM62	0.340571428571429
ABLIM1	0.0605
MAST3	0.3265
RHBDD1	0.736166666666667
LOC338809	-0.306
RYBP	1.64
TTC26	0.2785
ZNF22	-0.405666666666667
ISCA2	-0.077
RDM1	-1.56825
PIGM	0.936
GNB3	-0.9225
ACTR2	0.1132
HMGB1	0.0504
EDG1	2.16766666666667
SOAT2	-3.4215
OR10AD1	0.513
RAP1GDS1	0.473916666666667
LCE1F	0.004
ESM1	-1.660125
RCN3	1.837
CREBL1	-0.308
DBNL	-0.339666666666667
PTGER3	2.8755
USP30	0.286666666666667
BCL2L12	-0.380166666666667
KIF26B	2.358
ZNF416	-0.000500000000000002
ZNF225	-0.385
C17orf70	0.4465
ZNF554	0.6895
RAE1	-0.949
TNIK	-0.00633333333333333
ACTN3	0.258
MGC45922	0.2665
CCNA1	-1.19
RYK	0.621333333333333
IL26	0.7545
LRP3	0.506
QARS	-0.0145
SOX7	0.397714285714286
BID	-1.196125
OR2S2	0.2855
CXCL14	4.4095
C11orf47	-0.5535
MGC29891	1.14666666666667
HSPB8	2.5547
PRDM14	-1.3875
NUFIP2	0.18425
MNAT1	-0.62425
ZDHHC2	-0.6195
MBNL2	0.07
ADD3	-1.381125
CSNK2A1P	-0.576
KLK6	-1.638
TMEM111	0.9848
KIAA1279	1.31775
NUBP2	0.345333333333333
RAB42	-1.86225
ID3	-0.863
TM9SF1	0.3755
MDP-1	-0.1395
POU4F2	-0.55175
IQCK	2.03575
C16orf14	0.1615
CAPN3	-1.466125
FAM43B	-0.066125
RECQL	-0.6255
AP1G1	-0.136928571428571
CTNNBL1	-0.478666666666667
ECHDC1	-1.6125
SMARCC1	0.4729
FOXQ1	-1.35275
GNAI3	-0.545833333333333
POLG2	-1.453
CD4	0.618875
ITLN1	-0.63775
EBI2	1.958
IRF1	0.29
PTPRE	2.1676
PTK2B	-0.5715
NXNL2	1.022
SOX4	0.902722222222222
TSPAN3	-1.294
SH2D1A	-3.662
C8orf58	0.170833333333333
USP20	-0.92275
DUSP22	-0.455916666666667
CALB1	-2.82266666666667
L3MBTL2	0.72375
MCRS1	-0.31625
TMEM118	-0.797166666666667
C18orf8	0.394833333333333
FLJ10241	0.133625
GJA12	0.9495
PKD1	-0.0493333333333333
ZFP3	0.408
JAM3	-1.194625
LAPTM4A	0.9925
DIRC2	0.26925
KIAA2022	1.53483333333333
MYOM1	0.273166666666667
TRPM8	-2.9335
MOP-1	0.5785
PHKG2	0.0965
ZNF650	0.405
KIAA1522	1.258875
PSG8	-1.41083333333333
DDX19B	-0.2805
MOBKL1B	-0.548
DIAPH2	-0.249916666666667
PTPN12	0.293
CLN8	0.4534
CRYZL1	-0.641333333333333
CRY2	0.323583333333333
FCGR2B	3.1325
PNPLA4	1.681375
ZNF454	0.3695
DKFZp434B1231	-0.176
CLDN11	0.2696
RFWD2	0.879666666666667
CIB2	-0.894166666666667
MXRA8	2.662125
HRK	-1.187875
MAML2	-0.99575
C4orf31	-0.39675
C6orf192	0.19975
COG6	0.209875
FAM5B	-0.30325
NFATC1	0.4255
SEPT10	-0.453
SCYL1	-0.45
RPP40	-0.82975
SCOC	0.3713
KIAA1450	0.334
CTDSPL2	-0.88025
TBX5	1.81716666666667
NAPG	-0.25175
RHD	-4.626
C14orf45	2.3365
ZBTB22	1.289
PLCG1	-1.058
ANKRD10	-0.8405
AQP7P2	1.76425
TAGLN2	0.943166666666667
HTR2C	-1.5365
SLC16A7	-0.792833333333333
C17orf83	-0.310333333333333
TSGA14	0.568916666666667
MDH1	-0.6885
PPP3R2	0.00133333333333334
DCBLD2	-1.91207142857143
RBM33	-0.39575
DPH3	-1.6705
SYT10	-0.689166666666667
FMO4	1.990375
THYN1	-0.70925
DRD5	-2.0475
OTOR	0.89675
PGRMC2	0.4278
KATNAL1	0.052125
PAQR6	0.20175
UBE2I	-0.275
C14orf28	0.283
C8orf70	0.54125
FLYWCH1	0.06275
ANGPTL3	-1.0265
GLRX2	0.0638333333333333
ATP11A	-1.14614285714286
ARL5B	-0.5345
MUC16	-2.7
SLC25A5	-0.880428571428571
ACRC	-0.766
MYO1C	0.3405
FAM89B	0.505333333333333
FAS	-0.016625
KIFAP3	1.791
GLRA2	0.251
BTN3A2	-0.033
CNKSR3	0.344
CSTF3	-0.847166666666667
ARPM1	0.8915
KIAA1530	-0.061
C9orf150	2.38133333333333
PRKCI	0.7915
tcag7.1015	-1.00375
SOD3	-0.73475
ZNF574	0.2205
CYP21A2	2.6805
RPL12	-0.47475
COMMD2	-0.03
WIZ	0.2235
LOC344405	-1.8005
ALDH4A1	-0.173058823529412
CRYAB	2.346
COPA	0.393933333333333
PCDHGA7	0.277
KIF11	-1.84141666666667
RASD2	0.591
SLC26A3	1.0945
ZNF175	-0.1525
JAKMIP2	-2.79225
C8orf4	3.33166666666667
PTHLH	4.2505
SLC40A1	3.08308333333333
OR7D4	0.571
PCDHB17	-0.279
CD36	3.73592857142857
C6orf203	0.9685
PRKG2	0.074
LOC400566	2.2805
ANAPC13	0.4725
SLCO3A1	-1.6565
ZNF692	-0.983
FANCL	-1.214
SH3GLB1	0.4065
C12orf61	0.2095
KBTBD6	0.1005
SUPT5H	0.513625
XRCC6	-0.2417
HUS1B	-0.8679
FAM133B	-0.0351428571428571
LOC728276	0.2385
KCTD18	0.544
SOS2	0.617
CCDC99	-1.7965
C1QTNF5	3.0295
NNAT	1.01666666666667
USP16	-0.01925
LARS	0.037
ZBTB2	1.215125
ABO	-0.0456666666666667
TRAF3	-0.45075
GALNT5	-2.289
NAP5	2.1465
ALG14	0.655666666666667
KIAA0515	-0.259423076923077
WDR75	-0.776833333333333
TEX261	-0.109583333333333
LY86	0.65075
LOC389072	-0.958
FLJ13611	0.1925
MRGPRX2	0.457
SNRPA	-0.866875
OR2G2	0.699
GPRASP2	1.025
C7orf42	0.3974
C9orf163	-0.7835
CYP11B2	0.0805
FCRL3	-0.03
PRDX1	0.183
FGB	-5.46783333333333
COX17	0.623666666666667
C16orf33	0.178
PIWIL1	-0.437
FOLR1	-2.719
KIAA0082	-0.2115
FREQ	-0.949666666666667
TMCC2	-1.13333333333333
TCF12	0.4635
ZNF721	0.1765
FAM130A2	0.56725
POU4F1	-2.325
SNRPF	-1.2315
SGIP1	1.19683333333333
ZNF641	0.638833333333333
EMG1	-0.4555
PRRG4	1.049
HIRA	-2.9375
MYNN	0.454166666666667
AEBP2	-0.448916666666667
TBXA2R	0.124333333333333
ISL2	-1.30383333333333
PCDHB11	-0.4055
RNF144A	-0.518875
MARCH5	-0.079375
DULLARD	0.127666666666667
DCLRE1B	-0.456166666666667
ITGA8	0.58
TP73	-0.12
PRKCD	1.522
NDUFB4	0.52675
ATP13A4	1.11725
ANTXR2	-0.967
COL4A3	-0.7365
MYO10	-1.687
SLC6A18	0.5125
PEX1	0.708
TMEM74	-1.16883333333333
RBM19	0.17225
TAPBP	0.6115
RUNX1	1.2335
MID1	-0.88125
GPR64	-1.08083333333333
RASEF	4.32625
GABRG1	0.28525
MYO16	-0.32375
DBF4	-2.205
TSHZ2	1.94525
RIPK2	-0.2745
PPTC7	0.104833333333333
KIF4B	-0.9385
LRRC31	1.507125
ZNF540	1.5205
EFNB3	0.473833333333333
LOH12CR1	0.2265
STON2	-0.187666666666667
GLP1R	0.230333333333333
CSTF2T	-1.258125
IREB2	-0.981875
GRSF1	-0.328
PDCD7	-0.2915
LRRC43	-0.012
CNR1	0.707833333333333
IL1F7	-0.47
C12orf64	-0.992
FAM69B	-1.524
NR2E1	-1.91666666666667
MS4A6A	2.041
FTL	-0.6257
C7orf36	0.4305
PCLO	2.1095
DYRK2	0.481916666666667
ARIH2	-0.068
SAMD7	-0.1085
SCNN1D	-0.53525
SLC32A1	-1.189
C22orf25	-0.358666666666667
MRPS18A	-0.234
GPR112	0.456
EARS2	0.39675
ERN2	0.2885
ATPBD3	0.0171666666666667
PRH2	-0.6015
CDKN2D	-0.083
PGLYRP2	3.82125
TRIM40	0.2515
SEC14L3	0.344
SLC22A1	-0.26775
BTN2A3	0.238
RASA4	0.6135
CCNL2	-0.879416666666667
MYBPC3	0.264
GJA4	2.82175
CDC42SE1	0.749
TRPV2	-1.81475
MYPN	-3.9437
SIM1	0.4745
CDADC1	-0.042
ZFHX4	1.53075
NIBP	1.1235
ADAMTS19	-1.5515
ABTB2	-1.90475
TSPYL2	-0.524375
EIF2S3	-0.6796
SOX30	-0.191
AP2A1	-0.0468333333333333
DKFZP564O0523	0.096
LOC285398	0.094
CDH18	-5.2355
CHL1	1.752125
GATS	-0.0749
TBC1D2B	-0.00733333333333327
OR1J1	-0.4905
GSN	1.21033333333333
DPCR1	0.0805
GARNL4	-0.648
SMARCA5	-0.21975
PLEKHG3	0.661833333333333
ZBTB45	0.8645
FRMD6	0.5345
PLS1	0.703333333333333
DGKZ	0.2825
EFNA1	1.6673
WDR85	-0.98325
ANK2	-0.26275
PAGE4	-1.05033333333333
SENP6	1.11666666666667
AKR7A2	0.195666666666667
FKBP10	-2.196
VEGFC	-1.9095
LARP1	0.03675
SRBD1	-0.49775
ITGB6	0.596
SLC1A2	0.645785714285714
INVS	-1.35833333333333
MPO	0.078
MOBKL3	-0.4473
CUTL2	-1.618125
KLK2	-0.0558333333333333
VIM	-0.86625
REG1B	0.264833333333333
PCDHGC4	0.74825
C3orf34	0.373333333333333
SUMO3	-0.183333333333333
CST9L	3.84925
