Hybridization REF	TCGA-B6-A0WT-01A-11R-A109-07
PLCXD2	-0.27975
C2orf34	0.1695
UBE2L6	0.478
MED14	-0.057
HP1BP3	-0.056
C6orf208	-0.443
TPBG	1.8725
OSR2	1.365875
XPC	0.0325
KLHL7	-0.621166666666667
CCR3	-0.256166666666667
AGTPBP1	-1.22333333333333
PCSK6	1.8652
STAT5A	-1.1024
FAM18B	0.53025
LONRF2	-0.888833333333333
PTPN2	-0.731
SF3A3	-0.8815
EFCBP2	-0.28925
HCFC1	-0.782166666666667
AHNAK	0.3098
ACTR5	-0.592
KIF14	-3.12157142857143
TENC1	0.78775
HEATR5B	0.7055
YIPF2	0.602333333333333
MYEOV2	0.341
DUSP18	1.34475
KIAA1012	0.82225
AHR	0.068
C17orf53	-1.374
PTPRH	-4.58075
ATP6V1C1	0.2557
TAS2R3	-0.3525
LOC440356	-0.4645
COQ10B	0.76925
PSMF1	-0.430583333333333
SORBS2	2.49266666666667
NFE2L2	0.2535
TMCO7	0.00375
SH3PXD2A	0.4317
SH2D2A	-0.6865
SPINK5	-2.33425
MRPS24	-0.69775
OPA3	0.383125
TRAF7	0.297166666666667
C4orf35	-0.0678333333333333
MT1G	0.7985
MGC39545	0.59075
HS1BP3	0.374
OR2B2	0.4075
CHRM4	-0.128
SFRP2	4.03991666666667
RIC3	-0.316
ART1	0.306
C6orf1	0.879375
DUS4L	-0.5525
C10orf104	0.37325
TNFAIP6	2.7535
RTEL1	-1.071
CCT4	-0.3247
ZNF709	0.824
CHMP6	0.6365
UPP2	0.01175
CYP19A1	-3.35642857142857
CD151	-0.198833333333333
NDUFA13	0.3005
ARFRP1	-0.425833333333333
FAM26B	1.54775
CRYBA1	-2.0195
MRPL41	0.0995
NPFFR2	0.54925
HRH2	-0.0815
SCAMP3	0.379166666666667
MTMR6	1.3894
MTG1	-0.0713333333333333
UBTD1	0.5845
CRABP1	-3.0225
FLJ33790	0.8844
KIAA1908	0.4485
GPR158	1.0735
PACSIN3	0.634666666666667
OMD	3.95933333333333
CATSPER1	-0.746666666666667
HOXB8	-0.66
FBXO46	0.909
OAS1	1.45
SVIL	0.06125
PHB2	-0.3755
ADCY3	-0.84
NDRG2	0.978666666666667
ERMAP	1.2237
APBA2	-0.433166666666667
IGSF9	2.676
WNT6	-0.641
MYCBPAP	2.474
ATP2B2	-0.3049
CPVL	-1.5638
TRAM2	-0.643166666666667
NOP5/NOP58	-1.33375
ZNRF4	0.117
TLK1	0.1525
MTMR12	0.128714285714286
ZNF384	-0.315833333333333
FAM9B	-3.09475
RPN1	0.8075
PMVK	1.30675
EIF3D	0.0332
SIX2	-0.87175
HPS1	-0.0698571428571429
RNF7	0.05875
PSKH2	0.4565
KCTD13	-0.0401666666666667
CSMD3	0.5076
FBF1	0.2295
IL8	-5.079875
SERPINB13	0.538454545454546
FBXL20	-0.088
BLR1	0.3275
SH2B1	0.136666666666667
RFNG	-0.348875
RAB20	0.536333333333333
RBM7	-0.61275
POLR1A	-0.546833333333333
TMPRSS4	-2.446
TAF9	-1.079625
TERF2	0.143666666666667
TNFRSF1A	0.1305
ACADVL	-0.0676666666666667
GTF2H5	-0.30525
EDG8	-1.11916666666667
C9orf140	-0.80925
UST6	0.113
ZBTB8OS	-1.06325
ZNF710	0.4325
GPR174	-0.9975
ATP6V0A2	-0.3935
KIAA0319L	0.52275
XKRX	0.8295
DOPEY2	1.23
SDHD	-0.9695
SUMF1	2.129
OSM	1.14075
OPN3	-0.00925
DAGLB	-0.545333333333333
PPFIBP1	0.0663
TRIM63	-1.9
C10orf53	0.025
LYPD3	0.881333333333333
BCL7A	-0.139375
AGER	-1.197
TCF19	-0.734125
SAT2	0.073
PFTK1	-0.000666666666666663
GABRE	-3.53625
C15orf38	1.1413
FIS1	0.4795
KCNV2	-0.0305
CLPS	0.94125
PPCDC	-0.27075
FOXN2	-1.28
NT5E	-2.6028
CD83	0.676
IL18	-0.35575
VPS16	0.30325
IGFBP2	-0.555166666666667
NOTCH2	0.5815
SIGLEC1	2.277875
CD93	4.671
SULF2	1.5915
CEP164	-0.45525
P53AIP1	0.601166666666667
TOR2A	-0.077
ZNF136	0.42925
MGP	3.0221
CCDC144A	0.832333333333333
TRPC1	-0.523833333333333
SMS	-0.873666666666666
MAPK7	0.115666666666667
RRAGC	0.11375
PARD6A	0.629166666666667
NUB1	0.7215
SYNGR4	0.8685
OR11H12	0.4135
WIF1	0.32025
GCH1	0.453
OR11H4	0.1605
SLC44A5	0.9035
GPRIN2	1.018
LOC401431	-0.005
CPA4	-2.4396
MELK	-1.80277777777778
IL15RA	-0.27375
CUL3	0.82875
HMBOX1	0.23025
PODXL	-0.688
CCT6B	1.40183333333333
COMTD1	-1.1235
MUC20	0.847333333333333
GPX2	-3.62275
ITK	-1.088875
FBXL5	2.02375
C13orf27	-0.9915
DEFA5	0.1415
TRHDE	0.233
MTP18	-0.356166666666667
UQCRQ	0.3708
ITGB2	1.07758333333333
CSRP2BP	0.25925
TAS2R44	0.155
PHPT1	0.677875
FAM44C	0.15225
ERH	-0.39975
MPHOSPH1	-1.56766666666667
MORC1	-0.1785
PARVB	-1.1125
LAMA1	-2.04525
PGBD3	-0.208
GIMAP6	3.282
AREG	1.3825
LIPT1	-0.23375
MGC99813	-1.24275
C1orf201	0.320333333333333
GRIN2A	-0.859
MAN2C1	-1.1745
NSUN5	-0.02575
SF3B5	-0.04925
MYC	-2.1245625
NRXN1	0.442833333333333
ZNF18	1.60175
SPDYA	0.34425
SLC37A1	0.9495
DECR2	1.29975
ANKRD38	1.895875
SPTLC3	-1.16033333333333
SUPT16H	-0.674
DTWD2	0.14525
ULBP1	0.8485
ZADH1	0.5095
OIP5	-2.26675
IL10RB	0.2235
OTUB2	0.723625
VWA3A	0.324
SPIC	0.599833333333333
OR6C4	0.3755
PSCD4	0.885666666666667
DPY19L2P2	-0.206
TRAPPC6A	1.07933333333333
C21orf2	-0.0526666666666667
CEMP1	0.20825
LIN7B	0.066
E2F7	-2.00083333333333
VCP	0.4950625
LAMA3	2.249
BGN	1.8655
GPR160	1.44833333333333
COCH	0.108666666666667
GPR81	1.91433333333333
APOBEC3F	-0.428
tcag7.1017	-0.2535
C1orf32	0.5855
SCGB1D2	5.46625
FLJ43987	-0.4785
C6orf170	0.78225
KLK9	0.236
GPD1L	0.951375
VPS37B	0.389
ATG3	-0.134166666666667
ADAMTS17	-0.3
KLHDC2	0.629333333333333
NDUFV2	0.01975
BLK	-3.0095
MATN4	-1.5575
GPM6A	4.30225
GBP4	2.631
TMEM162	0.3535
PKP2	0.201
HRASLS	1.19966666666667
MMP1	-0.61975
SFXN3	-0.6037
FSD1	-2.088
ST6GALNAC3	-1.895
CA12	2.5253
NCOA6	0.4115
C19orf58	-0.3208
PPP4R1	0.578166666666667
MAN1A2	0.4685
IKBKAP	-0.97175
UPF1	-0.105166666666667
KIAA1219	0.704
WNT16	0.0692
SNW1	-0.844
IL18RAP	1.98575
RPP30	-0.90675
CDC40	0.158142857142857
SETD3	0.337333333333333
SLAMF6	0.571
ELK4	-0.7795
TRIM47	0.483833333333333
ACOX3	1.26675
TRIM6	0.920875
KIAA0372	-0.0193333333333333
TP53AP1	1.037875
SMURF2	-0.89625
ADAD1	0.38275
EBP	-0.5944
KRTAP13-2	0.68
FLJ36874	-0.493166666666667
TOR1A	-0.00633333333333334
P2RY4	0.452
GPBP1	0.028
TRPV1	0.595125
ADAMTS12	0.391166666666667
PES1	-0.1609
ATG4A	0.975833333333333
MAGEA10	-5.2
WFS1	1.8975
CC2D1B	-0.662166666666667
PABPN1	-0.203375
SLC25A30	0.6015
SLCO1C1	-0.165
SLC22A5	0.2315
KIF23	-1.9855
SYN2	-0.462333333333333
ASPN	8.53133333333333
CENTG2	-0.2095
QSOX2	-1.2945
FLJ10815	0.615
STK24	0.494875
SPEG	0.4321
STK10	0.0208333333333333
DACT2	-1.591
AAAS	-0.29975
SSX3	-1.8715
ABCD3	1.1578
C4orf12	-0.197
PARVG	0.2095
FIG4	0.71925
C9orf46	1.726
TMCO6	-0.2735
IGHMBP2	-1.20325
DUS2L	-0.109833333333333
FAM3C	0.4261875
TMEM16D	-1.505625
DCTN4	1.047
KCNH3	-0.33925
EIF2AK2	-0.548
AP1S3	0.8815
CST4	3.117
PAM	0.6494375
NUTF2	-0.47375
CITED2	-0.3033
SLC39A4	0.01175
C2orf52	-0.329
GRM3	0.08175
C12orf49	0.458625
CCDC49	0.059
GRAMD1B	-1.695125
FNDC4	0.0765
SIAH2	0.37675
GDPD4	-0.38075
C21orf87	0.26925
ATP5A1	0.6855
C16orf63	-0.42075
LOC388135	-0.342333333333333
ATP5J2	-0.20425
MMP3	-0.425
EMID2	-0.41725
CRHR1	0.51175
WDR70	-0.2925
C13orf31	1.3485
ZFAND1	-0.852
CCL18	3.17866666666667
C3orf49	0.5805
RINT1	-1.422
KIAA0408	-1.2255
F13A1	4.6446
SLC10A1	0.175
OGN	3.56575
GIPC2	-1.85683333333333
XPO6	-0.556666666666667
LCE1A	0.5785
FMR1	-0.0568
LOC374920	-0.46725
DUSP3	0.189
ANKMY1	0.78675
C7orf50	-0.363
BBS9	0.2165
UNC119B	0.125125
C9orf72	-0.11425
MGC35440	-0.484
ENTPD6	-0.030625
PPP1R2P9	0.635
ERCC4	0.46025
FAHD2B	-0.0775
HMHA1	-0.933
HACL1	-0.717
RAD23A	-1.14733333333333
FAM83B	0.197
PPP5C	-0.298666666666667
RNASEH2C	-0.034125
C9orf153	-0.40625
SCAMP4	0.46425
GHITM	0.4807
NDUFB7	0.122
ADCYAP1	3.92116666666667
SP110	1.2365
MAP3K7IP2	-0.34825
DHH	0.019
AGRN	0.376857142857143
WDR33	-0.013
CEP290	-0.983166666666667
PRPS1L1	-2.5385
KLRA1	0.1075
GPR97	-0.082
CHD7	-1.9665
TLR10	0.629
SLC30A8	1.1975
HIC1	1.563
IAPP	-0.2125
RXFP4	0.03025
GP1BB	0.191
SHQ1	0.637
NKX2-3	0.0861666666666667
API5	1.15
FTHP1	0.717
MOV10L1	1.33966666666667
TRIM6-TRIM34	1.91316666666667
ADHFE1	1.2965
FAM117A	0.004
DDI1	0.894833333333333
CDON	0.232833333333333
TRIM73	-0.046
IGKC	5.2335
MMP14	0.509833333333333
DYNC1LI1	0.20075
C11orf66	0.8015
TRBV3-1	-1.8755
FASTKD5	0.191
BIVM	-1.0275
LHX4	-0.70175
CXCL2	-1.6149
RAB2B	0.549666666666667
IZUMO1	-0.5985
MAP3K15	-2.2185
FAM19A2	0.762666666666667
ZC3H8	-0.668
ZMAT1	1.238125
SPINK5L3	-1.84775
SLC10A6	0.88
APPL2	0.548875
CARD10	0.217166666666667
LOC402176	-0.9945
EEF1D	0.1435
RAB6A	0.6695
C12orf5	-0.161
PAPOLG	0.3375
MSRB2	1.1195
BCR	0.802888888888889
PUS3	-1.07925
TIAM2	0.666
ZNF317	0.5485
CHD2	0.343769230769231
FZD5	-1.98322727272727
NUDT8	-1.95825
ZNF763	0.776
PRC1	-0.764777777777778
ABCB9	-0.0126666666666667
SPATA3	0.44875
TRAK2	0.900875
STAB1	2.514875
LRRTM2	0.467666666666667
psiTPTE22	0.60075
DBI	0.17975
SERPINA11	1.42025
NAT5	-0.38675
C20orf58	-1.743
RPS6KA4	0.364
FLJ90650	-0.93275
TGFBRAP1	0.53675
CHRDL2	1.58325
FAHD2A	-0.382166666666667
CNTN1	1.60175
BBS4	1.0396
TMEM181	-0.40875
MINPP1	-0.60425
MPHOSPH6	-0.628583333333333
HOXC10	-1.3211
ITPKB	0.371375
CLPTM1L	0.026
MEOX2	-0.945333333333333
ATP6V0C	0.594625
PRPF8	0.109166666666667
TMC5	2.41375
FKBP3	-0.37475
PLEKHB2	0.17425
OR4D6	0.363
ZNF544	-0.0797
D2HGDH	-0.448
RPL18A	-0.7649
HEL308	-0.081375
MPP6	-3.50825
TCERG1	-1.17675
KRT16	0.0533333333333333
KLF17	-0.83425
KLF5	-0.32925
CDR1	2.406125
VCX3A	-3.5635
FBLN2	1.850125
C14orf104	-0.21675
HBE1	-4.9795
OR4S2	1.1065
C1orf108	-0.292666666666667
ROBO4	3.24966666666667
CPEB4	0.768125
C11orf80	0.591666666666667
BCKDHA	0.977666666666667
MYOC	0.61425
GIF	0.6255
CKMT1A	-0.08
RPL3	0.662
THBS1	2.983375
APOO	-1.01225
ARMCX1	1.81975
HSZFP36	0.85025
SNAPC5	-0.4895
EIF4ENIF1	1.05625
ZNF433	1.27925
TNFRSF21	-1.033125
TMPRSS7	0.051
SPATA18	0.7867
HPDL	-2.468
MKL2	1.5462
TBX3	2.207
C21orf93	-0.0483333333333333
DAXX	0.98625
ELMO1	-0.225125
RGS13	1.929
TAF11	0.12675
UNC13A	-1.86225
LOC653314	-0.3329
ORC3L	-0.28425
IMAA	-2.755
TARBP2	-0.15475
CABIN1	-0.2369
TRIOBP	0.1388125
HIST1H2AC	0.924125
RGS22	0.0915
NCOA1	1.31166666666667
IL25	0.4525
SNCG	-0.697
GPR6	0.4245
AMDHD1	-1.00133333333333
CHEK2	-0.66325
C6orf142	-0.229
DRD4	0.60275
C14orf68	-0.90925
GDF11	-1.06825
SEMG2	-0.477
CD247	-2.1885
CDAN1	0.147
RBMX2	0.0128333333333333
TGS1	0.0055
OIT3	0.239333333333333
SYF2	-0.42675
MCM4	-2.1095
PKHD1L1	0.496875
CEP192	-0.879166666666667
IFT88	1.407
RPL9	-0.659142857142857
RAB32	0.021625
DDX43	-3.55475
P2RX2	0.1575
OR5D18	1.4075
UBE1	-0.246583333333333
SLC24A1	0.25825
ARHGAP5	-0.522
CETP	-0.248
KIAA1731	-1.24483333333333
SLC9A4	0.414
PTPN6	0.83175
BAHD1	0.26525
GRIK3	0.7195
CACNB2	0.6331
PDE10A	-0.09275
DGCR14	-0.13025
PCDHB9	-0.524
RHOQ	0.269
MAP3K4	-0.02575
KTI12	-0.261
RPL23AP13	-0.4635
GNG11	-1.17925
CLCN3	1.03316666666667
GPAM	-0.87175
VSTM2A	4.527
SLAMF7	2.7125
INTS2	-1.272
PPP2CA	0.4127
LRP12	-0.0116666666666667
SEC14L2	3.10222222222222
DKFZP586H2123	3.08375
MC3R	-0.2545
CIRH1A	-1.42083333333333
HIST1H2AB	0.323666666666667
POLH	-0.38775
MGC16703	-1.76716666666667
SNAPC2	0.462
FILIP1L	2.05
RASGRP4	0.3795
LRRC1	1.99425
GAS1	2.1165
PRAC	-0.975
DGKA	-0.275
NT5C3	-1.253
PEG3	-4.30225
NADK	-0.80275
PRR17	0.1545
LOC374569	0.03925
SGSH	0.454166666666667
NLRP8	0.336
GALT	-1.0112
MCF2	-0.5455
ZNF263	0.39175
TACSTD1	1.325
TYR	-6.4372
ATP6AP2	0.413
RNUXA	-0.12375
ABHD10	0.4999
GDPD2	-1.2545
SLC35C1	1.042
UBE2A	0.015375
HERC5	-1.0785
FAM112B	-4.57083333333333
FBXL16	-0.42975
DKFZP434A0131	-0.9615
ELA3A	-2.9225
RBM41	-1.456
HAO2	1.9035
RNH1	0.337125
SHANK2	1.40766666666667
OSBP2	-0.926875
DAK	-0.245166666666667
C3orf58	-0.0564166666666666
TCL1B	-0.437
KBTBD2	-0.103375
SUGT1L1	0.66175
UBE2E2	-0.219833333333333
MYL9	2.090625
CDC23	-0.374166666666667
PBXIP1	1.2742
CXorf40B	0.9975
NBL1	1.52425
RTBDN	0.6885
RAB11FIP5	0.550625
TTTY13	-0.5715
SCOTIN	0.211666666666667
SOHLH1	0.0971666666666667
CDKN1A	0.564785714285714
NCK1	-0.4345
ZNF550	-0.419
SAPS3	-0.238166666666667
SPIN3	0.213833333333333
MAGEE2	0.1965
MIS12	-0.476833333333333
OR8H2	0.5645
KIAA0774	0.699
UNC5D	-1.189
CUL7	0.305666666666667
LIPC	-2.744
DIO1	1.852
C20orf11	-0.0072
CTRL	-1.1035
HS3ST2	1.44425
PAK4	0.550833333333333
CCRL1	3.78475
RNF10	0.645
ZNF567	0.1555
ZNF660	-0.3205
TCEAL3	2.26025
MAGOH	-0.625333333333333
CENPB	0.0705
C19orf7	0.443
LOC388965	-0.1175
ZCCHC13	0
JMJD1A	-0.6265
HIST1H4H	-0.0085
TBRG1	-0.8447
GPC3	-5.694375
TAF1C	-0.57925
EBNA1BP2	-0.5855
CIAPIN1	0.26675
PDGFRA	-0.328777777777778
CSTB	-0.06525
CENPI	-1.7585
GTF2E2	-0.968166666666667
RPP21	0.2435
CCNF	-0.952666666666667
KCNQ3	0.793
FAM79A	1.24
SLC22A12	0.1945
NOVA1	2.91466666666667
FZD3	-0.237
AKAP8	-0.42925
SOCS5	0.561375
CFDP1	-0.86775
DLG5	0.82475
PGM5	0.525
C1orf144	-0.0804166666666667
HDAC10	-1.439
RND2	-0.863
C20orf199	-1.6765
RNMT	-0.409625
SLURP1	0.2615
ASTN1	-0.058
SH3BGR	2.1075
MYCL1	-0.7765
ZHX1	-0.2205
CENPK	-2.71575
FOSB	-0.1357
LOC643406	0.49525
C2orf59	-0.65975
TMEM135	-0.216625
SLC27A2	2.055
KRT33A	2.382
OVOL1	1.271875
PAMCI	-2.74216666666667
S100A7	-1.0825
ZNF789	-0.423
HARS2	0.60225
RPL23A	-0.944833333333333
TCF23	0.419
UPF3B	-1.99275
C17orf78	0.841
HLA-DOB	1.43183333333333
C14orf142	0.281
TEKT5	1.23166666666667
DMWD	0.2185
POLD1	-1.37716666666667
GSCL	0.131
CALD1	0.8712
SCRT1	0.0478333333333333
AIG1	0.587
UNC84B	-0.23
ZNF404	-0.104
TMED6	-2.79075
KIAA1462	0.5565
LRRC27	1.80083333333333
PYGO1	-0.4645
PIGU	-0.373166666666667
ALAS2	-4.13633333333333
WRNIP1	0.404375
CNNM3	-0.1035
ZNF2	0.997
ST3GAL5	0.796833333333333
MRPL23	0.2315
TSSK6	-0.17375
PSMA6	-0.504
C16orf70	0.039
KIAA1602	0.10525
ALMS1	0.849
DCN	3.621375
TMEM132D	-0.76775
SUCLG2	0.73875
ABHD14A	1.09925
DEXI	0.239666666666667
AMPD2	-0.932333333333333
IFNAR2	-0.545166666666667
CYB5A	2.3341
TLOC1	0.99835
NXF5	-0.32
NRBF2	0.188875
KCTD3	1.8785
ITGAE	-0.869
SLC30A3	-2.383
ZRF1	-1.1115
IFRD2	-0.453
XAB1	-0.229
PYCR2	-0.428333333333333
SERPINB3	-4.876
TMLHE	0.0152
GEFT	-1.17775
ABCA5	-1.4535
EMR4	0.275
TSFM	-0.2775
HIST3H2BB	0.2815
ARHGEF19	1.1535
TSPAN17	0.317666666666667
ABCC8	3.939
MAP1S	0.0583333333333333
C22orf36	1.76
BNC2	0.693928571428571
HIST1H4A	-0.90775
NDUFS3	0.91
WDR3	-0.93
XKR4	-0.12225
TTC33	-0.242714285714286
STMN2	2.1005
CPN2	-1.07916666666667
HSPC105	2.108125
PCOLCE2	-5.29575
C3orf55	1.543
KLHDC9	2.50466666666667
TBC1D23	0.515625
ATXN2L	-1.243
MAP2K3	-0.289666666666667
SCAP	-0.04525
ZNF486	0.409833333333333
C20orf96	-0.77425
NARS	0.034
ADAMTSL1	-0.955714285714286
PRCC	0.829666666666667
CCDC126	1.33258333333333
ZNF675	0.20425
CALCOCO1	0.62475
ANKRD43	1.19675
CWF19L2	0.0745
ZBTB32	1.44066666666667
BRAF	0.18825
ODF4	0.4485
MGC14376	0.981166666666667
HORMAD1	-2.16616666666667
AAK1	-0.308416666666667
PEBP1	0.489916666666667
TNFSF5IP1	0.0923333333333333
DKFZp564N2472	0.822
RMND1	1.17675
IGKV1-5	4.25725
COL1A2	3.66483333333333
SERPINA5	1.026375
AANAT	0.188
C19orf21	1.8195
GEMIN5	-0.00875
UBR4	-0.136833333333333
LTBP3	0.7415
AMHR2	-2.125
PROCR	-1.378
MYBBP1A	-0.8615
C20orf39	2.20833333333333
ZNF697	-0.06825
PASK	-0.3696
ZNF776	0.845166666666667
RFXDC2	-0.16825
KIAA0467	0.489
C10orf96	-0.21525
ZNF503	-0.9275
GULP1	-1.316
KCNE4	1.12983333333333
DKFZp434K191	-0.743625
LOC196913	0.0305
BHLHB4	0.108
CH25H	0.957
LOC81691	-0.100833333333333
ALPL	0.216571428571429
COL12A1	3.723375
FOLR3	-1.285
GPR123	0.165375
TRIM62	0.6835
ABLIM1	-0.478166666666667
MAST3	-0.1295
RHBDD1	1.63766666666667
LOC338809	0.3195
RYBP	0.09825
TTC26	-0.041125
ZNF22	-0.0148333333333333
ISCA2	-0.32575
RDM1	-0.9185
PIGM	1.13175
GNB3	-1.3205
ACTR2	-0.1225
HMGB1	-0.0095
EDG1	1.70533333333333
SOAT2	-2.8145
OR10AD1	0.7355
RAP1GDS1	1.16366666666667
LCE1F	0.533
ESM1	-0.9655
RCN3	2.33025
CREBL1	-0.77225
DBNL	-0.3045
PTGER3	2.894
USP30	0.344333333333333
BCL2L12	-0.0776666666666667
KIF26B	3.31875
ZNF416	0.931
ZNF225	0.259
C17orf70	0.4285
ZNF554	0.40975
RAE1	-0.375833333333333
TNIK	-1.15916666666667
ACTN3	0.644
MGC45922	0.3745
CCNA1	0.333666666666667
RYK	0.4835
IL26	0.5245
LRP3	0.573666666666667
QARS	0.423
SOX7	0.716857142857143
BID	-0.0835
OR2S2	0.1025
CXCL14	4.32625
C11orf47	-0.4265
MGC29891	-0.098
HSPB8	1.5197
PRDM14	-1.5115
NUFIP2	0.01525
MNAT1	0.165
ZDHHC2	-1.34366666666667
MBNL2	1.105625
ADD3	-0.35825
CSNK2A1P	-0.886
KLK6	-0.5775
TMEM111	0.416
KIAA1279	1.16975
NUBP2	0.117833333333333
RAB42	-1.817
ID3	-0.7915
TM9SF1	0.76675
MDP-1	-0.15875
POU4F2	0.7505
IQCK	1.84125
C16orf14	-0.33075
CAPN3	-1.36725
FAM43B	-0.88025
RECQL	-0.22025
AP1G1	0.428214285714286
CTNNBL1	-0.4135
ECHDC1	-0.589833333333333
SMARCC1	-0.194
FOXQ1	-1.399
GNAI3	0.6555
POLG2	-1.556
CD4	1.0615
ITLN1	-0.882
EBI2	2.13875
IRF1	0.0425
PTPRE	0.877
PTK2B	-1.20825
NXNL2	1.254
SOX4	1.56194444444444
TSPAN3	-0.7945
SH2D1A	-3.3215
C8orf58	-0.437333333333333
USP20	-0.72475
DUSP22	-0.385666666666667
CALB1	-1.9715
L3MBTL2	1.39033333333333
MCRS1	-0.269
TMEM118	-1.2395
C18orf8	0.193333333333333
FLJ10241	0.300875
GJA12	1.2195
PKD1	-0.438333333333333
ZFP3	0.35
JAM3	-0.7725
LAPTM4A	1.3155
DIRC2	0.338
KIAA2022	1.20216666666667
MYOM1	-0.107333333333333
TRPM8	-2.7035
MOP-1	0.65
PHKG2	0.87425
ZNF650	0.586125
KIAA1522	1.3465
PSG8	-1.458
DDX19B	0.191
MOBKL1B	-0.2695
DIAPH2	-1.30433333333333
PTPN12	0.25325
CLN8	-0.4722
CRYZL1	-0.428666666666667
CRY2	1.62
FCGR2B	2.82433333333333
PNPLA4	1.970625
ZNF454	-0.303
DKFZp434B1231	-0.18725
CLDN11	0.4103
RFWD2	0.846333333333333
CIB2	-1.14166666666667
MXRA8	3.77975
HRK	-1.488125
MAML2	-0.4415
C4orf31	0.41475
C6orf192	-1.629
COG6	1.150875
FAM5B	1.85425
NFATC1	0.8879
SEPT10	0.06375
SCYL1	-0.0897
RPP40	-0.54475
SCOC	0.3614
KIAA1450	0.55275
CTDSPL2	-0.40775
TBX5	1.6825
NAPG	-0.911125
RHD	-4.2215
C14orf45	2.75383333333333
ZBTB22	0.5815
PLCG1	-0.5905
ANKRD10	0.1345
AQP7P2	1.6565
TAGLN2	0.0746666666666667
HTR2C	-1.09133333333333
SLC16A7	-1.50483333333333
C17orf83	0.00974999999999999
TSGA14	-0.160666666666667
MDH1	-0.2515
PPP3R2	0.3085
DCBLD2	-2.06035714285714
RBM33	-1.254
DPH3	-1.6125
SYT10	-0.583833333333333
FMO4	2.59775
THYN1	-0.38625
DRD5	-1.4265
OTOR	1.97025
PGRMC2	0.4249
KATNAL1	-0.524
PAQR6	-0.9295
UBE2I	0.4515
C14orf28	0.2455
C8orf70	0.6505
FLYWCH1	-0.169125
ANGPTL3	-0.50825
GLRX2	-0.365166666666667
ATP11A	-1.1125
ARL5B	0.0565
MUC16	-3.07125
SLC25A5	-0.739214285714286
ACRC	-1.0755
MYO1C	0.209
FAM89B	0.917166666666667
FAS	0.509625
KIFAP3	1.95075
GLRA2	0.69
BTN3A2	0.4775
CNKSR3	-0.532875
CSTF3	-0.654666666666667
ARPM1	0.8625
KIAA1530	-0.8875
C9orf150	3.39183333333333
PRKCI	-0.7495
tcag7.1015	-0.75275
SOD3	-0.99825
ZNF574	0.3695
CYP21A2	2.406
RPL12	0.106
COMMD2	-0.4885
WIZ	0.49425
LOC344405	-0.866
ALDH4A1	-0.374352941176471
CRYAB	2.083
COPA	0.694966666666667
PCDHGA7	0.2515
KIF11	-1.49291666666667
RASD2	0.542375
SLC26A3	0.9595
ZNF175	-0.0815
JAKMIP2	-2.0265
C8orf4	2.2185
PTHLH	3.72625
SLC40A1	2.369
OR7D4	0.538
PCDHB17	0.1645
CD36	1.00335714285714
C6orf203	0.4502
PRKG2	0.152
LOC400566	2.0135
ANAPC13	-0.00625
SLCO3A1	-0.28
ZNF692	-1.15
FANCL	-0.663
SH3GLB1	0.72425
C12orf61	0.7355
KBTBD6	0.666
SUPT5H	0.3295
XRCC6	0.3426
HUS1B	2.0993
FAM133B	-0.217714285714286
LOC728276	-0.7245
KCTD18	1.18825
SOS2	0.710166666666667
CCDC99	-1.459
C1QTNF5	3.3565
NNAT	0.346333333333333
USP16	0.114
LARS	-1.016625
ZBTB2	-0.252875
ABO	0.286166666666667
TRAF3	-0.096
GALNT5	-0.519
NAP5	1.284125
ALG14	0.386
KIAA0515	0.202230769230769
WDR75	-0.881
TEX261	0.217333333333333
LY86	0.45275
LOC389072	-0.387
FLJ13611	0.423
MRGPRX2	0.036
SNRPA	-0.79775
OR2G2	-0.1275
GPRASP2	0.9045
C7orf42	0.6138
C9orf163	-0.727
CYP11B2	0.0715
FCRL3	0.758333333333333
PRDX1	0.26325
FGB	-7.6575
COX17	0.185
C16orf33	0.47175
PIWIL1	0.298833333333333
FOLR1	-1.806
KIAA0082	-0.32025
FREQ	-0.261
TMCC2	-1.33983333333333
TCF12	0.76625
ZNF721	0.1795
FAM130A2	0.55175
POU4F1	-2.07125
SNRPF	-1.65525
SGIP1	2.319
ZNF641	1.427
EMG1	-0.914625
PRRG4	1.6025
HIRA	-2.82175
MYNN	0.647666666666667
AEBP2	-0.340333333333333
TBXA2R	-0.0388333333333333
ISL2	-1.333
PCDHB11	0.2315
RNF144A	0.144
MARCH5	-0.2665
DULLARD	0.00650000000000001
DCLRE1B	-0.167166666666667
ITGA8	0.653
TP73	0.3885
PRKCD	0.65175
NDUFB4	0.45075
ATP13A4	2.42475
ANTXR2	-0.776666666666667
COL4A3	-0.671166666666667
MYO10	-1.1679
SLC6A18	0.62425
PEX1	0.21025
TMEM74	-1.7465
RBM19	-0.27225
TAPBP	0.8271
RUNX1	1.6975
MID1	-2.21925
GPR64	-0.226833333333333
RASEF	2.016
GABRG1	-0.278857142857143
MYO16	-0.104
DBF4	-1.83983333333333
TSHZ2	2.05825
RIPK2	-0.185
PPTC7	-0.655166666666667
KIF4B	-0.94
LRRC31	0.682
ZNF540	1.69
EFNB3	0.3445
LOH12CR1	0.0455
STON2	0.652333333333333
GLP1R	-0.07975
CSTF2T	-0.268375
IREB2	-0.7035
GRSF1	0.1245
PDCD7	-1.04716666666667
LRRC43	1.091
CNR1	0.2765
IL1F7	-0.6855
C12orf64	0.547
FAM69B	-0.83875
