Hybridization REF	TCGA-B6-A0I5-01A-11R-A034-07
FBXL20	0.1985
BLR1	0.22175
SH2B1	-0.515
RFNG	-0.486125
RAB20	0.0676666666666667
RBM7	-3.17725
POLR1A	-0.182333333333333
TMPRSS4	-0.11325
TAF9	-1.047375
TERF2	-0.986666666666667
TNFRSF1A	0.841916666666667
ACADVL	0.0385
GTF2H5	0.928
EDG8	0.620166666666667
C9orf140	-0.60025
UST6	1.3495
ZBTB8OS	0.1765
ZNF710	1.387
GPR174	-0.915
ATP6V0A2	-0.7995
KIAA0319L	0.820583333333333
XKRX	1.089
DOPEY2	2.3183
SDHD	-1.33075
SUMF1	2.05575
OSM	1.455
OPN3	0.678
DAGLB	-0.388833333333333
PPFIBP1	1.0261
TRIM63	-3.2175
C10orf53	1.0195
LYPD3	-0.0413333333333333
BCL7A	0.230375
AGER	-0.817333333333333
TCF19	-1.774
SAT2	0.2035
PFTK1	2.7955
GABRE	-2.353875
C15orf38	2.2577
FIS1	-0.166
KCNV2	0.84925
CLPS	1.1265
PPCDC	-0.3435
FOXN2	1.615
NT5E	-3.0607
CD83	0.079
IL18	1.43675
VPS16	0.9845
IGFBP2	-0.746333333333333
NOTCH2	0.85425
SIGLEC1	0.140285714285714
CD93	5.136
SULF2	2.11675
CEP164	1.128875
P53AIP1	0.938666666666667
TOR2A	0.718
ZNF136	0.576
MGP	3.3586
CCDC144A	0.808666666666667
TRPC1	-0.816833333333333
SMS	-0.995166666666667
MAPK7	-0.0401666666666667
RRAGC	0.24025
PARD6A	0.628666666666667
NUB1	0.000333333333333324
SYNGR4	0.94225
OR11H12	-0.809
WIF1	0.607375
GCH1	-0.7655
OR11H4	0.0345
SLC44A5	0.2595
GPRIN2	1.86316666666667
LOC401431	1.00675
CPA4	-1.9412
MELK	-2.137
IL15RA	0.707
CUL3	-0.319125
HMBOX1	1.54675
PODXL	-1.753
CCT6B	0.587666666666667
COMTD1	0.50875
MUC20	2.6545
GPX2	-2.112375
ITK	-1.14625
FBXL5	0.78975
C13orf27	-1.78325
DEFA5	0.099
TRHDE	-0.502
MTP18	-0.06
UQCRQ	0.6543
ITGB2	0.924916666666667
CSRP2BP	0.42175
TAS2R44	0.698
PHPT1	0.405125
FAM44C	-0.9125
ERH	1.9495
MPHOSPH1	-2.40216666666667
MORC1	-0.9435
PARVB	-0.4075
LAMA1	-1.8565
PGBD3	-0.10125
GIMAP6	4.17375
AREG	1.8995
LIPT1	-0.39925
MGC99813	-0.26925
C1orf201	1.178
GRIN2A	-0.515888888888889
MAN2C1	-0.853625
NSUN5	-0.9195
SF3B5	-0.31675
MYC	-1.56775
NRXN1	-0.45625
ZNF18	1.32525
SPDYA	-0.225125
SLC37A1	1.597
DECR2	1.55575
ANKRD38	1.552
SPTLC3	0.01675
SUPT16H	0.2795
DTWD2	0.245
ULBP1	-2.979
ZADH1	0.666333333333333
OIP5	-2.914
IL10RB	-0.9395
OTUB2	-0.02575
VWA3A	0.108333333333333
SPIC	-0.0613333333333333
OR6C4	0.5255
PSCD4	0.568666666666667
DPY19L2P2	-0.2855
TRAPPC6A	0.1375
C21orf2	-0.465833333333333
CEMP1	0.215
LIN7B	0.1635
E2F7	-0.9485
VCP	-0.5561875
LAMA3	1.11541666666667
BGN	1.61725
GPR160	-0.63
COCH	-3.43216666666667
GPR81	2.02966666666667
APOBEC3F	-1.60725
tcag7.1017	-0.03875
C1orf32	1.0165
SCGB1D2	1.7925
FLJ43987	-0.814
C6orf170	-0.145
KLK9	0.939
GPD1L	0.795375
VPS37B	1.50125
ATG3	-1.42366666666667
ADAMTS17	-0.042
KLHDC2	-1.1435
NDUFV2	-0.0575
BLK	-1.091
MATN4	-0.958
GPM6A	-0.57625
GBP4	3.79816666666667
TMEM162	0.4895
PKP2	0.429
HRASLS	0.432888888888889
MMP1	-1.617
SFXN3	0.2607
FSD1	-1.24316666666667
ST6GALNAC3	-1.84416666666667
CA12	3.3462
NCOA6	1.085
C19orf58	-0.207
PPP4R1	-1.0475
MAN1A2	1.57066666666667
IKBKAP	-1.81425
UPF1	-0.169333333333333
KIAA1219	0.30075
WNT16	0.656666666666667
SNW1	0.17025
IL18RAP	0.9
RPP30	-0.628875
CDC40	0.0139285714285715
SETD3	1.01583333333333
SLAMF6	-0.39425
ELK4	-0.3025
TRIM47	0.730166666666667
ACOX3	1.88675
TRIM6	-1.105375
KIAA0372	-0.937666666666667
TP53AP1	2.035
SMURF2	-1.2675
ADAD1	0.067
EBP	-1.2587
KRTAP13-2	-0.339
FLJ36874	-0.969666666666667
TOR1A	-0.491333333333333
P2RY4	0.511
GPBP1	-0.29425
TRPV1	0.211375
ADAMTS12	0.0201666666666667
PES1	-0.7428
ATG4A	0.0838333333333333
MAGEA10	-3.528
WFS1	1.79975
CC2D1B	0.0146666666666667
PABPN1	0.724125
SLC25A30	-0.12275
SLCO1C1	-0.358
SLC22A5	3.1175
KIF23	-2.37783333333333
SYN2	0.0623333333333334
ASPN	8.12816666666667
CENTG2	0.73875
QSOX2	-2.2073
FLJ10815	0.143
STK24	-0.000624999999999987
SPEG	0.0126
STK10	-0.334166666666667
DACT2	-0.638
AAAS	-0.442
SSX3	-1.190125
ABCD3	-1.0196
C4orf12	-0.63075
PARVG	0.0763333333333333
FIG4	0.37325
C9orf46	0.53575
TMCO6	-0.4165
IGHMBP2	-1.483
DUS2L	-1.22166666666667
FAM3C	-2.0471875
TMEM16D	-2.083375
DCTN4	0.668
KCNH3	0.731
EIF2AK2	1.69875
AP1S3	-0.71925
CST4	0.823
PAM	-0.605625
NUTF2	-0.4065
CITED2	-0.8602
SLC39A4	1.4005
C2orf52	-0.0945
GRM3	-0.51925
C12orf49	-0.25875
CCDC49	-1.0924
GRAMD1B	-1.106875
FNDC4	-0.19925
SIAH2	0.501625
GDPD4	0.50225
C21orf87	0.426
ATP5A1	-1.514
C16orf63	-0.617
LOC388135	0.1314
ATP5J2	-0.0455
MMP3	0.28875
EMID2	0.3
CRHR1	0.68725
WDR70	0.15025
C13orf31	1.92675
ZFAND1	-1.5645
CCL18	3.35283333333333
C3orf49	0.589
RINT1	-2.62
KIAA0408	-1.20316666666667
F13A1	3.4999
SLC10A1	-0.0128333333333333
OGN	1.3005
GIPC2	-2.02116666666667
XPO6	-0.5845
LCE1A	1.352
FMR1	-0.0331
LOC374920	0.71575
DUSP3	0.64225
ANKMY1	0.5535
C7orf50	-0.89975
BBS9	0.0365
UNC119B	-0.10925
C9orf72	-0.484125
MGC35440	0.1355
ENTPD6	0.1675
PPP1R2P9	-0.0385
ERCC4	0.603
FAHD2B	-0.6305
HMHA1	0.02
HACL1	-1.25075
RAD23A	-0.128166666666667
FAM83B	-0.478
PPP5C	-2.15316666666667
RNASEH2C	-0.20925
C9orf153	-0.779
SCAMP4	0.9305
GHITM	-0.2803
NDUFB7	0.215625
ADCYAP1	-0.298166666666667
SP110	2.02016666666667
MAP3K7IP2	-0.18725
DHH	0.5935
AGRN	0.231714285714286
WDR33	-0.372166666666667
CEP290	2.02633333333333
PRPS1L1	-1.85733333333333
KLRA1	-0.0345
GPR97	0.7785
CHD7	1.20683333333333
TLR10	-0.0135
SLC30A8	-1.4195
HIC1	1.398
IAPP	0.952
RXFP4	0.42375
GP1BB	0.24475
SHQ1	0.3535
NKX2-3	0.542666666666667
API5	-0.5165
FTHP1	-0.2325
MOV10L1	0.324666666666667
TRIM6-TRIM34	2.01733333333333
ADHFE1	1.08125
FAM117A	-0.8855
DDI1	0.0671666666666667
CDON	0.561
TRIM73	-0.6405
IGKC	1.3765
MMP14	0.390583333333333
DYNC1LI1	-0.714875
C11orf66	2.0935
TRBV3-1	-1.71925
FASTKD5	0.15875
BIVM	-0.48525
LHX4	-0.4035
CXCL2	-0.2128
RAB2B	-0.823
IZUMO1	-0.9425
MAP3K15	-1.21425
FAM19A2	-0.0548333333333333
ZC3H8	-1.48283333333333
ZMAT1	3.186
SPINK5L3	-1.76925
SLC10A6	-0.569
APPL2	-0.864125
CARD10	0.824166666666667
LOC402176	-1.365375
EEF1D	1.2957
RAB6A	0.2518
C12orf5	-0.6885
PAPOLG	0.5625
MSRB2	0.87525
BCR	-0.123055555555556
PUS3	0.9095
TIAM2	1.083
ZNF317	0.416666666666667
CHD2	0.0276153846153846
FZD5	-1.95295454545455
NUDT8	-1.20175
ZNF763	-0.0365
PRC1	-1.71666666666667
ABCB9	-0.478
SPATA3	0.30875
TRAK2	0.2685
STAB1	2.83875
LRRTM2	-0.772333333333333
psiTPTE22	-0.558
DBI	0.325
SERPINA11	-0.47175
NAT5	-0.0545
C20orf58	-1.46225
RPS6KA4	0.665666666666667
FLJ90650	-0.4925
TGFBRAP1	0.37275
CHRDL2	2.30475
FAHD2A	-0.888833333333333
CNTN1	-0.43225
BBS4	-0.3705
TMEM181	1.052
MINPP1	-1.67675
MPHOSPH6	-0.730083333333333
HOXC10	3.0019
ITPKB	0.146625
CLPTM1L	-0.72025
MEOX2	0.139833333333333
ATP6V0C	0.341125
PRPF8	-0.866666666666667
TMC5	5.932
FKBP3	-0.35875
PLEKHB2	-0.35775
OR4D6	-0.901
ZNF544	-0.7246
D2HGDH	-0.316
RPL18A	-0.1195
HEL308	-0.40025
MPP6	-3.22525
TCERG1	-1.194
KRT16	0.612333333333333
KLF17	-0.33625
KLF5	-0.261125
CDR1	1.97075
VCX3A	-4.0295
FBLN2	1.494875
C14orf104	-0.2525
HBE1	-4.7178
OR4S2	0.3965
C1orf108	-0.707
ROBO4	3.76733333333333
CPEB4	0.368
C11orf80	-1.11483333333333
BCKDHA	0.0821666666666667
MYOC	-0.3605
GIF	0.628
CKMT1A	2.443
RPL3	0.7652
THBS1	2.7195
APOO	-0.21
ARMCX1	0.4165
HSZFP36	1.17125
SNAPC5	-0.00125
EIF4ENIF1	1.41175
ZNF433	0.16875
TNFRSF21	-0.465875
TMPRSS7	-2.137
SPATA18	2.2001
HPDL	-2.041
MKL2	1.4538
TBX3	1.91284615384615
C21orf93	0.304333333333333
DAXX	1.25075
ELMO1	0.112125
RGS13	-0.00799999999999999
TAF11	-2.2785
UNC13A	-1.065625
LOC653314	0.155
ORC3L	-0.43475
IMAA	-2.0885
TARBP2	-0.202
CABIN1	1.3699
TRIOBP	0.631625
HIST1H2AC	0.899
RGS22	2.107
NCOA1	1.36866666666667
IL25	1.108
SNCG	0.559
GPR6	0.1025
AMDHD1	-1.861
CHEK2	-0.98625
C6orf142	-1.14225
DRD4	-0.3065
C14orf68	-0.63425
GDF11	-2.09225
SEMG2	-0.1135
CD247	-0.536
CDAN1	0.622
RBMX2	-0.5855
TGS1	-1.31425
OIT3	0.3525
SYF2	-0.517
MCM4	-1.692
PKHD1L1	-0.152125
CEP192	-1.10566666666667
IFT88	1.04
RPL9	0.796214285714286
RAB32	-0.22675
DDX43	-0.7875
P2RX2	1.33416666666667
OR5D18	-0.1195
UBE1	-0.731583333333333
SLC24A1	1.400375
ARHGAP5	0.19275
CETP	-0.3705
KIAA1731	-0.217666666666667
SLC9A4	0.6865
PTPN6	0.67675
BAHD1	0.95625
GRIK3	0.447
CACNB2	-0.0434
PDE10A	-0.68925
DGCR14	0.19575
PCDHB9	-0.909666666666667
RHOQ	0.939
MAP3K4	0.129
KTI12	0.2715
RPL23AP13	-1.38775
GNG11	-1.02275
CLCN3	1.61833333333333
GPAM	-0.83775
VSTM2A	0.1905
SLAMF7	2.71433333333333
INTS2	-1.2725
PPP2CA	-1.2686
LRP12	-0.0235333333333333
SEC14L2	2.12222222222222
DKFZP586H2123	3.7135
MC3R	0.732
CIRH1A	-2.42233333333333
HIST1H2AB	1.02166666666667
POLH	-0.585875
MGC16703	-0.498666666666667
SNAPC2	1.272
FILIP1L	1.15325
RASGRP4	0.9555
LRRC1	1.079
GAS1	0.1955
PRAC	-0.049
DGKA	0.257166666666667
NT5C3	-0.103
PEG3	-0.977916666666667
NADK	-1.28875
PRR17	0.454
LOC374569	0.62075
SGSH	0.452
NLRP8	0.543
GALT	-0.938
MCF2	-1.481
ZNF263	-1.08675
TACSTD1	1.28166666666667
TYR	-5.9571
ATP6AP2	-0.442
RNUXA	-0.1835
ABHD10	-0.3924
GDPD2	-0.981
SLC35C1	1.108
UBE2A	-0.027375
HERC5	-1.5655
FAM112B	-4.05083333333333
FBXL16	2.52225
DKFZP434A0131	0.2455
ELA3A	-1.556
RBM41	-1.01
HAO2	0.22275
RNH1	-0.9815
SHANK2	1.03433333333333
OSBP2	-1.23175
DAK	-0.494333333333333
C3orf58	-0.464833333333333
TCL1B	-0.274
KBTBD2	-1.102625
SUGT1L1	-0.42825
UBE2E2	-1.21833333333333
MYL9	3.009875
CDC23	-0.965833333333333
PBXIP1	1.1262
CXorf40B	-0.257
NBL1	1.15125
RTBDN	0.766
RAB11FIP5	0.62375
TTTY13	0.3545
SCOTIN	-0.44825
SOHLH1	-0.240833333333333
CDKN1A	0.723357142857143
NCK1	-0.8155
ZNF550	-2.04475
SAPS3	0.3085
SPIN3	-0.168666666666667
MAGEE2	0.0765
MIS12	-0.6795
OR8H2	0.711
KIAA0774	-1.01433333333333
UNC5D	-1.8635
CUL7	-0.907666666666667
LIPC	-2.34166666666667
DIO1	0.19925
C20orf11	-0.1124
CTRL	-0.83525
HS3ST2	0.52475
PAK4	1.0485
CCRL1	3.46525
RNF10	1.16975
ZNF567	-0.07825
ZNF660	-0.23
TCEAL3	0.29575
MAGOH	0.0485
CENPB	-0.0186666666666667
C19orf7	0.915
LOC388965	-0.23075
ZCCHC13	0.341
JMJD1A	-1.3508
HIST1H4H	0.8765
TBRG1	-0.7327
GPC3	-3.908125
TAF1C	-1.167125
EBNA1BP2	-0.819833333333333
CIAPIN1	-1.14525
PDGFRA	0.277888888888889
CSTB	0.05225
CENPI	-1.9865
GTF2E2	0.00699999999999999
RPP21	0.42075
CCNF	-1.126
KCNQ3	2.413
FAM79A	0.673
SLC22A12	0.641
NOVA1	-0.1605
FZD3	1.9481
AKAP8	-0.72625
SOCS5	-0.9675
CFDP1	-1.9425
DLG5	2.022
PGM5	0.13575
C1orf144	0.0404166666666667
HDAC10	-1.0835
RND2	-0.4755
C20orf199	0.638
RNMT	-0.832375
SLURP1	0.474375
ASTN1	-0.86325
SH3BGR	0.82525
MYCL1	-0.68625
ZHX1	-0.1275
CENPK	-3.81525
FOSB	1.1129
LOC643406	-0.54075
C2orf59	-0.315875
TMEM135	-1.612375
SLC27A2	1.37875
KRT33A	1.294
OVOL1	1.32475
PAMCI	-2.45416666666667
S100A7	7.51
ZNF789	-0.441
HARS2	-0.03375
RPL23A	0.118666666666667
TCF23	0.351
UPF3B	-0.66475
C17orf78	0.99
HLA-DOB	0.927666666666667
C14orf142	0.4485
TEKT5	2.54466666666667
DMWD	0.7645
POLD1	-1.4985
GSCL	-1.617
CALD1	0.7125
SCRT1	0.1145
AIG1	1.3855
UNC84B	-1.53675
ZNF404	-2.04075
TMED6	-2.69375
KIAA1462	-1.034
LRRC27	1.67583333333333
PYGO1	-0.225
PIGU	-1.09333333333333
ALAS2	-3.3535
WRNIP1	0.9985
CNNM3	-0.2085
ZNF2	0.17625
ST3GAL5	-0.928916666666667
MRPL23	0.3725
TSSK6	-0.6305
PSMA6	-0.546
C16orf70	-0.67525
KIAA1602	1.183
ALMS1	0.651
DCN	1.3055
TMEM132D	-1.1835
SUCLG2	-0.6355
ABHD14A	1.221
DEXI	0.906666666666667
AMPD2	-1.68416666666667
IFNAR2	-0.024
CYB5A	1.8898
TLOC1	-0.0594
NXF5	0.177666666666667
NRBF2	-0.5145
KCTD3	1.88675
ITGAE	-1.71666666666667
SLC30A3	-1.37583333333333
ZRF1	-0.5935
IFRD2	0.140625
XAB1	-0.55075
PYCR2	-0.0810000000000001
SERPINB3	-3.72
TMLHE	-0.2879
GEFT	-0.561125
ABCA5	-0.150875
EMR4	0.273833333333333
TSFM	0.417
HIST3H2BB	-0.04025
ARHGEF19	-0.13675
TSPAN17	-0.0251666666666667
ABCC8	4.695
MAP1S	0.239333333333333
C22orf36	1.4055
BNC2	0.229214285714286
HIST1H4A	0.19225
NDUFS3	-0.646166666666667
WDR3	-0.546166666666667
XKR4	-0.232
TTC33	-0.6815
STMN2	4.98325
CPN2	-0.950833333333333
HSPC105	0.105875
PCOLCE2	-3.94325
C3orf55	-1.6685
KLHDC9	3.25483333333333
TBC1D23	-0.060375
ATXN2L	-0.529916666666667
MAP2K3	0.407666666666667
SCAP	-0.013
ZNF486	0.740333333333334
C20orf96	2.894
NARS	0.05225
ADAMTSL1	-0.811214285714286
PRCC	1.11533333333333
CCDC126	0.01625
ZNF675	-0.09725
CALCOCO1	0.25775
ANKRD43	0.859
CWF19L2	-0.5245
ZBTB32	0.557833333333333
BRAF	1.07475
ODF4	-0.06825
MGC14376	0.780833333333333
HORMAD1	-2.25216666666667
AAK1	0.213166666666667
PEBP1	1.318
TNFSF5IP1	-0.2935
DKFZp564N2472	0.5095
RMND1	-0.65825
IGKV1-5	2.058
COL1A2	3.47758333333333
SERPINA5	-0.45275
AANAT	0.797
C19orf21	1.69433333333333
GEMIN5	0.33825
UBR4	-0.967833333333333
LTBP3	0.899833333333333
AMHR2	-1.68716666666667
PROCR	-0.23875
MYBBP1A	-0.73675
C20orf39	1.92433333333333
ZNF697	-0.733875
PASK	-0.4622
ZNF776	0.446333333333333
RFXDC2	0.22475
KIAA0467	0.13975
C10orf96	-0.787
ZNF503	-0.762
GULP1	-1.33483333333333
KCNE4	3.71633333333333
DKFZp434K191	0.96
LOC196913	-0.6755
BHLHB4	0.02
CH25H	1.258
LOC81691	-0.559666666666667
ALPL	0.187428571428571
COL12A1	2.599375
FOLR3	-1.988
GPR123	0.037625
TRIM62	0.162214285714286
ABLIM1	0.652166666666667
MAST3	-0.4795
RHBDD1	0.550166666666667
LOC338809	-0.581
RYBP	1.174
TTC26	0.641875
ZNF22	0.177333333333333
ISCA2	-0.20375
RDM1	-2.69525
PIGM	0.55075
GNB3	-1.1225
ACTR2	0.2097
HMGB1	0.47685
EDG1	2.80816666666667
SOAT2	-1.175
OR10AD1	0.722
RAP1GDS1	0.181083333333333
LCE1F	0.91
ESM1	-1.082625
RCN3	2.231
CREBL1	-0.6125
DBNL	-1.528
PTGER3	2.2255
USP30	-0.1265
BCL2L12	-0.280833333333333
KIF26B	2.46775
ZNF416	0.15375
ZNF225	-1.07
C17orf70	-0.0515
ZNF554	1.29675
RAE1	-1.064
TNIK	-1.45833333333333
ACTN3	0.583
MGC45922	0.4145
CCNA1	1.25566666666667
RYK	0.744833333333333
IL26	-0.506
LRP3	0.313333333333333
QARS	-0.6595
SOX7	1.1565
BID	0.064125
OR2S2	-0.8865
CXCL14	5.418
C11orf47	-0.934
MGC29891	1.81416666666667
HSPB8	0.6499
PRDM14	0.2115
NUFIP2	0.25325
MNAT1	-0.75425
ZDHHC2	-1.166
MBNL2	-0.919875
ADD3	-1.424625
CSNK2A1P	-0.98525
KLK6	-0.113
TMEM111	-0.2916
KIAA1279	-0.1765
NUBP2	-0.186
RAB42	0.0925
ID3	-0.8622
TM9SF1	0.554
MDP-1	0.28975
POU4F2	-0.244
IQCK	1.985
C16orf14	0.14875
CAPN3	-1.10275
FAM43B	0.678875
RECQL	-1.44175
AP1G1	-0.460357142857143
CTNNBL1	-0.983833333333333
ECHDC1	-1.3755
SMARCC1	0.6073
FOXQ1	-1.399375
GNAI3	-0.758
POLG2	-1.9885
CD4	1.03125
ITLN1	-0.73025
EBI2	1.98775
IRF1	0.1465
PTPRE	3.0081
PTK2B	-0.959
NXNL2	0.0765
SOX4	0.391555555555556
TSPAN3	1.478
SH2D1A	-2.06783333333333
C8orf58	0.7265
USP20	-1.153
DUSP22	-0.651166666666667
CALB1	-1.944
L3MBTL2	1.53816666666667
MCRS1	-0.70825
TMEM118	-0.4885
C18orf8	0.593166666666667
FLJ10241	0.040125
GJA12	1.17325
PKD1	-0.625833333333333
ZFP3	0.643
JAM3	-0.634
LAPTM4A	1.1844
DIRC2	0.2365
KIAA2022	-0.843166666666667
MYOM1	0.5765
TRPM8	-2.044
MOP-1	0.98625
PHKG2	0.03275
ZNF650	-0.234875
KIAA1522	1.560875
PSG8	-1.0475
DDX19B	-1.001
MOBKL1B	-0.9405
DIAPH2	0.6065
PTPN12	-0.67075
CLN8	1.0089
CRYZL1	-0.762166666666667
CRY2	0.02125
FCGR2B	2.73683333333333
PNPLA4	1.887875
ZNF454	-0.5555
DKFZp434B1231	0.39225
CLDN11	0.9853
RFWD2	1.4025
CIB2	0.049
MXRA8	2.529875
HRK	0.529125
MAML2	-1.27525
C4orf31	-0.193
C6orf192	0.1155
COG6	0.582625
FAM5B	1.1485
NFATC1	0.7143
SEPT10	-0.81425
SCYL1	-0.7473
RPP40	-0.9355
SCOC	-1.2041
KIAA1450	0.0175
CTDSPL2	-0.79175
TBX5	1.051
NAPG	0.84725
RHD	-3.6495
C14orf45	2.4935
ZBTB22	0.757
PLCG1	-0.851
ANKRD10	-0.6705
AQP7P2	0.47775
TAGLN2	0.950333333333333
HTR2C	-0.742833333333333
SLC16A7	0.171
C17orf83	-0.98275
TSGA14	0.324166666666667
MDH1	-0.7265
PPP3R2	-0.0173333333333333
DCBLD2	-1.10592857142857
RBM33	0.510375
DPH3	-1.4265
SYT10	-1.60983333333333
FMO4	1.847875
THYN1	-0.8615
DRD5	-0.7625
OTOR	0.087
PGRMC2	-1.0149
KATNAL1	-0.0435
PAQR6	-1.51875
UBE2I	-0.50875
C14orf28	0.223
C8orf70	1.56525
FLYWCH1	-0.744125
ANGPTL3	-1.304
GLRX2	-0.07
ATP11A	-0.354428571428571
ARL5B	-0.53475
MUC16	-1.4945
SLC25A5	-2.15864285714286
ACRC	-0.084
MYO1C	0.227875
FAM89B	0.884166666666667
FAS	-0.703625
KIFAP3	0.21875
GLRA2	1.441
BTN3A2	0.1311
CNKSR3	1.3705
CSTF3	-0.581833333333333
ARPM1	0.0695
KIAA1530	-0.0745
C9orf150	0.9525
PRKCI	1.39725
tcag7.1015	-1.80875
SOD3	-0.773
ZNF574	0.5095
CYP21A2	3.98425
RPL12	1.50725
COMMD2	-1.27125
WIZ	-0.52525
LOC344405	-1.21875
ALDH4A1	0.0511176470588236
CRYAB	2.80575
COPA	0.262866666666667
PCDHGA7	0.583333333333333
KIF11	-1.51316666666667
RASD2	0.271
SLC26A3	2.209
ZNF175	-1.475
JAKMIP2	-1.830375
C8orf4	2.63916666666667
PTHLH	2.323
SLC40A1	2.41475
OR7D4	0.8805
PCDHB17	0.037
CD36	1.34242857142857
C6orf203	0.6601
PRKG2	0.2555
LOC400566	3.26925
ANAPC13	0.0815
SLCO3A1	-0.26675
ZNF692	-1.359
FANCL	-1.057
SH3GLB1	0.31975
C12orf61	0.4795
KBTBD6	0.9575
SUPT5H	0.445625
XRCC6	-0.3988
HUS1B	-0.8142
FAM133B	0.836714285714286
LOC728276	1.3545
KCTD18	0.27475
SOS2	1.25616666666667
CCDC99	-2.24075
C1QTNF5	2.275
NNAT	0.675333333333333
USP16	-0.62775
LARS	0.12825
ZBTB2	0.296375
ABO	0.125666666666667
TRAF3	1.45925
GALNT5	-1.736
NAP5	2.202375
ALG14	1.02983333333333
KIAA0515	0.214423076923077
WDR75	0.1875
TEX261	-0.684
LY86	1.11725
LOC389072	-1.6705
FLJ13611	-0.84925
MRGPRX2	0.54
SNRPA	-0.94275
OR2G2	1.3265
GPRASP2	0.2545
C7orf42	0.8988
C9orf163	0.497
CYP11B2	-0.295
FCRL3	1.0744
PRDX1	-0.8915
FGB	-4.49433333333333
COX17	0.5495
C16orf33	-0.54825
PIWIL1	-0.2545
FOLR1	-2.55533333333333
KIAA0082	-0.22375
FREQ	-0.303
TMCC2	-0.734166666666667
TCF12	0.404916666666667
ZNF721	1.00225
FAM130A2	-0.87625
POU4F1	-2.28725
SNRPF	0.039625
SGIP1	1.136
ZNF641	-0.522166666666667
EMG1	-0.617125
PRRG4	3.1315
HIRA	-2.1225
MYNN	-0.152
AEBP2	-0.632916666666667
TBXA2R	0.8305
ISL2	-1.40116666666667
PCDHB11	-0.583
RNF144A	-0.405375
MARCH5	0.152125
DULLARD	-0.564833333333333
DCLRE1B	-1.005
ITGA8	1.709
TP73	-0.1635
PRKCD	1.716
NDUFB4	0.581
ATP13A4	0.320875
ANTXR2	-1.067
COL4A3	-0.4375
MYO10	-1.789
SLC6A18	0.537
PEX1	-0.04625
TMEM74	-0.346166666666667
RBM19	0.1
TAPBP	0.42165
RUNX1	2.89
MID1	-1.46516666666667
GPR64	-1.51566666666667
RASEF	5.214
GABRG1	-0.418125
MYO16	-1.0465
DBF4	-1.19883333333333
TSHZ2	2.37975
RIPK2	0.352375
PPTC7	0.613666666666667
KIF4B	-1.0815
LRRC31	1.2985
ZNF540	0.559
EFNB3	0.0803333333333333
LOH12CR1	0.278125
STON2	-0.1035
GLP1R	0.45375
CSTF2T	-0.24975
IREB2	-0.6565
GRSF1	-0.45025
PDCD7	0.8535
LRRC43	3.0765
CNR1	0.705
IL1F7	0.714
C12orf64	-0.467
FAM69B	-0.79225
NR2E1	-1.86
MS4A6A	2.4
FTL	-1.9081
C7orf36	0.673
PCLO	1.3181
DYRK2	0.884666666666667
ARIH2	0.544375
SAMD7	0.4685
SCNN1D	-0.39625
SLC32A1	-0.920285714285714
C22orf25	-0.968833333333333
MRPS18A	-0.6228
GPR112	-0.4655
EARS2	0.30425
ERN2	-0.493
ATPBD3	0.5165
PRH2	-0.26
CDKN2D	0.058
PGLYRP2	5.14575
TRIM40	-1.36275
SEC14L3	0.2614
SLC22A1	-1.0215
BTN2A3	0.69875
RASA4	1.40675
CCNL2	-1.04775
MYBPC3	0.8065
GJA4	2.43675
CDC42SE1	0.1175
TRPV2	-1.465
MYPN	-2.7992
SIM1	0.8995
CDADC1	0.820666666666667
ZFHX4	2.0795
NIBP	1.55933333333333
ADAMTS19	-1.58075
ABTB2	-0.75575
TSPYL2	-0.774125
EIF2S3	-0.0628
SOX30	0.0815
AP2A1	-0.779333333333333
DKFZP564O0523	-0.5015
LOC285398	0.32275
CDH18	-4.7965
CHL1	0.258875
GATS	-0.7877
TBC1D2B	-0.0501666666666667
OR1J1	-0.0545
GSN	1.02316666666667
DPCR1	0.554
GARNL4	-0.799333333333333
SMARCA5	0.05025
PLEKHG3	1.137
ZBTB45	1.1015
FRMD6	-0.472666666666667
PLS1	-1.12633333333333
DGKZ	0.625333333333333
EFNA1	1.5562
WDR85	-1.17225
ANK2	-0.38025
PAGE4	-0.930166666666667
SENP6	0.171666666666667
AKR7A2	-0.671666666666667
FKBP10	-1.5065
VEGFC	-1.443
LARP1	0.077875
SRBD1	0.11675
ITGB6	2.716
SLC1A2	0.714071428571429
INVS	-0.421333333333333
MPO	0.778
MOBKL3	-1.0477
CUTL2	-0.78525
KLK2	0.595083333333333
VIM	-1.6955
REG1B	0.309166666666667
PCDHGC4	0.0343333333333333
C3orf34	0.8845
SUMO3	-0.849
CST9L	-0.49225
MLL4	-1.588
SPR	2.26016666666667
SAMD9L	0.2
ABCE1	-0.158
SUPT3H	0.0918333333333334
ACTBL1	1.312
ADAMTS4	1.05483333333333
SLIT3	4.0945
RHEBL1	-0.84575
NPM2	-0.9435
MAN1C1	-0.5795
KIAA1856	0.882833333333333
HSPA6	1.50775
LOC388152	1.1065
C10orf140	-0.17625
ZDHHC12	-0.349
LIN7A	-1.0503
PHC2	-0.247416666666667
SPHK1	-0.58725
TRIM26	-0.1111875
FAM83E	0.18
C18orf24	-1.4738
ZNF578	-0.0998333333333333
ORAI1	-0.44725
RUVBL1	-0.7165
C7orf20	-1.24733333333333
APAF1	-1.221
SLC36A4	-1.76483333333333
MYH11	5.82633333333333
NEK1	0.2485
MPP2	-0.740125
