Hybridization REF	TCGA-B6-A0IO-01A-11R-A034-07
C21orf29	-1.4826
SEMA6D	-2.34428571428571
PCMTD1	1.509875
KIAA1754	-0.989
MYCN	-0.501125
KCNJ3	-0.642
MAPK13	2.3168
ERO1LB	2.72425
NTF3	-1.719
NKX6-2	-0.44575
GTF2B	-0.11325
GSPT1	-0.679833333333333
GUSB	0.995
LOC221091	-2.456
LIG1	-0.66175
EXTL3	-0.786333333333333
NID2	-1.73025
TTC29	-1.13375
TMEM97	-1.470125
EXTL2	-2.27933333333333
SUZ12	-0.582625
IL1F8	-1.049
KRT18	-0.535636363636364
MRPS16	0.0730833333333333
PI4K2B	-0.338
LACRT	0.4765
OR51F2	-1.8715
JMJD2C	-0.4125
KGFLP1	1.3285
CDK5RAP3	-0.2388
YTHDF2	0.744166666666667
GGCX	1.036625
ARPC4	0.111
EGLN2	2.18683333333333
KBTBD4	0.4655
ROBO3	-1.0449
DEFB118	-4.455
KIAA1543	0.67925
RTCD1	-0.565333333333333
MZF1	0.23
C18orf26	-0.0215
CNIH4	-0.272
ZFP2	3.1345
HTATSF1	0.853
WFDC2	3.826
NDUFA7	0.1395
TTC22	0.503833333333333
FAM40B	-3.051375
DCPS	-0.574
SH2D1B	-0.945166666666667
MRGPRE	0.571
SBK1	0.7375
UNQ6411	-0.306
OSBPL9	-1.1205
NUP107	-0.93475
MYOZ3	-0.109333333333333
PDE4B	-1.38125
FAM113A	-0.8785
IDH3G	-0.292
FBXL7	-0.996571428571429
ARFGAP3	0.1595
MAPRE2	-1.60861538461538
IL1RN	2.0163
KIF13A	0.54125
RAC3	-0.9865
TCTE1	-0.6045
TMEM14B	0.105333333333333
ADIPOR1	0.575833333333333
GRINA	0.6375
CLIP4	-0.94775
LRIT2	0.0165
TFPI	-3.77285714285714
FABP6	-0.3675
SLITRK2	-0.202444444444444
HKR1	0.78825
SMTN	-0.629
C1orf75	0.29275
CD209	0.241285714285714
CYB5R2	0.569
DNTTIP2	-0.710333333333333
CSGlcA-T	0.736625
GABRB3	-3.601
PCBD1	0.0385
TAF3	0.892666666666666
HOXD3	0.679166666666667
GIPC3	0.0825
P11	0.36125
BFSP1	0.3705
LCP2	0.17125
TAS2R8	1.711
SEZ6L	0.715428571428572
NR2C1	-0.68
EXDL2	1.3082
TNFRSF13B	-1.9845
MKI67	-1.9485
GLS	-0.407
C7orf54	-0.0119
LGALS13	-0.583166666666667
IL4R	0.245
SEC11A	0.1735
SPP2	0.230666666666667
C18orf32	0.3385
CLSPN	-2.12783333333333
SPAG1	0.585125
C9orf82	-2.8785
TM4SF1	0.549166666666667
EMILIN2	0.2045
SMG7	1.0465
TAS2R13	0.6045
ZNF628	0.636
DZIP1L	-0.491666666666667
ANKRD13A	0.6091
VASP	1.4285
ZCCHC11	-0.8275
SYPL1	-1.283375
MGC34774	0.3525
C4orf28	-0.408625
KIAA1211	-0.283333333333333
RPS27L	-0.20425
TATDN3	-0.30025
PDCD1	-0.1845
OR5P2	0.3195
IFIT1L	0.176
MIPOL1	0.361
OR51D1	0.1125
C1orf92	-0.3495
LAMP2	0.9195
CAT	0.419166666666667
C16orf80	-0.4465
C15orf32	0.437
ZNF746	-0.295
C1orf76	-2.2105
ATXN1	0.46525
LAMC2	2.47875
SLC2A7	-0.368
CPOX	-2.08125
APH1B	1.9545
LOC442245	-0.62725
CTNND1	1.38327777777778
GABRG2	-0.735375
MADCAM1	-0.774166666666667
F5	-2.80525
SEMA4F	-0.1525
NUDCD3	0.176875
PDZD11	0.8615
TRIML1	1.228
GCNT3	-2.9116
TMEM120A	0.37125
CNDP1	0.0455
N4BP1	-0.01175
SLC35F2	-0.543625
LCP1	-0.132666666666667
IGBP1	0.4012
DCAKD	0.387875
ELA2A	-0.8115
C12orf56	-2.13633333333333
PITRM1	0.660571428571429
GUK1	0.539166666666667
RASSF8	-0.6569375
OR2A14	0.77725
ADM	-2.75255555555556
FGD3	3.40233333333333
GHRHR	-0.8474
RHPN2	0.5085
C4orf39	1.196
VPS72	-0.3125
SERF2	0.863666666666667
CD22	2.2985
CD47	1.0544
PPIC	0.154666666666667
IMPDH1	-1.42266666666667
ACP6	0.439666666666667
PRKACA	-0.173125
PPP1R1A	-1.38375
TRPV3	-1.43775
ASXL1	-0.77025
C17orf55	-1.07833333333333
FXYD1	-2.13633333333333
LMOD2	-0.279
ANKRD33	0.5125
LCE2C	0.162
ZNF620	-0.4635
DKFZP566E164	-0.938
VSIG2	3.26325
KIAA1128	0.49425
USO1	0.224333333333333
NUDT4	0.407928571428571
CLDN1	-1.95221428571429
OR4Q3	0.3765
FASTK	-0.397833333333333
ICOS	1.4846
LDB1	0.19075
GSTA5	0.76125
ABCC1	-0.627833333333333
FAM54A	-1.95875
PCBP2	-0.460833333333333
NUP205	-1.82075
ACTA1	-0.712
GABBR2	-2.04675
PIP5K1B	-1.57933333333333
AGXT	-2.88483333333333
RNF181	0.38825
ATP8A2	3.63125
AFTPH	1.5565625
FGF21	-0.41025
FCER1G	1.73625
SNTB1	-2.4375
SLC24A3	1.274375
TXNL4B	-0.1916
RPL10L	-0.578166666666667
LOC389517	-0.26155
TSGA13	0.934
SHOX2	-1.06983333333333
ITGA7	-1.1672
KCNIP2	-0.7656
KLF13	-0.287
ZFAND2A	-0.03225
CEACAM1	2.731
PFKFB4	-2.32633333333333
MED19	0.73375
LRRC57	0.350833333333333
RNF11	-0.13475
ANKRD32	-1.94925
P117	0.02425
OBFC2A	-0.6485
POLD3	-0.300166666666667
RAB18	1.308875
TPH2	1.9005
PHB	-0.1069
JDP2	1.44016666666667
MORF4L1	-0.3972
POU2F1	0.7535
CNNM2	-1.52616666666667
LOXHD1	0.181
ZC3H15	-0.25525
ELK3	-0.0173333333333333
FAM111B	-0.83675
CBLC	3.35916666666667
SBNO1	0.31625
ANKMY2	-0.5845
PLEKHA5	0.15
DHX58	1.76683333333333
ARCN1	0.413833333333333
TREML1	0.4514
KNCN	null
SEC24A	-1.39825
PSCA	-0.58975
MGC24125	0.1508
DNA2L	-1.4595
CIB4	1.277125
HIGD2A	0.0243333333333333
TBX6	0.00349999999999999
TTLL5	-0.633166666666667
SGK3	0.7015
GCN1L1	-0.91875
AMOT	-0.1267
LDOC1	1.45733333333333
NRK	-0.0978
ASB9	-3.01825
NAT1	3.7413
TRAFD1	0.25225
PEAR1	0.352333333333333
FAM36A	0.913875
OR1S2	0.2202
LOC388323	-1.88
PGS1	-0.513166666666667
LEPREL1	-3.89575
TFF1	-1.97666666666667
HAP1	0.0325
EPHB2	-1.4055
ACTG1	0.673
ZFP42	-1.1296
HAVCR2	-0.029
NME1	-0.1835
SNX26	0.307636363636364
LACTB	-0.154166666666667
ZKSCAN2	0.412125
C5orf35	0.709
ANKS3	-0.30775
RBM28	-0.58525
DKFZP586P0123	-0.8955
HNRNPA1	-0.308833333333333
BCAS3	-1.16583333333333
FLJ20184	0.4
POLA2	-1.162
TMC7	-0.486333333333333
HSD17B6	0.044
ZNF658B	0.1975
TTTY10	-1.38625
RANBP9	0.57125
CPNE7	-2.44016666666667
EVL	0.962058823529412
LNX1	0.814916666666667
IFNA21	0.21275
CFD	-0.06825
PYCARD	1.4325
MYBPC2	-1.817
ENPP3	-2.84466666666667
ACSL4	-2.451
LOC440258	-0.153333333333333
TMEM176B	3.74916666666667
SOX2	-4.714
SCO1	-0.581166666666667
COMT	-0.4935
AOC2	-0.815
PDLIM5	1.91478571428571
SPHK2	0.831333333333333
NXPH2	-1.6465
GPR108	0.363833333333333
RAD51L1	2.275
TMEM54	0.63275
LETMD1	-1.18744444444444
SLC6A17	0.27875
KRT75	0.591
STT3B	-0.088
CD3EAP	0.442666666666667
TMEM63A	1.38075
DUSP13	0.00549999999999999
CD1C	-1.05733333333333
LASS2	0.458333333333333
AVP	1.9055
PITPNM1	-2.150625
FLJ22795	-0.7325
MCTP1	-1.901
TRIM68	0.561333333333333
UCK2	-0.337166666666667
ABHD1	0.975
FAM50A	-0.1865
RNASEH1	-1.6025
PCP2	1.59016666666667
OR52H1	0.813
C20orf149	0.983
RBP5	0.0855
HYAL3	-0.13325
CLPB	-1.031
SMNDC1	-1.01225
DONSON	-1.60466666666667
FLJ27523	-1.81
BARHL2	0.274333333333333
SLC30A9	0.4345
TMPRSS11B	-0.83425
E2F8	-1.57283333333333
CCDC25	0.122583333333333
C14orf48	-0.2245
C20orf116	0.55725
TSPAN11	0.4585
YIF1B	-0.8215
FAM12B	-0.17325
OR1L6	0.518
HPN	1.288
NBN	0.22675
C14orf94	-1.01633333333333
OCLM	-0.5025
ZSCAN18	-2.2098
L3MBTL	-0.6942
TSTA3	0.143833333333333
RAC1	-0.083375
C19orf15	-0.0415
NFE2	-2.17475
KLK14	0.0475
ARSF	-0.6515
MAST2	-0.1725
AMICA1	2.00266666666667
GTF2A1	-0.1765
ATP1A3	-0.05575
TC2N	2.6104
PNKP	0.535
ODZ2	-1.272
MATR3	0.010875
S100P	0.45875
KRT82	-0.416
CA13	-1.0688
PROZ	-2.26466666666667
AASDH	0.324857142857143
C19orf40	0.0336666666666667
DCK	-0.105769230769231
FAM5C	-1.13075
SLC6A4	-3.779
MID1IP1	-0.369625
TESSP5	-0.0675
TMOD4	-1.08516666666667
DOCK2	-1.36633333333333
TUG1	0.44575
NUP214	-1.39875
DPYSL2	-1.31109090909091
GOLM1	0.530416666666667
MPFL	0.23225
SOX13	0.581
SDCCAG8	1.1884
KEL	-2.4425
NUP210L	-2.17225
GK	-0.649428571428571
DNAJB1	0.50175
ALPK3	0.4825
CHID1	0.24
CYLC2	0.514
IKZF5	0.86925
C8orf51	0.408
PPM1J	1.7565
GIMAP8	2.47733333333333
GPR101	0.8375
NR2F1	-1.614
ACAD8	0.87375
RBM35A	1.561
GNAI2	-0.6645
METTL8	-0.584333333333333
SLC39A7	0.65925
FBXO8	1.07825
CAMK1	-1.47775
RFC3	-1.42625
FAM129A	2.87764285714286
ILF2	-0.77375
FGFBP3	-0.883625
NOM1	-0.934833333333333
PSMA3	-0.62475
ASCC3	0.7815
ZYG11A	0.80425
SOX21	-0.6475
LYRM1	0.38275
DEFB1	4.417
LOC91431	-2.76966666666667
OR7C2	1.3755
FAM46B	1.395
TMEM18	-0.00837500000000001
ARHGAP30	0.068
TMEM86A	2.276
EPHA2	-1.34
C10orf46	1.0865
TCHH	-1.0085
C3orf30	-0.1056
LOC285636	0.164333333333333
PAIP2	-0.6495
CYP2U1	0.466428571428571
C12orf34	0.50225
SARS2	-0.269833333333333
ZCWPW1	2.346
SAMD12	1.958875
KIAA1430	-0.00775
ACAT1	-1.02175
MEOX1	0.950166666666667
ADAMDEC1	4.6545
PHKA2	-0.02325
CARD11	-1.88783333333333
CALML4	-1.2415
TSSC1	-0.3725
TMEM45A	1.02755555555556
MPP7	2.329375
POU1F1	-0.154666666666667
SLC2A13	-1.49422222222222
FBN2	0.465928571428571
ZC3H7A	0.0977
LAIR2	-0.37125
ST3GAL1	-0.863166666666667
LCT	-4.82
GEMIN8	1.07916666666667
KLF16	0.7103
HIF3A	-0.86
FAM44A	0.371142857142857
AQP10	-1.1471
PLA2G2A	-1.587
FOLH1	3.399
C20orf186	0.742
MAPKAP1	-0.65175
SPRR2D	-2.0495
UBQLN4	-0.144333333333333
RSHL1	-0.046
PIAS3	0.335625
MRPL24	1.07275
GREB1	-0.69675
FAM27E3	-2.5185
NUP62CL	-0.05225
NEUROG3	1.6475
REEP3	1.09733333333333
MARK1	-1.203125
LMBRD1	1.17975
PRPF19	-0.697
PNMT	-2.24783333333333
CTGLF1	-0.711
SLC25A16	1.24425
EIF2B3	-1.5085
RPA2	-0.70375
PAK6	1.02683333333333
CCDC26	-5.719
SEMA3E	-0.79075
MXD4	0.7874
TNFSF10	5.75875
SMARCB1	-0.362833333333333
DTX3L	1.61
PLA2G4E	0.8545
PPAP2A	-0.63625
ULK1	-0.2385
TAS1R3	0.3395
SLC2A3	-3.79863636363636
ARID3A	-2.3145
GNG5	-0.14775
ACOX1	-0.1397
KIF5B	-0.44475
NUP153	-0.64375
MUC7	-2.542
CSDE1	-0.519857142857143
CLPTM1	0.4095
C3orf23	-0.235875
LRRC17	-0.296666666666667
TTYH3	-0.570375
ATP5B	-1.49
ELF3	1.9818
CPSF3L	-0.305166666666667
ZNF665	0.728333333333333
TLR6	1.287
GPI	-0.712
RAD9A	0.101625
NDST4	-3.79825
AGPAT3	0.852833333333333
MAGI3	3.06733333333333
ADORA2A	0.324125
CACNG7	-0.5265
CAMK2D	-2.14285714285714
CCHCR1	-1.0055
RPS27A	-1.171
OR10G7	-0.2995
GCM2	-0.634
FAM135B	-0.3166
E2F1	-2.03525
PLCB3	0.288
OR2AE1	-0.1765
COIL	0.778166666666667
CDC25C	-1.77233333333333
RAB11FIP2	0.496166666666667
TSC2	-0.20975
CTGLF5	-1.288
CCDC108	0.939666666666667
OR13C4	1.56875
C10orf81	5.9755
PTPRB	1.4215
ACP2	0.106
LAG3	0.122
MRPL54	-0.04525
LOC201175	1.4665
ITGB1BP3	-1.7215
SPTAN1	0.2355
SIPA1L2	-1.829
RCAN2	-1.2175
CDX2	-0.3215
ECOP	-0.04125
ACTR1A	-0.000857142857142866
PPARG	-2.50983333333333
BBS10	0.4405
TMEM44	-0.769875
BPIL2	-0.312
CITED1	0.468
IRF6	4.8455
PRDM4	0.6905
RRP9	-0.897333333333333
OR10H4	0.922
IL31RA	-0.97725
GNB1L	-1.59933333333333
MYBL2	-1.92325
ZNF407	0.665833333333333
PPIG	0.4265
TTC18	2.81775
RPSA	-0.3155
MAPT	2.44571428571429
MRE11A	-0.0119285714285714
C8orf37	-0.903666666666667
RASGEF1C	-0.646333333333333
STBD1	0.143
CTAG2	-1.94466666666667
MGAT5B	-1.884
ECM1	1.61575
RLN1	1.931
PARP14	0.746375
EPB41L1	0.4417
HOXA3	-0.985
MAGEA9	-3.42233333333333
RPS8	-0.691166666666667
RPS19BP1	-0.109
FOXJ2	0.89
C10orf76	-0.430875
IL17RE	-0.29875
C10orf65	0.1075
ZNF343	0.495666666666667
FBXO33	-0.342625
UHMK1	0.7209
LY6G6C	0.941
FGF19	-2.479
C14orf128	-0.407666666666667
IFIT2	0.855875
TIGD1	-1.22725
S100G	7.718
GUCY1B3	0.485
NR3C1	-1.2974
CORO1B	0.282333333333333
PARP11	1.0855
DNALI1	4.68283333333333
OR4N4	0.230333333333333
MAP2K6	0.0301666666666667
FSTL4	0.6275
ANKRD47	0.292125
TMEM171	-1.6
PNLIP	0.423
YY1	-0.383833333333333
CCDC138	-1.87283333333333
AASDHPPT	-0.5653
CKS1B	-1.0025
MCM3	-0.637666666666667
ANAPC7	-0.389
FAM110A	2.29125
CDC37L1	0.864666666666667
THTPA	0.153
NBPF20	-0.2835
WDR24	-0.34525
NPTX2	-2.5075
CBLB	1.04916666666667
CETN1	0.2858
RPUSD1	0.2015
FAF1	-0.108
CDK6	-3.8554
HMX2	0.898
CSK	-1.06333333333333
TEAD2	0.19
SNAP25	-3.8035
TUFT1	1.0515
TMTC3	1.16883333333333
LCK	-2.0245
SGOL1	-1.30116666666667
AKTIP	0.591
FURIN	0.9985
SOX12	-0.247333333333333
DEFB103A	-0.927
RAMP1	3.95675
KIR3DX1	2.485
GAS2L3	-0.39025
PDE8A	-1.2618
EDN3	0.5595
GMIP	1.138
SF3A2	1.15325
FN3KRP	0.40875
SMAD7	0.118
RHBDD2	0.58525
OR11H6	3.043
PPP1R3B	1.5558
C9orf23	-0.2795
CADPS	-1.1955
GOLGA8A	-1.085125
TMEM57	1.843
RGL3	-0.036
S100A14	3.38825
FGFR2	1.33393333333333
XRCC3	-1.51875
RTN4RL2	0.59175
MGC3771	2.109
GH2	0.611
BTBD2	-0.09175
LMO2	-0.68175
RDBP	-0.3075
ACRBP	-1.5095
AMY2A	0.759
DUOXA1	1.506
PTK7	-0.777333333333333
TWF2	-0.0293333333333333
FAM80A	1.257
TNNI2	-3.15966666666667
GLT25D1	-1.59733333333333
OCC-1	-2.70725
CYC1	-1.4895
RPL22	0.125045454545455
MORN3	1.38716666666667
DISP1	1.7355
PRB2	0.2575
CHUK	-0.6395
HR	0.188125
CCDC134	-0.3895
DENND4B	-1.34525
C14orf130	-0.087
RAB33A	-1.494
DCST2	0.156
TNMD	-1.8935
PEX7	1.47425
FAM62A	0.16525
SRD5A2L	-0.096
IL22	-0.184
RPS26	-1.9385
HOXC5	0.3835
SPATA6	1.00125
FLJ38482	0.5165
ZNF234	1.518
C18orf22	0.556
SPATA22	-1.06925
THOC1	-1.01525
CYP7B1	2.14325
KCNC3	1.252
C8orf42	0.53
ALDH1B1	-0.6685
CCDC100	-0.5273
ARMC4	-1.5125
FAM18B2	0.189
SLC44A1	-0.00649999999999999
FBXO17	-2.04616666666667
C6orf107	-0.35825
C19orf29	-0.15175
ZC3HAV1L	-0.6035
PARP6	0.9901
SULT2A1	-4.484
C1orf159	-0.1765
TMC1	1.24
CHST14	-0.35675
GAMT	-1.4855
SMCP	0.2515
TSPAN33	0.212916666666667
MIDN	0.019125
NOX4	1.06525
RNASEN	0.0269
TBX1	-1.7665
SALL2	-0.8275
C10orf35	2.31025
CYP2E1	-0.56875
LRFN2	2.78616666666667
ACO1	-1.21166666666667
IQCG	0.6452
MEGF9	1.88275
TM7SF4	2.05925
PLEKHA1	0.746266666666667
STK33	-1.7325
C1orf210	2.807
SNUPN	0.1312
KIAA0406	-1.0582
C20orf29	1.1585
TMEM55B	-0.45175
OSTM1	-0.764875
CLCN7	-0.348
OTP	0.015
FLJ23049	-2.30025
HEATR4	0.649
MAP3K10	1.07866666666667
PCDHGA9	0.027
AMDHD2	-0.75925
LCTL	-2.571
PDCD2L	0.045
CABLES2	0.17725
SLC5A9	-0.251
CLCA2	-2.55916666666667
MGC16025	-1.197
STRAP	-0.278666666666667
C20orf196	-0.2195
RRBP1	1.56666666666667
NAT13	-0.69975
MAT2B	0.27925
CSNK1D	0.0713333333333333
KIR3DL1	0.51825
PRKAG3	-0.178
ZNF599	-0.5575
PRM3	0.756
PER2	1.31033333333333
ASPHD1	-0.7165
PRMT6	-0.182
KCNE1L	-0.846142857142857
FAM118A	-0.960333333333333
TAF4	0.0755
NDUFB6	-1.31
TRIM9	-2.02683333333333
PMFBP1	-1.588
KY	1.226
DKFZp762E1312	-3.00590909090909
CSMD1	-1.1045
TBP	-0.2535
OR1Q1	-0.0425
RETNLB	-0.12225
HPGD	0.963666666666667
DNAJC12	3.70633333333333
FKBP1B	-1.28275
ANKRD24	-0.1104
CXXC5	1.03866666666667
IL3	0.4275
DRAM	1.6522
PTCH1	-1.73716666666667
TP53BP1	0.263
SLC17A7	0.47825
COL25A1	-1.9097
AMACR	0.121
RHCG	2.3195
VPS13A	-0.7515
FAM55D	0.5065
PRPF38B	-0.568333333333333
OSBPL6	-0.77975
PFDN5	0.0553
CMTM6	1.256375
KCNK12	-1.265
RP2	0.4335
C16orf52	-0.77475
PICK1	-0.539
IFNE1	-2.5324
SEMA4B	2.15
TYRO3	-2.9035
OR12D2	1.9205
CSNK1A1	0.2526
FANCF	1.78225
LONP2	0.931625
TBL1Y	0.65125
LDOC1L	-0.298125
CCNC	0.34775
C3orf60	-0.23975
CHKA	0.307
UBAP1	-0.22875
MAP3K1	0.3925
ANKRD9	-1.99775
FAM92A1	-2.75216666666667
GAB2	0.127625
AZU1	-0.481
DIS3	-0.552916666666667
C21orf109	-1.934
IQCB1	-0.6005
SPATS2	-0.091
EFCAB3	-1.1355
PRB3	0.7225
FUZ	-0.1795
ZNF813	0.881875
BMPER	-1.57516666666667
HEG1	-1.008
ALS2CR11	-2.41675
SURF2	-0.831
PSMC1	-0.64825
OR2D2	0.891
SLC7A8	2.383
C4orf40	-0.296
SPATA7	0.2535
MAZ	-0.6725
PIN4	0.49425
PDE1A	-1.521
TAF6L	0.0121666666666667
OR2T34	0.3275
KIAA0284	-0.2985
ACADS	-0.0626363636363636
MKRN2	-0.5525
C18orf56	-2.4105
MS4A6E	0.0218333333333333
GALNT4	-0.0519
C22orf31	0.353
FLJ36070	0.5705
PSME4	-0.0945
TFG	0.2057
EPHX2	1.988875
ANXA5	-0.011375
KRTAP1-1	-0.162444444444444
BATF	2.128
KARS	-1.05525
MSTP9	-0.4015
GPR26	1.6805
CCDC72	0.144
TEF	0.494166666666667
FOXK1	-1.0876
PRLHR	0.155
EMX1	0.84675
C11orf30	-0.237125
ICK	0.851375
THSD7B	-0.6885
C21orf100	-0.683
DUOX1	2.66
EFCAB4B	0.487333333333333
UBE2G2	-1.1655
C3orf54	-0.66125
PARP1	-0.08025
FAM60A	-0.503166666666667
C6orf146	null
OR9K2	0.175
DDX55	-0.755666666666667
RPS15	-0.617416666666667
ZNF618	-0.0094375
DKFZp686D0972	0.05025
SSPO	-1.6705
SHFM3P1	1.056
CPA6	1.9255
JAG2	0.117
DEFA3	0.187
PPBPL2	1.0658
CD34	3.242625
SLCO4A1	-2.576375
AFG3L1	-0.7175
SHD	-0.483
RP13-122B23.3	-1.06533333333333
PRKCSH	-0.658
DPH5	-1.15783333333333
HLA-F	2.705125
TBC1D4	0.399
RIG	0.618333333333333
GLUD1	-0.702666666666667
HNRPCL1	0.261125
HBXIP	-0.7585
RNF207	-1.114
APIP	-0.769
PLA2G3	-2.38716666666667
CCDC84	-0.385
MYLIP	1.14784615384615
PHIP	0.6005
AARS2	-0.1935
DHX32	0.2295
SCAPER	0.0856666666666666
MEN1	-0.103428571428571
NIP7	-0.83275
FLJ25404	0.88
FASTKD3	0.04225
TMEM158	-2.51275
RARA	2.253
BDH1	0.8285
ANKRD16	0.7805
CARM1	-0.019
SS18	-0.2585
IKZF2	0.56875
MYD88	-0.180625
PML	0.0496
TAF1A	-1.0635
CBFB	-0.0365
HIST1H3H	-1.05316666666667
C7orf29	-1.1975
COMMD4	-1.04833333333333
DPP3	-0.15825
DAB2	-0.307
LOC388882	0.0145
YPEL4	-1.249875
AGBL3	1.60475
LRP6	1.3589
SERPINH1	-0.72225
TLE1	-1.93675
CD244	0.590333333333333
ZDHHC15	1.04125
MGLL	-0.2821
PLDN	-0.546833333333333
LOC654346	1.3165
FAP	1.73575
GPR37	0.1645
SCARA5	-1.54916666666667
EBF4	0.341272727272727
LSM6	-0.84675
MLLT1	-0.2230625
SLC5A12	-0.55525
A2BP1	-0.879
COPS5	-0.806
TPM4	-0.897071428571429
TNFSF4	0.626666666666667
ACADSB	2.35372222222222
HERPUD1	1.254
BCL2L11	-0.802111111111111
CEP78	-1.784625
CDCA3	-1.162625
WBSCR19	0.7189
MYO1A	-2.4135
PPEF1	0.753333333333333
LOC440348	-0.58925
CPEB2	1.726
BPTF	0.4975
RPL21	-0.185625
GSX2	-2.064
ADPRH	1.21116666666667
C17orf68	0.168666666666667
KCNS1	-1.11483333333333
MLLT6	-0.7813
PIWIL4	0.98075
RNF26	-0.72675
RAP1B	0.404875
ADAMTS1	-2.9625
ZNF571	1.6025
P2RY6	-0.89275
TRIM21	0.982666666666666
CADM3	0.03525
NLRC5	1.01433333333333
ADRA2B	-0.106166666666667
LOC90835	-0.087
PCF11	0.2275
LOC400451	2.97575
GLTSCR1	1.1656
C17orf88	-0.962333333333333
CDH16	-1.88875
FGF7	1.4155
PCSK4	0.5195
NPC1L1	-1.4575
TAT	-0.500625
TBCA	0.17825
MGC33407	0.4375
GPR115	-2.173375
CYGB	-0.708
FNBP4	-0.536666666666667
C12orf43	-0.2135
CBL	-0.6702
CLECL1	-0.2775
PPAPDC1A	0.89075
WDR25	0.328666666666667
SGCA	-0.1085
C22orf29	0.351333333333333
YIPF1	1.25325
GALK2	-0.142
RAB3B	-2.591
LOC440087	6.38775
UCP1	0.8115
REEP5	1.346125
FADD	0.3369
FOXA1	3.83975
CACNA1A	0.741833333333333
ABI1	0.125666666666667
GRIN2D	1.5735
SLC1A4	0.025
LOC401127	-1.63125
HINT2	-0.551
PLD4	0.372
ZNF286A	-0.92375
ENY2	-1.14
IL1F6	1.311
PXDNL	0.35575
C20orf79	-0.51
TNFSF13B	2.691
DENND3	-0.17075
JARID1D	-3.58075
HIST1H2AK	1.243125
LOC93349	-1.10644444444444
SSH1	-0.7648
ENSA	0.12275
LOC219854	0.0866666666666667
CKAP2	-0.8436
DKFZP564J102	-0.414333333333333
MGC87315	0.296166666666667
HNRPAB	-0.06475
AMH	-1.925
ZNF526	1.0905
BRUNOL5	-0.792222222222222
CACNG3	0.259333333333333
TRPM1	-2.016
PPP2R1A	0.76975
COL2A1	-0.94175
DDN	-0.325166666666667
FLJ25770	1.944
HK2	-0.479
ELOVL6	-1.5295
MDK	-1.1615
EPHX1	1.4365
RASSF2	-0.162
DKFZP434B0335	-0.6825
DLX3	0.736625
PRTN3	-0.97375
AVPR1A	0.0142499999999999
C21orf125	-0.924
TNFAIP8	-1.37516666666667
GNB2L1	-0.25075
CALCRL	1.4275
SCGB2A2	7.22533333333333
UBXD7	-0.2485
ZNF674	-0.939
TMEM35	0.722875
BRSK2	-0.77575
HECTD3	0.420666666666667
TMEM188	-0.150333333333333
LGALS9	1.238
SCARB2	1.05858333333333
USP34	-0.376833333333333
C17orf28	2.51416666666667
ZDHHC23	-0.39675
AQP12B	-1.177
SLC16A3	-3.354625
APLP2	1.799
ITIH2	-4.1195
MICAL3	-1.094
TNNI3K	0.2324
HDAC2	0.888375
PRR7	0.6545
THBS2	-0.93875
LOC751071	-1.28366666666667
CA2	-1.20133333333333
RANBP17	1.54825
RLN3	0.413
CRYZ	-0.569
GBAS	0.387166666666667
TAS1R1	-0.6335
MPZL3	1.382
PCDH8	-0.28975
HSP90B1	0.503833333333333
KCNK15	0.7365
TNIP2	0.318333333333333
GPR146	-0.84925
NOL6	-0.660125
SPC25	-2.66533333333333
STEAP2	0.833714285714286
VAMP3	-0.715333333333333
TCIRG1	-0.3
ZP4	-0.406
PARL	-0.38225
TRIM39	0.271333333333333
KIAA1305	0.69275
CRNN	0.4028
GRN	0.57175
HSH2D	0.2225
SCAMP1	0.62275
KIAA1913	-0.528
PTS	-0.21325
BANP	0.383642857142857
PRKACG	0.357333333333333
ADCY6	0.278
C16orf46	1.425
CYP51A1	0.786875
DDC	-5.467
ANPEP	2.64866666666667
PROM1	0.160666666666667
SIGLEC10	1.71075
COPG	1.5605
FAM26E	0.114875
TRIP4	0.90725
SNX3	0.0345
C1orf175	1.36766666666667
PPY2	0.3205
C14orf152	-0.148
FTSJ1	-0.877833333333333
DST	0.0283157894736843
LOC554235	0.216
GLRX5	-0.8565
C20orf12	1.7912
CAB39	-0.959
MSH2	-1.05016666666667
PIP4K2C	0.796875
CYLD	1.0675
WTAP	0.7045
MGAT4A	1.19377777777778
TSC22D4	0.5235
CHRM2	-2.011
PPYR1	0.1755
CCNH	-0.252666666666667
RRM1	-0.784
ECAT8	-3.29425
LOC400120	-0.38225
GABRA4	-1.68483333333333
C14orf4	1.66983333333333
C1orf59	-0.02125
CTDSPL	-0.0936666666666667
NHEDC2	-1.0915
PDE11A	-0.1005
KLHL29	-2.26025
CD5	-0.3661
TSPAN9	2.3109375
WDR67	-1.86675
THUMPD1	0.6184
C18orf17	-0.892
CLYBL	0.116666666666667
FLJ13231	0.589
CMBL	2.16075
LECT2	-1.366
NKAPL	2.3988
LOC654780	0.2415
OR4C6	-0.1625
RAB30	1.793
TSSK4	-1.266
TMEM163	0.662
OSBPL11	0.668
GNB5	-1.91883333333333
CCL21	0.831
C1orf121	-0.0885
FMO2	1.207
RPTN	null
MSTN	1.632
VCL	0.572214285714286
FYTTD1	-0.16775
C11orf1	-0.03025
CCDC88C	1.262875
HFE	0.276823529411765
MOGAT1	0.0385000000000001
FAM125B	-0.352166666666667
IRGQ	-0.452
RAVER2	-0.22
AKAP5	-0.144
SSSCA1	-0.432
