Hybridization REF	TCGA-BH-A0B2-01A-11R-A10J-07
NOTCH2	0.54675
SIGLEC1	3.602875
CD93	4.8895
SULF2	0.17875
CEP164	-0.126625
P53AIP1	0.253666666666667
TOR2A	-0.100833333333333
ZNF136	0.46775
MGP	3.3795
CCDC144A	0.749833333333333
TRPC1	-0.666333333333333
SMS	0.3895
MAPK7	-0.162833333333333
RRAGC	0.70775
PARD6A	0.0615
NUB1	0.544333333333333
SYNGR4	0.438
OR11H12	-0.157
WIF1	0.548125
GCH1	0.366666666666667
OR11H4	0.07
SLC44A5	1.6395
GPRIN2	1.546
LOC401431	-0.26225
CPA4	-2.2424
MELK	-2.81833333333333
IL15RA	0.8615
CUL3	-0.10875
HMBOX1	0.63425
PODXL	-1.464
CCT6B	-0.142833333333333
COMTD1	-0.41275
MUC20	1.18983333333333
GPX2	-2.5205
ITK	0.1365
FBXL5	1.61925
C13orf27	-1.4475
DEFA5	-0.0775
TRHDE	-0.1335
MTP18	-0.9895
UQCRQ	0.4381
ITGB2	1.90716666666667
CSRP2BP	1.73025
TAS2R44	0.494
PHPT1	0.604375
FAM44C	-0.30975
ERH	0.463
MPHOSPH1	-2.03566666666667
MORC1	-0.573
PARVB	-0.50025
LAMA1	-1.88941666666667
PGBD3	0.31525
GIMAP6	4.41075
AREG	0.0313333333333333
LIPT1	-0.34075
MGC99813	-1.37775
C1orf201	-0.273666666666667
GRIN2A	-0.7012
MAN2C1	-0.921875
NSUN5	-0.69
SF3B5	0.297
MYC	-0.294375
NRXN1	0.905916666666667
ZNF18	0.463
SPDYA	-0.099
SLC37A1	1.057
DECR2	-0.4255
ANKRD38	1.009375
SPTLC3	1.80641666666667
SUPT16H	-0.378
DTWD2	0.5425
ULBP1	-0.7375
ZADH1	0.273166666666667
OIP5	-2.98925
IL10RB	0.193
OTUB2	0.456125
VWA3A	0.0535
SPIC	0.852833333333333
OR6C4	0.081
PSCD4	1.73016666666667
DPY19L2P2	0.046
TRAPPC6A	0.550666666666667
C21orf2	-0.480666666666667
CEMP1	-0.17
LIN7B	-0.3995
E2F7	-1.69783333333333
VCP	-0.179375
LAMA3	0.211083333333333
BGN	2.196
GPR160	0.709166666666667
COCH	-3.67233333333333
GPR81	1.86583333333333
APOBEC3F	-0.845
tcag7.1017	-0.6845
C1orf32	0.187
SCGB1D2	6.19475
FLJ43987	-0.2145
C6orf170	0.30925
KLK9	0.1775
GPD1L	0.52175
VPS37B	-0.34525
ATG3	-0.4185
ADAMTS17	-0.2345
KLHDC2	-0.0055
NDUFV2	-0.05125
BLK	-0.1875
MATN4	-1.367
GPM6A	1.093375
GBP4	4.656
TMEM162	0.3325
PKP2	-0.032
HRASLS	0.643555555555556
MMP1	-4.04275
SFXN3	-0.4985
FSD1	-1.76016666666667
ST6GALNAC3	-1.45633333333333
CA12	3.0269
NCOA6	0.1965
C19orf58	-0.4516
PPP4R1	-0.0215
MAN1A2	1.88833333333333
IKBKAP	-1.295
UPF1	0.032
KIAA1219	-0.1265
WNT16	0.586
SNW1	0.0265
IL18RAP	3.38975
RPP30	-0.207125
CDC40	0.434571428571429
SETD3	0.092
SLAMF6	1.2085
ELK4	-0.2795
TRIM47	0.229166666666667
ACOX3	1.915625
TRIM6	0.76725
KIAA0372	-0.147333333333333
TP53AP1	1.481875
SMURF2	-0.47075
ADAD1	0.03875
EBP	-1.8449
KRTAP13-2	-0.7475
FLJ36874	-0.898666666666667
TOR1A	0.308
P2RY4	0.5215
GPBP1	0.59825
TRPV1	0.15325
ADAMTS12	0.525666666666667
PES1	-0.2554
ATG4A	0.7185
MAGEA10	-4.55075
WFS1	0.8805
CC2D1B	-0.247666666666667
PABPN1	-0.06925
SLC25A30	-0.16475
SLCO1C1	0.380833333333333
SLC22A5	0.795
KIF23	-3.09483333333333
SYN2	-0.00800000000000001
ASPN	8.86633333333333
CENTG2	0.33575
QSOX2	-1.5603
FLJ10815	0.364
STK24	0.19725
SPEG	0.7207
STK10	0.471666666666667
DACT2	-0.9185
AAAS	-1.2785
SSX3	-1.553125
ABCD3	-0.3725
C4orf12	0.311125
PARVG	1.45416666666667
FIG4	0.41025
C9orf46	0.979
TMCO6	-0.658
IGHMBP2	-0.831
DUS2L	-0.749666666666667
FAM3C	0.04075
TMEM16D	-1.78475
DCTN4	0.30275
KCNH3	-0.12325
EIF2AK2	2.15775
AP1S3	-0.386625
CST4	1.4765
PAM	0.31225
NUTF2	-0.47875
CITED2	1.5611
SLC39A4	0.7075
C2orf52	-0.9475
GRM3	0.1815
C12orf49	0.425625
CCDC49	-0.1167
GRAMD1B	-0.730875
FNDC4	0.47475
SIAH2	0.500125
GDPD4	-0.08125
C21orf87	0.40325
ATP5A1	-0.375
C16orf63	-0.589
LOC388135	-0.256
ATP5J2	-0.724125
MMP3	-0.086
EMID2	-0.14075
CRHR1	0.45825
WDR70	-0.26525
C13orf31	2.21575
ZFAND1	0.7425
CCL18	2.8445
C3orf49	0.0725
RINT1	-1.345
KIAA0408	-0.8555
F13A1	4.7143
SLC10A1	0.130666666666667
OGN	4.2025
GIPC2	-0.976
XPO6	-0.363333333333333
LCE1A	0.724
FMR1	0.6538
LOC374920	0.53475
DUSP3	0.12375
ANKMY1	0.16225
C7orf50	-0.41775
BBS9	-0.057
UNC119B	-0.3815
C9orf72	-0.107
MGC35440	-0.5765
ENTPD6	1.23975
PPP1R2P9	0.44475
ERCC4	0.021
FAHD2B	-1.0155
HMHA1	0.4395
HACL1	-0.716
RAD23A	-0.1725
FAM83B	-1.25375
PPP5C	-1.23366666666667
RNASEH2C	0.207
C9orf153	-0.18075
SCAMP4	0.589875
GHITM	0.2034
NDUFB7	0.2155
ADCYAP1	-0.308666666666667
SP110	3.32383333333333
MAP3K7IP2	1.266
DHH	-0.083
AGRN	0.298214285714286
WDR33	0.162666666666667
CEP290	1.016
PRPS1L1	-2.1725
KLRA1	0.0025
GPR97	-0.186
CHD7	0.221166666666667
TLR10	1.86475
SLC30A8	0.8725
HIC1	1.641
IAPP	0.438
RXFP4	0.15625
GP1BB	1.10075
SHQ1	0.247
NKX2-3	0.105833333333333
API5	-0.183
FTHP1	1.023
MOV10L1	0.152666666666667
TRIM6-TRIM34	2.92816666666667
ADHFE1	0.75225
FAM117A	-0.18775
DDI1	0.2985
CDON	-0.760166666666667
TRIM73	-0.5335
IGKC	4.206
MMP14	-0.0191666666666667
DYNC1LI1	0.185
C11orf66	0.47125
TRBV3-1	-0.7455
FASTKD5	1.031
BIVM	-0.5765
LHX4	-0.3325
CXCL2	-0.2953
RAB2B	-0.545333333333333
IZUMO1	-0.311
MAP3K15	-1.7955
FAM19A2	0.509833333333333
ZC3H8	-0.659
ZMAT1	1.59975
SPINK5L3	-2.7255
SLC10A6	0.395
APPL2	-0.157
CARD10	-0.731
LOC402176	-0.085625
EEF1D	2.036
RAB6A	0.0452
C12orf5	-0.257875
PAPOLG	0.09925
MSRB2	1.36225
BCR	0.288444444444444
PUS3	0.26175
TIAM2	0.72525
ZNF317	0.283833333333333
CHD2	-0.0144285714285714
FZD5	-1.80413636363636
NUDT8	-1.90925
ZNF763	-0.199
PRC1	-2.73466666666667
ABCB9	-0.431
SPATA3	0.1815
TRAK2	-0.00375000000000001
STAB1	3.0425
LRRTM2	0.1075
psiTPTE22	1.268
DBI	0.7625
SERPINA11	-0.9805
NAT5	1.412
C20orf58	-2.17125
RPS6KA4	0.286166666666667
FLJ90650	0.0525
TGFBRAP1	0.02825
CHRDL2	2.110875
FAHD2A	-1.299
CNTN1	0.4475
BBS4	-0.4404
TMEM181	0.055
MINPP1	-0.1785
MPHOSPH6	0.320166666666667
HOXC10	2.1381
ITPKB	0.027125
CLPTM1L	-0.20725
MEOX2	0.823333333333333
ATP6V0C	0.2765
PRPF8	-0.9395
TMC5	4.00925
FKBP3	-0.3315
PLEKHB2	-0.55575
OR4D6	-0.0335
ZNF544	-0.4534
D2HGDH	-0.37725
RPL18A	0.0159
HEL308	0.030625
MPP6	-2.38075
TCERG1	-1.41625
KRT16	-0.858
KLF17	-0.877
KLF5	-0.29975
CDR1	3.170875
VCX3A	-4.6085
FBLN2	2.546125
C14orf104	0.126
HBE1	-4.617
OR4S2	0.5455
C1orf108	-1.288
ROBO4	3.883
CPEB4	0.439375
C11orf80	-0.666333333333333
BCKDHA	0.551333333333333
MYOC	1.54975
GIF	0.002
CKMT1A	0.2135
RPL3	0.5885
THBS1	2.896875
APOO	-1.261
ARMCX1	1.49325
HSZFP36	0.32425
SNAPC5	-0.354
EIF4ENIF1	1.007
ZNF433	0.285
TNFRSF21	-0.234875
TMPRSS7	0.1935
SPATA18	1.4482
HPDL	-2.6465
MKL2	0.8032
TBX3	1.47607692307692
C21orf93	0.322833333333333
DAXX	0.02725
ELMO1	0.653375
RGS13	1.52566666666667
TAF11	-0.78575
UNC13A	-1.9465
LOC653314	0.0067
ORC3L	-0.111
IMAA	-2.6545
TARBP2	-0.81675
CABIN1	0.126
TRIOBP	0.0299375
HIST1H2AC	1.286625
RGS22	1.48133333333333
NCOA1	0.824
IL25	0.2535
SNCG	1.364
GPR6	0.121
AMDHD1	-1.777
CHEK2	-1.1365
C6orf142	0.0385
DRD4	0.654
C14orf68	-1.091
GDF11	-2.1415
SEMG2	-0.0155
CD247	0.86525
CDAN1	-0.54175
RBMX2	0.0323333333333333
TGS1	0.23425
OIT3	0.1895
SYF2	-0.01725
MCM4	-1.660125
PKHD1L1	0.181
CEP192	-0.933
IFT88	0.8085
RPL9	0.297785714285714
RAB32	0.675625
DDX43	-1.886
P2RX2	0.4885
OR5D18	0.052
UBE1	-0.116083333333333
SLC24A1	0.60825
ARHGAP5	0.55775
CETP	-0.14025
KIAA1731	-0.507333333333333
SLC9A4	-0.054
PTPN6	0.9485
BAHD1	-0.11675
GRIK3	0.356
CACNB2	-0.4145
PDE10A	0.02975
DGCR14	-0.06825
PCDHB9	-0.3655
RHOQ	0.638333333333333
MAP3K4	-0.16825
KTI12	-0.0435
RPL23AP13	-1.3945
GNG11	-0.23175
CLCN3	1.256
GPAM	0.267
VSTM2A	0.132
SLAMF7	3.14266666666667
INTS2	-1.10975
PPP2CA	0.0115
LRP12	0.444933333333333
SEC14L2	0.590444444444444
DKFZP586H2123	3.21875
MC3R	-0.1905
CIRH1A	-1.68733333333333
HIST1H2AB	0.676333333333333
POLH	-0.437125
MGC16703	-1.93416666666667
SNAPC2	0.061
FILIP1L	1.55125
RASGRP4	0.453
LRRC1	1.149
GAS1	1.44225
PRAC	-0.985
DGKA	-0.5275
NT5C3	1.27625
PEG3	-0.709333333333333
NADK	-0.2445
PRR17	0.2505
LOC374569	0.82125
SGSH	0.320666666666667
NLRP8	0.2235
GALT	-0.5304
MCF2	-1.3125
ZNF263	0.1825
TACSTD1	1.505
TYR	-6.3761
ATP6AP2	0.35225
RNUXA	-0.16425
ABHD10	0.1361
GDPD2	-0.77975
SLC35C1	0.078
UBE2A	0.221125
HERC5	1.98416666666667
FAM112B	-4.197
FBXL16	-0.1845
DKFZP434A0131	-0.449
ELA3A	-2.4515
RBM41	-0.52875
HAO2	-0.04825
RNH1	0.258
SHANK2	0.294333333333333
OSBP2	-1.11525
DAK	-0.340333333333333
C3orf58	0.264583333333333
TCL1B	-0.3145
KBTBD2	-0.33075
SUGT1L1	0.46875
UBE2E2	0.576833333333333
MYL9	2.417
CDC23	-0.935
PBXIP1	1.3099
CXorf40B	0.2335
NBL1	1.5705
RTBDN	0.1735
RAB11FIP5	0.432125
TTTY13	-1.0145
SCOTIN	0.8815
SOHLH1	0.337333333333333
CDKN1A	-0.186785714285714
NCK1	0.492
ZNF550	-0.48375
SAPS3	0.230333333333333
SPIN3	-0.000333333333333343
MAGEE2	-0.091
MIS12	-1.0925
OR8H2	0.2
KIAA0774	-1.02633333333333
UNC5D	-1.785
CUL7	-0.195666666666667
LIPC	-2.36066666666667
DIO1	3.024
C20orf11	0.0969
CTRL	-0.9075
HS3ST2	1.44725
PAK4	0.5545
CCRL1	4.38
RNF10	0.203375
ZNF567	0.06575
ZNF660	0.0325
TCEAL3	0.9755
MAGOH	0.412833333333333
CENPB	0.415333333333333
C19orf7	0.841875
LOC388965	0.369
ZCCHC13	0.3665
JMJD1A	-1.429
HIST1H4H	0.9345
TBRG1	-0.3799
GPC3	-1.750375
TAF1C	-0.9775
EBNA1BP2	-1.40666666666667
CIAPIN1	-0.78925
PDGFRA	0.406611111111111
CSTB	-0.430875
CENPI	-2.61783333333333
GTF2E2	-0.960666666666667
RPP21	-0.168
CCNF	-1.36
KCNQ3	0.4405
FAM79A	0.59875
SLC22A12	0.4155
NOVA1	0.7535
FZD3	0.4406
AKAP8	-0.23625
SOCS5	0.68175
CFDP1	-0.803
DLG5	0.682
PGM5	0.522
C1orf144	0.28125
HDAC10	-1.387
RND2	-0.6485
C20orf199	-0.954
RNMT	-0.25275
SLURP1	1.162625
ASTN1	-0.047625
SH3BGR	0.741
MYCL1	-0.419875
ZHX1	0.989
CENPK	-3.79275
FOSB	0.9272
LOC643406	0.926125
C2orf59	-0.462125
TMEM135	0.30475
SLC27A2	-3.4895
KRT33A	1.0845
OVOL1	0.266125
PAMCI	-1.92016666666667
S100A7	2.9445
ZNF789	-1.546
HARS2	0.0585
RPL23A	-0.0778333333333334
TCF23	-0.05875
UPF3B	-1.362625
C17orf78	0.1445
HLA-DOB	1.22
C14orf142	0.0703333333333333
TEKT5	1.34316666666667
DMWD	0.162
POLD1	-1.94883333333333
GSCL	-0.0005
CALD1	0.8758
SCRT1	0.578333333333333
AIG1	1.13375
UNC84B	-0.06425
ZNF404	0.43725
TMED6	0.62825
KIAA1462	0.8705
LRRC27	1.74183333333333
PYGO1	0.3555
PIGU	-0.797333333333333
ALAS2	-3.6045
WRNIP1	0.013
CNNM3	-1.16
ZNF2	0.17975
ST3GAL5	-0.380833333333333
MRPL23	-0.057
TSSK6	-0.22925
PSMA6	-0.0585
C16orf70	-0.7655
KIAA1602	0.089
ALMS1	0.122166666666667
DCN	3.588375
TMEM132D	-0.54575
SUCLG2	0.71525
ABHD14A	0.5355
DEXI	0.637833333333333
AMPD2	-1.04516666666667
IFNAR2	0.175666666666667
CYB5A	2.8925
TLOC1	0.17485
NXF5	-0.409166666666667
NRBF2	0.18225
KCTD3	1.02825
ITGAE	-1.26916666666667
SLC30A3	-2.132
ZRF1	-1.146
IFRD2	-0.52575
XAB1	-0.69975
PYCR2	-0.5345
SERPINB3	-4.6025
TMLHE	-0.00769999999999999
GEFT	-1.397125
ABCA5	-0.758875
EMR4	0.197166666666667
TSFM	-0.14625
HIST3H2BB	-0.184
ARHGEF19	0.518
TSPAN17	0.213
ABCC8	4.629
MAP1S	0.32
C22orf36	0.73175
BNC2	0.858857142857143
HIST1H4A	-0.479
NDUFS3	-0.1565
WDR3	-0.1635
XKR4	-0.31725
TTC33	-0.144642857142857
STMN2	3.1435
CPN2	-0.912833333333333
HSPC105	1.179875
PCOLCE2	-1.55325
C3orf55	1.1235
KLHDC9	2.98566666666667
TBC1D23	0.30725
ATXN2L	-1.38183333333333
MAP2K3	0.276583333333333
SCAP	0.14875
ZNF486	0.453
C20orf96	1.90225
NARS	-0.20825
ADAMTSL1	-0.1535
PRCC	0.6645
CCDC126	1.336
ZNF675	-0.2455
CALCOCO1	0.43925
ANKRD43	1.76275
CWF19L2	0.674666666666667
ZBTB32	1.57016666666667
BRAF	0.045
ODF4	0.10775
MGC14376	0.3815
HORMAD1	-1.9485
AAK1	0.217583333333333
PEBP1	0.808083333333333
TNFSF5IP1	0.0858333333333333
DKFZp564N2472	0.22775
RMND1	0.000750000000000001
IGKV1-5	4.699
COL1A2	3.56566666666667
SERPINA5	-1.67925
AANAT	0.3195
C19orf21	1.2695
GEMIN5	-0.25875
UBR4	-0.527666666666667
LTBP3	1.16683333333333
AMHR2	-2.30566666666667
PROCR	-0.47075
MYBBP1A	-1.07825
C20orf39	2.14133333333333
ZNF697	-0.651
PASK	-0.674
ZNF776	0.269166666666667
RFXDC2	0.04
KIAA0467	-0.3945
C10orf96	-1.66375
ZNF503	-0.29925
GULP1	-0.342
KCNE4	1.80066666666667
DKFZp434K191	-0.535875
LOC196913	-0.2335
BHLHB4	1.109
CH25H	2.0295
LOC81691	-1.89033333333333
ALPL	0.400857142857143
COL12A1	2.8195
FOLR3	-2.519
GPR123	0.0025
TRIM62	-0.185642857142857
ABLIM1	0.922833333333333
MAST3	-0.40225
RHBDD1	0.7285
LOC338809	-0.002
RYBP	0.72825
TTC26	-0.49975
ZNF22	0.804833333333333
ISCA2	0.3025
RDM1	-2.6245
PIGM	0.9405
GNB3	-1.554
ACTR2	0.1088
HMGB1	0.38845
EDG1	3.45016666666667
SOAT2	-2.921
OR10AD1	-0.14
RAP1GDS1	0.357333333333333
LCE1F	0.177
ESM1	-0.693125
RCN3	2.387
CREBL1	-0.3985
DBNL	-0.227
PTGER3	2.824125
USP30	0.457666666666667
BCL2L12	-0.574
KIF26B	2.39875
ZNF416	0.54825
ZNF225	0.088
C17orf70	0
ZNF554	0.78375
RAE1	-0.902666666666667
TNIK	0.421833333333333
ACTN3	0.5735
MGC45922	1.066
CCNA1	-0.173166666666667
RYK	0.684166666666667
IL26	-0.208
LRP3	1.18733333333333
QARS	-0.43725
SOX7	0.914071428571429
BID	0.01075
OR2S2	-0.134
CXCL14	5.29275
C11orf47	-0.8235
MGC29891	1.45733333333333
HSPB8	0.0156
PRDM14	-0.7395
NUFIP2	0.291
MNAT1	-0.517625
ZDHHC2	-1.10391666666667
MBNL2	0.0695
ADD3	0.52875
CSNK2A1P	0.60225
KLK6	-0.791833333333333
TMEM111	0.3298
KIAA1279	0.31175
NUBP2	-0.111333333333333
RAB42	-0.5175
ID3	-0.6455
TM9SF1	0.4905
MDP-1	-0.577
POU4F2	0.027
IQCK	0.97275
C16orf14	-0.626
CAPN3	-1.617125
FAM43B	0.040875
RECQL	-0.97025
AP1G1	-0.215071428571429
CTNNBL1	-0.0801666666666667
ECHDC1	-0.875
SMARCC1	0.1948
FOXQ1	-1.180625
GNAI3	-0.2755
POLG2	-1.91775
CD4	1.466125
ITLN1	-0.3885
EBI2	4.84775
IRF1	1.11725
PTPRE	2.1648
PTK2B	-0.2245
NXNL2	-0.6215
SOX4	0.311111111111111
TSPAN3	0.469
SH2D1A	-1.60666666666667
C8orf58	-0.365
USP20	-0.665
DUSP22	-0.358333333333333
CALB1	-2.25016666666667
L3MBTL2	1.04
MCRS1	-0.5795
TMEM118	-1.35366666666667
C18orf8	0.224
FLJ10241	-0.2725
GJA12	0.902
PKD1	-0.685
ZFP3	0.1085
JAM3	-0.336875
LAPTM4A	1.1292
DIRC2	1.00075
KIAA2022	-0.158333333333333
MYOM1	0.950333333333333
TRPM8	-1.411
MOP-1	1.309
PHKG2	-0.307375
ZNF650	0.113
KIAA1522	0.427875
PSG8	-0.841666666666666
DDX19B	-0.659
MOBKL1B	0.539
DIAPH2	0.123416666666667
PTPN12	0.36675
CLN8	-0.9131
CRYZL1	-0.065
CRY2	0.72875
FCGR2B	3.85233333333333
PNPLA4	1.32125
ZNF454	0.367
DKFZp434B1231	0.33825
CLDN11	0.5659
RFWD2	0.545833333333333
CIB2	-0.122166666666667
MXRA8	3.3565
HRK	-0.012625
MAML2	0.0795
C4orf31	-0.644
C6orf192	0.9085
COG6	0.659
FAM5B	-0.16375
NFATC1	1.0037
SEPT10	-1.15425
SCYL1	-0.3576
RPP40	-0.56
SCOC	0.5594
KIAA1450	1.0565
CTDSPL2	-0.22425
TBX5	1.92033333333333
NAPG	0.27175
RHD	-4.842
C14orf45	1.34366666666667
ZBTB22	0.8145
PLCG1	-1.0455
ANKRD10	-0.75025
AQP7P2	1.61875
TAGLN2	-0.274
HTR2C	-0.832166666666667
SLC16A7	0.465666666666667
C17orf83	-0.39625
TSGA14	0.46725
MDH1	-0.6685
PPP3R2	0.0286666666666667
DCBLD2	-1.71042857142857
RBM33	-0.8475
DPH3	-1.169
SYT10	-0.8745
FMO4	2.340125
THYN1	-0.39475
DRD5	-1.435
OTOR	0.205375
PGRMC2	0.6051
KATNAL1	-0.16275
PAQR6	-2.292
UBE2I	-0.50025
C14orf28	0.35425
C8orf70	2.061
FLYWCH1	-0.585625
ANGPTL3	-0.66075
GLRX2	-0.127666666666667
ATP11A	-0.475571428571429
ARL5B	0.339125
MUC16	-3.012
SLC25A5	-0.854714285714286
ACRC	-0.79575
MYO1C	-0.2425
FAM89B	0.804333333333333
FAS	1.1415
KIFAP3	1.3685
GLRA2	0.122
BTN3A2	1.2938
CNKSR3	0.468875
CSTF3	-0.320333333333333
ARPM1	1.43875
KIAA1530	-0.3275
C9orf150	2.49516666666667
PRKCI	0.52825
tcag7.1015	-1.3795
SOD3	0.50275
ZNF574	0.38075
CYP21A2	2.887
RPL12	0.4025
COMMD2	-0.732
WIZ	0.61175
LOC344405	-1.79575
ALDH4A1	-0.794882352941177
CRYAB	2.95825
COPA	0.410666666666667
PCDHGA7	0.476166666666667
KIF11	-1.70283333333333
RASD2	-0.00937500000000003
SLC26A3	2.7435
ZNF175	-0.61
JAKMIP2	-1.573
C8orf4	3.645
PTHLH	0.46725
SLC40A1	3.61891666666667
OR7D4	0.409333333333333
PCDHB17	-0.24
CD36	6.00428571428571
C6orf203	0.8572
PRKG2	0.41
LOC400566	0.255
ANAPC13	0.33125
SLCO3A1	-0.5865
ZNF692	-1.2255
FANCL	-1.2935
SH3GLB1	0.43225
C12orf61	0.382
KBTBD6	0.4085
SUPT5H	0.000749999999999999
XRCC6	-0.2802
HUS1B	-0.6135
FAM133B	-0.261714285714286
LOC728276	-0.056
KCTD18	0.6725
SOS2	0.499166666666667
CCDC99	-1.95175
C1QTNF5	4.018
NNAT	1.05566666666667
USP16	0.031
LARS	-0.273625
ZBTB2	0.632
ABO	-0.134833333333333
TRAF3	0.45175
GALNT5	-1.6255
NAP5	-0.075875
ALG14	0.518833333333333
KIAA0515	-0.0563461538461539
WDR75	-0.7645
TEX261	-0.104333333333333
LY86	1.96575
LOC389072	-0.8
FLJ13611	0.23775
MRGPRX2	-0.0175
SNRPA	-1.122625
OR2G2	0.1585
GPRASP2	1.05175
C7orf42	0.7459
C9orf163	-0.5955
CYP11B2	0.2855
FCRL3	0.798833333333334
PRDX1	-0.13275
FGB	-1.5905
COX17	0.155333333333333
C16orf33	-0.5345
PIWIL1	-0.193833333333333
FOLR1	-2.6025
KIAA0082	0.196
FREQ	-0.3505
TMCC2	-1.3835
TCF12	0.330916666666667
ZNF721	0.0125
FAM130A2	0.57675
POU4F1	-1.9925
SNRPF	-1.203375
SGIP1	1.53133333333333
ZNF641	0.945166666666667
EMG1	-0.47775
PRRG4	1.4115
HIRA	-2.8805
MYNN	0.503166666666667
AEBP2	-0.308083333333333
TBXA2R	0.4855
ISL2	-1.68516666666667
PCDHB11	0.704
RNF144A	-0.136625
MARCH5	0.6525
DULLARD	-0.286166666666667
DCLRE1B	-0.6955
ITGA8	0.9615
TP73	-0.25025
PRKCD	2.395
NDUFB4	-0.041
ATP13A4	1.284625
ANTXR2	0.764
COL4A3	-0.493833333333333
MYO10	-1.2413
SLC6A18	0.59175
PEX1	-0.351
TMEM74	-0.766833333333333
RBM19	0.04175
TAPBP	1.12635
RUNX1	0.708
MID1	0.23575
GPR64	-1.3005
RASEF	4.33
GABRG1	0.153375
MYO16	-0.437
DBF4	-1.76683333333333
TSHZ2	3.628
RIPK2	0.69625
PPTC7	-0.3115
KIF4B	-1.465
LRRC31	2.950375
ZNF540	0.92125
EFNB3	-0.1725
LOH12CR1	-0.021125
STON2	-0.0615
GLP1R	0.72875
CSTF2T	0.846
IREB2	-0.785875
GRSF1	-0.14475
PDCD7	-0.4735
LRRC43	2.1705
CNR1	0.588833333333333
IL1F7	-1.0515
C12orf64	-0.094
FAM69B	-0.44625
NR2E1	-1.94883333333333
MS4A6A	3.6313
FTL	-0.0302
C7orf36	-0.02275
PCLO	2.1778
DYRK2	1.05925
ARIH2	-0.365
SAMD7	0.036
SCNN1D	-0.96325
SLC32A1	-0.553
C22orf25	-0.455166666666667
MRPS18A	-0.1451
GPR112	0.4835
EARS2	-0.838
ERN2	0.5625
ATPBD3	0.422
PRH2	-0.2885
CDKN2D	-0.389666666666667
PGLYRP2	2.37475
TRIM40	0.10975
SEC14L3	0.256333333333333
SLC22A1	0.09575
BTN2A3	0.02675
RASA4	0.32525
CCNL2	-1.65633333333333
MYBPC3	0.377
GJA4	3.81625
CDC42SE1	1.275625
TRPV2	-0.59525
MYPN	-3.4117
SIM1	0.3215
CDADC1	0.488666666666667
ZFHX4	2.5255
NIBP	1.45283333333333
ADAMTS19	-1.3605
ABTB2	-0.26
TSPYL2	-0.74725
EIF2S3	-0.3776
SOX30	-0.18525
AP2A1	-0.657166666666667
DKFZP564O0523	0.227833333333333
LOC285398	0.073
CDH18	-4.67625
CHL1	1.7465
GATS	-0.4437
TBC1D2B	0.436666666666667
OR1J1	-0.283
GSN	1.596
DPCR1	0.248125
GARNL4	-0.652833333333333
SMARCA5	-0.15125
PLEKHG3	0.487333333333333
ZBTB45	0.8495
FRMD6	0.0991666666666667
PLS1	0.0606666666666667
DGKZ	0.477666666666667
EFNA1	1.3292
WDR85	-0.611875
ANK2	0.5155
PAGE4	-0.7735
SENP6	0.7895
AKR7A2	-0.380666666666667
FKBP10	-1.7045
VEGFC	-1.43883333333333
LARP1	0.0655625
SRBD1	0.209
ITGB6	3.17225
SLC1A2	-0.0497857142857143
INVS	-0.1635
MPO	1.428
MOBKL3	-0.5892
CUTL2	-0.5085
KLK2	0.0324166666666667
VIM	-0.42725
REG1B	-0.0101666666666667
PCDHGC4	0.249
C3orf34	-0.3655
SUMO3	0.1155
CST9L	-0.4315
MLL4	-0.56425
SPR	1.56416666666667
SAMD9L	3.2525
ABCE1	-0.296
SUPT3H	-0.100833333333333
ACTBL1	0.64625
ADAMTS4	1.14466666666667
SLIT3	3.627
RHEBL1	-1.2835
NPM2	-1.56025
MAN1C1	1.19575
KIAA1856	0.753583333333333
HSPA6	0.54875
LOC388152	-0.066
C10orf140	0.6395
ZDHHC12	-0.429
LIN7A	-1.3922
PHC2	0.0135833333333334
SPHK1	-0.694
TRIM26	0.4975625
FAM83E	0.198
C18orf24	-1.94616666666667
ZNF578	0.519666666666667
ORAI1	-0.24775
RUVBL1	-0.191333333333333
C7orf20	-1.4575
APAF1	-0.8465
SLC36A4	-1.14
MYH11	4.66766666666667
NEK1	0.7196
MPP2	0.045375
C12orf24	-2.4265
TNK2	0.6718125
ZNF289	-0.3395
MATN3	1.055
IFNGR2	0.949
ITPR1	0.939
EBF3	3.2668
TBC1D20	1.6451
OR10P1	0.23375
DDAH2	0.86775
SHPRH	-0.262625
STX7	0.451
LOC554248	-1.184
BCAR1	0.05125
ATXN3	0.316083333333333
TRIM27	-0.364
CDC42EP2	0.386
CHP	0.0202857142857143
SOX17	2.483375
ZNF259	-0.664
CHCHD1	0.39775
ZDHHC19	0.022
GBP2	2.762
GARNL3	0.89
MRC2	0.537
C1orf52	-0.741
AOF2	-1.10766666666667
LRPPRC	-0.1766
ACVR1C	1.77366666666667
TM4SF18	3.10433333333333
TMEM169	-0.126
PPP1R16A	1.192
EBF1	1.9145
RRS1	1.57166666666667
SNX2	0.222
OR2T2	0.3925
RBX1	-0.1395
ANKRD54	0.427833333333333
TSNAX	0.4455
TMEM83	-1.92375
ZBTB7A	0.91775
ATM	-0.825166666666667
LOC338328	2.8295
TIE1	1.45083333333333
HIST1H3G	-0.214833333333333
PASD1	-4.36433333333333
TINAG	0.441
PCDHAC2	0.5585
LRRC15	1.31825
WBSCR17	-1.083
TFF2	0.633
PARP2	-0.8565
NDFIP2	-0.10025
PCDHGB2	0.448
WDR60	-0.87775
