Hybridization REF	TCGA-A2-A0SU-01A-11R-A084-07
SARS2	-0.656
ZCWPW1	0.68375
SAMD12	0.32725
KIAA1430	0.5055
ACAT1	-1.96725
MEOX1	3.76
ADAMDEC1	3.58925
PHKA2	-1.2315
CARD11	-1.21633333333333
CALML4	-1.33
TSSC1	-0.444
TMEM45A	-1.47266666666667
MPP7	2.0345
POU1F1	-0.02575
SLC2A13	-1.2717
FBN2	-1.1895
ZC3H7A	0.1997
LAIR2	0.22175
ST3GAL1	0.553166666666667
LCT	-2.7035
GEMIN8	1.2485
KLF16	0.9693
HIF3A	-0.1926
FAM44A	0.212571428571429
AQP10	-0.6844
PLA2G2A	-1.2485
FOLH1	1.11
C20orf186	-0.2715
MAPKAP1	0.115375
SPRR2D	-1.032
UBQLN4	-0.424333333333333
RSHL1	0.258833333333333
PIAS3	0.1085
MRPL24	-0.8555
GREB1	-2.29175
FAM27E3	-2.4645
NUP62CL	-0.9135
NEUROG3	1.9115
REEP3	0.285083333333333
MARK1	0.5165
LMBRD1	1.42575
PRPF19	-1.642
PNMT	-0.821
CTGLF1	-1.9845
SLC25A16	1.032
EIF2B3	-1.419
RPA2	-0.0915
PAK6	1.2685
CCDC26	-3.663375
SEMA3E	2.2815
MXD4	1.2541
TNFSF10	4.5421
SMARCB1	-0.748166666666667
DTX3L	0.976166666666667
PLA2G4E	0.186
PPAP2A	0.757
ULK1	-0.702666666666667
TAS1R3	0.058
SLC2A3	-2.66272727272727
ARID3A	-1.6855
GNG5	-0.591
ACOX1	0.2331
KIF5B	-0.261
NUP153	-0.8135
MUC7	0.1245
CSDE1	-0.3375
CLPTM1	-0.06925
C3orf23	-0.300625
LRRC17	-0.120166666666667
TTYH3	-0.742375
ATP5B	-0.981
ELF3	0.7338
CPSF3L	0.00633333333333333
ZNF665	0.317333333333333
TLR6	0.5454
GPI	-1.62425
RAD9A	-0.44375
NDST4	-3.52775
AGPAT3	-0.35375
MAGI3	2.2575
ADORA2A	-0.370875
CACNG7	0.2205
CAMK2D	-0.622214285714286
CCHCR1	-0.47125
RPS27A	-0.397
OR10G7	0.525833333333333
GCM2	0.184
FAM135B	1.3723
E2F1	-1.79625
PLCB3	-0.272
OR2AE1	0.184
COIL	0.304666666666667
CDC25C	-1.48833333333333
RAB11FIP2	0.479666666666667
TSC2	0.28925
CTGLF5	-2.3125
CCDC108	0.2771
OR13C4	0.2215
C10orf81	2.79525
PTPRB	1.95975
ACP2	0.07875
LAG3	-0.36675
MRPL54	0.4675
LOC201175	1.033
ITGB1BP3	-0.769
SPTAN1	0.634166666666667
SIPA1L2	-1.45275
RCAN2	-0.1165
CDX2	-0.9125
ECOP	0.68575
ACTR1A	1.15854746431308e-17
PPARG	-1.41066666666667
BBS10	0.847166666666667
TMEM44	-1.244375
BPIL2	0.019
CITED1	-1.02925
IRF6	3.6665
PRDM4	0.390333333333333
RRP9	-1.084
OR10H4	0.58525
IL31RA	-0.21575
GNB1L	-1.53166666666667
MYBL2	-2.542375
ZNF407	1.2665
PPIG	-0.3185
TTC18	1.83675
RPSA	-0.1215
MAPT	1.6025
MRE11A	-0.3575
C8orf37	-0.9455
RASGEF1C	-0.4795
STBD1	0.493
CTAG2	0.7985
MGAT5B	-2.19033333333333
ECM1	0.382375
RLN1	-0.187
PARP14	0.181125
EPB41L1	-0.0842
HOXA3	-0.173416666666667
MAGEA9	-4.1275
RPS8	-0.0888333333333333
RPS19BP1	-0.50225
FOXJ2	0.481
C10orf76	0.676
IL17RE	0.6195
C10orf65	-0.1885
ZNF343	0.347666666666667
FBXO33	-0.180125
UHMK1	0.7621
LY6G6C	0.73125
FGF19	-1.401
C14orf128	-0.544166666666667
IFIT2	0.90425
TIGD1	-0.6115
S100G	0.1905
GUCY1B3	2.1735
NR3C1	-0.1451
CORO1B	0.344833333333333
PARP11	0.2
DNALI1	4.5735
OR4N4	0.316375
MAP2K6	-0.609333333333333
FSTL4	1.62975
ANKRD47	1.436125
TMEM171	-0.9105
PNLIP	-0.1735
YY1	0.0843333333333333
CCDC138	-2.16233333333333
AASDHPPT	-1.0851
CKS1B	-1.072
MCM3	-1.08116666666667
ANAPC7	-0.5495
FAM110A	1.793
CDC37L1	1.162
THTPA	0.21625
NBPF20	-1.3525
WDR24	0.654
NPTX2	-1.853
CBLB	0.415333333333333
CETN1	0.473666666666667
RPUSD1	0.62975
FAF1	-0.21575
CDK6	-2.9131
HMX2	-0.3475
CSK	-0.475833333333333
TEAD2	-0.47525
SNAP25	-0.56925
TUFT1	0.4392
TMTC3	0.881666666666667
LCK	-0.967
SGOL1	-1.41666666666667
AKTIP	0.87975
FURIN	0.379125
SOX12	-0.00516666666666665
DEFB103A	-0.77025
RAMP1	3.58525
KIR3DX1	-0.0459999999999999
GAS2L3	-0.8235
PDE8A	-2.0127
EDN3	4.2795
GMIP	0.4335
SF3A2	1.1815
FN3KRP	1.52025
SMAD7	1.00175
RHBDD2	0.8735
OR11H6	-0.131
PPP1R3B	1.2861
C9orf23	0.514
CADPS	-1.38725
GOLGA8A	-4.3375
TMEM57	0.3165
RGL3	-1.8315
S100A14	3.164
FGFR2	1.2670625
XRCC3	-1.22
RTN4RL2	0.4345
MGC3771	1.2055
GH2	0.485333333333333
BTBD2	0.00825
LMO2	0.33375
RDBP	-0.648625
ACRBP	-1.24125
AMY2A	1.05975
DUOXA1	1.4795
PTK7	0.276333333333333
TWF2	0.308166666666667
FAM80A	-2.30675
TNNI2	-2.65183333333333
GLT25D1	0.0441666666666667
OCC-1	-2.3045
CYC1	-0.819333333333333
RPL22	0.186454545454545
MORN3	1.66666666666667
DISP1	1.01075
PRB2	-0.0645
CHUK	-0.4085
HR	-0.027875
CCDC134	-0.892
DENND4B	-1.457
C14orf130	0.936
RAB33A	-1.13575
DCST2	0.4475
TNMD	-1.226
PEX7	1.54375
FAM62A	0.530625
SRD5A2L	-0.23125
IL22	-0.364
RPS26	-1.1835
HOXC5	0.1945
SPATA6	1.003
FLJ38482	0.441875
ZNF234	0.0845
C18orf22	0.91925
SPATA22	-0.09175
THOC1	-0.4655
CYP7B1	2.6895
KCNC3	0.32825
C8orf42	-1.508
ALDH1B1	0.0223333333333333
CCDC100	0.1219
ARMC4	-0.1985
FAM18B2	-0.304
SLC44A1	1.301375
FBXO17	-1.1305
C6orf107	-0.56975
C19orf29	-0.28225
ZC3HAV1L	0.08675
PARP6	-0.7825
SULT2A1	-4.317375
C1orf159	-0.51475
TMC1	-0.075
CHST14	0.08275
GAMT	0.930666666666667
SMCP	0.144166666666667
TSPAN33	0.36575
MIDN	0.229875
NOX4	2.2835
RNASEN	-0.9586
TBX1	-0.949166666666667
SALL2	0.59325
C10orf35	0.703
CYP2E1	-0.95275
LRFN2	1.89233333333333
ACO1	-1.62316666666667
IQCG	1.4
MEGF9	1.524
TM7SF4	1.4725
PLEKHA1	1.27713333333333
STK33	-2.36425
C1orf210	2.03675
SNUPN	0.0833
KIAA0406	-1.08
C20orf29	1.06875
TMEM55B	0.00574999999999999
OSTM1	-1.0788125
CLCN7	0.2045
OTP	0.292
FLJ23049	0.5745
HEATR4	0.5855
MAP3K10	1.00116666666667
PCDHGA9	0.231
AMDHD2	0.14325
LCTL	-1.851
PDCD2L	-1.14075
CABLES2	-0.665
SLC5A9	-0.0715
CLCA2	0.160666666666667
MGC16025	-1.0515
STRAP	-0.945666666666667
C20orf196	0.668
RRBP1	-0.406666666666667
NAT13	-0.32775
MAT2B	0.271375
CSNK1D	-0.507333333333333
KIR3DL1	0.45
PRKAG3	0.2875
ZNF599	1.3095
PRM3	0.6315
PER2	2.00716666666667
ASPHD1	-1.7405
PRMT6	-0.70375
KCNE1L	1.55471428571429
FAM118A	-1.26633333333333
TAF4	-0.98775
NDUFB6	-0.56675
TRIM9	-1.38541666666667
PMFBP1	-0.94275
KY	0.2215
DKFZp762E1312	-2.35736363636364
CSMD1	-1.12225
TBP	-0.435666666666667
OR1Q1	0.1005
RETNLB	0.49
HPGD	0.688571428571429
DNAJC12	3.80083333333333
FKBP1B	-0.06575
ANKRD24	-0.0793333333333333
CXXC5	0.550833333333333
IL3	0.153375
DRAM	0.2864
PTCH1	-0.79375
TP53BP1	-0.37525
SLC17A7	0.06775
COL25A1	-1.077
AMACR	0.440833333333333
RHCG	0.24475
VPS13A	0.349666666666667
FAM55D	-1.005
PRPF38B	-1.025
OSBPL6	0.34975
PFDN5	0.6983
CMTM6	1.468125
KCNK12	-1.6215
RP2	0.165
C16orf52	-0.6055
PICK1	-0.262
IFNE1	-1.27166666666667
SEMA4B	0.85525
TYRO3	-2.11475
OR12D2	0.0855
CSNK1A1	0.6753
FANCF	1.23725
LONP2	2.8355
TBL1Y	-0.06725
LDOC1L	-0.211625
CCNC	0.08125
C3orf60	-0.97675
CHKA	-1.25
UBAP1	0.55
MAP3K1	1.3555
ANKRD9	-1.8335
FAM92A1	-1.9835
GAB2	-0.51225
AZU1	-0.45775
DIS3	-0.127416666666667
C21orf109	-0.2755
IQCB1	-1.1605
SPATS2	-0.510333333333333
EFCAB3	-0.545
PRB3	0.954625
FUZ	1.1215
ZNF813	-0.0225
BMPER	-0.603666666666667
HEG1	0.015125
ALS2CR11	-1.18325
SURF2	-0.49675
PSMC1	-0.171083333333333
OR2D2	0.5175
SLC7A8	2.8285
C4orf40	0.0665
SPATA7	0.507
MAZ	-0.119333333333333
PIN4	0.72475
PDE1A	0.118125
TAF6L	0.0456666666666667
OR2T34	0.4185
KIAA0284	0.09975
ACADS	-0.112363636363636
MKRN2	-0.3385
C18orf56	-1.53375
MS4A6E	0.652333333333333
GALNT4	0.724
C22orf31	0.3845
FLJ36070	1.5515
PSME4	-0.40475
TFG	-0.2104
EPHX2	2.141875
ANXA5	-0.232125
KRTAP1-1	0.0063
BATF	1.44575
KARS	-1.39675
MSTP9	-0.6325
GPR26	0.53525
CCDC72	-0.36275
TEF	0.942166666666667
FOXK1	-0.7214
PRLHR	0.2055
EMX1	0.78225
C11orf30	-0.259125
ICK	0.399125
THSD7B	0.361
C21orf100	-0.3885
DUOX1	1.2145
EFCAB4B	0.1255
UBE2G2	-1.4545
C3orf54	0.39175
PARP1	-1.481
FAM60A	-0.854916666666667
C6orf146	0.1095
OR9K2	0.267
DDX55	-1.42116666666667
RPS15	0.0680833333333333
ZNF618	0.74025
DKFZp686D0972	0.45025
SSPO	-1.327
SHFM3P1	1.1915
CPA6	-1.96333333333333
JAG2	0.8335
DEFA3	0.56575
PPBPL2	0.27
CD34	4.652125
SLCO4A1	-2.92625
AFG3L1	-3.129
SHD	-0.35125
RP13-122B23.3	-0.544
PRKCSH	-0.973833333333333
DPH5	-0.267666666666667
HLA-F	1.830125
TBC1D4	1.09725
RIG	-0.148
GLUD1	0.961333333333333
HNRPCL1	0.772125
HBXIP	-0.44625
RNF207	-0.951
APIP	-1.10975
PLA2G3	-1.66433333333333
CCDC84	-2.92275
MYLIP	0.155615384615385
PHIP	-0.20375
AARS2	-0.693833333333333
DHX32	0.26675
SCAPER	0.0163333333333333
MEN1	0.06575
NIP7	-1.55075
FLJ25404	-0.179
FASTKD3	-1.04375
TMEM158	-1.92416666666667
RARA	1.678
BDH1	0.852
ANKRD16	0.409
CARM1	0.6455
SS18	0.556666666666667
IKZF2	-0.265833333333333
MYD88	0.27575
PML	0.43445
TAF1A	-1.76325
CBFB	-1.3895
HIST1H3H	-0.135666666666667
C7orf29	-2.46975
COMMD4	-0.791833333333333
DPP3	-1.31075
DAB2	0.3935
LOC388882	-0.118
YPEL4	-0.5695
AGBL3	1.422
LRP6	0.6225
SERPINH1	-0.265916666666667
TLE1	-1.33725
CD244	0.836
ZDHHC15	0.77925
MGLL	0.6303
PLDN	-0.422083333333333
LOC654346	1.338
FAP	2.69325
GPR37	2.03883333333333
SCARA5	0.245
EBF4	2.07418181818182
LSM6	-0.946
MLLT1	-0.11175
SLC5A12	-0.59125
A2BP1	-1.03516666666667
COPS5	-0.523666666666667
TPM4	-0.851642857142857
TNFSF4	1.3635
ACADSB	0.918666666666667
HERPUD1	-0.37925
BCL2L11	-0.592777777777778
CEP78	-1.598625
CDCA3	-1.66525
WBSCR19	-0.4939
MYO1A	-2.249
PPEF1	2.49866666666667
LOC440348	-1.80225
CPEB2	1.08775
BPTF	0.0881666666666666
RPL21	1.707
GSX2	0.366
ADPRH	1.37566666666667
C17orf68	-0.459333333333333
KCNS1	-0.463166666666667
MLLT6	0.2615
PIWIL4	-0.27175
RNF26	-0.9835
RAP1B	0.57175
ADAMTS1	-1.732
ZNF571	0.73025
P2RY6	-0.2775
TRIM21	0.818666666666667
CADM3	0.91
NLRC5	0.1405
ADRA2B	0.153166666666667
LOC90835	-0.00650000000000001
PCF11	-1.69125
LOC400451	2.0115
GLTSCR1	0.7282
C17orf88	-1.0855
CDH16	-1.9435
FGF7	3.91575
PCSK4	0.360166666666667
NPC1L1	1.4525
TAT	-0.00624999999999998
TBCA	-0.7895
MGC33407	-0.2015
GPR115	-1.046875
CYGB	0.1325
FNBP4	-1.80166666666667
C12orf43	-0.167
CBL	-0.5908
CLECL1	0.7935
PPAPDC1A	1.695
WDR25	0.6745
SGCA	0.76
C22orf29	-0.406166666666667
YIPF1	2.0155
GALK2	-1.49875
RAB3B	-2.31541666666667
LOC440087	2.8715
UCP1	0.8705
REEP5	1.9915
FADD	-0.1051
FOXA1	3.865
CACNA1A	0.318666666666667
ABI1	0.479666666666667
GRIN2D	1.2375
SLC1A4	0.559666666666667
LOC401127	-0.46925
HINT2	0.541
PLD4	0.580666666666667
ZNF286A	-0.95025
ENY2	-1.31325
IL1F6	0.14
PXDNL	5.02575
C20orf79	0.34525
TNFSF13B	2.44316666666667
DENND3	-0.17175
JARID1D	-2.606
HIST1H2AK	1.37675
LOC93349	-0.5693
SSH1	-1.0555
ENSA	-0.99525
LOC219854	-0.0813333333333333
CKAP2	-1.0286
DKFZP564J102	1.45416666666667
MGC87315	0.208333333333333
HNRPAB	-1.05275
AMH	-0.959
ZNF526	0.5555
BRUNOL5	-0.00690000000000003
CACNG3	0.00749999999999999
TRPM1	-1.322
PPP2R1A	0.237
COL2A1	3.23525
DDN	0.028
FLJ25770	1.19108333333333
HK2	-0.497857142857143
ELOVL6	-1.245875
MDK	-1.454
EPHX1	-0.64
RASSF2	0.613125
DKFZP434B0335	-0.14
DLX3	-0.53025
PRTN3	-0.32625
AVPR1A	0.9805
C21orf125	-1.64925
TNFAIP8	-0.296166666666667
GNB2L1	-0.14575
CALCRL	3.1705
SCGB2A2	9.05066666666667
UBXD7	-0.0415
ZNF674	-0.1865
TMEM35	0.35575
BRSK2	-0.239375
HECTD3	-0.424666666666667
TMEM188	-0.586833333333333
LGALS9	1.519625
SCARB2	1.09016666666667
USP34	-0.569916666666667
C17orf28	2.50283333333333
ZDHHC23	-0.96
AQP12B	0.3155
SLC16A3	-2.797875
APLP2	0.6855
ITIH2	-5.008
MICAL3	-1.16725
TNNI3K	1.7047
HDAC2	-0.126
PRR7	0.0702999999999999
THBS2	0.242625
LOC751071	-0.0738333333333333
CA2	-1.07133333333333
RANBP17	0.07975
RLN3	0.0315
CRYZ	0.8475
GBAS	0.358833333333333
TAS1R1	1.004
MPZL3	0.185
PCDH8	-0.22225
HSP90B1	-0.655833333333333
KCNK15	0.4385
TNIP2	0.585
GPR146	0.503
NOL6	-0.18075
SPC25	-3.47677777777778
STEAP2	1.91007142857143
VAMP3	0.0288333333333333
TCIRG1	-1.54175
ZP4	0.0183333333333333
PARL	-0.359
TRIM39	0.348
KIAA1305	1.46025
CRNN	0.295
GRN	-0.02225
HSH2D	0.402
SCAMP1	1.4228125
KIAA1913	1.15775
PTS	-1.63275
BANP	0.247142857142857
PRKACG	0.0255
ADCY6	0.663166666666667
C16orf46	0.656
CYP51A1	0.32875
DDC	-5.0915
ANPEP	-0.459333333333333
PROM1	0.887666666666667
SIGLEC10	1.464
COPG	0.8165
FAM26E	1.444625
TRIP4	2.4215
SNX3	0.261666666666667
C1orf175	0.265333333333333
PPY2	0.349
C14orf152	0.396
FTSJ1	-1.0315
DST	0.93195
LOC554235	0.126
GLRX5	0.11475
C20orf12	1.4097
CAB39	0.221833333333333
MSH2	-1.26266666666667
PIP4K2C	0.878125
CYLD	0.4185
WTAP	0.439625
MGAT4A	0.489888888888889
TSC22D4	-0.1373
CHRM2	-1.6065
PPYR1	0.156166666666667
CCNH	-0.369
RRM1	-0.57575
ECAT8	-3.8615
LOC400120	-0.1455
GABRA4	0.130875
C14orf4	1.47566666666667
C1orf59	0.07225
CTDSPL	0.889666666666667
NHEDC2	-0.174
PDE11A	-0.840666666666667
KLHL29	-1.1105
CD5	0.282
TSPAN9	2.1229375
WDR67	-2.68825
THUMPD1	1.3569
C18orf17	0.3935
CLYBL	-0.0106666666666667
FLJ13231	-0.571625
CMBL	1.004
LECT2	0.12025
NKAPL	1.50916666666667
LOC654780	0.3975
OR4C6	0.069
RAB30	-1.2595
TSSK4	-0.462
TMEM163	1.1075
OSBPL11	0.169
GNB5	0.564
CCL21	2.3955
C1orf121	-0.239666666666667
FMO2	2.5455
RPTN	-0.2155
MSTN	0.4745
VCL	0.210571428571429
FYTTD1	0.182
C11orf1	-0.50225
CCDC88C	0.408375
HFE	-0.874666666666667
MOGAT1	-0.1855
FAM125B	0.0816666666666667
IRGQ	0.4845
RAVER2	1.101
AKAP5	-0.825
SSSCA1	-0.90775
C11orf63	1.115125
ACTG2	0.8411
PORCN	-0.9125
DTL	-1.82818181818182
TMEM151	0.51775
FAM122C	-0.4485
RSAD2	1.0832
BAT4	-0.202
KRTDAP	-0.631666666666667
MYH8	0.237375
CRTC3	0.77075
LRRFIP2	0.68
INTS4	-0.788333333333333
TTN	-1.25133333333333
SLC26A5	0.3735
PLLP	-0.52875
RGS6	-0.9485
SRGAP3	1.246875
ZNF525	0.1965
NBR2	0.330666666666667
C13orf1	-0.1588
ZNF137	0.1045
CEP27	-2.639
BEST2	0.229
RNF121	-0.3015
DMRTC2	3.09825
C8orf76	-0.766
BCCIP	-0.699375
MEST	-0.328
HTRA2	-0.121
ANGPTL2	0.405
ILKAP	-0.628166666666667
ERAS	-0.124
HBS1L	-0.408125
CPA5	0.358
TMEM30A	0.346
CD300LF	1.51183333333333
WISP3	2.347
CRK	0.113214285714286
PDS5A	-0.6264
BRPF3	0.098
NEDD9	-0.553125
SMPDL3B	0.71375
PSG6	0.77625
PSMD13	-0.0565
ETV5	-1.5140625
OR51A4	-0.177
BTBD7	0.281583333333333
GSTO1	-1.106
hCG_16001	0.4135
MAD2L1BP	-0.168333333333333
COX6A2	1.388
SCNN1A	2.55966666666667
LSM1	-0.0566666666666667
UGT2B11	3.67375
IDUA	-0.33325
PPP2R3C	-0.8745
COX11	-0.407833333333333
PDZK1	-3.5535
ZNF443	0.397666666666667
MGC21874	1.335
ZNF323	1.6025
KRTAP10-10	-0.0745
CXCL6	0.09675
SLC34A2	1.8497
LOC284402	0.081
NPTN	0.736166666666667
UPP1	-2.35383333333333
SLC6A9	-0.683
OR7G3	0.43
CISD1	-0.138
ZNF545	-0.091
SYT14	-0.7905
NT5C3L	-0.164
ZNHIT3	-0.167666666666667
SNRPD3	-1.2815
KIAA0701	0.115625
UNC93B1	-0.503166666666667
GMNN	-1.73575
SPCS2	0.296333333333333
LOC388524	0.248
NAPRT1	-0.95625
PNLIPRP1	0.574
OR6V1	0.603
PRKAB1	0.43575
EYA4	-3.67766666666667
KIF20A	-1.815
ALG10	0.138
ITPKC	0.532666666666667
LMX1B	0.840833333333333
RPUSD4	-0.783
C7orf34	-0.0166666666666667
DLGAP2	0.398375
PFN1	-0.8181
MICALL2	-0.653833333333333
ZNF654	0.618
SS18L1	-1.197
SLC16A8	0.10275
MKI67IP	0.012
ITGB3	-0.574875
TCEA3	2.42775
CEP152	-2.43075
CLIP1	0.92425
ZNF75	-0.0926875
ATP5C1	-0.561166666666667
NUDT5	-1.641
PSCDBP	0.822
UBP1	-0.62475
RBM27	-0.2815
C13orf15	1.993125
ZNF282	0.570666666666667
ZNF222	-0.9541
COL10A1	5.76475
PRDM15	-1.42275
TTTY5	-0.319
FAM9C	0.942166666666666
C20orf67	-0.05625
GNG13	0.2375
F12	0.73425
C1orf41	-0.92275
CPXCR1	-0.00900000000000001
GSK3A	0.263
SUPT6H	0.0375
PI16	0.837166666666667
ELL2	-1.73008333333333
C9orf167	-1.38583333333333
PVRL3	-1.826
FLJ38596	1.05525
ADAM20	-0.134
GPR89A	-0.135
GPR87	-0.6425
ZNF30	1.65825
SMR3B	1.11725
ZNF770	-0.256375
TRPC4AP	-0.660833333333333
DKFZP686E2158	0.5585
C2orf28	-0.289833333333333
FREM1	-0.523333333333333
LAMA4	0.656
ADPRHL2	0.31525
EIF4G2	0.315833333333333
GUCA1A	-0.9895
CTNNA2	-0.715
NUDT15	-0.3255
CEPT1	0.139666666666667
ZNFX1	0.0993
CCDC92	1.34625
TDRD1	1.8795
KCNK5	-1.65533333333333
ETNK1	0.333916666666667
LTA	0.5725
TTPA	0.0568333333333333
B3GALNT2	-0.8315
SC65	0.0543333333333333
PEX5L	-0.405571428571429
EPS15L1	-0.032
MGEA5	-0.751
HIST1H3A	0.2495
ING1	1.361375
BCAT1	-3.08525
ORC6L	-3.90327272727273
KLK11	-4.907
C19orf28	-1.077875
DNER	-3.60125
MED22	-0.748571428571429
ETV6	0.99175
CHAC2	-1.13575
CD300E	-0.095
CEBPB	-0.214166666666667
ZNF398	-0.19725
LRCH3	-0.075
HMGA1	-1.71283333333333
CAPN7	-0.0613333333333333
MGC5566	-2.84575
CCL3	1.740125
NANOS1	-0.649375
ZFYVE19	-0.89375
APITD1	-0.028
PARD3	0.854
IRAK4	0.0528333333333333
SERPINI2	-0.415
CEP170L	-1.7465
TTC9	1.715375
MYOM3	-0.519
MLPH	2.228625
LOC222699	0.324
NRG1	-0.734083333333333
TBC1D9	4.53518181818182
TTK	-2.34633333333333
ZNF557	-0.0356
DDX41	-0.611166666666667
FANK1	2.3
UBE2D2	-0.00925000000000001
PSMB10	-0.18675
MYH7B	0.178
GABARAPL2	-0.174875
MARVELD2	2.38016666666667
DGCR2	0.213
UNC45A	0.810666666666667
C6orf72	0.4985
ZNF683	3.624
GIT2	0.01275
CASK	0.957
C14orf161	0.774166666666667
LRRC44	1.00175
TIFA	-0.088
UTP11L	-0.053125
C6orf65	-0.458
FDPS	-0.88275
DUSP9	-1.8076
SLC17A8	-0.276666666666667
OR51G1	0.324833333333333
NANS	-0.17325
OLFML1	1.6995
ATP10B	-1.01475
NPAS3	0.02075
PRKCA	-2.169
GGA2	0.7375
LCE4A	0.3355
SPANXN3	0.46
CCDC115	1.45425
SDCCAG3	-1.14125
GLIPR1L1	0.189
TTC1	0.1825
C17orf76	0.27525
MAD2L2	-1.2315
HIPK1	-0.033
LRRC3B	-0.331666666666667
CLN3	-0.232090909090909
C17orf47	0.5145
FMN2	-2.616
TUBB1	-1.7325
WAPAL	0.102166666666667
C3orf21	-0.391625
SCN5A	-0.3953
SMYD1	0.466
BEX5	1.75925
ZNF192	-0.113
SEC22A	0.0655
GRIA2	1.98885714285714
KIAA0825	-1.42425
NUSAP1	-2.80472727272727
LANCL1	-0.078625
C15orf40	-0.5379
ZNF645	0.313875
GPR61	0.25825
NLRP14	0.3145
SNX21	-0.3982
C1QTNF8	0.036
C17orf46	0.16425
IFNA8	0.1945
SPRR1B	-1.01033333333333
FLRT1	-0.344
SNX17	0.240166666666667
ASB2	0.363666666666667
HBG1	-5.474
RPRML	-2.82925
JOSD2	0.212666666666667
PLSCR3	-0.05225
SPOCD1	-0.432333333333333
RAB39	0.518
GHRH	-0.0211666666666667
ITIH5L	0.0105
C17orf37	0.582
SMCR8	0.7545
DPY19L2P3	-1.3565
IL11RA	0.300333333333333
GDF3	-3.61233333333333
RPS6KB1	-0.612083333333333
DNAJC19	0.1094
TOP1	-0.6875
CRCT1	0.383625
MPST	0.140875
DPM2	0.18575
FAM38B	-1.02283333333333
SLC18A1	-1.579
FARP1	1.958
PAX7	0.09675
TUBD1	-0.69975
GNL3	-0.758875
BTG2	1.5418
NDUFS6	-0.9875
C1orf79	-2.70775
ERAL1	-0.32175
ECHS1	1.14175
VPS4A	-0.615
CYP11A1	-0.241625
ABCC6	-1.58307142857143
PBX4	-3.128
MOSC1	-1.8915
NCF4	0.156
HYMAI	0.351
NAGPA	-0.044
OTOP2	0.193
ACOT12	0.04425
MTHFD2L	-0.340375
LOC441376	3.22425
C19orf34	0.015
RAB1B	0.44825
ALDOAP2	-0.543
NTRK1	-2.05933333333333
ARTS-1	-0.2479
SLC6A11	0.1185
NAP1L2	0.274
CNGB1	0.102
EPB41L4B	0.388583333333333
FAM134B	4.444625
HS3ST3A1	-0.855
CPXM2	5.04125
SIRPB2	0.5515
CHORDC1	-2.4665
TRIB3	-0.1895
SLC2A5	0.1875
C2orf49	-0.782166666666667
DDX5	-0.6555
OR5L1	0.8695
ANAPC4	-0.719333333333333
ZSWIM1	-0.298875
LOC93622	0.500125
KCNK3	-0.442
RP11-35N6.1	-1.12
ZFP161	0.344
AQP9	0.54325
SLC15A2	0.044
MREG	-0.417666666666667
OR9I1	0.133
PDLIM2	0.0758571428571429
ADAM7	0.5165
GSTCD	-0.177333333333333
WDR21A	-0.524375
SLC12A8	0.562333333333333
TMEM174	0.16175
IGSF3	-0.552833333333333
LRRN1	-0.58825
LOC402117	-0.129
SRPK1	-1.3845
LY6K	-1.6625625
NFIA	1.5785
PTCD3	-0.653
LEP	1.40166666666667
PCDH21	-0.246
MAPKAPK2	0.360285714285714
NMNAT1	-0.713666666666667
LHFPL2	0.10525
C9orf43	0.178
DIP2A	-0.847833333333333
ACTR8	0.451875
CCDC34	-0.82825
PTPN22	-1.357125
ITGA3	-0.199125
FAM129C	0.264
RABGGTA	0.381666666666667
UNC45B	0.50525
KIAA1033	-0.008875
ZNF510	-0.306166666666667
CYP2D6	-0.715166666666667
SLC26A10	-2.8545
STX8	-0.05025
LUZP1	0.026125
WDR89	-0.151333333333333
EIF4G3	-0.4667
C5AR1	0.227
ZNF623	0.342
A2M	1.384
TGM7	0.361
GRPEL1	-0.254833333333333
LMNB2	-1.2956
ROCK2	-0.0821666666666666
SNX16	-0.367625
CCDC66	-0.32675
ANXA3	0.65625
KIAA1609	-0.36975
EED	-1.695
RNF32	0.769166666666667
HES1	1.3897
CLC	0.360666666666667
ISL1	-0.0453333333333334
KIAA0528	0.307125
MANEA	0.336125
C1orf61	-1.2285
hCG_2001000	0.61625
RAPGEF6	0.3417
KIAA0020	-1.18233333333333
NEIL1	-0.087
C16orf45	0.24025
RBM10	-0.2505
C10orf125	-1.263125
MRS2L	-1.06125
DNAH17	-0.93
C19orf10	-0.9605
C1orf160	0.81025
SLFN12	0.91225
EXOC3	0.2205
HIST3H3	0.1825
NCOR2	0.353333333333333
TNFRSF9	0.2575
MFSD8	-0.12175
ALX1	-3.69016666666667
NOL1	-1.73175
PODN	2.39425
TIAL1	-0.93975
HIST1H1E	-0.1505
NPY6R	0.3045
TM4SF4	0.922
CORO2A	0.43525
ETNK2	-0.814666666666667
APOE	-0.2125
ANGPT4	0.8675
HDGF2	0.09375
G30	0.704
ST8SIA4	-0.756625
F2RL1	-0.327
FAM19A4	-3.134
CCAR1	-0.91175
B3GNT7	0.33875
OPHN1	-0.5933
DSCR6	-1.0935
C21orf13	0.828333333333333
GAS2L1	0.370916666666667
RFX3	-0.190333333333333
COPS4	0.180625
BCHE	-3.473
BCL2	3.51325
HBZ	-2.82816666666667
ARL13B	0.22875
MAPBPIP	-0.021625
MYO15B	-0.557625
SPZ1	-0.04725
KIAA1324	4.26066666666667
PLCL2	-0.687
C4orf29	-1.35425
WDFY2	-1.111125
ZNF284	-0.5935
