Hybridization REF	TCGA-A8-A075-01A-11R-A084-07
SFRP2	2.88058333333333
RIC3	-1.316
ART1	-0.2715
C6orf1	0.46525
DUS4L	-1.917
C10orf104	0.395
TNFAIP6	2.0695
RTEL1	-0.489
CCT4	-0.2285
ZNF709	-0.77975
CHMP6	0.322
UPP2	0.5485
CYP19A1	-2.241125
CD151	-1.45416666666667
NDUFA13	-0.521166666666667
ARFRP1	-0.465833333333333
FAM26B	2.03975
CRYBA1	-1.3985
MRPL41	0.102166666666667
NPFFR2	3.671125
HRH2	0.346
SCAMP3	0.126166666666667
MTMR6	0.5674
MTG1	-0.342666666666667
UBTD1	1.64225
CRABP1	-0.443
FLJ33790	0.0945
KIAA1908	-0.691666666666667
GPR158	1.242
PACSIN3	0.5285
OMD	3.90383333333333
CATSPER1	0.537333333333333
HOXB8	-0.828875
FBXO46	1.5045
OAS1	1.12133333333333
SVIL	-0.63375
PHB2	-1.02375
ADCY3	-0.9725
NDRG2	0.531166666666667
ERMAP	0.6943
APBA2	-1.06166666666667
IGSF9	1.119
WNT6	-0.325928571428571
MYCBPAP	-0.17475
ATP2B2	-0.2258
CPVL	-0.5757
TRAM2	-0.45425
NOP5/NOP58	-0.08
ZNRF4	-0.2
TLK1	0.00525000000000002
MTMR12	0.142214285714286
ZNF384	-0.361833333333333
FAM9B	-3.20625
RPN1	0.8641
PMVK	0.43475
EIF3D	0.0388
SIX2	0.4305
HPS1	0.539
RNF7	0.2515
PSKH2	0.488
KCTD13	0.1205
CSMD3	-0.5239
FBF1	0.3975
IL8	-2.524125
SERPINB13	0.401727272727273
FBXL20	-0.23025
BLR1	0.34975
SH2B1	-0.4435
RFNG	0.012125
RAB20	1.51616666666667
RBM7	-0.159
POLR1A	-0.0445
TMPRSS4	-2.726
TAF9	-0.8765
TERF2	-0.1045
TNFRSF1A	0.268583333333333
ACADVL	-0.275833333333333
GTF2H5	-0.10275
EDG8	-0.378666666666667
C9orf140	0.16475
UST6	0.44175
ZBTB8OS	-0.719
ZNF710	0.654
GPR174	-1.4205
ATP6V0A2	-0.118
KIAA0319L	0.184666666666667
XKRX	-0.2165
DOPEY2	1.2118
SDHD	-0.307833333333333
SUMF1	1.688
OSM	2.6155
OPN3	-0.0805
DAGLB	0.114
PPFIBP1	0.9877
TRIM63	-3.549
C10orf53	0.458
LYPD3	1.17316666666667
BCL7A	-0.31975
AGER	-0.935
TCF19	-0.136375
SAT2	-0.51
PFTK1	0.480666666666667
GABRE	-2.5885
C15orf38	2.039
FIS1	-0.333
KCNV2	0.16275
CLPS	0.7545
PPCDC	-0.341875
FOXN2	0.628333333333333
NT5E	-2.4368
CD83	0.60725
IL18	0.872625
VPS16	0.187
IGFBP2	1.37733333333333
NOTCH2	0.228
SIGLEC1	3.2345
CD93	4.3365
SULF2	-0.595
CEP164	-0.042125
P53AIP1	-0.0828333333333333
TOR2A	0.1905
ZNF136	0.147
MGP	3.6259
CCDC144A	-0.169
TRPC1	-0.944166666666667
SMS	-0.721666666666667
MAPK7	-0.330833333333333
RRAGC	0.57975
PARD6A	0.00633333333333333
NUB1	0.152166666666667
SYNGR4	1.04875
OR11H12	0.563
WIF1	0.079875
GCH1	1.00775
OR11H4	0.1735
SLC44A5	-0.2175
GPRIN2	2.37216666666667
LOC401431	0.75
CPA4	-3.1564
MELK	-1.25177777777778
IL15RA	1.0185
CUL3	-0.200375
HMBOX1	-1.67
PODXL	-2.98525
CCT6B	1.00983333333333
COMTD1	0.9815
MUC20	2.27766666666667
GPX2	-3.66175
ITK	-0.667375
FBXL5	1.3515
C13orf27	-1.2175
DEFA5	0.88
TRHDE	-0.149
MTP18	-0.246833333333333
UQCRQ	0.1789
ITGB2	2.35333333333333
CSRP2BP	0.50575
TAS2R44	1.1425
PHPT1	0.06775
FAM44C	-0.51525
ERH	0.425
MPHOSPH1	-0.793666666666667
MORC1	-0.5065
PARVB	-0.8755
LAMA1	-1.86975
PGBD3	0.57025
GIMAP6	3.62125
AREG	0.293
LIPT1	-0.12675
MGC99813	-1.2465
C1orf201	0.290833333333333
GRIN2A	-0.8445
MAN2C1	-0.523625
NSUN5	-1.0055
SF3B5	0.5915
MYC	-1.5315625
NRXN1	-1.22383333333333
ZNF18	0.04225
SPDYA	-0.22925
SLC37A1	1.171
DECR2	-0.2465
ANKRD38	1.877
SPTLC3	-0.402416666666667
SUPT16H	-0.83975
DTWD2	1.7615
ULBP1	-0.745
ZADH1	-0.223166666666667
OIP5	-0.994
IL10RB	0.548
OTUB2	0.802
VWA3A	0.243666666666667
SPIC	0.234833333333333
OR6C4	0.1325
PSCD4	1.90166666666667
DPY19L2P2	-0.6925
TRAPPC6A	0.732333333333333
C21orf2	0.313333333333333
CEMP1	-0.25325
LIN7B	0.0725
E2F7	-1.45433333333333
VCP	0.1205625
LAMA3	-0.28775
BGN	2.006
GPR160	1.69616666666667
COCH	-3.98166666666667
GPR81	2.01016666666667
APOBEC3F	-1.654
tcag7.1017	-0.97875
C1orf32	0.311
SCGB1D2	6.57875
FLJ43987	0.26
C6orf170	0.687
KLK9	0.757
GPD1L	1.518875
VPS37B	0.827
ATG3	-0.208166666666667
ADAMTS17	-0.0035
KLHDC2	-0.170666666666667
NDUFV2	0.607
BLK	-2.00875
MATN4	-1.0075
GPM6A	-0.380625
GBP4	4.061
TMEM162	0.021
PKP2	0.3695
HRASLS	-2.74966666666667
MMP1	2.8265
SFXN3	0.2041
FSD1	-1.582
ST6GALNAC3	-2.7175
CA12	2.7264
NCOA6	0.24775
C19orf58	-0.4275
PPP4R1	0.591166666666667
MAN1A2	1.76166666666667
IKBKAP	-1.06875
UPF1	-0.0761666666666667
KIAA1219	0.251
WNT16	-0.25525
SNW1	-0.064125
IL18RAP	3.5815
RPP30	-0.202125
CDC40	0.4445
SETD3	0.221
SLAMF6	1.55075
ELK4	-0.159
TRIM47	0.0825
ACOX3	2.179125
TRIM6	1.070375
KIAA0372	-0.7995
TP53AP1	0.16725
SMURF2	-0.5015
ADAD1	0.394
EBP	-0.6753
KRTAP13-2	0.0505
FLJ36874	-0.446166666666667
TOR1A	0.1445
P2RY4	1.122
GPBP1	-0.89725
TRPV1	0.33025
ADAMTS12	0.611
PES1	-0.465
ATG4A	0.529333333333333
MAGEA10	-4.622
WFS1	2.03425
CC2D1B	-0.3135
PABPN1	-0.414875
SLC25A30	0.66325
SLCO1C1	-0.413166666666667
SLC22A5	0.263
KIF23	-1.198
SYN2	-0.697833333333333
ASPN	8.19433333333333
CENTG2	0.80625
QSOX2	-1.9202
FLJ10815	0.111666666666667
STK24	0.252625
SPEG	0.6091
STK10	0.631
DACT2	-2.361
AAAS	-0.39975
SSX3	-1.82525
ABCD3	0.6723
C4orf12	-0.394375
PARVG	1.097
FIG4	0.781
C9orf46	0.7175
TMCO6	-0.99
IGHMBP2	-0.862
DUS2L	-0.409
FAM3C	-0.6774375
TMEM16D	-2.553875
DCTN4	-0.14525
KCNH3	1.107
EIF2AK2	0.67125
AP1S3	0.70175
CST4	1.1695
PAM	0.1591875
NUTF2	-0.58025
CITED2	0.6952
SLC39A4	1.409
C2orf52	-0.4
GRM3	-0.20575
C12orf49	1.22675
CCDC49	-0.4947
GRAMD1B	-1.011375
FNDC4	0.4285
SIAH2	0.593125
GDPD4	-0.2345
C21orf87	0.196
ATP5A1	-0.0263333333333333
C16orf63	-0.249125
LOC388135	1.39016666666667
ATP5J2	-0.79775
MMP3	4.028
EMID2	-0.37875
CRHR1	0.5715
WDR70	-1.3255
C13orf31	2.25125
ZFAND1	0.42175
CCL18	4.20066666666667
C3orf49	0.054
RINT1	-0.708
KIAA0408	-1.68
F13A1	4.3185
SLC10A1	0.162333333333333
OGN	2.71825
GIPC2	-2.34033333333333
XPO6	-0.0513333333333333
LCE1A	0.8685
FMR1	-0.4285
LOC374920	-0.307
DUSP3	0.322
ANKMY1	0.47325
C7orf50	0.41325
BBS9	0.3918
UNC119B	0.03225
C9orf72	-0.720875
MGC35440	-0.20275
ENTPD6	-0.309875
PPP1R2P9	0.28225
ERCC4	0.37975
FAHD2B	-0.541
HMHA1	-0.431
HACL1	-0.72425
RAD23A	-0.614333333333333
FAM83B	-0.30125
PPP5C	-0.213833333333333
RNASEH2C	0.42675
C9orf153	-0.54675
SCAMP4	0.57975
GHITM	0.6795
NDUFB7	-0.290875
ADCYAP1	0.0536666666666667
SP110	2.41266666666667
MAP3K7IP2	1.22725
DHH	-0.204
AGRN	-0.079
WDR33	0.287833333333333
CEP290	-0.131166666666667
PRPS1L1	-1.96033333333333
KLRA1	-0.6575
GPR97	0.172
CHD7	0.371083333333333
TLR10	1.173
SLC30A8	0.062
HIC1	1.4075
IAPP	0.6745
RXFP4	0.27875
GP1BB	0.83475
SHQ1	0.2655
NKX2-3	0.613333333333333
API5	0.10175
FTHP1	0.052
MOV10L1	0.0291666666666666
TRIM6-TRIM34	2.62366666666667
ADHFE1	1.458
FAM117A	-0.933
DDI1	0.582833333333333
CDON	-0.9625
TRIM73	-1.4975
IGKC	6.228
MMP14	0.0289166666666667
DYNC1LI1	-0.41325
C11orf66	1.0375
TRBV3-1	-1.08075
FASTKD5	0.092
BIVM	-1.43975
LHX4	-0.1055
CXCL2	-1.2445
RAB2B	-0.411
IZUMO1	-0.26475
MAP3K15	-1.41725
FAM19A2	-0.0206666666666667
ZC3H8	0.439166666666667
ZMAT1	0.523
SPINK5L3	-0.9445
SLC10A6	-0.0415
APPL2	-0.457125
CARD10	-0.7285
LOC402176	-0.217875
EEF1D	1.7055
RAB6A	0.8619
C12orf5	-0.47225
PAPOLG	-0.08125
MSRB2	1.31225
BCR	0.224388888888889
PUS3	-0.02425
TIAM2	-0.1895
ZNF317	0.203333333333333
CHD2	0.0346428571428571
FZD5	-1.47754545454545
NUDT8	0.3885
ZNF763	-0.01
PRC1	-0.803888888888889
ABCB9	0.863833333333333
SPATA3	0.09775
TRAK2	0.49125
STAB1	3.131875
LRRTM2	-0.021
psiTPTE22	1.15175
DBI	1.445
SERPINA11	1.14075
NAT5	0.016
C20orf58	-2.00725
RPS6KA4	0.395333333333333
FLJ90650	-0.0285
TGFBRAP1	0.802
CHRDL2	0.89975
FAHD2A	-0.952666666666667
CNTN1	0.0485
BBS4	-0.4056
TMEM181	-0.9135
MINPP1	-0.4735
MPHOSPH6	-0.277666666666667
HOXC10	2.4151
ITPKB	0.4385
CLPTM1L	0.558625
MEOX2	-0.1835
ATP6V0C	1.144875
PRPF8	-0.633166666666667
TMC5	2.215
FKBP3	-0.3945
PLEKHB2	0.28275
OR4D6	-0.4315
ZNF544	-0.1761
D2HGDH	0.2385
RPL18A	-0.7226
HEL308	-0.57575
MPP6	-2.16075
TCERG1	-1.379
KRT16	-1.51683333333333
KLF17	-0.5485
KLF5	-2.575
CDR1	2.399
VCX3A	-4.699
FBLN2	1.750125
C14orf104	-0.5385
HBE1	-4.8158
OR4S2	0.096
C1orf108	-1.0785
ROBO4	3.1995
CPEB4	0.23825
C11orf80	1.465
BCKDHA	0.975833333333333
MYOC	-0.11325
GIF	-0.4845
CKMT1A	2.0955
RPL3	0.0119
THBS1	2.959125
APOO	-0.58175
ARMCX1	0.4205
HSZFP36	0.4175
SNAPC5	-0.42525
EIF4ENIF1	0.36775
ZNF433	0.07225
TNFRSF21	-0.782625
TMPRSS7	1.3925
SPATA18	0.7664
HPDL	-2.981
MKL2	0.8143
TBX3	-0.651307692307692
C21orf93	0.157166666666667
DAXX	0.05125
ELMO1	-0.24975
RGS13	1.79083333333333
TAF11	-0.32725
UNC13A	-2.3315
LOC653314	-0.5515
ORC3L	-0.0685
IMAA	-1.9305
TARBP2	0.49975
CABIN1	-0.3587
TRIOBP	-0.2928125
HIST1H2AC	0.540125
RGS22	-1.89683333333333
NCOA1	1.19083333333333
IL25	0.68
SNCG	3.6135
GPR6	0.293
AMDHD1	-1.989
CHEK2	-0.477125
C6orf142	-0.956
DRD4	0.8265
C14orf68	-0.885
GDF11	-0.7835
SEMG2	0.8955
CD247	-0.30225
CDAN1	0.001
RBMX2	-0.155166666666667
TGS1	0.1975
OIT3	1.007
SYF2	-0.5865
MCM4	-1.800625
PKHD1L1	1.958625
CEP192	-0.4655
IFT88	0.90075
RPL9	0.201
RAB32	0.383375
DDX43	0.31625
P2RX2	0.434166666666667
OR5D18	0.509
UBE1	0.561333333333333
SLC24A1	1.09025
ARHGAP5	0.00775
CETP	-0.9285
KIAA1731	-0.217666666666667
SLC9A4	0.8225
PTPN6	0.97525
BAHD1	1.11575
GRIK3	1.0155
CACNB2	-0.865
PDE10A	-0.957
DGCR14	-0.612
PCDHB9	-1.6435
RHOQ	0.0671666666666667
MAP3K4	-0.455
KTI12	-0.204833333333333
RPL23AP13	-2.745
GNG11	-1.31775
CLCN3	0.000166666666666676
GPAM	-0.1685
VSTM2A	1.3915
SLAMF7	4.47683333333333
INTS2	-1.1835
PPP2CA	0.3355
LRP12	-0.1382
SEC14L2	0.917222222222222
DKFZP586H2123	1.432
MC3R	0.645
CIRH1A	-1.48116666666667
HIST1H2AB	0.258
POLH	0.136875
MGC16703	-1.82
SNAPC2	0.2405
FILIP1L	1.51
RASGRP4	0.9585
LRRC1	1.67575
GAS1	1.277
PRAC	-0.86025
DGKA	-0.190666666666667
NT5C3	-0.7275
PEG3	-4.43883333333333
NADK	-0.85975
PRR17	0.959
LOC374569	0.91625
SGSH	0.3835
NLRP8	-0.102
GALT	0.2845
MCF2	-3.1065
ZNF263	1.13125
TACSTD1	1.70816666666667
TYR	-6.5092
ATP6AP2	0.44
RNUXA	0.1695
ABHD10	0.0919
GDPD2	-0.22925
SLC35C1	0.83
UBE2A	-0.238875
HERC5	-1.59316666666667
FAM112B	-4.0165
FBXL16	0.5065
DKFZP434A0131	-0.445
ELA3A	-2.3245
RBM41	-1.611625
HAO2	0.778
RNH1	-0.013
SHANK2	1.31816666666667
OSBP2	-1.696
DAK	0.0545
C3orf58	-0.62175
TCL1B	3.2745
KBTBD2	-0.270375
SUGT1L1	0.098
UBE2E2	1.37116666666667
MYL9	2.794875
CDC23	-1.13866666666667
PBXIP1	0.2081
CXorf40B	0.327
NBL1	1.522
RTBDN	0.3095
RAB11FIP5	0.3015
TTTY13	-0.44
SCOTIN	0.30875
SOHLH1	2.8125
CDKN1A	-0.482857142857143
NCK1	-0.05375
ZNF550	0.1095
SAPS3	0.8065
SPIN3	-0.028
MAGEE2	-0.02975
MIS12	-0.812166666666667
OR8H2	0.678
KIAA0774	-0.5585
UNC5D	-2.4965
CUL7	-0.3385
LIPC	-3.41583333333333
DIO1	-0.03025
C20orf11	0.8405
CTRL	-0.3685
HS3ST2	3.3175
PAK4	0.885333333333333
CCRL1	3.83375
RNF10	0.323875
ZNF567	-0.038
ZNF660	-0.6515
TCEAL3	0.863
MAGOH	-1.70016666666667
CENPB	0.270166666666667
C19orf7	0.409375
LOC388965	-0.2225
ZCCHC13	-0.1615
JMJD1A	-0.5303
HIST1H4H	0.6685
TBRG1	0.0433
GPC3	-4.822125
TAF1C	-0.477875
EBNA1BP2	-0.875
CIAPIN1	-0.451
PDGFRA	-0.238444444444444
CSTB	0.09275
CENPI	-1.38216666666667
GTF2E2	-0.464333333333333
RPP21	0.09625
CCNF	0.093
KCNQ3	0.8675
FAM79A	1.05175
SLC22A12	0.541
NOVA1	-0.290166666666667
FZD3	0.2733
AKAP8	-0.1995
SOCS5	0.16875
CFDP1	-1.374
DLG5	0.569
PGM5	-0.196
C1orf144	0.381
HDAC10	-1.0285
RND2	-0.724
C20orf199	-0.561
RNMT	0.06625
SLURP1	2.360625
ASTN1	-1.02775
SH3BGR	1.7665
MYCL1	-0.432
ZHX1	1.04933333333333
CENPK	-2.43775
FOSB	0.8217
LOC643406	0.141625
C2orf59	-0.043125
TMEM135	0.633375
SLC27A2	-3.2535
KRT33A	1.904
OVOL1	1.293125
PAMCI	-4.58
S100A7	6.8575
ZNF789	-1.1175
HARS2	0.25325
RPL23A	-0.781333333333333
TCF23	0.3445
UPF3B	-1.6295
C17orf78	0.357
HLA-DOB	1.201
C14orf142	0.094
TEKT5	0.932666666666667
DMWD	0.5335
POLD1	-1.492
GSCL	-0.5025
CALD1	0.393
SCRT1	0.328
AIG1	0.9705
UNC84B	0.085
ZNF404	0.9405
TMED6	-3.411
KIAA1462	0.924
LRRC27	0.985666666666667
PYGO1	-0.4095
PIGU	-0.069
ALAS2	-3.611
WRNIP1	0.47275
CNNM3	0.59
ZNF2	0.77625
ST3GAL5	-0.718
MRPL23	-0.31675
TSSK6	0.03875
PSMA6	-0.1285
C16orf70	-0.42225
KIAA1602	0.5005
ALMS1	0.022
DCN	2.143375
TMEM132D	-0.91275
SUCLG2	0.021
ABHD14A	0.0825
DEXI	0.476333333333333
AMPD2	-1.135
IFNAR2	0.3505
CYB5A	2.6243
TLOC1	0.32195
NXF5	-0.355333333333333
NRBF2	0.414
KCTD3	0.9705
ITGAE	-0.171833333333333
SLC30A3	-1.444
ZRF1	-1.401
IFRD2	-0.1275
XAB1	0.01375
PYCR2	0.0456666666666667
SERPINB3	-4.429
TMLHE	-0.1116
GEFT	-1.97225
ABCA5	-1.525
EMR4	0.447666666666667
TSFM	-0.069
HIST3H2BB	-0.06075
ARHGEF19	0.499
TSPAN17	0.693333333333333
ABCC8	2.1885
MAP1S	-0.109833333333333
C22orf36	1.126
BNC2	0.135214285714286
HIST1H4A	-0.3555
NDUFS3	-0.077
WDR3	-1.4665
XKR4	-0.557
TTC33	-0.599857142857143
STMN2	3.16225
CPN2	-0.7785
HSPC105	1.72525
PCOLCE2	-2.90525
C3orf55	0.2605
KLHDC9	1.74
TBC1D23	0.167625
ATXN2L	-1.26358333333333
MAP2K3	0.1085
SCAP	-0.22025
ZNF486	-0.1635
C20orf96	0.247
NARS	-0.838
ADAMTSL1	-0.598857142857143
PRCC	0.151
CCDC126	0.948166666666667
ZNF675	-0.41575
CALCOCO1	0.14825
ANKRD43	3.6085
CWF19L2	0.182833333333333
ZBTB32	1.95316666666667
BRAF	-0.247
ODF4	0.4305
MGC14376	1.40683333333333
HORMAD1	-2.07583333333333
AAK1	0.27975
PEBP1	-0.11825
TNFSF5IP1	0.272333333333333
DKFZp564N2472	0.69125
RMND1	1.595875
IGKV1-5	4.95425
COL1A2	3.04458333333333
SERPINA5	-1.43225
AANAT	0.6205
C19orf21	1.516
GEMIN5	-0.72525
UBR4	-0.251333333333333
LTBP3	0.976833333333333
AMHR2	-2.47483333333333
PROCR	-1.02325
MYBBP1A	-0.62675
C20orf39	2.28616666666667
ZNF697	-0.58875
PASK	-0.6624
ZNF776	0.757166666666667
RFXDC2	-0.144625
KIAA0467	-0.3615
C10orf96	-1.4465
ZNF503	-0.7435
GULP1	-0.981833333333334
KCNE4	0.485
DKFZp434K191	-1.13725
LOC196913	0.684
BHLHB4	0.7635
CH25H	-0.3295
LOC81691	-0.0611666666666667
ALPL	-0.457357142857143
COL12A1	3.490625
FOLR3	-0.7885
GPR123	0.429125
TRIM62	0.1685
ABLIM1	0.276
MAST3	-0.64775
RHBDD1	0.928666666666667
LOC338809	0.749
RYBP	0.97
TTC26	-0.269
ZNF22	0.304333333333333
ISCA2	0.66125
RDM1	-2.353
PIGM	0.7775
GNB3	-0.981
ACTR2	0.8802
HMGB1	0.4499
EDG1	1.459
SOAT2	-2.587
OR10AD1	0.654
RAP1GDS1	-0.507833333333333
LCE1F	0.07
ESM1	-0.4315
RCN3	2.3895
CREBL1	-0.464
DBNL	0.409
PTGER3	1.655875
USP30	0.802666666666667
BCL2L12	0.104166666666667
KIF26B	2.2745
ZNF416	1.02025
ZNF225	0.7905
C17orf70	0.12325
ZNF554	0.52675
RAE1	-0.360333333333333
TNIK	-0.0818333333333333
ACTN3	0.853
MGC45922	1.0125
CCNA1	0.2835
RYK	0.814666666666667
IL26	-0.49
LRP3	0.907833333333333
QARS	0.6205
SOX7	0.163142857142857
BID	0.07825
OR2S2	0.2845
CXCL14	5.1975
C11orf47	-0.406
MGC29891	0.658
HSPB8	0.7545
PRDM14	-1.4495
NUFIP2	-0.252
MNAT1	0.039
ZDHHC2	-1.34941666666667
MBNL2	0.214875
ADD3	0.7005
CSNK2A1P	0.0635
KLK6	-2.197
TMEM111	0.948
KIAA1279	1.0665
NUBP2	0.442166666666667
RAB42	-0.03225
ID3	-0.6879
TM9SF1	-0.15975
MDP-1	-0.309
POU4F2	0.1925
IQCK	0.382
C16orf14	0.11675
CAPN3	-1.515
FAM43B	-0.23975
RECQL	-0.19075
AP1G1	0.0972857142857143
CTNNBL1	-0.176333333333333
ECHDC1	-0.116166666666667
SMARCC1	-0.2187
FOXQ1	-1.491875
GNAI3	0.00583333333333333
POLG2	-1.5435
CD4	1.493625
ITLN1	1.206
EBI2	3.88175
IRF1	1.28975
PTPRE	1.3143
PTK2B	-0.34825
NXNL2	-1.746
SOX4	-0.182055555555556
TSPAN3	-0.605833333333333
SH2D1A	-2.06983333333333
C8orf58	-0.259833333333333
USP20	-0.93
DUSP22	0.00816666666666667
CALB1	-2.5165
L3MBTL2	0.88675
MCRS1	0.25975
TMEM118	-0.813
C18orf8	0.839833333333333
FLJ10241	-0.057
GJA12	1.43625
PKD1	0.241833333333333
ZFP3	0.3355
JAM3	-1.43225
LAPTM4A	1.1142
DIRC2	-0.15925
KIAA2022	0.588166666666667
MYOM1	-0.134333333333333
TRPM8	-1.98666666666667
MOP-1	1.301
PHKG2	-0.009125
ZNF650	-0.314375
KIAA1522	0.936
PSG8	-0.959166666666667
DDX19B	-0.539
MOBKL1B	0.9245
DIAPH2	-1.21491666666667
PTPN12	-0.10225
CLN8	0.6681
CRYZL1	-0.179833333333333
CRY2	0.596333333333333
FCGR2B	5.12733333333333
PNPLA4	1.365875
ZNF454	-0.8325
DKFZp434B1231	-0.3085
CLDN11	-0.0412
RFWD2	0.563333333333333
CIB2	-0.554333333333333
MXRA8	4.1415
HRK	-0.388
MAML2	-0.45575
C4orf31	-0.29325
C6orf192	-0.31025
COG6	1.329125
FAM5B	-0.76975
NFATC1	0.0592
SEPT10	-0.35475
SCYL1	0.2676
RPP40	-0.76425
SCOC	0.2711
KIAA1450	0.14425
CTDSPL2	0.10675
TBX5	1.50433333333333
NAPG	0.86925
RHD	-4.665
C14orf45	2.022
ZBTB22	0.6075
PLCG1	-0.764
ANKRD10	-1.25125
AQP7P2	0.4775
TAGLN2	-0.238666666666667
HTR2C	-1.80316666666667
SLC16A7	-1.202
C17orf83	-1.0065
TSGA14	-0.58325
MDH1	-0.56625
PPP3R2	-0.0856666666666667
DCBLD2	-2.38871428571429
RBM33	0.4545
DPH3	-0.33225
SYT10	-1.062
FMO4	1.034875
THYN1	-1.523
DRD5	-1.913
OTOR	2.221
PGRMC2	0.4399
KATNAL1	-0.175375
PAQR6	-1.2415
UBE2I	-0.07875
C14orf28	1.045
C8orf70	0.8595
FLYWCH1	-0.536875
ANGPTL3	-1.36775
GLRX2	0.483166666666667
ATP11A	-0.603714285714286
ARL5B	0.85475
MUC16	-2.88675
SLC25A5	-0.8565
ACRC	-0.6775
MYO1C	-0.038875
FAM89B	1.03533333333333
FAS	-0.0385
KIFAP3	0.72775
GLRA2	0.745
BTN3A2	0.6123
CNKSR3	-0.98525
CSTF3	-0.727833333333333
ARPM1	1.51975
KIAA1530	0.689
C9orf150	2.15316666666667
PRKCI	0.45475
tcag7.1015	-1.0245
SOD3	-0.9305
ZNF574	0.58525
CYP21A2	2.63025
RPL12	0.09675
COMMD2	-0.607
WIZ	-0.53175
LOC344405	-2.4405
ALDH4A1	-0.887529411764706
CRYAB	2.335
COPA	0.5906
PCDHGA7	0.945166666666667
KIF11	-0.193833333333333
RASD2	-0.69625
SLC26A3	0.4295
ZNF175	0.362
JAKMIP2	-1.678625
C8orf4	-1.20116666666667
PTHLH	1.24175
SLC40A1	3.44625
OR7D4	0.348166666666667
PCDHB17	-0.6715
CD36	3.08342857142857
C6orf203	0.8217
PRKG2	-1.7575
LOC400566	-0.35025
ANAPC13	0.8025
SLCO3A1	-1.56575
ZNF692	-0.679
FANCL	-1.346
SH3GLB1	0.628
C12orf61	0.2465
KBTBD6	0.80725
SUPT5H	0.24875
XRCC6	-0.3002
HUS1B	-0.9858
FAM133B	-0.613714285714286
LOC728276	-1.0555
KCTD18	0.79525
SOS2	0.144666666666667
CCDC99	-1.559
C1QTNF5	3.21
NNAT	0.990833333333333
USP16	0.533
LARS	-1.081875
ZBTB2	0.70675
ABO	-0.061
TRAF3	0.11325
GALNT5	-2.251
NAP5	-0.067
ALG14	1.283
KIAA0515	-0.00369230769230769
WDR75	-0.454333333333333
TEX261	0.670833333333333
LY86	1.1005
LOC389072	-0.965
FLJ13611	0.3185
MRGPRX2	0.668
SNRPA	-0.880125
OR2G2	0.9885
GPRASP2	0.27425
C7orf42	0.4177
C9orf163	-0.461
CYP11B2	0.8785
FCRL3	1.63716666666667
PRDX1	-0.68525
FGB	-5.86616666666667
COX17	0.688666666666667
C16orf33	-0.291
PIWIL1	-0.508166666666667
FOLR1	-0.244666666666667
KIAA0082	-0.02075
FREQ	-0.535666666666667
TMCC2	-0.709833333333333
TCF12	-0.0725
ZNF721	0.80275
FAM130A2	0.24475
POU4F1	-2.51725
SNRPF	-0.927375
SGIP1	2.08633333333333
ZNF641	0.989
EMG1	-0.788625
PRRG4	1.627
HIRA	-2.978
MYNN	0.800333333333333
AEBP2	-1.03875
TBXA2R	0.0226666666666667
ISL2	-1.6935
PCDHB11	-1.409
RNF144A	-0.643125
MARCH5	0.756875
DULLARD	-0.229833333333333
DCLRE1B	-0.290666666666667
ITGA8	1.41425
TP73	0.1515
PRKCD	1.79
NDUFB4	0.43675
ATP13A4	0.11025
ANTXR2	-0.330833333333333
COL4A3	-0.425333333333333
MYO10	-1.9524
SLC6A18	0.555
PEX1	-1.03625
TMEM74	-0.899333333333333
RBM19	-0.00225
TAPBP	0.7267
RUNX1	-0.0800000000000002
MID1	-1.074
GPR64	-1.485
RASEF	3.4495
GABRG1	0.00842857142857144
MYO16	-1.007
DBF4	-1.55733333333333
TSHZ2	1.92625
RIPK2	0.79025
PPTC7	-0.2675
KIF4B	-0.8335
LRRC31	4.15975
ZNF540	0.72425
EFNB3	0.3105
LOH12CR1	-0.391
STON2	0.367833333333333
GLP1R	0.282
CSTF2T	0.372
IREB2	-0.35175
GRSF1	0.421
PDCD7	-0.704833333333333
LRRC43	0.619
CNR1	-0.287666666666667
IL1F7	-0.791
C12orf64	-0.1685
FAM69B	-1.13325
NR2E1	-2.52083333333333
MS4A6A	2.7018
FTL	0.4682
C7orf36	0.1705
PCLO	0.312
DYRK2	0.631166666666667
ARIH2	-0.49375
SAMD7	0.059
SCNN1D	-0.73275
SLC32A1	-0.426
C22orf25	-0.248
MRPS18A	0.4068
GPR112	-0.2765
EARS2	-0.38775
ERN2	1.2265
ATPBD3	0.3095
PRH2	-0.9185
CDKN2D	-0.351
PGLYRP2	2.18475
TRIM40	-0.42625
SEC14L3	0.307333333333333
SLC22A1	-0.082
BTN2A3	0.13225
RASA4	-0.386
CCNL2	-1.09116666666667
MYBPC3	0.515
GJA4	2.6185
CDC42SE1	1.194875
TRPV2	-0.32075
MYPN	-4.0026
SIM1	0.2315
CDADC1	-0.214416666666667
ZFHX4	0.41675
NIBP	1.37616666666667
ADAMTS19	-1.57975
ABTB2	-1.35175
TSPYL2	-0.2315
EIF2S3	-0.9103
SOX30	-0.189
AP2A1	0.0655
DKFZP564O0523	-0.884666666666667
LOC285398	0.58875
CDH18	-5.3295
CHL1	1.685625
GATS	-0.7833
TBC1D2B	0.575166666666667
OR1J1	-0.2285
GSN	0.870166666666667
DPCR1	0.273125
GARNL4	-0.395833333333333
SMARCA5	-0.692
PLEKHG3	1.3745
ZBTB45	1.176
