Hybridization REF	TCGA-B6-A0RV-01A-11R-A084-07
LOC388419	-0.065
GSG1L	0.0288333333333333
RAB24	-1.02008333333333
SLA2	0.2715
SDS	2.659
LYPLA3	-0.2565
CASQ1	0.24525
SLC25A40	-0.0961666666666667
IRAK1BP1	1.13075
ACOT6	0.76475
COL9A3	-4.80775
ASB11	-0.018
C2orf18	1.34066666666667
FOXD2	1.012
C6orf211	2.06225
OR8G1	0.2305
MDGA1	0.56725
ADARB1	-0.545625
GGT1	-1.332
WNT1	0.25
DBP	-0.157
COL5A3	0.3625
RHOD	1.07375
COL4A2	0.726
LOC201164	0.23725
HEBP1	0.08725
LUM	1.27883333333333
ZCCHC6	0.26825
PAGE1	-3.115
DTX2	0.4415
SLC7A13	1.704
H3F3A	0.486642857142857
RABIF	-0.144875
D4S234E	-1.083
DYRK3	0.011
PFAS	-1.69416666666667
ALOXE3	0.1905
RPLP0	-0.0701428571428572
RBM34	-0.554333333333333
C12orf28	0.536
U2AF2	-0.253333333333333
MKNK2	0.5555
SEC16A	1.04491666666667
ZNF44	0.6066
YWHAG	-0.1315
IGF2BP2	-2.80833333333333
OR1D5	0.238
SIX6	-2.86725
CCR6	0.76125
PALM	1.311
PUM2	0.430142857142857
SPRYD5	-1.667
ALG10B	-0.34325
ZNF365	0.051
PHC1	-2.239
KIAA0913	-0.0785
ARX	0.699375
PPP3CB	0.825666666666666
IRX6	-0.2691
ANGPTL4	-1.9015
LSM14B	0.2644
PCDHGB7	0.8665
INSM1	0.758166666666667
WBP2NL	0.307
ZNF493	-0.0626875
NGEF	-3.1135
RNASE13	0.4465
SPPL2A	0.4145
SFXN1	-0.72
FAM102A	0.83725
SAPS2	-0.124416666666667
JTV1	-0.8195
OR51B4	-0.8985
SCGB1A1	0.117333333333333
NEUROD2	0.208875
tAKR	0.29025
C1orf26	0.94075
RICH2	-0.17575
TEDDM1	0.02425
CYP2S1	-0.7675
TBCE	-1.24266666666667
MAPK1	-0.64575
HDHD1A	-0.73375
MRM1	-1.486
ATP9A	-0.157785714285714
HSD17B3	-0.1975
HN1L	0.508666666666667
RNF216	0.148
HOXD12	-0.072
PPP1R14B	-0.24475
SBF1	-0.558
TAS2R42	-0.0445
USP46	0.442833333333333
LILRB3	2.16816666666667
SPI1	0.878
OXSM	-0.39625
GYS2	-0.0158333333333333
NUPL2	0.0645
C8orf46	-1.305125
SF3A1	-0.02695
C21orf99	0.125
HOXB4	0.2897
YRDC	-0.3035
GPRC5D	0.388
BLVRA	1.367125
KIF12	3.3315
LRRC23	-0.10775
FAM14A	0.190666666666667
RASL12	1.5305
DAZAP2	1.125
IKBKB	0.745571428571429
ZNF271	0.903333333333333
BOK	1.4985
CXorf6	-1.7095
MYEOV	-0.04775
BTN2A2	-0.8816
FRG1	-0.3865
HSP90AB6P	-0.165
ENOX1	-0.553833333333333
ZNF706	0.1303
DOK1	0.2197
PGAP1	-0.176
TMEM136	-1.29675
FSCN1	-2.4655
KIF17	0.9155
TRIM66	-0.3065
CBR3	0.255666666666667
C13orf24	0.238
C19orf52	-0.69725
BNIP1	0.70475
AQP3	-2.006
KRT6C	-2.68133333333333
SIRPA	0.168166666666667
IGFBP6	-1.3505
PLEKHK1	-0.15525
RNASE7	-0.162
ARHGEF15	0.69675
NPHS2	0.43225
SRD5A1	-0.654
REXO4	-1.01975
EEF1DP3	0.38075
SLC37A2	-0.084
ZNF142	0.354
ANKHD1	-0.8865
MUT	0.483
VPS37A	-0.66675
GPRIN1	-0.25575
SLC38A3	-1.624625
BAZ2B	1.343
WDR87	0.260666666666667
BRD7	-0.44475
POU6F2	-0.9105
NISCH	0.815
TCEB1	-0.3325
LINGO2	-2.52675
TAX1BP3	-1.46725
RPL34	0.445055555555556
MARK2	0.550333333333333
AKAP12	-1.581
AMBN	0.4035
SLC25A27	-0.78
FLJ21865	-0.620375
KIR2DS2	0.629666666666667
WDR77	-1.087
ATF2	-0.0194166666666667
ITFG3	-0.2405
SLC39A13	0.79125
ARL6IP5	1.080625
C10orf137	-0.429875
QTRT1	-1.23083333333333
CCNT1	0.32075
DYNLL1	0.2816
WDR53	-0.55275
LIPG	-0.646166666666667
ASAH3	0.326
HELB	-0.487
PHACTR2	0.44375
VENTX	-0.1365
LAD1	0.928333333333333
PAOX	1.5415
MAPK8	0.3545
CCDC38	0.51225
DNAJC8	-0.1675
RBBP8	0.077
WNT11	-0.3925
KCNJ12	-1.0035
HDAC8	-0.212166666666667
STARD4	-2.6165
ACVR1	0.976166666666667
C14orf65	-0.216666666666667
KLB	-1.5635
C1orf65	0.07925
ZFYVE28	0.61575
NSUN6	0.80775
KIF27	0.682166666666667
SYTL2	0.633833333333333
UBXD2	0.509
OR6T1	0.482
CCDC91	-0.0342857142857143
GRID2	0.452
CALN1	-0.411375
ZNF423	0.2085
PSMB4	-0.7275
XPNPEP3	-0.417166666666667
ARPP-21	-3.3036
SART1	-0.44425
RACGAP1P	-2.7885
SPTA1	-5.3315
C6orf113	-0.642
C7orf16	-2.53675
CHST7	-0.302166666666667
C21orf29	-0.223666666666667
SEMA6D	-0.55175
PCMTD1	2.172625
KIAA1754	-0.7785
MYCN	-0.964
KCNJ3	-0.4625
MAPK13	3.0215
ERO1LB	1.055
NTF3	1.3
NKX6-2	-0.5205
GTF2B	0.161
GSPT1	-0.593666666666667
GUSB	0.32
LOC221091	-0.0165
LIG1	-1.0015
EXTL3	-0.726833333333333
NID2	-1.8215
TTC29	0.49975
TMEM97	0.1785
EXTL2	-0.417333333333333
SUZ12	-0.709375
IL1F8	0.053
KRT18	-0.358727272727273
MRPS16	-0.372
PI4K2B	0.22075
LACRT	-0.295
OR51F2	0.178
JMJD2C	-0.208375
KGFLP1	2.57675
CDK5RAP3	-1.1289
YTHDF2	0.535666666666667
GGCX	0.83825
ARPC4	0.1685
EGLN2	0.553666666666667
KBTBD4	0.502642857142857
ROBO3	-0.8536
DEFB118	-0.515
KIAA1543	1.49475
RTCD1	0.056
MZF1	-0.02525
C18orf26	0.66
CNIH4	-0.628833333333333
ZFP2	2.1205
HTATSF1	0.506
WFDC2	1.489125
NDUFA7	0.2075
TTC22	0.503166666666667
FAM40B	-2.85175
DCPS	-1.35
SH2D1B	-0.388333333333333
MRGPRE	0.337
SBK1	0.41125
UNQ6411	0.498
OSBPL9	-0.61625
NUP107	-1.3755
MYOZ3	-0.0583
PDE4B	1.94008333333333
FAM113A	-0.6825
IDH3G	-0.0705
FBXL7	0.103
ARFGAP3	0.432
MAPRE2	-0.720615384615385
IL1RN	2.6105
KIF13A	-0.18275
RAC3	-1.058
TCTE1	-0.4795
TMEM14B	-0.838333333333333
ADIPOR1	0.207
GRINA	0.5765
CLIP4	-0.351
LRIT2	-0.0705
TFPI	-2.68664285714286
FABP6	-2.16475
SLITRK2	-0.2282
HKR1	0.43325
SMTN	-0.335
C1orf75	-0.6385
CD209	0.433625
CYB5R2	0.773
DNTTIP2	-0.3
CSGlcA-T	0.630375
GABRB3	-2.0625
PCBD1	0.9025
TAF3	0.306833333333333
HOXD3	0.800666666666667
GIPC3	-0.320833333333333
P11	0.3521
BFSP1	-1.30575
LCP2	0.56925
TAS2R8	0.8385
SEZ6L	-0.91625
NR2C1	-1.020625
EXDL2	1.0747
TNFRSF13B	-1.76333333333333
MKI67	-1.68225
GLS	-0.967
C7orf54	-0.052
LGALS13	0.107833333333333
IL4R	0.70325
SEC11A	-0.156666666666667
SPP2	0.125166666666667
C18orf32	1.0865
CLSPN	-1.393
SPAG1	1.081
C9orf82	-0.019
TM4SF1	1.28766666666667
EMILIN2	0.68775
SMG7	-0.186666666666667
TAS2R13	0.255
ZNF628	-0.028
DZIP1L	-0.685166666666667
ANKRD13A	0.0346
VASP	1.031375
ZCCHC11	-0.93325
SYPL1	0.682625
MGC34774	-0.072
C4orf28	0.3075
KIAA1211	0.644416666666667
RPS27L	-0.67625
TATDN3	-0.6785
PDCD1	0.41325
OR5P2	0.5725
IFIT1L	-0.149
MIPOL1	1.22725
OR51D1	0.4135
C1orf92	-0.705833333333333
LAMP2	0.423833333333333
CAT	0.4915
C16orf80	-1.108
C15orf32	-0.0805
ZNF746	0.3525
C1orf76	-1.6765
ATXN1	-0.50175
LAMC2	0.17675
SLC2A7	0.131
CPOX	-1.793
APH1B	1.88033333333333
LOC442245	-0.59425
CTNND1	0.668166666666666
GABRG2	-0.356625
MADCAM1	-0.426166666666667
F5	-2.79
SEMA4F	0.2515
NUDCD3	0.668125
PDZD11	-0.035
TRIML1	0.015
GCNT3	-3.1065
TMEM120A	1.33925
CNDP1	-0.289
N4BP1	-0.075625
SLC35F2	-0.97575
LCP1	-0.551833333333333
IGBP1	0.2746
DCAKD	0.0485
ELA2A	-0.74
C12orf56	-1.663375
PITRM1	-0.0355714285714286
GUK1	0.0186666666666667
RASSF8	-0.882
OR2A14	0.016
ADM	-3.51711111111111
FGD3	2.76333333333333
GHRHR	0.133666666666667
RHPN2	0.75425
C4orf39	1.03533333333333
VPS72	-0.33525
SERF2	1.02283333333333
CD22	0.5065
CD47	-0.11
PPIC	0.293833333333333
IMPDH1	0.697
ACP6	-0.394
PRKACA	-0.311375
PPP1R1A	0.699875
TRPV3	0.0715
ASXL1	-0.584375
C17orf55	-0.799833333333333
FXYD1	0.933833333333333
LMOD2	-0.205
ANKRD33	0.304
LCE2C	-0.419125
ZNF620	0.599
DKFZP566E164	-0.296
VSIG2	2.49475
KIAA1128	0.893
USO1	-0.00766666666666667
NUDT4	-0.0774285714285714
CLDN1	-1.64357142857143
OR4Q3	0.078
FASTK	0.217833333333333
ICOS	2.24483333333333
LDB1	0.411
GSTA5	-0.557
ABCC1	-1.59966666666667
FAM54A	-2.2755
PCBP2	0.079
NUP205	-1.07
ACTA1	-1.86083333333333
GABBR2	-0.9935
PIP5K1B	0.126833333333333
AGXT	-2.247
RNF181	0.008
ATP8A2	-1.06525
AFTPH	1.2720625
FGF21	0.21625
FCER1G	1.360375
SNTB1	-0.4085
SLC24A3	1.40275
TXNL4B	-1.1755
RPL10L	0.234166666666667
LOC389517	-0.6863
TSGA13	0.0115
SHOX2	-0.0386666666666667
ITGA7	-0.5676
KCNIP2	-0.722666666666667
KLF13	0.5031
ZFAND2A	0.263
CEACAM1	0.799357142857143
PFKFB4	-2.078
MED19	0.4585
LRRC57	0.192833333333333
RNF11	0.648
ANKRD32	-2.596
P117	0.10825
OBFC2A	-1.00883333333333
POLD3	0.09875
RAB18	0.939
TPH2	-0.0361666666666667
PHB	-0.472
JDP2	1.42766666666667
MORF4L1	-0.1336
POU2F1	-0.45675
CNNM2	-0.4475
LOXHD1	0.0996666666666667
ZC3H15	-0.54425
ELK3	0.267666666666667
FAM111B	0.2945
CBLC	3.91233333333333
SBNO1	-0.35675
ANKMY2	-0.23075
PLEKHA5	-0.25325
DHX58	1.37833333333333
ARCN1	-0.303833333333333
TREML1	0.122
KNCN	0.5465
SEC24A	-0.747375
PSCA	-1.58175
MGC24125	0.319166666666667
DNA2L	-0.85275
CIB4	-0.159625
HIGD2A	0.0415
TBX6	-0.421
TTLL5	-0.350833333333333
SGK3	1.831
GCN1L1	-0.7295
AMOT	0.2907
LDOC1	0.812833333333333
NRK	0.181
ASB9	-1.314
NAT1	4.9811
TRAFD1	-0.15625
PEAR1	0.722833333333333
FAM36A	0.885125
OR1S2	0.355166666666667
LOC388323	-1.96825
PGS1	-1.09116666666667
LEPREL1	-2.283
TFF1	0.70475
HAP1	0.183
EPHB2	-0.29825
ACTG1	0.0661666666666667
ZFP42	-0.2595
HAVCR2	0.0886
NME1	-0.6645
SNX26	-0.432583333333333
LACTB	-0.243833333333333
ZKSCAN2	-0.52625
C5orf35	0.18075
ANKS3	-0.66875
RBM28	-0.63025
DKFZP586P0123	-0.4325
HNRNPA1	-0.0913333333333333
BCAS3	-0.377583333333333
FLJ20184	0.7255
POLA2	-1.03416666666667
TMC7	-0.688833333333334
HSD17B6	0.125
ZNF658B	1.235
TTTY10	-0.159333333333333
RANBP9	-0.477833333333333
CPNE7	-2.41616666666667
EVL	1.51329411764706
LNX1	1.43116666666667
IFNA21	0.294166666666667
CFD	4.01475
PYCARD	0.1685
MYBPC2	-1.578
ENPP3	-2.09633333333333
ACSL4	-1.742
LOC440258	-0.0256666666666667
TMEM176B	3.35633333333333
SOX2	-4.740375
SCO1	-0.410166666666667
COMT	0.35975
AOC2	-0.342
PDLIM5	1.6155
SPHK2	0.332
NXPH2	-0.548
GPR108	0.877333333333333
RAD51L1	-0.1435
TMEM54	1.075
LETMD1	-0.682555555555556
SLC6A17	0.3285
KRT75	-0.582
STT3B	-0.702666666666667
CD3EAP	-0.0955
TMEM63A	0.7295
DUSP13	-2.838
CD1C	1.24316666666667
LASS2	0.713333333333333
AVP	0.938
PITPNM1	-2.197875
FLJ22795	-0.285
MCTP1	-1.6665
TRIM68	0.673666666666667
UCK2	-1.006
ABHD1	1.721
FAM50A	-0.21825
RNASEH1	-1.15316666666667
PCP2	1.18316666666667
OR52H1	0.7075
C20orf149	0.336
RBP5	0.845166666666667
HYAL3	-0.27125
CLPB	-0.536
SMNDC1	-0.418
DONSON	-2.0735
FLJ27523	-0.21725
BARHL2	0.177
SLC30A9	0.103
TMPRSS11B	0.01125
E2F8	-0.509
CCDC25	-0.07975
C14orf48	-0.0406
C20orf116	0.600625
TSPAN11	0.305
YIF1B	-0.9
FAM12B	0.71175
OR1L6	0.415
HPN	0.0282
NBN	1.1525
C14orf94	-0.241666666666667
OCLM	0.9515
ZSCAN18	1.1248
L3MBTL	-2.3575
TSTA3	1.47366666666667
RAC1	0.673
C19orf15	0.120666666666667
NFE2	-2.51275
KLK14	0.142
ARSF	0.2025
MAST2	-0.1555
AMICA1	3.218
GTF2A1	0.26025
ATP1A3	0.37125
TC2N	3.5459
PNKP	0.41825
ODZ2	1.9225
MATR3	0.391375
S100P	0.539
KRT82	-0.683
CA13	-0.2135
PROZ	-1.239
AASDH	0.329375
C19orf40	-0.532666666666667
DCK	-0.371923076923077
FAM5C	-1.7095
SLC6A4	-2.189
MID1IP1	-0.073625
TESSP5	0.423
TMOD4	-0.3045
DOCK2	-0.7645
TUG1	0.4825
NUP214	-1.04425
DPYSL2	-0.0114090909090909
GOLM1	2.28
MPFL	0.17325
SOX13	0.596
SDCCAG8	0.5217
KEL	-2.15816666666667
NUP210L	-2.29475
GK	-0.591
DNAJB1	0.50975
ALPK3	0.1815
CHID1	0.6148
CYLC2	0.594833333333333
IKZF5	0.9575
C8orf51	0.149333333333333
PPM1J	1.10775
GIMAP8	3.17
GPR101	0.0575
NR2F1	0.58
ACAD8	-0.092
RBM35A	2.00825
GNAI2	0.0148333333333333
METTL8	-0.371
SLC39A7	-1.122
FBXO8	0.794
CAMK1	-0.0785
RFC3	-1.14025
FAM129A	0.732142857142857
ILF2	-0.6425
FGFBP3	-1.641875
NOM1	-0.3075
PSMA3	-0.76275
ASCC3	0.6004
ZYG11A	-2.97775
SOX21	-1.498625
LYRM1	0.555
DEFB1	2.262
LOC91431	-2.81783333333333
OR7C2	1.829
FAM46B	0.810375
TMEM18	0.414375
ARHGAP30	1.1915
TMEM86A	2.16241666666667
EPHA2	-1.083
C10orf46	0.63905
TCHH	-1.338
C3orf30	0.450833333333333
LOC285636	-0.605333333333333
PAIP2	0.17175
CYP2U1	0.216375
C12orf34	1.2655
SARS2	-0.561666666666667
ZCWPW1	0.4085
SAMD12	1.733625
KIAA1430	0.24
ACAT1	-1.27725
MEOX1	3.28666666666667
ADAMDEC1	4.874
PHKA2	-0.813
CARD11	-0.816166666666667
CALML4	-1.133
TSSC1	-0.2905
TMEM45A	-1.99455555555556
MPP7	2.019625
POU1F1	0.056
SLC2A13	0.097
FBN2	-1.02992857142857
ZC3H7A	0.2266
LAIR2	-0.095
ST3GAL1	1.48183333333333
LCT	-1.52425
GEMIN8	0.518833333333333
KLF16	0.3028
HIF3A	-0.3257
FAM44A	0.252785714285714
AQP10	-1.0567
PLA2G2A	-0.9975
FOLH1	0.974333333333333
C20orf186	0.0675
MAPKAP1	-0.1155
SPRR2D	-1.3375
UBQLN4	-0.6925
RSHL1	0.163166666666667
PIAS3	0.064625
MRPL24	0.02975
GREB1	-0.408375
FAM27E3	-2.6305
NUP62CL	-0.7425
NEUROG3	0.667
REEP3	0.960916666666667
MARK1	-0.16525
LMBRD1	1.05875
PRPF19	-1.669
PNMT	0.392
CTGLF1	-1.299
SLC25A16	-0.211
EIF2B3	-1.1265
RPA2	-0.795
PAK6	1.36466666666667
CCDC26	-3.98675
SEMA3E	4.887125
MXD4	1.7348
TNFSF10	4.1976
SMARCB1	-0.311666666666667
DTX3L	1.80216666666667
PLA2G4E	0.012
PPAP2A	1.3045
ULK1	-0.901166666666667
TAS1R3	0.0135
SLC2A3	-2.76590909090909
ARID3A	-2.14575
GNG5	-0.432
ACOX1	-0.2749
KIF5B	0.45975
NUP153	-0.7395
MUC7	-0.431
CSDE1	-0.39
CLPTM1	-0.3055
C3orf23	0.0025
LRRC17	-0.380333333333333
TTYH3	-0.624875
ATP5B	-1.1245
ELF3	1.8726
CPSF3L	0.0595
ZNF665	0.108833333333333
TLR6	0.00130000000000006
GPI	-0.823375
RAD9A	-0.39775
NDST4	-3.49666666666667
AGPAT3	0.572666666666667
MAGI3	2.176
ADORA2A	-0.260625
CACNG7	-0.2845
CAMK2D	0.6555
CCHCR1	-0.61875
RPS27A	-0.1535
OR10G7	0.163
GCM2	-0.106
FAM135B	0.3016
E2F1	-1.66225
PLCB3	0.29975
OR2AE1	-0.204
COIL	-0.1005
CDC25C	-1.27833333333333
RAB11FIP2	0.433083333333333
TSC2	-0.289
CTGLF5	-1.591
CCDC108	0.2859
OR13C4	-0.2845
C10orf81	3.266
PTPRB	1.915
ACP2	0.6975
LAG3	0.707
MRPL54	0.3375
LOC201175	0.2395
ITGB1BP3	-1.46025
SPTAN1	-0.243
SIPA1L2	0.696
RCAN2	-0.449
CDX2	-0.5665
ECOP	0.1605
ACTR1A	0.232928571428571
PPARG	-1.38566666666667
BBS10	0.377666666666667
TMEM44	-0.54075
BPIL2	0.42025
CITED1	-0.26975
IRF6	3.48175
PRDM4	0.7735
RRP9	-0.7275
OR10H4	0.41575
IL31RA	-0.47425
GNB1L	-0.883166666666667
MYBL2	-1.995375
ZNF407	1.2685
PPIG	-0.0591666666666667
TTC18	2.00825
RPSA	0.1445
MAPT	1.862125
MRE11A	-0.244357142857143
C8orf37	0.315666666666667
RASGEF1C	-0.118666666666667
STBD1	-0.384
CTAG2	-0.437833333333333
MGAT5B	-2.18883333333333
ECM1	-1.03875
RLN1	1.398
PARP14	1.4810625
EPB41L1	0.8265
HOXA3	-0.260583333333333
MAGEA9	-3.69875
RPS8	0.288
RPS19BP1	0.05125
FOXJ2	-0.29
C10orf76	0.391625
IL17RE	0.02525
C10orf65	-1.42125
ZNF343	-0.153166666666667
FBXO33	-0.090625
UHMK1	0.912
LY6G6C	-0.4345
FGF19	-2.188
C14orf128	-0.1695
IFIT2	3.11525
TIGD1	-0.9145
S100G	0.076
GUCY1B3	1.6475
NR3C1	-0.617
CORO1B	0.157333333333333
PARP11	0.950833333333333
DNALI1	5.0405
OR4N4	0.086625
MAP2K6	0.114833333333333
FSTL4	0.05925
ANKRD47	1.171125
TMEM171	-1.584
PNLIP	-0.667
YY1	0.0655
CCDC138	-1.35683333333333
AASDHPPT	-1.1284
CKS1B	-1.0757
MCM3	-0.946833333333334
ANAPC7	-0.490666666666667
FAM110A	1.78075
CDC37L1	1.02066666666667
THTPA	1.08325
NBPF20	-0.5325
WDR24	-0.12525
NPTX2	-4.61775
CBLB	0.7995
CETN1	-0.332833333333333
RPUSD1	-0.13925
FAF1	-0.75075
CDK6	-2.7925
HMX2	0.0625
CSK	-0.630833333333333
TEAD2	0.904
SNAP25	-0.6995
TUFT1	0.5063
TMTC3	0.876666666666667
LCK	-0.65375
SGOL1	-1.38966666666667
AKTIP	0.749
FURIN	0.33525
SOX12	-0.222166666666667
DEFB103A	-0.30725
RAMP1	2.94975
KIR3DX1	-0.5305
GAS2L3	-0.5815
PDE8A	-0.9302
EDN3	4.15675
GMIP	0.76025
SF3A2	0.5515
FN3KRP	-0.7915
SMAD7	0.29475
RHBDD2	1.54375
OR11H6	0.185
PPP1R3B	1.1131
C9orf23	0.2935
CADPS	-1.93075
GOLGA8A	-2.645875
TMEM57	0.4985
RGL3	-0.8345
S100A14	3.2895
FGFR2	1.3869375
XRCC3	-0.8275
RTN4RL2	0.3715
MGC3771	0.767
GH2	0.0408333333333333
BTBD2	0.09875
LMO2	0.204
RDBP	-0.4385
ACRBP	-1.87825
AMY2A	1.291
DUOXA1	0.3635
PTK7	-0.042
TWF2	0.143666666666667
FAM80A	-1.28275
TNNI2	-2.443
GLT25D1	-0.758166666666667
OCC-1	-2.1265
CYC1	-0.824833333333333
RPL22	0.247409090909091
MORN3	0.4405
DISP1	0.6385
PRB2	-0.2285
CHUK	0.00125
HR	-0.346625
CCDC134	-0.202375
DENND4B	-1.137
C14orf130	-0.125125
RAB33A	-1.2725
DCST2	0.169
TNMD	-0.81875
PEX7	1.06075
FAM62A	0.139375
SRD5A2L	0.838
IL22	0.443666666666667
RPS26	-1.17016666666667
HOXC5	0.962
SPATA6	1.312
FLJ38482	0.14375
ZNF234	1.5695
C18orf22	0.97875
SPATA22	0.5225
THOC1	-0.5565
CYP7B1	3.00275
KCNC3	-0.14225
C8orf42	-1.3515
ALDH1B1	-0.144666666666667
CCDC100	-0.1651
ARMC4	-2.10375
FAM18B2	0.20425
SLC44A1	1.526125
FBXO17	-1.71616666666667
C6orf107	-0.21575
C19orf29	-0.23625
ZC3HAV1L	0.1775
PARP6	-0.2947
SULT2A1	-4.57025
C1orf159	-0.81275
TMC1	0.24975
CHST14	-0.168625
GAMT	0.0456666666666667
SMCP	0.232166666666667
TSPAN33	0.969083333333333
MIDN	0.203875
NOX4	0.57625
RNASEN	-0.7145
TBX1	1.21716666666667
SALL2	-0.24575
C10orf35	2.17725
CYP2E1	-0.95
LRFN2	2.33866666666667
ACO1	-1.0925
IQCG	1.0428
MEGF9	1.638
TM7SF4	1.93725
PLEKHA1	0.542866666666667
STK33	-2.72075
C1orf210	2.73625
SNUPN	-0.0124
KIAA0406	-1.2854
C20orf29	-0.08525
TMEM55B	-0.125
OSTM1	-1.2196875
CLCN7	-0.494
OTP	0.247
FLJ23049	-0.96075
HEATR4	1.376
MAP3K10	0.341
PCDHGA9	0.636
AMDHD2	0.03675
LCTL	-1.1765
PDCD2L	-0.2515
CABLES2	-0.27325
SLC5A9	-0.5445
CLCA2	-0.273666666666667
MGC16025	-0.0495
STRAP	-1.49666666666667
C20orf196	-0.0125
RRBP1	-0.307333333333333
NAT13	-0.5405
MAT2B	0.355375
CSNK1D	-1.41016666666667
KIR3DL1	0.44575
PRKAG3	0.4805
ZNF599	0.7635
PRM3	0.2255
PER2	1.25466666666667
ASPHD1	-3.147
PRMT6	-1.227
KCNE1L	-0.584
FAM118A	-0.126166666666667
TAF4	-0.63175
NDUFB6	-0.43325
TRIM9	-0.941333333333333
PMFBP1	-0.892
KY	0.4305
DKFZp762E1312	-2.29545454545455
CSMD1	-1.07325
TBP	-0.455333333333333
OR1Q1	0.295833333333333
RETNLB	0.0415
HPGD	0.841785714285714
DNAJC12	2.41033333333333
FKBP1B	-0.06675
ANKRD24	-0.443666666666667
CXXC5	1.3085
IL3	0.196125
DRAM	0.7189
PTCH1	-1.391875
TP53BP1	0.40175
SLC17A7	-0.38475
COL25A1	-0.9125
AMACR	-0.303
RHCG	-0.15425
VPS13A	0.19525
FAM55D	0.1615
PRPF38B	-0.629166666666667
OSBPL6	0.18875
PFDN5	0.5935
CMTM6	1.03725
KCNK12	-1.86475
RP2	-0.08275
C16orf52	-1.5075
PICK1	0.193
IFNE1	-0.787666666666667
SEMA4B	0.401
TYRO3	-1.68325
OR12D2	0.4935
CSNK1A1	0.6716
FANCF	1.1925
LONP2	0.119625
TBL1Y	-0.18225
LDOC1L	0.78875
CCNC	0.205
C3orf60	-0.32525
CHKA	-1.05025
UBAP1	0.1455
MAP3K1	3.0675
ANKRD9	-1.05975
FAM92A1	-2.319
GAB2	0.106875
AZU1	0.1655
DIS3	-0.414083333333333
C21orf109	-0.721
IQCB1	-0.4365
SPATS2	-0.269666666666667
EFCAB3	0.18975
PRB3	-0.03875
FUZ	0.472166666666667
ZNF813	0.438875
BMPER	-0.4135
HEG1	-0.32275
ALS2CR11	-1.217
SURF2	-0.156
PSMC1	-0.340166666666667
OR2D2	0.2115
SLC7A8	3.14866666666667
C4orf40	0.1785
SPATA7	0.403
MAZ	-1.06291666666667
PIN4	0.582
PDE1A	-0.59425
TAF6L	-0.3135
OR2T34	0.024
KIAA0284	0.413
ACADS	-0.880909090909091
MKRN2	-0.3955
C18orf56	-2.27425
MS4A6E	0.393166666666667
GALNT4	1.0497
C22orf31	0.153
FLJ36070	0.1435
PSME4	-0.02675
TFG	-0.4849
EPHX2	1.416375
ANXA5	-0.023625
KRTAP1-1	-0.1042
BATF	2.83725
KARS	-1.63075
MSTP9	-0.0055
GPR26	5.71
CCDC72	0.2855
TEF	0.7665
FOXK1	0.0903
PRLHR	0.0525
EMX1	1.48675
C11orf30	0.158625
ICK	0.897375
THSD7B	0.158
C21orf100	-0.905
DUOX1	2.014
EFCAB4B	-0.432333333333333
UBE2G2	-1.30683333333333
C3orf54	0.682
PARP1	-0.685
FAM60A	-1.19416666666667
C6orf146	0.00574999999999999
OR9K2	0.199
DDX55	-1.669
RPS15	0.4755
ZNF618	1.0303125
DKFZp686D0972	0.44975
SSPO	0.1135
SHFM3P1	0.375833333333333
CPA6	-1.00825
JAG2	0.22725
DEFA3	0.41575
PPBPL2	0.452166666666667
CD34	4.565625
SLCO4A1	-3.255625
AFG3L1	-1.89033333333333
SHD	-0.2375
RP13-122B23.3	-0.815
PRKCSH	-0.844833333333333
DPH5	-0.308166666666667
HLA-F	2.079125
TBC1D4	0.55425
RIG	0.383833333333333
GLUD1	0.584166666666667
HNRPCL1	0.861625
HBXIP	-0.57175
RNF207	-0.5255
APIP	-1.32
PLA2G3	-2.60266666666667
CCDC84	-1.90075
MYLIP	0.455
PHIP	0.124
AARS2	-0.533
DHX32	0.6315
SCAPER	0.168333333333333
MEN1	-0.151375
NIP7	-1.613
FLJ25404	0.442
FASTKD3	-0.832
TMEM158	-2.95158333333333
RARA	1.0235
BDH1	0.628
ANKRD16	0.63575
CARM1	0.624
SS18	0.298833333333333
IKZF2	0.7895
MYD88	0.7335
PML	0.34155
TAF1A	-0.97
CBFB	-0.8195
HIST1H3H	-1.36166666666667
C7orf29	-0.7275
COMMD4	-0.769166666666667
DPP3	-1.32825
DAB2	0.430375
LOC388882	-0.148
YPEL4	0.02225
AGBL3	0.71225
LRP6	-0.1984
SERPINH1	-0.91575
TLE1	-0.6545
CD244	0.797833333333333
ZDHHC15	-0.64925
MGLL	0.0227
PLDN	0.0968333333333333
LOC654346	2.3155
FAP	2.0215
GPR37	-0.108166666666667
SCARA5	1.36
EBF4	2.07436363636364
LSM6	-0.43025
MLLT1	-0.1115
SLC5A12	0.0355
A2BP1	-2.057
COPS5	0.0836666666666667
TPM4	-0.0709285714285714
TNFSF4	0.3215
ACADSB	2.22094444444444
HERPUD1	0.107
BCL2L11	-0.633444444444444
CEP78	-0.477625
CDCA3	-2.094375
WBSCR19	0.341
MYO1A	-2.5515
PPEF1	0.144166666666667
LOC440348	-1.18725
CPEB2	0.93675
BPTF	-0.366583333333333
RPL21	0.5725625
GSX2	0.286
ADPRH	1.294
C17orf68	0.162
KCNS1	-0.435666666666667
MLLT6	-0.1739
PIWIL4	0.267
RNF26	-1.128
RAP1B	0.363375
ADAMTS1	-1.4074
