Hybridization REF	TCGA-BH-A0BC-01A-22R-A084-07
SS18	0.3615
IKZF2	0.348333333333333
MYD88	0.7235
PML	0.93945
TAF1A	-1.41275
CBFB	-0.304
HIST1H3H	-2.032
C7orf29	-1.85975
COMMD4	-0.513166666666667
DPP3	-0.58925
DAB2	0.540875
LOC388882	0.5235
YPEL4	-0.27175
AGBL3	1.185
LRP6	0.7342
SERPINH1	-0.1455
TLE1	-0.04025
CD244	0.727
ZDHHC15	-0.4575
MGLL	0.4485
PLDN	0.0801666666666667
LOC654346	2.4255
FAP	2.82925
GPR37	0.630833333333333
SCARA5	-0.185166666666667
EBF4	1.93709090909091
LSM6	-0.107
MLLT1	-0.0464375
SLC5A12	-0.2015
A2BP1	-1.4205
COPS5	-0.372333333333333
TPM4	0.462
TNFSF4	1.45183333333333
ACADSB	0.829944444444444
HERPUD1	0.48325
BCL2L11	-0.253
CEP78	-1.077875
CDCA3	-0.922
WBSCR19	-0.3167
MYO1A	-1.995
PPEF1	2.9075
LOC440348	-1.95875
CPEB2	1.30575
BPTF	-1.36041666666667
RPL21	-0.2400625
GSX2	1.0685
ADPRH	1.97316666666667
C17orf68	0.066
KCNS1	1.01916666666667
MLLT6	-0.5269
PIWIL4	-0.35825
RNF26	-0.8515
RAP1B	0.747625
ADAMTS1	-1.904
ZNF571	0.80275
P2RY6	0.36825
TRIM21	1.24666666666667
CADM3	0.40725
NLRC5	0.537
ADRA2B	0.502666666666667
LOC90835	-0.564625
PCF11	1.0045
LOC400451	1.867
GLTSCR1	0.8396
C17orf88	-1.01216666666667
CDH16	-1.9325
FGF7	1.751375
PCSK4	0.969666666666667
NPC1L1	-1.68316666666667
TAT	-0.080375
TBCA	-0.588
MGC33407	-0.2785
GPR115	-1.020875
CYGB	0.41
FNBP4	-1.26733333333333
C12orf43	-0.38025
CBL	-0.7447
CLECL1	2.43075
PPAPDC1A	1.63475
WDR25	0.604
SGCA	1.1995
C22orf29	0.185666666666667
YIPF1	1.71275
GALK2	-0.99225
RAB3B	-0.8315
LOC440087	0.112
UCP1	-0.941
REEP5	0.806375
FADD	0.1084
FOXA1	3.374875
CACNA1A	0.328
ABI1	0.248
GRIN2D	1.0475
SLC1A4	-0.201
LOC401127	-0.116
HINT2	0.512
PLD4	2.232
ZNF286A	-1.31075
ENY2	-0.712
IL1F6	0.4935
PXDNL	2.22975
C20orf79	0.223
TNFSF13B	4.251
DENND3	0.908125
JARID1D	-3.12025
HIST1H2AK	0.590875
LOC93349	0.3094
SSH1	-0.704
ENSA	-0.429
LOC219854	-0.0508333333333333
CKAP2	-0.9839
DKFZP564J102	0.479666666666667
MGC87315	-0.175833333333333
HNRPAB	-0.68725
AMH	-1.6405
ZNF526	0.9605
BRUNOL5	-0.0681
CACNG3	0.494833333333333
TRPM1	-2.238
PPP2R1A	0.154875
COL2A1	-0.94025
DDN	-0.220166666666667
FLJ25770	0.825083333333333
HK2	-0.107071428571429
ELOVL6	-2.401
MDK	-0.046
EPHX1	0.8085
RASSF2	0.946375
DKFZP434B0335	-0.5325
DLX3	-0.285
PRTN3	-0.8155
AVPR1A	1.24525
C21orf125	-1.9045
TNFAIP8	-0.000333333333333334
GNB2L1	-0.0465
CALCRL	3.5805
SCGB2A2	6.38216666666667
UBXD7	0.03675
ZNF674	-0.539
TMEM35	0.019875
BRSK2	-1.110875
HECTD3	-0.327666666666667
TMEM188	0.6355
LGALS9	2.837125
SCARB2	1.61716666666667
USP34	-0.274166666666667
C17orf28	0.932833333333333
ZDHHC23	-1.87725
AQP12B	-0.1405
SLC16A3	-1.50825
APLP2	-0.0135
ITIH2	-5.47325
MICAL3	-0.57175
TNNI3K	1.4811
HDAC2	-0.047
PRR7	0.3123
THBS2	0.28625
LOC751071	-0.0731666666666667
CA2	-0.3485
RANBP17	-1.86575
RLN3	-0.105
CRYZ	0.541833333333333
GBAS	-0.374166666666667
TAS1R1	-0.31525
MPZL3	0.9885
PCDH8	-0.96
HSP90B1	-0.657416666666667
KCNK15	1.6485
TNIP2	-0.1175
GPR146	0.90075
NOL6	0.01825
SPC25	-1.68677777777778
STEAP2	1.4765
VAMP3	0.120166666666667
TCIRG1	0.99425
ZP4	0.129833333333333
PARL	0.329875
TRIM39	0.0631666666666667
KIAA1305	1.1665
CRNN	0.657333333333333
GRN	0.53175
HSH2D	1.09575
SCAMP1	0.3041875
KIAA1913	1.738
PTS	-0.87775
BANP	-0.557714285714286
PRKACG	0.1065
ADCY6	-0.5735
C16orf46	0.849
CYP51A1	0.327125
DDC	-5.591
ANPEP	-0.0491666666666667
PROM1	0.642333333333333
SIGLEC10	3.03675
COPG	1.1595
FAM26E	1.7415
TRIP4	0.237
SNX3	0.546666666666667
C1orf175	0.486666666666667
PPY2	-0.50925
C14orf152	0.326
FTSJ1	-0.596
DST	0.5037
LOC554235	0.3495
GLRX5	-0.05875
C20orf12	0.5238
CAB39	0.0698333333333333
MSH2	-1.44066666666667
PIP4K2C	0.550375
CYLD	1.541
WTAP	0.5516875
MGAT4A	1.07666666666667
TSC22D4	-0.432
CHRM2	-1.571
PPYR1	0.403333333333333
CCNH	0.106166666666667
RRM1	-0.8525
ECAT8	-2.562
LOC400120	-0.43675
GABRA4	-0.304625
C14orf4	1.374
C1orf59	0.17375
CTDSPL	0.71325
NHEDC2	-0.5315
PDE11A	-1.0636875
KLHL29	-1.11325
CD5	0.4611
TSPAN9	1.8219375
WDR67	-1.3005
THUMPD1	0.0508
C18orf17	0.75075
CLYBL	-0.239333333333333
FLJ13231	-0.073
CMBL	0.856625
LECT2	0.0295
NKAPL	2.17483333333333
LOC654780	0.7515
OR4C6	-0.1495
RAB30	3.31233333333333
TSSK4	-0.357
TMEM163	3.654
OSBPL11	0.552083333333333
GNB5	-0.8485
CCL21	1.617
C1orf121	0.0975
FMO2	1.89833333333333
RPTN	-0.501
MSTN	-1.3655
VCL	-0.149785714285714
FYTTD1	0.5275
C11orf1	-0.548
CCDC88C	1.056375
HFE	-0.529555555555555
MOGAT1	-0.5755
FAM125B	0.414833333333333
IRGQ	0.5725
RAVER2	0.25675
AKAP5	1.37
SSSCA1	0.5335
C11orf63	-0.1975
ACTG2	0.5001
PORCN	-0.703
DTL	-0.884818181818182
TMEM151	0.68575
FAM122C	-1.1055
RSAD2	4.9056
BAT4	-0.4
KRTDAP	-0.872333333333333
MYH8	0.11175
CRTC3	1.10125
LRRFIP2	-0.0496
INTS4	1.1795
TTN	-1.28583333333333
SLC26A5	1.092
PLLP	-0.2455
RGS6	-0.386875
SRGAP3	1.234
ZNF525	0.380166666666667
NBR2	-0.498666666666667
C13orf1	-0.4791
ZNF137	0.371
CEP27	-0.96175
BEST2	0.211
RNF121	0.40775
DMRTC2	0.18625
C8orf76	-0.759
BCCIP	-0.107375
MEST	-0.9565
HTRA2	-0.2435
ANGPTL2	1.0365
ILKAP	0.0316666666666667
ERAS	0.0215
HBS1L	0.228375
CPA5	0.125
TMEM30A	1.47566666666667
CD300LF	2.65266666666667
WISP3	0.956
CRK	-0.109428571428571
PDS5A	-0.2081
BRPF3	-0.0131666666666667
NEDD9	0.4045
SMPDL3B	1.199
PSG6	-1.338
PSMD13	-0.19925
ETV5	-0.5490625
OR51A4	0.244
BTBD7	0.554666666666667
GSTO1	-0.708
hCG_16001	0.1475
MAD2L1BP	-0.1355
COX6A2	1.2525
SCNN1A	2.543
LSM1	0.0673333333333333
UGT2B11	-0.6725
IDUA	0.51
PPP2R3C	-0.71
COX11	0.634
PDZK1	0.94725
ZNF443	0.729666666666667
MGC21874	1.4105
ZNF323	0.7306
KRTAP10-10	-0.282
CXCL6	-0.222
SLC34A2	2.4818
LOC284402	0.7345
NPTN	1.39516666666667
UPP1	-1.69
SLC6A9	-0.3505
OR7G3	0.14925
CISD1	-1.97583333333333
ZNF545	0.111666666666667
SYT14	-1.0385
NT5C3L	-0.579166666666667
ZNHIT3	-0.878333333333333
SNRPD3	-0.0685
KIAA0701	0.469
UNC93B1	0.939666666666667
GMNN	-1.625125
SPCS2	1.35533333333333
LOC388524	0.58
NAPRT1	1.043875
PNLIPRP1	0.3475
OR6V1	0.786
PRKAB1	0.1585
EYA4	-3.83216666666667
KIF20A	-1.6925
ALG10	0.394
ITPKC	0.599
LMX1B	1.06083333333333
RPUSD4	-1.0965
C7orf34	0.275833333333333
DLGAP2	0.42475
PFN1	-0.5396
MICALL2	0.326
ZNF654	-0.037
SS18L1	-1.572625
SLC16A8	0.48475
MKI67IP	-0.249166666666667
ITGB3	-0.048125
TCEA3	3.00733333333333
CEP152	-1.946375
CLIP1	0.784625
ZNF75	0.16675
ATP5C1	-0.6305
NUDT5	-0.579
PSCDBP	1.4125
UBP1	-0.2005
RBM27	0.2395
C13orf15	2.69075
ZNF282	0.327833333333333
ZNF222	0.0545
COL10A1	6.3205
PRDM15	-1.05625
TTTY5	-0.41
FAM9C	-0.482583333333333
C20orf67	-0.01575
GNG13	-0.3725
F12	1.125
C1orf41	-0.33875
CPXCR1	-0.07
GSK3A	0.124
SUPT6H	-0.806166666666667
PI16	0.0656666666666667
ELL2	-0.643333333333333
C9orf167	-1.1255
PVRL3	-2.1397
FLJ38596	1.39775
ADAM20	0.15075
GPR89A	0.873
GPR87	-0.388
ZNF30	1.22575
SMR3B	-0.146
ZNF770	0.672375
TRPC4AP	-0.811666666666667
DKFZP686E2158	0.217166666666667
C2orf28	-0.0425
FREM1	-0.0861666666666667
LAMA4	0.931833333333333
ADPRHL2	0.311
EIF4G2	0.122666666666667
GUCA1A	-0.5065
CTNNA2	-0.715625
NUDT15	-0.618666666666667
CEPT1	0.360166666666667
ZNFX1	0.9948
CCDC92	0.811
TDRD1	-1.329
KCNK5	-1.464
ETNK1	0.40625
LTA	1.239
TTPA	-0.317833333333333
B3GALNT2	0.331625
SC65	-0.958833333333333
PEX5L	-0.104375
EPS15L1	0.6315
MGEA5	-0.667
HIST1H3A	0.8565
ING1	0.39025
BCAT1	-2.63025
ORC6L	-2.72718181818182
KLK11	-4.93583333333333
C19orf28	-1.167
DNER	-4.835875
MED22	-1.035
ETV6	1.4795
CHAC2	-1.22225
CD300E	0.198
CEBPB	0.382416666666667
ZNF398	-0.1805
LRCH3	0.23
HMGA1	-1.47
CAPN7	-0.0621666666666667
MGC5566	-2.79625
CCL3	2.979875
NANOS1	0.402125
ZFYVE19	-0.2155
APITD1	-0.0126666666666667
PARD3	0.549375
IRAK4	-0.221333333333333
SERPINI2	-1.0985
CEP170L	-0.2045
TTC9	2.673625
MYOM3	-1.17225
MLPH	1.237625
LOC222699	-0.0895
NRG1	-1.469
TBC1D9	3.92363636363636
TTK	-1.6735
ZNF557	0.541
DDX41	0.103166666666667
FANK1	1.5815
UBE2D2	0.275375
PSMB10	0.821125
MYH7B	-0.0685
GABARAPL2	-0.783
MARVELD2	2.09933333333333
DGCR2	0.877166666666667
UNC45A	0.189
C6orf72	0.9035
ZNF683	4.28475
GIT2	0.317
CASK	-0.465833333333333
C14orf161	2.29916666666667
LRRC44	1.11175
TIFA	0.26725
UTP11L	-0.14825
C6orf65	-1.11125
FDPS	-0.1875
DUSP9	-2.0502
SLC17A8	0.152833333333333
OR51G1	0.308166666666667
NANS	0.80475
OLFML1	1.878
ATP10B	-0.98125
NPAS3	0.25225
PRKCA	-2.3509
GGA2	-0.3276875
LCE4A	0.325
SPANXN3	0.3845
CCDC115	1.490375
SDCCAG3	-0.63075
GLIPR1L1	0.225666666666667
TTC1	0.22475
C17orf76	0.678
MAD2L2	-0.53075
HIPK1	0.2419
LRRC3B	0.417666666666667
CLN3	-0.987363636363636
C17orf47	0.1795
FMN2	-2.687625
TUBB1	-1.545875
WAPAL	0.241333333333333
C3orf21	0.012875
SCN5A	-0.3964
SMYD1	0.246
BEX5	1.3335
ZNF192	0.103
SEC22A	0.0818333333333333
GRIA2	5.39335714285714
KIAA0825	-1.14125
NUSAP1	-1.21827272727273
LANCL1	-0.0285
C15orf40	-0.8603
ZNF645	0.03325
GPR61	0.3645
NLRP14	0.44
SNX21	-0.1004
C1QTNF8	-0.3065
C17orf46	0.251
IFNA8	1.1305
SPRR1B	-1.53183333333333
FLRT1	-0.97125
SNX17	-0.237666666666667
ASB2	0.774166666666667
HBG1	-5.725
RPRML	-1.2285
JOSD2	0.2385
PLSCR3	0.32225
SPOCD1	-0.2195
RAB39	0.0985
GHRH	1.2295
ITIH5L	0.16275
C17orf37	0.24325
SMCR8	0.493
DPY19L2P3	-1.0235
IL11RA	0.494666666666667
GDF3	-3.37066666666667
RPS6KB1	-0.719083333333333
DNAJC19	1.5078
TOP1	-0.543
CRCT1	0.50525
MPST	0.0265
DPM2	0.13375
FAM38B	1.21083333333333
SLC18A1	-0.536666666666667
FARP1	-0.489
PAX7	0.0235
TUBD1	-1.043
GNL3	-1.4385
BTG2	2.11706666666667
NDUFS6	-0.2455
C1orf79	-2.6455
ERAL1	-0.9555
ECHS1	0.977
VPS4A	-0.524833333333333
CYP11A1	-0.457375
ABCC6	-1.73685714285714
PBX4	-1.416
MOSC1	0.078125
NCF4	1.284
HYMAI	-0.671
NAGPA	-0.579625
OTOP2	0.2485
ACOT12	0.046
MTHFD2L	-0.617125
LOC441376	4.6805
C19orf34	0.3535
RAB1B	0.02425
ALDOAP2	-0.6305
NTRK1	-1.59566666666667
ARTS-1	0.834
SLC6A11	-0.956
NAP1L2	-0.948
CNGB1	-0.0433333333333334
EPB41L4B	0.878666666666667
FAM134B	3.337875
HS3ST3A1	-1.72833333333333
CPXM2	4.77275
SIRPB2	0.5245
CHORDC1	-2.63366666666667
TRIB3	-1.15783333333333
SLC2A5	1.998
C2orf49	-0.315666666666667
DDX5	-0.91925
OR5L1	1.4215
ANAPC4	-0.570333333333333
ZSWIM1	-0.0305
LOC93622	0.09125
KCNK3	-0.097
RP11-35N6.1	-1.74
ZFP161	0.619
AQP9	4.52925
SLC15A2	-0.776666666666667
MREG	0.887666666666667
OR9I1	0.04
PDLIM2	1.101375
ADAM7	0.379
GSTCD	-0.494666666666667
WDR21A	-0.0695
SLC12A8	1.4425
TMEM174	0.375
IGSF3	0.851166666666667
LRRN1	1.60225
LOC402117	-0.186
SRPK1	-1.68016666666667
LY6K	-0.570375
NFIA	2.821
PTCD3	-1.169
LEP	2.38816666666667
PCDH21	-0.807
MAPKAPK2	1.1695
NMNAT1	-1.02833333333333
LHFPL2	1.278
C9orf43	-0.0965
DIP2A	-0.793333333333333
ACTR8	-0.429125
CCDC34	-0.3515
PTPN22	-0.408875
ITGA3	-0.7105
FAM129C	0.26975
RABGGTA	0.4605
UNC45B	0.335
KIAA1033	-0.038125
ZNF510	-0.123166666666667
CYP2D6	-0.965
SLC26A10	-2.2595
STX8	0.053
LUZP1	0.201125
WDR89	-0.145333333333333
EIF4G3	0.3533
C5AR1	1.830875
ZNF623	0.0505
A2M	1.61375
TGM7	0.1985
GRPEL1	-0.191666666666667
LMNB2	-1.4856
ROCK2	-0.917833333333333
SNX16	0.131125
CCDC66	-0.939
ANXA3	1.21625
KIAA1609	-0.694875
EED	-1.69425
RNF32	-0.212666666666667
HES1	0.9492
CLC	0.495
ISL1	0.0278333333333333
KIAA0528	-0.047
MANEA	1.157625
C1orf61	-3.117
hCG_2001000	0.23475
RAPGEF6	-0.1384
KIAA0020	-0.981333333333333
NEIL1	-0.3235
C16orf45	-0.85425
RBM10	-0.305
C10orf125	0.49475
MRS2L	-0.437
DNAH17	-0.97425
C19orf10	-0.3715
C1orf160	0.70375
SLFN12	0.45075
EXOC3	-0.289833333333333
HIST3H3	0.27
NCOR2	0.8725
TNFRSF9	1.52725
MFSD8	0.3435
ALX1	-3.673
NOL1	-1.302
PODN	2.891
TIAL1	-0.82525
HIST1H1E	-0.84925
NPY6R	0.534
TM4SF4	0.1455
CORO2A	0.2275
ETNK2	0.584666666666667
APOE	1.37
ANGPT4	-0.0165
HDGF2	-0.111
G30	0.416
ST8SIA4	0.860375
F2RL1	0.476125
FAM19A4	-3.32175
CCAR1	-1.121
B3GNT7	0.35925
OPHN1	-0.1736
DSCR6	0.815
C21orf13	0.1575
GAS2L1	0.31975
RFX3	-0.508
COPS4	0.27
BCHE	-4.7205
BCL2	2.816375
HBZ	-2.93316666666667
ARL13B	0.10175
MAPBPIP	0.969125
MYO15B	-0.83475
SPZ1	1.03125
KIAA1324	3.21411111111111
PLCL2	0.101375
C4orf29	-1.563
WDFY2	-0.97075
ZNF284	-0.5655
NAALADL1	0.182
DUSP5	0.4655
PXDN	0.965375
SLMO1	-0.883
TNXB	0.547
BIRC7	-0.9765
A4GALT	0.825
TIMM22	0.04225
FAM110C	-0.06875
TOMM34	-0.678
ABHD9	0.35
ADAM32	1.473
CRHBP	0.61475
AQP2	0.588625
LOC130355	1.296
ZNF187	0.714
ZNF816A	0.592
F7	-0.014875
CNOT1	-0.9771
SLC13A4	-1.0075
ZBTB11	-0.5055
B3GALT5	0.80925
EXOC2	0.770666666666667
IRS1	-0.4175
TMEM1	-0.301
MRPL34	-0.426166666666667
SAMM50	-0.21575
CDC42EP3	-0.41675
HSF2	-0.5518
MFN2	-0.12375
TSPAN7	-0.972
NUCB1	0.439916666666667
RHOH	2.393
ARL16	-0.593
TACR1	0.51925
SFRS5	-0.076
SNX25	-1.065375
RHBDF1	0.321
PCDH18	2.22466666666667
HMG1L1	-0.261
MYO5C	1.2805
MAPK10	0.194
LDHAL6A	-0.0521666666666667
NUDT12	0.504166666666667
NCAM1	-0.722875
GLIS2	0.2565
GGTL4	-0.849
DAPP1	-0.2335
ATF7	0.46775
KIAA0748	-0.39
NFIL3	-1.154
TM6SF1	0.6628
SEZ6	0.295125
NANOS3	0.740333333333333
DNAJA3	-1.18733333333333
CLDN6	-2.3325
CIITA	3.2476
EPHA4	-0.09525
FANCC	0.021
CMTM3	0.768375
PSG3	-0.38075
MRPL15	-0.6
C21orf59	-0.12275
PLCXD2	0.2975
C2orf34	0.215
UBE2L6	1.994875
MED14	-0.194
HP1BP3	0.0804
C6orf208	0.344
TPBG	1.09
OSR2	-0.213125
XPC	-0.3005
KLHL7	-1.30216666666667
CCR3	0.0458333333333334
AGTPBP1	-0.6355
PCSK6	1.8904
STAT5A	-1.2996
FAM18B	-0.66375
LONRF2	-1.82983333333333
PTPN2	-0.472
SF3A3	-0.383833333333333
EFCBP2	-0.22875
HCFC1	-0.6995
AHNAK	0.3766
ACTR5	-0.408
KIF14	-2.18971428571429
TENC1	1.0265
HEATR5B	0.33
YIPF2	1.072
MYEOV2	0.838333333333333
DUSP18	1.58925
KIAA1012	-0.1335
AHR	-0.0903333333333333
C17orf53	-1.23133333333333
PTPRH	-4.03675
ATP6V1C1	-0.4311
TAS2R3	-0.187
LOC440356	-1.6
COQ10B	0.596
PSMF1	0.5505
SORBS2	3.10275
NFE2L2	-0.6985
TMCO7	-0.72525
SH3PXD2A	0.2585
SH2D2A	-0.119
SPINK5	-2.83475
MRPS24	-0.6415
OPA3	0.309375
TRAF7	0.00833333333333334
C4orf35	-0.00916666666666666
MT1G	0.406625
MGC39545	-0.3915
HS1BP3	0.3107
OR2B2	0.7675
CHRM4	0.3375
SFRP2	3.79158333333333
RIC3	-0.46925
ART1	-0.174
C6orf1	1.494375
DUS4L	-1.26775
C10orf104	0.66825
TNFAIP6	3.63875
RTEL1	-0.37975
CCT4	-0.6971
ZNF709	0.2815
CHMP6	-0.054
UPP2	0.377
CYP19A1	-0.979875
CD151	-1.465
NDUFA13	0.0953333333333333
ARFRP1	-0.8995
FAM26B	1.4225
CRYBA1	-0.964
MRPL41	0.435166666666667
NPFFR2	0.67475
HRH2	0.3905
SCAMP3	0.589
MTMR6	0.5923
MTG1	-0.6475
UBTD1	1.2755
CRABP1	-3.1965
FLJ33790	1.2945
KIAA1908	-1.34316666666667
GPR158	-0.7825
PACSIN3	0.115833333333333
OMD	2.349
CATSPER1	-0.0241666666666667
HOXB8	-1.160875
FBXO46	0.9645
OAS1	2.274
SVIL	0.761
PHB2	-0.44225
ADCY3	0.0465
NDRG2	1.69766666666667
ERMAP	0.6442
APBA2	-2.06616666666667
IGSF9	2.9945
WNT6	-0.256
MYCBPAP	1.18625
ATP2B2	-0.1239
CPVL	-0.3333
TRAM2	-0.653583333333333
NOP5/NOP58	-0.47275
ZNRF4	-0.28375
TLK1	0.177875
MTMR12	0.518857142857143
ZNF384	-0.1925
FAM9B	-2.883
RPN1	1.1934
PMVK	0.7525
EIF3D	0.3091
SIX2	-0.068
HPS1	0.684
RNF7	0.811
PSKH2	0.245
KCTD13	-0.495
CSMD3	-0.4375
FBF1	-0.5135
IL8	-5.317
SERPINB13	0.293166666666667
FBXL20	-0.85375
BLR1	0.35375
SH2B1	-1.07883333333333
RFNG	-0.53675
RAB20	1.05433333333333
RBM7	-0.43325
POLR1A	-0.315333333333333
TMPRSS4	-0.43825
TAF9	-0.617875
TERF2	-0.279666666666667
TNFRSF1A	0.83975
ACADVL	-0.78
GTF2H5	0.64125
EDG8	0.566833333333333
C9orf140	-0.8555
UST6	0.21475
ZBTB8OS	0.01425
ZNF710	0.4425
GPR174	-0.568
ATP6V0A2	-0.5185
KIAA0319L	-0.0471666666666668
XKRX	0.096
DOPEY2	1.63
SDHD	-0.66925
SUMF1	0.8205
OSM	2.43275
OPN3	-1.2185
DAGLB	-0.264166666666667
PPFIBP1	0.2627
TRIM63	-2.74475
C10orf53	-0.0805
LYPD3	1.19833333333333
BCL7A	-0.515125
AGER	-1.57866666666667
TCF19	-0.3455
SAT2	-0.39
PFTK1	0.749333333333333
GABRE	-3.089625
C15orf38	1.2223
FIS1	0.414
KCNV2	-0.0155
CLPS	0.56125
PPCDC	-0.67725
FOXN2	0.8385
NT5E	-2.7635
CD83	1.4685
IL18	1.071625
VPS16	0.45025
IGFBP2	0.067
NOTCH2	0.50225
SIGLEC1	3.53675
CD93	5.935
SULF2	0.7655
CEP164	-0.767125
P53AIP1	0.00883333333333333
TOR2A	0.1605
ZNF136	0.823
MGP	3.7153
CCDC144A	0.766166666666667
TRPC1	-1.02616666666667
SMS	-0.290166666666667
MAPK7	-0.461666666666667
RRAGC	0.861
PARD6A	0.409333333333333
NUB1	0.186833333333333
SYNGR4	0.6855
OR11H12	0.363
WIF1	0.732125
GCH1	-0.1955
OR11H4	0.327
SLC44A5	1.9245
GPRIN2	1.89483333333333
LOC401431	0.136
CPA4	-2.9565
MELK	-1.46011111111111
IL15RA	0.7535
CUL3	-0.234625
HMBOX1	0.50775
PODXL	-1.01025
CCT6B	-0.342
COMTD1	-0.53025
MUC20	1.282
GPX2	-3.62325
ITK	-0.259375
FBXL5	1.684
C13orf27	-1.905
DEFA5	0.0475
TRHDE	-0.2255
MTP18	-0.6305
UQCRQ	0.5057
ITGB2	2.57091666666667
CSRP2BP	-0.21225
TAS2R44	0.374
PHPT1	0.918625
FAM44C	-0.2285
ERH	0.452
MPHOSPH1	-1.52033333333333
MORC1	-0.2
PARVB	-0.493
LAMA1	-2.15483333333333
PGBD3	0.4925
GIMAP6	4.7085
AREG	-3.082
LIPT1	-0.295
MGC99813	-1.09925
C1orf201	-0.1155
GRIN2A	-0.7038
MAN2C1	-1.24225
NSUN5	-0.942
SF3B5	0.7245
MYC	-1.768875
NRXN1	0.00475000000000001
ZNF18	0.374
SPDYA	-0.582125
SLC37A1	1.4975
DECR2	0.03775
ANKRD38	0.481375
SPTLC3	-0.611
SUPT16H	-0.341875
DTWD2	0.94525
ULBP1	-0.3765
ZADH1	0.4715
OIP5	-1.184
IL10RB	0.0858333333333333
OTUB2	0.528625
VWA3A	0.1575
SPIC	0.942833333333333
OR6C4	0.349
PSCD4	1.73216666666667
DPY19L2P2	-1.08
TRAPPC6A	0.555666666666667
C21orf2	-0.364666666666667
CEMP1	-0.931
LIN7B	0.255
E2F7	-1.39116666666667
VCP	0.0623125
LAMA3	0.32575
BGN	2.01325
GPR160	2.82116666666667
COCH	-4.9535
GPR81	1.8085
APOBEC3F	-1.611
tcag7.1017	-0.549
C1orf32	0.143
SCGB1D2	4.3195
FLJ43987	0.7375
C6orf170	-0.015
KLK9	0.413
GPD1L	1.883625
VPS37B	0.32575
ATG3	-0.105666666666667
ADAMTS17	0.2035
KLHDC2	0.253166666666667
NDUFV2	-0.271
BLK	-2.00225
MATN4	-1.158
GPM6A	1.555
GBP4	4.08566666666667
TMEM162	0.228333333333333
PKP2	-0.3745
HRASLS	-1.94922222222222
MMP1	-3.87125
SFXN3	-0.0923
FSD1	-1.88166666666667
ST6GALNAC3	-0.973666666666667
CA12	2.9582
NCOA6	-0.1315
C19orf58	-0.0492
PPP4R1	0.157
MAN1A2	1.0005
IKBKAP	-0.9585
UPF1	-0.341833333333333
KIAA1219	0.055
WNT16	0.609
SNW1	0.042375
IL18RAP	2.244
RPP30	0.069375
CDC40	0.159214285714286
SETD3	0.181333333333333
SLAMF6	0.70075
ELK4	0.1625
TRIM47	0.159333333333333
ACOX3	1.60075
TRIM6	1.372625
KIAA0372	-0.2995
TP53AP1	1.11575
SMURF2	-1.33875
ADAD1	0.267
EBP	-0.5386
KRTAP13-2	0.028
FLJ36874	-1.08966666666667
TOR1A	0.280666666666667
P2RY4	0.8945
GPBP1	-0.23625
TRPV1	-0.636125
ADAMTS12	0.4875
PES1	-0.4277
ATG4A	0.7685
MAGEA10	-4.50675
WFS1	1.889
CC2D1B	-0.565833333333333
PABPN1	-0.254875
SLC25A30	-0.39275
SLCO1C1	0.3775
SLC22A5	1.21575
KIF23	-1.86883333333333
SYN2	-0.3155
ASPN	7.567
CENTG2	0.31525
QSOX2	-1.6978
FLJ10815	-0.2755
STK24	-0.5215625
SPEG	0.4015
STK10	0.110833333333333
DACT2	-1.0955
AAAS	-0.66075
SSX3	-1.549375
ABCD3	0.8633
C4orf12	0.09425
PARVG	1.7125
FIG4	1.297
C9orf46	1.03675
TMCO6	-1.2065
IGHMBP2	-0.926
DUS2L	-0.808666666666667
FAM3C	-0.2200625
TMEM16D	-1.771125
DCTN4	0.88475
KCNH3	-0.17025
EIF2AK2	1.4285
AP1S3	0.562875
CST4	2.732
PAM	0.5591875
NUTF2	-0.378
CITED2	0.2697
SLC39A4	0.1995
C2orf52	-0.993
GRM3	-0.0035
C12orf49	0.544125
CCDC49	-0.6033
GRAMD1B	-1.45028571428571
FNDC4	0.47275
SIAH2	1.879625
GDPD4	0.1015
C21orf87	0.820125
ATP5A1	-0.292166666666667
C16orf63	-0.43375
LOC388135	-0.434333333333333
ATP5J2	-0.534625
MMP3	-0.287
EMID2	-0.208
CRHR1	0.26
WDR70	0.1025
C13orf31	1.5685
ZFAND1	-0.02575
CCL18	3.95466666666667
C3orf49	-0.013
RINT1	-1.131
KIAA0408	-1.6
F13A1	4.4263
SLC10A1	0.176833333333333
OGN	1.17575
GIPC2	-0.42
XPO6	-0.8845
LCE1A	1.142
FMR1	-0.6014
LOC374920	-0.8345
DUSP3	0.177125
ANKMY1	0.17525
C7orf50	0.1825
BBS9	0.4087
UNC119B	-0.887125
C9orf72	0.2625
MGC35440	-0.05775
ENTPD6	-0.005
PPP1R2P9	0.74425
ERCC4	0.2385
FAHD2B	-0.362
HMHA1	0.1175
HACL1	-0.44975
RAD23A	-0.0886666666666667
FAM83B	-0.137
PPP5C	-0.926666666666667
RNASEH2C	0.29525
C9orf153	-0.463
SCAMP4	0.7145
GHITM	0.3265
NDUFB7	0.5435
ADCYAP1	0.165333333333333
SP110	2.60833333333333
MAP3K7IP2	-0.39075
DHH	0.208
AGRN	0.110071428571429
WDR33	0.375
CEP290	-0.413666666666667
PRPS1L1	-1.80866666666667
KLRA1	-0.6295
GPR97	-0.117
CHD7	-2.38716666666667
TLR10	1.35775
SLC30A8	5.32
HIC1	1.41716666666667
IAPP	0.645
RXFP4	0.3135
GP1BB	1.001
