Hybridization REF	TCGA-A2-A0EQ-01A-11R-A034-07
WNT6	0.666642857142857
MYCBPAP	-0.9255
ATP2B2	1.5727
CPVL	-0.417
TRAM2	-0.408583333333333
NOP5/NOP58	-0.10825
ZNRF4	0.34975
TLK1	0.4145
MTMR12	0.864071428571428
ZNF384	-0.320833333333333
FAM9B	-3.41
RPN1	0.3045
PMVK	-0.31025
EIF3D	-0.1399
SIX2	2.01725
HPS1	1.18878571428571
RNF7	-0.444
PSKH2	-0.4985
KCTD13	-0.394833333333333
CSMD3	-0.441
FBF1	0.0215
IL8	-3.909
SERPINB13	0.146166666666667
FBXL20	-0.2755
BLR1	0.4545
SH2B1	-0.882166666666667
RFNG	-0.467375
RAB20	0.864833333333333
RBM7	-1.39375
POLR1A	-0.961166666666667
TMPRSS4	-0.8315
TAF9	-1.291875
TERF2	-0.497166666666667
TNFRSF1A	0.100833333333333
ACADVL	0.0991666666666667
GTF2H5	-0.177
EDG8	-0.875833333333333
C9orf140	0.134
UST6	0.387
ZBTB8OS	-0.12025
ZNF710	0.634
GPR174	0.0295
ATP6V0A2	0.14725
KIAA0319L	0.19175
XKRX	1.0625
DOPEY2	2.3317
SDHD	-0.765833333333333
SUMF1	0.598
OSM	3.54725
OPN3	-1.14575
DAGLB	-0.0811666666666667
PPFIBP1	0.2422
TRIM63	-4.13975
C10orf53	0.9025
LYPD3	0.0763333333333334
BCL7A	0.302875
AGER	-0.900333333333333
TCF19	-0.915625
SAT2	0.114
PFTK1	1.38683333333333
GABRE	-0.60875
C15orf38	-0.2507
FIS1	0.2085
KCNV2	-0.228
CLPS	0.10025
PPCDC	-0.743
FOXN2	1.137
NT5E	-3.4225
CD83	2.07525
IL18	2.109625
VPS16	0.98625
IGFBP2	-2.04583333333333
NOTCH2	-0.14025
SIGLEC1	2.94625
CD93	5.3495
SULF2	-1.58175
CEP164	-0.652125
P53AIP1	-0.117
TOR2A	-0.00733333333333333
ZNF136	0.882
MGP	2.0642
CCDC144A	-1.624
TRPC1	-2.173
SMS	-0.0126666666666667
MAPK7	-0.155166666666667
RRAGC	0.98325
PARD6A	-0.359
NUB1	0.711333333333333
SYNGR4	1.36625
OR11H12	0.4085
WIF1	-0.040125
GCH1	0.70225
OR11H4	-0.4325
SLC44A5	2.853
GPRIN2	0.833833333333333
LOC401431	1.42025
CPA4	-1.9296
MELK	-0.604444444444444
IL15RA	0.99425
CUL3	-0.126875
HMBOX1	-1.52425
PODXL	-2.58825
CCT6B	1.13283333333333
COMTD1	-0.26275
MUC20	-1.275
GPX2	-1.16075
ITK	0.7455
FBXL5	1.29475
C13orf27	-1.2765
DEFA5	0.4845
TRHDE	-1.2915
MTP18	0.00466666666666668
UQCRQ	0.1084
ITGB2	2.76291666666667
CSRP2BP	0.7265
TAS2R44	0.989
PHPT1	0.472125
FAM44C	-0.19375
ERH	0.289
MPHOSPH1	-0.454333333333333
MORC1	-0.1135
PARVB	-0.55575
LAMA1	-2.58458333333333
PGBD3	0.4095
GIMAP6	4.70575
AREG	-1.584
LIPT1	-0.85275
MGC99813	-0.5155
C1orf201	-0.565666666666667
GRIN2A	-1.002
MAN2C1	-1.3635
NSUN5	-0.69375
SF3B5	0.633
MYC	-1.884875
NRXN1	4.93141666666667
ZNF18	0.05625
SPDYA	-0.576125
SLC37A1	1.9905
DECR2	-0.749
ANKRD38	-0.800125
SPTLC3	0.236833333333333
SUPT16H	0.540625
DTWD2	0.54825
ULBP1	-0.8245
ZADH1	-2.28633333333333
OIP5	-1.99075
IL10RB	0.308833333333333
OTUB2	-0.9885
VWA3A	-0.1135
SPIC	1.457
OR6C4	0.701
PSCD4	2.30633333333333
DPY19L2P2	-1.049
TRAPPC6A	1.06233333333333
C21orf2	0.153
CEMP1	0.044
LIN7B	-0.5015
E2F7	-0.775166666666667
VCP	0.4829375
LAMA3	-1.15825
BGN	0.475
GPR160	1.22366666666667
COCH	-3.999
GPR81	3.24916666666667
APOBEC3F	-0.183
tcag7.1017	-0.67075
C1orf32	1.9695
SCGB1D2	-0.481
FLJ43987	-0.1115
C6orf170	-0.0585
KLK9	0.555
GPD1L	-1.193625
VPS37B	0.67775
ATG3	-0.730666666666667
ADAMTS17	0.0215
KLHDC2	-1.261
NDUFV2	-0.20425
BLK	0.1765
MATN4	-0.1415
GPM6A	-0.632125
GBP4	4.93216666666667
TMEM162	-0.310166666666667
PKP2	1.0415
HRASLS	-0.621555555555556
MMP1	-2.93375
SFXN3	-0.2168
FSD1	-1.59733333333333
ST6GALNAC3	-2.02583333333333
CA12	1.2222
NCOA6	0.31675
C19orf58	0.2876
PPP4R1	-0.301
MAN1A2	0.685333333333333
IKBKAP	-0.75125
UPF1	0.298666666666667
KIAA1219	0.4665
WNT16	-0.0303333333333333
SNW1	-0.483875
IL18RAP	5.05925
RPP30	-0.17125
CDC40	0.571
SETD3	-0.566333333333333
SLAMF6	1.989
ELK4	-0.5235
TRIM47	0.3285
ACOX3	1.53075
TRIM6	-2.469875
KIAA0372	-0.795666666666667
TP53AP1	0.754875
SMURF2	0.29875
ADAD1	-0.0385
EBP	-0.2558
KRTAP13-2	-0.8075
FLJ36874	-0.817666666666667
TOR1A	0.149833333333333
P2RY4	1.366
GPBP1	-0.2815
TRPV1	-0.157
ADAMTS12	0.360166666666667
PES1	-0.4728
ATG4A	0.893833333333333
MAGEA10	-4.16575
WFS1	1.553
CC2D1B	-0.614333333333333
PABPN1	0.559
SLC25A30	0.48775
SLCO1C1	-0.426666666666667
SLC22A5	-0.69925
KIF23	-1.96733333333333
SYN2	-0.486
ASPN	4.67966666666667
CENTG2	-0.35925
QSOX2	-1.3525
FLJ10815	0.0231666666666667
STK24	-0.0399375
SPEG	-0.2337
STK10	0.563833333333333
DACT2	-0.297
AAAS	-0.557
SSX3	-1.811875
ABCD3	0.4278
C4orf12	-0.561375
PARVG	1.90466666666667
FIG4	1.796
C9orf46	0.22275
TMCO6	-1.3075
IGHMBP2	0.601
DUS2L	-0.2945
FAM3C	-0.794
TMEM16D	-2.34225
DCTN4	0.005
KCNH3	-0.16425
EIF2AK2	1.04975
AP1S3	-0.19075
CST4	4.276
PAM	-0.761125
NUTF2	-0.6245
CITED2	-0.0813
SLC39A4	1.05125
C2orf52	-0.6605
GRM3	-0.1385
C12orf49	0.919875
CCDC49	-0.3778
GRAMD1B	-1.049625
FNDC4	-0.3485
SIAH2	-0.733875
GDPD4	0.50525
C21orf87	0.580875
ATP5A1	-0.0515
C16orf63	-0.41225
LOC388135	-1.02416666666667
ATP5J2	-0.698
MMP3	-1.1025
EMID2	-0.35525
CRHR1	0.4735
WDR70	0.19375
C13orf31	1.547
ZFAND1	0.263
CCL18	4.90133333333333
C3orf49	0.508
RINT1	-1.83
KIAA0408	-1.74683333333333
F13A1	4.3229
SLC10A1	-0.777333333333333
OGN	-1.0215
GIPC2	-1.52483333333333
XPO6	-0.587666666666667
LCE1A	0.7905
FMR1	0.9942
LOC374920	0.04575
DUSP3	-0.15575
ANKMY1	0.30075
C7orf50	-1.00025
BBS9	-1.0511
UNC119B	-0.676625
C9orf72	-0.2635
MGC35440	1.25725
ENTPD6	-0.266625
PPP1R2P9	0.3205
ERCC4	0.258
FAHD2B	-0.3325
HMHA1	1.1775
HACL1	-0.506
RAD23A	0.368166666666667
FAM83B	0.41925
PPP5C	-0.2295
RNASEH2C	-0.449
C9orf153	-0.90475
SCAMP4	0.978125
GHITM	0.582
NDUFB7	0.73675
ADCYAP1	1.30533333333333
SP110	2.29983333333333
MAP3K7IP2	0.50125
DHH	0.4595
AGRN	0.328071428571429
WDR33	0.748833333333333
CEP290	0.6145
PRPS1L1	-2.227
KLRA1	-0.238
GPR97	-0.642
CHD7	0.714916666666667
TLR10	2.35375
SLC30A8	1.74
HIC1	1.13633333333333
IAPP	1.049
RXFP4	0.26
GP1BB	1.50625
SHQ1	-0.038
NKX2-3	0.415166666666667
API5	-0.39275
FTHP1	0.5495
MOV10L1	-0.109166666666667
TRIM6-TRIM34	2.0615
ADHFE1	0.2855
FAM117A	-0.18025
DDI1	0.445666666666667
CDON	-1.34683333333333
TRIM73	-0.888
IGKC	6.154
MMP14	-0.7435
DYNC1LI1	-0.4825
C11orf66	0.3315
TRBV3-1	-0.00549999999999995
FASTKD5	0.85825
BIVM	-2.2095
LHX4	0.032
CXCL2	-1.6662
RAB2B	0.789666666666667
IZUMO1	-0.7135
MAP3K15	-1.840375
FAM19A2	-0.0695
ZC3H8	-0.458833333333333
ZMAT1	1.3725
SPINK5L3	-2.46225
SLC10A6	1.8255
APPL2	-0.633
CARD10	-0.973
LOC402176	0.287375
EEF1D	0.5303
RAB6A	2.6943
C12orf5	-0.732375
PAPOLG	0.3215
MSRB2	0.68225
BCR	0.612611111111111
PUS3	-0.72325
TIAM2	0.651
ZNF317	0.1575
CHD2	-0.260153846153846
FZD5	-1.78859090909091
NUDT8	-0.0255
ZNF763	-0.6875
PRC1	-1.35922222222222
ABCB9	0.752166666666667
SPATA3	0.234
TRAK2	0.278875
STAB1	2.854
LRRTM2	-0.736666666666667
psiTPTE22	1.3235
DBI	0.4475
SERPINA11	-3.425
NAT5	0.3675
C20orf58	-2.7555
RPS6KA4	0.210166666666667
FLJ90650	-1.0165
TGFBRAP1	0.20475
CHRDL2	-0.53775
FAHD2A	-0.456666666666667
CNTN1	0.216
BBS4	-0.6924
TMEM181	0.1145
MINPP1	-1.228
MPHOSPH6	1.30433333333333
HOXC10	2.0323
ITPKB	0.601875
CLPTM1L	-0.183
MEOX2	-1.111
ATP6V0C	0.537375
PRPF8	-0.538833333333333
TMC5	0.63975
FKBP3	-1.08675
PLEKHB2	0.212625
OR4D6	0.1425
ZNF544	-0.0685
D2HGDH	-0.392625
RPL18A	0.5841
HEL308	-0.537
MPP6	-3.20475
TCERG1	-1.8525
KRT16	-1.55433333333333
KLF17	-2.77275
KLF5	-1.025375
CDR1	1.997875
VCX3A	-3.5385
FBLN2	1.388625
C14orf104	-1.38825
HBE1	-4.7098
OR4S2	0.0549999999999999
C1orf108	0.0315
ROBO4	3.99133333333333
CPEB4	0.862
C11orf80	0.2765
BCKDHA	1.118
MYOC	0.55075
GIF	-0.0695
CKMT1A	1.592
RPL3	0.7043
THBS1	-0.05375
APOO	0.02775
ARMCX1	1.5845
HSZFP36	0.93525
SNAPC5	-0.457
EIF4ENIF1	1.124
ZNF433	-1.06075
TNFRSF21	-1.1035
TMPRSS7	-0.0715
SPATA18	-0.3765
HPDL	-1.8775
MKL2	1.0097
TBX3	2.29230769230769
C21orf93	0.292833333333333
DAXX	-0.02
ELMO1	0.686
RGS13	1.77016666666667
TAF11	-0.5835
UNC13A	-1.72975
LOC653314	0.2576
ORC3L	-0.111
IMAA	-2.4725
TARBP2	-0.14375
CABIN1	0.3736
TRIOBP	-0.00331249999999999
HIST1H2AC	1.0665
RGS22	-1.77983333333333
NCOA1	1.843
IL25	2.007
SNCG	0.204
GPR6	2.026
AMDHD1	-2.63783333333333
CHEK2	-0.189375
C6orf142	-1.5345
DRD4	0.76275
C14orf68	-0.8415
GDF11	-0.284
SEMG2	1.1975
CD247	1.6655
CDAN1	-0.53925
RBMX2	-0.3265
TGS1	0.44425
OIT3	0.947
SYF2	-0.28825
MCM4	-0.22825
PKHD1L1	1.231125
CEP192	-0.179833333333333
IFT88	0.60225
RPL9	0.495071428571429
RAB32	-0.35325
DDX43	-2.71975
P2RX2	0.4685
OR5D18	0.6175
UBE1	-0.118666666666667
SLC24A1	0.28025
ARHGAP5	-1.02375
CETP	0.70725
KIAA1731	-1.0165
SLC9A4	0.3555
PTPN6	1.65825
BAHD1	0.2085
GRIK3	-0.8695
CACNB2	-0.8906
PDE10A	0.116
DGCR14	-0.289
PCDHB9	-0.670833333333333
RHOQ	1.14333333333333
MAP3K4	-0.29225
KTI12	-0.204333333333333
RPL23AP13	0.55425
GNG11	-0.931
CLCN3	1.5805
GPAM	-0.494
VSTM2A	0.245
SLAMF7	5.514
INTS2	-0.80525
PPP2CA	-0.8962
LRP12	-1.54673333333333
SEC14L2	0.299666666666667
DKFZP586H2123	1.72775
MC3R	0.3805
CIRH1A	-1.41583333333333
HIST1H2AB	1.45683333333333
POLH	-0.3125
MGC16703	-2.24916666666667
SNAPC2	0.71
FILIP1L	0.2115
RASGRP4	-0.285
LRRC1	1.59125
GAS1	0.0455
PRAC	-0.57125
DGKA	-0.347666666666667
NT5C3	-1.014
PEG3	-4.20483333333333
NADK	-0.57825
PRR17	1.05725
LOC374569	-0.6805
SGSH	0.546833333333333
NLRP8	-0.0945
GALT	-0.3057
MCF2	-0.777
ZNF263	-0.53725
TACSTD1	0.518333333333333
TYR	-6.351
ATP6AP2	0.26625
RNUXA	-0.671
ABHD10	-0.585
GDPD2	-1.782
SLC35C1	-0.21475
UBE2A	0.13675
HERC5	-0.414333333333333
FAM112B	-4.2855
FBXL16	-2.531
DKFZP434A0131	0.04075
ELA3A	-2.2695
RBM41	-1.104
HAO2	1.6705
RNH1	-0.168875
SHANK2	1.698
OSBP2	-0.6175
DAK	-0.427
C3orf58	0.415916666666667
TCL1B	0.8385
KBTBD2	-0.080625
SUGT1L1	-0.294
UBE2E2	0.6645
MYL9	1.1055
CDC23	-0.865333333333333
PBXIP1	1.1231
CXorf40B	0.731
NBL1	-0.32225
RTBDN	0.5405
RAB11FIP5	0.0095
TTTY13	-0.474
SCOTIN	0.123916666666667
SOHLH1	-0.0918333333333333
CDKN1A	-0.550214285714286
NCK1	-0.33425
ZNF550	-0.5195
SAPS3	0.358916666666667
SPIN3	0.587833333333333
MAGEE2	-0.22625
MIS12	-0.408166666666667
OR8H2	0.6175
KIAA0774	-1.67033333333333
UNC5D	-2.7495
CUL7	-0.899
LIPC	-2.89816666666667
DIO1	-2.55525
C20orf11	-0.2818
CTRL	-0.545
HS3ST2	2.04025
PAK4	1.4235
CCRL1	2.79775
RNF10	0.390375
ZNF567	0.207
ZNF660	-0.3625
TCEAL3	1.49225
MAGOH	0.282833333333333
CENPB	0.405833333333333
C19orf7	1.097625
LOC388965	0.19925
ZCCHC13	0.648
JMJD1A	-0.6242
HIST1H4H	1.476
TBRG1	-1.2008
GPC3	-2.518
TAF1C	-0.617875
EBNA1BP2	-0.314166666666667
CIAPIN1	-0.5425
PDGFRA	-0.4915
CSTB	-0.321375
CENPI	-1.1475
GTF2E2	-0.597333333333333
RPP21	-0.29575
CCNF	-0.906
KCNQ3	0.5065
FAM79A	0.835
SLC22A12	0.8325
NOVA1	0.983333333333333
FZD3	-0.1334
AKAP8	-0.08075
SOCS5	-0.145375
CFDP1	-1.0925
DLG5	0.20425
PGM5	-0.0410833333333333
C1orf144	0.447
HDAC10	-1.1895
RND2	-0.45575
C20orf199	-0.43725
RNMT	-0.856625
SLURP1	3.9695
ASTN1	-0.715375
SH3BGR	-0.5775
MYCL1	-0.038375
ZHX1	-0.262333333333333
CENPK	-2.8835
FOSB	0.6671
LOC643406	0.772375
C2orf59	-1.4405
TMEM135	-0.661625
SLC27A2	-1.10975
KRT33A	0.5295
OVOL1	0.127
PAMCI	-3.00983333333333
S100A7	-1.223
ZNF789	-0.7915
HARS2	-0.5725
RPL23A	0.103
TCF23	-0.05725
UPF3B	-1.016
C17orf78	-0.7
HLA-DOB	2.03616666666667
C14orf142	-0.548333333333333
TEKT5	0.575166666666667
DMWD	0.595
POLD1	-1.2995
GSCL	0.1235
CALD1	-1.0995
SCRT1	0.319666666666667
AIG1	0.997
UNC84B	-0.22275
ZNF404	-0.8555
TMED6	-3.0265
KIAA1462	-0.702
LRRC27	1.271
PYGO1	-1.57
PIGU	-0.428166666666667
ALAS2	-3.53816666666667
WRNIP1	-0.24475
CNNM3	0.0075
ZNF2	0.18675
ST3GAL5	0.0835833333333333
MRPL23	-0.2065
TSSK6	-0.4175
PSMA6	-0.55625
C16orf70	-0.93525
KIAA1602	0.201
ALMS1	0.706333333333333
DCN	2.25275
TMEM132D	-1.027
SUCLG2	-0.464
ABHD14A	0.536
DEXI	0.158666666666667
AMPD2	-1.48066666666667
IFNAR2	0.857333333333333
CYB5A	1.3878
TLOC1	0.03435
NXF5	-0.858833333333333
NRBF2	0.145875
KCTD3	0.672
ITGAE	-0.387166666666667
SLC30A3	-1.221
ZRF1	-1.2695
IFRD2	-0.46325
XAB1	-0.34975
PYCR2	-0.284333333333333
SERPINB3	-5.0265
TMLHE	-0.0184
GEFT	-0.724125
ABCA5	-1.34275
EMR4	0.1132
TSFM	-0.19025
HIST3H2BB	-0.184
ARHGEF19	0.845
TSPAN17	0.670666666666667
ABCC8	-0.344
MAP1S	0.404333333333333
C22orf36	2.5685
BNC2	-1.21535714285714
HIST1H4A	0.314
NDUFS3	-0.397833333333333
WDR3	-0.5435
XKR4	-1.36675
TTC33	0.219571428571429
STMN2	2.81725
CPN2	-0.997833333333333
HSPC105	-1.039875
PCOLCE2	-4.7025
C3orf55	-0.6335
KLHDC9	1.08333333333333
TBC1D23	0.077625
ATXN2L	-1.36966666666667
MAP2K3	0.0695
SCAP	-0.551
ZNF486	1.14916666666667
C20orf96	1.22575
NARS	0.12325
ADAMTSL1	-0.449642857142857
PRCC	-0.189166666666667
CCDC126	0.832333333333333
ZNF675	0.08275
CALCOCO1	0.205
ANKRD43	4.3515
CWF19L2	-0.804
ZBTB32	3.494
BRAF	0.30925
ODF4	0.9495
MGC14376	-0.088
HORMAD1	-1.8722
AAK1	0.291583333333333
PEBP1	1.029
TNFSF5IP1	-0.062
DKFZp564N2472	0.22525
RMND1	-0.723625
IGKV1-5	5.48
COL1A2	2.07025
SERPINA5	-2.944
AANAT	0.9425
C19orf21	-0.572333333333333
GEMIN5	-0.9245
UBR4	-0.3505
LTBP3	0.223666666666667
AMHR2	-2.8715
PROCR	-1.616
MYBBP1A	-0.694
C20orf39	-1.69066666666667
ZNF697	0.133375
PASK	-0.5228
ZNF776	1.0745
RFXDC2	-0.1645
KIAA0467	-0.04975
C10orf96	-0.644666666666667
ZNF503	-0.301
GULP1	-1.45525
KCNE4	0.432666666666667
DKFZp434K191	-0.7385
LOC196913	-2.3825
BHLHB4	1.1185
CH25H	3.54725
LOC81691	-0.561333333333333
ALPL	-0.00985714285714288
COL12A1	1.250625
FOLR3	-2.7625
GPR123	-0.300625
TRIM62	0.467571428571429
ABLIM1	0.166666666666667
MAST3	-0.68775
RHBDD1	0.426666666666667
LOC338809	-0.487
RYBP	1.3275
TTC26	-0.182375
ZNF22	1.774
ISCA2	-0.50775
RDM1	-0.48525
PIGM	-0.18675
GNB3	-1.4515
ACTR2	0.7771
HMGB1	0.7533
EDG1	2.82533333333333
SOAT2	-2.6045
OR10AD1	0.6975
RAP1GDS1	0.61075
LCE1F	0.8
ESM1	-2.23025
RCN3	1.66375
CREBL1	-0.415
DBNL	-0.408166666666667
PTGER3	0.743
USP30	0.108166666666667
BCL2L12	0.19
KIF26B	2.2235
ZNF416	0.43775
ZNF225	-0.7645
C17orf70	0.6555
ZNF554	0.212
RAE1	-0.835333333333333
TNIK	0.378
ACTN3	-0.7025
MGC45922	1.3615
CCNA1	-0.379833333333333
RYK	0.100666666666667
IL26	-0.3045
LRP3	1.35516666666667
QARS	0.091
SOX7	0.587285714285714
BID	-0.133625
OR2S2	-1.1085
CXCL14	4.23225
C11orf47	-0.976
MGC29891	-0.575666666666667
HSPB8	-0.5383
PRDM14	-0.6905
NUFIP2	0.93475
MNAT1	-0.733875
ZDHHC2	-1.37925
MBNL2	0.30425
ADD3	-0.745125
CSNK2A1P	0.042
KLK6	-3.01916666666667
TMEM111	-0.2524
KIAA1279	0.0685
NUBP2	0.134166666666667
RAB42	0.1615
ID3	-1.0648
TM9SF1	1.08675
MDP-1	1.4655
POU4F2	0.20925
IQCK	0.78525
C16orf14	-0.209
CAPN3	-1.825125
FAM43B	-0.422125
RECQL	-0.5675
AP1G1	0.290142857142857
CTNNBL1	-0.613833333333333
ECHDC1	0.554166666666667
SMARCC1	0.2801
FOXQ1	-1.13125
GNAI3	0.4915
POLG2	-2.30225
CD4	1.96175
ITLN1	0.989
EBI2	5.17075
IRF1	2.05875
PTPRE	1.7512
PTK2B	-0.25175
NXNL2	-2.8025
SOX4	0.4195
TSPAN3	-0.0751666666666667
SH2D1A	0.556
C8orf58	-1.0705
USP20	-0.45375
DUSP22	-0.738
CALB1	-1.9085
L3MBTL2	0.78575
MCRS1	-0.394
TMEM118	-0.469
C18orf8	0.8205
FLJ10241	0.4215
GJA12	0.55175
PKD1	-0.7675
ZFP3	0.4265
JAM3	-1.941875
LAPTM4A	0.6408
DIRC2	-0.6695
KIAA2022	0.729333333333333
MYOM1	0.112
TRPM8	-2.76233333333333
MOP-1	2.11325
PHKG2	-0.167875
ZNF650	0.60475
KIAA1522	0.866125
PSG8	-2.32783333333333
DDX19B	0.097
MOBKL1B	0.5675
DIAPH2	-0.3655
PTPN12	-0.16225
CLN8	-0.8381
CRYZL1	-0.197
CRY2	-0.253
FCGR2B	3.92733333333333
PNPLA4	0.39675
ZNF454	-1.2385
DKFZp434B1231	-0.38225
CLDN11	0.4636
RFWD2	-0.0358333333333333
CIB2	0.103
MXRA8	3.053125
HRK	0.58225
MAML2	-0.634
C4orf31	-1.6495
C6orf192	-0.79575
COG6	0.803
FAM5B	1.0645
NFATC1	1.3714
SEPT10	0.03175
SCYL1	-0.2
RPP40	-0.9305
SCOC	-0.5309
KIAA1450	1.4825
CTDSPL2	0.00200000000000002
TBX5	2.4645
NAPG	0.677125
RHD	-4.535
C14orf45	1.07483333333333
ZBTB22	0.23
PLCG1	-0.191
ANKRD10	-0.571125
AQP7P2	0.0875
TAGLN2	0.114833333333333
HTR2C	-2.00366666666667
SLC16A7	-0.0656666666666666
C17orf83	-0.503
TSGA14	0.111833333333333
MDH1	-0.255
PPP3R2	-0.00666666666666671
DCBLD2	-2.15321428571429
RBM33	-0.731125
DPH3	-1.23425
SYT10	-1.31583333333333
FMO4	2.585875
THYN1	-1.32025
DRD5	-1.9495
OTOR	0.31975
PGRMC2	-0.3558
KATNAL1	-0.101
PAQR6	-1.03375
UBE2I	-0.04375
C14orf28	-0.04275
C8orf70	1.2505
FLYWCH1	-0.639
ANGPTL3	-0.637333333333333
GLRX2	-0.135333333333333
ATP11A	-0.329857142857143
ARL5B	1.347375
MUC16	-3.296
SLC25A5	-0.334928571428571
ACRC	-1.6015
MYO1C	-0.1635
FAM89B	0.8325
FAS	1.0495
KIFAP3	0.36275
GLRA2	-0.2345
BTN3A2	1.1493
CNKSR3	0.11675
CSTF3	0.211833333333333
ARPM1	-0.12625
KIAA1530	-1.1515
C9orf150	0.486333333333333
PRKCI	0.208
tcag7.1015	-1.26675
SOD3	-0.7305
ZNF574	0.71525
CYP21A2	0.305
RPL12	0.4245
COMMD2	-0.88275
WIZ	-0.04075
LOC344405	-3.2855
ALDH4A1	1.01376470588235
CRYAB	0.53975
COPA	0.00733333333333333
PCDHGA7	0.7335
KIF11	0.00808333333333332
RASD2	0.35025
SLC26A3	2.425
ZNF175	-1.075
JAKMIP2	-1.748125
C8orf4	0.326
PTHLH	4.36925
SLC40A1	1.39125
OR7D4	0.449833333333333
PCDHB17	-0.3155
CD36	2.10407142857143
C6orf203	0.6708
PRKG2	-0.152
LOC400566	1.13225
ANAPC13	-0.21325
SLCO3A1	-0.5515
ZNF692	-1.625
FANCL	-0.842
SH3GLB1	0.4805
C12orf61	0.385
KBTBD6	0.2425
SUPT5H	0.623375
XRCC6	-0.1675
HUS1B	0.2946
FAM133B	-0.0598571428571429
LOC728276	-0.146
KCTD18	0.116
SOS2	-0.0931666666666667
CCDC99	-1.5195
C1QTNF5	3.098
NNAT	-0.314166666666667
USP16	0.40875
LARS	-1.2295
ZBTB2	0.754625
ABO	-0.396833333333333
TRAF3	0.1535
GALNT5	-3.0575
NAP5	1.373375
ALG14	1.052
KIAA0515	0.7145
WDR75	-0.848833333333333
TEX261	-0.10025
LY86	1.18275
LOC389072	-0.6665
FLJ13611	-0.91
MRGPRX2	0.077
SNRPA	-0.511625
OR2G2	-0.256
GPRASP2	0.1005
C7orf42	0.3687
C9orf163	-0.0495
CYP11B2	1.4265
FCRL3	3.06866666666667
PRDX1	0.23975
FGB	-6.6758
COX17	0.6715
C16orf33	0.30425
PIWIL1	-1.45683333333333
FOLR1	-2.8255
KIAA0082	-0.1925
FREQ	0.143166666666667
TMCC2	-1.054
TCF12	0.0993333333333333
ZNF721	-0.098
FAM130A2	-0.4245
POU4F1	-1.74875
SNRPF	-0.475375
SGIP1	-0.131166666666667
ZNF641	1.11766666666667
EMG1	-0.44375
PRRG4	1.6085
HIRA	-2.72
MYNN	-0.162166666666667
AEBP2	-0.3
TBXA2R	0.314833333333333
ISL2	-1.35366666666667
PCDHB11	-0.377
RNF144A	-0.727375
MARCH5	1.059375
DULLARD	-0.332333333333333
DCLRE1B	-0.0813333333333333
ITGA8	1.11675
TP73	-0.26925
PRKCD	1.04975
NDUFB4	-0.171
ATP13A4	0.469125
ANTXR2	-0.3455
COL4A3	-0.709333333333333
MYO10	-0.1142
SLC6A18	0.75
PEX1	-0.51275
TMEM74	-2.273
RBM19	0.5445
TAPBP	0.9565
RUNX1	-0.613875
MID1	-1.603
GPR64	-2.1785
RASEF	5.44825
GABRG1	-0.0107142857142857
MYO16	-0.82
DBF4	-1.657
TSHZ2	2.69675
RIPK2	0.259375
PPTC7	0.200333333333333
KIF4B	-1.1565
LRRC31	-0.275625
ZNF540	2.40925
EFNB3	-0.120833333333333
LOH12CR1	0.557125
STON2	-0.6035
GLP1R	-0.16325
CSTF2T	0.739625
IREB2	-0.68175
GRSF1	1.23375
PDCD7	-0.838333333333333
LRRC43	-0.244
CNR1	0.3055
IL1F7	-1.25
C12orf64	-0.831
FAM69B	-0.1665
NR2E1	-2.39816666666667
MS4A6A	3.5424
FTL	-0.5748
C7orf36	-0.87225
PCLO	1.0578
DYRK2	1.322
ARIH2	-0.457375
SAMD7	0.664
SCNN1D	-0.79125
SLC32A1	0.040125
C22orf25	-0.8405
MRPS18A	0.1632
GPR112	-0.0155
EARS2	-1.2655
ERN2	0.9595
ATPBD3	0.132
PRH2	-0.0305
CDKN2D	1.29416666666667
PGLYRP2	-0.978
TRIM40	0.396
SEC14L3	0.1934
SLC22A1	-0.39
BTN2A3	0.05575
RASA4	0.48125
CCNL2	-1.14875
MYBPC3	0.542
GJA4	3.7465
CDC42SE1	0.679625
TRPV2	-0.0155
MYPN	-4.1272
SIM1	0.501
CDADC1	-0.255416666666667
ZFHX4	-0.43675
NIBP	1.4395
ADAMTS19	2.28725
ABTB2	0.13625
TSPYL2	-0.4225
EIF2S3	-0.4185
SOX30	-0.1935
AP2A1	-0.257666666666667
DKFZP564O0523	-0.564166666666667
LOC285398	-0.0265
CDH18	0.187
CHL1	0.81225
GATS	-0.0868
TBC1D2B	0.197666666666667
OR1J1	-0.548
GSN	0.2285
DPCR1	0.016875
GARNL4	-0.2355
SMARCA5	-0.215
PLEKHG3	0.823333333333333
ZBTB45	1.1225
FRMD6	0.835833333333333
PLS1	-1.9145
DGKZ	0.775833333333333
EFNA1	-0.3416
WDR85	-0.654375
ANK2	-0.14175
PAGE4	-1.2445
SENP6	0.4455
AKR7A2	-0.262666666666667
FKBP10	-2.443
VEGFC	-1.46416666666667
LARP1	-0.389
SRBD1	0.30325
ITGB6	2.4235
SLC1A2	-0.919714285714286
INVS	-0.474333333333333
MPO	1.40775
MOBKL3	-0.1962
CUTL2	-1.28375
KLK2	-0.01275
VIM	-1.136
REG1B	0.185666666666667
PCDHGC4	0.33425
C3orf34	-0.724666666666667
SUMO3	1.063
CST9L	-0.706
MLL4	-0.221
SPR	-0.329333333333333
SAMD9L	1.4995
ABCE1	-0.51525
SUPT3H	-1.17183333333333
ACTBL1	0.76575
