Hybridization REF	TCGA-A2-A0D3-01A-11R-A115-07
KIF14	-4.02628571428571
TENC1	1.318
HEATR5B	1.251
YIPF2	0.8195
MYEOV2	0.365833333333333
DUSP18	1.1485
KIAA1012	0.9055
AHR	0.017
C17orf53	-1.92016666666667
PTPRH	-2.6785
ATP6V1C1	-0.1149
TAS2R3	-0.1365
LOC440356	-0.4745
COQ10B	0.02525
PSMF1	0.483
SORBS2	3.28341666666667
NFE2L2	0.43225
TMCO7	-1.03925
SH3PXD2A	-0.5717
SH2D2A	-0.8165
SPINK5	-0.2455
MRPS24	-1.33975
OPA3	0.038375
TRAF7	1.71266666666667
C4orf35	-0.2525
MT1G	0.20725
MGC39545	-0.86675
HS1BP3	0.3316
OR2B2	0.3585
CHRM4	0.0935
SFRP2	3.12983333333333
RIC3	-0.85075
ART1	0.1685
C6orf1	0.797125
DUS4L	-0.39825
C10orf104	0.13875
TNFAIP6	1.8895
RTEL1	-1.18975
CCT4	-0.5431
ZNF709	1.17675
CHMP6	0.337333333333333
UPP2	0.21475
CYP19A1	-2.69125
CD151	0.765333333333333
NDUFA13	-0.154833333333333
ARFRP1	-1.0685
FAM26B	1.4985
CRYBA1	-1.2905
MRPL41	0.0216666666666667
NPFFR2	1.402625
HRH2	0.0625
SCAMP3	0.888833333333333
MTMR6	0.8247
MTG1	-0.575
UBTD1	0.2485
CRABP1	-1.826
FLJ33790	0.8951
KIAA1908	0.0935
GPR158	-3.44675
PACSIN3	-0.474166666666667
OMD	4.85016666666667
CATSPER1	-1.15716666666667
HOXB8	-1.488625
FBXO46	0.9475
OAS1	0.790833333333333
SVIL	-0.27225
PHB2	-0.3185
ADCY3	0.33
NDRG2	0.246333333333333
ERMAP	1.1721
APBA2	-1.71533333333333
IGSF9	2.8525
WNT6	-0.567142857142857
MYCBPAP	2.37175
ATP2B2	0.1243
CPVL	-1.6528
TRAM2	-0.9565
NOP5/NOP58	0.14225
ZNRF4	0.322
TLK1	-0.24925
MTMR12	0.360642857142857
ZNF384	-0.175166666666667
FAM9B	-2.915
RPN1	-0.0742
PMVK	1.74725
EIF3D	0.2745
SIX2	-0.28025
HPS1	0.411428571428571
RNF7	-0.29675
PSKH2	0.3535
KCTD13	0.381833333333333
CSMD3	-0.3744
FBF1	0.707
IL8	-3.8065
SERPINB13	0.50075
FBXL20	0.16625
BLR1	0.512
SH2B1	0.156666666666667
RFNG	0.09575
RAB20	0.440666666666667
RBM7	-0.29025
POLR1A	-0.212166666666667
TMPRSS4	-2.6095
TAF9	-0.27475
TERF2	0.121166666666667
TNFRSF1A	0.02625
ACADVL	0.171166666666667
GTF2H5	1.2905
EDG8	-1.44233333333333
C9orf140	-1.68475
UST6	-0.31875
ZBTB8OS	-0.24075
ZNF710	1.5785
GPR174	-1.2375
ATP6V0A2	-0.4555
KIAA0319L	0.214166666666667
XKRX	0.774
DOPEY2	2.4538
SDHD	-0.571583333333333
SUMF1	2.3645
OSM	0.21125
OPN3	0.7435
DAGLB	-0.125166666666667
PPFIBP1	-0.4937
TRIM63	-2.98425
C10orf53	0.027
LYPD3	1.254
BCL7A	0.161375
AGER	-1.2065
TCF19	-2.140375
SAT2	-0.16575
PFTK1	0.832166666666667
GABRE	-2.74975
C15orf38	1.3225
FIS1	0.344
KCNV2	0.284
CLPS	0.26
PPCDC	-0.384125
FOXN2	-0.6045
NT5E	-4.0171
CD83	-0.72475
IL18	2.7545
VPS16	-0.16175
IGFBP2	-0.673
NOTCH2	0.7095
SIGLEC1	1.412125
CD93	5.2445
SULF2	1.70275
CEP164	-0.082
P53AIP1	0.270333333333333
TOR2A	-0.0535
ZNF136	0.781
MGP	3.3032
CCDC144A	1.51983333333333
TRPC1	-1.89533333333333
SMS	-1.29266666666667
MAPK7	-0.8295
RRAGC	0.377
PARD6A	-0.231
NUB1	0.645
SYNGR4	0.255
OR11H12	0.306
WIF1	0.095125
GCH1	-0.84
OR11H4	0.3045
SLC44A5	-0.169
GPRIN2	0.2
LOC401431	0.0515
CPA4	-2.2693
MELK	-4.38533333333333
IL15RA	-0.26625
CUL3	0.92725
HMBOX1	-1.35725
PODXL	-2.80625
CCT6B	1.618
COMTD1	-0.5045
MUC20	0.275
GPX2	-3.481625
ITK	-0.027375
FBXL5	1.77975
C13orf27	-2.112
DEFA5	0.349
TRHDE	0.634
MTP18	-0.689166666666667
UQCRQ	-0.0147
ITGB2	0.971833333333333
CSRP2BP	-0.01225
TAS2R44	0.449
PHPT1	-0.1565
FAM44C	-0.25775
ERH	0.075
MPHOSPH1	-0.948
MORC1	-0.323
PARVB	0.03825
LAMA1	-2.32933333333333
PGBD3	0.24225
GIMAP6	3.81675
AREG	3.957
LIPT1	0.3895
MGC99813	-0.15675
C1orf201	0.269
GRIN2A	-1.2
MAN2C1	-0.728375
NSUN5	-0.50575
SF3B5	-0.17025
MYC	-1.524875
NRXN1	-1.38266666666667
ZNF18	1.139
SPDYA	-0.596428571428571
SLC37A1	1.4435
DECR2	1.3265
ANKRD38	0.60125
SPTLC3	-0.6565
SUPT16H	-0.598625
DTWD2	1.16225
ULBP1	-0.624
ZADH1	0.686
OIP5	-4.06925
IL10RB	-0.0788333333333334
OTUB2	0.022375
VWA3A	0.126833333333333
SPIC	0.208833333333333
OR6C4	0.1725
PSCD4	0.781166666666667
DPY19L2P2	0.013
TRAPPC6A	0.603333333333333
C21orf2	-0.0993333333333333
CEMP1	-0.0855
LIN7B	-0.8505
E2F7	-3.448
VCP	-0.3251875
LAMA3	-0.50225
BGN	1.62375
GPR160	1.801
COCH	-4.087
GPR81	2.07266666666667
APOBEC3F	-0.749
tcag7.1017	-0.143
C1orf32	0.3995
SCGB1D2	-0.5225
FLJ43987	0.255
C6orf170	1.23475
KLK9	0.1325
GPD1L	0.372875
VPS37B	0.84025
ATG3	-0.0911666666666667
ADAMTS17	-0.488
KLHDC2	0.751833333333333
NDUFV2	0.011
BLK	-1.098
MATN4	-1.75
GPM6A	2.64975
GBP4	2.9235
TMEM162	0.192666666666667
PKP2	-0.0905
HRASLS	1.57511111111111
MMP1	-4.113
SFXN3	-0.5693
FSD1	-1.71983333333333
ST6GALNAC3	-2.57283333333333
CA12	2.3761
NCOA6	0.306
C19orf58	0.1771
PPP4R1	0.0121666666666667
MAN1A2	1.16366666666667
IKBKAP	-1.15575
UPF1	-0.324166666666667
KIAA1219	0.4825
WNT16	0.373666666666667
SNW1	-0.082375
IL18RAP	1.638
RPP30	-0.53875
CDC40	0.267785714285714
SETD3	-0.0956666666666666
SLAMF6	0.1985
ELK4	-0.162
TRIM47	0.282166666666667
ACOX3	1.658375
TRIM6	1.069625
KIAA0372	0.418166666666667
TP53AP1	1.762375
SMURF2	-0.96525
ADAD1	0.37725
EBP	-1.8455
KRTAP13-2	-0.2765
FLJ36874	-0.643333333333333
TOR1A	-0.531333333333333
P2RY4	0.448
GPBP1	0.07275
TRPV1	0.603125
ADAMTS12	-0.467833333333333
PES1	0.0485
ATG4A	0.423666666666667
MAGEA10	-4.998
WFS1	1.30925
CC2D1B	-0.349166666666667
PABPN1	-0.425875
SLC25A30	0.7485
SLCO1C1	-0.163
SLC22A5	0.829
KIF23	-3.9245
SYN2	-0.3325
ASPN	6.57016666666667
CENTG2	0.9825
QSOX2	-2.1653
FLJ10815	0.0248333333333333
STK24	-0.132125
SPEG	-0.6074
STK10	-0.329
DACT2	-2.402
AAAS	0.00675
SSX3	-0.639125
ABCD3	-0.1183
C4orf12	-0.574875
PARVG	0.6965
FIG4	2.12375
C9orf46	1.648
TMCO6	-0.239
IGHMBP2	-1.563
DUS2L	-0.753
FAM3C	-1.2193125
TMEM16D	-1.895125
DCTN4	1.00625
KCNH3	-0.17125
EIF2AK2	0.037
AP1S3	0.404
CST4	1.9995
PAM	-2.165625
NUTF2	-1.5475
CITED2	1.3088
SLC39A4	0.483
C2orf52	-1.264
GRM3	-0.452
C12orf49	0.51525
CCDC49	-0.1938
GRAMD1B	-1.248125
FNDC4	-0.81175
SIAH2	2.138875
GDPD4	0.3685
C21orf87	0.5045
ATP5A1	-0.298833333333333
C16orf63	0.6815
LOC388135	-1.1586
ATP5J2	-0.44525
MMP3	-0.9395
EMID2	-0.35
CRHR1	-0.02375
WDR70	-0.21625
C13orf31	1.61075
ZFAND1	-0.421
CCL18	2.7645
C3orf49	0.591
RINT1	-0.4265
KIAA0408	-2.1275
F13A1	4.0444
SLC10A1	0.1085
OGN	7.06125
GIPC2	-1.832
XPO6	0.2125
LCE1A	0.041
FMR1	-0.4012
LOC374920	-0.5365
DUSP3	0.015125
ANKMY1	1.99625
C7orf50	-0.9365
BBS9	0.0295999999999999
UNC119B	-0.12175
C9orf72	0.028625
MGC35440	-1.0025
ENTPD6	-0.50975
PPP1R2P9	0.18275
ERCC4	0.67725
FAHD2B	-0.119
HMHA1	-0.9855
HACL1	-0.04525
RAD23A	-0.565166666666667
FAM83B	-1.7755
PPP5C	0.240333333333333
RNASEH2C	-0.522125
C9orf153	-0.54375
SCAMP4	0.937375
GHITM	-0.3893
NDUFB7	-0.212
ADCYAP1	-0.152
SP110	2.09
MAP3K7IP2	-0.08225
DHH	0.211
AGRN	0.892571428571428
WDR33	0.2085
CEP290	0.453333333333333
PRPS1L1	-2.32266666666667
KLRA1	-0.671
GPR97	0.1385
CHD7	-0.433583333333333
TLR10	1.49775
SLC30A8	-0.9465
HIC1	1.03233333333333
IAPP	0.1545
RXFP4	0.1025
GP1BB	0.396
SHQ1	0.7415
NKX2-3	0.00533333333333333
API5	0.19825
FTHP1	0.4765
MOV10L1	-0.3588
TRIM6-TRIM34	2.00516666666667
ADHFE1	1.2235
FAM117A	-0.73975
DDI1	2.4974
CDON	0.7045
TRIM73	-0.6875
IGKC	3.771
MMP14	-1.67625
DYNC1LI1	0.202375
C11orf66	1.161
TRBV3-1	-2.79625
FASTKD5	0.19775
BIVM	-0.685
LHX4	0.077
CXCL2	-0.3966
RAB2B	-0.627833333333333
IZUMO1	-0.5515
MAP3K15	-2.517875
FAM19A2	0.575
ZC3H8	-0.0841666666666667
ZMAT1	2.15925
SPINK5L3	-2.855
SLC10A6	1.301
APPL2	0.784375
CARD10	0.2375
LOC402176	-0.140375
EEF1D	0.376
RAB6A	-0.0084
C12orf5	-1.105125
PAPOLG	0.41
MSRB2	1.01275
BCR	0.881333333333333
PUS3	0.399
TIAM2	-0.87225
ZNF317	0.231
CHD2	-0.154214285714286
FZD5	-3.26809090909091
NUDT8	-2.71175
ZNF763	0.8925
PRC1	-4.022
ABCB9	0.159
SPATA3	0.4035
TRAK2	0.13875
STAB1	2.16225
LRRTM2	0.111166666666667
psiTPTE22	0.8005
DBI	0.04725
SERPINA11	2.329
NAT5	0.074
C20orf58	-2.11575
RPS6KA4	-0.3155
FLJ90650	-0.5215
TGFBRAP1	0.24875
CHRDL2	0.2735
FAHD2A	-0.701
CNTN1	-0.23175
BBS4	0.5246
TMEM181	-0.21225
MINPP1	-0.147
MPHOSPH6	-0.244916666666667
HOXC10	2.5062
ITPKB	1.092125
CLPTM1L	-0.99025
MEOX2	-0.893166666666667
ATP6V0C	1.25275
PRPF8	-0.0296666666666667
TMC5	4.5645
FKBP3	-0.7545
PLEKHB2	0.970375
OR4D6	0.4185
ZNF544	-0.4251
D2HGDH	0.1245
RPL18A	-0.0548
HEL308	-0.39775
MPP6	-3.1635
TCERG1	-1.3415
KRT16	0.00283333333333333
KLF17	-1.618
KLF5	0.72025
CDR1	0.6745
VCX3A	-4.9265
FBLN2	0.55025
C14orf104	0.151
HBE1	-5.3624
OR4S2	-0.3765
C1orf108	-0.2435
ROBO4	2.54716666666667
CPEB4	0.36075
C11orf80	0.038
BCKDHA	0.905666666666667
MYOC	0.23525
GIF	0.2965
CKMT1A	1.574
RPL3	0.7259
THBS1	2.153375
APOO	-0.23525
ARMCX1	2.46275
HSZFP36	1.706
SNAPC5	-0.12775
EIF4ENIF1	0.2865
ZNF433	1.202
TNFRSF21	-1.929125
TMPRSS7	0.458
SPATA18	1.6028
HPDL	-3.024
MKL2	1.5325
TBX3	0.164538461538462
C21orf93	0.278166666666667
DAXX	0.81725
ELMO1	0.34925
RGS13	0.429166666666667
TAF11	-1.268
UNC13A	-2.152125
LOC653314	-0.1096
ORC3L	0.2455
IMAA	-2.397
TARBP2	-0.54675
CABIN1	0.0751
TRIOBP	-0.1581875
HIST1H2AC	1.00575
RGS22	2.971
NCOA1	0.802166666666667
IL25	1.4845
SNCG	1.0015
GPR6	0.22
AMDHD1	-2.99316666666667
CHEK2	-0.970875
C6orf142	-1.0965
DRD4	0.57825
C14orf68	-1.0695
GDF11	-2.6795
SEMG2	1.049
CD247	-0.41725
CDAN1	0.182
RBMX2	-0.8025
TGS1	0.04275
OIT3	1.37325
SYF2	0.23375
MCM4	-1.773375
PKHD1L1	0.268142857142857
CEP192	-0.3505
IFT88	2.28
RPL9	0.188428571428571
RAB32	0.12925
DDX43	-3.4205
P2RX2	0.0708333333333333
OR5D18	0.3855
UBE1	0.864083333333333
SLC24A1	1.62625
ARHGAP5	0.07775
CETP	-0.83475
KIAA1731	-0.142166666666667
SLC9A4	0.6675
PTPN6	1.54075
BAHD1	0.08025
GRIK3	0.419
CACNB2	-0.86
PDE10A	-0.791
DGCR14	-0.00625
PCDHB9	-1.34433333333333
RHOQ	-0.335833333333333
MAP3K4	-0.1355
KTI12	-0.221666666666667
RPL23AP13	-2.435
GNG11	-1.473
CLCN3	0.977
GPAM	-1.060375
VSTM2A	2.121
SLAMF7	2.232
INTS2	-1.30075
PPP2CA	-0.3391
LRP12	-1.14346666666667
SEC14L2	1.42911111111111
DKFZP586H2123	1.4645
MC3R	0.22
CIRH1A	-1.96133333333333
HIST1H2AB	0.0971666666666667
POLH	-0.406875
MGC16703	-0.884166666666667
SNAPC2	0.832
FILIP1L	0.968
RASGRP4	0.59
LRRC1	1.5965
GAS1	-0.64025
PRAC	-0.7925
DGKA	1.3625
NT5C3	-0.0935
PEG3	-3.668
NADK	-0.425
PRR17	0.80275
LOC374569	0.3975
SGSH	0.152666666666667
NLRP8	0.3475
GALT	-1.6789
MCF2	-0.7
ZNF263	0.99325
TACSTD1	1.5285
TYR	-6.6478
ATP6AP2	0.759
RNUXA	-0.20875
ABHD10	-0.0475555555555556
GDPD2	-0.94775
SLC35C1	0.5815
UBE2A	-0.239625
HERC5	-2.275
FAM112B	-4.98316666666667
FBXL16	1.656
DKFZP434A0131	-0.83525
ELA3A	-1.4105
RBM41	-1.394125
HAO2	-0.27125
RNH1	-0.373375
SHANK2	0.873333333333333
OSBP2	-1.3795
DAK	0.105666666666667
C3orf58	-1.60058333333333
TCL1B	-0.626
KBTBD2	-0.54175
SUGT1L1	1.189
UBE2E2	-0.562666666666667
MYL9	1.7555
CDC23	-0.569166666666667
PBXIP1	1.9071
CXorf40B	0.0625
NBL1	-0.32325
RTBDN	0.117
RAB11FIP5	0.059375
TTTY13	0.266
SCOTIN	0.140916666666667
SOHLH1	-0.995833333333333
CDKN1A	-0.661
NCK1	-0.011
ZNF550	-1.07675
SAPS3	-0.125833333333333
SPIN3	-0.442333333333333
MAGEE2	0.01025
MIS12	-0.343333333333333
OR8H2	0.2275
KIAA0774	-1.4725
UNC5D	-0.8415
CUL7	-0.177666666666667
LIPC	-4.133
DIO1	-0.90625
C20orf11	-0.4809
CTRL	-0.58175
HS3ST2	-0.5035
PAK4	0.816666666666667
CCRL1	1.5455
RNF10	0.24125
ZNF567	0.203
ZNF660	-2.0545
TCEAL3	0.52075
MAGOH	-0.1975
CENPB	-0.0806666666666667
C19orf7	0.00925
LOC388965	0.27175
ZCCHC13	0.382
JMJD1A	-0.2303
HIST1H4H	-0.337
TBRG1	-0.7578
GPC3	-5.39125
TAF1C	-1.28775
EBNA1BP2	-0.300666666666667
CIAPIN1	-1.14225
PDGFRA	-0.619833333333333
CSTB	0.078
CENPI	-2.994
GTF2E2	0.237166666666667
RPP21	-0.169
CCNF	-1.73216666666667
KCNQ3	1.0635
FAM79A	1.131
SLC22A12	0.192
NOVA1	-1.24783333333333
FZD3	2.1717
AKAP8	-0.5565
SOCS5	-0.141
CFDP1	-1.67025
DLG5	1.2375
PGM5	0.221
C1orf144	0.166583333333333
HDAC10	-1.0715
RND2	-0.33775
C20orf199	-0.397
RNMT	-0.31975
SLURP1	0.441
ASTN1	-0.243375
SH3BGR	1.2985
MYCL1	0.764875
ZHX1	0.459
CENPK	-4.79375
FOSB	2.4005
LOC643406	0.00187499999999999
C2orf59	-0.636625
TMEM135	-0.66725
SLC27A2	-0.25075
KRT33A	1.4755
OVOL1	0.5715
PAMCI	-3.78133333333333
S100A7	6.1855
ZNF789	-1.249
HARS2	0.188
RPL23A	-0.0196666666666667
TCF23	-0.07575
UPF3B	-1.90925
C17orf78	0.151
HLA-DOB	1.216
C14orf142	0.506833333333333
TEKT5	2.246
DMWD	0.184
POLD1	-2.11116666666667
GSCL	0.3555
CALD1	-0.707
SCRT1	0.490333333333333
AIG1	0.447
UNC84B	-0.0885
ZNF404	-2.2605
TMED6	-2.79325
KIAA1462	0.119
LRRC27	2.2195
PYGO1	-0.5965
PIGU	-0.721833333333333
ALAS2	-4.538
WRNIP1	0.180625
CNNM3	0.2805
ZNF2	0.2205
ST3GAL5	-1.34408333333333
MRPL23	0.14475
TSSK6	0.54675
PSMA6	-0.43825
C16orf70	-0.5305
KIAA1602	-0.62075
ALMS1	0.822833333333333
DCN	1.56575
TMEM132D	-0.4655
SUCLG2	0.64175
ABHD14A	0.781
DEXI	0.714666666666667
AMPD2	-1.43866666666667
IFNAR2	-0.5405
CYB5A	3.3028
TLOC1	0.11045
NXF5	-0.0538333333333334
NRBF2	-0.19375
KCTD3	2.476
ITGAE	-0.488666666666667
SLC30A3	-1.67183333333333
ZRF1	-1.391
IFRD2	-0.64775
XAB1	-0.19825
PYCR2	0.351
SERPINB3	-3.968
TMLHE	0.302
GEFT	-1.516375
ABCA5	-0.395
EMR4	0.0958333333333333
TSFM	0.74775
HIST3H2BB	0.189
ARHGEF19	0.9925
TSPAN17	0.344833333333333
ABCC8	3.585
MAP1S	0.638333333333333
C22orf36	1.7655
BNC2	-0.975214285714286
HIST1H4A	-0.9495
NDUFS3	-0.818
WDR3	-0.6815
XKR4	-1.084
TTC33	-0.934071428571429
STMN2	3.783
CPN2	-0.638666666666667
HSPC105	1.28775
PCOLCE2	-4.817
C3orf55	0.257
KLHDC9	3.88433333333333
TBC1D23	0.06125
ATXN2L	-0.784
MAP2K3	-0.0964166666666667
SCAP	-0.58275
ZNF486	0.681333333333333
C20orf96	-0.2015
NARS	0.22225
ADAMTSL1	-1.06078571428571
PRCC	1.47716666666667
CCDC126	0.5155
ZNF675	0.7975
CALCOCO1	1.91975
ANKRD43	-0.2585
CWF19L2	0.126
ZBTB32	1.57983333333333
BRAF	0.1315
ODF4	0.40775
MGC14376	0.347833333333333
HORMAD1	-2.50416666666667
AAK1	-0.106416666666667
PEBP1	0.183
TNFSF5IP1	0.213833333333333
DKFZp564N2472	0.4905
RMND1	0.039
IGKV1-5	3.53825
COL1A2	1.18658333333333
SERPINA5	-0.2085
AANAT	0.2845
C19orf21	1.55766666666667
GEMIN5	-0.1355
UBR4	-0.544333333333333
LTBP3	0.411666666666667
AMHR2	-1.989
PROCR	-2.616
MYBBP1A	-0.405
C20orf39	0.2045
ZNF697	-1.2585
PASK	-0.4068
ZNF776	0.535
RFXDC2	-0.68
KIAA0467	0.21925
C10orf96	-2.01125
ZNF503	-2.47175
GULP1	-2.07775
KCNE4	0.292833333333333
DKFZp434K191	-0.28875
LOC196913	0.2425
BHLHB4	0.8195
CH25H	-1.49075
LOC81691	-0.652333333333333
ALPL	-0.00821428571428573
COL12A1	2.260375
FOLR3	-2.48566666666667
GPR123	0.244625
TRIM62	0.295071428571429
ABLIM1	0.204166666666667
MAST3	0.18675
RHBDD1	1.02583333333333
LOC338809	1.249
RYBP	0.32725
TTC26	-0.175625
ZNF22	0.459333333333333
ISCA2	-0.226
RDM1	-3.0355
PIGM	1.0755
GNB3	-0.674
ACTR2	-0.0459
HMGB1	-0.5749
EDG1	2.32916666666667
SOAT2	-3.44275
OR10AD1	-0.2165
RAP1GDS1	-0.267833333333333
LCE1F	0.2635
ESM1	-2.235875
RCN3	1.24925
CREBL1	-0.77275
DBNL	-0.374333333333333
PTGER3	2.5335
USP30	0.4035
BCL2L12	-0.919
KIF26B	1.7455
ZNF416	-0.1
ZNF225	0.3075
C17orf70	-0.314
ZNF554	0.6265
RAE1	-0.826333333333333
TNIK	0.673
ACTN3	0.283
MGC45922	0.3025
CCNA1	-0.988166666666667
RYK	0.0241666666666667
IL26	-0.4625
LRP3	0.547
QARS	0.25525
SOX7	0.482142857142857
BID	-0.955875
OR2S2	0.561
CXCL14	3.43975
C11orf47	-0.184
MGC29891	1.83683333333333
HSPB8	-0.0869
PRDM14	-1.4
NUFIP2	0.22275
MNAT1	-0.770375
ZDHHC2	-1.64008333333333
MBNL2	0.225
ADD3	-1.33975
CSNK2A1P	-0.87
KLK6	-1.2765
TMEM111	0.2502
KIAA1279	1.31575
NUBP2	0.373166666666667
RAB42	-2.10675
ID3	-1.8751
TM9SF1	0.71875
MDP-1	-0.59675
POU4F2	0.678666666666667
IQCK	3.4565
C16orf14	-0.048
CAPN3	-1.533
FAM43B	-0.46425
RECQL	-0.90625
AP1G1	-0.435
CTNNBL1	-0.882166666666667
ECHDC1	-3.21933333333333
SMARCC1	0.0857
FOXQ1	-1.897
GNAI3	-0.368666666666667
POLG2	-1.28775
CD4	0.992875
ITLN1	-0.250333333333333
EBI2	3.3935
IRF1	0.87575
PTPRE	0.8486
PTK2B	0.5115
NXNL2	2.345
SOX4	0.458944444444444
TSPAN3	0.337833333333333
SH2D1A	-1.517
C8orf58	0.216333333333333
USP20	-0.78775
DUSP22	-0.479583333333333
CALB1	-2.22233333333333
L3MBTL2	1.57933333333333
MCRS1	0.19
TMEM118	-1.454
C18orf8	0.193333333333333
FLJ10241	-0.000749999999999998
GJA12	-0.0735
PKD1	0.0995
ZFP3	0.1325
JAM3	-2.106625
LAPTM4A	1.1448
DIRC2	-0.075
KIAA2022	-0.868833333333333
MYOM1	-0.358833333333333
TRPM8	-3.15116666666667
MOP-1	0.82275
PHKG2	0.53275
ZNF650	1.09725
KIAA1522	1.423875
PSG8	-0.989
DDX19B	-0.6755
MOBKL1B	-0.27075
DIAPH2	-0.0216666666666667
PTPN12	-0.133
CLN8	-0.0525
CRYZL1	0.177666666666667
CRY2	0.717416666666667
FCGR2B	3.29733333333333
PNPLA4	2.3755
ZNF454	1.0165
DKFZp434B1231	0.09975
CLDN11	0.2568
RFWD2	1.386
CIB2	-1.22133333333333
MXRA8	3.209625
HRK	-0.21125
MAML2	-1.1055
C4orf31	-1.70425
C6orf192	-0.098
COG6	0.5355
FAM5B	-0.4595
NFATC1	0.6464
SEPT10	-0.94125
SCYL1	-0.107
RPP40	-0.7245
SCOC	-0.1518
KIAA1450	0.24825
CTDSPL2	-0.704
TBX5	1.73
NAPG	-0.3075
RHD	-4.75525
C14orf45	2.734
ZBTB22	0.2615
PLCG1	-1.92
ANKRD10	-0.82125
AQP7P2	0.10775
TAGLN2	1.21333333333333
HTR2C	-0.721333333333333
SLC16A7	-1.96016666666667
C17orf83	-0.07425
TSGA14	-0.000583333333333336
MDH1	-0.31125
PPP3R2	0.120833333333333
DCBLD2	-2.00914285714286
RBM33	-0.804625
DPH3	-1.11525
SYT10	-0.9685
FMO4	2.85275
THYN1	-0.57375
DRD5	-1.9025
OTOR	1.0885
PGRMC2	-0.7892
KATNAL1	-1.204875
PAQR6	-0.88925
UBE2I	0.04025
C14orf28	0.36225
C8orf70	-1.0215
FLYWCH1	0.19225
ANGPTL3	-0.54
GLRX2	0.112666666666667
ATP11A	-0.693571428571429
ARL5B	-0.6405
MUC16	-2.11725
SLC25A5	-1.47671428571429
ACRC	-1.04875
MYO1C	0.27925
FAM89B	0.444833333333333
FAS	-0.007375
KIFAP3	1.70225
GLRA2	0.689
BTN3A2	1.0694
CNKSR3	0.56925
CSTF3	-0.749833333333333
ARPM1	0.55575
KIAA1530	-0.7585
C9orf150	1.33716666666667
PRKCI	-0.268
tcag7.1015	-1.38525
SOD3	-1.698
ZNF574	0.64075
CYP21A2	2.33625
RPL12	0.93775
COMMD2	-0.6855
WIZ	-0.61725
LOC344405	-1.2475
ALDH4A1	-0.476352941176471
CRYAB	1.4915
COPA	0.5702
PCDHGA7	0.213333333333333
KIF11	-2.73175
RASD2	0.16975
SLC26A3	1.84
ZNF175	-0.2935
JAKMIP2	-2.4095
C8orf4	1.41616666666667
PTHLH	4.635
SLC40A1	2.92433333333333
OR7D4	0.143833333333333
PCDHB17	0.2545
CD36	0.814357142857143
C6orf203	0.5029
PRKG2	-0.5915
LOC400566	2.56075
ANAPC13	0.7135
SLCO3A1	-1.3235
ZNF692	-0.742
FANCL	-1.3445
SH3GLB1	0.508
C12orf61	-0.484
KBTBD6	0.70425
SUPT5H	0.10075
XRCC6	-0.4248
HUS1B	-0.8713
FAM133B	-0.264
LOC728276	3.4255
KCTD18	1.0245
SOS2	0.820333333333333
CCDC99	-2.12575
C1QTNF5	2.4385
NNAT	0.00316666666666666
USP16	0.1735
LARS	-0.1665
ZBTB2	0.154375
ABO	0.415833333333333
TRAF3	-0.089
GALNT5	-2.6105
NAP5	0.109
ALG14	1.39416666666667
KIAA0515	0.0382692307692308
WDR75	-0.374333333333333
TEX261	0.200083333333333
LY86	0.376
LOC389072	-1.4905
FLJ13611	0.2165
MRGPRX2	0.3565
SNRPA	-0.83175
OR2G2	0.3735
GPRASP2	-0.17975
C7orf42	0.4353
C9orf163	-0.4665
CYP11B2	0.0835
FCRL3	1.5815
PRDX1	-0.22575
FGB	-6.55366666666667
COX17	-0.1975
C16orf33	0.266
PIWIL1	-0.174333333333333
FOLR1	-3.01216666666667
KIAA0082	-0.587
FREQ	-1.31066666666667
TMCC2	-1.64783333333333
TCF12	-0.0311666666666667
ZNF721	0.765
FAM130A2	0.44375
POU4F1	-1.724
SNRPF	-0.634375
SGIP1	1.02933333333333
ZNF641	0.745
EMG1	-0.7235
PRRG4	1.638
HIRA	-1.30775
MYNN	0.633833333333333
AEBP2	-0.496666666666667
TBXA2R	-0.00783333333333332
ISL2	-1.33516666666667
PCDHB11	-1.336
RNF144A	-1.020625
MARCH5	0.7665
DULLARD	0.4255
DCLRE1B	-0.608166666666667
ITGA8	-0.71
TP73	0.177375
PRKCD	1.46925
NDUFB4	0.378
ATP13A4	1.443
ANTXR2	-1.6525
COL4A3	-0.575666666666667
MYO10	-1.8588
SLC6A18	0.32875
PEX1	0.46125
TMEM74	-1.0775
RBM19	0.17325
TAPBP	0.5693
RUNX1	2.87325
MID1	-2.68541666666667
GPR64	-1.487
RASEF	2.05925
GABRG1	0.281571428571429
MYO16	-1.00075
DBF4	-1.7455
TSHZ2	1.7785
RIPK2	-0.027
PPTC7	-0.410166666666667
KIF4B	-1.771
LRRC31	2.33125
ZNF540	1.346
EFNB3	-0.414
LOH12CR1	0.128375
STON2	0.700666666666667
GLP1R	0.41225
CSTF2T	-0.329
IREB2	-0.89125
GRSF1	0.20425
PDCD7	-0.480666666666667
LRRC43	2.7425
CNR1	0.347833333333333
IL1F7	-0.7045
C12orf64	0.113
FAM69B	-0.73975
NR2E1	-1.89233333333333
MS4A6A	2.1097
FTL	-1.5646
C7orf36	0.49375
PCLO	1.4754
DYRK2	-0.181666666666667
ARIH2	-1.1115
SAMD7	0.43
SCNN1D	-0.6595
SLC32A1	-1.319
C22orf25	-0.0483333333333333
MRPS18A	-0.214
GPR112	-0.34
EARS2	0.77575
ERN2	-0.132
ATPBD3	-0.217666666666667
PRH2	0.434
CDKN2D	-1.833
