Hybridization REF	TCGA-A2-A0EN-01A-13R-A084-07
SEZ6L	0.257375
NR2C1	-1.25825
EXDL2	0.3842
TNFRSF13B	-1.65116666666667
MKI67	-3.074
GLS	0.376
C7orf54	0.1931
LGALS13	0.242333333333333
IL4R	1.71175
SEC11A	-0.717333333333333
SPP2	0.26
C18orf32	0.19375
CLSPN	-2.74683333333333
SPAG1	0.887875
C9orf82	0.046
TM4SF1	0.08925
EMILIN2	1.70475
SMG7	0.324833333333333
TAS2R13	0.3035
ZNF628	-0.546
DZIP1L	-0.5395
ANKRD13A	0.3039
VASP	0.6275
ZCCHC11	-1.748875
SYPL1	0.408375
MGC34774	0.0545
C4orf28	-0.101125
KIAA1211	0.1095
RPS27L	-0.51525
TATDN3	-0.64375
PDCD1	1.3715
OR5P2	0.7065
IFIT1L	0.454
MIPOL1	0.2805
OR51D1	0.52775
C1orf92	0.427666666666667
LAMP2	0.653666666666667
CAT	1.03433333333333
C16orf80	-0.899
C15orf32	-0.0405
ZNF746	0.04925
C1orf76	-1.2785
ATXN1	0.859
LAMC2	-0.75875
SLC2A7	-0.058
CPOX	-1.6855
APH1B	1.19683333333333
LOC442245	0.23
CTNND1	0.976333333333333
GABRG2	-0.185875
MADCAM1	0.299
F5	-2.277
SEMA4F	-0.260666666666667
NUDCD3	0.19675
PDZD11	0.188
TRIML1	-0.853
GCNT3	-1.942
TMEM120A	1.003
CNDP1	-0.212
N4BP1	0.357625
SLC35F2	-0.3345
LCP1	0.692333333333333
IGBP1	0.2544
DCAKD	0.090625
ELA2A	-1.2545
C12orf56	-2.121
PITRM1	0.283571428571429
GUK1	0.6415
RASSF8	-0.784875
OR2A14	-0.17975
ADM	-1.80511111111111
FGD3	1.978
GHRHR	0.159
RHPN2	0.594
C4orf39	-0.0875
VPS72	-0.17175
SERF2	0.563833333333333
CD22	1.53116666666667
CD47	0.1111
PPIC	1.44716666666667
IMPDH1	-0.532333333333333
ACP6	0.384166666666667
PRKACA	-0.0285
PPP1R1A	2.850625
TRPV3	0.254
ASXL1	-0.41375
C17orf55	-1.472
FXYD1	0.377833333333333
LMOD2	0.185
ANKRD33	0.176
LCE2C	-0.315125
ZNF620	0.0605
DKFZP566E164	-1.7165
VSIG2	-0.20325
KIAA1128	1.20475
USO1	0.171166666666667
NUDT4	0.185357142857143
CLDN1	1.28964285714286
OR4Q3	-0.4185
FASTK	-0.3805
ICOS	3.2
LDB1	0.032
GSTA5	-1.1465
ABCC1	-1.25083333333333
FAM54A	-2.851
PCBP2	-0.0376666666666667
NUP205	-1.66175
ACTA1	-0.835666666666667
GABBR2	-2.2065
PIP5K1B	0.067
AGXT	-2.0895
RNF181	0.20025
ATP8A2	-1.21375
AFTPH	1.4094375
FGF21	-0.07325
FCER1G	2.31625
SNTB1	-1.51975
SLC24A3	1.230375
TXNL4B	-0.8972
RPL10L	-0.241666666666667
LOC389517	-0.5245
TSGA13	0.113
SHOX2	-0.398833333333333
ITGA7	0.8023
KCNIP2	1.46633333333333
KLF13	0.3667
ZFAND2A	-0.30725
CEACAM1	1.60614285714286
PFKFB4	-2.9425
MED19	0.1525
LRRC57	-0.492666666666667
RNF11	0.408
ANKRD32	-2.633
P117	0.12775
OBFC2A	0.842166666666667
POLD3	-0.969583333333333
RAB18	1.10475
TPH2	-0.203333333333333
PHB	-0.3419
JDP2	1.3395
MORF4L1	-0.1705
POU2F1	-0.587
CNNM2	-1.26958333333333
LOXHD1	0.2205
ZC3H15	-0.3115
ELK3	0.965666666666667
FAM111B	-1.2335
CBLC	3.39733333333333
SBNO1	-0.0935
ANKMY2	-0.23575
PLEKHA5	0.054
DHX58	1.6595
ARCN1	0.4495
TREML1	0.5283
KNCN	0.076
SEC24A	-0.615375
PSCA	-1.527
MGC24125	0.208
DNA2L	-2.28625
CIB4	0.0541428571428571
HIGD2A	0.141
TBX6	-0.429166666666667
TTLL5	-0.221
SGK3	0.681333333333333
GCN1L1	-0.44225
AMOT	-0.6868
LDOC1	0.851
NRK	0.1296
ASB9	-2.4665
NAT1	4.9077
TRAFD1	0.52975
PEAR1	0.6
FAM36A	-0.00862499999999998
OR1S2	0.116833333333333
LOC388323	-2.4765
PGS1	-1.106
LEPREL1	-2.04325
TFF1	1.3
HAP1	0.0395
EPHB2	0.17975
ACTG1	0.746333333333333
ZFP42	-0.759333333333334
HAVCR2	2.0326
NME1	-0.405
SNX26	-0.37525
LACTB	0.5745
ZKSCAN2	-0.799
C5orf35	0.86025
ANKS3	-0.571
RBM28	-1.11025
DKFZP586P0123	-0.72375
HNRNPA1	-0.466166666666667
BCAS3	-1.20616666666667
FLJ20184	0.7465
POLA2	-1.7885
TMC7	-0.915666666666667
HSD17B6	1.949
ZNF658B	0.299
TTTY10	-0.168166666666667
RANBP9	-0.3475
CPNE7	-2.29733333333333
EVL	1.60582352941176
LNX1	0.589
IFNA21	-0.0342
CFD	2.64525
PYCARD	1.625
MYBPC2	-0.6585
ENPP3	-1.43233333333333
ACSL4	-0.577
LOC440258	-0.343333333333333
TMEM176B	3.43933333333333
SOX2	-5.589
SCO1	-0.703666666666667
COMT	-0.4445
AOC2	-0.32525
PDLIM5	1.45292857142857
SPHK2	0.2865
NXPH2	0.063
GPR108	0.562833333333333
RAD51L1	-0.279
TMEM54	-0.11975
LETMD1	-0.719666666666667
SLC6A17	0.445
KRT75	0.3015
STT3B	-0.592
CD3EAP	-0.367666666666667
TMEM63A	0.50975
DUSP13	-1.86675
CD1C	1.53933333333333
LASS2	1.59466666666667
AVP	0.393
PITPNM1	-1.7705
FLJ22795	-1.9485
MCTP1	-0.89875
TRIM68	0.922833333333333
UCK2	-0.890666666666667
ABHD1	0.358
FAM50A	-0.563
RNASEH1	-0.7215
PCP2	0.97
OR52H1	-0.0815
C20orf149	0.36375
RBP5	0.806833333333333
HYAL3	-0.4755
CLPB	-1.338
SMNDC1	-0.5055
DONSON	-2.056
FLJ27523	0.09775
BARHL2	0.2222
SLC30A9	0.351166666666667
TMPRSS11B	-0.00133333333333333
E2F8	-1.92316666666667
CCDC25	-0.02775
C14orf48	-0.305166666666667
C20orf116	0.44475
TSPAN11	0.0705
YIF1B	-1.247
FAM12B	0.522
OR1L6	-0.2555
HPN	0.8577
NBN	0.485875
C14orf94	-0.3495
OCLM	-0.1205
ZSCAN18	1.3526
L3MBTL	-0.905
TSTA3	0.642666666666667
RAC1	0.381625
C19orf15	0.185333333333333
NFE2	-4.4865
KLK14	-0.0405
ARSF	0.078
MAST2	-0.775833333333333
AMICA1	3.33483333333333
GTF2A1	-0.37025
ATP1A3	0.85825
TC2N	3.0133
PNKP	-0.33525
ODZ2	0.522125
MATR3	0.3205
S100P	0.454875
KRT82	0.172
CA13	-0.4501
PROZ	-1.85333333333333
AASDH	-0.2935
C19orf40	-0.896833333333333
DCK	-0.770846153846154
FAM5C	2.576
SLC6A4	0.3955
MID1IP1	-0.06675
TESSP5	0.231
TMOD4	-0.128166666666667
DOCK2	0.243166666666667
TUG1	-0.1765
NUP214	-0.801
DPYSL2	-0.150318181818182
GOLM1	2.25633333333333
MPFL	0.05125
SOX13	0.407
SDCCAG8	0.9291
KEL	-2.05266666666667
NUP210L	-2.31625
GK	0.144375
DNAJB1	2.887
ALPK3	0.6285
CHID1	0.3015
CYLC2	0.431666666666667
IKZF5	0.539
C8orf51	-1.27866666666667
PPM1J	2.3595
GIMAP8	3.92766666666667
GPR101	0.0345
NR2F1	-1.2265
ACAD8	0.469
RBM35A	0.91375
GNAI2	0.554
METTL8	-0.2905
SLC39A7	0.326
FBXO8	0.75975
CAMK1	-0.2275
RFC3	-1.411875
FAM129A	1.68335714285714
ILF2	-0.5285
FGFBP3	-1.723875
NOM1	-0.971166666666667
PSMA3	-0.53375
ASCC3	0.3381
ZYG11A	-2.381
SOX21	-1.588875
LYRM1	0.05225
DEFB1	0.858
LOC91431	-2.834
OR7C2	1.6265
FAM46B	0.958375
TMEM18	-0.094
ARHGAP30	2.58733333333333
TMEM86A	2.55616666666667
EPHA2	-0.876166666666667
C10orf46	0.6745
TCHH	1.0195
C3orf30	-0.00766666666666668
LOC285636	-0.022
PAIP2	0.44825
CYP2U1	0.73175
C12orf34	-0.26325
SARS2	-1.28083333333333
ZCWPW1	0.8445
SAMD12	1.1335
KIAA1430	-0.224125
ACAT1	-0.455
MEOX1	3.51616666666667
ADAMDEC1	5.88625
PHKA2	-0.4515
CARD11	-0.0763333333333333
CALML4	-1.373
TSSC1	-0.703
TMEM45A	-0.918666666666667
MPP7	2.16525
POU1F1	0.22925
SLC2A13	-0.6428
FBN2	-1.38957142857143
ZC3H7A	0.0218
LAIR2	1.38375
ST3GAL1	0.715666666666667
LCT	-3.96875
GEMIN8	0.896833333333333
KLF16	0.4739
HIF3A	-0.2257
FAM44A	0.141
AQP10	-0.9344
PLA2G2A	3.4715
FOLH1	0.925166666666667
C20orf186	0.2755
MAPKAP1	0.150875
SPRR2D	-1.943
UBQLN4	0.0136666666666667
RSHL1	0.3435
PIAS3	0.032875
MRPL24	0.15775
GREB1	-1.754375
FAM27E3	-2.5945
NUP62CL	-0.99
NEUROG3	0.7375
REEP3	1.0255
MARK1	-0.520375
LMBRD1	1.14625
PRPF19	-1.571
PNMT	-1.47733333333333
CTGLF1	-0.6135
SLC25A16	1.59725
EIF2B3	-1.306
RPA2	-0.40825
PAK6	0.0383333333333333
CCDC26	-4.134125
SEMA3E	4.1765
MXD4	0.8934
TNFSF10	4.1893
SMARCB1	-0.628833333333333
DTX3L	1.65183333333333
PLA2G4E	0.8255
PPAP2A	1.89825
ULK1	-0.747666666666667
TAS1R3	-0.124
SLC2A3	-2.04536363636364
ARID3A	-2.3185
GNG5	-0.47625
ACOX1	0.3603
KIF5B	0.0875
NUP153	-0.49175
MUC7	0.107
CSDE1	-0.272714285714286
CLPTM1	0.07475
C3orf23	-0.186125
LRRC17	1.44233333333333
TTYH3	-0.079
ATP5B	-0.9855
ELF3	1.1067
CPSF3L	-0.775666666666667
ZNF665	0.587833333333333
TLR6	1.602
GPI	-0.76875
RAD9A	-0.769125
NDST4	-4.463
AGPAT3	0.402666666666667
MAGI3	1.6795
ADORA2A	0.746625
CACNG7	-0.9945
CAMK2D	0.316571428571429
CCHCR1	-1.40025
RPS27A	-0.2625
OR10G7	0.0746666666666667
GCM2	-0.4295
FAM135B	0.6048
E2F1	-2.123
PLCB3	0.0045
OR2AE1	0.9315
COIL	-0.176333333333333
CDC25C	-2.502
RAB11FIP2	0.13525
TSC2	-0.58275
CTGLF5	-0.3995
CCDC108	-0.1383
OR13C4	-0.138
C10orf81	3.56375
PTPRB	2.7805
ACP2	0.559
LAG3	1.793
MRPL54	0.2855
LOC201175	0.5835
ITGB1BP3	-1.486
SPTAN1	0.2325
SIPA1L2	0.275
RCAN2	0.087
CDX2	0.636
ECOP	1.10275
ACTR1A	0.631071428571429
PPARG	0.9925
BBS10	0.203833333333333
TMEM44	-0.90525
BPIL2	0.039
CITED1	2.3915
IRF6	3.48875
PRDM4	0.913666666666667
RRP9	-0.882333333333333
OR10H4	0.174
IL31RA	-0.485666666666667
GNB1L	-1.7695
MYBL2	-2.721625
ZNF407	0.547166666666667
PPIG	-0.334
TTC18	3.076
RPSA	0.0415
MAPT	2.11775
MRE11A	-0.372357142857143
C8orf37	-0.1685
RASGEF1C	-1.03116666666667
STBD1	0.93325
CTAG2	-1.02016666666667
MGAT5B	-2.282
ECM1	0.27925
RLN1	0.843
PARP14	1.5866875
EPB41L1	0.6228
HOXA3	-0.552333333333333
MAGEA9	-4.94475
RPS8	-0.603666666666667
RPS19BP1	-0.21575
FOXJ2	0.333375
C10orf76	0.5835
IL17RE	0.024
C10orf65	0.37925
ZNF343	0.325833333333333
FBXO33	0.18425
UHMK1	1.4705
LY6G6C	0.471
FGF19	-2.15025
C14orf128	-1.297
IFIT2	2.585
TIGD1	-0.97625
S100G	-0.471
GUCY1B3	2.69
NR3C1	0.3847
CORO1B	0.355833333333333
PARP11	1.04558333333333
DNALI1	4.34666666666667
OR4N4	0.216625
MAP2K6	-1.2995
FSTL4	-0.226
ANKRD47	1.607875
TMEM171	-0.9625
PNLIP	0.17975
YY1	-0.271833333333333
CCDC138	-2.14
AASDHPPT	-0.3042
CKS1B	-1.3423
MCM3	-1.33716666666667
ANAPC7	-0.190166666666667
FAM110A	1.73075
CDC37L1	1.19216666666667
THTPA	0.48025
NBPF20	-0.3275
WDR24	-0.61625
NPTX2	-1.82
CBLB	1.528
CETN1	0.277666666666667
RPUSD1	-0.17325
FAF1	-1.09725
CDK6	-1.4841
HMX2	-0.023
CSK	0.0535
TEAD2	0.76575
SNAP25	-0.45575
TUFT1	0.376
TMTC3	1.0505
LCK	0.182
SGOL1	-2.46666666666667
AKTIP	0.57075
FURIN	0.2225
SOX12	-0.635666666666667
DEFB103A	-0.45175
RAMP1	1.70575
KIR3DX1	0.5415
GAS2L3	-0.72975
PDE8A	-1.0819
EDN3	0.61675
GMIP	1.099
SF3A2	0.6145
FN3KRP	0.15075
SMAD7	0.61125
RHBDD2	0.48
OR11H6	0.318
PPP1R3B	1.6565
C9orf23	-0.589
CADPS	-2.0195
GOLGA8A	-3.1195
TMEM57	0.387666666666667
RGL3	-0.0865
S100A14	2.60825
FGFR2	0.7763125
XRCC3	-1.308
RTN4RL2	0.2575
MGC3771	0.2545
GH2	0.026
BTBD2	-0.1
LMO2	0.88625
RDBP	-0.764
ACRBP	-0.94525
AMY2A	2.173
DUOXA1	0.432
PTK7	0.5895
TWF2	0.319666666666667
FAM80A	-1.98875
TNNI2	-2.39483333333333
GLT25D1	-0.1455
OCC-1	-1.8485
CYC1	-1.1015
RPL22	-0.595954545454546
MORN3	1.79933333333333
DISP1	1.19925
PRB2	-0.449
CHUK	0.23725
HR	0.171625
CCDC134	-0.66075
DENND4B	-1.04825
C14orf130	-0.016125
RAB33A	-0.4035
DCST2	0.138
TNMD	2.47775
PEX7	0.568
FAM62A	-0.0365
SRD5A2L	0.6775
IL22	-0.047
RPS26	-1.118
HOXC5	0.041
SPATA6	0.2725
FLJ38482	0.85325
ZNF234	1.2205
C18orf22	0.25275
SPATA22	0.935
THOC1	-0.39875
CYP7B1	3.52175
KCNC3	0.34375
C8orf42	0.09
ALDH1B1	0.239
CCDC100	0.4601
ARMC4	-1.78475
FAM18B2	0.191
SLC44A1	1.1015
FBXO17	-1.2875
C6orf107	-0.45025
C19orf29	-0.34475
ZC3HAV1L	-0.383
PARP6	-0.4291
SULT2A1	-4.906875
C1orf159	-1.3095
TMC1	-0.0416666666666667
CHST14	0.0695
GAMT	-1.14016666666667
SMCP	-0.00266666666666666
TSPAN33	1.73608333333333
MIDN	0.057375
NOX4	3.01075
RNASEN	-0.4507
TBX1	-1.581
SALL2	-0.39525
C10orf35	0.4995
CYP2E1	-0.751125
LRFN2	1.22366666666667
ACO1	0.211833333333333
IQCG	1.4577
MEGF9	1.56725
TM7SF4	1.62125
PLEKHA1	0.624733333333333
STK33	-3.0315
C1orf210	1.63025
SNUPN	-0.5316
KIAA0406	-0.9207
C20orf29	0.2105
TMEM55B	-0.17225
OSTM1	-0.8126875
CLCN7	-0.4535
OTP	-0.13175
FLJ23049	1.3845
HEATR4	0.454
MAP3K10	0.695166666666667
PCDHGA9	0.691
AMDHD2	-0.20525
LCTL	-2.17
PDCD2L	-0.84575
CABLES2	-1.14775
SLC5A9	-0.5935
CLCA2	-1.229
MGC16025	-0.3205
STRAP	-0.76
C20orf196	-0.2535
RRBP1	-0.1075
NAT13	-0.342
MAT2B	1.005625
CSNK1D	-0.967
KIR3DL1	0.50575
PRKAG3	-0.31
ZNF599	1.2945
PRM3	0.201
PER2	0.8905
ASPHD1	-3.3585
PRMT6	-0.85175
KCNE1L	-0.276642857142857
FAM118A	-0.829166666666667
TAF4	-1.05875
NDUFB6	-0.27275
TRIM9	-1.33358333333333
PMFBP1	-1.14875
KY	0.3985
DKFZp762E1312	-3.17963636363636
CSMD1	-0.88
TBP	-0.464666666666667
OR1Q1	-0.0653333333333333
RETNLB	-0.0605
HPGD	-0.124714285714286
DNAJC12	0.669
FKBP1B	-1.75375
ANKRD24	-0.683333333333333
CXXC5	0.6845
IL3	0.268375
DRAM	0.9754
PTCH1	-1.528625
TP53BP1	-0.08325
SLC17A7	-0.20125
COL25A1	-1.21022222222222
AMACR	0.284
RHCG	0.421
VPS13A	-0.341
FAM55D	-0.0245
PRPF38B	-0.6125
OSBPL6	1.346
PFDN5	0.6713
CMTM6	1.361625
KCNK12	-2.40525
RP2	0.7255
C16orf52	-1.83925
PICK1	-0.0175
IFNE1	-1.0855
SEMA4B	0.32525
TYRO3	-1.64825
OR12D2	-0.6835
CSNK1A1	0.9202
FANCF	0.68575
LONP2	0.20725
TBL1Y	-0.93675
LDOC1L	-0.171875
CCNC	-0.02325
C3orf60	-0.39225
CHKA	-1.07025
UBAP1	0.573
MAP3K1	2.327
ANKRD9	-1.1115
FAM92A1	-0.977333333333333
GAB2	0.494125
AZU1	-0.42825
DIS3	-0.438333333333333
C21orf109	-0.60625
IQCB1	-0.575
SPATS2	-0.573
EFCAB3	-0.38675
PRB3	-0.091375
FUZ	-0.6535
ZNF813	0.63075
BMPER	-0.791333333333333
HEG1	0.708875
ALS2CR11	-1.66725
SURF2	-0.342
PSMC1	-0.086
OR2D2	1.156
SLC7A8	2.323
C4orf40	-0.098
SPATA7	0.40175
MAZ	-1.26066666666667
PIN4	-0.40275
PDE1A	0.06825
TAF6L	-0.388833333333333
OR2T34	-0.1365
KIAA0284	0.2725
ACADS	0.263454545454545
MKRN2	-0.614
C18orf56	-4.2275
MS4A6E	0.306333333333333
GALNT4	0.6899
C22orf31	0.366
FLJ36070	0.086
PSME4	0.28375
TFG	0.1125
EPHX2	1.84825
ANXA5	0.432625
KRTAP1-1	-0.1978
BATF	3.36
KARS	-0.95675
MSTP9	-1.046
GPR26	-0.15475
CCDC72	-0.04725
TEF	0.428333333333333
FOXK1	-0.7121
PRLHR	0.314
EMX1	1.12175
C11orf30	-0.2615
ICK	0.454
THSD7B	0.73425
C21orf100	-0.3625
DUOX1	1.047
EFCAB4B	-0.517
UBE2G2	-1.32983333333333
C3orf54	0.42725
PARP1	-0.08675
FAM60A	-1.60125
C6orf146	0.242
OR9K2	0.137
DDX55	-1.41566666666667
RPS15	-0.28275
ZNF618	0.8000625
DKFZp686D0972	0.889
SSPO	-0.8015
SHFM3P1	0.771666666666667
CPA6	-0.24375
JAG2	0.6345
DEFA3	0.34925
PPBPL2	0.022
CD34	4.761875
SLCO4A1	-2.907375
AFG3L1	-1.72183333333333
SHD	-1.0155
RP13-122B23.3	-1.04833333333333
PRKCSH	-0.689166666666667
DPH5	-0.8435
HLA-F	2.543
TBC1D4	-0.1935
RIG	-0.214
GLUD1	0.191666666666667
HNRPCL1	0.849375
HBXIP	-1.16775
RNF207	-1.5875
APIP	-0.45275
PLA2G3	-3.17816666666667
CCDC84	-1.18325
MYLIP	0.123307692307692
PHIP	-0.141
AARS2	-0.551833333333333
DHX32	0.712
SCAPER	-0.519666666666667
MEN1	-0.4995
NIP7	-1.16875
FLJ25404	0.29
FASTKD3	-0.2445
TMEM158	-1.90116666666667
RARA	1.56725
BDH1	0.0025
ANKRD16	0.557
CARM1	0.441
SS18	0.4425
IKZF2	0.507083333333333
MYD88	1.189125
PML	0.6686
TAF1A	-1.122
CBFB	-0.346875
HIST1H3H	-2.1035
C7orf29	-1.725
COMMD4	-1.26933333333333
DPP3	-0.829
DAB2	1.09175
LOC388882	-0.0885
YPEL4	-0.27475
AGBL3	0.92575
LRP6	0.1785
SERPINH1	0.22625
TLE1	-0.93025
CD244	1.6565
ZDHHC15	-0.03475
MGLL	0.8889
PLDN	0.077
LOC654346	2.0505
FAP	3.51525
GPR37	0.247666666666667
SCARA5	1.683
EBF4	1.55918181818182
LSM6	-0.403
MLLT1	-0.176
SLC5A12	-0.644
A2BP1	-2.0895
COPS5	-0.4695
TPM4	0.0202857142857143
TNFSF4	1.791
ACADSB	1.51083333333333
HERPUD1	0.14625
BCL2L11	-1.06188888888889
CEP78	-1.454375
CDCA3	-2.394375
WBSCR19	0.1327
MYO1A	-2.0865
PPEF1	2.27733333333333
LOC440348	-0.68825
CPEB2	0.621375
BPTF	-0.534333333333333
RPL21	-0.143125
GSX2	-0.482
ADPRH	1.82466666666667
C17orf68	-0.277
KCNS1	0.761666666666667
MLLT6	0.1934
PIWIL4	0.72
RNF26	-1.0415
RAP1B	0.404875
ADAMTS1	-0.7469
ZNF571	0.62475
P2RY6	0.4465
TRIM21	1.58883333333333
CADM3	0.40975
NLRC5	1.29
ADRA2B	-0.297166666666667
LOC90835	-0.7535
PCF11	-0.477
LOC400451	0.54075
GLTSCR1	0.6916
C17orf88	-0.0405
CDH16	-2.0005
FGF7	2.01675
PCSK4	-0.289666666666667
NPC1L1	-1.70483333333333
TAT	3.808
TBCA	-0.53
MGC33407	0.04625
GPR115	-0.791875
CYGB	0.442
FNBP4	-0.957
C12orf43	-0.02875
CBL	0.3228
CLECL1	2.539
PPAPDC1A	2.51825
WDR25	-0.036
SGCA	1.1445
C22orf29	-0.292833333333333
YIPF1	0.98975
GALK2	-1.61225
RAB3B	-4.051
LOC440087	2.25075
UCP1	0.601
REEP5	1.7345
FADD	-0.1579
FOXA1	2.860875
CACNA1A	0.129333333333333
ABI1	0.840333333333333
GRIN2D	0.80375
SLC1A4	-0.464833333333333
LOC401127	-0.74775
HINT2	-0.0285
PLD4	1.93416666666667
ZNF286A	-0.8695
ENY2	-0.5985
IL1F6	-0.137
PXDNL	1.61025
C20orf79	-0.188
TNFSF13B	3.83316666666667
DENND3	1.00175
JARID1D	-3.481
HIST1H2AK	-0.24725
LOC93349	0.9682
SSH1	-0.7571
ENSA	-0.48225
LOC219854	0.506
CKAP2	-1.7545
DKFZP564J102	0.954333333333333
MGC87315	-0.179666666666667
HNRPAB	-0.20975
AMH	-1.402
ZNF526	0.291
BRUNOL5	-0.4768
CACNG3	0.190833333333333
TRPM1	-1.6865
PPP2R1A	0.028625
COL2A1	-2.26625
DDN	-0.237
FLJ25770	1.24175
HK2	-0.0371428571428571
ELOVL6	-1.763625
MDK	-0.78625
EPHX1	1.42075
RASSF2	1.67375
DKFZP434B0335	-0.2335
DLX3	0.165875
PRTN3	-0.866
AVPR1A	1.21525
C21orf125	-2.75825
TNFAIP8	0.71
GNB2L1	-0.12225
CALCRL	3.88725
SCGB2A2	8.83166666666667
UBXD7	-0.167
ZNF674	-0.2925
TMEM35	-0.167
BRSK2	-1.566
HECTD3	-0.079
TMEM188	0.0589166666666667
LGALS9	2.684625
SCARB2	1.24775
USP34	-0.02775
C17orf28	1.1035
ZDHHC23	-0.152
AQP12B	-0.4245
SLC16A3	-1.647625
APLP2	0.83125
ITIH2	-4.9825
MICAL3	-0.697125
TNNI3K	0.2517
HDAC2	-0.462625
PRR7	-0.6735
THBS2	1.11475
LOC751071	-0.684666666666667
CA2	-0.5035
RANBP17	0.9225
RLN3	1.494
CRYZ	-1.27466666666667
GBAS	0.0973333333333333
TAS1R1	-0.58775
MPZL3	0.526
PCDH8	-2.05575
HSP90B1	-0.3475
KCNK15	1.512
TNIP2	0.509333333333333
GPR146	0.67575
NOL6	-0.0085
SPC25	-3.38588888888889
STEAP2	3.12428571428571
VAMP3	-0.057
TCIRG1	-0.14375
ZP4	-0.2615
PARL	0.15375
TRIM39	0.711166666666667
KIAA1305	0.3915
CRNN	-0.1005
GRN	0.7855
HSH2D	-0.2665
SCAMP1	0.9313125
KIAA1913	1.6725
PTS	-0.28075
BANP	-0.2445
PRKACG	-0.23875
ADCY6	0.3915
C16orf46	-0.0615
CYP51A1	-0.0145
DDC	-6.983
ANPEP	2.11116666666667
PROM1	3.98433333333333
SIGLEC10	2.97
COPG	1.0925
FAM26E	1.817375
TRIP4	-0.02525
SNX3	0.537833333333333
C1orf175	0.254666666666667
PPY2	-0.0565
C14orf152	0.25
FTSJ1	-0.552
DST	-0.000549999999999999
LOC554235	-0.037
GLRX5	-0.339
C20orf12	0.8575
CAB39	0.793166666666667
MSH2	-1.553
PIP4K2C	0.00712500000000003
CYLD	1.718375
WTAP	0.5725625
MGAT4A	2.37166666666667
TSC22D4	-0.4074
CHRM2	-2.0715
PPYR1	0.522
CCNH	0.193666666666667
RRM1	-1.114
ECAT8	-3.8615
LOC400120	-0.19925
GABRA4	-0.415285714285714
C14orf4	0.540166666666667
C1orf59	-0.479
CTDSPL	0.127083333333333
NHEDC2	-0.7245
PDE11A	0.00053333333333334
KLHL29	-0.2805
CD5	1.8712
TSPAN9	1.5301875
WDR67	-1.3175
THUMPD1	0.1708
C18orf17	-0.54825
CLYBL	0.00600000000000001
FLJ13231	-0.167125
CMBL	0.096625
LECT2	-0.416
NKAPL	2.58216666666667
LOC654780	0.359
OR4C6	-0.172
RAB30	0.310833333333333
TSSK4	-0.4645
TMEM163	2.477
OSBPL11	0.78025
GNB5	-1.03933333333333
CCL21	1.46775
C1orf121	-0.150833333333333
FMO2	2.658
RPTN	0.79
MSTN	0.694
VCL	0.908571428571428
FYTTD1	0.38925
C11orf1	0.31175
CCDC88C	0.7743125
HFE	0.670944444444444
MOGAT1	0.382
FAM125B	0.378666666666667
IRGQ	-0.0575
RAVER2	-0.76975
AKAP5	0.0565
SSSCA1	-0.359
C11orf63	1.336875
ACTG2	0.4809
PORCN	-0.844
DTL	-2.76609090909091
TMEM151	0.12
FAM122C	-0.1785
RSAD2	3.7839
BAT4	-0.9285
KRTDAP	-2.387
MYH8	0.270375
CRTC3	0.8155
LRRFIP2	0.2565
INTS4	-0.531833333333333
TTN	-0.952333333333333
SLC26A5	0.9495
PLLP	-0.89225
RGS6	-0.72025
SRGAP3	0.504125
ZNF525	0.0651666666666667
NBR2	-0.330166666666667
C13orf1	-0.2634
ZNF137	0.486
CEP27	-1.81625
BEST2	-0.095
RNF121	-0.0925
DMRTC2	4.108
C8orf76	-0.42125
BCCIP	0.1635
MEST	0.218
HTRA2	-0.2735
ANGPTL2	1.0755
ILKAP	-0.0391666666666667
ERAS	0.114
HBS1L	-0.1215
CPA5	0.5345
TMEM30A	1.18866666666667
CD300LF	2.76716666666667
WISP3	0.776
CRK	0.217785714285714
PDS5A	-0.2223
BRPF3	0.106666666666667
NEDD9	0.050125
SMPDL3B	1.104
PSG6	-0.8705
PSMD13	0.447
ETV5	-1.4758125
OR51A4	0.0755
BTBD7	0.73125
GSTO1	-0.318875
hCG_16001	-0.2975
MAD2L1BP	-0.3875
COX6A2	0.8955
SCNN1A	2.38533333333333
LSM1	0.2045
UGT2B11	-1.17225
IDUA	0.41225
PPP2R3C	-0.425666666666667
COX11	-1.13666666666667
PDZK1	3.85925
ZNF443	0.673
MGC21874	1.108
ZNF323	0.5951
KRTAP10-10	-0.0885
CXCL6	-0.03725
SLC34A2	0.8288
LOC284402	0.3865
NPTN	0.42625
UPP1	-0.690916666666667
SLC6A9	-0.5835
OR7G3	-0.42425
CISD1	-0.9015
ZNF545	0.220166666666667
SYT14	-0.507
NT5C3L	-0.227666666666667
ZNHIT3	-0.518666666666667
SNRPD3	-1.08375
KIAA0701	0.383125
UNC93B1	-0.237166666666667
GMNN	-2.44825
SPCS2	0.000833333333333329
LOC388524	-0.819
NAPRT1	-1.55525
PNLIPRP1	-0.12075
OR6V1	0.3055
PRKAB1	0.43475
EYA4	-3.50666666666667
KIF20A	-2.60625
ALG10	-0.10625
ITPKC	1.29333333333333
LMX1B	0.252333333333333
RPUSD4	-0.4055
C7orf34	0.355166666666667
DLGAP2	0.11775
PFN1	-0.1843
MICALL2	-0.742916666666667
ZNF654	0.36
SS18L1	-1.358875
SLC16A8	0.60775
MKI67IP	0.0586666666666667
ITGB3	0.032875
TCEA3	1.31375
