Hybridization REF	TCGA-BH-A0DH-01A-11R-A084-07
FAM27E3	-2.3485
NUP62CL	-1.32175
NEUROG3	0.3865
REEP3	1.61191666666667
MARK1	-1.9265
LMBRD1	0.2225
PRPF19	-1.796
PNMT	2.5995
CTGLF1	-1.3845
SLC25A16	0.33925
EIF2B3	-0.5
RPA2	-0.749
PAK6	0.5365
CCDC26	-3.810125
SEMA3E	3.7545
MXD4	0.4607
TNFSF10	4.3962
SMARCB1	-0.911
DTX3L	1.84416666666667
PLA2G4E	0.025
PPAP2A	1.19125
ULK1	-0.488083333333333
TAS1R3	0.389
SLC2A3	-3.41909090909091
ARID3A	-1.446
GNG5	-0.25325
ACOX1	1.2212
KIF5B	0.70675
NUP153	-0.618
MUC7	0.649
CSDE1	-0.425071428571429
CLPTM1	0.479
C3orf23	-0.86925
LRRC17	-0.664666666666667
TTYH3	-1.220625
ATP5B	-1.0435
ELF3	1.409
CPSF3L	0.0808333333333333
ZNF665	0.459666666666667
TLR6	0.7723
GPI	-0.652625
RAD9A	-0.40325
NDST4	-3.12375
AGPAT3	0.387
MAGI3	2.08483333333333
ADORA2A	1.1915
CACNG7	0.392
CAMK2D	-0.712785714285714
CCHCR1	-0.45775
RPS27A	-0.706
OR10G7	0.3155
GCM2	0.5735
FAM135B	1.4117
E2F1	-0.877
PLCB3	-0.05225
OR2AE1	0.5685
COIL	-0.0808333333333333
CDC25C	-1.29466666666667
RAB11FIP2	-0.143
TSC2	0.20775
CTGLF5	-1.394
CCDC108	-0.0576
OR13C4	-0.0835
C10orf81	5.27125
PTPRB	1.27725
ACP2	1.40575
LAG3	0.11675
MRPL54	0.76675
LOC201175	0.4175
ITGB1BP3	-1.4345
SPTAN1	-0.649
SIPA1L2	0.146
RCAN2	-1.2195
CDX2	-0.038
ECOP	0.4435
ACTR1A	0.747142857142857
PPARG	-0.506833333333333
BBS10	0.481833333333333
TMEM44	-0.988125
BPIL2	0.141
CITED1	-0.45675
IRF6	3.129
PRDM4	0.2325
RRP9	-1.44833333333333
OR10H4	0.365
IL31RA	-0.39225
GNB1L	-1.31583333333333
MYBL2	-3.09275
ZNF407	0.574333333333333
PPIG	0.275333333333333
TTC18	1.78975
RPSA	-1.4515
MAPT	1.68
MRE11A	-0.0424615384615384
C8orf37	0.179833333333333
RASGEF1C	-0.566666666666667
STBD1	1.107
CTAG2	-0.489333333333333
MGAT5B	-2.54816666666667
ECM1	2.929875
RLN1	3.436
PARP14	1.6000625
EPB41L1	1.8057
HOXA3	-0.828583333333333
MAGEA9	-4.2635
RPS8	-0.924833333333333
RPS19BP1	-0.098
FOXJ2	-0.45125
C10orf76	0.768
IL17RE	0.6095
C10orf65	2.00725
ZNF343	-0.520333333333333
FBXO33	-0.10875
UHMK1	1.4143
LY6G6C	-1.22175
FGF19	-1.98025
C14orf128	-0.337333333333333
IFIT2	2.829125
TIGD1	-1.363
S100G	0.1795
GUCY1B3	2.0885
NR3C1	-1.2075
CORO1B	0.828166666666667
PARP11	0.735
DNALI1	5.5215
OR4N4	0.52075
MAP2K6	-1.09966666666667
FSTL4	1.26275
ANKRD47	1.671625
TMEM171	-1.8145
PNLIP	0.03475
YY1	0.2245
CCDC138	-2.40733333333333
AASDHPPT	-0.6134
CKS1B	-1.1016
MCM3	-0.438833333333333
ANAPC7	-0.7795
FAM110A	0.941
CDC37L1	1.49183333333333
THTPA	1.65275
NBPF20	-0.477
WDR24	1.3315
NPTX2	-3.45475
CBLB	0.901166666666667
CETN1	0.337666666666667
RPUSD1	0.1425
FAF1	-0.3725
CDK6	-3.2333
HMX2	-0.195
CSK	-0.322333333333333
TEAD2	-0.1245
SNAP25	-0.2205
TUFT1	0.9568
TMTC3	1.74083333333333
LCK	-2.452
SGOL1	-1.227
AKTIP	0.4895
FURIN	-0.4445
SOX12	-1.41783333333333
DEFB103A	-0.189
RAMP1	3.45075
KIR3DX1	-0.8705
GAS2L3	-0.748
PDE8A	-0.359
EDN3	0.57725
GMIP	0.8665
SF3A2	0.54125
FN3KRP	0.62125
SMAD7	0.2665
RHBDD2	0.84775
OR11H6	0.7235
PPP1R3B	1.2986
C9orf23	0.69375
CADPS	-2.202
GOLGA8A	-5.422625
TMEM57	0.527666666666667
RGL3	-0.669
S100A14	2.90725
FGFR2	1.4129375
XRCC3	-1.07325
RTN4RL2	0.5625
MGC3771	2.6985
GH2	0.3165
BTBD2	0.07
LMO2	0.033
RDBP	0.52525
ACRBP	0.72075
AMY2A	1.02475
DUOXA1	0.067
PTK7	-0.962833333333333
TWF2	-0.585833333333333
FAM80A	1.68775
TNNI2	-2.0255
GLT25D1	-0.531666666666667
OCC-1	-3.95
CYC1	-0.711166666666667
RPL22	-0.952636363636364
MORN3	2.46233333333333
DISP1	0.56675
PRB2	-0.3175
CHUK	0.116
HR	-0.035375
CCDC134	0.047
DENND4B	-1.30475
C14orf130	0.075125
RAB33A	-2.42725
DCST2	-0.189
TNMD	-0.5055
PEX7	0.4035
FAM62A	0.407875
SRD5A2L	1.678
IL22	0.406
RPS26	-0.477
HOXC5	0.1155
SPATA6	1.24775
FLJ38482	1.08625
ZNF234	1.7905
C18orf22	0.27425
SPATA22	0.7425
THOC1	-1.02325
CYP7B1	2.723
KCNC3	0.9715
C8orf42	-1.5915
ALDH1B1	-0.168666666666667
CCDC100	0.72
ARMC4	-2.4655
FAM18B2	0.306
SLC44A1	0.844875
FBXO17	-0.743833333333333
C6orf107	0.749
C19orf29	-0.34575
ZC3HAV1L	-0.02625
PARP6	-0.3857
SULT2A1	-4.55475
C1orf159	-0.97175
TMC1	0.4025
CHST14	1.2915
GAMT	1.10683333333333
SMCP	-0.252833333333333
TSPAN33	-0.416083333333333
MIDN	0.32075
NOX4	1.556
RNASEN	-0.859
TBX1	-2.08333333333333
SALL2	1.6765
C10orf35	1.47825
CYP2E1	-0.868
LRFN2	3.98116666666667
ACO1	-1.06016666666667
IQCG	1.1438
MEGF9	2.06825
TM7SF4	1.92325
PLEKHA1	0.3276
STK33	-2.718
C1orf210	3.56725
SNUPN	-0.2152
KIAA0406	-0.9801
C20orf29	0.0225
TMEM55B	-0.2765
OSTM1	-0.817875
CLCN7	1.1745
OTP	0.07
FLJ23049	-0.67875
HEATR4	1.136
MAP3K10	0.728166666666667
PCDHGA9	0.9925
AMDHD2	1.0625
LCTL	-1.356
PDCD2L	-0.6065
CABLES2	-0.9125
SLC5A9	-0.37875
CLCA2	-0.814333333333333
MGC16025	0.9585
STRAP	-1.85983333333333
C20orf196	-0.9495
RRBP1	0.0468333333333333
NAT13	-0.16725
MAT2B	-0.14225
CSNK1D	-1.16083333333333
KIR3DL1	0.2145
PRKAG3	0.9655
ZNF599	1.3455
PRM3	0.383
PER2	0.2605
ASPHD1	-1.265
PRMT6	-1.19225
KCNE1L	-0.726357142857143
FAM118A	-1.09983333333333
TAF4	-1.21175
NDUFB6	0.346
TRIM9	-0.85
PMFBP1	-1.5445
KY	0.2845
DKFZp762E1312	-3.34509090909091
CSMD1	-1.5045
TBP	-1.1455
OR1Q1	0.2744
RETNLB	0.35025
HPGD	4.41985714285714
DNAJC12	1.82016666666667
FKBP1B	0.267
ANKRD24	0.0993333333333333
CXXC5	1.40783333333333
IL3	0.2665
DRAM	1.4213
PTCH1	-2.007125
TP53BP1	0.56525
SLC17A7	-0.401125
COL25A1	-0.885888888888889
AMACR	0.509666666666667
RHCG	-0.61375
VPS13A	-0.0385
FAM55D	1.3385
PRPF38B	-0.952916666666667
OSBPL6	0.87675
PFDN5	0.8629
CMTM6	1.610875
KCNK12	-1.39175
RP2	0.37325
C16orf52	-1.68175
PICK1	-0.5335
IFNE1	-1.17283333333333
SEMA4B	0.87075
TYRO3	-1.555
OR12D2	0.538
CSNK1A1	0.53145
FANCF	1.147
LONP2	0.47175
TBL1Y	-1.0835
LDOC1L	-0.91825
CCNC	-0.7465
C3orf60	-0.31725
CHKA	-0.78125
UBAP1	0.2175
MAP3K1	2.7345
ANKRD9	0.10325
FAM92A1	-2.79183333333333
GAB2	0.15875
AZU1	-0.39425
DIS3	-1.15966666666667
C21orf109	-1.11
IQCB1	-1.52825
SPATS2	-0.355
EFCAB3	0.62125
PRB3	-0.30125
FUZ	1.188
ZNF813	0.414875
BMPER	-0.709333333333333
HEG1	-0.16825
ALS2CR11	-0.67175
SURF2	0.0465
PSMC1	-0.2365
OR2D2	0.466
SLC7A8	3.0475
C4orf40	-0.132
SPATA7	0.1355
MAZ	-0.588333333333333
PIN4	-0.2895
PDE1A	-0.857625
TAF6L	0.288
OR2T34	0.2615
KIAA0284	0.00225
ACADS	-0.531727272727273
MKRN2	-0.3155
C18orf56	-1.81325
MS4A6E	0.673333333333333
GALNT4	1.5215
C22orf31	0.12
FLJ36070	0.419
PSME4	-0.3485
TFG	-0.349
EPHX2	1.919625
ANXA5	-0.304125
KRTAP1-1	-0.3478
BATF	2.87175
KARS	-1.70925
MSTP9	0.271
GPR26	0.104125
CCDC72	-0.221
TEF	0.919166666666667
FOXK1	-1.1063
PRLHR	-0.2565
EMX1	2.83975
C11orf30	0.42225
ICK	0.833875
THSD7B	0.1605
C21orf100	-1.1535
DUOX1	1.1075
EFCAB4B	0.556
UBE2G2	-1.47483333333333
C3orf54	0.26025
PARP1	-0.825
FAM60A	-2.30925
C6orf146	0.09775
OR9K2	0.4065
DDX55	-1.30516666666667
RPS15	-0.407
ZNF618	0.521375
DKFZp686D0972	0.54225
SSPO	-0.739
SHFM3P1	0.664833333333333
CPA6	0.0535
JAG2	0.22025
DEFA3	0.0795
PPBPL2	0.0078
CD34	3.738375
SLCO4A1	-3.412625
AFG3L1	-2.71816666666667
SHD	-1.1575
RP13-122B23.3	-0.828833333333333
PRKCSH	-0.513333333333333
DPH5	-0.296833333333333
HLA-F	1.981125
TBC1D4	-2.0405
RIG	-0.127
GLUD1	0.352833333333333
HNRPCL1	0.74525
HBXIP	-0.0255
RNF207	-0.2365
APIP	-0.7135
PLA2G3	1.3805
CCDC84	-1.93725
MYLIP	1.02553846153846
PHIP	-0.69775
AARS2	-0.526833333333333
DHX32	0.84625
SCAPER	-0.507666666666667
MEN1	0.243875
NIP7	-1.59825
FLJ25404	0.7035
FASTKD3	-1.276
TMEM158	-2.49033333333333
RARA	2.04775
BDH1	0.5375
ANKRD16	0.58225
CARM1	0.6335
SS18	0.0491666666666667
IKZF2	1.25433333333333
MYD88	0.093875
PML	-0.0127
TAF1A	-1.4255
CBFB	-1.08325
HIST1H3H	0.297
C7orf29	-1.54825
COMMD4	0.0465
DPP3	-1.317
DAB2	-0.394
LOC388882	-0.079
YPEL4	-1.040375
AGBL3	0.84575
LRP6	-0.047
SERPINH1	-0.835083333333333
TLE1	-0.351
CD244	0.328833333333333
ZDHHC15	-2.30375
MGLL	0.2949
PLDN	0.649833333333333
LOC654346	1.988
FAP	1.91625
GPR37	0.299333333333333
SCARA5	-0.798833333333334
EBF4	2.04409090909091
LSM6	-0.79775
MLLT1	-0.021375
SLC5A12	0.55825
A2BP1	-1.61333333333333
COPS5	-0.185333333333333
TPM4	0.493285714285714
TNFSF4	0.0778333333333333
ACADSB	3.37716666666667
HERPUD1	0.8535
BCL2L11	-0.656277777777778
CEP78	-1.95525
CDCA3	-1.69
WBSCR19	0.0452
MYO1A	-2.433
PPEF1	2.03366666666667
LOC440348	-1.178
CPEB2	1.113125
BPTF	-0.419166666666667
RPL21	-0.7594375
GSX2	1.092
ADPRH	1.11783333333333
C17orf68	1.19383333333333
KCNS1	-0.935666666666667
MLLT6	-0.1601
PIWIL4	-1.3345
RNF26	-0.97
RAP1B	0.386125
ADAMTS1	-2.19
ZNF571	1.137
P2RY6	0.13475
TRIM21	1.05033333333333
CADM3	-0.10325
NLRC5	-0.0991666666666667
ADRA2B	0.23
LOC90835	0.348875
PCF11	-0.2535
LOC400451	2.2785
GLTSCR1	0.6263
C17orf88	-0.5115
CDH16	-2.15425
FGF7	1.388375
PCSK4	0.391833333333333
NPC1L1	-1.71916666666667
TAT	0.356625
TBCA	-0.60425
MGC33407	-0.87025
GPR115	-0.937375
CYGB	0.033
FNBP4	-1.45966666666667
C12orf43	0.5265
CBL	-0.6976
CLECL1	0.44775
PPAPDC1A	0.54025
WDR25	0.590666666666667
SGCA	1.0925
C22orf29	-0.638
YIPF1	2.4915
GALK2	-0.5025
RAB3B	-3.45191666666667
LOC440087	0.4725
UCP1	-0.4005
REEP5	1.671625
FADD	-0.0655
FOXA1	3.241
CACNA1A	0.168666666666667
ABI1	0.362
GRIN2D	0.5825
SLC1A4	0.172666666666667
LOC401127	-0.29025
HINT2	1.12375
PLD4	1.404
ZNF286A	-0.0855
ENY2	-0.07625
IL1F6	-0.156
PXDNL	0.77375
C20orf79	0.395
TNFSF13B	3.11666666666667
DENND3	0.3575
JARID1D	-3.462
HIST1H2AK	1.3305
LOC93349	0.2846
SSH1	-1.0702
ENSA	-0.08225
LOC219854	-0.631833333333333
CKAP2	-1.4533
DKFZP564J102	0.089
MGC87315	0.656
HNRPAB	-0.7665
AMH	-1.993
ZNF526	0.638
BRUNOL5	-0.197
CACNG3	0.0985
TRPM1	-1.923
PPP2R1A	0.26375
COL2A1	-1.746
DDN	-0.214666666666667
FLJ25770	0.38325
HK2	0.488071428571429
ELOVL6	-1.728375
MDK	-0.40725
EPHX1	1.67525
RASSF2	0.2255
DKFZP434B0335	-0.3
DLX3	-0.231
PRTN3	-0.24825
AVPR1A	0.56525
C21orf125	-2.036
TNFAIP8	-0.537166666666667
GNB2L1	-0.98
CALCRL	2.84925
SCGB2A2	9.23283333333333
UBXD7	0.21125
ZNF674	-0.2505
TMEM35	-0.43475
BRSK2	-1.27425
HECTD3	0.287333333333333
TMEM188	-0.0795833333333333
LGALS9	2.14125
SCARB2	1.42933333333333
USP34	-0.0335
C17orf28	2.22433333333333
ZDHHC23	-1.9085
AQP12B	-0.252
SLC16A3	-1.889875
APLP2	1.634125
ITIH2	-5.891
MICAL3	-0.561125
TNNI3K	-0.2571
HDAC2	-0.70825
PRR7	-0.1546
THBS2	-0.189375
LOC751071	-0.135166666666667
CA2	1.7645
RANBP17	-2.7355
RLN3	-0.076
CRYZ	0.3075
GBAS	-0.653333333333333
TAS1R1	-0.39325
MPZL3	0.6575
PCDH8	-1.704
HSP90B1	0.00958333333333333
KCNK15	1.415
TNIP2	0.106666666666667
GPR146	-0.2615
NOL6	-0.0665
SPC25	-2.44266666666667
STEAP2	-0.392071428571429
VAMP3	-0.8145
TCIRG1	0.0475
ZP4	-0.0993333333333333
PARL	0.4015
TRIM39	1.42533333333333
KIAA1305	1.28125
CRNN	0.37
GRN	0.62475
HSH2D	1.4435
SCAMP1	1.2291875
KIAA1913	0.04
PTS	-0.405
BANP	-0.202142857142857
PRKACG	0.56225
ADCY6	0.649666666666667
C16orf46	-0.3075
CYP51A1	0.5495
DDC	-5.50475
ANPEP	-1.3395
PROM1	-0.941333333333333
SIGLEC10	1.85075
COPG	1.785
FAM26E	0.628625
TRIP4	0.4655
SNX3	-0.366
C1orf175	0.112
PPY2	-0.15875
C14orf152	0.35875
FTSJ1	-0.976666666666667
DST	1.2742
LOC554235	0.019
GLRX5	-0.0655
C20orf12	0.3721
CAB39	-0.2575
MSH2	-1.26433333333333
PIP4K2C	1.081875
CYLD	0.619625
WTAP	-0.1196875
MGAT4A	3.11822222222222
TSC22D4	-0.4777
CHRM2	-1.546
PPYR1	0.316
CCNH	0.0396666666666667
RRM1	-0.52975
ECAT8	-4.3195
LOC400120	0.0295
GABRA4	0.247125
C14orf4	1.06433333333333
C1orf59	-2.825
CTDSPL	-0.515
NHEDC2	0.3995
PDE11A	-0.4784375
KLHL29	-1.712
CD5	-1.1131
TSPAN9	1.12125
WDR67	-0.62775
THUMPD1	0.8827
C18orf17	0.938
CLYBL	-1.6565
FLJ13231	-0.303375
CMBL	1.520875
LECT2	-0.10425
NKAPL	0.695333333333333
LOC654780	0.516
OR4C6	0.0955
RAB30	3.17666666666667
TSSK4	-0.2415
TMEM163	0.226
OSBPL11	0.51325
GNB5	-0.4285
CCL21	0.69725
C1orf121	-0.570666666666667
FMO2	2.019
RPTN	0.0795
MSTN	0.86
VCL	-0.551714285714286
FYTTD1	-0.01125
C11orf1	-0.3335
CCDC88C	-0.661875
HFE	1.33038888888889
MOGAT1	0.312
FAM125B	0.287833333333333
IRGQ	0.5885
RAVER2	0.59075
AKAP5	0.5595
SSSCA1	0.095
C11orf63	-0.174125
ACTG2	0.9601
PORCN	-1.054
DTL	-1.23081818181818
TMEM151	0.498
FAM122C	0.164
RSAD2	3.2097
BAT4	1.0335
KRTDAP	-1.93766666666667
MYH8	-0.174875
CRTC3	-0.00475
LRRFIP2	0.0849
INTS4	-0.0131666666666667
TTN	-0.970833333333333
SLC26A5	0.5155
PLLP	-0.8555
RGS6	-1.0405
SRGAP3	0.99975
ZNF525	0.0335
NBR2	-0.0691666666666667
C13orf1	-0.4473
ZNF137	0.0935
CEP27	-1.20375
BEST2	0.2055
RNF121	0.28
DMRTC2	-0.0456666666666667
C8orf76	-0.18175
BCCIP	0.0655
MEST	-1.53775
HTRA2	0.1145
ANGPTL2	0.04375
ILKAP	-0.818833333333333
ERAS	-0.5165
HBS1L	-0.621625
CPA5	1.091
TMEM30A	1.11833333333333
CD300LF	2.09716666666667
WISP3	0.9855
CRK	0.678928571428571
PDS5A	-0.1609
BRPF3	0.743333333333334
NEDD9	-0.561875
SMPDL3B	1.60425
PSG6	4.533
PSMD13	0.2845
ETV5	-1.001875
OR51A4	-0.0305
BTBD7	0.8375
GSTO1	-0.43625
hCG_16001	-0.057
MAD2L1BP	0.400666666666667
COX6A2	0.7325
SCNN1A	2.0825
LSM1	0.140333333333333
UGT2B11	-0.73475
IDUA	0.99625
PPP2R3C	-0.862166666666667
COX11	-0.350833333333333
PDZK1	1.7095
ZNF443	0.366333333333333
MGC21874	1.52066666666667
ZNF323	1.0019
KRTAP10-10	0.5435
CXCL6	0.40275
SLC34A2	0.9667
LOC284402	-0.0495
NPTN	0.192333333333333
UPP1	-2.63125
SLC6A9	0.1675
OR7G3	0.238
CISD1	-0.453
ZNF545	0.206
SYT14	-1.084
NT5C3L	-0.0871666666666667
ZNHIT3	-0.658333333333333
SNRPD3	-0.50325
KIAA0701	0.618125
UNC93B1	0.509
GMNN	-1.599375
SPCS2	0.497166666666667
LOC388524	-1.674
NAPRT1	0.718875
PNLIPRP1	-0.0433333333333333
OR6V1	0.3275
PRKAB1	0.3185
EYA4	-2.89466666666667
KIF20A	-2.244
ALG10	1.5835
ITPKC	0.755166666666667
LMX1B	1.71266666666667
RPUSD4	-0.615
C7orf34	0.292666666666667
DLGAP2	0.067625
PFN1	-0.292
MICALL2	-0.742916666666667
ZNF654	0.574
SS18L1	-1.6665
SLC16A8	0.325
MKI67IP	-0.471166666666667
ITGB3	0.15775
TCEA3	2.56341666666667
CEP152	-1.7725625
CLIP1	1.399875
ZNF75	-0.0940625
ATP5C1	-0.605166666666667
NUDT5	-0.4755
PSCDBP	0.494
UBP1	-0.602
RBM27	0.4
C13orf15	1.862875
ZNF282	-0.405833333333333
ZNF222	-0.3231
COL10A1	6.004
PRDM15	-0.8585
TTTY5	-0.0385
FAM9C	-0.0123333333333333
C20orf67	-0.18975
GNG13	-0.3225
F12	1.508
C1orf41	-0.3335
CPXCR1	0.7035
GSK3A	0.24525
SUPT6H	-0.00533333333333333
PI16	-0.764666666666667
ELL2	-1.04275
C9orf167	-1.602
PVRL3	-1.4302
FLJ38596	0.1305
ADAM20	0.56425
GPR89A	0.491
GPR87	-0.2845
ZNF30	0.60425
SMR3B	0.48
ZNF770	0.113125
TRPC4AP	-0.453833333333333
DKFZP686E2158	0.707333333333333
C2orf28	0.536
FREM1	-1.69216666666667
LAMA4	-0.3
ADPRHL2	0.0715
EIF4G2	-0.0491666666666667
GUCA1A	-0.5325
CTNNA2	-0.8395
NUDT15	-0.929666666666667
CEPT1	0.443333333333333
ZNFX1	0.4601
CCDC92	0.6545
TDRD1	-0.159
KCNK5	-3.1845
ETNK1	0.645333333333333
LTA	0.9065
TTPA	0.0392
B3GALNT2	0.61375
SC65	0.525333333333333
PEX5L	-1.05871428571429
EPS15L1	0.2825
MGEA5	-0.81575
HIST1H3A	0.31625
ING1	-0.377875
BCAT1	-3.300375
ORC6L	-3.60227272727273
KLK11	-5.3315
C19orf28	-1.855375
DNER	-4.6675
MED22	-0.5955
ETV6	0.850416666666667
CHAC2	-1.6195
CD300E	0.219
CEBPB	0.2095
ZNF398	0.02375
LRCH3	0.216
HMGA1	-1.7095
CAPN7	-0.0198333333333333
MGC5566	-3.27275
CCL3	2.436625
NANOS1	-0.704875
ZFYVE19	0.26225
APITD1	-0.743666666666667
PARD3	0.748375
IRAK4	-0.00599999999999999
SERPINI2	-0.1325
CEP170L	-0.4545
TTC9	2.1535
MYOM3	-1.1915
MLPH	1.49825
LOC222699	1.003
NRG1	-1.91381818181818
TBC1D9	3.90672727272727
TTK	-2.95966666666667
ZNF557	0.2852
DDX41	-0.460333333333333
FANK1	1.6125
UBE2D2	-0.3135
PSMB10	0.3565
MYH7B	-0.233
GABARAPL2	-0.71575
MARVELD2	2.74583333333333
DGCR2	0.152
UNC45A	0.034
C6orf72	0.228
ZNF683	4.26325
GIT2	-0.181375
CASK	-0.143166666666667
C14orf161	1.85383333333333
LRRC44	1.20475
TIFA	1.162375
UTP11L	-0.10325
C6orf65	-0.6635
FDPS	-0.5355
DUSP9	-2.0696
SLC17A8	-0.063
OR51G1	0.486
NANS	-0.49
OLFML1	1.39425
ATP10B	-0.397875
NPAS3	-1.06075
PRKCA	-2.5409
GGA2	0.2389375
LCE4A	0.709
SPANXN3	0.446
CCDC115	2.08675
SDCCAG3	-0.6375
GLIPR1L1	-0.001
TTC1	0.02525
C17orf76	-0.98225
MAD2L2	-1.08725
HIPK1	0.2592
LRRC3B	-0.399
CLN3	0.569590909090909
C17orf47	0.0025
FMN2	-2.776375
TUBB1	-1.19157142857143
WAPAL	0.527
C3orf21	-0.524625
SCN5A	-0.702
SMYD1	-0.4165
BEX5	0.52275
ZNF192	-0.1345
SEC22A	0.278833333333333
GRIA2	0.353357142857143
KIAA0825	-0.679
NUSAP1	-1.78290909090909
LANCL1	0.777625
C15orf40	-0.3445
ZNF645	0.1905
GPR61	-0.20875
NLRP14	0.3775
SNX21	0.3369
C1QTNF8	-0.359
C17orf46	0.1625
IFNA8	0.276
SPRR1B	-2.3505
FLRT1	-0.63325
SNX17	0.206333333333333
ASB2	0.2435
HBG1	-5.4685
RPRML	-2.43875
JOSD2	0.481
PLSCR3	0.2235
SPOCD1	0.386166666666667
RAB39	0.4495
GHRH	-0.122166666666667
ITIH5L	1.13725
C17orf37	1.325
SMCR8	0.53825
DPY19L2P3	-0.594666666666667
IL11RA	0.0751666666666667
GDF3	-3.5875
RPS6KB1	-0.9705
DNAJC19	0.107
TOP1	-0.1315
CRCT1	0.342125
MPST	-0.68525
DPM2	0.230125
FAM38B	-1.91016666666667
SLC18A1	-1.7055
FARP1	-0.389
PAX7	0.46825
TUBD1	-0.6635
GNL3	-1.57375
BTG2	1.93333333333333
NDUFS6	0.0105
C1orf79	-3.1735
ERAL1	-0.3535
ECHS1	0.59475
VPS4A	-0.606
CYP11A1	-0.97625
ABCC6	0.212857142857143
PBX4	-1.911
MOSC1	-0.0875
NCF4	0.33075
HYMAI	0.119
NAGPA	-0.03475
OTOP2	0.07025
ACOT12	0.00675000000000001
MTHFD2L	-0.999125
LOC441376	5.37075
C19orf34	-0.0085
RAB1B	1.19975
ALDOAP2	-0.685
NTRK1	-2.07066666666667
ARTS-1	0.2953
SLC6A11	-0.267
NAP1L2	-1.08625
CNGB1	-0.1995
EPB41L4B	-0.907916666666667
FAM134B	2.42575
HS3ST3A1	-2.06916666666667
CPXM2	4.5065
SIRPB2	0.5475
CHORDC1	-2.02366666666667
TRIB3	-1.66433333333333
SLC2A5	0.52825
C2orf49	0.105333333333333
DDX5	-0.4945
OR5L1	0.408
ANAPC4	-0.755166666666667
ZSWIM1	0.599625
LOC93622	0.332875
KCNK3	-0.2298
RP11-35N6.1	-1.87725
ZFP161	-0.154
AQP9	1.8505
SLC15A2	-1.12833333333333
MREG	1.29366666666667
OR9I1	-0.0525
PDLIM2	0.32625
ADAM7	0.4525
GSTCD	0.913333333333333
WDR21A	0.565375
SLC12A8	1.26583333333333
TMEM174	-0.0785
IGSF3	1.60808333333333
LRRN1	0.1465
LOC402117	0.289
SRPK1	-1.40483333333333
LY6K	-1.8883125
NFIA	0.9885
PTCD3	-1.0185
LEP	1.963
PCDH21	-0.4675
MAPKAPK2	0.730642857142857
NMNAT1	-1.35383333333333
LHFPL2	0.963
C9orf43	1.186
DIP2A	-0.574833333333333
ACTR8	-0.5115
CCDC34	-0.48625
PTPN22	-0.729375
ITGA3	-0.580375
FAM129C	0.232
RABGGTA	0.311666666666667
UNC45B	0.62625
KIAA1033	-0.26225
ZNF510	-0.205666666666667
CYP2D6	-0.9745
SLC26A10	-3.167
STX8	0.36125
LUZP1	-0.470375
WDR89	0.0545
EIF4G3	-0.6031
C5AR1	1.062875
ZNF623	0.9245
A2M	0.4075
TGM7	-0.192
GRPEL1	0.128
LMNB2	-1.6302
ROCK2	-0.4355
SNX16	0.967625
CCDC66	-0.09775
ANXA3	0.83025
KIAA1609	-0.152875
EED	-1.67175
RNF32	0.2935
HES1	-0.8167
CLC	0.559666666666667
ISL1	-0.448
KIAA0528	0.835625
MANEA	0.8295
C1orf61	-2.116
hCG_2001000	0.15575
RAPGEF6	0.5358
KIAA0020	-1.0735
NEIL1	0.26075
C16orf45	2.512625
RBM10	-0.4965
C10orf125	-1.682875
MRS2L	0.071
DNAH17	-1.432
C19orf10	-0.29625
C1orf160	0.13675
SLFN12	-0.3465
EXOC3	-0.2235
HIST3H3	0.45775
NCOR2	0.0593333333333333
TNFRSF9	-0.213
MFSD8	1.4615
ALX1	-3.2135
NOL1	-2.03475
PODN	2.4155
TIAL1	-0.97825
HIST1H1E	0.6325
NPY6R	0.282
TM4SF4	-0.44025
CORO2A	-1.85725
ETNK2	1.384
APOE	0.5864
ANGPT4	0.2235
HDGF2	-0.4785
G30	0.6415
ST8SIA4	-0.728
F2RL1	-0.435625
FAM19A4	-3.37075
CCAR1	-1.03725
B3GNT7	-0.3075
OPHN1	0.2452
DSCR6	2.3615
C21orf13	1.15583333333333
GAS2L1	0.0888333333333333
RFX3	0.339666666666667
COPS4	0.465
BCHE	-3.8285
BCL2	1.163125
HBZ	-3.19216666666667
ARL13B	0.3655
MAPBPIP	0.998125
MYO15B	-0.792125
SPZ1	-0.2615
KIAA1324	3.34833333333333
PLCL2	-1.111625
C4orf29	-0.123
WDFY2	-0.869375
ZNF284	-0.5255
NAALADL1	-0.356
DUSP5	0.201
PXDN	-0.00525000000000002
SLMO1	-2.27375
TNXB	0.1349
BIRC7	-1.51425
A4GALT	1.30766666666667
TIMM22	0.3555
FAM110C	2.55675
TOMM34	-1.527875
ABHD9	0.1515
ADAM32	-0.3165
CRHBP	0.10525
AQP2	0.173875
LOC130355	1.133
ZNF187	0.556666666666667
ZNF816A	0.725
F7	-0.0685
CNOT1	-0.8697
SLC13A4	0.35925
ZBTB11	-0.30975
B3GALT5	-0.54875
EXOC2	1.933
IRS1	-1.6298
TMEM1	-0.2785
MRPL34	0.586166666666667
SAMM50	-0.78525
CDC42EP3	-0.019625
HSF2	-1.4735
MFN2	-0.326
TSPAN7	-1.92116666666667
NUCB1	0.671666666666667
RHOH	-1.17225
ARL16	-0.7535
TACR1	0.36925
SFRS5	0.0891666666666667
SNX25	-1.15925
RHBDF1	1.0395
PCDH18	0.867333333333333
HMG1L1	-0.2825
MYO5C	1.22475
MAPK10	2.0205
