Hybridization REF	TCGA-AO-A128-01A-11R-A10J-07
TRAF7	0.255666666666667
C4orf35	0.256333333333333
MT1G	-0.650125
MGC39545	0.147333333333333
HS1BP3	0.284
OR2B2	0.3975
CHRM4	-0.008
SFRP2	0.117583333333333
RIC3	-0.026
ART1	-0.4505
C6orf1	0.029125
DUS4L	-1.4535
C10orf104	0.5915
TNFAIP6	1.3655
RTEL1	0.198
CCT4	-0.6035
ZNF709	0.0295
CHMP6	-0.158666666666667
UPP2	0.559
CYP19A1	-1.80675
CD151	-0.794333333333333
NDUFA13	-0.181833333333333
ARFRP1	-0.323
FAM26B	1.74775
CRYBA1	-1.232
MRPL41	0.342833333333333
NPFFR2	-1.2865
HRH2	0.278
SCAMP3	0.7245
MTMR6	0.7316
MTG1	-0.754666666666667
UBTD1	0.8565
CRABP1	-2.291
FLJ33790	1.6945
KIAA1908	0.441666666666667
GPR158	1.03525
PACSIN3	-1.04516666666667
OMD	0.470833333333333
CATSPER1	0.2675
HOXB8	1.255
FBXO46	1.0575
OAS1	3.03083333333333
SVIL	-1.10725
PHB2	-1.36525
ADCY3	0.4445
NDRG2	-0.5145
ERMAP	0.6829
APBA2	-1.42133333333333
IGSF9	2.155
WNT6	0.615642857142857
MYCBPAP	1.21925
ATP2B2	-0.1896
CPVL	0.8383
TRAM2	-0.641
NOP5/NOP58	-0.41175
ZNRF4	0.01475
TLK1	-0.431
MTMR12	0.452571428571429
ZNF384	-0.3025
FAM9B	-2.53025
RPN1	1.4918
PMVK	0.72025
EIF3D	-0.2445
SIX2	1.187
HPS1	1.33978571428571
RNF7	0.6715
PSKH2	0.261
KCTD13	0.446833333333333
CSMD3	-0.2307
FBF1	0.1755
IL8	-5.0765
SERPINB13	-0.08575
FBXL20	-0.1965
BLR1	0.34425
SH2B1	-0.520166666666667
RFNG	-0.267
RAB20	1.68116666666667
RBM7	0.02475
POLR1A	-0.546
TMPRSS4	1.694
TAF9	-1.04125
TERF2	0.250833333333333
TNFRSF1A	0.52825
ACADVL	-0.3385
GTF2H5	-0.3685
EDG8	-0.568833333333333
C9orf140	-1.461875
UST6	0.2225
ZBTB8OS	-0.12225
ZNF710	1.3655
GPR174	2.003
ATP6V0A2	0.3235
KIAA0319L	0.273583333333333
XKRX	0.3725
DOPEY2	-0.0368
SDHD	-0.0419166666666667
SUMF1	0.51275
OSM	4.73175
OPN3	-1.25375
DAGLB	0.0236666666666667
PPFIBP1	-0.3365
TRIM63	-4.04825
C10orf53	0.2855
LYPD3	0.210166666666667
BCL7A	-0.809875
AGER	-0.737333333333333
TCF19	0.165625
SAT2	0.11925
PFTK1	0.365666666666667
GABRE	-0.294625
C15orf38	0.7805
FIS1	-0.011
KCNV2	0.355
CLPS	1.65975
PPCDC	-1.001125
FOXN2	0.952666666666667
NT5E	-2.1594
CD83	1.1055
IL18	3.38875
VPS16	0.2885
IGFBP2	-3.356
NOTCH2	0.398
SIGLEC1	4.195375
CD93	3.373
SULF2	-1.62625
CEP164	-0.4715
P53AIP1	0.104666666666667
TOR2A	0.287
ZNF136	0.047
MGP	1.1523
CCDC144A	0.0973333333333333
TRPC1	-2.19666666666667
SMS	-1.3615
MAPK7	-0.205666666666667
RRAGC	1.315
PARD6A	-1.02016666666667
NUB1	2.043
SYNGR4	0.65125
OR11H12	0.3335
WIF1	0.367125
GCH1	2.49525
OR11H4	0.0255
SLC44A5	-0.9265
GPRIN2	3.309
LOC401431	1.06
CPA4	-1.4491
MELK	-0.607666666666667
IL15RA	2.9365
CUL3	-0.45075
HMBOX1	-1.7085
PODXL	-1.79725
CCT6B	1.57316666666667
COMTD1	0.7945
MUC20	0.89
GPX2	-3.727375
ITK	1.618125
FBXL5	1.37925
C13orf27	-0.685
DEFA5	0.195
TRHDE	0.0755
MTP18	-0.548666666666667
UQCRQ	-0.2586
ITGB2	3.7805
CSRP2BP	0.4045
TAS2R44	0.2495
PHPT1	0.08425
FAM44C	-0.16475
ERH	-0.247
MPHOSPH1	-0.948833333333333
MORC1	-0.3325
PARVB	-0.305
LAMA1	-2.22641666666667
PGBD3	-0.099
GIMAP6	4.6975
AREG	-5.851
LIPT1	-0.11325
MGC99813	-0.63275
C1orf201	-0.0386666666666667
GRIN2A	-0.6555
MAN2C1	-0.948
NSUN5	0.27525
SF3B5	0.27825
MYC	-1.4695
NRXN1	-0.357333333333333
ZNF18	0.31775
SPDYA	0.699625
SLC37A1	1.608
DECR2	-0.705
ANKRD38	-0.06925
SPTLC3	-2.462
SUPT16H	-0.651375
DTWD2	0.265
ULBP1	-0.3285
ZADH1	-1.04916666666667
OIP5	-1.96475
IL10RB	1.105
OTUB2	0.15775
VWA3A	0.143833333333333
SPIC	0.9055
OR6C4	-0.0585
PSCD4	2.894
DPY19L2P2	-0.9795
TRAPPC6A	0.615
C21orf2	0.237666666666667
CEMP1	-0.42075
LIN7B	1.0445
E2F7	-1.73683333333333
VCP	0.7611875
LAMA3	-0.36475
BGN	1.02225
GPR160	-1.53016666666667
COCH	-4.74183333333333
GPR81	-0.444333333333333
APOBEC3F	0.5395
tcag7.1017	-0.30525
C1orf32	0.364
SCGB1D2	-0.10275
FLJ43987	0.102
C6orf170	0.485
KLK9	0.0145
GPD1L	-1.192625
VPS37B	0.67075
ATG3	1.1795
ADAMTS17	-0.363
KLHDC2	-0.316
NDUFV2	-0.538
BLK	-1.33575
MATN4	1.152
GPM6A	0.346625
GBP4	5.6945
TMEM162	0.212333333333333
PKP2	2.032
HRASLS	1.40711111111111
MMP1	-4.2725
SFXN3	-0.4521
FSD1	-0.2555
ST6GALNAC3	-1.66833333333333
CA12	-2.2405
NCOA6	0.2575
C19orf58	0.8139
PPP4R1	-0.658833333333333
MAN1A2	1.13616666666667
IKBKAP	-1.37
UPF1	0.414666666666667
KIAA1219	0.01325
WNT16	0.0614
SNW1	-0.102125
IL18RAP	4.942
RPP30	-0.205
CDC40	0.223357142857143
SETD3	0.151166666666667
SLAMF6	2.33475
ELK4	0.5975
TRIM47	1.34733333333333
ACOX3	-0.166875
TRIM6	-0.68
KIAA0372	-0.5465
TP53AP1	0.252
SMURF2	0.2955
ADAD1	0.10375
EBP	-0.9205
KRTAP13-2	-0.0925
FLJ36874	-0.183333333333333
TOR1A	0.226166666666667
P2RY4	0.4945
GPBP1	0.09675
TRPV1	0.832375
ADAMTS12	-0.286333333333333
PES1	-0.4955
ATG4A	1.3575
MAGEA10	-4.2095
WFS1	-0.09075
CC2D1B	0.308833333333333
PABPN1	0.298375
SLC25A30	0.90675
SLCO1C1	-0.2255
SLC22A5	0.08775
KIF23	-1.47666666666667
SYN2	-0.641333333333333
ASPN	2.54416666666667
CENTG2	0.93875
QSOX2	-1.0353
FLJ10815	0.560333333333333
STK24	0.1951875
SPEG	0.131
STK10	1.1935
DACT2	-1.6435
AAAS	-1.0315
SSX3	1.143375
ABCD3	0.1903
C4orf12	-0.98475
PARVG	2.74583333333333
FIG4	0.8125
C9orf46	1.769
TMCO6	-0.5455
IGHMBP2	-0.9035
DUS2L	-0.4835
FAM3C	-0.1110625
TMEM16D	-1.62875
DCTN4	-0.047
KCNH3	1.44575
EIF2AK2	1.49975
AP1S3	-0.47525
CST4	0.6975
PAM	-0.302125
NUTF2	-0.24475
CITED2	0.9993
SLC39A4	-0.3955
C2orf52	-0.272
GRM3	-0.09025
C12orf49	0.363125
CCDC49	-0.0939
GRAMD1B	-0.076625
FNDC4	-1.0705
SIAH2	0.474875
GDPD4	0.29275
C21orf87	0.70825
ATP5A1	-0.132
C16orf63	-0.837625
LOC388135	-1.60583333333333
ATP5J2	0.477
MMP3	-4.7245
EMID2	-0.03475
CRHR1	0.245
WDR70	0.2195
C13orf31	2.215
ZFAND1	0.217
CCL18	4.20633333333333
C3orf49	0.169
RINT1	0.2305
KIAA0408	-0.624
F13A1	4.7262
SLC10A1	-0.018
OGN	-1.67225
GIPC2	-1.822
XPO6	-0.108666666666667
LCE1A	0.716
FMR1	0.6501
LOC374920	0.648
DUSP3	0.208875
ANKMY1	0.626
C7orf50	-0.09675
BBS9	0.5491
UNC119B	-0.59425
C9orf72	1.425125
MGC35440	-0.1825
ENTPD6	0.42375
PPP1R2P9	0.37225
ERCC4	-0.10775
FAHD2B	-1.124
HMHA1	1.558
HACL1	-0.23775
RAD23A	-0.729166666666667
FAM83B	-1.78675
PPP5C	-0.247
RNASEH2C	-0.42775
C9orf153	-0.27675
SCAMP4	0.517625
GHITM	0.4984
NDUFB7	0.155
ADCYAP1	-0.022
SP110	2.671
MAP3K7IP2	0.437
DHH	0.202
AGRN	0.496785714285714
WDR33	0.0663333333333333
CEP290	0.0685
PRPS1L1	-0.371666666666667
KLRA1	-0.1925
GPR97	0.1425
CHD7	-2.05041666666667
TLR10	1.56925
SLC30A8	-1.117
HIC1	0.918166666666667
IAPP	0.329
RXFP4	1.486
GP1BB	0.71475
SHQ1	0.336
NKX2-3	0.584333333333333
API5	-0.1455
FTHP1	0.441
MOV10L1	0.260333333333333
TRIM6-TRIM34	2.51916666666667
ADHFE1	0.3395
FAM117A	-0.495
DDI1	0.0905
CDON	-0.626
TRIM73	0.184
IGKC	4.858
MMP14	0.318666666666667
DYNC1LI1	-0.7775
C11orf66	0.22325
TRBV3-1	0.40225
FASTKD5	0.1425
BIVM	-0.45025
LHX4	0.235
CXCL2	-0.6042
RAB2B	0.353833333333333
IZUMO1	-0.3345
MAP3K15	-2.041125
FAM19A2	0.0635
ZC3H8	-0.688666666666667
ZMAT1	0.433875
SPINK5L3	-1.701
SLC10A6	0.151
APPL2	-0.590625
CARD10	-1.85366666666667
LOC402176	-0.6985
EEF1D	0.4749
RAB6A	0.1304
C12orf5	0.129625
PAPOLG	0.04775
MSRB2	0.83525
BCR	0.603833333333333
PUS3	0.06375
TIAM2	1.22475
ZNF317	0.427166666666667
CHD2	-0.0428571428571429
FZD5	0.474136363636364
NUDT8	-1.1335
ZNF763	-0.377
PRC1	-1.51655555555556
ABCB9	1.151
SPATA3	0.28725
TRAK2	-0.3505
STAB1	3.54425
LRRTM2	-0.126166666666667
psiTPTE22	0.9095
DBI	0.8825
SERPINA11	-3.412
NAT5	0.0295
C20orf58	-1.087
RPS6KA4	0.880833333333333
FLJ90650	-0.34075
TGFBRAP1	-0.00325
CHRDL2	-0.612125
FAHD2A	-1.0315
CNTN1	0.05975
BBS4	-0.9775
TMEM181	-1.274
MINPP1	-1.2025
MPHOSPH6	-0.885166666666667
HOXC10	0.605
ITPKB	0.36425
CLPTM1L	0.661875
MEOX2	-1.0515
ATP6V0C	0.605875
PRPF8	-0.0501666666666667
TMC5	2.06325
FKBP3	-0.87025
PLEKHB2	0.334375
OR4D6	-0.1255
ZNF544	0.3778
D2HGDH	-0.5865
RPL18A	0.3541
HEL308	0.00850000000000001
MPP6	-2.5695
TCERG1	-1.3645
KRT16	-1.83716666666667
KLF17	-0.64625
KLF5	3.06275
CDR1	0.791625
VCX3A	4.2
FBLN2	0.666625
C14orf104	-0.20025
HBE1	-4.5804
OR4S2	-0.0035
C1orf108	0.3645
ROBO4	2.60983333333333
CPEB4	0.097875
C11orf80	-1.25683333333333
BCKDHA	0.528833333333333
MYOC	-0.14575
GIF	-0.407
CKMT1A	0.576
RPL3	-0.1365
THBS1	1.312625
APOO	-0.3885
ARMCX1	0.602
HSZFP36	0.30825
SNAPC5	-0.5675
EIF4ENIF1	0.482
ZNF433	-0.3715
TNFRSF21	0.979
TMPRSS7	0.0655
SPATA18	-0.4108
HPDL	-2.129
MKL2	0.2853
TBX3	-3.109
C21orf93	0.463666666666667
DAXX	-0.0255
ELMO1	0.788125
RGS13	1.23066666666667
TAF11	-1.1185
UNC13A	-0.4975
LOC653314	-0.3218
ORC3L	0.00675
IMAA	-2.0695
TARBP2	-0.69075
CABIN1	-0.0393
TRIOBP	0.14425
HIST1H2AC	1.06025
RGS22	-3.37883333333333
NCOA1	0.941666666666667
IL25	0.8445
SNCG	4.39
GPR6	0.317
AMDHD1	-2.081
CHEK2	-0.43225
C6orf142	-0.711
DRD4	0.68575
C14orf68	0.2095
GDF11	-2.288
SEMG2	0.342
CD247	2.441
CDAN1	-1.05325
RBMX2	-0.343
TGS1	-0.05725
OIT3	0.191
SYF2	0.34275
MCM4	-0.59375
PKHD1L1	0.496875
CEP192	-0.525833333333333
IFT88	-0.5135
RPL9	-0.521214285714286
RAB32	0.348625
DDX43	-1.338
P2RX2	0.298666666666667
OR5D18	0.4255
UBE1	0.375416666666667
SLC24A1	-0.376375
ARHGAP5	1.20225
CETP	1.125
KIAA1731	-0.277
SLC9A4	0.242
PTPN6	2.38175
BAHD1	0.11075
GRIK3	0.098
CACNB2	-0.875
PDE10A	-1.24525
DGCR14	-0.062
PCDHB9	-0.3645
RHOQ	0.807833333333333
MAP3K4	-0.76
KTI12	0.0728333333333333
RPL23AP13	-3.0135
GNG11	-2.17275
CLCN3	0.336833333333333
GPAM	-1.06525
VSTM2A	0.32
SLAMF7	5.61166666666667
INTS2	-1.35875
PPP2CA	-0.1089
LRP12	-0.1224
SEC14L2	-0.294111111111111
DKFZP586H2123	1.338
MC3R	0.268
CIRH1A	-0.933166666666667
HIST1H2AB	0.454333333333333
POLH	-0.36525
MGC16703	-0.406166666666667
SNAPC2	-0.1595
FILIP1L	-0.2305
RASGRP4	0.5935
LRRC1	-0.31525
GAS1	0.81375
PRAC	-0.9815
DGKA	0.3545
NT5C3	0.51325
PEG3	2.04941666666667
NADK	0.3185
PRR17	0.201
LOC374569	0.763
SGSH	-0.107666666666667
NLRP8	0.355
GALT	0.191
MCF2	0.48
ZNF263	0.0525
TACSTD1	-0.3835
TYR	-6.2372
ATP6AP2	0.6175
RNUXA	-0.3425
ABHD10	0.5985
GDPD2	-0.9465
SLC35C1	1.76775
UBE2A	0.812625
HERC5	2.15483333333333
FAM112B	-3.7625
FBXL16	-1.03625
DKFZP434A0131	-0.32825
ELA3A	-2.204
RBM41	-0.095
HAO2	0.03125
RNH1	0.324125
SHANK2	-0.810666666666667
OSBP2	-1.861375
DAK	-1.117
C3orf58	1.59241666666667
TCL1B	-0.7085
KBTBD2	0.0995
SUGT1L1	-0.0675
UBE2E2	1.483
MYL9	0.92625
CDC23	-0.6645
PBXIP1	1.3247
CXorf40B	0.413
NBL1	0.49225
RTBDN	0.017
RAB11FIP5	-0.46775
TTTY13	-0.8155
SCOTIN	0.630083333333333
SOHLH1	0.963333333333333
CDKN1A	0.206928571428571
NCK1	1.46025
ZNF550	0.29525
SAPS3	-0.07475
SPIN3	0.245833333333333
MAGEE2	1.4315
MIS12	-0.0885
OR8H2	0.3715
KIAA0774	-0.441666666666667
UNC5D	-1.499
CUL7	-0.457666666666667
LIPC	-1.9405
DIO1	0.5935
C20orf11	-0.1439
CTRL	0.0645
HS3ST2	1.40675
PAK4	0.720166666666667
CCRL1	1.6295
RNF10	0.145625
ZNF567	-0.27175
ZNF660	-0.8465
TCEAL3	0.27575
MAGOH	0.428
CENPB	0.2505
C19orf7	0.42975
LOC388965	0.0345
ZCCHC13	0.022
JMJD1A	-1.1215
HIST1H4H	0.4505
TBRG1	-0.3359
GPC3	-5.1445
TAF1C	-0.551875
EBNA1BP2	0.0361666666666667
CIAPIN1	-0.321
PDGFRA	-1.05927777777778
CSTB	0.686625
CENPI	-0.554166666666667
GTF2E2	-0.340833333333333
RPP21	-0.185
CCNF	-0.928
KCNQ3	1.121
FAM79A	1.85025
SLC22A12	0.3885
NOVA1	-1.193
FZD3	-0.3736
AKAP8	0.31125
SOCS5	0.046
CFDP1	-0.6535
DLG5	0.7175
PGM5	-0.0945833333333334
C1orf144	0.923916666666667
HDAC10	-0.5165
RND2	-1.01625
C20orf199	-0.45525
RNMT	-0.39175
SLURP1	0.231875
ASTN1	-0.477
SH3BGR	0.7235
MYCL1	-0.225875
ZHX1	0.4875
CENPK	-2.63725
FOSB	0.4702
LOC643406	0.32725
C2orf59	-0.557375
TMEM135	-0.835625
SLC27A2	-1.6785
KRT33A	0.567
OVOL1	0.812625
PAMCI	-3.26466666666667
S100A7	-1.4435
ZNF789	-0.6075
HARS2	0.00175
RPL23A	-1.07066666666667
TCF23	0.4845
UPF3B	-0.5865
C17orf78	-0.224
HLA-DOB	2.18516666666667
C14orf142	0.518
TEKT5	-0.183833333333333
DMWD	0.19
POLD1	0.307666666666667
GSCL	-0.245
CALD1	-0.3851
SCRT1	0.3235
AIG1	-0.8825
UNC84B	0.60175
ZNF404	-0.44175
TMED6	-2.7265
KIAA1462	-0.0835
LRRC27	1.4225
PYGO1	-0.245
PIGU	-0.71
ALAS2	-3.60983333333333
WRNIP1	-0.014625
CNNM3	-0.4775
ZNF2	0.1505
ST3GAL5	0.758416666666667
MRPL23	-0.67525
TSSK6	0.0325
PSMA6	0.4205
C16orf70	0.03425
KIAA1602	0.2275
ALMS1	-0.101333333333333
DCN	1.116
TMEM132D	-0.503
SUCLG2	-0.26675
ABHD14A	-0.1695
DEXI	0.0356666666666667
AMPD2	-0.241666666666667
IFNAR2	1.41683333333333
CYB5A	-0.8524
TLOC1	-0.53065
NXF5	0.0480000000000001
NRBF2	0.835375
KCTD3	-1.51925
ITGAE	0.494166666666667
SLC30A3	-1.5925
ZRF1	0.397
IFRD2	0.013125
XAB1	-0.3715
PYCR2	0.345166666666667
SERPINB3	-4.758
TMLHE	-0.4334
GEFT	-2.056375
ABCA5	-0.667375
EMR4	0.341833333333333
TSFM	-0.40825
HIST3H2BB	0.02875
ARHGEF19	1.1205
TSPAN17	0.768833333333333
ABCC8	-1.1575
MAP1S	0.5755
C22orf36	-2.18775
BNC2	-1.753
HIST1H4A	-0.29075
NDUFS3	-0.614666666666667
WDR3	-0.548
XKR4	-0.09775
TTC33	-0.100214285714286
STMN2	0.39725
CPN2	-0.917666666666667
HSPC105	0.599
PCOLCE2	-0.78625
C3orf55	1.044
KLHDC9	1.433
TBC1D23	0.68775
ATXN2L	-1.17908333333333
MAP2K3	0.588416666666667
SCAP	-0.0035
ZNF486	-0.0393333333333333
C20orf96	-0.871
NARS	-0.285
ADAMTSL1	-0.426142857142857
PRCC	0.9555
CCDC126	1.63925
ZNF675	-0.20375
CALCOCO1	0.859
ANKRD43	-1.08125
CWF19L2	-0.412833333333333
ZBTB32	3.1335
BRAF	1.03875
ODF4	0.03575
MGC14376	1.37433333333333
HORMAD1	0.543333333333333
AAK1	0.181083333333333
PEBP1	-0.219166666666667
TNFSF5IP1	0.1035
DKFZp564N2472	0.4945
RMND1	-0.9195
IGKV1-5	4.81075
COL1A2	1.11154545454545
SERPINA5	-3.70075
AANAT	0.433
C19orf21	-0.0565
GEMIN5	-0.61175
UBR4	0.0445
LTBP3	0.534333333333333
AMHR2	-2.6155
PROCR	-1.74625
MYBBP1A	-0.5635
C20orf39	-2.03316666666667
ZNF697	-1.156
PASK	0.0544
ZNF776	0.534666666666667
RFXDC2	-0.38225
KIAA0467	0.088
C10orf96	-0.79325
ZNF503	1.5185
GULP1	-2.58283333333333
KCNE4	-0.9
DKFZp434K191	0.606875
LOC196913	0.3585
BHLHB4	0.8
CH25H	1.20275
LOC81691	-1.3335
ALPL	0.855642857142857
COL12A1	1.61175
FOLR3	-2.66966666666667
GPR123	0.12775
TRIM62	0.0532857142857143
ABLIM1	-0.534666666666667
MAST3	0.4565
RHBDD1	0.7525
LOC338809	0.4505
RYBP	0.786
TTC26	-0.0575
ZNF22	0.228833333333333
ISCA2	0.08525
RDM1	-2.79025
PIGM	0.63775
GNB3	-0.694
ACTR2	0.7906
HMGB1	0.11305
EDG1	2.10616666666667
SOAT2	-3.3195
OR10AD1	-0.0905
RAP1GDS1	0.313416666666667
LCE1F	0.306
ESM1	-1.19175
RCN3	3.15825
CREBL1	-0.20875
DBNL	0.0368333333333333
PTGER3	0.315125
USP30	0.298666666666667
BCL2L12	0.343166666666667
KIF26B	2.54475
ZNF416	0.6025
ZNF225	-0.001
C17orf70	-0.88125
ZNF554	0.76825
RAE1	-0.731833333333333
TNIK	0.715333333333333
ACTN3	-0.238
MGC45922	0.7515
CCNA1	1.02616666666667
RYK	0.933666666666667
IL26	0.173
LRP3	0.4945
QARS	0.40475
SOX7	0.339214285714286
BID	-0.49425
OR2S2	-0.0335
CXCL14	5.10875
C11orf47	-0.7745
MGC29891	1.49233333333333
HSPB8	2.5531
PRDM14	-0.989
NUFIP2	0.153
MNAT1	-0.857875
ZDHHC2	-1.1285
MBNL2	0.794625
ADD3	-0.268125
CSNK2A1P	-0.2435
KLK6	-2.41616666666667
TMEM111	-0.1766
KIAA1279	0.22825
NUBP2	-0.247666666666667
RAB42	0.42725
ID3	-1.0004
TM9SF1	-0.2005
MDP-1	-1.10925
POU4F2	0.35075
IQCK	0.56575
C16orf14	-0.7035
CAPN3	-1.326375
FAM43B	-0.832625
RECQL	-0.03475
AP1G1	0.192785714285714
CTNNBL1	-0.0205
ECHDC1	1.1285
SMARCC1	-1.2832
FOXQ1	0.8225
GNAI3	-0.0853333333333333
POLG2	-1.9635
CD4	2.042
ITLN1	2.192
EBI2	4.8495
IRF1	3.24625
PTPRE	2.78
PTK2B	1.10525
NXNL2	1.472
SOX4	0.0728333333333333
TSPAN3	-0.312666666666667
SH2D1A	1.16266666666667
C8orf58	-0.4475
USP20	-0.04575
DUSP22	0.444333333333333
CALB1	-2.23166666666667
L3MBTL2	0.372833333333333
MCRS1	-0.546
TMEM118	-2.06616666666667
C18orf8	0.898
FLJ10241	-0.3505
GJA12	1.59875
PKD1	-0.515666666666667
ZFP3	0.456
JAM3	-2.511
LAPTM4A	1.0377
DIRC2	0.8295
KIAA2022	1.11966666666667
MYOM1	0.174666666666667
TRPM8	-2.12183333333333
MOP-1	1.049
PHKG2	-0.064125
ZNF650	0.094375
KIAA1522	0.87225
PSG8	-0.694166666666667
DDX19B	-0.3345
MOBKL1B	1.215
DIAPH2	-0.771666666666667
PTPN12	0.451
CLN8	-0.8527
CRYZL1	-0.365
CRY2	0.2195
FCGR2B	4.54583333333333
PNPLA4	0.97025
ZNF454	0.905
DKFZp434B1231	-0.269
CLDN11	0.1514
RFWD2	0.954166666666667
CIB2	0.858
MXRA8	0.8685
HRK	-0.5325
MAML2	0.5995
C4orf31	-1.8675
C6orf192	0.63725
COG6	0.44625
FAM5B	-0.67675
NFATC1	0.6982
SEPT10	-0.761
SCYL1	0.2168
RPP40	-0.61
SCOC	-0.1445
KIAA1450	0.11725
CTDSPL2	-0.692
TBX5	0.8695
NAPG	-0.2025
RHD	-4.26275
C14orf45	1.293
ZBTB22	0.453
PLCG1	-0.217
ANKRD10	-1.62175
AQP7P2	-0.027
TAGLN2	1.13533333333333
HTR2C	-0.655
SLC16A7	-0.197666666666667
C17orf83	0.27525
TSGA14	-0.256916666666667
MDH1	-0.442
PPP3R2	0.2535
DCBLD2	-2.28707142857143
RBM33	0.473375
DPH3	-0.30625
SYT10	-0.6
FMO4	2.412875
THYN1	-0.63925
DRD5	-1.8505
OTOR	-0.06475
PGRMC2	-0.182
KATNAL1	-0.635375
PAQR6	0.99775
UBE2I	-0.37725
C14orf28	-0.35425
C8orf70	-1.1945
FLYWCH1	-0.44375
ANGPTL3	-0.745
GLRX2	0.600166666666667
ATP11A	-0.108428571428571
ARL5B	1.621
MUC16	2.29075
SLC25A5	-0.0695714285714286
ACRC	0.036
MYO1C	-0.41725
FAM89B	1.06716666666667
FAS	2.82425
KIFAP3	1.8745
GLRA2	-0.067
BTN3A2	1.8885
CNKSR3	0.605
CSTF3	-0.7955
ARPM1	2.9045
KIAA1530	-0.0745
C9orf150	0.131666666666667
PRKCI	0.239
tcag7.1015	-1.06675
SOD3	2.3385
ZNF574	0.68625
CYP21A2	2.8045
RPL12	-0.42825
COMMD2	0.04225
WIZ	0.34275
LOC344405	-1.44275
ALDH4A1	-0.467647058823529
CRYAB	2.02725
COPA	1.26693333333333
PCDHGA7	0.551833333333333
KIF11	-0.760833333333333
RASD2	0.703625
SLC26A3	-0.4425
ZNF175	-0.1635
JAKMIP2	-0.7015
C8orf4	-0.559
PTHLH	0.20025
SLC40A1	1.773
OR7D4	0.243666666666667
PCDHB17	0.8495
CD36	2.3555
C6orf203	0.5486
PRKG2	-0.151
LOC400566	0.8205
ANAPC13	0.67175
SLCO3A1	-0.3235
ZNF692	-1.2945
FANCL	-1.7545
SH3GLB1	1.41675
C12orf61	0.0245
KBTBD6	0.6785
SUPT5H	0.911875
XRCC6	-0.0122
HUS1B	-0.1257
FAM133B	-0.139571428571429
LOC728276	0.3945
KCTD18	0.219
SOS2	0.228666666666667
CCDC99	-1.55175
C1QTNF5	2.1325
NNAT	-0.162666666666667
USP16	0.468
LARS	-0.9045
ZBTB2	0.208
ABO	0.3615
TRAF3	1.3385
GALNT5	-2.9835
NAP5	-0.100875
ALG14	-0.237166666666667
KIAA0515	0.157923076923077
WDR75	-0.882666666666667
TEX261	0.191
LY86	1.9125
LOC389072	-0.356
FLJ13611	0.163
MRGPRX2	0.424
SNRPA	-0.51975
OR2G2	0.236
GPRASP2	-0.15425
C7orf42	1.0324
C9orf163	-0.5775
CYP11B2	0.188
FCRL3	3.2375
PRDX1	1.1
FGB	-6.08616666666667
COX17	0.257166666666667
C16orf33	-0.7625
PIWIL1	-0.0101666666666667
FOLR1	-2.8935
KIAA0082	0.1865
FREQ	0.536333333333333
TMCC2	-1.10566666666667
TCF12	-0.171833333333333
ZNF721	0.04425
FAM130A2	0.53025
POU4F1	-1.9175
SNRPF	-0.712375
SGIP1	0.117833333333333
ZNF641	0.610333333333333
EMG1	-1.038375
PRRG4	1.794
HIRA	-0.1485
MYNN	1.12583333333333
AEBP2	-0.04025
TBXA2R	-0.245666666666667
ISL2	-1.1125
PCDHB11	0.258
RNF144A	-1.327625
MARCH5	0.1995
DULLARD	-0.0906666666666667
DCLRE1B	-0.463833333333333
ITGA8	-0.109
TP73	-0.375375
PRKCD	0.865
NDUFB4	0.5005
ATP13A4	0.079375
ANTXR2	-0.0965
COL4A3	-0.175666666666667
MYO10	-0.9898
SLC6A18	0.41575
PEX1	-0.20775
TMEM74	-0.7125
RBM19	0.19
TAPBP	1.29655
RUNX1	0.94025
MID1	0.190166666666667
GPR64	-1.92316666666667
RASEF	-0.10375
GABRG1	0.0235
MYO16	-0.13525
DBF4	-0.445
TSHZ2	2.4465
RIPK2	1.8445
PPTC7	-0.185166666666667
KIF4B	-0.587
LRRC31	0.05575
ZNF540	0.6575
EFNB3	-0.747333333333333
LOH12CR1	-0.188625
STON2	-0.190666666666667
GLP1R	0.24075
CSTF2T	0.447125
IREB2	-0.457375
GRSF1	-0.171
PDCD7	-0.5655
LRRC43	1.127
CNR1	0.274166666666667
IL1F7	-0.851
C12orf64	0.13875
FAM69B	-2.4125
NR2E1	-1.98716666666667
MS4A6A	4.181
FTL	1.2203
C7orf36	0.575
PCLO	2.0849
DYRK2	0.783
ARIH2	0.106625
SAMD7	0.0935
SCNN1D	-0.54125
SLC32A1	0.055875
C22orf25	0.325
MRPS18A	-0.4026
GPR112	-0.3385
EARS2	-0.93575
ERN2	0.3705
ATPBD3	0.6685
PRH2	-0.824
CDKN2D	0.556333333333333
PGLYRP2	-0.9005
TRIM40	0.23475
SEC14L3	1.22633333333333
SLC22A1	0.24725
BTN2A3	0.12525
RASA4	0.40325
CCNL2	-0.91825
MYBPC3	0.8025
GJA4	2.81
CDC42SE1	1.06325
TRPV2	0.5025
MYPN	-3.281
SIM1	-0.0435
CDADC1	0.0639166666666667
ZFHX4	-0.85775
NIBP	1.12533333333333
ADAMTS19	-2.05675
ABTB2	-0.21025
TSPYL2	-0.50075
EIF2S3	-0.5744
SOX30	-0.012
AP2A1	0.805333333333333
DKFZP564O0523	0.4555
LOC285398	0.0205
CDH18	-4.531
CHL1	1.2385
GATS	0.2375
TBC1D2B	0.996333333333333
