Hybridization REF	TCGA-A8-A07J-01A-11R-A00Z-07
TAF3	-0.2085
HOXD3	-1.36033333333333
GIPC3	-0.328833333333333
P11	0.3309
BFSP1	-0.632
LCP2	1.45275
TAS2R8	0.946
SEZ6L	-0.248
NR2C1	-1.416375
EXDL2	1.9386
TNFRSF13B	-2.29033333333333
MKI67	-3.31075
GLS	-0.186083333333333
C7orf54	-0.331
LGALS13	-0.0188333333333334
IL4R	1.0035
SEC11A	0.0638333333333334
SPP2	0.042
C18orf32	0.44375
CLSPN	-2.66533333333333
SPAG1	0.438375
C9orf82	-0.42525
TM4SF1	1.61408333333333
EMILIN2	2.5245
SMG7	0.387666666666667
TAS2R13	0.382
ZNF628	0.6985
DZIP1L	-0.23
ANKRD13A	-0.0116
VASP	0.690125
ZCCHC11	-1.6885
SYPL1	0.15625
MGC34774	0.01575
C4orf28	-0.206375
KIAA1211	-0.83375
RPS27L	-0.57325
TATDN3	-0.9535
PDCD1	-0.39325
OR5P2	1.04
IFIT1L	0.371
MIPOL1	-0.28
OR51D1	0.6745
C1orf92	-0.975166666666667
LAMP2	0.659333333333333
CAT	1.37216666666667
C16orf80	-1.1645
C15orf32	1.117
ZNF746	0.2115
C1orf76	-0.2165
ATXN1	1.36275
LAMC2	1.464
SLC2A7	0.942
CPOX	-1.741
APH1B	1.42766666666667
LOC442245	0.03875
CTNND1	1.24238888888889
GABRG2	-1.163375
MADCAM1	-0.6425
F5	-2.73425
SEMA4F	0.864833333333333
NUDCD3	1.37775
PDZD11	-0.4155
TRIML1	-0.2575
GCNT3	-2.81516666666667
TMEM120A	1.46675
CNDP1	-1.047
N4BP1	0.289875
SLC35F2	-1.06425
LCP1	1.42658333333333
IGBP1	0.1935
DCAKD	1.046875
ELA2A	-2.05
C12orf56	-3.3185
PITRM1	-0.216642857142857
GUK1	0.198
RASSF8	-0.601
OR2A14	-0.124
ADM	-1.512
FGD3	2.51533333333333
GHRHR	0.285
RHPN2	-0.29875
C4orf39	-1.28866666666667
VPS72	-0.47175
SERF2	1.13277777777778
CD22	1.485
CD47	0.2403
PPIC	1.204
IMPDH1	0.0161666666666667
ACP6	0.194666666666667
PRKACA	0.637625
PPP1R1A	3.327875
TRPV3	0.6
ASXL1	-0.54125
C17orf55	-1.73433333333333
FXYD1	1.05083333333333
LMOD2	-0.902
ANKRD33	0.388
LCE2C	-0.239625
ZNF620	-0.1815
DKFZP566E164	-1.042
VSIG2	0.20325
KIAA1128	0.8845
USO1	0.123166666666667
NUDT4	0.710857142857143
CLDN1	0.937285714285714
OR4Q3	-0.392
FASTK	0.254
ICOS	0.96
LDB1	1.49275
GSTA5	-1.481
ABCC1	0.100166666666667
FAM54A	-3.48975
PCBP2	0.457333333333333
NUP205	-1.47
ACTA1	-1.80166666666667
GABBR2	-1.81525
PIP5K1B	-0.774
AGXT	-1.756
RNF181	0.443
ATP8A2	0.5035
AFTPH	1.4556875
FGF21	0.07875
FCER1G	2.6695
SNTB1	-0.362
SLC24A3	2.220625
TXNL4B	-1.2402
RPL10L	-0.986166666666667
LOC389517	-0.86415
TSGA13	0.4825
SHOX2	-0.276666666666667
ITGA7	0.8357
KCNIP2	1.99483333333333
KLF13	1.044
ZFAND2A	-0.81975
CEACAM1	0.0892142857142857
PFKFB4	-1.74133333333333
MED19	0.0265
LRRC57	-0.483166666666667
RNF11	0.53525
ANKRD32	-1.8895
P117	-0.26675
OBFC2A	0.209833333333333
POLD3	-0.903333333333333
RAB18	1.169625
TPH2	-0.1425
PHB	-0.2252
JDP2	1.63366666666667
MORF4L1	0.6248
POU2F1	-1.2555
CNNM2	-0.0109166666666667
LOXHD1	0.606333333333333
ZC3H15	-0.4145
ELK3	0.854666666666667
FAM111B	-2.08325
CBLC	3.51483333333333
SBNO1	-0.0815
ANKMY2	-0.18225
PLEKHA5	0.78825
DHX58	2.23216666666667
ARCN1	0.258833333333333
TREML1	0.5832
KNCN	1.14
SEC24A	-1.02525
PSCA	-1.11175
MGC24125	0.213
DNA2L	-2.912
CIB4	0.0225
HIGD2A	-0.406833333333333
TBX6	0.0905
TTLL5	-0.454333333333333
SGK3	-0.013
GCN1L1	-0.137
AMOT	-0.4215
LDOC1	0.4265
NRK	0.2094
ASB9	-2.272
NAT1	4.995
TRAFD1	1.3725
PEAR1	0.846333333333333
FAM36A	-1.0235
OR1S2	0.254333333333333
LOC388323	-2.471
PGS1	-0.735166666666667
LEPREL1	-2.00425
TFF1	-3.7765
HAP1	-0.135
EPHB2	1.32925
ACTG1	1.4335
ZFP42	-1.5446
HAVCR2	2.2428
NME1	-1.2305
SNX26	-0.0503333333333333
LACTB	0.387166666666667
ZKSCAN2	0.32
C5orf35	-1.04925
ANKS3	-0.28875
RBM28	-1.3165
DKFZP586P0123	-0.98425
HNRNPA1	-0.332666666666667
BCAS3	-0.554333333333333
FLJ20184	0.7235
POLA2	-1.11116666666667
TMC7	-0.7695
HSD17B6	2.7165
ZNF658B	0.191166666666667
TTTY10	-0.37
RANBP9	-0.169333333333333
CPNE7	-2.49833333333333
EVL	1.10170588235294
LNX1	0.25
IFNA21	0.251666666666667
CFD	4.32375
PYCARD	2.18233333333333
MYBPC2	-2.1995
ENPP3	-1.42533333333333
ACSL4	-0.59375
LOC440258	-1.107
TMEM176B	3.94466666666667
SOX2	-4.58475
SCO1	-0.045
COMT	0.48275
AOC2	0.22025
PDLIM5	0.680142857142857
SPHK2	0.668166666666667
NXPH2	0.648
GPR108	0.648833333333333
RAD51L1	-0.130666666666667
TMEM54	1.227
LETMD1	-0.461222222222222
SLC6A17	0.406
KRT75	0.509
STT3B	-1.51966666666667
CD3EAP	-0.725666666666667
TMEM63A	0.85575
DUSP13	-3.23125
CD1C	0.928
LASS2	1.40066666666667
AVP	1.7085
PITPNM1	-1.598375
FLJ22795	-1.672
MCTP1	-2.12925
TRIM68	-0.0596666666666667
UCK2	-0.930666666666667
ABHD1	0.698
FAM50A	0.2785
RNASEH1	-1.19083333333333
PCP2	0.1895
OR52H1	1.5725
C20orf149	0.2745
RBP5	0.089
HYAL3	-0.69325
CLPB	-0.1885
SMNDC1	-0.64475
DONSON	-3.067
FLJ27523	0.412666666666667
BARHL2	0.7575
SLC30A9	0.292833333333333
TMPRSS11B	-0.02825
E2F8	-3.06383333333333
CCDC25	-0.166166666666667
C14orf48	0.00533333333333334
C20orf116	0.76475
TSPAN11	0.4015
YIF1B	-1.16466666666667
FAM12B	0.97125
OR1L6	0.1535
HPN	1.4582
NBN	-0.2865
C14orf94	-0.365333333333333
OCLM	-0.4625
ZSCAN18	0.5478
L3MBTL	-0.8695
TSTA3	0.914166666666667
RAC1	0.55375
C19orf15	1.22416666666667
NFE2	-5.0985
KLK14	0.4295
ARSF	-0.2505
MAST2	0.104166666666667
AMICA1	2.84966666666667
GTF2A1	-0.716
ATP1A3	0.4205
TC2N	2.8443
PNKP	0.92125
ODZ2	-3.1115
MATR3	0.30125
S100P	-4.213875
KRT82	0.5695
CA13	0.0371
PROZ	-1.1935
AASDH	-0.275875
C19orf40	0.07
DCK	-0.777
FAM5C	-1.455
SLC6A4	-1.729
MID1IP1	0.1725
TESSP5	-0.3095
TMOD4	-0.599833333333333
DOCK2	0.9135
TUG1	0.677375
NUP214	-0.15125
DPYSL2	0.521
GOLM1	1.64416666666667
MPFL	0.52375
SOX13	0.91875
SDCCAG8	0.8859
KEL	-2.10316666666667
NUP210L	-1.743
GK	-0.87575
DNAJB1	1.70175
ALPK3	1.2855
CHID1	0.699
CYLC2	0.1608
IKZF5	0.134
C8orf51	-0.06
PPM1J	2.09075
GIMAP8	3.7705
GPR101	0.5395
NR2F1	-1.1715
ACAD8	0.15425
RBM35A	0.1565
GNAI2	1.16616666666667
METTL8	-0.782
SLC39A7	-1.588
FBXO8	1.0345
CAMK1	0.44475
RFC3	-1.847375
FAM129A	2.46307142857143
ILF2	-1.00025
FGFBP3	-2.065625
NOM1	-1.09966666666667
PSMA3	-1.274
ASCC3	-1.006
ZYG11A	-2.95175
SOX21	-2.21585714285714
LYRM1	0.15525
DEFB1	-0.4195
LOC91431	-3.0775
OR7C2	0.956
FAM46B	1.277125
TMEM18	-0.4415
ARHGAP30	2.52716666666667
TMEM86A	2.39158333333333
EPHA2	-0.355666666666667
C10orf46	0.56435
TCHH	0.399166666666667
C3orf30	0.201166666666667
LOC285636	-0.478666666666667
PAIP2	0.133
CYP2U1	0.56425
C12orf34	0.10975
SARS2	-0.467333333333333
ZCWPW1	0.6715
SAMD12	1.63825
KIAA1430	0.141
ACAT1	0.23525
MEOX1	3.30716666666667
ADAMDEC1	3.7515
PHKA2	-0.44175
CARD11	0.553
CALML4	-0.7925
TSSC1	0.22425
TMEM45A	-1.07622222222222
MPP7	1.48725
POU1F1	0.220333333333333
SLC2A13	0.1107
FBN2	-0.143785714285714
ZC3H7A	-0.3342
LAIR2	-0.268
ST3GAL1	0.8715
LCT	-4.33433333333333
GEMIN8	0.844
KLF16	1.2625
HIF3A	-0.4314
FAM44A	-0.078
AQP10	-1.5172
PLA2G2A	0.684
FOLH1	0.860833333333333
C20orf186	0.432
MAPKAP1	0.9425
SPRR2D	-2.1145
UBQLN4	0.398666666666667
RSHL1	0.272833333333333
PIAS3	0.404875
MRPL24	-0.033
GREB1	-1.38375
FAM27E3	-3.569
NUP62CL	-2.02775
NEUROG3	3.074
REEP3	0.833166666666667
MARK1	-0.475875
LMBRD1	0.469
PRPF19	-2.462
PNMT	0.5625
CTGLF1	-0.217
SLC25A16	-0.14525
EIF2B3	-1.286
RPA2	0.415
PAK6	1.80283333333333
CCDC26	-4.847625
SEMA3E	0.131875
MXD4	1.6927
TNFSF10	4.3216
SMARCB1	-0.319666666666667
DTX3L	1.8225
PLA2G4E	0.042
PPAP2A	1.259
ULK1	0.357833333333333
TAS1R3	-0.0295
SLC2A3	-2.45390909090909
ARID3A	-1.832
GNG5	-1.25725
ACOX1	0.2365
KIF5B	-0.0535
NUP153	0.01725
MUC7	0.643
CSDE1	-0.249071428571429
CLPTM1	0.711
C3orf23	-0.624625
LRRC17	0.925833333333333
TTYH3	1.076625
ATP5B	-0.5295
ELF3	0.2221
CPSF3L	0.639166666666667
ZNF665	-0.041
TLR6	2.0181
GPI	-0.66275
RAD9A	-0.2565
NDST4	-3.7995
AGPAT3	0.445166666666667
MAGI3	1.7115
ADORA2A	0.523875
CACNG7	0.1575
CAMK2D	0.0446428571428572
CCHCR1	-1.50325
RPS27A	-0.905
OR10G7	0.252666666666667
GCM2	1.392
FAM135B	2.4856
E2F1	-2.093
PLCB3	0.99825
OR2AE1	0.0145
COIL	0.141
CDC25C	-3.28083333333333
RAB11FIP2	0.189
TSC2	0.38625
CTGLF5	-0.8415
CCDC108	0.6055
OR13C4	0.68525
C10orf81	-0.4405
PTPRB	2.1945
ACP2	0.8855
LAG3	0.2215
MRPL54	-0.24175
LOC201175	1.696
ITGB1BP3	-1.958
SPTAN1	0.227666666666667
SIPA1L2	-0.8625
RCAN2	-0.8
CDX2	0.6305
ECOP	0.60025
ACTR1A	0.704428571428571
PPARG	1.19216666666667
BBS10	0.588
TMEM44	-0.391125
BPIL2	0.313
CITED1	-1.23175
IRF6	3.85325
PRDM4	0.281166666666667
RRP9	-1.44166666666667
OR10H4	0.18675
IL31RA	-0.39525
GNB1L	-0.964333333333333
MYBL2	-2.85575
ZNF407	1.492
PPIG	-0.241666666666667
TTC18	2.81975
RPSA	-0.7285
MAPT	1.882875
MRE11A	-0.00323076923076922
C8orf37	-0.506
RASGEF1C	-0.6492
STBD1	1.6415
CTAG2	-0.5485
MGAT5B	-2.208
ECM1	0.898625
RLN1	1.1385
PARP14	1.768625
EPB41L1	1.1963
HOXA3	0.152083333333333
MAGEA9	-4.56275
RPS8	-0.617666666666667
RPS19BP1	-0.237
FOXJ2	0.297875
C10orf76	1.189125
IL17RE	0.32625
C10orf65	0.26925
ZNF343	-0.0151666666666667
FBXO33	0.237
UHMK1	1.5372
LY6G6C	-0.1415
FGF19	-1.84925
C14orf128	-1.79833333333333
IFIT2	3.3485
TIGD1	-1.3975
S100G	0.146
GUCY1B3	1.9635
NR3C1	0.0237
CORO1B	1.24283333333333
PARP11	0.971916666666667
DNALI1	4.45933333333333
OR4N4	0.538
MAP2K6	0.614
FSTL4	0.08575
ANKRD47	2.0285
TMEM171	-1.625
PNLIP	0.6065
YY1	0.734666666666667
CCDC138	-2.67166666666667
AASDHPPT	-0.4116
CKS1B	-0.7686
MCM3	-0.518333333333333
ANAPC7	-0.396666666666667
FAM110A	1.805
CDC37L1	1.31166666666667
THTPA	0.93375
NBPF20	-1.078
WDR24	1.3125
NPTX2	-2.414
CBLB	1.30233333333333
CETN1	0.435
RPUSD1	0.639
FAF1	-0.4545
CDK6	-2.3764
HMX2	0.8335
CSK	0.524666666666667
TEAD2	0.8475
SNAP25	-2.0935
TUFT1	0.1871
TMTC3	1.221
LCK	-1.8025
SGOL1	-2.963
AKTIP	0.50125
FURIN	1.354125
SOX12	-0.253333333333333
DEFB103A	-0.857
RAMP1	-0.97675
KIR3DX1	0.4225
GAS2L3	-0.65
PDE8A	-1.4305
EDN3	-0.08175
GMIP	1.8565
SF3A2	1.2085
FN3KRP	0.636
SMAD7	1.054
RHBDD2	1.1065
OR11H6	0.8405
PPP1R3B	1.2193
C9orf23	-0.55125
CADPS	-1.8145
GOLGA8A	-4.26825
TMEM57	1.05366666666667
RGL3	0.051
S100A14	0.71625
FGFR2	2.125
XRCC3	-1.16025
RTN4RL2	0.40475
MGC3771	1.309
GH2	0.2364
BTBD2	0.61725
LMO2	1.0375
RDBP	-0.823
ACRBP	-0.445
AMY2A	2.3945
DUOXA1	0.834
PTK7	1.125
TWF2	0.981666666666667
FAM80A	-1.12675
TNNI2	-1.26516666666667
GLT25D1	0.880333333333333
OCC-1	-2.233
CYC1	-0.971
RPL22	-0.317363636363636
MORN3	2.05
DISP1	0.931
PRB2	-0.057
CHUK	0.11575
HR	-0.379625
CCDC134	-0.047125
DENND4B	-0.54225
C14orf130	-0.062625
RAB33A	-1.42575
DCST2	-0.4645
TNMD	1.22125
PEX7	-0.35625
FAM62A	0.794625
SRD5A2L	0.7205
IL22	-0.3255
RPS26	-1.55216666666667
HOXC5	0.5285
SPATA6	1.03375
FLJ38482	0.231
ZNF234	0.9905
C18orf22	1.24175
SPATA22	2.659
THOC1	-0.22475
CYP7B1	3.29325
KCNC3	1.2495
C8orf42	-0.336
ALDH1B1	0.398166666666667
CCDC100	0.2487
ARMC4	-3.029
FAM18B2	0.0843333333333333
SLC44A1	1.488625
FBXO17	-1.46
C6orf107	-0.2905
C19orf29	-0.085
ZC3HAV1L	-0.47
PARP6	0.00100000000000001
SULT2A1	-5.317
C1orf159	-0.37175
TMC1	-0.450333333333333
CHST14	1.791125
GAMT	0.0173333333333333
SMCP	0.507
TSPAN33	1.98025
MIDN	0.73525
NOX4	3.06525
RNASEN	-0.685
TBX1	-1.0255
SALL2	0.74125
C10orf35	1.057
CYP2E1	-0.365875
LRFN2	1.71833333333333
ACO1	-0.048
IQCG	2.2004
MEGF9	2.74275
TM7SF4	4.447
PLEKHA1	0.166133333333333
STK33	-3.44
C1orf210	3.265
SNUPN	-0.0751
KIAA0406	-0.5298
C20orf29	-0.1925
TMEM55B	0.24425
OSTM1	-1.0309375
CLCN7	1.20925
OTP	-0.14075
FLJ23049	0.28325
HEATR4	0.9315
MAP3K10	1.57766666666667
PCDHGA9	0.5905
AMDHD2	1.70975
LCTL	-2.4915
PDCD2L	-1.51075
CABLES2	-0.33675
SLC5A9	-0.665
CLCA2	-2.22816666666667
MGC16025	-1.588
STRAP	-0.873833333333333
C20orf196	0.1415
RRBP1	0.324833333333333
NAT13	-0.2465
MAT2B	0.6255
CSNK1D	-0.774333333333333
KIR3DL1	0.1285
PRKAG3	-0.75
ZNF599	0.759
PRM3	0.9775
PER2	1.3605
ASPHD1	-1.0875
PRMT6	-1.97525
KCNE1L	-0.446142857142857
FAM118A	-1.04533333333333
TAF4	-1.27125
NDUFB6	-0.9635
TRIM9	-1.44308333333333
PMFBP1	1.11875
KY	0.0595
DKFZp762E1312	-3.84127272727273
CSMD1	-1.7155
TBP	-1.13066666666667
OR1Q1	0.597166666666667
RETNLB	0.0615
HPGD	0.105230769230769
DNAJC12	1.9565
FKBP1B	-0.889
ANKRD24	0.484333333333333
CXXC5	0.7745
IL3	0.282
DRAM	0.8098
PTCH1	-1.785875
TP53BP1	1.39025
SLC17A7	-0.06575
COL25A1	-1.47644444444444
AMACR	0.659
RHCG	0.483
VPS13A	-0.4705
FAM55D	0.849
PRPF38B	-0.572
OSBPL6	-0.862
PFDN5	0.84
CMTM6	0.830375
KCNK12	-2.0635
RP2	0.65875
C16orf52	-1.87575
PICK1	0.3695
IFNE1	-1.6232
SEMA4B	2.0795
TYRO3	-1.1625
OR12D2	-0.25
CSNK1A1	0.4497
FANCF	0.923
LONP2	0.58225
TBL1Y	-1.41125
LDOC1L	0.06225
CCNC	-0.8745
C3orf60	-0.70575
CHKA	-1.73275
UBAP1	0.427
MAP3K1	1.5025
ANKRD9	-0.265
FAM92A1	-2.03133333333333
GAB2	0.123125
AZU1	-0.607
DIS3	-0.743916666666667
C21orf109	-1.2655
IQCB1	-1.05075
SPATS2	0.172166666666667
EFCAB3	-0.719
PRB3	-0.30325
FUZ	0.343166666666667
ZNF813	-0.0825
BMPER	-0.410333333333333
HEG1	0.8845
ALS2CR11	-1.90325
SURF2	-1.2565
PSMC1	0.0990833333333333
OR2D2	-0.1875
SLC7A8	2.623
C4orf40	0.2025
SPATA7	0.26025
MAZ	0.276833333333333
PIN4	-0.3375
PDE1A	0.193
TAF6L	0.0111666666666666
OR2T34	0.3025
KIAA0284	0.36825
ACADS	1.01436363636364
MKRN2	-0.714
C18orf56	-4.1705
MS4A6E	4.02616666666667
GALNT4	0.5341
C22orf31	-0.012
FLJ36070	0.1465
PSME4	0.07925
TFG	0.6514
EPHX2	1.68125
ANXA5	0.745375
KRTAP1-1	-0.273
BATF	0.73175
KARS	-0.8295
MSTP9	-0.0225
GPR26	-0.127375
CCDC72	-0.81075
TEF	0.574666666666667
FOXK1	-0.3873
PRLHR	-0.0495
EMX1	2.116
C11orf30	-0.38975
ICK	0.05925
THSD7B	0.4415
C21orf100	-2.695
DUOX1	1.547
EFCAB4B	-0.0705
UBE2G2	-0.798666666666667
C3orf54	0.91
PARP1	-0.93175
FAM60A	-1.94341666666667
C6orf146	0.56575
OR9K2	0.583
DDX55	-1.601
RPS15	-0.464083333333333
ZNF618	1.002875
DKFZp686D0972	1.84025
SSPO	0.1845
SHFM3P1	1.8995
CPA6	-0.3695
JAG2	0.8195
DEFA3	0.22975
PPBPL2	-0.0756666666666667
CD34	4.876625
SLCO4A1	-3.473875
AFG3L1	-2.30116666666667
SHD	-1.287
RP13-122B23.3	-0.499666666666667
PRKCSH	-0.164
DPH5	-0.535833333333333
HLA-F	2.692125
TBC1D4	-0.448
RIG	-0.0924
GLUD1	-0.0995
HNRPCL1	1.104
HBXIP	-1.22975
RNF207	-0.1535
APIP	-0.958
PLA2G3	0.8675
CCDC84	-1.44575
MYLIP	0.673
PHIP	-0.95325
AARS2	0.315666666666667
DHX32	0.524
SCAPER	-0.290666666666667
MEN1	0.139875
NIP7	-1.88175
FLJ25404	1.2005
FASTKD3	-1.3655
TMEM158	-1.52916666666667
RARA	2.075
BDH1	0.664
ANKRD16	0.07
CARM1	0.819
SS18	0.657166666666667
IKZF2	0.0214166666666667
MYD88	1.97975
PML	1.1562
TAF1A	-2.08325
CBFB	-0.619875
HIST1H3H	0.879
C7orf29	-2.8415
COMMD4	-0.883
DPP3	0.1865
DAB2	1.362875
LOC388882	-0.5425
YPEL4	0.29225
AGBL3	1.4755
LRP6	-0.1516
SERPINH1	0.751916666666667
TLE1	-0.199
CD244	1.0525
ZDHHC15	-1.011
MGLL	1.3232
PLDN	0.55425
LOC654346	2.853
FAP	3.606
GPR37	1.127
SCARA5	2.50783333333333
EBF4	2.125
LSM6	-0.7605
MLLT1	0.536125
SLC5A12	-0.6805
A2BP1	-1.7275
COPS5	-0.0853333333333333
TPM4	-0.232571428571429
TNFSF4	1.14716666666667
ACADSB	1.03416666666667
HERPUD1	0.59325
BCL2L11	-0.873277777777778
CEP78	-1.7035
CDCA3	-2.560625
WBSCR19	-0.3499
MYO1A	-2.3845
PPEF1	3.52166666666667
LOC440348	-1.55075
CPEB2	1.32075
BPTF	-0.334583333333333
RPL21	-0.344625
GSX2	0.207
ADPRH	2.18166666666667
C17orf68	1.17316666666667
KCNS1	-0.817666666666667
MLLT6	0.4855
PIWIL4	-0.20275
RNF26	-0.00525
RAP1B	1.02475
ADAMTS1	-1.5105
ZNF571	0.42875
P2RY6	0.04925
TRIM21	1.687
CADM3	0.355
NLRC5	1.0395
ADRA2B	0.772
LOC90835	0.519
PCF11	-0.97325
LOC400451	2.286
GLTSCR1	1.2712
C17orf88	-0.334833333333333
CDH16	-1.96433333333333
FGF7	2.873125
PCSK4	1.96483333333333
NPC1L1	-1.7865
TAT	-0.198375
TBCA	-0.81525
MGC33407	0.14775
GPR115	-1.3755
CYGB	1.626
FNBP4	-1.8835
C12orf43	0.18375
CBL	-0.059
CLECL1	2.51275
PPAPDC1A	2.61475
WDR25	1.01566666666667
SGCA	0.5225
C22orf29	-0.374
YIPF1	1.826
GALK2	-0.9975
RAB3B	-0.878166666666667
LOC440087	0.7925
UCP1	-1.185
REEP5	1.596125
FADD	-0.1406
FOXA1	2.82025
CACNA1A	0.322833333333333
ABI1	0.649833333333333
GRIN2D	2.4755
SLC1A4	-0.390166666666667
LOC401127	-1.3985
HINT2	0.5215
PLD4	2.4015
ZNF286A	-1.015
ENY2	-1.25825
IL1F6	-0.541
PXDNL	0.9
C20orf79	-0.12025
TNFSF13B	3.60983333333333
DENND3	0.815625
JARID1D	-3.81225
HIST1H2AK	0.36175
LOC93349	0.2404
SSH1	-0.9282
ENSA	-1.2585
LOC219854	0.633166666666667
CKAP2	-2.0998
DKFZP564J102	1.38483333333333
MGC87315	0.16
HNRPAB	-1.74
AMH	-2.531
ZNF526	0.8065
BRUNOL5	-0.0281
CACNG3	-0.0386
TRPM1	-3.5625
PPP2R1A	0.722125
COL2A1	-1.03775
DDN	-0.192333333333333
FLJ25770	1.30591666666667
HK2	-1.24707142857143
ELOVL6	-1.9305
MDK	-0.916
EPHX1	0.96725
RASSF2	1.495375
DKFZP434B0335	-0.01675
DLX3	0.631125
PRTN3	-0.767
AVPR1A	0.83725
C21orf125	-1.38525
TNFAIP8	-0.605333333333333
GNB2L1	-0.4335
CALCRL	3.7655
SCGB2A2	0.0575
UBXD7	0.3385
ZNF674	-0.781
TMEM35	0.326125
BRSK2	-0.6745
HECTD3	1.042
TMEM188	-0.172833333333333
LGALS9	3.2035
SCARB2	1.70283333333333
USP34	0.05725
C17orf28	1.90391666666667
ZDHHC23	-1.1435
AQP12B	0.2045
SLC16A3	-1.364125
APLP2	1.47275
ITIH2	-5.70925
MICAL3	-0.8055
TNNI3K	0.8297
HDAC2	-0.77975
PRR7	0.4267
THBS2	2.248125
LOC751071	-0.477666666666667
CA2	1.44633333333333
RANBP17	-0.52775
RLN3	0.24175
CRYZ	0.119833333333333
GBAS	0.181833333333333
TAS1R1	-0.53725
MPZL3	0.6555
PCDH8	-2.2685
HSP90B1	-0.581833333333333
KCNK15	1.686
TNIP2	0.889666666666667
GPR146	1.492
NOL6	0.55925
SPC25	-4.46777777777778
STEAP2	3.74428571428571
VAMP3	0.4885
TCIRG1	1.09975
ZP4	-0.245
PARL	0.6955
TRIM39	0.215833333333333
KIAA1305	1.58275
CRNN	0.529166666666667
GRN	2.09475
HSH2D	-1.988
SCAMP1	1.0926875
KIAA1913	0.50475
PTS	-1.10025
BANP	0.422785714285714
PRKACG	0.1775
ADCY6	0.538
C16orf46	1.2485
CYP51A1	0.27975
DDC	-6.39925
ANPEP	0.8285
PROM1	-3.55233333333333
SIGLEC10	3.12125
COPG	1.393
FAM26E	2.28675
TRIP4	0.06125
SNX3	0.597833333333333
C1orf175	0.610666666666667
PPY2	0.21025
C14orf152	0.1165
FTSJ1	-0.1575
DST	0.4038
LOC554235	0.145
GLRX5	-0.02225
C20orf12	1.393
CAB39	0.344666666666667
MSH2	-1.16166666666667
PIP4K2C	0.659875
CYLD	1.201375
WTAP	0.2804375
MGAT4A	1.07066666666667
TSC22D4	0.1063
CHRM2	-1.3645
PPYR1	0.132666666666667
CCNH	-0.847833333333333
RRM1	-0.70475
ECAT8	-4.27075
LOC400120	-0.462
GABRA4	0.277
C14orf4	2.22
C1orf59	-0.7725
CTDSPL	-0.2915
NHEDC2	-1.318
PDE11A	0.4771875
KLHL29	-1.12525
CD5	-0.3853
TSPAN9	1.9768125
WDR67	-2.42175
THUMPD1	0.6024
C18orf17	0.40725
CLYBL	-0.6835
FLJ13231	-0.634375
CMBL	0.875
LECT2	-0.72025
NKAPL	2.18466666666667
LOC654780	0.5015
OR4C6	-0.2065
RAB30	1.78233333333333
TSSK4	-0.531
TMEM163	0.5815
OSBPL11	1.10883333333333
GNB5	-1.17416666666667
CCL21	1.0925
C1orf121	-0.438666666666667
FMO2	3.50416666666667
RPTN	-0.169
MSTN	-0.0285
VCL	0.580357142857143
FYTTD1	0.3875
C11orf1	-0.11175
CCDC88C	0.43325
HFE	0.7925
MOGAT1	0.429
FAM125B	0.295333333333333
IRGQ	0.337
RAVER2	-0.39375
AKAP5	-0.8195
SSSCA1	-0.78075
C11orf63	1.176875
ACTG2	-0.0516
PORCN	-1.063
DTL	-3.30254545454546
TMEM151	0.105
FAM122C	-0.748
RSAD2	4.296
BAT4	-0.6745
KRTDAP	-0.574666666666667
MYH8	0.54925
CRTC3	1.474
LRRFIP2	-0.5922
INTS4	-0.4785
TTN	-0.909
SLC26A5	0.0025
PLLP	0.53525
RGS6	0.8335
SRGAP3	0.628125
ZNF525	-0.356333333333333
NBR2	0.342833333333333
C13orf1	-0.795
ZNF137	-0.123
CEP27	-1.8655
BEST2	-0.0085
RNF121	-0.2085
DMRTC2	0.2985
C8orf76	-0.845
BCCIP	-0.69775
MEST	0.43925
HTRA2	0.244
ANGPTL2	1.0295
ILKAP	-0.341666666666667
ERAS	-0.2905
HBS1L	-0.8285
CPA5	0.022
TMEM30A	0.786
CD300LF	3.325
WISP3	0.0015
CRK	0.802214285714286
PDS5A	-0.5145
BRPF3	-0.7475
NEDD9	0.288
SMPDL3B	2.0695
PSG6	-1.2635
PSMD13	0.5135
ETV5	-0.7945
OR51A4	0.514
BTBD7	0.31575
GSTO1	-0.530625
hCG_16001	-0.5925
MAD2L1BP	0.404833333333333
COX6A2	2.3795
SCNN1A	2.736
LSM1	-0.178666666666667
UGT2B11	-1.52725
IDUA	1.19975
PPP2R3C	-0.449333333333333
COX11	-1.07716666666667
PDZK1	-4.225
ZNF443	0.124833333333333
MGC21874	1.98733333333333
ZNF323	1.4543
KRTAP10-10	-0.1025
CXCL6	-0.733666666666667
SLC34A2	0.40075
LOC284402	0.242
NPTN	1.19316666666667
UPP1	-1.76616666666667
SLC6A9	-0.6315
OR7G3	0.592333333333333
CISD1	-0.810833333333333
ZNF545	-0.9185
SYT14	-0.913
NT5C3L	0.117833333333333
ZNHIT3	-0.494
SNRPD3	-0.92625
KIAA0701	0.055
UNC93B1	1.06016666666667
GMNN	-1.893625
SPCS2	0.429833333333333
LOC388524	-1.4675
NAPRT1	1.04625
PNLIPRP1	0.10925
OR6V1	0.456
PRKAB1	0.87175
EYA4	-1.90216666666667
KIF20A	-3.03925
ALG10	0.0575
ITPKC	0.873666666666667
LMX1B	1.18533333333333
RPUSD4	-0.578833333333333
C7orf34	0.2168
DLGAP2	0.316375
PFN1	0.1435
