Hybridization REF	TCGA-BH-A0W4-01A-11R-A109-07
MED19	0.55375
LRRC57	0.0718333333333333
RNF11	0.9505
ANKRD32	-2.429
P117	0.2395
OBFC2A	-0.716333333333333
POLD3	-0.336666666666667
RAB18	1.441625
TPH2	-0.0403333333333333
PHB	-0.195
JDP2	1.61616666666667
MORF4L1	-0.0583
POU2F1	-0.15175
CNNM2	-0.593833333333333
LOXHD1	0.158
ZC3H15	-0.4555
ELK3	0.656166666666667
FAM111B	-0.793
CBLC	3.487
SBNO1	-0.14675
ANKMY2	-0.47975
PLEKHA5	-0.3
DHX58	1.28483333333333
ARCN1	-0.2125
TREML1	0.1797
KNCN	0.078
SEC24A	-0.76425
PSCA	-1.286
MGC24125	0.368
DNA2L	-1.77475
CIB4	-0.00562499999999999
HIGD2A	0.175
TBX6	-0.295666666666667
TTLL5	-0.2125
SGK3	0.785666666666667
GCN1L1	-0.427
AMOT	0.2686
LDOC1	0.754166666666667
NRK	-0.0871666666666667
ASB9	-2.52325
NAT1	4.472
TRAFD1	-0.179
PEAR1	0.454166666666667
FAM36A	0.228625
OR1S2	0.169666666666667
LOC388323	-2.1755
PGS1	-0.0528333333333333
LEPREL1	-2.9175
TFF1	-1.41733333333333
HAP1	0.16275
EPHB2	-0.46125
ACTG1	0.698333333333333
ZFP42	-1.06883333333333
HAVCR2	0.0994999999999999
NME1	-0.723
SNX26	0.0760833333333333
LACTB	0.781166666666667
ZKSCAN2	-0.585625
C5orf35	1.072
ANKS3	-0.2325
RBM28	-0.955
DKFZP586P0123	-0.4535
HNRNPA1	0.0416666666666667
BCAS3	-1.54066666666667
FLJ20184	0.904
POLA2	-1.55016666666667
TMC7	-0.190166666666667
HSD17B6	0.952
ZNF658B	0.680833333333333
TTTY10	0.0518333333333333
RANBP9	-1.02858333333333
CPNE7	-2.3535
EVL	2.07394117647059
LNX1	0.843
IFNA21	-0.193833333333333
CFD	2.3135
PYCARD	0.928666666666667
MYBPC2	-1.9845
ENPP3	-2.0485
ACSL4	-1.513
LOC440258	-1.0355
TMEM176B	3.15933333333333
SOX2	-4.936375
SCO1	-0.440166666666667
COMT	-0.0425
AOC2	0.1045
PDLIM5	1.81907142857143
SPHK2	0.4505
NXPH2	-0.0185
GPR108	0.397166666666667
RAD51L1	-0.262833333333333
TMEM54	0.66525
LETMD1	-0.733888888888889
SLC6A17	0.41
KRT75	0.084
STT3B	-0.688
CD3EAP	-0.569333333333333
TMEM63A	-0.00375
DUSP13	-2.999
CD1C	-0.122166666666667
LASS2	0.2265
AVP	1.403
PITPNM1	-1.78625
FLJ22795	-0.621
MCTP1	-2.10125
TRIM68	-0.9425
UCK2	-1.26716666666667
ABHD1	0.9335
FAM50A	-0.342
RNASEH1	-1.159
PCP2	1.55633333333333
OR52H1	0.188
C20orf149	0.6515
RBP5	0.006
HYAL3	-0.88925
CLPB	-0.8735
SMNDC1	-0.203
DONSON	-2.40616666666667
FLJ27523	-0.30675
BARHL2	0.0908333333333333
SLC30A9	0.587666666666667
TMPRSS11B	0.28925
E2F8	-2.27983333333333
CCDC25	0.21475
C14orf48	0.162333333333333
C20orf116	0.297625
TSPAN11	0.149
YIF1B	-0.6635
FAM12B	0.58975
OR1L6	0.265
HPN	1.4563
NBN	0.23475
C14orf94	-0.896166666666667
OCLM	-0.096
ZSCAN18	1.6299
L3MBTL	-0.863
TSTA3	0.647666666666667
RAC1	0.202875
C19orf15	0.829
NFE2	-4.007
KLK14	0.226
ARSF	-0.088
MAST2	-0.0721666666666667
AMICA1	1.82333333333333
GTF2A1	0.075
ATP1A3	-0.36925
TC2N	2.4258
PNKP	0.07
ODZ2	2.654
MATR3	0.22425
S100P	-3.099875
KRT82	-0.1965
CA13	-0.1304
PROZ	-1.67666666666667
AASDH	0.334125
C19orf40	-0.0215
DCK	-0.464076923076923
FAM5C	-1.837
SLC6A4	3.0145
MID1IP1	-0.58775
TESSP5	0.0695
TMOD4	-0.245333333333333
DOCK2	-1.6215
TUG1	0.384875
NUP214	-0.89175
DPYSL2	0.136090909090909
GOLM1	1.71183333333333
MPFL	0.22375
SOX13	0.71375
SDCCAG8	0.8623
KEL	-2.7415
NUP210L	-2.23425
GK	-0.53475
DNAJB1	0.263
ALPK3	-0.0975
CHID1	0.7797
CYLC2	0.481333333333333
IKZF5	0.481
C8orf51	0.7825
PPM1J	2.35775
GIMAP8	2.14566666666667
GPR101	-0.024
NR2F1	0.191
ACAD8	0.1655
RBM35A	0.96425
GNAI2	-0.164333333333333
METTL8	-0.2415
SLC39A7	-0.3735
FBXO8	0.627
CAMK1	-0.2215
RFC3	-1.13575
FAM129A	0.363142857142857
ILF2	-0.726
FGFBP3	-1.0515
NOM1	-1.19033333333333
PSMA3	-0.60875
ASCC3	0.2593
ZYG11A	-1.03275
SOX21	-1.696625
LYRM1	-0.38925
DEFB1	2.2795
LOC91431	-2.55966666666667
OR7C2	1.004
FAM46B	2.086125
TMEM18	0.026
ARHGAP30	-0.175166666666667
TMEM86A	2.95825
EPHA2	-1.6375
C10orf46	0.63945
TCHH	-1.23516666666667
C3orf30	0.0931666666666667
LOC285636	-0.402666666666667
PAIP2	-0.29925
CYP2U1	-0.23025
C12orf34	0.6325
SARS2	-0.236
ZCWPW1	0.6045
SAMD12	1.376
KIAA1430	0.398625
ACAT1	-0.12725
MEOX1	1.977
ADAMDEC1	4.084
PHKA2	-0.542
CARD11	-1.936
CALML4	-1.4265
TSSC1	-0.475
TMEM45A	-0.434888888888889
MPP7	1.892375
POU1F1	0.06575
SLC2A13	0.3654
FBN2	0.0623571428571429
ZC3H7A	-0.2817
LAIR2	-1.44775
ST3GAL1	0.826333333333333
LCT	-2.53825
GEMIN8	0.625666666666667
KLF16	0.4574
HIF3A	-0.4278
FAM44A	0.171357142857143
AQP10	-1.3985
PLA2G2A	-0.1015
FOLH1	1.45316666666667
C20orf186	-0.4685
MAPKAP1	-0.451625
SPRR2D	-1.41575
UBQLN4	-0.6265
RSHL1	0.139
PIAS3	0.22225
MRPL24	-0.48225
GREB1	0.0125
FAM27E3	-2.179
NUP62CL	-0.56275
NEUROG3	0.3065
REEP3	0.780333333333333
MARK1	-0.25025
LMBRD1	1.03025
PRPF19	-2.1205
PNMT	0.159666666666667
CTGLF1	-0.7675
SLC25A16	0.1115
EIF2B3	-1.25
RPA2	-0.47125
PAK6	1.48966666666667
CCDC26	-3.868375
SEMA3E	2.8095
MXD4	1.4378
TNFSF10	3.013
SMARCB1	0.0518333333333333
DTX3L	0.792833333333333
PLA2G4E	0.378
PPAP2A	1.16
ULK1	-0.0378333333333333
TAS1R3	0.0055
SLC2A3	-3.03918181818182
ARID3A	-2.339
GNG5	0.03375
ACOX1	-0.1306
KIF5B	-0.131
NUP153	-0.948
MUC7	-0.08
CSDE1	-0.332357142857143
CLPTM1	-0.13125
C3orf23	-0.19375
LRRC17	1.24716666666667
TTYH3	-0.793125
ATP5B	-1.1915
ELF3	1.5005
CPSF3L	-0.0305
ZNF665	0.437333333333333
TLR6	-0.1097
GPI	-1.29875
RAD9A	-0.491
NDST4	-3.64625
AGPAT3	0.47975
MAGI3	2.68883333333333
ADORA2A	1.13325
CACNG7	-0.0315
CAMK2D	-0.782857142857143
CCHCR1	-0.973
RPS27A	0.107
OR10G7	0.306666666666667
GCM2	-0.0495
FAM135B	0.2893
E2F1	-2.191
PLCB3	-0.0285
OR2AE1	0.168
COIL	-0.375
CDC25C	-1.86733333333333
RAB11FIP2	0.467
TSC2	-0.079
CTGLF5	-1.5225
CCDC108	0.3542
OR13C4	0.095
C10orf81	3.03525
PTPRB	1.92775
ACP2	0.0415
LAG3	-1.01425
MRPL54	0.652
LOC201175	0.8425
ITGB1BP3	-2.0985
SPTAN1	0.543666666666667
SIPA1L2	-0.43875
RCAN2	-0.2985
CDX2	-0.6325
ECOP	-0.6685
ACTR1A	0.381357142857143
PPARG	0.196
BBS10	0.593833333333333
TMEM44	-0.850125
BPIL2	0.16625
CITED1	1.6225
IRF6	3.735
PRDM4	0.472333333333333
RRP9	-0.6655
OR10H4	0.22525
IL31RA	-0.6995
GNB1L	-1.33716666666667
MYBL2	-2.610125
ZNF407	1.06233333333333
PPIG	-0.151666666666667
TTC18	3.149
RPSA	-0.161
MAPT	2.209
MRE11A	-0.232714285714286
C8orf37	-0.988166666666667
RASGEF1C	-0.644333333333333
STBD1	0.61625
CTAG2	0.3345
MGAT5B	-2.02566666666667
ECM1	0.59075
RLN1	2.3805
PARP14	0.434
EPB41L1	0.8858
HOXA3	-0.098
MAGEA9	-4.366
RPS8	0.0626666666666667
RPS19BP1	0.24425
FOXJ2	0.289
C10orf76	0.633625
IL17RE	0.0695
C10orf65	-0.90775
ZNF343	-0.4935
FBXO33	-0.632
UHMK1	0.5968
LY6G6C	0.316
FGF19	-2.18575
C14orf128	-0.003
IFIT2	0.919125
TIGD1	-0.454
S100G	0.5835
GUCY1B3	1.9225
NR3C1	-0.3115
CORO1B	-0.214666666666667
PARP11	0.788
DNALI1	4.83283333333333
OR4N4	0.0655
MAP2K6	-0.483
FSTL4	-0.36425
ANKRD47	1.226625
TMEM171	-2.1745
PNLIP	1.128
YY1	-0.124833333333333
CCDC138	-1.37283333333333
AASDHPPT	-0.5374
CKS1B	-1.3151
MCM3	-1.24233333333333
ANAPC7	-0.355833333333333
FAM110A	1.649
CDC37L1	1.35283333333333
THTPA	0.87675
NBPF20	-1.255
WDR24	-0.00075
NPTX2	-1.676
CBLB	0.8115
CETN1	0.372166666666667
RPUSD1	-0.0745
FAF1	-0.4645
CDK6	-2.6967
HMX2	0.071
CSK	-0.873333333333333
TEAD2	0.8165
SNAP25	-1.08325
TUFT1	0.7289
TMTC3	0.757666666666667
LCK	-3.40625
SGOL1	-1.51633333333333
AKTIP	0.76325
FURIN	0.185375
SOX12	-0.4845
DEFB103A	-0.3515
RAMP1	0.557
KIR3DX1	-0.0535
GAS2L3	-0.7545
PDE8A	-1.2141
EDN3	3.2625
GMIP	0.74925
SF3A2	0.75425
FN3KRP	0.17225
SMAD7	0.3465
RHBDD2	1.06975
OR11H6	0.4315
PPP1R3B	1.96
C9orf23	0.0815
CADPS	0.04625
GOLGA8A	-2.167875
TMEM57	0.553833333333333
RGL3	0.581
S100A14	2.295
FGFR2	1.6844375
XRCC3	-0.785
RTN4RL2	0.395
MGC3771	1.227
GH2	0.289333333333333
BTBD2	0.19825
LMO2	-0.1675
RDBP	-0.597375
ACRBP	-2.1785
AMY2A	2.7575
DUOXA1	0.9475
PTK7	0.755333333333333
TWF2	-0.0326666666666667
FAM80A	-1.37475
TNNI2	-2.17433333333333
GLT25D1	-0.653333333333333
OCC-1	-0.14175
CYC1	-0.901833333333333
RPL22	0.339090909090909
MORN3	2.02233333333333
DISP1	1.058
PRB2	-0.142
CHUK	-0.28925
HR	-0.388625
CCDC134	-0.288625
DENND4B	-1.12
C14orf130	-0.239375
RAB33A	-1.34
DCST2	-0.1775
TNMD	1.46375
PEX7	1.306
FAM62A	-0.034
SRD5A2L	-0.1575
IL22	-0.23875
RPS26	-0.669666666666667
HOXC5	-0.0155
SPATA6	1.2535
FLJ38482	-0.028
ZNF234	1.1565
C18orf22	0.757
SPATA22	0.84175
THOC1	-1.10375
CYP7B1	2.82575
KCNC3	2.042
C8orf42	-0.477
ALDH1B1	-0.357833333333333
CCDC100	-0.048
ARMC4	-0.03125
FAM18B2	0.27375
SLC44A1	1.659875
FBXO17	-1.4515
C6orf107	-0.5475
C19orf29	-0.35925
ZC3HAV1L	-0.0235
PARP6	0.0437
SULT2A1	-4.433125
C1orf159	-0.247
TMC1	-0.09025
CHST14	-0.086875
GAMT	-0.179
SMCP	-0.08
TSPAN33	-0.32375
MIDN	0.360375
NOX4	2.532
RNASEN	-0.6233
TBX1	-1.38
SALL2	0.615
C10orf35	1.81125
CYP2E1	-0.0525
LRFN2	0.837333333333333
ACO1	-0.167666666666667
IQCG	1.0693
MEGF9	2.6795
TM7SF4	1.437
PLEKHA1	0.568666666666667
STK33	-2.21775
C1orf210	2.44875
SNUPN	0.5457
KIAA0406	-1.1675
C20orf29	-0.00825
TMEM55B	-0.09725
OSTM1	-0.95825
CLCN7	0.084
OTP	-0.17725
FLJ23049	1.83875
HEATR4	1.308
MAP3K10	0.5235
PCDHGA9	0.583
AMDHD2	0.3765
LCTL	-1.5485
PDCD2L	-0.971
CABLES2	-0.83525
SLC5A9	-0.75975
CLCA2	0.0645
MGC16025	-1.1215
STRAP	-0.733333333333333
C20orf196	-0.358
RRBP1	0.137666666666667
NAT13	-0.71575
MAT2B	-0.02175
CSNK1D	-0.663
KIR3DL1	-0.01975
PRKAG3	-0.491
ZNF599	0.8895
PRM3	0.6855
PER2	1.00083333333333
ASPHD1	-2.012
PRMT6	-0.29775
KCNE1L	-0.537285714285714
FAM118A	-0.924333333333333
TAF4	-0.3415
NDUFB6	-0.215
TRIM9	-0.110083333333333
PMFBP1	-0.75675
KY	0.167
DKFZp762E1312	-2.85227272727273
CSMD1	-0.99825
TBP	-0.412833333333333
OR1Q1	0.4795
RETNLB	0.20875
HPGD	0.484857142857143
DNAJC12	2.31833333333333
FKBP1B	-1.0485
ANKRD24	0.044
CXXC5	0.788
IL3	0.020125
DRAM	0.7759
PTCH1	-1.459125
TP53BP1	0.409
SLC17A7	-0.199125
COL25A1	-0.9181
AMACR	0.309333333333333
RHCG	0.524
VPS13A	0.0693333333333333
FAM55D	0.1875
PRPF38B	-0.467
OSBPL6	0.4225
PFDN5	0.6165
CMTM6	0.92825
KCNK12	-1.649
RP2	0.28775
C16orf52	-1.5395
PICK1	0.408
IFNE1	-0.420833333333333
SEMA4B	0.89525
TYRO3	-1.63675
OR12D2	0.3785
CSNK1A1	0.7001
FANCF	1.3995
LONP2	-0.1425
TBL1Y	-0.59075
LDOC1L	0.332875
CCNC	0.31375
C3orf60	0.01875
CHKA	-1.37525
UBAP1	0.20575
MAP3K1	2.403
ANKRD9	-1.24975
FAM92A1	-1.0965
GAB2	-0.195875
AZU1	0.4585
DIS3	-0.428083333333333
C21orf109	-1.1005
IQCB1	-0.741
SPATS2	-0.336833333333333
EFCAB3	0.1165
PRB3	-0.057375
FUZ	0.299666666666667
ZNF813	-0.100375
BMPER	-0.127166666666667
HEG1	-0.406625
ALS2CR11	-1.1475
SURF2	-0.46475
PSMC1	-0.301416666666667
OR2D2	0.616
SLC7A8	2.4605
C4orf40	0.1235
SPATA7	0.9225
MAZ	-0.549666666666667
PIN4	0.23775
PDE1A	-0.52325
TAF6L	0.1225
OR2T34	0.2105
KIAA0284	0.78975
ACADS	0.826727272727273
MKRN2	-0.5635
C18orf56	-1.6675
MS4A6E	0.305333333333333
GALNT4	0.4903
C22orf31	0.478
FLJ36070	-0.173
PSME4	-0.329
TFG	0.1218
EPHX2	0.9785
ANXA5	-0.348125
KRTAP1-1	0.0374
BATF	1.9725
KARS	-1.89975
MSTP9	-1.302
GPR26	0.358
CCDC72	0.31775
TEF	0.484333333333333
FOXK1	-0.4809
PRLHR	0.0145
EMX1	1.8935
C11orf30	-0.117375
ICK	0.474875
THSD7B	0.02725
C21orf100	-0.3595
DUOX1	1.3615
EFCAB4B	-0.302
UBE2G2	-0.909833333333333
C3orf54	0.0355
PARP1	-1.4985
FAM60A	-1.06116666666667
C6orf146	-0.3065
OR9K2	0.313
DDX55	-1.20016666666667
RPS15	0.40725
ZNF618	1.006375
DKFZp686D0972	0.552
SSPO	-1.177
SHFM3P1	0.1935
CPA6	-0.7915
JAG2	0.418
DEFA3	-0.04975
PPBPL2	0.168
CD34	4.329
SLCO4A1	-3.536
AFG3L1	-1.50966666666667
SHD	-0.9835
RP13-122B23.3	-0.989833333333333
PRKCSH	-0.592666666666667
DPH5	-0.334833333333333
HLA-F	1.444125
TBC1D4	-0.05025
RIG	0.182166666666667
GLUD1	-0.541833333333333
HNRPCL1	0.380625
HBXIP	-0.20425
RNF207	-0.8115
APIP	-0.87825
PLA2G3	-1.218
CCDC84	-1.02
MYLIP	0.546769230769231
PHIP	0.041
AARS2	-0.291833333333333
DHX32	0.5455
SCAPER	0.381833333333333
MEN1	-0.070125
NIP7	-1.73375
FLJ25404	0.292
FASTKD3	-0.7135
TMEM158	-1.91158333333333
RARA	1.44175
BDH1	0.3875
ANKRD16	0.634
CARM1	0.2885
SS18	0.3105
IKZF2	0.5095
MYD88	0.188
PML	0.2194
TAF1A	-1.28725
CBFB	-1.323625
HIST1H3H	-1.79566666666667
C7orf29	-0.47375
COMMD4	-0.422166666666667
DPP3	-1.248
DAB2	0.349875
LOC388882	-0.365
YPEL4	-0.674
AGBL3	0.88175
LRP6	0.2602
SERPINH1	-0.180416666666667
TLE1	-1.04375
CD244	0.289833333333333
ZDHHC15	0.42775
MGLL	-0.1221
PLDN	-0.0820833333333333
LOC654346	1.3125
FAP	3.4965
GPR37	0.509333333333333
SCARA5	0.493833333333333
EBF4	2.14845454545455
LSM6	-0.42275
MLLT1	-0.156375
SLC5A12	-0.618
A2BP1	-0.4045
COPS5	-0.290666666666667
TPM4	0.255142857142857
TNFSF4	1.45133333333333
ACADSB	1.76305555555556
HERPUD1	-0.21375
BCL2L11	-0.679333333333333
CEP78	-1.05425
CDCA3	-1.729875
WBSCR19	0.0858
MYO1A	-2.768
PPEF1	2.00783333333333
LOC440348	-0.06175
CPEB2	1.939875
BPTF	-0.0775
RPL21	0.2305
GSX2	0.3625
ADPRH	0.528
C17orf68	-0.0696666666666667
KCNS1	-0.858666666666667
MLLT6	0.0963
PIWIL4	-0.4925
RNF26	-0.44925
RAP1B	0.37925
ADAMTS1	-1.5235
ZNF571	0.87575
P2RY6	-0.38425
TRIM21	0.26
CADM3	0.10725
NLRC5	-0.323666666666667
ADRA2B	-0.547333333333333
LOC90835	0.28525
PCF11	-0.201
LOC400451	1.92825
GLTSCR1	0.6499
C17orf88	-0.762666666666667
CDH16	-1.70125
FGF7	1.422625
PCSK4	0.5505
NPC1L1	-1.106
TAT	0.67725
TBCA	-0.569
MGC33407	0.041
GPR115	-0.765125
CYGB	0.575
FNBP4	-0.749833333333333
C12orf43	-0.25625
CBL	-0.2439
CLECL1	0.379
PPAPDC1A	2.82
WDR25	0.769333333333333
SGCA	0.2355
C22orf29	0.330833333333333
YIPF1	1.364
GALK2	-0.7895
RAB3B	-3.45916666666667
LOC440087	-0.25175
UCP1	1.068
REEP5	1.7495
FADD	-1.0573
FOXA1	3.82325
CACNA1A	0.141833333333333
ABI1	-0.087
GRIN2D	0.9995
SLC1A4	-0.429666666666667
LOC401127	-1.02575
HINT2	0.113
PLD4	0.0641666666666667
ZNF286A	-1.17825
ENY2	-0.76825
IL1F6	0.034
PXDNL	0.61325
C20orf79	-0.22875
TNFSF13B	1.78166666666667
DENND3	-0.437625
JARID1D	-3.72875
HIST1H2AK	-0.04225
LOC93349	-1.3176
SSH1	-0.7926
ENSA	-1.42925
LOC219854	0.644666666666667
CKAP2	-0.9232
DKFZP564J102	0.341833333333333
MGC87315	-0.248333333333333
HNRPAB	-2.22375
AMH	-1.4655
ZNF526	0.161
BRUNOL5	-0.5889
CACNG3	-0.0908333333333334
TRPM1	-2.2795
PPP2R1A	0.386
COL2A1	-0.52975
DDN	-0.693666666666667
FLJ25770	1.593
HK2	-0.545
ELOVL6	-1.775375
MDK	-0.205
EPHX1	0.48825
RASSF2	0.223375
DKFZP434B0335	-0.50925
DLX3	0.606125
PRTN3	-0.45275
AVPR1A	0.57825
C21orf125	-1.6295
TNFAIP8	-0.805333333333333
GNB2L1	0.15425
CALCRL	2.5565
SCGB2A2	6.728
UBXD7	0.15175
ZNF674	-0.152
TMEM35	0.385125
BRSK2	-1.517875
HECTD3	-0.135
TMEM188	-0.533083333333333
LGALS9	1.323875
SCARB2	0.87975
USP34	0.204166666666667
C17orf28	1.46533333333333
ZDHHC23	-0.30175
AQP12B	0.0495
SLC16A3	-2.171125
APLP2	0.601125
ITIH2	-5.684
MICAL3	-0.777125
TNNI3K	0.4645
HDAC2	0.00237499999999998
PRR7	-0.8069
THBS2	0.704375
LOC751071	-0.2245
CA2	0.535333333333333
RANBP17	0.81
RLN3	0.05625
CRYZ	0.505
GBAS	0.226666666666667
TAS1R1	-0.3395
MPZL3	0.487
PCDH8	-1.38225
HSP90B1	-0.284166666666667
KCNK15	1.5465
TNIP2	-0.186666666666667
GPR146	-0.03575
NOL6	-0.590625
SPC25	-3.16011111111111
STEAP2	2.28
VAMP3	0.154
TCIRG1	-0.05125
ZP4	0.232333333333333
PARL	-0.124125
TRIM39	0.224
KIAA1305	0.705
CRNN	0.0663333333333333
GRN	0.39175
HSH2D	-1.63825
SCAMP1	0.773
KIAA1913	1.253
PTS	-0.04725
BANP	0.00457142857142857
PRKACG	0.10225
ADCY6	0.781666666666667
C16orf46	0.096
CYP51A1	-0.0715
DDC	-5.49725
ANPEP	-0.911666666666667
PROM1	-0.578166666666667
SIGLEC10	1.34075
COPG	0.2535
FAM26E	1.404625
TRIP4	0.74375
SNX3	0.149833333333333
C1orf175	0.461333333333333
PPY2	0.1655
C14orf152	0.45625
FTSJ1	-0.778333333333333
DST	0.791
LOC554235	0.134
GLRX5	0.30175
C20orf12	1.3483
CAB39	0.271
MSH2	-1.2355
PIP4K2C	0.76725
CYLD	0.419875
WTAP	0.456625
MGAT4A	1.86033333333333
TSC22D4	-0.3243
CHRM2	-1.5915
PPYR1	-0.0425
CCNH	0.0478333333333333
RRM1	-0.8565
ECAT8	-3.07125
LOC400120	0.18025
GABRA4	-0.079625
C14orf4	1.5205
C1orf59	-0.98075
CTDSPL	0.669416666666667
NHEDC2	-1.2925
PDE11A	-0.1114375
KLHL29	-0.42975
CD5	-1.7793
TSPAN9	1.90325
WDR67	-1.628
THUMPD1	0.3711
C18orf17	0.536
CLYBL	0.2725
FLJ13231	-0.100375
CMBL	0.8625
LECT2	0.0205
NKAPL	1.90666666666667
LOC654780	0.2075
OR4C6	-0.00649999999999998
RAB30	-0.0201666666666667
TSSK4	-0.523
TMEM163	0.4495
OSBPL11	0.0389166666666667
GNB5	-0.3415
CCL21	1.33975
C1orf121	-0.378166666666667
FMO2	2.938
RPTN	0.257
MSTN	0.448
VCL	0.0815714285714285
FYTTD1	0.029
C11orf1	0.53375
CCDC88C	0.9503125
HFE	-0.778111111111111
MOGAT1	0.283
FAM125B	0.748833333333333
IRGQ	0.203
RAVER2	0.18325
AKAP5	-0.4305
SSSCA1	-0.2705
C11orf63	1.032875
ACTG2	2.7306
PORCN	-0.732
DTL	-2.32663636363636
TMEM151	0.34225
FAM122C	-0.4365
RSAD2	1.6251
BAT4	-0.671
KRTDAP	-0.243166666666667
MYH8	0.304125
CRTC3	0.637
LRRFIP2	-0.224
INTS4	-0.205833333333333
TTN	-1.39516666666667
SLC26A5	0.452
PLLP	-1.354
RGS6	-0.4005
SRGAP3	0.952125
ZNF525	0.184666666666667
NBR2	0.337
C13orf1	-0.0545
ZNF137	-0.0145
CEP27	-1.662
BEST2	-0.062
RNF121	-0.01325
DMRTC2	0.04825
C8orf76	-0.459
BCCIP	-0.242625
MEST	-0.51375
HTRA2	-0.266
ANGPTL2	1.06075
ILKAP	-0.359333333333333
ERAS	0.107
HBS1L	-0.12525
CPA5	0.031
TMEM30A	0.479
CD300LF	1.3825
WISP3	2.0365
CRK	0.0246428571428571
PDS5A	-0.3037
BRPF3	0.609666666666667
NEDD9	1.085125
SMPDL3B	1.66475
PSG6	-0.985
PSMD13	0.20225
ETV5	-1.8395625
OR51A4	0.38
BTBD7	1.03741666666667
GSTO1	-0.98375
hCG_16001	0.445
MAD2L1BP	-0.3225
COX6A2	1.2495
SCNN1A	2.03883333333333
LSM1	0.265833333333333
UGT2B11	-3.893
IDUA	0.804
PPP2R3C	-0.545333333333333
COX11	-0.953333333333333
PDZK1	0.74225
ZNF443	0.670833333333333
MGC21874	1.423
ZNF323	1.6103
KRTAP10-10	-0.0055
CXCL6	-0.2845
SLC34A2	0.408
LOC284402	0.263
NPTN	0.85875
UPP1	-2.12883333333333
SLC6A9	-0.3795
OR7G3	-0.0085
CISD1	-1.007
ZNF545	-0.205333333333333
SYT14	-0.776
NT5C3L	-0.345333333333333
ZNHIT3	0.111833333333333
SNRPD3	-0.2445
KIAA0701	0.151375
UNC93B1	0.0605
GMNN	-1.35825
SPCS2	0.367333333333333
LOC388524	-0.086
NAPRT1	-2.17775
PNLIPRP1	0.231
OR6V1	0.38
PRKAB1	-0.1145
EYA4	-2.64583333333333
KIF20A	-2.019
ALG10	-0.187
ITPKC	0.983666666666667
LMX1B	2.33766666666667
RPUSD4	-0.412166666666667
C7orf34	0.0726666666666667
DLGAP2	0.29975
PFN1	-1.0715
MICALL2	-0.224333333333333
ZNF654	-0.523
SS18L1	-0.683
SLC16A8	0.6935
MKI67IP	-0.1185
ITGB3	-0.332
TCEA3	1.89158333333333
CEP152	-2.2054375
CLIP1	0.486875
ZNF75	0.3719375
ATP5C1	-0.446666666666667
NUDT5	-0.7775
PSCDBP	0.273
UBP1	0.22025
RBM27	-0.054
C13orf15	2.245375
ZNF282	-0.212333333333333
ZNF222	0.1293
COL10A1	6.108
PRDM15	-0.86175
TTTY5	0.161
FAM9C	-0.322583333333333
C20orf67	0.19925
GNG13	-0.8765
F12	-0.66
C1orf41	-0.5555
CPXCR1	-0.597
GSK3A	0.23525
SUPT6H	0.128
PI16	0.1635
ELL2	-1.23466666666667
C9orf167	-1.64816666666667
PVRL3	-0.984
FLJ38596	0.512
ADAM20	0.4165
GPR89A	-0.3475
GPR87	0.4965
ZNF30	0.33375
SMR3B	0.039
ZNF770	0.41175
TRPC4AP	-0.669333333333333
DKFZP686E2158	0.378
C2orf28	-0.0695
FREM1	-0.204833333333333
LAMA4	0.991833333333333
ADPRHL2	0.06625
EIF4G2	0.5425
GUCA1A	-0.4345
CTNNA2	-1.594
NUDT15	-0.589666666666667
CEPT1	-0.284166666666667
ZNFX1	0.0971
CCDC92	1.127
TDRD1	-1.566
KCNK5	-2.5935
ETNK1	0.205416666666667
LTA	0.4995
TTPA	0.589166666666667
B3GALNT2	-0.363875
SC65	-0.127
PEX5L	-1.44825
EPS15L1	0.3455
MGEA5	0.1725
HIST1H3A	0.794
ING1	0.69525
BCAT1	-3.1185
ORC6L	-3.83481818181818
KLK11	-4.22883333333333
C19orf28	-0.97725
DNER	-4.580875
MED22	-0.570928571428571
ETV6	1.41666666666667
CHAC2	-2.0075
CD300E	0.242
CEBPB	0.0869166666666667
ZNF398	0.05875
LRCH3	-0.243
HMGA1	-2.08916666666667
CAPN7	-0.0523333333333333
MGC5566	-3.295
CCL3	1.696375
NANOS1	-0.481125
ZFYVE19	-0.091
APITD1	-0.282333333333333
PARD3	0.7455
IRAK4	-0.281166666666667
SERPINI2	0.0405
CEP170L	-0.8915
TTC9	2.23475
MYOM3	-1.17025
MLPH	1.466625
LOC222699	0.256
NRG1	-0.752166666666667
TBC1D9	3.87563636363636
TTK	-2.298
ZNF557	-0.1727
DDX41	-0.319166666666667
FANK1	2.4925
UBE2D2	-0.065875
PSMB10	-0.07875
MYH7B	0.449
GABARAPL2	-0.496875
MARVELD2	1.6675
DGCR2	1.015
UNC45A	-0.0991666666666667
C6orf72	0.724
ZNF683	2.54275
GIT2	-0.19825
CASK	0.409833333333333
C14orf161	2.29433333333333
LRRC44	1.36775
TIFA	0.36625
UTP11L	-0.583875
C6orf65	-0.421
FDPS	-0.82625
DUSP9	-2.2791
SLC17A8	1.41516666666667
OR51G1	0.126166666666667
NANS	-0.64175
OLFML1	1.76875
ATP10B	-1.0925
NPAS3	-0.40525
PRKCA	-2.5426
GGA2	-0.5895
LCE4A	0.177
SPANXN3	-0.04275
CCDC115	0.993375
SDCCAG3	-1.008
GLIPR1L1	-0.04075
TTC1	-0.46925
