Hybridization REF	TCGA-D8-A13Y-01A-11R-A115-07
DPY19L2P3	0.7775
IL11RA	0.685666666666667
GDF3	-4.178
RPS6KB1	-0.33825
DNAJC19	0.281
TOP1	0.107
CRCT1	-0.5905
MPST	-0.7255
DPM2	-0.10325
FAM38B	-2.79416666666667
SLC18A1	3.43516666666667
FARP1	-1.03766666666667
PAX7	-0.1945
TUBD1	-0.613
GNL3	0.134125
BTG2	0.301866666666667
NDUFS6	0.9205
C1orf79	-0.5195
ERAL1	-0.35225
ECHS1	-0.02475
VPS4A	-0.549833333333333
CYP11A1	-1.468875
ABCC6	0.840857142857143
PBX4	-0.4565
MOSC1	1.705125
NCF4	-1.74325
HYMAI	1.057
NAGPA	-0.9105
OTOP2	0.154
ACOT12	0.222
MTHFD2L	-0.888375
LOC441376	3.19
C19orf34	0.005
RAB1B	-0.7665
ALDOAP2	-1.115
NTRK1	3.184
ARTS-1	-0.7262
SLC6A11	0.0675
NAP1L2	1.96125
CNGB1	-0.0991666666666667
EPB41L4B	2.09825
FAM134B	2.610375
HS3ST3A1	-1.86983333333333
CPXM2	3.97075
SIRPB2	0.752
CHORDC1	-0.389666666666667
TRIB3	-0.584333333333333
SLC2A5	0.873
C2orf49	-0.634333333333333
DDX5	0.34275
OR5L1	0.798
ANAPC4	-0.506666666666667
ZSWIM1	1.266
LOC93622	-0.753
KCNK3	2.4657
RP11-35N6.1	2.409875
ZFP161	0.460166666666667
AQP9	2.87625
SLC15A2	1.96683333333333
MREG	0.550833333333333
OR9I1	0.0585
PDLIM2	-0.68
ADAM7	0.0645
GSTCD	0.487
WDR21A	-1.299375
SLC12A8	0.835333333333333
TMEM174	0.27325
IGSF3	0.2765
LRRN1	-2.01725
LOC402117	1.29775
SRPK1	-1.86266666666667
LY6K	1.3225625
NFIA	3.894
PTCD3	-0.35975
LEP	0.1885
PCDH21	0.5992
MAPKAPK2	0.0892142857142857
NMNAT1	-0.676333333333333
LHFPL2	-0.088375
C9orf43	1.79225
DIP2A	-0.480333333333333
ACTR8	0.046375
CCDC34	0.913
PTPN22	-2.13875
ITGA3	0.34625
FAM129C	-0.16625
RABGGTA	-0.0473333333333333
UNC45B	0.70275
KIAA1033	-1.070625
ZNF510	0.748333333333333
CYP2D6	-0.521666666666667
SLC26A10	-0.481
STX8	-1.03225
LUZP1	-0.922875
WDR89	-0.563
EIF4G3	-0.4653
C5AR1	0.99775
ZNF623	0.378
A2M	0.304
TGM7	-0.0895
GRPEL1	-1.47583333333333
LMNB2	-1.2813
ROCK2	0.170333333333333
SNX16	1.04725
CCDC66	0.48575
ANXA3	-1.7665
KIAA1609	-1.611
EED	-0.5715
RNF32	0.778
HES1	1.2206
CLC	-0.7755
ISL1	3.5985
KIAA0528	0.467125
MANEA	0.22425
C1orf61	-0.297
hCG_2001000	-0.65725
RAPGEF6	0.3517
KIAA0020	-1.17883333333333
NEIL1	1.442
C16orf45	1.381125
RBM10	-0.246166666666667
C10orf125	-0.55275
MRS2L	1.1855
DNAH17	-1.304375
C19orf10	-1.187
C1orf160	-0.15625
SLFN12	-1.39125
EXOC3	0.186833333333333
HIST3H3	0.54025
NCOR2	0.102333333333333
TNFRSF9	-1.64025
MFSD8	-0.4165
ALX1	-4.59
NOL1	-1.17475
PODN	1.908
TIAL1	-1.06125
HIST1H1E	1.0045
NPY6R	0.3755
TM4SF4	-0.50925
CORO2A	1.18825
ETNK2	0.528666666666667
APOE	0.0375
ANGPT4	-0.343
HDGF2	-1.46675
G30	0.374
ST8SIA4	-1.2545
F2RL1	-0.908375
FAM19A4	-1.58325
CCAR1	-0.25175
B3GNT7	0.06475
OPHN1	0.0212
DSCR6	5.2435
C21orf13	1.826
GAS2L1	0.404166666666667
RFX3	1.4765
COPS4	0.264625
BCHE	-4.6755
BCL2	2.704
HBZ	-3.4105
ARL13B	0.6105
MAPBPIP	0.337125
MYO15B	-0.19375
SPZ1	0.987
KIAA1324	3.68622222222222
PLCL2	2.2865
C4orf29	0.0655
WDFY2	-1.608875
ZNF284	-0.2385
NAALADL1	0.06
DUSP5	1.41066666666667
PXDN	-1.51675
SLMO1	1.9295
TNXB	-0.4303
BIRC7	-1.08125
A4GALT	-0.280333333333333
TIMM22	-0.32025
FAM110C	2.607
TOMM34	0.35025
ABHD9	0.054
ADAM32	0.2045
CRHBP	1.19575
AQP2	0.185375
LOC130355	-0.012
ZNF187	0.913666666666667
ZNF816A	0.4195
F7	-0.308
CNOT1	-0.3418
SLC13A4	-1.34275
ZBTB11	0.56
B3GALT5	0.62375
EXOC2	-0.132333333333333
IRS1	0.4487
TMEM1	-0.130333333333333
MRPL34	-0.5565
SAMM50	-0.61225
CDC42EP3	2.575125
HSF2	0.1486
MFN2	-0.62125
TSPAN7	-0.513166666666667
NUCB1	-0.429666666666667
RHOH	-3.96525
ARL16	-0.783
TACR1	-0.0986666666666667
SFRS5	-0.969
SNX25	-0.440625
RHBDF1	-1.06966666666667
PCDH18	2.73533333333333
HMG1L1	-0.261
MYO5C	0.395375
MAPK10	0.408
LDHAL6A	0.508166666666667
NUDT12	1.178
NCAM1	-0.234625
GLIS2	-0.1145
GGTL4	-1.10875
DAPP1	-3.533
ATF7	1.08342857142857
KIAA0748	-1.87625
NFIL3	0.05325
TM6SF1	0.9628
SEZ6	2.63925
NANOS3	1.247
DNAJA3	0.467
CLDN6	-2.157
CIITA	2.1172
EPHA4	2.8065
FANCC	1.22275
CMTM3	-1.298125
PSG3	-0.194833333333333
MRPL15	0.794
C21orf59	0.815
PLCXD2	0.12225
C2orf34	-0.240375
UBE2L6	0.590875
MED14	0.509166666666667
HP1BP3	-0.149
C6orf208	2.3365
TPBG	-0.22225
OSR2	1.506625
XPC	-0.00783333333333332
KLHL7	-0.6255
CCR3	0.0418333333333334
AGTPBP1	0.772166666666667
PCSK6	-1.56893333333333
STAT5A	-2.6719
FAM18B	-0.927
LONRF2	-0.238666666666667
PTPN2	0.8105
SF3A3	-0.018
EFCBP2	0.54125
HCFC1	-0.627666666666667
AHNAK	-1.59195
ACTR5	-0.2355
KIF14	-0.125285714285714
TENC1	1.17125
HEATR5B	0.976
YIPF2	-0.333833333333333
MYEOV2	0.1245
DUSP18	0.64975
KIAA1012	0.99325
AHR	-0.265333333333333
C17orf53	-1.41433333333333
PTPRH	0.0465
ATP6V1C1	0.1228
TAS2R3	-0.383
LOC440356	2.76575
COQ10B	-0.8415
PSMF1	1.60075
SORBS2	0.491833333333333
NFE2L2	0.12625
TMCO7	-0.7235
SH3PXD2A	0.1606
SH2D2A	2.228
SPINK5	-0.404
MRPS24	-0.2325
OPA3	-0.6275
TRAF7	-0.405833333333333
C4orf35	0.0688333333333333
MT1G	-0.606125
MGC39545	0.97175
HS1BP3	0.1386
OR2B2	0.322
CHRM4	0.356
SFRP2	1.55866666666667
RIC3	-1.2965
ART1	-0.3505
C6orf1	0.02625
DUS4L	-0.67125
C10orf104	-0.0965
TNFAIP6	2.103
RTEL1	-0.0935
CCT4	0.1833
ZNF709	0.6125
CHMP6	-0.8535
UPP2	-0.688
CYP19A1	-3.324125
CD151	-1.2165
NDUFA13	-0.376666666666667
ARFRP1	-0.6815
FAM26B	2.059
CRYBA1	-1.2225
MRPL41	0.467833333333333
NPFFR2	-1.684125
HRH2	-0.019
SCAMP3	-0.670166666666667
MTMR6	0.2942
MTG1	-1.6725
UBTD1	-0.256
CRABP1	0.5495
FLJ33790	0.908
KIAA1908	-0.7565
GPR158	4.11075
PACSIN3	-0.672166666666667
OMD	1.30666666666667
CATSPER1	-1.44816666666667
HOXB8	-1.3995
FBXO46	0.364
OAS1	0.326166666666667
SVIL	0.63025
PHB2	-0.27775
ADCY3	1.2845
NDRG2	0.435666666666667
ERMAP	-0.0804
APBA2	0.2375
IGSF9	2.11875
WNT6	1.27692857142857
MYCBPAP	3.205
ATP2B2	0.5783
CPVL	-1.4554
TRAM2	-0.898416666666667
NOP5/NOP58	-0.2815
ZNRF4	-0.09175
TLK1	-0.52775
MTMR12	0.0924285714285715
ZNF384	-0.436666666666667
FAM9B	-2.9605
RPN1	0.362
PMVK	0.4465
EIF3D	-0.5336
SIX2	2.92525
HPS1	-0.235
RNF7	0.16275
PSKH2	-0.37
KCTD13	-0.470333333333333
CSMD3	-0.8848
FBF1	-0.2635
IL8	-1.79025
SERPINB13	-0.925666666666667
FBXL20	0.18325
BLR1	0.27325
SH2B1	-0.777333333333333
RFNG	-1.086875
RAB20	-1.566
RBM7	-0.51225
POLR1A	-0.873166666666667
TMPRSS4	-2.818
TAF9	-0.825875
TERF2	-0.319666666666667
TNFRSF1A	-0.420083333333333
ACADVL	-1.28633333333333
GTF2H5	0.2
EDG8	1.53316666666667
C9orf140	0.45275
UST6	0.177666666666667
ZBTB8OS	0.396
ZNF710	0.783
GPR174	-1.6425
ATP6V0A2	-0.08525
KIAA0319L	-0.0645833333333333
XKRX	3.002
DOPEY2	2.3575
SDHD	-0.870166666666667
SUMF1	1.0505
OSM	1.6855
OPN3	-2.594
DAGLB	-0.686
PPFIBP1	-1.0637
TRIM63	-4.5945
C10orf53	-0.244
LYPD3	-0.719833333333333
BCL7A	-0.08925
AGER	-1.54066666666667
TCF19	2.19525
SAT2	0.13075
PFTK1	1.45933333333333
GABRE	-3.792125
C15orf38	2.7971
FIS1	-0.4105
KCNV2	0.1385
CLPS	0.42925
PPCDC	-0.263625
FOXN2	1.27216666666667
NT5E	-3.1527
CD83	0.2375
IL18	-1.0305
VPS16	-0.44075
IGFBP2	-0.646333333333333
NOTCH2	0.23525
SIGLEC1	2.07725
CD93	3.3705
SULF2	-1.12175
CEP164	-0.557875
P53AIP1	0.3175
TOR2A	0.57
ZNF136	0.01
MGP	1.5199
CCDC144A	-0.562833333333333
TRPC1	-0.596166666666667
SMS	-0.0323333333333333
MAPK7	-0.373166666666667
RRAGC	0.794
PARD6A	1.46266666666667
NUB1	-0.356166666666667
SYNGR4	2.93025
OR11H12	0.454
WIF1	-0.177875
GCH1	0.547
OR11H4	0.2015
SLC44A5	0.14
GPRIN2	1.63216666666667
LOC401431	3.3645
CPA4	-3.3766
MELK	-0.572222222222222
IL15RA	-0.447
CUL3	1.099
HMBOX1	-3.907
PODXL	-0.40175
CCT6B	-0.0531666666666667
COMTD1	-0.199
MUC20	-1.27
GPX2	-2.741625
ITK	-2.80157142857143
FBXL5	1.1315
C13orf27	0.3335
DEFA5	0.5355
TRHDE	-0.4345
MTP18	-1.14766666666667
UQCRQ	0.649
ITGB2	0.15725
CSRP2BP	0.79675
TAS2R44	1.018
PHPT1	0.32125
FAM44C	-0.09075
ERH	-0.067
MPHOSPH1	-0.7785
MORC1	-0.917
PARVB	-1.697
LAMA1	-2.33733333333333
PGBD3	1.36675
GIMAP6	2.77125
AREG	-2.32366666666667
LIPT1	-0.884
MGC99813	1.7495
C1orf201	-0.2305
GRIN2A	0.0893
MAN2C1	-1.922875
NSUN5	-0.5685
SF3B5	0.10575
MYC	-1.95206666666667
NRXN1	4.41075
ZNF18	0.18525
SPDYA	2.014625
SLC37A1	0.974
DECR2	-0.10275
ANKRD38	-0.814625
SPTLC3	0.07725
SUPT16H	0.306
DTWD2	0.342
ULBP1	0.202
ZADH1	-0.0268333333333333
OIP5	-0.233
IL10RB	0.3695
OTUB2	0.6295
VWA3A	-0.0356
SPIC	0.518833333333333
OR6C4	0.033
PSCD4	0.4405
DPY19L2P2	-0.2855
TRAPPC6A	-0.206666666666667
C21orf2	-0.276333333333333
CEMP1	0.28325
LIN7B	1.202
E2F7	0.312166666666667
VCP	-1.1615625
LAMA3	0.814083333333333
BGN	0.53175
GPR160	0.0516666666666667
COCH	-0.0533333333333333
GPR81	0.868666666666667
APOBEC3F	-2.37175
tcag7.1017	-0.3855
C1orf32	0.2415
SCGB1D2	5.62425
FLJ43987	0.61
C6orf170	0.47275
KLK9	0.1335
GPD1L	1.43125
VPS37B	-0.864
ATG3	0.820666666666667
ADAMTS17	-0.803
KLHDC2	0.9375
NDUFV2	-1.50475
BLK	-3.9435
MATN4	1.903
GPM6A	5.13175
GBP4	0.306666666666667
TMEM162	0.770666666666667
PKP2	0.721
HRASLS	3.17744444444444
MMP1	-4.17125
SFXN3	-0.1685
FSD1	-0.163
ST6GALNAC3	-1.65416666666667
CA12	0.9733
NCOA6	0.429
C19orf58	-1.1019
PPP4R1	-0.568333333333333
MAN1A2	0.7225
IKBKAP	0.2075
UPF1	-0.474666666666667
KIAA1219	0.74275
WNT16	6.86666666666667
SNW1	-0.250125
IL18RAP	0.1965
RPP30	-0.55975
CDC40	-0.320571428571429
SETD3	0.3665
SLAMF6	-1.04966666666667
ELK4	0.3255
TRIM47	-0.2525
ACOX3	-0.404625
TRIM6	-1.126125
KIAA0372	0.401166666666667
TP53AP1	1.17375
SMURF2	-0.56125
ADAD1	0.5515
EBP	-0.2842
KRTAP13-2	0.133
FLJ36874	0.218833333333333
TOR1A	-0.220833333333333
P2RY4	0.011
GPBP1	0.7685
TRPV1	-0.0595
ADAMTS12	0.474166666666667
PES1	-1.3817
ATG4A	1.535
MAGEA10	-4.75525
WFS1	-0.37725
CC2D1B	-0.425333333333333
PABPN1	0.621375
SLC25A30	-0.647
SLCO1C1	-0.6936
SLC22A5	1.213
KIF23	0.0455
SYN2	-0.17
ASPN	7.45283333333333
CENTG2	1.212
QSOX2	-0.2129
FLJ10815	-0.00849999999999998
STK24	-0.8688125
SPEG	1.1402
STK10	-0.146
DACT2	2.651
AAAS	0.7695
SSX3	-1.67042857142857
ABCD3	0.6324
C4orf12	1.3865
PARVG	-0.375833333333333
FIG4	-0.484
C9orf46	-0.8355
TMCO6	-0.3275
IGHMBP2	-0.795
DUS2L	-1.31333333333333
FAM3C	-0.0685
TMEM16D	3.50375
DCTN4	0.8295
KCNH3	3.57025
EIF2AK2	1.52875
AP1S3	0.5965
CST4	0.8745
PAM	1.49975
NUTF2	-1.646
CITED2	0.00259999999999999
SLC39A4	0.358
C2orf52	0.1065
GRM3	0.13425
C12orf49	0.14675
CCDC49	-0.5873
GRAMD1B	-1.88833333333333
FNDC4	-1.16725
SIAH2	-0.060625
GDPD4	2.51625
C21orf87	1.146
ATP5A1	-0.201
C16orf63	0.594125
LOC388135	1.78383333333333
ATP5J2	0.00625
MMP3	-5.79425
EMID2	0.005
CRHR1	0.32475
WDR70	0.08525
C13orf31	1.33825
ZFAND1	-0.4895
CCL18	4.256
C3orf49	0.564
RINT1	0.0335
KIAA0408	2.941
F13A1	3.6354
SLC10A1	-0.1745
OGN	-1.81025
GIPC2	-3.35233333333333
XPO6	-0.170166666666667
LCE1A	-0.2185
FMR1	1.4313
LOC374920	-0.68525
DUSP3	-0.361875
ANKMY1	-1.27725
C7orf50	-0.6675
BBS9	-0.3684
UNC119B	0.198375
C9orf72	0.685
MGC35440	1.2925
ENTPD6	-0.315125
PPP1R2P9	-0.09525
ERCC4	0.723
FAHD2B	-0.67
HMHA1	-1.596
HACL1	0.258
RAD23A	-0.1305
FAM83B	-0.412
PPP5C	-0.378166666666667
RNASEH2C	1.092875
C9orf153	-0.87425
SCAMP4	-0.19575
GHITM	-0.1563
NDUFB7	-0.31425
ADCYAP1	5.74616666666667
SP110	0.381333333333333
MAP3K7IP2	0.967
DHH	0.075
AGRN	-1.03642857142857
WDR33	-0.534833333333333
CEP290	0.103666666666667
PRPS1L1	-1.68116666666667
KLRA1	-1.3725
GPR97	-0.1875
CHD7	1.65375
TLR10	0.24125
SLC30A8	-1.606
HIC1	0.198
IAPP	-1.405
RXFP4	0.3405
GP1BB	-1.40475
SHQ1	-0.3385
NKX2-3	0.1015
API5	0.43125
FTHP1	0.446
MOV10L1	0.3976
TRIM6-TRIM34	0.362
ADHFE1	1.18825
FAM117A	-0.43325
DDI1	0.235333333333333
CDON	-0.598
TRIM73	-0.306
IGKC	0.324
MMP14	-1.41083333333333
DYNC1LI1	0.607125
C11orf66	0.5075
TRBV3-1	-1.10925
FASTKD5	0.0565
BIVM	0.04325
LHX4	-0.85275
CXCL2	-2.1885
RAB2B	0.22
IZUMO1	0.47275
MAP3K15	-1.85475
FAM19A2	0.05
ZC3H8	-0.3
ZMAT1	2.24025
SPINK5L3	-3.54725
SLC10A6	1.126
APPL2	-0.866125
CARD10	0.0681666666666667
LOC402176	-1.10275
EEF1D	-0.5163
RAB6A	0.5843
C12orf5	-0.10525
PAPOLG	0.1095
MSRB2	0.00475
BCR	-0.539166666666667
PUS3	-0.649
TIAM2	-0.80925
ZNF317	-0.295
CHD2	0.154785714285714
FZD5	-0.345772727272727
NUDT8	-0.3495
ZNF763	0.888
PRC1	1.90855555555556
ABCB9	0.527
SPATA3	-0.06725
TRAK2	0.368625
STAB1	1.988875
LRRTM2	-0.679333333333333
psiTPTE22	-1.45475
DBI	0.46575
SERPINA11	-3.06425
NAT5	0.49825
C20orf58	-2.391
RPS6KA4	-0.476833333333333
FLJ90650	-0.9115
TGFBRAP1	-0.90925
CHRDL2	3.082125
FAHD2A	-0.945166666666667
CNTN1	3.16625
BBS4	-0.2527
TMEM181	1.227
MINPP1	0.23575
MPHOSPH6	-1.65041666666667
HOXC10	2.3436
ITPKB	-0.89
CLPTM1L	-0.088125
MEOX2	-0.578
ATP6V0C	0.829375
PRPF8	-0.6635
TMC5	0.956
FKBP3	0.13575
PLEKHB2	-1.39225
OR4D6	-0.044
ZNF544	-0.1351
D2HGDH	-0.4885
RPL18A	-1.5228
HEL308	-0.2675
MPP6	-1.7215
TCERG1	-0.403
KRT16	-2.53366666666667
KLF17	-1.917
KLF5	0.216875
CDR1	1.170625
VCX3A	-3.566
FBLN2	0.663625
C14orf104	0.0845
HBE1	-4.949
OR4S2	-0.895
C1orf108	-0.390333333333333
ROBO4	2.69666666666667
CPEB4	0.424125
C11orf80	0.0828333333333333
BCKDHA	0.0271666666666667
MYOC	0.86225
GIF	1.5695
CKMT1A	2.3335
RPL3	-1.0476
THBS1	0.860125
APOO	0.861
ARMCX1	1.38825
HSZFP36	0.245
SNAPC5	-0.78675
EIF4ENIF1	-0.10325
ZNF433	0.7885
TNFRSF21	-0.945625
TMPRSS7	-0.189
SPATA18	-0.0972
HPDL	-2.791
MKL2	2.7171
TBX3	-1.84507692307692
C21orf93	0.0493333333333333
DAXX	-0.333
ELMO1	-0.6965
RGS13	0.3602
TAF11	-0.75975
UNC13A	2.144
LOC653314	-1.0754
ORC3L	-0.6545
IMAA	-0.8255
TARBP2	0.114
CABIN1	-0.68
TRIOBP	-0.283625
HIST1H2AC	1.3195
RGS22	-3.61616666666667
NCOA1	1.67283333333333
IL25	2.973
SNCG	-0.8215
GPR6	1.6755
AMDHD1	0.969833333333333
CHEK2	-0.900875
C6orf142	-0.1445
DRD4	-0.667
C14orf68	-0.957
GDF11	-0.11025
SEMG2	0.8515
CD247	-4.06125
CDAN1	0.13575
RBMX2	-0.0536666666666667
TGS1	0.60275
OIT3	-0.31775
SYF2	-0.9175
MCM4	0.86325
PKHD1L1	-0.54175
CEP192	0.6435
IFT88	-0.21275
RPL9	-1.11592857142857
RAB32	-0.158
DDX43	-2.18725
P2RX2	1.03883333333333
OR5D18	0.687
UBE1	-0.0813333333333333
SLC24A1	-0.100125
ARHGAP5	-0.17825
CETP	-0.4405
KIAA1731	0.113833333333333
SLC9A4	0.2465
PTPN6	0.3755
BAHD1	1.53875
GRIK3	0.1645
CACNB2	-0.248
PDE10A	-0.339
DGCR14	-0.75925
PCDHB9	0.511333333333333
RHOQ	0.582166666666667
MAP3K4	0.612
KTI12	1.28733333333333
RPL23AP13	-0.69175
GNG11	-2.1025
CLCN3	0.817166666666667
GPAM	-0.7405
VSTM2A	3.0795
SLAMF7	1.148
INTS2	-0.02225
PPP2CA	0.1899
LRP12	0.6154
SEC14L2	-0.778
DKFZP586H2123	1.2415
MC3R	-0.238
CIRH1A	-1.4385
HIST1H2AB	0.606
POLH	-0.278375
MGC16703	0.362833333333333
SNAPC2	-0.0235
FILIP1L	0.618
RASGRP4	-0.256
LRRC1	0.79775
GAS1	-0.12125
PRAC	-0.689666666666667
DGKA	-0.349333333333333
NT5C3	-0.899
PEG3	-0.06375
NADK	-1.9145
PRR17	-1.077
LOC374569	0.07075
SGSH	-1.4805
NLRP8	1.1905
GALT	-0.8901
MCF2	-2.0555
ZNF263	-0.117
TACSTD1	2.8465
TYR	-6.1586
ATP6AP2	0.77375
RNUXA	0.63625
ABHD10	0.383
GDPD2	-1.21375
SLC35C1	0.9275
UBE2A	-0.0055
HERC5	-1.532
FAM112B	-4.56916666666667
FBXL16	3.14625
DKFZP434A0131	0.1085
ELA3A	-2.0095
RBM41	-1.142125
HAO2	-0.204
RNH1	-1.1945
SHANK2	0.914
OSBP2	-0.911375
DAK	-0.959
C3orf58	2.00891666666667
TCL1B	-1.0985
KBTBD2	0.21675
SUGT1L1	1.296
UBE2E2	0.266333333333333
MYL9	1.629375
CDC23	0.161
PBXIP1	-0.274
CXorf40B	-0.0335
NBL1	1.46075
RTBDN	3.6335
RAB11FIP5	-0.45025
TTTY13	-0.3565
SCOTIN	-0.118
SOHLH1	-0.569833333333333
CDKN1A	1.652
NCK1	0.46325
ZNF550	2.00675
SAPS3	0.666166666666667
SPIN3	0.3955
MAGEE2	-0.14
MIS12	0.230166666666667
OR8H2	0.208
KIAA0774	-1.66733333333333
UNC5D	-1.003
CUL7	-1.62766666666667
LIPC	-3.39333333333333
DIO1	1.54675
C20orf11	0.188
CTRL	-0.46875
HS3ST2	5.53175
PAK4	-0.164833333333333
CCRL1	3.13875
RNF10	-0.28075
ZNF567	1.05075
ZNF660	0.822
TCEAL3	0.897
MAGOH	1.46916666666667
CENPB	-0.395666666666667
C19orf7	-0.408875
LOC388965	0.39225
ZCCHC13	1.7725
JMJD1A	0.187
HIST1H4H	0.6525
TBRG1	-1.1751
GPC3	-0.031375
TAF1C	-1.05075
EBNA1BP2	-0.207666666666667
CIAPIN1	-1.12225
PDGFRA	-1.89533333333333
CSTB	0.0765
CENPI	-0.1375
GTF2E2	-0.951
RPP21	1.3565
CCNF	-0.440333333333333
KCNQ3	1.5825
FAM79A	0.19675
SLC22A12	0.17
NOVA1	1.17016666666667
FZD3	-0.4026
AKAP8	-0.56875
SOCS5	0.583125
CFDP1	-0.4575
DLG5	0.65125
PGM5	-0.395083333333333
C1orf144	-0.398166666666667
HDAC10	-1.447
RND2	1.11025
C20orf199	-0.738
RNMT	-0.3835
SLURP1	0.333875
ASTN1	-0.802714285714286
SH3BGR	4.13775
MYCL1	0.238
ZHX1	0.5615
CENPK	-2.2115
FOSB	-0.2419
LOC643406	2.662875
C2orf59	-0.410375
TMEM135	-0.55975
SLC27A2	1.25175
KRT33A	-2.801
OVOL1	1.85175
PAMCI	-5.3066
S100A7	-1.4195
ZNF789	0.4135
HARS2	-0.42775
RPL23A	-1.39733333333333
TCF23	0.587
UPF3B	0.298125
C17orf78	-0.236
HLA-DOB	-0.695833333333333
C14orf142	1.7065
TEKT5	2.21016666666667
DMWD	0.3645
POLD1	-1.31583333333333
GSCL	0.2885
CALD1	0.3496
SCRT1	-0.279
AIG1	1.141
UNC84B	-1.432
ZNF404	-0.847
TMED6	-0.77625
KIAA1462	-0.3745
LRRC27	0.2345
PYGO1	-1.023
PIGU	-0.7225
ALAS2	-4.027
WRNIP1	-0.198625
CNNM3	-0.3825
ZNF2	-0.44425
ST3GAL5	0.472
MRPL23	-0.35975
TSSK6	-0.3995
PSMA6	0.1645
C16orf70	-0.19075
KIAA1602	-0.437
ALMS1	0.852666666666667
DCN	1.262375
TMEM132D	-1.05675
SUCLG2	-1.3875
ABHD14A	1.0695
DEXI	0.703833333333333
AMPD2	-1.647
IFNAR2	0.307166666666667
CYB5A	2.7074
TLOC1	-0.31975
NXF5	-1.29616666666667
NRBF2	0.08225
KCTD3	2.33025
ITGAE	-0.6335
SLC30A3	-0.0531666666666667
ZRF1	0.134
IFRD2	-0.50925
XAB1	-0.057
PYCR2	-0.4145
SERPINB3	-4.14
TMLHE	0.1179
GEFT	-0.659875
ABCA5	1.029
EMR4	0.1144
TSFM	1.162
HIST3H2BB	0.44025
ARHGEF19	0.6015
TSPAN17	0.1125
ABCC8	4.455
MAP1S	-0.308166666666667
C22orf36	0.17275
BNC2	-1.07321428571429
HIST1H4A	0.28825
NDUFS3	0.24
WDR3	-0.914833333333333
XKR4	-1.23875
TTC33	0.235307692307692
STMN2	3.99275
CPN2	-0.717
HSPC105	1.103
PCOLCE2	-3.12425
C3orf55	1.7985
KLHDC9	2.32866666666667
TBC1D23	0.074125
ATXN2L	-0.463083333333333
MAP2K3	-0.69325
SCAP	-0.70225
ZNF486	0.547833333333333
C20orf96	0.57875
NARS	-0.06675
ADAMTSL1	-1.03057142857143
PRCC	0.781666666666667
CCDC126	0.657416666666667
ZNF675	0.15775
CALCOCO1	1.04475
ANKRD43	4.645
CWF19L2	-0.868833333333333
ZBTB32	0.562666666666667
BRAF	0.28625
ODF4	1.568
MGC14376	0.230166666666667
HORMAD1	2.30116666666667
AAK1	0.536363636363636
PEBP1	-0.376916666666667
TNFSF5IP1	0.959833333333333
DKFZp564N2472	0.33925
RMND1	0.792375
IGKV1-5	0.30175
COL1A2	2.54875
SERPINA5	-1.929875
AANAT	0.1785
C19orf21	0.0706666666666667
GEMIN5	-0.38825
UBR4	-0.792833333333333
LTBP3	0.346
AMHR2	-0.7745
PROCR	0.174
MYBBP1A	-1.86175
C20orf39	-1.44866666666667
ZNF697	0.129
PASK	0.2479
ZNF776	0.908666666666667
RFXDC2	0.136375
KIAA0467	-0.2295
C10orf96	-3.01033333333333
ZNF503	0.0725
GULP1	1.31908333333333
KCNE4	-0.7905
DKFZp434K191	0.54525
LOC196913	1.0185
BHLHB4	-1.4285
CH25H	-1.234
LOC81691	1.32116666666667
ALPL	-0.157571428571429
COL12A1	1.390875
FOLR3	-2.8545
GPR123	1.71685714285714
TRIM62	0.374714285714286
ABLIM1	-0.478333333333333
MAST3	-0.02125
RHBDD1	0.345
LOC338809	-1.458
RYBP	0.47625
TTC26	0.410375
ZNF22	0.5255
ISCA2	-0.83125
RDM1	-1.282
PIGM	0.799
GNB3	-0.74
ACTR2	-0.563
HMGB1	-0.0395
EDG1	1.367
SOAT2	-3.22625
OR10AD1	0.1175
RAP1GDS1	-1.6085
LCE1F	0.475
ESM1	-0.942375
RCN3	0.67325
CREBL1	-0.8395
DBNL	-1.31116666666667
PTGER3	0.365
USP30	-0.0456666666666667
BCL2L12	-2.267
KIF26B	1.62725
ZNF416	1.1645
ZNF225	-0.3145
C17orf70	-1.4
ZNF554	0.4535
RAE1	0.4405
TNIK	1.7365
ACTN3	-0.1195
MGC45922	-0.162
CCNA1	2.13716666666667
RYK	0.4665
IL26	0.5835
LRP3	-0.103666666666667
QARS	-0.579
SOX7	0.842857142857143
BID	-0.552625
OR2S2	0.48
CXCL14	3.34175
C11orf47	-0.529
MGC29891	0.404666666666667
HSPB8	0.3285
PRDM14	-0.6355
NUFIP2	0.23275
MNAT1	0.532375
ZDHHC2	-0.0776666666666667
MBNL2	0.309
ADD3	0.718375
CSNK2A1P	-0.912
KLK6	-2.64066666666667
TMEM111	1.1849
KIAA1279	1.974
NUBP2	-0.479333333333333
RAB42	-0.8565
ID3	-1.7559
TM9SF1	-0.15975
MDP-1	0.746
POU4F2	0.81125
IQCK	0.52675
C16orf14	-0.41525
CAPN3	-2.02025
FAM43B	-0.3875
RECQL	0.20575
AP1G1	-0.420428571428571
CTNNBL1	-0.730166666666667
ECHDC1	-0.359
SMARCC1	-0.3176
FOXQ1	-1.365875
GNAI3	-0.0908333333333333
POLG2	-0.64725
CD4	0.6285
ITLN1	1.064
EBI2	1.07775
IRF1	-0.86275
PTPRE	1.6636
PTK2B	0.30425
NXNL2	-1.6235
SOX4	0.887611111111111
