Hybridization REF	TCGA-A2-A0D0-01A-11R-A00Z-07
MFAP3L	3.2136
PIK3CD	0.5735
DERL2	-0.21725
FHL5	0.196
ACAN	1.89925
BRWD2	-0.248
TINAGL1	2.9095
DCUN1D2	0.32125
C3orf36	0.0805
MGC10850	0.2
hCG_31916	0.84725
FHAD1	-0.281875
LCE1C	0.81
ARPC1A	0.0288333333333333
CHST2	-0.846
SPATA2	0.9755
PGLYRP4	-0.5505
RUFY1	1.0525
TXNDC12	0.55175
RPS4Y1	-6.304
TNFRSF8	-1.39266666666667
PTGIR	1.47766666666667
FOXE3	0.042
ART4	-0.3085
ZC3H12C	0.58675
KIAA1841	-0.042125
EVX1	0.167666666666667
WDR38	-0.052
LOC402057	-0.23775
ACAA2	-1.063
GLCE	0.40125
GPR18	2.90175
HIST1H2AG	-0.3785
PIGK	-0.699125
C16orf67	-0.203833333333333
DAG1	0.85225
OR4D2	0.613
C21orf81	-4.234
PLOD2	-0.528166666666667
TTC27	0.86175
TSPAN2	0.42
PI3	5.02075
ZFAND6	-0.739
C6orf57	-1.359
NUF2	0.16975
ARID2	-0.313
RCC1	1.2385
CD86	1.57466666666667
FAM91A1	0.35725
CALM2	1.31033333333333
GYG2	-1.27825
PARS2	1.13583333333333
INTS12	-0.41525
CTSF	1.05625
BNIPL	-0.506
GNA13	-0.8195
HUNK	0.74775
ZBTB4	-0.175875
B4GALT4	1.10975
CHD1L	-1.751875
MSTO1	-0.115833333333333
FUT8	-1.27992307692308
AGA	-0.1445
TRMT11	0.224166666666667
WWP1	0.157666666666667
B9D2	0.0718333333333333
STAT1	2.707125
PTTG1	-0.622666666666667
TMEM62	0.4855
SSBP2	-2.601
MRFAP1	-0.417
NME4	-0.063375
LOC55565	-0.393833333333333
DLL4	1.73925
MYOCD	-0.1115
HTR3D	0.552
C9orf156	-0.79625
CHMP4C	1.28183333333333
PROCA1	-2.86
GCDH	0.3045
APOF	-3.003
WEE1	0.503666666666667
SSR4	-0.126
RGS1	7.53375
ACCN4	-1.70916666666667
FLJ20489	-0.096375
ZNF215	-2.64666666666667
AGPAT6	0.4575
PDE7B	-2.723
BBX	-0.58325
MS4A3	-4.36683333333333
OR4A16	-0.00700000000000001
EFEMP1	3.505625
TULP2	-0.392666666666667
RERE	1.050875
BNC1	-2.48325
PIGB	0.2485
COMMD8	-0.8355
TRIP11	-0.1205
FLJ40142	-1.575
PCDHB6	3.137
FKBP8	0.168666666666667
FLJ12716	-0.9994
POT1	-0.111166666666667
KIAA1109	-0.561571428571429
PTPRC	0.52675
UNQ9391	0.9925
CCT7	0.35
EEF1A2	-0.7285
MIPEP	-0.40975
ZFX	1.0412
UCHL3	-0.57075
LOC388419	-0.622
GSG1L	0.4325
RAB24	-1.54525
SLA2	1.17625
SDS	2.60516666666667
LYPLA3	0.2225
CASQ1	-0.00475000000000001
SLC25A40	-1.90683333333333
IRAK1BP1	0.131
ACOT6	1.312
COL9A3	1.3825
ASB11	0.654
C2orf18	0.876
FOXD2	0.79125
C6orf211	-0.881
OR8G1	0.231833333333333
MDGA1	0.0345
ADARB1	1.1015
GGT1	-0.68175
WNT1	0.334
DBP	-0.25225
COL5A3	1.17125
RHOD	1.414
COL4A2	1.22425
LOC201164	-0.031
HEBP1	-0.6545
LUM	-1.20933333333333
ZCCHC6	-0.26925
PAGE1	-3.68816666666667
DTX2	0.761
SLC7A13	0.3045
H3F3A	1.44028571428571
RABIF	-0.516375
D4S234E	-3.38583333333333
DYRK3	-0.473333333333333
PFAS	-1.04666666666667
ALOXE3	0.227833333333333
RPLP0	0.706428571428572
RBM34	0.427333333333333
C12orf28	0.128
U2AF2	-0.0531666666666667
MKNK2	0.910125
SEC16A	1.372
ZNF44	-0.5795
YWHAG	-0.093625
IGF2BP2	1.23083333333333
OR1D5	0.3935
SIX6	-1.93775
CCR6	1.04225
PALM	-1.719
PUM2	0.742142857142857
SPRYD5	-1.7675
ALG10B	-1.28525
ZNF365	-0.89175
PHC1	-1.42325
KIAA0913	-0.2035
ARX	0.672625
PPP3CB	0.4275
IRX6	0.9131
ANGPTL4	1.4434
LSM14B	0.5756
PCDHGB7	-0.7405
INSM1	-1.42725
WBP2NL	-0.482
ZNF493	-0.3721875
NGEF	-0.91825
RNASE13	0.43
SPPL2A	-0.1475
SFXN1	-0.97225
FAM102A	0.445375
SAPS2	-0.66075
JTV1	-0.386
OR51B4	-1.31566666666667
SCGB1A1	0.0801666666666667
NEUROD2	0.213375
tAKR	0.77675
C1orf26	-0.46375
RICH2	-2.13475
TEDDM1	0.553666666666667
CYP2S1	-0.4205
TBCE	0.447666666666667
MAPK1	-1.079125
HDHD1A	-1.09375
MRM1	-0.5385
ATP9A	0.174071428571429
HSD17B3	-0.8368
HN1L	-0.03975
RNF216	0.373
HOXD12	0.4095
PPP1R14B	1.108
SBF1	0.16025
TAS2R42	0.34
USP46	0.3925
LILRB3	3.05616666666667
SPI1	1.6045
OXSM	-0.6035
GYS2	-0.1735
NUPL2	-1.06875
C8orf46	0.0675
SF3A1	-0.30595
C21orf99	-0.46725
HOXB4	-0.00670000000000011
YRDC	0.85425
GPRC5D	0.8745
BLVRA	-1.04225
KIF12	-0.426
LRRC23	0.609
FAM14A	-1.23333333333333
RASL12	1.421625
DAZAP2	-0.388
IKBKB	0.0940714285714286
ZNF271	-0.0576666666666667
BOK	0.943
CXorf6	-0.3545
MYEOV	1.03875
BTN2A2	-0.7762
FRG1	-1.45425
HSP90AB6P	-0.2155
ENOX1	-1.55483333333333
ZNF706	0.3169
DOK1	-0.2551
PGAP1	-0.86525
TMEM136	-0.22325
FSCN1	1.145
KIF17	-0.3095
TRIM66	-0.1025
CBR3	-0.568833333333333
C13orf24	-1.30683333333333
C19orf52	1.31925
BNIP1	0.63475
AQP3	-2.406875
KRT6C	3.87583333333333
SIRPA	1.13466666666667
IGFBP6	-1.97483333333333
PLEKHK1	1.52675
RNASE7	-0.618
ARHGEF15	0.33975
NPHS2	-0.05125
SRD5A1	0.709
REXO4	0.80925
EEF1DP3	0.8005
SLC37A2	-0.907
ZNF142	0.80125
ANKHD1	-0.899
MUT	-0.674
VPS37A	-0.1055
GPRIN1	0.63075
SLC38A3	0.930625
BAZ2B	0.9695
WDR87	0.0316666666666666
BRD7	0.38125
POU6F2	-0.5955
NISCH	0.175625
TCEB1	-0.16775
LINGO2	0.38875
TAX1BP3	1.0445
RPL34	-0.329722222222222
MARK2	1.265
AKAP12	-3.8032
AMBN	0.5395
SLC25A27	-0.4345
FLJ21865	-0.576125
KIR2DS2	1.241
WDR77	0.36925
ATF2	-0.0498333333333334
ITFG3	-0.789333333333333
SLC39A13	0.86
ARL6IP5	-0.174
C10orf137	-0.10925
QTRT1	1.19966666666667
CCNT1	-0.34425
DYNLL1	0.641
WDR53	0.397
LIPG	3.014
ASAH3	0.285
HELB	0.634
PHACTR2	1.665375
VENTX	-0.56525
LAD1	1.76683333333333
PAOX	0.62825
MAPK8	-0.49
CCDC38	-0.63425
DNAJC8	-0.5654
RBBP8	-0.1605
WNT11	3.3417
KCNJ12	0.3055
HDAC8	-0.4255
STARD4	-2.95175
ACVR1	0.593833333333333
C14orf65	0.756416666666667
KLB	-1.7415
C1orf65	1.05225
ZFYVE28	0.09775
NSUN6	1.9105
KIF27	0.202833333333333
SYTL2	-2.95666666666667
UBXD2	-0.0138
OR6T1	0.484
CCDC91	-0.393142857142857
GRID2	0.3525
CALN1	-1.708875
ZNF423	-1.50775
PSMB4	0.14
XPNPEP3	-0.381
ARPP-21	-3.102
SART1	0.62175
RACGAP1P	-0.1735
SPTA1	-5.35875
C6orf113	-0.2485
C7orf16	-1.198
CHST7	-0.905833333333333
C21orf29	-0.118
SEMA6D	-2.6135
PCMTD1	0.8160625
KIAA1754	0.0143333333333333
MYCN	-0.9176875
KCNJ3	-0.877
MAPK13	2.024
ERO1LB	0.331
NTF3	-1.3445
NKX6-2	0.00375
GTF2B	-0.0265
GSPT1	0.0503333333333333
GUSB	-0.622666666666667
LOC221091	-2.3775
LIG1	0.06425
EXTL3	0.655
NID2	-2.47
TTC29	-1.94
TMEM97	-0.210625
EXTL2	-0.898833333333333
SUZ12	-0.1955
IL1F8	-1.4145
KRT18	-2.60409090909091
MRPS16	-0.668833333333333
PI4K2B	-0.2545
LACRT	0.2775
OR51F2	0.4095
JMJD2C	-0.438125
KGFLP1	0.289
CDK5RAP3	-1.6422
YTHDF2	0.815333333333333
GGCX	0.782625
ARPC4	0.584
EGLN2	0.576833333333333
KBTBD4	1.00992857142857
ROBO3	-1.3622
DEFB118	-0.1635
KIAA1543	0.95075
RTCD1	-0.655333333333333
MZF1	-1.516
C18orf26	0.3595
CNIH4	0.0255
ZFP2	0.670166666666667
HTATSF1	0.853
WFDC2	3.449125
NDUFA7	-0.9515
TTC22	1.8495
FAM40B	-1.96575
DCPS	-0.0925
SH2D1B	-0.173166666666667
MRGPRE	0.6305
SBK1	0.965
UNQ6411	0.1715
OSBPL9	1.10525
NUP107	-0.5485
MYOZ3	-0.1871
PDE4B	1.06741666666667
FAM113A	-0.9645
IDH3G	0.370833333333333
FBXL7	-1.395875
ARFGAP3	-0.347
MAPRE2	-0.926230769230769
IL1RN	0.8455
KIF13A	1.50525
RAC3	-0.2885
TCTE1	0.1755
TMEM14B	-0.672333333333333
ADIPOR1	0.4655
GRINA	1.4945
CLIP4	0.26175
LRIT2	-0.02
TFPI	-4.03342857142857
FABP6	-0.85425
SLITRK2	-0.1661
HKR1	0.627
SMTN	-0.5425
C1orf75	0.65875
CD209	0.155625
CYB5R2	1.5285
DNTTIP2	0.947666666666667
CSGlcA-T	1.67525
GABRB3	-2.88575
PCBD1	-0.177166666666667
TAF3	-0.228666666666667
HOXD3	-1.399
GIPC3	-0.393833333333333
P11	-0.0112222222222222
BFSP1	0.31575
LCP2	1.25925
TAS2R8	0.3095
SEZ6L	-0.728
NR2C1	-0.557625
EXDL2	-1.7271
TNFRSF13B	-2.685
MKI67	-0.08125
GLS	-1.00608333333333
C7orf54	0.2997
LGALS13	0.0834
IL4R	-0.24475
SEC11A	-1.16533333333333
SPP2	-0.196833333333333
C18orf32	-1.18625
CLSPN	-0.397333333333333
SPAG1	1.245125
C9orf82	-0.487
TM4SF1	1.71716666666667
EMILIN2	1.63025
SMG7	1.45833333333333
TAS2R13	0.708
ZNF628	0.9575
DZIP1L	-0.3065
ANKRD13A	-0.4561
VASP	1.3225
ZCCHC11	0.09425
SYPL1	-0.669
MGC34774	0.17625
C4orf28	0.07675
KIAA1211	-1.49508333333333
RPS27L	-1.19825
TATDN3	-1.677
PDCD1	1.52775
OR5P2	0.456
IFIT1L	0.056
MIPOL1	0.3085
OR51D1	-0.82975
C1orf92	-1.12983333333333
LAMP2	-0.501777777777778
CAT	-0.512
C16orf80	0.00275
C15orf32	0.845
ZNF746	0.99875
C1orf76	-0.662
ATXN1	-0.6205
LAMC2	2.72825
SLC2A7	-1.3705
CPOX	-0.95675
APH1B	0.388
LOC442245	-0.00425000000000003
CTNND1	1.31072222222222
GABRG2	-0.486285714285714
MADCAM1	-0.206
F5	-2.90225
SEMA4F	0.182333333333333
NUDCD3	0.206625
PDZD11	0.4105
TRIML1	0.726
GCNT3	-3.12733333333333
TMEM120A	0.56725
CNDP1	-0.5165
N4BP1	0.163875
SLC35F2	2.324125
LCP1	-0.939666666666667
IGBP1	-0.1539
DCAKD	-0.579875
ELA2A	-0.5885
C12orf56	-1.86875
PITRM1	-0.730571428571429
GUK1	0.902166666666667
RASSF8	-0.8836875
OR2A14	1.325
ADM	-0.755
FGD3	0.0831666666666667
GHRHR	0.866
RHPN2	0.0855
C4orf39	1.12583333333333
VPS72	0.21425
SERF2	0.366944444444444
CD22	0.508333333333333
CD47	1.8506
PPIC	-0.905166666666667
IMPDH1	1.14808333333333
ACP6	-0.577166666666667
PRKACA	0.272875
PPP1R1A	0.49125
TRPV3	0.49075
ASXL1	0.278
C17orf55	-1.03333333333333
FXYD1	-1.34933333333333
LMOD2	-0.1645
ANKRD33	0.466
LCE2C	-0.282875
ZNF620	-0.427
DKFZP566E164	0.1025
VSIG2	-0.68825
KIAA1128	0.5875
USO1	-0.375666666666667
NUDT4	0.178214285714286
CLDN1	0.159357142857143
OR4Q3	0.42
FASTK	0.966
ICOS	2.82766666666667
LDB1	0.239
GSTA5	1.911
ABCC1	0.6525
FAM54A	-0.08775
PCBP2	-0.284666666666667
NUP205	0.07875
ACTA1	-0.592333333333333
GABBR2	-0.97525
PIP5K1B	-1.8175
AGXT	-1.81333333333333
RNF181	0.072
ATP8A2	1.1985
AFTPH	1.3278125
FGF21	0.689
FCER1G	1.93125
SNTB1	-1.32475
SLC24A3	1.542125
TXNL4B	-0.4558
RPL10L	-0.664666666666667
LOC389517	-0.7838
TSGA13	-0.319
SHOX2	-0.3665
ITGA7	-0.0993
KCNIP2	-0.28
KLF13	-1.0166
ZFAND2A	-2.23575
CEACAM1	2.06035714285714
PFKFB4	-2.17133333333333
MED19	0.01325
LRRC57	-0.0943333333333333
RNF11	0.34475
ANKRD32	-3.25475
P117	-0.57325
OBFC2A	1.10066666666667
POLD3	0.528416666666667
RAB18	0.225875
TPH2	0.157833333333333
PHB	-0.6195
JDP2	1.15716666666667
MORF4L1	-0.3569
POU2F1	-0.3805
CNNM2	-0.872583333333333
LOXHD1	0.054
ZC3H15	-0.145
ELK3	0.894166666666667
FAM111B	-1.18925
CBLC	3.82583333333333
SBNO1	0.39375
ANKMY2	-1.67625
PLEKHA5	-0.034
DHX58	0.414
ARCN1	0.231666666666667
TREML1	0.4268
KNCN	-0.503
SEC24A	-1.275
PSCA	-1.08525
MGC24125	0.184333333333333
DNA2L	-0.74625
CIB4	1.246125
HIGD2A	-0.0993333333333333
TBX6	-0.0323333333333333
TTLL5	-0.664166666666667
SGK3	-0.392
GCN1L1	-0.08075
AMOT	0.5637
LDOC1	1.84116666666667
NRK	-0.472
ASB9	-1.679
NAT1	-0.7323
TRAFD1	0.17525
PEAR1	-0.2995
FAM36A	-0.127
OR1S2	0.534833333333333
LOC388323	-1.61475
PGS1	-0.2925
LEPREL1	0.899
TFF1	-4.46975
HAP1	0.36625
EPHB2	1.909
ACTG1	0.471166666666667
ZFP42	-1.6784
HAVCR2	0.3686
NME1	-0.351
SNX26	0.0626666666666667
LACTB	0.339666666666667
ZKSCAN2	-0.145875
C5orf35	-1.16875
ANKS3	-0.09325
RBM28	0.61425
DKFZP586P0123	-0.41625
HNRNPA1	-0.56
BCAS3	-2.66016666666667
FLJ20184	0.251
POLA2	-0.883166666666667
TMC7	-0.922
HSD17B6	-0.525
ZNF658B	-0.528833333333333
TTTY10	-0.121166666666667
RANBP9	0.46075
CPNE7	-0.788333333333333
EVL	-0.753352941176471
LNX1	-1.16441666666667
IFNA21	0.0253333333333334
CFD	-2.50675
PYCARD	0.158666666666667
MYBPC2	-0.663
ENPP3	-3.66516666666667
ACSL4	-0.529
LOC440258	-2.41383333333333
TMEM176B	2.80016666666667
SOX2	-4.9055
SCO1	-0.191666666666667
COMT	0.0295
AOC2	0.20375
PDLIM5	0.498857142857143
SPHK2	0.241
NXPH2	0.8115
GPR108	-0.635833333333333
RAD51L1	-1.942
TMEM54	1.2025
LETMD1	-1.41255555555556
SLC6A17	1.12275
KRT75	3.59
STT3B	-1.52216666666667
CD3EAP	0.675666666666667
TMEM63A	1.314
DUSP13	-2.86425
CD1C	-0.3965
LASS2	0.747
AVP	0.6865
PITPNM1	-2.244375
FLJ22795	-0.1405
MCTP1	-2.13
TRIM68	-3.00833333333333
UCK2	0.402
ABHD1	0.95325
FAM50A	0.6235
RNASEH1	-0.274833333333333
PCP2	-0.507333333333333
OR52H1	0.4375
C20orf149	0.088
RBP5	0.682666666666667
HYAL3	0.67825
CLPB	0.36175
SMNDC1	-0.56225
DONSON	-1.73933333333333
FLJ27523	1.18825
BARHL2	-0.2382
SLC30A9	-0.343833333333333
TMPRSS11B	0.05575
E2F8	-0.0745
CCDC25	-0.395583333333333
C14orf48	1.551
C20orf116	-0.244875
TSPAN11	0.493
YIF1B	-1.06266666666667
FAM12B	0.48025
OR1L6	0.8
HPN	-0.6556
NBN	0.527125
C14orf94	-1.02416666666667
OCLM	0.605
ZSCAN18	-0.0128
L3MBTL	-0.3177
TSTA3	1.33466666666667
RAC1	0.661875
C19orf15	0.967
NFE2	-1.58525
KLK14	0.347
ARSF	0.6755
MAST2	0.531166666666667
AMICA1	2.659
GTF2A1	-1.340875
ATP1A3	0.72275
TC2N	3.835
PNKP	0.23875
ODZ2	-3.526625
MATR3	0.521
S100P	-4.03225
KRT82	-0.4925
CA13	1.0683
PROZ	-2.44133333333333
AASDH	-0.957
C19orf40	0.344833333333333
DCK	-0.556076923076923
FAM5C	-1.61225
SLC6A4	-2.972
MID1IP1	-0.774375
TESSP5	1.6815
TMOD4	0.673666666666667
DOCK2	-0.268833333333333
TUG1	-0.032125
NUP214	0.20525
DPYSL2	0.780272727272727
GOLM1	0.774583333333333
MPFL	0.2555
SOX13	1.31225
SDCCAG8	0.7899
KEL	-2.476
NUP210L	-2.2685
GK	-1.840125
DNAJB1	0.297
ALPK3	0.0915
CHID1	-0.2073
CYLC2	0.317
IKZF5	-0.6275
C8orf51	1.196
PPM1J	0.52525
GIMAP8	2.20883333333333
GPR101	-0.0235
NR2F1	-3.9055
ACAD8	0.2195
RBM35A	1.45225
GNAI2	0.0361666666666667
METTL8	0.220666666666667
SLC39A7	-1.71375
FBXO8	0.06375
CAMK1	-0.45525
RFC3	-0.793875
FAM129A	-1.2985
ILF2	-0.19225
FGFBP3	-1.154375
NOM1	0.8575
PSMA3	-0.49525
ASCC3	-0.6739
ZYG11A	1.07925
SOX21	-1.677125
LYRM1	-1.31775
DEFB1	2.738
LOC91431	-1.51733333333333
OR7C2	1.335
FAM46B	-0.195625
TMEM18	0.144125
ARHGAP30	0.933333333333333
TMEM86A	1.12641666666667
EPHA2	1.32666666666667
C10orf46	-0.2
TCHH	-1.01666666666667
C3orf30	-0.3406
LOC285636	0.981833333333333
PAIP2	-0.98075
CYP2U1	0.340125
C12orf34	0.076
SARS2	-0.226
ZCWPW1	-0.82
SAMD12	0.2855
KIAA1430	-0.30425
ACAT1	-0.273
MEOX1	0.558333333333333
ADAMDEC1	5.76025
PHKA2	-0.53225
CARD11	-1.1795
CALML4	0.317
TSSC1	0.6985
TMEM45A	-0.116666666666667
MPP7	-1.862125
POU1F1	0.43675
SLC2A13	-1.3417
FBN2	0.459571428571429
ZC3H7A	-0.3928
LAIR2	2.708
ST3GAL1	-0.686333333333333
LCT	-3.35025
GEMIN8	-0.972
KLF16	0.7182
HIF3A	-0.3417
FAM44A	-0.826642857142857
AQP10	-1.1893
PLA2G2A	-1.1065
FOLH1	-0.211666666666667
C20orf186	2.8295
MAPKAP1	1.07125
SPRR2D	-1.20275
UBQLN4	2.20933333333333
RSHL1	0.619333333333333
PIAS3	0.09575
MRPL24	-0.00775
GREB1	-3.30375
FAM27E3	-2.088
NUP62CL	-1.5535
NEUROG3	2.021
REEP3	-0.2885
MARK1	0.562875
LMBRD1	-0.77625
PRPF19	0.032
PNMT	-0.724333333333333
CTGLF1	-0.837
SLC25A16	-0.71875
EIF2B3	-1.2375
RPA2	-1.104
PAK6	1.95433333333333
CCDC26	-4.31825
SEMA3E	-0.293125
MXD4	1.3176
TNFSF10	3.9633
SMARCB1	0.740833333333333
DTX3L	2.66466666666667
PLA2G4E	-0.0265
PPAP2A	-1.41225
ULK1	0.274333333333333
TAS1R3	0.7215
SLC2A3	-2.42127272727273
ARID3A	-2.27175
GNG5	-0.8315
ACOX1	-0.3958
KIF5B	0.804
NUP153	0.86575
MUC7	-0.3685
CSDE1	0.318142857142857
CLPTM1	0.1745
C3orf23	-0.534125
LRRC17	-4.32333333333333
TTYH3	0.74475
ATP5B	-0.5665
ELF3	1.4268
CPSF3L	0.778166666666667
ZNF665	-0.389166666666667
TLR6	1.3591
GPI	-0.129
RAD9A	-0.123875
NDST4	-3.4765
AGPAT3	0.0384166666666667
MAGI3	0.361333333333333
ADORA2A	0.1005
CACNG7	0.301
CAMK2D	0.574153846153846
CCHCR1	-0.336
RPS27A	-0.06775
OR10G7	0.5286
GCM2	1.144
FAM135B	0.5956
E2F1	0.6125
PLCB3	2.154
OR2AE1	0.477
COIL	0.04
CDC25C	0.00916666666666666
RAB11FIP2	-0.0653333333333333
TSC2	-0.81025
CTGLF5	-1.7105
CCDC108	0.3931
OR13C4	0.273666666666667
C10orf81	6.0385
PTPRB	0.675
ACP2	0.4465
LAG3	3.137
MRPL54	-1.0615
LOC201175	0.9075
ITGB1BP3	-1.57775
SPTAN1	-0.0113333333333333
SIPA1L2	0.33375
RCAN2	-0.6845
CDX2	-0.249
ECOP	-1.3135
ACTR1A	-0.205357142857143
PPARG	-1.52566666666667
BBS10	-1.03233333333333
TMEM44	0.107
BPIL2	-0.10725
CITED1	-2.1155
IRF6	4.49125
PRDM4	1.2995
RRP9	-0.408333333333333
OR10H4	0.55775
IL31RA	-0.06075
GNB1L	-0.9395
MYBL2	1.5855
ZNF407	1.47566666666667
PPIG	-0.0955
TTC18	-1.867
RPSA	0.311
MAPT	-0.909833333333333
MRE11A	0.250769230769231
C8orf37	-1.30133333333333
RASGEF1C	1.29883333333333
STBD1	0.62675
CTAG2	-0.6942
MGAT5B	-1.13883333333333
ECM1	-1.10425
RLN1	1.068
PARP14	2.32625
EPB41L1	1.0328
HOXA3	0.848333333333333
MAGEA9	-5.10725
RPS8	0.412666666666667
RPS19BP1	0.1515
FOXJ2	0.589875
C10orf76	0.121625
IL17RE	1.238
C10orf65	-2.003
ZNF343	0.349166666666667
FBXO33	-0.3425
UHMK1	0.6847
LY6G6C	-0.40175
FGF19	-2.397
C14orf128	0.097
IFIT2	3.172125
TIGD1	-0.23875
S100G	0.924
GUCY1B3	1.408
NR3C1	-0.47
CORO1B	0.106666666666667
PARP11	0.453916666666667
DNALI1	-0.692333333333333
OR4N4	0.612
MAP2K6	-0.6055
FSTL4	-0.088
ANKRD47	0.674625
TMEM171	-0.6425
PNLIP	0.100666666666667
YY1	0.710666666666667
CCDC138	2.08883333333333
AASDHPPT	0.1632
CKS1B	0.119
MCM3	-0.384166666666667
ANAPC7	-0.0451666666666667
FAM110A	1.021
CDC37L1	1.22366666666667
THTPA	-0.90475
NBPF20	-1.9235
WDR24	-0.000250000000000007
NPTX2	-2.05675
CBLB	0.9485
CETN1	-0.143
RPUSD1	0.375
FAF1	0.1995
CDK6	-0.4342
HMX2	0.125
CSK	0.8255
TEAD2	1.943
SNAP25	-0.94125
TUFT1	0.7174
TMTC3	0.157
LCK	-1.43475
SGOL1	1.12416666666667
AKTIP	-0.6205
FURIN	1.587625
SOX12	-0.035
DEFB103A	1.0455
RAMP1	-0.0445
KIR3DX1	0.723
GAS2L3	0.17825
PDE8A	-1.5536
EDN3	1.37325
GMIP	1.30925
SF3A2	0.45525
FN3KRP	-0.00425
SMAD7	1.29975
RHBDD2	0.641
OR11H6	0.4925
PPP1R3B	1.6583
C9orf23	-0.24075
CADPS	-2.4315
GOLGA8A	-2.411125
TMEM57	-0.234833333333333
RGL3	-1.3705
S100A14	0.96975
FGFR2	-0.2078125
XRCC3	0.33725
RTN4RL2	0.4715
MGC3771	-0.4365
GH2	0.321333333333333
BTBD2	0.8735
LMO2	0.7695
RDBP	-0.5675
ACRBP	-2.55475
AMY2A	0.3465
DUOXA1	0.1625
PTK7	2.024
TWF2	-0.177666666666667
FAM80A	-0.1105
TNNI2	-1.37266666666667
GLT25D1	1.2585
OCC-1	-0.83175
CYC1	0.244666666666667
RPL22	1.08686363636364
MORN3	3.434
DISP1	0.34175
PRB2	0.0115
CHUK	-0.2065
HR	1.577375
CCDC134	0.0245
DENND4B	-0.18075
C14orf130	-0.647625
RAB33A	-1.43925
DCST2	0.082
TNMD	-2.845
PEX7	-0.02675
FAM62A	0.505
SRD5A2L	-0.6495
IL22	0.3795
RPS26	-0.517833333333333
HOXC5	0.1785
SPATA6	1.106
FLJ38482	-0.5615
ZNF234	0.246
C18orf22	1.16275
SPATA22	-1.79475
THOC1	0.4395
CYP7B1	5.1645
KCNC3	1.031
C8orf42	-0.081
ALDH1B1	0.298166666666667
CCDC100	-1.0111
ARMC4	-4.03875
FAM18B2	-0.45425
SLC44A1	0.275125
FBXO17	-0.655166666666667
C6orf107	-0.09625
C19orf29	0.60775
ZC3HAV1L	0.286
PARP6	0.2006
SULT2A1	-4.52275
C1orf159	0.9225
TMC1	-0.38325
CHST14	0.692125
GAMT	-2.288
SMCP	0.0575
TSPAN33	2.1545
MIDN	0.09375
NOX4	-0.5165
RNASEN	0.7459
TBX1	-1.829
SALL2	-1.32775
C10orf35	1.87025
CYP2E1	-1.76166666666667
LRFN2	-0.134166666666667
ACO1	-1.34316666666667
IQCG	2.1654
MEGF9	-0.51525
TM7SF4	0.265333333333333
PLEKHA1	-0.667266666666667
STK33	0.21
C1orf210	1.889
SNUPN	0.678
KIAA0406	0.4769
C20orf29	-0.09675
TMEM55B	-0.2875
OSTM1	-1.5025625
CLCN7	-0.045
OTP	0.2485
FLJ23049	-0.958
HEATR4	0.9095
MAP3K10	0.795333333333333
PCDHGA9	0.8845
AMDHD2	0.205
LCTL	0.525
PDCD2L	0.57175
CABLES2	0.61275
SLC5A9	-0.62225
CLCA2	1.66466666666667
MGC16025	-1.1785
STRAP	-0.573666666666667
C20orf196	-1.198
RRBP1	1.6755
NAT13	0.13875
MAT2B	-0.17725
CSNK1D	-0.716833333333333
KIR3DL1	0.70575
PRKAG3	1.62
ZNF599	-0.0755
PRM3	0.428
PER2	-1.43433333333333
ASPHD1	-1.6455
PRMT6	0.05625
KCNE1L	1.56114285714286
FAM118A	-0.692333333333333
TAF4	0.4285
NDUFB6	-1.0245
TRIM9	-1.09525
PMFBP1	-1.02
KY	2.1335
DKFZp762E1312	-0.101545454545455
CSMD1	-1.77675
TBP	0.330166666666667
OR1Q1	0.561833333333333
RETNLB	0.80625
HPGD	-0.200785714285714
DNAJC12	-3.58383333333333
FKBP1B	-2.41625
ANKRD24	-0.476
CXXC5	-0.871
IL3	0.175142857142857
DRAM	1.5277
PTCH1	-0.572
TP53BP1	0.331
SLC17A7	1.194
COL25A1	-0.6624
AMACR	-0.444333333333333
RHCG	1.66075
VPS13A	-1.37841666666667
FAM55D	-1.0305
PRPF38B	-0.447166666666667
OSBPL6	0.71625
PFDN5	-0.4613
CMTM6	0.159125
KCNK12	-0.93025
RP2	-0.097
C16orf52	-0.6135
PICK1	1.2895
IFNE1	1.14366666666667
SEMA4B	1.0895
TYRO3	-0.7795
OR12D2	-0.3355
CSNK1A1	0.16675
FANCF	0.10125
LONP2	-0.12475
TBL1Y	-1.90375
LDOC1L	-0.40725
CCNC	-0.138
C3orf60	-1.145
CHKA	0.28325
UBAP1	0.8495
MAP3K1	-1.0655
ANKRD9	0.14375
FAM92A1	0.411
GAB2	-0.074125
AZU1	-0.4115
DIS3	-1.58308333333333
C21orf109	-1.184
IQCB1	0.788
SPATS2	-0.511833333333333
EFCAB3	-0.47675
PRB3	0.188875
FUZ	-0.0736666666666667
ZNF813	-0.75225
BMPER	-1.57783333333333
HEG1	-0.283625
ALS2CR11	-2.1365
SURF2	0.267
PSMC1	-0.189416666666667
OR2D2	0.741
SLC7A8	0.114666666666667
C4orf40	0.226
SPATA7	-0.604
MAZ	-0.06225
PIN4	-0.23775
PDE1A	-2.569875
TAF6L	0.0133333333333333
OR2T34	0.917
KIAA0284	1.20925
ACADS	-0.701181818181818
MKRN2	-0.1795
C18orf56	-1.36125
MS4A6E	0.247
GALNT4	0.2981
C22orf31	-0.247
FLJ36070	0.0935
PSME4	0.92575
TFG	0.9586
EPHX2	1.059875
