Hybridization REF	TCGA-BH-A0HO-01A-11R-A034-07
ARTS-1	1.1747
SLC6A11	-1.4345
NAP1L2	0.2155
CNGB1	0.269
EPB41L4B	0.245333333333333
FAM134B	2.451875
HS3ST3A1	-1.42266666666667
CPXM2	4.16875
SIRPB2	1.025
CHORDC1	-0.980166666666667
TRIB3	-1.10333333333333
SLC2A5	1.4025
C2orf49	-0.033
DDX5	-0.82375
OR5L1	0.7565
ANAPC4	-0.374166666666667
ZSWIM1	0.455875
LOC93622	-0.276625
KCNK3	-0.6214
RP11-35N6.1	-2.91314285714286
ZFP161	0.665333333333333
AQP9	2.30375
SLC15A2	-2.63366666666667
MREG	0.574333333333333
OR9I1	0.286
PDLIM2	0.701375
ADAM7	0.4485
GSTCD	-0.299333333333333
WDR21A	-0.1195
SLC12A8	1.96266666666667
TMEM174	0.25625
IGSF3	-0.592583333333333
LRRN1	-3.88
LOC402117	0.945
SRPK1	-0.921666666666667
LY6K	-2.0191875
NFIA	2.3045
PTCD3	-0.375625
LEP	3.02783333333333
PCDH21	-0.383333333333333
MAPKAPK2	1.34414285714286
NMNAT1	-1.09216666666667
LHFPL2	0.61325
C9orf43	1.27725
DIP2A	-0.881333333333333
ACTR8	0.51075
CCDC34	-1.24125
PTPN22	-0.3205
ITGA3	-0.825375
FAM129C	0.4805
RABGGTA	0.845333333333333
UNC45B	0.25375
KIAA1033	-0.324125
ZNF510	-0.376166666666667
CYP2D6	-0.804666666666667
SLC26A10	-1.968
STX8	0.787
LUZP1	-0.497375
WDR89	0.0503333333333333
EIF4G3	0.00480000000000002
C5AR1	1.18825
ZNF623	-0.9905
A2M	0.7805
TGM7	0.2525
GRPEL1	-0.288666666666667
LMNB2	-1.859
ROCK2	-0.62
SNX16	1.28875
CCDC66	-0.0175
ANXA3	-3.37425
KIAA1609	-0.95775
EED	-1.0935
RNF32	0.4705
HES1	0.1289
CLC	0.282
ISL1	-0.591
KIAA0528	0.740625
MANEA	0.9685
C1orf61	-2.709
hCG_2001000	1.85725
RAPGEF6	-0.1769
KIAA0020	-0.315833333333333
NEIL1	1.22975
C16orf45	-1.031875
RBM10	-0.371333333333333
C10orf125	-1.32525
MRS2L	-0.53325
DNAH17	-1.21825
C19orf10	0.38525
C1orf160	0.551
SLFN12	1.8915
EXOC3	-0.633166666666667
HIST3H3	-0.0355
NCOR2	0.187833333333333
TNFRSF9	0.781
MFSD8	0.5925
ALX1	-4.37866666666667
NOL1	-1.221
PODN	2.3305
TIAL1	-1.08075
HIST1H1E	-0.17825
NPY6R	0.57425
TM4SF4	-0.33525
CORO2A	0.2905
ETNK2	-0.995333333333333
APOE	1.0622
ANGPT4	-0.13
HDGF2	-0.85575
G30	0.4815
ST8SIA4	0.750428571428571
F2RL1	-2.0635
FAM19A4	-2.209
CCAR1	-0.74625
B3GNT7	0.086
OPHN1	-0.377
DSCR6	0.907
C21orf13	1.90616666666667
GAS2L1	0.63425
RFX3	-0.390833333333333
COPS4	0.33875
BCHE	-4.37966666666667
BCL2	3.472625
HBZ	-3.38666666666667
ARL13B	-0.747625
MAPBPIP	1.322125
MYO15B	-0.549
SPZ1	-0.13575
KIAA1324	4.30555555555556
PLCL2	-0.7015
C4orf29	-0.161
WDFY2	-0.317625
ZNF284	-0.293
NAALADL1	-0.1125
DUSP5	-0.3125
PXDN	0.06775
SLMO1	-0.489
TNXB	0.4693
BIRC7	-1.45125
A4GALT	0.401333333333333
TIMM22	-0.34925
FAM110C	2.3255
TOMM34	-0.9735
ABHD9	0.095
ADAM32	-0.437
CRHBP	0.28325
AQP2	0.5
LOC130355	1.376
ZNF187	0.3675
ZNF816A	0.383
F7	0.654625
CNOT1	-0.7534
SLC13A4	-1.90975
ZBTB11	-0.49925
B3GALT5	-1.30225
EXOC2	0.349333333333333
IRS1	0.6498
TMEM1	-0.306666666666667
MRPL34	0.4735
SAMM50	-0.241
CDC42EP3	1.129
HSF2	-0.911
MFN2	0.059
TSPAN7	-1.73183333333333
NUCB1	1.41383333333333
RHOH	-0.52825
ARL16	-0.936
TACR1	0.238666666666667
SFRS5	-0.728833333333333
SNX25	0.655125
RHBDF1	0.0416666666666667
PCDH18	1.41266666666667
HMG1L1	-1.005
MYO5C	2.056
MAPK10	1.3385
LDHAL6A	0.4545
NUDT12	1.6655
NCAM1	-0.43125
GLIS2	1.0365
GGTL4	0.6135
DAPP1	1.0475
ATF7	0.52975
KIAA0748	-1.14075
NFIL3	-2.433
TM6SF1	1.5351
SEZ6	0.20475
NANOS3	0.8755
DNAJA3	-0.696
CLDN6	-2.8305
CIITA	2.6097
EPHA4	-1.64775
FANCC	-0.59975
CMTM3	-0.38
PSG3	-0.243125
MRPL15	-0.08925
C21orf59	0.057
PLCXD2	-0.20075
C2orf34	0.284875
UBE2L6	1.82075
MED14	-0.107833333333333
HP1BP3	-0.7623
C6orf208	0.959
TPBG	0.86525
OSR2	0.1985
XPC	-0.4255
KLHL7	-1.57658333333333
CCR3	0.333166666666667
AGTPBP1	-0.466166666666667
PCSK6	2.07213333333333
STAT5A	-1.0298
FAM18B	0.362
LONRF2	1.05216666666667
PTPN2	-0.5675
SF3A3	-1.31733333333333
EFCBP2	-0.5285
HCFC1	-1.1635
AHNAK	0.1782
ACTR5	-0.76775
KIF14	-3.42342857142857
TENC1	1.04425
HEATR5B	1.6075
YIPF2	1.72966666666667
MYEOV2	1.41116666666667
DUSP18	1.34975
KIAA1012	0.269
AHR	-1.4325
C17orf53	-1.62666666666667
PTPRH	-4.24375
ATP6V1C1	-0.1574
TAS2R3	0.778
LOC440356	0.10675
COQ10B	0.81525
PSMF1	0.286166666666667
SORBS2	3.53191666666667
NFE2L2	-0.4225
TMCO7	-0.4555
SH3PXD2A	-0.692
SH2D2A	-1.4485
SPINK5	-0.03775
MRPS24	-0.5765
OPA3	0.4895
TRAF7	0.197
C4orf35	0.585833333333333
MT1G	-1.678
MGC39545	0.00225000000000002
HS1BP3	0.837
OR2B2	0.493
CHRM4	-0.0555
SFRP2	1.73
RIC3	0.94625
ART1	-0.6355
C6orf1	1.629125
DUS4L	-0.985
C10orf104	0.4215
TNFAIP6	2.308
RTEL1	-0.58525
CCT4	-0.3688
ZNF709	-0.73575
CHMP6	-0.091
UPP2	0.2805
CYP19A1	-1.9675
CD151	-0.494
NDUFA13	0.458833333333333
ARFRP1	-1.2265
FAM26B	1.18625
CRYBA1	-1.6755
MRPL41	0.279333333333333
NPFFR2	0.885625
HRH2	0.459
SCAMP3	0.588166666666667
MTMR6	0.9892
MTG1	-1.19533333333333
UBTD1	1.4315
CRABP1	-3.068
FLJ33790	1.5955
KIAA1908	-0.193833333333333
GPR158	-3.0155
PACSIN3	-0.318666666666667
OMD	3.27783333333333
CATSPER1	0.979666666666667
HOXB8	-0.924875
FBXO46	0.6805
OAS1	2.807
SVIL	0.75475
PHB2	-0.76575
ADCY3	0.455
NDRG2	-0.0258333333333333
ERMAP	0.4863
APBA2	-1.5925
IGSF9	0.7725
WNT6	-0.256928571428571
MYCBPAP	1.538
ATP2B2	-0.289
CPVL	-0.0229
TRAM2	-1.35791666666667
NOP5/NOP58	-0.89475
ZNRF4	0.08525
TLK1	0.312125
MTMR12	0.0707142857142857
ZNF384	-0.536333333333333
FAM9B	-2.25733333333333
RPN1	0.8085
PMVK	0.976
EIF3D	0.4665
SIX2	1.47375
HPS1	0.748214285714286
RNF7	0.31375
PSKH2	0.452
KCTD13	-0.575833333333333
CSMD3	-0.6096
FBF1	-0.028
IL8	-4.993375
SERPINB13	-0.014
FBXL20	-0.20875
BLR1	0.71525
SH2B1	-0.886333333333333
RFNG	0.036875
RAB20	0.1095
RBM7	-0.325
POLR1A	-0.226666666666667
TMPRSS4	-3.0915
TAF9	-0.476375
TERF2	-0.531333333333333
TNFRSF1A	0.0134166666666667
ACADVL	-0.2735
GTF2H5	0.46225
EDG8	-0.979
C9orf140	-1.581875
UST6	0.20425
ZBTB8OS	0.03675
ZNF710	0.1315
GPR174	-1.7415
ATP6V0A2	-0.8715
KIAA0319L	-0.0971666666666666
XKRX	0.428
DOPEY2	1.0569
SDHD	-0.07025
SUMF1	1.4845
OSM	2.433
OPN3	-1.66125
DAGLB	-0.545666666666667
PPFIBP1	-0.4512
TRIM63	-4.02775
C10orf53	0.8585
LYPD3	1.33516666666667
BCL7A	-0.508125
AGER	-1.34466666666667
TCF19	-1.77525
SAT2	0.75375
PFTK1	0.444
GABRE	-3.13475
C15orf38	1.3815
FIS1	0.148
KCNV2	-0.5395
CLPS	0.34375
PPCDC	-0.72625
FOXN2	-0.224166666666667
NT5E	-2.9914
CD83	1.64
IL18	0.920125
VPS16	-0.03725
IGFBP2	0.714666666666667
NOTCH2	0.67925
SIGLEC1	3.796375
CD93	5.4755
SULF2	0.1325
CEP164	-0.27325
P53AIP1	-0.384
TOR2A	0.276666666666667
ZNF136	-0.3
MGP	2.4978
CCDC144A	0.324833333333333
TRPC1	-1.49866666666667
SMS	-1.20333333333333
MAPK7	-0.574
RRAGC	0.576
PARD6A	1.15833333333333
NUB1	0.1795
SYNGR4	0.5975
OR11H12	0.628
WIF1	0.51875
GCH1	0.973
OR11H4	0.194
SLC44A5	0.3885
GPRIN2	0.869333333333333
LOC401431	0.5685
CPA4	-3.0575
MELK	-2.94988888888889
IL15RA	1.2035
CUL3	0.14275
HMBOX1	-2.28075
PODXL	-1.27975
CCT6B	1.427
COMTD1	0.579
MUC20	3.43833333333333
GPX2	-3.460375
ITK	-1.63475
FBXL5	1.64825
C13orf27	-1.6235
DEFA5	-0.058
TRHDE	0.655
MTP18	-0.153666666666667
UQCRQ	0.7367
ITGB2	2.457
CSRP2BP	0.52425
TAS2R44	0.1315
PHPT1	0.585625
FAM44C	-0.4665
ERH	-0.1725
MPHOSPH1	-2.35783333333333
MORC1	-0.502
PARVB	0.003
LAMA1	-2.6535
PGBD3	0.17825
GIMAP6	4.6255
AREG	0.301666666666667
LIPT1	0.5105
MGC99813	-0.944
C1orf201	0.0906666666666667
GRIN2A	-1.079
MAN2C1	-0.901375
NSUN5	-0.9935
SF3B5	-0.04675
MYC	-0.4535625
NRXN1	-0.739666666666667
ZNF18	1.1485
SPDYA	-0.446375
SLC37A1	1.08
DECR2	0.13675
ANKRD38	-0.083875
SPTLC3	-0.904333333333333
SUPT16H	-0.993125
DTWD2	0.204
ULBP1	-1.211
ZADH1	0.751166666666667
OIP5	-2.916
IL10RB	0.151833333333333
OTUB2	0.048625
VWA3A	1.15983333333333
SPIC	0.304166666666667
OR6C4	0.732
PSCD4	1.283
DPY19L2P2	-1.5075
TRAPPC6A	0.524666666666667
C21orf2	-0.6025
CEMP1	-0.5465
LIN7B	-0.368
E2F7	-2.41733333333333
VCP	-0.25425
LAMA3	3.83433333333333
BGN	1.3435
GPR160	1.84766666666667
COCH	-4.76466666666667
GPR81	2.4845
APOBEC3F	-1.12925
tcag7.1017	-0.9075
C1orf32	0.3165
SCGB1D2	3.96975
FLJ43987	-0.334
C6orf170	0.366
KLK9	0.252
GPD1L	1.4055
VPS37B	-0.42525
ATG3	-0.0598333333333333
ADAMTS17	-0.1975
KLHDC2	-0.0163333333333333
NDUFV2	0.51
BLK	-2.79825
MATN4	-0.1195
GPM6A	4.44375
GBP4	3.3395
TMEM162	0.688166666666667
PKP2	-1.5125
HRASLS	-1.012
MMP1	-3.25025
SFXN3	0.4431
FSD1	-1.68483333333333
ST6GALNAC3	-1.81233333333333
CA12	3.3248
NCOA6	-0.0755
C19orf58	-0.4318
PPP4R1	-0.314333333333333
MAN1A2	0.560666666666667
IKBKAP	-0.9475
UPF1	0.0558333333333333
KIAA1219	0.02925
WNT16	0.2296
SNW1	-0.049625
IL18RAP	1.938
RPP30	-0.394625
CDC40	-0.111285714285714
SETD3	0.03
SLAMF6	-0.2545
ELK4	-0.329
TRIM47	0.5235
ACOX3	2.2065
TRIM6	-0.3975
KIAA0372	0.013
TP53AP1	1.33475
SMURF2	-1.4085
ADAD1	0.3335
EBP	-1.2071
KRTAP13-2	-0.2105
FLJ36874	-1.3625
TOR1A	-0.2245
P2RY4	1.0825
GPBP1	-0.05025
TRPV1	-0.673125
ADAMTS12	-0.211833333333333
PES1	-0.5191
ATG4A	0.955
MAGEA10	-4.124
WFS1	1.57925
CC2D1B	-0.321
PABPN1	-0.542625
SLC25A30	0.67975
SLCO1C1	0.941833333333333
SLC22A5	2.12775
KIF23	-2.55866666666667
SYN2	-0.774
ASPN	8.23883333333333
CENTG2	0.03175
QSOX2	-2.2037
FLJ10815	-0.826333333333333
STK24	0.18225
SPEG	-0.8515
STK10	0.3295
DACT2	-2.101
AAAS	-0.88925
SSX3	-2.06
ABCD3	0.7302
C4orf12	0.493625
PARVG	1.3745
FIG4	1.36375
C9orf46	1.9775
TMCO6	-0.674
IGHMBP2	-1.01725
DUS2L	-1.10716666666667
FAM3C	-0.0885
TMEM16D	4.82925
DCTN4	0.604
KCNH3	-0.2615
EIF2AK2	1.55375
AP1S3	1.31125
CST4	1.6835
PAM	0.1733125
NUTF2	-1.03075
CITED2	-0.0124
SLC39A4	-0.23175
C2orf52	-0.764
GRM3	0.12
C12orf49	0.924625
CCDC49	-0.6574
GRAMD1B	-0.9855
FNDC4	-0.2955
SIAH2	1.7
GDPD4	0.10325
C21orf87	0.83825
ATP5A1	0.515333333333333
C16orf63	-0.403625
LOC388135	1.00616666666667
ATP5J2	-0.426625
MMP3	-1.37275
EMID2	0.2635
CRHR1	0.32075
WDR70	-0.402
C13orf31	2.291
ZFAND1	0.562
CCL18	3.53433333333333
C3orf49	-0.898
RINT1	-0.522
KIAA0408	-1.83316666666667
F13A1	3.8052
SLC10A1	0.593166666666667
OGN	2.256
GIPC2	-1.43883333333333
XPO6	-0.601
LCE1A	-0.02
FMR1	0.3286
LOC374920	-0.45875
DUSP3	0.768875
ANKMY1	0.4215
C7orf50	-0.35075
BBS9	-0.4915
UNC119B	0.2405
C9orf72	0.03525
MGC35440	-0.25775
ENTPD6	0.2055
PPP1R2P9	0.56
ERCC4	0.18825
FAHD2B	0.0045
HMHA1	0.0525
HACL1	0.03875
RAD23A	-0.633666666666667
FAM83B	-1.9465
PPP5C	-1.44616666666667
RNASEH2C	0.4275
C9orf153	-0.61325
SCAMP4	0.412375
GHITM	0.5911
NDUFB7	0.101875
ADCYAP1	-0.124
SP110	2.2725
MAP3K7IP2	0.2225
DHH	0.306
AGRN	0.343214285714286
WDR33	-0.126833333333333
CEP290	-0.613
PRPS1L1	-1.4385
KLRA1	-0.1815
GPR97	0.1535
CHD7	-2.27541666666667
TLR10	1.91725
SLC30A8	6.0455
HIC1	0.723833333333333
IAPP	0.015
RXFP4	0.46625
GP1BB	0.61625
SHQ1	0.4365
NKX2-3	0.251
API5	-0.16775
FTHP1	0.407
MOV10L1	0.425333333333333
TRIM6-TRIM34	2.2855
ADHFE1	0.662
FAM117A	0.091
DDI1	-0.2375
CDON	1.05166666666667
TRIM73	-0.7255
IGKC	3.7035
MMP14	-0.72325
DYNC1LI1	-0.087625
C11orf66	1.19925
TRBV3-1	-0.89825
FASTKD5	-0.16225
BIVM	-0.52875
LHX4	-0.277666666666667
CXCL2	-2.3665
RAB2B	-0.496333333333333
IZUMO1	-0.52125
MAP3K15	-1.3875
FAM19A2	0.215333333333333
ZC3H8	0.1455
ZMAT1	0.914125
SPINK5L3	-2.89
SLC10A6	1.0825
APPL2	0.12725
CARD10	0.0656666666666667
LOC402176	0.06775
EEF1D	0.8988
RAB6A	0.2087
C12orf5	-0.112875
PAPOLG	0.69575
MSRB2	1.67425
BCR	0.0798333333333333
PUS3	0.322
TIAM2	-1.0195
ZNF317	0.0396666666666667
CHD2	-0.077
FZD5	-1.76918181818182
NUDT8	-1.03475
ZNF763	0.124
PRC1	-2.263
ABCB9	0.654666666666667
SPATA3	0.54975
TRAK2	1.494625
STAB1	3.709625
LRRTM2	-0.443666666666667
psiTPTE22	0.663
DBI	0.32025
SERPINA11	2.7535
NAT5	0.58
C20orf58	-2.6025
RPS6KA4	0.248833333333333
FLJ90650	-0.25725
TGFBRAP1	0.10925
CHRDL2	2.410625
FAHD2A	-0.303666666666667
CNTN1	-0.25475
BBS4	-0.1813
TMEM181	2.09325
MINPP1	0.01375
MPHOSPH6	-1.20491666666667
HOXC10	-1.8757
ITPKB	-0.005375
CLPTM1L	0.0255
MEOX2	-0.1675
ATP6V0C	0.155625
PRPF8	-0.639166666666667
TMC5	4.414
FKBP3	-0.18675
PLEKHB2	0.153375
OR4D6	0.27
ZNF544	-0.2358
D2HGDH	-0.535625
RPL18A	0.1197
HEL308	0.005125
MPP6	-1.4435
TCERG1	-1.9975
KRT16	-1.85666666666667
KLF17	-0.5825
KLF5	-3.104
CDR1	1.9185
VCX3A	-5.4495
FBLN2	1.131125
C14orf104	-0.018
HBE1	-5.1396
OR4S2	0.086
C1orf108	-0.894
ROBO4	3.68
CPEB4	0.625125
C11orf80	-1.9185
BCKDHA	0.855666666666667
MYOC	1.3475
GIF	-0.2605
CKMT1A	0.392
RPL3	0.9084
THBS1	2.80075
APOO	-0.3965
ARMCX1	2.1215
HSZFP36	-0.04225
SNAPC5	-0.1225
EIF4ENIF1	1.244
ZNF433	0.43275
TNFRSF21	-1.993375
TMPRSS7	0.5945
SPATA18	2.5425
HPDL	-3.149
MKL2	1.1667
TBX3	1.10261538461538
C21orf93	0.543333333333333
DAXX	0.11975
ELMO1	0.311125
RGS13	1.59416666666667
TAF11	-1.31225
UNC13A	-1.50425
LOC653314	0.1531
ORC3L	-0.8175
IMAA	-3.8735
TARBP2	-0.76975
CABIN1	-0.3334
TRIOBP	-0.1605625
HIST1H2AC	1.25225
RGS22	3.54666666666667
NCOA1	1.09166666666667
IL25	1.6935
SNCG	-0.452
GPR6	0.215
AMDHD1	-0.17
CHEK2	-1.2545
C6orf142	-0.657
DRD4	0.264
C14orf68	-0.99175
GDF11	-1.5085
SEMG2	-0.223
CD247	-1.5405
CDAN1	-0.862
RBMX2	-0.2175
TGS1	-0.84925
OIT3	1.41275
SYF2	0.89975
MCM4	-3.180125
PKHD1L1	-0.754125
CEP192	-1.11883333333333
IFT88	1.16975
RPL9	0.692714285714286
RAB32	0.17925
DDX43	-1.48475
P2RX2	0.502333333333333
OR5D18	0.1905
UBE1	-0.19175
SLC24A1	0.7775
ARHGAP5	-0.47775
CETP	-0.063
KIAA1731	-1.01916666666667
SLC9A4	0.7775
PTPN6	1.12275
BAHD1	-0.0955
GRIK3	1.3475
CACNB2	2.0154
PDE10A	-0.77775
DGCR14	-0.13175
PCDHB9	-1.332
RHOQ	0.407333333333333
MAP3K4	-0.60225
KTI12	0.183166666666667
RPL23AP13	-1.89
GNG11	-1.0905
CLCN3	1.57333333333333
GPAM	-0.302625
VSTM2A	1.709
SLAMF7	2.81116666666667
INTS2	-0.81275
PPP2CA	0.3202
LRP12	-1.40586666666667
SEC14L2	2.783
DKFZP586H2123	3.03525
MC3R	-0.2625
CIRH1A	-2.4165
HIST1H2AB	0.561
POLH	-1.0255
MGC16703	0.395666666666667
SNAPC2	0.745
FILIP1L	0.542
RASGRP4	0.531
LRRC1	2.178
GAS1	0.11575
PRAC	-0.92675
DGKA	-0.844333333333333
NT5C3	-0.499
PEG3	-4.33758333333333
NADK	-0.38075
PRR17	0.618
LOC374569	-0.55975
SGSH	0.3185
NLRP8	2.265
GALT	-0.5278
MCF2	-1.5905
ZNF263	-0.44275
TACSTD1	1.69933333333333
TYR	-6.2921
ATP6AP2	1.33575
RNUXA	-0.15425
ABHD10	0.9079
GDPD2	-1.004
SLC35C1	-0.16275
UBE2A	-0.117125
HERC5	1.0075
FAM112B	-4.02666666666667
FBXL16	-0.18525
DKFZP434A0131	-1.27175
ELA3A	-2.1545
RBM41	-0.705625
HAO2	0.0593333333333333
RNH1	0.220125
SHANK2	0.989166666666667
OSBP2	-1.736125
DAK	0.308833333333333
C3orf58	-0.598916666666667
TCL1B	-1.079
KBTBD2	-0.71625
SUGT1L1	1.4905
UBE2E2	-0.576333333333333
MYL9	2.083125
CDC23	-0.849333333333333
PBXIP1	1.3422
CXorf40B	1.099
NBL1	-0.601
RTBDN	0.3265
RAB11FIP5	0.903
TTTY13	-0.0055
SCOTIN	0.55325
SOHLH1	-0.8935
CDKN1A	0.123857142857143
NCK1	0.1835
ZNF550	-0.185
SAPS3	0.30525
SPIN3	0.487666666666667
MAGEE2	-0.2085
MIS12	-0.669666666666667
OR8H2	0.2735
KIAA0774	-0.182333333333333
UNC5D	-1.5175
CUL7	-0.1015
LIPC	-3.0185
DIO1	4.58325
C20orf11	-0.2347
CTRL	-1.01875
HS3ST2	2.985
PAK4	0.501166666666667
CCRL1	2.7325
RNF10	0.3495
ZNF567	0.26975
ZNF660	-2.988
TCEAL3	1.59175
MAGOH	0.602166666666667
CENPB	0.180666666666667
C19orf7	0.61875
LOC388965	1.132
ZCCHC13	0.288
JMJD1A	-1.2938
HIST1H4H	0.8135
TBRG1	-0.7303
GPC3	-4.28475
TAF1C	-1.0535
EBNA1BP2	-0.527
CIAPIN1	-1.146
PDGFRA	-0.901277777777778
CSTB	-0.026875
CENPI	-2.29966666666667
GTF2E2	-0.755166666666667
RPP21	-0.2935
CCNF	-1.60133333333333
KCNQ3	1.6185
FAM79A	1.21275
SLC22A12	1.053
NOVA1	1.578
FZD3	0.3784
AKAP8	-1.001
SOCS5	0.099
CFDP1	-1.22475
DLG5	2.09425
PGM5	0.314916666666667
C1orf144	0.423666666666667
HDAC10	-0.999
RND2	-0.67575
C20orf199	-0.823
RNMT	-0.8125
SLURP1	-0.00412500000000001
ASTN1	-0.710375
SH3BGR	1.7955
MYCL1	-1.2965
ZHX1	0.313666666666667
CENPK	-3.39325
FOSB	0.3223
LOC643406	0.823625
C2orf59	-0.78875
TMEM135	-0.0905
SLC27A2	-2.3035
KRT33A	0.804
OVOL1	0.916571428571429
PAMCI	-3.12083333333333
S100A7	-2.06
ZNF789	-1.879
HARS2	-0.37725
RPL23A	0.147166666666667
TCF23	0.19075
UPF3B	-1.641
C17orf78	-0.0965
HLA-DOB	0.6515
C14orf142	0.535166666666667
TEKT5	1.335
DMWD	0.08
POLD1	-2.157
GSCL	-0.282
CALD1	-0.7786
SCRT1	0.453666666666667
AIG1	0.754
UNC84B	-0.3465
ZNF404	-0.8095
TMED6	-3.17525
KIAA1462	0.036
LRRC27	1.77916666666667
PYGO1	-0.1985
PIGU	-0.919166666666667
ALAS2	-3.80066666666667
WRNIP1	0.16875
CNNM3	0.0005
ZNF2	0.2785
ST3GAL5	-0.358166666666667
MRPL23	0.004
TSSK6	-0.7645
PSMA6	-0.2365
C16orf70	-0.52525
KIAA1602	0.33
ALMS1	-0.238
DCN	2.011625
TMEM132D	-1.557
SUCLG2	1.08075
ABHD14A	1.6075
DEXI	0.316
AMPD2	-0.783
IFNAR2	-0.230166666666667
CYB5A	2.945
TLOC1	1.276
NXF5	-0.109666666666667
NRBF2	-0.13275
KCTD3	1.37525
ITGAE	-0.883666666666667
SLC30A3	-2.1215
ZRF1	-1.196
IFRD2	-0.057875
XAB1	-0.43125
PYCR2	-0.0551666666666667
SERPINB3	-1.7495
TMLHE	0.6257
GEFT	-1.372125
ABCA5	0.83125
EMR4	0.294333333333333
TSFM	0.32325
HIST3H2BB	0.04325
ARHGEF19	-0.29425
TSPAN17	-0.0613333333333333
ABCC8	5.603
MAP1S	0.1615
C22orf36	-0.2665
BNC2	-0.798642857142857
HIST1H4A	-0.43975
NDUFS3	0.329166666666667
WDR3	-0.353333333333333
XKR4	-1.32025
TTC33	0.401928571428571
STMN2	5.1265
CPN2	-1.085
HSPC105	0.431125
PCOLCE2	-2.62625
C3orf55	1.995
KLHDC9	3.23983333333333
TBC1D23	0.037
ATXN2L	-1.54683333333333
MAP2K3	0.106666666666667
SCAP	-0.481
ZNF486	0.235333333333333
C20orf96	-0.5675
NARS	-0.197
ADAMTSL1	-0.7185
PRCC	0.116333333333333
CCDC126	3.538
ZNF675	-0.51825
CALCOCO1	0.45025
ANKRD43	-1.04725
CWF19L2	0.039
ZBTB32	0.654666666666667
BRAF	-0.1615
ODF4	0.87225
MGC14376	0.261333333333333
HORMAD1	-2.6384
AAK1	0.0538181818181818
PEBP1	0.780166666666667
TNFSF5IP1	0.0775
DKFZp564N2472	0.35925
RMND1	-0.0035
IGKV1-5	3.93425
COL1A2	1.84916666666667
SERPINA5	1.45025
AANAT	1.4565
C19orf21	-1.5105
GEMIN5	-0.8475
UBR4	-0.701833333333333
LTBP3	1.51316666666667
AMHR2	-2.591
PROCR	1.18125
MYBBP1A	-0.90425
C20orf39	-0.449833333333333
ZNF697	-0.508
PASK	-1.049
ZNF776	0.296833333333333
RFXDC2	0.09325
KIAA0467	0.01375
C10orf96	-2.272
ZNF503	0.6945
GULP1	0.21625
KCNE4	3.429
DKFZp434K191	-0.737875
LOC196913	-0.893
BHLHB4	0.772
CH25H	0.359
LOC81691	-1.2745
ALPL	-0.220785714285714
COL12A1	2.3725
FOLR3	-2.637
GPR123	0.122
TRIM62	0.845785714285714
ABLIM1	0.712333333333333
MAST3	0.13725
RHBDD1	0.727333333333333
LOC338809	0.2155
RYBP	0.394
TTC26	0.298125
ZNF22	-1.19466666666667
ISCA2	-0.147
RDM1	-1.6385
PIGM	1.00975
GNB3	-1.1915
ACTR2	-0.0185
HMGB1	-0.4913
EDG1	2.7855
SOAT2	-3.44725
OR10AD1	0.8025
RAP1GDS1	1.43791666666667
LCE1F	0.56
ESM1	-0.006625
RCN3	1.00425
CREBL1	-0.54775
DBNL	-0.683833333333333
PTGER3	2.465625
USP30	0.246
BCL2L12	-1.363
KIF26B	2.4965
ZNF416	0.805
ZNF225	-0.4735
C17orf70	-0.43125
ZNF554	0.95575
RAE1	-1.676
TNIK	0.7575
ACTN3	0.2555
MGC45922	0.6125
CCNA1	-1.28583333333333
RYK	0.382833333333333
IL26	0.2365
LRP3	0.605833333333333
QARS	-0.059
SOX7	0.542642857142857
BID	-0.403625
OR2S2	0.55
CXCL14	4.66375
C11orf47	-0.881
MGC29891	1.271
HSPB8	0.6459
PRDM14	-1.2535
NUFIP2	0.505
MNAT1	-0.40675
ZDHHC2	1.30841666666667
MBNL2	0.803625
ADD3	-1.773375
CSNK2A1P	-0.9925
KLK6	-2.468
TMEM111	1.0118
KIAA1279	0.80975
NUBP2	-0.302166666666667
RAB42	-0.93575
ID3	-1.1395
TM9SF1	0.8295
MDP-1	0.19125
POU4F2	-0.01475
IQCK	1.05325
C16orf14	-0.578
CAPN3	-1.66375
FAM43B	0.194875
RECQL	-1.096
AP1G1	-0.3935
CTNNBL1	-1.20733333333333
ECHDC1	0.204
SMARCC1	-0.8951
FOXQ1	-2.192125
GNAI3	0.0351666666666667
POLG2	-1.723
CD4	1.209625
ITLN1	-1.2935
EBI2	4.1485
IRF1	0.15375
PTPRE	3.0249
PTK2B	-0.235
NXNL2	-0.4125
SOX4	-1.95355555555556
TSPAN3	0.643833333333333
SH2D1A	-3.0015
C8orf58	-0.563666666666667
USP20	-1.148
DUSP22	-0.401916666666667
CALB1	-2.54783333333333
L3MBTL2	1.52983333333333
MCRS1	-0.699
TMEM118	-0.624166666666667
C18orf8	0.433333333333333
FLJ10241	0.153375
GJA12	0.645
PKD1	-0.842166666666667
ZFP3	-0.07
JAM3	-1.632125
LAPTM4A	1.4393
DIRC2	0.85975
KIAA2022	1.05533333333333
MYOM1	0.4545
TRPM8	-2.7705
MOP-1	1.3225
PHKG2	-0.234
ZNF650	1.001875
KIAA1522	1.383375
PSG8	-2.31733333333333
DDX19B	-0.9015
MOBKL1B	0.59475
DIAPH2	-0.80825
PTPN12	-0.19575
CLN8	0.1209
CRYZL1	0.116666666666667
CRY2	0.107416666666667
FCGR2B	3.47183333333333
