Hybridization REF	TCGA-BH-A0DL-01A-11R-A115-07
TCHH	1.283
C3orf30	0.124833333333333
LOC285636	-0.5235
PAIP2	-0.60775
CYP2U1	-1.01125
C12orf34	0.073
SARS2	-0.338
ZCWPW1	0.93875
SAMD12	2.45325
KIAA1430	-0.528
ACAT1	-1.98875
MEOX1	0.610833333333333
ADAMDEC1	8.1175
PHKA2	-1.38425
CARD11	-0.375833333333333
CALML4	-0.442
TSSC1	-0.54525
TMEM45A	4.19188888888889
MPP7	-0.025625
POU1F1	-0.2725
SLC2A13	-1.8029
FBN2	-1.14028571428571
ZC3H7A	0.1541
LAIR2	1.41275
ST3GAL1	1.19066666666667
LCT	-3.21375
GEMIN8	-0.412666666666667
KLF16	1.0792
HIF3A	-0.0846
FAM44A	1.46492857142857
AQP10	-0.691
PLA2G2A	-1.4925
FOLH1	1.20116666666667
C20orf186	-0.1015
MAPKAP1	-0.960375
SPRR2D	4.6275
UBQLN4	-0.0181666666666667
RSHL1	0.494833333333333
PIAS3	0.506
MRPL24	0.46575
GREB1	-3.222875
FAM27E3	-1.434
NUP62CL	-0.4675
NEUROG3	1.9315
REEP3	0.86525
MARK1	2.5735
LMBRD1	-0.2175
PRPF19	-0.513
PNMT	-1.555
CTGLF1	-0.9
SLC25A16	-0.31425
EIF2B3	-0.4025
RPA2	0.414
PAK6	2.27516666666667
CCDC26	-4.074375
SEMA3E	1.07775
MXD4	0.1761
TNFSF10	5.0193
SMARCB1	-0.326166666666667
DTX3L	2.73666666666667
PLA2G4E	1.055
PPAP2A	0.30675
ULK1	0.507333333333333
TAS1R3	0.305
SLC2A3	-2.56618181818182
ARID3A	-1.5625
GNG5	0.29
ACOX1	0.8739
KIF5B	0.44375
NUP153	-0.815
MUC7	0.059
CSDE1	0.611428571428571
CLPTM1	-0.22675
C3orf23	-0.940125
LRRC17	-3.48416666666667
TTYH3	0.18175
ATP5B	-1.357
ELF3	2.6455
CPSF3L	0.458833333333333
ZNF665	0.1925
TLR6	1.6898
GPI	-0.50225
RAD9A	0.339875
NDST4	-3.05675
AGPAT3	0.720416666666667
MAGI3	2.2875
ADORA2A	0.287875
CACNG7	-0.087
CAMK2D	0.865785714285714
CCHCR1	-0.3995
RPS27A	-0.31725
OR10G7	0.29
GCM2	-0.3105
FAM135B	0.5609
E2F1	-0.2145
PLCB3	-0.1965
OR2AE1	0.2925
COIL	-0.351666666666667
CDC25C	-0.779
RAB11FIP2	0.00174999999999999
TSC2	0.325
CTGLF5	-1.1255
CCDC108	0.0432
OR13C4	0.32475
C10orf81	5.59125
PTPRB	0.65875
ACP2	0.927
LAG3	2.83175
MRPL54	-0.41775
LOC201175	1.7985
ITGB1BP3	-0.9715
SPTAN1	-0.0878333333333333
SIPA1L2	1.351
RCAN2	-0.774
CDX2	-0.869
ECOP	3.06625
ACTR1A	0.434571428571429
PPARG	-1.4955
BBS10	-0.1245
TMEM44	-1.665625
BPIL2	-0.371
CITED1	-1.89675
IRF6	4.975
PRDM4	-0.116
RRP9	-0.760333333333333
OR10H4	0.2735
IL31RA	-0.22175
GNB1L	-0.539166666666667
MYBL2	-0.67825
ZNF407	0.516833333333333
PPIG	0.423
TTC18	1.161
RPSA	-0.8775
MAPT	-0.557
MRE11A	-0.237214285714286
C8orf37	-0.251666666666667
RASGEF1C	-0.489166666666667
STBD1	-0.337
CTAG2	-0.325833333333333
MGAT5B	-2.09983333333333
ECM1	-0.53075
RLN1	-0.671
PARP14	2.654375
EPB41L1	0.6206
HOXA3	-0.02925
MAGEA9	-5.68375
RPS8	0.09
RPS19BP1	0.1205
FOXJ2	1.034
C10orf76	0.1555
IL17RE	-0.043
C10orf65	-2.9735
ZNF343	0.379333333333333
FBXO33	-0.10675
UHMK1	1.2142
LY6G6C	1.1885
FGF19	-2.07175
C14orf128	0.622666666666667
IFIT2	3.516625
TIGD1	0.549
S100G	-0.078
GUCY1B3	1.5125
NR3C1	-0.1389
CORO1B	0.438666666666667
PARP11	0.13175
DNALI1	-0.723833333333333
OR4N4	0.248125
MAP2K6	-0.454833333333333
FSTL4	1.0465
ANKRD47	0.922
TMEM171	2.3075
PNLIP	-0.33825
YY1	0.344666666666667
CCDC138	-1.277
AASDHPPT	-0.3559
CKS1B	0.794
MCM3	-1.43766666666667
ANAPC7	-0.359666666666667
FAM110A	2.548
CDC37L1	0.4785
THTPA	0.7905
NBPF20	0.8435
WDR24	0.479
NPTX2	-2.13925
CBLB	0.608
CETN1	0.707166666666667
RPUSD1	0.34725
FAF1	0.1805
CDK6	-0.8593
HMX2	0.018
CSK	0.575833333333333
TEAD2	-0.06475
SNAP25	-0.71025
TUFT1	1.5142
TMTC3	1.1615
LCK	-0.7525
SGOL1	-0.6155
AKTIP	0.92025
FURIN	1.75325
SOX12	-1.39316666666667
DEFB103A	2.34325
RAMP1	0.79175
KIR3DX1	0.7535
GAS2L3	-0.213
PDE8A	-0.6767
EDN3	-0.8625
GMIP	1.4225
SF3A2	1.95675
FN3KRP	-0.6365
SMAD7	0.242
RHBDD2	0.9675
OR11H6	-0.06
PPP1R3B	0.2438
C9orf23	-0.16975
CADPS	-2.66775
GOLGA8A	-0.713375
TMEM57	0.848333333333333
RGL3	-2.446
S100A14	3.8945
FGFR2	1.04125
XRCC3	0.1485
RTN4RL2	0.8735
MGC3771	0.592
GH2	0.603833333333333
BTBD2	-0.17925
LMO2	-0.37825
RDBP	-0.487875
ACRBP	-0.7365
AMY2A	4.17725
DUOXA1	3.031
PTK7	0.666
TWF2	0.2245
FAM80A	-0.148
TNNI2	-1.77183333333333
GLT25D1	-0.260166666666667
OCC-1	0.3725
CYC1	-0.003
RPL22	0.244136363636364
MORN3	0.602333333333333
DISP1	0.48475
PRB2	0.2575
CHUK	-0.205
HR	2.552875
CCDC134	1.786875
DENND4B	-0.07525
C14orf130	-0.120875
RAB33A	-1.05675
DCST2	0.6745
TNMD	-1.9585
PEX7	0.24575
FAM62A	-0.22525
SRD5A2L	3.02875
IL22	0.073
RPS26	-1.32866666666667
HOXC5	-0.771
SPATA6	1.60825
FLJ38482	-0.622
ZNF234	0.768
C18orf22	0.92975
SPATA22	0.60725
THOC1	-0.1505
CYP7B1	5.323
KCNC3	1.97075
C8orf42	-1.671
ALDH1B1	-1.3345
CCDC100	-0.8827
ARMC4	-3.94625
FAM18B2	-0.4035
SLC44A1	0.345875
FBXO17	-1.5625
C6orf107	-0.17575
C19orf29	-0.19325
ZC3HAV1L	0.31925
PARP6	0.7496
SULT2A1	-4.45775
C1orf159	0.67625
TMC1	0.88725
CHST14	-0.221125
GAMT	-1.35
SMCP	0.191333333333333
TSPAN33	2.13591666666667
MIDN	0.098125
NOX4	1.33875
RNASEN	-1.1186
TBX1	-0.258833333333333
SALL2	-2.0015
C10orf35	1.222
CYP2E1	1.643625
LRFN2	1.46916666666667
ACO1	-1.72733333333333
IQCG	1.3605
MEGF9	0.75475
TM7SF4	3.967
PLEKHA1	1.617
STK33	-3.07325
C1orf210	3.0075
SNUPN	-0.3196
KIAA0406	-0.8577
C20orf29	0.6445
TMEM55B	0.194
OSTM1	-0.6320625
CLCN7	0.491
OTP	-0.33875
FLJ23049	-1.096
HEATR4	0.269
MAP3K10	1.51733333333333
PCDHGA9	0.229
AMDHD2	1.60325
LCTL	-2.5985
PDCD2L	-0.60625
CABLES2	-0.2495
SLC5A9	-0.273
CLCA2	6.524
MGC16025	1.594
STRAP	-1.41183333333333
C20orf196	-0.2985
RRBP1	0.800333333333333
NAT13	0.21975
MAT2B	0.496625
CSNK1D	-0.08
KIR3DL1	0.7345
PRKAG3	1.6505
ZNF599	-0.375
PRM3	1.228
PER2	0.857166666666667
ASPHD1	-0.8285
PRMT6	-0.7615
KCNE1L	0.225428571428571
FAM118A	-1.38383333333333
TAF4	-0.2025
NDUFB6	-1.23375
TRIM9	-1.05983333333333
PMFBP1	0.5645
KY	0.482
DKFZp762E1312	-0.943727272727273
CSMD1	-1.92575
TBP	-0.628
OR1Q1	0.283333333333333
RETNLB	0.053
HPGD	2.94142857142857
DNAJC12	-2.87916666666667
FKBP1B	-2.56875
ANKRD24	-0.788833333333333
CXXC5	0.742833333333333
IL3	0.192857142857143
DRAM	1.0146
PTCH1	-0.735625
TP53BP1	-0.04575
SLC17A7	0.87125
COL25A1	-1.7963
AMACR	-0.306
RHCG	4.005
VPS13A	0.264166666666667
FAM55D	1.5025
PRPF38B	-0.131916666666667
OSBPL6	-1.238
PFDN5	-0.093
CMTM6	1.8375
KCNK12	-1.4325
RP2	-0.42125
C16orf52	-1.211
PICK1	0.606
IFNE1	-1.66766666666667
SEMA4B	2.127
TYRO3	-0.8465
OR12D2	0.1615
CSNK1A1	0.8396
FANCF	0.01875
LONP2	0.606375
TBL1Y	-1.41875
LDOC1L	-1.405875
CCNC	-0.72975
C3orf60	-0.59175
CHKA	-1.122
UBAP1	-0.045
MAP3K1	1.9215
ANKRD9	0.877
FAM92A1	-2.34566666666667
GAB2	-0.220375
AZU1	-0.51875
DIS3	-1.20408333333333
C21orf109	-1.20975
IQCB1	-0.5405
SPATS2	-0.799166666666667
EFCAB3	-0.2135
PRB3	1.00675
FUZ	-0.139333333333333
ZNF813	-0.087
BMPER	-1.6475
HEG1	0.15825
ALS2CR11	-2.42875
SURF2	0.4995
PSMC1	0.558
OR2D2	0.7545
SLC7A8	-0.493
C4orf40	-0.2005
SPATA7	0.208
MAZ	0.285
PIN4	-0.64725
PDE1A	-1.7465
TAF6L	0.385
OR2T34	0.236
KIAA0284	1.36325
ACADS	-0.0438181818181818
MKRN2	-0.9745
C18orf56	-0.97025
MS4A6E	0.1365
GALNT4	-0.1798
C22orf31	1.047
FLJ36070	0.7405
PSME4	0.56925
TFG	-0.1057
EPHX2	-0.08725
ANXA5	-0.467375
KRTAP1-1	-0.556444444444444
BATF	2.37925
KARS	-0.861
MSTP9	-1.064
GPR26	1.466875
CCDC72	-0.358
TEF	0.454333333333333
FOXK1	-0.2001
PRLHR	0.2675
EMX1	0.52425
C11orf30	-0.1275
ICK	0.04
THSD7B	-0.267
C21orf100	-1.696
DUOX1	3.0845
EFCAB4B	-0.6085
UBE2G2	-0.466333333333333
C3orf54	1.8725
PARP1	-0.6065
FAM60A	-0.522416666666667
C6orf146	0.2775
OR9K2	0.1695
DDX55	-0.732166666666667
RPS15	-0.117166666666667
ZNF618	0.5965625
DKFZp686D0972	-0.4095
SSPO	-0.949
SHFM3P1	0.403666666666667
CPA6	-1.96325
JAG2	0.4865
DEFA3	2.0415
PPBPL2	0.2805
CD34	3.299375
SLCO4A1	-1.313375
AFG3L1	-0.461333333333333
SHD	-0.563
RP13-122B23.3	-0.399
PRKCSH	-0.475
DPH5	0.120166666666667
HLA-F	2.338875
TBC1D4	-0.62075
RIG	-0.0101666666666667
GLUD1	-0.803333333333333
HNRPCL1	0.1805
HBXIP	-0.254
RNF207	-0.4845
APIP	-1.12025
PLA2G3	0.473333333333333
CCDC84	-0.88925
MYLIP	0.00369230769230771
PHIP	-0.219
AARS2	-0.690833333333333
DHX32	0.32825
SCAPER	0.456
MEN1	-0.08825
NIP7	-0.10625
FLJ25404	0.573
FASTKD3	-1.12175
TMEM158	-1.58383333333333
RARA	0.15925
BDH1	-0.0525
ANKRD16	-0.0705
CARM1	0.804
SS18	0.3075
IKZF2	1.68666666666667
MYD88	0.379125
PML	2.02435
TAF1A	-0.09425
CBFB	0.234375
HIST1H3H	-0.563666666666667
C7orf29	-1.28375
COMMD4	-0.399833333333333
DPP3	-0.85025
DAB2	0.42975
LOC388882	-0.604
YPEL4	-0.917
AGBL3	1.56425
LRP6	0.0036
SERPINH1	-0.705083333333333
TLE1	-0.79825
CD244	2.1515
ZDHHC15	-1.785
MGLL	-0.0979
PLDN	0.270666666666667
LOC654346	2.069
FAP	1.251
GPR37	-0.291833333333333
SCARA5	-0.252166666666667
EBF4	0.989363636363636
LSM6	0.1265
MLLT1	0.059
SLC5A12	0.26775
A2BP1	-1.3255
COPS5	0.0835
TPM4	0.464928571428571
TNFSF4	0.211333333333333
ACADSB	-0.413555555555556
HERPUD1	0.3785
BCL2L11	0.400166666666667
CEP78	-0.894375
CDCA3	0.16425
WBSCR19	-0.0452
MYO1A	-1.3775
PPEF1	0.7515
LOC440348	-0.5985
CPEB2	0.386125
BPTF	-0.512083333333333
RPL21	-0.1128125
GSX2	0.0255
ADPRH	1.69183333333333
C17orf68	0.0601666666666667
KCNS1	1.14733333333333
MLLT6	0.1921
PIWIL4	0.48
RNF26	-0.12175
RAP1B	0.203875
ADAMTS1	-2.2966
ZNF571	-0.02575
P2RY6	2.387
TRIM21	1.22566666666667
CADM3	0.80225
NLRC5	2.25716666666667
ADRA2B	-0.348833333333333
LOC90835	-0.428875
PCF11	-0.5065
LOC400451	-1.43075
GLTSCR1	1.4807
C17orf88	-0.058
CDH16	-1.51075
FGF7	1.342875
PCSK4	-0.635
NPC1L1	-1.469
TAT	0.20675
TBCA	-0.72225
MGC33407	0.2355
GPR115	2.790375
CYGB	-0.312
FNBP4	-0.876833333333333
C12orf43	-0.28375
CBL	0.6944
CLECL1	2.557
PPAPDC1A	0.11625
WDR25	-0.1255
SGCA	-0.1125
C22orf29	-0.055
YIPF1	0.74975
GALK2	-0.1235
RAB3B	-3.092
LOC440087	-1.40475
UCP1	-1.5275
REEP5	0.372125
FADD	0.8851
FOXA1	-4.129125
CACNA1A	0.631
ABI1	0.463166666666667
GRIN2D	1.96175
SLC1A4	-0.282
LOC401127	-0.06125
HINT2	-0.25275
PLD4	0.352666666666667
ZNF286A	-0.678
ENY2	-0.14825
IL1F6	0.363
PXDNL	0.12325
C20orf79	0.484
TNFSF13B	4.2045
DENND3	1.24375
JARID1D	-3.1095
HIST1H2AK	0.0177499999999999
LOC93349	1.0255
SSH1	-0.4099
ENSA	1.2755
LOC219854	0.500166666666667
CKAP2	-0.9362
DKFZP564J102	-0.774
MGC87315	0.5355
HNRPAB	-0.2
AMH	-1.601
ZNF526	0.6995
BRUNOL5	-0.4393
CACNG3	0.1945
TRPM1	-2.939
PPP2R1A	-0.00212500000000003
COL2A1	-1.7435
DDN	-0.497666666666667
FLJ25770	0.486083333333333
HK2	0.553928571428571
ELOVL6	-0.959125
MDK	-0.5595
EPHX1	1.228
RASSF2	0.7215
DKFZP434B0335	0.86375
DLX3	-0.16525
PRTN3	-0.8215
AVPR1A	0.0325
C21orf125	-0.285
TNFAIP8	0.382
GNB2L1	-0.7665
CALCRL	2.0065
SCGB2A2	3.56866666666667
UBXD7	-0.21925
ZNF674	-0.6205
TMEM35	-0.993625
BRSK2	-1.089375
HECTD3	0.618833333333333
TMEM188	0.0669166666666667
LGALS9	2.5105
SCARB2	0.7175
USP34	-0.1275
C17orf28	-0.543916666666667
ZDHHC23	-1.5755
AQP12B	0.204
SLC16A3	-0.451
APLP2	0.06325
ITIH2	-4.38625
MICAL3	-0.48125
TNNI3K	-0.0316
HDAC2	-0.38875
PRR7	0.7735
THBS2	-1.5235
LOC751071	-0.2765
CA2	2.95733333333333
RANBP17	1.495
RLN3	0.0395
CRYZ	-0.589333333333333
GBAS	3.1245
TAS1R1	-0.62175
MPZL3	1.8175
PCDH8	-0.60625
HSP90B1	-0.29625
KCNK15	-1.019
TNIP2	1.03833333333333
GPR146	-0.9105
NOL6	-0.236125
SPC25	-2.37233333333333
STEAP2	0.831142857142857
VAMP3	0.765166666666667
TCIRG1	1.42575
ZP4	-0.482166666666667
PARL	-0.237375
TRIM39	0.0378333333333333
KIAA1305	1.553
CRNN	0.0363333333333333
GRN	1.663
HSH2D	-0.4215
SCAMP1	1.074
KIAA1913	0.5835
PTS	-0.99575
BANP	0.576142857142857
PRKACG	0.37825
ADCY6	0.157833333333333
C16orf46	-0.2375
CYP51A1	0.460625
DDC	-3.3835
ANPEP	0.138166666666667
PROM1	4.894
SIGLEC10	3.52675
COPG	-0.13
FAM26E	0.725
TRIP4	0.63875
SNX3	-0.0426666666666667
C1orf175	1.32633333333333
PPY2	0.11425
C14orf152	0.4785
FTSJ1	-1.133
DST	-0.75735
LOC554235	0.209
GLRX5	-0.27275
C20orf12	1.4536
CAB39	0.727166666666667
MSH2	-1.87133333333333
PIP4K2C	0.70475
CYLD	1.80475
WTAP	0.373125
MGAT4A	1.757
TSC22D4	-0.116
CHRM2	1.281
PPYR1	0.553
CCNH	-0.987833333333333
RRM1	-0.94825
ECAT8	-2.75725
LOC400120	-0.48375
GABRA4	-0.076375
C14orf4	1.2745
C1orf59	1.211
CTDSPL	-0.202916666666667
NHEDC2	-1.7595
PDE11A	-2.6540625
KLHL29	-2.49925
CD5	0.3212
TSPAN9	1.6276875
WDR67	-0.638
THUMPD1	-0.2369
C18orf17	0.6475
CLYBL	-0.213166666666667
FLJ13231	-0.81125
CMBL	-2.30525
LECT2	-0.2745
NKAPL	1.3785
LOC654780	1.5925
OR4C6	0.0305
RAB30	-0.978666666666667
TSSK4	-0.115
TMEM163	1.937
OSBPL11	1.2045
GNB5	-0.0461666666666667
CCL21	1.12175
C1orf121	0.681333333333333
FMO2	2.87383333333333
RPTN	1.4115
MSTN	0.0835
VCL	-0.564357142857143
FYTTD1	0.01075
C11orf1	0.0285
CCDC88C	0.752
HFE	-0.445055555555555
MOGAT1	0.1965
FAM125B	-0.238
IRGQ	0.2665
RAVER2	0.21075
AKAP5	-1.6195
SSSCA1	-0.121
C11orf63	-0.676125
ACTG2	-1.3188
PORCN	-1.347
DTL	-0.743090909090909
TMEM151	0.58275
FAM122C	0.1255
RSAD2	4.6609
BAT4	-0.531
KRTDAP	5.62416666666667
MYH8	-0.416375
CRTC3	0.3035
LRRFIP2	0.3863
INTS4	-0.517
TTN	-1.377
SLC26A5	0.477
PLLP	-1.001
RGS6	0.056875
SRGAP3	0.614875
ZNF525	-0.136666666666667
NBR2	-0.357333333333333
C13orf1	-0.4614
ZNF137	-0.245
CEP27	-0.62325
BEST2	0.2165
RNF121	0.11825
DMRTC2	-0.25125
C8orf76	0.14975
BCCIP	-0.66275
MEST	-1.7725
HTRA2	0.16
ANGPTL2	-0.31975
ILKAP	-0.1995
ERAS	-0.569
HBS1L	-0.842875
CPA5	0.1605
TMEM30A	0.739333333333333
CD300LF	3.2115
WISP3	-0.48
CRK	-0.215357142857143
PDS5A	-0.1536
BRPF3	-0.153333333333333
NEDD9	-1.41775
SMPDL3B	0.28375
PSG6	-1.42875
PSMD13	-0.06875
ETV5	-1.028375
OR51A4	0.3005
BTBD7	1.16425
GSTO1	-1.19775
hCG_16001	-0.4825
MAD2L1BP	-0.5435
COX6A2	2.2255
SCNN1A	3.18566666666667
LSM1	-0.392166666666667
UGT2B11	-3.56525
IDUA	0.70075
PPP2R3C	-0.568666666666667
COX11	-1.69566666666667
PDZK1	-4.2325
ZNF443	-0.314166666666667
MGC21874	1.45233333333333
ZNF323	1.8864
KRTAP10-10	0.4
CXCL6	4.2595
SLC34A2	1.315
LOC284402	0.1535
NPTN	1.0165
UPP1	-1.069
SLC6A9	0.9135
OR7G3	0.06625
CISD1	-0.1705
ZNF545	-0.400833333333333
SYT14	-1.145
NT5C3L	-0.264666666666667
ZNHIT3	-0.485833333333333
SNRPD3	0.20075
KIAA0701	-0.720375
UNC93B1	1.39433333333333
GMNN	-1.6715
SPCS2	0.148
LOC388524	-0.733
NAPRT1	2.092
PNLIPRP1	0.201666666666667
OR6V1	1.255
PRKAB1	-1.24675
EYA4	-2.17233333333333
KIF20A	-1.253
ALG10	0.14625
ITPKC	1.7515
LMX1B	1.2915
RPUSD4	-0.844
C7orf34	0.166666666666667
DLGAP2	0.176125
PFN1	-0.6217
MICALL2	0.409583333333333
ZNF654	0.6075
SS18L1	-0.37075
SLC16A8	2.09825
MKI67IP	-0.150166666666667
ITGB3	-1.608125
TCEA3	2.32591666666667
CEP152	-1.24275
CLIP1	1.66375
ZNF75	0.5498125
ATP5C1	-1.02633333333333
NUDT5	-0.428333333333333
PSCDBP	1.72125
UBP1	-0.77175
RBM27	-0.0155
C13orf15	2.088
ZNF282	0.0608333333333333
ZNF222	-1.3401
COL10A1	4.19225
PRDM15	0.492125
TTTY5	-0.644
FAM9C	-0.433833333333333
C20orf67	0.396
GNG13	2.384
F12	0.8735
C1orf41	-0.60275
CPXCR1	-0.08
GSK3A	0.052375
SUPT6H	-0.341166666666667
PI16	-0.232666666666667
ELL2	-0.48
C9orf167	-1.39466666666667
PVRL3	-3.4023
FLJ38596	0.52975
ADAM20	0.797
GPR89A	0.2865
GPR87	4.441
ZNF30	-0.34625
SMR3B	0.16875
ZNF770	1.212125
TRPC4AP	-0.600166666666667
DKFZP686E2158	-0.134166666666667
C2orf28	0.295166666666667
FREM1	-0.809833333333333
LAMA4	-0.136666666666667
ADPRHL2	1.09025
EIF4G2	0.133
GUCA1A	-0.5175
CTNNA2	-1.953
NUDT15	-0.858333333333333
CEPT1	0.711
ZNFX1	1.5813
CCDC92	0.20125
TDRD1	1.742
KCNK5	-1.4855
ETNK1	0.0139166666666667
LTA	0.7405
TTPA	-0.6085
B3GALNT2	1.22525
SC65	-0.524333333333333
PEX5L	-1.52675
EPS15L1	-0.3195
MGEA5	-0.361375
HIST1H3A	1.11375
ING1	-0.84925
BCAT1	-2.035625
ORC6L	-1.55009090909091
KLK11	-1.6905
C19orf28	-0.6395
DNER	-1.180375
MED22	-0.464857142857143
ETV6	2.23266666666667
CHAC2	-0.769
CD300E	0.408
CEBPB	2.46016666666667
ZNF398	-0.26575
LRCH3	0.068
HMGA1	-0.3215
CAPN7	-0.705333333333333
MGC5566	-2.6265
CCL3	3.747
NANOS1	0.48775
ZFYVE19	0.5505
APITD1	-0.0355
PARD3	0.37625
IRAK4	0.0325
SERPINI2	0.087
CEP170L	-0.14725
TTC9	3.5065
MYOM3	-1.11075
MLPH	-0.88725
LOC222699	-0.881
NRG1	-1.86816666666667
TBC1D9	-0.941454545454545
TTK	-1.1605
ZNF557	0.9486
DDX41	0.0221666666666667
FANK1	0.7965
UBE2D2	0.095625
PSMB10	1.76
MYH7B	-0.5375
GABARAPL2	-0.480625
MARVELD2	1.75516666666667
DGCR2	1.01366666666667
UNC45A	0.656166666666667
C6orf72	0.6465
ZNF683	4.28225
GIT2	-0.044125
CASK	1.316
C14orf161	4.03216666666667
LRRC44	0.31225
TIFA	1.127125
UTP11L	-0.146
C6orf65	-1.576
FDPS	-0.48975
DUSP9	-1.5716
SLC17A8	0.248333333333333
OR51G1	0.124
NANS	-0.55475
OLFML1	1.02225
ATP10B	0.618375
NPAS3	-0.145
PRKCA	-1.5517
GGA2	-0.70025
LCE4A	0.255
SPANXN3	0.13475
CCDC115	1.41225
SDCCAG3	-0.46075
GLIPR1L1	0.294666666666667
TTC1	0.00175
C17orf76	-1.095
MAD2L2	-0.51975
HIPK1	0.1111
LRRC3B	-0.7565
CLN3	-0.779818181818182
C17orf47	0.2235
FMN2	-3.401875
TUBB1	-2.294625
WAPAL	-0.122166666666667
C3orf21	0.375875
SCN5A	-0.5417
SMYD1	1.39675
BEX5	-1.182
ZNF192	-0.0395
SEC22A	0.407166666666667
GRIA2	0.324642857142857
KIAA0825	-2.41175
NUSAP1	-0.683727272727273
LANCL1	-0.548875
C15orf40	0.0595
ZNF645	0.076
GPR61	0.245
NLRP14	0.031
SNX21	-0.3706
C1QTNF8	-0.1535
C17orf46	0.22875
IFNA8	0.178
SPRR1B	6.5265
FLRT1	-0.889
SNX17	-0.184666666666667
ASB2	2.9525
HBG1	-3.522
RPRML	-2.1785
JOSD2	0.245
PLSCR3	0.0485
SPOCD1	-0.482
RAB39	0.4045
GHRH	-0.4715
ITIH5L	0.44975
C17orf37	0.37975
SMCR8	0.2825
DPY19L2P3	-0.6925
IL11RA	-0.328833333333333
GDF3	-3.1425
RPS6KB1	-1.161
DNAJC19	-0.9789
TOP1	-0.0625
CRCT1	1.607875
MPST	0.62725
DPM2	0.067125
FAM38B	-3.47516666666667
SLC18A1	-1.366
FARP1	-0.818333333333333
PAX7	-0.037
TUBD1	-0.59775
GNL3	-0.976875
BTG2	0.917866666666667
NDUFS6	0.39075
C1orf79	0.35325
ERAL1	-0.53825
ECHS1	0.15975
VPS4A	0.0178333333333333
CYP11A1	-1.1715
ABCC6	-2.43821428571429
PBX4	-0.4565
MOSC1	-0.82725
NCF4	1.42375
HYMAI	0.441
NAGPA	-0.222625
OTOP2	0.217
ACOT12	-0.47275
MTHFD2L	-0.803875
LOC441376	3.7975
C19orf34	-0.072
RAB1B	-0.413
ALDOAP2	-0.4295
NTRK1	-1.679
ARTS-1	1.0258
SLC6A11	-0.3735
NAP1L2	-3.065
CNGB1	0.142
EPB41L4B	0.72775
FAM134B	-1.368
HS3ST3A1	-1.65466666666667
CPXM2	4.1455
SIRPB2	0.632
CHORDC1	-0.864
TRIB3	-0.740833333333333
SLC2A5	1.8905
C2orf49	0.259
DDX5	-0.28925
OR5L1	0.6615
ANAPC4	-0.201666666666667
ZSWIM1	0.68475
LOC93622	-0.044
KCNK3	0.8809
RP11-35N6.1	-2.053875
ZFP161	-0.0415
AQP9	5.2195
SLC15A2	0.837166666666667
MREG	1.0625
OR9I1	0.0815
PDLIM2	-0.167
ADAM7	0.417
GSTCD	0.3795
WDR21A	0.07625
SLC12A8	1.0555
TMEM174	0.16225
IGSF3	1.82733333333333
LRRN1	-1.71825
LOC402117	-0.07225
SRPK1	-1.73466666666667
LY6K	1.351875
NFIA	3.316
PTCD3	-0.471375
LEP	1.17066666666667
PCDH21	-0.053
MAPKAPK2	1.18514285714286
NMNAT1	0.0971666666666667
LHFPL2	1.73575
C9orf43	-0.47575
DIP2A	-0.929666666666667
ACTR8	-0.58775
CCDC34	-2.03675
PTPN22	0.32125
ITGA3	-1.390625
FAM129C	0.8335
RABGGTA	0.624333333333333
UNC45B	0.11325
KIAA1033	0.358375
ZNF510	-0.4465
CYP2D6	0.9255
SLC26A10	-1.5125
STX8	-0.5865
LUZP1	0.24975
WDR89	0.423833333333333
EIF4G3	0.6928
C5AR1	2.01475
ZNF623	0.3665
A2M	-0.025
TGM7	0.213
GRPEL1	0.450666666666667
LMNB2	-1.2236
ROCK2	-0.4325
SNX16	1.72975
CCDC66	-0.8015
ANXA3	0.0515
KIAA1609	2.225125
EED	-0.79075
RNF32	0.2645
HES1	0.5539
CLC	0.471833333333333
ISL1	-1.1935
KIAA0528	0.54325
MANEA	0.064125
C1orf61	-0.37
hCG_2001000	-0.38625
RAPGEF6	-0.2487
KIAA0020	-1.03466666666667
NEIL1	0.077
C16orf45	-2.196
RBM10	-0.3545
C10orf125	0.342625
MRS2L	-0.58
DNAH17	2.7315
C19orf10	-0.8615
C1orf160	1.16275
SLFN12	-0.129
EXOC3	0.252166666666667
HIST3H3	0.74975
NCOR2	0.265833333333333
TNFRSF9	3.1485
MFSD8	1.42325
ALX1	-3.63816666666667
NOL1	0.19275
PODN	1.926
TIAL1	-0.6425
HIST1H1E	-1.06375
NPY6R	0.44225
TM4SF4	-1.076
CORO2A	1.3145
ETNK2	-1.26083333333333
APOE	1.8791
ANGPT4	0.6925
HDGF2	-0.7825
G30	-0.892
ST8SIA4	0.169625
F2RL1	0.312625
FAM19A4	-3.60825
CCAR1	-0.52675
B3GNT7	0.24475
OPHN1	0.4021
DSCR6	-2.4645
C21orf13	-0.146666666666667
GAS2L1	0.94975
RFX3	-0.606833333333333
COPS4	-0.871625
BCHE	-5.21766666666667
BCL2	-0.732625
HBZ	-1.56416666666667
ARL13B	1.42125
MAPBPIP	0.684125
MYO15B	-0.328875
SPZ1	0.263
KIAA1324	-1.663
PLCL2	-0.650375
C4orf29	-0.84975
WDFY2	0.21425
ZNF284	-1.156
NAALADL1	0.04
DUSP5	-0.120333333333333
PXDN	1.02225
SLMO1	-0.475
TNXB	0.4647
BIRC7	-1.22625
