Hybridization REF	TCGA-A8-A07W-01A-11R-A00Z-07
TTC29	-0.90375
TMEM97	0.028875
EXTL2	-0.969833333333333
SUZ12	0.107
IL1F8	0.0705
KRT18	0.851818181818182
MRPS16	-0.119333333333333
PI4K2B	0.1335
LACRT	0.1725
OR51F2	0.6095
JMJD2C	-1.04975
KGFLP1	2.12875
CDK5RAP3	0.1229
YTHDF2	0.481333333333333
GGCX	0.82475
ARPC4	0.69625
EGLN2	1.22933333333333
KBTBD4	0.336142857142857
ROBO3	-1.0386
DEFB118	0.14
KIAA1543	0.8625
RTCD1	-0.106333333333333
MZF1	0.00799999999999999
C18orf26	-0.6645
CNIH4	0.333666666666667
ZFP2	1.41316666666667
HTATSF1	0.34375
WFDC2	-2.76875
NDUFA7	-0.01
TTC22	-0.497
FAM40B	-2.591
DCPS	-1.0535
SH2D1B	-1.19283333333333
MRGPRE	0.63
SBK1	1.31875
UNQ6411	0.2215
OSBPL9	-1.03325
NUP107	-0.41675
MYOZ3	-0.00930000000000002
PDE4B	0.51575
FAM113A	-0.331
IDH3G	0.074
FBXL7	-0.383375
ARFGAP3	-0.7765
MAPRE2	-1.43946153846154
IL1RN	-0.4387
KIF13A	-0.94675
RAC3	-0.644
TCTE1	-0.2975
TMEM14B	-0.554
ADIPOR1	0.334666666666667
GRINA	2.9475
CLIP4	-1.291
LRIT2	0.666
TFPI	-1.25564285714286
FABP6	0.1985
SLITRK2	-0.472111111111111
HKR1	0.7505
SMTN	-0.88425
C1orf75	0.47225
CD209	0.699125
CYB5R2	-1.4115
DNTTIP2	-0.6785
CSGlcA-T	0.827625
GABRB3	-0.0695
PCBD1	0.463833333333333
TAF3	-0.0570833333333333
HOXD3	-0.353333333333333
GIPC3	-0.293666666666667
P11	0.3378
BFSP1	0.81075
LCP2	0.4875
TAS2R8	-0.924
SEZ6L	1.3965
NR2C1	-0.597375
EXDL2	0.9808
TNFRSF13B	-2.35166666666667
MKI67	-1.52325
GLS	-1.01025
C7orf54	-0.8198
LGALS13	0.661666666666667
IL4R	0.67
SEC11A	-0.176666666666667
SPP2	0.764333333333333
C18orf32	0.78875
CLSPN	-0.849666666666667
SPAG1	2.068625
C9orf82	-0.6235
TM4SF1	-1.83175
EMILIN2	1.4195
SMG7	0.554333333333333
TAS2R13	0.8585
ZNF628	0.4325
DZIP1L	-1.40516666666667
ANKRD13A	-0.0758
VASP	0.936375
ZCCHC11	-1.0485
SYPL1	0.13525
MGC34774	0.65725
C4orf28	0.261
KIAA1211	1.45066666666667
RPS27L	-0.74875
TATDN3	-0.08375
PDCD1	0.207
OR5P2	0.697
IFIT1L	0.808
MIPOL1	1.952
OR51D1	0.51
C1orf92	-0.964833333333333
LAMP2	1.08116666666667
CAT	-0.0261666666666667
C16orf80	0.1285
C15orf32	0.2355
ZNF746	0.38825
C1orf76	-1.298
ATXN1	0.39625
LAMC2	-2.397
SLC2A7	-0.8135
CPOX	-1.841
APH1B	0.6165
LOC442245	-1.61025
CTNND1	2.70344444444444
GABRG2	-0.552125
MADCAM1	-0.73
F5	-2.546375
SEMA4F	0.480833333333333
NUDCD3	0.4365
PDZD11	0.075
TRIML1	2.143
GCNT3	-3.13616666666667
TMEM120A	0.58825
CNDP1	-0.4015
N4BP1	0.242375
SLC35F2	-2.579625
LCP1	-1.00816666666667
IGBP1	-0.7723
DCAKD	0.709625
ELA2A	-0.2955
C12orf56	-0.821875
PITRM1	-0.191785714285714
GUK1	0.400666666666667
RASSF8	-0.2048125
OR2A14	0.7495
ADM	-2.25933333333333
FGD3	1.52333333333333
GHRHR	0.2015
RHPN2	0.47575
C4orf39	-1.67266666666667
VPS72	-0.08625
SERF2	1.33683333333333
CD22	1.686
CD47	0.0868
PPIC	0.662166666666667
IMPDH1	0.0625833333333333
ACP6	-0.407833333333333
PRKACA	-0.0065
PPP1R1A	0.262375
TRPV3	0.03225
ASXL1	-0.54575
C17orf55	-0.4725
FXYD1	-1.20033333333333
LMOD2	-0.053
ANKRD33	0.376
LCE2C	-0.00812500000000003
ZNF620	-0.062
DKFZP566E164	0.83925
VSIG2	-0.477
KIAA1128	0.73425
USO1	0.732666666666667
NUDT4	1.17157142857143
CLDN1	-0.352428571428571
OR4Q3	-0.257
FASTK	0.155
ICOS	1.28983333333333
LDB1	0.5815
GSTA5	0.87075
ABCC1	-0.950166666666666
FAM54A	-1.1535
PCBP2	-0.185666666666667
NUP205	-1.139
ACTA1	1.32166666666667
GABBR2	-1.873
PIP5K1B	-3.428
AGXT	-2.006
RNF181	0.2805
ATP8A2	2.03825
AFTPH	1.53525
FGF21	1.5755
FCER1G	2.411375
SNTB1	-1.13075
SLC24A3	1.58225
TXNL4B	-0.5784
RPL10L	-1.0495
LOC389517	-0.6986
TSGA13	0.0885
SHOX2	-0.781833333333333
ITGA7	-0.3026
KCNIP2	-0.4215
KLF13	0.766
ZFAND2A	-0.5295
CEACAM1	0.440285714285714
PFKFB4	-1.45966666666667
MED19	0.18375
LRRC57	0.554333333333333
RNF11	0.4055
ANKRD32	-2.06425
P117	0.29775
OBFC2A	-1.22933333333333
POLD3	-0.8385
RAB18	1.638125
TPH2	-0.4912
PHB	0.6189
JDP2	0.6725
MORF4L1	0.4049
POU2F1	-0.70325
CNNM2	0.5035
LOXHD1	0.0918333333333333
ZC3H15	-0.6795
ELK3	0.177
FAM111B	0.1495
CBLC	3.7865
SBNO1	0.03075
ANKMY2	-0.7295
PLEKHA5	-0.012
DHX58	1.65766666666667
ARCN1	0.227
TREML1	0.3501
KNCN	-0.5575
SEC24A	-0.653
PSCA	3.05775
MGC24125	0.509166666666667
DNA2L	-1.54875
CIB4	1.293875
HIGD2A	-0.817333333333333
TBX6	0.201166666666667
TTLL5	-1.0355
SGK3	3.29433333333333
GCN1L1	0.073
AMOT	-1.1761
LDOC1	0.277333333333333
NRK	0.2165
ASB9	-3.35125
NAT1	0.6609
TRAFD1	1.036
PEAR1	0.332833333333333
FAM36A	-0.200125
OR1S2	0.0773333333333334
LOC388323	-1.77575
PGS1	0.288166666666667
LEPREL1	-3.11975
TFF1	-2.71966666666667
HAP1	0.3365
EPHB2	1.08325
ACTG1	1.16533333333333
ZFP42	-1.94916666666667
HAVCR2	1.1867
NME1	0.01
SNX26	0.265333333333333
LACTB	-0.162833333333333
ZKSCAN2	-0.07675
C5orf35	0.025
ANKS3	-0.28025
RBM28	-0.98025
DKFZP586P0123	-0.77275
HNRNPA1	-0.367166666666667
BCAS3	-0.51
FLJ20184	0.185
POLA2	-1.34716666666667
TMC7	-0.8735
HSD17B6	2.4725
ZNF658B	-1.1895
TTTY10	-0.0316666666666667
RANBP9	0.0229166666666667
CPNE7	0.215333333333333
EVL	0.647176470588235
LNX1	0.553
IFNA21	-0.523833333333333
CFD	1.20875
PYCARD	-0.725666666666667
MYBPC2	-1.9505
ENPP3	-1.83083333333333
ACSL4	-1.08825
LOC440258	-0.539
TMEM176B	3.46883333333333
SOX2	-4.074875
SCO1	-0.545
COMT	0.0095
AOC2	-0.132
PDLIM5	0.2955
SPHK2	0.635
NXPH2	2.5275
GPR108	0.660166666666667
RAD51L1	-0.0225
TMEM54	1.601
LETMD1	-0.898777777777778
SLC6A17	0.95025
KRT75	-1.438
STT3B	-0.51
CD3EAP	-0.127666666666667
TMEM63A	1.0075
DUSP13	0.308
CD1C	-1.60716666666667
LASS2	1.29483333333333
AVP	1.493
PITPNM1	-1.262625
FLJ22795	-0.5775
MCTP1	-1.96275
TRIM68	0.313333333333333
UCK2	-0.5785
ABHD1	0.44475
FAM50A	0.7235
RNASEH1	-0.9755
PCP2	1.48983333333333
OR52H1	-0.4835
C20orf149	0.4955
RBP5	-1.6235
HYAL3	-0.4675
CLPB	-0.488
SMNDC1	-0.34175
DONSON	-1.55766666666667
FLJ27523	-0.268333333333333
BARHL2	-0.202333333333333
SLC30A9	0.519833333333333
TMPRSS11B	0.2
E2F8	-0.168166666666667
CCDC25	-1.01025
C14orf48	-0.188333333333333
C20orf116	0.929375
TSPAN11	0.3075
YIF1B	-0.579333333333333
FAM12B	1.1375
OR1L6	0.6245
HPN	0.511
NBN	1.24675
C14orf94	-0.573
OCLM	-0.491
ZSCAN18	1.6248
L3MBTL	-1.6513
TSTA3	2.13933333333333
RAC1	0.03325
C19orf15	-0.209
NFE2	-4.855
KLK14	0.5485
ARSF	0.321
MAST2	0.261666666666667
AMICA1	2.42533333333333
GTF2A1	-0.04425
ATP1A3	-0.153
TC2N	2.1118
PNKP	0.73825
ODZ2	-2.0845
MATR3	0.143875
S100P	-1.0705
KRT82	-1.912
CA13	-0.5721
PROZ	-0.1365
AASDH	-0.0978571428571429
C19orf40	-0.3635
DCK	0.326538461538461
FAM5C	3.23675
SLC6A4	-0.2515
MID1IP1	-0.511125
TESSP5	0.2375
TMOD4	-0.857166666666667
DOCK2	-0.210666666666667
TUG1	-0.18925
NUP214	-0.5065
DPYSL2	-0.101909090909091
GOLM1	1.83925
MPFL	0.31925
SOX13	1.17925
SDCCAG8	0.746
KEL	-1.99033333333333
NUP210L	-2.546
GK	-0.804125
DNAJB1	1.00125
ALPK3	0.53
CHID1	0.7764
CYLC2	-0.22875
IKZF5	0.1535
C8orf51	2.52733333333333
PPM1J	2.15775
GIMAP8	2.80316666666667
GPR101	-1.3575
NR2F1	-0.2285
ACAD8	-0.458
RBM35A	2.87675
GNAI2	-0.134666666666667
METTL8	-1.41533333333333
SLC39A7	-0.382
FBXO8	0.363
CAMK1	-0.193
RFC3	-1.174625
FAM129A	0.342714285714286
ILF2	-0.1005
FGFBP3	-1.068
NOM1	-0.545
PSMA3	-0.7555
ASCC3	-0.5717
ZYG11A	0.1595
SOX21	-1.96325
LYRM1	0.67425
DEFB1	-0.33
LOC91431	-2.509
OR7C2	1.3375
FAM46B	1.57525
TMEM18	-0.748625
ARHGAP30	1.5445
TMEM86A	3.06858333333333
EPHA2	0.0471666666666667
C10orf46	0.9633
TCHH	0.245166666666667
C3orf30	0.1872
LOC285636	0.0396666666666667
PAIP2	1.2775
CYP2U1	0.078125
C12orf34	1.58
SARS2	-0.481666666666667
ZCWPW1	0.9715
SAMD12	3.4155
KIAA1430	-0.24075
ACAT1	0.43225
MEOX1	0.0643333333333333
ADAMDEC1	5.80575
PHKA2	-1.08225
CARD11	-0.442166666666667
CALML4	-1.2515
TSSC1	0.1355
TMEM45A	1.74055555555556
MPP7	2.413375
POU1F1	0.058
SLC2A13	-0.4887
FBN2	1.84985714285714
ZC3H7A	-0.0719
LAIR2	-0.3515
ST3GAL1	2.011
LCT	-4.06325
GEMIN8	0.0718333333333333
KLF16	0.6
HIF3A	-0.2771
FAM44A	-0.0313571428571429
AQP10	-0.7972
PLA2G2A	-1.8745
FOLH1	2.216
C20orf186	-0.299
MAPKAP1	-0.07375
SPRR2D	-1.64425
UBQLN4	-0.188666666666667
RSHL1	0.499
PIAS3	0.59775
MRPL24	1.025
GREB1	-0.960125
FAM27E3	-2.4985
NUP62CL	-1.91375
NEUROG3	2.0785
REEP3	0.610666666666667
MARK1	0.92075
LMBRD1	1.03
PRPF19	-0.823
PNMT	-1.72133333333333
CTGLF1	-0.86
SLC25A16	-0.21825
EIF2B3	-0.488
RPA2	-0.838
PAK6	1.61416666666667
CCDC26	-5.120875
SEMA3E	3.222625
MXD4	0.8598
TNFSF10	3.7548
SMARCB1	-0.668166666666667
DTX3L	1
PLA2G4E	-0.021
PPAP2A	0.1695
ULK1	0.32625
TAS1R3	0.1755
SLC2A3	-3.04254545454545
ARID3A	-1.69375
GNG5	-0.61325
ACOX1	0.2316
KIF5B	0.191
NUP153	-1.06175
MUC7	1.033
CSDE1	-0.441142857142857
CLPTM1	-0.19725
C3orf23	-0.395625
LRRC17	1.11283333333333
TTYH3	-0.363875
ATP5B	-0.241
ELF3	0.8785
CPSF3L	0.342666666666667
ZNF665	0.576
TLR6	0.212
GPI	-0.671
RAD9A	-0.300125
NDST4	-2.50225
AGPAT3	0.266333333333333
MAGI3	2.866
ADORA2A	-0.758875
CACNG7	-0.101
CAMK2D	-0.427357142857143
CCHCR1	-0.42775
RPS27A	-1.57625
OR10G7	0.2226
GCM2	0.3165
FAM135B	2.8855
E2F1	-0.31625
PLCB3	0.5805
OR2AE1	0.8605
COIL	0.6935
CDC25C	0.0748333333333333
RAB11FIP2	-0.08475
TSC2	0.4905
CTGLF5	-1.658
CCDC108	0.323777777777778
OR13C4	0.456
C10orf81	6.12075
PTPRB	0.539
ACP2	1.5015
LAG3	0.77125
MRPL54	-0.29
LOC201175	1.856
ITGB1BP3	-1.83825
SPTAN1	-0.597666666666667
SIPA1L2	0.2445
RCAN2	-1.296
CDX2	3.322
ECOP	-0.00375
ACTR1A	0.755214285714286
PPARG	-1.32033333333333
BBS10	-0.1425
TMEM44	-0.273875
BPIL2	-0.0135
CITED1	-1.8085
IRF6	3.622
PRDM4	0.272666666666667
RRP9	-0.4655
OR10H4	0.2095
IL31RA	-0.39225
GNB1L	-1.25716666666667
MYBL2	0.15225
ZNF407	0.658833333333333
PPIG	-0.5005
TTC18	5.9755
RPSA	-1.1915
MAPT	1.304
MRE11A	-0.212928571428571
C8orf37	0.862833333333333
RASGEF1C	-0.914166666666667
STBD1	0.70475
CTAG2	0.5885
MGAT5B	-2.34016666666667
ECM1	-0.42875
RLN1	-2.0655
PARP14	0.886
EPB41L1	0.3339
HOXA3	-0.538083333333333
MAGEA9	-4.7825
RPS8	-1.4075
RPS19BP1	0.2565
FOXJ2	-0.50575
C10orf76	0.728375
IL17RE	0.0205
C10orf65	-0.3125
ZNF343	-0.321
FBXO33	0.987125
UHMK1	1.8253
LY6G6C	-0.727
FGF19	-2.416
C14orf128	-1.12633333333333
IFIT2	1.945375
TIGD1	-0.9775
S100G	4.4585
GUCY1B3	1.5855
NR3C1	-0.4387
CORO1B	0.614333333333333
PARP11	-0.0548333333333334
DNALI1	4.41066666666667
OR4N4	0.87025
MAP2K6	-0.273166666666667
FSTL4	-0.37925
ANKRD47	1.59425
TMEM171	-1.6825
PNLIP	-1.346
YY1	-0.445333333333333
CCDC138	-1.28516666666667
AASDHPPT	-0.628
CKS1B	0.1599
MCM3	-0.4985
ANAPC7	0.2645
FAM110A	1.81125
CDC37L1	0.5145
THTPA	-0.1025
NBPF20	-0.705
WDR24	0.8935
NPTX2	-1.689
CBLB	0.6005
CETN1	0.291166666666667
RPUSD1	0.91375
FAF1	-0.81125
CDK6	-2.9889
HMX2	1.4725
CSK	-0.461166666666667
TEAD2	1.16425
SNAP25	-0.87725
TUFT1	1.481
TMTC3	0.955333333333333
LCK	-2.222
SGOL1	-0.192833333333333
AKTIP	1.6835
FURIN	0.3065
SOX12	-1.25166666666667
DEFB103A	-0.76275
RAMP1	3.1625
KIR3DX1	0.461
GAS2L3	0.044
PDE8A	-1.5655
EDN3	-1.062
GMIP	0.8455
SF3A2	1.2485
FN3KRP	0.87875
SMAD7	0.8685
RHBDD2	0.94875
OR11H6	0.773
PPP1R3B	0.0712
C9orf23	-0.73675
CADPS	-2.5925
GOLGA8A	-3.53925
TMEM57	1.14833333333333
RGL3	0.2705
S100A14	2.07325
FGFR2	-0.6098125
XRCC3	-0.81675
RTN4RL2	0.84275
MGC3771	1.3245
GH2	0.641666666666667
BTBD2	0.2455
LMO2	-0.251
RDBP	-0.257125
ACRBP	-1.2785
AMY2A	-0.5865
DUOXA1	0.586
PTK7	0.724166666666667
TWF2	0.621666666666667
FAM80A	1.2335
TNNI2	-2.96866666666667
GLT25D1	-0.415666666666667
OCC-1	-1.687
CYC1	1.50633333333333
RPL22	-0.291727272727273
MORN3	2.41866666666667
DISP1	0.5685
PRB2	0.2885
CHUK	0.20225
HR	0.158375
CCDC134	0.179375
DENND4B	-0.73925
C14orf130	0.152375
RAB33A	-1.5185
DCST2	0.297
TNMD	-0.69825
PEX7	1.297
FAM62A	0.753125
SRD5A2L	0.76575
IL22	0.33875
RPS26	-0.683166666666667
HOXC5	1.047
SPATA6	0.2605
FLJ38482	0.96425
ZNF234	0.924
C18orf22	0.04625
SPATA22	0.389
THOC1	-0.55475
CYP7B1	1.3295
KCNC3	-0.104
C8orf42	-1.467
ALDH1B1	-0.210166666666667
CCDC100	-0.1665
ARMC4	-2.7305
FAM18B2	-0.19625
SLC44A1	0.830125
FBXO17	-2.21666666666667
C6orf107	0.20825
C19orf29	-0.36725
ZC3HAV1L	-0.19075
PARP6	-0.2567
SULT2A1	-5.124875
C1orf159	0.43
TMC1	-0.0512500000000001
CHST14	0.219875
GAMT	0.195166666666667
SMCP	0.0748333333333333
TSPAN33	1.35308333333333
MIDN	-0.120125
NOX4	3.06075
RNASEN	-0.3793
TBX1	1.76216666666667
SALL2	-1.034
C10orf35	2.5675
CYP2E1	-0.641
LRFN2	3.47833333333333
ACO1	-2.17966666666667
IQCG	1.7818
MEGF9	1.02175
TM7SF4	3.347
PLEKHA1	0.418733333333333
STK33	-4.92425
C1orf210	3.22025
SNUPN	-0.1898
KIAA0406	-0.0455
C20orf29	0.2375
TMEM55B	0.353
OSTM1	-0.768
CLCN7	1.54725
OTP	1.06025
FLJ23049	-1.447
HEATR4	1.0675
MAP3K10	1.3745
PCDHGA9	0.4975
AMDHD2	1.731
LCTL	-1.9215
PDCD2L	-0.86625
CABLES2	0.0475
SLC5A9	-0.358
CLCA2	-3.34866666666667
MGC16025	-0.842
STRAP	-0.7735
C20orf196	0.2175
RRBP1	1.56433333333333
NAT13	-0.13175
MAT2B	0.680875
CSNK1D	-0.406333333333333
KIR3DL1	0.64625
PRKAG3	0.229
ZNF599	0.4205
PRM3	1.1135
PER2	0.436
ASPHD1	-1.6665
PRMT6	-1.26025
KCNE1L	-0.735071428571429
FAM118A	-0.991666666666667
TAF4	-0.376
NDUFB6	-0.40325
TRIM9	-1.61225
PMFBP1	-0.62725
KY	0.521
DKFZp762E1312	-2.14572727272727
CSMD1	-1.7135
TBP	-0.0111666666666667
OR1Q1	0.324
RETNLB	0.343
HPGD	-0.553538461538462
DNAJC12	1.10583333333333
FKBP1B	-2.072
ANKRD24	0.141333333333333
CXXC5	1.20866666666667
IL3	0.556625
DRAM	2.6548
PTCH1	-0.259
TP53BP1	-0.10625
SLC17A7	0.255125
COL25A1	-1.3944
AMACR	0.652666666666667
RHCG	-0.88925
VPS13A	-1.33091666666667
FAM55D	0.974
PRPF38B	-0.740416666666667
OSBPL6	-0.859
PFDN5	0.3887
CMTM6	1.37325
KCNK12	-0.247
RP2	1.05425
C16orf52	-1.77825
PICK1	0.6815
IFNE1	-1.735
SEMA4B	0.79725
TYRO3	-1.455
OR12D2	1.2475
CSNK1A1	0.58805
FANCF	1.07475
LONP2	0.97625
TBL1Y	-0.23675
LDOC1L	-0.50975
CCNC	-0.552
C3orf60	-0.01025
CHKA	-1.30075
UBAP1	-0.52825
MAP3K1	0.5565
ANKRD9	-0.2025
FAM92A1	-1.4345
GAB2	-0.30575
AZU1	-0.3535
DIS3	-1.09133333333333
C21orf109	-1.42725
IQCB1	-0.52425
SPATS2	0.007
EFCAB3	0.97475
PRB3	0.31425
FUZ	-0.719166666666667
ZNF813	0.48025
BMPER	-1.2014
HEG1	-0.035
ALS2CR11	-2.37975
SURF2	-0.343
PSMC1	-0.0471666666666667
OR2D2	0.7045
SLC7A8	1.02816666666667
C4orf40	0.2605
SPATA7	-0.61225
MAZ	-0.32025
PIN4	0.90125
PDE1A	-2.19775
TAF6L	-0.197166666666667
OR2T34	0.593
KIAA0284	-0.082
ACADS	1.25509090909091
MKRN2	-0.453
C18orf56	-1.7335
MS4A6E	-0.1018
GALNT4	0.4118
C22orf31	0.059
FLJ36070	0.458
PSME4	-0.24075
TFG	0.176
EPHX2	-0.5315
ANXA5	0.0525
KRTAP1-1	-0.4332
BATF	1.54
KARS	-0.6275
MSTP9	-1.249
GPR26	4.824375
CCDC72	0.08025
TEF	0.708333333333333
FOXK1	-0.8413
PRLHR	0.1315
EMX1	1.34
C11orf30	-0.404375
ICK	0.485
THSD7B	-1.1125
C21orf100	-0.39
DUOX1	0.495
EFCAB4B	0.34325
UBE2G2	-0.886166666666667
C3orf54	-0.29175
PARP1	-0.262
FAM60A	-0.284833333333333
C6orf146	0.4095
OR9K2	0.182
DDX55	-0.893666666666667
RPS15	-0.73775
ZNF618	0.27825
DKFZp686D0972	0.706
SSPO	-1.159
SHFM3P1	1.1145
CPA6	5.80825
JAG2	0.18325
DEFA3	0.2445
PPBPL2	0.3422
CD34	4.114
SLCO4A1	-1.388375
AFG3L1	-1.00283333333333
SHD	-0.173
RP13-122B23.3	-0.119833333333333
PRKCSH	-0.8285
DPH5	-0.726666666666667
HLA-F	1.93725
TBC1D4	-0.787
RIG	-0.2036
GLUD1	-0.661166666666667
HNRPCL1	0.76075
HBXIP	0.05525
RNF207	-0.5925
APIP	-0.4895
PLA2G3	-3.6125
CCDC84	-1.60925
MYLIP	-0.387769230769231
PHIP	-1.1605
AARS2	-0.0328333333333333
DHX32	0.24475
SCAPER	-0.424166666666667
MEN1	-0.20875
NIP7	-0.696
FLJ25404	0.92
FASTKD3	-0.76275
TMEM158	-1.06666666666667
RARA	1.62325
BDH1	1.441
ANKRD16	0.367
CARM1	0.79
SS18	0.313833333333333
IKZF2	-0.696416666666667
MYD88	0.488875
PML	0.02215
TAF1A	-1.25575
CBFB	0.364
HIST1H3H	-0.6065
C7orf29	-3.15925
COMMD4	-0.236166666666667
DPP3	-0.06225
DAB2	0.531375
LOC388882	-0.1105
YPEL4	-0.5005
AGBL3	1.58575
LRP6	-0.567
SERPINH1	-0.00216666666666667
TLE1	-0.407
CD244	0.720666666666667
ZDHHC15	-1.2525
MGLL	1.2386
PLDN	0.35375
LOC654346	1.4305
FAP	2.87225
GPR37	-1.6155
SCARA5	-0.373833333333333
EBF4	1.79809090909091
LSM6	-0.86175
MLLT1	0.0764375
SLC5A12	-0.16925
A2BP1	-1.43633333333333
COPS5	1.971
TPM4	-0.207785714285714
TNFSF4	1.7575
ACADSB	2.2445
HERPUD1	1.13225
BCL2L11	-0.769222222222222
CEP78	-1.54125
CDCA3	-0.403875
WBSCR19	-0.1011
MYO1A	-2.053
PPEF1	2.8595
LOC440348	-1.64775
CPEB2	-0.58825
BPTF	-0.246416666666667
RPL21	-0.6969375
GSX2	0.153
ADPRH	1.78183333333333
C17orf68	-0.112333333333333
KCNS1	0.0208333333333333
MLLT6	0.4467
PIWIL4	-1.07825
RNF26	-0.639
RAP1B	0.97325
ADAMTS1	-3.147
ZNF571	0.67575
P2RY6	0.00775
TRIM21	0.502
CADM3	0.445
NLRC5	0.882166666666667
ADRA2B	-0.202833333333333
LOC90835	-0.062875
PCF11	-0.63275
LOC400451	1.35275
GLTSCR1	0.9829
C17orf88	-0.567
CDH16	-1.93575
FGF7	2.879125
PCSK4	-0.4345
NPC1L1	0.293666666666667
TAT	2.830125
TBCA	-0.2305
MGC33407	0.2385
GPR115	-0.80925
CYGB	0.324
FNBP4	-1.8895
C12orf43	0.36625
CBL	-0.7504
CLECL1	0.0415
PPAPDC1A	1.63375
WDR25	0.2215
SGCA	1.812
C22orf29	-0.588166666666667
YIPF1	0.87575
GALK2	-0.18925
RAB3B	-1.69125
LOC440087	2.798
UCP1	-1.3605
REEP5	1.81825
FADD	2.2157
FOXA1	2.949375
CACNA1A	0.674
ABI1	0.416333333333333
GRIN2D	1.634
SLC1A4	0.392333333333333
LOC401127	-0.88275
HINT2	0.1035
PLD4	0.229
ZNF286A	-1.4995
ENY2	0.965
IL1F6	0.611
PXDNL	2.229
C20orf79	0.621
TNFSF13B	3.19983333333333
DENND3	1.726875
JARID1D	-3.50275
HIST1H2AK	0.97325
LOC93349	0.5313
SSH1	-0.5303
ENSA	0.271
LOC219854	-0.355833333333333
CKAP2	-0.9498
DKFZP564J102	0.752333333333333
MGC87315	-0.240333333333333
HNRPAB	-0.06875
AMH	-1.167
ZNF526	0.372
BRUNOL5	1.0708
CACNG3	0.448166666666667
TRPM1	-2.6515
PPP2R1A	0.57225
COL2A1	-1.487
DDN	-0.037
FLJ25770	1.1635
HK2	-1.01385714285714
ELOVL6	-1.584
MDK	-0.1475
EPHX1	1.84775
RASSF2	0.5835
DKFZP434B0335	-0.38825
DLX3	0.239875
PRTN3	-0.12675
AVPR1A	-0.25
C21orf125	-1.9225
TNFAIP8	-1.00216666666667
GNB2L1	-0.85125
CALCRL	2.4555
SCGB2A2	8.611
UBXD7	0.167
ZNF674	-0.2775
TMEM35	0.343625
BRSK2	-0.66475
HECTD3	-0.0291666666666667
TMEM188	0.419833333333333
LGALS9	1.67975
SCARB2	0.63825
USP34	-0.395666666666667
C17orf28	2.60741666666667
ZDHHC23	-0.07325
AQP12B	1.855
SLC16A3	-0.959
APLP2	0.52725
ITIH2	-5.62525
MICAL3	-0.59925
TNNI3K	-0.0172
HDAC2	-0.387375
PRR7	0.5978
THBS2	0.976625
LOC751071	-0.822
CA2	-0.332833333333333
RANBP17	-2.91175
RLN3	0.5345
CRYZ	-0.860333333333333
GBAS	-0.1565
TAS1R1	0.1815
MPZL3	0.5775
PCDH8	-3.85425
HSP90B1	0.375083333333333
KCNK15	1.4095
TNIP2	0.903833333333333
GPR146	-0.3555
NOL6	0.15125
SPC25	-1.76566666666667
STEAP2	0.682642857142857
VAMP3	-0.155833333333333
TCIRG1	-0.131
ZP4	-0.325833333333333
PARL	0.308125
TRIM39	0.633
KIAA1305	-0.0875
CRNN	0.493166666666667
GRN	1.4315
HSH2D	-0.4115
SCAMP1	0.9915625
KIAA1913	1.44175
PTS	-0.16425
BANP	0.5505
PRKACG	0.467
ADCY6	0.8925
C16orf46	1.771
CYP51A1	0.749625
DDC	-6.053
ANPEP	-0.045
PROM1	-3.68633333333333
SIGLEC10	3.677
COPG	1.4835
FAM26E	1.29875
TRIP4	0.29975
SNX3	0.1135
C1orf175	0.67
PPY2	-0.1205
C14orf152	1.238
FTSJ1	-0.539666666666667
DST	-0.80405
LOC554235	-0.218
GLRX5	-0.41825
C20orf12	1.2612
CAB39	-0.1375
MSH2	-0.6145
PIP4K2C	1.445875
CYLD	1.125625
WTAP	0.994125
MGAT4A	2.80833333333333
TSC22D4	-0.259
CHRM2	0.5975
PPYR1	0.359833333333333
CCNH	-0.4005
RRM1	-0.2865
ECAT8	-3.586
LOC400120	0.081
GABRA4	0.937875
C14orf4	0.968
C1orf59	0.84025
CTDSPL	-0.0265
NHEDC2	-0.175
PDE11A	-1.25575
KLHL29	-1.7955
CD5	-0.7193
TSPAN9	1.6213125
WDR67	1.233
THUMPD1	0.2195
C18orf17	-0.54475
CLYBL	-0.625
FLJ13231	-0.79575
CMBL	1.219
LECT2	-1.438
NKAPL	1.73916666666667
LOC654780	0.598
OR4C6	0.0895
RAB30	1.945
TSSK4	-0.651
TMEM163	1.4465
OSBPL11	0.586583333333333
GNB5	-0.884
CCL21	0.399
C1orf121	0.0896666666666667
FMO2	2.79
RPTN	0.355
MSTN	0.9185
VCL	-0.323428571428571
FYTTD1	1.088
C11orf1	-0.79
CCDC88C	0.1685625
HFE	0.0132777777777778
MOGAT1	-0.769
FAM125B	0.6365
IRGQ	0.104
RAVER2	-1.136
AKAP5	-1.0925
SSSCA1	-1.31825
C11orf63	-1.363625
ACTG2	-0.5099
PORCN	-1.35
DTL	-0.885
TMEM151	0.8135
FAM122C	-1.9175
RSAD2	3.4007
BAT4	-0.2125
KRTDAP	-2.16833333333333
MYH8	0.0807142857142857
CRTC3	0.03575
LRRFIP2	-0.3538
INTS4	-1.08866666666667
TTN	-1.4215
SLC26A5	0.217
PLLP	-0.248
RGS6	-0.2315
SRGAP3	0.96275
ZNF525	-0.0465
NBR2	0.109166666666667
C13orf1	0.0342
ZNF137	0.363
CEP27	-1.78575
BEST2	0.2245
RNF121	-0.58575
DMRTC2	0.97425
