Hybridization REF	TCGA-B6-A0IQ-01A-11R-A034-07
C13orf24	-1.09183333333333
C19orf52	0.68525
BNIP1	0.264
AQP3	-1.51325
KRT6C	0.0886666666666666
SIRPA	-1.16291666666667
IGFBP6	-2.5025
PLEKHK1	2.73175
RNASE7	-0.0455
ARHGEF15	0.622
NPHS2	0.611
SRD5A1	-0.2935
REXO4	-0.58825
EEF1DP3	0.2465
SLC37A2	-0.93075
ZNF142	1.5865
ANKHD1	-1.111
MUT	0.407
VPS37A	-0.4925
GPRIN1	0.418
SLC38A3	-1.102125
BAZ2B	1.72075
WDR87	0.370166666666667
BRD7	0.16175
POU6F2	1.4865
NISCH	0.272125
TCEB1	-0.45725
LINGO2	-0.893
TAX1BP3	0.005
RPL34	0.181555555555556
MARK2	0.792833333333333
AKAP12	-3.3828
AMBN	0.0845
SLC25A27	0.435166666666667
FLJ21865	0.03
KIR2DS2	0.3085
WDR77	-0.41825
ATF2	0.01075
ITFG3	-0.296333333333333
SLC39A13	0.38775
ARL6IP5	0.78
C10orf137	-0.515875
QTRT1	-0.598
CCNT1	-0.24325
DYNLL1	0.7313
WDR53	0.3255
LIPG	3.113
ASAH3	0.2385
HELB	-0.4125
PHACTR2	0.714125
VENTX	-0.429
LAD1	1.86633333333333
PAOX	0.3295
MAPK8	1.162
CCDC38	0.279
DNAJC8	-0.76
RBBP8	-0.2815
WNT11	1.1915
KCNJ12	-2.02816666666667
HDAC8	-0.571333333333333
STARD4	-1.37675
ACVR1	0.23
C14orf65	0.105
KLB	-2.2085
C1orf65	0.5595
ZFYVE28	-0.89525
NSUN6	1.88225
KIF27	0.0763333333333333
SYTL2	-2.23066666666667
UBXD2	0.6089
OR6T1	0.6615
CCDC91	0.621714285714286
GRID2	0.1595
CALN1	-0.69075
ZNF423	-1.83275
PSMB4	1.0695
XPNPEP3	-0.567333333333333
ARPP-21	-2.2646
SART1	-0.203
RACGAP1P	-1.1395
SPTA1	-4.349
C6orf113	-0.0291666666666667
C7orf16	-1.471
CHST7	-1.619
C21orf29	-0.155666666666667
SEMA6D	-0.94075
PCMTD1	1.17525
KIAA1754	-0.472333333333333
MYCN	-0.5919375
KCNJ3	-1.623
MAPK13	1.2268
ERO1LB	-0.086
NTF3	-2.23033333333333
NKX6-2	-1.178
GTF2B	0.3995
GSPT1	-1.01633333333333
GUSB	0.087
LOC221091	-1.808
LIG1	-0.45675
EXTL3	0.308166666666667
NID2	-2.004
TTC29	-1.30625
TMEM97	-0.0885
EXTL2	-0.219333333333333
SUZ12	-0.34075
IL1F8	-0.1265
KRT18	-2.46663636363636
MRPS16	-0.667833333333333
PI4K2B	-0.60425
LACRT	1.653
OR51F2	0.291
JMJD2C	-0.530125
KGFLP1	-0.18975
CDK5RAP3	-0.8769
YTHDF2	0.939666666666667
GGCX	0.735375
ARPC4	0.07925
EGLN2	0.457333333333333
KBTBD4	-0.0501428571428571
ROBO3	-0.0913
DEFB118	0.9085
KIAA1543	1.3585
RTCD1	-0.339
MZF1	-0.0905
C18orf26	0.424
CNIH4	0.598333333333333
ZFP2	1.208
HTATSF1	1.019
WFDC2	2.088
NDUFA7	0.119
TTC22	1.057
FAM40B	-2.465125
DCPS	-0.55075
SH2D1B	-0.679333333333333
MRGPRE	0.4365
SBK1	1.48475
UNQ6411	-0.102
OSBPL9	0.1645
NUP107	-0.6035
MYOZ3	0.1302
PDE4B	1.40983333333333
FAM113A	-0.8525
IDH3G	0.106166666666667
FBXL7	0.301875
ARFGAP3	-0.6415
MAPRE2	-0.344230769230769
IL1RN	-0.2182
KIF13A	-2.22825
RAC3	-0.5765
TCTE1	-0.4185
TMEM14B	-0.5155
ADIPOR1	-0.176666666666667
GRINA	0.011
CLIP4	0.1745
LRIT2	0.3595
TFPI	-3.34142857142857
FABP6	-0.3615
SLITRK2	0.8416
HKR1	0.42375
SMTN	-0.33625
C1orf75	2.44125
CD209	0.26175
CYB5R2	2.42425
DNTTIP2	0.4535
CSGlcA-T	0.839875
GABRB3	-1.003
PCBD1	-0.112666666666667
TAF3	1.27725
HOXD3	0.378833333333333
GIPC3	-0.325166666666667
P11	-0.0386
BFSP1	-1.20875
LCP2	0.1025
TAS2R8	0.0165
SEZ6L	-0.943875
NR2C1	-0.400875
EXDL2	0.1312
TNFRSF13B	-1.5705
MKI67	-0.54125
GLS	-0.0336666666666667
C7orf54	0.0909
LGALS13	-0.210333333333333
IL4R	-1.0685
SEC11A	-1.17166666666667
SPP2	-0.134
C18orf32	0.2685
CLSPN	-0.705333333333333
SPAG1	-0.12475
C9orf82	-0.25875
TM4SF1	-0.719416666666667
EMILIN2	0.30775
SMG7	0.742
TAS2R13	-0.1145
ZNF628	0.969
DZIP1L	-0.0903333333333334
ANKRD13A	-0.5706
VASP	0.166
ZCCHC11	0.27025
SYPL1	-0.51975
MGC34774	0.44625
C4orf28	0.02725
KIAA1211	0.18325
RPS27L	-1.49225
TATDN3	-0.20825
PDCD1	0.883
OR5P2	0.368
IFIT1L	0.599
MIPOL1	-0.092
OR51D1	0.17375
C1orf92	-0.343
LAMP2	0.0326666666666666
CAT	-0.0673333333333333
C16orf80	-0.0555
C15orf32	-0.3545
ZNF746	0.05175
C1orf76	-0.6735
ATXN1	-0.146
LAMC2	1.892875
SLC2A7	0.104
CPOX	-1.91275
APH1B	-0.979166666666667
LOC442245	-0.48475
CTNND1	0.867055555555556
GABRG2	-0.72625
MADCAM1	0.207666666666667
F5	-2.686
SEMA4F	0.355333333333333
NUDCD3	0.112375
PDZD11	-0.161
TRIML1	0.4
GCNT3	-2.286
TMEM120A	0.222
CNDP1	0.497
N4BP1	-0.168875
SLC35F2	-0.452
LCP1	-0.459333333333333
IGBP1	-0.5633
DCAKD	0.18975
ELA2A	-0.5055
C12orf56	-1.050125
PITRM1	0.409928571428571
GUK1	0.717166666666667
RASSF8	-2.067625
OR2A14	0.29975
ADM	-1.72188888888889
FGD3	-0.405166666666667
GHRHR	-0.1405
RHPN2	-1.246
C4orf39	1.02016666666667
VPS72	1.25125
SERF2	0.901111111111111
CD22	-0.377666666666667
CD47	0.5392
PPIC	-2.118
IMPDH1	-0.688166666666667
ACP6	0.571666666666667
PRKACA	0.120875
PPP1R1A	2.5885
TRPV3	-0.30125
ASXL1	-0.070125
C17orf55	-1.134
FXYD1	-1.41816666666667
LMOD2	-0.4115
ANKRD33	0.4905
LCE2C	0.10075
ZNF620	-0.657
DKFZP566E164	-0.76275
VSIG2	1.116
KIAA1128	0.8255
USO1	-0.7365
NUDT4	-0.343857142857143
CLDN1	-0.382642857142857
OR4Q3	0.6255
FASTK	-0.197333333333333
ICOS	1.48866666666667
LDB1	0.10975
GSTA5	1.6855
ABCC1	0.304333333333333
FAM54A	-0.18125
PCBP2	-0.517
NUP205	0.43
ACTA1	-1.0835
GABBR2	-0.32475
PIP5K1B	-0.307666666666667
AGXT	-1.02566666666667
RNF181	-0.376
ATP8A2	-0.5155
AFTPH	0.9160625
FGF21	0.2745
FCER1G	1.13125
SNTB1	-1.7685
SLC24A3	0.621625
TXNL4B	-0.6566
RPL10L	-0.207166666666667
LOC389517	-0.39165
TSGA13	-0.0275
SHOX2	-1.43283333333333
ITGA7	1.2182
KCNIP2	-0.180666666666667
KLF13	0.906
ZFAND2A	-1.21225
CEACAM1	0.544428571428571
PFKFB4	-1.81383333333333
MED19	0.88225
LRRC57	0.6345
RNF11	-0.6085
ANKRD32	-1.2675
P117	0.719
OBFC2A	-0.0721666666666667
POLD3	0.562666666666667
RAB18	0.873625
TPH2	0.0648333333333333
PHB	-1.2372
JDP2	0.644333333333333
MORF4L1	-1.51
POU2F1	-0.18375
CNNM2	-1.04825
LOXHD1	0.316333333333333
ZC3H15	-0.2555
ELK3	-0.388666666666667
FAM111B	-0.13375
CBLC	2.87066666666667
SBNO1	0.143
ANKMY2	-2.37375
PLEKHA5	-0.01575
DHX58	-0.828833333333333
ARCN1	-0.301166666666667
TREML1	0.1869
KNCN	-0.0945
SEC24A	-0.190875
PSCA	-1.01
MGC24125	0.296666666666667
DNA2L	-0.40125
CIB4	0.318375
HIGD2A	-0.381833333333333
TBX6	-0.0363333333333333
TTLL5	-0.4275
SGK3	-0.444333333333333
GCN1L1	-0.30225
AMOT	0.2851
LDOC1	0.969166666666667
NRK	0.0125
ASB9	-0.24875
NAT1	-1.2371
TRAFD1	-0.63075
PEAR1	-0.077
FAM36A	0.393875
OR1S2	0.515
LOC388323	-1.8455
PGS1	-0.3285
LEPREL1	-1.74275
TFF1	-4.28025
HAP1	-0.02325
EPHB2	0.61075
ACTG1	0.767166666666666
ZFP42	-0.708833333333333
HAVCR2	-0.3169
NME1	-0.474
SNX26	0.752916666666667
LACTB	-0.949166666666667
ZKSCAN2	-0.509
C5orf35	-0.51125
ANKS3	1.44075
RBM28	-0.26175
DKFZP586P0123	-0.3505
HNRNPA1	0.126166666666667
BCAS3	-2.10225
FLJ20184	0.29
POLA2	-0.726166666666667
TMC7	-0.581666666666667
HSD17B6	-0.238
ZNF658B	0.6225
TTTY10	-0.0675
RANBP9	-0.249083333333333
CPNE7	-2.37466666666667
EVL	-0.412941176470588
LNX1	-0.186666666666667
IFNA21	0.253166666666667
CFD	-1.9425
PYCARD	-0.6325
MYBPC2	-0.8355
ENPP3	0.056
ACSL4	-1.3405
LOC440258	-0.167333333333333
TMEM176B	2.67133333333333
SOX2	-3.836875
SCO1	-0.151
COMT	-0.3435
AOC2	-0.17225
PDLIM5	0.726428571428571
SPHK2	-0.3415
NXPH2	-0.083
GPR108	-0.413
RAD51L1	-0.8545
TMEM54	0.2845
LETMD1	-0.878888888888889
SLC6A17	0.52425
KRT75	0.209
STT3B	-1.75383333333333
CD3EAP	0.2425
TMEM63A	-0.66375
DUSP13	-2.0625
CD1C	0.0965
LASS2	0.647166666666667
AVP	1.613
PITPNM1	-1.79675
FLJ22795	0.337
MCTP1	-1.55475
TRIM68	0.423333333333333
UCK2	0.392166666666667
ABHD1	0.242
FAM50A	-0.94825
RNASEH1	-0.348833333333333
PCP2	-0.526166666666667
OR52H1	-0.069
C20orf149	-0.12325
RBP5	0.371666666666667
HYAL3	0.946
CLPB	-0.1175
SMNDC1	-0.51625
DONSON	-0.339666666666667
FLJ27523	0.94025
BARHL2	-0.332333333333333
SLC30A9	0.292
TMPRSS11B	0.173
E2F8	-0.648
CCDC25	-0.0811666666666667
C14orf48	-0.322833333333333
C20orf116	-0.348625
TSPAN11	0.279
YIF1B	-0.583833333333333
FAM12B	-0.68825
OR1L6	0.2885
HPN	0.000799999999999987
NBN	0.35475
C14orf94	-0.798166666666667
OCLM	0.213
ZSCAN18	1.397
L3MBTL	-1.0393
TSTA3	0.219333333333333
RAC1	-0.47475
C19orf15	-0.502
NFE2	-2.035
KLK14	0.2995
ARSF	0.534
MAST2	0.1175
AMICA1	2.2245
GTF2A1	0.185
ATP1A3	-0.1195
TC2N	3.1307
PNKP	0.3795
ODZ2	-2.540375
MATR3	0.39775
S100P	-4.32575
KRT82	0.0725
CA13	0.148
PROZ	-1.3055
AASDH	-0.016875
C19orf40	0.035
DCK	-0.649153846153846
FAM5C	-0.5445
SLC6A4	-2.98
MID1IP1	-1.025125
TESSP5	0.8285
TMOD4	1.004
DOCK2	-1.268
TUG1	0.710625
NUP214	-0.42225
DPYSL2	-0.354
GOLM1	0.661
MPFL	0.1975
SOX13	1.00275
SDCCAG8	0.8741
KEL	-1.80816666666667
NUP210L	-1.763
GK	-0.000875000000000001
DNAJB1	2.004
ALPK3	0.123
CHID1	0.5094
CYLC2	-0.1125
IKZF5	-0.31775
C8orf51	0.489
PPM1J	-0.78
GIMAP8	1.87316666666667
GPR101	-0.0935
NR2F1	-0.9215
ACAD8	-0.02825
RBM35A	1.07075
GNAI2	-1.14566666666667
METTL8	0.935
SLC39A7	-0.3275
FBXO8	-0.19125
CAMK1	-1.202
RFC3	-1.401625
FAM129A	0.530928571428572
ILF2	1.11675
FGFBP3	-0.289625
NOM1	-1.17766666666667
PSMA3	-0.38775
ASCC3	0.1386
ZYG11A	1.31325
SOX21	-0.9625
LYRM1	0.36475
DEFB1	3.7405
LOC91431	-1.29716666666667
OR7C2	0.9755
FAM46B	-0.434125
TMEM18	-0.13375
ARHGAP30	1.48733333333333
TMEM86A	0.782083333333333
EPHA2	-1.784
C10orf46	0.11785
TCHH	-1.8165
C3orf30	0.0961666666666667
LOC285636	0.655666666666667
PAIP2	-0.405
CYP2U1	-0.236
C12orf34	-0.876
SARS2	-0.228166666666667
ZCWPW1	-0.3075
SAMD12	0.34
KIAA1430	-0.064
ACAT1	-1.65175
MEOX1	2.10833333333333
ADAMDEC1	3.8575
PHKA2	0.41325
CARD11	-1.52
CALML4	-1.2115
TSSC1	0.048
TMEM45A	0.334
MPP7	0.495875
POU1F1	0.19975
SLC2A13	-1.1129
FBN2	2.25864285714286
ZC3H7A	0.536
LAIR2	-0.0815
ST3GAL1	0.212833333333333
LCT	1.28525
GEMIN8	-0.1305
KLF16	0.8954
HIF3A	-0.2251
FAM44A	0.218714285714286
AQP10	-0.7852
PLA2G2A	0.13
FOLH1	1.72683333333333
C20orf186	0.776
MAPKAP1	-0.149875
SPRR2D	-1.0755
UBQLN4	0.715666666666667
RSHL1	0.560166666666667
PIAS3	0.714
MRPL24	0.64875
GREB1	-3.7355
FAM27E3	0.8955
NUP62CL	-1.10975
NEUROG3	2.4695
REEP3	2.67025
MARK1	-0.126
LMBRD1	0.655
PRPF19	0.252
PNMT	-0.818666666666667
CTGLF1	1.5905
SLC25A16	0.23425
EIF2B3	-1.6755
RPA2	-0.09325
PAK6	0.376
CCDC26	-2.947625
SEMA3E	0.521
MXD4	0.5634
TNFSF10	2.5584
SMARCB1	-0.390166666666667
DTX3L	1.04183333333333
PLA2G4E	-0.613
PPAP2A	-0.9135
ULK1	-0.00424999999999999
TAS1R3	0.393
SLC2A3	-2.325
ARID3A	-2.67025
GNG5	-0.0535
ACOX1	0.0982
KIF5B	0.168
NUP153	-0.54575
MUC7	-0.6095
CSDE1	-0.5195
CLPTM1	-0.765
C3orf23	-0.3525
LRRC17	-2.28666666666667
TTYH3	-0.37975
ATP5B	-1.446
ELF3	1.6145
CPSF3L	0.0065
ZNF665	0.193166666666667
TLR6	0.3737
GPI	-0.889375
RAD9A	0.017375
NDST4	-3.59925
AGPAT3	0.8345
MAGI3	1.74483333333333
ADORA2A	-0.643
CACNG7	-0.127
CAMK2D	-0.526642857142857
CCHCR1	-0.39175
RPS27A	0.09075
OR10G7	0.166
GCM2	0.0695
FAM135B	0.4852
E2F1	-0.762
PLCB3	0.63475
OR2AE1	0.2065
COIL	-0.631333333333333
CDC25C	0.321333333333333
RAB11FIP2	-0.88675
TSC2	0.0155
CTGLF5	0.8485
CCDC108	0.4703
OR13C4	-0.02525
C10orf81	1.90175
PTPRB	0.56575
ACP2	-0.5165
LAG3	1.12325
MRPL54	-0.57575
LOC201175	1.838
ITGB1BP3	-1.38425
SPTAN1	0.568666666666667
SIPA1L2	0.874
RCAN2	-0.452
CDX2	-2.283
ECOP	-1.8375
ACTR1A	0.0989285714285714
PPARG	-0.781166666666667
BBS10	0.9695
TMEM44	-1.055625
BPIL2	-0.78775
CITED1	-2.1665
IRF6	3.56525
PRDM4	0.1405
RRP9	-0.681666666666667
OR10H4	0.2595
IL31RA	-0.301
GNB1L	-0.138166666666667
MYBL2	-0.35425
ZNF407	1.67116666666667
PPIG	0.616166666666667
TTC18	2.4385
RPSA	-0.457
MAPT	-0.134
MRE11A	-0.085
C8orf37	-1.32833333333333
RASGEF1C	0.404833333333333
STBD1	-2.05375
CTAG2	-0.518166666666667
MGAT5B	-2.00283333333333
ECM1	-1.10825
RLN1	0.668
PARP14	0.9215
EPB41L1	-1.0021
HOXA3	-0.876583333333333
MAGEA9	1.384
RPS8	-0.206833333333333
RPS19BP1	-0.03
FOXJ2	-0.22575
C10orf76	-0.1745
IL17RE	0.7
C10orf65	-1.48875
ZNF343	-0.380833333333333
FBXO33	0.01425
UHMK1	-0.4991
LY6G6C	-0.3195
FGF19	-1.02825
C14orf128	-0.545333333333333
IFIT2	1.0885
TIGD1	0.843
S100G	0.0285
GUCY1B3	2.866
NR3C1	-0.8714
CORO1B	-0.528833333333333
PARP11	0.034
DNALI1	1.728
OR4N4	0.590625
MAP2K6	0.803833333333333
FSTL4	-0.71175
ANKRD47	0.87625
TMEM171	-1.237
PNLIP	-0.1565
YY1	-0.167333333333333
CCDC138	-0.3015
AASDHPPT	-0.622
CKS1B	0.8273
MCM3	-0.179
ANAPC7	-0.374833333333333
FAM110A	1.06525
CDC37L1	1.30733333333333
THTPA	-0.07625
NBPF20	-0.2335
WDR24	-0.0435
NPTX2	-2.92175
CBLB	1.113
CETN1	0.225333333333333
RPUSD1	-0.03575
FAF1	-0.1025
CDK6	-0.444
HMX2	-0.453
CSK	-0.453166666666667
TEAD2	0.987
SNAP25	-1.00275
TUFT1	1.0059
TMTC3	0.128
LCK	-1.5575
SGOL1	0.0545
AKTIP	-1.087
FURIN	0.950125
SOX12	-0.1705
DEFB103A	0.242
RAMP1	-0.18775
KIR3DX1	-0.22
GAS2L3	0.086
PDE8A	-2.316
EDN3	4.3245
GMIP	1.34875
SF3A2	1.0845
FN3KRP	0.467
SMAD7	0.42175
RHBDD2	-0.10075
OR11H6	0.481
PPP1R3B	1.5187
C9orf23	0.5435
CADPS	-1.47975
GOLGA8A	-0.806625
TMEM57	0.355
RGL3	-1.8985
S100A14	0.112
FGFR2	0.3045
XRCC3	-0.6075
RTN4RL2	0.459
MGC3771	-2.4165
GH2	0.185666666666667
BTBD2	-0.2485
LMO2	-0.4635
RDBP	-0.047125
ACRBP	-1.97675
AMY2A	3.74375
DUOXA1	0.5515
PTK7	1.36916666666667
TWF2	-0.357666666666667
FAM80A	-2.03025
TNNI2	-2.69333333333333
GLT25D1	0.13
OCC-1	-2.2585
CYC1	-1.0975
RPL22	0.658590909090909
MORN3	1.83233333333333
DISP1	1.33
PRB2	-0.4365
CHUK	-0.95075
HR	1.69125
CCDC134	-0.3855
DENND4B	0.311
C14orf130	-0.102375
RAB33A	-1.92175
DCST2	0.562
TNMD	-1.76625
PEX7	0.576
FAM62A	0.21975
SRD5A2L	-0.00775
IL22	0.49775
RPS26	-1.06466666666667
HOXC5	-0.2185
SPATA6	0.53175
FLJ38482	-0.36825
ZNF234	0.4945
C18orf22	1.58125
SPATA22	0.073
THOC1	-0.08525
CYP7B1	2.57375
KCNC3	0.1785
C8orf42	-0.0855
ALDH1B1	-0.706166666666667
CCDC100	-0.4871
ARMC4	-0.41275
FAM18B2	-0.301
SLC44A1	-1.11075
FBXO17	-1.09433333333333
C6orf107	-0.60675
C19orf29	0.35
ZC3HAV1L	1.2035
PARP6	-0.1227
SULT2A1	-4.086625
C1orf159	0.59575
TMC1	0.646
CHST14	-1.191875
GAMT	-3.08916666666667
SMCP	0.505166666666667
TSPAN33	0.538083333333333
MIDN	-0.205125
NOX4	1.2835
RNASEN	0.3245
TBX1	-1.51216666666667
SALL2	-0.2865
C10orf35	3.18075
CYP2E1	-0.676
LRFN2	-0.0908333333333333
ACO1	-0.859
IQCG	1.727
MEGF9	1.87625
TM7SF4	1.2215
PLEKHA1	-0.0374
STK33	0.36075
C1orf210	1.0065
SNUPN	0.3279
KIAA0406	-1.2226
C20orf29	-0.7565
TMEM55B	-0.6655
OSTM1	-1.4561875
CLCN7	-0.19075
OTP	-0.0605
FLJ23049	0.31075
HEATR4	-0.335
MAP3K10	0.932833333333333
PCDHGA9	0.7415
AMDHD2	-1.01075
LCTL	-1.3705
PDCD2L	0.46
CABLES2	1.06575
SLC5A9	-0.419
CLCA2	-1.27383333333333
MGC16025	0.7785
STRAP	-0.714166666666667
C20orf196	-0.7605
RRBP1	0.492166666666667
NAT13	-0.03775
MAT2B	-0.389375
CSNK1D	-0.629666666666667
KIR3DL1	0.57525
PRKAG3	2.043
ZNF599	0.021
PRM3	0.4115
PER2	0.547166666666667
ASPHD1	-0.582
PRMT6	-0.07625
KCNE1L	3.3235
FAM118A	0.0901666666666667
TAF4	0.30225
NDUFB6	0.152
TRIM9	-1.2515
PMFBP1	-0.30025
KY	0.3935
DKFZp762E1312	0.107363636363636
CSMD1	-0.90325
TBP	0.263666666666667
OR1Q1	0.366666666666667
RETNLB	0.2015
HPGD	-0.879428571428571
DNAJC12	0.106666666666667
FKBP1B	-2.59825
ANKRD24	-0.34
CXXC5	-1.10083333333333
IL3	-0.014875
DRAM	-0.1933
PTCH1	-0.577
TP53BP1	0.58525
SLC17A7	1.302375
COL25A1	-0.1741
AMACR	-0.583
RHCG	0.16725
VPS13A	-0.990666666666666
FAM55D	1.0435
PRPF38B	0.195666666666667
OSBPL6	0.05175
PFDN5	0.1929
CMTM6	-1.1615
KCNK12	-1.077
RP2	-0.16725
C16orf52	-1.01175
PICK1	-0.9795
IFNE1	-0.6302
SEMA4B	-0.784
TYRO3	0.13575
OR12D2	0.415
CSNK1A1	0.0485
FANCF	1.4925
LONP2	-0.041125
TBL1Y	-0.21625
LDOC1L	-0.3625
CCNC	-0.7375
C3orf60	-0.469
CHKA	0.352
UBAP1	0.259
MAP3K1	-0.2565
ANKRD9	-0.56075
FAM92A1	-1.043
GAB2	1.2765
AZU1	-0.8425
DIS3	-1.21558333333333
C21orf109	-0.8495
IQCB1	-0.1155
SPATS2	-0.859166666666667
EFCAB3	0.66025
PRB3	0.429625
FUZ	-0.177
ZNF813	-0.432625
BMPER	-0.855166666666667
HEG1	-0.684875
ALS2CR11	-0.968
SURF2	0.9625
PSMC1	-0.245416666666667
OR2D2	0.203
SLC7A8	-1.569
C4orf40	2.2025
SPATA7	-0.0765
MAZ	0.0683333333333333
PIN4	0.32
PDE1A	-1.704625
TAF6L	0.0871666666666667
OR2T34	0.208
KIAA0284	0.646
ACADS	-0.783909090909091
MKRN2	-1.119
C18orf56	-1.233
MS4A6E	-0.270333333333333
GALNT4	-0.6647
C22orf31	-0.0365
FLJ36070	0.6185
PSME4	1.452
TFG	0.5209
EPHX2	-0.3075
ANXA5	-0.283125
KRTAP1-1	-0.0294
BATF	0.36975
KARS	-1.4335
MSTP9	0.1385
GPR26	-0.03325
CCDC72	0.02825
TEF	-0.143666666666667
FOXK1	-0.4239
PRLHR	0.2425
EMX1	0.667
C11orf30	0.03725
ICK	0.05375
THSD7B	0.0215
C21orf100	-0.541
DUOX1	0.2865
EFCAB4B	-0.68675
UBE2G2	-0.381166666666667
C3orf54	-0.0605
PARP1	0.8525
FAM60A	-0.0636666666666667
C6orf146	-0.1985
OR9K2	-0.217
DDX55	-0.561166666666667
RPS15	0.366916666666667
ZNF618	2.117125
DKFZp686D0972	1.25525
SSPO	-0.653
SHFM3P1	-0.1465
CPA6	-1.8655
JAG2	-0.035
DEFA3	0.256
PPBPL2	0.3535
CD34	3.1065
SLCO4A1	-2.75125
AFG3L1	-1.09516666666667
SHD	-0.38
RP13-122B23.3	-0.325666666666667
PRKCSH	-0.676666666666667
DPH5	-0.362833333333333
HLA-F	1.575875
TBC1D4	0.27075
RIG	0.411333333333333
GLUD1	-1.71766666666667
HNRPCL1	0.00737500000000001
HBXIP	-0.805
RNF207	-0.679
APIP	-1.28375
PLA2G3	-1.85216666666667
CCDC84	-0.9345
MYLIP	-1.56584615384615
PHIP	1.57575
AARS2	0.159
DHX32	-0.434
SCAPER	0.209
MEN1	0.09525
NIP7	-0.77125
FLJ25404	0.44
FASTKD3	0.16975
TMEM158	-1.63333333333333
RARA	0.7065
BDH1	0.509
ANKRD16	1.5295
CARM1	0.37
SS18	0.763
IKZF2	-0.106333333333333
MYD88	-0.381875
PML	0.43065
TAF1A	0.169
CBFB	-0.548375
HIST1H3H	-0.767833333333333
C7orf29	-1.3415
COMMD4	-0.649333333333333
DPP3	-0.6975
DAB2	-0.495125
LOC388882	-0.089
YPEL4	-0.597375
AGBL3	1.4475
LRP6	1.1911
SERPINH1	0.8925
TLE1	0.4705
CD244	0.113833333333333
ZDHHC15	0.89875
MGLL	-2.1017
PLDN	-1.89866666666667
LOC654346	1.5575
FAP	0.177
GPR37	0.927333333333333
SCARA5	-0.6025
EBF4	-0.305454545454545
LSM6	0.6325
MLLT1	0.1785625
SLC5A12	-0.455
A2BP1	-1.12366666666667
COPS5	-1.06983333333333
TPM4	1.07571428571429
TNFSF4	0.318333333333333
ACADSB	-1.9075
HERPUD1	-0.45325
BCL2L11	0.194222222222222
CEP78	-0.352125
CDCA3	0.21375
WBSCR19	0.5763
MYO1A	-1.4785
PPEF1	0.806
LOC440348	-0.379
CPEB2	-0.933375
BPTF	-0.394666666666667
RPL21	-0.4278125
GSX2	0.133
ADPRH	0.786166666666667
C17orf68	-0.504
KCNS1	0.5165
MLLT6	-0.0561
PIWIL4	2.112
RNF26	-0.41325
RAP1B	0.30425
ADAMTS1	-1.4738
ZNF571	-0.2385
P2RY6	-0.784
TRIM21	0.626333333333333
CADM3	0.6605
NLRC5	0.596
ADRA2B	-0.338833333333333
LOC90835	-0.43125
PCF11	0.67425
LOC400451	-1.205
GLTSCR1	0.9277
C17orf88	-0.903333333333333
CDH16	-0.53125
FGF7	0.18925
PCSK4	-0.510666666666667
NPC1L1	-0.998666666666667
TAT	0.39825
TBCA	-1.0265
MGC33407	-0.31225
GPR115	-1.657375
CYGB	-0.535
FNBP4	-0.0436666666666667
C12orf43	-0.18725
CBL	-0.2201
CLECL1	0.999
PPAPDC1A	-0.691
WDR25	-0.592
SGCA	0.363
C22orf29	-0.538666666666667
YIPF1	0.29925
GALK2	-1.63325
RAB3B	-2.90416666666667
LOC440087	-0.799
UCP1	-0.423
REEP5	0.428875
FADD	-0.3797
FOXA1	-2.276375
CACNA1A	0.7485
ABI1	0.230333333333333
GRIN2D	1.28925
SLC1A4	-1.01433333333333
LOC401127	0.496
HINT2	-0.062
PLD4	-0.872
ZNF286A	1.366
ENY2	0.12425
IL1F6	-0.491
PXDNL	4.537
C20orf79	0.294
TNFSF13B	2.36366666666667
DENND3	-0.307375
JARID1D	-2.88975
HIST1H2AK	-0.2
LOC93349	-0.3327
SSH1	-0.55
ENSA	1.4345
LOC219854	-0.116666666666667
CKAP2	-1.3731
DKFZP564J102	-1.13316666666667
MGC87315	0.626333333333333
HNRPAB	-0.761
AMH	-1.8545
ZNF526	1.2815
BRUNOL5	-0.5647
CACNG3	0.116
TRPM1	-2.0145
PPP2R1A	0.353
COL2A1	-1.04275
DDN	0.763833333333333
FLJ25770	-0.0914166666666667
HK2	0.366714285714286
ELOVL6	-0.80525
MDK	1.38725
EPHX1	0.233
RASSF2	0.036625
DKFZP434B0335	-0.07175
DLX3	-0.00662500000000005
PRTN3	-0.2435
AVPR1A	0.31325
C21orf125	-1.491
TNFAIP8	-0.392
GNB2L1	-0.7655
CALCRL	0.6195
SCGB2A2	1.35383333333333
UBXD7	0.69325
ZNF674	0.0425
TMEM35	2.86775
BRSK2	-0.726125
HECTD3	-0.334
TMEM188	-1.275
LGALS9	1.662125
SCARB2	-0.76375
USP34	-0.122916666666667
C17orf28	-0.0348333333333333
ZDHHC23	-0.643
AQP12B	0.2935
SLC16A3	-2.956625
APLP2	-0.1045
ITIH2	-4.8265
MICAL3	0.142875
TNNI3K	0.7331
HDAC2	1.588125
PRR7	0.8188
THBS2	-1.434
LOC751071	-0.405166666666667
CA2	0.383666666666667
RANBP17	1.102
RLN3	0.355
CRYZ	-1.85916666666667
GBAS	-0.0918333333333333
TAS1R1	-0.6545
MPZL3	0.485
PCDH8	0.60375
HSP90B1	-0.348333333333333
KCNK15	-0.4985
TNIP2	-0.516666666666667
GPR146	-1.21625
NOL6	0.34825
SPC25	-1.69922222222222
STEAP2	0.628
VAMP3	-0.400166666666667
TCIRG1	-0.62675
ZP4	0.144166666666667
