Hybridization REF	TCGA-B6-A0X4-01A-11R-A109-07
NAPRT1	-1.049
PNLIPRP1	0.25825
OR6V1	0.344
PRKAB1	-0.12125
EYA4	-2.26433333333333
KIF20A	-3.3215
ALG10	-0.8145
ITPKC	1.0375
LMX1B	1.05616666666667
RPUSD4	0.0131666666666667
C7orf34	0.191333333333333
DLGAP2	0.281875
PFN1	-0.8404
MICALL2	0.248
ZNF654	0.041
SS18L1	-1.082375
SLC16A8	0.061
MKI67IP	-0.201333333333333
ITGB3	-0.344625
TCEA3	3.36283333333333
CEP152	-2.8225
CLIP1	-0.087375
ZNF75	0.1779375
ATP5C1	-0.493666666666667
NUDT5	-0.848166666666667
PSCDBP	3.43725
UBP1	-0.641
RBM27	-0.43125
C13orf15	1.29925
ZNF282	0.033
ZNF222	-0.0472
COL10A1	3.486
PRDM15	-0.655875
TTTY5	-0.129
FAM9C	-0.34525
C20orf67	0.2155
GNG13	0.528
F12	1.48875
C1orf41	-0.48325
CPXCR1	0.32
GSK3A	0.353375
SUPT6H	0.241666666666667
PI16	-1.60633333333333
ELL2	0.46725
C9orf167	-1.15816666666667
PVRL3	-3.7135
FLJ38596	0.298
ADAM20	0.47275
GPR89A	0.154
GPR87	-0.6425
ZNF30	0.66275
SMR3B	0.46725
ZNF770	0.1045
TRPC4AP	-0.629333333333333
DKFZP686E2158	-0.0155
C2orf28	0.476833333333333
FREM1	-3.041
LAMA4	-0.511
ADPRHL2	0.1655
EIF4G2	-0.0941666666666667
GUCA1A	-0.859
CTNNA2	3.182125
NUDT15	-1.5595
CEPT1	-0.361166666666667
ZNFX1	0.3625
CCDC92	1.14775
TDRD1	-0.862
KCNK5	-1.668
ETNK1	0.04125
LTA	0.35
TTPA	-0.0701666666666667
B3GALNT2	-0.512125
SC65	-0.309666666666667
PEX5L	0.64325
EPS15L1	0.1085
MGEA5	0.136375
HIST1H3A	0.3175
ING1	0.208125
BCAT1	-3.846
ORC6L	-3.576
KLK11	-4.62683333333333
C19orf28	-0.96175
DNER	-4.049375
MED22	-0.700928571428571
ETV6	0.295916666666667
CHAC2	-2.19625
CD300E	0.3215
CEBPB	-0.761166666666667
ZNF398	-0.0125
LRCH3	-0.0265
HMGA1	-1.36133333333333
CAPN7	0.0575
MGC5566	-2.37
CCL3	2.108875
NANOS1	-0.501625
ZFYVE19	0.0225
APITD1	0.0441666666666667
PARD3	0.962
IRAK4	-0.0751666666666667
SERPINI2	-0.036
CEP170L	-1.083
TTC9	0.975625
MYOM3	-1.60425
MLPH	2.251625
LOC222699	0.6695
NRG1	-1.23266666666667
TBC1D9	4.80581818181818
TTK	-3.55116666666667
ZNF557	0.3823
DDX41	-0.278666666666667
FANK1	3.4215
UBE2D2	-0.15775
PSMB10	0.218375
MYH7B	0.756
GABARAPL2	0.79725
MARVELD2	1.6605
DGCR2	0.919333333333333
UNC45A	0.492
C6orf72	0.6015
ZNF683	1.69075
GIT2	-0.5245
CASK	0.218833333333333
C14orf161	1.89483333333333
LRRC44	0.0205
TIFA	-0.677
UTP11L	-0.266875
C6orf65	-1.41075
FDPS	-0.72425
DUSP9	-1.5247
SLC17A8	-0.111333333333333
OR51G1	0.3025
NANS	0.014
OLFML1	0.563
ATP10B	-0.98175
NPAS3	-1.07825
PRKCA	-2.53
GGA2	1.0964375
LCE4A	0.378
SPANXN3	0.28925
CCDC115	1.51175
SDCCAG3	-0.88575
GLIPR1L1	0.18125
TTC1	-0.1645
C17orf76	0.317
MAD2L2	-1.52825
HIPK1	0.0631
LRRC3B	-0.170166666666667
CLN3	-0.877590909090909
C17orf47	0.95
FMN2	-2.43775
TUBB1	-1.49325
WAPAL	-0.278
C3orf21	-1.032
SCN5A	-0.1631
SMYD1	0.50025
BEX5	2.47175
ZNF192	-0.068
SEC22A	-0.400666666666667
GRIA2	6.84071428571429
KIAA0825	-0.77475
NUSAP1	-3.25054545454545
LANCL1	-0.172375
C15orf40	-0.3725
ZNF645	0.17775
GPR61	0.198
NLRP14	0.2605
SNX21	0.1505
C1QTNF8	0.0555
C17orf46	0.01025
IFNA8	-0.023
SPRR1B	-0.893333333333333
FLRT1	-0.5185
SNX17	-0.1075
ASB2	-0.258
HBG1	-4.647
RPRML	-1.41225
JOSD2	0.132333333333333
PLSCR3	0.09625
SPOCD1	-0.906666666666667
RAB39	-0.344
GHRH	2.58116666666667
ITIH5L	0.124
C17orf37	1.30925
SMCR8	0.55225
DPY19L2P3	-0.224666666666667
IL11RA	-0.0718333333333333
GDF3	-3.36333333333333
RPS6KB1	-1.0765
DNAJC19	1.2153
TOP1	-1.0525
CRCT1	-0.699125
MPST	0.2625
DPM2	0.169875
FAM38B	-1.42683333333333
SLC18A1	2.269
FARP1	0.807833333333333
PAX7	0.0045
TUBD1	-1.37125
GNL3	-0.138
BTG2	0.517933333333333
NDUFS6	-0.877
C1orf79	-0.0885
ERAL1	-0.32575
ECHS1	1.02225
VPS4A	0.182666666666667
CYP11A1	-0.2685
ABCC6	-1.05064285714286
PBX4	-3.5905
MOSC1	-1.701875
NCF4	-1.24025
HYMAI	0.7455
NAGPA	-0.812
OTOP2	0.2975
ACOT12	-0.20175
MTHFD2L	0.414125
LOC441376	5.26
C19orf34	0.015
RAB1B	0.3375
ALDOAP2	0.5375
NTRK1	-1.97833333333333
ARTS-1	0.5771
SLC6A11	-0.096
NAP1L2	-1.8095
CNGB1	-0.380333333333333
EPB41L4B	1.13683333333333
FAM134B	2.851625
HS3ST3A1	-2.455
CPXM2	1.9955
SIRPB2	0.2045
CHORDC1	-1.372
TRIB3	-1.09533333333333
SLC2A5	0.536
C2orf49	-0.733833333333333
DDX5	-0.493
OR5L1	1.3465
ANAPC4	-0.434333333333333
ZSWIM1	0.161
LOC93622	0.2095
KCNK3	3.0659
RP11-35N6.1	-1.47025
ZFP161	0.3525
AQP9	-0.00174999999999999
SLC15A2	-1.43516666666667
MREG	0.870666666666667
OR9I1	0.0315
PDLIM2	-0.380625
ADAM7	0.155
GSTCD	0.0718333333333333
WDR21A	-0.077625
SLC12A8	0.736666666666667
TMEM174	0.04625
IGSF3	-1.56191666666667
LRRN1	-1.131
LOC402117	0.3025
SRPK1	-1.2375
LY6K	-1.6536875
NFIA	0.7875
PTCD3	-0.264375
LEP	-0.0876666666666667
PCDH21	-0.340166666666667
MAPKAPK2	1.26271428571429
NMNAT1	-0.673166666666667
LHFPL2	-1.192875
C9orf43	1.425
DIP2A	-0.899666666666667
ACTR8	0.41675
CCDC34	-0.417
PTPN22	-2.3045
ITGA3	0.41225
FAM129C	0.2545
RABGGTA	1.0985
UNC45B	-0.4045
KIAA1033	-0.498375
ZNF510	-0.194166666666667
CYP2D6	-0.167833333333333
SLC26A10	-1.3495
STX8	0.56875
LUZP1	-0.310625
WDR89	-0.113333333333333
EIF4G3	0.0357
C5AR1	0.10275
ZNF623	-0.5055
A2M	-0.62525
TGM7	0.212
GRPEL1	-0.3505
LMNB2	-1.7907
ROCK2	-0.330166666666667
SNX16	0.18775
CCDC66	-0.34475
ANXA3	-1.62075
KIAA1609	-0.783625
EED	-1.28375
RNF32	1.34366666666667
HES1	0.0451
CLC	0.366833333333333
ISL1	-0.442333333333333
KIAA0528	0.265
MANEA	0.1225
C1orf61	-1.0165
hCG_2001000	0.66975
RAPGEF6	-0.402
KIAA0020	-1.10316666666667
NEIL1	1.8505
C16orf45	-0.286625
RBM10	0.149
C10orf125	-2.725625
MRS2L	-0.6125
DNAH17	-1.2885
C19orf10	0.219
C1orf160	0.78925
SLFN12	-1.67725
EXOC3	0.0238333333333333
HIST3H3	-0.136
NCOR2	0.599166666666667
TNFRSF9	-0.9615
MFSD8	0.06375
ALX1	-3.2615
NOL1	-1.073
PODN	0.7915
TIAL1	-1.28675
HIST1H1E	0.81125
NPY6R	0.613
TM4SF4	-0.19475
CORO2A	0.063
ETNK2	-1.566
APOE	-0.6436
ANGPT4	0.311
HDGF2	-0.2835
G30	0.1815
ST8SIA4	-1.480125
F2RL1	-2.22975
FAM19A4	-2.6195
CCAR1	-0.461
B3GNT7	0.18475
OPHN1	-0.4605
DSCR6	-1.032
C21orf13	1.91566666666667
GAS2L1	0.45725
RFX3	-0.0241666666666667
COPS4	0.158875
BCHE	-4.47616666666667
BCL2	3.741
HBZ	-2.65566666666667
ARL13B	-0.419
MAPBPIP	0.979
MYO15B	0.46925
SPZ1	-0.52175
KIAA1324	4.77255555555556
PLCL2	-2.89975
C4orf29	-0.8225
WDFY2	-0.92125
ZNF284	-0.545
NAALADL1	-0.3255
DUSP5	0.696166666666667
PXDN	-0.428375
SLMO1	0.15775
TNXB	0.548
BIRC7	-0.82075
A4GALT	-0.209666666666667
TIMM22	0.21025
FAM110C	1.1165
TOMM34	-0.352125
ABHD9	-0.074
ADAM32	2.435
CRHBP	-1.211
AQP2	0.4255
LOC130355	0.743
ZNF187	0.817333333333333
ZNF816A	-0.3305
F7	-0.77175
CNOT1	-0.2716
SLC13A4	-0.51625
ZBTB11	-0.199
B3GALT5	0.01425
EXOC2	-0.0171666666666667
IRS1	1.6362
TMEM1	-0.00716666666666669
MRPL34	0.1665
SAMM50	0.08175
CDC42EP3	3.672
HSF2	-0.4027
MFN2	0.45475
TSPAN7	-1.48466666666667
NUCB1	0.878666666666667
RHOH	-1.3515
ARL16	-0.6305
TACR1	0.0905
SFRS5	-0.509333333333333
SNX25	0.188875
RHBDF1	-0.202333333333333
PCDH18	-0.758166666666667
HMG1L1	-1.39025
MYO5C	1.66725
MAPK10	0.1555
LDHAL6A	-0.0981666666666667
NUDT12	1.56783333333333
NCAM1	-0.4325
GLIS2	0.2105
GGTL4	0.90675
DAPP1	-1.74175
ATF7	0.751625
KIAA0748	-1.77025
NFIL3	-2.75325
TM6SF1	-0.0319
SEZ6	1.3495
NANOS3	1.02183333333333
DNAJA3	-0.313666666666667
CLDN6	-1.565
CIITA	1.3232
EPHA4	1.73475
FANCC	-0.6665
CMTM3	-2.143875
PSG3	-0.1005
MRPL15	-1.10625
C21orf59	0.24225
PLCXD2	-0.368
C2orf34	-0.110625
UBE2L6	0.495375
MED14	-0.335166666666667
HP1BP3	-0.8054
C6orf208	0.7715
TPBG	-1.21375
OSR2	-2.877
XPC	0.0221666666666667
KLHL7	-1.13375
CCR3	-0.2385
AGTPBP1	-0.248833333333333
PCSK6	2.19206666666667
STAT5A	-0.7694
FAM18B	0.466
LONRF2	1.84383333333333
PTPN2	-0.596125
SF3A3	-0.568833333333333
EFCBP2	-0.47425
HCFC1	-1.09433333333333
AHNAK	0.74435
ACTR5	-0.6965
KIF14	-3.74771428571429
TENC1	1.3765
HEATR5B	1.5705
YIPF2	0.942
MYEOV2	0.239833333333333
DUSP18	1.0555
KIAA1012	-0.09425
AHR	-1.78683333333333
C17orf53	-1.88983333333333
PTPRH	-1.811
ATP6V1C1	0.0782
TAS2R3	-0.067
LOC440356	0.81
COQ10B	0.1505
PSMF1	0.452
SORBS2	2.54925
NFE2L2	-0.5085
TMCO7	-0.07475
SH3PXD2A	-0.5277
SH2D2A	-2.088
SPINK5	0.873
MRPS24	-0.6735
OPA3	0.504875
TRAF7	-0.00683333333333333
C4orf35	0.360666666666667
MT1G	0.5005
MGC39545	0.190333333333333
HS1BP3	0.5151
OR2B2	0.1665
CHRM4	0.25
SFRP2	-0.340666666666667
RIC3	2.939
ART1	-0.5175
C6orf1	1.368625
DUS4L	-1.17875
C10orf104	0.5135
TNFAIP6	0.19875
RTEL1	-0.8595
CCT4	-0.445
ZNF709	-0.734
CHMP6	-0.144833333333333
UPP2	0.17825
CYP19A1	-2.430125
CD151	-1.268
NDUFA13	0.105
ARFRP1	-1.04183333333333
FAM26B	1.18725
CRYBA1	-0.7585
MRPL41	-0.116833333333333
NPFFR2	-1.078125
HRH2	0.2365
SCAMP3	0.710166666666667
MTMR6	0.456
MTG1	-0.993833333333333
UBTD1	1.2395
CRABP1	-2.0455
FLJ33790	1.7885
KIAA1908	0.12
GPR158	1.9545
PACSIN3	0.101
OMD	-0.026
CATSPER1	-0.8995
HOXB8	-0.284625
FBXO46	1.0315
OAS1	1.783
SVIL	0.53125
PHB2	-0.686
ADCY3	0.327
NDRG2	0.240166666666667
ERMAP	0.605
APBA2	-1.788
IGSF9	1.752
WNT6	-0.216357142857143
MYCBPAP	2.6865
ATP2B2	-0.0752
CPVL	-2.4883
TRAM2	-1.2145
NOP5/NOP58	-0.609
ZNRF4	0.2035
TLK1	-0.327625
MTMR12	-0.1935
ZNF384	-0.536333333333333
FAM9B	-2.781
RPN1	0.0163
PMVK	1.4885
EIF3D	0.5661
SIX2	1.252
HPS1	0.462
RNF7	-0.16675
PSKH2	-0.118
KCTD13	0.111666666666667
CSMD3	-0.1358
FBF1	0.188
IL8	-4.29725
SERPINB13	0.440833333333333
FBXL20	-0.43425
BLR1	0.36775
SH2B1	0.027
RFNG	0.25625
RAB20	0.182333333333333
RBM7	-1.092
POLR1A	-0.605166666666667
TMPRSS4	-2.49575
TAF9	-0.86675
TERF2	0.310666666666667
TNFRSF1A	-0.223916666666667
ACADVL	0.0806666666666667
GTF2H5	0.2425
EDG8	-0.919166666666667
C9orf140	-0.710125
UST6	0.22375
ZBTB8OS	-0.42125
ZNF710	-0.0175
GPR174	-1.3455
ATP6V0A2	-1.336
KIAA0319L	0.65775
XKRX	-0.13
DOPEY2	0.8625
SDHD	-0.56325
SUMF1	1.957
OSM	0.665
OPN3	-2.79725
DAGLB	-0.484166666666667
PPFIBP1	-0.8688
TRIM63	-2.8375
C10orf53	0.452
LYPD3	0.129166666666667
BCL7A	-0.177875
AGER	-0.818
TCF19	-2.35075
SAT2	0.80125
PFTK1	-1.26333333333333
GABRE	-2.99475
C15orf38	0.2059
FIS1	0.6625
KCNV2	0.3165
CLPS	0.35525
PPCDC	-0.241
FOXN2	-0.262666666666667
NT5E	-3.9405
CD83	-0.1985
IL18	-2.119125
VPS16	0.0575
IGFBP2	-0.433333333333333
NOTCH2	-0.12125
SIGLEC1	1.53225
CD93	3.543
SULF2	-0.6815
CEP164	0.206125
P53AIP1	0.2595
TOR2A	0.0936666666666667
ZNF136	0.000750000000000008
MGP	0.0617
CCDC144A	0.665166666666667
TRPC1	-0.549666666666667
SMS	-1.89466666666667
MAPK7	-0.391166666666667
RRAGC	0.2415
PARD6A	2.34716666666667
NUB1	0.927833333333333
SYNGR4	0.61275
OR11H12	0.158
WIF1	0.43975
GCH1	0.4885
OR11H4	-0.0645
SLC44A5	-0.2835
GPRIN2	-0.124166666666667
LOC401431	0.94925
CPA4	-2.2824
MELK	-3.79955555555556
IL15RA	0.1135
CUL3	0.7255
HMBOX1	1.07625
PODXL	0.3275
CCT6B	1.7155
COMTD1	0.6045
MUC20	1.40316666666667
GPX2	-2.881125
ITK	-2.552875
FBXL5	1.525
C13orf27	-2.182
DEFA5	-0.2275
TRHDE	0.199
MTP18	0.154166666666667
UQCRQ	0.1658
ITGB2	-0.161
CSRP2BP	0.6335
TAS2R44	0.297
PHPT1	0.555125
FAM44C	-0.573
ERH	-0.17525
MPHOSPH1	-2.704
MORC1	0.1045
PARVB	-0.3375
LAMA1	-2.12308333333333
PGBD3	-0.31325
GIMAP6	2.1635
AREG	-4.8235
LIPT1	0.196
MGC99813	1.14525
C1orf201	0.566
GRIN2A	-0.722666666666667
MAN2C1	-0.46725
NSUN5	-0.89625
SF3B5	0.302
MYC	-0.777625
NRXN1	1.78891666666667
ZNF18	0.906
SPDYA	-0.330625
SLC37A1	0.6195
DECR2	-0.10875
ANKRD38	-1.15675
SPTLC3	-1.64041666666667
SUPT16H	-0.583625
DTWD2	-0.64375
ULBP1	-0.8315
ZADH1	0.954
OIP5	-3.93525
IL10RB	-0.293833333333333
OTUB2	0.49575
VWA3A	1.165
SPIC	0.054
OR6C4	0.1315
PSCD4	0.236333333333333
DPY19L2P2	-0.566
TRAPPC6A	0.782
C21orf2	0.239833333333333
CEMP1	-0.1385
LIN7B	1.624
E2F7	-2.68833333333333
VCP	-0.3969375
LAMA3	1.89441666666667
BGN	0.26425
GPR160	0.519833333333333
COCH	-4.5925
GPR81	2.01416666666667
APOBEC3F	-1.7425
tcag7.1017	-0.55475
C1orf32	0.321
SCGB1D2	7.2525
FLJ43987	0.219
C6orf170	0.67575
KLK9	0.4435
GPD1L	0.93725
VPS37B	-0.065
ATG3	-0.412833333333333
ADAMTS17	-0.202
KLHDC2	0.833
NDUFV2	0.6515
BLK	-2.18575
MATN4	-1.399
GPM6A	-0.374625
GBP4	0.822
TMEM162	0.288166666666667
PKP2	-0.616
HRASLS	1.03355555555556
MMP1	-4.4495
SFXN3	0.4891
FSD1	-1.29566666666667
ST6GALNAC3	-2.31033333333333
CA12	2.9495
NCOA6	0.1955
C19orf58	0.1032
PPP4R1	-0.393666666666667
MAN1A2	0.0995
IKBKAP	-1.06075
UPF1	0.0841666666666667
KIAA1219	0.00775
WNT16	0.163
SNW1	0.092125
IL18RAP	0.29375
RPP30	-0.336875
CDC40	0.0283571428571429
SETD3	0.292333333333333
SLAMF6	-0.14875
ELK4	-0.7875
TRIM47	0.195666666666667
ACOX3	0.672625
TRIM6	-1.668125
KIAA0372	-0.0833333333333334
TP53AP1	0.5875
SMURF2	-1.1705
ADAD1	0.4435
EBP	-1.5448
KRTAP13-2	-0.4385
FLJ36874	-1.003
TOR1A	-0.265
P2RY4	0.9755
GPBP1	-0.0995
TRPV1	0.64725
ADAMTS12	-0.688
PES1	-0.239
ATG4A	0.847666666666667
MAGEA10	-3.70875
WFS1	2.11025
CC2D1B	-0.307
PABPN1	-0.506
SLC25A30	-0.28675
SLCO1C1	1.04716666666667
SLC22A5	1.47175
KIF23	-3.56316666666667
SYN2	-0.5345
ASPN	4.92116666666667
CENTG2	-0.0585
QSOX2	-0.6641
FLJ10815	-0.0258333333333333
STK24	-0.152625
SPEG	-0.2665
STK10	-0.464833333333333
DACT2	-2.04
AAAS	-0.64175
SSX3	-1.31625
ABCD3	0.0993
C4orf12	1.401875
PARVG	-0.502833333333333
FIG4	1.346
C9orf46	0.65675
TMCO6	-0.0185
IGHMBP2	-0.8275
DUS2L	-0.440833333333333
FAM3C	-0.6728125
TMEM16D	0.137375
DCTN4	1.3215
KCNH3	-0.13975
EIF2AK2	0.38225
AP1S3	0.07525
CST4	0.496
PAM	0.77925
NUTF2	-0.603
CITED2	-0.5075
SLC39A4	-0.22275
C2orf52	-0.1825
GRM3	0.08175
C12orf49	0.399625
CCDC49	-0.3199
GRAMD1B	-0.94175
FNDC4	-0.87225
SIAH2	0.927
GDPD4	0.21225
C21orf87	0.871125
ATP5A1	0.365833333333333
C16orf63	-0.76475
LOC388135	1.05433333333333
ATP5J2	-0.294125
MMP3	-4.25625
EMID2	-0.27125
CRHR1	0.25675
WDR70	-0.30925
C13orf31	1.45125
ZFAND1	0.27475
CCL18	0.444333333333333
C3orf49	0.3125
RINT1	-0.707
KIAA0408	-0.479833333333333
F13A1	2.4221
SLC10A1	0.363333333333333
OGN	-2.61825
GIPC2	-1.97266666666667
XPO6	-0.917833333333333
LCE1A	0.1035
FMR1	-0.1431
LOC374920	-0.0675
DUSP3	0.391
ANKMY1	1.46075
C7orf50	-0.3815
BBS9	-0.1656
UNC119B	0.500625
C9orf72	-0.00974999999999999
MGC35440	0.10625
ENTPD6	0.667625
PPP1R2P9	0.1775
ERCC4	-0.05175
FAHD2B	0.036
HMHA1	-0.3425
HACL1	-0.6165
RAD23A	-0.306
FAM83B	-2.124
PPP5C	-0.771833333333333
RNASEH2C	0.350375
C9orf153	-0.40275
SCAMP4	0.653875
GHITM	0.4906
NDUFB7	0.194625
ADCYAP1	6.30083333333333
SP110	1.302
MAP3K7IP2	0.20075
DHH	0.1995
AGRN	0.509857142857143
WDR33	0.0985
CEP290	-0.0695
PRPS1L1	-2.551
KLRA1	-0.343
GPR97	0.127
CHD7	-0.938333333333333
TLR10	0.335
SLC30A8	4.026
HIC1	0.169833333333333
IAPP	0.4495
RXFP4	0.1795
GP1BB	1.23625
SHQ1	-0.263
NKX2-3	0.0981666666666667
API5	-0.5305
FTHP1	0.212
MOV10L1	0.999833333333333
TRIM6-TRIM34	1.45016666666667
ADHFE1	0.73575
FAM117A	0.43725
DDI1	0.5135
CDON	0.960333333333333
TRIM73	-1.2425
IGKC	-0.188
MMP14	-1.65658333333333
DYNC1LI1	0.414
C11orf66	1.58175
TRBV3-1	-1.37075
FASTKD5	-0.598
BIVM	-1.15975
LHX4	-0.294
CXCL2	-1.4708
RAB2B	0.1665
IZUMO1	-0.729
MAP3K15	-1.622
FAM19A2	0.696
ZC3H8	-0.0603333333333333
ZMAT1	2.166625
SPINK5L3	-3.15825
SLC10A6	0.911
APPL2	-0.87
CARD10	0.5485
LOC402176	-0.742125
EEF1D	0.4239
RAB6A	0.1522
C12orf5	-1.506625
PAPOLG	0.41725
MSRB2	1.4635
BCR	0.867666666666667
PUS3	0.6475
TIAM2	-0.7905
ZNF317	0.186
CHD2	-0.066
FZD5	-1.65522727272727
NUDT8	-1.61075
ZNF763	-0.252
PRC1	-2.25655555555556
ABCB9	0.5525
SPATA3	0.3205
TRAK2	-0.246125
STAB1	1.945375
LRRTM2	0.01
psiTPTE22	1.3515
DBI	-0.1635
SERPINA11	1.04425
NAT5	0.236
C20orf58	-1.558
RPS6KA4	-0.256333333333333
FLJ90650	-0.72975
TGFBRAP1	0.349
CHRDL2	0.30375
FAHD2A	-0.1245
CNTN1	0.3265
BBS4	0.4604
TMEM181	1.884
MINPP1	-1.02425
MPHOSPH6	-0.62075
HOXC10	-1.5027
ITPKB	-0.623375
CLPTM1L	0.116125
MEOX2	-1.863
ATP6V0C	0.9195
PRPF8	0.228
TMC5	1.5905
FKBP3	-0.35325
PLEKHB2	-0.373875
OR4D6	0.284
ZNF544	-0.3382
D2HGDH	0.09425
RPL18A	-0.186
HEL308	0.03425
MPP6	-2.8165
TCERG1	-1.503
KRT16	-0.585
KLF17	-1.0365
KLF5	-2.859625
CDR1	0.1835
VCX3A	-3.5185
FBLN2	-1.239375
C14orf104	-0.12625
HBE1	-4.2691
OR4S2	0.2105
C1orf108	-1.1935
ROBO4	2.39233333333333
CPEB4	1.394
C11orf80	-0.854333333333333
BCKDHA	1.47383333333333
MYOC	0.11925
GIF	0.4255
CKMT1A	2.7265
RPL3	1.3032
THBS1	2.676125
APOO	-0.10875
ARMCX1	1.8195
HSZFP36	-0.395
SNAPC5	-0.8655
EIF4ENIF1	1.06
ZNF433	-0.32425
TNFRSF21	-0.05875
TMPRSS7	-0.2955
SPATA18	2.7862
HPDL	-2.9985
MKL2	1.305
TBX3	1.06515384615385
C21orf93	0.597833333333333
DAXX	0.05825
ELMO1	1.310375
RGS13	-0.0135
TAF11	-0.94275
UNC13A	2.270375
LOC653314	0.2891
ORC3L	-0.107
IMAA	-2.024
TARBP2	-0.427
CABIN1	-0.0722
TRIOBP	-0.1164375
HIST1H2AC	1.639
RGS22	3.3155
NCOA1	1.54866666666667
IL25	1.2325
SNCG	-0.006
GPR6	0.423
AMDHD1	-1.58433333333333
CHEK2	-1.59025
C6orf142	-1.31225
DRD4	0.7885
C14orf68	-0.4555
GDF11	-0.601
SEMG2	0.352
CD247	-3.163
CDAN1	-0.6245
RBMX2	-0.237833333333333
TGS1	-1.02
OIT3	-0.126
SYF2	0.3825
MCM4	-2.7615
PKHD1L1	-0.360125
CEP192	-1.072
IFT88	1.04075
RPL9	0.476214285714286
RAB32	-1.47875
DDX43	-0.814
P2RX2	0.188666666666667
OR5D18	0.422
UBE1	0.13025
SLC24A1	0.5435
ARHGAP5	-0.165
CETP	-1.17125
KIAA1731	-0.755
SLC9A4	0.52
PTPN6	0.9995
BAHD1	0.323
GRIK3	0.656
CACNB2	2.7379
PDE10A	-1.326
DGCR14	-0.11425
PCDHB9	-1.01216666666667
RHOQ	-0.6915
MAP3K4	-0.1715
KTI12	-0.3665
RPL23AP13	0.42275
GNG11	-2.49975
CLCN3	1.38283333333333
GPAM	-1.03125
VSTM2A	0.08
SLAMF7	-0.633166666666667
INTS2	-0.859
PPP2CA	-0.434
LRP12	-0.918066666666667
SEC14L2	0.696555555555555
DKFZP586H2123	2.174
MC3R	0.0865
CIRH1A	-0.9375
HIST1H2AB	1.43116666666667
POLH	-0.5755
MGC16703	-0.600333333333333
SNAPC2	0.8465
FILIP1L	-0.381
RASGRP4	0.503
LRRC1	0.8215
GAS1	-1.9235
PRAC	-0.61625
DGKA	-0.852333333333333
NT5C3	-0.9525
PEG3	-4.05183333333333
NADK	-0.8315
PRR17	0.99025
LOC374569	-0.2685
SGSH	0.986166666666667
NLRP8	0.696
GALT	-0.8832
MCF2	-0.1425
ZNF263	-0.16225
TACSTD1	1.48566666666667
TYR	-5.5916
ATP6AP2	0.19875
RNUXA	-0.52575
ABHD10	0.8878
GDPD2	-0.93475
SLC35C1	-0.3335
UBE2A	-0.179625
HERC5	-0.177
FAM112B	-4.5615
FBXL16	2.63875
DKFZP434A0131	-0.352
ELA3A	-1.319
RBM41	-1.61
HAO2	2.20975
RNH1	0.231625
SHANK2	1.189
OSBP2	-0.282
DAK	0.592
C3orf58	-0.794666666666667
TCL1B	-0.73
KBTBD2	-0.47275
SUGT1L1	0.91875
UBE2E2	-0.593166666666667
MYL9	1.39075
CDC23	-1.1715
PBXIP1	1.0482
CXorf40B	0.4805
NBL1	2.2245
RTBDN	3.4565
RAB11FIP5	1.029
TTTY13	-0.1495
SCOTIN	0.25575
SOHLH1	-0.376333333333333
CDKN1A	0.685071428571429
NCK1	-0.3995
ZNF550	-0.22425
SAPS3	0.107666666666667
SPIN3	0.747666666666667
MAGEE2	-0.11475
MIS12	-0.6525
OR8H2	0.2985
KIAA0774	-0.653666666666667
UNC5D	-1.7395
CUL7	0.0808333333333333
LIPC	-3.76583333333333
DIO1	3.0715
C20orf11	-0.2666
CTRL	-0.399
HS3ST2	3.42775
PAK4	0.857666666666666
CCRL1	0.2055
RNF10	0.351375
ZNF567	-0.40125
ZNF660	-0.4765
TCEAL3	1.59675
MAGOH	-0.0286666666666667
CENPB	0.0141666666666667
C19orf7	0.61225
LOC388965	0.512
ZCCHC13	0.09
JMJD1A	0.1362
HIST1H4H	1.574
TBRG1	-0.5189
GPC3	-4.879625
TAF1C	-0.630375
EBNA1BP2	-0.534666666666667
CIAPIN1	-0.5005
PDGFRA	-2.10561111111111
CSTB	-0.279875
CENPI	-2.403
GTF2E2	-0.623666666666667
RPP21	-0.09775
CCNF	-1.20116666666667
KCNQ3	0.704
FAM79A	1.87125
SLC22A12	0.4665
NOVA1	1.93766666666667
FZD3	1.2155
AKAP8	-0.9365
SOCS5	0.221375
CFDP1	-0.5915
DLG5	2.2495
PGM5	-0.12925
C1orf144	-0.239916666666667
HDAC10	-0.111
RND2	-0.81225
C20orf199	-0.2355
RNMT	-0.6875
SLURP1	0.559625
ASTN1	-0.214875
SH3BGR	2.4175
MYCL1	-1.32125
ZHX1	0.5725
CENPK	-4.34925
FOSB	0.4372
LOC643406	0.347
C2orf59	-0.827625
TMEM135	-0.86825
SLC27A2	1.49475
KRT33A	2.0095
OVOL1	0.587875
PAMCI	-3.65533333333333
S100A7	0.1805
ZNF789	-1.148
HARS2	0.0875
RPL23A	0.0143333333333333
TCF23	0.05225
UPF3B	-1.29
C17orf78	-0.1765
HLA-DOB	0.583833333333333
C14orf142	0.3725
TEKT5	0.289333333333333
DMWD	0.289
POLD1	-1.9395
GSCL	0.0595
CALD1	-0.9147
SCRT1	1.10783333333333
AIG1	1.66425
UNC84B	0.29
ZNF404	0.92675
TMED6	-2.1735
KIAA1462	-0.821
LRRC27	1.94983333333333
PYGO1	-0.31
PIGU	-0.817333333333333
ALAS2	-3.1895
WRNIP1	0.31575
CNNM3	0.3455
ZNF2	0.2905
