Hybridization REF	TCGA-A8-A08Z-01A-21R-A00Z-07
HOXB8	-1.518125
FBXO46	0.944
OAS1	0.952833333333333
SVIL	1.31125
PHB2	-1.01525
ADCY3	-0.2675
NDRG2	-0.0566666666666666
ERMAP	0.801
APBA2	-0.346
IGSF9	2.28425
WNT6	-0.976214285714286
MYCBPAP	1.134
ATP2B2	-0.1508
CPVL	0.6012
TRAM2	-0.725083333333333
NOP5/NOP58	-0.5985
ZNRF4	-0.12175
TLK1	-0.035125
MTMR12	0.195142857142857
ZNF384	-0.534666666666667
FAM9B	-3.35675
RPN1	0.333
PMVK	1.19925
EIF3D	-0.2315
SIX2	0.85175
HPS1	0.321928571428571
RNF7	-0.07775
PSKH2	0.00699999999999999
KCTD13	0.0571666666666667
CSMD3	-0.9802
FBF1	-0.041
IL8	-0.984
SERPINB13	0.210545454545455
FBXL20	0.44575
BLR1	0.44675
SH2B1	-0.337333333333333
RFNG	0.034125
RAB20	1.59933333333333
RBM7	0.208
POLR1A	-0.217166666666667
TMPRSS4	-2.876
TAF9	-0.901125
TERF2	-0.3155
TNFRSF1A	0.57975
ACADVL	0.1245
GTF2H5	0.1595
EDG8	-0.331
C9orf140	-1.489
UST6	0.41175
ZBTB8OS	-0.767
ZNF710	0.9965
GPR174	-1.7445
ATP6V0A2	-0.262
KIAA0319L	0.0510833333333333
XKRX	-0.1995
DOPEY2	1.7725
SDHD	-0.185666666666667
SUMF1	1.994
OSM	4.13525
OPN3	-0.0565
DAGLB	-0.113166666666667
PPFIBP1	0.4871
TRIM63	-3.4125
C10orf53	-0.4415
LYPD3	-0.794
BCL7A	0.301875
AGER	-1.47366666666667
TCF19	-0.968875
SAT2	0.24325
PFTK1	1.571
GABRE	-2.09025
C15orf38	0.9485
FIS1	-0.1335
KCNV2	0.17375
CLPS	1.12675
PPCDC	-0.403625
FOXN2	0.3595
NT5E	-2.2845
CD83	1.3145
IL18	1.21675
VPS16	0.304
IGFBP2	-1.1195
NOTCH2	1.063
SIGLEC1	3.45025
CD93	5.7225
SULF2	1.18275
CEP164	0.13525
P53AIP1	0.432666666666667
TOR2A	-0.0701666666666667
ZNF136	0.20775
MGP	2.2645
CCDC144A	1.04933333333333
TRPC1	0.291166666666667
SMS	0.241166666666667
MAPK7	0.214
RRAGC	1.11375
PARD6A	0.0361666666666666
NUB1	0.687666666666667
SYNGR4	0.5475
OR11H12	0.512
WIF1	0.174125
GCH1	0.0245
OR11H4	0.3315
SLC44A5	-0.222
GPRIN2	0.964
LOC401431	0.83725
CPA4	-3.1257
MELK	-2.00611111111111
IL15RA	0.56075
CUL3	1.02225
HMBOX1	0.4165
PODXL	-1.1705
CCT6B	0.755666666666667
COMTD1	-1.11925
MUC20	0.022
GPX2	-3.965625
ITK	-0.422625
FBXL5	1.78375
C13orf27	-1.376
DEFA5	0.049
TRHDE	-0.78
MTP18	-1.1255
UQCRQ	-0.0912
ITGB2	3.42125
CSRP2BP	-0.1345
TAS2R44	0.6025
PHPT1	0.144125
FAM44C	0.0275
ERH	-0.33975
MPHOSPH1	-1.188
MORC1	-0.7185
PARVB	-0.496
LAMA1	-1.72958333333333
PGBD3	0.06575
GIMAP6	4.13
AREG	-1.53783333333333
LIPT1	-0.3095
MGC99813	-1.465
C1orf201	0.811333333333333
GRIN2A	-0.7803
MAN2C1	-0.626375
NSUN5	-0.845
SF3B5	0.2315
MYC	-0.8734375
NRXN1	-0.788
ZNF18	0.2645
SPDYA	-0.353875
SLC37A1	1.23
DECR2	0.627
ANKRD38	1.75
SPTLC3	-0.8935
SUPT16H	-0.221625
DTWD2	0.781
ULBP1	-0.2825
ZADH1	-0.308666666666667
OIP5	-2.684
IL10RB	0.637166666666667
OTUB2	0.930125
VWA3A	0.3245
SPIC	0.226
OR6C4	0.336
PSCD4	1.85783333333333
DPY19L2P2	-0.5925
TRAPPC6A	0.414166666666667
C21orf2	0.2285
CEMP1	0.52
LIN7B	-0.0915
E2F7	-1.37766666666667
VCP	0.2819375
LAMA3	-0.838416666666667
BGN	2.6885
GPR160	0.489833333333333
COCH	-3.58516666666667
GPR81	1.27716666666667
APOBEC3F	-1.72725
tcag7.1017	-0.8095
C1orf32	0.253
SCGB1D2	-0.727
FLJ43987	-0.251
C6orf170	0.75875
KLK9	0.2235
GPD1L	-0.09925
VPS37B	0.18775
ATG3	-0.148
ADAMTS17	-0.087
KLHDC2	0.260833333333333
NDUFV2	-0.0155
BLK	-3.20925
MATN4	-2.1455
GPM6A	-0.297375
GBP4	3.29833333333333
TMEM162	0.265166666666667
PKP2	-0.3975
HRASLS	0.670444444444445
MMP1	-4.074
SFXN3	0.0311
FSD1	-1.33616666666667
ST6GALNAC3	-1.8125
CA12	2.5739
NCOA6	0.1895
C19orf58	-0.1673
PPP4R1	1.0895
MAN1A2	1.45
IKBKAP	-0.7635
UPF1	-0.206166666666667
KIAA1219	0.58825
WNT16	-0.409333333333333
SNW1	0.017875
IL18RAP	3.116
RPP30	-0.0485
CDC40	0.345857142857143
SETD3	0.388833333333333
SLAMF6	0.66675
ELK4	-0.009
TRIM47	0.737333333333333
ACOX3	1.1165
TRIM6	-0.920625
KIAA0372	-0.0531666666666667
TP53AP1	0.0325
SMURF2	0.5735
ADAD1	0.35775
EBP	-1.8322
KRTAP13-2	0.1195
FLJ36874	-0.432166666666667
TOR1A	0.0693333333333333
P2RY4	0.81
GPBP1	0.29175
TRPV1	0.130625
ADAMTS12	0.824666666666667
PES1	-0.7804
ATG4A	0.9375
MAGEA10	-4.539
WFS1	1.2225
CC2D1B	-0.193
PABPN1	-0.33775
SLC25A30	-0.07575
SLCO1C1	-0.0428333333333333
SLC22A5	0.36125
KIF23	-2.17433333333333
SYN2	-0.983833333333333
ASPN	9.47883333333333
CENTG2	1.3165
QSOX2	-1.6345
FLJ10815	0.154333333333333
STK24	0.58075
SPEG	0.0314
STK10	0.365666666666667
DACT2	-2.723
AAAS	-1.159
SSX3	-1.979625
ABCD3	0.2033
C4orf12	-0.04025
PARVG	1.909
FIG4	1.5875
C9orf46	1.4275
TMCO6	-0.707
IGHMBP2	-0.76675
DUS2L	-0.8485
FAM3C	0.253625
TMEM16D	-2.316375
DCTN4	0.69725
KCNH3	0.53025
EIF2AK2	0.206
AP1S3	-0.273
CST4	1.0615
PAM	1.235125
NUTF2	-0.4105
CITED2	1.8515
SLC39A4	-1.3915
C2orf52	-0.4145
GRM3	-0.49675
C12orf49	1.033375
CCDC49	0.1679
GRAMD1B	-1.18
FNDC4	0.663
SIAH2	0.98075
GDPD4	-0.03525
C21orf87	0.121125
ATP5A1	0.2985
C16orf63	-0.0475
LOC388135	0.021
ATP5J2	-0.762875
MMP3	0.692
EMID2	-0.41975
CRHR1	0.33025
WDR70	-0.6965
C13orf31	2.76525
ZFAND1	-0.2755
CCL18	4.391
C3orf49	0.0585
RINT1	-1.256
KIAA0408	-1.761
F13A1	5.5198
SLC10A1	0.135166666666667
OGN	1.396
GIPC2	-1.95883333333333
XPO6	-0.0848333333333334
LCE1A	1.542
FMR1	0.0222
LOC374920	-0.21125
DUSP3	0.780875
ANKMY1	0.835
C7orf50	-1.12525
BBS9	0.4572
UNC119B	0.361125
C9orf72	0.316625
MGC35440	-0.05025
ENTPD6	-0.21675
PPP1R2P9	0.503
ERCC4	0.411
FAHD2B	-0.5305
HMHA1	0.107
HACL1	-1.00825
RAD23A	-0.399166666666667
FAM83B	-1.6305
PPP5C	-1.1025
RNASEH2C	-0.079625
C9orf153	-0.471
SCAMP4	0.523125
GHITM	0.468
NDUFB7	-0.456875
ADCYAP1	0.741833333333333
SP110	1.7745
MAP3K7IP2	1.37925
DHH	-0.0505
AGRN	0.775714285714286
WDR33	0.204333333333333
CEP290	0.265833333333333
PRPS1L1	-1.93316666666667
KLRA1	-1.4795
GPR97	-0.2305
CHD7	-1.40666666666667
TLR10	0.74
SLC30A8	2.0535
HIC1	1.98783333333333
IAPP	0.0605
RXFP4	0.105
GP1BB	0.748
SHQ1	0.1455
NKX2-3	0.191166666666667
API5	0.148
FTHP1	0.6055
MOV10L1	0.00216666666666667
TRIM6-TRIM34	1.75533333333333
ADHFE1	0.94475
FAM117A	-0.9055
DDI1	0.106166666666667
CDON	-0.0558333333333333
TRIM73	-0.7725
IGKC	3.3885
MMP14	0.651333333333333
DYNC1LI1	0.49825
C11orf66	1.07775
TRBV3-1	-1.08525
FASTKD5	-0.10525
BIVM	-1.0285
LHX4	-0.06675
CXCL2	-0.4619
RAB2B	-0.425
IZUMO1	-0.5445
MAP3K15	-2.088125
FAM19A2	0.328166666666667
ZC3H8	-0.453166666666667
ZMAT1	1.603125
SPINK5L3	-2.63475
SLC10A6	1.296
APPL2	0.147375
CARD10	-1.1945
LOC402176	-0.43825
EEF1D	0.4341
RAB6A	0.6721
C12orf5	-0.33225
PAPOLG	0.42775
MSRB2	0.85275
BCR	0.173444444444444
PUS3	0.023
TIAM2	1.369
ZNF317	0.393666666666667
CHD2	-0.198928571428571
FZD5	-1.80409090909091
NUDT8	-2.051
ZNF763	-0.9355
PRC1	-1.59122222222222
ABCB9	-0.510333333333333
SPATA3	0.255
TRAK2	0.618625
STAB1	3.42625
LRRTM2	-0.2745
psiTPTE22	0.924
DBI	0.39775
SERPINA11	-3.18375
NAT5	-0.07425
C20orf58	-2.05175
RPS6KA4	-0.132
FLJ90650	-0.7985
TGFBRAP1	0.6005
CHRDL2	0.16725
FAHD2A	-0.853333333333333
CNTN1	0.86725
BBS4	-0.002
TMEM181	1.468
MINPP1	0.08975
MPHOSPH6	-1.12991666666667
HOXC10	1.7456
ITPKB	-0.016625
CLPTM1L	-0.133125
MEOX2	1.874
ATP6V0C	0.598375
PRPF8	0.240666666666667
TMC5	4.01625
FKBP3	-0.2075
PLEKHB2	0.474
OR4D6	-0.092
ZNF544	-0.8486
D2HGDH	-0.238
RPL18A	-0.631
HEL308	0.100375
MPP6	-3.638
TCERG1	-1.1065
KRT16	-1.3085
KLF17	-1.547
KLF5	-1.279375
CDR1	2.280375
VCX3A	-4.5375
FBLN2	2.646
C14orf104	-0.23
HBE1	-4.475
OR4S2	0.605
C1orf108	-0.291666666666667
ROBO4	3.62333333333333
CPEB4	0.4195
C11orf80	-0.1545
BCKDHA	0.569833333333333
MYOC	0.00275
GIF	0.0955
CKMT1A	-2.0905
RPL3	0.1773
THBS1	3.619
APOO	-1.1525
ARMCX1	2.019
HSZFP36	0.5255
SNAPC5	-0.43475
EIF4ENIF1	0.2065
ZNF433	-0.4685
TNFRSF21	-0.247375
TMPRSS7	-0.1125
SPATA18	2.6878
HPDL	-2.9915
MKL2	1.963
TBX3	1.20853846153846
C21orf93	0.451166666666667
DAXX	0.09675
ELMO1	0.371
RGS13	2.91766666666667
TAF11	-0.506
UNC13A	-2.05275
LOC653314	0.0594
ORC3L	-0.1335
IMAA	-1.945
TARBP2	-0.409
CABIN1	-0.5444
TRIOBP	0.1576875
HIST1H2AC	0.826375
RGS22	1.95816666666667
NCOA1	0.940666666666667
IL25	0.101
SNCG	-0.713
GPR6	0.6655
AMDHD1	-1.38066666666667
CHEK2	-1.232125
C6orf142	-1.2065
DRD4	1.01325
C14orf68	-1.305
GDF11	-1.97825
SEMG2	0.383
CD247	-1.12075
CDAN1	-0.07075
RBMX2	0.0778333333333333
TGS1	-0.01225
OIT3	0.26675
SYF2	0.46275
MCM4	-1.94625
PKHD1L1	-0.096875
CEP192	-1.031
IFT88	1.4905
RPL9	0.254357142857143
RAB32	1.161875
DDX43	-1.336
P2RX2	0.248333333333333
OR5D18	0.2015
UBE1	-0.0783333333333333
SLC24A1	0.78475
ARHGAP5	0.32525
CETP	-0.62
KIAA1731	-0.426666666666667
SLC9A4	0.346
PTPN6	0.94
BAHD1	-0.14775
GRIK3	0.618
CACNB2	-0.9929
PDE10A	0.97725
DGCR14	-0.50825
PCDHB9	-0.571666666666667
RHOQ	0.632
MAP3K4	1.07275
KTI12	-0.0408333333333333
RPL23AP13	-1.781
GNG11	-0.3815
CLCN3	0.39
GPAM	-0.671875
VSTM2A	1.1565
SLAMF7	1.82116666666667
INTS2	-1.1145
PPP2CA	0.1494
LRP12	0.301866666666667
SEC14L2	-0.39
DKFZP586H2123	2.60975
MC3R	-0.138
CIRH1A	-1.29283333333333
HIST1H2AB	-0.374833333333333
POLH	-0.00475
MGC16703	-1.93333333333333
SNAPC2	0.038
FILIP1L	2.48875
RASGRP4	0.706
LRRC1	1.09375
GAS1	1.7225
PRAC	-0.89975
DGKA	-0.478166666666667
NT5C3	-0.925
PEG3	-3.25766666666667
NADK	-0.37625
PRR17	0.10375
LOC374569	-0.80175
SGSH	0.5455
NLRP8	0.069
GALT	-0.5531
MCF2	-1.4145
ZNF263	0.86325
TACSTD1	-0.192333333333333
TYR	-6.5496
ATP6AP2	0.66925
RNUXA	-0.21025
ABHD10	-0.516
GDPD2	-1.48075
SLC35C1	0.7495
UBE2A	0.49525
HERC5	-0.4625
FAM112B	-4.242
FBXL16	0.27475
DKFZP434A0131	-0.63125
ELA3A	-2.824
RBM41	-1.22975
HAO2	0.20475
RNH1	0.886375
SHANK2	0.4815
OSBP2	-2.2535
DAK	-0.152666666666667
C3orf58	0.167666666666667
TCL1B	-1.4935
KBTBD2	0.108
SUGT1L1	0.03725
UBE2E2	1.03633333333333
MYL9	3.231875
CDC23	-0.5585
PBXIP1	1.6499
CXorf40B	-0.1065
NBL1	2.2595
RTBDN	0.0595
RAB11FIP5	0.447375
TTTY13	-1.268
SCOTIN	0.101333333333333
SOHLH1	-0.671666666666667
CDKN1A	0.270928571428571
NCK1	0.43625
ZNF550	-0.76175
SAPS3	0.0423333333333333
SPIN3	0.4545
MAGEE2	0.2615
MIS12	-0.555666666666667
OR8H2	0.1125
KIAA0774	-2.0945
UNC5D	-2.629
CUL7	-0.453833333333333
LIPC	-3.24833333333333
DIO1	1.53525
C20orf11	0.015
CTRL	-0.90675
HS3ST2	4.2965
PAK4	0.408
CCRL1	4.6815
RNF10	0.3475
ZNF567	0.37375
ZNF660	-0.006
TCEAL3	0.37875
MAGOH	-1.7755
CENPB	-0.115833333333333
C19orf7	0.30025
LOC388965	0.11625
ZCCHC13	0.875
JMJD1A	-0.5711
HIST1H4H	-0.6745
TBRG1	-0.308
GPC3	-4.338625
TAF1C	-1.148625
EBNA1BP2	-0.724166666666667
CIAPIN1	-0.5135
PDGFRA	0.527277777777778
CSTB	-0.048875
CENPI	-1.45366666666667
GTF2E2	-0.204
RPP21	-0.623
CCNF	-0.650333333333333
KCNQ3	0.9965
FAM79A	1.1925
SLC22A12	0.511
NOVA1	-0.391833333333333
FZD3	0.1284
AKAP8	-0.51225
SOCS5	0.424625
CFDP1	-0.9785
DLG5	1.36075
PGM5	1.49291666666667
C1orf144	0.3085
HDAC10	-1.037
RND2	-1.23
C20orf199	-0.86875
RNMT	-0.35275
SLURP1	0.264875
ASTN1	-0.73625
SH3BGR	0.39925
MYCL1	-0.085625
ZHX1	0.516166666666667
CENPK	-2.5505
FOSB	0.8752
LOC643406	0.484875
C2orf59	-0.278375
TMEM135	-0.173
SLC27A2	-1.24725
KRT33A	2.0145
OVOL1	0.877375
PAMCI	-2.82983333333333
S100A7	-2.395
ZNF789	-0.9055
HARS2	0.77275
RPL23A	-0.3115
TCF23	-0.133
UPF3B	-1.321875
C17orf78	-0.485
HLA-DOB	-0.086
C14orf142	0.0111666666666667
TEKT5	-0.0233333333333333
DMWD	-0.0845
POLD1	-1.8135
GSCL	0.4095
CALD1	1.4742
SCRT1	0.451333333333333
AIG1	0.4575
UNC84B	0.281
ZNF404	-0.97575
TMED6	-3.699
KIAA1462	1.7165
LRRC27	1.93016666666667
PYGO1	0.482
PIGU	-0.576833333333333
ALAS2	-3.63883333333333
WRNIP1	0.453125
CNNM3	0.4855
ZNF2	0.845
ST3GAL5	-0.4395
MRPL23	-0.6145
TSSK6	0.0115
PSMA6	-0.444
C16orf70	-0.709
KIAA1602	0.1685
ALMS1	0.573
DCN	4.299625
TMEM132D	-0.904666666666667
SUCLG2	1.42825
ABHD14A	-0.54775
DEXI	0.404666666666667
AMPD2	-0.678166666666667
IFNAR2	0.0548333333333333
CYB5A	2.1951
TLOC1	0.447
NXF5	-0.798333333333333
NRBF2	0.568125
KCTD3	1.3645
ITGAE	-0.172
SLC30A3	-2.39566666666667
ZRF1	-1.156
IFRD2	-0.53725
XAB1	-0.2625
PYCR2	-0.0965
SERPINB3	-4.8835
TMLHE	-0.3264
GEFT	-1.194625
ABCA5	-1.29325
EMR4	0.0381666666666667
TSFM	0.07375
HIST3H2BB	-1.18775
ARHGEF19	0.54075
TSPAN17	0.240666666666667
ABCC8	3.5755
MAP1S	0.126
C22orf36	-0.509
BNC2	0.900928571428571
HIST1H4A	-1.41675
NDUFS3	-0.399666666666667
WDR3	-0.561833333333333
XKR4	-1.09275
TTC33	-0.191714285714286
STMN2	5.033
CPN2	-0.8005
HSPC105	0.795375
PCOLCE2	-3.33225
C3orf55	1.217
KLHDC9	3.0105
TBC1D23	0.49975
ATXN2L	-1.02166666666667
MAP2K3	0.118666666666667
SCAP	-0.0845
ZNF486	-0.0548333333333333
C20orf96	0.6465
NARS	-0.1345
ADAMTSL1	-0.644785714285714
PRCC	0.9985
CCDC126	0.985666666666667
ZNF675	-0.47875
CALCOCO1	0.736
ANKRD43	3.12125
CWF19L2	0.505166666666667
ZBTB32	0.926666666666667
BRAF	0.4115
ODF4	0.45625
MGC14376	1.74716666666667
HORMAD1	-2.35783333333333
AAK1	0.0586666666666667
PEBP1	0.600916666666667
TNFSF5IP1	0.270666666666667
DKFZp564N2472	0.29175
RMND1	0.935
IGKV1-5	3.262
COL1A2	3.70633333333333
SERPINA5	-3.873125
AANAT	0.1145
C19orf21	0.579833333333333
GEMIN5	0.34675
UBR4	0.264
LTBP3	0.930166666666667
AMHR2	-2.449
PROCR	-0.28525
MYBBP1A	-0.70025
C20orf39	3.35833333333333
ZNF697	-0.297375
PASK	-0.5803
ZNF776	0.392166666666667
RFXDC2	-0.12625
KIAA0467	-0.261
C10orf96	-2.47325
ZNF503	-0.786
GULP1	-0.1345
KCNE4	3.86883333333333
DKFZp434K191	-1.3765
LOC196913	-0.634
BHLHB4	0.7415
CH25H	0.275
LOC81691	-0.7885
ALPL	-0.678857142857143
COL12A1	4.570375
FOLR3	-2.742
GPR123	-0.19575
TRIM62	0.1975
ABLIM1	0.0391666666666667
MAST3	-0.42525
RHBDD1	0.587333333333333
LOC338809	-0.308
RYBP	1.12775
TTC26	0.369375
ZNF22	0.611833333333333
ISCA2	-0.49825
RDM1	-2.00225
PIGM	0.9855
GNB3	-1.5105
ACTR2	0.399
HMGB1	-0.0226
EDG1	2.7845
SOAT2	-3.50375
OR10AD1	0.044
RAP1GDS1	0.415916666666667
LCE1F	0.336
ESM1	-0.34475
RCN3	2.6655
CREBL1	-0.744
DBNL	-0.0611666666666667
PTGER3	2.2745
USP30	0.0475
BCL2L12	-1.07316666666667
KIF26B	2.69025
ZNF416	0.32175
ZNF225	0.1825
C17orf70	0.12125
ZNF554	0.7985
RAE1	-0.6685
TNIK	1.01916666666667
ACTN3	1.336
MGC45922	0.7375
CCNA1	0.224833333333333
RYK	0.526
IL26	-0.0245
LRP3	0.521
QARS	0.17425
SOX7	0.750857142857143
BID	-0.944375
OR2S2	-0.0345
CXCL14	5.03625
C11orf47	-0.6245
MGC29891	0.728
HSPB8	-0.3408
PRDM14	-1.3185
NUFIP2	-0.017
MNAT1	-0.239375
ZDHHC2	-0.285083333333333
MBNL2	0.79575
ADD3	-0.47425
CSNK2A1P	-0.589
KLK6	-2.7645
TMEM111	0.1169
KIAA1279	0.86225
NUBP2	0.315666666666667
RAB42	0.4405
ID3	-0.1871
TM9SF1	0.27475
MDP-1	-0.62725
POU4F2	0.06175
IQCK	1.81325
C16orf14	-0.606
CAPN3	-1.49525
FAM43B	-0.1665
RECQL	-0.79825
AP1G1	-0.471857142857143
CTNNBL1	-0.101166666666667
ECHDC1	-0.353
SMARCC1	-0.1021
FOXQ1	-0.927
GNAI3	0.278166666666667
POLG2	-1.63125
CD4	1.803125
ITLN1	0.20675
EBI2	4.473
IRF1	1.05
PTPRE	1.8702
PTK2B	-0.57125
NXNL2	0.3315
SOX4	1.03177777777778
TSPAN3	-0.191833333333333
SH2D1A	-2.77283333333333
C8orf58	0.305
USP20	-0.83725
DUSP22	-0.5385
CALB1	-2.84366666666667
L3MBTL2	0.166416666666667
MCRS1	-0.433
TMEM118	-0.847833333333333
C18orf8	0.872666666666667
FLJ10241	-0.107125
GJA12	0.62325
PKD1	0.253666666666667
ZFP3	1.056
JAM3	-0.257625
LAPTM4A	1.0813
DIRC2	-0.0845
KIAA2022	-0.678
MYOM1	0.5875
TRPM8	0.835166666666667
MOP-1	0.70625
PHKG2	-0.082125
ZNF650	0.265625
KIAA1522	1.41375
PSG8	-2.1715
DDX19B	-0.301
MOBKL1B	0.00275
DIAPH2	-0.6415
PTPN12	0.3535
CLN8	0.1427
CRYZL1	0.1475
CRY2	0.840083333333333
FCGR2B	5.29233333333333
PNPLA4	1.033
ZNF454	0.1415
DKFZp434B1231	-0.34725
CLDN11	0.0451
RFWD2	0.922666666666667
CIB2	-0.3235
MXRA8	4.2385
HRK	-0.19625
MAML2	0.61525
C4orf31	1.03825
C6orf192	-0.516
COG6	0.358375
FAM5B	-0.71125
NFATC1	0.2984
SEPT10	0.1
SCYL1	-0.2502
RPP40	-0.4425
SCOC	0.3839
KIAA1450	2.01025
CTDSPL2	-0.07525
TBX5	1.96216666666667
NAPG	-0.396625
RHD	-4.73225
C14orf45	2.063
ZBTB22	1.0055
PLCG1	-1.383
ANKRD10	-0.6255
AQP7P2	-0.53225
TAGLN2	0.629166666666667
HTR2C	-1.505
SLC16A7	-0.480666666666667
C17orf83	0.11575
TSGA14	-0.0925833333333334
MDH1	-0.6095
PPP3R2	0.220166666666667
DCBLD2	-1.55614285714286
RBM33	-0.849125
DPH3	-1.3295
SYT10	-1.33366666666667
FMO4	2.281375
THYN1	-0.7165
DRD5	-2.723
OTOR	0.717875
PGRMC2	0.4001
KATNAL1	0.480875
PAQR6	-1.61425
UBE2I	-0.11175
C14orf28	0.37875
C8orf70	0.91125
FLYWCH1	-0.5385
ANGPTL3	-1.1625
GLRX2	-0.0483333333333333
ATP11A	-0.585928571428571
ARL5B	-0.174625
MUC16	-2.46675
SLC25A5	-0.758
ACRC	-1.02075
MYO1C	0.58825
FAM89B	1.08933333333333
FAS	0.836
KIFAP3	1.94775
GLRA2	-0.00950000000000001
BTN3A2	0.3838
CNKSR3	1.192
CSTF3	-0.604166666666667
ARPM1	1.384
KIAA1530	-0.6385
C9orf150	3.352
PRKCI	0.1795
tcag7.1015	-0.94925
SOD3	-0.56425
ZNF574	0.1415
CYP21A2	3.24
RPL12	0.07825
COMMD2	-0.32575
WIZ	0.6395
LOC344405	-1.13525
ALDH4A1	-0.678176470588235
CRYAB	1.8885
COPA	0.598333333333333
PCDHGA7	0.483333333333333
KIF11	-1.29866666666667
RASD2	-0.075625
SLC26A3	-0.6135
ZNF175	0.447
JAKMIP2	-0.754625
C8orf4	1.80733333333333
PTHLH	2.31325
SLC40A1	3.96775
OR7D4	0.260833333333333
PCDHB17	-0.079
CD36	4.25207142857143
C6orf203	0.3893
PRKG2	0.255
LOC400566	2.08525
ANAPC13	0.0555
SLCO3A1	0.03475
ZNF692	-1.0155
FANCL	-1.0745
SH3GLB1	0.97925
C12orf61	-0.055
KBTBD6	0.0365
SUPT5H	-0.021375
XRCC6	-0.4985
HUS1B	-1.2749
FAM133B	-0.537928571428571
LOC728276	0.0345
KCTD18	0.7765
SOS2	0.967166666666667
CCDC99	-1.531
C1QTNF5	4.572
NNAT	0.036
USP16	0.233
LARS	-0.502
ZBTB2	0.35375
ABO	0.489833333333333
TRAF3	-0.0425
GALNT5	-1.6775
NAP5	-0.625625
ALG14	0.335666666666667
KIAA0515	0.201615384615385
WDR75	-0.252
TEX261	-0.101083333333333
LY86	1.70775
LOC389072	-0.136
FLJ13611	0.2425
MRGPRX2	-0.0765
SNRPA	-1.1895
OR2G2	0.155
GPRASP2	0.744
C7orf42	0.5726
C9orf163	-0.7925
CYP11B2	-0.017
FCRL3	0.9465
PRDX1	-0.13825
FGB	-4.7015
COX17	-0.185
C16orf33	-0.45675
PIWIL1	-0.168833333333333
FOLR1	-3.2365
KIAA0082	-0.42025
FREQ	-0.657166666666667
TMCC2	-1.53016666666667
TCF12	0.41075
ZNF721	0.23125
FAM130A2	0.85775
POU4F1	-2.53425
SNRPF	-1.0535
SGIP1	3.03783333333333
ZNF641	1.09983333333333
EMG1	-1.138375
PRRG4	0.086
HIRA	-3.80825
MYNN	0.457333333333333
AEBP2	-0.789416666666667
TBXA2R	-0.0536666666666667
ISL2	-1.52116666666667
PCDHB11	-0.1205
RNF144A	0.159875
MARCH5	0.22225
DULLARD	0.1365
DCLRE1B	-0.329
ITGA8	1.478
TP73	0.08825
PRKCD	2.002
NDUFB4	-0.19725
ATP13A4	-0.3555
ANTXR2	0.212666666666667
COL4A3	-0.504666666666667
MYO10	-1.7785
SLC6A18	0.27825
PEX1	-0.2745
TMEM74	-0.173666666666667
RBM19	0.28725
TAPBP	0.35565
RUNX1	0.965
MID1	0.535666666666667
GPR64	-1.38083333333333
RASEF	4.00075
GABRG1	-0.128375
MYO16	0.77525
DBF4	-1.96666666666667
TSHZ2	3.18375
RIPK2	0.029125
PPTC7	0.247
KIF4B	-1.0865
LRRC31	2.542125
ZNF540	1.8455
EFNB3	0.234166666666667
LOH12CR1	-0.944
STON2	-0.281166666666667
GLP1R	0.30975
CSTF2T	-0.944875
IREB2	-0.73
GRSF1	-0.2965
PDCD7	-0.573
LRRC43	2.2
CNR1	-0.395333333333333
IL1F7	-0.9845
C12orf64	-0.50125
FAM69B	-1.705
NR2E1	-2.49566666666667
MS4A6A	3.1421
FTL	1.1466
C7orf36	-0.11125
PCLO	1.0913
DYRK2	1.35583333333333
ARIH2	-0.382875
SAMD7	0.246
SCNN1D	-0.339
SLC32A1	-1.172875
C22orf25	0.147
MRPS18A	-0.3687
GPR112	0.1875
EARS2	0.0135
ERN2	0.217
ATPBD3	-0.374166666666667
PRH2	-0.33
CDKN2D	-0.201166666666667
PGLYRP2	0.95125
TRIM40	0.4545
SEC14L3	-0.245166666666667
SLC22A1	-0.5515
BTN2A3	-0.03275
RASA4	0.30675
CCNL2	-0.572416666666667
MYBPC3	0.414
GJA4	3.5915
CDC42SE1	1.91925
TRPV2	-0.2325
MYPN	-4.1667
SIM1	0.6935
CDADC1	0.266833333333333
ZFHX4	2.31075
NIBP	0.222166666666667
ADAMTS19	-1.925
ABTB2	-0.71025
TSPYL2	-0.574375
EIF2S3	-0.4799
SOX30	0.348
AP2A1	-0.649333333333333
DKFZP564O0523	0.0283333333333333
LOC285398	0.022
CDH18	-5.394
CHL1	1.458
GATS	-0.3767
TBC1D2B	0.763
OR1J1	0.2555
GSN	1.4815
DPCR1	0.4035
GARNL4	0.245666666666667
SMARCA5	-0.217
PLEKHG3	0.379166666666667
ZBTB45	0.314
FRMD6	0.0241666666666667
PLS1	0.4645
DGKZ	0.0738333333333333
EFNA1	2.1508
WDR85	-0.323375
ANK2	0.34425
PAGE4	-1.27616666666667
SENP6	0.689666666666667
AKR7A2	0.719
FKBP10	-2.0555
VEGFC	-0.253166666666667
LARP1	-0.2278125
SRBD1	-0.2265
ITGB6	2.929
SLC1A2	-0.592071428571429
INVS	-0.489833333333333
MPO	0.47925
MOBKL3	-0.1985
CUTL2	-1.795
KLK2	-0.20175
VIM	0.48025
REG1B	-0.295
PCDHGC4	0.086
C3orf34	-0.092
SUMO3	-0.0668333333333333
CST9L	-0.92725
MLL4	-0.27675
