Hybridization REF	TCGA-AV-A03E-20A-01R-A109-07
CCDC138	-2.17366666666667
AASDHPPT	-1.9565
CKS1B	-0.9887
MCM3	-1.09433333333333
ANAPC7	-0.838166666666667
FAM110A	-1.447
CDC37L1	0.1075
THTPA	-0.616
NBPF20	0.6805
WDR24	-0.10225
NPTX2	-4.50025
CBLB	1.9135
CETN1	1.09716666666667
RPUSD1	0.00875
FAF1	-4.31775
CDK6	-2.3296
HMX2	0.9315
CSK	-0.348166666666667
TEAD2	-2.30075
SNAP25	2.44525
TUFT1	-1.1275
TMTC3	-1.14316666666667
LCK	-4.14
SGOL1	-0.4925
AKTIP	-0.90525
FURIN	-0.08525
SOX12	-0.816666666666667
DEFB103A	4.87025
RAMP1	-3.00325
KIR3DX1	-0.156
GAS2L3	0.08
PDE8A	-0.0825
EDN3	-0.59425
GMIP	0.714
SF3A2	2.706
FN3KRP	-0.18975
SMAD7	-0.9105
RHBDD2	0.3585
OR11H6	0.408
PPP1R3B	-0.0224
C9orf23	0.3095
CADPS	4.61425
GOLGA8A	-1.8765
TMEM57	0.913666666666667
RGL3	0.848
S100A14	-3.59575
FGFR2	-3.1236875
XRCC3	0.16175
RTN4RL2	1.339
MGC3771	-0.831
GH2	1.17683333333333
BTBD2	0.77725
LMO2	-1.09525
RDBP	-1.065375
ACRBP	-2.339
AMY2A	3.83275
DUOXA1	2.066
PTK7	-0.992833333333333
TWF2	0.294
FAM80A	-1.815
TNNI2	-3.87883333333333
GLT25D1	-0.615166666666667
OCC-1	-1.195
CYC1	-0.2865
RPL22	-0.582318181818182
MORN3	2.3925
DISP1	2.158
PRB2	1.0045
CHUK	-1.955
HR	-0.42925
CCDC134	-0.21025
DENND4B	0.16425
C14orf130	-0.195125
RAB33A	1.52475
DCST2	0.406
TNMD	-2.3515
PEX7	-1.34725
FAM62A	0.258875
SRD5A2L	1.099
IL22	0.5575
RPS26	-1.697
HOXC5	-0.803
SPATA6	1.69525
FLJ38482	-0.071375
ZNF234	0.971
C18orf22	1.20425
SPATA22	-0.0605
THOC1	-0.978
CYP7B1	-0.9585
KCNC3	0.8475
C8orf42	-2.96
ALDH1B1	-0.805833333333334
CCDC100	-0.4819
ARMC4	-2.172
FAM18B2	-1.27225
SLC44A1	-1.161625
FBXO17	0.745
C6orf107	-1.2705
C19orf29	0.29275
ZC3HAV1L	-0.69625
PARP6	0.5862
SULT2A1	-4.2065
C1orf159	0.253
TMC1	-0.38525
CHST14	-0.18175
GAMT	0.216833333333333
SMCP	0.906666666666667
TSPAN33	-1.85725
MIDN	0.358125
NOX4	-2.13375
RNASEN	-0.4198
TBX1	-2.39433333333333
SALL2	-3.8725
C10orf35	-2.3425
CYP2E1	1.031
LRFN2	-0.408833333333333
ACO1	0.0413333333333333
IQCG	2.1697
MEGF9	-0.31575
TM7SF4	1.3625
PLEKHA1	-0.2482
STK33	2.81
C1orf210	-1.238
SNUPN	0.3383
KIAA0406	-1.2532
C20orf29	0.12625
TMEM55B	-0.1235
OSTM1	0.549375
CLCN7	0.62125
OTP	0.15325
FLJ23049	2.1395
HEATR4	0.34
MAP3K10	2.88266666666667
PCDHGA9	1.0375
AMDHD2	-0.36875
LCTL	-0.535
PDCD2L	0.4035
CABLES2	0.167
SLC5A9	-0.47425
CLCA2	-2.68666666666667
MGC16025	-0.533
STRAP	-1.37266666666667
C20orf196	-1.869
RRBP1	0.369833333333333
NAT13	-1.613
MAT2B	-1.76075
CSNK1D	0.219333333333333
KIR3DL1	1.015
PRKAG3	-0.783
ZNF599	-0.9785
PRM3	2.2155
PER2	0.1695
ASPHD1	1.378
PRMT6	-0.82825
KCNE1L	1.32828571428571
FAM118A	0.2545
TAF4	-0.782
NDUFB6	0.02875
TRIM9	0.5525
PMFBP1	-0.22425
KY	3.134
DKFZp762E1312	-0.207818181818182
CSMD1	-0.67375
TBP	-0.701
OR1Q1	1.007
RETNLB	0.91225
HPGD	-0.575571428571429
DNAJC12	-0.814833333333333
FKBP1B	-1.3375
ANKRD24	0.589
CXXC5	1.14883333333333
IL3	0.265625
DRAM	1.6173
PTCH1	-1.08975
TP53BP1	-0.1995
SLC17A7	1.87725
COL25A1	-1.146
AMACR	-1.32033333333333
RHCG	0.4015
VPS13A	0.868583333333333
FAM55D	-0.0145
PRPF38B	0.345833333333333
OSBPL6	2.43225
PFDN5	0.6297
CMTM6	-1.2725
KCNK12	-1.408
RP2	-0.74425
C16orf52	-0.59925
PICK1	-0.19
IFNE1	-1.66566666666667
SEMA4B	-0.705
TYRO3	0.83975
OR12D2	-0.2455
CSNK1A1	0.0153
FANCF	1.14175
LONP2	0.101625
TBL1Y	0.838
LDOC1L	-1.274
CCNC	-2.23
C3orf60	1.1425
CHKA	-0.757
UBAP1	0.757
MAP3K1	-1.734
ANKRD9	0.984
FAM92A1	0.935333333333333
GAB2	0.164875
AZU1	0.273
DIS3	0.466333333333333
C21orf109	-1.044
IQCB1	-0.52525
SPATS2	-0.433833333333333
EFCAB3	0.01875
PRB3	1.289
FUZ	0.875166666666667
ZNF813	-3.06625
BMPER	0.150166666666667
HEG1	0.73025
ALS2CR11	-1.43875
SURF2	0.93375
PSMC1	0.01775
OR2D2	-0.631
SLC7A8	0.1355
C4orf40	0.6625
SPATA7	0.53875
MAZ	-0.0744166666666666
PIN4	1.62
PDE1A	-2.61625
TAF6L	1.58466666666667
OR2T34	1.022
KIAA0284	-0.33825
ACADS	0.904545454545455
MKRN2	-1.636
C18orf56	-1.232
MS4A6E	0.756333333333333
GALNT4	-1.2725
C22orf31	1.6005
FLJ36070	1.3535
PSME4	-1.1795
TFG	-0.0975
EPHX2	-4.438375
ANXA5	1.615875
KRTAP1-1	1.3376
BATF	-5.08025
KARS	-1.73175
MSTP9	0.1175
GPR26	0.490875
CCDC72	1.348
TEF	0.750166666666667
FOXK1	-0.3847
PRLHR	1.7715
EMX1	1.21475
C11orf30	-0.653125
ICK	-0.521
THSD7B	-0.618
C21orf100	0.2735
DUOX1	-0.3645
EFCAB4B	-1.15625
UBE2G2	-0.4685
C3orf54	1.55275
PARP1	-1.803
FAM60A	-1.51583333333333
C6orf146	0.59
OR9K2	0.7675
DDX55	-0.4095
RPS15	1.27433333333333
ZNF618	-0.9233125
DKFZp686D0972	-1.048
SSPO	-0.9355
SHFM3P1	-0.7285
CPA6	-0.08725
JAG2	-2.3485
DEFA3	0.83475
PPBPL2	0.313666666666667
CD34	-0.68725
SLCO4A1	-0.747375
AFG3L1	-0.8795
SHD	0.45025
RP13-122B23.3	-0.9015
PRKCSH	-0.33
DPH5	-0.0268333333333333
HLA-F	1.529125
TBC1D4	-0.166
RIG	0.169833333333333
GLUD1	-0.597833333333333
HNRPCL1	-1.292125
HBXIP	1.5905
RNF207	-2.52
APIP	-1.87675
PLA2G3	-1.505
CCDC84	0.0605
MYLIP	-2.78692307692308
PHIP	-0.5895
AARS2	-0.190666666666667
DHX32	0.20275
SCAPER	-1.01383333333333
MEN1	0.212125
NIP7	-0.9055
FLJ25404	0.5805
FASTKD3	-0.18575
TMEM158	2.23725
RARA	0.62975
BDH1	-1.2435
ANKRD16	1.1385
CARM1	0.653
SS18	-0.8575
IKZF2	-1.00325
MYD88	-1.0525
PML	1.32315
TAF1A	-0.87125
CBFB	-1.1105
HIST1H3H	-0.967
C7orf29	-6.77275
COMMD4	0.851166666666667
DPP3	-1.2535
DAB2	1.836
LOC388882	0.49
YPEL4	1.8735
AGBL3	2.85925
LRP6	-0.2566
SERPINH1	-0.328333333333333
TLE1	-0.01725
CD244	-0.608833333333333
ZDHHC15	-2.56675
MGLL	1.7233
PLDN	-0.0778333333333333
LOC654346	-0.758
FAP	3.36425
GPR37	-1.5735
SCARA5	-1.32133333333333
EBF4	-1.19636363636364
LSM6	-0.3725
MLLT1	0.1824375
SLC5A12	-0.18475
A2BP1	0.435833333333334
COPS5	-0.746
TPM4	0.242357142857143
TNFSF4	-1.59566666666667
ACADSB	-1.09288888888889
HERPUD1	-0.677
BCL2L11	-1.814
CEP78	-0.950375
CDCA3	-0.495125
WBSCR19	0.3717
MYO1A	-2.76
PPEF1	-2.07766666666667
LOC440348	0.71775
CPEB2	1.447375
BPTF	-0.669583333333334
RPL21	-0.8864375
GSX2	-0.4345
ADPRH	0.470666666666667
C17orf68	0.312
KCNS1	2.9405
MLLT6	0.2382
PIWIL4	-0.552
RNF26	-0.95675
RAP1B	0.120125
ADAMTS1	-0.2121
ZNF571	-3.8875
P2RY6	-0.501
TRIM21	0.645166666666667
CADM3	1.222
NLRC5	1.55633333333333
ADRA2B	-0.6375
LOC90835	1.008875
PCF11	0.302
LOC400451	-2.95075
GLTSCR1	1.6498
C17orf88	0.141
CDH16	0.319
FGF7	0.012
PCSK4	0.2135
NPC1L1	-1.40683333333333
TAT	0.145625
TBCA	0.23275
MGC33407	-0.192
GPR115	3.032125
CYGB	-1.8475
FNBP4	0.0431666666666667
C12orf43	-0.121
CBL	0.1104
CLECL1	-1.34725
PPAPDC1A	0.958
WDR25	0.0963333333333333
SGCA	1.1375
C22orf29	-0.808
YIPF1	0.34975
GALK2	-0.3265
RAB3B	0.861333333333333
LOC440087	-0.59
UCP1	-0.821
REEP5	1.220125
FADD	-0.9925
FOXA1	-6.900875
CACNA1A	2.69933333333333
ABI1	-0.512333333333333
GRIN2D	3.43025
SLC1A4	-0.262666666666667
LOC401127	-0.75175
HINT2	1.0315
PLD4	-1.091
ZNF286A	-0.57075
ENY2	-0.5065
IL1F6	0.314
PXDNL	1.59475
C20orf79	-0.3565
TNFSF13B	2.921
DENND3	-0.631
JARID1D	-3.271
HIST1H2AK	-0.794375
LOC93349	-0.0689
SSH1	0.2882
ENSA	-0.83775
LOC219854	-0.670166666666667
CKAP2	-2.1129
DKFZP564J102	-1.08033333333333
MGC87315	-0.683166666666667
HNRPAB	-1.59675
AMH	1.043
ZNF526	1.081
BRUNOL5	-0.2603
CACNG3	0.409333333333333
TRPM1	-1.7625
PPP2R1A	0.504375
COL2A1	-2.0525
DDN	-0.147166666666667
FLJ25770	0.415083333333333
HK2	0.454071428571429
ELOVL6	0.00775
MDK	-2.52475
EPHX1	0.52625
RASSF2	-2.278625
DKFZP434B0335	1.47625
DLX3	-0.0338749999999999
PRTN3	-0.3745
AVPR1A	-0.14525
C21orf125	-1.4275
TNFAIP8	-0.266
GNB2L1	-0.05575
CALCRL	-0.8505
SCGB2A2	0.00716666666666665
UBXD7	0.824
ZNF674	-0.0745
TMEM35	1.2545
BRSK2	-0.849375
HECTD3	1.21133333333333
TMEM188	-0.759666666666667
LGALS9	-1.315875
SCARB2	0.125416666666667
USP34	-0.236
C17orf28	-0.332333333333333
ZDHHC23	-0.12275
AQP12B	-0.071
SLC16A3	-0.092875
APLP2	-0.746875
ITIH2	-5.18825
MICAL3	0.697125
TNNI3K	0.6595
HDAC2	0.219125
PRR7	1.7918
THBS2	-1.888125
LOC751071	-0.5925
CA2	-2.748
RANBP17	-3.00425
RLN3	0.79525
CRYZ	-0.1795
GBAS	-1.15533333333333
TAS1R1	0.06325
MPZL3	-1.217
PCDH8	-2.48875
HSP90B1	-0.541833333333333
KCNK15	0.401
TNIP2	0.294
GPR146	0.854
NOL6	-0.075125
SPC25	-0.808222222222222
STEAP2	1.83328571428571
VAMP3	0.6915
TCIRG1	2.17925
ZP4	0.15
PARL	-1.34525
TRIM39	-0.7465
KIAA1305	-1.4165
CRNN	0.399666666666667
GRN	0.01625
HSH2D	-3.524
SCAMP1	-0.9175
KIAA1913	-0.2455
PTS	-0.1715
BANP	-0.574357142857143
PRKACG	0.6335
ADCY6	-0.0348333333333333
C16orf46	-0.5625
CYP51A1	0.345875
DDC	-4.50675
ANPEP	-2.48633333333333
PROM1	-3.65783333333333
SIGLEC10	-0.38875
COPG	1.225
FAM26E	-0.232
TRIP4	-0.4055
SNX3	-0.311
C1orf175	0.794666666666667
PPY2	0.6375
C14orf152	0.63925
FTSJ1	-0.790333333333333
DST	1.1445
LOC554235	0.884
GLRX5	-1.4585
C20orf12	0.6725
CAB39	-1.08016666666667
MSH2	-1.897
PIP4K2C	0.827375
CYLD	0.898375
WTAP	-0.104625
MGAT4A	-4.13422222222222
TSC22D4	0.0192
CHRM2	-0.4895
PPYR1	1.01516666666667
CCNH	0.401333333333333
RRM1	-1.3195
ECAT8	-3.16575
LOC400120	-0.18725
GABRA4	-0.151375
C14orf4	0.651166666666667
C1orf59	-4.80675
CTDSPL	-0.57075
NHEDC2	-0.672
PDE11A	-0.56925
KLHL29	2.08
CD5	-2.4353
TSPAN9	-0.0570625
WDR67	-0.37375
THUMPD1	-0.4517
C18orf17	-0.0935
CLYBL	1.02466666666667
FLJ13231	0.31175
CMBL	0.2995
LECT2	0.08575
NKAPL	0.203333333333333
LOC654780	0.8485
OR4C6	0.3805
RAB30	-2.41516666666667
TSSK4	0.265
TMEM163	-0.6715
OSBPL11	-0.0703333333333333
GNB5	0.404833333333333
CCL21	0.979
C1orf121	-0.661666666666667
FMO2	-0.325166666666667
RPTN	0.515
MSTN	0.5475
VCL	0.188857142857143
FYTTD1	-1.8385
C11orf1	0.61975
CCDC88C	-2.6293125
HFE	-0.487
MOGAT1	1.03
FAM125B	-0.0785
IRGQ	0.482
RAVER2	0.7865
AKAP5	-0.9085
SSSCA1	0.0655
C11orf63	-0.335875
ACTG2	-2.4296
PORCN	0.3255
DTL	-1.88881818181818
TMEM151	1.26575
FAM122C	0.10025
RSAD2	-0.9421
BAT4	-0.376
KRTDAP	-0.471666666666667
MYH8	0.06175
CRTC3	-1.12625
LRRFIP2	0.5635
INTS4	-0.956666666666667
TTN	-1.1235
SLC26A5	0.5885
PLLP	-2.17425
RGS6	-0.284875
SRGAP3	0.50175
ZNF525	-2.1835
NBR2	1.18283333333333
C13orf1	0.00499999999999999
ZNF137	-3.0955
CEP27	-0.956
BEST2	0.918
RNF121	-1.1865
DMRTC2	0.329
C8orf76	-0.81075
BCCIP	-0.38775
MEST	0.432
HTRA2	-0.09
ANGPTL2	1.8485
ILKAP	-0.0191666666666666
ERAS	-0.045
HBS1L	0.405875
CPA5	1.813
TMEM30A	-2.95283333333333
CD300LF	-0.291333333333333
WISP3	0.785
CRK	-0.319571428571429
PDS5A	-0.5893
BRPF3	-0.218666666666667
NEDD9	-3.747375
SMPDL3B	-2.1615
PSG6	0.2355
PSMD13	0.40175
ETV5	1.0741875
OR51A4	0.292
BTBD7	0.81125
GSTO1	1.209875
hCG_16001	0.4515
MAD2L1BP	-0.707666666666667
COX6A2	3.655
SCNN1A	-2.3785
LSM1	0.161
UGT2B11	-2.072
IDUA	2.77375
PPP2R3C	-1.28633333333333
COX11	-0.603166666666667
PDZK1	-3.6465
ZNF443	-1.66666666666667
MGC21874	0.125666666666667
ZNF323	-1.8601
KRTAP10-10	0.493
CXCL6	-0.699
SLC34A2	0.1912
LOC284402	0.6575
NPTN	-0.395416666666667
UPP1	1.47483333333333
SLC6A9	-0.025
OR7G3	-0.057
CISD1	-0.3965
ZNF545	-3.23783333333333
SYT14	0.7495
NT5C3L	-0.150666666666667
ZNHIT3	-0.140833333333333
SNRPD3	-0.61325
KIAA0701	-0.46175
UNC93B1	0.718666666666667
GMNN	-2.44775
SPCS2	-1.475
LOC388524	0.1115
NAPRT1	-0.496875
PNLIPRP1	0.445
OR6V1	1.4035
PRKAB1	-1.31925
EYA4	1.491
KIF20A	-0.7375
ALG10	-1.45425
ITPKC	0.660833333333333
LMX1B	0.163666666666667
RPUSD4	-1.61266666666667
C7orf34	0.1585
DLGAP2	0.1315
PFN1	-0.0631
MICALL2	0.630416666666667
ZNF654	0.297
SS18L1	-0.46475
SLC16A8	0.42375
MKI67IP	-0.4135
ITGB3	2.81325
TCEA3	-1.12441666666667
CEP152	-0.3449375
CLIP1	1.5765
ZNF75	-0.079375
ATP5C1	-0.711
NUDT5	0.116
PSCDBP	-2.87125
UBP1	-0.74125
RBM27	0.37375
C13orf15	-1.00525
ZNF282	-0.523
ZNF222	0.3536
COL10A1	1.14275
PRDM15	-0.46925
TTTY5	-0.34
FAM9C	-0.324833333333333
C20orf67	0.70625
GNG13	5.468
F12	-2.896
C1orf41	0.31875
CPXCR1	-0.0765
GSK3A	0.2775
SUPT6H	0.5155
PI16	-1.91883333333333
ELL2	-0.10375
C9orf167	-2.1775
PVRL3	0.3436
FLJ38596	0.28875
ADAM20	1.32225
GPR89A	-1.164
GPR87	-2.9175
ZNF30	-1.0385
SMR3B	0.613
ZNF770	0.042
TRPC4AP	-0.412166666666667
DKFZP686E2158	-0.347166666666667
C2orf28	0.202833333333333
FREM1	-3.86216666666667
LAMA4	-0.249833333333333
ADPRHL2	0.34725
EIF4G2	-0.192166666666667
GUCA1A	-0.431
CTNNA2	1.974
NUDT15	-2.41266666666667
CEPT1	-0.880666666666667
ZNFX1	-0.2563
CCDC92	1.4095
TDRD1	-1.444
KCNK5	-3.5315
ETNK1	-0.86475
LTA	0.652
TTPA	-0.122
B3GALNT2	-0.428125
SC65	-1.117
PEX5L	-1.46
EPS15L1	0.367
MGEA5	0.44625
HIST1H3A	0.0595
ING1	0.141125
BCAT1	-0.170375
ORC6L	-1.25263636363636
KLK11	-4.77583333333333
C19orf28	0.44675
DNER	1.868875
MED22	-0.974
ETV6	0.167083333333333
CHAC2	-2.292
CD300E	0.771
CEBPB	2.007
ZNF398	-0.0485
LRCH3	0.477
HMGA1	0.327166666666666
CAPN7	-0.779
MGC5566	-2.68375
CCL3	2.565625
NANOS1	-1.9845
ZFYVE19	-0.266
APITD1	0.456166666666667
PARD3	-0.4905
IRAK4	-0.476666666666667
SERPINI2	0.567
CEP170L	-0.4425
TTC9	-1.64275
MYOM3	-1.66175
MLPH	1.036
LOC222699	0.6785
NRG1	1.324
TBC1D9	-2.12590909090909
TTK	-2.03
ZNF557	1.1869
DDX41	0.16
FANK1	2.3645
UBE2D2	-0.3625
PSMB10	2.025375
MYH7B	0.6495
GABARAPL2	-0.668375
MARVELD2	-2.76933333333333
DGCR2	-0.384333333333333
UNC45A	0.122333333333333
C6orf72	0.2565
ZNF683	0.12525
GIT2	-0.2335
CASK	0.1215
C14orf161	0.307
LRRC44	1.6905
TIFA	-1.424375
UTP11L	-0.797875
C6orf65	-0.855
FDPS	-0.5285
DUSP9	-1.415
SLC17A8	0.0808333333333333
OR51G1	0.375166666666667
NANS	-0.1465
OLFML1	0.235
ATP10B	-1.2255
NPAS3	-1.95975
PRKCA	1.4038
GGA2	-0.500625
LCE4A	0.941
SPANXN3	0.37075
CCDC115	0.11575
SDCCAG3	-0.873
GLIPR1L1	0.31575
TTC1	-0.165
C17orf76	-0.53875
MAD2L2	-0.7265
HIPK1	0.00510000000000002
LRRC3B	-0.5755
CLN3	-0.292
C17orf47	-0.192
FMN2	-0.015
TUBB1	-0.411
WAPAL	-1.037
C3orf21	-1.085125
SCN5A	-0.1579
SMYD1	2.9525
BEX5	0.36375
ZNF192	0.241
SEC22A	0.327833333333333
GRIA2	0.194
KIAA0825	-1.74525
NUSAP1	-2.30081818181818
LANCL1	-0.891125
C15orf40	-0.6265
ZNF645	0.36625
GPR61	0.4905
NLRP14	0.1855
SNX21	1.1335
C1QTNF8	0.7075
C17orf46	0.44525
IFNA8	1.1575
SPRR1B	-1.39266666666667
FLRT1	-0.31325
SNX17	-1.60866666666667
ASB2	1.08533333333333
HBG1	-5.5285
RPRML	-1.858
JOSD2	2.057
PLSCR3	1.03575
SPOCD1	4.0815
RAB39	0.756
GHRH	-0.224
ITIH5L	0.93175
C17orf37	1.84125
SMCR8	1.01375
DPY19L2P3	0.985
IL11RA	0.794666666666667
GDF3	-3.28683333333333
RPS6KB1	-1.4495
DNAJC19	0.2508
TOP1	-1.19875
CRCT1	0.356125
MPST	0.35025
DPM2	1.19575
FAM38B	-4.00566666666667
SLC18A1	-2.22633333333333
FARP1	-0.3235
PAX7	0.212
TUBD1	-1.74375
GNL3	-0.69025
BTG2	-1.79006666666667
NDUFS6	-0.272
C1orf79	0.21125
ERAL1	0.1815
ECHS1	0.928
VPS4A	0.707166666666667
CYP11A1	-1.08825
ABCC6	-0.481214285714286
PBX4	0.3295
MOSC1	-3.91025
NCF4	-2.6635
HYMAI	-0.1895
NAGPA	-1.128875
OTOP2	0.645
ACOT12	0.0325
MTHFD2L	1.361375
LOC441376	1.36175
C19orf34	0.9185
RAB1B	0.24975
ALDOAP2	0.121
NTRK1	-1.82883333333333
ARTS-1	0.2129
SLC6A11	-0.7935
NAP1L2	-0.44875
CNGB1	0.275833333333333
EPB41L4B	-1.11858333333333
FAM134B	1.352625
HS3ST3A1	2.86333333333333
CPXM2	-0.56425
SIRPB2	-0.00649999999999999
CHORDC1	-1.3625
TRIB3	-0.792333333333333
SLC2A5	0.10425
C2orf49	0.0916666666666667
DDX5	-0.43925
OR5L1	2.8695
ANAPC4	0.907666666666667
ZSWIM1	0.6055
LOC93622	-1.433375
KCNK3	0.0115
RP11-35N6.1	-2.400375
ZFP161	-0.381666666666667
AQP9	6.94775
SLC15A2	-1.0065
MREG	-1.941
OR9I1	0.6885
PDLIM2	-0.02625
ADAM7	0.583
GSTCD	-0.448833333333333
WDR21A	0.00387500000000001
SLC12A8	-0.207166666666667
TMEM174	0.43625
IGSF3	-2.63958333333333
LRRN1	-2.00025
LOC402117	0.08825
SRPK1	-2.68416666666667
LY6K	-2.163
NFIA	-0.492
PTCD3	0.388375
LEP	1.132
PCDH21	-0.817
MAPKAPK2	0.112428571428571
NMNAT1	0.151666666666667
LHFPL2	1.46675
C9orf43	1.245
DIP2A	-0.8825
ACTR8	0.238375
CCDC34	-0.60225
PTPN22	-0.381625
ITGA3	3.33325
FAM129C	-0.44275
RABGGTA	-0.0776666666666667
UNC45B	-0.61075
KIAA1033	0.343
ZNF510	-1.00916666666667
CYP2D6	-0.137833333333333
SLC26A10	0.1645
STX8	1.35475
LUZP1	-0.482
WDR89	-0.0445
EIF4G3	1.0276
C5AR1	1.182625
ZNF623	-0.6725
A2M	-7.69575
TGM7	1.611
GRPEL1	0.1815
LMNB2	0.3353
ROCK2	-0.228666666666667
SNX16	-0.322125
CCDC66	0.76375
ANXA3	-5.932
KIAA1609	-0.014875
EED	-1.95625
RNF32	-0.495166666666667
HES1	-4.09
CLC	0.0695
ISL1	1.4775
KIAA0528	-0.673875
MANEA	-0.690625
C1orf61	-2.262
hCG_2001000	0.9415
RAPGEF6	-0.2193
KIAA0020	-0.989
NEIL1	-2.52975
C16orf45	1.81175
RBM10	0.0855
C10orf125	-0.503625
MRS2L	-2.066
DNAH17	-1.220625
C19orf10	0.24725
C1orf160	1.82
SLFN12	0.328
EXOC3	-0.700666666666667
HIST3H3	-0.597
NCOR2	0.0566666666666667
TNFRSF9	1.9705
MFSD8	-0.64475
ALX1	-0.275333333333333
NOL1	-0.40875
PODN	-0.66775
TIAL1	-0.49075
HIST1H1E	-1.1905
NPY6R	0.601
TM4SF4	-0.831
CORO2A	-1.6335
ETNK2	-2.0725
APOE	-1.4295
ANGPT4	0.5625
HDGF2	0.165
G30	0.1585
ST8SIA4	-1.928875
F2RL1	-1.72225
FAM19A4	-1.894
CCAR1	0.005
B3GNT7	0.59625
OPHN1	-0.1722
DSCR6	-2.7235
C21orf13	0.878166666666667
GAS2L1	0.522916666666667
RFX3	-0.2335
COPS4	-1.53075
BCHE	-1.84566666666667
BCL2	-0.6775
HBZ	-2.7795
ARL13B	0.40725
MAPBPIP	0.572
MYO15B	-0.772375
SPZ1	-0.0565
KIAA1324	-0.462777777777778
PLCL2	-1.882125
C4orf29	-1.3535
WDFY2	0.143375
ZNF284	0.053
NAALADL1	-1.565
DUSP5	0.519166666666667
PXDN	-2.808625
SLMO1	0.68725
TNXB	1.8187
BIRC7	-0.94625
A4GALT	0.858833333333333
TIMM22	0.60175
FAM110C	-1.55425
TOMM34	-0.11
ABHD9	0.8275
ADAM32	2.3
CRHBP	2.166
AQP2	0.574125
LOC130355	0.7415
ZNF187	-0.239
ZNF816A	-3.546
F7	0.0495
CNOT1	-0.1753
SLC13A4	-0.98
ZBTB11	-0.30975
B3GALT5	-0.01025
EXOC2	-0.541666666666667
IRS1	0.5895
TMEM1	-0.611666666666667
MRPL34	0.725833333333333
SAMM50	-0.47575
CDC42EP3	2.25875
HSF2	-0.5292
MFN2	0.16575
TSPAN7	-2.90083333333333
NUCB1	0.707083333333333
RHOH	-4.915
ARL16	-1.0105
TACR1	0.30375
SFRS5	0.0238333333333333
SNX25	0.382125
RHBDF1	0.526833333333333
PCDH18	-0.0421666666666667
HMG1L1	-1.5205
MYO5C	-4.16075
MAPK10	1.8165
LDHAL6A	0.248166666666667
NUDT12	0.665333333333333
NCAM1	0.139125
GLIS2	1.2645
GGTL4	0.996
DAPP1	-3.9295
ATF7	0.609125
KIAA0748	-1.4115
NFIL3	-0.524
TM6SF1	-0.0679
SEZ6	0.64525
NANOS3	1.32633333333333
DNAJA3	-1.95633333333333
CLDN6	-2.166
CIITA	2.934
EPHA4	-0.843416666666667
FANCC	0.3725
CMTM3	-0.361875
PSG3	0.257
MRPL15	-0.97875
C21orf59	0.75175
PLCXD2	0.49425
C2orf34	-0.279
UBE2L6	1.216375
MED14	-0.127166666666667
HP1BP3	0.2679
C6orf208	-0.182
TPBG	0.0105
OSR2	-2.228125
XPC	-0.434
KLHL7	-0.827083333333333
CCR3	0.947
AGTPBP1	-0.019
PCSK6	-3.43366666666667
STAT5A	-2.8442
FAM18B	-0.64925
LONRF2	-1.2615
PTPN2	-0.060875
SF3A3	-0.835833333333333
EFCBP2	2.92825
HCFC1	-2.24383333333333
AHNAK	0.12385
ACTR5	0.3385
KIF14	-1.30928571428571
TENC1	1.508
HEATR5B	0.0655
YIPF2	0.363
MYEOV2	0.887166666666667
DUSP18	2.4425
KIAA1012	0.22575
AHR	0.124166666666667
C17orf53	-0.686833333333333
PTPRH	-0.306
ATP6V1C1	-0.306
TAS2R3	0.682
LOC440356	0.612
COQ10B	0.283
PSMF1	-0.686416666666667
SORBS2	2.67741666666667
NFE2L2	-0.9675
TMCO7	-0.06775
SH3PXD2A	-0.1668
SH2D2A	-2.80925
SPINK5	-3.719
MRPS24	0.4905
OPA3	1.713125
TRAF7	-1.32133333333333
C4orf35	0.706166666666667
MT1G	3.05025
MGC39545	0.475
HS1BP3	1.4728
OR2B2	0.8955
CHRM4	0.396
SFRP2	-1.938
RIC3	-1.62775
ART1	-0.1705
C6orf1	1.721375
DUS4L	-0.82875
C10orf104	-0.477
TNFAIP6	2.47425
RTEL1	0.659
CCT4	-1.1047
ZNF709	-2.4605
CHMP6	0.8785
UPP2	0.2785
CYP19A1	-0.588125
CD151	-0.1745
NDUFA13	0.618833333333333
ARFRP1	-0.163666666666667
FAM26B	2.1115
CRYBA1	-0.0895
MRPL41	1.58866666666667
NPFFR2	-1.16071428571429
HRH2	1
SCAMP3	-0.855833333333333
MTMR6	-0.8481
MTG1	-0.306
UBTD1	1.51175
CRABP1	-2.6695
FLJ33790	-1.9401
KIAA1908	-0.7065
GPR158	-3.47075
PACSIN3	-0.603666666666667
OMD	-0.643166666666667
CATSPER1	2.078
HOXB8	-0.494375
FBXO46	0.7385
OAS1	-1.20183333333333
SVIL	0.55725
PHB2	-0.66525
ADCY3	-0.615
NDRG2	-2.28566666666667
ERMAP	-1.5087
APBA2	-2.50216666666667
IGSF9	-2.50975
WNT6	-0.0404285714285713
MYCBPAP	1.1865
ATP2B2	0.305
CPVL	-3.3734
TRAM2	0.742
NOP5/NOP58	0.59725
ZNRF4	0.888
TLK1	-0.04375
MTMR12	-0.981428571428571
ZNF384	-0.483
FAM9B	-2.7705
RPN1	0.2534
PMVK	-0.053
EIF3D	0.7637
SIX2	-1.36625
HPS1	2.57285714285714
RNF7	0.7445
PSKH2	0.384
