Hybridization REF	TCGA-BH-A0BR-01A-21R-A115-07
NEUROD2	0.0145
tAKR	-0.249
C1orf26	-0.3055
RICH2	0.62725
TEDDM1	-0.2095
CYP2S1	-0.1605
TBCE	-1.22216666666667
MAPK1	-0.7205
HDHD1A	0.19825
MRM1	-1.75225
ATP9A	-0.0579285714285715
HSD17B3	0.412
HN1L	0.3885
RNF216	-0.60525
HOXD12	-0.139
PPP1R14B	-0.612375
SBF1	-0.86125
TAS2R42	0.892
USP46	0.162
LILRB3	3.06216666666667
SPI1	2.117
OXSM	-0.98975
GYS2	0.166333333333333
NUPL2	-0.63075
C8orf46	-2.299625
SF3A1	-0.25905
C21orf99	-0.2385
HOXB4	0.2147
YRDC	-0.8925
GPRC5D	0.5495
BLVRA	0.95725
KIF12	1.462
LRRC23	0.49725
FAM14A	0.772166666666667
RASL12	0.980625
DAZAP2	1.4575
IKBKB	-0.292
ZNF271	0.820833333333333
BOK	0.892
CXorf6	-1.57425
MYEOV	-1.82775
BTN2A2	-0.3822
FRG1	-1.0625
HSP90AB6P	-0.133
ENOX1	0.5135
ZNF706	-0.5238
DOK1	-0.2293
PGAP1	-0.0785
TMEM136	-0.1085
FSCN1	-1.29075
KIF17	0.482
TRIM66	-0.325
CBR3	1.95
C13orf24	-0.1
C19orf52	0.12175
BNIP1	0.35375
AQP3	0.6975
KRT6C	0.285166666666667
SIRPA	0.335583333333333
IGFBP6	-1.2665
PLEKHK1	-0.808625
RNASE7	0.2515
ARHGEF15	0.33125
NPHS2	0.42725
SRD5A1	1.1395
REXO4	-1.54025
EEF1DP3	-0.838
SLC37A2	0.6455
ZNF142	0.532
ANKHD1	-0.646
MUT	0.3485
VPS37A	0.102
GPRIN1	-0.10675
SLC38A3	-0.9965
BAZ2B	1.536
WDR87	0.995
BRD7	0.0815
POU6F2	-0.112
NISCH	0.16925
TCEB1	-0.5785
LINGO2	-1.18475
TAX1BP3	-0.96375
RPL34	-0.379277777777778
MARK2	0.542666666666667
AKAP12	0.1085
AMBN	0.2635
SLC25A27	-1.41366666666667
FLJ21865	-0.667375
KIR2DS2	0.382833333333333
WDR77	-1.14425
ATF2	0.607
ITFG3	0.8855
SLC39A13	1.1545
ARL6IP5	1.169125
C10orf137	-0.076625
QTRT1	-0.73
CCNT1	0.034
DYNLL1	0.4619
WDR53	0.0715
LIPG	0.5585
ASAH3	0.091
HELB	-1.1785
PHACTR2	1.443125
VENTX	-0.4355
LAD1	0.530666666666667
PAOX	1.87525
MAPK8	-0.177
CCDC38	-0.2195
DNAJC8	-0.1839
RBBP8	0.21725
WNT11	1.2815
KCNJ12	-0.284833333333333
HDAC8	-0.317
STARD4	-1.27325
ACVR1	1.94983333333333
C14orf65	0.239666666666667
KLB	-1.845
C1orf65	0.07625
ZFYVE28	-0.54375
NSUN6	0.02125
KIF27	1.06483333333333
SYTL2	0.629333333333333
UBXD2	1.1001
OR6T1	0.083
CCDC91	0.445857142857143
GRID2	0.237
CALN1	-0.102875
ZNF423	0.76375
PSMB4	-0.133333333333333
XPNPEP3	-0.518666666666667
ARPP-21	-3.18
SART1	-0.547
RACGAP1P	-1.504
SPTA1	-4.8665
C6orf113	0.159166666666667
C7orf16	-1.63125
CHST7	-0.751666666666667
C21orf29	-0.584
SEMA6D	-0.771375
PCMTD1	1.334125
KIAA1754	0.121666666666667
MYCN	-1.0375
KCNJ3	0.629
MAPK13	1.7842
ERO1LB	1.12775
NTF3	-1.399
NKX6-2	-0.20875
GTF2B	0.0895
GSPT1	-0.000166666666666667
GUSB	-0.037
LOC221091	-0.668
LIG1	-2.15
EXTL3	0.288
NID2	0.9855
TTC29	0.73475
TMEM97	-1.45925
EXTL2	0.148333333333333
SUZ12	-0.881875
IL1F8	0.328
KRT18	0.260545454545455
MRPS16	-0.5105
PI4K2B	-0.31125
LACRT	7.3925
OR51F2	0.332
JMJD2C	-0.598875
KGFLP1	1.77
CDK5RAP3	-1.0714
YTHDF2	0.116166666666667
GGCX	1.329375
ARPC4	0.44375
EGLN2	-0.404666666666667
KBTBD4	-0.639
ROBO3	-0.6733
DEFB118	-0.4415
KIAA1543	0.3295
RTCD1	0.600333333333333
MZF1	0.40875
C18orf26	-0.9485
CNIH4	0.5855
ZFP2	2.42866666666667
HTATSF1	-0.18975
WFDC2	4.045875
NDUFA7	-0.411
TTC22	0.348
FAM40B	-3.344
DCPS	-1.2435
SH2D1B	-0.361333333333333
MRGPRE	0.2405
SBK1	0.67875
UNQ6411	0.366
OSBPL9	-0.37975
NUP107	-1.4115
MYOZ3	-0.2635
PDE4B	0.218083333333333
FAM113A	-0.3525
IDH3G	0.5415
FBXL7	0.04625
ARFGAP3	0.157
MAPRE2	0.507076923076923
IL1RN	1.2584
KIF13A	0.389
RAC3	-0.8165
TCTE1	-0.386
TMEM14B	-0.475
ADIPOR1	0.806666666666667
GRINA	0.429
CLIP4	-0.49725
LRIT2	0.158
TFPI	-2.62385714285714
FABP6	-1.284
SLITRK2	-0.3726
HKR1	-0.22725
SMTN	0.116
C1orf75	0.126
CD209	0.423
CYB5R2	0.51575
DNTTIP2	0.1015
CSGlcA-T	1.4815
GABRB3	-2.12725
PCBD1	1.086
TAF3	0.462916666666667
HOXD3	-0.464666666666667
GIPC3	-0.616166666666667
P11	0.9142
BFSP1	-1.20375
LCP2	1.2775
TAS2R8	0.2345
SEZ6L	-0.95625
NR2C1	-1.341125
EXDL2	0.1876
TNFRSF13B	-2.30583333333333
MKI67	-1.862
GLS	-0.391833333333333
C7orf54	-0.6897
LGALS13	0.203666666666667
IL4R	0.89275
SEC11A	-0.538166666666667
SPP2	0.1715
C18orf32	1.59775
CLSPN	-1.63266666666667
SPAG1	0.338
C9orf82	0.00675
TM4SF1	-0.583416666666667
EMILIN2	1.627
SMG7	-0.371
TAS2R13	0.297
ZNF628	-0.457
DZIP1L	-0.190666666666667
ANKRD13A	-0.1704
VASP	1.097375
ZCCHC11	-0.896875
SYPL1	0.1265
MGC34774	0.086
C4orf28	-0.403125
KIAA1211	-0.960166666666667
RPS27L	-0.88375
TATDN3	-1.24325
PDCD1	0.6415
OR5P2	0.2435
IFIT1L	0.242
MIPOL1	1.67025
OR51D1	0.44175
C1orf92	-0.378166666666667
LAMP2	1.27133333333333
CAT	-0.257333333333333
C16orf80	-0.1395
C15orf32	0.537
ZNF746	0.297
C1orf76	-2.0155
ATXN1	1.14075
LAMC2	2.98675
SLC2A7	-0.3545
CPOX	-1.00475
APH1B	1.19016666666667
LOC442245	-0.64475
CTNND1	1.26238888888889
GABRG2	-0.806875
MADCAM1	-0.1875
F5	-1.655
SEMA4F	0.0183333333333333
NUDCD3	-0.03425
PDZD11	0.5065
TRIML1	-0.3955
GCNT3	-2.1845
TMEM120A	1.05825
CNDP1	0.409
N4BP1	1.03725
SLC35F2	-2.119125
LCP1	-0.0616666666666667
IGBP1	-0.2795
DCAKD	-0.473875
ELA2A	-0.2145
C12orf56	-1.817125
PITRM1	0.711785714285714
GUK1	1.012
RASSF8	0.0385625
OR2A14	0.7095
ADM	-0.485
FGD3	0.667333333333333
GHRHR	-0.784333333333333
RHPN2	0.83225
C4orf39	-1.03416666666667
VPS72	-0.13175
SERF2	0.789555555555556
CD22	0.737833333333333
CD47	-0.5551
PPIC	1.08233333333333
IMPDH1	-0.11975
ACP6	-0.72
PRKACA	0.161625
PPP1R1A	2.05325
TRPV3	-0.186666666666667
ASXL1	-0.911375
C17orf55	-0.750166666666667
FXYD1	-0.0641666666666667
LMOD2	-0.00600000000000001
ANKRD33	0.153
LCE2C	-0.12075
ZNF620	-1.1525
DKFZP566E164	-0.52925
VSIG2	-0.10875
KIAA1128	1.1005
USO1	-0.0321666666666667
NUDT4	0.578857142857143
CLDN1	1.67242857142857
OR4Q3	0.2425
FASTK	-0.218833333333333
ICOS	1.65566666666667
LDB1	0.324
GSTA5	-1.16225
ABCC1	-0.509
FAM54A	-0.922
PCBP2	-0.106833333333333
NUP205	-1.272
ACTA1	0.123166666666667
GABBR2	-1.609
PIP5K1B	-0.743666666666667
AGXT	-2.0115
RNF181	0.65
ATP8A2	-0.92675
AFTPH	1.0880625
FGF21	0.16275
FCER1G	2.474375
SNTB1	-0.977
SLC24A3	-0.152375
TXNL4B	-0.3546
RPL10L	-0.341833333333333
LOC389517	-0.9653
TSGA13	0.3745
SHOX2	0.6455
ITGA7	-0.6239
KCNIP2	-0.0261666666666667
KLF13	0.8067
ZFAND2A	-0.25225
CEACAM1	0.0235714285714286
PFKFB4	-2.46516666666667
MED19	0.87625
LRRC57	0.243166666666667
RNF11	1.7395
ANKRD32	-1.62925
P117	0.9445
OBFC2A	0.4565
POLD3	-0.6215
RAB18	0.8965
TPH2	-0.133
PHB	-0.8663
JDP2	1.76733333333333
MORF4L1	-0.3497
POU2F1	-0.2015
CNNM2	-1.05225
LOXHD1	0.600333333333333
ZC3H15	-0.066
ELK3	1.33533333333333
FAM111B	-0.5525
CBLC	2.54183333333333
SBNO1	0.5745
ANKMY2	0.29225
PLEKHA5	0.19275
DHX58	0.7505
ARCN1	-0.021
TREML1	0.2459
KNCN	0.0545
SEC24A	0.21325
PSCA	2.51975
MGC24125	0.479
DNA2L	-1.24975
CIB4	0.006375
HIGD2A	0.276833333333333
TBX6	0.0355
TTLL5	-0.679333333333333
SGK3	-0.543666666666667
GCN1L1	-0.37075
AMOT	1.2043
LDOC1	0.816333333333333
NRK	0.272166666666667
ASB9	-0.01175
NAT1	2.8377
TRAFD1	-0.158
PEAR1	0.1005
FAM36A	0.192375
OR1S2	0.135666666666667
LOC388323	-1.45975
PGS1	-0.821666666666667
LEPREL1	-2.85975
TFF1	-2.17516666666667
HAP1	0.2245
EPHB2	-0.11625
ACTG1	0.348333333333333
ZFP42	-1.05533333333333
HAVCR2	1.4516
NME1	-1.098
SNX26	-0.300166666666667
LACTB	0.365166666666667
ZKSCAN2	-0.341125
C5orf35	-0.138
ANKS3	-0.596
RBM28	-0.7835
DKFZP586P0123	0.469
HNRNPA1	-0.688666666666667
BCAS3	-1.61116666666667
FLJ20184	0.629
POLA2	-1.646
TMC7	-0.5735
HSD17B6	2.633
ZNF658B	0.393333333333333
TTTY10	-0.0925
RANBP9	0.086
CPNE7	-2.6195
EVL	0.249235294117647
LNX1	0.783416666666667
IFNA21	0.150666666666667
CFD	1.356
PYCARD	1.3505
MYBPC2	-1.123
ENPP3	0.9005
ACSL4	-0.806
LOC440258	-0.402166666666667
TMEM176B	3.55333333333333
SOX2	-1.5335
SCO1	-0.776
COMT	-0.526
AOC2	-0.20425
PDLIM5	1.36785714285714
SPHK2	-0.180166666666667
NXPH2	-0.2605
GPR108	0.327666666666667
RAD51L1	-0.272166666666667
TMEM54	1.388
LETMD1	-1.35377777777778
SLC6A17	0.10575
KRT75	0.686
STT3B	-0.486833333333333
CD3EAP	-0.299666666666667
TMEM63A	0.32
DUSP13	-2.6845
CD1C	-0.651666666666667
LASS2	0.258666666666667
AVP	0.651
PITPNM1	-0.8705
FLJ22795	-2.7345
MCTP1	-1.58275
TRIM68	0.673333333333333
UCK2	-1.19366666666667
ABHD1	0.24025
FAM50A	0.0315
RNASEH1	-0.262833333333333
PCP2	0.1825
OR52H1	1.082
C20orf149	0.96475
RBP5	3.449
HYAL3	0.49275
CLPB	-0.11925
SMNDC1	0.28675
DONSON	-1.28266666666667
FLJ27523	-0.319
BARHL2	0.396333333333333
SLC30A9	-0.1855
TMPRSS11B	0.10625
E2F8	-1.98666666666667
CCDC25	-0.370833333333333
C14orf48	0.47
C20orf116	-0.24075
TSPAN11	0.249
YIF1B	-1.01566666666667
FAM12B	0.5665
OR1L6	-0.008
HPN	0.1767
NBN	0.034375
C14orf94	-0.927
OCLM	0.9415
ZSCAN18	1.2431
L3MBTL	-1.661
TSTA3	1.172
RAC1	0.446125
C19orf15	-0.263166666666667
NFE2	-4.82675
KLK14	0.167
ARSF	0.3565
MAST2	-0.120166666666667
AMICA1	2.18633333333333
GTF2A1	0.559875
ATP1A3	-0.03075
TC2N	4.0125
PNKP	-0.495
ODZ2	2.008
MATR3	-0.02575
S100P	-0.122125
KRT82	-0.236
CA13	0.0889
PROZ	-1.10683333333333
AASDH	0.11325
C19orf40	0.314
DCK	-0.852538461538462
FAM5C	0.2455
SLC6A4	-1.372
MID1IP1	0.8865
TESSP5	0.0735
TMOD4	0.395333333333333
DOCK2	-0.491666666666667
TUG1	0.419125
NUP214	-1.1175
DPYSL2	0.0477727272727273
GOLM1	2.42766666666667
MPFL	0.25225
SOX13	0.8215
SDCCAG8	0.6229
KEL	-2.28616666666667
NUP210L	-2.31775
GK	0.532375
DNAJB1	0.755
ALPK3	0.2455
CHID1	-0.0162
CYLC2	-0.858333333333333
IKZF5	0.1715
C8orf51	0.883666666666667
PPM1J	0.7055
GIMAP8	3.24483333333333
GPR101	-0.621
NR2F1	3.5865
ACAD8	-0.48475
RBM35A	0.63575
GNAI2	0.834
METTL8	-0.0631666666666667
SLC39A7	0.0935
FBXO8	0.251
CAMK1	-0.16475
RFC3	-1.573375
FAM129A	0.725642857142857
ILF2	-0.01575
FGFBP3	-0.8445
NOM1	-0.567166666666667
PSMA3	-0.68475
ASCC3	0.0928
ZYG11A	-0.167
SOX21	-0.88875
LYRM1	-0.55975
DEFB1	1.3285
LOC91431	-2.95016666666667
OR7C2	0.579
FAM46B	1.86475
TMEM18	-0.407375
ARHGAP30	1.40066666666667
TMEM86A	2.07266666666667
EPHA2	-1.47733333333333
C10orf46	1.5635
TCHH	0.945166666666667
C3orf30	0.00800000000000001
LOC285636	0.154666666666667
PAIP2	-0.2765
CYP2U1	0.361625
C12orf34	-0.25325
SARS2	-0.847666666666667
ZCWPW1	-0.26475
SAMD12	1.022875
KIAA1430	0.121
ACAT1	-1.01775
MEOX1	1.1035
ADAMDEC1	5.903
PHKA2	-0.47575
CARD11	-1.15483333333333
CALML4	0.6835
TSSC1	-0.169
TMEM45A	0.957111111111111
MPP7	0.07975
POU1F1	-0.54425
SLC2A13	-0.3202
FBN2	0.376142857142857
ZC3H7A	0.1792
LAIR2	0.5095
ST3GAL1	-0.0495
LCT	-1.63575
GEMIN8	0.514666666666667
KLF16	0.1417
HIF3A	-0.3191
FAM44A	0.153714285714286
AQP10	-0.9997
PLA2G2A	0.945
FOLH1	1.99816666666667
C20orf186	0.27
MAPKAP1	-0.654125
SPRR2D	-0.9505
UBQLN4	-1.05283333333333
RSHL1	0.109333333333333
PIAS3	0.164625
MRPL24	-0.319
GREB1	-2.319125
FAM27E3	-2.7615
NUP62CL	-1.022
NEUROG3	-0.183
REEP3	1.08533333333333
MARK1	0.270625
LMBRD1	0.88325
PRPF19	-0.9815
PNMT	-1.493
CTGLF1	-1.9335
SLC25A16	2.16625
EIF2B3	-0.7695
RPA2	-0.037
PAK6	1.00966666666667
CCDC26	-3.773375
SEMA3E	4.28025
MXD4	0.8982
TNFSF10	4.7397
SMARCB1	-0.289166666666667
DTX3L	0.972666666666667
PLA2G4E	0.043
PPAP2A	1.214
ULK1	0.134416666666667
TAS1R3	0.222
SLC2A3	-2.00009090909091
ARID3A	-2.44475
GNG5	0.4515
ACOX1	0.5382
KIF5B	0.35125
NUP153	-0.33625
MUC7	-0.159
CSDE1	-0.1395
CLPTM1	-0.43525
C3orf23	-0.002375
LRRC17	0.0755
TTYH3	0.238625
ATP5B	-0.8065
ELF3	1.6124
CPSF3L	-0.0451666666666667
ZNF665	0.394166666666667
TLR6	0.7098
GPI	0.208875
RAD9A	-0.31425
NDST4	-2.9555
AGPAT3	1.11291666666667
MAGI3	1.13483333333333
ADORA2A	-0.690625
CACNG7	0.0255
CAMK2D	0.262785714285714
CCHCR1	-1.14025
RPS27A	-0.2345
OR10G7	0.1335
GCM2	0.039
FAM135B	0.8061
E2F1	-1.49225
PLCB3	0.345
OR2AE1	0.2355
COIL	-0.731666666666667
CDC25C	-1.7515
RAB11FIP2	0.256
TSC2	0.31975
CTGLF5	-2.24
CCDC108	0.0301
OR13C4	0.2885
C10orf81	6.6295
PTPRB	1.91475
ACP2	0.37125
LAG3	0.33825
MRPL54	-0.2725
LOC201175	0.3405
ITGB1BP3	-1.35075
SPTAN1	0.678166666666667
SIPA1L2	-0.376
RCAN2	-0.07
CDX2	1.514
ECOP	1.039
ACTR1A	1.24557142857143
PPARG	-1.03516666666667
BBS10	0.166
TMEM44	-0.795875
BPIL2	0.146
CITED1	-1.28925
IRF6	4.31475
PRDM4	0.155833333333333
RRP9	-1.17166666666667
OR10H4	0.0955
IL31RA	-0.288
GNB1L	-0.794
MYBL2	-1.7235
ZNF407	0.9075
PPIG	-0.052
TTC18	2.46125
RPSA	-0.811
MAPT	0.808875
MRE11A	-0.468571428571429
C8orf37	-0.48
RASGEF1C	-0.141
STBD1	0.20125
CTAG2	-0.185833333333333
MGAT5B	-1.972
ECM1	3.345375
RLN1	0.704
PARP14	0.87025
EPB41L1	0.5027
HOXA3	-0.588333333333333
MAGEA9	-4.349
RPS8	-0.0743333333333333
RPS19BP1	-0.6045
FOXJ2	0.512125
C10orf76	0.559375
IL17RE	0.28
C10orf65	0.472
ZNF343	-0.744333333333333
FBXO33	1.211875
UHMK1	1.2184
LY6G6C	-0.23325
FGF19	-1.57575
C14orf128	0.899833333333333
IFIT2	1.872625
TIGD1	-0.71075
S100G	0.191
GUCY1B3	3.3425
NR3C1	-0.4821
CORO1B	0.494666666666667
PARP11	0.702666666666667
DNALI1	3.39216666666667
OR4N4	-0.152125
MAP2K6	-0.738666666666667
FSTL4	0.234
ANKRD47	0.976125
TMEM171	-1.079
PNLIP	1.7805
YY1	0.0648333333333333
CCDC138	-1.2475
AASDHPPT	-0.9145
CKS1B	-0.9149
MCM3	-1.4905
ANAPC7	-1.52366666666667
FAM110A	0.40625
CDC37L1	0.551833333333333
THTPA	0.784
NBPF20	-0.6285
WDR24	-0.49675
NPTX2	-1.698
CBLB	1.339
CETN1	-0.0981666666666667
RPUSD1	0.102
FAF1	-0.861
CDK6	-2.5252
HMX2	-0.132
CSK	-0.243666666666667
TEAD2	0.552
SNAP25	-0.767
TUFT1	0.904
TMTC3	1.47683333333333
LCK	-1.936
SGOL1	-1.4725
AKTIP	1.658
FURIN	0.608875
SOX12	-0.873333333333333
DEFB103A	-0.63125
RAMP1	0.73125
KIR3DX1	0.44
GAS2L3	-0.03425
PDE8A	-0.9502
EDN3	0.16275
GMIP	0.94325
SF3A2	0.0135
FN3KRP	0.04275
SMAD7	1.1825
RHBDD2	1.35725
OR11H6	0.2915
PPP1R3B	1.54
C9orf23	-1.2335
CADPS	-0.48125
GOLGA8A	-3.1795
TMEM57	0.410666666666667
RGL3	0.3845
S100A14	2.41275
FGFR2	1.03425
XRCC3	-0.4895
RTN4RL2	0.1425
MGC3771	0.64
GH2	0.0261666666666667
BTBD2	-0.03625
LMO2	-0.30775
RDBP	-0.40425
ACRBP	-1.56925
AMY2A	0.2785
DUOXA1	0.4595
PTK7	0.730666666666667
TWF2	-0.282666666666667
FAM80A	-0.0985
TNNI2	-2.43116666666667
GLT25D1	0.0178333333333333
OCC-1	-2.01
CYC1	-1.20816666666667
RPL22	-0.369954545454545
MORN3	0.926666666666667
DISP1	0.243
PRB2	-0.005
CHUK	0.53375
HR	-0.649125
CCDC134	-0.152
DENND4B	-1.25425
C14orf130	0.548375
RAB33A	-0.2665
DCST2	0.209
TNMD	0.2085
PEX7	2.29975
FAM62A	0.1255
SRD5A2L	0.71225
IL22	0.136
RPS26	-0.767833333333333
HOXC5	-0.055
SPATA6	1.74075
FLJ38482	0.00200000000000001
ZNF234	0.228
C18orf22	-0.35925
SPATA22	0.85275
THOC1	-0.81475
CYP7B1	3.35075
KCNC3	-0.044
C8orf42	0.1535
ALDH1B1	-0.0338333333333333
CCDC100	0.22
ARMC4	-3.71375
FAM18B2	-0.55425
SLC44A1	0.985125
FBXO17	-1.34916666666667
C6orf107	0.02025
C19orf29	-0.73575
ZC3HAV1L	-0.83125
PARP6	-0.6608
SULT2A1	-3.99275
C1orf159	-0.4415
TMC1	-0.13275
CHST14	0.257875
GAMT	-1.94566666666667
SMCP	0.0885
TSPAN33	0.639666666666667
MIDN	0.149375
NOX4	4.1295
RNASEN	-0.9487
TBX1	-2.117
SALL2	-0.93375
C10orf35	1.13875
CYP2E1	-0.339875
LRFN2	1.87983333333333
ACO1	-0.588666666666667
IQCG	2.114
MEGF9	1.779
TM7SF4	2.9215
PLEKHA1	1.03953333333333
STK33	-3.258
C1orf210	1.85975
SNUPN	-0.9107
KIAA0406	-0.9679
C20orf29	-0.81375
TMEM55B	-0.02525
OSTM1	-0.6714375
CLCN7	-0.2475
OTP	0.49825
FLJ23049	1.24175
HEATR4	-0.141
MAP3K10	0.1765
PCDHGA9	0.7165
AMDHD2	0.06275
LCTL	-1.749
PDCD2L	-0.929
CABLES2	0.17925
SLC5A9	-0.15025
CLCA2	4.45133333333333
MGC16025	-1.0345
STRAP	-0.0576666666666667
C20orf196	-0.579
RRBP1	0.1665
NAT13	0.754
MAT2B	0.4045
CSNK1D	-0.529833333333333
KIR3DL1	0.0395
PRKAG3	0.182
ZNF599	0.346
PRM3	0.5785
PER2	0.692666666666667
ASPHD1	-1.465
PRMT6	-0.47975
KCNE1L	-0.445428571428571
FAM118A	-0.549
TAF4	-0.192
NDUFB6	-0.826
TRIM9	-0.59125
PMFBP1	-0.15175
KY	0.5635
DKFZp762E1312	-2.39645454545455
CSMD1	-0.44725
TBP	-0.194
OR1Q1	0.535
RETNLB	0.055
HPGD	0.524642857142857
DNAJC12	-0.014
FKBP1B	-1.708
ANKRD24	-0.647833333333333
CXXC5	0.332166666666667
IL3	-0.009
DRAM	1.0619
PTCH1	-1.3495
TP53BP1	0.15575
SLC17A7	-0.10175
COL25A1	-0.849
AMACR	0.2205
RHCG	-0.1235
VPS13A	-0.403916666666667
FAM55D	0.0285
PRPF38B	-0.700583333333333
OSBPL6	0.0445
PFDN5	0.2596
CMTM6	0.747125
KCNK12	-1.16275
RP2	0.71575
C16orf52	-1.474
PICK1	-0.884
IFNE1	-1.0675
SEMA4B	1.20125
TYRO3	-1.82575
OR12D2	0.672
CSNK1A1	0.6011
FANCF	-0.39475
LONP2	1.17675
TBL1Y	0.67625
LDOC1L	-0.447625
CCNC	-0.27775
C3orf60	-0.082
CHKA	-0.48875
UBAP1	0.17875
MAP3K1	1.5925
ANKRD9	-0.3845
FAM92A1	-1.69033333333333
GAB2	0.355
AZU1	-0.05475
DIS3	-0.8425
C21orf109	-0.57875
IQCB1	0.83675
SPATS2	-0.179
EFCAB3	0.2955
PRB3	0.105125
FUZ	-0.757833333333333
ZNF813	0.355125
BMPER	-1.25983333333333
HEG1	0.47625
ALS2CR11	-1.60225
SURF2	-1.02775
PSMC1	0.514
OR2D2	0.759
SLC7A8	1.38516666666667
C4orf40	0.2485
SPATA7	0.4435
MAZ	-0.171166666666667
PIN4	-0.028
PDE1A	-0.242875
TAF6L	-0.236666666666667
OR2T34	0.143
KIAA0284	1.38775
ACADS	-1.13454545454545
MKRN2	-1.046
C18orf56	-2.31975
MS4A6E	0.663166666666667
GALNT4	1.4417
C22orf31	-0.17
FLJ36070	-0.2365
PSME4	0.85275
TFG	0.7773
EPHX2	-0.676125
ANXA5	0.041375
KRTAP1-1	0.1342
BATF	1.0905
KARS	-1.4495
MSTP9	-0.159
GPR26	-0.222875
CCDC72	-0.0385
TEF	0.299666666666667
FOXK1	-0.5121
PRLHR	-0.1595
EMX1	0.34775
C11orf30	0.897875
ICK	0.540375
THSD7B	-0.0815
C21orf100	-0.478
DUOX1	1.396
EFCAB4B	-0.28825
UBE2G2	-0.864
C3orf54	-0.002
PARP1	-0.69475
FAM60A	-1.05741666666667
C6orf146	0.14975
OR9K2	0.348
DDX55	-1.38
RPS15	-0.256916666666667
ZNF618	0.668125
DKFZp686D0972	0.351
SSPO	-1.059
SHFM3P1	0.209833333333333
CPA6	2.77075
JAG2	0.30575
DEFA3	0.06825
PPBPL2	0.147666666666667
CD34	4.081625
SLCO4A1	-3.232625
AFG3L1	-1.7785
SHD	-0.0205
RP13-122B23.3	-1.00383333333333
PRKCSH	1.65233333333333
DPH5	-0.2235
HLA-F	2
TBC1D4	-1.051
RIG	0.04
GLUD1	0.812166666666667
HNRPCL1	-0.102625
HBXIP	-0.052
RNF207	-0.3125
APIP	0.123
PLA2G3	1.73466666666667
CCDC84	-2.06625
MYLIP	0.0251538461538461
PHIP	-0.6055
AARS2	-0.344333333333333
DHX32	0.91925
SCAPER	-0.786333333333333
MEN1	-0.191375
NIP7	-0.7165
FLJ25404	0.3205
FASTKD3	-0.6145
TMEM158	-1.30225
RARA	0.8505
BDH1	1.26
ANKRD16	0.74625
CARM1	0.6435
SS18	0.2435
IKZF2	0.8255
MYD88	0.015
PML	0.87925
TAF1A	-0.819
CBFB	0.24525
HIST1H3H	-1.15533333333333
C7orf29	-2.28175
COMMD4	-0.86
DPP3	0.1015
DAB2	0.839375
LOC388882	0.081
YPEL4	-0.468375
AGBL3	0.127
LRP6	0.7279
SERPINH1	1.15116666666667
TLE1	0.17675
CD244	0.274666666666667
ZDHHC15	-0.396
MGLL	-0.2855
PLDN	0.0258333333333333
LOC654346	1.7305
FAP	4.30625
GPR37	-0.0361666666666667
SCARA5	0.844666666666667
EBF4	1.28545454545455
LSM6	-0.62
MLLT1	0.152875
SLC5A12	-0.0335
A2BP1	-1.29833333333333
COPS5	-1.04516666666667
TPM4	0.541214285714286
TNFSF4	2.14516666666667
ACADSB	-0.290833333333333
HERPUD1	0.576
BCL2L11	0.193055555555556
CEP78	-0.97875
CDCA3	-1.230875
WBSCR19	-0.4587
MYO1A	-1.478
PPEF1	3.86283333333333
LOC440348	-0.4595
CPEB2	0.62425
BPTF	-0.584
RPL21	-0.697875
GSX2	0.1595
ADPRH	1.2715
C17orf68	-0.660833333333333
KCNS1	-0.476166666666667
MLLT6	-0.1634
PIWIL4	-0.13175
RNF26	-1.16375
RAP1B	0.403625
ADAMTS1	-1.2492
ZNF571	0.415
P2RY6	0.78275
TRIM21	0.531833333333333
CADM3	0.00525
NLRC5	0.499666666666667
ADRA2B	-0.0126666666666667
LOC90835	-0.235875
PCF11	1.04825
LOC400451	2.13575
GLTSCR1	0.3963
C17orf88	-0.432166666666667
CDH16	-1.628
FGF7	2.219125
PCSK4	1.2745
NPC1L1	0.835333333333333
TAT	1.605
TBCA	-0.1575
MGC33407	0.2745
GPR115	0.384
CYGB	0.5965
FNBP4	-1.03216666666667
C12orf43	-0.4885
CBL	-0.4266
CLECL1	1.6845
PPAPDC1A	3.24575
WDR25	-0.0776666666666667
SGCA	0.2655
C22orf29	-0.514333333333333
YIPF1	1.7105
GALK2	-1.12275
RAB3B	-1.97875
LOC440087	-0.30275
UCP1	-0.228
REEP5	1.457125
FADD	0.8966
FOXA1	3.032875
CACNA1A	-0.03
ABI1	0.397
GRIN2D	0.384
SLC1A4	-0.591666666666667
LOC401127	0.261
HINT2	-0.51875
PLD4	-0.0958333333333333
ZNF286A	-1.0355
ENY2	-0.5415
IL1F6	0.31
PXDNL	1.902
C20orf79	-0.14575
TNFSF13B	3.23766666666667
DENND3	0.36725
JARID1D	-2.3495
HIST1H2AK	0.0731250000000001
LOC93349	0.5008
SSH1	-1.0016
ENSA	0.44025
LOC219854	-0.817666666666667
CKAP2	-1.1066
DKFZP564J102	-0.259
MGC87315	0.0406666666666667
HNRPAB	0.04575
AMH	-1.304
ZNF526	0.1015
BRUNOL5	0.1118
CACNG3	0.0615
TRPM1	-0.906
PPP2R1A	-0.052125
COL2A1	-1.18775
DDN	0.0101666666666667
FLJ25770	0.791833333333333
HK2	-0.9855
ELOVL6	-2.58025
MDK	-0.5985
EPHX1	0.88625
RASSF2	0.878
DKFZP434B0335	0.072
