Hybridization REF	TCGA-A8-A08R-01A-11R-A034-07
CTSF	0.714125
BNIPL	-0.971
GNA13	0.247625
HUNK	-0.26575
ZBTB4	0.177625
B4GALT4	0.97125
CHD1L	-0.89775
MSTO1	0.403833333333333
FUT8	-0.428615384615385
AGA	-0.328
TRMT11	-0.422833333333333
WWP1	0.539666666666667
B9D2	-0.115
STAT1	2.655375
PTTG1	-0.781333333333333
TMEM62	1.0675
SSBP2	-1.51825
MRFAP1	-0.244166666666667
NME4	-0.9855
LOC55565	0.4945
DLL4	2.13025
MYOCD	0.513
HTR3D	-0.504
C9orf156	0.095
CHMP4C	3.67933333333333
PROCA1	-2.037
GCDH	-0.8235
APOF	-3.318
WEE1	-0.709333333333333
SSR4	0.162
RGS1	5.63675
ACCN4	-1.74816666666667
FLJ20489	-0.152625
ZNF215	-0.9125
AGPAT6	0.188625
PDE7B	-1.07825
BBX	0.03525
MS4A3	-4.43133333333333
OR4A16	0.6335
EFEMP1	1.307
TULP2	-0.055
RERE	0.212875
BNC1	-3.3445
PIGB	-0.397
COMMD8	0.803
TRIP11	-0.0781666666666667
FLJ40142	-1.60875
PCDHB6	-0.71425
FKBP8	0.486333333333333
FLJ12716	-1.0262
POT1	-0.543333333333333
KIAA1109	0.243571428571429
PTPRC	1.80925
UNQ9391	-0.3755
CCT7	-0.5365
EEF1A2	-3.5095
MIPEP	-0.888
ZFX	-0.0316
UCHL3	0.42825
LOC388419	0.24
GSG1L	-0.167333333333333
RAB24	-1.11333333333333
SLA2	0.7835
SDS	2.78566666666667
LYPLA3	0.277
CASQ1	0.24525
SLC25A40	0.467333333333333
IRAK1BP1	1.391
ACOT6	0.2445
COL9A3	-0.382
ASB11	0.7375
C2orf18	0.675666666666667
FOXD2	-0.2025
C6orf211	-1.753
OR8G1	-0.372
MDGA1	0.9655
ADARB1	-0.362125
GGT1	0.06825
WNT1	0.3064
DBP	0.1705
COL5A3	1.14025
RHOD	0.60725
COL4A2	2.45125
LOC201164	-0.345
HEBP1	0.07875
LUM	2.14708333333333
ZCCHC6	0.12375
PAGE1	-3.90066666666667
DTX2	0.753
SLC7A13	0.397333333333333
H3F3A	1.13871428571429
RABIF	1.481
D4S234E	-3.35283333333333
DYRK3	0.124333333333333
PFAS	-1.81866666666667
ALOXE3	0.242166666666667
RPLP0	-0.802214285714286
RBM34	0.799
C12orf28	1.6075
U2AF2	-0.2425
MKNK2	-0.3921875
SEC16A	-0.216833333333333
ZNF44	-0.3549
YWHAG	0.460875
IGF2BP2	0.176916666666667
OR1D5	0.3235
SIX6	-3.174
CCR6	-0.287
PALM	-1.2
PUM2	0.978357142857143
SPRYD5	-1.711
ALG10B	-1.264375
ZNF365	-0.0575
PHC1	-2.59225
KIAA0913	-0.01325
ARX	0.63025
PPP3CB	-0.0218333333333333
IRX6	1.099
ANGPTL4	-0.6654
LSM14B	0.8916
PCDHGB7	-0.2585
INSM1	-1.19583333333333
WBP2NL	-1.319
ZNF493	-0.3326875
NGEF	0
RNASE13	0.019
SPPL2A	0.839
SFXN1	-1.377
FAM102A	0.46575
SAPS2	0.41625
JTV1	-1.0685
OR51B4	-1.58675
SCGB1A1	0.277166666666667
NEUROD2	0.55975
tAKR	-0.186
C1orf26	0.1555
RICH2	1.404
TEDDM1	0.3615
CYP2S1	-0.883
TBCE	-0.238666666666667
MAPK1	0.01375
HDHD1A	-0.8305
MRM1	0.69375
ATP9A	1.76885714285714
HSD17B3	0.991833333333333
HN1L	-0.125916666666667
RNF216	-0.519
HOXD12	0.268
PPP1R14B	0.117875
SBF1	0.206
TAS2R42	0.045
USP46	1.03716666666667
LILRB3	3.49016666666667
SPI1	1.89925
OXSM	-0.21925
GYS2	0.0495
NUPL2	-0.653
C8orf46	3.13825
SF3A1	0.32835
C21orf99	-0.31225
HOXB4	0.7784
YRDC	-0.035
GPRC5D	-0.0535
BLVRA	-1.4085
KIF12	1.743
LRRC23	0.599
FAM14A	-0.205333333333333
RASL12	1.027625
DAZAP2	1.29725
IKBKB	0.366928571428571
ZNF271	-0.120833333333333
BOK	-1.1875
CXorf6	1.582
MYEOV	-0.21025
BTN2A2	-0.6265
FRG1	-1.232
HSP90AB6P	0.98925
ENOX1	0.28
ZNF706	1.2503
DOK1	0.5701
PGAP1	0.18275
TMEM136	-0.21175
FSCN1	-0.66725
KIF17	-0.1425
TRIM66	0.1005
CBR3	1.71516666666667
C13orf24	-0.438666666666667
C19orf52	-0.156
BNIP1	-0.3005
AQP3	0.857875
KRT6C	2.29266666666667
SIRPA	1.79208333333333
IGFBP6	-1.26916666666667
PLEKHK1	-0.887375
RNASE7	0.043
ARHGEF15	0.6635
NPHS2	0.25375
SRD5A1	0.759
REXO4	-0.77175
EEF1DP3	-0.10375
SLC37A2	1.351
ZNF142	0.598
ANKHD1	-1.173
MUT	1.191
VPS37A	-0.27725
GPRIN1	-0.517
SLC38A3	-1.529375
BAZ2B	0.01775
WDR87	0.224666666666667
BRD7	-0.1915
POU6F2	-0.872
NISCH	0.135375
TCEB1	0.5455
LINGO2	-3.054
TAX1BP3	0.18625
RPL34	-1.33644444444444
MARK2	1.0875
AKAP12	-2.1144
AMBN	-0.095
SLC25A27	-0.7035
FLJ21865	-0.48
KIR2DS2	1.23616666666667
WDR77	-0.71025
ATF2	-0.59725
ITFG3	-0.461333333333333
SLC39A13	0.98775
ARL6IP5	0.699375
C10orf137	-0.873125
QTRT1	-0.926
CCNT1	-0.53925
DYNLL1	0.5013
WDR53	1.02375
LIPG	0.0998333333333333
ASAH3	0.3915
HELB	0.62125
PHACTR2	0.15325
VENTX	-0.4395
LAD1	1.70216666666667
PAOX	0.35025
MAPK8	-0.0255
CCDC38	0.202
DNAJC8	-0.451
RBBP8	-0.04825
WNT11	1.5723
KCNJ12	-1.33816666666667
HDAC8	-0.778333333333333
STARD4	-1.9575
ACVR1	-0.0716666666666667
C14orf65	-0.278666666666667
KLB	-1.476
C1orf65	0.13075
ZFYVE28	-0.3415
NSUN6	0.0185
KIF27	-0.012
SYTL2	-1.4475
UBXD2	0.5795
OR6T1	0.088
CCDC91	-0.232214285714286
GRID2	0.2875
CALN1	-0.808125
ZNF423	-0.69625
PSMB4	-0.0445
XPNPEP3	0.465833333333333
ARPP-21	-3.36611111111111
SART1	-0.5295
RACGAP1P	0.3815
SPTA1	-4.86825
C6orf113	-0.475666666666667
C7orf16	-2.13575
CHST7	-0.630833333333333
C21orf29	-0.202833333333333
SEMA6D	-0.61675
PCMTD1	3.097875
KIAA1754	0.239833333333333
MYCN	0.4848125
KCNJ3	-1.023
MAPK13	2.5033
ERO1LB	-0.479
NTF3	0.910833333333333
NKX6-2	-0.37125
GTF2B	-0.20675
GSPT1	0.1765
GUSB	0.180666666666667
LOC221091	-2.7455
LIG1	-0.68125
EXTL3	0.2215
NID2	-1.12
TTC29	-1.08675
TMEM97	0.186625
EXTL2	-1.18616666666667
SUZ12	0.738
IL1F8	-0.157
KRT18	-1.06690909090909
MRPS16	-0.8045
PI4K2B	0.176
LACRT	0.537
OR51F2	0.206
JMJD2C	-1.03975
KGFLP1	1.37575
CDK5RAP3	-0.4161
YTHDF2	0.5215
GGCX	0.718125
ARPC4	0.30325
EGLN2	0.715166666666667
KBTBD4	-0.229642857142857
ROBO3	-0.7162
DEFB118	-0.55
KIAA1543	0.59075
RTCD1	-0.5655
MZF1	-0.79075
C18orf26	-0.2205
CNIH4	0.727666666666667
ZFP2	0.418833333333333
HTATSF1	1.8055
WFDC2	-1.819125
NDUFA7	-0.3135
TTC22	0.840333333333333
FAM40B	-1.685125
DCPS	0.3495
SH2D1B	0.506166666666667
MRGPRE	0.326
SBK1	0.23475
UNQ6411	0.37
OSBPL9	-1.46625
NUP107	-0.59475
MYOZ3	-0.3835
PDE4B	-0.588833333333333
FAM113A	-0.63
IDH3G	0.116
FBXL7	0.3755
ARFGAP3	1.0585
MAPRE2	0.339538461538462
IL1RN	1.243
KIF13A	-0.9075
RAC3	-0.1235
TCTE1	-0.271
TMEM14B	0.454833333333333
ADIPOR1	1.01466666666667
GRINA	1.0255
CLIP4	-0.06025
LRIT2	0.382
TFPI	-3.59892857142857
FABP6	-1.01225
SLITRK2	-0.1149
HKR1	0.418
SMTN	1.3995
C1orf75	0.051
CD209	0.4025
CYB5R2	2.31825
DNTTIP2	-0.449666666666667
CSGlcA-T	1.39725
GABRB3	-2.7835
PCBD1	0.2945
TAF3	0.683083333333333
HOXD3	-0.8585
GIPC3	-0.1855
P11	-0.0308
BFSP1	0.11275
LCP2	1.5145
TAS2R8	-0.4905
SEZ6L	-1.06825
NR2C1	-0.877625
EXDL2	0.9282
TNFRSF13B	-1.90216666666667
MKI67	-0.367
GLS	0.561166666666667
C7orf54	-0.2372
LGALS13	0.521333333333333
IL4R	0.47775
SEC11A	-0.114166666666667
SPP2	0.240333333333333
C18orf32	-0.2145
CLSPN	-0.016
SPAG1	0.765875
C9orf82	-0.86175
TM4SF1	2.59991666666667
EMILIN2	1.83125
SMG7	-0.1545
TAS2R13	0.7705
ZNF628	0.2125
DZIP1L	0.415333333333333
ANKRD13A	0.2264
VASP	1.668125
ZCCHC11	-1.7295
SYPL1	0.314
MGC34774	0.532
C4orf28	-1.06625
KIAA1211	-0.1565
RPS27L	-1.002
TATDN3	-0.617
PDCD1	1.539
OR5P2	0.298
IFIT1L	-0.0365
MIPOL1	0.3675
OR51D1	0.126
C1orf92	-0.479666666666667
LAMP2	1.49316666666667
CAT	-0.310833333333333
C16orf80	-0.14775
C15orf32	-0.5685
ZNF746	0.569
C1orf76	-1.925
ATXN1	0.36475
LAMC2	1.540625
SLC2A7	-0.0865
CPOX	-2.47325
APH1B	0.552
LOC442245	-1.03525
CTNND1	0.902666666666667
GABRG2	-0.93725
MADCAM1	-0.1675
F5	-1.963
SEMA4F	0.169833333333333
NUDCD3	-0.454125
PDZD11	-0.6385
TRIML1	0.355
GCNT3	-2.79283333333333
TMEM120A	1.02975
CNDP1	0.2785
N4BP1	0.469125
SLC35F2	0.117375
LCP1	0.107
IGBP1	-1.4536
DCAKD	-0.582375
ELA2A	-0.2415
C12orf56	-1.74675
PITRM1	1.11257142857143
GUK1	0.938333333333333
RASSF8	-0.4718125
OR2A14	0.24975
ADM	-1.60855555555556
FGD3	1.7275
GHRHR	1.47483333333333
RHPN2	2.00725
C4orf39	1.24183333333333
VPS72	0.1915
SERF2	0.573111111111111
CD22	1.36033333333333
CD47	0.9092
PPIC	0.148833333333333
IMPDH1	0.750333333333333
ACP6	-1.12183333333333
PRKACA	0.825375
PPP1R1A	1.577125
TRPV3	0.33525
ASXL1	-0.48825
C17orf55	0.0268333333333333
FXYD1	-0.922166666666667
LMOD2	0.357
ANKRD33	0.5325
LCE2C	0.128875
ZNF620	-0.8895
DKFZP566E164	0.18775
VSIG2	-0.62375
KIAA1128	0.88525
USO1	0.321
NUDT4	-0.4075
CLDN1	-1.28964285714286
OR4Q3	0.287
FASTK	0.3185
ICOS	3.26483333333333
LDB1	0.46625
GSTA5	3.617
ABCC1	-1.43583333333333
FAM54A	-1.52375
PCBP2	0.0456666666666667
NUP205	-0.6975
ACTA1	4.61616666666667
GABBR2	1.3445
PIP5K1B	-0.501833333333333
AGXT	-2.52566666666667
RNF181	-0.359
ATP8A2	-0.6925
AFTPH	1.127875
FGF21	0.8885
FCER1G	2.19075
SNTB1	0.067
SLC24A3	1.13925
TXNL4B	-0.9809
RPL10L	-0.952666666666667
LOC389517	-0.4672
TSGA13	0.243
SHOX2	0.753166666666667
ITGA7	-1.4573
KCNIP2	-0.439666666666667
KLF13	1.1575
ZFAND2A	-0.562
CEACAM1	1.949
PFKFB4	-2.64833333333333
MED19	0.74525
LRRC57	0.742
RNF11	-0.1555
ANKRD32	-3.05875
P117	0.0625
OBFC2A	0.537833333333333
POLD3	0.0844166666666667
RAB18	1.0925
TPH2	0.3148
PHB	-0.3769
JDP2	2.17066666666667
MORF4L1	0.3277
POU2F1	-0.313
CNNM2	-0.790833333333333
LOXHD1	-0.304333333333333
ZC3H15	-0.0995
ELK3	0.0918333333333333
FAM111B	1.27925
CBLC	2.79116666666667
SBNO1	0.20825
ANKMY2	-1.5225
PLEKHA5	-0.0135
DHX58	3.0025
ARCN1	0.394666666666667
TREML1	0.4136
KNCN	0.202
SEC24A	-0.526875
PSCA	0.8665
MGC24125	0.648666666666667
DNA2L	-1.74175
CIB4	-0.420125
HIGD2A	-0.458166666666667
TBX6	0.1085
TTLL5	-0.851666666666667
SGK3	2.21283333333333
GCN1L1	-0.354
AMOT	-0.1464
LDOC1	2.21916666666667
NRK	-0.159833333333333
ASB9	-2.5975
NAT1	-0.1668
TRAFD1	-0.1045
PEAR1	0.304666666666667
FAM36A	1.093375
OR1S2	0.327
LOC388323	-1.60475
PGS1	-0.438166666666667
LEPREL1	-1.8355
TFF1	-4.53933333333333
HAP1	0.821
EPHB2	0.95
ACTG1	1.16283333333333
ZFP42	-1.56016666666667
HAVCR2	1.6144
NME1	-0.319
SNX26	0.6715
LACTB	0.436666666666667
ZKSCAN2	-1.024
C5orf35	-0.935
ANKS3	-0.3225
RBM28	-0.26375
DKFZP586P0123	-0.51575
HNRNPA1	-1.21866666666667
BCAS3	-1.77725
FLJ20184	0.1565
POLA2	-1.15266666666667
TMC7	0.138333333333333
HSD17B6	1.765
ZNF658B	-0.175833333333333
TTTY10	-0.204
RANBP9	0.143583333333333
CPNE7	-1.4895
EVL	-1.34847058823529
LNX1	0.141833333333333
IFNA21	0.3892
CFD	-0.509
PYCARD	-0.6545
MYBPC2	-0.775
ENPP3	-1.4345
ACSL4	-0.66775
LOC440258	-0.0016666666666667
TMEM176B	3.46133333333333
SOX2	-5.480625
SCO1	-0.393333333333333
COMT	-0.18775
AOC2	0.10375
PDLIM5	1.38414285714286
SPHK2	-0.301166666666667
NXPH2	0.2125
GPR108	-0.0261666666666667
RAD51L1	0.766166666666667
TMEM54	2.157
LETMD1	-0.963666666666667
SLC6A17	0.9375
KRT75	1.9205
STT3B	-0.500833333333333
CD3EAP	1.14083333333333
TMEM63A	1.24625
DUSP13	-2.85375
CD1C	-1.01666666666667
LASS2	0.320833333333333
AVP	0.8955
PITPNM1	-0.93525
FLJ22795	-0.7285
MCTP1	-1.90475
TRIM68	-0.686833333333333
UCK2	1.17066666666667
ABHD1	0.4685
FAM50A	0.3165
RNASEH1	-0.836166666666667
PCP2	-0.683666666666667
OR52H1	0.258
C20orf149	0.52875
RBP5	-0.0546666666666667
HYAL3	-0.11125
CLPB	0.24675
SMNDC1	-0.39775
DONSON	-1.2675
FLJ27523	0.39425
BARHL2	0.3235
SLC30A9	-0.170833333333333
TMPRSS11B	-0.33575
E2F8	-0.3595
CCDC25	-0.474333333333333
C14orf48	0.0858
C20orf116	0.47
TSPAN11	0.4625
YIF1B	-0.482333333333333
FAM12B	0.75725
OR1L6	1.042
HPN	-0.7486
NBN	1.499375
C14orf94	0.302833333333333
OCLM	0.0935
ZSCAN18	-0.2445
L3MBTL	-2.7046
TSTA3	0.569166666666667
RAC1	0.07375
C19orf15	0.00633333333333336
NFE2	-4.35875
KLK14	0.244
ARSF	0.3575
MAST2	0.405333333333333
AMICA1	2.47533333333333
GTF2A1	0.649375
ATP1A3	1.25625
TC2N	1.9287
PNKP	-0.32925
ODZ2	-0.17275
MATR3	-0.139625
S100P	-1.61925
KRT82	0.714
CA13	-0.4138
PROZ	-1.618
AASDH	0.252
C19orf40	0.0946666666666667
DCK	0.0964615384615385
FAM5C	-1.43225
SLC6A4	0.3425
MID1IP1	-0.332
TESSP5	0.2205
TMOD4	-0.172666666666667
DOCK2	-0.0508333333333333
TUG1	1.731375
NUP214	-1.11175
DPYSL2	-0.0943636363636363
GOLM1	1.1945
MPFL	0.37275
SOX13	1.17025
SDCCAG8	1.0923
KEL	-0.9565
NUP210L	-2.47975
GK	-0.769125
DNAJB1	1.7545
ALPK3	0.206
CHID1	-0.8246
CYLC2	0.021
IKZF5	-0.19525
C8orf51	1.613
PPM1J	1.2035
GIMAP8	3.07916666666667
GPR101	-1.135
NR2F1	-2.532
ACAD8	-0.0675
RBM35A	1.31625
GNAI2	0.0671666666666667
METTL8	-0.241333333333333
SLC39A7	0.10425
FBXO8	0.2685
CAMK1	-0.695
RFC3	-0.055875
FAM129A	1.16557142857143
ILF2	0.922
FGFBP3	-0.929375
NOM1	0.459833333333333
PSMA3	-0.13175
ASCC3	0.1776
ZYG11A	-1.2635
SOX21	-1.064875
LYRM1	-0.83775
DEFB1	1.65
LOC91431	-2.65283333333333
OR7C2	2.2215
FAM46B	1.723625
TMEM18	-1.116875
ARHGAP30	2.09283333333333
TMEM86A	1.75608333333333
EPHA2	-0.911333333333333
C10orf46	0.5846
TCHH	-0.657833333333333
C3orf30	0.137333333333333
LOC285636	-0.191333333333333
PAIP2	0.0445
CYP2U1	0.13475
C12orf34	1.70225
SARS2	-0.846666666666667
ZCWPW1	-0.022
SAMD12	2.462
KIAA1430	-1.07175
ACAT1	-0.62
MEOX1	0.823833333333333
ADAMDEC1	7.1415
PHKA2	-1.45525
CARD11	-0.373166666666667
CALML4	-0.7365
TSSC1	-0.90625
TMEM45A	-1.138
MPP7	0.81525
POU1F1	0.011
SLC2A13	-0.4647
FBN2	-0.982928571428571
ZC3H7A	-0.00180000000000003
LAIR2	0.2405
ST3GAL1	0.882666666666667
LCT	-2.3265
GEMIN8	-0.321333333333333
KLF16	0.3536
HIF3A	0.0222
FAM44A	0.00664285714285714
AQP10	-0.8772
PLA2G2A	-2.092
FOLH1	2.64466666666667
C20orf186	0.5625
MAPKAP1	0.097375
SPRR2D	-1.22025
UBQLN4	0.998666666666667
RSHL1	0.5525
PIAS3	0.15725
MRPL24	1.21725
GREB1	-4.437
FAM27E3	-1.968
NUP62CL	-2.66925
NEUROG3	1.1755
REEP3	0.507583333333333
MARK1	-0.299625
LMBRD1	0.24525
PRPF19	0.352
PNMT	-0.7955
CTGLF1	-1.165
SLC25A16	-0.96225
EIF2B3	0.219
RPA2	-0.21
PAK6	1.63866666666667
CCDC26	-3.98275
SEMA3E	-0.4655
MXD4	1.4108
TNFSF10	3.0018
SMARCB1	-0.0336666666666667
DTX3L	1.5885
PLA2G4E	-0.214
PPAP2A	0.05225
ULK1	-0.888
TAS1R3	0.2295
SLC2A3	-2.72072727272727
ARID3A	-2.00075
GNG5	-0.7125
ACOX1	0.0667
KIF5B	1.44875
NUP153	-0.305
MUC7	-0.098
CSDE1	-0.499142857142857
CLPTM1	0.059
C3orf23	-0.362875
LRRC17	-3.528
TTYH3	0.19125
ATP5B	-0.291
ELF3	2.2101
CPSF3L	-0.2155
ZNF665	0.0836666666666666
TLR6	1.0658
GPI	-0.445125
RAD9A	-0.480625
NDST4	-3.66725
AGPAT3	-0.0205
MAGI3	2.18616666666667
ADORA2A	0.325625
CACNG7	-0.2225
CAMK2D	0.148785714285714
CCHCR1	-0.03725
RPS27A	-0.275
OR10G7	0.379333333333333
GCM2	-0.0265
FAM135B	0.1099
E2F1	-0.246
PLCB3	0.17225
OR2AE1	0.5485
COIL	-0.0696666666666667
CDC25C	-0.458666666666667
RAB11FIP2	0.369083333333333
TSC2	-0.5655
CTGLF5	-1.382
CCDC108	0.2146
OR13C4	0.25625
C10orf81	2.39975
PTPRB	0.7815
ACP2	0.91925
LAG3	2.742
MRPL54	-0.79025
LOC201175	0.8005
ITGB1BP3	-1.06475
SPTAN1	0.143
SIPA1L2	1.4155
RCAN2	-0.133
CDX2	-0.4485
ECOP	0.20425
ACTR1A	-0.0997142857142857
PPARG	-1.34766666666667
BBS10	0.396166666666667
TMEM44	-1.219625
BPIL2	-0.508
CITED1	-2.3285
IRF6	4.70775
PRDM4	-0.382
RRP9	-0.538166666666667
OR10H4	0.44425
IL31RA	-0.38425
GNB1L	-1.2545
MYBL2	-0.375625
ZNF407	0.271833333333333
PPIG	-0.315333333333333
TTC18	0.03475
RPSA	-0.4485
MAPT	-0.7395
MRE11A	-0.376071428571429
C8orf37	-0.205
RASGEF1C	1.9085
STBD1	0.57875
CTAG2	-0.165666666666667
MGAT5B	-1.96183333333333
ECM1	-0.57
RLN1	-0.916
PARP14	1.8623125
EPB41L1	0.833
HOXA3	-0.93325
MAGEA9	-3.82375
RPS8	-0.3165
RPS19BP1	1.03125
FOXJ2	0.335125
C10orf76	0.138125
IL17RE	0.0539999999999999
C10orf65	-1.7525
ZNF343	0.0433333333333333
FBXO33	-0.039625
UHMK1	1.4036
LY6G6C	-0.36975
FGF19	-2.2135
C14orf128	-0.739
IFIT2	4.638125
TIGD1	-0.47175
S100G	-0.802
GUCY1B3	1.8415
NR3C1	-0.2456
CORO1B	-0.0151666666666667
PARP11	-0.1
DNALI1	-0.152166666666667
OR4N4	0.27725
MAP2K6	-0.529666666666667
FSTL4	1.0565
ANKRD47	1.08475
TMEM171	-0.038
PNLIP	0.442
YY1	0.61
CCDC138	-1.1015
AASDHPPT	-0.7778
CKS1B	0.6761
MCM3	0.8005
ANAPC7	-0.556
FAM110A	1.4965
CDC37L1	-0.0235
THTPA	0.23425
NBPF20	0.4595
WDR24	-0.28275
NPTX2	-0.55425
CBLB	0.492166666666667
CETN1	0.214
RPUSD1	0.306
FAF1	-0.47275
CDK6	0.1636
HMX2	0.722
CSK	-0.175166666666667
TEAD2	0.60925
SNAP25	-1.37875
TUFT1	1.0545
TMTC3	0.190166666666667
LCK	-1.00425
SGOL1	0.219166666666667
AKTIP	1.00525
FURIN	0.87325
SOX12	-1.1265
DEFB103A	-0.25825
RAMP1	0.353
KIR3DX1	0.261
GAS2L3	0.498
PDE8A	-0.5258
EDN3	0.9235
GMIP	1.329
SF3A2	0.68325
FN3KRP	-0.17625
SMAD7	0.39675
RHBDD2	0.085
OR11H6	-0.1015
PPP1R3B	0.9403
C9orf23	-0.67275
CADPS	-1.45675
GOLGA8A	-2.496
TMEM57	0.603333333333333
RGL3	-0.5175
S100A14	-2.6035
FGFR2	3.0145625
XRCC3	-0.244
RTN4RL2	0.549
MGC3771	-0.4025
GH2	0.274333333333333
BTBD2	-0.2095
LMO2	-0.40975
RDBP	0.15125
ACRBP	-0.4065
AMY2A	1.52625
DUOXA1	0.79
PTK7	2.1365
TWF2	0.397666666666667
FAM80A	-1.7365
TNNI2	-2.23466666666667
GLT25D1	1.84933333333333
OCC-1	-1.8545
CYC1	0.115333333333333
RPL22	-0.537863636363636
MORN3	0.482
DISP1	-0.007
PRB2	0.1105
CHUK	-0.0515
HR	0.68075
CCDC134	1.266375
DENND4B	-0.43325
C14orf130	0.037125
RAB33A	-1.04925
DCST2	0.3335
TNMD	-1.39425
PEX7	-0.54875
FAM62A	0.4495
SRD5A2L	0.9225
IL22	0.15775
RPS26	-0.514833333333333
HOXC5	-0.277
SPATA6	-0.465
FLJ38482	-0.664125
ZNF234	0.979
C18orf22	0.51325
SPATA22	0.09
THOC1	-0.265
CYP7B1	3.971
KCNC3	0.6075
C8orf42	-1.568
ALDH1B1	0.479333333333333
CCDC100	-0.5103
ARMC4	-3.13775
FAM18B2	-0.29
SLC44A1	0.386625
FBXO17	0.127
C6orf107	0.63875
C19orf29	0.18875
ZC3HAV1L	0.12575
PARP6	-0.0155
SULT2A1	-4.837125
C1orf159	-0.16025
TMC1	0.71425
CHST14	0.320625
GAMT	-1.225
SMCP	0.0986666666666667
TSPAN33	2.83983333333333
MIDN	-0.471625
NOX4	1.96525
RNASEN	-0.4657
TBX1	-0.402333333333333
SALL2	-2.57575
C10orf35	1.162
CYP2E1	-1.49785714285714
LRFN2	-0.478666666666667
ACO1	-2.0325
IQCG	2.1524
MEGF9	-0.1085
TM7SF4	3.2515
PLEKHA1	0.9534
STK33	-3.13825
C1orf210	2.89625
SNUPN	-0.105
KIAA0406	-0.726
C20orf29	-0.42175
TMEM55B	0.01725
OSTM1	-0.129125
CLCN7	-0.05675
OTP	0.38025
FLJ23049	-0.709
HEATR4	1.1435
MAP3K10	0.811833333333333
PCDHGA9	0.134
AMDHD2	-0.71625
LCTL	-1.138
PDCD2L	0.294
CABLES2	0.70425
SLC5A9	-0.20175
CLCA2	-2.48433333333333
MGC16025	1.885
STRAP	-0.768833333333333
C20orf196	-0.989
RRBP1	1.57333333333333
NAT13	0.152
MAT2B	-0.00825000000000001
CSNK1D	-0.1085
KIR3DL1	0.5925
PRKAG3	0.4205
ZNF599	0.29
PRM3	0.573
PER2	0.117666666666667
ASPHD1	-3.3535
PRMT6	-1.0415
KCNE1L	-0.089
FAM118A	1.453
TAF4	0.18325
NDUFB6	-0.64075
TRIM9	-1.63125
PMFBP1	0.01975
KY	0.6765
DKFZp762E1312	-0.576727272727273
CSMD1	-1.1505
TBP	-0.724
OR1Q1	0.325166666666667
RETNLB	0.18225
HPGD	-0.705785714285714
DNAJC12	-3.34866666666667
FKBP1B	-2.04325
ANKRD24	-0.705833333333333
CXXC5	-1.17616666666667
IL3	0.26375
DRAM	1.177
PTCH1	-0.421
TP53BP1	-0.88525
SLC17A7	0.576
COL25A1	-1.0011
AMACR	-0.467333333333333
RHCG	1.34325
VPS13A	-0.278666666666667
FAM55D	1.22
PRPF38B	-0.837
OSBPL6	-1.14125
PFDN5	-0.2746
CMTM6	0.92175
KCNK12	-0.14425
RP2	-0.184
C16orf52	-1.208
PICK1	1.388
IFNE1	-1.14966666666667
SEMA4B	0.71925
TYRO3	-1.08675
OR12D2	0.795
CSNK1A1	-0.18545
FANCF	-0.0375
LONP2	0.74225
TBL1Y	0.5415
LDOC1L	0.062625
CCNC	0.3345
C3orf60	0.19525
CHKA	0.1485
UBAP1	-0.178
MAP3K1	0.109
ANKRD9	-0.661
FAM92A1	-1.86833333333333
GAB2	1.083125
AZU1	-0.265
DIS3	-0.66825
C21orf109	-0.85775
IQCB1	-0.824
SPATS2	-0.145833333333333
EFCAB3	-0.16875
PRB3	0.0975
FUZ	-0.460666666666667
ZNF813	-0.039875
BMPER	-1.29683333333333
HEG1	-0.103
ALS2CR11	-1.5215
SURF2	-0.35275
PSMC1	0.188
OR2D2	0.676
SLC7A8	-0.0161666666666667
C4orf40	0.3945
SPATA7	-0.48575
MAZ	-0.02875
PIN4	-1.03875
PDE1A	-1.752125
TAF6L	-0.00916666666666666
OR2T34	0.368
KIAA0284	0.249
ACADS	-0.778090909090909
MKRN2	-0.00549999999999999
C18orf56	-0.16175
MS4A6E	0.0421666666666667
GALNT4	-0.2428
C22orf31	0.566
FLJ36070	0.5705
PSME4	1.62025
TFG	0.2672
EPHX2	-0.469625
ANXA5	0.17
KRTAP1-1	0.2249
BATF	0.94075
KARS	-0.7595
MSTP9	-0.868
GPR26	0.205625
CCDC72	-0.0925
TEF	1.0185
FOXK1	0.5212
PRLHR	1.447
EMX1	0.65475
C11orf30	-0.1745
ICK	1.9985
THSD7B	-0.17775
C21orf100	-0.4745
DUOX1	1.483
EFCAB4B	-0.725
UBE2G2	-0.295833333333333
C3orf54	0.654
PARP1	0.66875
FAM60A	-0.576833333333333
C6orf146	0.5235
OR9K2	0.2065
DDX55	-0.7905
RPS15	-0.845166666666667
ZNF618	1.2946875
DKFZp686D0972	2.8765
SSPO	0.8875
SHFM3P1	0.234166666666667
CPA6	-0.62125
JAG2	1.894
DEFA3	0.459
PPBPL2	-0.135166666666667
CD34	4.115
SLCO4A1	-2.89825
AFG3L1	-0.928833333333333
SHD	-0.773
RP13-122B23.3	-0.417333333333333
PRKCSH	-1.45983333333333
DPH5	-0.9595
HLA-F	2.3785
TBC1D4	0.00125
RIG	0.339833333333333
GLUD1	-0.401833333333333
HNRPCL1	0.680125
HBXIP	-0.43325
RNF207	-0.6155
APIP	-1.1235
PLA2G3	-2.6805
CCDC84	-1.57
MYLIP	0.719846153846154
PHIP	0.02225
AARS2	0.131
DHX32	-0.343
SCAPER	-0.8605
