Hybridization REF	TCGA-A2-A0EO-01A-11R-A034-07
GK	-0.981125
DNAJB1	0.91675
ALPK3	-0.442
CHID1	0.8499
CYLC2	0.149833333333333
IKZF5	0.7315
C8orf51	1.02966666666667
PPM1J	1.75
GIMAP8	3.97566666666667
GPR101	-0.276
NR2F1	1.1195
ACAD8	-0.0085
RBM35A	1.1865
GNAI2	-0.366
METTL8	-0.436333333333333
SLC39A7	0.01575
FBXO8	0.63575
CAMK1	-0.33825
RFC3	-1.483375
FAM129A	2.63085714285714
ILF2	-1.067
FGFBP3	-1.026
NOM1	-1.42433333333333
PSMA3	-0.77225
ASCC3	0.2714
ZYG11A	-2.35625
SOX21	-1.278375
LYRM1	0.628
DEFB1	2.283
LOC91431	-3.062
OR7C2	1.2605
FAM46B	1.74075
TMEM18	-0.20525
ARHGAP30	0.952
TMEM86A	1.77108333333333
EPHA2	-1.12166666666667
C10orf46	1.1372
TCHH	-1.15816666666667
C3orf30	0.228166666666667
LOC285636	0.483333333333333
PAIP2	-0.0165
CYP2U1	0.521142857142857
C12orf34	0.5385
SARS2	-1.194
ZCWPW1	1.038
SAMD12	2.183
KIAA1430	0.28175
ACAT1	-0.59025
MEOX1	2.27716666666667
ADAMDEC1	4.9735
PHKA2	-1.238
CARD11	-0.9835
CALML4	-1.541
TSSC1	-1.22675
TMEM45A	-0.950444444444444
MPP7	2.3355
POU1F1	0.21775
SLC2A13	0.1098
FBN2	0.0932142857142857
ZC3H7A	0.0424
LAIR2	0.6235
ST3GAL1	1.419
LCT	-3.10625
GEMIN8	0.836166666666667
KLF16	0.7851
HIF3A	-0.7769
FAM44A	0.973357142857143
AQP10	-1.1048
PLA2G2A	-1.457
FOLH1	1.76233333333333
C20orf186	0.541
MAPKAP1	-0.80825
SPRR2D	-1.6655
UBQLN4	-0.405
RSHL1	0.354666666666667
PIAS3	0.075
MRPL24	1.05125
GREB1	-0.7965
FAM27E3	-2.496
NUP62CL	-2.15325
NEUROG3	1.29
REEP3	0.986
MARK1	-0.162625
LMBRD1	0.62075
PRPF19	-0.5805
PNMT	0.669333333333333
CTGLF1	-1.963
SLC25A16	0.33075
EIF2B3	-1.203
RPA2	-0.60075
PAK6	1.17416666666667
CCDC26	-3.82275
SEMA3E	5.00475
MXD4	1.1266
TNFSF10	3.5292
SMARCB1	-0.906333333333333
DTX3L	1.07133333333333
PLA2G4E	-0.7685
PPAP2A	1.066
ULK1	-0.6715
TAS1R3	-0.121
SLC2A3	-2.33509090909091
ARID3A	-2.44125
GNG5	-0.4665
ACOX1	0.1849
KIF5B	-0.13
NUP153	-1.48
MUC7	0.0805
CSDE1	-0.511142857142857
CLPTM1	-0.6555
C3orf23	-0.475
LRRC17	1.85433333333333
TTYH3	-0.873125
ATP5B	-1.3625
ELF3	1.7941
CPSF3L	-0.2625
ZNF665	0.078
TLR6	0.4049
GPI	-1.677
RAD9A	-0.430625
NDST4	-3.455
AGPAT3	0.365333333333333
MAGI3	2.409
ADORA2A	1.321625
CACNG7	0.0265
CAMK2D	0.303285714285714
CCHCR1	-1.2425
RPS27A	-0.51675
OR10G7	-0.032
GCM2	0.306
FAM135B	2.1341
E2F1	-2.388
PLCB3	-0.081
OR2AE1	0.65
COIL	-0.599833333333333
CDC25C	-2.13516666666667
RAB11FIP2	0.612
TSC2	0.0155
CTGLF5	-1.7205
CCDC108	0.3518
OR13C4	0.53825
C10orf81	4.37175
PTPRB	2.25225
ACP2	0.1245
LAG3	0.3165
MRPL54	-0.30525
LOC201175	1.3395
ITGB1BP3	-1.49975
SPTAN1	0.249333333333333
SIPA1L2	-0.13825
RCAN2	0.2995
CDX2	-1.322
ECOP	-0.061
ACTR1A	0.0573571428571429
PPARG	-1.065
BBS10	0.9055
TMEM44	-1.479
BPIL2	-0.312
CITED1	-1.0755
IRF6	4.39475
PRDM4	0.3375
RRP9	-1.31116666666667
OR10H4	0.328
IL31RA	-0.38025
GNB1L	-1.13683333333333
MYBL2	-3.138
ZNF407	1.53333333333333
PPIG	-0.228666666666667
TTC18	1.6745
RPSA	-0.6885
MAPT	2.270375
MRE11A	-0.0835714285714286
C8orf37	-0.695
RASGEF1C	-0.0698333333333334
STBD1	-0.19175
CTAG2	-0.696833333333333
MGAT5B	-2.397
ECM1	0.448125
RLN1	1.8595
PARP14	0.9351875
EPB41L1	1.4152
HOXA3	0.446083333333333
MAGEA9	-4.68766666666667
RPS8	-0.481
RPS19BP1	-0.067
FOXJ2	0.242625
C10orf76	0.51825
IL17RE	-0.10925
C10orf65	-2.75075
ZNF343	-0.163666666666667
FBXO33	-0.305875
UHMK1	1.2373
LY6G6C	-0.34275
FGF19	-1.91725
C14orf128	0.1045
IFIT2	2.9565
TIGD1	-0.4255
S100G	-0.334
GUCY1B3	2.0745
NR3C1	0.086
CORO1B	0.0138333333333333
PARP11	0.816916666666667
DNALI1	3.99066666666667
OR4N4	-0.398714285714286
MAP2K6	-0.409833333333333
FSTL4	1.75125
ANKRD47	1.396375
TMEM171	-1.973
PNLIP	0.27525
YY1	-0.0173333333333333
CCDC138	-2.36583333333333
AASDHPPT	0.1833
CKS1B	-1.6471
MCM3	-1.60566666666667
ANAPC7	-0.835166666666667
FAM110A	1.69925
CDC37L1	1.07533333333333
THTPA	1.54475
NBPF20	-0.23
WDR24	0.43
NPTX2	-2.43325
CBLB	1.0305
CETN1	-0.396166666666667
RPUSD1	-0.039
FAF1	-0.4645
CDK6	-2.322
HMX2	0.1475
CSK	-0.744333333333333
TEAD2	-0.6875
SNAP25	-1.1795
TUFT1	1.7916
TMTC3	1.97716666666667
LCK	-1.86425
SGOL1	-2.3595
AKTIP	0.418
FURIN	0.100625
SOX12	-0.8445
DEFB103A	-0.66325
RAMP1	1.83425
KIR3DX1	1.855
GAS2L3	-0.65825
PDE8A	-2.2188
EDN3	3.02
GMIP	0.65375
SF3A2	0.811
FN3KRP	-0.04475
SMAD7	0.6265
RHBDD2	0.23825
OR11H6	-1.6995
PPP1R3B	1.8506
C9orf23	0.463
CADPS	-1.77575
GOLGA8A	-4.238875
TMEM57	0.124666666666667
RGL3	0.4985
S100A14	3.68675
FGFR2	2.0478125
XRCC3	-1.1395
RTN4RL2	0.85825
MGC3771	2.162
GH2	0.1445
BTBD2	-0.29175
LMO2	0.42375
RDBP	-1.868625
ACRBP	-1.8425
AMY2A	0.54825
DUOXA1	0.9525
PTK7	1.22183333333333
TWF2	-0.135666666666667
FAM80A	-1.1025
TNNI2	-2.69566666666667
GLT25D1	-0.689
OCC-1	-1.50675
CYC1	-1.01
RPL22	0.322454545454545
MORN3	1.41316666666667
DISP1	1.3775
PRB2	-0.1705
CHUK	-0.767
HR	0.14
CCDC134	-0.127125
DENND4B	-0.8855
C14orf130	0.485375
RAB33A	-0.79075
DCST2	0.41
TNMD	-0.22925
PEX7	-0.3025
FAM62A	0.184
SRD5A2L	0.23475
IL22	0.47825
RPS26	-1.6215
HOXC5	0.6225
SPATA6	1.14325
FLJ38482	0.225
ZNF234	1.861
C18orf22	1.20425
SPATA22	0.97175
THOC1	-0.78575
CYP7B1	3.69925
KCNC3	0.21325
C8orf42	-1.0595
ALDH1B1	-0.0865
CCDC100	-0.1437
ARMC4	1.46625
FAM18B2	-0.1445
SLC44A1	1.356625
FBXO17	-1.4665
C6orf107	-0.971
C19orf29	-0.391
ZC3HAV1L	0.03475
PARP6	-0.391555555555556
SULT2A1	-4.67085714285714
C1orf159	-1.18275
TMC1	-0.478
CHST14	0.1585
GAMT	-0.120833333333333
SMCP	-0.192333333333333
TSPAN33	0.0674166666666667
MIDN	0.473875
NOX4	3.1735
RNASEN	-0.142
TBX1	-1.20816666666667
SALL2	-0.07875
C10orf35	1.66625
CYP2E1	-1.11475
LRFN2	1.653
ACO1	-0.983
IQCG	0.3638
MEGF9	2.02125
TM7SF4	1.55
PLEKHA1	1.05933333333333
STK33	-2.29775
C1orf210	1.5765
SNUPN	-0.0996
KIAA0406	-1.3738
C20orf29	-0.069
TMEM55B	-0.02
OSTM1	-0.5084375
CLCN7	-0.357
OTP	-0.0225
FLJ23049	-2.89366666666667
HEATR4	0.975
MAP3K10	0.556
PCDHGA9	0.7675
AMDHD2	0.2175
LCTL	-3.113
PDCD2L	-1.02625
CABLES2	-1.33925
SLC5A9	-0.58475
CLCA2	-0.2045
MGC16025	-0.326
STRAP	-1.144
C20orf196	-0.4995
RRBP1	0.4235
NAT13	-0.87975
MAT2B	0.67375
CSNK1D	-1.04733333333333
KIR3DL1	-0.07025
PRKAG3	-0.744
ZNF599	0.4625
PRM3	0.3445
PER2	1.56683333333333
ASPHD1	-2.01
PRMT6	-0.459
KCNE1L	-0.382214285714286
FAM118A	-0.7865
TAF4	-0.31925
NDUFB6	-0.52875
TRIM9	-1.16
PMFBP1	-0.9745
KY	0.3155
DKFZp762E1312	-2.85690909090909
CSMD1	-1.38025
TBP	-1.09683333333333
OR1Q1	0.200833333333333
RETNLB	0.622
HPGD	1.57521428571429
DNAJC12	1.10283333333333
FKBP1B	0.08825
ANKRD24	0.061
CXXC5	1.25366666666667
IL3	-0.03
DRAM	1.8404
PTCH1	-0.670125
TP53BP1	-0.191
SLC17A7	-0.2235
COL25A1	-0.2466
AMACR	0.475333333333333
RHCG	0.16125
VPS13A	-0.208833333333333
FAM55D	0.451
PRPF38B	-0.71125
OSBPL6	1.14575
PFDN5	0.5791
CMTM6	0.9355
KCNK12	-2.1845
RP2	0.59475
C16orf52	-1.20525
PICK1	-0.209
IFNE1	-1.02216666666667
SEMA4B	0.941
TYRO3	-2.2635
OR12D2	1.635
CSNK1A1	0.62305
FANCF	1.47675
LONP2	0.341
TBL1Y	1.5595
LDOC1L	0.09175
CCNC	-0.99425
C3orf60	0.1735
CHKA	-1.53625
UBAP1	-0.13625
MAP3K1	2.3785
ANKRD9	-1.41375
FAM92A1	-1.48533333333333
GAB2	0.721375
AZU1	-0.93425
DIS3	-0.278416666666667
C21orf109	-0.41
IQCB1	-0.74375
SPATS2	-0.8335
EFCAB3	-1.39625
PRB3	0.16775
FUZ	0.266
ZNF813	-0.085125
BMPER	-0.998333333333333
HEG1	0.338875
ALS2CR11	-2.45725
SURF2	-0.22375
PSMC1	-0.151916666666667
OR2D2	0.7785
SLC7A8	2.796
C4orf40	0.037
SPATA7	0.84275
MAZ	-0.424083333333333
PIN4	0.3205
PDE1A	0.37575
TAF6L	-0.6415
OR2T34	0.3325
KIAA0284	0.5545
ACADS	-0.532818181818182
MKRN2	-1.5715
C18orf56	-1.69475
MS4A6E	0.621666666666667
GALNT4	0.9599
C22orf31	-0.612
FLJ36070	0.1615
PSME4	-0.389
TFG	-0.5142
EPHX2	1.928375
ANXA5	0.135375
KRTAP1-1	-0.1857
BATF	3.2735
KARS	-1.74225
MSTP9	-1.656
GPR26	0.512
CCDC72	-0.0135
TEF	0.415666666666667
FOXK1	-0.7101
PRLHR	0.4815
EMX1	0.746
C11orf30	-0.175875
ICK	0.1215
THSD7B	1.29575
C21orf100	-0.417
DUOX1	1.6385
EFCAB4B	1.204
UBE2G2	-0.9475
C3orf54	0.57075
PARP1	-0.92025
FAM60A	-0.679833333333333
C6orf146	-0.445
OR9K2	0.3
DDX55	-1.0985
RPS15	0.278833333333333
ZNF618	0.35975
DKFZp686D0972	0.61375
SSPO	-1.486
SHFM3P1	0.4095
CPA6	-2.58625
JAG2	0.95425
DEFA3	0.608
PPBPL2	0.6124
CD34	4.796375
SLCO4A1	-2.98
AFG3L1	-2.70866666666667
SHD	-1.0135
RP13-122B23.3	-0.711333333333333
PRKCSH	-0.875833333333333
DPH5	-0.520166666666667
HLA-F	1.8945
TBC1D4	-0.1545
RIG	0.2638
GLUD1	0.497
HNRPCL1	0.064875
HBXIP	-0.61
RNF207	-1.2965
APIP	-0.22175
PLA2G3	-0.142
CCDC84	-1.84075
MYLIP	0.0727692307692307
PHIP	-0.35625
AARS2	-0.551833333333333
DHX32	0.52425
SCAPER	0.264333333333333
MEN1	0.045
NIP7	-1.55025
FLJ25404	0.568
FASTKD3	-0.44375
TMEM158	-2.06433333333333
RARA	1.86625
BDH1	-0.259
ANKRD16	0.8865
CARM1	0.4035
SS18	0.0191666666666667
IKZF2	0.675916666666667
MYD88	-0.073
PML	0.5481
TAF1A	-1.0815
CBFB	-0.9545
HIST1H3H	1.4175
C7orf29	-1.04475
COMMD4	-1.08966666666667
DPP3	-1.1995
DAB2	0.363
LOC388882	-0.319
YPEL4	0.075375
AGBL3	1.289
LRP6	1.4112
SERPINH1	0.0154166666666667
TLE1	-0.329
CD244	0.669166666666667
ZDHHC15	-0.32175
MGLL	-0.6446
PLDN	-0.260833333333333
LOC654346	1.594
FAP	4.043
GPR37	-0.256333333333333
SCARA5	1.21966666666667
EBF4	2.48127272727273
LSM6	-0.092
MLLT1	-0.3158125
SLC5A12	-0.252
A2BP1	-2.4145
COPS5	-0.167833333333333
TPM4	0.565928571428572
TNFSF4	2.223
ACADSB	2.00438888888889
HERPUD1	0.7005
BCL2L11	-0.592166666666667
CEP78	-1.551125
CDCA3	-2.231125
WBSCR19	-0.0884
MYO1A	-2.779
PPEF1	2.47666666666667
LOC440348	-1.19675
CPEB2	1.17825
BPTF	-0.201333333333333
RPL21	0.38725
GSX2	-0.025
ADPRH	1.60783333333333
C17orf68	-0.260333333333333
KCNS1	-0.309
MLLT6	0.0196
PIWIL4	-0.414
RNF26	-0.21175
RAP1B	0.580625
ADAMTS1	-0.0394
ZNF571	1.146
P2RY6	0.22525
TRIM21	0.9955
CADM3	0.463
NLRC5	0.2845
ADRA2B	-0.389666666666667
LOC90835	0.268625
PCF11	0.48975
LOC400451	2.3255
GLTSCR1	0.7618
C17orf88	-0.963166666666667
CDH16	-2.84275
FGF7	3.338375
PCSK4	1.12866666666667
NPC1L1	-0.897833333333333
TAT	0.701
TBCA	-0.795
MGC33407	-0.1885
GPR115	-1.719
CYGB	0.4105
FNBP4	-1.10616666666667
C12orf43	-0.34025
CBL	-0.408
CLECL1	2.337
PPAPDC1A	3.26525
WDR25	0.404833333333333
SGCA	0.6305
C22orf29	0.6675
YIPF1	1.17125
GALK2	-0.779
RAB3B	-1.33008333333333
LOC440087	-0.2375
UCP1	-0.0925
REEP5	2.406875
FADD	-0.3585
FOXA1	2.956875
CACNA1A	0.510833333333333
ABI1	-0.0535
GRIN2D	0.858
SLC1A4	-0.0288333333333333
LOC401127	-1.48325
HINT2	0.2775
PLD4	0.883666666666667
ZNF286A	-1.327
ENY2	-0.56225
IL1F6	-1.181
PXDNL	-0.91825
C20orf79	0.276333333333333
TNFSF13B	3.45833333333333
DENND3	-0.16175
JARID1D	-4.16375
HIST1H2AK	1.386
LOC93349	-0.3688
SSH1	-0.9169
ENSA	0.32125
LOC219854	0.621833333333333
CKAP2	-1.0527
DKFZP564J102	0.453
MGC87315	0.908166666666667
HNRPAB	-0.46625
AMH	-2.364
ZNF526	0.832
BRUNOL5	-0.42
CACNG3	-0.125666666666667
TRPM1	-3.295
PPP2R1A	-0.10675
COL2A1	1.44475
DDN	-0.482166666666667
FLJ25770	1.35036363636364
HK2	-0.891571428571429
ELOVL6	-1.50925
MDK	-0.88225
EPHX1	1.10925
RASSF2	0.842625
DKFZP434B0335	-0.499
DLX3	0.534625
PRTN3	-0.91125
AVPR1A	0.559
C21orf125	-2.5195
TNFAIP8	-0.115166666666667
GNB2L1	-0.2265
CALCRL	3.37875
SCGB2A2	9.11016666666667
UBXD7	0.2655
ZNF674	0.0845
TMEM35	1.848375
BRSK2	-1.21225
HECTD3	-0.11
TMEM188	-0.742583333333333
LGALS9	1.496875
SCARB2	0.966
USP34	-0.1595
C17orf28	1.60358333333333
ZDHHC23	-1.68675
AQP12B	-0.452
SLC16A3	-2.2955
APLP2	0.618375
ITIH2	-5.40825
MICAL3	-0.588625
TNNI3K	0.7609
HDAC2	-0.719
PRR7	-0.3233
THBS2	1.86425
LOC751071	-0.244666666666667
CA2	0.445166666666667
RANBP17	-0.71225
RLN3	0.44825
CRYZ	-0.2515
GBAS	0.0796666666666667
TAS1R1	-0.49275
MPZL3	0.246
PCDH8	0.06475
HSP90B1	-0.179416666666667
KCNK15	1.392
TNIP2	0.309833333333333
GPR146	0.3635
NOL6	-0.635125
SPC25	-3.94844444444444
STEAP2	3.42471428571429
VAMP3	-0.487166666666667
TCIRG1	-0.362
ZP4	0.151333333333333
PARL	-0.51
TRIM39	-0.213
KIAA1305	1.33675
CRNN	0.298833333333333
GRN	0.296
HSH2D	-1.84925
SCAMP1	0.9288125
KIAA1913	2.0665
PTS	-0.047
BANP	-0.246
PRKACG	-0.46
ADCY6	0.513
C16orf46	-0.3605
CYP51A1	0.118875
DDC	-6.62766666666667
ANPEP	0.0675
PROM1	2.41383333333333
SIGLEC10	2.49825
COPG	0.4655
FAM26E	1.712375
TRIP4	0.038
SNX3	-0.237
C1orf175	0.135666666666667
PPY2	0.37425
C14orf152	0.28575
FTSJ1	-1.13583333333333
DST	0.8845
LOC554235	-0.036
GLRX5	-0.128
C20orf12	1.7021
CAB39	0.581833333333333
MSH2	-1.40383333333333
PIP4K2C	0.697125
CYLD	0.402
WTAP	0.47925
MGAT4A	1.03633333333333
TSC22D4	-0.4494
CHRM2	-1.9695
PPYR1	0.0448333333333333
CCNH	-0.247833333333333
RRM1	-0.80175
ECAT8	-3.19825
LOC400120	-0.0423333333333333
GABRA4	0.772
C14orf4	2.07333333333333
C1orf59	-1.486
CTDSPL	0.752666666666667
NHEDC2	-0.617
PDE11A	-0.300375
KLHL29	-0.1725
CD5	-0.6429
TSPAN9	1.8740625
WDR67	-1.528
THUMPD1	0.5608
C18orf17	-0.89425
CLYBL	-0.0055
FLJ13231	-0.061875
CMBL	1.138625
LECT2	-0.023
NKAPL	2.317
LOC654780	0.487
OR4C6	-1.624
RAB30	1.51466666666667
TSSK4	-0.062
TMEM163	0.203
OSBPL11	0.475166666666667
GNB5	-1.17683333333333
CCL21	2.8535
C1orf121	-0.294333333333333
FMO2	2.63166666666667
RPTN	0.808
MSTN	2.0155
VCL	0.282642857142857
FYTTD1	-0.5595
C11orf1	0.6365
CCDC88C	0.286
HFE	-0.754388888888889
MOGAT1	-0.588
FAM125B	0.118833333333333
IRGQ	-0.3795
RAVER2	-0.547
AKAP5	-0.246
SSSCA1	-0.28475
C11orf63	1.247125
ACTG2	1.7002
PORCN	-0.9875
DTL	-2.59472727272727
TMEM151	0.361
FAM122C	-1.136
RSAD2	3.5496
BAT4	-0.145
KRTDAP	-1.32266666666667
MYH8	0.5385
CRTC3	0.597
LRRFIP2	0.5206
INTS4	-0.338166666666667
TTN	-1.0435
SLC26A5	0.2645
PLLP	-0.83475
RGS6	-0.572125
SRGAP3	0.28175
ZNF525	0.354
NBR2	-0.830333333333333
C13orf1	-0.0073
ZNF137	0.2945
CEP27	-1.8555
BEST2	0.2005
RNF121	0.15925
DMRTC2	0.748333333333333
C8orf76	-0.62425
BCCIP	-0.075875
MEST	-1.5605
HTRA2	-0.2665
ANGPTL2	1.30875
ILKAP	-0.770166666666667
ERAS	-0.2805
HBS1L	-0.77325
CPA5	-0.119
TMEM30A	0.262
CD300LF	1.69583333333333
WISP3	4.143
CRK	0.159
PDS5A	-0.2231
BRPF3	-0.148
NEDD9	0.057
SMPDL3B	0.17525
PSG6	-1.80525
PSMD13	0.13775
ETV5	-0.4029375
OR51A4	-0.418
BTBD7	0.633416666666667
GSTO1	-0.790125
hCG_16001	0.8985
MAD2L1BP	-0.739833333333333
COX6A2	1.201
SCNN1A	2.309
LSM1	0.544333333333333
UGT2B11	-1.47725
IDUA	0.66075
PPP2R3C	-0.669666666666667
COX11	-1.34966666666667
PDZK1	-3.50325
ZNF443	0.687666666666667
MGC21874	1.32216666666667
ZNF323	0.6018
KRTAP10-10	0.532
CXCL6	0.05225
SLC34A2	3.4968
LOC284402	0.1325
NPTN	1.04066666666667
UPP1	-2.10916666666667
SLC6A9	-1.169
OR7G3	-0.01675
CISD1	-0.480333333333333
ZNF545	-0.416333333333333
SYT14	-1.2785
NT5C3L	-0.394166666666667
ZNHIT3	-0.1235
SNRPD3	-0.31675
KIAA0701	0.435875
UNC93B1	-0.163
GMNN	-2.636625
SPCS2	0.359
LOC388524	-0.2725
NAPRT1	-0.106125
PNLIPRP1	-0.462333333333333
OR6V1	0.7535
PRKAB1	-0.22925
EYA4	-2.36783333333333
KIF20A	-3.10475
ALG10	-0.30825
ITPKC	0.644833333333333
LMX1B	0.929333333333333
RPUSD4	-0.2145
C7orf34	-1.1272
DLGAP2	0.627125
PFN1	-1.0329
MICALL2	-0.150166666666667
ZNF654	0.48
SS18L1	-1.05425
SLC16A8	0.6585
MKI67IP	-0.667333333333333
ITGB3	0.351625
TCEA3	1.72508333333333
CEP152	-2.530125
CLIP1	1.077
ZNF75	0.06125
ATP5C1	-1.09866666666667
NUDT5	-1.1765
PSCDBP	1.38225
UBP1	-0.32325
RBM27	1.0265
C13orf15	2.94025
ZNF282	0.255666666666667
ZNF222	-0.2893
COL10A1	6.90275
PRDM15	-0.851375
TTTY5	-0.23
FAM9C	0.0472
C20orf67	-0.396
GNG13	0.3135
F12	-0.38625
C1orf41	-0.9035
CPXCR1	0.9195
GSK3A	-0.39375
SUPT6H	0.0733333333333333
PI16	1.42983333333333
ELL2	-0.741083333333333
C9orf167	-1.54066666666667
PVRL3	-0.8979
FLJ38596	0.942
ADAM20	-1.24375
GPR89A	-0.05
GPR87	0.5475
ZNF30	0.44225
SMR3B	-0.0507500000000001
ZNF770	0.26975
TRPC4AP	-0.9515
DKFZP686E2158	0.268666666666667
C2orf28	0.183833333333333
FREM1	0.598666666666667
LAMA4	0.8685
ADPRHL2	-0.22075
EIF4G2	0.366
GUCA1A	-2.8465
CTNNA2	-2.0105
NUDT15	-1.3925
CEPT1	-0.288833333333333
ZNFX1	0.69
CCDC92	1.19775
TDRD1	-1.3825
KCNK5	-1.194
ETNK1	0.2495
LTA	0.7815
TTPA	-0.914333333333333
B3GALNT2	0.176125
SC65	-0.381166666666667
PEX5L	-2.197125
EPS15L1	-0.288
MGEA5	-0.22675
HIST1H3A	0.8805
ING1	0.6955
BCAT1	-2.6375
ORC6L	-4.58318181818182
KLK11	-0.370666666666667
C19orf28	-1.413875
DNER	-3.839375
MED22	-0.908142857142857
ETV6	1.85216666666667
CHAC2	-3.00625
CD300E	0.0175
CEBPB	0.699833333333333
ZNF398	0.2415
LRCH3	-0.612
HMGA1	-1.87666666666667
CAPN7	-0.415166666666667
MGC5566	-3.25925
CCL3	1.81675
NANOS1	-1.135875
ZFYVE19	-0.2415
APITD1	-1.00816666666667
PARD3	0.455625
IRAK4	-0.24
SERPINI2	-0.6645
CEP170L	-0.3705
TTC9	2.20225
MYOM3	-1.15725
MLPH	1.573125
LOC222699	-0.427
NRG1	0.0229166666666667
TBC1D9	3.33536363636364
TTK	-3.38533333333333
ZNF557	0.2496
DDX41	-0.348666666666667
FANK1	2.338
UBE2D2	-0.032375
PSMB10	0.50725
MYH7B	-0.4595
GABARAPL2	-0.37875
MARVELD2	2.1235
DGCR2	1.181
UNC45A	-0.102666666666667
C6orf72	0.7035
ZNF683	4.64875
GIT2	0.381875
CASK	0.957833333333333
C14orf161	2.43783333333333
LRRC44	0.0855
TIFA	0.96475
UTP11L	-1.01425
C6orf65	-0.49525
FDPS	-0.6915
DUSP9	-2.2621
SLC17A8	0.2795
OR51G1	-0.448
NANS	0.27475
OLFML1	2.29775
ATP10B	-0.95925
NPAS3	0.24025
PRKCA	-2.1477
GGA2	-0.2448125
LCE4A	0.1115
SPANXN3	0.226666666666667
CCDC115	1.323625
SDCCAG3	-0.96375
GLIPR1L1	0.913
TTC1	-0.0435
C17orf76	0.1495
MAD2L2	-1.7735
HIPK1	0.3326
LRRC3B	0.4405
CLN3	-0.660181818181818
C17orf47	0.2845
FMN2	-2.138875
TUBB1	-1.631125
WAPAL	0.228166666666667
C3orf21	-0.550875
SCN5A	-0.6374
SMYD1	0.92
BEX5	1.83725
ZNF192	0.0515
SEC22A	0.126333333333333
GRIA2	-0.116666666666667
KIAA0825	-1.23425
NUSAP1	-2.91427272727273
LANCL1	-0.38375
C15orf40	-0.7538
ZNF645	0.353125
GPR61	-0.135
NLRP14	0.065
SNX21	-0.2682
C1QTNF8	0.6305
C17orf46	0.0795
IFNA8	-0.172
SPRR1B	-2.30283333333333
FLRT1	-0.7815
SNX17	-0.531
ASB2	0.194166666666667
HBG1	-5.7025
RPRML	-1.7515
JOSD2	-0.101666666666667
PLSCR3	0.641
SPOCD1	0.174166666666667
RAB39	-0.02
GHRH	1.52433333333333
ITIH5L	-0.03775
C17orf37	-0.20825
SMCR8	0.133
DPY19L2P3	-0.858166666666667
IL11RA	0.7095
GDF3	-3.6755
RPS6KB1	-0.803166666666667
DNAJC19	0.1889
TOP1	-0.601
CRCT1	-0.3395
MPST	0.173625
DPM2	-0.277625
FAM38B	1.44916666666667
SLC18A1	-2.415
FARP1	1.15466666666667
PAX7	-0.51525
TUBD1	-1.1715
GNL3	-0.746875
BTG2	2.5678
NDUFS6	-0.49625
C1orf79	-2.17875
ERAL1	-0.74925
ECHS1	0.38175
VPS4A	-0.650666666666667
CYP11A1	-0.622875
ABCC6	-2.20171428571429
PBX4	-2.046
MOSC1	-1.229125
NCF4	0.14075
HYMAI	1.407
NAGPA	-0.618375
OTOP2	0.127
ACOT12	-0.20875
MTHFD2L	-0.4805
LOC441376	3.48925
C19orf34	-0.3225
RAB1B	-0.75375
ALDOAP2	-0.8895
NTRK1	-1.59733333333333
ARTS-1	-0.0124
SLC6A11	0.295
NAP1L2	0.95975
CNGB1	-0.480333333333333
EPB41L4B	0.340333333333333
FAM134B	1.1655
HS3ST3A1	-0.442666666666667
CPXM2	6.37675
SIRPB2	0.93
CHORDC1	-0.845
TRIB3	-0.8635
SLC2A5	0.987
C2orf49	-0.533833333333333
DDX5	-0.99375
OR5L1	0.7525
ANAPC4	-0.244333333333333
ZSWIM1	0.442375
LOC93622	0.034875
KCNK3	-0.5884
RP11-35N6.1	-0.900125
ZFP161	0.660166666666667
AQP9	2.10525
SLC15A2	-0.827833333333333
MREG	-0.396333333333333
OR9I1	0.4905
PDLIM2	0.51425
ADAM7	0.102
GSTCD	0.0845
WDR21A	0.125875
SLC12A8	1.04316666666667
TMEM174	-0.4105
IGSF3	0.798916666666667
LRRN1	1.4925
LOC402117	-0.732
SRPK1	-1.755
LY6K	-1.0879375
NFIA	3.0955
PTCD3	-0.8185
LEP	3.0655
PCDH21	-1.11083333333333
MAPKAPK2	0.602357142857143
NMNAT1	-0.531833333333333
LHFPL2	0.977
C9orf43	0.5925
DIP2A	-1.03066666666667
ACTR8	-0.204625
CCDC34	-0.4995
PTPN22	-0.856375
ITGA3	-0.298625
FAM129C	-0.15925
RABGGTA	-0.288666666666667
UNC45B	-0.03925
KIAA1033	0.113625
ZNF510	-0.149333333333333
CYP2D6	-1.1665
SLC26A10	-2.3865
STX8	0.275
LUZP1	-0.18175
WDR89	0.262833333333333
EIF4G3	-0.094
C5AR1	1.63625
ZNF623	0.0955
A2M	1.556
TGM7	0.352
GRPEL1	-0.352333333333333
LMNB2	-1.6921
ROCK2	-0.00699999999999997
SNX16	0.3965
CCDC66	0.77625
ANXA3	1.80775
KIAA1609	-0.49375
EED	-1.03875
RNF32	-0.307166666666667
HES1	0.643
CLC	-0.363666666666667
ISL1	0.117333333333333
KIAA0528	0.2945
MANEA	0.43775
C1orf61	-2.3985
hCG_2001000	1.0885
RAPGEF6	0.0153
KIAA0020	-0.339333333333333
NEIL1	0.28175
C16orf45	-0.11425
RBM10	-0.0871666666666667
C10orf125	-0.992375
MRS2L	-1.4425
DNAH17	-1.471
C19orf10	-0.82925
C1orf160	0.46225
SLFN12	1.0135
EXOC3	0.0875
