Hybridization REF	TCGA-B6-A0RO-01A-22R-A084-07
DRAM	0.7095
PTCH1	-1.549125
TP53BP1	0.0315
SLC17A7	0.2055
COL25A1	-0.7335
AMACR	0.446833333333333
RHCG	-0.14875
VPS13A	-1.38625
FAM55D	0.338
PRPF38B	-1.49008333333333
OSBPL6	-1.35225
PFDN5	1.1226
CMTM6	1.726125
KCNK12	-2.3425
RP2	1.19575
C16orf52	-1.77475
PICK1	0.5975
IFNE1	-1.08833333333333
SEMA4B	0.95775
TYRO3	-2.543
OR12D2	0.5335
CSNK1A1	0.81855
FANCF	1.44825
LONP2	1.8975
TBL1Y	-0.6525
LDOC1L	0.194875
CCNC	0.0325
C3orf60	-0.13325
CHKA	-0.516
UBAP1	-0.1585
MAP3K1	0.472
ANKRD9	0.000749999999999997
FAM92A1	-1.202
GAB2	-0.361
AZU1	0.296
DIS3	-0.419833333333333
C21orf109	-0.2315
IQCB1	-1.6345
SPATS2	0.306333333333333
EFCAB3	-0.468
PRB3	0.33225
FUZ	0.738
ZNF813	0.849375
BMPER	-1.0875
HEG1	-1.08775
ALS2CR11	-1.72125
SURF2	-0.65
PSMC1	0.550833333333333
OR2D2	0.5375
SLC7A8	2.389
C4orf40	0.196
SPATA7	0.4995
MAZ	-0.33525
PIN4	0.12425
PDE1A	-0.2285
TAF6L	0.0355
OR2T34	0.2995
KIAA0284	0.26825
ACADS	-1.53390909090909
MKRN2	0.2195
C18orf56	-2.029
MS4A6E	0.290833333333333
GALNT4	1.8101
C22orf31	0.185
FLJ36070	0.447
PSME4	0.0015
TFG	-0.2511
EPHX2	2.05925
ANXA5	-0.297125
KRTAP1-1	-0.0709
BATF	0.87625
KARS	-0.2955
MSTP9	-0.1725
GPR26	0.05975
CCDC72	-0.09025
TEF	1.52383333333333
FOXK1	-1.1556
PRLHR	-0.13
EMX1	0.48525
C11orf30	-0.262125
ICK	0.3055
THSD7B	0.818
C21orf100	-0.401
DUOX1	1.3815
EFCAB4B	1.2715
UBE2G2	-1.43333333333333
C3orf54	0.29675
PARP1	-1.28225
FAM60A	-1.4415
C6orf146	0.083
OR9K2	0.543
DDX55	-1.34016666666667
RPS15	-1.18866666666667
ZNF618	-0.089875
DKFZp686D0972	0.081
SSPO	-1.1815
SHFM3P1	1.117
CPA6	-0.57225
JAG2	0.90175
DEFA3	-0.02225
PPBPL2	0.371166666666667
CD34	3.29025
SLCO4A1	-3.486
AFG3L1	-2.77933333333333
SHD	-0.598
RP13-122B23.3	-1.00766666666667
PRKCSH	-0.426333333333333
DPH5	-0.464333333333333
HLA-F	2.60375
TBC1D4	0.3205
RIG	0.150833333333333
GLUD1	1.09216666666667
HNRPCL1	0.875875
HBXIP	-0.1405
RNF207	-0.018
APIP	-0.553
PLA2G3	-2.18583333333333
CCDC84	-2.367
MYLIP	-0.436076923076923
PHIP	0.09275
AARS2	-1.00183333333333
DHX32	1.3015
SCAPER	-0.316333333333333
MEN1	-0.40725
NIP7	-0.653
FLJ25404	0.996
FASTKD3	-0.6335
TMEM158	-2.83483333333333
RARA	1.644
BDH1	1.39
ANKRD16	1.48575
CARM1	1.142
SS18	0.964666666666667
IKZF2	2.31591666666667
MYD88	0.92175
PML	0.24475
TAF1A	-1.952
CBFB	0.3415
HIST1H3H	1.408
C7orf29	-2.32625
COMMD4	-0.588166666666667
DPP3	-0.45775
DAB2	-0.760625
LOC388882	0.071
YPEL4	-0.93725
AGBL3	0.9275
LRP6	0.5369
SERPINH1	-0.502833333333333
TLE1	-1.37875
CD244	0.374833333333333
ZDHHC15	0.3405
MGLL	-2.1615
PLDN	-0.43575
LOC654346	1.644
FAP	1.6755
GPR37	-1.41783333333333
SCARA5	0.124666666666667
EBF4	1.70145454545455
LSM6	-0.677
MLLT1	-0.5724375
SLC5A12	0.0115
A2BP1	-1.28033333333333
COPS5	0.114
TPM4	-1.509
TNFSF4	-0.309666666666667
ACADSB	3.48333333333333
HERPUD1	0.9945
BCL2L11	-0.985222222222222
CEP78	-1.494875
CDCA3	-1.79575
WBSCR19	-0.4171
MYO1A	-0.533
PPEF1	1.34883333333333
LOC440348	-2.13525
CPEB2	1.19
BPTF	-1.04166666666667
RPL21	-0.05925
GSX2	-0.2135
ADPRH	0.9045
C17orf68	0.271666666666667
KCNS1	-0.542166666666667
MLLT6	-0.1794
PIWIL4	-0.88225
RNF26	-0.844
RAP1B	0.907875
ADAMTS1	-2.1961
ZNF571	1.52975
P2RY6	-0.48925
TRIM21	0.855166666666667
CADM3	0.464
NLRC5	0.156666666666667
ADRA2B	0.224333333333333
LOC90835	1.16825
PCF11	-0.312
LOC400451	1.754
GLTSCR1	0.5257
C17orf88	-0.577333333333333
CDH16	-2.245
FGF7	1.089375
PCSK4	-0.7095
NPC1L1	-0.241833333333333
TAT	0.22375
TBCA	-0.48725
MGC33407	-0.13875
GPR115	-0.987875
CYGB	-0.286
FNBP4	-2.20733333333333
C12orf43	0.32725
CBL	-0.9057
CLECL1	1.798
PPAPDC1A	0.43225
WDR25	1.68833333333333
SGCA	0.615
C22orf29	0.6128
YIPF1	1.9045
GALK2	-1.19075
RAB3B	-1.658
LOC440087	0.20825
UCP1	-0.1225
REEP5	1.149
FADD	0.4104
FOXA1	3.16675
CACNA1A	0.3635
ABI1	1.18766666666667
GRIN2D	0.8865
SLC1A4	-0.480333333333333
LOC401127	0.966
HINT2	-0.02975
PLD4	1.41966666666667
ZNF286A	-0.1105
ENY2	-0.8755
IL1F6	0.315
PXDNL	0.26875
C20orf79	0.3985
TNFSF13B	2.12616666666667
DENND3	-0.0875
JARID1D	-2.791
HIST1H2AK	1.690125
LOC93349	-0.2975
SSH1	-0.7654
ENSA	0.05675
LOC219854	1.41383333333333
CKAP2	-0.8604
DKFZP564J102	1.83633333333333
MGC87315	-0.0596666666666666
HNRPAB	-0.3765
AMH	-2.03
ZNF526	-0.2275
BRUNOL5	-0.4145
CACNG3	0.205333333333333
TRPM1	-1.332
PPP2R1A	0.8835
COL2A1	0.554
DDN	0.0808333333333333
FLJ25770	0.6585
HK2	-1.08635714285714
ELOVL6	-2.23775
MDK	0.4425
EPHX1	2.17025
RASSF2	0.326625
DKFZP434B0335	-0.72575
DLX3	-0.011375
PRTN3	-0.46425
AVPR1A	0.5185
C21orf125	-2.212
TNFAIP8	-2.01633333333333
GNB2L1	-1.024
CALCRL	2.403
SCGB2A2	9.19816666666667
UBXD7	-1.27975
ZNF674	0.227
TMEM35	0.23425
BRSK2	0.096375
HECTD3	-0.156666666666667
TMEM188	0.622666666666667
LGALS9	2.203125
SCARB2	1.84241666666667
USP34	-0.18225
C17orf28	2.17083333333333
ZDHHC23	-1.14625
AQP12B	0.0155
SLC16A3	-2.062625
APLP2	1.774375
ITIH2	-5.904
MICAL3	-1.038875
TNNI3K	0.0244
HDAC2	-0.53825
PRR7	0.5721
THBS2	-1.025125
LOC751071	0.03
CA2	0.411833333333333
RANBP17	0.23075
RLN3	0.27475
CRYZ	0.0295
GBAS	0.854666666666667
TAS1R1	0.1225
MPZL3	1.0365
PCDH8	0.71025
HSP90B1	0.23775
KCNK15	1.684
TNIP2	0.7045
GPR146	0.06275
NOL6	-0.214
SPC25	-3.56522222222222
STEAP2	2.40164285714286
VAMP3	-0.150333333333333
TCIRG1	-0.482
ZP4	-0.211666666666667
PARL	0.61675
TRIM39	0.778
KIAA1305	1.432
CRNN	0.516166666666667
GRN	0.9445
HSH2D	-0.4595
SCAMP1	1.98375
KIAA1913	0.5935
PTS	-0.533
BANP	0.975142857142857
PRKACG	0.236
ADCY6	0.856666666666667
C16orf46	0.619
CYP51A1	0.46775
DDC	-2.91875
ANPEP	-1
PROM1	1.9495
SIGLEC10	1.33175
COPG	1.5355
FAM26E	0.622375
TRIP4	0.29325
SNX3	-0.102833333333333
C1orf175	0.256166666666667
PPY2	0.006
C14orf152	0.56
FTSJ1	-0.429
DST	-0.5072
LOC554235	0.20625
GLRX5	0.003
C20orf12	1.6678
CAB39	0.223166666666667
MSH2	-1.337
PIP4K2C	1.167875
CYLD	1.938625
WTAP	0.1714375
MGAT4A	1.96922222222222
TSC22D4	-0.1106
CHRM2	-2.119
PPYR1	0.0326666666666667
CCNH	-0.228666666666667
RRM1	-1.1475
ECAT8	-3.52775
LOC400120	-0.02275
GABRA4	0.03325
C14orf4	1.3395
C1orf59	-0.006
CTDSPL	0.0506666666666667
NHEDC2	-1.872
PDE11A	-0.9588125
KLHL29	-1.925
CD5	-1.6183
TSPAN9	2.1150625
WDR67	-1.7455
THUMPD1	0.2294
C18orf17	2.15625
CLYBL	0.1145
FLJ13231	-0.377625
CMBL	0.106125
LECT2	0.1155
NKAPL	1.389
LOC654780	0.265
OR4C6	0.294
RAB30	3.14466666666667
TSSK4	0.0315
TMEM163	0.073
OSBPL11	-0.550083333333333
GNB5	-0.714
CCL21	0.44675
C1orf121	0.323166666666667
FMO2	2.75716666666667
RPTN	0.813
MSTN	-0.046
VCL	-0.311785714285714
FYTTD1	0.566
C11orf1	-0.0755
CCDC88C	0.8090625
HFE	-0.640111111111111
MOGAT1	-0.4595
FAM125B	0.332666666666667
IRGQ	0.361
RAVER2	0.2845
AKAP5	-0.3275
SSSCA1	0.206
C11orf63	1.3685
ACTG2	0.6984
PORCN	-0.7045
DTL	-2.71009090909091
TMEM151	0.6965
FAM122C	-0.031
RSAD2	2.8731
BAT4	-0.1225
KRTDAP	-0.904666666666667
MYH8	0.00675
CRTC3	-0.10325
LRRFIP2	-0.333
INTS4	-0.585333333333333
TTN	-0.921333333333333
SLC26A5	0.01
PLLP	0.72475
RGS6	0.451875
SRGAP3	1.1645
ZNF525	0.173166666666667
NBR2	-0.287666666666667
C13orf1	0.035
ZNF137	0.6625
CEP27	-2.15125
BEST2	0.1525
RNF121	0.3935
DMRTC2	3.366
C8orf76	-0.2795
BCCIP	0.313125
MEST	-0.23225
HTRA2	-0.3735
ANGPTL2	-1.00075
ILKAP	-0.0045
ERAS	0.2165
HBS1L	-0.7565
CPA5	-0.074
TMEM30A	1.46266666666667
CD300LF	1.70933333333333
WISP3	1.508
CRK	0.779142857142857
PDS5A	-0.3076
BRPF3	0.419
NEDD9	-0.52
SMPDL3B	2.0185
PSG6	0.08625
PSMD13	0.98975
ETV5	-2.1624375
OR51A4	0.0055
BTBD7	0.865666666666667
GSTO1	-0.491625
hCG_16001	-0.389
MAD2L1BP	0.146
COX6A2	0.917
SCNN1A	2.42866666666667
LSM1	0.0893333333333333
UGT2B11	2.084
IDUA	0.97625
PPP2R3C	-0.584833333333333
COX11	-0.145
PDZK1	-0.9565
ZNF443	1.00416666666667
MGC21874	1.559
ZNF323	1.9035
KRTAP10-10	0.089
CXCL6	0.0785
SLC34A2	1.1249
LOC284402	0.3675
NPTN	2.4475
UPP1	-2.982
SLC6A9	-0.5035
OR7G3	0.66925
CISD1	-0.684333333333333
ZNF545	0.312166666666667
SYT14	-0.5445
NT5C3L	-0.173333333333333
ZNHIT3	-0.5135
SNRPD3	-0.6005
KIAA0701	0.864
UNC93B1	0.445833333333333
GMNN	-1.813625
SPCS2	0.800666666666667
LOC388524	-0.864
NAPRT1	2.032375
PNLIPRP1	0.00524999999999999
OR6V1	0.168
PRKAB1	1.1285
EYA4	-3.37366666666667
KIF20A	-3.016
ALG10	0.84325
ITPKC	0.714
LMX1B	1.27283333333333
RPUSD4	-0.504
C7orf34	0.250666666666667
DLGAP2	0.355375
PFN1	-0.3064
MICALL2	-0.570916666666667
ZNF654	0.2515
SS18L1	-0.837625
SLC16A8	0.521
MKI67IP	-0.4285
ITGB3	-1.26525
TCEA3	2.5685
CEP152	-2.4991875
CLIP1	0.356875
ZNF75	0.849
ATP5C1	-0.153
NUDT5	-0.523166666666667
PSCDBP	-1.271
UBP1	-0.4685
RBM27	0.14375
C13orf15	1.385
ZNF282	-0.591833333333333
ZNF222	-0.2897
COL10A1	5.38325
PRDM15	-1.081
TTTY5	-0.451
FAM9C	-0.4168
C20orf67	0.17275
GNG13	2.0275
F12	0.03225
C1orf41	-1.62225
CPXCR1	-0.0545
GSK3A	-0.172625
SUPT6H	-0.317166666666667
PI16	1.0385
ELL2	-0.84425
C9orf167	-2.3505
PVRL3	-2.7367
FLJ38596	0.6455
ADAM20	0.22575
GPR89A	1.1265
GPR87	-0.3225
ZNF30	0.52925
SMR3B	0.3125
ZNF770	-0.01025
TRPC4AP	0.142666666666667
DKFZP686E2158	0.618
C2orf28	0.468833333333333
FREM1	-0.958333333333333
LAMA4	-1.14866666666667
ADPRHL2	-0.00675
EIF4G2	0.0366666666666667
GUCA1A	-0.6085
CTNNA2	-0.69575
NUDT15	0.299
CEPT1	0.799666666666667
ZNFX1	0.8038
CCDC92	0.758
TDRD1	-0.4415
KCNK5	-2.451
ETNK1	0.847666666666667
LTA	0.7275
TTPA	0.283833333333333
B3GALNT2	-0.44875
SC65	0.3115
PEX5L	-0.629
EPS15L1	0.03825
MGEA5	-0.39075
HIST1H3A	1.2355
ING1	0.96425
BCAT1	-3.898125
ORC6L	-3.36190909090909
KLK11	-2.99916666666667
C19orf28	-1.884375
DNER	-4.058125
MED22	-1.51021428571429
ETV6	1.03516666666667
CHAC2	-1.07
CD300E	0.2175
CEBPB	0.481166666666667
ZNF398	-0.72175
LRCH3	0.005
HMGA1	-2.44783333333333
CAPN7	0.170166666666667
MGC5566	-3.297
CCL3	2.59975
NANOS1	0.761625
ZFYVE19	-0.03975
APITD1	0.0331666666666667
PARD3	0.2465
IRAK4	0.313166666666667
SERPINI2	0.452
CEP170L	-0.51075
TTC9	2.9465
MYOM3	-0.503
MLPH	2.30875
LOC222699	-0.295
NRG1	-1.239
TBC1D9	4.21527272727273
TTK	-3.86566666666667
ZNF557	-0.1886
DDX41	-0.0803333333333333
FANK1	3.6185
UBE2D2	-0.059625
PSMB10	2.067125
MYH7B	0.2045
GABARAPL2	0.547875
MARVELD2	2.34016666666667
DGCR2	1.71133333333333
UNC45A	0.0635
C6orf72	0.456
ZNF683	2.455
GIT2	-0.218625
CASK	0.747
C14orf161	3.20566666666667
LRRC44	-0.4315
TIFA	0.382375
UTP11L	-0.799
C6orf65	-0.93925
FDPS	-0.5275
DUSP9	-1.8631
SLC17A8	0.130833333333333
OR51G1	0.289833333333333
NANS	0.9735
OLFML1	1.05175
ATP10B	-0.783125
NPAS3	-0.5015
PRKCA	-1.8852
GGA2	-0.2401875
LCE4A	0.157
SPANXN3	0.5955
CCDC115	1.806375
SDCCAG3	-1.34675
GLIPR1L1	0.405
TTC1	0.16175
C17orf76	0.83875
MAD2L2	-1.09875
HIPK1	0.2169
LRRC3B	0.392333333333333
CLN3	-0.524318181818182
C17orf47	0.509
FMN2	-2.875
TUBB1	-1.177
WAPAL	0.338833333333333
C3orf21	-0.602625
SCN5A	0.0438
SMYD1	-0.187
BEX5	0.4265
ZNF192	0.1205
SEC22A	0.236166666666667
GRIA2	0.0593571428571429
KIAA0825	-0.11475
NUSAP1	-3.59290909090909
LANCL1	0.46575
C15orf40	-0.4291
ZNF645	0.239
GPR61	0.18875
NLRP14	-0.109
SNX21	0.4086
C1QTNF8	0.1155
C17orf46	1.57775
IFNA8	-0.1515
SPRR1B	-1.1775
FLRT1	-0.20175
SNX17	1.093
ASB2	-0.659666666666667
HBG1	-5.917
RPRML	-2.15125
JOSD2	0.00266666666666666
PLSCR3	0.016
SPOCD1	-0.692666666666667
RAB39	-0.0185
GHRH	0.430666666666667
ITIH5L	0.144
C17orf37	0.99575
SMCR8	0.53625
DPY19L2P3	-0.293666666666667
IL11RA	0.427666666666667
GDF3	-4.09983333333333
RPS6KB1	-1.30783333333333
DNAJC19	1.0839
TOP1	0.1075
CRCT1	-0.126375
MPST	0.3015
DPM2	-0.18025
FAM38B	-2.45183333333333
SLC18A1	-2.301
FARP1	-0.300833333333333
PAX7	0.33075
TUBD1	-1.691
GNL3	-0.966125
BTG2	2.10066666666667
NDUFS6	-0.2745
C1orf79	-4.0235
ERAL1	-0.25775
ECHS1	1.47325
VPS4A	0.186
CYP11A1	-1.1775
ABCC6	-0.202214285714286
PBX4	-4.4725
MOSC1	0.284125
NCF4	0.51725
HYMAI	-0.196
NAGPA	-0.045125
OTOP2	0.227
ACOT12	0.342
MTHFD2L	-0.658875
LOC441376	2.026
C19orf34	0.064
RAB1B	1.01075
ALDOAP2	-0.2065
NTRK1	-2.45783333333333
ARTS-1	1.3069
SLC6A11	-1.037
NAP1L2	-0.3145
CNGB1	0.00816666666666667
EPB41L4B	0.499083333333333
FAM134B	4.232625
HS3ST3A1	-2.21733333333333
CPXM2	3.5585
SIRPB2	0.2145
CHORDC1	-1.52066666666667
TRIB3	-0.783666666666667
SLC2A5	0.2315
C2orf49	-0.400166666666667
DDX5	-0.87475
OR5L1	0.861
ANAPC4	-0.760166666666667
ZSWIM1	-0.012875
LOC93622	0.226125
KCNK3	-0.335
RP11-35N6.1	-1.267
ZFP161	0.700166666666667
AQP9	0.134
SLC15A2	-0.111166666666667
MREG	-0.279666666666667
OR9I1	-0.1
PDLIM2	-0.194714285714286
ADAM7	0.0005
GSTCD	-0.114166666666667
WDR21A	0.467375
SLC12A8	2.5275
TMEM174	0.23125
IGSF3	1.77308333333333
LRRN1	0.505
LOC402117	0.27025
SRPK1	-1.544
LY6K	-1.4119375
NFIA	1.8325
PTCD3	-0.65525
LEP	0.4935
PCDH21	-0.7285
MAPKAPK2	0.636714285714286
NMNAT1	-1.416
LHFPL2	0.243625
C9orf43	0.1165
DIP2A	-0.0101666666666667
ACTR8	-0.16975
CCDC34	-0.73325
PTPN22	-1.43925
ITGA3	-0.97875
FAM129C	-0.04525
RABGGTA	0.697333333333333
UNC45B	0.077
KIAA1033	0.054125
ZNF510	0.0103333333333333
CYP2D6	-0.879333333333333
SLC26A10	-2.8725
STX8	0.52475
LUZP1	-0.008625
WDR89	0.203666666666667
EIF4G3	-1.2232
C5AR1	0.05375
ZNF623	1.0065
A2M	0.12925
TGM7	-0.11
GRPEL1	0.431833333333333
LMNB2	-2.5268
ROCK2	-0.413333333333333
SNX16	0.254375
CCDC66	-0.457
ANXA3	-0.4785
KIAA1609	0.6
EED	-0.86775
RNF32	0.257
HES1	2.1191
CLC	-0.114333333333333
ISL1	-0.238666666666667
KIAA0528	-0.00775000000000002
MANEA	-0.0315
C1orf61	-2.089
hCG_2001000	-0.18325
RAPGEF6	-0.2412
KIAA0020	-1.75
NEIL1	1.177
C16orf45	-0.1195
RBM10	-0.6255
C10orf125	-0.812625
MRS2L	0.0255
DNAH17	-1.164875
C19orf10	-0.1945
C1orf160	0.208
SLFN12	0.41725
EXOC3	0.0705
HIST3H3	0.7515
NCOR2	0.0663333333333333
TNFRSF9	-0.2575
MFSD8	1.38925
ALX1	-3.821
NOL1	-1.244
PODN	1.9365
TIAL1	-0.4775
HIST1H1E	1.3805
NPY6R	0.471
TM4SF4	0.498
CORO2A	0.36175
ETNK2	0.203166666666667
APOE	0.099
ANGPT4	0.522
HDGF2	-0.70925
G30	0.4635
ST8SIA4	-0.7005
F2RL1	0.308875
FAM19A4	-3.109
CCAR1	-0.862
B3GNT7	0.01025
OPHN1	-0.2806
DSCR6	2.0515
C21orf13	1.77483333333333
GAS2L1	0.336666666666667
RFX3	0.276
COPS4	0.785125
BCHE	-3.90166666666667
BCL2	1.39375
HBZ	-3.51666666666667
ARL13B	0.091875
MAPBPIP	1.0595
MYO15B	-1.168125
SPZ1	0.82775
KIAA1324	2.63933333333333
PLCL2	-0.878
C4orf29	0.11375
WDFY2	-0.28625
ZNF284	-0.5875
NAALADL1	0.01
DUSP5	0.121666666666667
PXDN	-0.670125
SLMO1	-1.8195
TNXB	0.3008
BIRC7	-1.05475
A4GALT	0.557333333333333
TIMM22	0.67425
FAM110C	1.97825
TOMM34	0.42075
ABHD9	-0.186
ADAM32	0.816
CRHBP	0.54825
AQP2	0.41175
LOC130355	1.2865
ZNF187	0.863166666666667
ZNF816A	1.0285
F7	-0.099
CNOT1	0.2216
SLC13A4	0.38125
ZBTB11	-0.01625
B3GALT5	-0.221
EXOC2	2.38966666666667
IRS1	-1.1507
TMEM1	0.0731666666666667
MRPL34	-0.7565
SAMM50	-0.41225
CDC42EP3	-0.548
HSF2	-1.229
MFN2	0.22925
TSPAN7	-1.23766666666667
NUCB1	1.23241666666667
RHOH	-1.611
ARL16	-0.137
TACR1	0.21475
SFRS5	-0.147
SNX25	-0.1665
RHBDF1	0.610333333333333
PCDH18	1.02416666666667
HMG1L1	0.112
MYO5C	0.353
MAPK10	0.1205
LDHAL6A	-0.2248
NUDT12	1.58266666666667
NCAM1	-0.160875
GLIS2	0.739
GGTL4	-0.11825
DAPP1	0.016
ATF7	0.855875
KIAA0748	-1.6115
NFIL3	-2.02375
TM6SF1	0.7197
SEZ6	0.146875
NANOS3	0.558666666666667
DNAJA3	-0.357333333333333
CLDN6	-2.2715
CIITA	1.717
EPHA4	-0.832333333333333
FANCC	-1.17975
CMTM3	-0.4235
PSG3	-0.030125
MRPL15	-0.2535
C21orf59	1.05225
PLCXD2	-0.36475
C2orf34	0.480375
UBE2L6	1.143375
MED14	-0.0195
HP1BP3	-1.5335
C6orf208	0.3035
TPBG	0.2335
OSR2	-0.732
XPC	-0.216333333333333
KLHL7	-0.452666666666667
CCR3	-0.128
AGTPBP1	-1.36633333333333
PCSK6	2.1048
STAT5A	-1.5003
FAM18B	1.4585
LONRF2	-1.103
PTPN2	-0.222
SF3A3	-1.53066666666667
EFCBP2	-0.20225
HCFC1	-0.582166666666667
AHNAK	-0.5706
ACTR5	-0.174
KIF14	-4.23328571428571
TENC1	0.41325
HEATR5B	0.924
YIPF2	1.56266666666667
MYEOV2	0.741
DUSP18	1.1075
KIAA1012	0.9415
AHR	-0.0458333333333333
C17orf53	-2.26166666666667
PTPRH	-3.562
ATP6V1C1	0.2174
TAS2R3	-0.2105
LOC440356	-1.10375
COQ10B	1.55525
PSMF1	0.3445
SORBS2	1.66583333333333
NFE2L2	-0.3315
TMCO7	0.2595
SH3PXD2A	-1.0054
SH2D2A	-2.18175
SPINK5	-3.24325
MRPS24	-0.45925
OPA3	-0.053
TRAF7	0.883833333333333
C4orf35	0.4185
MT1G	0.0978750000000002
MGC39545	-0.02275
HS1BP3	0.5249
OR2B2	0.7
CHRM4	0.0425
SFRP2	2.05666666666667
RIC3	1.2815
ART1	-0.003
C6orf1	0.955375
DUS4L	-0.92125
C10orf104	1.3525
TNFAIP6	2.1555
RTEL1	-1.55725
CCT4	-0.8652
ZNF709	0.42225
CHMP6	0.483666666666667
UPP2	0.131
CYP19A1	-1.94125
CD151	1.52133333333333
NDUFA13	0.332833333333333
ARFRP1	-0.467166666666667
FAM26B	1.114
CRYBA1	-1.1135
MRPL41	0.499
NPFFR2	-0.561375
HRH2	0.019
SCAMP3	0.18
MTMR6	1.3673
MTG1	0.306833333333333
UBTD1	1.666
CRABP1	-2.8355
FLJ33790	1.4499
KIAA1908	-1.2625
GPR158	-2.51175
PACSIN3	1.12266666666667
OMD	2.16733333333333
CATSPER1	-0.781
HOXB8	-0.588
FBXO46	0.436
OAS1	2.36133333333333
SVIL	-0.07725
PHB2	-0.3715
ADCY3	-0.856
NDRG2	2.07083333333333
ERMAP	1.3292
APBA2	-2.57616666666667
IGSF9	1.5915
WNT6	-0.155857142857143
MYCBPAP	1.4515
ATP2B2	-0.0981
CPVL	-1.6136
TRAM2	-0.978583333333333
NOP5/NOP58	-1.34575
ZNRF4	-0.12425
TLK1	0.324625
MTMR12	0.372571428571429
ZNF384	-0.551666666666667
FAM9B	-2.30675
RPN1	1.5165
PMVK	1.0615
EIF3D	-0.7479
SIX2	1.06625
HPS1	1.2015
RNF7	0.53125
PSKH2	0.0035
KCTD13	0.0941666666666667
CSMD3	-0.4551
FBF1	-0.5015
IL8	-5.12325
SERPINB13	0.3635
FBXL20	0.4025
BLR1	0.419
SH2B1	-0.567333333333333
RFNG	0.53075
RAB20	1.996
RBM7	-0.598
POLR1A	-0.2935
TMPRSS4	-2.1105
TAF9	-1.173
TERF2	0.535333333333333
TNFRSF1A	1.24025
ACADVL	0.581833333333333
GTF2H5	-0.005
EDG8	-0.346666666666667
C9orf140	-2.007625
UST6	0.75275
ZBTB8OS	-1.17475
ZNF710	0.4025
GPR174	-1.2895
ATP6V0A2	0.2725
KIAA0319L	-0.00425000000000002
XKRX	1.7765
DOPEY2	1.7746
SDHD	-0.44925
SUMF1	2.3765
OSM	3.4375
OPN3	-1.87625
DAGLB	-0.0896666666666667
PPFIBP1	-0.4664
TRIM63	-3.7825
C10orf53	0.256
LYPD3	1.263
BCL7A	0.4065
AGER	-1.7605
TCF19	-1.37675
SAT2	-0.1315
PFTK1	-1.36466666666667
GABRE	-3.666625
C15orf38	2.1973
FIS1	0.888
KCNV2	-0.312
CLPS	0.28175
PPCDC	-0.878625
FOXN2	-0.479333333333333
NT5E	-4.1894
CD83	0.14325
IL18	-0.099625
VPS16	0.6325
IGFBP2	0.146333333333333
NOTCH2	0.862
SIGLEC1	2.2395
CD93	4.3295
SULF2	-0.29875
CEP164	-0.662
P53AIP1	0.710833333333333
TOR2A	0.0823333333333333
ZNF136	0.5305
MGP	3.1454
CCDC144A	-1.07966666666667
TRPC1	-1.33216666666667
SMS	0.170166666666667
MAPK7	-1.19516666666667
RRAGC	0.088
PARD6A	1.01816666666667
NUB1	0.0986666666666667
SYNGR4	0.749
OR11H12	0.03
WIF1	1.846125
GCH1	1.19
OR11H4	0.196
SLC44A5	1.3615
GPRIN2	0.905666666666667
LOC401431	0.4605
CPA4	-2.9356
MELK	-3.24122222222222
IL15RA	-0.68475
CUL3	0.436
HMBOX1	0.26675
PODXL	-2.384
CCT6B	1.85966666666667
COMTD1	1.865
MUC20	-0.0321666666666667
GPX2	-2.099875
ITK	-2.014625
FBXL5	2.37875
C13orf27	-1.124
DEFA5	0.211
TRHDE	-0.1255
MTP18	-0.733166666666667
UQCRQ	0.4961
ITGB2	0.936916666666667
CSRP2BP	0.318
TAS2R44	0.225
PHPT1	0.354
FAM44C	-0.01375
ERH	0.80275
MPHOSPH1	-1.70116666666667
MORC1	-0.4995
PARVB	-0.93925
LAMA1	-2.5
PGBD3	0.84575
GIMAP6	3.65625
AREG	-4.25383333333333
LIPT1	-0.06225
MGC99813	-0.6525
C1orf201	0.448
GRIN2A	-0.4649
MAN2C1	-0.7465
NSUN5	-0.61775
SF3B5	0.7875
MYC	-2.1481875
NRXN1	0.0550833333333333
ZNF18	0.82775
SPDYA	-0.861875
SLC37A1	1.729
DECR2	-0.73925
ANKRD38	0.486375
SPTLC3	-1.09591666666667
SUPT16H	-0.320125
DTWD2	1.5845
ULBP1	0.156
ZADH1	1.252
OIP5	-3.6875
IL10RB	0.503166666666667
OTUB2	1.229375
VWA3A	1.0495
SPIC	0.127
OR6C4	0.2045
PSCD4	0.284166666666667
DPY19L2P2	-0.4955
TRAPPC6A	1.1875
C21orf2	0.214333333333333
CEMP1	-1.316
LIN7B	0.631
E2F7	-1.64133333333333
VCP	0.0488125
LAMA3	0.884083333333333
BGN	0.96425
GPR160	2.40683333333333
COCH	-2.13183333333333
GPR81	1.73316666666667
APOBEC3F	-1.88725
tcag7.1017	-0.8845
C1orf32	0.292
SCGB1D2	6.5435
FLJ43987	-0.2895
C6orf170	0.5255
KLK9	0.5515
GPD1L	1.290875
VPS37B	0.745
ATG3	-0.086
ADAMTS17	0.099
KLHDC2	0.9105
NDUFV2	0.44
BLK	-3.37025
MATN4	-1.6225
GPM6A	0.26875
GBP4	2.6935
TMEM162	0.628833333333333
PKP2	-1.6675
HRASLS	-0.382222222222222
MMP1	-5.3735
SFXN3	-0.1099
FSD1	-2.01766666666667
ST6GALNAC3	-1.363
CA12	1.6735
NCOA6	-0.6135
C19orf58	-0.329
