Hybridization REF	TCGA-BH-A0B7-01A-12R-A115-07
C1orf92	0.0218333333333333
LAMP2	2.42538888888889
CAT	0.455666666666667
C16orf80	0.24925
C15orf32	0.72
ZNF746	-0.29425
C1orf76	-1.2145
ATXN1	0.8785
LAMC2	0.441875
SLC2A7	0.4705
CPOX	-1.82425
APH1B	1.09183333333333
LOC442245	-0.479
CTNND1	0.884888888888889
GABRG2	-0.478125
MADCAM1	-0.0611666666666667
F5	-2.2335
SEMA4F	-0.613833333333333
NUDCD3	0.21825
PDZD11	1.089
TRIML1	3.4785
GCNT3	-1.83083333333333
TMEM120A	0.5935
CNDP1	0.166
N4BP1	0.721
SLC35F2	0.064875
LCP1	0.75775
IGBP1	0.0019
DCAKD	-0.405625
ELA2A	-0.4265
C12orf56	1.196375
PITRM1	0.503214285714286
GUK1	1.23966666666667
RASSF8	-0.87425
OR2A14	0.98575
ADM	-1.03622222222222
FGD3	0.8345
GHRHR	-0.226166666666667
RHPN2	-0.1565
C4orf39	-0.757166666666667
VPS72	-0.24625
SERF2	1.11594444444444
CD22	1.85283333333333
CD47	-0.7244
PPIC	0.839
IMPDH1	0.283
ACP6	-0.127666666666667
PRKACA	0.123
PPP1R1A	3.32925
TRPV3	0.08025
ASXL1	-1.009125
C17orf55	-0.961166666666667
FXYD1	1.61633333333333
LMOD2	-0.0505
ANKRD33	-0.026
LCE2C	-0.500125
ZNF620	-0.9795
DKFZP566E164	-0.7175
VSIG2	1.9405
KIAA1128	1.21475
USO1	0.199
NUDT4	0.714928571428571
CLDN1	2.48535714285714
OR4Q3	-0.379
FASTK	-0.409833333333333
ICOS	2.1925
LDB1	0.554
GSTA5	0.89075
ABCC1	-0.893
FAM54A	-1.73725
PCBP2	-0.4635
NUP205	-1.226
ACTA1	-0.396333333333333
GABBR2	-1.3055
PIP5K1B	1.3445
AGXT	-2.16233333333333
RNF181	-0.02275
ATP8A2	-0.8095
AFTPH	1.2359375
FGF21	0.23525
FCER1G	2.86125
SNTB1	-0.84
SLC24A3	-0.088875
TXNL4B	-0.8762
RPL10L	-0.278833333333333
LOC389517	-1.3006
TSGA13	0.551
SHOX2	-0.1145
ITGA7	0.6626
KCNIP2	1.068
KLF13	0.6375
ZFAND2A	-1.10625
CEACAM1	1.66692857142857
PFKFB4	-2.36766666666667
MED19	0.13275
LRRC57	0.481833333333333
RNF11	2.175
ANKRD32	-2.43925
P117	0.29675
OBFC2A	0.963166666666667
POLD3	-1.18041666666667
RAB18	1.065625
TPH2	0.0616
PHB	-0.1786
JDP2	1.3145
MORF4L1	0.1347
POU2F1	-0.9835
CNNM2	-0.860333333333334
LOXHD1	-0.1394
ZC3H15	-0.1365
ELK3	1.182
FAM111B	0.52775
CBLC	-0.328333333333333
SBNO1	0.512
ANKMY2	-0.592
PLEKHA5	0.2915
DHX58	1.0025
ARCN1	0.305833333333333
TREML1	0.6274
KNCN	-0.2
SEC24A	-0.34575
PSCA	1.74325
MGC24125	1.04633333333333
DNA2L	-0.9815
CIB4	-0.220625
HIGD2A	1.31683333333333
TBX6	0.0168333333333333
TTLL5	-0.9685
SGK3	-0.348333333333333
GCN1L1	-0.704
AMOT	-0.1161
LDOC1	1.34666666666667
NRK	-0.3915
ASB9	-2.06075
NAT1	0.5557
TRAFD1	0.45025
PEAR1	0.8515
FAM36A	0.1315
OR1S2	0.284333333333333
LOC388323	-2.47325
PGS1	-0.287333333333333
LEPREL1	-2.95875
TFF1	-2.5615
HAP1	0.517
EPHB2	0.634
ACTG1	0.605666666666667
ZFP42	1.12183333333333
HAVCR2	0.8951
NME1	-1.457
SNX26	-0.111
LACTB	0.377
ZKSCAN2	-1.040375
C5orf35	0.11875
ANKS3	-1.356
RBM28	-1.1925
DKFZP586P0123	-0.85275
HNRNPA1	-0.865166666666667
BCAS3	-1.38916666666667
FLJ20184	1.132
POLA2	-1.51716666666667
TMC7	-0.486
HSD17B6	1.156
ZNF658B	-0.396833333333333
TTTY10	0.0108333333333333
RANBP9	-0.0469166666666667
CPNE7	-2.31616666666667
EVL	0.0972941176470588
LNX1	1.19666666666667
IFNA21	0.725666666666667
CFD	2.80125
PYCARD	1.87766666666667
MYBPC2	-1.5435
ENPP3	3.52416666666667
ACSL4	-1.4675
LOC440258	-0.798166666666667
TMEM176B	3.38933333333333
SOX2	-5.04975
SCO1	-1.01533333333333
COMT	0.3895
AOC2	-0.049
PDLIM5	1.26878571428571
SPHK2	-0.152666666666667
NXPH2	0.7655
GPR108	1.39883333333333
RAD51L1	-0.5345
TMEM54	0.78225
LETMD1	-1.45344444444444
SLC6A17	0.4905
KRT75	1.173
STT3B	0.189666666666667
CD3EAP	-0.141166666666667
TMEM63A	1.0295
DUSP13	-2.56675
CD1C	1.757
LASS2	0.8755
AVP	0.346
PITPNM1	-1.012375
FLJ22795	-1.03
MCTP1	-1.85325
TRIM68	0.9085
UCK2	-0.544
ABHD1	-0.6295
FAM50A	-0.28475
RNASEH1	-0.283333333333333
PCP2	-0.205833333333333
OR52H1	0.175
C20orf149	-0.86275
RBP5	1.19466666666667
HYAL3	-0.043
CLPB	-0.875
SMNDC1	-0.23825
DONSON	-1.345
FLJ27523	0.084
BARHL2	-0.115666666666667
SLC30A9	0.317666666666667
TMPRSS11B	-0.2755
E2F8	-0.8375
CCDC25	-0.886
C14orf48	0.203
C20orf116	0.739
TSPAN11	0.6225
YIF1B	-0.590666666666667
FAM12B	-1.2455
OR1L6	0.1785
HPN	0.3326
NBN	-0.3475
C14orf94	-1.707
OCLM	-0.614
ZSCAN18	0.2731
L3MBTL	-2.3323
TSTA3	1.14666666666667
RAC1	0.9455
C19orf15	-0.0508333333333333
NFE2	-3.96275
KLK14	0.0365
ARSF	1.256
MAST2	-0.1775
AMICA1	3.1045
GTF2A1	-0.1265
ATP1A3	0.4785
TC2N	3.0622
PNKP	-0.2085
ODZ2	1.674875
MATR3	0.183625
S100P	0.01525
KRT82	-0.8365
CA13	1.2885
PROZ	-1.41383333333333
AASDH	0.0925714285714286
C19orf40	-0.214833333333333
DCK	0.121538461538462
FAM5C	3.56725
SLC6A4	0.72
MID1IP1	0.288625
TESSP5	0.47
TMOD4	-0.514833333333333
DOCK2	0.0423333333333333
TUG1	0.36725
NUP214	-1.285
DPYSL2	-0.193136363636364
GOLM1	1.80508333333333
MPFL	0.30425
SOX13	0.96225
SDCCAG8	0.5332
KEL	-1.958
NUP210L	-3.39175
GK	1.309875
DNAJB1	-0.16625
ALPK3	0.8455
CHID1	0.2763
CYLC2	-0.596333333333333
IKZF5	0.16475
C8orf51	0.671666666666667
PPM1J	-0.28325
GIMAP8	4.07533333333333
GPR101	-0.558
NR2F1	0.2515
ACAD8	0.505
RBM35A	1.46975
GNAI2	1.28616666666667
METTL8	-0.113
SLC39A7	-1.06425
FBXO8	0.99175
CAMK1	0.25225
RFC3	-1.181375
FAM129A	2.38235714285714
ILF2	-0.25775
FGFBP3	-1.65825
NOM1	-0.862166666666667
PSMA3	0.05275
ASCC3	0.4893
ZYG11A	-0.75425
SOX21	-1.158625
LYRM1	0.27625
DEFB1	3.9945
LOC91431	-3.10783333333333
OR7C2	0.6765
FAM46B	0.577
TMEM18	-0.857
ARHGAP30	2.112
TMEM86A	3.23541666666667
EPHA2	-0.5105
C10orf46	0.7019
TCHH	-0.421666666666667
C3orf30	0.3985
LOC285636	0.349166666666667
PAIP2	-0.00400000000000001
CYP2U1	-0.048625
C12orf34	0.743
SARS2	-0.971
ZCWPW1	-0.49675
SAMD12	1.341375
KIAA1430	0.002375
ACAT1	-0.50375
MEOX1	3.8865
ADAMDEC1	7.253
PHKA2	-1.0515
CARD11	-0.213333333333333
CALML4	-0.5365
TSSC1	-0.11375
TMEM45A	2.05266666666667
MPP7	0.974375
POU1F1	-0.562666666666667
SLC2A13	-0.1085
FBN2	-0.149428571428571
ZC3H7A	-0.3256
LAIR2	0.86
ST3GAL1	1.99366666666667
LCT	0.784
GEMIN8	0.0233333333333333
KLF16	0.3637
HIF3A	0.00630000000000002
FAM44A	0.0363571428571429
AQP10	-1.1854
PLA2G2A	2.83
FOLH1	2.762
C20orf186	-0.0575
MAPKAP1	0.13975
SPRR2D	-1.112
UBQLN4	0.296666666666667
RSHL1	0.409333333333333
PIAS3	0.338375
MRPL24	0.8525
GREB1	-3.079
FAM27E3	-3.162
NUP62CL	-1.0135
NEUROG3	0.402
REEP3	1.3695
MARK1	0.144875
LMBRD1	0.8095
PRPF19	-1.8785
PNMT	4.184
CTGLF1	-1.3665
SLC25A16	0.18575
EIF2B3	-0.3875
RPA2	-0.55225
PAK6	0.883333333333333
CCDC26	-4.177125
SEMA3E	3.835875
MXD4	0.9161
TNFSF10	4.3888
SMARCB1	0.154166666666667
DTX3L	1.05
PLA2G4E	0.4905
PPAP2A	1.67375
ULK1	0.317083333333333
TAS1R3	0.0495
SLC2A3	-2.05454545454545
ARID3A	-2.15925
GNG5	0.93975
ACOX1	1.037
KIF5B	0.3485
NUP153	-0.51825
MUC7	0.1695
CSDE1	-0.0762142857142857
CLPTM1	1.43875
C3orf23	0.2575
LRRC17	0.390833333333333
TTYH3	0.990125
ATP5B	-0.346
ELF3	1.2448
CPSF3L	0.113333333333333
ZNF665	0.428666666666667
TLR6	1.6415
GPI	-0.61275
RAD9A	-0.4565
NDST4	-3.25875
AGPAT3	0.604416666666667
MAGI3	1.504
ADORA2A	0.04875
CACNG7	0.228
CAMK2D	1.40871428571429
CCHCR1	-1.25425
RPS27A	-0.295
OR10G7	0.5345
GCM2	1.712
FAM135B	0.2595
E2F1	-1.72325
PLCB3	0.30475
OR2AE1	-0.065
COIL	-0.517666666666667
CDC25C	-1.2545
RAB11FIP2	-0.112
TSC2	0.09375
CTGLF5	-2.42
CCDC108	1.83875
OR13C4	0.43025
C10orf81	4.19575
PTPRB	2.24075
ACP2	0.1635
LAG3	1.086
MRPL54	0.28325
LOC201175	0.2915
ITGB1BP3	-1.83925
SPTAN1	1.631
SIPA1L2	1.802
RCAN2	0.2995
CDX2	-0.6575
ECOP	0.94275
ACTR1A	0.646428571428571
PPARG	0.0238333333333333
BBS10	0.3965
TMEM44	-1.298
BPIL2	-0.263333333333333
CITED1	0.0125
IRF6	3.9425
PRDM4	-0.1855
RRP9	-0.4855
OR10H4	0.261
IL31RA	-0.298
GNB1L	-1.142
MYBL2	-1.989375
ZNF407	0.909
PPIG	-0.802
TTC18	0.87475
RPSA	-0.9135
MAPT	-0.142714285714286
MRE11A	-0.649142857142857
C8orf37	-0.0396666666666667
RASGEF1C	-0.388333333333333
STBD1	1.72675
CTAG2	0.363666666666667
MGAT5B	-1.85916666666667
ECM1	0.6295
RLN1	0.273
PARP14	1.0255625
EPB41L1	0.0212
HOXA3	-0.952166666666667
MAGEA9	-4.363
RPS8	-0.327333333333333
RPS19BP1	-0.017
FOXJ2	-0.129875
C10orf76	0.27375
IL17RE	0.21825
C10orf65	-0.804
ZNF343	-0.369333333333333
FBXO33	0.174875
UHMK1	1.5997
LY6G6C	-0.10175
FGF19	-1.7075
C14orf128	-0.152666666666667
IFIT2	2.516
TIGD1	0.179
S100G	-1.44
GUCY1B3	4.0595
NR3C1	-0.2637
CORO1B	0.807833333333333
PARP11	-0.039
DNALI1	3.88833333333333
OR4N4	-0.46325
MAP2K6	1.57866666666667
FSTL4	0.05325
ANKRD47	1.3155
TMEM171	-0.6435
PNLIP	-1.01275
YY1	-0.0906666666666667
CCDC138	-2.226
AASDHPPT	-0.5473
CKS1B	-0.6596
MCM3	-1.73066666666667
ANAPC7	-0.637666666666667
FAM110A	0.7715
CDC37L1	0.136833333333333
THTPA	-0.1325
NBPF20	-1.068
WDR24	-0.699
NPTX2	0.9985
CBLB	1.252
CETN1	-0.098
RPUSD1	-0.30125
FAF1	-0.7845
CDK6	-1.6983
HMX2	-0.0595
CSK	0.459
TEAD2	1.43975
SNAP25	0.1215
TUFT1	0.41
TMTC3	0.3245
LCK	-0.20375
SGOL1	-1.38816666666667
AKTIP	1.15275
FURIN	-0.31
SOX12	-1.29216666666667
DEFB103A	0.1765
RAMP1	1.1685
KIR3DX1	0.7645
GAS2L3	-0.35975
PDE8A	-0.5159
EDN3	-0.26525
GMIP	0.96
SF3A2	0.43075
FN3KRP	0.24775
SMAD7	1.193
RHBDD2	0.5735
OR11H6	0.486
PPP1R3B	1.0406
C9orf23	-0.821
CADPS	-1.338
GOLGA8A	-3.590625
TMEM57	1.01166666666667
RGL3	-0.0275
S100A14	1.90325
FGFR2	-0.76925
XRCC3	-0.52625
RTN4RL2	0.22375
MGC3771	0.0435
GH2	0.137166666666667
BTBD2	0.118
LMO2	0.536
RDBP	-0.851125
ACRBP	-1.34625
AMY2A	2.65925
DUOXA1	0.5985
PTK7	0.623166666666667
TWF2	0.0891666666666667
FAM80A	-0.59575
TNNI2	-2.21966666666667
GLT25D1	-0.560833333333333
OCC-1	-1.75025
CYC1	-0.916333333333333
RPL22	0.129136363636364
MORN3	1.82833333333333
DISP1	1.2605
PRB2	0.043
CHUK	0.355
HR	0.0815
CCDC134	-0.6225
DENND4B	-1.13075
C14orf130	-0.786125
RAB33A	-0.29375
DCST2	0.282
TNMD	1.18725
PEX7	1.51925
FAM62A	0.070125
SRD5A2L	1.84675
IL22	-0.02675
RPS26	-0.215166666666667
HOXC5	0.619
SPATA6	0.62225
FLJ38482	0.427375
ZNF234	1.0075
C18orf22	0.52025
SPATA22	0.50275
THOC1	-1.0165
CYP7B1	3.9925
KCNC3	0.4225
C8orf42	-0.7485
ALDH1B1	-0.864
CCDC100	-0.2712
ARMC4	-1.9505
FAM18B2	0.47875
SLC44A1	-0.202375
FBXO17	-1.273
C6orf107	-0.01725
C19orf29	-0.747
ZC3HAV1L	-0.60625
PARP6	-0.2482
SULT2A1	-4.23025
C1orf159	0.2495
TMC1	0.057
CHST14	0.2035
GAMT	-1.31616666666667
SMCP	-0.143333333333333
TSPAN33	0.653666666666667
MIDN	-0.177125
NOX4	2.86575
RNASEN	-0.4351
TBX1	1.11633333333333
SALL2	-1.5075
C10orf35	0.8035
CYP2E1	-0.9595
LRFN2	1.20066666666667
ACO1	-1.23083333333333
IQCG	1.4524
MEGF9	2.21525
TM7SF4	3.34925
PLEKHA1	0.796866666666667
STK33	-3.216
C1orf210	1.80825
SNUPN	0.0116
KIAA0406	-0.6472
C20orf29	-0.2585
TMEM55B	-0.28375
OSTM1	-0.6445625
CLCN7	0.106
OTP	-0.148
FLJ23049	0.35
HEATR4	0.8905
MAP3K10	0.239833333333333
PCDHGA9	0.2965
AMDHD2	-0.3555
LCTL	-2.409
PDCD2L	-0.76625
CABLES2	-0.8375
SLC5A9	-0.691
CLCA2	5.657
MGC16025	0.6525
STRAP	-0.6875
C20orf196	0.405
RRBP1	-0.111833333333333
NAT13	-0.5995
MAT2B	0.33025
CSNK1D	-0.486666666666667
KIR3DL1	0.27275
PRKAG3	1.598
ZNF599	0.9785
PRM3	0.564
PER2	1.121
ASPHD1	-2.5375
PRMT6	0.106
KCNE1L	2.6985
FAM118A	-1.2755
TAF4	-1.11925
NDUFB6	-0.903
TRIM9	-1.40116666666667
PMFBP1	-0.3425
KY	-0.1765
DKFZp762E1312	-1.73363636363636
CSMD1	-1.1275
TBP	-0.361666666666667
OR1Q1	0.383666666666667
RETNLB	0.26525
HPGD	1.72571428571429
DNAJC12	0.4685
FKBP1B	-0.97375
ANKRD24	-0.967333333333333
CXXC5	-0.0358333333333333
IL3	0.233857142857143
DRAM	0.2247
PTCH1	-0.572125
TP53BP1	0.12225
SLC17A7	-0.148
COL25A1	-1.61344444444444
AMACR	1.791
RHCG	2.3695
VPS13A	-1.12016666666667
FAM55D	-2.127
PRPF38B	-1.17816666666667
OSBPL6	0.4765
PFDN5	0.1099
CMTM6	1.1785
KCNK12	-0.92
RP2	1.016
C16orf52	-1.95725
PICK1	-0.146
IFNE1	-1.32966666666667
SEMA4B	0.91875
TYRO3	-0.7755
OR12D2	-0.9965
CSNK1A1	0.3668
FANCF	0.72025
LONP2	0.31525
TBL1Y	-1.07925
LDOC1L	-0.356375
CCNC	0.20925
C3orf60	-0.3375
CHKA	-1.7825
UBAP1	0.48325
MAP3K1	1.4365
ANKRD9	-1.2085
FAM92A1	-1.248
GAB2	0.025
AZU1	0.1445
DIS3	-0.555333333333333
C21orf109	-1.00525
IQCB1	-1.41325
SPATS2	-0.752333333333333
EFCAB3	-0.134666666666667
PRB3	0.092
FUZ	-0.648
ZNF813	0.848625
BMPER	-0.3215
HEG1	0.62775
ALS2CR11	0.24175
SURF2	-0.3855
PSMC1	-0.583666666666667
OR2D2	0.9155
SLC7A8	1.61066666666667
C4orf40	-0.158
SPATA7	-0.272
MAZ	-0.162416666666667
PIN4	0.6385
PDE1A	-0.016875
TAF6L	-0.00916666666666665
OR2T34	-0.0435
KIAA0284	-0.01675
ACADS	-0.741090909090909
MKRN2	-0.845
C18orf56	-3.41275
MS4A6E	0.1265
GALNT4	1.0184
C22orf31	-0.2605
FLJ36070	-0.0245
PSME4	1.31575
TFG	-0.3238
EPHX2	-0.0775
ANXA5	-0.02575
KRTAP1-1	-0.049
BATF	1.719
KARS	-1.35325
MSTP9	-0.835
GPR26	-0.1695
CCDC72	0.91625
TEF	0.679166666666667
FOXK1	-0.1554
PRLHR	0.272
EMX1	0.657
C11orf30	0.3705
ICK	1.490875
THSD7B	0.298
C21orf100	-1.372
DUOX1	2.759
EFCAB4B	-0.47575
UBE2G2	-0.3115
C3orf54	0.03475
PARP1	-0.356
FAM60A	-0.85475
C6orf146	-0.2185
OR9K2	0.3635
DDX55	-1.20783333333333
RPS15	-0.26325
ZNF618	0.7583125
DKFZp686D0972	1.30725
SSPO	-2.0145
SHFM3P1	0.133833333333333
CPA6	0.72125
JAG2	0.7305
DEFA3	1.228
PPBPL2	0.38025
CD34	4.68725
SLCO4A1	-2.831875
AFG3L1	-2.156
SHD	-0.56425
RP13-122B23.3	-0.864666666666667
PRKCSH	-0.123166666666667
DPH5	-0.336333333333333
HLA-F	1.706375
TBC1D4	-0.32175
RIG	-0.32375
GLUD1	-0.284666666666667
HNRPCL1	0.478
HBXIP	0.0035
RNF207	-1.429
APIP	-0.869
PLA2G3	-3.14333333333333
CCDC84	-1.97175
MYLIP	-0.499153846153846
PHIP	0.408
AARS2	-0.590833333333333
DHX32	0.76775
SCAPER	-0.1655
MEN1	0.209714285714286
NIP7	-1.262
FLJ25404	0.635
FASTKD3	-0.00125
TMEM158	-2.21108333333333
RARA	0.896
BDH1	0.7295
ANKRD16	0.26675
CARM1	-0.079
SS18	0.413166666666667
IKZF2	0.953083333333333
MYD88	0.884375
PML	0.4252
TAF1A	-0.9135
CBFB	-0.510375
HIST1H3H	1.30233333333333
C7orf29	-1.55
COMMD4	-0.582166666666667
DPP3	-0.612
DAB2	0.800625
LOC388882	-0.171
YPEL4	-0.3525
AGBL3	0.56625
LRP6	-0.1199
SERPINH1	-0.14525
TLE1	0.286
CD244	0.8055
ZDHHC15	-0.039
MGLL	0.9884
PLDN	0.388
LOC654346	2.0075
FAP	3.19525
GPR37	0.751833333333333
SCARA5	2.60216666666667
EBF4	0.800545454545455
LSM6	-0.34275
MLLT1	-0.288375
SLC5A12	-1.22325
A2BP1	-1.28616666666667
COPS5	-0.532
TPM4	-0.416428571428571
TNFSF4	0.654833333333333
ACADSB	-1.07255555555556
HERPUD1	0.48875
BCL2L11	-0.324111111111111
CEP78	-1.781125
CDCA3	-1.533875
WBSCR19	-0.6532
MYO1A	-1.857
PPEF1	2.5335
LOC440348	-1.26825
CPEB2	1.100375
BPTF	0.00158333333333336
RPL21	-0.49325
GSX2	0.64
ADPRH	1.429
C17orf68	0.0221666666666667
KCNS1	-0.114333333333333
MLLT6	0.274
PIWIL4	0.2945
RNF26	-0.57775
RAP1B	0.193
ADAMTS1	0.1371
ZNF571	0.7465
P2RY6	0.4205
TRIM21	0.906
CADM3	0.4725
NLRC5	0.823333333333333
ADRA2B	0.459
LOC90835	0.572
PCF11	-0.5845
LOC400451	1.77
GLTSCR1	0.4862
C17orf88	-0.617166666666667
CDH16	-2.07825
FGF7	3.996125
PCSK4	-0.145166666666667
NPC1L1	0.343333333333333
TAT	0.275142857142857
TBCA	-0.3045
MGC33407	0.33375
GPR115	-0.13825
CYGB	0.897
FNBP4	-1.401
C12orf43	-0.3965
CBL	-0.2689
CLECL1	3.064
PPAPDC1A	1.36925
WDR25	-0.236833333333333
SGCA	0.623
C22orf29	-0.944166666666667
YIPF1	1.84375
GALK2	-0.3595
RAB3B	-3.21033333333333
LOC440087	-0.117
UCP1	-0.258
REEP5	1.4355
FADD	-0.1646
FOXA1	2.850625
CACNA1A	0.205833333333333
ABI1	0.910833333333333
GRIN2D	0.57725
SLC1A4	-0.180833333333333
LOC401127	-0.53725
HINT2	-1.06625
PLD4	1.53683333333333
ZNF286A	-0.97575
ENY2	0.121
IL1F6	0.493
PXDNL	1.94825
C20orf79	0.132
TNFSF13B	3.61916666666667
DENND3	0.3765
JARID1D	-2.7895
HIST1H2AK	0.74175
LOC93349	0.5639
SSH1	-1.2594
ENSA	0.1115
LOC219854	0.370666666666667
CKAP2	-1.6758
DKFZP564J102	-0.207333333333333
MGC87315	-0.0998333333333333
HNRPAB	0.3905
AMH	-1.001
ZNF526	0.3985
BRUNOL5	-0.1104
CACNG3	-0.0458333333333333
TRPM1	-1.4815
PPP2R1A	0.255375
COL2A1	-1.36075
DDN	-0.0901666666666667
FLJ25770	0.723
HK2	-0.410142857142857
ELOVL6	-1.269625
MDK	0.52825
EPHX1	3.37725
RASSF2	0.974625
DKFZP434B0335	-0.234
DLX3	0.09225
PRTN3	-0.07325
AVPR1A	1.79575
C21orf125	0.77075
TNFAIP8	0.236
GNB2L1	-0.14325
CALCRL	4.4145
SCGB2A2	8.09283333333333
UBXD7	-0.159
ZNF674	-0.157
TMEM35	0.04425
BRSK2	-0.34575
HECTD3	0.761833333333333
TMEM188	-0.54925
LGALS9	2.284625
SCARB2	2.00958333333333
USP34	0.380583333333333
C17orf28	1.75691666666667
ZDHHC23	-0.214
AQP12B	0.5285
SLC16A3	-2.173125
APLP2	1.6825
ITIH2	-4.69375
MICAL3	-0.30475
TNNI3K	0.8211
HDAC2	0.398
PRR7	-0.182
THBS2	-0.16825
LOC751071	-0.845666666666667
CA2	1.0825
RANBP17	0.4405
RLN3	0.273
CRYZ	0.334
GBAS	-0.144
TAS1R1	0.528
MPZL3	1.6095
PCDH8	-1.25025
HSP90B1	-0.426916666666667
KCNK15	-0.8715
TNIP2	0.2355
GPR146	0.60625
NOL6	-0.4375
SPC25	-2.45377777777778
STEAP2	1.46485714285714
VAMP3	0.513166666666667
TCIRG1	0.42975
ZP4	-1.0285
PARL	-0.270375
TRIM39	0.277833333333333
KIAA1305	1.0745
CRNN	-0.202833333333333
GRN	1.0325
HSH2D	-1.1115
SCAMP1	0.58525
KIAA1913	1.17925
PTS	1.24575
BANP	-0.0344285714285714
PRKACG	-0.35
ADCY6	0.498333333333333
C16orf46	0.6625
CYP51A1	-0.2895
DDC	-4.26975
ANPEP	-0.197
PROM1	4.12233333333333
SIGLEC10	1.90475
COPG	0.94
FAM26E	1.8505
TRIP4	0.7425
SNX3	1.06366666666667
C1orf175	0.002
PPY2	-0.25875
C14orf152	-0.39075
FTSJ1	-0.613833333333333
DST	0.75545
LOC554235	0.14875
GLRX5	-0.48325
C20orf12	1.076
CAB39	-0.186666666666667
MSH2	-1.4915
PIP4K2C	1.05425
CYLD	1.59175
WTAP	0.3244375
MGAT4A	3.87822222222222
TSC22D4	-0.2038
CHRM2	-2.0535
PPYR1	0.0906666666666667
CCNH	-1.159
RRM1	-0.92875
ECAT8	-3.52875
LOC400120	0.0055
GABRA4	0.2695
C14orf4	0.0875
C1orf59	-0.142
CTDSPL	0.662166666666667
NHEDC2	-0.537
PDE11A	0.190875
KLHL29	-1.02075
CD5	1.1229
TSPAN9	1.931
WDR67	-0.7935
THUMPD1	-0.0225
C18orf17	0.2765
CLYBL	-0.525
FLJ13231	-0.818
CMBL	0.429375
LECT2	-0.5725
NKAPL	3.81933333333333
LOC654780	0.893
OR4C6	0.024
RAB30	0.132833333333333
TSSK4	-0.161
TMEM163	1.5515
OSBPL11	-0.10625
GNB5	-1.3165
CCL21	2.43925
C1orf121	0.381666666666667
FMO2	3.167
RPTN	-0.161
MSTN	2.1935
VCL	-0.147714285714286
FYTTD1	0.26375
C11orf1	0.49325
CCDC88C	0.1940625
HFE	-0.73
MOGAT1	0.554
FAM125B	0.620333333333333
IRGQ	0.5025
RAVER2	-0.8095
AKAP5	-1.027
SSSCA1	-0.45625
C11orf63	0.0172499999999999
ACTG2	2.0771
PORCN	-2.053
DTL	-1.59181818181818
TMEM151	0.2975
FAM122C	-0.401
RSAD2	4.2064
BAT4	-1.058
KRTDAP	-1.60733333333333
MYH8	0.236714285714286
CRTC3	0.2245
LRRFIP2	-0.1873
INTS4	-0.381333333333333
TTN	-0.786
SLC26A5	0.3525
PLLP	-1.4805
RGS6	0.63225
SRGAP3	0.324125
ZNF525	0.593333333333333
NBR2	-0.6465
C13orf1	-0.976
ZNF137	0.8655
CEP27	-1.2115
BEST2	-0.0375
RNF121	-0.105
DMRTC2	2.8515
C8orf76	0.4445
BCCIP	0.01425
MEST	-0.5975
HTRA2	-0.4635
ANGPTL2	1.20575
ILKAP	0.438
ERAS	0.626
HBS1L	-0.080375
CPA5	0.3005
TMEM30A	0.984166666666667
CD300LF	2.50216666666667
WISP3	4.429
CRK	0.701571428571429
PDS5A	0.269
BRPF3	0.211333333333333
NEDD9	0.06075
SMPDL3B	2.05375
PSG6	0.364
PSMD13	0.9785
ETV5	-1.8910625
OR51A4	-0.033
BTBD7	0.191833333333333
GSTO1	-0.84525
hCG_16001	-0.461
MAD2L1BP	-0.4145
COX6A2	0.627
SCNN1A	1.42116666666667
LSM1	-0.522833333333333
UGT2B11	4.43775
IDUA	0.6675
PPP2R3C	-0.762666666666667
COX11	-1.8305
PDZK1	-2.88625
ZNF443	0.5395
MGC21874	1.36133333333333
ZNF323	1.7324
KRTAP10-10	0.2155
CXCL6	0.65575
SLC34A2	3.5813
LOC284402	0.1225
NPTN	1.27958333333333
UPP1	-1.21325
SLC6A9	0.24
OR7G3	-1.06
CISD1	-0.1685
ZNF545	-0.0801666666666667
SYT14	-0.815
NT5C3L	-0.825
ZNHIT3	-0.464833333333333
SNRPD3	-0.529
KIAA0701	-0.16275
UNC93B1	0.525166666666667
GMNN	-1.118
SPCS2	0.382666666666667
LOC388524	-1.125
NAPRT1	-0.3385
PNLIPRP1	-1.06575
OR6V1	0.4845
PRKAB1	-0.0755
EYA4	-3.17466666666667
KIF20A	-1.03225
ALG10	-0.31725
ITPKC	0.984666666666667
LMX1B	0.996333333333333
RPUSD4	-0.797
C7orf34	0.275333333333333
DLGAP2	0.730714285714286
PFN1	0.2823
MICALL2	0.0991666666666667
ZNF654	0.458
SS18L1	-1.753375
SLC16A8	0.498
MKI67IP	-0.109833333333333
ITGB3	0.003875
TCEA3	2.13708333333333
CEP152	-2.4344375
CLIP1	1.057875
ZNF75	0.111875
ATP5C1	0.8005
NUDT5	-0.615166666666667
PSCDBP	2.85025
UBP1	-0.42725
RBM27	0.713
C13orf15	2.865625
ZNF282	-0.758833333333333
ZNF222	0.0759
COL10A1	4.95575
PRDM15	-0.702625
TTTY5	-0.84
FAM9C	1.41283333333333
C20orf67	0.22225
GNG13	0.5365
F12	0.47825
C1orf41	-0.38875
CPXCR1	-0.968
GSK3A	0.373375
SUPT6H	0.363166666666667
PI16	2.22233333333333
ELL2	-1.262
C9orf167	-1.82766666666667
PVRL3	-1.5667
FLJ38596	0.219333333333333
ADAM20	-0.032
GPR89A	0.325
GPR87	-0.1045
ZNF30	-0.3645
