Hybridization REF	TCGA-A2-A0EM-01A-11R-A034-07
CCR6	1.066
PALM	1.39375
PUM2	0.635571428571429
SPRYD5	-4.2525
ALG10B	-0.528285714285714
ZNF365	1.83175
PHC1	-1.69625
KIAA0913	-0.1445
ARX	0.571375
PPP3CB	0.608333333333333
IRX6	-0.878
ANGPTL4	-1.7457
LSM14B	0.0177
PCDHGB7	0.2965
INSM1	0.792416666666667
WBP2NL	-0.1645
ZNF493	-0.2396875
NGEF	-2.8355
RNASE13	-0.273
SPPL2A	-0.187833333333333
SFXN1	-1.36875
FAM102A	0.66025
SAPS2	-0.27225
JTV1	-1.0265
OR51B4	-1.57
SCGB1A1	0.113333333333333
NEUROD2	0.242571428571429
tAKR	-0.726666666666667
C1orf26	0.76525
RICH2	-0.95975
TEDDM1	0.0405
CYP2S1	-0.0965
TBCE	-0.204166666666667
MAPK1	-0.702375
HDHD1A	-0.39925
MRM1	-0.5305
ATP9A	0.342928571428571
HSD17B3	-0.25275
HN1L	0.933
RNF216	-0.803125
HOXD12	0.166
PPP1R14B	-0.886
SBF1	-1.2915
TAS2R42	3.1405
USP46	1.067
LILRB3	2.25183333333333
SPI1	0.65975
OXSM	-0.213
GYS2	0.4324
NUPL2	-0.8285
C8orf46	-1.893625
SF3A1	-0.0809
C21orf99	1.68425
HOXB4	0.0383999999999999
YRDC	-0.38975
GPRC5D	0.5825
BLVRA	0.07575
KIF12	3.359
LRRC23	0.407
FAM14A	1.03366666666667
RASL12	0.75975
DAZAP2	1.408
IKBKB	0.497714285714286
ZNF271	0.743
BOK	1.0705
CXorf6	-1.98225
MYEOV	-1.73875
BTN2A2	-1.7166
FRG1	-0.641
HSP90AB6P	-0.3065
ENOX1	1.86583333333333
ZNF706	0.2719
DOK1	0.7458
PGAP1	-1.369875
TMEM136	0.37625
FSCN1	-2.39575
KIF17	-0.31525
TRIM66	-0.28
CBR3	0.0213333333333334
C13orf24	0.205166666666667
C19orf52	-0.448
BNIP1	0.26025
AQP3	-1.551625
KRT6C	-0.802666666666667
SIRPA	-0.381
IGFBP6	-0.7485
PLEKHK1	-1.30375
RNASE7	-0.605
ARHGEF15	1.0985
NPHS2	0.16875
SRD5A1	-1.156
REXO4	-1.074
EEF1DP3	0.22975
SLC37A2	0.24875
ZNF142	0.61175
ANKHD1	-1.167
MUT	0.2015
VPS37A	-0.178
GPRIN1	-0.732
SLC38A3	-1.57425
BAZ2B	0.9535
WDR87	-0.236
BRD7	-1.315
POU6F2	-0.28
NISCH	0.804
TCEB1	-0.41925
LINGO2	-2.9355
TAX1BP3	-1.40275
RPL34	0.315277777777778
MARK2	-0.279333333333333
AKAP12	-1.1693
AMBN	-0.6955
SLC25A27	-2.00733333333333
FLJ21865	-0.712125
KIR2DS2	0.3335
WDR77	-0.9815
ATF2	0.20525
ITFG3	0.1185
SLC39A13	1.04925
ARL6IP5	1.0565
C10orf137	-0.267375
QTRT1	-0.822166666666667
CCNT1	-0.23575
DYNLL1	0.3043
WDR53	-0.27475
LIPG	-0.1535
ASAH3	-0.00850000000000001
HELB	-0.97125
PHACTR2	-0.085
VENTX	-0.10975
LAD1	0.679833333333333
PAOX	1.368
MAPK8	-0.957
CCDC38	0.55525
DNAJC8	-0.3102
RBBP8	0.4805
WNT11	1.0508
KCNJ12	-1.26216666666667
HDAC8	-0.292
STARD4	-1.9095
ACVR1	0.678833333333333
C14orf65	-0.138666666666667
KLB	-1.162
C1orf65	0.4925
ZFYVE28	0.69725
NSUN6	0.47225
KIF27	0.236333333333333
SYTL2	0.00850000000000002
UBXD2	0.5482
OR6T1	0.6805
CCDC91	0.931071428571429
GRID2	-0.66
CALN1	-0.9355
ZNF423	0.755
PSMB4	-0.0313333333333334
XPNPEP3	-0.5065
ARPP-21	-3.38225
SART1	-0.609
RACGAP1P	-2.2935
SPTA1	-4.0745
C6orf113	-0.696666666666667
C7orf16	-1.98425
CHST7	-0.448
C21orf29	0.029
SEMA6D	-1.443875
PCMTD1	1.7029375
KIAA1754	-1.069
MYCN	-1.0813125
KCNJ3	4.93
MAPK13	2.0026
ERO1LB	3.2095
NTF3	-1.84766666666667
NKX6-2	-0.44875
GTF2B	-0.08425
GSPT1	-0.5795
GUSB	0.463833333333333
LOC221091	-1.5245
LIG1	-1.0405
EXTL3	-0.499333333333333
NID2	-0.673
TTC29	-0.9085
TMEM97	-0.6115
EXTL2	-0.924333333333333
SUZ12	0.422625
IL1F8	0.2885
KRT18	-0.622727272727273
MRPS16	-0.455083333333333
PI4K2B	-0.65925
LACRT	2.5885
OR51F2	-0.501
JMJD2C	-0.046125
KGFLP1	1.8675
CDK5RAP3	-0.5229
YTHDF2	0.2485
GGCX	-0.399875
ARPC4	0.3415
EGLN2	1.79983333333333
KBTBD4	0.630714285714286
ROBO3	-1.0007
DEFB118	1.3265
KIAA1543	0.487
RTCD1	-0.617833333333333
MZF1	-0.183
C18orf26	-0.0445
CNIH4	0.363166666666667
ZFP2	2.03566666666667
HTATSF1	-0.16825
WFDC2	3.097375
NDUFA7	0.339
TTC22	0.255166666666667
FAM40B	-3.12775
DCPS	-0.81725
SH2D1B	-2.41783333333333
MRGPRE	0.8775
SBK1	-0.2355
UNQ6411	0.3365
OSBPL9	-0.521
NUP107	-0.49675
MYOZ3	0.4598
PDE4B	-1.35058333333333
FAM113A	-0.7505
IDH3G	-0.260833333333333
FBXL7	-0.42925
ARFGAP3	-0.39325
MAPRE2	-1.19792307692308
IL1RN	1.9273
KIF13A	-0.15875
RAC3	-0.6215
TCTE1	-1.057
TMEM14B	-0.2745
ADIPOR1	0.4215
GRINA	0.234
CLIP4	-1.41725
LRIT2	-0.0415
TFPI	-3.32828571428571
FABP6	-2.211
SLITRK2	-0.337111111111111
HKR1	0.50875
SMTN	-0.49875
C1orf75	-0.24925
CD209	0.01875
CYB5R2	0.4865
DNTTIP2	-0.506166666666667
CSGlcA-T	0.31025
GABRB3	-0.16425
PCBD1	0.6355
TAF3	0.918916666666667
HOXD3	-0.890833333333333
GIPC3	-0.1296
P11	-0.0474
BFSP1	-1.458
LCP2	-0.11225
TAS2R8	0.4795
SEZ6L	-0.25
NR2C1	-1.11825
EXDL2	0.9281
TNFRSF13B	-2.48816666666667
MKI67	-2.76375
GLS	-0.442583333333333
C7orf54	-0.0672
LGALS13	0.366833333333333
IL4R	0.8545
SEC11A	-0.0108333333333333
SPP2	0.7348
C18orf32	1.63175
CLSPN	-2.25066666666667
SPAG1	1.134875
C9orf82	0.418
TM4SF1	-1.47375
EMILIN2	1.007
SMG7	0.29
TAS2R13	0.405
ZNF628	0.149
DZIP1L	-0.607166666666667
ANKRD13A	-0.0462
VASP	0.95925
ZCCHC11	-1.95925
SYPL1	0.822625
MGC34774	0.74725
C4orf28	0.192375
KIAA1211	0.576083333333333
RPS27L	0.4555
TATDN3	0.04325
PDCD1	-0.47825
OR5P2	0.854
IFIT1L	0.85
MIPOL1	1.27775
OR51D1	0.47725
C1orf92	-0.683333333333333
LAMP2	0.3015
CAT	0.724833333333333
C16orf80	-1.4825
C15orf32	0.4115
ZNF746	-0.0435
C1orf76	-1.867
ATXN1	0.81875
LAMC2	1.758125
SLC2A7	0.229
CPOX	-1.77475
APH1B	2.2985
LOC442245	-0.7535
CTNND1	0.879833333333333
GABRG2	-0.3575
MADCAM1	0.975333333333333
F5	-3.063375
SEMA4F	0.357666666666667
NUDCD3	0.293125
PDZD11	0.4065
TRIML1	0.1425
GCNT3	-1.569
TMEM120A	0.965
CNDP1	0.312
N4BP1	-0.622875
SLC35F2	-0.41075
LCP1	-0.72
IGBP1	0.0592
DCAKD	0.72725
ELA2A	-0.8415
C12orf56	-2.12085714285714
PITRM1	-0.0278571428571429
GUK1	0.310166666666667
RASSF8	-0.7973125
OR2A14	-0.494
ADM	-4.03411111111111
FGD3	2.3975
GHRHR	0.083
RHPN2	0.4835
C4orf39	-1.21083333333333
VPS72	0.2035
SERF2	0.511888888888889
CD22	1.213
CD47	-0.1464
PPIC	0.96
IMPDH1	-0.656916666666667
ACP6	0.589166666666667
PRKACA	-0.411
PPP1R1A	1.38225
TRPV3	0.694
ASXL1	-0.760625
C17orf55	-0.827333333333333
FXYD1	-0.8002
LMOD2	0.6965
ANKRD33	0.3875
LCE2C	-0.0352857142857142
ZNF620	-0.354
DKFZP566E164	-0.722
VSIG2	1.6025
KIAA1128	0.80275
USO1	-0.0411666666666667
NUDT4	-0.104428571428571
CLDN1	0.0691428571428572
OR4Q3	0.8575
FASTK	-0.360166666666667
ICOS	0.655
LDB1	0.134
GSTA5	-1.468
ABCC1	-1.60083333333333
FAM54A	-3.15175
PCBP2	-0.503833333333333
NUP205	-1.35525
ACTA1	2.2605
GABBR2	-2.126
PIP5K1B	-2.2165
AGXT	-2.4515
RNF181	0.25075
ATP8A2	-0.5595
AFTPH	1.535875
FGF21	0.111
FCER1G	1.3835
SNTB1	-1.5815
SLC24A3	-0.049
TXNL4B	-1.6092
RPL10L	-1.05866666666667
LOC389517	-0.55165
TSGA13	0.267
SHOX2	-0.304
ITGA7	-0.7402
KCNIP2	-1.0625
KLF13	0.1549
ZFAND2A	0.12875
CEACAM1	0.609142857142857
PFKFB4	-2.58466666666667
MED19	0.719
LRRC57	0.116833333333333
RNF11	0.96325
ANKRD32	-2.5395
P117	0.16775
OBFC2A	-0.600333333333333
POLD3	-0.605583333333333
RAB18	1.179375
TPH2	-0.163166666666667
PHB	-0.2452
JDP2	1.41533333333333
MORF4L1	0.2801
POU2F1	0.1605
CNNM2	-0.68875
LOXHD1	0.496666666666667
ZC3H15	-0.97675
ELK3	0.0653333333333333
FAM111B	-1.12975
CBLC	3.4275
SBNO1	0.74775
ANKMY2	0.17325
PLEKHA5	-0.018
DHX58	0.858333333333333
ARCN1	0.228833333333333
TREML1	-0.1401
KNCN	0.14
SEC24A	-1.141875
PSCA	-1.9515
MGC24125	-0.1885
DNA2L	-1.38
CIB4	-0.2705
HIGD2A	0.133166666666667
TBX6	-0.562833333333333
TTLL5	-0.427
SGK3	3.05183333333333
GCN1L1	-0.45075
AMOT	0.28
LDOC1	-1.32616666666667
NRK	-0.158
ASB9	-2.513
NAT1	5.5058
TRAFD1	0.24575
PEAR1	-0.4085
FAM36A	1.48675
OR1S2	0.618
LOC388323	-1.2655
PGS1	-0.6725
LEPREL1	-2.6505
TFF1	0.653333333333333
HAP1	0.453
EPHB2	-0.3275
ACTG1	-0.0065
ZFP42	-0.656
HAVCR2	0.65
NME1	-0.912
SNX26	-0.496916666666667
LACTB	0.968833333333333
ZKSCAN2	-0.36575
C5orf35	1.29925
ANKS3	-0.65425
RBM28	-1.5495
DKFZP586P0123	-0.97325
HNRNPA1	-0.263
BCAS3	-1.13125
FLJ20184	1
POLA2	-1.3
TMC7	-1.23583333333333
HSD17B6	2.1785
ZNF658B	0.741833333333333
TTTY10	-0.157333333333333
RANBP9	-0.8525
CPNE7	-2.11883333333333
EVL	2.01141176470588
LNX1	0.439833333333333
IFNA21	-0.832666666666667
CFD	0.91525
PYCARD	2.41716666666667
MYBPC2	-0.706
ENPP3	-1.399
ACSL4	-1.565
LOC440258	-0.405833333333333
TMEM176B	2.9245
SOX2	-5.06975
SCO1	-0.601666666666667
COMT	0.472
AOC2	-0.1295
PDLIM5	2.06735714285714
SPHK2	0.583333333333333
NXPH2	0.087
GPR108	0.3885
RAD51L1	-0.181333333333333
TMEM54	-0.01475
LETMD1	-0.991555555555556
SLC6A17	0.37075
KRT75	1.257
STT3B	-0.473166666666667
CD3EAP	-0.337333333333333
TMEM63A	0.05125
DUSP13	-2.26775
CD1C	0.605333333333333
LASS2	0.903
AVP	0.8075
PITPNM1	-0.851125
FLJ22795	-1.8365
MCTP1	-2.331
TRIM68	0.428166666666667
UCK2	-0.594666666666667
ABHD1	1.02925
FAM50A	-0.3245
RNASEH1	-1.13083333333333
PCP2	1.28633333333333
OR52H1	0.1055
C20orf149	-0.1075
RBP5	-1.04666666666667
HYAL3	-0.31
CLPB	-1.36275
SMNDC1	-0.327
DONSON	-2.772
FLJ27523	0.826333333333333
BARHL2	0.4562
SLC30A9	0.449333333333333
TMPRSS11B	-0.084
E2F8	-2.57966666666667
CCDC25	0.459583333333333
C14orf48	0.159166666666667
C20orf116	0.704875
TSPAN11	0.707
YIF1B	-0.962166666666667
FAM12B	-0.5065
OR1L6	0.127
HPN	1.7181
NBN	0.689625
C14orf94	-0.569166666666667
OCLM	1.022
ZSCAN18	-0.1551
L3MBTL	-2.1789
TSTA3	1.15833333333333
RAC1	0.078125
C19orf15	-0.4322
NFE2	-3.19875
KLK14	0.2025
ARSF	0.3375
MAST2	0.0538333333333333
AMICA1	1.8965
GTF2A1	0.73475
ATP1A3	-0.20525
TC2N	3.3412
PNKP	0.18675
ODZ2	2.957625
MATR3	-0.298875
S100P	-3.124625
KRT82	-1.096
CA13	0.3256
PROZ	-1.58533333333333
AASDH	0.458857142857143
C19orf40	-0.2625
DCK	0.201923076923077
FAM5C	-1.6535
SLC6A4	1.9285
MID1IP1	-0.549125
TESSP5	-0.171
TMOD4	-0.124
DOCK2	-1.45383333333333
TUG1	0.14725
NUP214	-1.226
DPYSL2	-0.240954545454545
GOLM1	1.79583333333333
MPFL	-0.1
SOX13	0.9745
SDCCAG8	1.2525
KEL	-1.2105
NUP210L	-1.51
GK	0.139285714285714
DNAJB1	0.68375
ALPK3	-0.1475
CHID1	0.6841
CYLC2	0.920166666666667
IKZF5	0.9835
C8orf51	0.8845
PPM1J	2.506
GIMAP8	3.11933333333333
GPR101	-0.8685
NR2F1	-0.7415
ACAD8	-0.03525
RBM35A	0.93375
GNAI2	-0.398333333333333
METTL8	-0.185
SLC39A7	-0.55475
FBXO8	0.09225
CAMK1	-0.2015
RFC3	-0.872
FAM129A	3.31157142857143
ILF2	-0.35925
FGFBP3	-3.159375
NOM1	-1.28533333333333
PSMA3	-1.05375
ASCC3	0.1696
ZYG11A	0.19025
SOX21	-1.9305
LYRM1	0.90625
DEFB1	-0.1975
LOC91431	-2.87116666666667
OR7C2	0.8025
FAM46B	-0.878125
TMEM18	0.13
ARHGAP30	0.763833333333333
TMEM86A	1.64208333333333
EPHA2	-1.2505
C10orf46	1.4255
TCHH	-1.66816666666667
C3orf30	-0.239333333333333
LOC285636	-0.239166666666667
PAIP2	-0.1365
CYP2U1	-0.39475
C12orf34	1.26175
SARS2	-0.585333333333333
ZCWPW1	0.9375
SAMD12	1.13075
KIAA1430	-0.351
ACAT1	-0.3045
MEOX1	0.396666666666667
ADAMDEC1	4.44875
PHKA2	-1.163
CARD11	-1.43066666666667
CALML4	-1.376
TSSC1	-1.09925
TMEM45A	-0.543111111111111
MPP7	2.701
POU1F1	0.237
SLC2A13	-0.0997
FBN2	-0.968571428571429
ZC3H7A	-0.3063
LAIR2	-0.217666666666667
ST3GAL1	0.6845
LCT	-2.3645
GEMIN8	0.636
KLF16	0.3521
HIF3A	0.2838
FAM44A	0.338214285714286
AQP10	-0.7546
PLA2G2A	-0.385
FOLH1	0.843833333333333
C20orf186	0.61
MAPKAP1	-0.58475
SPRR2D	-1.0405
UBQLN4	-0.268
RSHL1	-0.0981666666666667
PIAS3	0.706875
MRPL24	1.12975
GREB1	-0.378
FAM27E3	-3.0085
NUP62CL	-0.56375
NEUROG3	0.8265
REEP3	1.32791666666667
MARK1	-1.374
LMBRD1	1.10375
PRPF19	-1.229
PNMT	0.742166666666667
CTGLF1	-1.6325
SLC25A16	1.0515
EIF2B3	-0.521
RPA2	-0.2495
PAK6	1.19083333333333
CCDC26	-4.307875
SEMA3E	3.844125
MXD4	1.2287
TNFSF10	4.1973
SMARCB1	-0.6595
DTX3L	1.30866666666667
PLA2G4E	0.0365
PPAP2A	1.00275
ULK1	-0.259833333333333
TAS1R3	0.0705
SLC2A3	-3.25681818181818
ARID3A	-2.2845
GNG5	-0.942
ACOX1	0.0154
KIF5B	0.27925
NUP153	-0.884
MUC7	-0.291
CSDE1	-0.309714285714286
CLPTM1	-0.2105
C3orf23	-0.487375
LRRC17	1.42616666666667
TTYH3	-1.06975
ATP5B	-0.783
ELF3	0.0505
CPSF3L	-0.305833333333333
ZNF665	0.134666666666667
TLR6	-0.0468
GPI	-0.996375
RAD9A	-0.5165
NDST4	-3.25675
AGPAT3	0.138916666666667
MAGI3	1.506
ADORA2A	-0.495
CACNG7	-1.3425
CAMK2D	-0.853357142857143
CCHCR1	-1.862
RPS27A	-0.77175
OR10G7	0.145
GCM2	-0.2935
FAM135B	0.3402
E2F1	-1.7635
PLCB3	-0.2895
OR2AE1	-0.3495
COIL	-0.378333333333333
CDC25C	-2.2865
RAB11FIP2	0.726083333333333
TSC2	0.52025
CTGLF5	-1.2415
CCDC108	-0.087888888888889
OR13C4	0.7695
C10orf81	1.67175
PTPRB	1.457
ACP2	-0.96625
LAG3	-0.33075
MRPL54	0.81
LOC201175	0.8045
ITGB1BP3	-1.45
SPTAN1	0.6485
SIPA1L2	1.051
RCAN2	-0.194
CDX2	-0.812
ECOP	0.37925
ACTR1A	0.197642857142857
PPARG	-1.94566666666667
BBS10	0.851666666666667
TMEM44	-1.071375
BPIL2	-0.19775
CITED1	0.9835
IRF6	4.38575
PRDM4	-0.452833333333333
RRP9	-0.779
OR10H4	0.29125
IL31RA	-0.6105
GNB1L	-1.1275
MYBL2	-2.92625
ZNF407	2.00533333333333
PPIG	-0.555333333333333
TTC18	2.15775
RPSA	-1.085
MAPT	2.2145
MRE11A	-0.296428571428571
C8orf37	-0.251333333333333
RASGEF1C	-0.9155
STBD1	0.0905
CTAG2	-0.323333333333333
MGAT5B	-1.88466666666667
ECM1	-0.015625
RLN1	3.8885
PARP14	0.756
EPB41L1	0.2677
HOXA3	0.626083333333333
MAGEA9	-4.257
RPS8	-0.640833333333333
RPS19BP1	0.04775
FOXJ2	0.087625
C10orf76	0.3415
IL17RE	0.0305
C10orf65	-1.2075
ZNF343	-0.271666666666667
FBXO33	-0.298625
UHMK1	2.7271
LY6G6C	-0.529
FGF19	-1.858
C14orf128	-0.920833333333333
IFIT2	1.443125
TIGD1	-0.91075
S100G	-0.171
GUCY1B3	2.158
NR3C1	-0.5586
CORO1B	-0.102
PARP11	0.56975
DNALI1	4.72866666666667
OR4N4	0.513875
MAP2K6	-0.302833333333333
FSTL4	0.74175
ANKRD47	0.819875
TMEM171	-1.7295
PNLIP	0.909666666666667
YY1	-0.188833333333333
CCDC138	-1.73583333333333
AASDHPPT	-0.3228
CKS1B	-0.7341
MCM3	-1.161
ANAPC7	-0.684166666666667
FAM110A	1.42925
CDC37L1	1.73766666666667
THTPA	0.7825
NBPF20	-0.7015
WDR24	0.40125
NPTX2	-1.37425
CBLB	0.759666666666667
CETN1	0.108
RPUSD1	0.40325
FAF1	-0.9005
CDK6	-2.8842
HMX2	0.2145
CSK	-0.752166666666667
TEAD2	0.33925
SNAP25	-0.122
TUFT1	1.2589
TMTC3	1.35733333333333
LCK	-2.98475
SGOL1	-1.89983333333333
AKTIP	0.9075
FURIN	0.165875
SOX12	-0.708
DEFB103A	-0.0266666666666667
RAMP1	0.0585
KIR3DX1	0.791
GAS2L3	-2.12725
PDE8A	-1.1731
EDN3	1.01425
GMIP	0.7255
SF3A2	0.46125
FN3KRP	-0.1035
SMAD7	0.5855
RHBDD2	0.7455
OR11H6	0.243
PPP1R3B	1.6452
C9orf23	0.41475
CADPS	-0.73125
GOLGA8A	-4.1965
TMEM57	0.596666666666667
RGL3	-0.143
S100A14	1.2865
FGFR2	1.7098125
XRCC3	-1.2625
RTN4RL2	0.20075
MGC3771	2.558
GH2	0.00299999999999997
BTBD2	-0.14375
LMO2	0.128
RDBP	-0.426375
ACRBP	-1.58425
AMY2A	-0.376
DUOXA1	1.623
PTK7	1.47183333333333
TWF2	-0.282666666666667
FAM80A	-0.35975
TNNI2	-2.6
GLT25D1	-0.9595
OCC-1	-1.69725
CYC1	-0.9925
RPL22	-0.0145909090909091
MORN3	1.871
DISP1	1.93725
PRB2	-0.227
CHUK	0.13425
HR	-0.5435
CCDC134	-0.321
DENND4B	-1.26225
C14orf130	0.406875
RAB33A	-1.5115
DCST2	0.3905
TNMD	-1.202
PEX7	1.2975
FAM62A	-0.123125
SRD5A2L	0.35525
IL22	-0.1385
RPS26	-1.3112
HOXC5	-0.5555
SPATA6	1.80875
FLJ38482	-0.578875
ZNF234	1.3625
C18orf22	1.418
SPATA22	1.05066666666667
THOC1	-0.053
CYP7B1	2.30075
KCNC3	0.2515
C8orf42	-0.2095
ALDH1B1	-0.293833333333333
CCDC100	-0.2789
ARMC4	-1.67775
FAM18B2	0.54075
SLC44A1	1.615625
FBXO17	-1.74233333333333
C6orf107	-0.17125
C19orf29	-0.5685
ZC3HAV1L	0.22325
PARP6	-1.0639
SULT2A1	-4.23933333333333
C1orf159	-0.951
TMC1	1.04633333333333
CHST14	0.44675
GAMT	0.166
SMCP	0.0236666666666667
TSPAN33	-0.55175
MIDN	-0.081625
NOX4	2.68525
RNASEN	-0.6725
TBX1	-0.5835
SALL2	1.2245
C10orf35	1.544
CYP2E1	-0.8312
LRFN2	0.924666666666667
ACO1	-1.35933333333333
IQCG	1.4014
MEGF9	3.485
TM7SF4	-0.15225
PLEKHA1	1.05766666666667
STK33	-2.919
C1orf210	2.041
SNUPN	0.3096
KIAA0406	-1.391
C20orf29	0.30425
TMEM55B	-0.308
OSTM1	-0.9515
CLCN7	-0.0075
OTP	-0.202
FLJ23049	-0.800333333333333
HEATR4	-0.102
MAP3K10	0.392
PCDHGA9	0.706
AMDHD2	0.5445
LCTL	-1.935
PDCD2L	-0.386
CABLES2	-0.92825
SLC5A9	-0.11575
CLCA2	-1.61966666666667
MGC16025	-0.9125
STRAP	-0.901
C20orf196	-0.1505
RRBP1	0.244333333333333
NAT13	-0.219
MAT2B	0.87775
CSNK1D	-1.073
KIR3DL1	0.041
PRKAG3	1.3025
ZNF599	0.618
PRM3	0.963
PER2	1.65066666666667
ASPHD1	-1.81
PRMT6	-0.33325
KCNE1L	-0.181642857142857
FAM118A	-0.403666666666667
TAF4	-0.95475
NDUFB6	-0.07375
TRIM9	-1.47283333333333
PMFBP1	-0.759
KY	0.1185
DKFZp762E1312	-2.59363636363636
CSMD1	-0.5185
TBP	-0.6875
OR1Q1	0.188
RETNLB	-0.66875
HPGD	-0.526071428571429
DNAJC12	2.09166666666667
FKBP1B	-0.06475
ANKRD24	-0.616666666666667
CXXC5	-0.162333333333333
IL3	0.3925
DRAM	0.3917
PTCH1	-2.14475
TP53BP1	0.47525
SLC17A7	0.14175
COL25A1	-1.0431
AMACR	0.602166666666667
RHCG	-0.9205
VPS13A	0.212083333333333
FAM55D	0.124
PRPF38B	-0.9025
OSBPL6	1.295
PFDN5	0.2338
CMTM6	1.4335
KCNK12	-1.432
RP2	0.95025
C16orf52	-1.24675
PICK1	0.304
IFNE1	-1.05333333333333
SEMA4B	0.294
TYRO3	-1.46875
OR12D2	0.058
CSNK1A1	0.3221
FANCF	1.52675
LONP2	0.13125
TBL1Y	-0.29475
LDOC1L	0.68575
CCNC	0.04225
C3orf60	-0.00875
CHKA	-0.88625
UBAP1	0.3155
MAP3K1	2.295
ANKRD9	-0.79025
FAM92A1	-1.98883333333333
GAB2	-0.075625
AZU1	-0.86375
DIS3	-0.449
C21orf109	-0.727
IQCB1	-0.84325
SPATS2	-0.675833333333333
EFCAB3	-0.5405
PRB3	0.105375
FUZ	0.353333333333333
ZNF813	0.3055
BMPER	-1.6638
HEG1	0.07525
ALS2CR11	-2.11525
SURF2	-0.07975
PSMC1	-0.388333333333333
OR2D2	0.2635
SLC7A8	2.34766666666667
C4orf40	-0.523
SPATA7	0.3045
MAZ	-0.575166666666667
PIN4	0.4375
PDE1A	-0.781875
TAF6L	-0.161333333333333
OR2T34	0.1945
KIAA0284	0.6995
ACADS	1.38136363636364
MKRN2	-0.3955
C18orf56	-0.987
MS4A6E	0.334166666666667
GALNT4	1.0602
C22orf31	0.207
FLJ36070	0.647
PSME4	0.44825
TFG	-0.3021
EPHX2	1.4435
ANXA5	0.00124999999999999
KRTAP1-1	-0.8501
BATF	2.65325
KARS	-1.88175
MSTP9	0.1975
GPR26	-0.799125
CCDC72	-0.2605
TEF	1.09833333333333
FOXK1	-0.5217
PRLHR	-0.1705
EMX1	0.739
C11orf30	-0.875125
ICK	0.571625
THSD7B	0.2715
C21orf100	-2.581
DUOX1	2.4735
EFCAB4B	-0.0819999999999999
UBE2G2	-1.35733333333333
C3orf54	0.66275
PARP1	0.2805
FAM60A	-0.83
C6orf146	0.52
OR9K2	-0.033
DDX55	-1.76716666666667
RPS15	-0.121916666666667
ZNF618	0.6325625
DKFZp686D0972	0.7455
SSPO	-4.0405
SHFM3P1	0.7645
CPA6	-0.0813333333333333
JAG2	0.69375
DEFA3	0.767
PPBPL2	-0.1142
CD34	4.107125
SLCO4A1	-3.23125
AFG3L1	-2.647
SHD	-0.77
RP13-122B23.3	-0.5725
PRKCSH	-0.789833333333333
DPH5	-0.155333333333333
HLA-F	1.9545
TBC1D4	-0.4705
RIG	-0.334166666666667
GLUD1	0.534833333333333
HNRPCL1	0.50975
HBXIP	-0.218
RNF207	-0.5145
APIP	-0.68225
PLA2G3	2.88266666666667
CCDC84	-1.6875
MYLIP	-0.506461538461538
PHIP	0.22725
AARS2	-0.440833333333333
DHX32	0.711
SCAPER	-0.298666666666667
MEN1	-0.319833333333333
NIP7	-1.488
FLJ25404	0.896
FASTKD3	-0.67225
TMEM158	-1.52066666666667
RARA	1.19475
BDH1	0.7365
ANKRD16	0.772
CARM1	-0.4
SS18	0.389
IKZF2	0.348166666666667
MYD88	0.088625
PML	0.5299
TAF1A	-0.5545
CBFB	-0.586
HIST1H3H	-2.07
C7orf29	-0.80575
COMMD4	-0.2885
DPP3	-1.02425
DAB2	0.382125
LOC388882	-0.426
YPEL4	-1.08825
AGBL3	0.85475
LRP6	1.3772
SERPINH1	-0.06775
TLE1	1.09175
CD244	-0.265166666666667
ZDHHC15	-0.47675
MGLL	-0.4972
PLDN	0.0391666666666667
LOC654346	1.4915
FAP	3.1865
GPR37	-1.35933333333333
SCARA5	-0.236333333333333
EBF4	1.34972727272727
LSM6	-1.149
MLLT1	-0.412625
SLC5A12	-0.823
A2BP1	-0.912333333333333
COPS5	-0.364
TPM4	-0.307928571428571
TNFSF4	1.9885
ACADSB	2.99588888888889
HERPUD1	0.03025
BCL2L11	-1.64788888888889
CEP78	-0.855625
CDCA3	-1.9825
WBSCR19	0.2307
MYO1A	-1.764
PPEF1	3.187
LOC440348	-1.489
CPEB2	1.268125
BPTF	-0.703666666666667
RPL21	-0.136125
GSX2	-0.0485
ADPRH	-0.0561666666666666
C17orf68	0.0873333333333333
KCNS1	-0.9425
MLLT6	-0.108
PIWIL4	-1.44125
RNF26	-0.625
RAP1B	-0.0748749999999999
ADAMTS1	-2.3286
ZNF571	1.13425
P2RY6	-0.39175
TRIM21	0.654833333333333
CADM3	-0.000250000000000028
NLRC5	0.0491666666666667
ADRA2B	-0.496
LOC90835	0.629625
PCF11	0.087
LOC400451	1.48625
GLTSCR1	0.6054
C17orf88	-0.118
CDH16	-2.1905
FGF7	2.1465
PCSK4	0.997
NPC1L1	-1.65533333333333
TAT	0.698375
TBCA	-1.05975
MGC33407	-0.3215
GPR115	-1.866625
CYGB	-0.0775
FNBP4	-1.49033333333333
C12orf43	-0.4585
CBL	-0.2587
CLECL1	2.13625
PPAPDC1A	2.594
WDR25	0.198
SGCA	0.3025
C22orf29	0.1675
YIPF1	1.48775
GALK2	-0.93175
RAB3B	-1.63808333333333
LOC440087	-0.195
UCP1	-0.653
REEP5	0.990875
FADD	-0.2306
FOXA1	3.67075
CACNA1A	0.315
ABI1	0.101333333333333
GRIN2D	0.8315
