Hybridization REF	TCGA-A2-A04W-01A-31R-A115-07
AQP2	0.434125
LOC130355	0.2555
ZNF187	-0.443666666666667
ZNF816A	0.9795
F7	0.22775
CNOT1	-0.2643
SLC13A4	-0.7915
ZBTB11	0.10025
B3GALT5	0.15975
EXOC2	0.188333333333333
IRS1	-0.2706
TMEM1	0.136333333333333
MRPL34	-0.5475
SAMM50	0.10925
CDC42EP3	1.993625
HSF2	1.8652
MFN2	-0.1475
TSPAN7	-2.87416666666667
NUCB1	0.706333333333333
RHOH	-0.72625
ARL16	-0.4305
TACR1	0.30825
SFRS5	-0.6755
SNX25	-0.232625
RHBDF1	0.291
PCDH18	3.03533333333333
HMG1L1	0.136
MYO5C	-0.48325
MAPK10	-0.056
LDHAL6A	0.194833333333333
NUDT12	-0.114666666666667
NCAM1	0.0496249999999999
GLIS2	0.0695
GGTL4	2.21725
DAPP1	0.69125
ATF7	1.18325
KIAA0748	-1.1975
NFIL3	-0.6615
TM6SF1	0.0368
SEZ6	0.170625
NANOS3	0.642
DNAJA3	-0.7245
CLDN6	-1.3555
CIITA	2.441
EPHA4	-0.107
FANCC	-0.127
CMTM3	1.4975
PSG3	0.758
MRPL15	-0.47675
C21orf59	0.0665
PLCXD2	0.348
C2orf34	-0.1655
UBE2L6	0.199125
MED14	0.377333333333333
HP1BP3	-1.4513
C6orf208	0.03
TPBG	-0.68925
OSR2	0.124375
XPC	-0.692833333333333
KLHL7	0.269166666666667
CCR3	-0.7145
AGTPBP1	-0.598666666666667
PCSK6	-1.19226666666667
STAT5A	-1.8047
FAM18B	0.6055
LONRF2	-1.86516666666667
PTPN2	-1.671625
SF3A3	-1.15983333333333
EFCBP2	-0.10325
HCFC1	-0.564666666666667
AHNAK	-0.04375
ACTR5	-0.33225
KIF14	-1.87285714285714
TENC1	0.5705
HEATR5B	0.92
YIPF2	1.35516666666667
MYEOV2	1.04683333333333
DUSP18	1.4235
KIAA1012	-0.248
AHR	1.94716666666667
C17orf53	-1.20366666666667
PTPRH	-1.71275
ATP6V1C1	-0.542
TAS2R3	0.188
LOC440356	-1.79275
COQ10B	1.6055
PSMF1	-0.0525
SORBS2	2.1535
NFE2L2	0.571
TMCO7	-0.861
SH3PXD2A	0.4116
SH2D2A	-1.00125
SPINK5	-2.7485
MRPS24	-1.02275
OPA3	-0.106625
TRAF7	0.137666666666667
C4orf35	-0.185
MT1G	-0.2365
MGC39545	-0.234
HS1BP3	0.5518
OR2B2	0.738
CHRM4	0.626
SFRP2	4.09716666666667
RIC3	-0.97375
ART1	0.636
C6orf1	-0.050875
DUS4L	-1.4235
C10orf104	-0.36025
TNFAIP6	2.75675
RTEL1	-1.33975
CCT4	-0.808
ZNF709	0.11425
CHMP6	-0.0553333333333333
UPP2	0.000999999999999973
CYP19A1	-2.4145
CD151	0.274666666666667
NDUFA13	-0.654833333333333
ARFRP1	-0.427333333333333
FAM26B	1.1835
CRYBA1	-1.7075
MRPL41	0.817666666666667
NPFFR2	-1.29875
HRH2	0.3265
SCAMP3	-0.626
MTMR6	0.5724
MTG1	-1.1485
UBTD1	1.6125
CRABP1	-2.6635
FLJ33790	-0.222
KIAA1908	-0.323
GPR158	-2.92
PACSIN3	-0.674666666666667
OMD	3.65816666666667
CATSPER1	-0.761833333333333
HOXB8	-2.147375
FBXO46	0.8195
OAS1	2.02716666666667
SVIL	0.843
PHB2	-1.006
ADCY3	-0.1135
NDRG2	1.33633333333333
ERMAP	0.608
APBA2	-0.358833333333333
IGSF9	2.067
WNT6	-1.2145
MYCBPAP	-0.9845
ATP2B2	0.072
CPVL	-1.6248
TRAM2	-0.087
NOP5/NOP58	0.091
ZNRF4	0.02575
TLK1	0.1075
MTMR12	0.556285714285714
ZNF384	-0.168166666666667
FAM9B	-3.11175
RPN1	1.6923
PMVK	0.684
EIF3D	0.1025
SIX2	0.37375
HPS1	0.915214285714286
RNF7	0.66225
PSKH2	-0.026
KCTD13	-0.321166666666667
CSMD3	-0.5065
FBF1	-0.221
IL8	1.24525
SERPINB13	0.3635
FBXL20	0.28675
BLR1	0.3335
SH2B1	-0.687666666666667
RFNG	-0.575375
RAB20	1.24516666666667
RBM7	-0.28025
POLR1A	-0.477166666666667
TMPRSS4	2.77775
TAF9	-1.111625
TERF2	0.1235
TNFRSF1A	1.33841666666667
ACADVL	-0.917
GTF2H5	-0.276
EDG8	-0.532666666666667
C9orf140	-0.1715
UST6	0.13725
ZBTB8OS	0.17675
ZNF710	0.864
GPR174	-1.896
ATP6V0A2	-0.26325
KIAA0319L	-0.706583333333333
XKRX	2.059
DOPEY2	2.2725
SDHD	-0.729083333333333
SUMF1	1.15575
OSM	4.014
OPN3	0.194
DAGLB	-0.046
PPFIBP1	0.2779
TRIM63	-3.71
C10orf53	-0.1615
LYPD3	2.508
BCL7A	0.54475
AGER	-1.26016666666667
TCF19	-0.63525
SAT2	0.213
PFTK1	0.514666666666667
GABRE	-2.448875
C15orf38	1
FIS1	0.1315
KCNV2	-0.1365
CLPS	0.5285
PPCDC	-0.99375
FOXN2	-0.2685
NT5E	-3.0938
CD83	0.4865
IL18	0.11975
VPS16	-0.188
IGFBP2	-1.16766666666667
NOTCH2	1.1065
SIGLEC1	1.891125
CD93	5.1525
SULF2	0.801
CEP164	-0.420125
P53AIP1	0.3085
TOR2A	-0.295
ZNF136	1.1555
MGP	3.5944
CCDC144A	-0.260333333333333
TRPC1	0.0248333333333333
SMS	1.64966666666667
MAPK7	-0.332166666666667
RRAGC	1.35475
PARD6A	-0.270666666666667
NUB1	0.137666666666667
SYNGR4	1.42675
OR11H12	0.2505
WIF1	1.310125
GCH1	0.219
OR11H4	0.2875
SLC44A5	3.193
GPRIN2	2.57
LOC401431	1.32625
CPA4	-2.3738
MELK	-0.519
IL15RA	-0.0965
CUL3	-0.304875
HMBOX1	-0.3465
PODXL	-1.44975
CCT6B	-0.173833333333333
COMTD1	0.312
MUC20	0.538833333333333
GPX2	-1.808875
ITK	-1.54675
FBXL5	1.9495
C13orf27	-1.4885
DEFA5	0.904
TRHDE	-0.257
MTP18	-0.833
UQCRQ	-0.3245
ITGB2	1.31875
CSRP2BP	-0.305
TAS2R44	0.101
PHPT1	-0.53475
FAM44C	-0.81325
ERH	-0.3265
MPHOSPH1	-1.1185
MORC1	-0.8725
PARVB	-0.1525
LAMA1	-2.02283333333333
PGBD3	-0.3735
GIMAP6	3.3145
AREG	-0.9485
LIPT1	0.03275
MGC99813	0.39725
C1orf201	0.8805
GRIN2A	-1.0378
MAN2C1	-1.37925
NSUN5	-0.92725
SF3B5	0.7605
MYC	-1.6964375
NRXN1	-0.937916666666667
ZNF18	-0.0105
SPDYA	0.0615
SLC37A1	2.2195
DECR2	-0.7585
ANKRD38	2.15075
SPTLC3	0.00691666666666666
SUPT16H	-0.997125
DTWD2	-0.13575
ULBP1	-0.5165
ZADH1	-0.799166666666667
OIP5	-2.3585
IL10RB	-0.119333333333333
OTUB2	1.021125
VWA3A	0.147833333333333
SPIC	0.342666666666667
OR6C4	0.2275
PSCD4	0.346
DPY19L2P2	-1.1825
TRAPPC6A	-0.5145
C21orf2	-0.0175
CEMP1	-0.54
LIN7B	0.685
E2F7	-2.8855
VCP	0.607125
LAMA3	-0.687666666666667
BGN	2.12525
GPR160	1.06983333333333
COCH	-3.47683333333333
GPR81	1.0395
APOBEC3F	-1.7675
tcag7.1017	-0.784
C1orf32	0.4405
SCGB1D2	6.54975
FLJ43987	-1.0445
C6orf170	0.13325
KLK9	0.731
GPD1L	1.2845
VPS37B	1.2885
ATG3	-0.264833333333333
ADAMTS17	-0.257
KLHDC2	-0.265666666666667
NDUFV2	-0.8885
BLK	-2.93575
MATN4	0.117
GPM6A	-0.219125
GBP4	2.61983333333333
TMEM162	0.302
PKP2	0.4515
HRASLS	0.970222222222222
MMP1	-3.26425
SFXN3	-0.0531
FSD1	-1.83783333333333
ST6GALNAC3	-2.00516666666667
CA12	1.0439
NCOA6	0.342
C19orf58	0.8126
PPP4R1	-0.145166666666667
MAN1A2	1.3195
IKBKAP	-1.295
UPF1	0.076
KIAA1219	0.78075
WNT16	0.122333333333333
SNW1	-0.540125
IL18RAP	2.419
RPP30	-0.9385
CDC40	-0.105642857142857
SETD3	0.4815
SLAMF6	0.1405
ELK4	-0.828
TRIM47	-0.0685
ACOX3	0.627125
TRIM6	1.98675
KIAA0372	-0.644166666666667
TP53AP1	1.09625
SMURF2	-0.87875
ADAD1	0.19975
EBP	0.00239999999999997
KRTAP13-2	-0.3205
FLJ36874	-1.12783333333333
TOR1A	0.742166666666667
P2RY4	0.3365
GPBP1	-0.00225
TRPV1	-1.0125
ADAMTS12	0.789833333333333
PES1	-0.1508
ATG4A	1.76316666666667
MAGEA10	-4.3075
WFS1	1.63125
CC2D1B	0.745833333333333
PABPN1	-0.473625
SLC25A30	1.147
SLCO1C1	-0.3635
SLC22A5	0.6615
KIF23	-1.4665
SYN2	-0.0935
ASPN	8.7665
CENTG2	1.0855
QSOX2	-1.1415
FLJ10815	0.505666666666667
STK24	0.3654375
SPEG	0.404
STK10	-0.0835
DACT2	-1.9045
AAAS	-0.67175
SSX3	-1.157
ABCD3	0.8496
C4orf12	-0.418875
PARVG	0.0876666666666667
FIG4	0.1305
C9orf46	1.138
TMCO6	-1.449
IGHMBP2	-0.681
DUS2L	-0.7805
FAM3C	0.6841875
TMEM16D	-0.013125
DCTN4	0.20475
KCNH3	0.14925
EIF2AK2	1.5745
AP1S3	2.266875
CST4	2.114
PAM	0.32975
NUTF2	0.2695
CITED2	0.819
SLC39A4	-0.2375
C2orf52	-0.1835
GRM3	-0.373
C12orf49	1.55925
CCDC49	-1.1528
GRAMD1B	-0.383125
FNDC4	1.18475
SIAH2	-0.547875
GDPD4	-0.16725
C21orf87	0.415125
ATP5A1	-0.0786666666666667
C16orf63	-0.70775
LOC388135	0.252666666666667
ATP5J2	0.101
MMP3	-1.3485
EMID2	0.07125
CRHR1	0.68925
WDR70	-0.68875
C13orf31	1.804
ZFAND1	-0.73025
CCL18	4.4285
C3orf49	-1.125
RINT1	0.373
KIAA0408	1.18166666666667
F13A1	5.126
SLC10A1	0.318333333333333
OGN	2.50325
GIPC2	-1.2195
XPO6	-0.714666666666667
LCE1A	1.798
FMR1	-0.529
LOC374920	0.156
DUSP3	-0.06875
ANKMY1	0.1855
C7orf50	0.0445
BBS9	0.0174
UNC119B	-0.352125
C9orf72	0.789625
MGC35440	1.155
ENTPD6	-0.022625
PPP1R2P9	0.532
ERCC4	-0.08675
FAHD2B	-0.545
HMHA1	-0.224
HACL1	-1.217
RAD23A	-0.695
FAM83B	-1.802
PPP5C	-0.345333333333333
RNASEH2C	-0.268
C9orf153	-0.486
SCAMP4	0.722125
GHITM	0.0698
NDUFB7	0.230875
ADCYAP1	0.324
SP110	2.15033333333333
MAP3K7IP2	1.16325
DHH	-0.0755
AGRN	0.845642857142857
WDR33	0.0481666666666667
CEP290	-1.00333333333333
PRPS1L1	-0.203333333333333
KLRA1	-0.386
GPR97	-0.0875
CHD7	-0.964416666666667
TLR10	0.3945
SLC30A8	-1.4475
HIC1	1.62433333333333
IAPP	-0.057
RXFP4	0.7565
GP1BB	-0.82575
SHQ1	0.2055
NKX2-3	0.499333333333333
API5	0.52225
FTHP1	0.421
MOV10L1	0.289833333333333
TRIM6-TRIM34	2.63016666666667
ADHFE1	-0.7535
FAM117A	3.03175
DDI1	0.109
CDON	-1.57833333333333
TRIM73	-1.7235
IGKC	4.135
MMP14	0.463666666666667
DYNC1LI1	-0.01875
C11orf66	0.46475
TRBV3-1	-1.162
FASTKD5	0.5795
BIVM	-1.6275
LHX4	0.15925
CXCL2	-0.5602
RAB2B	-1.09633333333333
IZUMO1	-0.46225
MAP3K15	-0.671
FAM19A2	0.0485
ZC3H8	-0.883166666666667
ZMAT1	0.685
SPINK5L3	-2.636
SLC10A6	0.533
APPL2	-0.3525
CARD10	-1.115
LOC402176	-0.987
EEF1D	0.8362
RAB6A	1.0518
C12orf5	0.21125
PAPOLG	0.39
MSRB2	1.27375
BCR	0.971111111111111
PUS3	0.229
TIAM2	0.77025
ZNF317	0.0543333333333333
CHD2	0.194285714285714
FZD5	-2.29672727272727
NUDT8	1.65675
ZNF763	-0.01
PRC1	-2.24644444444444
ABCB9	1.55183333333333
SPATA3	0.192
TRAK2	0.444125
STAB1	2.293625
LRRTM2	0.0566666666666667
psiTPTE22	-0.882
DBI	1.5215
SERPINA11	0.1905
NAT5	-0.20275
C20orf58	-1.59175
RPS6KA4	0.214
FLJ90650	-1.10125
TGFBRAP1	0.36625
CHRDL2	-0.117625
FAHD2A	-0.724666666666667
CNTN1	0.56425
BBS4	-1.1921
TMEM181	0.65125
MINPP1	-0.92975
MPHOSPH6	0.634666666666667
HOXC10	2.2938
ITPKB	-0.462875
CLPTM1L	0.34725
MEOX2	-0.730666666666667
ATP6V0C	1.022125
PRPF8	-1.04333333333333
TMC5	4.26575
FKBP3	-0.0325
PLEKHB2	0.00912500000000001
OR4D6	0.3575
ZNF544	-0.1306
D2HGDH	-0.55125
RPL18A	-0.372
HEL308	-0.841625
MPP6	-3.669
TCERG1	-1.5975
KRT16	-1.22616666666667
KLF17	-1.1745
KLF5	1.562375
CDR1	2.927625
VCX3A	-4.834
FBLN2	2.66225
C14orf104	0.1465
HBE1	-4.4132
OR4S2	0.095
C1orf108	0.6715
ROBO4	3.282
CPEB4	1.021
C11orf80	0.1435
BCKDHA	-0.224666666666667
MYOC	-0.24375
GIF	0.042
CKMT1A	2.5035
RPL3	0.2399
THBS1	2.141625
APOO	1.56425
ARMCX1	-0.25
HSZFP36	0.82275
SNAPC5	-0.76775
EIF4ENIF1	0.37575
ZNF433	0.06675
TNFRSF21	0.027875
TMPRSS7	0.512
SPATA18	0.0611
HPDL	-3.347
MKL2	0.1351
TBX3	1.25907692307692
C21orf93	0.0533333333333333
DAXX	-0.678
ELMO1	0.001625
RGS13	1.05466666666667
TAF11	-0.9545
UNC13A	-1.70225
LOC653314	0.3382
ORC3L	-0.60825
IMAA	-2.795
TARBP2	-0.88025
CABIN1	0.1507
TRIOBP	0.338125
HIST1H2AC	-0.26
RGS22	-2.432
NCOA1	1.108
IL25	0.8365
SNCG	2.051
GPR6	0.294
AMDHD1	-3.455
CHEK2	-0.6635
C6orf142	-1.49825
DRD4	-0.4005
C14orf68	-0.9715
GDF11	-1.112
SEMG2	0.4305
CD247	-1.98
CDAN1	-1.02825
RBMX2	-0.432
TGS1	-0.58875
OIT3	0.54975
SYF2	0.114
MCM4	-1.039
PKHD1L1	0.165625
CEP192	-1.11866666666667
IFT88	-0.14975
RPL9	-0.681285714285714
RAB32	-0.703625
DDX43	-2.9785
P2RX2	0.363666666666667
OR5D18	0.7805
UBE1	1.79166666666667
SLC24A1	-0.475
ARHGAP5	1.21375
CETP	-0.65525
KIAA1731	-0.281833333333333
SLC9A4	0.712
PTPN6	0.3115
BAHD1	0.191
GRIK3	0.1135
CACNB2	-1.2383
PDE10A	2.02275
DGCR14	-0.0925
PCDHB9	0.858
RHOQ	0.924
MAP3K4	-0.232
KTI12	1.06683333333333
RPL23AP13	-1.355
GNG11	-0.59425
CLCN3	0.378166666666667
GPAM	-1.1785
VSTM2A	-0.6215
SLAMF7	1.84066666666667
INTS2	-1.17775
PPP2CA	-0.4076
LRP12	0.775733333333333
SEC14L2	0.676555555555556
DKFZP586H2123	2.29025
MC3R	0.226
CIRH1A	-1.53316666666667
HIST1H2AB	-0.148166666666667
POLH	-0.953625
MGC16703	-2.05633333333333
SNAPC2	0.4425
FILIP1L	2.03375
RASGRP4	0.1085
LRRC1	1.83475
GAS1	1.63175
PRAC	-1.341
DGKA	0.638166666666667
NT5C3	-1.35325
PEG3	-1.23758333333333
NADK	0.11175
PRR17	-1.2625
LOC374569	0.1815
SGSH	0.338166666666667
NLRP8	0.379
GALT	-0.4568
MCF2	-1.1315
ZNF263	0.605
TACSTD1	2.3015
TYR	-5.8297
ATP6AP2	1.761
RNUXA	-0.00575
ABHD10	0.702
GDPD2	-0.87275
SLC35C1	2.10675
UBE2A	0.833625
HERC5	-1.28283333333333
FAM112B	-4.61816666666667
FBXL16	0.71375
DKFZP434A0131	-0.63125
ELA3A	-1.7765
RBM41	-0.84325
HAO2	-0.138
RNH1	-0.280625
SHANK2	1.53116666666667
OSBP2	-0.82425
DAK	-1.087
C3orf58	-0.312416666666667
TCL1B	-1.072
KBTBD2	-0.032375
SUGT1L1	-0.0245
UBE2E2	0.756833333333333
MYL9	2.693
CDC23	-1.2045
PBXIP1	0.685
CXorf40B	0.8695
NBL1	1.675
RTBDN	-0.053
RAB11FIP5	0.98075
TTTY13	-0.043
SCOTIN	0.347916666666667
SOHLH1	-0.7788
CDKN1A	0.444
NCK1	-0.054
ZNF550	0.55625
SAPS3	0.19225
SPIN3	0.317666666666667
MAGEE2	1.108
MIS12	-1.29816666666667
OR8H2	0.5095
KIAA0774	0.234166666666667
UNC5D	-1.86
CUL7	-0.701666666666667
LIPC	-3.06383333333333
DIO1	0.5335
C20orf11	0.0724
CTRL	-0.6605
HS3ST2	3.0975
PAK4	0.789833333333333
CCRL1	2.79775
RNF10	0.518625
ZNF567	0.3555
ZNF660	-0.945
TCEAL3	1.41075
MAGOH	0.356333333333333
CENPB	-0.275833333333333
C19orf7	0.404
LOC388965	0.341
ZCCHC13	0.2355
JMJD1A	-0.8115
HIST1H4H	-0.4315
TBRG1	-0.5487
GPC3	-1.98575
TAF1C	-1.119625
EBNA1BP2	0.513333333333333
CIAPIN1	-0.246
PDGFRA	0.0856666666666667
CSTB	-0.107125
CENPI	0.0766666666666667
GTF2E2	-0.408166666666667
RPP21	-1.253
CCNF	-0.882333333333333
KCNQ3	0.5615
FAM79A	1.68775
SLC22A12	0.199
NOVA1	-0.867166666666667
FZD3	1.546
AKAP8	-0.62225
SOCS5	0.45025
CFDP1	-0.7505
DLG5	1.01875
PGM5	0.043
C1orf144	0.160666666666667
HDAC10	-1.507
RND2	-0.9645
C20orf199	-1.41075
RNMT	-0.8075
SLURP1	0.143
ASTN1	-0.23775
SH3BGR	0.7555
MYCL1	0.072875
ZHX1	0.135
CENPK	-4.007
FOSB	3.1381
LOC643406	0.796125
C2orf59	-0.362
TMEM135	0.9265
SLC27A2	-1.06275
KRT33A	-0.2835
OVOL1	1.8665
PAMCI	-2.39916666666667
S100A7	1.151
ZNF789	-1.5385
HARS2	-0.8675
RPL23A	-0.6195
TCF23	0.05
UPF3B	-1.401125
C17orf78	0.0765
HLA-DOB	0.163333333333333
C14orf142	-0.08
TEKT5	0.376
DMWD	0.6025
POLD1	-1.76683333333333
GSCL	0.1455
CALD1	1.4937
SCRT1	-0.403
AIG1	1.99675
UNC84B	-0.0175
ZNF404	-0.29075
TMED6	-2.97075
KIAA1462	1.2155
LRRC27	1.1712
PYGO1	0.4055
PIGU	-0.210333333333333
ALAS2	-3.51733333333333
WRNIP1	-0.018625
CNNM3	-0.253
ZNF2	0.19325
ST3GAL5	0.2785
MRPL23	-0.615
TSSK6	-0.18075
PSMA6	-0.0225
C16orf70	0.094
KIAA1602	0.66
ALMS1	0.431
DCN	2.863375
TMEM132D	-0.92575
SUCLG2	-0.32025
ABHD14A	-0.259
DEXI	0.362166666666667
AMPD2	0.0356666666666667
IFNAR2	-0.1475
CYB5A	1.7899
TLOC1	0.9994
NXF5	-0.4995
NRBF2	0.665625
KCTD3	0.30325
ITGAE	-0.963666666666667
SLC30A3	-1.2565
ZRF1	-0.3745
IFRD2	-0.451125
XAB1	-0.34525
PYCR2	0.061
SERPINB3	-4.0855
TMLHE	0.2613
GEFT	-0.02975
ABCA5	-0.80475
EMR4	-0.0175
TSFM	-0.272
HIST3H2BB	-0.38175
ARHGEF19	0.329
TSPAN17	0.974166666666667
ABCC8	0.645
MAP1S	0.277833333333333
C22orf36	1.04975
BNC2	1.674
HIST1H4A	-0.51025
NDUFS3	-0.130166666666667
WDR3	0.0903333333333333
XKR4	-0.377
TTC33	-0.194642857142857
STMN2	4.60275
CPN2	-0.766166666666667
HSPC105	0.286375
PCOLCE2	-5.4035
C3orf55	1.471
KLHDC9	1.20266666666667
TBC1D23	0.59225
ATXN2L	-1.74991666666667
MAP2K3	1.05108333333333
SCAP	0.0105
ZNF486	0.541833333333333
C20orf96	-0.519
NARS	0.58825
ADAMTSL1	0.112571428571429
PRCC	0.454166666666667
CCDC126	2.03283333333333
ZNF675	0.37675
CALCOCO1	0.24475
ANKRD43	-0.424
CWF19L2	-0.354333333333333
ZBTB32	0.995
BRAF	-0.00675
ODF4	0.3255
MGC14376	0.957166666666667
HORMAD1	-2.01033333333333
AAK1	0.0791666666666667
PEBP1	1.09616666666667
TNFSF5IP1	-0.941333333333333
DKFZp564N2472	0.6105
RMND1	-0.992375
IGKV1-5	4.49975
COL1A2	3.35183333333333
SERPINA5	-1.354
AANAT	0.481
C19orf21	0.858166666666667
GEMIN5	-0.839
UBR4	-0.347833333333333
LTBP3	1.04166666666667
AMHR2	-1.91383333333333
PROCR	-1.3055
MYBBP1A	-0.98825
C20orf39	2.74316666666667
ZNF697	0.612125
PASK	-0.7251
ZNF776	0.952
RFXDC2	-1.067375
KIAA0467	-0.0925
C10orf96	-1.6495
ZNF503	0.569
GULP1	-0.362833333333333
KCNE4	-0.901666666666667
DKFZp434K191	-0.382625
LOC196913	0.3285
BHLHB4	-0.527
CH25H	1.7065
LOC81691	-1.85216666666667
ALPL	1.45614285714286
COL12A1	3.393875
FOLR3	-2.5115
GPR123	-0.257285714285714
TRIM62	0.730714285714286
ABLIM1	1.72416666666667
MAST3	-0.2375
RHBDD1	0.1495
LOC338809	0.4145
RYBP	0.51525
TTC26	0.40375
ZNF22	0.1235
ISCA2	-0.77225
RDM1	-3.78875
PIGM	1.15125
GNB3	-0.676
ACTR2	1.0386
HMGB1	0.2489
EDG1	2.55883333333333
SOAT2	-2.705
OR10AD1	0.3495
RAP1GDS1	0.00391666666666667
LCE1F	1.1215
ESM1	-0.412875
RCN3	2.59125
CREBL1	-1.01275
DBNL	-0.102666666666667
PTGER3	1.419125
USP30	0.04
BCL2L12	0.0893333333333333
KIF26B	2.6255
ZNF416	0.8675
ZNF225	0.5175
C17orf70	-0.5425
ZNF554	0.69975
RAE1	-1.01016666666667
TNIK	-0.0881666666666667
ACTN3	0.7975
MGC45922	-0.0655
CCNA1	0.7835
RYK	0.773833333333333
IL26	0.414
LRP3	0.8175
QARS	-0.14775
SOX7	1.231
BID	0.51925
OR2S2	-0.1485
CXCL14	4.696
C11orf47	-0.9055
MGC29891	0.00216666666666661
HSPB8	1.5615
PRDM14	-1.7075
NUFIP2	2.01175
MNAT1	-0.63175
ZDHHC2	-1.81525
MBNL2	0.309125
ADD3	-0.2135
CSNK2A1P	-0.04325
KLK6	2.12183333333333
TMEM111	0.7394
KIAA1279	0.5935
NUBP2	-0.150166666666667
RAB42	-0.601
ID3	-0.6933
TM9SF1	0.20775
MDP-1	-1.482
POU4F2	0.842
IQCK	1.196
C16orf14	-0.7805
CAPN3	-1.755625
FAM43B	0.139375
RECQL	-0.2335
AP1G1	0.607071428571428
CTNNBL1	-0.723333333333333
ECHDC1	-1.28133333333333
SMARCC1	-0.1581
FOXQ1	-1.05275
GNAI3	1.176
POLG2	-3.84075
CD4	0.76975
ITLN1	0.268
EBI2	3.56
IRF1	0.4555
PTPRE	1.0869
PTK2B	-0.09775
NXNL2	-1.383
SOX4	0.434166666666667
TSPAN3	1.097
SH2D1A	-4.01316666666667
C8orf58	-0.320833333333333
USP20	-0.691
DUSP22	0.614333333333333
CALB1	-2.34016666666667
L3MBTL2	0.920666666666667
MCRS1	-1.35125
TMEM118	-0.861166666666667
C18orf8	0.3925
FLJ10241	-0.33125
GJA12	1.00275
PKD1	-0.427166666666667
ZFP3	0.505
JAM3	-0.1535
LAPTM4A	1.9502
DIRC2	1.21775
KIAA2022	1.40733333333333
MYOM1	0.196166666666667
TRPM8	-2.13583333333333
MOP-1	0.36675
PHKG2	-0.583875
ZNF650	1.850625
KIAA1522	0.97
PSG8	1.28166666666667
DDX19B	-0.372
MOBKL1B	0.44525
DIAPH2	-0.317333333333333
PTPN12	0.74975
CLN8	-0.217
CRYZL1	-0.2265
CRY2	0.6155
FCGR2B	3.44133333333333
PNPLA4	2.08125
ZNF454	2.3435
DKFZp434B1231	0.31325
CLDN11	0.9516
RFWD2	0.606666666666667
CIB2	1.11383333333333
MXRA8	3.48775
HRK	-0.27625
MAML2	-0.00375
C4orf31	2.4265
C6orf192	2.83775
COG6	0.9305
FAM5B	-0.6315
NFATC1	0.7271
SEPT10	-0.49375
SCYL1	0.3017
RPP40	-0.91275
SCOC	0.5983
KIAA1450	0.61425
CTDSPL2	-0.97575
TBX5	2.93733333333333
NAPG	-0.58675
RHD	-4.34875
C14orf45	1.782
ZBTB22	0.966
PLCG1	-0.9355
ANKRD10	-1.12775
AQP7P2	-0.043
TAGLN2	0.688833333333333
HTR2C	-0.7705
SLC16A7	-0.665333333333333
C17orf83	-0.0315
TSGA14	-0.0909166666666667
MDH1	-0.7075
PPP3R2	0.205833333333333
DCBLD2	-2.19942857142857
RBM33	0.49125
DPH3	-0.0395
SYT10	-0.7832
FMO4	2.0765
THYN1	-1.278
DRD5	-1.7235
OTOR	2.63425
PGRMC2	-0.2158
KATNAL1	-0.239625
PAQR6	-1.857
UBE2I	0.097
C14orf28	0.9215
C8orf70	0.881
FLYWCH1	-0.833625
ANGPTL3	-1.29075
GLRX2	0.272333333333333
ATP11A	0.247857142857143
ARL5B	1.202125
MUC16	-1.22875
SLC25A5	-0.427142857142857
ACRC	-1.15825
MYO1C	-0.172
FAM89B	1.376
FAS	0.71775
KIFAP3	0.78625
GLRA2	-0.637
BTN3A2	-0.2181
CNKSR3	0.640625
CSTF3	-0.520166666666667
ARPM1	0.75275
KIAA1530	-1.255
C9orf150	2.85316666666667
PRKCI	-0.2605
tcag7.1015	-0.86675
SOD3	-0.604
ZNF574	0.5235
CYP21A2	2.49175
RPL12	0.191
COMMD2	-0.5505
WIZ	0.02275
LOC344405	-1.173
ALDH4A1	-2.231
CRYAB	1.19225
COPA	0.822
PCDHGA7	0.356
KIF11	-1.1915
RASD2	1.657375
SLC26A3	-0.598
ZNF175	-0.9265
JAKMIP2	-1.889625
C8orf4	2.83983333333333
PTHLH	1.76675
SLC40A1	2.35191666666667
OR7D4	0.597833333333333
PCDHB17	1.0405
CD36	0.434357142857143
C6orf203	3.4319
PRKG2	0.398
LOC400566	1.033
ANAPC13	0.4585
SLCO3A1	-1.165
ZNF692	-2.2375
FANCL	-2.473
SH3GLB1	1.694
C12orf61	0.4955
KBTBD6	1.245
SUPT5H	0.541
XRCC6	-0.1911
HUS1B	0.5122
FAM133B	0.125071428571429
LOC728276	-0.326
KCTD18	0.75525
SOS2	1.6235
CCDC99	-1.60825
C1QTNF5	4.2295
NNAT	0.1555
USP16	0.05175
LARS	-1.1885
ZBTB2	0.00337500000000001
ABO	0.0733333333333333
TRAF3	-0.031
GALNT5	0.7235
NAP5	1.217125
ALG14	1.034
KIAA0515	-0.0256153846153846
WDR75	-0.2145
TEX261	0.592833333333333
LY86	0.1855
LOC389072	-0.923
FLJ13611	-0.43875
MRGPRX2	0.3215
SNRPA	-1.107625
OR2G2	0.29
GPRASP2	0.0205
C7orf42	1.5151
C9orf163	-0.441
CYP11B2	0.1325
FCRL3	0.648333333333333
PRDX1	1.974
FGB	4.58516666666667
COX17	0.306833333333333
C16orf33	-1.0025
PIWIL1	-0.295833333333333
FOLR1	-2.3855
KIAA0082	-1.09375
FREQ	0.461333333333333
TMCC2	-0.924
TCF12	-0.30425
ZNF721	0.79875
FAM130A2	-0.08225
POU4F1	-2.0655
SNRPF	-0.048875
SGIP1	2.15466666666667
