Hybridization REF	TCGA-BH-A0EI-01A-11R-A115-07
USO1	-0.184833333333333
NUDT4	-0.178571428571429
CLDN1	1.045
OR4Q3	0.874
FASTK	-0.254833333333333
ICOS	1.71166666666667
LDB1	0.901
GSTA5	-1.0545
ABCC1	-1.1175
FAM54A	-3.17975
PCBP2	-0.518166666666667
NUP205	-1.26925
ACTA1	2.0595
GABBR2	-1.9195
PIP5K1B	0.2085
AGXT	-2.44416666666667
RNF181	0.144
ATP8A2	-1.0335
AFTPH	1.55125
FGF21	0.0535
FCER1G	2.278
SNTB1	-1.73375
SLC24A3	2.32075
TXNL4B	-1.5766
RPL10L	-0.435833333333333
LOC389517	-0.76145
TSGA13	1.08
SHOX2	0.107
ITGA7	0.0441
KCNIP2	0.693166666666667
KLF13	0.7366
ZFAND2A	-0.87875
CEACAM1	1.30435714285714
PFKFB4	-2.2875
MED19	-0.169
LRRC57	0.477166666666667
RNF11	0.7185
ANKRD32	-2.4315
P117	-0.144
OBFC2A	-0.921
POLD3	-1.07791666666667
RAB18	1.47125
TPH2	-0.4855
PHB	-0.4263
JDP2	0.667
MORF4L1	-0.261
POU2F1	0.23775
CNNM2	-0.04775
LOXHD1	0.564666666666667
ZC3H15	-0.42475
ELK3	1.17216666666667
FAM111B	-1.822
CBLC	2.60566666666667
SBNO1	0.12825
ANKMY2	-0.9125
PLEKHA5	0.45725
DHX58	2.0585
ARCN1	-0.256833333333333
TREML1	0.126
KNCN	-2.0815
SEC24A	-0.983125
PSCA	-0.271
MGC24125	0.265666666666667
DNA2L	-1.80925
CIB4	0.345625
HIGD2A	0.522333333333333
TBX6	-0.3425
TTLL5	-0.246333333333333
SGK3	-0.365833333333333
GCN1L1	-0.40525
AMOT	-0.461555555555556
LDOC1	1.55716666666667
NRK	0.38025
ASB9	-3.13225
NAT1	4.0844
TRAFD1	0.448
PEAR1	0.604333333333333
FAM36A	-0.291125
OR1S2	0.249333333333333
LOC388323	-2.0465
PGS1	0.0223333333333333
LEPREL1	-2.40825
TFF1	1.062
HAP1	0.28575
EPHB2	0.13025
ACTG1	0.7605
ZFP42	-2.0214
HAVCR2	0.4786
NME1	-0.8835
SNX26	-0.251583333333333
LACTB	0.614
ZKSCAN2	-0.82225
C5orf35	0.8825
ANKS3	-1.061
RBM28	-1.2925
DKFZP586P0123	-0.42825
HNRNPA1	-0.597
BCAS3	-1.2945
FLJ20184	0.0255
POLA2	-1.96616666666667
TMC7	-0.103
HSD17B6	1.96
ZNF658B	1.0325
TTTY10	-0.1005
RANBP9	0.310833333333333
CPNE7	-2.95066666666667
EVL	1.20729411764706
LNX1	0.923583333333334
IFNA21	0.33875
CFD	0.97425
PYCARD	1.111
MYBPC2	-1.5235
ENPP3	-1.72183333333333
ACSL4	-1.49475
LOC440258	-0.0963333333333333
TMEM176B	4.23316666666667
SOX2	-5.20225
SCO1	-1.23866666666667
COMT	-0.1105
AOC2	-0.1525
PDLIM5	1.67435714285714
SPHK2	0.409
NXPH2	null
GPR108	0.7595
RAD51L1	-0.3045
TMEM54	0.81925
LETMD1	-0.853888888888889
SLC6A17	0.10125
KRT75	2.9945
STT3B	-0.572833333333333
CD3EAP	-0.458833333333333
TMEM63A	-0.0425
DUSP13	-1.16375
CD1C	-0.6165
LASS2	2.12366666666667
AVP	1.546
PITPNM1	-0.627125
FLJ22795	-0.821
MCTP1	-2.424
TRIM68	0.132833333333333
UCK2	-0.498333333333333
ABHD1	0.34975
FAM50A	-0.33675
RNASEH1	-1.18033333333333
PCP2	0.918166666666667
OR52H1	0.4665
C20orf149	1.49
RBP5	0.3125
HYAL3	-1.5905
CLPB	-0.914
SMNDC1	-0.441
DONSON	-2.76283333333333
FLJ27523	0.322
BARHL2	0.601166666666667
SLC30A9	0.205333333333333
TMPRSS11B	0.53875
E2F8	-2.41333333333333
CCDC25	0.193
C14orf48	-0.391833333333333
C20orf116	1.083375
TSPAN11	0.3275
YIF1B	-0.935
FAM12B	2.4885
OR1L6	0.1825
HPN	1.6073
NBN	0.149625
C14orf94	-0.791333333333333
OCLM	-1.285
ZSCAN18	2.0422
L3MBTL	-0.9884
TSTA3	1.04133333333333
RAC1	0.20675
C19orf15	0.2436
NFE2	-3.88625
KLK14	0.17
ARSF	0.021
MAST2	-0.519666666666667
AMICA1	1.92783333333333
GTF2A1	-0.18075
ATP1A3	0.3395
TC2N	2.5996
PNKP	0.49325
ODZ2	2.87925
MATR3	-0.125375
S100P	0.60275
KRT82	-0.0455
CA13	-0.4303
PROZ	-1.8355
AASDH	0.6705
C19orf40	-0.601666666666667
DCK	-0.414153846153846
FAM5C	1.48575
SLC6A4	-0.3715
MID1IP1	-0.2035
TESSP5	0.6935
TMOD4	-0.477333333333333
DOCK2	-0.9825
TUG1	0.706125
NUP214	-0.48275
DPYSL2	-0.522181818181818
GOLM1	1.09183333333333
MPFL	0.282
SOX13	0.60375
SDCCAG8	0.7104
KEL	-2.63266666666667
NUP210L	-3.38175
GK	-1.175875
DNAJB1	-0.1805
ALPK3	0.864
CHID1	-0.0677
CYLC2	1.06583333333333
IKZF5	0.915
C8orf51	0.5195
PPM1J	0.74375
GIMAP8	3.60616666666667
GPR101	-0.5445
NR2F1	0.5265
ACAD8	-0.47425
RBM35A	2.15725
GNAI2	1.6485
METTL8	-0.6575
SLC39A7	-1.278
FBXO8	0.69825
CAMK1	0.87875
RFC3	-2.02975
FAM129A	1.19535714285714
ILF2	-0.01725
FGFBP3	-2.1275
NOM1	-0.9345
PSMA3	-0.20175
ASCC3	0.358
ZYG11A	-2.36325
SOX21	-1.955375
LYRM1	0.04175
DEFB1	0.951
LOC91431	-2.6115
OR7C2	1.1915
FAM46B	-0.548375
TMEM18	-0.091625
ARHGAP30	0.832166666666667
TMEM86A	2.86141666666667
EPHA2	-1.3795
C10orf46	0.71505
TCHH	-1.15666666666667
C3orf30	0.4226
LOC285636	-0.252333333333333
PAIP2	0.0335
CYP2U1	0.6325
C12orf34	1.275
SARS2	-0.451666666666667
ZCWPW1	0.18275
SAMD12	1.827
KIAA1430	0.1035
ACAT1	-0.85075
MEOX1	3.03366666666667
ADAMDEC1	5.16675
PHKA2	-0.631
CARD11	-1.17733333333333
CALML4	-1.249
TSSC1	-0.34175
TMEM45A	-0.829333333333333
MPP7	2.582375
POU1F1	0.22425
SLC2A13	-0.6319
FBN2	-0.8725
ZC3H7A	0.2338
LAIR2	-0.65825
ST3GAL1	1.71616666666667
LCT	-2.23475
GEMIN8	0.290833333333333
KLF16	0.3793
HIF3A	-0.2528
FAM44A	0.651571428571429
AQP10	-1.564
PLA2G2A	-0.0605
FOLH1	2.32066666666667
C20orf186	-0.144
MAPKAP1	-0.111625
SPRR2D	-1.82975
UBQLN4	-0.114333333333333
RSHL1	0.439
PIAS3	0.970875
MRPL24	1.39125
GREB1	-1.53075
FAM27E3	-3.0235
NUP62CL	-1.613
NEUROG3	0.4395
REEP3	1.73933333333333
MARK1	-0.05575
LMBRD1	1.13
PRPF19	-1.8125
PNMT	0.297333333333333
CTGLF1	-0.7795
SLC25A16	0.575
EIF2B3	-1.592
RPA2	-1.284
PAK6	1.012
CCDC26	-5.172625
SEMA3E	2.85375
MXD4	1.2877
TNFSF10	4.7434
SMARCB1	0.103333333333333
DTX3L	1.61566666666667
PLA2G4E	0.3745
PPAP2A	1.51375
ULK1	0.0623333333333333
TAS1R3	0.087
SLC2A3	-2.38972727272727
ARID3A	-2.4365
GNG5	0.28925
ACOX1	0.3151
KIF5B	0.2775
NUP153	-0.30375
MUC7	0.103
CSDE1	-1.06657142857143
CLPTM1	1.49575
C3orf23	-0.307875
LRRC17	0.472833333333333
TTYH3	-0.766875
ATP5B	-0.9515
ELF3	1.7593
CPSF3L	-0.425333333333333
ZNF665	0.515333333333333
TLR6	0.3038
GPI	-1.19175
RAD9A	-0.22575
NDST4	-3.82925
AGPAT3	0.694916666666667
MAGI3	2.261
ADORA2A	2.3415
CACNG7	0.199
CAMK2D	-0.292214285714286
CCHCR1	-1.263
RPS27A	-0.13875
OR10G7	0.184666666666667
GCM2	-0.435
FAM135B	1.2494
E2F1	-1.65475
PLCB3	-0.16425
OR2AE1	0.326
COIL	-0.592
CDC25C	-2.38466666666667
RAB11FIP2	0.669416666666667
TSC2	-0.02475
CTGLF5	-0.96
CCDC108	0.339888888888889
OR13C4	-0.21375
C10orf81	5.35575
PTPRB	2.12675
ACP2	1.136
LAG3	0.4735
MRPL54	-0.46175
LOC201175	0.614
ITGB1BP3	-1.80575
SPTAN1	1.212
SIPA1L2	-0.53825
RCAN2	-0.1895
CDX2	0.343
ECOP	0.41625
ACTR1A	0.129428571428571
PPARG	-0.928666666666667
BBS10	0.496666666666667
TMEM44	-0.738375
BPIL2	0.46525
CITED1	1.1345
IRF6	4.38775
PRDM4	0.594166666666667
RRP9	-0.490833333333333
OR10H4	-0.30975
IL31RA	-0.6065
GNB1L	-2.166
MYBL2	-2.518
ZNF407	0.723833333333333
PPIG	0.116666666666667
TTC18	1.854
RPSA	-0.992
MAPT	2.03725
MRE11A	-0.270384615384615
C8orf37	-0.6415
RASGEF1C	-0.271
STBD1	1.5505
CTAG2	3.60033333333333
MGAT5B	-1.21433333333333
ECM1	3.640625
RLN1	-0.142
PARP14	1.832375
EPB41L1	1.5232
HOXA3	-0.2945
MAGEA9	-5.37075
RPS8	-0.735333333333333
RPS19BP1	-0.666
FOXJ2	0.569125
C10orf76	0.70675
IL17RE	0.613
C10orf65	-0.712
ZNF343	0.666166666666667
FBXO33	0.134
UHMK1	1.8133
LY6G6C	0.53275
FGF19	-2.744
C14orf128	-0.463166666666667
IFIT2	4.090125
TIGD1	-0.5635
S100G	0.9835
GUCY1B3	2.76
NR3C1	0.1943
CORO1B	0.844666666666667
PARP11	0.710833333333333
DNALI1	3.51666666666667
OR4N4	-0.224375
MAP2K6	-0.453166666666667
FSTL4	0.63925
ANKRD47	1.4955
TMEM171	-1.3605
PNLIP	-0.967
YY1	0.943166666666667
CCDC138	-2.3925
AASDHPPT	-1.1791
CKS1B	-1.2565
MCM3	-1.57766666666667
ANAPC7	-0.429833333333333
FAM110A	1.855
CDC37L1	0.313333333333333
THTPA	0.952
NBPF20	-0.21
WDR24	-0.241
NPTX2	-2.59075
CBLB	0.896333333333333
CETN1	-0.388333333333333
RPUSD1	-0.2195
FAF1	-1.1685
CDK6	-2.4465
HMX2	0.129
CSK	-0.1265
TEAD2	0.53825
SNAP25	-0.983
TUFT1	1.5892
TMTC3	1.0355
LCK	-2.42525
SGOL1	-2.29333333333333
AKTIP	0.34625
FURIN	2.168
SOX12	0.985
DEFB103A	-1.42375
RAMP1	2.95625
KIR3DX1	0.366
GAS2L3	-0.53375
PDE8A	-0.7005
EDN3	3.1115
GMIP	0.645
SF3A2	0.51575
FN3KRP	0.50625
SMAD7	1.1795
RHBDD2	1.451
OR11H6	-0.0785
PPP1R3B	2.3378
C9orf23	0.33175
CADPS	-1.76425
GOLGA8A	-2.806625
TMEM57	0.302
RGL3	-0.3505
S100A14	2.62925
FGFR2	1.2388
XRCC3	-0.61725
RTN4RL2	0.277
MGC3771	0.4005
GH2	0.255166666666667
BTBD2	0.5315
LMO2	0.65075
RDBP	-0.268375
ACRBP	-1.7125
AMY2A	2.07575
DUOXA1	0.392
PTK7	0.156
TWF2	-0.0936666666666667
FAM80A	-0.936
TNNI2	-3.12133333333333
GLT25D1	-0.5425
OCC-1	-1.67875
CYC1	0.0638333333333333
RPL22	-0.8635
MORN3	1.89516666666667
DISP1	1.098
PRB2	0.2065
CHUK	-0.075
HR	-0.310875
CCDC134	-0.282125
DENND4B	-0.59
C14orf130	0.090625
RAB33A	-1.705
DCST2	0.0925
TNMD	0.41775
PEX7	1.16775
FAM62A	-0.46225
SRD5A2L	0.19775
IL22	-0.04975
RPS26	-0.863666666666667
HOXC5	0.639
SPATA6	0.16425
FLJ38482	0.9395
ZNF234	1.7955
C18orf22	-0.6015
SPATA22	0.943
THOC1	-1.4235
CYP7B1	3.233
KCNC3	0.68625
C8orf42	-0.0285
ALDH1B1	0.0955
CCDC100	0.2114
ARMC4	-0.58625
FAM18B2	-0.418
SLC44A1	0.806
FBXO17	-1.0745
C6orf107	-0.31925
C19orf29	-0.72275
ZC3HAV1L	-0.32425
PARP6	0.0614
SULT2A1	-4.904375
C1orf159	-1.20975
TMC1	1.21333333333333
CHST14	0.492125
GAMT	-0.781
SMCP	-0.184166666666667
TSPAN33	0.851916666666667
MIDN	0.051125
NOX4	3.374
RNASEN	-0.792
TBX1	1.86233333333333
SALL2	0.07175
C10orf35	1.28125
CYP2E1	-0.901375
LRFN2	2.64433333333333
ACO1	-1.0325
IQCG	0.6405
MEGF9	1.82825
TM7SF4	2.03075
PLEKHA1	0.719
STK33	-3.3305
C1orf210	2.243
SNUPN	-0.158
KIAA0406	-0.2858
C20orf29	0.4415
TMEM55B	0.1725
OSTM1	-0.9358125
CLCN7	0.04425
OTP	-0.19075
FLJ23049	-0.3505
HEATR4	0.836
MAP3K10	0.8095
PCDHGA9	-0.0195
AMDHD2	0.653
LCTL	-1.557
PDCD2L	-1.075
CABLES2	0.282
SLC5A9	-0.24275
CLCA2	2.065
MGC16025	-0.1705
STRAP	-0.780166666666667
C20orf196	-0.511
RRBP1	0.1015
NAT13	-0.79875
MAT2B	0.015625
CSNK1D	-0.759
KIR3DL1	0.1595
PRKAG3	-0.721
ZNF599	1.5965
PRM3	0.4895
PER2	1.534
ASPHD1	-2.657
PRMT6	-0.9565
KCNE1L	-0.754785714285714
FAM118A	-0.471
TAF4	0.3705
NDUFB6	0.266
TRIM9	0.26025
PMFBP1	-1.13025
KY	-0.01
DKFZp762E1312	-2.97090909090909
CSMD1	-2.301
TBP	-0.540333333333333
OR1Q1	-0.140833333333333
RETNLB	-0.02975
HPGD	0.324571428571429
DNAJC12	4.45983333333333
FKBP1B	-1.378
ANKRD24	-0.138833333333333
CXXC5	0.648833333333333
IL3	-0.2265
DRAM	1.8371
PTCH1	-1.064125
TP53BP1	0.13725
SLC17A7	-0.033125
COL25A1	-1.5516
AMACR	-0.3725
RHCG	0.2195
VPS13A	-0.426666666666667
FAM55D	1.4765
PRPF38B	-1.05316666666667
OSBPL6	-0.015
PFDN5	-0.00740000000000001
CMTM6	1.183625
KCNK12	-1.69275
RP2	-0.1235
C16orf52	-1.8625
PICK1	0.453
IFNE1	-0.3445
SEMA4B	1.52625
TYRO3	-2.08675
OR12D2	1.981
CSNK1A1	0.6328
FANCF	1.0335
LONP2	0.118625
TBL1Y	0.0425
LDOC1L	0.014625
CCNC	-0.5125
C3orf60	0.18175
CHKA	-1.2795
UBAP1	1.418
MAP3K1	1.2825
ANKRD9	-1.424
FAM92A1	-1.60316666666667
GAB2	-0.252
AZU1	-0.02975
DIS3	-0.833583333333333
C21orf109	-1.38375
IQCB1	-0.76475
SPATS2	-0.870166666666667
EFCAB3	0.20525
PRB3	0.14175
FUZ	0.0696666666666667
ZNF813	0.545125
BMPER	-0.190833333333333
HEG1	0.6965
ALS2CR11	-2.17775
SURF2	-0.603
PSMC1	-0.0853333333333333
OR2D2	0.642
SLC7A8	1.66616666666667
C4orf40	0.0235
SPATA7	0.39075
MAZ	0.0106666666666667
PIN4	0.02125
PDE1A	-0.1815
TAF6L	-0.5045
OR2T34	0.3205
KIAA0284	0.78025
ACADS	0.157818181818182
MKRN2	-0.5235
C18orf56	-4.277
MS4A6E	-0.1725
GALNT4	1.04955555555556
C22orf31	0.6045
FLJ36070	0.0255
PSME4	-0.39225
TFG	-0.0372
EPHX2	2.142625
ANXA5	-0.8035
KRTAP1-1	-0.2217
BATF	2.16125
KARS	-1.97875
MSTP9	0.1455
GPR26	1.850375
CCDC72	0.5025
TEF	0.702666666666667
FOXK1	-0.8258
PRLHR	-0.2855
EMX1	1.6625
C11orf30	-0.021375
ICK	1.04075
THSD7B	0.39825
C21orf100	-0.913
DUOX1	2.539
EFCAB4B	0.255
UBE2G2	-0.215166666666667
C3orf54	0.4495
PARP1	-0.92925
FAM60A	-1.24908333333333
C6orf146	-0.915333333333333
OR9K2	0.6785
DDX55	-1.21533333333333
RPS15	-0.64825
ZNF618	1.14275
DKFZp686D0972	1.2625
SSPO	-0.8665
SHFM3P1	1.03683333333333
CPA6	2.7745
JAG2	1.6625
DEFA3	0.45125
PPBPL2	-0.138
CD34	4.87725
SLCO4A1	-3.5365
AFG3L1	-1.384
SHD	-1.034
RP13-122B23.3	-0.329666666666667
PRKCSH	-0.416333333333333
DPH5	-1.2855
HLA-F	2.151375
TBC1D4	-0.56625
RIG	-0.8495
GLUD1	0.417333333333333
HNRPCL1	0.37275
HBXIP	-0.659
RNF207	-0.1625
APIP	-0.43025
PLA2G3	-3.41266666666667
CCDC84	-1.56325
MYLIP	1.74492307692308
PHIP	0.24125
AARS2	-0.495
DHX32	0.355
SCAPER	0.432833333333333
MEN1	0.105375
NIP7	-1.849
FLJ25404	0.304
FASTKD3	-0.71725
TMEM158	-2.18366666666667
RARA	0.89725
BDH1	0.991
ANKRD16	1.10775
CARM1	-0.8235
SS18	-0.132333333333333
IKZF2	0.5465
MYD88	0.696625
PML	0.71765
TAF1A	-1.465
CBFB	-1.455
HIST1H3H	-0.718
C7orf29	-1.0095
COMMD4	-0.790833333333333
DPP3	-0.3515
DAB2	0.29525
LOC388882	-0.2855
YPEL4	-0.50725
AGBL3	0.4765
LRP6	1.0072
SERPINH1	-0.124666666666667
TLE1	-0.455
CD244	0.686166666666667
ZDHHC15	-0.38775
MGLL	0.7897
PLDN	0.2685
LOC654346	1.7735
FAP	3.24375
GPR37	0.739333333333333
SCARA5	1.80316666666667
EBF4	1.90054545454545
LSM6	-0.365
MLLT1	-0.2890625
SLC5A12	1.355
A2BP1	-2.16816666666667
COPS5	-0.854666666666667
TPM4	0.053
TNFSF4	2.05916666666667
ACADSB	2.089
HERPUD1	0.23075
BCL2L11	-0.615833333333333
CEP78	-1.53875
CDCA3	-1.803875
WBSCR19	-0.0701999999999999
MYO1A	-2.6295
PPEF1	2.967
LOC440348	-0.8815
CPEB2	2.582
BPTF	-0.141916666666667
RPL21	-0.9664375
GSX2	-1.1155
ADPRH	1.54
C17orf68	0.5815
KCNS1	-0.495833333333333
MLLT6	0.2931
PIWIL4	0.50625
RNF26	-1.20775
RAP1B	-0.753125
ADAMTS1	-0.6199
ZNF571	0.79525
P2RY6	0.64725
TRIM21	1.11283333333333
CADM3	0.7575
NLRC5	0.607666666666667
ADRA2B	0.389333333333333
LOC90835	-1.216375
PCF11	-0.7645
LOC400451	2.3345
GLTSCR1	0.9245
C17orf88	-0.368833333333333
CDH16	-2.1385
FGF7	3.15875
PCSK4	0.015
NPC1L1	-0.679333333333333
TAT	1.09985714285714
TBCA	-0.052
MGC33407	0.024
GPR115	-0.704125
CYGB	1.2615
FNBP4	-0.897833333333333
C12orf43	0.19225
CBL	-0.451
CLECL1	0.25575
PPAPDC1A	1.7445
WDR25	0.493833333333333
SGCA	1.9365
C22orf29	-0.114666666666667
YIPF1	0.36975
GALK2	-0.92275
RAB3B	-3.11691666666667
LOC440087	1.62475
UCP1	1.745
REEP5	1.806625
FADD	0.2295
FOXA1	3.484625
CACNA1A	0.165
ABI1	0.4555
GRIN2D	1.0675
SLC1A4	-0.2065
LOC401127	-0.7505
HINT2	0.1455
PLD4	0.933166666666667
ZNF286A	-1.8495
ENY2	-0.10075
IL1F6	0.071
PXDNL	1.84925
C20orf79	-0.4545
TNFSF13B	3.32533333333333
DENND3	0.6915
JARID1D	-3.13575
HIST1H2AK	0.0951249999999999
LOC93349	0.6474
SSH1	-0.7437
ENSA	1.09625
LOC219854	-0.502
CKAP2	-2.3521
DKFZP564J102	0.0251666666666667
MGC87315	0.4325
HNRPAB	-0.2255
AMH	-2.6035
ZNF526	0.587
BRUNOL5	-0.490666666666667
CACNG3	-0.0686666666666667
TRPM1	-1.869
PPP2R1A	0.413875
COL2A1	1.1335
DDN	-0.455333333333333
FLJ25770	1.58190909090909
HK2	-0.509285714285714
ELOVL6	-1.8025
MDK	0.19
EPHX1	2.0005
RASSF2	0.356125
DKFZP434B0335	0.76575
DLX3	0.733
PRTN3	-0.81375
AVPR1A	0.728
C21orf125	-1.935
TNFAIP8	-1.11166666666667
GNB2L1	-0.76275
CALCRL	4.624
SCGB2A2	8.18183333333333
UBXD7	0.23725
ZNF674	-0.1785
TMEM35	-0.03375
BRSK2	-0.749125
HECTD3	0.591666666666667
TMEM188	-0.79575
LGALS9	2.236125
SCARB2	1.5965
USP34	0.08825
C17orf28	1.90616666666667
ZDHHC23	-1.53125
AQP12B	0.616
SLC16A3	-2.83
APLP2	0.5535
ITIH2	-6.32675
MICAL3	-0.727125
TNNI3K	0.048
HDAC2	-1.32475
PRR7	-0.2553
THBS2	0.360125
LOC751071	-1.52683333333333
CA2	0.427833333333333
RANBP17	0.99825
RLN3	0.4905
CRYZ	-0.7285
GBAS	-0.222
TAS1R1	-0.58125
MPZL3	0.4555
PCDH8	-2.8475
HSP90B1	-0.246916666666667
KCNK15	1.751
TNIP2	0.333333333333333
GPR146	0.9655
NOL6	0.5865
SPC25	-3.14266666666667
STEAP2	2.371
VAMP3	-0.164333333333333
TCIRG1	0.677
ZP4	0.399
PARL	-0.114875
TRIM39	0.668
KIAA1305	1.6535
CRNN	-0.1354
GRN	1.09875
HSH2D	1.33325
SCAMP1	0.98725
KIAA1913	1.3605
PTS	-0.41325
BANP	-0.239785714285714
PRKACG	0.37675
ADCY6	0.781666666666667
C16orf46	1.3405
CYP51A1	0.700625
DDC	-5.12425
ANPEP	2.168
PROM1	0.652333333333333
SIGLEC10	1.982
COPG	1.1845
FAM26E	2.18025
TRIP4	0.591
SNX3	0.3405
C1orf175	0.6085
PPY2	-0.7025
C14orf152	0.43375
FTSJ1	-0.614333333333333
DST	0.6019
LOC554235	-0.2845
GLRX5	-0.04575
C20orf12	1.358
CAB39	0.731666666666667
MSH2	-2.07133333333333
PIP4K2C	0.978625
CYLD	0.724625
WTAP	0.3336875
MGAT4A	2.52277777777778
TSC22D4	0.407
CHRM2	-1.6085
PPYR1	0.146833333333333
CCNH	-0.5095
RRM1	-1.11875
ECAT8	-3.11625
LOC400120	-0.07225
GABRA4	-0.931625
C14orf4	1.01833333333333
C1orf59	-1.07225
CTDSPL	0.47325
NHEDC2	-0.808
PDE11A	-0.6215625
KLHL29	-0.24875
CD5	-0.7383
TSPAN9	1.597625
WDR67	-1.80325
THUMPD1	0.4958
C18orf17	-0.35625
CLYBL	-0.41
FLJ13231	-0.489125
CMBL	0.34325
LECT2	0.175
NKAPL	3.113
LOC654780	0.2165
OR4C6	0.012
RAB30	0.865166666666667
TSSK4	-0.4505
TMEM163	0.6795
OSBPL11	-0.170416666666667
GNB5	-0.3195
CCL21	2.3465
C1orf121	-0.6395
FMO2	3.26466666666667
RPTN	1.367
MSTN	-0.306
VCL	0.666857142857143
FYTTD1	-0.2285
C11orf1	-0.62275
CCDC88C	0.45925
HFE	0.0422777777777778
MOGAT1	-0.536
FAM125B	0.604333333333333
IRGQ	0.188
RAVER2	0.13725
AKAP5	-0.7385
SSSCA1	0.10625
C11orf63	1.137875
ACTG2	2.6712
PORCN	-1.289
DTL	-2.53472727272727
TMEM151	0.2205
FAM122C	-0.5635
RSAD2	5.0011
BAT4	-0.3985
KRTDAP	-1.14983333333333
MYH8	-0.0380000000000001
CRTC3	0.97925
LRRFIP2	0.297
INTS4	-0.147666666666667
TTN	-1.55483333333333
SLC26A5	0.699
PLLP	-0.4785
RGS6	-0.446625
SRGAP3	0.563125
ZNF525	0.422666666666667
NBR2	-0.3485
C13orf1	-0.0954
ZNF137	0.749
CEP27	-1.9565
BEST2	-0.0155
RNF121	-0.1365
DMRTC2	0.82275
C8orf76	0.26625
BCCIP	-0.2755
MEST	-0.76775
HTRA2	0.06
ANGPTL2	0.5255
ILKAP	-0.185
ERAS	0.219
HBS1L	-0.469375
CPA5	0.2685
TMEM30A	1.088
CD300LF	2.648
WISP3	3.4515
CRK	0.358071428571429
PDS5A	-0.1144
BRPF3	0.878666666666667
NEDD9	0.179875
SMPDL3B	0.8965
PSG6	1.44475
PSMD13	0.747
ETV5	-1.75675
OR51A4	-0.727
BTBD7	1.013
GSTO1	-0.75575
hCG_16001	-0.2185
MAD2L1BP	-0.055
COX6A2	1.045
SCNN1A	2.77833333333333
LSM1	0.0545
UGT2B11	-1.8615
IDUA	1.469
PPP2R3C	-0.868833333333333
COX11	-0.890833333333333
PDZK1	-0.7875
ZNF443	0.632166666666667
MGC21874	1.81483333333333
ZNF323	1.0335
KRTAP10-10	0.478
CXCL6	-1.20675
SLC34A2	2.1032
LOC284402	-0.0695
NPTN	1.13708333333333
UPP1	-1.959
SLC6A9	-0.275
OR7G3	-0.169
CISD1	-0.390166666666667
ZNF545	0.505
SYT14	-0.526
NT5C3L	-0.409333333333333
ZNHIT3	-0.0381666666666667
SNRPD3	-0.803
KIAA0701	-0.50075
UNC93B1	0.8815
GMNN	-1.985125
SPCS2	-0.75
LOC388524	-1.041
NAPRT1	0.741875
PNLIPRP1	0.69725
OR6V1	0.389
PRKAB1	0.23775
EYA4	-2.41866666666667
KIF20A	-2.08825
ALG10	0.2935
ITPKC	1.26616666666667
LMX1B	1.6105
RPUSD4	-1.96083333333333
C7orf34	0.17
DLGAP2	0.2995
PFN1	0.0104
MICALL2	-0.513166666666667
ZNF654	1.0405
SS18L1	-0.782
SLC16A8	0.42425
MKI67IP	-0.406
ITGB3	0.470375
TCEA3	2.05833333333333
CEP152	-2.12
CLIP1	1.413625
ZNF75	0.6294375
ATP5C1	-0.109666666666667
NUDT5	-0.877666666666667
PSCDBP	0.49475
UBP1	-0.15225
RBM27	0.13725
C13orf15	2.0915
ZNF282	0.2575
ZNF222	-0.2817
COL10A1	5.7625
PRDM15	-1.35375
TTTY5	-0.3405
FAM9C	-0.851
C20orf67	1.2645
GNG13	-0.128
F12	-1.82025
C1orf41	-1.39775
CPXCR1	0.0535000000000001
GSK3A	0.602625
SUPT6H	0.626333333333333
PI16	1.8145
ELL2	-0.785583333333333
C9orf167	-1.65866666666667
PVRL3	-1.0022
FLJ38596	0.3745
ADAM20	0.52575
GPR89A	0.812
GPR87	0.6525
ZNF30	1.24275
SMR3B	0.608666666666667
ZNF770	0.239125
TRPC4AP	-0.00316666666666667
DKFZP686E2158	0.103333333333333
C2orf28	0.192333333333333
FREM1	-0.210833333333333
LAMA4	0.677
ADPRHL2	-0.4925
EIF4G2	-0.225333333333333
GUCA1A	-0.0855
CTNNA2	0.803
NUDT15	-1.8285
CEPT1	-1.0185
ZNFX1	1.6108
CCDC92	1.012
TDRD1	-0.3575
KCNK5	-0.164333333333333
ETNK1	-0.109583333333333
LTA	0.686
TTPA	-0.662
B3GALNT2	-0.103375
SC65	0.596
PEX5L	-1.82975
EPS15L1	0.98225
MGEA5	0.164625
HIST1H3A	0.23475
ING1	2.95225
BCAT1	-3.375875
ORC6L	-3.81181818181818
KLK11	-2.96683333333333
C19orf28	-1.71125
DNER	-4.77875
MED22	-0.571
ETV6	1.06291666666667
CHAC2	-2.901
CD300E	0.791
CEBPB	-0.718583333333333
ZNF398	-0.5845
LRCH3	-0.469
HMGA1	-2.27
CAPN7	-0.0876666666666667
MGC5566	-2.8155
CCL3	2.09375
NANOS1	-0.197571428571429
ZFYVE19	0.166
APITD1	-1.08266666666667
PARD3	0.929125
IRAK4	-0.0251666666666667
SERPINI2	0.393
CEP170L	-0.562
TTC9	3.66975
MYOM3	-0.084
MLPH	2.270375
LOC222699	-0.052
NRG1	-0.759
TBC1D9	4.66690909090909
TTK	-2.44383333333333
ZNF557	-0.06
DDX41	-0.297666666666667
FANK1	1.508
UBE2D2	0.245375
PSMB10	0.696
MYH7B	-0.624
