Hybridization REF	TCGA-BH-A0E0-11A-13R-A089-07
C16orf67	-0.465333333333333
DAG1	-0.317125
OR4D2	-0.111
C21orf81	-0.80475
PLOD2	-1.24216666666667
TTC27	-0.55975
TSPAN2	1.31066666666667
PI3	-0.0165
ZFAND6	0.2945
C6orf57	-0.44225
NUF2	-4.96125
ARID2	-0.4785
RCC1	0.01
CD86	1.61883333333333
FAM91A1	-0.0775
CALM2	1.1485
GYG2	1.3785
PARS2	-0.422166666666667
INTS12	-0.08925
CTSF	1.864875
BNIPL	1.70175
GNA13	-0.085
HUNK	0.102
ZBTB4	2.039125
B4GALT4	-0.228625
CHD1L	-1.25525
MSTO1	-1.16766666666667
FUT8	0.541230769230769
AGA	1.34425
TRMT11	-0.319166666666667
WWP1	1.1565
B9D2	0.741166666666667
STAT1	0.1955
PTTG1	-3.87583333333333
TMEM62	1.149
SSBP2	0.39275
MRFAP1	1.35766666666667
NME4	-1.515875
LOC55565	0.3455
DLL4	2.26675
MYOCD	0.696666666666667
HTR3D	-0.0915
C9orf156	0.73025
CHMP4C	2.14583333333333
PROCA1	-2.06375
GCDH	-0.001
APOF	-1.82983333333333
WEE1	0.797166666666667
SSR4	-0.000749999999999999
RGS1	7.002
ACCN4	-2.05683333333333
FLJ20489	0.012
ZNF215	-0.164833333333333
AGPAT6	-0.83525
PDE7B	0.0535
BBX	1.139
MS4A3	-4.4215
OR4A16	-0.894
EFEMP1	2.557875
TULP2	-0.671833333333333
RERE	1.029875
BNC1	0.94075
PIGB	0.4615
COMMD8	0.21325
TRIP11	0.0305
FLJ40142	-0.10525
PCDHB6	3.285
FKBP8	-0.670333333333333
FLJ12716	0.1167
POT1	-0.3635
KIAA1109	1.66171428571429
PTPRC	0.102166666666667
UNQ9391	0.7475
CCT7	-0.785833333333333
EEF1A2	-1.10025
MIPEP	0.97625
ZFX	1.1459
UCHL3	0.696875
LOC388419	-0.281
GSG1L	-0.371166666666667
RAB24	-0.693166666666667
SLA2	-0.96375
SDS	1.75416666666667
LYPLA3	-0.837
CASQ1	0.20775
SLC25A40	-0.806333333333333
IRAK1BP1	1.98925
ACOT6	1.38625
COL9A3	-2.8895
ASB11	0.844
C2orf18	0.557166666666667
FOXD2	-0.07475
C6orf211	0.694
OR8G1	-0.182
MDGA1	0.6235
ADARB1	-0.995125
GGT1	-0.4085
WNT1	0.1964
DBP	0.10675
COL5A3	0.019
RHOD	0.0275
COL4A2	1.89075
LOC201164	-0.312
HEBP1	0.9995
LUM	0.69225
ZCCHC6	1.04375
PAGE1	-3.61933333333333
DTX2	0.207
SLC7A13	1.6815
H3F3A	0.460571428571429
RABIF	-0.395
D4S234E	0.523666666666667
DYRK3	0.758666666666667
PFAS	-0.993
ALOXE3	-0.293833333333333
RPLP0	0.3
RBM34	-0.242833333333333
C12orf28	-0.1485
U2AF2	-0.136666666666667
MKNK2	0.321125
SEC16A	0.436416666666667
ZNF44	0.1217
YWHAG	-0.310625
IGF2BP2	-2.73683333333333
OR1D5	0.117
SIX6	-2.89775
CCR6	0.23775
PALM	0.933
PUM2	0.565357142857143
SPRYD5	-1.8405
ALG10B	-0.133125
ZNF365	1.6425
PHC1	-1.6805
KIAA0913	-0.68075
ARX	0.449625
PPP3CB	0.738166666666667
IRX6	0.054
ANGPTL4	0.5223
LSM14B	0.1584
PCDHGB7	0.437
INSM1	-2.14683333333333
WBP2NL	0.325
ZNF493	0.74575
NGEF	-3.59225
RNASE13	-0.0425
SPPL2A	-0.0198333333333333
SFXN1	-1.539
FAM102A	0.425875
SAPS2	-0.07025
JTV1	-1.4015
OR51B4	-1.36025
SCGB1A1	-0.08
NEUROD2	0.04
tAKR	-0.709333333333333
C1orf26	0.837
RICH2	1.22025
TEDDM1	-0.3165
CYP2S1	-1.3675
TBCE	-1.08083333333333
MAPK1	-0.99575
HDHD1A	-0.399
MRM1	-0.60425
ATP9A	-0.248785714285714
HSD17B3	-0.138
HN1L	-0.3065
RNF216	-0.785
HOXD12	-0.1845
PPP1R14B	-1.221625
SBF1	-1.01425
TAS2R42	-0.09
USP46	0.379666666666667
LILRB3	0.329833333333333
SPI1	-0.53375
OXSM	-0.07275
GYS2	0.810666666666667
NUPL2	-0.70825
C8orf46	-1.203875
SF3A1	-0.10465
C21orf99	0.149
HOXB4	0.0932
YRDC	-0.41325
GPRC5D	0.38
BLVRA	0.22
KIF12	1.431
LRRC23	1.0065
FAM14A	0.1775
RASL12	1.101
DAZAP2	0.84075
IKBKB	0.0795714285714286
ZNF271	0.942166666666667
BOK	2.05875
CXorf6	-1.4205
MYEOV	-0.417
BTN2A2	-0.5714
FRG1	0.23675
HSP90AB6P	-0.1225
ENOX1	0.115666666666667
ZNF706	-0.0175000000000001
DOK1	-0.0983
PGAP1	-0.03
TMEM136	0.08025
FSCN1	-3.2495
KIF17	0.1875
TRIM66	-0.659
CBR3	1.47966666666667
C13orf24	0.4335
C19orf52	-0.441
BNIP1	0.62975
AQP3	1.608
KRT6C	0.369166666666667
SIRPA	0.156666666666667
IGFBP6	0.023
PLEKHK1	-1.191375
RNASE7	0.2425
ARHGEF15	0.36025
NPHS2	-0.4395
SRD5A1	1.02275
REXO4	-1.3245
EEF1DP3	0.57375
SLC37A2	-1.8475
ZNF142	0.07
ANKHD1	-1.221
MUT	1.3135
VPS37A	-0.07275
GPRIN1	-1.6445
SLC38A3	-1.88575
BAZ2B	1.68525
WDR87	0.306833333333333
BRD7	-0.23325
POU6F2	-0.2725
NISCH	0.686125
TCEB1	-0.65175
LINGO2	-0.933
TAX1BP3	-0.71825
RPL34	0.806055555555556
MARK2	0.167333333333333
AKAP12	-0.3108
AMBN	0.29
SLC25A27	0.453666666666667
FLJ21865	-0.88275
KIR2DS2	0.519833333333333
WDR77	-1.38675
ATF2	0.221583333333333
ITFG3	-0.112666666666667
SLC39A13	0.47225
ARL6IP5	2.065875
C10orf137	-0.43375
QTRT1	-0.571166666666667
CCNT1	-0.81925
DYNLL1	0.389
WDR53	-0.47975
LIPG	-0.377833333333333
ASAH3	0.1275
HELB	0.10925
PHACTR2	1.085125
VENTX	-0.67325
LAD1	1.37816666666667
PAOX	1.25075
MAPK8	0.2725
CCDC38	-0.07125
DNAJC8	-0.237
RBBP8	1.0425
WNT11	1.0593
KCNJ12	-1.07866666666667
HDAC8	0.448
STARD4	-3.33225
ACVR1	1.12433333333333
C14orf65	-0.1715
KLB	0.0205
C1orf65	-0.659
ZFYVE28	0.54075
NSUN6	0.9305
KIF27	1.136
SYTL2	0.646
UBXD2	0.5933
OR6T1	0.446
CCDC91	1.57635714285714
GRID2	-0.1215
CALN1	-0.545
ZNF423	0.4965
PSMB4	-0.633666666666667
XPNPEP3	-0.537166666666667
ARPP-21	-2.4372
SART1	-0.482
RACGAP1P	-3.9345
SPTA1	-5.17825
C6orf113	-0.2395
C7orf16	-2.191
CHST7	0.0275
C21orf29	-0.554166666666667
SEMA6D	2.068125
PCMTD1	2.554875
KIAA1754	-0.747333333333333
MYCN	-1.879125
KCNJ3	2.36625
MAPK13	1.9933
ERO1LB	1.31875
NTF3	0.095
NKX6-2	-0.7615
GTF2B	0.35425
GSPT1	-1.02766666666667
GUSB	-0.102333333333333
LOC221091	0.4335
LIG1	-1.94875
EXTL3	-0.674666666666667
NID2	-2.30675
TTC29	-0.21425
TMEM97	-1.727625
EXTL2	-0.411666666666667
SUZ12	-0.36275
IL1F8	-0.185
KRT18	-0.388818181818182
MRPS16	-0.611416666666667
PI4K2B	-0.4415
LACRT	0.988
OR51F2	-0.086
JMJD2C	0.18175
KGFLP1	3.44275
CDK5RAP3	-0.8352
YTHDF2	0.573833333333333
GGCX	0.43925
ARPC4	0.03025
EGLN2	0.264333333333333
KBTBD4	0.230714285714286
ROBO3	0.0889
DEFB118	-0.596
KIAA1543	0.89825
RTCD1	-0.402333333333333
MZF1	-0.68625
C18orf26	0.212
CNIH4	-0.349
ZFP2	2.923
HTATSF1	-0.07725
WFDC2	2.8845
NDUFA7	0.0545
TTC22	0.603
FAM40B	-2.695
DCPS	-1.24725
SH2D1B	-0.9864
MRGPRE	0.193
SBK1	0.1055
UNQ6411	-0.0735
OSBPL9	-0.43825
NUP107	-0.703
MYOZ3	-0.124
PDE4B	0.622583333333333
FAM113A	-0.9325
IDH3G	-0.174666666666667
FBXL7	-0.091125
ARFGAP3	0.172
MAPRE2	-0.593230769230769
IL1RN	1.2344
KIF13A	-0.204
RAC3	-0.717
TCTE1	-0.079
TMEM14B	-0.185166666666667
ADIPOR1	-0.460333333333333
GRINA	-0.0475
CLIP4	1.94725
LRIT2	0.6995
TFPI	-1.40278571428571
FABP6	-1.7305
SLITRK2	-0.1295
HKR1	-0.077
SMTN	-0.28925
C1orf75	-0.64325
CD209	0.045
CYB5R2	1.29425
DNTTIP2	-0.1325
CSGlcA-T	0.00824999999999998
GABRB3	-2.162
PCBD1	-0.0856666666666667
TAF3	0.951583333333333
HOXD3	0.598
GIPC3	-0.240833333333333
P11	0.4843
BFSP1	0.35125
LCP2	-0.74375
TAS2R8	-0.1835
SEZ6L	0.196
NR2C1	-0.61925
EXDL2	0.5343
TNFRSF13B	-2.3855
MKI67	-4.2135
GLS	0.340666666666667
C7orf54	-0.3773
LGALS13	-0.0328333333333333
IL4R	0.72525
SEC11A	0.0115
SPP2	0.2975
C18orf32	1.098
CLSPN	-2.61333333333333
SPAG1	0.29075
C9orf82	0.70525
TM4SF1	0.85925
EMILIN2	1.142
SMG7	-0.589833333333333
TAS2R13	0.4305
ZNF628	-0.166
DZIP1L	0.1895
ANKRD13A	0.1706
VASP	0.56525
ZCCHC11	-1.149625
SYPL1	0.381
MGC34774	-0.29925
C4orf28	0.817875
KIAA1211	-0.947166666666667
RPS27L	-0.4085
TATDN3	0.01825
PDCD1	-0.922
OR5P2	0.868
IFIT1L	0.0005
MIPOL1	0.6115
OR51D1	-0.24625
C1orf92	-0.671166666666667
LAMP2	0.919444444444445
CAT	1.6605
C16orf80	-0.1975
C15orf32	1.2725
ZNF746	-0.39175
C1orf76	-2.0855
ATXN1	0.2455
LAMC2	2.410375
SLC2A7	-0.189
CPOX	-1.59675
APH1B	1.0355
LOC442245	-0.85925
CTNND1	1.12505555555556
GABRG2	-0.857
MADCAM1	-0.674666666666667
F5	-3.647625
SEMA4F	-0.147833333333333
NUDCD3	-0.551
PDZD11	-0.594
TRIML1	0.439
GCNT3	-2.86016666666667
TMEM120A	0.8805
CNDP1	-0.4705
N4BP1	-0.117375
SLC35F2	-1.583125
LCP1	-1.12408333333333
IGBP1	0.7949
DCAKD	0.282125
ELA2A	-0.9855
C12orf56	-1.759375
PITRM1	-0.133428571428571
GUK1	0.0791666666666667
RASSF8	0.5731875
OR2A14	0.318
ADM	-1.649
FGD3	-0.122
GHRHR	-0.7066
RHPN2	0.08575
C4orf39	1.64466666666667
VPS72	-0.76025
SERF2	0.614944444444445
CD22	1.2125
CD47	1.0179
PPIC	0.955333333333333
IMPDH1	-1.34258333333333
ACP6	-0.270166666666667
PRKACA	-0.573
PPP1R1A	3.328875
TRPV3	-0.00625
ASXL1	-1.0405
C17orf55	-1.127
FXYD1	1.92516666666667
LMOD2	0.0915
ANKRD33	-0.042
LCE2C	-0.24775
ZNF620	-0.0425
DKFZP566E164	-0.58625
VSIG2	3.152
KIAA1128	1.6975
USO1	0.401
NUDT4	0.630142857142857
CLDN1	-0.241571428571429
OR4Q3	-0.765
FASTK	-0.933666666666667
ICOS	0.339333333333333
LDB1	-0.3875
GSTA5	1.9895
ABCC1	-1.75983333333333
FAM54A	-4.2685
PCBP2	-0.168833333333333
NUP205	-1.8085
ACTA1	-1.2295
GABBR2	-2.09125
PIP5K1B	1.679
AGXT	-2.033
RNF181	0.09525
ATP8A2	-0.56375
AFTPH	0.950625
FGF21	-0.15
FCER1G	0.677125
SNTB1	-1.25825
SLC24A3	0.937125
TXNL4B	-0.9826
RPL10L	-0.0276666666666667
LOC389517	-1.01805
TSGA13	0.171
SHOX2	0.564166666666667
ITGA7	0.4821
KCNIP2	1.86716666666667
KLF13	0.2125
ZFAND2A	-0.854
CEACAM1	-0.0221428571428572
PFKFB4	-3.18316666666667
MED19	0.26225
LRRC57	0.184166666666667
RNF11	1.26925
ANKRD32	-2.88725
P117	0.06025
OBFC2A	-0.1135
POLD3	-0.6345
RAB18	1.907125
TPH2	0.465166666666667
PHB	0.2497
JDP2	1.76
MORF4L1	0.4476
POU2F1	0.1455
CNNM2	-1.04208333333333
LOXHD1	0.298833333333333
ZC3H15	0.00849999999999999
ELK3	-0.53
FAM111B	-1.8545
CBLC	3.29066666666667
SBNO1	1.86475
ANKMY2	0.5645
PLEKHA5	0.38625
DHX58	0.939666666666667
ARCN1	-0.0753333333333333
TREML1	-0.1207
KNCN	-0.2735
SEC24A	-1.13125
PSCA	-1.20525
MGC24125	0.306166666666667
DNA2L	-2.40925
CIB4	0.643125
HIGD2A	-0.701666666666667
TBX6	-0.333666666666667
TTLL5	-0.7045
SGK3	1.60216666666667
GCN1L1	-0.1595
AMOT	1.0985
LDOC1	-0.163833333333333
NRK	0.6695
ASB9	-1.801
NAT1	2.1815
TRAFD1	-0.57075
PEAR1	0.500333333333333
FAM36A	0.30075
OR1S2	0.0136
LOC388323	-2.6455
PGS1	-0.891833333333333
LEPREL1	-1.0175
TFF1	-2.82833333333333
HAP1	0.2865
EPHB2	-1.47975
ACTG1	0.0638333333333333
ZFP42	-0.947833333333333
HAVCR2	-0.3712
NME1	-0.752
SNX26	-1.08941666666667
LACTB	0.450166666666667
ZKSCAN2	-1.03125
C5orf35	1.392
ANKS3	-1.2135
RBM28	-1.4305
DKFZP586P0123	-0.81475
HNRNPA1	0.373166666666667
BCAS3	-1.61025
FLJ20184	0.4735
POLA2	-2.24383333333333
TMC7	-0.5025
HSD17B6	-1.938
ZNF658B	1.1905
TTTY10	-0.502666666666667
RANBP9	-0.533583333333333
CPNE7	-3.05566666666667
EVL	-0.652294117647059
LNX1	1.4085
IFNA21	-0.018
CFD	3.3195
PYCARD	-0.00433333333333334
MYBPC2	-1.778
ENPP3	0.676166666666667
ACSL4	-0.957
LOC440258	-0.0473333333333333
TMEM176B	2.651
SOX2	-5.287875
SCO1	-0.262666666666667
COMT	0.617
AOC2	-0.585
PDLIM5	1.75121428571429
SPHK2	0.2875
NXPH2	0.953
GPR108	0.312333333333333
RAD51L1	-0.0703333333333333
TMEM54	0.32775
LETMD1	-0.0663333333333333
SLC6A17	-0.00750000000000001
KRT75	0.1305
STT3B	0.221333333333333
CD3EAP	-0.0788333333333333
TMEM63A	0.295
DUSP13	-2.542
CD1C	-0.526833333333333
LASS2	-0.2945
AVP	-1.027
PITPNM1	-2.13725
FLJ22795	-1.428
MCTP1	-1.922
TRIM68	0.930666666666667
UCK2	-1.12416666666667
ABHD1	0.6305
FAM50A	-0.68625
RNASEH1	-0.955833333333333
PCP2	0.378333333333333
OR52H1	-0.317
C20orf149	-0.1305
RBP5	-0.979166666666667
HYAL3	-0.6025
CLPB	-1.36225
SMNDC1	-0.39375
DONSON	-3.386
FLJ27523	0.498
BARHL2	0.318666666666667
SLC30A9	0.680666666666667
TMPRSS11B	0.015
E2F8	-3.472
CCDC25	0.377416666666667
C14orf48	-0.117
C20orf116	0.641625
TSPAN11	-0.114
YIF1B	-1.68916666666667
FAM12B	1.233
OR1L6	-0.1325
HPN	-1.546
NBN	0.415375
C14orf94	0.0441666666666667
OCLM	0.3795
ZSCAN18	1.3538
L3MBTL	-1.2536
TSTA3	0.242666666666667
RAC1	0.384
C19orf15	0.2236
NFE2	-5.2465
KLK14	-0.2275
ARSF	0.973
MAST2	-0.5935
AMICA1	1.72066666666667
GTF2A1	-0.215125
ATP1A3	-0.202
TC2N	3.2383
PNKP	-0.4755
ODZ2	1.9045
MATR3	0.39525
S100P	-4.502875
KRT82	-0.0275
CA13	1.3776
PROZ	-2.10166666666667
AASDH	1.41585714285714
C19orf40	-1.4825
DCK	-0.748307692307692
FAM5C	-1.849
SLC6A4	-2.92
MID1IP1	-0.887125
TESSP5	0.4415
TMOD4	-0.753333333333333
DOCK2	-1.97916666666667
TUG1	0.770875
NUP214	-1.5945
DPYSL2	0.688409090909091
GOLM1	1.27791666666667
MPFL	-0.17625
SOX13	0.25575
SDCCAG8	1.2958
KEL	-2.56083333333333
NUP210L	-2.38775
GK	-0.66975
DNAJB1	0.39425
ALPK3	-0.083
CHID1	0.6527
CYLC2	0.809666666666667
IKZF5	0.5255
C8orf51	-0.506333333333333
PPM1J	-0.324
GIMAP8	3.436
GPR101	-0.0345
NR2F1	0.3075
ACAD8	0.975
RBM35A	0.9135
GNAI2	-0.761
METTL8	-0.341
SLC39A7	-1.062
FBXO8	1.40075
CAMK1	-0.4275
RFC3	-1.247625
FAM129A	2.10357142857143
ILF2	-0.8685
FGFBP3	-0.594375
NOM1	-0.899333333333333
PSMA3	-0.857
ASCC3	0.0841
ZYG11A	-1.81475
SOX21	-1.401375
LYRM1	0.8905
DEFB1	3.629
LOC91431	-2.89
OR7C2	1.1725
FAM46B	1.175625
TMEM18	0.62975
ARHGAP30	-0.344
TMEM86A	2.83516666666667
EPHA2	-1.032
C10orf46	0.87035
TCHH	-1.615
C3orf30	-0.00433333333333334
LOC285636	0.0145
PAIP2	0.39825
CYP2U1	0.29575
C12orf34	0.29375
SARS2	-0.812
ZCWPW1	0.996
SAMD12	1.82525
KIAA1430	0.259
ACAT1	-0.126
MEOX1	3.75566666666667
ADAMDEC1	2.40225
PHKA2	-0.5285
CARD11	-1.97483333333333
CALML4	-1.381
TSSC1	-0.799
TMEM45A	0.502333333333333
MPP7	2.6485
POU1F1	-0.154
SLC2A13	-0.4983
FBN2	-0.591785714285714
ZC3H7A	-0.22
LAIR2	-1.55175
ST3GAL1	-0.257
LCT	-3.735
GEMIN8	0.935166666666667
KLF16	-0.5557
HIF3A	0.2818
FAM44A	1.06542857142857
AQP10	-1.5942
PLA2G2A	-0.197
FOLH1	2.096
C20orf186	-0.3455
MAPKAP1	-0.65
SPRR2D	-1.0335
UBQLN4	-1.00033333333333
RSHL1	-0.055
PIAS3	-0.1725
MRPL24	-0.09125
GREB1	-0.097375
FAM27E3	-1.585
NUP62CL	-1.72275
NEUROG3	-3.0475
REEP3	1.36108333333333
MARK1	0.6015
LMBRD1	1.64175
PRPF19	-1.799
PNMT	4.16833333333333
CTGLF1	-1.2045
SLC25A16	0.585
EIF2B3	-0.8075
RPA2	-0.417
PAK6	1.3385
CCDC26	-4.356125
SEMA3E	4.507
MXD4	1.2901
TNFSF10	4.1857
SMARCB1	-0.8175
DTX3L	0.384666666666667
PLA2G4E	-0.6875
PPAP2A	2.0795
ULK1	-0.164916666666667
TAS1R3	-0.4305
SLC2A3	-3.43
ARID3A	-2.2795
GNG5	-0.83525
ACOX1	0.2013
KIF5B	0.16875
NUP153	-1.1755
MUC7	0.9115
CSDE1	0.0842142857142858
CLPTM1	-0.4705
C3orf23	-0.056
LRRC17	-0.962333333333333
TTYH3	-1.73175
ATP5B	-1.272
ELF3	0.7215
CPSF3L	-0.435833333333333
ZNF665	0.374833333333333
TLR6	-0.3959
GPI	-1.353125
RAD9A	-0.9835
NDST4	-2.9575
AGPAT3	-0.118166666666667
MAGI3	2.02166666666667
ADORA2A	-1.41725
CACNG7	0.129
CAMK2D	0.415285714285714
CCHCR1	-1.0625
RPS27A	0.165
OR10G7	0.1815
GCM2	-0.137
FAM135B	0.9438
E2F1	-3.11
PLCB3	-0.5085
OR2AE1	0.4175
COIL	0.135
CDC25C	-3.4395
RAB11FIP2	1.5045
TSC2	-0.115
CTGLF5	-1.0935
CCDC108	0.119
OR13C4	-0.09425
C10orf81	5.75175
PTPRB	1.762
ACP2	-0.89
LAG3	-1.422
MRPL54	0.70725
LOC201175	-1.109
ITGB1BP3	-1.8725
SPTAN1	-0.456666666666667
SIPA1L2	-0.15725
RCAN2	-0.067
CDX2	-0.5335
ECOP	-1.575
ACTR1A	0.00278571428571427
PPARG	1.81
BBS10	1.1155
TMEM44	-1.48575
BPIL2	-0.18225
CITED1	0.5235
IRF6	4.32275
PRDM4	0.0655
RRP9	-1.024
OR10H4	0.41075
IL31RA	-0.68875
GNB1L	-1.37883333333333
MYBL2	-3.524125
ZNF407	0.723333333333333
PPIG	0.222666666666667
TTC18	2.8745
RPSA	0.191
MAPT	0.774625
MRE11A	-0.168153846153846
C8orf37	0.0705
RASGEF1C	0.3055
STBD1	1.47825
CTAG2	-0.402
MGAT5B	-2.53133333333333
ECM1	-1.232125
RLN1	1.446
PARP14	0.85125
EPB41L1	-0.1406
HOXA3	0.463166666666667
MAGEA9	-4.52175
RPS8	0.695333333333333
RPS19BP1	0.07325
FOXJ2	0.5795
C10orf76	-0.065375
IL17RE	0.1395
C10orf65	-0.35975
ZNF343	-0.120166666666667
FBXO33	0.40925
UHMK1	1.9958
LY6G6C	-0.12275
FGF19	-2.203
C14orf128	0.994166666666667
IFIT2	1.639
TIGD1	-0.74575
S100G	1.163
GUCY1B3	2.228
NR3C1	0.8713
CORO1B	-0.271833333333333
PARP11	1.02291666666667
DNALI1	4.51483333333333
OR4N4	0.400571428571429
MAP2K6	1.34066666666667
FSTL4	-0.35025
ANKRD47	1.65175
TMEM171	-1.7425
PNLIP	-0.01175
YY1	0.498833333333333
CCDC138	-1.93533333333333
AASDHPPT	-0.0937
CKS1B	-1.3968
MCM3	-1.58583333333333
ANAPC7	-0.824333333333333
FAM110A	1.05325
CDC37L1	1.777
THTPA	0.7305
NBPF20	-0.7895
WDR24	-0.67
NPTX2	-4.82825
CBLB	0.556333333333333
CETN1	-0.108333333333333
RPUSD1	-0.56
FAF1	-1.025
CDK6	-1.666
HMX2	0.212
CSK	-1.34633333333333
TEAD2	0.34825
SNAP25	-0.4115
TUFT1	0.2047
TMTC3	0.83
LCK	-2.8165
SGOL1	-2.53616666666667
AKTIP	1.23475
FURIN	-0.327125
SOX12	-1.62883333333333
DEFB103A	-0.371
RAMP1	0.0665
KIR3DX1	-0.426
GAS2L3	-1.02075
PDE8A	-1.0486
EDN3	7.2735
GMIP	0.1915
SF3A2	-0.40325
FN3KRP	0.29875
SMAD7	0.4435
RHBDD2	-0.22
OR11H6	-0.431
PPP1R3B	1.2873
C9orf23	0.17325
CADPS	-2.84825
GOLGA8A	-2.42625
TMEM57	-0.0566666666666667
RGL3	-0.755
S100A14	2.6535
FGFR2	1.8325625
XRCC3	-1.3405
RTN4RL2	0.017
MGC3771	0.7725
GH2	-0.0963333333333333
BTBD2	-0.38725
LMO2	0.04075
RDBP	-0.4265
ACRBP	-2.545
AMY2A	2.3235
DUOXA1	0.069
PTK7	-0.0185
TWF2	-0.540833333333333
FAM80A	-1.505
TNNI2	-2.40633333333333
GLT25D1	-1.68066666666667
OCC-1	-1.389
CYC1	-1.12733333333333
RPL22	0.611136363636364
MORN3	1.60333333333333
DISP1	1.201
PRB2	-0.6585
CHUK	0.31225
HR	-0.34925
CCDC134	-0.52025
DENND4B	-1.72725
C14orf130	-0.12125
RAB33A	-2.674
DCST2	-0.0815
TNMD	2.57425
PEX7	1.67575
FAM62A	-0.272125
SRD5A2L	0.69
IL22	-0.06325
RPS26	-1.51616666666667
HOXC5	-0.674
SPATA6	1.16275
FLJ38482	0.847875
ZNF234	1.2995
C18orf22	1.2885
SPATA22	2.12125
THOC1	-0.73025
CYP7B1	3.60025
KCNC3	0.25025
C8orf42	0.5315
ALDH1B1	-1.02516666666667
CCDC100	0.2347
ARMC4	-2.48375
FAM18B2	0.55525
SLC44A1	0.963875
FBXO17	-1.17266666666667
C6orf107	-0.48225
C19orf29	-0.3935
ZC3HAV1L	0.05375
PARP6	-0.976
SULT2A1	-4.761125
C1orf159	-1.126
TMC1	0.453
CHST14	-0.204375
GAMT	-0.476666666666667
SMCP	0.0445
TSPAN33	-0.8865
MIDN	-0.508125
NOX4	-1.49825
RNASEN	-0.7461
TBX1	-1.03616666666667
SALL2	0.129
C10orf35	1.44125
CYP2E1	-1.05075
LRFN2	1.49466666666667
ACO1	-0.5025
IQCG	1.2024
MEGF9	1.7805
TM7SF4	-0.11825
PLEKHA1	1.19193333333333
STK33	-3.086
C1orf210	2.18375
SNUPN	0.15
KIAA0406	-1.8647
C20orf29	-0.55325
TMEM55B	-0.48875
OSTM1	-0.9505625
CLCN7	-0.87775
OTP	0.11725
FLJ23049	-0.498
HEATR4	0.466
MAP3K10	-0.8485
PCDHGA9	0.4325
AMDHD2	-0.49925
LCTL	-2.85
PDCD2L	-0.8125
CABLES2	-1.36625
SLC5A9	-0.773
CLCA2	3.54266666666667
MGC16025	-0.8395
STRAP	-0.615333333333333
C20orf196	-0.571
RRBP1	-0.468833333333333
NAT13	-0.27125
MAT2B	1.240125
CSNK1D	-1.52183333333333
KIR3DL1	-0.38525
PRKAG3	-0.3235
ZNF599	1.6345
PRM3	0.324
PER2	2.00966666666667
ASPHD1	-1.8855
PRMT6	0.234
KCNE1L	-0.470571428571429
FAM118A	-0.165
TAF4	-0.89925
NDUFB6	-0.156
TRIM9	0.256333333333333
PMFBP1	-1.56225
KY	1.3155
DKFZp762E1312	-4.33018181818182
CSMD1	-0.3495
TBP	-0.250666666666667
OR1Q1	0.232
RETNLB	0.064
HPGD	1.56614285714286
DNAJC12	2.12316666666667
FKBP1B	-0.20575
ANKRD24	-0.874666666666667
CXXC5	0.405166666666667
IL3	0.119
DRAM	0.4227
PTCH1	-0.512
TP53BP1	-0.4025
SLC17A7	-0.2745
COL25A1	-0.9081
AMACR	-0.140833333333333
RHCG	0.459
VPS13A	0.53175
FAM55D	-0.039
PRPF38B	-0.51875
OSBPL6	0.32475
PFDN5	1.1797
CMTM6	1.78525
KCNK12	-1.96975
RP2	0.8445
C16orf52	-1.3415
PICK1	0.3925
IFNE1	-0.1315
SEMA4B	0.65575
TYRO3	-1.3115
OR12D2	0.3655
CSNK1A1	1.4103
FANCF	1.38725
LONP2	1.212125
TBL1Y	-0.0395
LDOC1L	0.2845
CCNC	0.85575
C3orf60	-0.6995
CHKA	-1.60925
UBAP1	0.24075
MAP3K1	3.1735
ANKRD9	-1.76225
FAM92A1	-1.06866666666667
GAB2	-0.19075
AZU1	-0.426
DIS3	-0.276083333333333
C21orf109	-0.81125
IQCB1	-0.134
SPATS2	-1.3395
EFCAB3	-0.0005
PRB3	-0.331625
FUZ	-0.313166666666667
ZNF813	0.4185
BMPER	-0.102
HEG1	-0.87725
ALS2CR11	0.2555
SURF2	-0.2475
PSMC1	-0.3055
OR2D2	0.5685
SLC7A8	1.84333333333333
C4orf40	0.3505
SPATA7	0.77375
MAZ	-1.77466666666667
PIN4	1.37725
PDE1A	-0.567625
TAF6L	-1.0145
OR2T34	-0.0535
KIAA0284	0.5065
ACADS	1.057
MKRN2	-0.785
C18orf56	-3.22075
MS4A6E	-0.0696666666666667
GALNT4	0.8064
C22orf31	0.9035
FLJ36070	-0.3125
PSME4	-0.377
TFG	-0.6918
EPHX2	1.707625
ANXA5	0.020625
KRTAP1-1	1.859
BATF	4.01375
KARS	-0.8515
MSTP9	0.747
GPR26	-0.247
CCDC72	-0.28275
TEF	1.0585
FOXK1	-0.7244
PRLHR	0.1255
EMX1	-0.01825
C11orf30	-0.17575
ICK	0.78
THSD7B	0.21975
C21orf100	-2.066
DUOX1	1.37
EFCAB4B	0.27925
UBE2G2	-0.984666666666667
C3orf54	1.07675
PARP1	-1.67775
FAM60A	-0.307166666666667
C6orf146	0.4795
OR9K2	0.3595
DDX55	-1.30833333333333
RPS15	0.115833333333333
ZNF618	0.626125
DKFZp686D0972	0.594
SSPO	-1.077
SHFM3P1	-0.0523333333333333
CPA6	2.53925
JAG2	1.36575
DEFA3	0.2895
PPBPL2	0.407666666666667
CD34	4.614375
SLCO4A1	-4.094625
