Hybridization REF	TCGA-A8-A08G-01A-11R-A00Z-07
RFX3	-0.0926666666666667
COPS4	0.024875
BCHE	-4.85916666666667
BCL2	2.683
HBZ	-3.09183333333333
ARL13B	0.173875
MAPBPIP	1.422125
MYO15B	0.581125
SPZ1	0.434
KIAA1324	2.59455555555556
PLCL2	-0.712
C4orf29	0.30575
WDFY2	-0.47275
ZNF284	-1.065
NAALADL1	-0.038
DUSP5	1.88216666666667
PXDN	0.43325
SLMO1	-0.39525
TNXB	-0.1472
BIRC7	-1.166
A4GALT	1.42666666666667
TIMM22	-0.3085
FAM110C	1.135
TOMM34	0.330125
ABHD9	-0.001
ADAM32	2.5575
CRHBP	0.2155
AQP2	0.4565
LOC130355	0.79275
ZNF187	-0.260333333333333
ZNF816A	0.408
F7	-0.875625
CNOT1	-0.2837
SLC13A4	-0.31725
ZBTB11	0.026
B3GALT5	0.2115
EXOC2	0.942166666666667
IRS1	1.5779
TMEM1	1.28516666666667
MRPL34	-0.307333333333333
SAMM50	-0.587
CDC42EP3	-1.45525
HSF2	0.2848
MFN2	0.88425
TSPAN7	-2.35283333333333
NUCB1	0.6815
RHOH	-1.1595
ARL16	-0.252
TACR1	-0.2025
SFRS5	-1.197
SNX25	0.417625
RHBDF1	1.52516666666667
PCDH18	1.33183333333333
HMG1L1	-0.21175
MYO5C	0.632375
MAPK10	0.9125
LDHAL6A	-0.0486666666666667
NUDT12	1.2465
NCAM1	-0.232625
GLIS2	0.3285
GGTL4	0.47325
DAPP1	0.81075
ATF7	0.0305
KIAA0748	-0.8515
NFIL3	-2.88125
TM6SF1	1.5651
SEZ6	-0.016625
NANOS3	1.01316666666667
DNAJA3	0.542
CLDN6	-2.216
CIITA	2.5154
EPHA4	-1.88508333333333
FANCC	-0.0885
CMTM3	0.41225
PSG3	-0.078
MRPL15	-0.75975
C21orf59	0.35175
PLCXD2	-0.0935
C2orf34	0.041
UBE2L6	1.120875
MED14	0.0658333333333334
HP1BP3	-1.1316
C6orf208	-0.5545
TPBG	0.7665
OSR2	0.17825
XPC	0.558833333333333
KLHL7	-0.547166666666667
CCR3	-0.275
AGTPBP1	-1.0055
PCSK6	1.88306666666667
STAT5A	0.1747
FAM18B	0.11575
LONRF2	1.7895
PTPN2	-1.089875
SF3A3	-0.2815
EFCBP2	-0.5825
HCFC1	0.749333333333333
AHNAK	0.08785
ACTR5	0.612
KIF14	-2.40785714285714
TENC1	1.658
HEATR5B	0.9065
YIPF2	0.456333333333333
MYEOV2	0.627833333333333
DUSP18	0.62425
KIAA1012	0.62025
AHR	-0.4505
C17orf53	-0.669833333333333
PTPRH	-2.9725
ATP6V1C1	0.8329
TAS2R3	-0.6675
LOC440356	1.69825
COQ10B	1.03675
PSMF1	0.420666666666667
SORBS2	2.36191666666667
NFE2L2	0.13275
TMCO7	-0.03175
SH3PXD2A	-0.1453
SH2D2A	-1.43225
SPINK5	-3.81
MRPS24	-0.8945
OPA3	-0.199625
TRAF7	1.26166666666667
C4orf35	-0.0963333333333333
MT1G	-1.85975
MGC39545	-0.31725
HS1BP3	0.6292
OR2B2	0.3635
CHRM4	-0.26
SFRP2	4.0005
RIC3	2.00175
ART1	0.087
C6orf1	0.548625
DUS4L	0.115
C10orf104	0.2695
TNFAIP6	2.4565
RTEL1	0.56025
CCT4	0.0453
ZNF709	-0.0595
CHMP6	-0.411333333333333
UPP2	0.98175
CYP19A1	-2.07925
CD151	1.27316666666667
NDUFA13	-0.273833333333333
ARFRP1	-0.4195
FAM26B	1.74275
CRYBA1	-2.043
MRPL41	-0.1295
NPFFR2	-1.5405
HRH2	0.365
SCAMP3	1.50516666666667
MTMR6	0.8181
MTG1	-0.375666666666667
UBTD1	1.26
CRABP1	-0.394
FLJ33790	1.0836
KIAA1908	0.8555
GPR158	-1.49625
PACSIN3	-0.1555
OMD	3.60583333333333
CATSPER1	-0.0663333333333333
HOXB8	-2.36725
FBXO46	0.5155
OAS1	2.9955
SVIL	0.7325
PHB2	0.06825
ADCY3	-0.155
NDRG2	0.53
ERMAP	1.7225
APBA2	-0.493666666666667
IGSF9	2.694
WNT6	-1.149
MYCBPAP	4.0795
ATP2B2	-0.1075
CPVL	-0.6626
TRAM2	-1.2505
NOP5/NOP58	-0.867
ZNRF4	0.415
TLK1	0.688875
MTMR12	0.4995
ZNF384	0.286333333333333
FAM9B	-3.09675
RPN1	1.036
PMVK	2.29075
EIF3D	-0.0696
SIX2	0.7625
HPS1	0.484142857142857
RNF7	0.44175
PSKH2	0.69
KCTD13	0.920333333333333
CSMD3	0.307
FBF1	-0.255
IL8	-5.779125
SERPINB13	0.046
FBXL20	0.555
BLR1	0.5585
SH2B1	0.736833333333333
RFNG	0.442625
RAB20	0.321666666666667
RBM7	-0.98175
POLR1A	0.237
TMPRSS4	-2.6315
TAF9	-0.733375
TERF2	0.757666666666667
TNFRSF1A	0.809
ACADVL	-0.9
GTF2H5	-0.274
EDG8	1.09633333333333
C9orf140	-0.474
UST6	0.13225
ZBTB8OS	-1.22425
ZNF710	1.181
GPR174	-1.284
ATP6V0A2	0.016
KIAA0319L	0.589416666666667
XKRX	1.194
DOPEY2	2.2847
SDHD	-1.08083333333333
SUMF1	1.26025
OSM	2.626
OPN3	-0.451
DAGLB	0.478333333333333
PPFIBP1	0.00619999999999999
TRIM63	-1.4605
C10orf53	-0.322
LYPD3	1.93166666666667
BCL7A	0.6975
AGER	-1.42666666666667
TCF19	-0.34725
SAT2	-0.6455
PFTK1	-0.569166666666667
GABRE	-3.385375
C15orf38	0.461
FIS1	0.8635
KCNV2	0.0695
CLPS	0.525
PPCDC	0.107625
FOXN2	-1.09616666666667
NT5E	-2.8989
CD83	0.81575
IL18	-0.345125
VPS16	0.41675
IGFBP2	0.0621666666666667
NOTCH2	0.133
SIGLEC1	3.398375
CD93	4.6825
SULF2	-0.7345
CEP164	-0.311875
P53AIP1	-0.0536666666666667
TOR2A	0.335333333333333
ZNF136	0.42575
MGP	1.1049
CCDC144A	0.7705
TRPC1	-0.159333333333333
SMS	-0.276
MAPK7	-0.485666666666667
RRAGC	0.63575
PARD6A	-0.267833333333333
NUB1	1.3095
SYNGR4	-0.1965
OR11H12	0.002
WIF1	-0.02725
GCH1	0.75625
OR11H4	0.232
SLC44A5	-0.223
GPRIN2	-0.813166666666667
LOC401431	0.239
CPA4	-2.7888
MELK	-1.232
IL15RA	-0.00874999999999999
CUL3	1.63975
HMBOX1	0.101
PODXL	-1.665
CCT6B	0.9835
COMTD1	-0.855
MUC20	-1.63066666666667
GPX2	-3.684
ITK	-0.5975
FBXL5	1.88025
C13orf27	-1.209
DEFA5	-0.5915
TRHDE	0.0665
MTP18	-1.33583333333333
UQCRQ	-0.6627
ITGB2	2.18075
CSRP2BP	0.319
TAS2R44	-0.223
PHPT1	0.230375
FAM44C	0.87575
ERH	-0.92075
MPHOSPH1	-0.332333333333333
MORC1	-0.091
PARVB	-0.51175
LAMA1	-2.07991666666667
PGBD3	-0.37
GIMAP6	3.63775
AREG	-0.301666666666667
LIPT1	-0.1045
MGC99813	-0.48775
C1orf201	0.552833333333333
GRIN2A	-0.9124
MAN2C1	-0.435875
NSUN5	0.2375
SF3B5	-0.02275
MYC	-1.0166875
NRXN1	-0.704545454545455
ZNF18	-0.502
SPDYA	0.560625
SLC37A1	1.9025
DECR2	0.11725
ANKRD38	0.7845
SPTLC3	-1.30366666666667
SUPT16H	-0.17525
DTWD2	0.0315
ULBP1	0.4535
ZADH1	-0.0215
OIP5	-3.3425
IL10RB	1.09283333333333
OTUB2	1.36725
VWA3A	1.15266666666667
SPIC	0.128333333333333
OR6C4	0.493
PSCD4	1.41416666666667
DPY19L2P2	-0.2145
TRAPPC6A	0.906833333333333
C21orf2	0.683
CEMP1	0.5985
LIN7B	-0.795
E2F7	-1.35083333333333
VCP	0.7613125
LAMA3	1.98608333333333
BGN	1.6365
GPR160	0.652666666666667
COCH	-4.65183333333333
GPR81	1.17016666666667
APOBEC3F	-1.35425
tcag7.1017	-0.643
C1orf32	0.6125
SCGB1D2	2.85425
FLJ43987	-0.794
C6orf170	1.64475
KLK9	0.575
GPD1L	1.359375
VPS37B	-0.07525
ATG3	0.113333333333333
ADAMTS17	0.1665
KLHDC2	-0.300666666666667
NDUFV2	-0.45375
BLK	-3.21575
MATN4	-1.7225
GPM6A	-0.550625
GBP4	4.09966666666667
TMEM162	0.183
PKP2	-0.306
HRASLS	0.795888888888889
MMP1	-2.8185
SFXN3	-0.0101
FSD1	-2.14733333333333
ST6GALNAC3	-1.80716666666667
CA12	3.2471
NCOA6	0.30325
C19orf58	-0.0451
PPP4R1	0.6385
MAN1A2	0.482333333333333
IKBKAP	-1.13725
UPF1	0.104
KIAA1219	1.60975
WNT16	-0.145333333333333
SNW1	0.0885
IL18RAP	2.1605
RPP30	-0.40325
CDC40	0.338928571428571
SETD3	0.867666666666667
SLAMF6	0.34225
ELK4	-0.292
TRIM47	0.748666666666667
ACOX3	2.69275
TRIM6	-0.190375
KIAA0372	-0.00933333333333333
TP53AP1	0.903375
SMURF2	1.193
ADAD1	-0.078
EBP	-0.4703
KRTAP13-2	0.6875
FLJ36874	-0.512666666666667
TOR1A	0.698
P2RY4	0.082
GPBP1	0.86625
TRPV1	0.1975
ADAMTS12	0.3075
PES1	-0.1728
ATG4A	0.9535
MAGEA10	-4.894
WFS1	2.02625
CC2D1B	0.3115
PABPN1	-0.7075
SLC25A30	0.46475
SLCO1C1	-0.191
SLC22A5	1.51975
KIF23	-1.20316666666667
SYN2	-0.918666666666667
ASPN	7.96266666666667
CENTG2	1.599
QSOX2	-1.294
FLJ10815	0.459
STK24	1.08625
SPEG	-0.6555
STK10	0.179833333333333
DACT2	-2.8315
AAAS	-0.8455
SSX3	-1.380375
ABCD3	0.4011
C4orf12	0.302875
PARVG	1.293
FIG4	1.8775
C9orf46	0.29525
TMCO6	0.177
IGHMBP2	1.21625
DUS2L	-0.351833333333333
FAM3C	0.51025
TMEM16D	-1.748875
DCTN4	1.52925
KCNH3	0.322
EIF2AK2	1.85925
AP1S3	-0.60075
CST4	0.4005
PAM	0.32075
NUTF2	-0.53475
CITED2	-0.5601
SLC39A4	-0.53425
C2orf52	-0.8365
GRM3	-0.36525
C12orf49	0.70225
CCDC49	0.669
GRAMD1B	-1.63342857142857
FNDC4	-0.4135
SIAH2	1.950625
GDPD4	0.02825
C21orf87	0.572625
ATP5A1	0.332833333333333
C16orf63	-0.023875
LOC388135	0.539833333333333
ATP5J2	-0.2165
MMP3	-2.7515
EMID2	0.215
CRHR1	0.46625
WDR70	-0.58625
C13orf31	2.26075
ZFAND1	0.058
CCL18	3.508
C3orf49	-0.069
RINT1	-0.489
KIAA0408	-1.89783333333333
F13A1	4.8477
SLC10A1	-0.2735
OGN	1.4835
GIPC2	-1.74266666666667
XPO6	-0.0178333333333333
LCE1A	0.8405
FMR1	0.4906
LOC374920	-0.6935
DUSP3	0.466375
ANKMY1	1.8645
C7orf50	0.11575
BBS9	0.2435
UNC119B	-0.212625
C9orf72	0.06575
MGC35440	-0.9415
ENTPD6	0.3425
PPP1R2P9	0.10775
ERCC4	1.1805
FAHD2B	0.3375
HMHA1	0.49
HACL1	-1.0985
RAD23A	-0.340333333333333
FAM83B	-1.83875
PPP5C	-0.2795
RNASEH2C	-0.912375
C9orf153	-0.40425
SCAMP4	0.747
GHITM	0.8067
NDUFB7	-0.206875
ADCYAP1	0.309833333333333
SP110	1.73466666666667
MAP3K7IP2	0.4825
DHH	-0.319
AGRN	0.925714285714286
WDR33	0.298166666666667
CEP290	0.120833333333333
PRPS1L1	-1.52633333333333
KLRA1	0.79
GPR97	-0.0525
CHD7	-0.824833333333333
TLR10	0.28425
SLC30A8	-0.5915
HIC1	0.804333333333333
IAPP	-0.2085
RXFP4	-0.00775000000000001
GP1BB	-0.93675
SHQ1	0.3245
NKX2-3	0.323666666666667
API5	-0.4365
FTHP1	0.0215
MOV10L1	0.215
TRIM6-TRIM34	1.88916666666667
ADHFE1	0.53925
FAM117A	0.31275
DDI1	0.233666666666667
CDON	0.9225
TRIM73	0.541
IGKC	2.8945
MMP14	0.07375
DYNC1LI1	0.62825
C11orf66	0.5095
TRBV3-1	-1.3695
FASTKD5	-0.08025
BIVM	-0.727
LHX4	-0.4535
CXCL2	-2.6292
RAB2B	-0.295166666666667
IZUMO1	-0.46575
MAP3K15	-2.170125
FAM19A2	0.874833333333333
ZC3H8	-0.643833333333333
ZMAT1	1.468
SPINK5L3	-1.67975
SLC10A6	-0.1525
APPL2	0.258375
CARD10	-0.217
LOC402176	-1.3095
EEF1D	0.7988
RAB6A	0.5154
C12orf5	-0.27725
PAPOLG	0.031
MSRB2	1.6315
BCR	0.819111111111111
PUS3	-1.1995
TIAM2	-0.3615
ZNF317	0.458833333333333
CHD2	0.144285714285714
FZD5	-1.56027272727273
NUDT8	-2.7445
ZNF763	0.0395
PRC1	-0.574
ABCB9	1.2855
SPATA3	-0.37225
TRAK2	0.484375
STAB1	3.055125
LRRTM2	-0.122
psiTPTE22	-0.45225
DBI	-0.49775
SERPINA11	-3.375
NAT5	0.11775
C20orf58	-2.46775
RPS6KA4	-0.461833333333333
FLJ90650	-0.39325
TGFBRAP1	0.4175
CHRDL2	0.868875
FAHD2A	-0.324833333333333
CNTN1	0.92
BBS4	0.4497
TMEM181	1.4295
MINPP1	0.30175
MPHOSPH6	-1.38983333333333
HOXC10	-1.9878
ITPKB	1.24625
CLPTM1L	0.800625
MEOX2	-0.867
ATP6V0C	1.255
PRPF8	-1.00883333333333
TMC5	-0.04025
FKBP3	-0.764
PLEKHB2	0.59175
OR4D6	0.498
ZNF544	-0.511
D2HGDH	0.001875
RPL18A	-1.4355
HEL308	-0.1605
MPP6	-2.762
TCERG1	-0.71175
KRT16	-2.1645
KLF17	-0.8095
KLF5	-0.547375
CDR1	1.170875
VCX3A	-4.795
FBLN2	2.171625
C14orf104	-0.173
HBE1	-4.4127
OR4S2	0.843
C1orf108	-0.406833333333333
ROBO4	2.742
CPEB4	2.43925
C11orf80	1.15966666666667
BCKDHA	1.0535
MYOC	0.33925
GIF	0.374
CKMT1A	0.827
RPL3	-0.3711
THBS1	2.286875
APOO	-0.9145
ARMCX1	1.0245
HSZFP36	0.4735
SNAPC5	-1.00175
EIF4ENIF1	0.25275
ZNF433	-0.157
TNFRSF21	-1.067625
TMPRSS7	-0.3635
SPATA18	2.9904
HPDL	-2.7155
MKL2	1.4368
TBX3	1.36453846153846
C21orf93	-0.188833333333333
DAXX	0.3545
ELMO1	-0.22925
RGS13	1.59
TAF11	-0.35625
UNC13A	-1.85625
LOC653314	-0.4828
ORC3L	-0.445
IMAA	-1.8375
TARBP2	0.1645
CABIN1	-0.6188
TRIOBP	0.344625
HIST1H2AC	0.3545
RGS22	1.038
NCOA1	0.891333333333333
IL25	1.656
SNCG	0.9625
GPR6	0.002
AMDHD1	-2.35916666666667
CHEK2	-1.168625
C6orf142	0.6385
DRD4	-0.07875
C14orf68	-0.97575
GDF11	-2.013
SEMG2	0.502
CD247	-1.27375
CDAN1	-0.038
RBMX2	0.176833333333333
TGS1	0.7805
OIT3	0.04325
SYF2	-0.043
MCM4	-1.088375
PKHD1L1	-0.0885
CEP192	-1.20483333333333
IFT88	1.5785
RPL9	-0.714571428571429
RAB32	0.174875
DDX43	-3.258
P2RX2	-0.00966666666666669
OR5D18	0.126
UBE1	0.338416666666667
SLC24A1	0.235375
ARHGAP5	0.5335
CETP	-0.96025
KIAA1731	-0.6505
SLC9A4	0.6285
PTPN6	2.00125
BAHD1	0.17475
GRIK3	1.163
CACNB2	0.2869
PDE10A	-0.5475
DGCR14	-0.3475
PCDHB9	-0.776333333333333
RHOQ	0.219333333333333
MAP3K4	0.396
KTI12	-0.1435
RPL23AP13	-1.36075
GNG11	-1.5905
CLCN3	0.446166666666667
GPAM	-0.665
VSTM2A	-0.2515
SLAMF7	2.166
INTS2	-0.04075
PPP2CA	0.7897
LRP12	0.6458
SEC14L2	-0.248555555555556
DKFZP586H2123	0.794
MC3R	0.2485
CIRH1A	-1.17916666666667
HIST1H2AB	0.218666666666667
POLH	0.105
MGC16703	0.0216666666666667
SNAPC2	0.693
FILIP1L	2.22225
RASGRP4	0.542
LRRC1	1.9565
GAS1	0.8895
PRAC	-0.576
DGKA	0.3395
NT5C3	-0.65
PEG3	-4.47591666666667
NADK	0.7715
PRR17	-0.33275
LOC374569	-0.46525
SGSH	0.515666666666667
NLRP8	-0.263
GALT	-0.6159
MCF2	-1.1065
ZNF263	1.62525
TACSTD1	1.59466666666667
TYR	-6.4684
ATP6AP2	0.70675
RNUXA	0.346
ABHD10	-0.0492
GDPD2	-0.786
SLC35C1	-0.3005
UBE2A	0.463625
HERC5	1.497
FAM112B	-4.7275
FBXL16	-0.65375
DKFZP434A0131	-0.53725
ELA3A	-2.933
RBM41	-0.823375
HAO2	-0.42425
RNH1	1.431625
SHANK2	0.974666666666667
OSBP2	-0.483125
DAK	-0.0903333333333333
C3orf58	0.74475
TCL1B	-1.321
KBTBD2	0.673625
SUGT1L1	0.942
UBE2E2	1.10433333333333
MYL9	2.2665
CDC23	-0.2415
PBXIP1	1.462
CXorf40B	1.816
NBL1	1.01275
RTBDN	0.284
RAB11FIP5	0.583
TTTY13	-0.872
SCOTIN	0.7475
SOHLH1	-0.244833333333333
CDKN1A	1.37157142857143
NCK1	-0.2215
ZNF550	-0.9745
SAPS3	-0.766666666666666
SPIN3	1.4505
MAGEE2	0.514
MIS12	-1.54416666666667
OR8H2	0.407
KIAA0774	-1.84433333333333
UNC5D	-1.8775
CUL7	-0.427833333333333
LIPC	-2.75383333333333
DIO1	2.652
C20orf11	1.4052
CTRL	-0.9605
HS3ST2	2.06125
PAK4	0.737166666666667
CCRL1	2.70325
RNF10	0.609125
ZNF567	-0.09575
ZNF660	-0.1505
TCEAL3	1.6535
MAGOH	-2.78816666666667
CENPB	-0.109333333333333
C19orf7	0.227
LOC388965	4.68375
ZCCHC13	-0.1455
JMJD1A	-0.9336
HIST1H4H	-0.1225
TBRG1	-0.6077
GPC3	-4.790625
TAF1C	-0.80125
EBNA1BP2	-0.526833333333333
CIAPIN1	-0.1745
PDGFRA	-1.46
CSTB	0.49975
CENPI	-1.156
GTF2E2	-1.1275
RPP21	-1.12625
CCNF	0.209166666666667
KCNQ3	0.887
FAM79A	0.95975
SLC22A12	0.119
NOVA1	-0.891833333333333
FZD3	-0.0754
AKAP8	-0.775
SOCS5	0.389125
CFDP1	-0.657
DLG5	1.76175
PGM5	0.120416666666667
C1orf144	0.366916666666667
HDAC10	-0.6885
RND2	0.736
C20orf199	-1.6355
RNMT	-1.062875
SLURP1	0.10975
ASTN1	-0.828875
SH3BGR	1.803
MYCL1	-1.19
ZHX1	0.125333333333333
CENPK	-2.35575
FOSB	0.5178
LOC643406	0.895875
C2orf59	-1.54975
TMEM135	-0.80075
SLC27A2	-0.081
KRT33A	3.148
OVOL1	2.733625
PAMCI	-3.21816666666667
S100A7	-1.676
ZNF789	-1.253
HARS2	1.01
RPL23A	-0.9715
TCF23	-0.01875
UPF3B	-1.627
C17orf78	-0.1445
HLA-DOB	0.759
C14orf142	0.1375
TEKT5	0.047
DMWD	0.152
POLD1	-1.59016666666667
GSCL	-0.485
CALD1	0.1987
SCRT1	-0.3115
AIG1	0.70325
UNC84B	1.24975
ZNF404	0.4955
TMED6	-4.1865
KIAA1462	0.7985
LRRC27	1.80883333333333
PYGO1	0.4195
PIGU	-0.589
ALAS2	-3.87116666666667
WRNIP1	0.677375
CNNM3	1.0995
ZNF2	1.01325
ST3GAL5	-0.430666666666667
MRPL23	0.1335
TSSK6	0.272
PSMA6	-0.335
C16orf70	-0.05225
KIAA1602	0.1735
ALMS1	0.13
DCN	3.002375
TMEM132D	-0.03475
SUCLG2	1.2625
ABHD14A	0.57175
DEXI	0.0338333333333333
AMPD2	-0.269333333333333
IFNAR2	1.03633333333333
CYB5A	1.5465
TLOC1	1.0212
NXF5	-1.06466666666667
NRBF2	0.050625
KCTD3	1.9395
ITGAE	-2.12816666666667
SLC30A3	-2.5675
ZRF1	-0.764
IFRD2	0.093125
XAB1	-0.698
PYCR2	0.692
SERPINB3	-4.687
TMLHE	0.3355
GEFT	-1.69
ABCA5	-0.162125
EMR4	0.0846666666666667
TSFM	0.00750000000000001
HIST3H2BB	0.03925
ARHGEF19	2.44475
TSPAN17	0.903833333333333
ABCC8	3.017
MAP1S	0.201833333333333
C22orf36	0.04325
BNC2	0.182642857142857
HIST1H4A	-1.50925
NDUFS3	-0.863166666666667
WDR3	-0.741
XKR4	-1.256
TTC33	-0.369142857142857
STMN2	2.56575
CPN2	-0.911
HSPC105	-1.826
PCOLCE2	-5.02425
C3orf55	1.386
KLHDC9	3.363
TBC1D23	0.206875
ATXN2L	-0.343833333333333
MAP2K3	0.21675
SCAP	0.64625
ZNF486	-0.341
C20orf96	-0.23925
NARS	0.214
ADAMTSL1	-0.939714285714286
PRCC	1.48566666666667
CCDC126	2.04983333333333
ZNF675	-0.28525
CALCOCO1	0.6675
ANKRD43	-0.522
CWF19L2	-0.035
ZBTB32	1.1035
BRAF	0.89525
ODF4	0.338
MGC14376	-0.374666666666667
HORMAD1	-2.086
AAK1	0.0105
PEBP1	0.904916666666666
TNFSF5IP1	-0.301666666666667
DKFZp564N2472	0.603
RMND1	1.890125
IGKV1-5	3.52
COL1A2	2.72583333333333
SERPINA5	0.290625
AANAT	0.287
C19orf21	1.362
GEMIN5	0.43325
UBR4	-0.179333333333333
LTBP3	0.458
AMHR2	-2.63316666666667
PROCR	-1.095
MYBBP1A	-1.664
C20orf39	1.05966666666667
ZNF697	-0.472625
PASK	0.58
ZNF776	-0.175166666666667
RFXDC2	-0.7465
KIAA0467	-0.128
C10orf96	-1.1695
ZNF503	-1.25775
GULP1	-1.22016666666667
KCNE4	1.03983333333333
DKFZp434K191	-1.196625
LOC196913	0.0865
BHLHB4	-0.6075
CH25H	-0.9095
LOC81691	-0.0138333333333333
ALPL	-0.329214285714286
COL12A1	2.39425
FOLR3	-2.13133333333333
GPR123	-0.070375
TRIM62	0.888214285714286
ABLIM1	0.5025
MAST3	0.81475
RHBDD1	0.9575
LOC338809	-0.266
RYBP	0.66675
TTC26	0.142375
ZNF22	-0.588833333333333
ISCA2	-0.8645
RDM1	-0.855
PIGM	1.1115
GNB3	-1.372
ACTR2	-0.0807
HMGB1	0.2579
EDG1	1.75916666666667
SOAT2	-3.632
OR10AD1	0.382
RAP1GDS1	0.95925
LCE1F	0.324
ESM1	-1.653125
RCN3	1.88775
CREBL1	-0.443
DBNL	0.687333333333333
PTGER3	1.938
USP30	0.9635
BCL2L12	-1.052
KIF26B	2.1215
ZNF416	0.228
ZNF225	0.0445
C17orf70	-0.62575
ZNF554	0.65575
RAE1	-0.0905
TNIK	-0.6435
ACTN3	0.166
MGC45922	-0.491
CCNA1	-0.2645
RYK	0.214333333333333
IL26	-0.00699999999999995
LRP3	-0.246833333333333
QARS	0.41075
SOX7	0.646214285714286
BID	-1.140625
OR2S2	0.157
CXCL14	4.15025
C11orf47	0.783
MGC29891	1.05333333333333
HSPB8	2.7099
PRDM14	-0.395
NUFIP2	0.60625
MNAT1	-0.33325
ZDHHC2	-0.418666666666667
MBNL2	-0.238125
ADD3	-0.213375
CSNK2A1P	-0.13575
KLK6	-2.31283333333333
TMEM111	0.8487
KIAA1279	1.2455
NUBP2	0.614666666666667
RAB42	-1.363
ID3	-1.2534
TM9SF1	1.61675
MDP-1	-0.70925
POU4F2	0.5545
IQCK	1.86825
C16orf14	0.50475
CAPN3	-1.363
FAM43B	-0.90725
RECQL	-0.751
AP1G1	-0.315357142857143
CTNNBL1	0.212666666666667
ECHDC1	-0.545333333333333
SMARCC1	-0.0988
FOXQ1	-1.634875
GNAI3	0.411333333333333
POLG2	-0.514
CD4	1.107875
ITLN1	-0.10675
EBI2	3.28325
IRF1	1.50725
PTPRE	1.2951
PTK2B	-0.59325
NXNL2	-0.385
SOX4	0.0285555555555556
TSPAN3	0.425666666666667
SH2D1A	-2.87
C8orf58	-0.829166666666667
USP20	-0.0825
DUSP22	-0.825416666666667
CALB1	-2.2755
L3MBTL2	1.25791666666667
MCRS1	0.209
TMEM118	-0.860833333333333
C18orf8	1.24716666666667
FLJ10241	-0.07975
GJA12	0.2135
PKD1	-0.0426666666666667
ZFP3	0.198
JAM3	-1.4245
LAPTM4A	1.0032
DIRC2	0.07
KIAA2022	0.380666666666667
MYOM1	-0.0925
TRPM8	-2.73366666666667
MOP-1	0.11475
PHKG2	0.603375
ZNF650	0.4635
KIAA1522	1.996
PSG8	-0.947666666666667
DDX19B	0.1195
MOBKL1B	-0.3305
DIAPH2	-0.422083333333333
PTPN12	0.13425
CLN8	-0.2075
CRYZL1	-0.0276666666666667
CRY2	0.58325
FCGR2B	4.12666666666667
PNPLA4	0.254375
ZNF454	-0.3035
DKFZp434B1231	-0.24825
CLDN11	-0.1286
RFWD2	1.1095
CIB2	-1.94683333333333
MXRA8	3.08375
HRK	-1.886625
MAML2	-0.229
C4orf31	-0.54425
C6orf192	-1.7925
COG6	0.627
FAM5B	1.74625
NFATC1	-0.8461
SEPT10	-1.1875
SCYL1	-0.302
RPP40	-1.83125
SCOC	1.0237
KIAA1450	1.62275
CTDSPL2	-1.16875
TBX5	1.78766666666667
NAPG	-1.092
RHD	-3.9785
C14orf45	1.33233333333333
ZBTB22	1.707
PLCG1	-0.229
ANKRD10	-0.655125
AQP7P2	0.53275
TAGLN2	0.972
HTR2C	-1.5196
SLC16A7	-0.882833333333333
C17orf83	0.07125
TSGA14	0.387916666666667
MDH1	-0.91175
PPP3R2	0.235666666666667
DCBLD2	-1.96985714285714
RBM33	-0.910875
DPH3	-2.6925
SYT10	-1.5246
FMO4	2.43075
THYN1	-0.884
DRD5	-3.5065
OTOR	1.01425
PGRMC2	1.5466
KATNAL1	-0.580375
PAQR6	-1.50925
UBE2I	0.6005
C14orf28	-0.116
C8orf70	-0.33425
FLYWCH1	0.091
ANGPTL3	-0.88925
GLRX2	-0.373333333333333
ATP11A	-0.276928571428571
ARL5B	-0.2275
MUC16	0.3945
SLC25A5	-0.689142857142857
ACRC	-1.1315
MYO1C	-0.029375
FAM89B	0.175833333333333
FAS	0.063125
KIFAP3	2.16575
GLRA2	0.2625
BTN3A2	0.1166
CNKSR3	0.36875
CSTF3	-1.15383333333333
ARPM1	0.06875
KIAA1530	0.622
C9orf150	0.662666666666667
PRKCI	0.44575
tcag7.1015	-0.51375
SOD3	-1.5505
ZNF574	0.109
CYP21A2	1.52575
RPL12	-0.456
COMMD2	-0.77875
WIZ	0.25825
LOC344405	-2.80425
ALDH4A1	0.189529411764706
CRYAB	1.246
COPA	0.855633333333333
PCDHGA7	0.3655
KIF11	-0.86925
RASD2	0.153125
SLC26A3	0.223
ZNF175	-0.481
JAKMIP2	-1.156125
C8orf4	1.8825
PTHLH	0.88025
SLC40A1	2.00225
OR7D4	0.483
PCDHB17	-1.5405
CD36	2.497
C6orf203	0.0975
PRKG2	0.15
LOC400566	-0.4405
ANAPC13	0.144
SLCO3A1	-0.322
ZNF692	-0.5405
FANCL	-0.932
SH3GLB1	0.097
C12orf61	0.9525
KBTBD6	0.549
SUPT5H	0.25425
XRCC6	-0.2294
HUS1B	-1.3571
FAM133B	-0.712785714285714
LOC728276	-0.7995
KCTD18	1.09975
SOS2	0.2645
CCDC99	-1.11425
C1QTNF5	3.423
NNAT	0.351333333333333
USP16	0.58025
LARS	-0.700375
ZBTB2	1.173375
ABO	0.411
TRAF3	-0.311
GALNT5	-1.61
NAP5	-0.08875
ALG14	0.249166666666667
KIAA0515	0.00703846153846158
WDR75	-0.748833333333333
TEX261	0.372083333333333
LY86	0.484
