Hybridization REF	TCGA-A8-A08I-01A-11R-A00Z-07
TFF1	-1.10558333333333
HAP1	0.16925
EPHB2	-0.04375
ACTG1	0.472333333333333
ZFP42	-1.61175
HAVCR2	1.7934
NME1	-0.9765
SNX26	0.5535
LACTB	1.00583333333333
ZKSCAN2	0.228875
C5orf35	-0.57475
ANKS3	-0.615
RBM28	-1.3515
DKFZP586P0123	-0.617
HNRNPA1	-0.3945
BCAS3	-1.2195
FLJ20184	0.485
POLA2	-0.8855
TMC7	-0.979833333333333
HSD17B6	1.1905
ZNF658B	-0.194
TTTY10	0.00733333333333334
RANBP9	-0.87375
CPNE7	-1.56716666666667
EVL	1.34141176470588
LNX1	0.158166666666667
IFNA21	1.1784
CFD	2.075
PYCARD	1.12766666666667
MYBPC2	-0.895
ENPP3	-0.972
ACSL4	-1.122
LOC440258	-0.2115
TMEM176B	3.85866666666667
SOX2	-3.404625
SCO1	0.1475
COMT	-0.29675
AOC2	-0.26475
PDLIM5	0.218
SPHK2	0.539166666666667
NXPH2	0.5245
GPR108	0.0491666666666667
RAD51L1	0.344666666666667
TMEM54	0.68475
LETMD1	-0.821
SLC6A17	0.42375
KRT75	0.248
STT3B	-0.4885
CD3EAP	0.165166666666667
TMEM63A	-0.453
DUSP13	-1.8965
CD1C	-0.105166666666667
LASS2	-0.214333333333333
AVP	1.0465
PITPNM1	-0.91425
FLJ22795	-2.046
MCTP1	-1.1285
TRIM68	-0.797333333333333
UCK2	-1.1875
ABHD1	0.69
FAM50A	-0.1865
RNASEH1	-0.48
PCP2	0.840666666666667
OR52H1	0.9255
C20orf149	0.328
RBP5	0.242666666666667
HYAL3	-0.022
CLPB	-0.363
SMNDC1	0.0295
DONSON	-1.41583333333333
FLJ27523	0.158
BARHL2	0.463833333333333
SLC30A9	-0.0713333333333333
TMPRSS11B	0.1915
E2F8	-0.628666666666667
CCDC25	0.63075
C14orf48	0.0143333333333333
C20orf116	0.47175
TSPAN11	0.472
YIF1B	-0.324666666666667
FAM12B	1.5875
OR1L6	0.275
HPN	2.0534
NBN	0.565875
C14orf94	0.122333333333333
OCLM	0.29
ZSCAN18	0.9032
L3MBTL	-0.7003
TSTA3	0.0458333333333333
RAC1	-0.029375
C19orf15	1.37533333333333
NFE2	-3.97975
KLK14	-0.009
ARSF	0.097
MAST2	0.524666666666667
AMICA1	3.90866666666667
GTF2A1	1.03375
ATP1A3	0.16525
TC2N	3.1756
PNKP	0.0895
ODZ2	-2.55275
MATR3	0.197
S100P	-3.977375
KRT82	0.447
CA13	-0.3053
PROZ	-1.5225
AASDH	0.3365
C19orf40	0.236833333333333
DCK	0.324538461538462
FAM5C	-1.37725
SLC6A4	3.671
MID1IP1	-0.434875
TESSP5	1.176
TMOD4	-0.148833333333333
DOCK2	0.859333333333333
TUG1	0.75925
NUP214	-0.7685
DPYSL2	0.382954545454545
GOLM1	2.90658333333333
MPFL	0.51925
SOX13	0.951
SDCCAG8	0.9809
KEL	-1.49733333333333
NUP210L	-2.2005
GK	1.40975
DNAJB1	0.323
ALPK3	0.571
CHID1	-0.3804
CYLC2	0.207833333333333
IKZF5	0.449
C8orf51	1.26816666666667
PPM1J	-0.24725
GIMAP8	3.4805
GPR101	0.7705
NR2F1	-3.459
ACAD8	0.0855
RBM35A	1.48375
GNAI2	0.695333333333333
METTL8	-0.609
SLC39A7	-1.20675
FBXO8	0.464
CAMK1	-0.1465
RFC3	-2.049
FAM129A	0.954571428571429
ILF2	-0.9645
FGFBP3	-0.228625
NOM1	-0.241333333333333
PSMA3	1.17475
ASCC3	0.427555555555556
ZYG11A	-2.06875
SOX21	-1.57775
LYRM1	0.7335
DEFB1	-0.101
LOC91431	-2.69116666666667
OR7C2	0.3175
FAM46B	0.98275
TMEM18	-0.050375
ARHGAP30	2.3425
TMEM86A	2.00783333333333
EPHA2	-2.55266666666667
C10orf46	0.70985
TCHH	-1.27283333333333
C3orf30	0.0646666666666667
LOC285636	0.308666666666667
PAIP2	0.241
CYP2U1	0.29375
C12orf34	1.15275
SARS2	-0.768
ZCWPW1	0.3545
SAMD12	2.145875
KIAA1430	-0.34875
ACAT1	-0.5335
MEOX1	0.830166666666667
ADAMDEC1	8.332
PHKA2	-0.5455
CARD11	-0.309
CALML4	-1.059
TSSC1	-0.60975
TMEM45A	-1.69311111111111
MPP7	-0.46075
POU1F1	-0.43
SLC2A13	-0.6278
FBN2	-1.79442857142857
ZC3H7A	0.0637
LAIR2	-0.3815
ST3GAL1	1.41266666666667
LCT	-3.39175
GEMIN8	0.885166666666667
KLF16	0.1839
HIF3A	-0.1922
FAM44A	0.376285714285714
AQP10	-1.2625
PLA2G2A	-0.202
FOLH1	-0.143
C20orf186	-0.1745
MAPKAP1	-0.40875
SPRR2D	-1.43525
UBQLN4	-0.848833333333333
RSHL1	0.111333333333333
PIAS3	-0.229875
MRPL24	0.08125
GREB1	-1.827
FAM27E3	-2.9405
NUP62CL	-0.38975
NEUROG3	0.8065
REEP3	1.44291666666667
MARK1	-0.19825
LMBRD1	0.87625
PRPF19	-0.4825
PNMT	0.835
CTGLF1	-0.5685
SLC25A16	-0.2285
EIF2B3	-0.0015
RPA2	0.6875
PAK6	1.46066666666667
CCDC26	-4.69075
SEMA3E	1.446625
MXD4	0.534
TNFSF10	3.4438
SMARCB1	-0.669166666666667
DTX3L	2.33366666666667
PLA2G4E	0.327
PPAP2A	0.2125
ULK1	-0.354666666666667
TAS1R3	-0.083
SLC2A3	-2.50054545454545
ARID3A	-2.068
GNG5	-0.25325
ACOX1	0.0337
KIF5B	-0.4925
NUP153	-1.1115
MUC7	-0.1575
CSDE1	-1.04878571428571
CLPTM1	0.30975
C3orf23	0.26975
LRRC17	-2.9175
TTYH3	-0.816875
ATP5B	-0.978
ELF3	1.0639
CPSF3L	-0.576166666666667
ZNF665	1.96333333333333
TLR6	1.2669
GPI	-0.28375
RAD9A	-0.27325
NDST4	-4.09375
AGPAT3	0.683166666666667
MAGI3	0.983166666666667
ADORA2A	0.563625
CACNG7	0.0145
CAMK2D	-0.702857142857143
CCHCR1	-0.3035
RPS27A	-0.22125
OR10G7	0.200666666666667
GCM2	0.816
FAM135B	1.9132
E2F1	-1.24975
PLCB3	-1.1195
OR2AE1	0.112
COIL	-0.481333333333333
CDC25C	-1.01366666666667
RAB11FIP2	0.697
TSC2	-0.07075
CTGLF5	-0.807
CCDC108	0.5049
OR13C4	0.068
C10orf81	2.746
PTPRB	0.2585
ACP2	1.44825
LAG3	3.35275
MRPL54	-0.19225
LOC201175	0.804
ITGB1BP3	-1.5595
SPTAN1	-0.328166666666667
SIPA1L2	1.513
RCAN2	-2.035
CDX2	-0.61
ECOP	0.58275
ACTR1A	-0.399142857142857
PPARG	-0.051
BBS10	0.931
TMEM44	-1.625125
BPIL2	-0.07825
CITED1	-0.398
IRF6	4.2065
PRDM4	-0.182
RRP9	-1.27733333333333
OR10H4	0.34175
IL31RA	-0.5375
GNB1L	-1.59966666666667
MYBL2	-1.720875
ZNF407	1.28466666666667
PPIG	0.0266666666666667
TTC18	3.66775
RPSA	-0.2585
MAPT	1.761
MRE11A	-0.0963571428571428
C8orf37	0.750333333333333
RASGEF1C	-0.713666666666667
STBD1	0.1315
CTAG2	-1.08
MGAT5B	-2.80833333333333
ECM1	-0.9825
RLN1	1.8475
PARP14	3.376375
EPB41L1	1.0075
HOXA3	-0.526
MAGEA9	-4.74
RPS8	-0.00283333333333332
RPS19BP1	-0.346
FOXJ2	0.0625
C10orf76	0.500125
IL17RE	-0.84325
C10orf65	-2.95725
ZNF343	0.1795
FBXO33	0.93475
UHMK1	0.68
LY6G6C	0.115
FGF19	-2.71025
C14orf128	-0.0273333333333333
IFIT2	4.015875
TIGD1	0.1225
S100G	null
GUCY1B3	1.6145
NR3C1	0.2001
CORO1B	0.3665
PARP11	1.22091666666667
DNALI1	3.46733333333333
OR4N4	0.04825
MAP2K6	-0.181666666666667
FSTL4	1.388
ANKRD47	0.42525
TMEM171	-0.796
PNLIP	-0.03775
YY1	0.872
CCDC138	-1.85783333333333
AASDHPPT	-0.8373
CKS1B	-0.9159
MCM3	-0.4505
ANAPC7	-0.581166666666667
FAM110A	1.84825
CDC37L1	1.03883333333333
THTPA	0.76775
NBPF20	0.2055
WDR24	0.24
NPTX2	-1.9185
CBLB	0.6565
CETN1	-0.00299999999999999
RPUSD1	0.0575
FAF1	0.19575
CDK6	-2.8806
HMX2	0.033
CSK	-0.0703333333333333
TEAD2	-0.56325
SNAP25	1.15
TUFT1	-0.0293
TMTC3	-0.0555
LCK	0.05775
SGOL1	-1.4215
AKTIP	1.69025
FURIN	0.115375
SOX12	-0.215833333333333
DEFB103A	-1.182
RAMP1	1.8785
KIR3DX1	-0.2125
GAS2L3	0.127
PDE8A	-1.7909
EDN3	-0.25275
GMIP	0.915
SF3A2	0.524
FN3KRP	0.689
SMAD7	0.81775
RHBDD2	0.3665
OR11H6	-0.357
PPP1R3B	1.5406
C9orf23	1.1895
CADPS	-1.8855
GOLGA8A	-1.38
TMEM57	0.557
RGL3	0.5505
S100A14	1.08225
FGFR2	1.1779375
XRCC3	-0.64425
RTN4RL2	0.283
MGC3771	2.6045
GH2	0.406833333333333
BTBD2	-0.595
LMO2	-0.27075
RDBP	-0.639125
ACRBP	-0.69525
AMY2A	2.403
DUOXA1	1.637
PTK7	0.113166666666667
TWF2	0.293666666666667
FAM80A	1.93
TNNI2	-2.437
GLT25D1	-1.04416666666667
OCC-1	-1.974
CYC1	-0.726666666666667
RPL22	-0.372681818181818
MORN3	1.769
DISP1	0.09025
PRB2	-0.344
CHUK	-0.144
HR	-0.336375
CCDC134	-0.26775
DENND4B	-0.4435
C14orf130	0.34725
RAB33A	-0.4565
DCST2	0.2555
TNMD	-2.3245
PEX7	1.477
FAM62A	-0.153375
SRD5A2L	0.1545
IL22	-0.027
RPS26	-1.24466666666667
HOXC5	0.7105
SPATA6	1.66175
FLJ38482	0.0245
ZNF234	1.5345
C18orf22	0.97825
SPATA22	-0.18075
THOC1	0.0125
CYP7B1	1.1995
KCNC3	2.6015
C8orf42	-0.02
ALDH1B1	-0.817
CCDC100	0.0258
ARMC4	-0.89275
FAM18B2	-0.04675
SLC44A1	1.16175
FBXO17	-1.84383333333333
C6orf107	0.15025
C19orf29	-0.121
ZC3HAV1L	-0.705
PARP6	0.1395
SULT2A1	-5.012625
C1orf159	-0.59125
TMC1	-0.38225
CHST14	-0.7775
GAMT	-1.05016666666667
SMCP	-0.179166666666667
TSPAN33	2.00108333333333
MIDN	-0.69175
NOX4	0.6095
RNASEN	-0.5943
TBX1	-2.20816666666667
SALL2	0.69625
C10orf35	1.0395
CYP2E1	0.3005
LRFN2	2.34766666666667
ACO1	-0.358666666666667
IQCG	1.3736
MEGF9	2.29275
TM7SF4	4.35525
PLEKHA1	0.1002
STK33	-0.62325
C1orf210	2.89075
SNUPN	0.0333
KIAA0406	-0.3049
C20orf29	-0.0215
TMEM55B	0.27025
OSTM1	-0.947375
CLCN7	0.03675
OTP	0.0215
FLJ23049	0.08075
HEATR4	1.465
MAP3K10	0.583166666666667
PCDHGA9	0.4765
AMDHD2	-0.2475
LCTL	-1.7215
PDCD2L	0.36775
CABLES2	0.54475
SLC5A9	-0.653
CLCA2	2.70516666666667
MGC16025	1.2525
STRAP	-1.11516666666667
C20orf196	-0.0705
RRBP1	0.809333333333333
NAT13	-0.2565
MAT2B	0.489375
CSNK1D	-0.846166666666667
KIR3DL1	1.29675
PRKAG3	0.424
ZNF599	2.006
PRM3	0.0335
PER2	0.481333333333333
ASPHD1	-1.987
PRMT6	-0.529
KCNE1L	0.948928571428571
FAM118A	0.868166666666667
TAF4	0.23075
NDUFB6	0.0755
TRIM9	-1.07716666666667
PMFBP1	0.1965
KY	0.4565
DKFZp762E1312	-1.72072727272727
CSMD1	-2.07675
TBP	-1.16633333333333
OR1Q1	0.0375
RETNLB	0.01525
HPGD	0.797214285714286
DNAJC12	1.11116666666667
FKBP1B	-1.487
ANKRD24	-0.390166666666667
CXXC5	0.510833333333333
IL3	0.161875
DRAM	2.2135
PTCH1	-1.620375
TP53BP1	-0.50475
SLC17A7	0.63725
COL25A1	-1.52666666666667
AMACR	0.69
RHCG	-0.68475
VPS13A	-0.01525
FAM55D	0.767
PRPF38B	-0.884666666666666
OSBPL6	0.67
PFDN5	0.2825
CMTM6	1.618
KCNK12	-1.11775
RP2	0.21775
C16orf52	-0.01375
PICK1	-0.147
IFNE1	0.725333333333333
SEMA4B	0.363
TYRO3	-2.64075
OR12D2	0.569
CSNK1A1	0.3835
FANCF	1.137
LONP2	0.708875
TBL1Y	1.50975
LDOC1L	-0.20425
CCNC	-0.76275
C3orf60	-0.1885
CHKA	-0.3885
UBAP1	0.58325
MAP3K1	0.7135
ANKRD9	-1.15225
FAM92A1	-1.15116666666667
GAB2	0.901
AZU1	0.05375
DIS3	-0.650916666666667
C21orf109	-1.36833333333333
IQCB1	-0.195
SPATS2	-0.406166666666667
EFCAB3	-0.1735
PRB3	0.009875
FUZ	1.27633333333333
ZNF813	2.31475
BMPER	-1.36683333333333
HEG1	-1.206625
ALS2CR11	-1.902
SURF2	-0.886
PSMC1	0.272416666666667
OR2D2	0.3895
SLC7A8	2.48933333333333
C4orf40	0.2445
SPATA7	0.8675
MAZ	-0.57925
PIN4	0.42375
PDE1A	-2.554625
TAF6L	-0.177666666666667
OR2T34	-0.0795
KIAA0284	0.47375
ACADS	0.0707272727272727
MKRN2	-0.3235
C18orf56	0.38325
MS4A6E	0.289333333333333
GALNT4	0.1765
C22orf31	0.228
FLJ36070	0.435
PSME4	0.083
TFG	0.4153
EPHX2	0.566125
ANXA5	-0.03675
KRTAP1-1	-0.2541
BATF	3.139
KARS	-0.5685
MSTP9	0.5185
GPR26	1.363
CCDC72	0.53225
TEF	0.648333333333333
FOXK1	-0.8425
PRLHR	0.2245
EMX1	3.389
C11orf30	0.075875
ICK	0.92975
THSD7B	-0.06375
C21orf100	-1.0585
DUOX1	1.539
EFCAB4B	0.14025
UBE2G2	-0.720666666666667
C3orf54	-0.00300000000000003
PARP1	-0.10425
FAM60A	-1.57125
C6orf146	0.38275
OR9K2	0.342
DDX55	-0.969333333333333
RPS15	-0.6785
ZNF618	0.6486875
DKFZp686D0972	-0.217
SSPO	0.6205
SHFM3P1	0.540833333333333
CPA6	-0.59225
JAG2	-1.0995
DEFA3	0.294
PPBPL2	0.277333333333333
CD34	2.567
SLCO4A1	-2.761625
AFG3L1	-0.681166666666667
SHD	-1.5085
RP13-122B23.3	-0.620166666666667
PRKCSH	-0.0731666666666667
DPH5	-0.404666666666667
HLA-F	3.471625
TBC1D4	-1.462
RIG	-0.00749999999999997
GLUD1	1.01416666666667
HNRPCL1	0.346125
HBXIP	-0.71175
RNF207	-1.2735
APIP	0.14525
PLA2G3	-2.78116666666667
CCDC84	-1.2355
MYLIP	-0.297846153846154
PHIP	-0.286
AARS2	-0.4445
DHX32	0.09
SCAPER	0.3615
MEN1	-0.00825
NIP7	-0.5675
FLJ25404	0.195
FASTKD3	0.0765
TMEM158	-3.13183333333333
RARA	0.6605
BDH1	1.0925
ANKRD16	-0.31
CARM1	0.3595
SS18	0.589333333333333
IKZF2	-0.07075
MYD88	1.01125
PML	0.37365
TAF1A	-0.11025
CBFB	0.104
HIST1H3H	0.717
C7orf29	0.2535
COMMD4	-0.620333333333333
DPP3	-0.734
DAB2	0.502125
LOC388882	-0.3375
YPEL4	-0.141375
AGBL3	0.732
LRP6	0.1411
SERPINH1	-1.00283333333333
TLE1	-0.9715
CD244	2.68
ZDHHC15	1.895
MGLL	1.0298
PLDN	-0.504333333333333
LOC654346	2.3685
FAP	0.736
GPR37	-1.65483333333333
SCARA5	-0.261666666666667
EBF4	3.00563636363636
LSM6	-0.04675
MLLT1	-0.5291875
SLC5A12	-0.8335
A2BP1	-1.77283333333333
COPS5	0.329333333333333
TPM4	-0.772285714285714
TNFSF4	1.14
ACADSB	1.67711111111111
HERPUD1	2.043
BCL2L11	-0.169055555555556
CEP78	-1.49875
CDCA3	-1.067125
WBSCR19	0.136
MYO1A	-1.3225
PPEF1	0.919833333333333
LOC440348	-0.03575
CPEB2	0.34
BPTF	-0.40875
RPL21	-0.81675
GSX2	-1.103
ADPRH	1.91533333333333
C17orf68	0.873666666666667
KCNS1	-0.214166666666667
MLLT6	0.3398
PIWIL4	1.05825
RNF26	-1.1385
RAP1B	0.96925
ADAMTS1	-4.7443
ZNF571	1.9785
P2RY6	0.675
TRIM21	1.7965
CADM3	0.073
NLRC5	2.31616666666667
ADRA2B	-0.616333333333333
LOC90835	0.414125
PCF11	-0.8
LOC400451	1.08525
GLTSCR1	0.6121
C17orf88	-0.244
CDH16	-1.83275
FGF7	0.476125
PCSK4	-0.748333333333333
NPC1L1	-1.29816666666667
TAT	2.75225
TBCA	0.052
MGC33407	0.0385
GPR115	-1.429125
CYGB	-0.9735
FNBP4	-0.766333333333333
C12orf43	0.403
CBL	-0.3089
CLECL1	3.52275
PPAPDC1A	-1.84
WDR25	0.518166666666667
SGCA	-1.126
C22orf29	-0.411
YIPF1	1.66525
GALK2	-0.76175
RAB3B	-0.344666666666667
LOC440087	4.34075
UCP1	1.002
REEP5	1.50425
FADD	-0.0529
FOXA1	3.39575
CACNA1A	0.116333333333333
ABI1	0.0288333333333333
GRIN2D	0.81075
SLC1A4	0.561833333333333
LOC401127	-1.34825
HINT2	1.72725
PLD4	-0.560166666666667
ZNF286A	-1.0675
ENY2	-0.28025
IL1F6	-0.2125
PXDNL	1.48675
C20orf79	-0.0685
TNFSF13B	4.70583333333333
DENND3	0.540875
JARID1D	-3.3055
HIST1H2AK	1.632375
LOC93349	1.498
SSH1	-0.8647
ENSA	0.04925
LOC219854	0.537833333333333
CKAP2	-0.8581
DKFZP564J102	-0.992
MGC87315	0.188666666666667
HNRPAB	-0.62875
AMH	-2.345
ZNF526	1.11
BRUNOL5	-0.0326
CACNG3	0.267666666666667
TRPM1	-2.357
PPP2R1A	1.4055
COL2A1	1.3835
DDN	-0.389166666666667
FLJ25770	0.67675
HK2	-0.330785714285714
ELOVL6	-1.345125
MDK	0.0375
EPHX1	0.925
RASSF2	0.687125
DKFZP434B0335	-0.059
DLX3	-0.701875
PRTN3	-0.51575
AVPR1A	0.25425
C21orf125	-2.4985
TNFAIP8	0.502666666666667
GNB2L1	-0.3915
CALCRL	1.216
SCGB2A2	8.35566666666667
UBXD7	-0.47925
ZNF674	0.21
TMEM35	2.660875
BRSK2	-1.231625
HECTD3	0.1005
TMEM188	0.05425
LGALS9	2.445625
SCARB2	1.004
USP34	-0.144
C17orf28	1.16875
ZDHHC23	-0.61925
AQP12B	-0.1865
SLC16A3	-1.751
APLP2	0.542625
ITIH2	-3.80075
MICAL3	-0.2825
TNNI3K	0.8646
HDAC2	-1.37375
PRR7	-0.1131
THBS2	-2.309875
LOC751071	-0.801
CA2	-0.115833333333333
RANBP17	-0.32975
RLN3	0.24525
CRYZ	0.413833333333333
GBAS	0.152833333333333
TAS1R1	-0.24825
MPZL3	0.1305
PCDH8	-2.61775
HSP90B1	0.695166666666667
KCNK15	-0.143
TNIP2	-0.159833333333333
GPR146	-1.33525
NOL6	-0.03575
SPC25	-2.02244444444444
STEAP2	0.649285714285714
VAMP3	0.220333333333333
TCIRG1	0.28275
ZP4	-0.368833333333333
PARL	0.313875
TRIM39	0.630666666666667
KIAA1305	-0.000500000000000003
CRNN	0.0975
GRN	1.32775
HSH2D	-0.417
SCAMP1	0.4068125
KIAA1913	-0.3705
PTS	-1.094
BANP	0.390142857142857
PRKACG	0.05425
ADCY6	-0.2255
C16orf46	2.1735
CYP51A1	-0.15475
DDC	-4.95125
ANPEP	-2.165
PROM1	-1.63016666666667
SIGLEC10	3.942
COPG	0.1315
FAM26E	-0.07375
TRIP4	-0.043
SNX3	-0.431
C1orf175	0.647166666666667
PPY2	-0.262
C14orf152	0.0035
FTSJ1	-0.777666666666667
DST	-0.7236
LOC554235	-0.0195
GLRX5	0.26575
C20orf12	2.0271
CAB39	0.466333333333333
MSH2	-0.745666666666667
PIP4K2C	1.137875
CYLD	2.163
WTAP	-0.338
MGAT4A	1.92711111111111
TSC22D4	-0.3392
CHRM2	-2.4035
PPYR1	0.0968333333333333
CCNH	-0.6065
RRM1	-0.75375
ECAT8	-4.192
LOC400120	-0.714
GABRA4	0.039
C14orf4	1.23466666666667
C1orf59	0.9575
CTDSPL	0.722833333333333
NHEDC2	-2.122
PDE11A	-1.56693333333333
KLHL29	-2.528
CD5	0.8069
TSPAN9	1.509375
WDR67	-0.8305
THUMPD1	0.6953
C18orf17	-0.072
CLYBL	0.247833333333333
FLJ13231	-0.16925
CMBL	1.208125
LECT2	-0.25225
NKAPL	1.58283333333333
LOC654780	0.7295
OR4C6	-0.1155
RAB30	0.517166666666667
TSSK4	0.7025
TMEM163	3.1345
OSBPL11	0.296916666666667
GNB5	-1.23116666666667
CCL21	1.10425
C1orf121	-0.2895
FMO2	1.86783333333333
RPTN	-0.1085
MSTN	0.66
VCL	-0.944857142857143
FYTTD1	0.6665
C11orf1	-0.034
CCDC88C	0.6779375
HFE	-0.283277777777778
MOGAT1	-0.3555
FAM125B	0.4615
IRGQ	-0.16
RAVER2	0.1305
AKAP5	0.7505
SSSCA1	-0.33925
C11orf63	-0.260875
ACTG2	-1.0657
PORCN	-0.4595
DTL	-0.859636363636364
TMEM151	0.15475
FAM122C	0.58475
RSAD2	3.6337
BAT4	-0.354
KRTDAP	0.0928333333333333
MYH8	-0.379875
CRTC3	0.0015
LRRFIP2	0.4899
INTS4	-0.2185
TTN	-0.852666666666667
SLC26A5	0.359
PLLP	-1.52775
RGS6	1.461
SRGAP3	0.805
ZNF525	1.83116666666667
NBR2	-0.4115
C13orf1	-0.2919
ZNF137	2.575
CEP27	-1.20225
BEST2	-0.035
RNF121	-0.41975
DMRTC2	0.075
C8orf76	-0.05725
BCCIP	-0.13225
MEST	-0.558
HTRA2	-0.588
ANGPTL2	-1.6675
ILKAP	-0.483833333333333
ERAS	0.6455
HBS1L	0.0765
CPA5	0.00950000000000001
TMEM30A	1.18133333333333
CD300LF	3.71133333333333
WISP3	3.896
CRK	0.203
PDS5A	-0.365
BRPF3	0.45
NEDD9	-0.533875
SMPDL3B	-0.21225
PSG6	-1.43425
PSMD13	-0.04775
ETV5	-1.2594375
OR51A4	0.0745
BTBD7	0.77525
GSTO1	-0.355375
hCG_16001	-0.1265
MAD2L1BP	0.227166666666667
COX6A2	0.822
SCNN1A	1.826
LSM1	0.570833333333333
UGT2B11	-2.78325
IDUA	0.282
PPP2R3C	-0.0658333333333333
COX11	-0.7395
PDZK1	3.07875
ZNF443	0.825333333333333
MGC21874	1.30583333333333
ZNF323	0.1809
KRTAP10-10	-0.07
CXCL6	-0.1985
SLC34A2	1.6913
LOC284402	0.587
NPTN	0.448666666666667
UPP1	-1.2555
SLC6A9	1.623
OR7G3	0.31575
CISD1	-0.737333333333333
ZNF545	1.69816666666667
SYT14	-1.204
NT5C3L	-0.763
ZNHIT3	0.128166666666667
SNRPD3	-0.58525
KIAA0701	0.265125
UNC93B1	0.262833333333333
GMNN	-0.683375
SPCS2	1.20383333333333
LOC388524	-0.7095
NAPRT1	-0.579125
PNLIPRP1	0.11125
OR6V1	0.533
PRKAB1	-0.109
EYA4	-3.6125
KIF20A	-2.014
ALG10	1.11125
ITPKC	0.800333333333333
LMX1B	0.263833333333333
RPUSD4	-1.30133333333333
C7orf34	0.0995
DLGAP2	0.268875
PFN1	-0.3138
MICALL2	-1.327
ZNF654	0.988
SS18L1	-0.388125
SLC16A8	0.79525
MKI67IP	-0.487666666666667
ITGB3	-1.77275
TCEA3	2.40091666666667
CEP152	-1.6091875
CLIP1	0.61925
ZNF75	0.7264375
ATP5C1	-0.365833333333333
NUDT5	-0.749166666666667
PSCDBP	2.23075
UBP1	0.6105
RBM27	-0.26175
C13orf15	2.644
ZNF282	0.0238333333333333
ZNF222	0.4286
COL10A1	4.715
PRDM15	-0.5265
TTTY5	0.034
FAM9C	-0.381416666666667
C20orf67	0.1895
GNG13	1.396
F12	-0.60175
C1orf41	0.7265
CPXCR1	0.0835
GSK3A	0.483375
SUPT6H	-0.114
PI16	0.0396666666666667
ELL2	-1.16133333333333
C9orf167	-1.115
PVRL3	-3.2239
FLJ38596	0.60175
ADAM20	-0.66025
GPR89A	0.317
GPR87	-3.5165
ZNF30	1.8975
SMR3B	0.18375
ZNF770	0.00712500000000001
TRPC4AP	-0.304833333333333
DKFZP686E2158	0.626333333333333
C2orf28	0.775166666666667
FREM1	-1.42733333333333
LAMA4	-1.25216666666667
ADPRHL2	0.8325
EIF4G2	0.48
GUCA1A	-0.6065
CTNNA2	-1.81275
NUDT15	-1.35533333333333
CEPT1	-0.847166666666667
ZNFX1	1.8196
CCDC92	0.94075
TDRD1	-0.8325
KCNK5	-2.01866666666667
ETNK1	-0.15075
LTA	1.178
TTPA	3.33716666666667
B3GALNT2	-0.30575
SC65	-0.415166666666667
PEX5L	-1.55425
EPS15L1	-0.55725
MGEA5	-0.035
HIST1H3A	0.74575
ING1	0.872125
BCAT1	-1.066375
ORC6L	-2.00809090909091
KLK11	-1.79566666666667
C19orf28	-0.909375
DNER	-4.74775
MED22	-1.117
ETV6	1.78266666666667
CHAC2	-0.8115
CD300E	0.1085
CEBPB	0.87825
ZNF398	-0.22425
LRCH3	-0.245
HMGA1	-1.50816666666667
CAPN7	-0.00383333333333334
MGC5566	-2.41475
CCL3	3.93225
NANOS1	-0.445
ZFYVE19	-0.34475
APITD1	-0.0893333333333333
PARD3	-0.783
IRAK4	0.665833333333333
SERPINI2	1.795
CEP170L	-1.02225
TTC9	2.8035
MYOM3	-2.018
MLPH	0.647375
LOC222699	0.0665
NRG1	-1.92266666666667
TBC1D9	3.53254545454545
TTK	-0.849166666666667
ZNF557	0.3848
DDX41	-0.642333333333333
FANK1	0.8975
UBE2D2	0.33625
PSMB10	2.48675
MYH7B	0.87
GABARAPL2	0.77375
MARVELD2	1.69266666666667
DGCR2	-0.0455
UNC45A	-0.479
C6orf72	2.653
ZNF683	4.754
GIT2	0.234125
CASK	0.759833333333333
C14orf161	3.121
LRRC44	-0.1695
TIFA	0.49675
UTP11L	-0.391625
C6orf65	-1.75775
FDPS	-0.8125
DUSP9	-2.2395
SLC17A8	0.1086
OR51G1	0.3165
NANS	0.03875
OLFML1	0.93725
ATP10B	-1.150625
NPAS3	1.29575
PRKCA	-2.7833
GGA2	-0.231625
LCE4A	0.2945
SPANXN3	-0.0815
CCDC115	1.3925
SDCCAG3	-1.20175
GLIPR1L1	-0.121
TTC1	-0.664
C17orf76	1.1085
MAD2L2	-0.0625
HIPK1	0.1091
LRRC3B	-0.414833333333333
CLN3	-0.288227272727273
C17orf47	0.745
FMN2	-3.568875
TUBB1	-1.756
WAPAL	-0.116333333333333
C3orf21	-1.129375
SCN5A	-0.7105
SMYD1	0.6475
BEX5	2.858
ZNF192	0.0315
SEC22A	0.1535
GRIA2	2.48742857142857
KIAA0825	-1.92525
NUSAP1	-1.44154545454545
LANCL1	0.025125
C15orf40	-0.7802
ZNF645	0.153142857142857
GPR61	-0.13325
NLRP14	0.172
SNX21	-0.5924
C1QTNF8	-0.1345
C17orf46	0.218
IFNA8	2.548
SPRR1B	-1.727
FLRT1	-0.9975
SNX17	-0.0371666666666667
ASB2	1.498
HBG1	-4.7865
RPRML	-1.963
JOSD2	0.657333333333333
PLSCR3	-0.375
SPOCD1	-1.30216666666667
RAB39	0.4375
GHRH	3.06433333333333
ITIH5L	1.66175
C17orf37	0.195
SMCR8	0.42625
DPY19L2P3	1.36516666666667
IL11RA	0.579833333333333
GDF3	-3.42983333333333
RPS6KB1	-1.45691666666667
