Hybridization REF	TCGA-A8-A07S-01A-11R-A034-07
ARPP-21	-3.1263
SART1	-0.9415
RACGAP1P	-1.14
SPTA1	-5.0525
C6orf113	-1.454
C7orf16	-1.811
CHST7	-0.951333333333333
C21orf29	0.0143333333333333
SEMA6D	0.663875
PCMTD1	2.81075
KIAA1754	-0.8575
MYCN	-1.3035
KCNJ3	5.927
MAPK13	2.4339
ERO1LB	-1.6175
NTF3	1.68583333333333
NKX6-2	-0.29025
GTF2B	0.315
GSPT1	-0.185
GUSB	-0.178666666666667
LOC221091	-2.139
LIG1	-1.07275
EXTL3	-0.152333333333333
NID2	-0.72975
TTC29	-0.89275
TMEM97	-1.460375
EXTL2	-1.0505
SUZ12	0.217875
IL1F8	-0.138
KRT18	0.0456363636363636
MRPS16	-0.159416666666667
PI4K2B	0.4055
LACRT	5.6355
OR51F2	0.179
JMJD2C	-0.425
KGFLP1	1.69725
CDK5RAP3	-0.4753
YTHDF2	0.974166666666667
GGCX	0.308375
ARPC4	0.22275
EGLN2	1.24216666666667
KBTBD4	0.600571428571429
ROBO3	-1.0839
DEFB118	-1.378
KIAA1543	0.705
RTCD1	-0.358666666666667
MZF1	0.2775
C18orf26	0.703
CNIH4	0.652333333333333
ZFP2	1.6
HTATSF1	0.26125
WFDC2	3.60675
NDUFA7	0.574
TTC22	0.767833333333333
FAM40B	-2.98625
DCPS	-0.52275
SH2D1B	-0.846166666666667
MRGPRE	0.4265
SBK1	0.6815
UNQ6411	0.143
OSBPL9	-0.592
NUP107	-1.64775
MYOZ3	0.2528
PDE4B	1.25291666666667
FAM113A	-0.542
IDH3G	-0.226
FBXL7	0.250875
ARFGAP3	0.37575
MAPRE2	-0.483384615384615
IL1RN	0.7307
KIF13A	0.6595
RAC3	-1.1055
TCTE1	-0.6515
TMEM14B	-0.339
ADIPOR1	0.4105
GRINA	0.366
CLIP4	-1.8855
LRIT2	-0.671
TFPI	-3.26264285714286
FABP6	-2.2635
SLITRK2	-0.1177
HKR1	0.63125
SMTN	-0.20675
C1orf75	-0.0875
CD209	0.115625
CYB5R2	1.6475
DNTTIP2	-0.0466666666666667
CSGlcA-T	0.588875
GABRB3	-2.32325
PCBD1	1.1825
TAF3	0.81875
HOXD3	-1.03483333333333
GIPC3	-0.382166666666667
P11	1.1313
BFSP1	1.06225
LCP2	0.39
TAS2R8	0.574
SEZ6L	0.301625
NR2C1	-2.596875
EXDL2	1.0477
TNFRSF13B	-2.04666666666667
MKI67	-1.5885
GLS	-1.49791666666667
C7orf54	-0.313
LGALS13	-0.0926666666666667
IL4R	-0.40275
SEC11A	0.0376666666666667
SPP2	0.176833333333333
C18orf32	1.384
CLSPN	-1.39133333333333
SPAG1	1.420625
C9orf82	-0.04975
TM4SF1	1.029
EMILIN2	0.7605
SMG7	0.0753333333333333
TAS2R13	0.3605
ZNF628	0.2885
DZIP1L	-0.815166666666667
ANKRD13A	-0.3645
VASP	1.381875
ZCCHC11	-2.7015
SYPL1	1.066
MGC34774	2.155
C4orf28	-0.141625
KIAA1211	0.163666666666667
RPS27L	-0.74525
TATDN3	-0.21
PDCD1	-0.33675
OR5P2	0.125
IFIT1L	0.1855
MIPOL1	1.716
OR51D1	0.3755
C1orf92	-0.6625
LAMP2	0.952555555555555
CAT	0.315666666666667
C16orf80	-1.58125
C15orf32	0.552
ZNF746	0.17825
C1orf76	-1.2035
ATXN1	0.73
LAMC2	0.297625
SLC2A7	-0.1205
CPOX	-1.987
APH1B	1.85833333333333
LOC442245	-0.28125
CTNND1	0.809388888888889
GABRG2	-0.571
MADCAM1	-0.122333333333333
F5	-3.716125
SEMA4F	0.788
NUDCD3	0.232875
PDZD11	0.273
TRIML1	0.8605
GCNT3	-2.44033333333333
TMEM120A	0.21275
CNDP1	-0.262
N4BP1	-0.11125
SLC35F2	-0.2025
LCP1	-1.02391666666667
IGBP1	0.5459
DCAKD	0.39775
ELA2A	-0.6975
C12orf56	-1.8085
PITRM1	0.394714285714286
GUK1	0.262
RASSF8	2.678375
OR2A14	0.27075
ADM	-1.82777777777778
FGD3	2.95966666666667
GHRHR	-0.234
RHPN2	-0.47175
C4orf39	-1.34433333333333
VPS72	0.31375
SERF2	1.00627777777778
CD22	3.1885
CD47	-1.9674
PPIC	0.239
IMPDH1	-0.649166666666667
ACP6	1.374
PRKACA	0.216375
PPP1R1A	0.951375
TRPV3	-0.2425
ASXL1	-0.927875
C17orf55	-0.972166666666667
FXYD1	-1.05666666666667
LMOD2	-0.157
ANKRD33	0.193
LCE2C	-0.072625
ZNF620	0.075
DKFZP566E164	-1.38075
VSIG2	-0.69175
KIAA1128	0.9145
USO1	0.239
NUDT4	-1.21785714285714
CLDN1	0.4225
OR4Q3	0.1605
FASTK	0.102833333333333
ICOS	0.6955
LDB1	0.665
GSTA5	-1.8775
ABCC1	-1.98233333333333
FAM54A	-1.9885
PCBP2	-0.388166666666667
NUP205	-1.5435
ACTA1	-0.975333333333333
GABBR2	-1.35375
PIP5K1B	-2.3895
AGXT	-1.9515
RNF181	0.256
ATP8A2	0.37725
AFTPH	1.932125
FGF21	-0.0365
FCER1G	1.51275
SNTB1	-1.19575
SLC24A3	-0.655875
TXNL4B	-1.6693
RPL10L	-0.729
LOC389517	-0.7639
TSGA13	0.2145
SHOX2	-0.386666666666667
ITGA7	-1.078
KCNIP2	-0.562833333333333
KLF13	0.7048
ZFAND2A	-0.723
CEACAM1	1.06928571428571
PFKFB4	-2.30033333333333
MED19	0.91825
LRRC57	0.746833333333333
RNF11	0.38275
ANKRD32	-2.60125
P117	0.315
OBFC2A	-1.4645
POLD3	-0.125166666666667
RAB18	1.276875
TPH2	0.044
PHB	-0.6808
JDP2	1.3365
MORF4L1	-0.342
POU2F1	0.0195
CNNM2	-0.64375
LOXHD1	0.132
ZC3H15	-0.274
ELK3	0.724
FAM111B	1.087
CBLC	3.54333333333333
SBNO1	0.38
ANKMY2	-0.07925
PLEKHA5	0.035
DHX58	2.15983333333333
ARCN1	0.225
TREML1	0.2159
KNCN	0.5385
SEC24A	-0.84775
PSCA	-1.2485
MGC24125	0.370666666666667
DNA2L	-1.3955
CIB4	0.3065
HIGD2A	0.259
TBX6	-0.0605
TTLL5	-0.593166666666667
SGK3	1.06666666666667
GCN1L1	-0.5495
AMOT	1.106
LDOC1	-0.510833333333333
NRK	0.385
ASB9	1.8045
NAT1	0.9535
TRAFD1	0.0035
PEAR1	0.603
FAM36A	1.97575
OR1S2	-0.120333333333333
LOC388323	-1.82975
PGS1	-1.00116666666667
LEPREL1	-2.8625
TFF1	1.39525
HAP1	0.16725
EPHB2	-0.11125
ACTG1	1.00216666666667
ZFP42	-0.660166666666667
HAVCR2	0.751
NME1	-0.604
SNX26	-0.17675
LACTB	0.0691666666666667
ZKSCAN2	0.023125
C5orf35	0.6405
ANKS3	-0.18575
RBM28	-1.4515
DKFZP586P0123	-0.22975
HNRNPA1	0.0163333333333333
BCAS3	-1.62191666666667
FLJ20184	0.364
POLA2	-1.14066666666667
TMC7	-1.427
HSD17B6	1.125
ZNF658B	1.107
TTTY10	-0.456833333333333
RANBP9	-0.199666666666667
CPNE7	-1.81483333333333
EVL	2.13523529411765
LNX1	1.23841666666667
IFNA21	0.282666666666667
CFD	-0.50575
PYCARD	2.21433333333333
MYBPC2	-1.368
ENPP3	0.0918333333333333
ACSL4	-1.95025
LOC440258	-0.352333333333333
TMEM176B	2.34266666666667
SOX2	-4.92425
SCO1	-0.0385
COMT	-0.15825
AOC2	-0.34225
PDLIM5	3.00085714285714
SPHK2	0.882666666666667
NXPH2	1.1815
GPR108	0.6155
RAD51L1	-0.533333333333333
TMEM54	0.4755
LETMD1	-0.232666666666667
SLC6A17	0.75425
KRT75	0.162
STT3B	-0.157833333333333
CD3EAP	-0.131
TMEM63A	1.29
DUSP13	-1.64025
CD1C	-2.05683333333333
LASS2	1.5035
AVP	0.8555
PITPNM1	-1.6315
FLJ22795	-1.2505
MCTP1	-2.33925
TRIM68	0.257833333333333
UCK2	-1.265
ABHD1	1.3585
FAM50A	-0.29425
RNASEH1	-0.972166666666667
PCP2	1.22766666666667
OR52H1	0.0045
C20orf149	0.157
RBP5	3.01466666666667
HYAL3	-1.02125
CLPB	-0.41025
SMNDC1	-0.37975
DONSON	-2.5865
FLJ27523	1.15125
BARHL2	0.0175
SLC30A9	0.345166666666667
TMPRSS11B	-0.219
E2F8	-1.87216666666667
CCDC25	-0.35625
C14orf48	-0.0556666666666666
C20orf116	0.751875
TSPAN11	0.133
YIF1B	-1.11216666666667
FAM12B	0.133
OR1L6	0.0355
HPN	1.5407
NBN	0.80625
C14orf94	-0.00416666666666666
OCLM	0.0795
ZSCAN18	-0.1024
L3MBTL	-1.7006
TSTA3	0.932166666666666
RAC1	-0.084
C19orf15	0.326333333333333
NFE2	-5.612
KLK14	0.199
ARSF	0.1625
MAST2	0.257166666666667
AMICA1	0.673
GTF2A1	0.580875
ATP1A3	0.55425
TC2N	2.887
PNKP	0.4295
ODZ2	-1.537875
MATR3	0.5705
S100P	-4.08375
KRT82	0.1305
CA13	0.6565
PROZ	-1.22333333333333
AASDH	0.20025
C19orf40	-0.151
DCK	-0.329307692307692
FAM5C	-1.631
SLC6A4	1.8765
MID1IP1	-0.844375
TESSP5	-0.072
TMOD4	-0.0865
DOCK2	-0.835
TUG1	0.561
NUP214	-1.1315
DPYSL2	-0.920909090909091
GOLM1	1.38791666666667
MPFL	0.33575
SOX13	0.21125
SDCCAG8	1.6354
KEL	-1.64466666666667
NUP210L	-2.02575
GK	0.0635
DNAJB1	0.6115
ALPK3	-0.0395
CHID1	0.3893
CYLC2	0.00516666666666669
IKZF5	0.67
C8orf51	0.585166666666667
PPM1J	1.97375
GIMAP8	2.0475
GPR101	-0.4545
NR2F1	-1.4855
ACAD8	0.20225
RBM35A	1.6405
GNAI2	0.322333333333333
METTL8	0.342333333333333
SLC39A7	-0.5735
FBXO8	0.465
CAMK1	-0.096
RFC3	-1.107375
FAM129A	3.07842857142857
ILF2	0.104
FGFBP3	-2.9265
NOM1	-1.14866666666667
PSMA3	-0.17275
ASCC3	-0.8819
ZYG11A	-2.02025
SOX21	-1.00225
LYRM1	0.63825
DEFB1	0.011
LOC91431	-2.35733333333333
OR7C2	0.8535
FAM46B	-0.3545
TMEM18	-0.436625
ARHGAP30	0.863666666666667
TMEM86A	1.78841666666667
EPHA2	-1.4325
C10orf46	1.21565
TCHH	-0.731833333333333
C3orf30	-0.0361666666666667
LOC285636	-0.321333333333333
PAIP2	0.25
CYP2U1	-1.004125
C12orf34	1.682
SARS2	-0.36
ZCWPW1	0.44675
SAMD12	1.106
KIAA1430	0.4805
ACAT1	0.592
MEOX1	0.257833333333333
ADAMDEC1	2.8715
PHKA2	-1.02625
CARD11	-1.20466666666667
CALML4	-1.2025
TSSC1	-0.3835
TMEM45A	-1.19377777777778
MPP7	1.76375
POU1F1	0.17075
SLC2A13	-0.1426
FBN2	-0.7775
ZC3H7A	0.3125
LAIR2	-1.1395
ST3GAL1	1.41083333333333
LCT	-2.132
GEMIN8	0.776333333333333
KLF16	0.5928
HIF3A	0.0472
FAM44A	0.78
AQP10	-0.883
PLA2G2A	-1.8875
FOLH1	1.3565
C20orf186	-0.00749999999999999
MAPKAP1	-0.263
SPRR2D	-1.18275
UBQLN4	0.0391666666666667
RSHL1	0.15
PIAS3	0.474
MRPL24	1.5835
GREB1	-1.8935
FAM27E3	-2.8535
NUP62CL	0.6125
NEUROG3	1.355
REEP3	2.76908333333333
MARK1	0.045625
LMBRD1	0.23075
PRPF19	-0.6225
PNMT	-1.37383333333333
CTGLF1	-1.1995
SLC25A16	0.4165
EIF2B3	-0.574
RPA2	0.15525
PAK6	1.70516666666667
CCDC26	-3.961375
SEMA3E	2.731375
MXD4	1.1294
TNFSF10	3.6646
SMARCB1	-0.275666666666667
DTX3L	1.64016666666667
PLA2G4E	-0.326
PPAP2A	0.23075
ULK1	-0.07225
TAS1R3	-0.0775
SLC2A3	-3.50936363636364
ARID3A	-1.9025
GNG5	-0.6005
ACOX1	0.2578
KIF5B	0.35425
NUP153	-0.9545
MUC7	0.1525
CSDE1	-0.394642857142857
CLPTM1	-0.42275
C3orf23	-0.1845
LRRC17	-0.673166666666667
TTYH3	-0.6715
ATP5B	-1.0135
ELF3	0.541
CPSF3L	0.0861666666666667
ZNF665	0.508166666666667
TLR6	0.6997
GPI	-0.5265
RAD9A	-0.476125
NDST4	-3.44975
AGPAT3	0.689333333333333
MAGI3	2.62216666666667
ADORA2A	-0.850125
CACNG7	0.31
CAMK2D	-0.578571428571429
CCHCR1	-0.6515
RPS27A	-0.1615
OR10G7	0.0751666666666667
GCM2	-0.026
FAM135B	1.5211
E2F1	-1.575
PLCB3	-0.1165
OR2AE1	0.072
COIL	-0.601833333333333
CDC25C	-1.50983333333333
RAB11FIP2	0.575
TSC2	0.1265
CTGLF5	-1.525
CCDC108	-0.1995
OR13C4	0.1805
C10orf81	2.6365
PTPRB	0.89475
ACP2	0.94125
LAG3	0.18675
MRPL54	0.33175
LOC201175	0.6255
ITGB1BP3	-1.05375
SPTAN1	0.0786666666666667
SIPA1L2	0.792
RCAN2	-0.549
CDX2	2.8175
ECOP	0.98
ACTR1A	0.235857142857143
PPARG	-2.144
BBS10	-0.126666666666667
TMEM44	-1.8935
BPIL2	0.1945
CITED1	-1.06225
IRF6	3.84525
PRDM4	-0.268333333333333
RRP9	-1.23983333333333
OR10H4	0.257
IL31RA	-0.49425
GNB1L	-1.92566666666667
MYBL2	-2.24925
ZNF407	1.238
PPIG	0.389
TTC18	2.1715
RPSA	-0.6615
MAPT	2.22625
MRE11A	-0.400307692307692
C8orf37	0.297833333333333
RASGEF1C	-0.663
STBD1	-0.194
CTAG2	-0.551333333333333
MGAT5B	-2.604
ECM1	3.530375
RLN1	0.78
PARP14	0.8854375
EPB41L1	1.1625
HOXA3	-0.96875
MAGEA9	-3.57066666666667
RPS8	-0.493
RPS19BP1	0.389
FOXJ2	0.22025
C10orf76	0.454
IL17RE	0.093
C10orf65	0.45275
ZNF343	0.100333333333333
FBXO33	-0.900625
UHMK1	1.3823
LY6G6C	0.846
FGF19	-1.85025
C14orf128	-0.3525
IFIT2	3.457625
TIGD1	-0.58375
S100G	-0.1715
GUCY1B3	1.8075
NR3C1	-1.6629
CORO1B	0.235
PARP11	0.798916666666667
DNALI1	4.73583333333333
OR4N4	0.278625
MAP2K6	-0.104166666666667
FSTL4	0.18075
ANKRD47	0.68575
TMEM171	-1.4065
PNLIP	0.03475
YY1	0.110666666666667
CCDC138	-1.88416666666667
AASDHPPT	-0.4145
CKS1B	-0.3272
MCM3	-0.884666666666667
ANAPC7	-0.306666666666667
FAM110A	0.79275
CDC37L1	1.2205
THTPA	1.6625
NBPF20	-0.696
WDR24	0.78525
NPTX2	-2.4405
CBLB	0.370833333333333
CETN1	0.369333333333333
RPUSD1	-0.01975
FAF1	-0.797
CDK6	-1.7565
HMX2	0.0095
CSK	-0.692833333333333
TEAD2	1.091
SNAP25	-0.717
TUFT1	1.6824
TMTC3	0.483166666666667
LCK	-3.26725
SGOL1	-0.806333333333333
AKTIP	0.189
FURIN	2.233125
SOX12	0.167166666666667
DEFB103A	-0.09125
RAMP1	1.61
KIR3DX1	-0.246
GAS2L3	-0.16375
PDE8A	-1.7989
EDN3	0.25
GMIP	1.01475
SF3A2	0.69225
FN3KRP	0.33325
SMAD7	0.3245
RHBDD2	1.082
OR11H6	0.5605
PPP1R3B	0.3564
C9orf23	0.3275
CADPS	-1.1325
GOLGA8A	-2.98175
TMEM57	0.469333333333333
RGL3	0.151
S100A14	2.2835
FGFR2	2.400375
XRCC3	-0.923
RTN4RL2	0.20675
MGC3771	2.732
GH2	0.254333333333333
BTBD2	0.05325
LMO2	-0.071
RDBP	-0.539125
ACRBP	-1.39425
AMY2A	1.5835
DUOXA1	1.155
PTK7	0.546333333333333
TWF2	0.388
FAM80A	-2.088
TNNI2	-2.59116666666667
GLT25D1	-0.649166666666667
OCC-1	-4.303
CYC1	-0.507166666666667
RPL22	-0.0102272727272727
MORN3	1.31333333333333
DISP1	0.51875
PRB2	-0.2195
CHUK	-0.13325
HR	-1.088375
CCDC134	0.3145
DENND4B	-1.19875
C14orf130	0.4045
RAB33A	-2.3575
DCST2	0.3535
TNMD	-1.198
PEX7	2.0855
FAM62A	-0.09375
SRD5A2L	0.87125
IL22	0.2275
RPS26	-0.991
HOXC5	-0.538
SPATA6	2.17425
FLJ38482	0.301625
ZNF234	1.081
C18orf22	0.99975
SPATA22	0.055
THOC1	0.015
CYP7B1	1.1425
KCNC3	-0.31525
C8orf42	-1.2215
ALDH1B1	-0.119333333333333
CCDC100	-0.1041
ARMC4	-2.86825
FAM18B2	0.46075
SLC44A1	0.601875
FBXO17	-1.709
C6orf107	-0.1745
C19orf29	-0.20925
ZC3HAV1L	-0.2145
PARP6	-0.3019
SULT2A1	-4.56685714285714
C1orf159	-0.991
TMC1	0.207
CHST14	0.04625
GAMT	0.651333333333333
SMCP	0.0823333333333333
TSPAN33	-0.343166666666667
MIDN	0.382375
NOX4	2.24075
RNASEN	-0.6859
TBX1	-1.62566666666667
SALL2	0.03375
C10orf35	2.067
CYP2E1	-0.029625
LRFN2	1.2435
ACO1	-2.11316666666667
IQCG	1.5655
MEGF9	2.5345
TM7SF4	0.75875
PLEKHA1	0.675933333333333
STK33	-3.1485
C1orf210	2.73525
SNUPN	0.5312
KIAA0406	-1.1789
C20orf29	0.40975
TMEM55B	-0.30825
OSTM1	-1.2781875
CLCN7	0.3405
OTP	-0.1485
FLJ23049	0.3
HEATR4	0.503
MAP3K10	0.622166666666667
PCDHGA9	0.196
AMDHD2	0.5435
LCTL	-1.3015
PDCD2L	-0.8755
CABLES2	-0.602
SLC5A9	-0.2595
CLCA2	-1.79533333333333
MGC16025	-0.9115
STRAP	-0.838666666666667
C20orf196	-0.25
RRBP1	0.796833333333333
NAT13	-0.66925
MAT2B	-0.172625
CSNK1D	-0.8605
KIR3DL1	0.1915
PRKAG3	-0.358
ZNF599	0.959
PRM3	0.563
PER2	1.418
ASPHD1	-1.908
PRMT6	-1.40625
KCNE1L	-0.921571428571428
FAM118A	-0.323
TAF4	-0.63475
NDUFB6	-0.20025
TRIM9	-0.494083333333333
PMFBP1	-0.67425
KY	0.2755
DKFZp762E1312	-1.96081818181818
CSMD1	-1.2075
TBP	-1.56783333333333
OR1Q1	-0.112833333333333
RETNLB	0.27925
HPGD	-1.22785714285714
DNAJC12	3.20466666666667
FKBP1B	-1.13475
ANKRD24	-0.248166666666667
CXXC5	0.887833333333333
IL3	-0.11
DRAM	-0.7541
PTCH1	-1.943125
TP53BP1	0.538
SLC17A7	0.45475
COL25A1	-0.6388
AMACR	0.0238333333333333
RHCG	-0.409
VPS13A	0.00191666666666665
FAM55D	0.2815
PRPF38B	-0.887166666666667
OSBPL6	-1.73425
PFDN5	0.4209
CMTM6	1.2765
KCNK12	-1.886
RP2	-0.0695
C16orf52	-1.63825
PICK1	0.548
IFNE1	-1.23983333333333
SEMA4B	0.94025
TYRO3	-1.70625
OR12D2	0.1095
CSNK1A1	0.5552
FANCF	1.32
LONP2	0.47725
TBL1Y	-0.17025
LDOC1L	0.6055
CCNC	-1.01575
C3orf60	-0.05925
CHKA	-1.50425
UBAP1	0.3205
MAP3K1	1.5555
ANKRD9	-0.33675
FAM92A1	-2.3225
GAB2	-0.546625
AZU1	-0.06525
DIS3	-0.58175
C21orf109	-1.3245
IQCB1	-0.97875
SPATS2	-0.5945
EFCAB3	-0.09075
PRB3	0.016
FUZ	0.311666666666667
ZNF813	0.3565
BMPER	-1.41533333333333
HEG1	-0.360375
ALS2CR11	-0.8475
SURF2	-0.38875
PSMC1	-0.129
OR2D2	0.514
SLC7A8	2.34
C4orf40	0.64
SPATA7	0.13475
MAZ	-0.359
PIN4	-0.3045
PDE1A	-0.67675
TAF6L	-0.114
OR2T34	0.145
KIAA0284	0.769
ACADS	0.377090909090909
MKRN2	-0.3715
C18orf56	-0.74175
MS4A6E	0.426833333333333
GALNT4	1.031
C22orf31	0.1275
FLJ36070	0.806
PSME4	-0.1045
TFG	-0.0702
EPHX2	1.4895
ANXA5	-0.21475
KRTAP1-1	-0.0992
BATF	2.316
KARS	-1.9535
MSTP9	-0.546
GPR26	4.128625
CCDC72	0.204
TEF	0.779333333333333
FOXK1	-0.5435
PRLHR	-0.1425
EMX1	0.67025
C11orf30	0.299625
ICK	1.100375
THSD7B	0.25375
C21orf100	-0.3825
DUOX1	2.5705
EFCAB4B	-0.529
UBE2G2	-0.679333333333333
C3orf54	0.00800000000000002
PARP1	0.345
FAM60A	-0.832916666666666
C6orf146	0.12825
OR9K2	0.0965
DDX55	-1.24216666666667
RPS15	-0.157166666666667
ZNF618	0.278875
DKFZp686D0972	0.10575
SSPO	1.284
SHFM3P1	1.3775
CPA6	-0.5095
JAG2	0.0415
DEFA3	0.075
PPBPL2	0.304666666666667
CD34	3.725625
SLCO4A1	-3.704375
AFG3L1	-2.10433333333333
SHD	-0.86225
RP13-122B23.3	-0.455
PRKCSH	-0.6495
DPH5	-0.151833333333333
HLA-F	1.457125
TBC1D4	0.539
RIG	0.171333333333333
GLUD1	0.305666666666667
HNRPCL1	0.537
HBXIP	-0.39275
RNF207	-0.597
APIP	-0.00925
PLA2G3	0.954166666666667
CCDC84	-1.24575
MYLIP	-0.0756923076923077
PHIP	-0.737
AARS2	-0.690333333333333
DHX32	1.312
SCAPER	-0.277666666666667
MEN1	-0.09
NIP7	-1.899
FLJ25404	0.8475
FASTKD3	-0.581
TMEM158	-2.44875
RARA	1.7345
BDH1	0.861
ANKRD16	1.08375
CARM1	0.6095
SS18	0.0605
IKZF2	-1.526
MYD88	0.448
PML	0.63385
TAF1A	-0.9165
CBFB	-1.0105
HIST1H3H	0.1755
C7orf29	-1.27375
COMMD4	-0.3015
DPP3	-0.46525
DAB2	0.09675
LOC388882	-0.2195
YPEL4	-1.053125
AGBL3	0.82625
LRP6	0.5966
SERPINH1	-0.59425
TLE1	0.46625
CD244	-0.289166666666667
ZDHHC15	0.9235
MGLL	-1.4335
PLDN	0.321666666666667
LOC654346	1.9505
FAP	2.5895
GPR37	-1.22283333333333
SCARA5	0.235166666666667
EBF4	0.969909090909091
LSM6	-0.771
MLLT1	-0.207375
SLC5A12	0.026
A2BP1	-1.61716666666667
COPS5	-0.0586666666666667
TPM4	0.0447142857142857
TNFSF4	0.676333333333333
ACADSB	1.12544444444444
HERPUD1	-0.40375
BCL2L11	-0.488055555555556
CEP78	-1.424875
CDCA3	-1.161875
WBSCR19	0.2588
MYO1A	-2.0995
PPEF1	3.1965
LOC440348	-0.81525
CPEB2	0.953125
BPTF	-0.225833333333333
RPL21	0.1205
GSX2	0.2415
ADPRH	1.08916666666667
C17orf68	0.942666666666667
KCNS1	-0.781833333333333
MLLT6	0.5859
PIWIL4	-1.13825
RNF26	-0.79025
RAP1B	0.556125
ADAMTS1	-2.914
ZNF571	0.6835
P2RY6	-0.53925
TRIM21	0.972166666666667
CADM3	0.1095
NLRC5	0.192666666666667
ADRA2B	-0.45
LOC90835	0.828375
PCF11	0.4355
LOC400451	1.8315
GLTSCR1	0.6233
C17orf88	-0.439666666666667
CDH16	-1.73625
FGF7	1.368625
PCSK4	0.991833333333333
NPC1L1	-1.35633333333333
TAT	0.16575
TBCA	-0.48975
MGC33407	-0.37375
GPR115	-0.805375
CYGB	-0.2815
FNBP4	-0.9435
C12orf43	-0.33
CBL	-0.3596
CLECL1	1.79275
PPAPDC1A	1.46025
WDR25	0.443833333333333
SGCA	0.2505
C22orf29	0.0915
YIPF1	1.47625
GALK2	-0.81
RAB3B	-2.51341666666667
LOC440087	-0.596
UCP1	3.8785
REEP5	1.760625
FADD	-0.098
FOXA1	3.9515
CACNA1A	0.143333333333333
ABI1	0.066
GRIN2D	0.66975
SLC1A4	0.170166666666667
LOC401127	-0.64225
HINT2	0.809
PLD4	0.508666666666667
ZNF286A	-0.3765
ENY2	-0.79525
IL1F6	0.285
PXDNL	4.42475
C20orf79	0.251
TNFSF13B	2.36566666666667
DENND3	0.86175
JARID1D	-2.74975
HIST1H2AK	0.76425
LOC93349	-0.5512
SSH1	-0.6468
ENSA	1.4595
LOC219854	0.511166666666667
CKAP2	-0.2125
DKFZP564J102	1.22883333333333
MGC87315	0.336333333333333
HNRPAB	-0.36275
AMH	-1.584
ZNF526	0.2405
BRUNOL5	-0.0492
CACNG3	-0.0253333333333333
TRPM1	-1.6905
PPP2R1A	-0.0065
COL2A1	-1.4995
DDN	-0.0483333333333333
FLJ25770	0.882833333333333
HK2	-0.265428571428571
ELOVL6	-1.403625
MDK	-0.77175
EPHX1	1.23825
RASSF2	0.429125
DKFZP434B0335	-0.15925
DLX3	-0.612125
PRTN3	-0.52175
AVPR1A	0.3145
C21orf125	-1.41925
TNFAIP8	-1.86783333333333
GNB2L1	-0.4525
CALCRL	2.6765
SCGB2A2	8.31366666666666
UBXD7	-0.6275
ZNF674	-0.1425
TMEM35	-0.52925
BRSK2	-1.213375
HECTD3	-0.0628333333333333
TMEM188	-0.8
LGALS9	2.211625
SCARB2	0.707583333333333
USP34	0.26875
C17orf28	1.62733333333333
ZDHHC23	-0.86075
AQP12B	0.053
SLC16A3	-2.35425
APLP2	0.85575
ITIH2	-5.4285
MICAL3	-0.988375
TNNI3K	0.7653
HDAC2	-0.937375
PRR7	-0.3468
THBS2	0.380875
LOC751071	-0.0146666666666667
CA2	-1.49083333333333
RANBP17	1.4515
RLN3	-0.083
CRYZ	-0.124166666666667
GBAS	0.565166666666667
TAS1R1	-0.3485
MPZL3	0.36
PCDH8	-1.351
HSP90B1	-0.0621666666666667
KCNK15	0.6055
TNIP2	0.0318333333333333
GPR146	-0.452
NOL6	-0.1955
SPC25	-1.30611111111111
STEAP2	2.0955
VAMP3	-0.0493333333333333
TCIRG1	0.4465
ZP4	-0.0631666666666667
PARL	-0.25475
TRIM39	-0.100833333333333
KIAA1305	1.408
CRNN	0.00833333333333334
GRN	0.42825
HSH2D	1.46725
SCAMP1	0.579625
KIAA1913	0.22775
PTS	-0.65025
BANP	0.155428571428571
PRKACG	0.001
ADCY6	0.495833333333333
C16orf46	-0.0675
CYP51A1	-0.234
DDC	-5.949
ANPEP	-0.9485
PROM1	-2.053
SIGLEC10	2.046
COPG	0.763
FAM26E	0.93075
TRIP4	0.8485
SNX3	-0.432
C1orf175	0.249
PPY2	0.1085
C14orf152	0.36225
FTSJ1	-0.993166666666667
DST	-0.06505
LOC554235	-0.288
GLRX5	-0.2595
C20orf12	1.4011
CAB39	-0.0256666666666667
MSH2	-1.28033333333333
PIP4K2C	1.040375
CYLD	0.296625
WTAP	-0.2924375
MGAT4A	2.05322222222222
TSC22D4	-0.4171
CHRM2	-2.212
PPYR1	0.175
CCNH	-0.106666666666667
RRM1	-0.16
ECAT8	2.33925
LOC400120	0.23475
GABRA4	-0.078
C14orf4	1.17333333333333
C1orf59	-0.82525
CTDSPL	1.03508333333333
NHEDC2	-1.8795
PDE11A	-0.7668125
KLHL29	-2.10225
CD5	-1.8694
TSPAN9	1.74725
WDR67	0.455
THUMPD1	0.8178
C18orf17	1.05675
CLYBL	0.829833333333333
FLJ13231	-0.03975
CMBL	1.3295
LECT2	-0.19875
NKAPL	1.50333333333333
LOC654780	0.358
OR4C6	-0.2265
RAB30	2.79483333333333
TSSK4	-0.035
TMEM163	0.6085
OSBPL11	0.140166666666667
GNB5	-1.73133333333333
CCL21	0.296
C1orf121	1.20116666666667
FMO2	1.11166666666667
RPTN	-0.1575
MSTN	0.0565
VCL	0.231428571428571
FYTTD1	-0.37975
C11orf1	0.5095
CCDC88C	1.2385625
HFE	0.0809444444444445
MOGAT1	0.0045
