Hybridization REF	TCGA-A8-A09C-01A-11R-A00Z-07
UCK2	0.198666666666667
ABHD1	2.1875
FAM50A	-0.746
RNASEH1	-0.828
PCP2	2.39933333333333
OR52H1	1.6085
C20orf149	1.239
RBP5	-0.460166666666667
HYAL3	-0.28975
CLPB	-0.5915
SMNDC1	-0.5705
DONSON	-2.127
FLJ27523	-0.383666666666667
BARHL2	0.2348
SLC30A9	-0.105333333333333
TMPRSS11B	-0.213666666666667
E2F8	-1.25366666666667
CCDC25	0.68475
C14orf48	0.3898
C20orf116	0.730375
TSPAN11	-0.1945
YIF1B	-0.864333333333333
FAM12B	-0.153
OR1L6	0.5195
HPN	0.0592
NBN	0.754625
C14orf94	0.336666666666667
OCLM	0.2535
ZSCAN18	0.3326
L3MBTL	-0.4665
TSTA3	1.24616666666667
RAC1	-0.123375
C19orf15	0.7756
NFE2	-4.54725
KLK14	0.4395
ARSF	-1.067
MAST2	-0.238333333333333
AMICA1	1.94866666666667
GTF2A1	0.40025
ATP1A3	-0.57225
TC2N	3.6091
PNKP	0.2725
ODZ2	-0.722875
MATR3	0.264625
S100P	0.48225
KRT82	1.006
CA13	0.145666666666667
PROZ	-1.93233333333333
AASDH	0.408285714285714
C19orf40	-0.179833333333333
DCK	-1.24069230769231
FAM5C	-2.26025
SLC6A4	-0.9985
MID1IP1	-0.672875
TESSP5	1.077
TMOD4	0.234666666666667
DOCK2	-1.7645
TUG1	0.643
NUP214	-0.90475
DPYSL2	-1.30004545454545
GOLM1	2.17916666666667
MPFL	0.241
SOX13	1.2725
SDCCAG8	1.3196
KEL	-2.632
NUP210L	-1.78975
GK	-1.49771428571429
DNAJB1	0.6785
ALPK3	-0.084
CHID1	0.426
CYLC2	0.72825
IKZF5	0.70825
C8orf51	1.76883333333333
PPM1J	2.001
GIMAP8	2.10083333333333
GPR101	0.8895
NR2F1	-1.4375
ACAD8	-0.47775
RBM35A	1.85325
GNAI2	-0.142
METTL8	-0.0175
SLC39A7	-0.5395
FBXO8	0.5105
CAMK1	-1.01925
RFC3	-0.73875
FAM129A	-0.962
ILF2	-0.18225
FGFBP3	-2.375125
NOM1	-0.361166666666667
PSMA3	-0.36775
ASCC3	0.0431
ZYG11A	-1.31125
SOX21	-1.55671428571429
LYRM1	-0.275
DEFB1	-1.378
LOC91431	-2.545
OR7C2	0.689
FAM46B	1.890125
TMEM18	0.112125
ARHGAP30	0.395
TMEM86A	2.06683333333333
EPHA2	-1.48666666666667
C10orf46	1.2861
TCHH	-1.12333333333333
C3orf30	0.07125
LOC285636	0.2255
PAIP2	-0.2835
CYP2U1	-0.0212857142857143
C12orf34	0.1335
SARS2	-0.102333333333333
ZCWPW1	0.88075
SAMD12	1.033
KIAA1430	0.0745
ACAT1	-0.9295
MEOX1	0.0606666666666667
ADAMDEC1	2.0385
PHKA2	-0.4405
CARD11	-1.65083333333333
CALML4	-0.4885
TSSC1	-0.818
TMEM45A	-1.75055555555556
MPP7	2.399625
POU1F1	0.595
SLC2A13	-0.3684
FBN2	0.449571428571429
ZC3H7A	0.2112
LAIR2	-2.6035
ST3GAL1	0.5635
LCT	-3.81375
GEMIN8	0.4095
KLF16	0.5575
HIF3A	-0.2529
FAM44A	0.529714285714286
AQP10	-1.6734
PLA2G2A	-1.472
FOLH1	0.163833333333333
C20orf186	1.257
MAPKAP1	-1.063
SPRR2D	-2.0685
UBQLN4	-0.206666666666667
RSHL1	0.148166666666667
PIAS3	-0.681875
MRPL24	1.0605
GREB1	-1.111
FAM27E3	-1.8055
NUP62CL	-2.11225
NEUROG3	0.6685
REEP3	1.24783333333333
MARK1	0.616625
LMBRD1	-0.25175
PRPF19	-0.6735
PNMT	-2.24383333333333
CTGLF1	-0.5315
SLC25A16	2.17325
EIF2B3	-1.7565
RPA2	-0.7905
PAK6	1.07183333333333
CCDC26	-4.135625
SEMA3E	3.1655
MXD4	1.218
TNFSF10	2.0424
SMARCB1	-0.577833333333333
DTX3L	1.50133333333333
PLA2G4E	1.091
PPAP2A	0.456
ULK1	-0.3095
TAS1R3	0.035
SLC2A3	-3.99254545454545
ARID3A	-1.79675
GNG5	-0.455
ACOX1	0.6199
KIF5B	0.3715
NUP153	-0.816
MUC7	-0.924
CSDE1	-0.866357142857143
CLPTM1	-0.02825
C3orf23	-0.0425
LRRC17	0.533
TTYH3	-1.080375
ATP5B	-0.7335
ELF3	2.1755
CPSF3L	-0.091
ZNF665	0.6735
TLR6	-0.5844
GPI	-1.398
RAD9A	0.16475
NDST4	-3.4015
AGPAT3	0.925416666666667
MAGI3	2.47933333333333
ADORA2A	-0.67425
CACNG7	-0.334
CAMK2D	-0.911769230769231
CCHCR1	-0.816
RPS27A	-0.0555
OR10G7	0.284333333333333
GCM2	-0.3395
FAM135B	1.3065
E2F1	-0.82525
PLCB3	-0.20225
OR2AE1	0.434
COIL	-0.224333333333333
CDC25C	-1.649
RAB11FIP2	0.239181818181818
TSC2	0.0495
CTGLF5	-0.391
CCDC108	0.4306
OR13C4	0.23275
C10orf81	6.6075
PTPRB	0.7505
ACP2	0.1275
LAG3	0.42925
MRPL54	0.78
LOC201175	1.086
ITGB1BP3	-2.05825
SPTAN1	0.3605
SIPA1L2	-0.9935
RCAN2	-1.2315
CDX2	0.6505
ECOP	0.00974999999999999
ACTR1A	0.339785714285714
PPARG	-1.12533333333333
BBS10	0.9135
TMEM44	-1.05925
BPIL2	0.158
CITED1	-2.1685
IRF6	4.338
PRDM4	1.2325
RRP9	-0.3405
OR10H4	0.05525
IL31RA	-0.61925
GNB1L	-1.47633333333333
MYBL2	-1.746375
ZNF407	1.09883333333333
PPIG	-0.557166666666667
TTC18	3.23425
RPSA	0.312
MAPT	1.737875
MRE11A	0.981615384615385
C8orf37	-0.124166666666667
RASGEF1C	-1.046
STBD1	-0.1465
CTAG2	-0.6284
MGAT5B	-2.56883333333333
ECM1	0.02325
RLN1	0.4035
PARP14	0.3384375
EPB41L1	0.7787
HOXA3	-1.04408333333333
MAGEA9	-4.233
RPS8	-0.430666666666667
RPS19BP1	-0.46975
FOXJ2	0.4625
C10orf76	0.269125
IL17RE	1.06925
C10orf65	-0.63575
ZNF343	0.262666666666667
FBXO33	0.416375
UHMK1	1.5483
LY6G6C	-1.22975
FGF19	-2.563
C14orf128	0.3655
IFIT2	0.8835
TIGD1	-0.09875
S100G	-0.03
GUCY1B3	1.884
NR3C1	-0.1778
CORO1B	1.00016666666667
PARP11	0.792916666666667
DNALI1	4.91933333333333
OR4N4	0.461571428571428
MAP2K6	0.166333333333333
FSTL4	-0.789
ANKRD47	0.951125
TMEM171	-1.4685
PNLIP	2.036
YY1	0.406333333333333
CCDC138	-1.39333333333333
AASDHPPT	-0.2365
CKS1B	-0.3275
MCM3	-1.00933333333333
ANAPC7	-0.2525
FAM110A	2.094
CDC37L1	0.172333333333333
THTPA	1.48
NBPF20	-0.6265
WDR24	0.18425
NPTX2	-4.30975
CBLB	0.963666666666667
CETN1	0.527666666666667
RPUSD1	0.78175
FAF1	-0.63875
CDK6	-2.9639
HMX2	-0.2465
CSK	-1.2455
TEAD2	0.086
SNAP25	-1.33125
TUFT1	1.2233
TMTC3	1.32483333333333
LCK	-3.0275
SGOL1	-0.8515
AKTIP	0.98125
FURIN	-0.70025
SOX12	0.728666666666667
DEFB103A	-1.15575
RAMP1	1.49425
KIR3DX1	1.2485
GAS2L3	-0.2065
PDE8A	-2.048
EDN3	-1.1005
GMIP	1.1165
SF3A2	0.0315
FN3KRP	0.49625
SMAD7	0.6185
RHBDD2	-0.28075
OR11H6	-0.283
PPP1R3B	1.7301
C9orf23	0.173
CADPS	-0.48
GOLGA8A	-2.854875
TMEM57	0.455
RGL3	1.4495
S100A14	2.8535
FGFR2	0.5383125
XRCC3	-1.11475
RTN4RL2	0.433
MGC3771	1.5915
GH2	-0.0598333333333333
BTBD2	-0.04925
LMO2	-0.859
RDBP	0.03925
ACRBP	-1.14375
AMY2A	1.577
DUOXA1	1.095
PTK7	0.526
TWF2	-0.453666666666667
FAM80A	-0.65525
TNNI2	-2.79433333333333
GLT25D1	-0.778666666666667
OCC-1	-2.72175
CYC1	-0.6635
RPL22	-0.352272727272727
MORN3	2.18216666666667
DISP1	1.33825
PRB2	0.0395
CHUK	-0.20375
HR	-0.6725
CCDC134	0.481875
DENND4B	-0.7575
C14orf130	0.7265
RAB33A	-2.7665
DCST2	0.166
TNMD	0.91
PEX7	0.47475
FAM62A	0.0935000000000001
SRD5A2L	0.61225
IL22	0.5735
RPS26	-1.54766666666667
HOXC5	1.618
SPATA6	1.183
FLJ38482	0.304
ZNF234	1.765
C18orf22	1.7355
SPATA22	0.49875
THOC1	-0.63775
CYP7B1	2.12175
KCNC3	1.265
C8orf42	0.518
ALDH1B1	-0.570833333333333
CCDC100	0.0789
ARMC4	1.1935
FAM18B2	-0.334
SLC44A1	1.687875
FBXO17	-2.37366666666667
C6orf107	-0.11475
C19orf29	-0.62075
ZC3HAV1L	0.11975
PARP6	-0.3743
SULT2A1	-5.02466666666667
C1orf159	-0.26675
TMC1	2.21833333333333
CHST14	-0.570375
GAMT	-0.6365
SMCP	-0.235
TSPAN33	-0.489083333333333
MIDN	-0.277
NOX4	3.0045
RNASEN	-0.2512
TBX1	2.04
SALL2	0.9425
C10orf35	0.84775
CYP2E1	-1.34442857142857
LRFN2	3.154
ACO1	-1.27883333333333
IQCG	0.7207
MEGF9	1.75575
TM7SF4	0.3585
PLEKHA1	0.781933333333333
STK33	-1.176
C1orf210	2.69775
SNUPN	-0.3992
KIAA0406	-0.8065
C20orf29	0.22925
TMEM55B	-0.114
OSTM1	-1.7508125
CLCN7	-0.42325
OTP	0.282
FLJ23049	3.89575
HEATR4	-0.1325
MAP3K10	0.242166666666667
PCDHGA9	1.4825
AMDHD2	0.5335
LCTL	-2.294
PDCD2L	-0.0955
CABLES2	-0.7965
SLC5A9	-0.8135
CLCA2	-1.86783333333333
MGC16025	-1.495
STRAP	-0.859166666666667
C20orf196	-2.265
RRBP1	0.125833333333333
NAT13	-0.372
MAT2B	-0.047625
CSNK1D	-0.253
KIR3DL1	0.38075
PRKAG3	0.092
ZNF599	0.5575
PRM3	0.629
PER2	0.922666666666667
ASPHD1	-0.9585
PRMT6	-0.6955
KCNE1L	-0.788142857142857
FAM118A	-0.8935
TAF4	-0.0345
NDUFB6	-1.74825
TRIM9	-1.71236363636364
PMFBP1	-1.15825
KY	-0.0595
DKFZp762E1312	-1.96227272727273
CSMD1	-1.49
TBP	-0.733666666666667
OR1Q1	0.452833333333333
RETNLB	-0.788
HPGD	-0.277
DNAJC12	1.32033333333333
FKBP1B	-2.88725
ANKRD24	-0.3432
CXXC5	0.954166666666667
IL3	0.921142857142857
DRAM	0.3344
PTCH1	-1.2035
TP53BP1	-0.156
SLC17A7	0.210285714285714
COL25A1	-1.2446
AMACR	-0.00733333333333337
RHCG	-0.495
VPS13A	-0.0788333333333334
FAM55D	1.77
PRPF38B	-0.58575
OSBPL6	0.5905
PFDN5	0.6333
CMTM6	-0.281125
KCNK12	-1.839
RP2	-0.42825
C16orf52	-1.71975
PICK1	-0.531
IFNE1	-1.66133333333333
SEMA4B	-0.126
TYRO3	-1.966
OR12D2	1.0615
CSNK1A1	0.4256
FANCF	0.62825
LONP2	1.104625
TBL1Y	0.302
LDOC1L	-0.145
CCNC	-0.65125
C3orf60	0.46275
CHKA	1.42575
UBAP1	-0.98575
MAP3K1	2.169
ANKRD9	-0.37175
FAM92A1	-2.66516666666667
GAB2	1.8675
AZU1	-0.33925
DIS3	-0.254833333333333
C21orf109	-1.04075
IQCB1	-0.1995
SPATS2	-0.405833333333333
EFCAB3	0.19925
PRB3	0.583285714285714
FUZ	0.147
ZNF813	0.29575
BMPER	-1.24125
HEG1	-0.741125
ALS2CR11	-3.30066666666667
SURF2	0.28575
PSMC1	0.499083333333333
OR2D2	0.5515
SLC7A8	2.53933333333333
C4orf40	-0.2375
SPATA7	0.61025
MAZ	-0.104166666666667
PIN4	-0.91725
PDE1A	-1.585125
TAF6L	-0.167833333333333
OR2T34	-0.016
KIAA0284	1.06425
ACADS	1.15781818181818
MKRN2	-0.3195
C18orf56	-2.19775
MS4A6E	-0.0713333333333334
GALNT4	0.9968
C22orf31	-0.034
FLJ36070	-0.0365
PSME4	-0.3755
TFG	-0.0246
EPHX2	2.23575
ANXA5	-0.32275
KRTAP1-1	-0.0645714285714286
BATF	2.49475
KARS	-1.11825
MSTP9	-0.488
GPR26	0.604428571428572
CCDC72	-0.234
TEF	0.3065
FOXK1	-0.4488
PRLHR	-0.821
EMX1	0.246
C11orf30	-0.23275
ICK	0.7985
THSD7B	-0.127
C21orf100	-0.924
DUOX1	2.013
EFCAB4B	-0.07575
UBE2G2	-1.13283333333333
C3orf54	-0.3655
PARP1	-0.274
FAM60A	-2.34254545454545
C6orf146	1.16775
OR9K2	-0.214
DDX55	-0.093
RPS15	0.380583333333333
ZNF618	1.041
DKFZp686D0972	-0.83625
SSPO	0.1675
SHFM3P1	0.674166666666667
CPA6	0.15525
JAG2	1.294
DEFA3	0.19375
PPBPL2	0.3325
CD34	3.603375
SLCO4A1	-3.2545
AFG3L1	-0.933
SHD	-0.6245
RP13-122B23.3	-0.617166666666667
PRKCSH	-0.685333333333333
DPH5	-0.578333333333333
HLA-F	0.779
TBC1D4	-0.65025
RIG	0.811
GLUD1	0.593333333333333
HNRPCL1	0.227375
HBXIP	-1.024
RNF207	-0.0705000000000001
APIP	-1.324
PLA2G3	-0.9275
CCDC84	-1.054
MYLIP	0.557384615384615
PHIP	0.06825
AARS2	0.176666666666667
DHX32	0.46875
SCAPER	0.535666666666667
MEN1	-0.4665
NIP7	-0.6595
FLJ25404	-0.1215
FASTKD3	-0.805
TMEM158	-2.66833333333333
RARA	1.7735
BDH1	0.7645
ANKRD16	1.584
CARM1	0.105
SS18	0.00833333333333333
IKZF2	0.2195
MYD88	0.143875
PML	0.1867
TAF1A	-0.4635
CBFB	-0.217625
HIST1H3H	-0.456166666666667
C7orf29	-1.63225
COMMD4	-0.559166666666667
DPP3	-0.4865
DAB2	-0.0775
LOC388882	-0.3565
YPEL4	-1.646625
AGBL3	0.7165
LRP6	1.2354
SERPINH1	0.31325
TLE1	0.85725
CD244	-0.4135
ZDHHC15	-0.0625
MGLL	-1.0519
PLDN	-0.80625
LOC654346	1.115
FAP	2.48725
GPR37	-2.5695
SCARA5	-0.178166666666667
EBF4	1.69909090909091
LSM6	-0.87575
MLLT1	-0.373625
SLC5A12	-0.70725
A2BP1	-1.30266666666667
COPS5	-0.1335
TPM4	-1.48642857142857
TNFSF4	1.41816666666667
ACADSB	1.32227777777778
HERPUD1	-0.23625
BCL2L11	-0.501555555555556
CEP78	-0.812625
CDCA3	-1.238375
WBSCR19	0.7259
MYO1A	-2.476
PPEF1	2.92383333333333
LOC440348	-0.438
CPEB2	0.55375
BPTF	0.522833333333333
RPL21	0.62725
GSX2	-0.014
ADPRH	-0.378333333333333
C17orf68	0.193
KCNS1	-1.21516666666667
MLLT6	-0.2087
PIWIL4	1.16475
RNF26	-0.71
RAP1B	-0.079125
ADAMTS1	-3.7235
ZNF571	1.008
P2RY6	-1.30025
TRIM21	0.172333333333333
CADM3	-0.60875
NLRC5	-0.174333333333333
ADRA2B	-0.139333333333333
LOC90835	0.86425
PCF11	1.6295
LOC400451	1.4255
GLTSCR1	0.5242
C17orf88	0.123
CDH16	-2.9755
FGF7	1.12975
PCSK4	1.82133333333333
NPC1L1	-1.34566666666667
TAT	0.522571428571429
TBCA	-1.063
MGC33407	0.0575
GPR115	-1.96185714285714
CYGB	-0.2565
FNBP4	-0.291666666666667
C12orf43	-0.013
CBL	-0.4527
CLECL1	1.217
PPAPDC1A	1.58275
WDR25	0.683166666666667
SGCA	0.074
C22orf29	0.890166666666667
YIPF1	0.66725
GALK2	-1.23275
RAB3B	-3.15975
LOC440087	1.451
UCP1	-0.3935
REEP5	0.7245
FADD	0.8361
FOXA1	3.743
CACNA1A	0.0285
ABI1	0.5965
GRIN2D	0.34
SLC1A4	-0.843
LOC401127	0.08475
HINT2	0.66875
PLD4	-0.413666666666667
ZNF286A	-0.99825
ENY2	-0.64025
IL1F6	0.272
PXDNL	0.65775
C20orf79	1.075
TNFSF13B	1.84566666666667
DENND3	0.533625
JARID1D	-3.085
HIST1H2AK	1.28825
LOC93349	-0.9264
SSH1	-0.6107
ENSA	-0.103
LOC219854	0.1955
CKAP2	-0.4307
DKFZP564J102	0.365833333333333
MGC87315	0.869666666666667
HNRPAB	-0.8695
AMH	-1.6155
ZNF526	0.767
BRUNOL5	-0.2154
CACNG3	-0.0145
TRPM1	-1.233
PPP2R1A	0.364375
COL2A1	0.17175
DDN	-0.668333333333333
FLJ25770	0.858833333333333
HK2	-0.1725
ELOVL6	-1.796
MDK	-1.03725
EPHX1	1.301
RASSF2	0.41
DKFZP434B0335	-0.7345
DLX3	0.182875
PRTN3	-0.651
AVPR1A	0.171
C21orf125	-1.21325
TNFAIP8	-2.08733333333333
GNB2L1	0.36175
CALCRL	1.7855
SCGB2A2	7.46283333333333
UBXD7	-0.4025
ZNF674	-1.1435
TMEM35	-0.76675
BRSK2	-1.388125
HECTD3	-0.276833333333333
TMEM188	-0.872083333333333
LGALS9	0.634375
SCARB2	0.545
USP34	-0.0729166666666667
C17orf28	1.17425
ZDHHC23	-0.7365
AQP12B	0.1525
SLC16A3	-2.671625
APLP2	0.334375
ITIH2	-5.144
MICAL3	-0.213
TNNI3K	-0.2528
HDAC2	-0.595
PRR7	-0.6566
THBS2	0.175125
LOC751071	0.106166666666667
CA2	-0.5715
RANBP17	1.35825
RLN3	0.32875
CRYZ	0.225833333333333
GBAS	0.334833333333333
TAS1R1	-0.452
MPZL3	0.7125
PCDH8	-2.60725
HSP90B1	-0.1385
KCNK15	2.257
TNIP2	-0.631
GPR146	-0.374
NOL6	-1.252625
SPC25	-2.66333333333333
STEAP2	0.323071428571429
VAMP3	-0.574333333333333
TCIRG1	1.155
ZP4	0.220833333333333
PARL	-0.33975
TRIM39	0.572
KIAA1305	2.015
CRNN	0.9475
GRN	-0.24175
HSH2D	-1.76175
SCAMP1	0.2379375
KIAA1913	0.2425
PTS	-1.06275
BANP	0.563071428571429
PRKACG	0.37075
ADCY6	0.686833333333333
C16orf46	1.0675
CYP51A1	0.06725
DDC	-5.0365
ANPEP	-1.602
PROM1	-1.79533333333333
SIGLEC10	0.77925
COPG	0.4355
FAM26E	1.01625
TRIP4	0.415
SNX3	-0.6795
C1orf175	0.6045
PPY2	0.314
C14orf152	0.755666666666667
FTSJ1	-1.58916666666667
DST	-0.55315
LOC554235	0.04975
GLRX5	0.1485
C20orf12	1.3942
CAB39	-0.128833333333333
MSH2	-1.49833333333333
PIP4K2C	0.48675
CYLD	1.01225
WTAP	-0.078875
MGAT4A	0.770888888888889
TSC22D4	-0.5612
CHRM2	-2.019
PPYR1	0.0226666666666667
CCNH	-0.9875
RRM1	-1.0135
ECAT8	-3.992
LOC400120	-0.676333333333333
GABRA4	0.566
C14orf4	1.41633333333333
C1orf59	-1.89675
CTDSPL	0.3565
NHEDC2	-1.364
PDE11A	-0.940266666666667
KLHL29	-1.63775
CD5	-1.3999
TSPAN9	2.1665
WDR67	-1.115
THUMPD1	0.1362
C18orf17	1.2585
CLYBL	0.556833333333333
FLJ13231	0.2845
CMBL	1.440125
LECT2	0.04275
NKAPL	0.831666666666667
LOC654780	-0.085
OR4C6	0.0965
RAB30	3.2155
TSSK4	-0.338
TMEM163	0.5105
OSBPL11	0.24475
GNB5	-2.407
CCL21	0.17975
C1orf121	0.544333333333333
FMO2	2.6415
RPTN	0.745
MSTN	0.341
VCL	-0.572
FYTTD1	-0.2285
C11orf1	0.101
CCDC88C	1.3475625
HFE	-1.79783333333333
MOGAT1	1.1415
FAM125B	-0.313166666666667
IRGQ	-0.275
RAVER2	-0.535
AKAP5	-1.4905
SSSCA1	0.4535
C11orf63	0.167
ACTG2	0.4311
PORCN	-1.586
DTL	-1.26681818181818
TMEM151	0.2755
FAM122C	-2.2015
RSAD2	1.09888888888889
BAT4	-0.136
KRTDAP	-1.42533333333333
MYH8	1.14875
CRTC3	-0.18625
LRRFIP2	0.4776
INTS4	2.21166666666667
TTN	-2.168
SLC26A5	1.5355
PLLP	-1.05225
RGS6	-0.984375
SRGAP3	0.98275
ZNF525	0.4165
NBR2	-0.7118
C13orf1	0.2614
ZNF137	0.184
CEP27	-1.426
BEST2	0.598
RNF121	-0.4105
DMRTC2	0.38025
C8orf76	-0.063
BCCIP	-0.124625
MEST	0.408
HTRA2	-0.167
ANGPTL2	0.18725
ILKAP	-0.339166666666667
ERAS	0.573
HBS1L	-1.007625
CPA5	0.664
TMEM30A	0.5975
CD300LF	2.04183333333333
WISP3	0.167
CRK	-0.270571428571429
PDS5A	-0.4451
BRPF3	0.5035
NEDD9	0.7665
SMPDL3B	1.371
PSG6	-1.182
PSMD13	-0.3275
ETV5	-2.2516875
OR51A4	0.056
BTBD7	1.62641666666667
GSTO1	-1.4415
hCG_16001	1.998
MAD2L1BP	-0.162
COX6A2	0.821
SCNN1A	2.37166666666667
LSM1	0.774166666666667
UGT2B11	-0.63825
IDUA	0.591
PPP2R3C	-0.781
COX11	-0.924
PDZK1	-4.6275
ZNF443	1.34583333333333
MGC21874	0.601833333333333
ZNF323	0.7487
KRTAP10-10	0.5285
CXCL6	-0.0165
SLC34A2	0.46
LOC284402	0.3765
NPTN	1.22333333333333
UPP1	-2.6935
SLC6A9	-0.942
OR7G3	0.32875
CISD1	-0.7115
ZNF545	-1.7505
SYT14	-1.072
NT5C3L	-0.925833333333333
ZNHIT3	-0.529666666666667
SNRPD3	-0.3655
KIAA0701	0.159285714285714
UNC93B1	0.8125
GMNN	-2.56425
SPCS2	-0.0455
LOC388524	0.795
NAPRT1	1.01625
PNLIPRP1	-0.11275
OR6V1	0.9405
PRKAB1	-0.23325
EYA4	-3.215
KIF20A	-1.621
ALG10	0.4515
ITPKC	0.750666666666667
LMX1B	1.68833333333333
RPUSD4	-0.926833333333333
C7orf34	0.171
DLGAP2	0.233
PFN1	-0.8315
MICALL2	-0.0396666666666667
ZNF654	1.1545
SS18L1	-0.246875
SLC16A8	0.25
MKI67IP	0.158
ITGB3	-0.894875
TCEA3	3.00683333333333
CEP152	-2.0355
CLIP1	1.17125
ZNF75	0.435533333333333
ATP5C1	-0.720833333333333
NUDT5	-0.721833333333333
PSCDBP	-1.2975
UBP1	0.75975
RBM27	0.3975
C13orf15	1.850375
ZNF282	0.387833333333333
ZNF222	0.0527
COL10A1	6.44025
PRDM15	-0.3725
TTTY5	0.5525
FAM9C	0.0276363636363637
C20orf67	0.30675
GNG13	-0.1375
F12	0.17025
C1orf41	-0.768
CPXCR1	0.6445
GSK3A	0.30025
SUPT6H	1.10783333333333
PI16	1.72266666666667
ELL2	-1.5975
C9orf167	-2.43766666666667
PVRL3	-2.7761
FLJ38596	0.5955
ADAM20	1.196
GPR89A	-0.7375
GPR87	-2.4875
ZNF30	0.96025
SMR3B	-0.335666666666667
ZNF770	-0.151
TRPC4AP	-0.769
DKFZP686E2158	0.734666666666667
C2orf28	-0.342833333333333
FREM1	-1.6435
LAMA4	0.0678333333333333
ADPRHL2	-0.3065
EIF4G2	-0.076
GUCA1A	null
CTNNA2	-0.95
NUDT15	-0.684333333333333
CEPT1	-0.1945
ZNFX1	0.0874
CCDC92	0.98825
TDRD1	-1.181
KCNK5	-1.6935
ETNK1	0.15275
LTA	0.394
TTPA	0.088
B3GALNT2	0.712875
SC65	-0.782833333333333
PEX5L	-1.67585714285714
EPS15L1	-0.0255
MGEA5	0.7425
HIST1H3A	1.426
ING1	0.566125
BCAT1	-3.17525
ORC6L	-2.96409090909091
KLK11	-5.21116666666667
C19orf28	-0.977375
DNER	-4.513625
MED22	-0.428071428571429
ETV6	1.0395
CHAC2	-1.80475
CD300E	-0.589
CEBPB	-0.473416666666667
ZNF398	0.6035
LRCH3	0.2695
HMGA1	-1.31533333333333
CAPN7	0.152333333333333
MGC5566	-3.2095
CCL3	3.24957142857143
NANOS1	-0.394125
ZFYVE19	-0.6445
APITD1	-0.799333333333333
PARD3	-0.320875
IRAK4	-0.3095
SERPINI2	2.448
CEP170L	-0.91575
TTC9	1.923125
MYOM3	-1.79075
MLPH	1.961875
LOC222699	1.3655
NRG1	-2.5865
TBC1D9	3.583
TTK	-2.38883333333333
ZNF557	0.7791
DDX41	-0.0151666666666667
FANK1	2.4535
UBE2D2	-0.13675
PSMB10	0.668375
MYH7B	1.519
GABARAPL2	-0.12525
MARVELD2	1.76683333333333
DGCR2	0.780166666666667
UNC45A	-0.323333333333333
C6orf72	0.102
ZNF683	2.302
GIT2	-0.168125
CASK	-0.556166666666667
C14orf161	4.483
LRRC44	-0.06225
TIFA	-0.351
UTP11L	-0.743
C6orf65	-1.69175
FDPS	-0.543
DUSP9	-2.0277
SLC17A8	0.7528
OR51G1	0.106
NANS	0.60675
OLFML1	1.644
ATP10B	-1.9945
NPAS3	-0.88325
PRKCA	-3.0095
GGA2	-0.339
LCE4A	-0.282
SPANXN3	0.25425
CCDC115	1.117375
SDCCAG3	-0.2855
GLIPR1L1	-0.15075
TTC1	-0.107
C17orf76	-0.7615
MAD2L2	-1.9575
HIPK1	-0.445
LRRC3B	-0.3692
CLN3	-0.3305
C17orf47	0.8545
FMN2	-2.59428571428571
TUBB1	-0.47125
WAPAL	0.579
C3orf21	-1.008875
SCN5A	-1.1616
SMYD1	0.08125
BEX5	0.58075
ZNF192	-0.331
SEC22A	0.0878333333333333
GRIA2	4.95835714285714
KIAA0825	-2.106
NUSAP1	-1.92372727272727
LANCL1	-0.23825
C15orf40	-0.883
ZNF645	0.629428571428571
GPR61	0.22
NLRP14	0.6155
SNX21	0.0791
C1QTNF8	0.4375
C17orf46	-0.00999999999999998
IFNA8	-0.194
SPRR1B	-1.5085
FLRT1	-0.17675
SNX17	-0.577
ASB2	-1.20066666666667
HBG1	-5.3625
RPRML	-2.3545
JOSD2	0.216
PLSCR3	0.034
SPOCD1	-0.399
RAB39	-0.756
GHRH	-0.388666666666667
ITIH5L	0.64775
C17orf37	-0.5065
SMCR8	0.963
DPY19L2P3	-0.7775
IL11RA	0.785
GDF3	-3.44883333333333
RPS6KB1	-0.978083333333333
DNAJC19	1.0461
TOP1	-0.15525
CRCT1	-0.785
MPST	0.0465
DPM2	-0.048625
FAM38B	-2.43133333333333
SLC18A1	-2.79483333333333
FARP1	0.9885
PAX7	-0.104
TUBD1	-1.097
GNL3	0.08475
BTG2	2.01806666666667
NDUFS6	-1.22625
C1orf79	-1.014
ERAL1	1.14825
ECHS1	0.7495
VPS4A	-0.235833333333333
CYP11A1	-0.7705
ABCC6	-1.52578571428571
PBX4	-1.3225
MOSC1	1.35725
NCF4	-0.38525
HYMAI	1.1555
NAGPA	-0.82
OTOP2	0.46975
ACOT12	-0.73575
MTHFD2L	-0.71725
LOC441376	4.5595
C19orf34	0.471
RAB1B	-0.06025
ALDOAP2	-0.602
NTRK1	-2.35883333333333
ARTS-1	-0.9294
SLC6A11	-1.857
NAP1L2	0.358
CNGB1	-0.258
EPB41L4B	0.531166666666667
FAM134B	4.228
HS3ST3A1	-1.93766666666667
CPXM2	3.62575
SIRPB2	1.01
CHORDC1	0.321166666666667
TRIB3	-0.708333333333333
SLC2A5	0.431
C2orf49	0.186666666666667
DDX5	-0.54925
OR5L1	0.7945
ANAPC4	-0.375666666666667
ZSWIM1	0.559875
LOC93622	-0.417875
KCNK3	-0.6956
RP11-35N6.1	-2.88871428571429
ZFP161	0.259166666666667
AQP9	3.27125
SLC15A2	1.61616666666667
MREG	0.6175
OR9I1	-1.018
PDLIM2	0.092
ADAM7	0.4085
