Hybridization REF	TCGA-E2-A15R-01A-11R-A115-07
FAM134B	3.9825
HS3ST3A1	-1.74533333333333
CPXM2	3.40175
SIRPB2	0.6155
CHORDC1	-1.97133333333333
TRIB3	-1.6175
SLC2A5	-0.06425
C2orf49	-0.863833333333333
DDX5	-0.44575
OR5L1	0.147
ANAPC4	-0.427166666666667
ZSWIM1	0.674625
LOC93622	0.875
KCNK3	2.998
RP11-35N6.1	-2.122125
ZFP161	0.199
AQP9	0.139
SLC15A2	-0.484166666666667
MREG	0.8395
OR9I1	-0.1445
PDLIM2	-0.352625
ADAM7	0.273
GSTCD	0.852666666666667
WDR21A	-0.205875
SLC12A8	1.35533333333333
TMEM174	0.15175
IGSF3	0.991083333333333
LRRN1	-1.26125
LOC402117	-0.031
SRPK1	-0.383
LY6K	-1.8625
NFIA	0.635
PTCD3	-0.52025
LEP	1.31333333333333
PCDH21	-0.569166666666667
MAPKAPK2	0.581357142857143
NMNAT1	-1.00666666666667
LHFPL2	0.515
C9orf43	1.83025
DIP2A	-0.636333333333333
ACTR8	0.2925
CCDC34	1.664
PTPN22	-1.72075
ITGA3	-1.267
FAM129C	0.146
RABGGTA	0.473166666666667
UNC45B	0.07875
KIAA1033	-0.45975
ZNF510	0.760333333333333
CYP2D6	-0.508833333333333
SLC26A10	-1.2375
STX8	-0.137
LUZP1	-0.69175
WDR89	-0.477333333333333
EIF4G3	-0.829
C5AR1	0.43525
ZNF623	0.69
A2M	-0.28375
TGM7	0.2275
GRPEL1	0.159666666666667
LMNB2	-1.6406
ROCK2	-0.9505
SNX16	0.943375
CCDC66	0.4205
ANXA3	-2.2625
KIAA1609	-0.703
EED	-1.6555
RNF32	0.808166666666667
HES1	-1.031
CLC	0.390166666666667
ISL1	-1.01466666666667
KIAA0528	0.19325
MANEA	0.553875
C1orf61	-2.0195
hCG_2001000	0.53925
RAPGEF6	0.4818
KIAA0020	-0.426333333333333
NEIL1	1.18025
C16orf45	0.373375
RBM10	-0.419833333333333
C10orf125	-2.78675
MRS2L	0.52825
DNAH17	-1.147875
C19orf10	-0.41975
C1orf160	-0.073
SLFN12	-0.93825
EXOC3	-0.137333333333333
HIST3H3	-0.2175
NCOR2	0.563833333333333
TNFRSF9	-1.04475
MFSD8	1.5925
ALX1	-4.06166666666667
NOL1	-1.065
PODN	2.2405
TIAL1	-1.477
HIST1H1E	0.25975
NPY6R	0.20875
TM4SF4	0.31075
CORO2A	1.36475
ETNK2	2.9225
APOE	-0.8631
ANGPT4	0.0305
HDGF2	-0.8585
G30	0.4045
ST8SIA4	-0.86525
F2RL1	-1.959
FAM19A4	-4.14525
CCAR1	-0.0495
B3GNT7	0.17675
OPHN1	-0.0261
DSCR6	1.8355
C21orf13	1.39633333333333
GAS2L1	0.443083333333333
RFX3	-0.465333333333333
COPS4	0.971875
BCHE	-4.9015
BCL2	2.27175
HBZ	-2.97283333333333
ARL13B	-0.542625
MAPBPIP	1.492625
MYO15B	-0.837625
SPZ1	0.07075
KIAA1324	3.53444444444444
PLCL2	-1.74975
C4orf29	-1.06825
WDFY2	-1.350375
ZNF284	-0.671
NAALADL1	-0.073
DUSP5	0.8345
PXDN	-1.1355
SLMO1	0.35425
TNXB	0.0275
BIRC7	-1.11425
A4GALT	-0.334
TIMM22	0.53275
FAM110C	1.09225
TOMM34	-0.329125
ABHD9	-0.1425
ADAM32	2.5145
CRHBP	-0.37625
AQP2	0.268625
LOC130355	1.48575
ZNF187	0.682
ZNF816A	0.2685
F7	-0.393
CNOT1	-0.8121
SLC13A4	-0.04075
ZBTB11	0.4385
B3GALT5	0.308
EXOC2	1.403
IRS1	1.6247
TMEM1	0.436333333333333
MRPL34	-0.111333333333333
SAMM50	0.07625
CDC42EP3	-0.832375
HSF2	-0.8156
MFN2	-0.36125
TSPAN7	-2.22983333333333
NUCB1	-0.134166666666667
RHOH	-1.61975
ARL16	-0.5355
TACR1	0.0835
SFRS5	-0.4955
SNX25	0.868875
RHBDF1	0.720666666666667
PCDH18	3.52483333333333
HMG1L1	-1.10675
MYO5C	1.6705
MAPK10	1.0285
LDHAL6A	0.298166666666667
NUDT12	2.62283333333333
NCAM1	-0.12475
GLIS2	0.1035
GGTL4	0.792
DAPP1	-2.26075
ATF7	0.553125
KIAA0748	-1.49925
NFIL3	-1.988
TM6SF1	1.008
SEZ6	2.10425
NANOS3	0.702166666666667
DNAJA3	0.879333333333333
CLDN6	-1.725
CIITA	1.5466
EPHA4	-2.48775
FANCC	-0.63375
CMTM3	-0.62175
PSG3	-0.19125
MRPL15	0.6465
C21orf59	0.273
PLCXD2	0.07075
C2orf34	-1.232125
UBE2L6	0.948625
MED14	-0.1255
HP1BP3	-0.3449
C6orf208	0.1055
TPBG	0.4765
OSR2	-2.071
XPC	0.374166666666667
KLHL7	-0.42725
CCR3	-0.5965
AGTPBP1	-0.3345
PCSK6	0.0448
STAT5A	-0.6949
FAM18B	1.11975
LONRF2	2.49366666666667
PTPN2	-0.346
SF3A3	-1.5345
EFCBP2	-0.28975
HCFC1	-0.0465
AHNAK	0.6727
ACTR5	0.26825
KIF14	-2.34557142857143
TENC1	1.0935
HEATR5B	1.9285
YIPF2	0.4905
MYEOV2	1.32283333333333
DUSP18	1.20275
KIAA1012	0.9495
AHR	-0.475666666666667
C17orf53	-0.525666666666667
PTPRH	-0.5
ATP6V1C1	1.6993
TAS2R3	0.187
LOC440356	2.647
COQ10B	0.58425
PSMF1	0.51
SORBS2	-0.514583333333333
NFE2L2	0.23575
TMCO7	0.41475
SH3PXD2A	0.1442
SH2D2A	-2.1465
SPINK5	-3.7925
MRPS24	-0.10025
OPA3	-0.258375
TRAF7	-0.00966666666666667
C4orf35	0.1115
MT1G	-1.402625
MGC39545	-0.0603333333333333
HS1BP3	0.3536
OR2B2	0.2635
CHRM4	0.27
SFRP2	2.12025
RIC3	-0.89325
ART1	0.058
C6orf1	0.835125
DUS4L	0.827
C10orf104	0.529
TNFAIP6	2.657
RTEL1	-0.298
CCT4	-0.5824
ZNF709	0.111
CHMP6	0.475666666666667
UPP2	0.31425
CYP19A1	-2.46525
CD151	0.125
NDUFA13	0.469333333333333
ARFRP1	-0.414166666666667
FAM26B	0.9
CRYBA1	-1.448
MRPL41	0.553833333333333
NPFFR2	-1.329375
HRH2	-0.017
SCAMP3	0.626666666666667
MTMR6	0.3274
MTG1	-1.07316666666667
UBTD1	-0.028
CRABP1	-0.3295
FLJ33790	1.3733
KIAA1908	1.158
GPR158	3.2925
PACSIN3	0.414666666666667
OMD	2.22216666666667
CATSPER1	-1.35216666666667
HOXB8	-1.787625
FBXO46	0.624
OAS1	0.5945
SVIL	0.34975
PHB2	-0.445
ADCY3	1.0165
NDRG2	1.47866666666667
ERMAP	0.7035
APBA2	-1.6155
IGSF9	2.13025
WNT6	-0.632928571428572
MYCBPAP	-1.07575
ATP2B2	0.2632
CPVL	-2.0983
TRAM2	-1.29058333333333
NOP5/NOP58	0.04925
ZNRF4	-0.0515
TLK1	0.068875
MTMR12	0.0995714285714286
ZNF384	-0.0415
FAM9B	-3.109
RPN1	0.2083
PMVK	0.82875
EIF3D	-0.5014
SIX2	-1.422
HPS1	-1.12978571428571
RNF7	-0.23575
PSKH2	0.296
KCTD13	0.404833333333333
CSMD3	0.7665
FBF1	0.223
IL8	-5.6595
SERPINB13	0.314666666666667
FBXL20	-0.455
BLR1	0.37575
SH2B1	-0.121833333333333
RFNG	0.194125
RAB20	-0.743333333333333
RBM7	-1.33625
POLR1A	-0.0651666666666667
TMPRSS4	-2.164
TAF9	-0.248875
TERF2	-0.148833333333333
TNFRSF1A	-0.51675
ACADVL	-0.775833333333333
GTF2H5	0.24025
EDG8	-0.5575
C9orf140	-0.457625
UST6	-0.15825
ZBTB8OS	-1.3285
ZNF710	0.1365
GPR174	-1.817
ATP6V0A2	-0.464
KIAA0319L	0.253
XKRX	-0.49
DOPEY2	1.5692
SDHD	-0.85925
SUMF1	1.81375
OSM	1.883
OPN3	-1.474
DAGLB	-0.650833333333333
PPFIBP1	0.1801
TRIM63	-3.8395
C10orf53	0.165
LYPD3	2.45933333333333
BCL7A	1.343375
AGER	-1.408
TCF19	-0.250125
SAT2	1.18725
PFTK1	1.2815
GABRE	-3.335875
C15orf38	-1.025
FIS1	0.9305
KCNV2	-0.107
CLPS	0.5995
PPCDC	-0.52075
FOXN2	0.000666666666666663
NT5E	-3.4832
CD83	0.24125
IL18	-0.823
VPS16	-0.10875
IGFBP2	-0.543166666666667
NOTCH2	-0.5155
SIGLEC1	1.607875
CD93	4.248
SULF2	2.33675
CEP164	-0.71375
P53AIP1	0.140666666666667
TOR2A	-0.011
ZNF136	0.3525
MGP	2.0932
CCDC144A	-0.983333333333333
TRPC1	-0.920166666666666
SMS	-0.8165
MAPK7	-0.433166666666667
RRAGC	-0.1625
PARD6A	1.04
NUB1	1.20566666666667
SYNGR4	0.02375
OR11H12	0.292
WIF1	1.262875
GCH1	-0.06225
OR11H4	0.5235
SLC44A5	0.1805
GPRIN2	-0.221
LOC401431	2.33775
CPA4	-1.883
MELK	-1.29944444444444
IL15RA	-1.70825
CUL3	1.532875
HMBOX1	0.53725
PODXL	-1.75375
CCT6B	3.06783333333333
COMTD1	0.473
MUC20	-0.525666666666667
GPX2	-2.803875
ITK	-2.537375
FBXL5	2.221
C13orf27	-2.012
DEFA5	0.041
TRHDE	-0.424
MTP18	-1.4025
UQCRQ	0.1998
ITGB2	0.161166666666667
CSRP2BP	1.1405
TAS2R44	0.2095
PHPT1	0.086
FAM44C	0.07175
ERH	0.7075
MPHOSPH1	-0.620833333333333
MORC1	-0.703
PARVB	0.04575
LAMA1	-2.13516666666667
PGBD3	0.18475
GIMAP6	3.0235
AREG	-1.71466666666667
LIPT1	-0.47325
MGC99813	2.115
C1orf201	-0.0696666666666667
GRIN2A	-0.794
MAN2C1	-0.9435
NSUN5	-0.01325
SF3B5	-0.88875
MYC	-0.52225
NRXN1	3.07558333333333
ZNF18	0.6115
SPDYA	-0.5055
SLC37A1	1.479
DECR2	0.29825
ANKRD38	-0.2775
SPTLC3	-2.38208333333333
SUPT16H	0.06725
DTWD2	1.28975
ULBP1	0.1645
ZADH1	0.691333333333333
OIP5	-2.01025
IL10RB	-0.174833333333333
OTUB2	0.9265
VWA3A	0.0618333333333333
SPIC	-0.0548333333333333
OR6C4	-0.0265
PSCD4	0.493333333333333
DPY19L2P2	0.9745
TRAPPC6A	0.4505
C21orf2	-0.509333333333333
CEMP1	-0.78975
LIN7B	1.5135
E2F7	-2.038
VCP	-0.0975
LAMA3	2.9015
BGN	1.00275
GPR160	2.21416666666667
COCH	-5.35383333333333
GPR81	0.266333333333333
APOBEC3F	-2.02125
tcag7.1017	0.0005
C1orf32	0.2715
SCGB1D2	5.4895
FLJ43987	-0.1475
C6orf170	0.55275
KLK9	0.29
GPD1L	-0.11225
VPS37B	-0.208
ATG3	-0.409833333333333
ADAMTS17	-0.1715
KLHDC2	0.717833333333333
NDUFV2	0.528
BLK	-3.10075
MATN4	-1.684
GPM6A	-0.231
GBP4	1.188
TMEM162	0.00199999999999998
PKP2	-0.2295
HRASLS	-3.351
MMP1	-5.371
SFXN3	0.026
FSD1	-1.88266666666667
ST6GALNAC3	-1.69483333333333
CA12	1.9237
NCOA6	0.9
C19orf58	0.2181
PPP4R1	0.2665
MAN1A2	0.822666666666667
IKBKAP	-0.26575
UPF1	0.306333333333333
KIAA1219	1.697
WNT16	0.820166666666667
SNW1	0.419125
IL18RAP	1.10625
RPP30	-0.34225
CDC40	-0.591571428571429
SETD3	0.181166666666667
SLAMF6	-0.211
ELK4	-0.388
TRIM47	-0.8005
ACOX3	0.371875
TRIM6	-1.998
KIAA0372	0.295166666666667
TP53AP1	0.47275
SMURF2	-0.8685
ADAD1	0.4755
EBP	-0.8519
KRTAP13-2	0.0235
FLJ36874	-0.3795
TOR1A	0.186
P2RY4	0.2455
GPBP1	0.2835
TRPV1	0.033625
ADAMTS12	-0.290666666666667
PES1	-0.2021
ATG4A	-0.0235
MAGEA10	-4.662
WFS1	1.55675
CC2D1B	-0.610666666666667
PABPN1	-0.89175
SLC25A30	-0.0765
SLCO1C1	0.0128333333333333
SLC22A5	2.0775
KIF23	-1.48633333333333
SYN2	-0.532833333333333
ASPN	6.3815
CENTG2	0.6675
QSOX2	-0.8634
FLJ10815	0.646833333333333
STK24	-0.7374375
SPEG	1.1133
STK10	-0.582833333333333
DACT2	-2.619
AAAS	-0.43575
SSX3	-1.413125
ABCD3	1.6572
C4orf12	0.815125
PARVG	-0.0953333333333333
FIG4	0.548
C9orf46	0.8265
TMCO6	-0.3115
IGHMBP2	1.659
DUS2L	-0.723
FAM3C	0.466375
TMEM16D	-0.249625
DCTN4	1.172
KCNH3	1.639
EIF2AK2	0.99875
AP1S3	-0.304125
CST4	0.3375
PAM	-0.2190625
NUTF2	-1.15475
CITED2	-0.6785
SLC39A4	-1.5925
C2orf52	-0.2945
GRM3	0.3425
C12orf49	0.28925
CCDC49	0.1598
GRAMD1B	-1.832125
FNDC4	-0.41975
SIAH2	1.24325
GDPD4	-0.00425
C21orf87	0.955125
ATP5A1	1.44083333333333
C16orf63	0.146375
LOC388135	1.83866666666667
ATP5J2	-0.201125
MMP3	-2.6055
EMID2	0.192
CRHR1	0.167
WDR70	-0.541
C13orf31	0.63525
ZFAND1	0.22675
CCL18	1.801
C3orf49	-0.2555
RINT1	0.8855
KIAA0408	-1.89366666666667
F13A1	4.4331
SLC10A1	0.00400000000000001
OGN	0.269
GIPC2	-2.35766666666667
XPO6	-0.0793333333333333
LCE1A	-0.016
FMR1	0.244
LOC374920	-0.1145
DUSP3	0.039875
ANKMY1	0.7115
C7orf50	0.428
BBS9	-0.224
UNC119B	0.299625
C9orf72	0.82525
MGC35440	0.29475
ENTPD6	-0.267
PPP1R2P9	0.51325
ERCC4	0.53075
FAHD2B	0.0235
HMHA1	0.56
HACL1	0.17475
RAD23A	-0.232833333333333
FAM83B	-1.37825
PPP5C	0.316333333333333
RNASEH2C	-0.167875
C9orf153	-0.61225
SCAMP4	1.073375
GHITM	0.8163
NDUFB7	0.225125
ADCYAP1	1.00516666666667
SP110	0.835
MAP3K7IP2	-0.083
DHH	-0.0675
AGRN	0.792928571428572
WDR33	-0.130833333333333
CEP290	0.9245
PRPS1L1	-1.584
KLRA1	-0.722
GPR97	0.157
CHD7	-0.793333333333333
TLR10	0.83375
SLC30A8	3.744
HIC1	0.709
IAPP	-0.1305
RXFP4	0.194
GP1BB	0.2565
SHQ1	-0.182
NKX2-3	0.0578333333333333
API5	0.8615
FTHP1	-0.133
MOV10L1	0.3445
TRIM6-TRIM34	-0.230666666666667
ADHFE1	0.3565
FAM117A	-0.9695
DDI1	0.0875
CDON	-0.664166666666667
TRIM73	-1.388
IGKC	2.11
MMP14	-0.876416666666667
DYNC1LI1	0.322625
C11orf66	0.811
TRBV3-1	-1.697
FASTKD5	0.658
BIVM	-0.65475
LHX4	1.53
CXCL2	-0.7757
RAB2B	0.0715
IZUMO1	-0.17925
MAP3K15	-1.894625
FAM19A2	2.12083333333333
ZC3H8	0.398
ZMAT1	2.34275
SPINK5L3	-3.39075
SLC10A6	0.4965
APPL2	0.125
CARD10	0.700666666666667
LOC402176	-1.1025
EEF1D	-0.2911
RAB6A	-0.9084
C12orf5	-1.114625
PAPOLG	-0.3825
MSRB2	-0.31825
BCR	1.08894444444444
PUS3	-1.1965
TIAM2	-0.9665
ZNF317	0.107666666666667
CHD2	0.0202142857142857
FZD5	-3.3165
NUDT8	-2.68175
ZNF763	0.5605
PRC1	-1.79588888888889
ABCB9	1.19916666666667
SPATA3	-0.13875
TRAK2	0.51125
STAB1	2.329375
LRRTM2	0.046
psiTPTE22	0.437
DBI	0.3335
SERPINA11	-3.09375
NAT5	0.955
C20orf58	-2.27325
RPS6KA4	-1.03416666666667
FLJ90650	-0.6775
TGFBRAP1	0.3785
CHRDL2	-0.986875
FAHD2A	-0.1865
CNTN1	0.1565
BBS4	0.414
TMEM181	2.5165
MINPP1	0.70225
MPHOSPH6	-1.17291666666667
HOXC10	-0.9488
ITPKB	-0.228125
CLPTM1L	-0.292125
MEOX2	-0.5775
ATP6V0C	1.50575
PRPF8	0.065
TMC5	-0.59
FKBP3	0.3225
PLEKHB2	0.6565
OR4D6	0.601
ZNF544	-0.000500000000000034
D2HGDH	-0.1425
RPL18A	-0.5353
HEL308	-0.06125
MPP6	-4.321
TCERG1	-1.05375
KRT16	-1.64583333333333
KLF17	-1.055
KLF5	-1.035875
CDR1	1.492375
VCX3A	-4.172
FBLN2	0.48625
C14orf104	-0.327
HBE1	-4.7599
OR4S2	-0.195
C1orf108	-0.421333333333333
ROBO4	3.01866666666667
CPEB4	2.136375
C11orf80	1.84216666666667
BCKDHA	0.9075
MYOC	0.55925
GIF	-0.022
CKMT1A	2.992
RPL3	0.4306
THBS1	2.14225
APOO	1.29975
ARMCX1	0.293
HSZFP36	-0.078
SNAPC5	-0.015
EIF4ENIF1	1.07825
ZNF433	1.3785
TNFRSF21	-1.872625
TMPRSS7	-0.3705
SPATA18	-0.1405
HPDL	-3.465
MKL2	1.721
TBX3	2.05861538461539
C21orf93	0.0908333333333333
DAXX	0.5415
ELMO1	-0.53975
RGS13	1.44466666666667
TAF11	-0.29625
UNC13A	2.93275
LOC653314	0.0525
ORC3L	-0.56975
IMAA	-2.7485
TARBP2	-0.615
CABIN1	-0.3067
TRIOBP	0.00625000000000003
HIST1H2AC	2.400625
RGS22	3.65283333333333
NCOA1	1.84816666666667
IL25	0.251
SNCG	1.9285
GPR6	0.38
AMDHD1	-1.28083333333333
CHEK2	-0.764125
C6orf142	-1.42
DRD4	0.401
C14orf68	-1.06675
GDF11	-2.225
SEMG2	0.1445
CD247	-2.8985
CDAN1	0.45625
RBMX2	-0.935333333333333
TGS1	0.1265
OIT3	0.41725
SYF2	-0.79275
MCM4	-0.812
PKHD1L1	0.227
CEP192	-0.072
IFT88	0.88575
RPL9	-0.579357142857143
RAB32	-0.981
DDX43	-4.34925
P2RX2	-0.149333333333333
OR5D18	0.7045
UBE1	-0.109333333333333
SLC24A1	1.2355
ARHGAP5	0.32
CETP	-1.058
KIAA1731	-0.772166666666667
SLC9A4	0.4655
PTPN6	0.8625
BAHD1	1.2435
GRIK3	0.962
CACNB2	-1.1301
PDE10A	-1.112
DGCR14	0.014
PCDHB9	-1.151
RHOQ	-0.347833333333333
MAP3K4	-0.68725
KTI12	-1.02116666666667
RPL23AP13	-1.07875
GNG11	-1.99675
CLCN3	0.8995
GPAM	-0.30025
VSTM2A	4.4555
SLAMF7	0.888333333333333
INTS2	-0.26975
PPP2CA	0.2725
LRP12	-1.10786666666667
SEC14L2	2.11022222222222
DKFZP586H2123	2.2125
MC3R	-0.051
CIRH1A	-1.4905
HIST1H2AB	1.46916666666667
POLH	-0.266
MGC16703	-1.32133333333333
SNAPC2	1.4735
FILIP1L	0.87675
RASGRP4	0.3775
LRRC1	1.65375
GAS1	-0.09725
PRAC	-0.9605
DGKA	-1.3875
NT5C3	0.01425
PEG3	-1.09275
NADK	0.26575
PRR17	0.3575
LOC374569	-0.2605
SGSH	-0.341
NLRP8	0.278
GALT	-0.5582
MCF2	-1.4475
ZNF263	1.07975
TACSTD1	1.5195
TYR	-6.242
ATP6AP2	0.2985
RNUXA	0.246
ABHD10	0.8175
GDPD2	-0.9565
SLC35C1	0.41825
UBE2A	0.302
HERC5	-1.72166666666667
FAM112B	-4.86066666666667
FBXL16	2.1895
DKFZP434A0131	-0.523
ELA3A	-2.264
RBM41	-1.374625
HAO2	0.14075
RNH1	0.6135
SHANK2	0.0648333333333333
OSBP2	0.383375
DAK	0.423833333333333
C3orf58	0.603166666666667
TCL1B	-1.076
KBTBD2	-0.24775
SUGT1L1	1.33825
UBE2E2	0.7875
MYL9	1.47475
CDC23	0.0566666666666666
PBXIP1	-0.8567
CXorf40B	1.2385
NBL1	-0.125
RTBDN	3.531
RAB11FIP5	1.079125
TTTY13	0.0355
SCOTIN	0.256916666666667
SOHLH1	-0.690666666666667
CDKN1A	0.781357142857143
NCK1	-0.20725
ZNF550	0.687
SAPS3	0.8845
SPIN3	0.513666666666667
MAGEE2	-0.13675
MIS12	0.193
OR8H2	0.431
KIAA0774	-1.75466666666667
UNC5D	-1.5485
CUL7	0.305833333333333
LIPC	-4.05633333333333
DIO1	-2.0715
C20orf11	0.8695
CTRL	-0.75875
HS3ST2	0.2245
PAK4	1.21983333333333
CCRL1	1.78675
RNF10	0.0265
ZNF567	0.58525
ZNF660	-0.932
TCEAL3	2.485
MAGOH	-1.00116666666667
CENPB	-0.215166666666667
C19orf7	0.064625
LOC388965	-0.04825
ZCCHC13	0.0885
JMJD1A	0.214
HIST1H4H	2.1385
TBRG1	-1.5803
GPC3	-5.20625
TAF1C	-0.80975
EBNA1BP2	-0.845666666666667
CIAPIN1	-1.15975
PDGFRA	-1.51577777777778
CSTB	-1.02925
CENPI	-1.29916666666667
GTF2E2	-1.16133333333333
RPP21	-0.062
CCNF	-0.00183333333333333
KCNQ3	1.19
FAM79A	0.23325
SLC22A12	0.0695
NOVA1	3.73933333333333
FZD3	0.9127
AKAP8	-0.64925
SOCS5	0.342375
CFDP1	-1.35925
DLG5	1.8355
PGM5	0.247
C1orf144	-0.327583333333333
HDAC10	-0.6915
RND2	-1.41425
C20orf199	-0.48075
RNMT	-0.302375
SLURP1	0.414
ASTN1	0.723375
SH3BGR	1.617
MYCL1	-1.222125
ZHX1	-0.103333333333333
CENPK	-1.698
FOSB	0.6569
LOC643406	-0.049125
C2orf59	-1.81075
TMEM135	-1.214375
SLC27A2	-0.47
KRT33A	2.5505
OVOL1	1.161125
PAMCI	-3.4605
S100A7	-1.154
ZNF789	-2.274
HARS2	-0.00825
RPL23A	-0.265
TCF23	-0.1735
UPF3B	-1.74175
C17orf78	0.2115
HLA-DOB	-0.389666666666667
C14orf142	0.684833333333333
TEKT5	0.607666666666667
DMWD	0.2165
POLD1	-1.79183333333333
GSCL	-0.01
CALD1	-0.1054
SCRT1	0.553
AIG1	1.4105
UNC84B	-0.07775
ZNF404	-2.18925
TMED6	-3.22075
KIAA1462	0.5355
LRRC27	1.542
PYGO1	1.8235
PIGU	-0.0898333333333333
ALAS2	-4.19966666666667
WRNIP1	0.23075
CNNM3	0.594
ZNF2	0.497
ST3GAL5	0.421416666666667
MRPL23	0.879
TSSK6	0.256
PSMA6	-0.031
C16orf70	-0.39075
KIAA1602	-0.65175
ALMS1	0.672833333333333
DCN	1.6225
TMEM132D	-0.77625
SUCLG2	-0.503
ABHD14A	0.7
DEXI	0.153666666666667
AMPD2	0.00833333333333334
IFNAR2	-0.582
CYB5A	2.8698
TLOC1	0.9597
NXF5	-0.594666666666667
NRBF2	-0.260875
KCTD3	0.2255
ITGAE	0.357
SLC30A3	-1.76116666666667
ZRF1	-0.0655
IFRD2	-0.52175
XAB1	-0.000750000000000001
PYCR2	-0.906666666666667
SERPINB3	-4.42
TMLHE	0.6141
GEFT	-0.555375
ABCA5	-0.527375
EMR4	-0.029
TSFM	0.29725
HIST3H2BB	2.221
ARHGEF19	-0.30975
TSPAN17	0.710166666666667
ABCC8	4.88425
MAP1S	0.347333333333333
C22orf36	1.839
BNC2	-0.820642857142857
HIST1H4A	-1.30975
NDUFS3	0.995333333333333
WDR3	0.2705
XKR4	-0.2505
TTC33	-0.357142857142857
STMN2	3.88
CPN2	-0.791833333333333
HSPC105	-1.744125
PCOLCE2	-4.93675
C3orf55	0.0605
KLHDC9	3.55933333333333
TBC1D23	0.161875
ATXN2L	-0.683
MAP2K3	-0.663666666666667
SCAP	0.4735
ZNF486	0.687
C20orf96	-0.3665
NARS	1.082
ADAMTSL1	-1.45328571428571
PRCC	0.688833333333333
CCDC126	2.55141666666667
ZNF675	0.29475
CALCOCO1	0.76925
ANKRD43	3.414
CWF19L2	0.0663333333333333
ZBTB32	0.708666666666667
BRAF	0.83325
ODF4	0.146
MGC14376	-0.238666666666667
HORMAD1	-2.32816666666667
AAK1	-0.07275
PEBP1	0.577
TNFSF5IP1	-0.0498333333333333
DKFZp564N2472	0.48775
RMND1	1.345
IGKV1-5	2.55975
COL1A2	2.3865
SERPINA5	-0.139375
AANAT	0.223
C19orf21	1.278
GEMIN5	0.0875
UBR4	-0.656
LTBP3	-0.0983333333333333
AMHR2	0.630666666666667
PROCR	-3.043
MYBBP1A	-0.54525
C20orf39	-0.816
ZNF697	-0.575125
PASK	0.8455
ZNF776	1.32666666666667
RFXDC2	-0.286625
KIAA0467	-0.22275
C10orf96	-2.593
ZNF503	-1.739
GULP1	-2.08008333333333
KCNE4	-2.24183333333333
DKFZp434K191	-0.238125
LOC196913	-0.2955
BHLHB4	0.278
CH25H	0.72425
LOC81691	-1.26333333333333
ALPL	-0.00492857142857143
COL12A1	1.173125
FOLR3	-2.9125
GPR123	0.132375
TRIM62	0.556
ABLIM1	-1.38883333333333
MAST3	0.34025
RHBDD1	0.958833333333333
LOC338809	-0.0465
RYBP	0.67525
TTC26	0.438375
ZNF22	-1.98166666666667
ISCA2	0.74975
RDM1	-1.4
PIGM	1.3115
GNB3	-1.2025
ACTR2	0.1473
HMGB1	-0.55225
EDG1	1.85966666666667
SOAT2	-3.0915
OR10AD1	-0.00399999999999998
RAP1GDS1	2.53758333333333
LCE1F	0.064
ESM1	0.383625
RCN3	1.13425
CREBL1	-0.5435
DBNL	0.124666666666667
PTGER3	2.141125
USP30	0.841166666666667
BCL2L12	-2.31466666666667
KIF26B	1.9565
ZNF416	0.81
ZNF225	0.1
C17orf70	0.2315
ZNF554	1.14925
RAE1	0.165166666666667
TNIK	-0.572166666666667
ACTN3	-0.2165
MGC45922	0.006
CCNA1	-0.544833333333333
RYK	-0.119
IL26	0.104
LRP3	0.797666666666667
QARS	0.4025
SOX7	0.299714285714286
BID	-0.853625
OR2S2	0.4465
CXCL14	3.08
C11orf47	0.405
MGC29891	1.49666666666667
HSPB8	-1.0966
PRDM14	-1.406
NUFIP2	0.7185
MNAT1	0.281875
ZDHHC2	0.0545
MBNL2	-1.534375
ADD3	-2.03675
CSNK2A1P	-0.7585
KLK6	-1.346
TMEM111	0.703
KIAA1279	2.35425
NUBP2	0.223333333333333
RAB42	-2.1025
ID3	-1.6242
TM9SF1	0.72025
MDP-1	0.53675
POU4F2	0.5335
IQCK	2.1675
C16orf14	0.07
CAPN3	-2.036125
FAM43B	-0.561375
RECQL	-1.0155
AP1G1	-0.153142857142857
CTNNBL1	0.124833333333333
ECHDC1	-0.998333333333333
SMARCC1	-0.1034
FOXQ1	-1.319875
GNAI3	0.605
POLG2	-1.7595
CD4	0.4525
ITLN1	-1.10075
EBI2	2.34125
IRF1	-0.641
PTPRE	1.1713
PTK2B	-0.86925
NXNL2	-0.725
SOX4	-0.363833333333333
TSPAN3	1.41983333333333
SH2D1A	-5.01233333333333
C8orf58	-0.930166666666667
USP20	-0.43925
DUSP22	-1.66666666666667
CALB1	-1.556
L3MBTL2	0.22475
MCRS1	-0.3805
TMEM118	-0.509166666666667
C18orf8	0.990666666666667
FLJ10241	0.116875
GJA12	-0.0915
PKD1	0.1985
ZFP3	0.3375
JAM3	-1.479625
LAPTM4A	2.1463
DIRC2	1.6015
KIAA2022	1.305
MYOM1	0.114333333333333
TRPM8	-2.86233333333333
MOP-1	0.3785
PHKG2	-0.24525
ZNF650	1.487875
KIAA1522	1.1545
PSG8	-1.37833333333333
DDX19B	-1.025
MOBKL1B	-0.56775
DIAPH2	-1.008
PTPN12	1.43975
CLN8	-0.3885
CRYZL1	0.295166666666667
CRY2	1.44041666666667
FCGR2B	2.64483333333333
PNPLA4	3.35225
ZNF454	-0.2525
DKFZp434B1231	-0.225
CLDN11	0.5968
RFWD2	0.461166666666667
