Hybridization REF	TCGA-BH-A0HP-01A-12R-A084-07
CA12	2.1952
NCOA6	-0.11225
C19orf58	-0.7533
PPP4R1	0.349333333333333
MAN1A2	0.765666666666667
IKBKAP	-0.96425
UPF1	-0.165
KIAA1219	0.68575
WNT16	-0.293
SNW1	-0.407
IL18RAP	2.31425
RPP30	0.169375
CDC40	-0.0815714285714285
SETD3	-0.0336666666666667
SLAMF6	0.35075
ELK4	-0.341
TRIM47	-0.0903333333333333
ACOX3	2.04175
TRIM6	1.068125
KIAA0372	-0.448333333333333
TP53AP1	1.199375
SMURF2	-0.745
ADAD1	0.44975
EBP	-1.0831
KRTAP13-2	0.009
FLJ36874	-0.875
TOR1A	0.0248333333333333
P2RY4	0.6125
GPBP1	-0.00824999999999999
TRPV1	-0.205125
ADAMTS12	0.103
PES1	-0.1389
ATG4A	0.791333333333333
MAGEA10	-4.49525
WFS1	1.98475
CC2D1B	-0.552
PABPN1	-0.78875
SLC25A30	0.51325
SLCO1C1	0.540833333333333
SLC22A5	1.4975
KIF23	-2.722
SYN2	0.301333333333333
ASPN	7.7465
CENTG2	0.6665
QSOX2	-2.0486
FLJ10815	-0.344833333333333
STK24	0.3353125
SPEG	0.1175
STK10	0.0215
DACT2	0.3495
AAAS	-0.8815
SSX3	-1.550625
ABCD3	0.8893
C4orf12	0.747125
PARVG	0.7485
FIG4	0.47525
C9orf46	1.73625
TMCO6	-0.7395
IGHMBP2	-0.40725
DUS2L	-0.5125
FAM3C	0.6328125
TMEM16D	-0.527875
DCTN4	1.1625
KCNH3	0.57675
EIF2AK2	0.5315
AP1S3	-0.567625
CST4	3.757
PAM	0.397
NUTF2	-0.68825
CITED2	1.2995
SLC39A4	-2.53425
C2orf52	-0.9
GRM3	-0.03225
C12orf49	0.4905
CCDC49	-0.0873
GRAMD1B	-1.215375
FNDC4	0.87175
SIAH2	1.251375
GDPD4	0.32075
C21orf87	0.195375
ATP5A1	0.143333333333333
C16orf63	-0.537375
LOC388135	-0.234666666666667
ATP5J2	-0.871875
MMP3	1.2815
EMID2	-0.12675
CRHR1	0.23875
WDR70	0.5125
C13orf31	1.3885
ZFAND1	0.403
CCL18	2.2485
C3orf49	0.1745
RINT1	-0.563
KIAA0408	-1.523
F13A1	4.8025
SLC10A1	0.110666666666667
OGN	3.70425
GIPC2	-0.377833333333333
XPO6	-0.950833333333333
LCE1A	0.8095
FMR1	-0.2353
LOC374920	-0.3485
DUSP3	-0.164875
ANKMY1	0.83775
C7orf50	0.12325
BBS9	-0.0131
UNC119B	-0.173625
C9orf72	0.14675
MGC35440	0.14225
ENTPD6	-0.057375
PPP1R2P9	0.2305
ERCC4	0.12325
FAHD2B	0.854
HMHA1	0.104
HACL1	-0.877
RAD23A	-0.788333333333333
FAM83B	-1.1235
PPP5C	-0.885333333333333
RNASEH2C	-0.19825
C9orf153	-0.41475
SCAMP4	0.317
GHITM	0.986
NDUFB7	-0.070875
ADCYAP1	0.102833333333333
SP110	1.66066666666667
MAP3K7IP2	0.60975
DHH	0.1
AGRN	0.98
WDR33	-0.105666666666667
CEP290	-1.03816666666667
PRPS1L1	-1.56066666666667
KLRA1	0.0645
GPR97	-0.1935
CHD7	-0.91175
TLR10	1.43375
SLC30A8	-0.8105
HIC1	1.59116666666667
IAPP	-0.046
RXFP4	0.17725
GP1BB	0.31475
SHQ1	0.506
NKX2-3	0.293166666666667
API5	-0.263
FTHP1	0.7875
MOV10L1	0.355
TRIM6-TRIM34	2.209
ADHFE1	2.04625
FAM117A	-0.8535
DDI1	0.534333333333333
CDON	-0.6815
TRIM73	-2.682
IGKC	5.0785
MMP14	-0.38975
DYNC1LI1	-0.430125
C11orf66	0.94025
TRBV3-1	-1.1245
FASTKD5	-0.38475
BIVM	-1.032
LHX4	-0.50425
CXCL2	-0.9634
RAB2B	-0.467166666666667
IZUMO1	-0.64525
MAP3K15	-1.811375
FAM19A2	1.08116666666667
ZC3H8	-0.361166666666667
ZMAT1	1.892625
SPINK5L3	-3.54875
SLC10A6	0.3515
APPL2	0.20325
CARD10	0.301666666666667
LOC402176	-0.141875
EEF1D	0.7376
RAB6A	0.5203
C12orf5	-1.1945
PAPOLG	0.5295
MSRB2	1.5765
BCR	0.863166666666667
PUS3	-0.8995
TIAM2	0.378
ZNF317	0.348333333333333
CHD2	-0.217571428571429
FZD5	-2.56954545454545
NUDT8	-0.73675
ZNF763	0.3615
PRC1	-2.35733333333333
ABCB9	-0.343
SPATA3	0.334
TRAK2	0.212
STAB1	3.049
LRRTM2	0.397
psiTPTE22	0.5245
DBI	1.31275
SERPINA11	-0.49325
NAT5	0.089
C20orf58	-2.5945
RPS6KA4	-0.255666666666667
FLJ90650	-0.0405
TGFBRAP1	0.239
CHRDL2	1.0435
FAHD2A	0.3245
CNTN1	0.41925
BBS4	-0.2647
TMEM181	-0.015
MINPP1	-1.90625
MPHOSPH6	-0.247
HOXC10	1.6396
ITPKB	0.276125
CLPTM1L	0.0555
MEOX2	1.44683333333333
ATP6V0C	0.0215
PRPF8	-0.935
TMC5	3.1515
FKBP3	-0.3555
PLEKHB2	-0.34825
OR4D6	-0.974
ZNF544	-0.1437
D2HGDH	-0.620125
RPL18A	-0.0603
HEL308	0.00362500000000002
MPP6	-2.87025
TCERG1	-1.67625
KRT16	-0.5335
KLF17	-1.05925
KLF5	0.223875
CDR1	2.38525
VCX3A	-2.992
FBLN2	2.41375
C14orf104	-0.10725
HBE1	-4.9071
OR4S2	0.849
C1orf108	-0.6545
ROBO4	3.86683333333333
CPEB4	0.79525
C11orf80	0.161833333333333
BCKDHA	0.918
MYOC	0.34475
GIF	0.414
CKMT1A	0.881
RPL3	1.607
THBS1	2.48975
APOO	-1.08975
ARMCX1	2.528
HSZFP36	0.731
SNAPC5	-0.624
EIF4ENIF1	1.02975
ZNF433	-0.214
TNFRSF21	0.050875
TMPRSS7	0.148
SPATA18	1.0826
HPDL	-3.4945
MKL2	1.177
TBX3	2.35453846153846
C21orf93	-0.0246666666666667
DAXX	0.85675
ELMO1	0.32225
RGS13	1.36116666666667
TAF11	-0.62125
UNC13A	-2.301875
LOC653314	-0.554
ORC3L	-0.1355
IMAA	-3.232
TARBP2	-0.48075
CABIN1	-0.0528
TRIOBP	0.5296875
HIST1H2AC	0.666875
RGS22	-2.51166666666667
NCOA1	1.56083333333333
IL25	1.8515
SNCG	3.6585
GPR6	0.493
AMDHD1	-0.0315
CHEK2	-0.5155
C6orf142	0.5735
DRD4	0.49625
C14orf68	-1.235
GDF11	-2.40825
SEMG2	-0.0975
CD247	-0.6125
CDAN1	-0.9545
RBMX2	0.422166666666667
TGS1	-0.09475
OIT3	0.59875
SYF2	0.565
MCM4	-2.85275
PKHD1L1	-0.00587499999999998
CEP192	-0.804166666666667
IFT88	0.914
RPL9	0.858285714285714
RAB32	0.38675
DDX43	-2.39625
P2RX2	0.391
OR5D18	0.033
UBE1	-0.28375
SLC24A1	0.613
ARHGAP5	0.53575
CETP	-0.9945
KIAA1731	-1.409
SLC9A4	0.3355
PTPN6	0.9335
BAHD1	-0.37525
GRIK3	0.253
CACNB2	0.0120999999999999
PDE10A	-1.3895
DGCR14	0.12575
PCDHB9	-0.136
RHOQ	0.141166666666667
MAP3K4	0.33575
KTI12	-0.321
RPL23AP13	-0.99525
GNG11	-0.148
CLCN3	0.9375
GPAM	-0.770125
VSTM2A	0.741
SLAMF7	2.53833333333333
INTS2	-1.737
PPP2CA	0.4141
LRP12	-0.660266666666667
SEC14L2	3.78277777777778
DKFZP586H2123	3.151
MC3R	-0.203
CIRH1A	-1.66316666666667
HIST1H2AB	-0.340333333333333
POLH	-0.540875
MGC16703	-1.93016666666667
SNAPC2	0.6585
FILIP1L	0.60425
RASGRP4	0.618
LRRC1	2.14625
GAS1	1.6895
PRAC	-0.912
DGKA	0.473333333333333
NT5C3	-0.33925
PEG3	-3.24525
NADK	-0.78425
PRR17	0.26175
LOC374569	-0.24425
SGSH	-0.123166666666667
NLRP8	0.541
GALT	-0.9764
MCF2	-1.0875
ZNF263	0.725
TACSTD1	0.8525
TYR	-6.4161
ATP6AP2	1.46775
RNUXA	-0.35375
ABHD10	0.2587
GDPD2	-1.2225
SLC35C1	-0.1965
UBE2A	0.171625
HERC5	-0.515833333333333
FAM112B	-4.70216666666667
FBXL16	1.51125
DKFZP434A0131	-1.01675
ELA3A	-2.457
RBM41	-1.056875
HAO2	-0.2205
RNH1	0.00775
SHANK2	2.06133333333333
OSBP2	-1.387125
DAK	-0.395166666666667
C3orf58	0.12975
TCL1B	-0.6095
KBTBD2	0.17725
SUGT1L1	0.3975
UBE2E2	0.163666666666667
MYL9	2.366375
CDC23	-0.942666666666667
PBXIP1	1.4861
CXorf40B	0.5555
NBL1	1.93875
RTBDN	0.1815
RAB11FIP5	0.829
TTTY13	-0.5025
SCOTIN	0.29575
SOHLH1	-1.116
CDKN1A	0.412142857142857
NCK1	0.2785
ZNF550	-0.0255
SAPS3	-0.266916666666667
SPIN3	0.557166666666667
MAGEE2	0.3885
MIS12	-1.56266666666667
OR8H2	0.398
KIAA0774	-0.329166666666667
UNC5D	-2.4495
CUL7	-0.351166666666667
LIPC	-3.45016666666667
DIO1	1.28725
C20orf11	0.3551
CTRL	-1.0195
HS3ST2	0.4885
PAK4	0.708833333333333
CCRL1	2.803
RNF10	0.51625
ZNF567	0.432
ZNF660	-0.2875
TCEAL3	1.28275
MAGOH	-0.5065
CENPB	-0.1505
C19orf7	0.840875
LOC388965	0.06225
ZCCHC13	0.378
JMJD1A	-0.5539
HIST1H4H	-1.022
TBRG1	-1.046
GPC3	-3.473125
TAF1C	-0.8895
EBNA1BP2	-0.930833333333333
CIAPIN1	-0.6265
PDGFRA	0.279833333333333
CSTB	-0.88675
CENPI	-2.14133333333333
GTF2E2	-0.4415
RPP21	-0.44875
CCNF	-0.2115
KCNQ3	0.6575
FAM79A	1.65075
SLC22A12	0.6225
NOVA1	0.6945
FZD3	-0.2647
AKAP8	-0.789
SOCS5	1.027375
CFDP1	-0.78225
DLG5	1.0985
PGM5	1.183
C1orf144	0.3665
HDAC10	-1.6305
RND2	-0.2765
C20orf199	-0.7225
RNMT	-0.656625
SLURP1	0.270875
ASTN1	0.7805
SH3BGR	2.06
MYCL1	-0.599625
ZHX1	-0.116833333333333
CENPK	-2.9005
FOSB	0.6724
LOC643406	0.348625
C2orf59	-1.0275
TMEM135	-0.41675
SLC27A2	-3.55875
KRT33A	1.672
OVOL1	1.474625
PAMCI	-1.0185
S100A7	-1.492
ZNF789	-1.2715
HARS2	0.39725
RPL23A	-0.873666666666667
TCF23	-0.02325
UPF3B	-1.972125
C17orf78	-0.4095
HLA-DOB	0.820666666666667
C14orf142	0.735333333333333
TEKT5	1.557
DMWD	0.1565
POLD1	-1.98016666666667
GSCL	0.1195
CALD1	0.4142
SCRT1	0.0451666666666667
AIG1	1.87375
UNC84B	0.997
ZNF404	-1.79
TMED6	-3.37225
KIAA1462	0.566
LRRC27	1.6035
PYGO1	0.0245
PIGU	-0.317
ALAS2	-3.628
WRNIP1	0.452
CNNM3	0.1325
ZNF2	1.16775
ST3GAL5	-0.21925
MRPL23	-0.086
TSSK6	-0.04975
PSMA6	-0.40075
C16orf70	-0.5895
KIAA1602	0.3055
ALMS1	0.432666666666667
DCN	2.919375
TMEM132D	-1.1385
SUCLG2	1.287
ABHD14A	0.50975
DEXI	0.308666666666667
AMPD2	-0.831333333333333
IFNAR2	-0.570333333333333
CYB5A	2.2849
TLOC1	1.10655
NXF5	-0.306
NRBF2	0.559375
KCTD3	1.14925
ITGAE	-1.4715
SLC30A3	-1.82133333333333
ZRF1	-1.3335
IFRD2	-0.670125
XAB1	-0.3525
PYCR2	-0.5255
SERPINB3	-4.375
TMLHE	0.012
GEFT	-0.7115
ABCA5	-0.946875
EMR4	0.8345
TSFM	-0.247
HIST3H2BB	-0.85425
ARHGEF19	1.6985
TSPAN17	0.168333333333333
ABCC8	3.44575
MAP1S	0.0163333333333333
C22orf36	0.9665
BNC2	0.371357142857143
HIST1H4A	-1.56175
NDUFS3	-0.256666666666667
WDR3	-0.869166666666667
XKR4	-0.0635
TTC33	0.225
STMN2	4.38075
CPN2	-0.83
HSPC105	1.517375
PCOLCE2	-3.0225
C3orf55	0.62
KLHDC9	2.97966666666667
TBC1D23	0.095625
ATXN2L	-1.63758333333333
MAP2K3	-0.368583333333333
SCAP	-0.21975
ZNF486	0.1005
C20orf96	0.89775
NARS	-0.45475
ADAMTSL1	-0.561571428571429
PRCC	0.483166666666667
CCDC126	1.0165
ZNF675	-0.13775
CALCOCO1	1.13875
ANKRD43	5.73275
CWF19L2	0.0976666666666667
ZBTB32	0.725
BRAF	0.398
ODF4	0.47725
MGC14376	-0.423666666666667
HORMAD1	-1.9645
AAK1	0.0241666666666667
PEBP1	1.06833333333333
TNFSF5IP1	0.2995
DKFZp564N2472	0.461
RMND1	1.064625
IGKV1-5	4.9035
COL1A2	2.78233333333333
SERPINA5	0.03575
AANAT	0.551
C19orf21	1.38166666666667
GEMIN5	-0.58475
UBR4	-0.288833333333333
LTBP3	1.6305
AMHR2	-2.40966666666667
PROCR	-0.54425
MYBBP1A	-1.38
C20orf39	0.312833333333333
ZNF697	-0.62675
PASK	-1.1863
ZNF776	0.367
RFXDC2	-0.72725
KIAA0467	0.21775
C10orf96	-1.60533333333333
ZNF503	0.563
GULP1	-0.726083333333333
KCNE4	1.05033333333333
DKFZp434K191	-0.4355
LOC196913	0.1135
BHLHB4	0.211
CH25H	1.6265
LOC81691	-0.680666666666667
ALPL	0.484642857142857
COL12A1	2.072875
FOLR3	-1.77033333333333
GPR123	0.075375
TRIM62	0.379571428571429
ABLIM1	0.772166666666667
MAST3	-0.16
RHBDD1	1.22483333333333
LOC338809	0.3935
RYBP	0.6335
TTC26	-0.062875
ZNF22	0.329166666666667
ISCA2	-0.18
RDM1	-1.20175
PIGM	0.58175
GNB3	-1.365
ACTR2	0.008
HMGB1	0.3853
EDG1	3.693
SOAT2	-2.9265
OR10AD1	0.4505
RAP1GDS1	1.06458333333333
LCE1F	0.4805
ESM1	-0.74725
RCN3	1.719
CREBL1	-0.93025
DBNL	0.2935
PTGER3	1.6075
USP30	0.413666666666667
BCL2L12	-0.988833333333333
KIF26B	1.9185
ZNF416	1.10275
ZNF225	0.6645
C17orf70	-0.47325
ZNF554	0.946
RAE1	-0.806833333333333
TNIK	0.165166666666667
ACTN3	0.54
MGC45922	0.4095
CCNA1	-0.326666666666667
RYK	0.861
IL26	-0.6555
LRP3	0.7585
QARS	0.51875
SOX7	1.30442857142857
BID	-0.219125
OR2S2	-0.069
CXCL14	4.596
C11orf47	-0.493
MGC29891	0.26
HSPB8	1.5207
PRDM14	-1.6985
NUFIP2	-0.6785
MNAT1	-0.668625
ZDHHC2	-0.838166666666667
MBNL2	0.50275
ADD3	-0.1315
CSNK2A1P	-0.75125
KLK6	-0.7945
TMEM111	0.1874
KIAA1279	0.977
NUBP2	-0.240333333333333
RAB42	-1.98675
ID3	-0.4061
TM9SF1	0.3905
MDP-1	-0.42225
POU4F2	-0.0785
IQCK	1.8665
C16orf14	-0.685
CAPN3	-1.96075
FAM43B	0.198375
RECQL	-1.44275
AP1G1	-0.375285714285714
CTNNBL1	0.0888333333333333
ECHDC1	-1.637
SMARCC1	-0.1515
FOXQ1	-1.64825
GNAI3	0.2505
POLG2	-2.623
CD4	0.935
ITLN1	-0.42725
EBI2	3.25625
IRF1	1.58175
PTPRE	1.1345
PTK2B	-0.406
NXNL2	1.263
SOX4	0.602
TSPAN3	-0.007
SH2D1A	-2.8785
C8orf58	-0.272333333333333
USP20	-0.626
DUSP22	-0.174833333333333
CALB1	-2.59416666666667
L3MBTL2	1.10975
MCRS1	-0.716
TMEM118	-1.67933333333333
C18orf8	0.281833333333333
FLJ10241	0.1845
GJA12	1.3485
PKD1	-0.7165
ZFP3	0.6435
JAM3	0.0525
LAPTM4A	1.511
DIRC2	0.6355
KIAA2022	1.63116666666667
MYOM1	1.06166666666667
TRPM8	-1.90916666666667
MOP-1	0.82025
PHKG2	-0.179125
ZNF650	0.371875
KIAA1522	1.8575
PSG8	-0.726
DDX19B	-0.2145
MOBKL1B	0.02725
DIAPH2	-0.865083333333333
PTPN12	-0.23475
CLN8	-0.8661
CRYZL1	0.237833333333333
CRY2	1.787
FCGR2B	4.25133333333333
PNPLA4	2.316125
ZNF454	0.3415
DKFZp434B1231	1.193
CLDN11	1.063
RFWD2	0.466
CIB2	-1.24
MXRA8	3.394375
HRK	-1.2855
MAML2	0.11575
C4orf31	1.8195
C6orf192	-0.17475
COG6	0.60425
FAM5B	0.596
NFATC1	1.4561
SEPT10	0.56675
SCYL1	-0.2633
RPP40	-0.91425
SCOC	1.0239
KIAA1450	0.53575
CTDSPL2	-0.916
TBX5	2.277
NAPG	-0.523875
RHD	-4.18575
C14orf45	2.715
ZBTB22	1.6825
PLCG1	-1.0645
ANKRD10	-0.727
AQP7P2	0.4925
TAGLN2	-0.000499999999999998
HTR2C	-1.43133333333333
SLC16A7	-0.989833333333333
C17orf83	-0.11825
TSGA14	-0.66625
MDH1	-0.821
PPP3R2	0.0848333333333333
DCBLD2	-2.58771428571429
RBM33	-1.07275
DPH3	-2.30625
SYT10	-1.15666666666667
FMO4	3.113875
THYN1	-0.74675
DRD5	-1.6035
OTOR	0.178
PGRMC2	0.5147
KATNAL1	-0.210875
PAQR6	-1.23325
UBE2I	-0.46925
C14orf28	0.565
C8orf70	1.50775
FLYWCH1	-0.619
ANGPTL3	-1.24325
GLRX2	-0.243
ATP11A	-1.04185714285714
ARL5B	-0.16425
MUC16	-2.8195
SLC25A5	-0.2555
ACRC	-1.58375
MYO1C	-0.5535
FAM89B	1.095
FAS	0.818625
KIFAP3	1.11875
GLRA2	0.9165
BTN3A2	0.6926
CNKSR3	1.530875
CSTF3	-1.23783333333333
ARPM1	0.7135
KIAA1530	-1.1025
C9orf150	2.22233333333333
PRKCI	0.1345
tcag7.1015	-1.245
SOD3	1.02925
ZNF574	0.318
CYP21A2	1.79925
RPL12	0.99425
COMMD2	-0.65125
WIZ	0.355
LOC344405	-1.98725
ALDH4A1	-0.452117647058824
CRYAB	3.06875
COPA	0.637166666666667
PCDHGA7	0.408166666666667
KIF11	-1.01383333333333
RASD2	0.8705
SLC26A3	1.7305
ZNF175	-0.179
JAKMIP2	-2.486875
C8orf4	2.584
PTHLH	0.9895
SLC40A1	2.41641666666667
OR7D4	0.346666666666667
PCDHB17	0.3995
CD36	2.98257142857143
C6orf203	0.9213
PRKG2	-0.46
LOC400566	1.51875
ANAPC13	0.43475
SLCO3A1	-0.44
ZNF692	-1.349
FANCL	-1.239
SH3GLB1	0.8455
C12orf61	0.409
KBTBD6	0.3865
SUPT5H	0.119625
XRCC6	-0.2252
HUS1B	-0.3827
FAM133B	-0.693214285714286
LOC728276	0.5135
KCTD18	1.3625
SOS2	0.869166666666667
CCDC99	-1.96775
C1QTNF5	3.475
NNAT	1.34216666666667
USP16	-0.1615
LARS	-1.17125
ZBTB2	0.528375
ABO	0.3865
TRAF3	0.0205
GALNT5	-2.8735
NAP5	1.274625
ALG14	0.893833333333333
KIAA0515	-0.241346153846154
WDR75	-0.600333333333333
TEX261	0.224666666666667
LY86	1.41125
LOC389072	-0.8495
FLJ13611	0.049
MRGPRX2	0.4175
SNRPA	-0.932875
OR2G2	0.427
GPRASP2	1.8205
C7orf42	0.831
C9orf163	-0.4585
CYP11B2	0.897
FCRL3	0.438666666666667
PRDX1	0.35225
FGB	-6.76466666666667
COX17	-0.844166666666667
C16orf33	-0.61825
PIWIL1	0.163666666666667
FOLR1	-2.13166666666667
KIAA0082	-0.4515
FREQ	-0.868166666666667
TMCC2	-1.2455
TCF12	-0.18975
ZNF721	0.69025
FAM130A2	1.038
POU4F1	-2.6245
SNRPF	-1.174
SGIP1	1.59783333333333
ZNF641	0.974333333333333
EMG1	-0.472375
PRRG4	1.7795
HIRA	-3.409
MYNN	0.715666666666667
AEBP2	-0.198333333333333
TBXA2R	0.648833333333333
ISL2	-1.49783333333333
PCDHB11	0.427
RNF144A	-0.08875
MARCH5	1.07875
DULLARD	-0.318166666666667
DCLRE1B	0.146
ITGA8	1.17875
TP73	0.2805
PRKCD	1.412
NDUFB4	-0.3755
ATP13A4	0.645
ANTXR2	0.128
COL4A3	-0.774166666666667
MYO10	-0.9407
SLC6A18	0.328
PEX1	-0.383
TMEM74	-1.28283333333333
RBM19	0.3175
TAPBP	0.88495
RUNX1	0.808125
MID1	-0.41775
GPR64	-1.01716666666667
RASEF	2.5205
GABRG1	-0.036625
MYO16	-0.592
DBF4	-1.54783333333333
TSHZ2	4.07925
RIPK2	-0.093875
PPTC7	-0.413666666666667
KIF4B	-0.854
LRRC31	5.18525
ZNF540	2.02825
EFNB3	0.1275
LOH12CR1	0.48075
STON2	0.8095
GLP1R	0.053
CSTF2T	0.574125
IREB2	-1.199625
GRSF1	0.15575
PDCD7	-1.01833333333333
LRRC43	1.6945
CNR1	0.6525
IL1F7	-0.5625
C12orf64	-0.28
FAM69B	-0.65075
NR2E1	-2.00216666666667
MS4A6A	2.7239
FTL	-0.8884
C7orf36	0.311
PCLO	1.1556
DYRK2	0.4445
ARIH2	-0.449125
SAMD7	0.425
SCNN1D	-1.1055
SLC32A1	-1.110625
C22orf25	0.344833333333333
MRPS18A	0.2013
GPR112	0.9635
EARS2	-0.907
ERN2	0.474
ATPBD3	0.0181666666666667
PRH2	0.1645
CDKN2D	-0.375
PGLYRP2	2.38325
TRIM40	0.061
SEC14L3	0.300166666666667
SLC22A1	-0.1275
BTN2A3	-0.201
RASA4	0.1815
CCNL2	-1.37858333333333
MYBPC3	0.4275
GJA4	3.91
CDC42SE1	1.299125
TRPV2	-1.324
MYPN	-3.9433
SIM1	0.969
CDADC1	0.52725
ZFHX4	1.47025
NIBP	0.6935
ADAMTS19	-2.0905
ABTB2	-1.91475
TSPYL2	-0.723125
EIF2S3	0.6329
SOX30	0.07975
AP2A1	-0.4435
DKFZP564O0523	0.8495
LOC285398	0.1415
CDH18	-5.204
CHL1	2.1755
GATS	-0.2521
TBC1D2B	0.191
OR1J1	-0.041
GSN	2.31383333333333
DPCR1	0.33625
GARNL4	-1.09033333333333
SMARCA5	-0.875
PLEKHG3	0.796
ZBTB45	0.954
FRMD6	0.837166666666667
PLS1	-0.343
DGKZ	0.0636666666666667
EFNA1	1.7882
WDR85	-0.201125
ANK2	1.047
PAGE4	-0.754333333333333
SENP6	0.954666666666667
AKR7A2	0.737
FKBP10	-2.3575
VEGFC	-0.326833333333333
LARP1	-0.6275625
SRBD1	0.33175
ITGB6	3.251
SLC1A2	-0.498071428571428
INVS	-1.0885
MPO	0.84825
MOBKL3	-0.177
CUTL2	-1.115125
KLK2	-0.0286666666666667
VIM	-0.77475
REG1B	0.0748333333333333
PCDHGC4	0.11925
C3orf34	0.281666666666667
SUMO3	0.392333333333333
CST9L	3.88275
MLL4	-0.392
SPR	1.16783333333333
SAMD9L	2.24325
ABCE1	-0.5315
SUPT3H	-0.326
ACTBL1	-2.6425
ADAMTS4	0.8795
SLIT3	2.98625
RHEBL1	-1.00775
NPM2	-1.06775
MAN1C1	2.237375
KIAA1856	0.757666666666667
HSPA6	1.156
LOC388152	-1.6025
C10orf140	0.203
ZDHHC12	-0.1275
LIN7A	-1.653
PHC2	0.463166666666667
SPHK1	-1.119
TRIM26	0.4814375
FAM83E	1.768
C18orf24	-1.164
ZNF578	0.499333333333333
ORAI1	0.07075
RUVBL1	-0.63975
C7orf20	-0.163333333333333
APAF1	-1.313
SLC36A4	-2.00766666666667
MYH11	4.60416666666667
NEK1	0.4606
MPP2	-0.10675
C12orf24	-3.1865
TNK2	0.284625
ZNF289	0.17675
MATN3	-0.617285714285714
IFNGR2	1.56583333333333
ITPR1	0.673625
EBF3	3.5813
TBC1D20	0.3584
OR10P1	0.08225
DDAH2	1.97625
SHPRH	-0.146125
STX7	-0.1215
LOC554248	-1.75325
BCAR1	-0.322
ATXN3	-0.179416666666667
TRIM27	-0.319
CDC42EP2	0.479
CHP	0.292857142857143
SOX17	2.330625
ZNF259	-1.38
CHCHD1	0.8265
ZDHHC19	0.406
GBP2	3.255
GARNL3	2.02425
MRC2	0.284
C1orf52	-0.364
AOF2	-0.229
LRPPRC	-0.4325
ACVR1C	0.340833333333333
TM4SF18	3.0625
TMEM169	-0.485833333333333
PPP1R16A	-0.127625
EBF1	1.33833333333333
RRS1	-1.197
SNX2	0.051
OR2T2	0.333
RBX1	-0.14975
ANKRD54	0.446
TSNAX	0.620333333333333
TMEM83	-2.4775
ZBTB7A	0.5095
ATM	-2.07783333333333
LOC338328	2.806
TIE1	1.91166666666667
HIST1H3G	-1.10083333333333
PASD1	-4.64133333333333
TINAG	0.31375
PCDHAC2	0.633
LRRC15	-0.125375
WBSCR17	-1.04725
TFF2	-0.592
PARP2	-1.17325
NDFIP2	-0.037
PCDHGB2	-0.62
WDR60	-0.00625
MAP7D2	-1.8595
USP45	-0.51325
GSDML	-1.48375
TNS1	0.3199
PLCD4	2.3575
IQCD	0.624666666666667
SMPX	-1.713
CD9	1.59316666666667
SRGN	0.900125
CASP7	0.435625
INOC1	-0.1145
DKFZp451M2119	-2.1455
VMAC	2.0475
USP53	0.8902
CAMK1G	-0.75825
TMEM106A	0.509333333333333
CDC20	-1.6747
ACSL5	0.380166666666667
CBWD5	-0.171
C1orf87	-1.14216666666667
KIAA1274	1.70175
PRUNE2	-1.11414285714286
LYPLA2	0.146166666666667
DOK6	-0.692
GPR149	-0.7175
FAM30A	2.08825
TMEM129	0.2525
SLC35B3	1.8595
ACPP	-0.3324
LOC200261	-0.549
SLC4A7	-0.0571
CCDC40	1.92925
GART	-1.09925
THOP1	-1.585
SCARB1	-1.40125
CACNA1F	0.02925
TRIAP1	-0.0803333333333333
SYT14L	0.0325
SFRS8	-0.8415
PBOV1	0.27
GOLSYN	2.03375
GJB7	-2.1145
CAMK2N1	1.9135
GREM1	3.08041666666667
FLJ20433	0.76475
QPCT	-2.65625
PRKAG2	0.984333333333333
H2AFX	-1.69725
C6orf154	1.99775
PLOD3	-1.46675
ZBTB39	-0.594666666666667
WASF3	-0.572333333333333
DRG1	0.20975
PRR4	-0.044
SPCS1	-0.4025
KDELR3	1.27266666666667
SRP19	-0.442
GABRA6	-0.0375
MFSD1	0.82025
MMEL1	2.66625
PDXDC2	-0.5399
BUB1	-2.81755555555556
RNF138	-0.527375
MYLPF	-0.687666666666667
AIF1	1.19383333333333
DYNLRB1	0.1314
HCN3	-2.0915
HIST1H2AI	-0.93625
MAP4K5	-0.0758333333333333
LASP1	0.60675
LOC130951	0.887
PLAA	0.965375
KRT6A	-0.617
C6orf117	-0.093625
ARHGAP23	-0.7865
PTF1A	0.2325
GPHA2	-0.6535
LCE3B	-0.0385
MCL1	0.461071428571429
EHBP1	-1.02266666666667
PRNP	-0.7275625
ZSCAN1	0.8465
C1orf113	-0.672333333333333
FOXA3	-2.876625
NEB	-0.399
ASGR1	-5.166
CTGF	2.23766666666667
RAB17	1.10883333333333
MST101	0.3035
JARID1B	0.9168
USP37	0.0635
PTBP1	-0.392166666666667
PTPN7	-0.758333333333333
CDC7	-2.8075
SNX7	0.68675
ZNF335	-0.398
CPT2	0.20425
HEATR1	-0.737875
HSPC152	-0.49075
C5orf40	0.59125
PSME1	0.636
STAG3	-1.99975
TMEM154	0.4775
KLHL32	0.1395
TSGA10IP	-1.5765
SUV420H2	-0.550666666666667
SF1	-0.8485
2'-PDE	0.3110625
PNLIPRP2	0.158
TRSPAP1	-0.141166666666667
NUP210	-1.20066666666667
ANP32C	-1.668
RAB11B	0.173666666666667
ASB15	0.7875
ITGB3BP	-1.418
UBASH3A	-0.64675
