Hybridization REF	TCGA-A2-A04V-01A-21R-A034-07
C2orf28	-0.0823333333333333
FREM1	-2.19716666666667
LAMA4	0.865833333333333
ADPRHL2	-0.0285
EIF4G2	0.984666666666667
GUCA1A	-0.8075
CTNNA2	-1.98075
NUDT15	-1.27933333333333
CEPT1	-1.00633333333333
ZNFX1	-0.14
CCDC92	1.4755
TDRD1	1.62
KCNK5	-2.87183333333333
ETNK1	-0.41375
LTA	0.0845
TTPA	0.0445
B3GALNT2	-0.764875
SC65	0.0868333333333333
PEX5L	-1.752
EPS15L1	0.726
MGEA5	0.308
HIST1H3A	0.7265
ING1	2.82125
BCAT1	-2.621125
ORC6L	-3.73572727272727
KLK11	-5.82766666666667
C19orf28	-1.27825
DNER	-4.698875
MED22	-0.749285714285714
ETV6	1.11633333333333
CHAC2	-2.67525
CD300E	-0.243
CEBPB	-0.4795
ZNF398	-0.30525
LRCH3	0.339
HMGA1	-1.67916666666667
CAPN7	-0.236666666666667
MGC5566	-3.41925
CCL3	2.726
NANOS1	-0.8965
ZFYVE19	-0.05975
APITD1	-0.452166666666667
PARD3	0.4835
IRAK4	-0.488666666666667
SERPINI2	-1.661
CEP170L	-1.119
TTC9	2.360875
MYOM3	-1.23525
MLPH	1.285625
LOC222699	0.1935
NRG1	-0.930916666666667
TBC1D9	3.19572727272727
TTK	-1.62233333333333
ZNF557	0.1077
DDX41	-0.321666666666667
FANK1	1.1665
UBE2D2	0.0745
PSMB10	-0.098375
MYH7B	-0.383
GABARAPL2	-0.428375
MARVELD2	2.19
DGCR2	-0.073
UNC45A	-0.0701666666666667
C6orf72	0.5715
ZNF683	3.43825
GIT2	-0.1155
CASK	0.956166666666667
C14orf161	2.964
LRRC44	0.56525
TIFA	-0.4535
UTP11L	-0.658625
C6orf65	-0.966
FDPS	-1.476
DUSP9	-2.1131
SLC17A8	1.55683333333333
OR51G1	0.126
NANS	-1.1745
OLFML1	2.13375
ATP10B	-1.245
NPAS3	-0.35925
PRKCA	-2.6816
GGA2	0.2473125
LCE4A	0.3315
SPANXN3	-1.431
CCDC115	1.235875
SDCCAG3	-1.117
GLIPR1L1	0.38675
TTC1	-0.4015
C17orf76	-0.145
MAD2L2	-1.807
HIPK1	0.2411
LRRC3B	-0.141
CLN3	-0.356
C17orf47	0.4875
FMN2	-3.436
TUBB1	-2.015375
WAPAL	0.437
C3orf21	-0.18075
SCN5A	-0.6376
SMYD1	0.45375
BEX5	-1.28125
ZNF192	-0.8655
SEC22A	-0.390666666666667
GRIA2	0.35925
KIAA0825	-1.5465
NUSAP1	-1.72772727272727
LANCL1	-0.29875
C15orf40	-0.7602
ZNF645	-0.035875
GPR61	0.79225
NLRP14	0.013
SNX21	-0.4653
C1QTNF8	0.0535
C17orf46	0.0275
IFNA8	0.3065
SPRR1B	-0.931
FLRT1	-0.424
SNX17	-0.9495
ASB2	-1.66016666666667
HBG1	-5.8825
RPRML	-2.19525
JOSD2	0.4525
PLSCR3	-0.0285
SPOCD1	-0.770166666666667
RAB39	0.0715
GHRH	-0.0708333333333333
ITIH5L	1.18175
C17orf37	0.676
SMCR8	0.46
DPY19L2P3	-0.795666666666667
IL11RA	-0.218666666666667
GDF3	-4.14183333333333
RPS6KB1	-0.467
DNAJC19	0.357
TOP1	-0.26075
CRCT1	0.59
MPST	0.00499999999999997
DPM2	-0.2605
FAM38B	3.21366666666667
SLC18A1	-2.5188
FARP1	0.87
PAX7	-0.00625
TUBD1	-1.11025
GNL3	0.1695
BTG2	2.51546666666667
NDUFS6	-1.08975
C1orf79	-0.83125
ERAL1	-0.1995
ECHS1	0.397
VPS4A	-0.628666666666667
CYP11A1	-0.78875
ABCC6	-2.2955
PBX4	-1.9385
MOSC1	-1.503625
NCF4	-0.38275
HYMAI	0.687
NAGPA	-0.682625
OTOP2	0.83375
ACOT12	-0.234
MTHFD2L	0.398625
LOC441376	5.679
C19orf34	0.1205
RAB1B	0.23625
ALDOAP2	-1.2495
NTRK1	-1.61783333333333
ARTS-1	0.4904
SLC6A11	-1.685
NAP1L2	-2.9445
CNGB1	-0.0941666666666667
EPB41L4B	-0.267666666666667
FAM134B	3.272125
HS3ST3A1	-1.54133333333333
CPXM2	4.484
SIRPB2	0.7095
CHORDC1	-1.918
TRIB3	-1.35133333333333
SLC2A5	0.718
C2orf49	-0.420666666666667
DDX5	-0.54075
OR5L1	1.9055
ANAPC4	-0.463166666666667
ZSWIM1	0.511625
LOC93622	-0.23575
KCNK3	-0.348
RP11-35N6.1	-2.4335
ZFP161	0.51
AQP9	4.51225
SLC15A2	-0.759166666666667
MREG	0.502333333333333
OR9I1	0.252
PDLIM2	-0.175714285714286
ADAM7	0.151
GSTCD	-0.430833333333333
WDR21A	0.00149999999999999
SLC12A8	0.211166666666667
TMEM174	0.4015
IGSF3	1.22775
LRRN1	-1.11025
LOC402117	0.143
SRPK1	-1.70716666666667
LY6K	-1.862375
NFIA	3.0815
PTCD3	-0.807125
LEP	3.41483333333333
PCDH21	-1.045
MAPKAPK2	0.671357142857143
NMNAT1	-0.0851666666666667
LHFPL2	0.6665
C9orf43	0.7675
DIP2A	-0.874333333333333
ACTR8	0.52925
CCDC34	-0.20125
PTPN22	-1.033625
ITGA3	-0.324625
FAM129C	0.4795
RABGGTA	-0.0153333333333333
UNC45B	0.8265
KIAA1033	0.24375
ZNF510	0.3425
CYP2D6	-0.886333333333333
SLC26A10	-2.0855
STX8	-0.22625
LUZP1	-0.2145
WDR89	0.214833333333333
EIF4G3	0.5746
C5AR1	0.967625
ZNF623	0.143
A2M	0.17925
TGM7	-0.2655
GRPEL1	-0.780833333333333
LMNB2	-0.8833
ROCK2	0.0728333333333333
SNX16	-0.472625
CCDC66	1.3215
ANXA3	-1.434
KIAA1609	-0.77775
EED	-2.02325
RNF32	-0.159833333333333
HES1	-1.6882
CLC	0.929666666666667
ISL1	-0.520333333333333
KIAA0528	0.76275
MANEA	0.04875
C1orf61	-2.585
hCG_2001000	0.44725
RAPGEF6	0.882
KIAA0020	-1.05716666666667
NEIL1	0.4855
C16orf45	-0.704625
RBM10	-0.058
C10orf125	-1.875125
MRS2L	-0.34625
DNAH17	-0.840714285714286
C19orf10	-1.15575
C1orf160	0.69875
SLFN12	0.18
EXOC3	-0.250833333333333
HIST3H3	0.2755
NCOR2	0.1585
TNFRSF9	-0.23525
MFSD8	-0.6395
ALX1	-4.5614
NOL1	-1.20675
PODN	3.11975
TIAL1	-0.84625
HIST1H1E	-0.90525
NPY6R	1.106
TM4SF4	-1.2865
CORO2A	0.502
ETNK2	0.168
APOE	0.6085
ANGPT4	0.394
HDGF2	0.022
G30	-0.416
ST8SIA4	-0.59975
F2RL1	0.344875
FAM19A4	-2.5985
CCAR1	-0.1595
B3GNT7	0.22875
OPHN1	-0.1166
DSCR6	1.174
C21orf13	0.5295
GAS2L1	-0.04
RFX3	0.265833333333333
COPS4	-0.73825
BCHE	-4.4095
BCL2	4.045625
HBZ	-3.11566666666667
ARL13B	0.255875
MAPBPIP	-0.001625
MYO15B	0.447125
SPZ1	0.97775
KIAA1324	3.13466666666667
PLCL2	-1.102125
C4orf29	-1.5285
WDFY2	-0.766
ZNF284	-0.064
NAALADL1	0.861
DUSP5	0.737
PXDN	1.108
SLMO1	-0.17975
TNXB	0.7883
BIRC7	-1.649
A4GALT	0.487166666666667
TIMM22	-0.0535
FAM110C	1.26575
TOMM34	-1.375875
ABHD9	0.452
ADAM32	0.434
CRHBP	-0.3965
AQP2	0.44525
LOC130355	1.11725
ZNF187	0.0381666666666667
ZNF816A	0.1875
F7	-1.390125
CNOT1	-1.0468
SLC13A4	0.00425
ZBTB11	-0.09225
B3GALT5	-0.6685
EXOC2	1.76266666666667
IRS1	1.0354
TMEM1	0.0308333333333333
MRPL34	-0.156166666666667
SAMM50	-1.221
CDC42EP3	1.433
HSF2	-0.7093
MFN2	-0.17175
TSPAN7	-2.10666666666667
NUCB1	0.49725
RHOH	-0.2475
ARL16	-0.823
TACR1	-0.17
SFRS5	-0.265666666666667
SNX25	0.580625
RHBDF1	0.936666666666667
PCDH18	2.404
HMG1L1	-0.081
MYO5C	0.7595
MAPK10	0.751
LDHAL6A	1.0105
NUDT12	1.07166666666667
NCAM1	0.136
GLIS2	1.5715
GGTL4	-1.26575
DAPP1	0.764
ATF7	0.507
KIAA0748	-0.876
NFIL3	-2.1565
TM6SF1	0.8524
SEZ6	0.189
NANOS3	0.629166666666667
DNAJA3	-0.3735
CLDN6	-2.7305
CIITA	2.0677
EPHA4	-1.36433333333333
FANCC	0.318
CMTM3	0.73825
PSG3	-0.2115
MRPL15	-1.30325
C21orf59	-0.40575
PLCXD2	-0.7205
C2orf34	-0.555875
UBE2L6	0.828125
MED14	-0.621833333333333
HP1BP3	0.0153
C6orf208	0.00850000000000001
TPBG	1.2485
OSR2	-0.601125
XPC	0.0916666666666667
KLHL7	-0.627583333333333
CCR3	-0.408
AGTPBP1	-1.3005
PCSK6	1.86986666666667
STAT5A	-1.001
FAM18B	-0.85725
LONRF2	3.42116666666667
PTPN2	-0.52675
SF3A3	-1.10066666666667
EFCBP2	-0.31725
HCFC1	-0.9655
AHNAK	1.04035
ACTR5	-0.21325
KIF14	-2.53928571428571
TENC1	1.337
HEATR5B	0.907
YIPF2	0.3735
MYEOV2	1.00083333333333
DUSP18	0.816
KIAA1012	0.81225
AHR	-0.0266666666666667
C17orf53	-1.40233333333333
PTPRH	-4.2855
ATP6V1C1	0.1043
TAS2R3	0.236
LOC440356	-0.4015
COQ10B	0.15125
PSMF1	0.29025
SORBS2	-0.504833333333333
NFE2L2	0.20775
TMCO7	-0.78825
SH3PXD2A	0.249
SH2D2A	-1.7725
SPINK5	-4.0095
MRPS24	-1.41425
OPA3	0.635375
TRAF7	0.478166666666667
C4orf35	0.663166666666667
MT1G	0.0089999999999999
MGC39545	-0.61275
HS1BP3	0.0791
OR2B2	-0.1315
CHRM4	0.5055
SFRP2	4.046
RIC3	-0.981
ART1	-0.5195
C6orf1	0.23875
DUS4L	-0.58675
C10orf104	0.255
TNFAIP6	2.97775
RTEL1	-0.6735
CCT4	-1.0698
ZNF709	0.36175
CHMP6	0.739666666666667
UPP2	0.73775
CYP19A1	-1.336875
CD151	-0.677666666666667
NDUFA13	-0.368
ARFRP1	-1.25916666666667
FAM26B	2.2955
CRYBA1	-1.6595
MRPL41	-0.0368333333333333
NPFFR2	-2.31775
HRH2	0.26
SCAMP3	-0.8085
MTMR6	0.3188
MTG1	-1.41283333333333
UBTD1	1.09975
CRABP1	-3.294
FLJ33790	0.1915
KIAA1908	-0.786666666666667
GPR158	0.496
PACSIN3	-0.1875
OMD	4.49916666666667
CATSPER1	-0.425166666666667
HOXB8	-0.861
FBXO46	1.8245
OAS1	1.249
SVIL	0.019
PHB2	-0.7395
ADCY3	0.137
NDRG2	0.0771666666666667
ERMAP	0.4093
APBA2	-1.6565
IGSF9	1.56725
WNT6	-0.692071428571429
MYCBPAP	2.24575
ATP2B2	0.3094
CPVL	-1.4361
TRAM2	-0.799333333333333
NOP5/NOP58	-0.11225
ZNRF4	0.08125
TLK1	-0.56
MTMR12	-0.101714285714286
ZNF384	0.0383333333333333
FAM9B	-3.56175
RPN1	0.1564
PMVK	0.28
EIF3D	-0.4696
SIX2	-0.46825
HPS1	0.720928571428572
RNF7	0.554
PSKH2	-0.2385
KCTD13	0.328
CSMD3	-1.4191
FBF1	-1.268
IL8	-4.458125
SERPINB13	-0.1786
FBXL20	-0.028
BLR1	0.42725
SH2B1	0.448166666666667
RFNG	0.12375
RAB20	0.145833333333333
RBM7	-2.1865
POLR1A	-0.666
TMPRSS4	-3.047
TAF9	-0.874875
TERF2	-0.523166666666667
TNFRSF1A	0.397833333333333
ACADVL	-1.01983333333333
GTF2H5	0.25475
EDG8	-0.846
C9orf140	-1.136125
UST6	0.34725
ZBTB8OS	-0.781
ZNF710	-0.7945
GPR174	-1.5825
ATP6V0A2	-0.13025
KIAA0319L	1.252
XKRX	0.169
DOPEY2	0.4851
SDHD	-1.40266666666667
SUMF1	1.54925
OSM	2.5275
OPN3	-0.78675
DAGLB	-0.572333333333333
PPFIBP1	1.1091
TRIM63	-3.5185
C10orf53	0.3215
LYPD3	0.977666666666667
BCL7A	1.125875
AGER	-1.11183333333333
TCF19	-1.590375
SAT2	-1.00625
PFTK1	1.72216666666667
GABRE	-3.471375
C15orf38	-0.4023
FIS1	-0.3525
KCNV2	0.78
CLPS	0.02075
PPCDC	-0.639125
FOXN2	-0.0963333333333333
NT5E	-3.148
CD83	0.6775
IL18	-0.29525
VPS16	0.3495
IGFBP2	1.27866666666667
NOTCH2	0.533
SIGLEC1	2.26275
CD93	5.4235
SULF2	1.08225
CEP164	-0.257625
P53AIP1	-0.0403333333333333
TOR2A	-0.374833333333333
ZNF136	0.988
MGP	1.9817
CCDC144A	0.09
TRPC1	-0.9115
SMS	-0.724333333333333
MAPK7	-0.625
RRAGC	0.58625
PARD6A	-0.517
NUB1	0.694333333333333
SYNGR4	0.90525
OR11H12	-0.6935
WIF1	-0.120833333333333
GCH1	-0.42075
OR11H4	-0.118
SLC44A5	-0.87
GPRIN2	-0.497833333333333
LOC401431	-0.24425
CPA4	-3.1458
MELK	-1.63711111111111
IL15RA	-0.27925
CUL3	1.2205
HMBOX1	0.67775
PODXL	-1.3705
CCT6B	0.714
COMTD1	-0.29425
MUC20	-2.12633333333333
GPX2	-3.586625
ITK	-1.5145
FBXL5	1.959
C13orf27	-1.55025
DEFA5	-0.6485
TRHDE	-1.953
MTP18	-1.45883333333333
UQCRQ	-0.2069
ITGB2	1.68308333333333
CSRP2BP	0.06875
TAS2R44	0.4145
PHPT1	0.32325
FAM44C	0.76125
ERH	0.98225
MPHOSPH1	-0.829166666666667
MORC1	-0.1555
PARVB	-1.154
LAMA1	-2.39366666666667
PGBD3	0.03
GIMAP6	4.07425
AREG	-1.12466666666667
LIPT1	-0.49775
MGC99813	-1.5015
C1orf201	0.339166666666667
GRIN2A	-0.601888888888889
MAN2C1	-0.936875
NSUN5	-0.82675
SF3B5	-0.268
MYC	-0.9854375
NRXN1	-1.15808333333333
ZNF18	0.27075
SPDYA	-0.6155
SLC37A1	0.9635
DECR2	0.4265
ANKRD38	1.226
SPTLC3	-1.00583333333333
SUPT16H	-0.054125
DTWD2	0.69675
ULBP1	2.009
ZADH1	-0.357166666666667
OIP5	-1.911
IL10RB	-0.3545
OTUB2	0.00462499999999999
VWA3A	0.28
SPIC	0.5368
OR6C4	0.1665
PSCD4	0.553833333333333
DPY19L2P2	1.6145
TRAPPC6A	0.472333333333333
C21orf2	-0.0985
CEMP1	-0.0805
LIN7B	-0.281
E2F7	-1.48533333333333
VCP	-0.282933333333333
LAMA3	2.67808333333333
BGN	2.528
GPR160	1.04583333333333
COCH	-4.8465
GPR81	2.32466666666667
APOBEC3F	-2.17625
tcag7.1017	-0.67375
C1orf32	0.3825
SCGB1D2	2.78125
FLJ43987	-1.5075
C6orf170	0.60075
KLK9	0.297
GPD1L	-0.00462500000000002
VPS37B	-0.5215
ATG3	-0.946166666666667
ADAMTS17	0.841
KLHDC2	0.0745
NDUFV2	0.026
BLK	-3.23025
MATN4	-1.643
GPM6A	-1.0842
GBP4	3.71566666666667
TMEM162	0.4955
PKP2	1.7575
HRASLS	-2.79166666666667
MMP1	-2.113
SFXN3	-0.2092
FSD1	-1.86333333333333
ST6GALNAC3	-1.96983333333333
CA12	3.6048
NCOA6	0.7205
C19orf58	-0.2213
PPP4R1	0.194333333333333
MAN1A2	0.508166666666667
IKBKAP	-1.2525
UPF1	-0.0116666666666667
KIAA1219	0.83475
WNT16	0.572833333333333
SNW1	-0.14775
IL18RAP	2.25175
RPP30	-0.3795
CDC40	1.14985714285714
SETD3	0.436
SLAMF6	-0.66725
ELK4	-0.776
TRIM47	0.144166666666667
ACOX3	1.8285
TRIM6	-1.364875
KIAA0372	-0.959
TP53AP1	0.911
SMURF2	-0.4255
ADAD1	-0.014
EBP	-1.5499
KRTAP13-2	-0.3015
FLJ36874	-1.15616666666667
TOR1A	-0.1065
P2RY4	1.4845
GPBP1	0.13475
TRPV1	-0.18175
ADAMTS12	0.895166666666667
PES1	-1.2327
ATG4A	0.116
MAGEA10	-4.67675
WFS1	0.68525
CC2D1B	-0.816166666666667
PABPN1	0.159125
SLC25A30	-0.1135
SLCO1C1	0.0301666666666667
SLC22A5	1.7965
KIF23	-1.56483333333333
SYN2	-1.0235
ASPN	9.35033333333333
CENTG2	0.9815
QSOX2	-1.7374
FLJ10815	0.515166666666667
STK24	0.114125
SPEG	-0.1681
STK10	-0.724666666666667
DACT2	-2.1645
AAAS	-0.1395
SSX3	-1.42
ABCD3	0.9832
C4orf12	0.16625
PARVG	0.5805
FIG4	1.72975
C9orf46	1.3275
TMCO6	0.3195
IGHMBP2	-0.39725
DUS2L	-1.10933333333333
FAM3C	-1.03275
TMEM16D	-2.636875
DCTN4	1.69975
KCNH3	-0.60125
EIF2AK2	1.53475
AP1S3	-1.292125
CST4	3.0395
PAM	-0.2566875
NUTF2	-0.58575
CITED2	0.5469
SLC39A4	0.0275
C2orf52	-2.1185
GRM3	0.05275
C12orf49	-0.335
CCDC49	-0.3519
GRAMD1B	-1.490375
FNDC4	0.18325
SIAH2	1.18125
GDPD4	-0.105
C21orf87	0.16875
ATP5A1	-0.394833333333333
C16orf63	-0.5455
LOC388135	1.394
ATP5J2	-0.535875
MMP3	-1.9385
EMID2	-0.10625
CRHR1	0.49075
WDR70	-0.5785
C13orf31	1.45225
ZFAND1	-1.26225
CCL18	4.69616666666667
C3orf49	0.628
RINT1	-2.8
KIAA0408	-2.32683333333333
F13A1	5.2043
SLC10A1	0.324833333333333
OGN	2.954
GIPC2	-1.593
XPO6	-0.375333333333333
LCE1A	1.174
FMR1	0.4226
LOC374920	0.50725
DUSP3	0.0645
ANKMY1	0.0545
C7orf50	-0.3395
BBS9	-0.3438
UNC119B	-0.02275
C9orf72	0.091375
MGC35440	0.21975
ENTPD6	-0.111875
PPP1R2P9	0.61675
ERCC4	0.61725
FAHD2B	-0.684
HMHA1	-0.38
HACL1	-0.8265
RAD23A	0.274
FAM83B	1.90525
PPP5C	-0.660166666666667
RNASEH2C	-0.0415
C9orf153	-0.63225
SCAMP4	0.696625
GHITM	-0.1103
NDUFB7	0.042625
ADCYAP1	-0.969
SP110	1.77483333333333
MAP3K7IP2	1.2035
DHH	-0.07
AGRN	0.476428571428571
WDR33	0.704333333333333
CEP290	1.49016666666667
PRPS1L1	-2.79933333333333
KLRA1	-1.154
GPR97	-0.34
CHD7	-0.561833333333333
TLR10	1.4595
SLC30A8	-0.7335
HIC1	1.4435
IAPP	0.8565
RXFP4	0.396
GP1BB	1.5025
SHQ1	-0.132
NKX2-3	0.225
API5	-0.088
FTHP1	0.073
MOV10L1	1.62983333333333
TRIM6-TRIM34	2.10933333333333
ADHFE1	1.07625
FAM117A	0.886
DDI1	0.043
CDON	1.34183333333333
TRIM73	-1.7955
IGKC	0.761
MMP14	0.535
DYNC1LI1	0.976
C11orf66	0.72775
TRBV3-1	-1.2125
FASTKD5	-0.41125
BIVM	-0.91675
LHX4	0.034
CXCL2	-1.234
RAB2B	-0.234666666666667
IZUMO1	0.0405
MAP3K15	-2.3605
FAM19A2	0.636
ZC3H8	-1.16683333333333
ZMAT1	2.286625
SPINK5L3	-2.597
SLC10A6	1.201
APPL2	0.277375
CARD10	-1.06933333333333
LOC402176	-0.535875
EEF1D	1.0055
RAB6A	-0.0207
C12orf5	-0.780375
PAPOLG	0.853
MSRB2	0.305
BCR	-0.146722222222222
PUS3	-0.76475
TIAM2	0.66925
ZNF317	0.302833333333333
CHD2	0.198857142857143
FZD5	-0.822227272727273
NUDT8	-1.69275
ZNF763	0.046
PRC1	-1.45011111111111
ABCB9	0.2015
SPATA3	0.12775
TRAK2	1.0175
STAB1	2.995375
LRRTM2	0.0401666666666666
psiTPTE22	1.26325
DBI	-0.577
SERPINA11	-0.9385
NAT5	0.794
C20orf58	-2.711
RPS6KA4	0.083
FLJ90650	-0.07
TGFBRAP1	0.6525
CHRDL2	-1.289875
FAHD2A	-1.0865
CNTN1	0.94725
BBS4	-0.1087
TMEM181	2.93125
MINPP1	-0.99325
MPHOSPH6	-1.64141666666667
HOXC10	2.3763
ITPKB	0.55
CLPTM1L	-0.598875
MEOX2	0.8585
ATP6V0C	0.999
PRPF8	-0.778166666666667
TMC5	3.871
FKBP3	-0.20925
PLEKHB2	0.00937500000000001
OR4D6	0.3065
ZNF544	0.3484
D2HGDH	-0.5415
RPL18A	0.0176
HEL308	-0.33975
MPP6	-4.103
TCERG1	-1.041
KRT16	-1.43383333333333
KLF17	-1.13375
KLF5	0.72925
CDR1	2.672
VCX3A	-3.25
FBLN2	2.048625
C14orf104	0.20025
HBE1	-5.0082
OR4S2	-0.249
C1orf108	-1.00616666666667
ROBO4	3.8735
CPEB4	0.73825
C11orf80	-0.664
BCKDHA	0.249833333333333
MYOC	2.24225
GIF	-0.247
CKMT1A	0.7475
RPL3	0.5118
THBS1	4.108
APOO	-1.56
ARMCX1	1.42075
HSZFP36	0.80025
SNAPC5	-0.63075
EIF4ENIF1	0.2075
ZNF433	-0.17
TNFRSF21	-1.988
TMPRSS7	0.5795
SPATA18	0.026
HPDL	-2.5735
MKL2	2.6789
TBX3	3.47392307692308
C21orf93	0.534333333333333
DAXX	1.39225
ELMO1	0.070625
RGS13	1.42416666666667
TAF11	-1.0465
UNC13A	-1.95575
LOC653314	0.0521
ORC3L	0.2605
IMAA	-2.8475
TARBP2	-0.46925
CABIN1	-0.418
TRIOBP	0.095375
HIST1H2AC	0.980625
RGS22	1.496
NCOA1	1.63033333333333
IL25	0.0585
SNCG	0.4675
GPR6	0.649
AMDHD1	1.88816666666667
CHEK2	-1.662
C6orf142	-1.56475
DRD4	0.5925
C14orf68	-1.30725
GDF11	-2.0245
SEMG2	0.489
CD247	-1.8925
CDAN1	0.25125
RBMX2	-0.1465
TGS1	-0.7605
OIT3	0.902
SYF2	-0.0845
MCM4	-2.415125
PKHD1L1	0.3498
CEP192	-0.619833333333333
IFT88	0.7885
RPL9	0.663285714285714
RAB32	-0.162
DDX43	-2.6035
P2RX2	0.856333333333333
OR5D18	-0.201
UBE1	0.26475
SLC24A1	0.525125
ARHGAP5	0.357
CETP	-0.145
KIAA1731	-1.06966666666667
SLC9A4	0.4225
PTPN6	1.02
BAHD1	-0.07125
GRIK3	0.3755
CACNB2	-0.4794
PDE10A	0.382
DGCR14	-0.594
PCDHB9	-1.22416666666667
RHOQ	1.36866666666667
MAP3K4	0.77525
KTI12	-0.320166666666667
RPL23AP13	-0.08525
GNG11	-0.248
CLCN3	1.57666666666667
GPAM	-0.733625
VSTM2A	-0.6545
SLAMF7	1.07316666666667
INTS2	-2.04325
PPP2CA	-0.1563
LRP12	0.019
SEC14L2	2.92211111111111
DKFZP586H2123	3.05325
MC3R	0.3115
CIRH1A	-1.92383333333333
HIST1H2AB	0.436666666666667
POLH	-0.5125
MGC16703	-2.05066666666667
SNAPC2	0.639
FILIP1L	2.1275
RASGRP4	0.538
LRRC1	2.251
GAS1	1.13775
PRAC	-1.35075
DGKA	-0.721166666666667
NT5C3	-0.3565
PEG3	-1.63108333333333
NADK	-1.029
PRR17	0.76625
LOC374569	-0.58025
SGSH	0.6035
NLRP8	0.1765
GALT	-1.2731
MCF2	0.49
ZNF263	0.553
TACSTD1	0.8445
TYR	-6.2017
ATP6AP2	-0.109
RNUXA	-0.38775
ABHD10	0.1655
GDPD2	-1.60825
SLC35C1	-0.451
UBE2A	0.362125
HERC5	0.1585
FAM112B	-4.79766666666667
FBXL16	2.1165
DKFZP434A0131	-0.746
ELA3A	-2.39
RBM41	-1.202375
HAO2	0.6875
RNH1	-0.608375
SHANK2	1.52633333333333
OSBP2	-2.250625
DAK	-0.387333333333333
C3orf58	0.07575
TCL1B	-0.6695
KBTBD2	0.111125
SUGT1L1	1.15975
UBE2E2	-0.839333333333333
MYL9	3.028375
CDC23	-0.654666666666667
PBXIP1	0.61
CXorf40B	0.2815
NBL1	2.1605
RTBDN	0.452
RAB11FIP5	0.612875
TTTY13	-0.64
SCOTIN	-0.358416666666667
SOHLH1	-1.7152
CDKN1A	-1.36742857142857
NCK1	-0.17875
ZNF550	-0.642
SAPS3	1.36008333333333
SPIN3	1.23216666666667
MAGEE2	0.04625
MIS12	-1.426
OR8H2	0.521
KIAA0774	0.962333333333333
UNC5D	-1.862
CUL7	-0.333833333333333
LIPC	-2.92483333333333
DIO1	4.4565
C20orf11	0.0259
CTRL	-1.284
HS3ST2	0.61525
PAK4	1.31233333333333
CCRL1	4.478
RNF10	0.731375
ZNF567	0.257
ZNF660	0.1405
TCEAL3	1.6635
MAGOH	-0.932166666666667
CENPB	0.289166666666667
C19orf7	0.9195
LOC388965	0.01275
ZCCHC13	0.36
JMJD1A	-0.3866
HIST1H4H	0.1105
TBRG1	-0.8991
GPC3	-4.3075
TAF1C	-0.879
EBNA1BP2	-1.36716666666667
CIAPIN1	-1.1115
PDGFRA	0.285611111111111
CSTB	-0.483875
CENPI	-2.37533333333333
GTF2E2	-1.26416666666667
RPP21	-0.3285
CCNF	-0.754333333333333
KCNQ3	1.2125
FAM79A	0.7145
SLC22A12	1.001
NOVA1	0.979333333333333
FZD3	0.9023
AKAP8	-0.98675
SOCS5	0.347875
CFDP1	-1.44325
DLG5	0.562
PGM5	0.99375
C1orf144	0.0918333333333333
HDAC10	-1.9185
RND2	-0.294
C20orf199	-0.22125
RNMT	-1.009125
SLURP1	0.4095
ASTN1	-0.7675
SH3BGR	1.0675
MYCL1	-0.276125
ZHX1	0.891666666666667
CENPK	-2.34525
FOSB	1.1636
LOC643406	0.40775
C2orf59	-1.29475
TMEM135	-0.479625
SLC27A2	0.91075
KRT33A	2.1735
OVOL1	1.52125
PAMCI	-2.578
S100A7	-0.7915
ZNF789	-1.69
HARS2	-0.09925
RPL23A	0.296666666666667
TCF23	0.412
UPF3B	-1.336625
C17orf78	-0.73
HLA-DOB	-0.282333333333333
C14orf142	-0.0946666666666667
TEKT5	0.820166666666667
DMWD	0.2285
POLD1	-1.56083333333333
GSCL	-0.5275
CALD1	0.3412
SCRT1	0.830833333333333
AIG1	2.455
UNC84B	-1.0495
ZNF404	-1.85325
TMED6	-3.59
KIAA1462	0.6605
LRRC27	2.02233333333333
PYGO1	-0.437
PIGU	-1.44716666666667
ALAS2	-3.773
WRNIP1	0.341125
CNNM3	0.9755
ZNF2	0.57675
ST3GAL5	-0.905083333333333
MRPL23	-0.35075
TSSK6	-0.69475
PSMA6	-1.16375
C16orf70	-0.92525
KIAA1602	0.278
ALMS1	0.582833333333333
DCN	2.679375
TMEM132D	-1.31275
SUCLG2	-0.68525
ABHD14A	0.537
DEXI	0.588166666666667
AMPD2	-1.74333333333333
IFNAR2	-1.15016666666667
CYB5A	1.0582
TLOC1	-0.0741
NXF5	-0.9435
NRBF2	-0.249125
KCTD3	1.41175
ITGAE	-1.3935
SLC30A3	-2.4915
ZRF1	-1.316
IFRD2	-0.9555
XAB1	-0.37475
PYCR2	-0.244
SERPINB3	-5.417
TMLHE	-0.277
GEFT	-1.261
ABCA5	-1.421875
EMR4	0.2368
TSFM	-0.49025
HIST3H2BB	-0.4935
ARHGEF19	0.34825
TSPAN17	-0.731166666666667
ABCC8	3.0735
MAP1S	0.5535
C22orf36	-0.37075
BNC2	0.910428571428571
HIST1H4A	-0.6905
NDUFS3	-0.601666666666667
WDR3	-0.4215
XKR4	-1.16825
TTC33	-0.579071428571429
STMN2	3.92975
CPN2	-0.901166666666667
HSPC105	0.17875
PCOLCE2	-2.208
C3orf55	0.724
KLHDC9	1.7045
TBC1D23	0.27275
ATXN2L	-0.642166666666667
