Hybridization REF	TCGA-BH-A0DP-11A-12R-A089-07
SLCO4A1	-3.28
AFG3L1	-1.473
SHD	-1.45675
RP13-122B23.3	-1.0085
PRKCSH	-0.49
DPH5	-0.0476666666666667
HLA-F	1.01325
TBC1D4	0.72175
RIG	-0.576
GLUD1	1.30533333333333
HNRPCL1	1.011625
HBXIP	-0.63625
RNF207	-0.472
APIP	-0.265
PLA2G3	-1.03233333333333
CCDC84	-0.80825
MYLIP	0.626538461538462
PHIP	0.31675
AARS2	-0.724333333333333
DHX32	0.628
SCAPER	0.705333333333333
MEN1	-0.26275
NIP7	-1.077
FLJ25404	0.231
FASTKD3	-0.77675
TMEM158	-2.73825
RARA	0.79475
BDH1	0.201
ANKRD16	0.10875
CARM1	0.158
SS18	0.690833333333333
IKZF2	0.47975
MYD88	0.089875
PML	0.02715
TAF1A	-1.21675
CBFB	-0.745
HIST1H3H	-2.28166666666667
C7orf29	-1.35675
COMMD4	-0.889833333333333
DPP3	-2.4225
DAB2	0.431875
LOC388882	-0.2215
YPEL4	0.241
AGBL3	-0.25575
LRP6	0.3096
SERPINH1	-1.06733333333333
TLE1	-0.11675
CD244	0.622166666666667
ZDHHC15	0.749
MGLL	0.5792
PLDN	0.599916666666667
LOC654346	0.397
FAP	0.222
GPR37	-0.176833333333333
SCARA5	3.12216666666667
EBF4	1.63436363636364
LSM6	-0.3305
MLLT1	-0.26025
SLC5A12	-0.333
A2BP1	-0.841666666666667
COPS5	-0.0986666666666667
TPM4	-0.854928571428571
TNFSF4	-1.66983333333333
ACADSB	3.27272222222222
HERPUD1	1.01175
BCL2L11	-0.676777777777778
CEP78	-1.552
CDCA3	-3.25425
WBSCR19	0.3672
MYO1A	-2.337
PPEF1	-0.878833333333333
LOC440348	-0.55625
CPEB2	1.429125
BPTF	-0.217416666666667
RPL21	0.314
GSX2	-0.277
ADPRH	1.51116666666667
C17orf68	-0.0683333333333333
KCNS1	-0.529
MLLT6	0.2462
PIWIL4	0.8525
RNF26	-0.57775
RAP1B	0.18675
ADAMTS1	0.1512
ZNF571	1.4465
P2RY6	-1.528
TRIM21	0.902833333333333
CADM3	0.43925
NLRC5	-0.214833333333333
ADRA2B	0.105333333333333
LOC90835	-0.799375
PCF11	-0.06875
LOC400451	1.75925
GLTSCR1	0.4398
C17orf88	-0.846833333333333
CDH16	-1.3775
FGF7	3.289875
PCSK4	-0.271833333333333
NPC1L1	-0.9525
TAT	4.046625
TBCA	-0.748
MGC33407	-0.291
GPR115	-1.192625
CYGB	0.2315
FNBP4	-0.758333333333333
C12orf43	-0.252
CBL	-0.6835
CLECL1	0.51825
PPAPDC1A	-3.26
WDR25	0.520666666666667
SGCA	0.952
C22orf29	-0.16
YIPF1	1.09375
GALK2	-0.81275
RAB3B	-3.56125
LOC440087	0.52425
UCP1	2.078
REEP5	2.54025
FADD	-0.3392
FOXA1	2.167
CACNA1A	-0.0971666666666667
ABI1	0.860166666666667
GRIN2D	0.6185
SLC1A4	-0.608833333333333
LOC401127	-1.55875
HINT2	0.30575
PLD4	0.502166666666667
ZNF286A	-0.79075
ENY2	-0.8705
IL1F6	0.2365
PXDNL	-0.5435
C20orf79	-0.172
TNFSF13B	1.408
DENND3	-0.027625
JARID1D	-2.844
HIST1H2AK	-0.09125
LOC93349	-0.4012
SSH1	-1.1689
ENSA	-0.7275
LOC219854	0.745666666666667
CKAP2	-2.3029
DKFZP564J102	0.77
MGC87315	-0.830333333333333
HNRPAB	-1.03425
AMH	-2.3815
ZNF526	0.046
BRUNOL5	-0.5781
CACNG3	-0.140666666666667
TRPM1	-1.3885
PPP2R1A	-0.122125
COL2A1	0.102
DDN	-0.394166666666667
FLJ25770	1.95775
HK2	-1.0555
ELOVL6	-1.799125
MDK	-0.7105
EPHX1	1.069
RASSF2	0.205
DKFZP434B0335	-0.83925
DLX3	0.26175
PRTN3	-0.3775
AVPR1A	1.30475
C21orf125	-2.1015
TNFAIP8	-0.742166666666667
GNB2L1	0.15225
CALCRL	2.3175
SCGB2A2	8.2505
UBXD7	0.16325
ZNF674	0.311
TMEM35	0.716875
BRSK2	-1.16625
HECTD3	-0.0696666666666667
TMEM188	0.542916666666667
LGALS9	0.6765
SCARB2	1.47833333333333
USP34	0.0789166666666667
C17orf28	0.766833333333333
ZDHHC23	-1.443
AQP12B	-0.3455
SLC16A3	-3.54925
APLP2	1.35475
ITIH2	-4.48075
MICAL3	-0.04475
TNNI3K	1.2396
HDAC2	-0.561125
PRR7	-1.1484
THBS2	-1.984625
LOC751071	-0.607666666666667
CA2	-0.568
RANBP17	-0.591
RLN3	0.03375
CRYZ	0.3145
GBAS	0.926333333333333
TAS1R1	0.12025
MPZL3	0.4935
PCDH8	-1.50075
HSP90B1	-0.371916666666667
KCNK15	-0.264
TNIP2	-0.0771666666666667
GPR146	0.83025
NOL6	-0.667625
SPC25	-5.79911111111111
STEAP2	2.56478571428571
VAMP3	0.302666666666667
TCIRG1	-1.15125
ZP4	-0.244
PARL	0.326125
TRIM39	0.428666666666667
KIAA1305	1.31525
CRNN	-0.140166666666667
GRN	0.09225
HSH2D	-2.30475
SCAMP1	1.22625
KIAA1913	0.9245
PTS	-0.71625
BANP	0.0892142857142857
PRKACG	0.40125
ADCY6	0.567666666666667
C16orf46	0.6805
CYP51A1	-0.082625
DDC	-5.5355
ANPEP	0.632
PROM1	2.74533333333333
SIGLEC10	1.49875
COPG	0.2895
FAM26E	1.4365
TRIP4	0.53725
SNX3	0.649
C1orf175	0.5585
PPY2	0.1705
C14orf152	0.31625
FTSJ1	-1.04966666666667
DST	1.6696
LOC554235	-0.16175
GLRX5	-0.17225
C20orf12	1.1753
CAB39	0.592166666666667
MSH2	-1.19516666666667
PIP4K2C	0.10575
CYLD	1.0265
WTAP	0.704375
MGAT4A	1.00977777777778
TSC22D4	-0.1093
CHRM2	-1.227
PPYR1	-0.244166666666667
CCNH	-0.276
RRM1	-1.043
ECAT8	-3.0785
LOC400120	0.4855
GABRA4	1.42375
C14orf4	0.589833333333333
C1orf59	-0.4545
CTDSPL	1.326
NHEDC2	-0.718
PDE11A	0.366375
KLHL29	2.745
CD5	-0.9557
TSPAN9	1.26225
WDR67	-1.9195
THUMPD1	1.0192
C18orf17	0.10275
CLYBL	1.35766666666667
FLJ13231	-0.73775
CMBL	0.2875
LECT2	0.00650000000000001
NKAPL	2.933
LOC654780	0.518
OR4C6	0.429
RAB30	0.748666666666667
TSSK4	-0.0865
TMEM163	1.849
OSBPL11	0.06275
GNB5	-0.308
CCL21	2.349
C1orf121	-0.469666666666667
FMO2	3.91716666666667
RPTN	-0.092
MSTN	0.663
VCL	0.213642857142857
FYTTD1	0.30075
C11orf1	0.161
CCDC88C	-0.028875
HFE	-0.2365
MOGAT1	-0.4345
FAM125B	0.707833333333333
IRGQ	-0.19
RAVER2	0.62925
AKAP5	-0.191
SSSCA1	-0.4555
C11orf63	1.262375
ACTG2	3.3822
PORCN	-1.064
DTL	-4.55854545454546
TMEM151	-0.23175
FAM122C	-0.5855
RSAD2	1.1008
BAT4	0.0425
KRTDAP	-0.132666666666667
MYH8	0.141625
CRTC3	0.3595
LRRFIP2	0.2519
INTS4	-0.345166666666667
TTN	-0.564833333333333
SLC26A5	0.5285
PLLP	1.2955
RGS6	-0.217
SRGAP3	1.116125
ZNF525	0.109666666666667
NBR2	-0.1515
C13orf1	0.1873
ZNF137	0.428
CEP27	-1.73025
BEST2	-0.219
RNF121	-0.1545
DMRTC2	0.32875
C8orf76	-0.45725
BCCIP	0.13125
MEST	-0.4355
HTRA2	-0.402
ANGPTL2	1.0155
ILKAP	0.397333333333333
ERAS	0.164
HBS1L	-0.0615
CPA5	0.056
TMEM30A	1.1995
CD300LF	0.992833333333333
WISP3	4.961
CRK	0.519357142857143
PDS5A	-0.4453
BRPF3	0.1
NEDD9	1.68425
SMPDL3B	1.15625
PSG6	0.24975
PSMD13	0.617
ETV5	-0.603625
OR51A4	-0.0235
BTBD7	1.06691666666667
GSTO1	-0.768625
hCG_16001	-0.4105
MAD2L1BP	-0.493833333333333
COX6A2	0.6355
SCNN1A	2.1125
LSM1	-0.2495
UGT2B11	-2.047
IDUA	0.45225
PPP2R3C	-0.745333333333333
COX11	-0.366333333333333
PDZK1	0.3915
ZNF443	0.515666666666667
MGC21874	1.51366666666667
ZNF323	2.1616
KRTAP10-10	-0.103
CXCL6	1.42725
SLC34A2	1.8777
LOC284402	-0.022
NPTN	1.4125
UPP1	-2.62291666666667
SLC6A9	-0.8925
OR7G3	0.20925
CISD1	-1.336
ZNF545	0.601333333333333
SYT14	-0.537
NT5C3L	0.0746666666666667
ZNHIT3	-0.137666666666667
SNRPD3	-0.5575
KIAA0701	0.255375
UNC93B1	-0.542166666666667
GMNN	-0.16125
SPCS2	0.271666666666667
LOC388524	-0.858
NAPRT1	-0.287375
PNLIPRP1	0.15375
OR6V1	0.1235
PRKAB1	-0.003
EYA4	-3.6095
KIF20A	-4.579
ALG10	-0.57425
ITPKC	1.14883333333333
LMX1B	0.623
RPUSD4	-0.171333333333333
C7orf34	0.0751666666666667
DLGAP2	0.760375
PFN1	-0.7744
MICALL2	-1.3515
ZNF654	-0.286
SS18L1	-0.719375
SLC16A8	0.54875
MKI67IP	-0.218
ITGB3	-1.36975
TCEA3	1.53683333333333
CEP152	-2.117
CLIP1	0.84525
ZNF75	0.6131875
ATP5C1	-0.343
NUDT5	-1.30533333333333
PSCDBP	0.62525
UBP1	0.232
RBM27	-0.216
C13orf15	2.62075
ZNF282	-0.268333333333333
ZNF222	0.3411
COL10A1	1.00925
PRDM15	-0.68325
TTTY5	0.017
FAM9C	-0.313833333333333
C20orf67	0.35025
GNG13	0.513
F12	-2.20025
C1orf41	-1.187
CPXCR1	-0.091
GSK3A	0.01275
SUPT6H	-0.266333333333333
PI16	4.58666666666667
ELL2	0.284083333333333
C9orf167	-2.071
PVRL3	-0.8849
FLJ38596	0.975
ADAM20	0.57475
GPR89A	0.438
GPR87	1.5015
ZNF30	0.52275
SMR3B	3.57625
ZNF770	0.48925
TRPC4AP	-0.475166666666667
DKFZP686E2158	0.631166666666667
C2orf28	0.3655
FREM1	1.57833333333333
LAMA4	0.163166666666667
ADPRHL2	-0.2865
EIF4G2	-0.263166666666667
GUCA1A	-0.202
CTNNA2	-1.290875
NUDT15	-0.202833333333333
CEPT1	0.467666666666667
ZNFX1	0.0089
CCDC92	0.918
TDRD1	-0.6955
KCNK5	-0.993
ETNK1	0.422416666666667
LTA	-0.025
TTPA	0.328166666666667
B3GALNT2	-1.2135
SC65	-1.583
PEX5L	-1.148875
EPS15L1	-0.35775
MGEA5	0.071875
HIST1H3A	0.05775
ING1	-0.010625
BCAT1	-3.88425
ORC6L	-4.525
KLK11	-0.788
C19orf28	-2.4615
DNER	-3.103125
MED22	-0.625142857142857
ETV6	1.241
CHAC2	-2.75375
CD300E	-0.26
CEBPB	0.408583333333333
ZNF398	-0.21475
LRCH3	-0.1095
HMGA1	-2.68116666666667
CAPN7	0.434
MGC5566	-3.3025
CCL3	2.77375
NANOS1	0.331625
ZFYVE19	0.17875
APITD1	-0.549333333333333
PARD3	1.434875
IRAK4	-0.121333333333333
SERPINI2	-0.5835
CEP170L	-0.558
TTC9	2.003
MYOM3	-0.5865
MLPH	1.203125
LOC222699	-0.1025
NRG1	1.21366666666667
TBC1D9	3.33854545454545
TTK	-4.024
ZNF557	0.1358
DDX41	-0.759
FANK1	2.242
UBE2D2	-0.18025
PSMB10	0.05225
MYH7B	0.747
GABARAPL2	0.55525
MARVELD2	1.28766666666667
DGCR2	1.1495
UNC45A	-0.162
C6orf72	0.6805
ZNF683	3.536
GIT2	0.180875
CASK	0.632666666666667
C14orf161	2.90883333333333
LRRC44	0.273
TIFA	1.25
UTP11L	-0.501875
C6orf65	-1.2765
FDPS	-0.6915
DUSP9	-2.0957
SLC17A8	0.391
OR51G1	0.131333333333333
NANS	-0.76775
OLFML1	1.64675
ATP10B	-0.892625
NPAS3	1.59775
PRKCA	-2.1674
GGA2	-0.1561875
LCE4A	0.5895
SPANXN3	-0.41175
CCDC115	1.857875
SDCCAG3	-1.3915
GLIPR1L1	0.26325
TTC1	0.18475
C17orf76	0.14775
MAD2L2	-1.98475
HIPK1	0.3335
LRRC3B	2.8155
CLN3	-0.311590909090909
C17orf47	0.2765
FMN2	-1.98075
TUBB1	-1.181375
WAPAL	-0.0218333333333334
C3orf21	-1.360125
SCN5A	0.0389
SMYD1	1.5915
BEX5	2.16825
ZNF192	0.497
SEC22A	-0.096
GRIA2	2.41228571428571
KIAA0825	-0.4675
NUSAP1	-4.84363636363636
LANCL1	0.103875
C15orf40	0.6263
ZNF645	0.256875
GPR61	0.0545
NLRP14	0.297
SNX21	0.1108
C1QTNF8	-0.55
C17orf46	0.0645
IFNA8	0.1065
SPRR1B	-1.5795
FLRT1	-0.982
SNX17	0.474666666666667
ASB2	-0.5665
HBG1	-4.957
RPRML	-1.22425
JOSD2	-0.1115
PLSCR3	0.56725
SPOCD1	-2.14016666666667
RAB39	-1.604
GHRH	0.308166666666667
ITIH5L	0.29
C17orf37	-0.061
SMCR8	-0.07825
DPY19L2P3	-0.377666666666667
IL11RA	2.1565
GDF3	-3.722
RPS6KB1	-0.862166666666667
DNAJC19	0.1479
TOP1	-0.53125
CRCT1	-0.044875
MPST	-0.2175
DPM2	-0.724875
FAM38B	-2.49666666666667
SLC18A1	-2.12683333333333
FARP1	-0.12
PAX7	0.016
TUBD1	-0.917
GNL3	-0.512875
BTG2	2.27766666666667
NDUFS6	-1.04075
C1orf79	-1.684
ERAL1	-0.4625
ECHS1	0.34325
VPS4A	-0.379833333333333
CYP11A1	0.036375
ABCC6	-0.670928571428571
PBX4	-1.633
MOSC1	0.050625
NCF4	0.392
HYMAI	-0.184
NAGPA	-0.860875
OTOP2	-0.10025
ACOT12	-0.052
MTHFD2L	0.40825
LOC441376	3.46
C19orf34	-0.089
RAB1B	0.0805
ALDOAP2	-1.1265
NTRK1	-1.52833333333333
ARTS-1	1.8042
SLC6A11	-0.685
NAP1L2	2.36475
CNGB1	-0.235666666666667
EPB41L4B	1.44025
FAM134B	1.540875
HS3ST3A1	-2.03183333333333
CPXM2	5.647
SIRPB2	0.105
CHORDC1	-1.37483333333333
TRIB3	-1.25933333333333
SLC2A5	0.2855
C2orf49	-1.0235
DDX5	0.15325
OR5L1	-0.338
ANAPC4	0.097
ZSWIM1	-0.0325
LOC93622	0.149
KCNK3	0.3716
RP11-35N6.1	1.000875
ZFP161	1.04283333333333
AQP9	1.73625
SLC15A2	-0.0685
MREG	0.9295
OR9I1	-0.2305
PDLIM2	-0.142
ADAM7	0.2815
GSTCD	-0.2725
WDR21A	-0.017125
SLC12A8	0.37
TMEM174	-0.15225
IGSF3	0.322916666666667
LRRN1	2.21825
LOC402117	0.167
SRPK1	-1.63233333333333
LY6K	-0.3408125
NFIA	2.684
PTCD3	-0.72275
LEP	3.29916666666667
PCDH21	-0.617833333333333
MAPKAPK2	0.0226428571428571
NMNAT1	-0.795833333333333
LHFPL2	0.669875
C9orf43	0.36575
DIP2A	-1.04466666666667
ACTR8	0.09775
CCDC34	0.32675
PTPN22	-0.70475
ITGA3	0.313
FAM129C	0.03975
RABGGTA	-0.270833333333333
UNC45B	0.26975
KIAA1033	0.199375
ZNF510	0.679166666666667
CYP2D6	-0.757
SLC26A10	-1.219
STX8	0.39725
LUZP1	0.197875
WDR89	-0.063
EIF4G3	-0.7707
C5AR1	0.423125
ZNF623	-0.0675
A2M	2.1415
TGM7	0.126
GRPEL1	-0.556166666666667
LMNB2	-2.4606
ROCK2	-0.0196666666666667
SNX16	1.084125
CCDC66	0.617
ANXA3	3.3545
KIAA1609	-0.05725
EED	-0.50025
RNF32	0.980833333333333
HES1	1.696
CLC	-0.061
ISL1	-0.923833333333333
KIAA0528	0.23025
MANEA	0.8255
C1orf61	-1.7025
hCG_2001000	0.1345
RAPGEF6	0.124
KIAA0020	-0.5335
NEIL1	1.31125
C16orf45	0.27625
RBM10	-0.750833333333333
C10orf125	-1.282875
MRS2L	-0.9015
DNAH17	-0.9505
C19orf10	-1.3285
C1orf160	0.2775
SLFN12	1.12425
EXOC3	-0.0881666666666667
HIST3H3	0.38125
NCOR2	0.221
TNFRSF9	-0.63325
MFSD8	0.4095
ALX1	-3.3565
NOL1	-1.965
PODN	2.62025
TIAL1	-0.815
HIST1H1E	-2.19475
NPY6R	0.1255
TM4SF4	0.60725
CORO2A	-0.09175
ETNK2	0.861166666666667
APOE	0.0949
ANGPT4	-0.138
HDGF2	-0.5815
G30	-0.2625
ST8SIA4	-0.894875
F2RL1	1.040125
FAM19A4	-1.391
CCAR1	-1.1185
B3GNT7	-0.33425
OPHN1	0.1284
DSCR6	-1.325
C21orf13	1.59833333333333
GAS2L1	0.354916666666667
RFX3	0.402
COPS4	0.528125
BCHE	-2.1675
BCL2	3.5445
HBZ	-3.07983333333333
ARL13B	0.673875
MAPBPIP	0.122875
MYO15B	-0.099125
SPZ1	0.55825
KIAA1324	3.22177777777778
PLCL2	-0.2135
C4orf29	-0.551
WDFY2	-0.348375
ZNF284	-0.8025
NAALADL1	1.39
DUSP5	0.688833333333333
PXDN	-1.13525
SLMO1	-0.8555
TNXB	0.4071
BIRC7	-1.969
A4GALT	0.238333333333333
TIMM22	0.24675
FAM110C	0.46525
TOMM34	-0.81175
ABHD9	0.273
ADAM32	0.9555
CRHBP	0.69275
AQP2	0.0055
LOC130355	1.112
ZNF187	1.094
ZNF816A	0.528
F7	0.257
CNOT1	-0.4677
SLC13A4	-0.6005
ZBTB11	-0.22325
B3GALT5	-0.07175
EXOC2	1.75116666666667
IRS1	1.9662
TMEM1	0.2555
MRPL34	-0.5725
SAMM50	-0.24125
CDC42EP3	1.090875
HSF2	0.0267
MFN2	0.26875
TSPAN7	0.842166666666667
NUCB1	-0.02725
RHOH	1.2235
ARL16	0.061
TACR1	0.04175
SFRS5	0.659333333333333
SNX25	0.358625
RHBDF1	0.362166666666667
PCDH18	3.0125
HMG1L1	-0.2065
MYO5C	1.104
MAPK10	2.3215
LDHAL6A	0.15
NUDT12	1.28016666666667
NCAM1	-0.29675
GLIS2	-0.0895
GGTL4	-0.60825
DAPP1	-0.685
ATF7	0.729125
KIAA0748	-1.0275
NFIL3	-0.09075
TM6SF1	0.7971
SEZ6	0.11775
NANOS3	-0.148333333333333
DNAJA3	-0.6745
CLDN6	-2.584
CIITA	1.6766
EPHA4	-0.457
FANCC	-0.60775
CMTM3	0.4435
PSG3	-0.070625
MRPL15	-0.752
C21orf59	-0.197
PLCXD2	-0.5495
C2orf34	-0.002875
UBE2L6	0.363375
MED14	-0.741
HP1BP3	0.1614
C6orf208	-0.1815
TPBG	0.79675
OSR2	-0.032625
XPC	0.459
KLHL7	-0.41325
CCR3	0.0125
AGTPBP1	-0.513
PCSK6	0.581333333333333
STAT5A	-0.4613
FAM18B	1.009
LONRF2	0.0436666666666667
PTPN2	-0.4705
SF3A3	-0.448666666666667
EFCBP2	-0.41125
HCFC1	-0.235333333333333
AHNAK	1.3424
ACTR5	-0.48475
KIF14	-5.08585714285714
TENC1	1.246
HEATR5B	0.992
YIPF2	0.3905
MYEOV2	0.256333333333333
DUSP18	1.09125
KIAA1012	0.664
AHR	0.233833333333333
C17orf53	-2.2775
PTPRH	-3.951
ATP6V1C1	0.2802
TAS2R3	0.6755
LOC440356	-1.33975
COQ10B	0.91825
PSMF1	0.523666666666667
SORBS2	3.09241666666667
NFE2L2	0.94175
TMCO7	-0.16925
SH3PXD2A	-0.3373
SH2D2A	-2.11375
SPINK5	-1.512
MRPS24	-1.00175
OPA3	-0.363
TRAF7	-0.332
C4orf35	-0.1045
MT1G	0.787125
MGC39545	0.24075
HS1BP3	-0.0365
OR2B2	-0.1055
CHRM4	-0.255
SFRP2	2.51608333333333
RIC3	2.87925
ART1	-0.643
C6orf1	0.182
DUS4L	-0.27975
C10orf104	1.16125
TNFAIP6	0.25425
RTEL1	-1.9455
CCT4	-0.4718
ZNF709	0.91625
CHMP6	0.0605
UPP2	0.22625
CYP19A1	-3.01714285714286
CD151	-0.0701666666666667
NDUFA13	-0.528166666666667
ARFRP1	-0.89
FAM26B	1.78325
CRYBA1	-1.9735
MRPL41	-0.654666666666667
NPFFR2	-0.969375
HRH2	-0.0555
SCAMP3	-0.648833333333333
MTMR6	1.2645
MTG1	-1.14016666666667
UBTD1	0.264
CRABP1	-0.9515
FLJ33790	0.0794
KIAA1908	0.0143333333333333
GPR158	-2.0305
PACSIN3	-0.304166666666667
OMD	3.98333333333333
CATSPER1	-1.1195
HOXB8	-0.844
FBXO46	0.265
OAS1	0.15
SVIL	1.2465
PHB2	-0.5715
ADCY3	-0.13
NDRG2	2.46833333333333
ERMAP	1.2845
APBA2	-1.68633333333333
IGSF9	1.47725
WNT6	0.742642857142857
MYCBPAP	1.11125
ATP2B2	-0.3928
CPVL	-0.3124
TRAM2	-1.19025
NOP5/NOP58	-0.99725
ZNRF4	-0.1035
TLK1	0.827625
MTMR12	0.597857142857143
ZNF384	-0.208666666666667
FAM9B	-2.5285
RPN1	0.6717
PMVK	0.60525
EIF3D	0.2979
SIX2	-1.2915
HPS1	0.2035
RNF7	0.557
PSKH2	-0.205
KCTD13	-0.549833333333333
CSMD3	0.0809
FBF1	-0.9105
IL8	-4.532625
SERPINB13	0.256909090909091
FBXL20	-0.3515
BLR1	0.111
SH2B1	0.1255
RFNG	-0.207125
RAB20	0.931833333333333
RBM7	0.6525
POLR1A	-0.847833333333333
TMPRSS4	-3.498
TAF9	-0.78175
TERF2	0.5675
TNFRSF1A	0.423583333333333
ACADVL	-0.214166666666667
GTF2H5	-0.0585
EDG8	0.594666666666667
C9orf140	-2.503
UST6	0.0145
ZBTB8OS	-1.0135
ZNF710	-0.4965
GPR174	-1.452
ATP6V0A2	-0.56125
KIAA0319L	0.24675
XKRX	-0.102
DOPEY2	0.1986
SDHD	0.406166666666667
SUMF1	1.9635
OSM	0.8405
OPN3	-0.514
DAGLB	-0.937166666666667
PPFIBP1	0.2885
TRIM63	-1.76575
C10orf53	-0.2135
LYPD3	1.3385
BCL7A	0.214625
AGER	-1.16983333333333
TCF19	-1.630625
SAT2	0.6965
PFTK1	0.430333333333333
GABRE	-1.9795
C15orf38	0.4991
FIS1	0.576
KCNV2	-0.088
CLPS	0.0285
PPCDC	-0.746125
FOXN2	-0.396833333333333
NT5E	-1.8416
CD83	-0.356
IL18	-0.420375
VPS16	-0.29025
IGFBP2	-0.0755
NOTCH2	0.99325
SIGLEC1	1.788875
CD93	4.7325
SULF2	-0.789
CEP164	-0.44125
P53AIP1	1.98383333333333
TOR2A	-0.6055
ZNF136	0.98725
MGP	3.4846
CCDC144A	0.493166666666667
TRPC1	0.432666666666667
SMS	-0.820166666666667
MAPK7	-0.402666666666667
RRAGC	0.568
PARD6A	-0.289333333333333
NUB1	0.233333333333333
SYNGR4	-0.35475
OR11H12	0.27
WIF1	4.443875
GCH1	-0.17525
OR11H4	-0.101
SLC44A5	0.7215
GPRIN2	2.599
LOC401431	0.5675
CPA4	-1.6003
MELK	-5.94211111111111
IL15RA	0.2405
CUL3	1.55575
HMBOX1	1.4925
PODXL	-1.08
CCT6B	1.38633333333333
COMTD1	-1.05875
MUC20	0.656333333333333
GPX2	-1.622375
ITK	-0.900125
FBXL5	2.1965
C13orf27	-1.59325
DEFA5	0.2295
TRHDE	-0.44
MTP18	-1.1735
UQCRQ	-1.0185
ITGB2	0.710833333333333
CSRP2BP	0.49725
TAS2R44	-0.1135
PHPT1	-0.239125
FAM44C	0.0515
ERH	-0.74025
MPHOSPH1	-1.67816666666667
MORC1	-0.3245
PARVB	-1.5555
LAMA1	-1.25916666666667
PGBD3	0.5295
GIMAP6	3.8835
AREG	1.95333333333333
LIPT1	0.865
MGC99813	-1.13325
C1orf201	0.156
GRIN2A	-0.6232
MAN2C1	-0.99925
NSUN5	-0.90575
SF3B5	0.11525
MYC	-0.3521875
NRXN1	1.82375
ZNF18	0.08725
SPDYA	-0.547875
SLC37A1	0.566
DECR2	-0.49075
ANKRD38	0.778875
SPTLC3	-0.47
SUPT16H	-0.418875
DTWD2	0.58
ULBP1	-0.5945
ZADH1	0.739833333333333
OIP5	-5.1805
IL10RB	0.250833333333333
OTUB2	-0.59625
VWA3A	0.100166666666667
SPIC	-0.228333333333333
OR6C4	-0.0655
PSCD4	0.441833333333333
DPY19L2P2	-0.381
TRAPPC6A	0.821833333333333
C21orf2	0.102666666666667
CEMP1	-0.207
LIN7B	0.0255
E2F7	-4.22016666666667
VCP	-0.39625
LAMA3	2.90658333333333
BGN	-0.24975
GPR160	1.70233333333333
COCH	-2.47316666666667
GPR81	2.97983333333333
APOBEC3F	-0.04725
tcag7.1017	-1.014
C1orf32	-0.103
SCGB1D2	5.7475
FLJ43987	-0.943
C6orf170	0.3845
KLK9	0.237
GPD1L	0.99275
VPS37B	0.00525
ATG3	-0.047
ADAMTS17	-0.33
KLHDC2	1.0565
NDUFV2	-0.47725
BLK	-3.253
MATN4	-1.302
GPM6A	1.662625
GBP4	2.61816666666667
TMEM162	0.0518333333333333
PKP2	1.2585
HRASLS	-0.277555555555556
MMP1	-5.69325
SFXN3	-0.256
FSD1	-2.25716666666667
ST6GALNAC3	-0.825166666666667
CA12	1.9745
NCOA6	-0.1845
C19orf58	-0.8167
PPP4R1	0.104333333333333
MAN1A2	-0.00316666666666667
IKBKAP	-1.053
UPF1	-0.0608333333333334
KIAA1219	1.1155
WNT16	0.1738
SNW1	0.04825
IL18RAP	2.9845
RPP30	-0.2375
CDC40	0.339857142857143
SETD3	0.432833333333333
SLAMF6	-0.03925
ELK4	-0.725
TRIM47	-0.1225
ACOX3	1.3675
TRIM6	1.235
KIAA0372	-0.0946666666666666
TP53AP1	1.0465
SMURF2	-0.65175
ADAD1	0.37175
EBP	-1.2548
KRTAP13-2	-0.23
FLJ36874	-0.5865
TOR1A	-0.255166666666667
P2RY4	-0.385
GPBP1	0.25525
TRPV1	-0.06925
ADAMTS12	0.545833333333333
PES1	-0.4331
ATG4A	0.4545
MAGEA10	-4.8235
WFS1	1.118
CC2D1B	-0.501333333333333
PABPN1	-0.7165
SLC25A30	1.214
SLCO1C1	-0.0555
SLC22A5	1.18325
KIF23	-3.77966666666667
SYN2	0.951833333333333
ASPN	6.68833333333333
CENTG2	0.48075
QSOX2	-1.8005
FLJ10815	-0.19
STK24	0.0333125
SPEG	0.8247
STK10	-0.677
DACT2	2.7975
AAAS	-0.52875
SSX3	-1.32575
ABCD3	1.319
C4orf12	1.057875
PARVG	-0.0846666666666667
FIG4	0.942
C9orf46	1.547
TMCO6	-0.5345
IGHMBP2	-0.6825
DUS2L	-0.927333333333333
FAM3C	0.8828125
TMEM16D	-1.144125
DCTN4	1.0155
KCNH3	0.767
EIF2AK2	0.1645
AP1S3	0.450125
CST4	0.0435
PAM	0.8745
NUTF2	-0.664
CITED2	1.8354
SLC39A4	-0.84225
C2orf52	-0.49
GRM3	0.0845
C12orf49	0.307125
CCDC49	-0.0124
GRAMD1B	-1.68125
FNDC4	1.1835
SIAH2	0.135375
GDPD4	0.13925
C21orf87	0.106875
ATP5A1	0.0323333333333333
C16orf63	-0.210875
LOC388135	-1.22266666666667
ATP5J2	-0.878875
MMP3	-2.9115
EMID2	-0.182
CRHR1	-0.076
WDR70	0.30475
C13orf31	0.4725
ZFAND1	0.839
CCL18	3.68316666666667
C3orf49	-0.463
RINT1	-0.6285
KIAA0408	-0.2655
F13A1	4.3342
SLC10A1	0.543333333333333
OGN	4.58425
GIPC2	1.37233333333333
XPO6	-1.199
LCE1A	-0.031
FMR1	0.3139
LOC374920	-0.07175
DUSP3	-0.112125
ANKMY1	0.02075
C7orf50	-0.3
