Hybridization REF	TCGA-BH-A0B7-11A-34R-A115-07
WNT1	-0.1597
DBP	0.41
COL5A3	0.7745
RHOD	0.4255
COL4A2	1.44225
LOC201164	-0.37275
HEBP1	0.43875
LUM	0.597083333333333
ZCCHC6	0.334
PAGE1	-3.86183333333333
DTX2	0.3195
SLC7A13	0.78475
H3F3A	0.358428571428571
RABIF	-0.976875
D4S234E	0.543666666666667
DYRK3	0.174166666666667
PFAS	-1.14266666666667
ALOXE3	0.726
RPLP0	-0.262714285714286
RBM34	-0.264666666666667
C12orf28	-0.0395
U2AF2	-0.127833333333333
MKNK2	0.3743125
SEC16A	0.9625
ZNF44	-0.3952
YWHAG	-1.068875
IGF2BP2	-2.11518181818182
OR1D5	-0.1285
SIX6	-3.50025
CCR6	0.3
PALM	0.80925
PUM2	0.590214285714286
SPRYD5	-1.5505
ALG10B	-0.428875
ZNF365	-0.142
PHC1	-1.4755
KIAA0913	-0.5195
ARX	0.329
PPP3CB	0.615
IRX6	0.4239
ANGPTL4	-0.4514
LSM14B	-0.2766
PCDHGB7	0.57
INSM1	-1.93863636363636
WBP2NL	0.6875
ZNF493	0.791375
NGEF	-2.22475
RNASE13	-0.396
SPPL2A	-0.934833333333334
SFXN1	-2.486125
FAM102A	0.786125
SAPS2	0.469416666666667
JTV1	-1.766
OR51B4	-1.08925
SCGB1A1	0.362
NEUROD2	0.207375
tAKR	-0.437
C1orf26	0.607
RICH2	0.653
TEDDM1	0.85325
CYP2S1	-1.05
TBCE	-0.969166666666667
MAPK1	-1.2225
HDHD1A	-0.6425
MRM1	-0.77475
ATP9A	-0.806071428571429
HSD17B3	-0.0181666666666666
HN1L	-0.79925
RNF216	-0.353125
HOXD12	-0.116
PPP1R14B	-0.93425
SBF1	0.13175
TAS2R42	-0.058
USP46	0.00533333333333333
LILRB3	0.609833333333333
SPI1	0.39275
OXSM	-0.40175
GYS2	0.3365
NUPL2	-0.35675
C8orf46	-0.570125
SF3A1	0.1687
C21orf99	0.93525
HOXB4	-0.0253
YRDC	-0.18375
GPRC5D	0.3535
BLVRA	0.056625
KIF12	3.049
LRRC23	0.26675
FAM14A	-0.4355
RASL12	1.37975
DAZAP2	1.065
IKBKB	0.459357142857143
ZNF271	0.588833333333333
BOK	0.9265
CXorf6	-1.366
MYEOV	1.62275
BTN2A2	-0.9346
FRG1	0.2435
HSP90AB6P	-0.40175
ENOX1	-0.996166666666667
ZNF706	-0.0833
DOK1	0.1717
PGAP1	-0.115875
TMEM136	-1.03575
FSCN1	-1.21
KIF17	0.16775
TRIM66	-0.279
CBR3	0.4985
C13orf24	0.425
C19orf52	-0.55075
BNIP1	0.59675
AQP3	0.5925
KRT6C	0.734166666666667
SIRPA	1.53775
IGFBP6	0.911833333333333
PLEKHK1	-1.651125
RNASE7	2.481
ARHGEF15	0.862
NPHS2	1.04325
SRD5A1	-0.63375
REXO4	-0.959
EEF1DP3	0.3485
SLC37A2	-1.3335
ZNF142	0.38725
ANKHD1	-1.0885
MUT	0.758
VPS37A	-0.60625
GPRIN1	-2.163
SLC38A3	-0.8295
BAZ2B	1.719
WDR87	0.00749999999999999
BRD7	-0.14875
POU6F2	-1.2325
NISCH	1.795
TCEB1	-1.09175
LINGO2	-3.08
TAX1BP3	0.91225
RPL34	0.221222222222222
MARK2	0.819666666666667
AKAP12	-1.1097
AMBN	-0.0715
SLC25A27	1.57416666666667
FLJ21865	0.225
KIR2DS2	0.0611666666666667
WDR77	-1.03225
ATF2	0.0488333333333333
ITFG3	-0.109833333333333
SLC39A13	0.62625
ARL6IP5	0.83375
C10orf137	-0.109625
QTRT1	0.463166666666667
CCNT1	-0.486
DYNLL1	-0.1684
WDR53	-0.31675
LIPG	-0.584
ASAH3	0.13
HELB	-0.91475
PHACTR2	0.633875
VENTX	-0.1615
LAD1	1.29633333333333
PAOX	1.17225
MAPK8	0.5545
CCDC38	0.38025
DNAJC8	-0.1505
RBBP8	0.39375
WNT11	0.5476
KCNJ12	-0.3995
HDAC8	-0.0725
STARD4	-3.47825
ACVR1	1.19933333333333
C14orf65	-0.359916666666667
KLB	-1.156
C1orf65	-0.212
ZFYVE28	0.72425
NSUN6	0.92975
KIF27	0.312333333333333
SYTL2	-1.06833333333333
UBXD2	-0.084
OR6T1	0.5395
CCDC91	0.444285714285714
GRID2	-0.117
CALN1	-0.588875
ZNF423	0.1325
PSMB4	-1.1425
XPNPEP3	-0.648333333333333
ARPP-21	-3.3097
SART1	-0.118
RACGAP1P	-2.6865
SPTA1	-4.75875
C6orf113	-0.692333333333333
C7orf16	-2.9415
CHST7	0.231833333333333
C21orf29	-0.246166666666667
SEMA6D	0.480625
PCMTD1	1.69625
KIAA1754	0.201166666666667
MYCN	-1.1718125
KCNJ3	1.5075
MAPK13	1.9995
ERO1LB	0.4745
NTF3	2.06866666666667
NKX6-2	-0.431
GTF2B	0.048
GSPT1	-0.838166666666667
GUSB	0.0548333333333333
LOC221091	0.095
LIG1	-0.7315
EXTL3	-0.403166666666667
NID2	-2.69175
TTC29	-0.81125
TMEM97	-2.007
EXTL2	-0.505333333333333
SUZ12	-0.813625
IL1F8	0.01
KRT18	-0.830363636363636
MRPS16	-0.80125
PI4K2B	-0.19675
LACRT	0.711
OR51F2	0.1505
JMJD2C	0.035375
KGFLP1	2.89475
CDK5RAP3	-0.1003
YTHDF2	0.595666666666667
GGCX	0.000624999999999987
ARPC4	0.13725
EGLN2	0.702833333333333
KBTBD4	0.653571428571429
ROBO3	0.971
DEFB118	0.527
KIAA1543	1.6665
RTCD1	-1.13883333333333
MZF1	0.8605
C18orf26	-0.496
CNIH4	-1.54716666666667
ZFP2	3.21783333333333
HTATSF1	0.2315
WFDC2	2.16825
NDUFA7	-0.8205
TTC22	1.37533333333333
FAM40B	-3.740125
DCPS	-0.851
SH2D1B	-1.1982
MRGPRE	0.3205
SBK1	-0.74025
UNQ6411	0.1305
OSBPL9	-0.2165
NUP107	-0.70725
MYOZ3	-0.1599
PDE4B	1.62158333333333
FAM113A	-0.0775
IDH3G	-0.0806666666666667
FBXL7	-0.095375
ARFGAP3	0.24775
MAPRE2	-0.234
IL1RN	-2.363
KIF13A	-0.31525
RAC3	-0.663
TCTE1	0.274
TMEM14B	-1.0935
ADIPOR1	-0.3825
GRINA	0.5985
CLIP4	1.70275
LRIT2	0.0615
TFPI	-2.19828571428571
FABP6	-2.2025
SLITRK2	0.0551
HKR1	1.26275
SMTN	0.455
C1orf75	-1.2145
CD209	0.1335
CYB5R2	1.448
DNTTIP2	-0.169166666666667
CSGlcA-T	0.570875
GABRB3	-1.89
PCBD1	0.0841666666666667
TAF3	0.251833333333333
HOXD3	-0.176166666666667
GIPC3	-0.455666666666667
P11	0.6733
BFSP1	-0.35525
LCP2	0.179
TAS2R8	-0.382
SEZ6L	0.093625
NR2C1	-0.887375
EXDL2	0.9445
TNFRSF13B	-1.7195
MKI67	-4.028
GLS	-0.06125
C7orf54	-0.7022
LGALS13	0.390166666666667
IL4R	1.55125
SEC11A	-0.536
SPP2	0.187166666666667
C18orf32	0.1105
CLSPN	-3.5155
SPAG1	-0.427
C9orf82	0.054
TM4SF1	0.668083333333333
EMILIN2	1.672
SMG7	0.0748333333333333
TAS2R13	-0.099
ZNF628	0.2465
DZIP1L	0.340333333333333
ANKRD13A	-0.1314
VASP	-0.71925
ZCCHC11	-0.59275
SYPL1	0.39625
MGC34774	0.5995
C4orf28	0.905
KIAA1211	-1.00475
RPS27L	-0.4985
TATDN3	-0.8
PDCD1	0.04925
OR5P2	0.6365
IFIT1L	0.142
MIPOL1	0.23375
OR51D1	0.629
C1orf92	-0.9
LAMP2	0.257833333333333
CAT	0.889333333333333
C16orf80	-0.0655
C15orf32	-0.4145
ZNF746	-0.08125
C1orf76	-0.857
ATXN1	-0.02
LAMC2	2.962375
SLC2A7	0.472
CPOX	-1.457
APH1B	0.193833333333333
LOC442245	0.159
CTNND1	1.24533333333333
GABRG2	-0.979625
MADCAM1	-0.0843333333333334
F5	-3.961375
SEMA4F	-0.467666666666667
NUDCD3	0.1125
PDZD11	-0.6705
TRIML1	0.0265
GCNT3	-2.94033333333333
TMEM120A	0.49025
CNDP1	0.429
N4BP1	0.153125
SLC35F2	-1.722
LCP1	-1.07608333333333
IGBP1	0.3525
DCAKD	1.436875
ELA2A	-0.5965
C12orf56	-2.011875
PITRM1	0.284857142857143
GUK1	-0.266833333333333
RASSF8	-1.318875
OR2A14	0.476
ADM	-1.71888888888889
FGD3	0.499166666666667
GHRHR	-0.3225
RHPN2	0.107
C4orf39	2.088
VPS72	-0.0845
SERF2	0.547722222222222
CD22	2.03816666666667
CD47	0.7125
PPIC	-0.192333333333333
IMPDH1	-0.614916666666667
ACP6	0.342666666666667
PRKACA	0.31475
PPP1R1A	2.762125
TRPV3	-0.35925
ASXL1	-0.08975
C17orf55	-1.08416666666667
FXYD1	1.874
LMOD2	0.257
ANKRD33	0.0545
LCE2C	0.00687499999999996
ZNF620	-0.442
DKFZP566E164	-1.3105
VSIG2	3.07425
KIAA1128	1.3605
USO1	0.245333333333333
NUDT4	-0.258785714285714
CLDN1	-0.698
OR4Q3	0.4495
FASTK	-0.0371666666666667
ICOS	-0.0243333333333333
LDB1	0.59375
GSTA5	-0.2345
ABCC1	-2.13083333333333
FAM54A	-4.47525
PCBP2	0.493666666666667
NUP205	-1.36575
ACTA1	-1.54916666666667
GABBR2	-1.3125
PIP5K1B	1.12016666666667
AGXT	-2.5025
RNF181	-0.3215
ATP8A2	-1.58225
AFTPH	0.887625
FGF21	-0.18
FCER1G	1.353375
SNTB1	-0.349
SLC24A3	1.25
TXNL4B	-0.2509
RPL10L	0.525666666666667
LOC389517	0.05715
TSGA13	1.0625
SHOX2	-2.10033333333333
ITGA7	0.4668
KCNIP2	0.6535
KLF13	-0.0936
ZFAND2A	-0.786
CEACAM1	1.09892857142857
PFKFB4	-2.611
MED19	0.022
LRRC57	0.167833333333333
RNF11	0.63425
ANKRD32	-2.91775
P117	-0.12025
OBFC2A	-0.346
POLD3	-0.956416666666667
RAB18	1.144625
TPH2	-0.749666666666667
PHB	0.0754
JDP2	0.902
MORF4L1	0.3024
POU2F1	-0.584
CNNM2	-0.83075
LOXHD1	-0.0271666666666667
ZC3H15	-0.4005
ELK3	-0.483
FAM111B	-3.60375
CBLC	2.63
SBNO1	-0.24125
ANKMY2	0.1175
PLEKHA5	0.5165
DHX58	0.9185
ARCN1	0.0858333333333333
TREML1	0.7637
KNCN	-1.557
SEC24A	-1.185625
PSCA	-0.547
MGC24125	0.7575
DNA2L	-2.45025
CIB4	0.891375
HIGD2A	-0.737
TBX6	0.4235
TTLL5	-0.488666666666667
SGK3	1.666
GCN1L1	-0.18875
AMOT	1.1454
LDOC1	0.565166666666667
NRK	-0.00933333333333332
ASB9	-2.87675
NAT1	1.083
TRAFD1	1.28475
PEAR1	0.999333333333333
FAM36A	-0.24625
OR1S2	0.015
LOC388323	-2.102
PGS1	-0.0445
LEPREL1	-1.134
TFF1	-2.39841666666667
HAP1	-0.209
EPHB2	-1.5255
ACTG1	0.248666666666667
ZFP42	-1.40783333333333
HAVCR2	-0.5797
NME1	-0.72
SNX26	0.454083333333333
LACTB	-0.709
ZKSCAN2	-0.764
C5orf35	0.3625
ANKS3	0.12425
RBM28	-1.21375
DKFZP586P0123	-0.33775
HNRNPA1	0.286166666666667
BCAS3	-0.97425
FLJ20184	0.285
POLA2	-1.54233333333333
TMC7	-1.78033333333333
HSD17B6	-1.764
ZNF658B	0.823166666666666
TTTY10	-0.707333333333333
RANBP9	-0.611166666666667
CPNE7	-1.65216666666667
EVL	0.165176470588235
LNX1	0.704416666666667
IFNA21	0.960166666666667
CFD	3.4975
PYCARD	0.144333333333333
MYBPC2	-0.1555
ENPP3	-2.41016666666667
ACSL4	-1.15925
LOC440258	0.193833333333333
TMEM176B	3.264
SOX2	-5.457875
SCO1	-0.642833333333333
COMT	0.771
AOC2	-0.19325
PDLIM5	1.55978571428571
SPHK2	0.410333333333333
NXPH2	2.0775
GPR108	1.04566666666667
RAD51L1	0.135833333333333
TMEM54	0.13425
LETMD1	0.0872222222222222
SLC6A17	0.09025
KRT75	0.08
STT3B	-1.09116666666667
CD3EAP	-0.8515
TMEM63A	1.08625
DUSP13	-2.876
CD1C	-0.557833333333333
LASS2	-0.2825
AVP	0.285
PITPNM1	-1.054
FLJ22795	-0.967
MCTP1	-1.80025
TRIM68	0.766666666666667
UCK2	-0.767666666666667
ABHD1	0.76775
FAM50A	-0.877
RNASEH1	-1.1375
PCP2	1.8505
OR52H1	0.4545
C20orf149	-0.289
RBP5	-0.296166666666667
HYAL3	-1.59675
CLPB	-1.34775
SMNDC1	-0.2515
DONSON	-3.19283333333333
FLJ27523	0.2245
BARHL2	0.025
SLC30A9	0.200166666666667
TMPRSS11B	1.188
E2F8	-2.63616666666667
CCDC25	-0.32225
C14orf48	-0.0644
C20orf116	0.19125
TSPAN11	0.9945
YIF1B	-1.01983333333333
FAM12B	0.1285
OR1L6	0.0845
HPN	0.0044
NBN	-0.3005
C14orf94	0.178833333333333
OCLM	0.057
ZSCAN18	1.9719
L3MBTL	-0.161
TSTA3	0.273166666666667
RAC1	0.084625
C19orf15	0.203833333333333
NFE2	-4.99625
KLK14	0.4565
ARSF	0.405
MAST2	0.0503333333333333
AMICA1	2.198
GTF2A1	-1.07025
ATP1A3	0.65875
TC2N	3.0324
PNKP	-0.0695
ODZ2	3.111625
MATR3	0.336375
S100P	-4.614375
KRT82	0.419
CA13	0.7315
PROZ	-2.696
AASDH	0.18325
C19orf40	-1.37533333333333
DCK	-1.40007692307692
FAM5C	-0.03775
SLC6A4	-2.724
MID1IP1	-0.7645
TESSP5	1.886
TMOD4	-0.138666666666667
DOCK2	-0.862333333333333
TUG1	0.38375
NUP214	-0.706
DPYSL2	0.2755
GOLM1	0.841333333333333
MPFL	0.4215
SOX13	0.1915
SDCCAG8	0.8241
KEL	-1.49066666666667
NUP210L	-3.139
GK	-1.771625
DNAJB1	0.11175
ALPK3	-0.0495
CHID1	0.549
CYLC2	0.620166666666667
IKZF5	0.0435
C8orf51	-0.633333333333333
PPM1J	0.74675
GIMAP8	3.62533333333333
GPR101	-0.00649999999999999
NR2F1	0.6145
ACAD8	0.53075
RBM35A	0.18575
GNAI2	0.108666666666667
METTL8	-1.03816666666667
SLC39A7	-1.8105
FBXO8	0.98775
CAMK1	-0.24875
RFC3	-1.23175
FAM129A	1.52035714285714
ILF2	-0.81575
FGFBP3	-0.120125
NOM1	-1.17133333333333
PSMA3	-1.16575
ASCC3	-0.8158
ZYG11A	-2.174
SOX21	-2.013
LYRM1	0.689
DEFB1	3.3055
LOC91431	-2.44983333333333
OR7C2	0.5575
FAM46B	2.092375
TMEM18	0.6525
ARHGAP30	0.663666666666667
TMEM86A	1.65383333333333
EPHA2	1.273
C10orf46	-0.21655
TCHH	-1.45666666666667
C3orf30	0.443333333333333
LOC285636	-0.228833333333333
PAIP2	0.06425
CYP2U1	0.21775
C12orf34	-0.48825
SARS2	-0.173
ZCWPW1	1.115
SAMD12	0.47825
KIAA1430	0.050375
ACAT1	-0.52175
MEOX1	2.9615
ADAMDEC1	3.00375
PHKA2	-0.1865
CARD11	-0.735833333333333
CALML4	-1.2215
TSSC1	-0.2365
TMEM45A	-1.62266666666667
MPP7	1.362375
POU1F1	1.055
SLC2A13	-1.4869
FBN2	-1.31857142857143
ZC3H7A	-0.0452
LAIR2	-2.25425
ST3GAL1	-0.385666666666667
LCT	-1.74775
GEMIN8	0.477166666666667
KLF16	0.5125
HIF3A	0.7655
FAM44A	-0.421142857142857
AQP10	-1.247
PLA2G2A	-2.2135
FOLH1	2.98366666666667
C20orf186	0.391
MAPKAP1	0.636
SPRR2D	-1.8565
UBQLN4	-0.0808333333333333
RSHL1	-0.00316666666666666
PIAS3	0.542625
MRPL24	-0.3295
GREB1	-0.752625
FAM27E3	-1.2845
NUP62CL	-1.421
NEUROG3	1.621
REEP3	0.204166666666667
MARK1	0.45825
LMBRD1	1.34275
PRPF19	-0.9485
PNMT	2.375
CTGLF1	0.686
SLC25A16	-0.68125
EIF2B3	-1.2535
RPA2	-0.15825
PAK6	1.43616666666667
CCDC26	-5.50675
SEMA3E	3.549625
MXD4	1.0144
TNFSF10	3.9963
SMARCB1	0.221666666666667
DTX3L	0.0336666666666667
PLA2G4E	0.94
PPAP2A	1.416
ULK1	-0.15
TAS1R3	-0.375
SLC2A3	-3.10118181818182
ARID3A	-2.262
GNG5	-1.26275
ACOX1	-0.3941
KIF5B	-0.20675
NUP153	-0.45625
MUC7	0.112
CSDE1	-0.268285714285714
CLPTM1	0.3825
C3orf23	-0.59075
LRRC17	0.134833333333333
TTYH3	-0.937625
ATP5B	-0.548
ELF3	1.5365
CPSF3L	0.498
ZNF665	0.51
TLR6	0.3316
GPI	-1.33325
RAD9A	-0.363625
NDST4	-3.988
AGPAT3	-0.204583333333333
MAGI3	0.8335
ADORA2A	-0.7205
CACNG7	0.4795
CAMK2D	-0.0535000000000001
CCHCR1	-0.56275
RPS27A	-0.162
OR10G7	0.292666666666667
GCM2	-0.856
FAM135B	1.2704
E2F1	-2.11475
PLCB3	0.0415
OR2AE1	0.611
COIL	0.260666666666667
CDC25C	-3.60616666666667
RAB11FIP2	0.545583333333333
TSC2	0.70525
CTGLF5	-0.2855
CCDC108	0.2787
OR13C4	0.38725
C10orf81	6.169
PTPRB	1.49125
ACP2	0.7105
LAG3	-0.65025
MRPL54	0.1555
LOC201175	0.8315
ITGB1BP3	-2.648
SPTAN1	0.222
SIPA1L2	-0.68675
RCAN2	-1.111
CDX2	-0.8935
ECOP	-0.99525
ACTR1A	-0.185785714285714
PPARG	0.3525
BBS10	1.16616666666667
TMEM44	-0.93225
BPIL2	-0.56025
CITED1	3.62275
IRF6	3.967
PRDM4	0.162833333333333
RRP9	-0.554666666666667
OR10H4	0.1185
IL31RA	-0.156
GNB1L	-1.14366666666667
MYBL2	-2.978625
ZNF407	1.25166666666667
PPIG	-0.411166666666667
TTC18	2.8495
RPSA	-0.13
MAPT	1.711625
MRE11A	-0.232714285714286
C8orf37	-0.0853333333333333
RASGEF1C	0.8315
STBD1	0.4285
CTAG2	-0.508
MGAT5B	-2.4515
ECM1	-1.472875
RLN1	-0.0605
PARP14	-0.1535625
EPB41L1	0.6517
HOXA3	1.31525
MAGEA9	-6.20333333333333
RPS8	0.575666666666667
RPS19BP1	0.3555
FOXJ2	0.637125
C10orf76	0.721875
IL17RE	0.799
C10orf65	-0.7385
ZNF343	0.283333333333333
FBXO33	-0.43375
UHMK1	0.7116
LY6G6C	-0.46425
FGF19	-2.16275
C14orf128	1.066
IFIT2	0.53
TIGD1	-0.289
S100G	0.301
GUCY1B3	1.925
NR3C1	0.3973
CORO1B	0.526833333333333
PARP11	0.000916666666666672
DNALI1	3.1295
OR4N4	0.493375
MAP2K6	1.18033333333333
FSTL4	-0.9105
ANKRD47	1.47925
TMEM171	-1.885
PNLIP	0.148666666666667
YY1	0.0741666666666667
CCDC138	-1.85783333333333
AASDHPPT	-0.7276
CKS1B	-1.2166
MCM3	-1.239
ANAPC7	0.0185
FAM110A	1.1395
CDC37L1	1.36666666666667
THTPA	0.62375
NBPF20	-1.2535
WDR24	-0.30675
NPTX2	-4.8075
CBLB	1.0435
CETN1	0.0736666666666667
RPUSD1	-0.24075
FAF1	-0.352
CDK6	-1.598
HMX2	0.8525
CSK	-0.339166666666667
TEAD2	0.846
SNAP25	1.40625
TUFT1	-0.1545
TMTC3	-0.185166666666667
LCK	-1.66225
SGOL1	-3.22616666666667
AKTIP	1.4255
FURIN	0.478125
SOX12	-0.835333333333333
DEFB103A	-0.70925
RAMP1	-1.46975
KIR3DX1	-1.9365
GAS2L3	-1.9725
PDE8A	-1.3842
EDN3	6.58825
GMIP	0.145
SF3A2	1.09225
FN3KRP	0.5535
SMAD7	0.74225
RHBDD2	0.08375
OR11H6	0.4875
PPP1R3B	1.3483
C9orf23	0.092
CADPS	-2.29475
GOLGA8A	-0.43675
TMEM57	-0.105166666666667
RGL3	0.093
S100A14	1.01325
FGFR2	2.5390625
XRCC3	-0.8575
RTN4RL2	0.49375
MGC3771	0.0805
GH2	0.400166666666667
BTBD2	0.47175
LMO2	0.5335
RDBP	-0.5935
ACRBP	-2.44225
AMY2A	3.24875
DUOXA1	1.486
PTK7	1.31883333333333
TWF2	0.0511666666666667
FAM80A	-2.304
TNNI2	-0.799333333333333
GLT25D1	-0.6535
OCC-1	-2.594
CYC1	-0.859
RPL22	0.608636363636364
MORN3	0.3885
DISP1	0.7135
PRB2	0.922
CHUK	-0.13075
HR	0.801625
CCDC134	-0.576
DENND4B	-0.67075
C14orf130	-0.400125
RAB33A	-2.64575
DCST2	0.1225
TNMD	1.259
PEX7	0.775
FAM62A	-0.258
SRD5A2L	-0.40725
IL22	0.13575
RPS26	-2.6035
HOXC5	0.239
SPATA6	0.88225
FLJ38482	0.13
ZNF234	0.706
C18orf22	0.745
SPATA22	0.919
THOC1	-0.211
CYP7B1	3.30875
KCNC3	0.76525
C8orf42	0.392
ALDH1B1	-0.537
CCDC100	0.1811
ARMC4	-1.69775
FAM18B2	0.0322499999999999
SLC44A1	0.22625
FBXO17	-0.858833333333333
C6orf107	-1.066
C19orf29	0.10275
ZC3HAV1L	0.086
PARP6	0.2421
SULT2A1	-5.096
C1orf159	-0.0335
TMC1	0.49975
CHST14	0.499
GAMT	-0.217333333333333
SMCP	1.28483333333333
TSPAN33	1.07116666666667
MIDN	-0.620875
NOX4	-1.49575
RNASEN	-0.5523
TBX1	-0.360666666666667
SALL2	0.5445
C10orf35	1.49975
CYP2E1	-0.384375
LRFN2	-0.373166666666667
ACO1	-0.878833333333333
IQCG	1.4095
MEGF9	1.274
TM7SF4	1.46575
PLEKHA1	0.3652
STK33	-2.86125
C1orf210	1.959
SNUPN	0.2019
KIAA0406	-0.281
C20orf29	-0.312
TMEM55B	0.0205
OSTM1	-1.7150625
CLCN7	-0.3765
OTP	-0.1965
FLJ23049	-1.0895
HEATR4	0.6905
MAP3K10	0.873
PCDHGA9	0.356
AMDHD2	-0.2235
LCTL	-2.1365
PDCD2L	-1.099
CABLES2	-0.704
SLC5A9	-0.99175
CLCA2	-0.6685
MGC16025	-1.4695
STRAP	-1.178
C20orf196	0.2795
RRBP1	-0.171666666666667
NAT13	-0.89225
MAT2B	0.8855
CSNK1D	-1.36066666666667
KIR3DL1	0.17625
PRKAG3	0.0565
ZNF599	0.6115
PRM3	1.155
PER2	2.37133333333333
ASPHD1	-1.5885
PRMT6	-0.5855
KCNE1L	0.00157142857142856
FAM118A	-0.822833333333333
TAF4	-0.92325
NDUFB6	-1.03675
TRIM9	-0.216416666666667
PMFBP1	-1.3945
KY	1.727
DKFZp762E1312	-4.26909090909091
CSMD1	-0.471
TBP	-0.228
OR1Q1	0.5145
RETNLB	-0.03525
HPGD	-0.147142857142857
DNAJC12	0.183666666666667
FKBP1B	-0.791
ANKRD24	-0.0921666666666667
CXXC5	0.0116666666666667
IL3	-0.06125
DRAM	0.6045
PTCH1	-0.02175
TP53BP1	0.13525
SLC17A7	0.58025
COL25A1	-1.0172
AMACR	-0.423833333333333
RHCG	0.5675
VPS13A	-0.208583333333333
FAM55D	1.9225
PRPF38B	0.193166666666667
OSBPL6	-1.74175
PFDN5	0.8118
CMTM6	0.698625
KCNK12	-1.6445
RP2	-0.049
C16orf52	-1.03475
PICK1	1.071
IFNE1	0.188166666666667
SEMA4B	1.36625
TYRO3	-2.10425
OR12D2	-0.439
CSNK1A1	0.6934
FANCF	1.018
LONP2	0.1415
TBL1Y	-1.5
LDOC1L	0.357
CCNC	-0.0545
C3orf60	-0.80875
CHKA	0.32725
UBAP1	0.552
MAP3K1	1.2375
ANKRD9	-0.90625
FAM92A1	-1.62566666666667
GAB2	0.678125
AZU1	0.3665
DIS3	-0.308583333333333
C21orf109	-1.32975
IQCB1	0.074
SPATS2	-0.7495
EFCAB3	-0.1135
PRB3	0.203875
FUZ	0.2495
ZNF813	0.337625
BMPER	-0.279
HEG1	-0.365125
ALS2CR11	-1.06175
SURF2	-0.392
PSMC1	-0.266083333333333
OR2D2	0.7575
SLC7A8	1.89116666666667
C4orf40	0.1545
SPATA7	0.38225
MAZ	-1.10491666666667
PIN4	0.624
PDE1A	-0.667375
TAF6L	-0.110666666666667
OR2T34	0.2385
KIAA0284	0.9415
ACADS	0.622454545454545
MKRN2	-0.4165
C18orf56	-3.2745
MS4A6E	0.6745
GALNT4	0.2005
C22orf31	1.127
FLJ36070	1.3415
PSME4	-0.15775
TFG	-0.2055
EPHX2	1.92675
ANXA5	-0.15225
KRTAP1-1	1.0878
BATF	2.29575
KARS	-0.30475
MSTP9	2.576
GPR26	-0.488375
CCDC72	-0.4105
TEF	1.481
FOXK1	-0.00079999999999999
PRLHR	0.6155
EMX1	0.202
C11orf30	-0.129125
ICK	0.384125
THSD7B	0.752
C21orf100	-1.8785
DUOX1	2.101
EFCAB4B	-0.44075
UBE2G2	-0.857166666666667
C3orf54	0.51875
PARP1	-1.48175
FAM60A	-0.89775
C6orf146	1.22325
OR9K2	0.1265
DDX55	-0.889666666666666
RPS15	0.205583333333333
ZNF618	1.006375
DKFZp686D0972	1.957
SSPO	-0.7625
SHFM3P1	2.0005
CPA6	-1.76875
JAG2	2.43625
DEFA3	-0.08475
PPBPL2	0.2325
CD34	4.4285
SLCO4A1	-2.576125
AFG3L1	-0.4
SHD	-1.5715
RP13-122B23.3	-0.0811666666666667
PRKCSH	-0.317333333333333
DPH5	-0.293166666666667
HLA-F	1.361625
TBC1D4	0.741
RIG	0.591833333333333
GLUD1	-0.0661666666666667
HNRPCL1	0.503125
HBXIP	-1.12025
RNF207	-0.9135
APIP	-0.82425
PLA2G3	-1.6935
CCDC84	-0.644
MYLIP	0.403615384615385
PHIP	0.19375
AARS2	-0.397666666666667
DHX32	0.599
SCAPER	0.583666666666667
MEN1	0.106714285714286
NIP7	-1.08425
FLJ25404	-0.313
FASTKD3	-1.03225
TMEM158	-1.23091666666667
RARA	1.50425
BDH1	0.653
ANKRD16	0.18575
CARM1	0.77
SS18	0.682833333333333
IKZF2	-0.5815
MYD88	0.642875
PML	0.55395
TAF1A	-1.13925
CBFB	-0.589625
HIST1H3H	-2.968
C7orf29	-1.26225
COMMD4	-0.944333333333333
DPP3	-1.0155
DAB2	0.45425
LOC388882	0.546
YPEL4	0.409
AGBL3	0.4275
LRP6	0.2666
SERPINH1	-0.699
TLE1	-0.019
CD244	0.438666666666667
ZDHHC15	0.31775
MGLL	0.5578
PLDN	0.09025
LOC654346	1.0245
FAP	0.17925
GPR37	-1.03616666666667
SCARA5	2.36333333333333
EBF4	2.063
LSM6	-0.63325
MLLT1	0.371375
SLC5A12	-0.21175
A2BP1	-1.10483333333333
COPS5	-0.0695
TPM4	-1.33171428571429
TNFSF4	-1.97316666666667
ACADSB	1.46361111111111
HERPUD1	0.75375
BCL2L11	0.0857777777777778
CEP78	-1.75775
CDCA3	-2.5865
WBSCR19	0.7405
MYO1A	-2.556
PPEF1	-1.82383333333333
LOC440348	-0.4005
CPEB2	0.167
BPTF	-0.0695
RPL21	-0.099875
GSX2	0.106
ADPRH	0.577166666666667
C17orf68	-0.0251666666666667
KCNS1	0.9905
MLLT6	0.7617
PIWIL4	2.2435
RNF26	-0.73575
RAP1B	0.0085
ADAMTS1	-0.1749
ZNF571	1.187
P2RY6	-1.88525
TRIM21	0.660166666666667
CADM3	-0.4455
NLRC5	0.548166666666667
ADRA2B	0.234
LOC90835	-0.07475
PCF11	-0.261
LOC400451	1.43125
GLTSCR1	1.0427
C17orf88	-0.9145
CDH16	0.369
FGF7	2.501625
PCSK4	-0.227166666666667
