Hybridization REF	TCGA-AR-A0TU-01A-31R-A109-07
DAG1	-0.27475
OR4D2	0.4615
C21orf81	-2.20725
PLOD2	-0.621166666666667
TTC27	-0.773
TSPAN2	-0.391666666666667
PI3	-0.68725
ZFAND6	0.086
C6orf57	0.47
NUF2	0.301
ARID2	-1.3245
RCC1	0.476
CD86	1.67233333333333
FAM91A1	0.37025
CALM2	0.392666666666667
GYG2	0.84725
PARS2	0.962333333333333
INTS12	0.61875
CTSF	-0.469
BNIPL	0.20525
GNA13	-0.383875
HUNK	0.05025
ZBTB4	0.569625
B4GALT4	-0.107125
CHD1L	-0.387875
MSTO1	-0.089
FUT8	0.797076923076923
AGA	0.5365
TRMT11	1.67533333333333
WWP1	0.308666666666667
B9D2	-0.891666666666667
STAT1	2.63975
PTTG1	-0.237166666666667
TMEM62	0.74475
SSBP2	-0.978
MRFAP1	-0.378666666666667
NME4	-0.3015
LOC55565	0.900833333333333
DLL4	1.632
MYOCD	0.0855
HTR3D	-0.051
C9orf156	0.64575
CHMP4C	2.36383333333333
PROCA1	-2.41525
GCDH	0.5055
APOF	-2.35033333333333
WEE1	-0.065
SSR4	-0.069
RGS1	6.78525
ACCN4	-1.58466666666667
FLJ20489	0.217375
ZNF215	-3.0155
AGPAT6	0.3505
PDE7B	-0.5325
BBX	-0.589375
MS4A3	-3.20633333333333
OR4A16	0.3115
EFEMP1	1.679625
TULP2	-0.396166666666667
RERE	0.38825
BNC1	-2.51225
PIGB	-0.5405
COMMD8	0.27275
TRIP11	0.13
FLJ40142	-0.92325
PCDHB6	-0.23925
FKBP8	0.0148333333333333
FLJ12716	0.1228
POT1	0.2115
KIAA1109	0.203428571428571
PTPRC	1.30941666666667
UNQ9391	0.5515
CCT7	-0.42
EEF1A2	-3.908
MIPEP	-0.06375
ZFX	0.3102
UCHL3	0.55625
LOC388419	-0.0775
GSG1L	-0.302
RAB24	-0.644
SLA2	0.5045
SDS	1.23183333333333
LYPLA3	-0.51
CASQ1	-0.105
SLC25A40	-0.1175
IRAK1BP1	2.29575
ACOT6	0.544
COL9A3	-4.41125
ASB11	-0.043
C2orf18	0.0815
FOXD2	-0.619
C6orf211	-1.06125
OR8G1	-0.180166666666667
MDGA1	-0.16275
ADARB1	0.171
GGT1	-1.7315
WNT1	0.2672
DBP	-0.64975
COL5A3	0.33925
RHOD	-0.2995
COL4A2	1.80075
LOC201164	0.5795
HEBP1	-0.21025
LUM	-0.967333333333333
ZCCHC6	0.63475
PAGE1	-3.22533333333333
DTX2	0.6085
SLC7A13	0.4005
H3F3A	0.799714285714286
RABIF	0.51125
D4S234E	-2.7575
DYRK3	0.128833333333333
PFAS	-0.1545
ALOXE3	-0.155
RPLP0	-0.225214285714286
RBM34	1.41666666666667
C12orf28	1.6795
U2AF2	-0.791
MKNK2	-0.4229375
SEC16A	0.374416666666667
ZNF44	-0.2744
YWHAG	0.434
IGF2BP2	-2.0125
OR1D5	0.2175
SIX6	-2.4685
CCR6	-0.694
PALM	-1.19
PUM2	-0.329142857142857
SPRYD5	-1.5945
ALG10B	-1.058625
ZNF365	0.77825
PHC1	0.253
KIAA0913	-0.073
ARX	-0.096375
PPP3CB	0.181833333333333
IRX6	0.0511
ANGPTL4	0.6756
LSM14B	-0.0293
PCDHGB7	-0.16
INSM1	-0.78175
WBP2NL	-0.182
ZNF493	0.0821875
NGEF	-4.40725
RNASE13	0.1155
SPPL2A	-1.25916666666667
SFXN1	-0.051375
FAM102A	0.564625
SAPS2	-0.310166666666667
JTV1	-1.0185
OR51B4	-0.427
SCGB1A1	-0.0273333333333333
NEUROD2	0.125875
tAKR	-0.1055
C1orf26	0.2675
RICH2	2.15425
TEDDM1	-0.000249999999999993
CYP2S1	-0.647
TBCE	0.665666666666667
MAPK1	-0.578
HDHD1A	-0.70875
MRM1	-0.84975
ATP9A	-0.782571428571428
HSD17B3	-0.222166666666667
HN1L	-0.45775
RNF216	-0.587
HOXD12	0.2315
PPP1R14B	1.474125
SBF1	-1.04025
TAS2R42	-1.305
USP46	1.577
LILRB3	3.14016666666667
SPI1	1.465
OXSM	0.40525
GYS2	0.553833333333333
NUPL2	0.35075
C8orf46	4.05575
SF3A1	-0.47455
C21orf99	0.31575
HOXB4	0.2375
YRDC	1.0175
GPRC5D	0.201
BLVRA	-1.86275
KIF12	0.659
LRRC23	0.573
FAM14A	-0.9345
RASL12	0.39
DAZAP2	-0.092
IKBKB	0.234928571428571
ZNF271	0.721333333333333
BOK	0.33225
CXorf6	-0.2305
MYEOV	-1.73
BTN2A2	0.4873
FRG1	1.18575
HSP90AB6P	-0.35575
ENOX1	0.536833333333333
ZNF706	0.0636
DOK1	-0.3448
PGAP1	-1.32225
TMEM136	-1.195
FSCN1	-0.30975
KIF17	0.6345
TRIM66	0.044
CBR3	2.73783333333333
C13orf24	0.119666666666667
C19orf52	0.95425
BNIP1	1.41675
AQP3	-1.938
KRT6C	-0.0683333333333333
SIRPA	0.072
IGFBP6	-2.48333333333333
PLEKHK1	1.927375
RNASE7	0.0715
ARHGEF15	0.29925
NPHS2	0.48475
SRD5A1	0.1995
REXO4	-0.19725
EEF1DP3	-0.7215
SLC37A2	0.166
ZNF142	1.64525
ANKHD1	-1.303
MUT	-0.594
VPS37A	1.0245
GPRIN1	1.5995
SLC38A3	-0.8375
BAZ2B	0.1505
WDR87	-0.0175
BRD7	0.49375
POU6F2	-0.316
NISCH	-0.608
TCEB1	0.255
LINGO2	-1.922
TAX1BP3	0.76675
RPL34	0.568166666666667
MARK2	0.964166666666667
AKAP12	-4.0816
AMBN	0.3325
SLC25A27	-0.2085
FLJ21865	-0.040625
KIR2DS2	0.625166666666667
WDR77	-0.29625
ATF2	-0.391583333333333
ITFG3	-0.0376666666666667
SLC39A13	0.661
ARL6IP5	0.515625
C10orf137	-0.104875
QTRT1	1.01166666666667
CCNT1	-0.37225
DYNLL1	0.8739
WDR53	0.34625
LIPG	1.14833333333333
ASAH3	0.194
HELB	0.5645
PHACTR2	-0.175875
VENTX	-0.16575
LAD1	2.20716666666667
PAOX	1.10675
MAPK8	0.349
CCDC38	0.286
DNAJC8	0.3077
RBBP8	0.66125
WNT11	-0.7094
KCNJ12	-1.9465
HDAC8	0.238
STARD4	-1.71675
ACVR1	-0.664666666666667
C14orf65	0.758083333333333
KLB	-1.273
C1orf65	0.33225
ZFYVE28	-0.9345
NSUN6	2.64475
KIF27	0.9525
SYTL2	-2.93033333333333
UBXD2	0.0536
OR6T1	0.0335
CCDC91	0.751642857142857
GRID2	0.372
CALN1	-0.53
ZNF423	-1.243
PSMB4	0.7665
XPNPEP3	0.202666666666667
ARPP-21	-2.9544
SART1	0.33775
RACGAP1P	0.3725
SPTA1	-4.3875
C6orf113	0.0671666666666667
C7orf16	-1.96875
CHST7	-1.56233333333333
C21orf29	-0.5965
SEMA6D	-1.03125
PCMTD1	1.2565625
KIAA1754	-0.394333333333333
MYCN	0.062375
KCNJ3	-0.95625
MAPK13	1.3446
ERO1LB	-0.50225
NTF3	-1.69566666666667
NKX6-2	-0.62575
GTF2B	0.881
GSPT1	-0.973
GUSB	-0.0908333333333333
LOC221091	-2.663
LIG1	-1.0215
EXTL3	-0.331666666666667
NID2	-2.11725
TTC29	-0.3975
TMEM97	-0.22075
EXTL2	-0.759
SUZ12	0.10875
IL1F8	0.324
KRT18	-2.28781818181818
MRPS16	-0.051
PI4K2B	0.0245
LACRT	-0.1255
OR51F2	0.473
JMJD2C	-0.385125
KGFLP1	0.6165
CDK5RAP3	-1.1338
YTHDF2	1.6555
GGCX	0.021125
ARPC4	0.7475
EGLN2	-0.271333333333333
KBTBD4	0.532428571428571
ROBO3	0.0535
DEFB118	-0.0985
KIAA1543	1.523
RTCD1	0.293833333333333
MZF1	-1.60975
C18orf26	0.03
CNIH4	0.556333333333333
ZFP2	4.0655
HTATSF1	0.87475
WFDC2	-0.222625
NDUFA7	0.2785
TTC22	0.659833333333333
FAM40B	-2.450125
DCPS	-0.1645
SH2D1B	-0.105833333333333
MRGPRE	0.195
SBK1	1.4525
UNQ6411	0.4075
OSBPL9	-0.81975
NUP107	-0.425
MYOZ3	-0.4172
PDE4B	2.00825
FAM113A	-0.31
IDH3G	-0.1575
FBXL7	-0.479625
ARFGAP3	0.14125
MAPRE2	0.421307692307692
IL1RN	0.263
KIF13A	0.59
RAC3	0.732
TCTE1	-0.362
TMEM14B	-1.33266666666667
ADIPOR1	0.174
GRINA	0.745
CLIP4	-0.1175
LRIT2	0.145
TFPI	-3.08085714285714
FABP6	-1.4485
SLITRK2	0.0193
HKR1	-0.57025
SMTN	-0.47425
C1orf75	2.09725
CD209	0.578875
CYB5R2	3.4465
DNTTIP2	0.8315
CSGlcA-T	0.863125
GABRB3	2.4225
PCBD1	-0.3335
TAF3	0.948583333333333
HOXD3	-1.08283333333333
GIPC3	-0.460333333333333
P11	0.03
BFSP1	1.45825
LCP2	1.043
TAS2R8	0.2555
SEZ6L	-1.049
NR2C1	-0.79425
EXDL2	0.4654
TNFRSF13B	-1.74316666666667
MKI67	-0.55525
GLS	-0.0630833333333334
C7orf54	-0.4296
LGALS13	0.0916666666666667
IL4R	-1.0705
SEC11A	-1.48466666666667
SPP2	0.189666666666667
C18orf32	0.5355
CLSPN	0.000500000000000003
SPAG1	0.782
C9orf82	0.01275
TM4SF1	1.38775
EMILIN2	1.7075
SMG7	1.03816666666667
TAS2R13	0.587
ZNF628	0.0015
DZIP1L	-0.801166666666667
ANKRD13A	-0.4828
VASP	-0.293875
ZCCHC11	0.376125
SYPL1	-0.1725
MGC34774	0.1645
C4orf28	1.109625
KIAA1211	0.91775
RPS27L	-0.723
TATDN3	0.3425
PDCD1	1.717
OR5P2	0.921
IFIT1L	0.4405
MIPOL1	1.68175
OR51D1	0.341
C1orf92	-0.283
LAMP2	0.938666666666667
CAT	0.584833333333333
C16orf80	-0.01625
C15orf32	-0.21
ZNF746	0.7765
C1orf76	-0.8555
ATXN1	-0.78825
LAMC2	0.882
SLC2A7	-0.3185
CPOX	-1.149
APH1B	-0.716166666666667
LOC442245	-0.97
CTNND1	0.347277777777778
GABRG2	-0.3355
MADCAM1	0.564833333333333
F5	-2.369375
SEMA4F	-0.147833333333333
NUDCD3	-0.421125
PDZD11	0.05
TRIML1	-0.0845
GCNT3	-2.068
TMEM120A	0.427
CNDP1	0.3055
N4BP1	0.323625
SLC35F2	0.695125
LCP1	-0.5055
IGBP1	-0.3577
DCAKD	0.9085
ELA2A	-0.4855
C12orf56	-1.65175
PITRM1	1.50078571428571
GUK1	0.516833333333333
RASSF8	-0.642125
OR2A14	0.54975
ADM	-1.366
FGD3	0.586666666666667
GHRHR	0.235833333333333
RHPN2	-0.4905
C4orf39	0.862833333333333
VPS72	0.5705
SERF2	0.532833333333333
CD22	-0.071
CD47	1.2372
PPIC	-0.5385
IMPDH1	0.291833333333333
ACP6	0.497
PRKACA	0.05
PPP1R1A	-1.273125
TRPV3	0.142
ASXL1	-0.169125
C17orf55	-0.655
FXYD1	-1.069
LMOD2	-0.034
ANKRD33	0.173
LCE2C	0.027125
ZNF620	0.0565
DKFZP566E164	-0.6195
VSIG2	-0.2795
KIAA1128	1.27125
USO1	0.239666666666667
NUDT4	-0.539857142857143
CLDN1	-1.62557142857143
OR4Q3	0.244
FASTK	0.611166666666667
ICOS	2.58333333333333
LDB1	0.0155
GSTA5	-1.82875
ABCC1	-0.536333333333333
FAM54A	0.755
PCBP2	-0.896
NUP205	-0.973
ACTA1	-2.11266666666667
GABBR2	0.7025
PIP5K1B	-1.144
AGXT	-2.21466666666667
RNF181	-0.767
ATP8A2	-0.08225
AFTPH	0.9546875
FGF21	0.25425
FCER1G	2.13175
SNTB1	-0.93
SLC24A3	0.06325
TXNL4B	0.3518
RPL10L	-0.490333333333333
LOC389517	-0.4216
TSGA13	0.037
SHOX2	-0.68
ITGA7	-0.9825
KCNIP2	-0.360166666666667
KLF13	-0.1696
ZFAND2A	-0.67925
CEACAM1	-0.820071428571429
PFKFB4	-2.4285
MED19	0.96375
LRRC57	0.764333333333333
RNF11	-0.072
ANKRD32	-1.89975
P117	0.50925
OBFC2A	-0.199333333333333
POLD3	0.883083333333333
RAB18	1.185875
TPH2	-0.137666666666667
PHB	-0.4292
JDP2	1.28933333333333
MORF4L1	-0.5316
POU2F1	-0.8155
CNNM2	-0.7085
LOXHD1	0.289833333333333
ZC3H15	-0.36375
ELK3	-0.220333333333333
FAM111B	0.72675
CBLC	3.3865
SBNO1	0.13425
ANKMY2	-0.9325
PLEKHA5	0.24775
DHX58	1.66516666666667
ARCN1	-0.0465
TREML1	0.2076
KNCN	0.2485
SEC24A	-0.902875
PSCA	-0.856
MGC24125	0.303833333333333
DNA2L	-0.231
CIB4	1.2725
HIGD2A	0.162166666666667
TBX6	-0.22
TTLL5	-0.515666666666667
SGK3	1.91633333333333
GCN1L1	-0.338
AMOT	0.8206
LDOC1	0.9955
NRK	0.095
ASB9	-2.24425
NAT1	-1.6302
TRAFD1	-0.10375
PEAR1	-0.0981666666666666
FAM36A	0.0215
OR1S2	0.714833333333333
LOC388323	-1.788
PGS1	-0.376166666666667
LEPREL1	-4.11325
TFF1	-4.76966666666667
HAP1	0.113
EPHB2	-0.7965
ACTG1	0.8705
ZFP42	-1.09683333333333
HAVCR2	1.1962
NME1	-0.2495
SNX26	-0.105833333333333
LACTB	0.477666666666667
ZKSCAN2	0.366125
C5orf35	-1.733
ANKS3	-0.4545
RBM28	0.52675
DKFZP586P0123	0.06125
HNRNPA1	0.235666666666667
BCAS3	-2.11008333333333
FLJ20184	0.009
POLA2	-0.189833333333333
TMC7	-0.0223333333333333
HSD17B6	0.813
ZNF658B	1.30133333333333
TTTY10	-0.212666666666667
RANBP9	0.662166666666667
CPNE7	0.620666666666667
EVL	-0.193058823529412
LNX1	0.831833333333333
IFNA21	0.0325
CFD	-0.472
PYCARD	0.152333333333333
MYBPC2	-1.299
ENPP3	-2.449
ACSL4	-0.95625
LOC440258	-1.46966666666667
TMEM176B	2.68983333333333
SOX2	-4.8475
SCO1	0.0795
COMT	-0.704
AOC2	0.453
PDLIM5	1.13071428571429
SPHK2	-0.184833333333333
NXPH2	0.4425
GPR108	0.4955
RAD51L1	-0.0638333333333333
TMEM54	2.014
LETMD1	-0.568555555555555
SLC6A17	-0.116
KRT75	-0.1125
STT3B	0.123833333333333
CD3EAP	0.504833333333333
TMEM63A	0.1375
DUSP13	-2.8015
CD1C	-0.182
LASS2	0.426666666666667
AVP	-0.3745
PITPNM1	-2.0225
FLJ22795	0.009
MCTP1	-2.008
TRIM68	-0.2295
UCK2	0.823333333333333
ABHD1	-0.59975
FAM50A	-0.22525
RNASEH1	0.964833333333333
PCP2	-0.347666666666667
OR52H1	0.4435
C20orf149	-0.82675
RBP5	-0.754166666666667
HYAL3	0.69175
CLPB	-0.551
SMNDC1	-0.61725
DONSON	0.0246666666666667
FLJ27523	0.381
BARHL2	0.140833333333333
SLC30A9	0.854666666666667
TMPRSS11B	0.21875
E2F8	0.272333333333333
CCDC25	-0.121416666666667
C14orf48	-0.414666666666667
C20orf116	0.178625
TSPAN11	0.4105
YIF1B	-0.981833333333333
FAM12B	0.6535
OR1L6	0.4365
HPN	-3.1859
NBN	1.468875
C14orf94	0.903166666666667
OCLM	0.0245
ZSCAN18	-0.2644
L3MBTL	-0.7322
TSTA3	0.0995
RAC1	-0.802125
C19orf15	-0.07
NFE2	-5.2085
KLK14	0.201
ARSF	0.2225
MAST2	0.614833333333333
AMICA1	2.8585
GTF2A1	-0.636375
ATP1A3	-0.35525
TC2N	1.7755
PNKP	-0.51675
ODZ2	-0.61525
MATR3	-0.031375
S100P	-1.55775
KRT82	-0.1635
CA13	0.2622
PROZ	-1.522
AASDH	0.30675
C19orf40	-0.365333333333333
DCK	0.398
FAM5C	-0.1615
SLC6A4	-1.7365
MID1IP1	-0.100875
TESSP5	0.2185
TMOD4	1.038
DOCK2	-0.642166666666667
TUG1	0.39175
NUP214	-1.38775
DPYSL2	-0.426318181818182
GOLM1	2.29725
MPFL	0.1405
SOX13	1.43225
SDCCAG8	1.9541
KEL	-1.80133333333333
NUP210L	-1.98675
GK	-0.679125
DNAJB1	0.98275
ALPK3	-0.273
CHID1	0.1018
CYLC2	-0.1465
IKZF5	-0.3595
C8orf51	1.13566666666667
PPM1J	1.28575
GIMAP8	2.84883333333333
GPR101	-0.108
NR2F1	-1.875
ACAD8	-0.13875
RBM35A	1.39625
GNAI2	-0.747666666666667
METTL8	1.101
SLC39A7	-1.22325
FBXO8	-0.09275
CAMK1	-1.493
RFC3	-0.061125
FAM129A	0.0228571428571429
ILF2	1.075
FGFBP3	0.8995
NOM1	0.101666666666667
PSMA3	-0.26625
ASCC3	-0.1725
ZYG11A	1.96225
SOX21	-0.7545
LYRM1	-0.11375
DEFB1	2.1125
LOC91431	-1.15516666666667
OR7C2	1.594
FAM46B	0.228
TMEM18	-0.1065
ARHGAP30	1.50533333333333
TMEM86A	1.05433333333333
EPHA2	-0.670166666666667
C10orf46	0.1509
TCHH	-0.889333333333333
C3orf30	0.138833333333333
LOC285636	0.208
PAIP2	-1.19975
CYP2U1	0.555625
C12orf34	0.10075
SARS2	-0.654333333333333
ZCWPW1	0.5925
SAMD12	1.7455
KIAA1430	-0.001
ACAT1	-1.24725
MEOX1	0.719833333333333
ADAMDEC1	5.50725
PHKA2	-0.24225
CARD11	-1.13933333333333
CALML4	-1.0675
TSSC1	0.589
TMEM45A	-1.39688888888889
MPP7	-0.798125
POU1F1	-0.16325
SLC2A13	0.1897
FBN2	-0.859357142857143
ZC3H7A	-0.9319
LAIR2	1.83925
ST3GAL1	-0.0771666666666667
LCT	-2.25025
GEMIN8	0.3905
KLF16	0.2012
HIF3A	-0.1097
FAM44A	-0.603857142857143
AQP10	-0.8861
PLA2G2A	-1.287
FOLH1	2.83933333333333
C20orf186	-0.006
MAPKAP1	-0.708875
SPRR2D	-0.9605
UBQLN4	1.1755
RSHL1	0.262666666666667
PIAS3	0.249875
MRPL24	0.625
GREB1	-3.753625
FAM27E3	0.7975
NUP62CL	-0.08475
NEUROG3	0.0325
REEP3	1.39183333333333
MARK1	0.09975
LMBRD1	0.1765
PRPF19	0.5825
PNMT	-1.72266666666667
CTGLF1	-0.439
SLC25A16	-1.05
EIF2B3	-0.7875
RPA2	0.838
PAK6	1.48366666666667
CCDC26	-3.711
SEMA3E	-1.0745
MXD4	-0.0674
TNFSF10	2.234
SMARCB1	0.136
DTX3L	2.09283333333333
PLA2G4E	0.1435
PPAP2A	-0.57275
ULK1	-0.322333333333333
TAS1R3	0.161
SLC2A3	-2.66245454545455
ARID3A	-2.06225
GNG5	-0.2505
ACOX1	0.7923
KIF5B	0.3745
NUP153	0.35725
MUC7	0.073
CSDE1	-0.620857142857143
CLPTM1	-0.2045
C3orf23	0.036375
LRRC17	-3.21216666666667
TTYH3	0.08825
ATP5B	-1.7145
ELF3	1.8136
CPSF3L	-0.391833333333333
ZNF665	0.563833333333333
TLR6	0.7254
GPI	-0.419375
RAD9A	-0.11525
NDST4	-3.13825
AGPAT3	0.268916666666667
MAGI3	1.14383333333333
ADORA2A	-0.131
CACNG7	0.1885
CAMK2D	0.741571428571429
CCHCR1	-0.98725
RPS27A	0.15375
OR10G7	0.354
GCM2	0.1665
FAM135B	0.7139
E2F1	0.63175
PLCB3	1.7985
OR2AE1	0.499
COIL	0.1385
CDC25C	-0.2805
RAB11FIP2	-0.45275
TSC2	-0.84275
CTGLF5	-0.899
CCDC108	0.1595
OR13C4	0.32175
C10orf81	2.739
PTPRB	0.51275
ACP2	0.21275
LAG3	2.2715
MRPL54	-0.819
LOC201175	-0.2335
ITGB1BP3	-1.33525
SPTAN1	-0.446333333333333
SIPA1L2	0.27475
RCAN2	-0.9125
CDX2	-0.876
ECOP	-1.221
ACTR1A	0.503642857142857
PPARG	-2.118
BBS10	-1.23816666666667
TMEM44	-1.138375
BPIL2	-0.365
CITED1	-1.6075
IRF6	3.467
PRDM4	0.425
RRP9	-0.305333333333333
OR10H4	0.21025
IL31RA	-0.433
GNB1L	-0.003
MYBL2	-0.52475
ZNF407	1.5885
PPIG	0.0351666666666667
TTC18	0.496
RPSA	1.5055
MAPT	-0.61225
MRE11A	0.0231428571428571
C8orf37	0.652166666666667
RASGEF1C	2.44483333333333
STBD1	-0.95025
CTAG2	-0.788833333333333
MGAT5B	-1.89516666666667
ECM1	-0.856375
RLN1	0.018
PARP14	1.3588125
EPB41L1	-0.3729
HOXA3	0.115166666666667
MAGEA9	-3.791
RPS8	0.7495
RPS19BP1	0.181
FOXJ2	0.850625
C10orf76	0.3585
IL17RE	0.29375
C10orf65	-1.98825
ZNF343	0.4775
FBXO33	1.138625
UHMK1	0.8596
LY6G6C	-0.4415
FGF19	-1.53325
C14orf128	0.567666666666667
IFIT2	1.543375
TIGD1	-0.649
S100G	0.0255
GUCY1B3	1.814
NR3C1	-1.0801
CORO1B	-0.00683333333333333
PARP11	0.836833333333333
DNALI1	-1.32283333333333
OR4N4	2.173125
MAP2K6	-0.4915
FSTL4	-0.24175
ANKRD47	0.56125
TMEM171	-0.82
PNLIP	0.47075
YY1	-0.532
CCDC138	-0.153666666666667
AASDHPPT	-0.6237
CKS1B	0.0259
MCM3	-0.194833333333333
ANAPC7	-0.1505
FAM110A	1.56175
CDC37L1	0.987833333333333
THTPA	1.54975
NBPF20	-1.131
WDR24	-0.7755
NPTX2	-3.11875
CBLB	0.03
CETN1	-0.173666666666667
RPUSD1	0.24
FAF1	0.46475
CDK6	-2.3609
HMX2	-0.0995
CSK	-0.381166666666667
TEAD2	1.142
SNAP25	-0.38025
TUFT1	-0.1653
TMTC3	0.569333333333333
LCK	-0.8835
SGOL1	1.36833333333333
AKTIP	0.88
FURIN	0.242125
SOX12	0.0563333333333333
DEFB103A	-0.284
RAMP1	-1.49375
KIR3DX1	0.738
GAS2L3	0.295
PDE8A	-1.8322
EDN3	0.74125
GMIP	1.39875
SF3A2	-0.55325
FN3KRP	0.3425
SMAD7	1.05975
RHBDD2	0.19775
OR11H6	0.3005
PPP1R3B	1.3682
C9orf23	-0.27875
CADPS	-1.576
GOLGA8A	-2.632
TMEM57	0.789
RGL3	-2.398
S100A14	-0.229
FGFR2	0.5105625
XRCC3	-0.2515
RTN4RL2	-0.016
MGC3771	-0.0425
GH2	-0.0893333333333333
BTBD2	-0.43525
LMO2	-0.6545
RDBP	-0.20025
ACRBP	-1.93975
AMY2A	4.44575
DUOXA1	0.0335
PTK7	0.923833333333333
TWF2	-0.5125
FAM80A	-2.49475
TNNI2	-3.04483333333333
GLT25D1	0.894666666666667
OCC-1	-3.0605
CYC1	-0.262833333333333
RPL22	-0.435545454545454
MORN3	1.29983333333333
DISP1	1.38775
PRB2	0.2805
CHUK	0.01575
HR	-0.229125
CCDC134	-0.1305
DENND4B	-0.90325
C14orf130	-0.104125
RAB33A	-1.4825
DCST2	-0.0175
TNMD	-1.74625
PEX7	0.85125
FAM62A	-0.515
SRD5A2L	1.426
IL22	-0.03625
RPS26	-1.42516666666667
HOXC5	-0.205
SPATA6	0.97
FLJ38482	-0.32325
ZNF234	1.223
C18orf22	2.53
SPATA22	1.1475
THOC1	1.5895
CYP7B1	4.3505
KCNC3	0.024
C8orf42	2.002
ALDH1B1	-0.993833333333333
CCDC100	-0.6663
ARMC4	-3.14875
FAM18B2	-0.14125
SLC44A1	1.038
FBXO17	-0.718833333333333
C6orf107	-0.231
C19orf29	0.22
ZC3HAV1L	0.21625
PARP6	-0.1318
SULT2A1	-3.78825
C1orf159	-0.1575
TMC1	-0.00975000000000001
CHST14	-0.171
GAMT	-1.83516666666667
SMCP	0.413166666666667
TSPAN33	1.99666666666667
MIDN	-0.511125
NOX4	-0.08325
RNASEN	0.2666
TBX1	2.12316666666667
SALL2	-1.044
C10orf35	2.27975
CYP2E1	-0.756625
LRFN2	-0.369166666666667
ACO1	-1.55016666666667
IQCG	2.4323
MEGF9	0.28325
TM7SF4	1.90075
PLEKHA1	-0.211066666666667
STK33	-1.452
C1orf210	0.053
SNUPN	0.0889
KIAA0406	-0.6158
C20orf29	-0.118
TMEM55B	-0.615
OSTM1	-1.7093125
CLCN7	-0.71175
OTP	0.18
FLJ23049	0.19525
HEATR4	0.018
MAP3K10	0.0726666666666667
PCDHGA9	0.6145
AMDHD2	-0.78925
LCTL	-0.6215
PDCD2L	0.65025
CABLES2	0.17175
SLC5A9	-0.24675
CLCA2	-1.55483333333333
MGC16025	-0.038
STRAP	-1.13166666666667
C20orf196	-1.535
RRBP1	0.391833333333333
NAT13	-0.377
MAT2B	0.064875
CSNK1D	-0.583833333333333
KIR3DL1	0.221
PRKAG3	0.4525
ZNF599	-0.401
PRM3	0.0785
PER2	-0.145333333333333
ASPHD1	0.1355
PRMT6	-0.1745
KCNE1L	-0.5445
FAM118A	-1.12083333333333
TAF4	-0.78125
NDUFB6	-1.179
TRIM9	-1.30008333333333
PMFBP1	0.44275
KY	0.113
DKFZp762E1312	-0.401454545454546
CSMD1	-0.81625
TBP	0.498
OR1Q1	0.377
RETNLB	0.28175
HPGD	-0.487214285714286
DNAJC12	-4.19316666666667
FKBP1B	-2.8625
ANKRD24	-0.621333333333333
CXXC5	-2.6915
IL3	0.18225
DRAM	1.6008
PTCH1	0.733625
TP53BP1	0.0205
SLC17A7	-0.30925
COL25A1	-0.6155
AMACR	-0.118333333333333
RHCG	2.10975
VPS13A	0.26275
FAM55D	0.2715
PRPF38B	-0.0675
OSBPL6	-3.74725
PFDN5	-0.806
CMTM6	1.068375
KCNK12	-0.857
RP2	0.36125
C16orf52	-1.8415
PICK1	0.064
IFNE1	-1.22316666666667
SEMA4B	-0.6555
TYRO3	-0.769
OR12D2	-0.209
CSNK1A1	-1.3105
FANCF	1.87575
LONP2	0.486375
TBL1Y	-0.54875
LDOC1L	0.166875
CCNC	-0.5545
C3orf60	-0.88425
CHKA	0.082
UBAP1	0.39775
MAP3K1	0.12
ANKRD9	-0.76925
FAM92A1	1.008
GAB2	0.808
AZU1	-0.0995
DIS3	-1.02725
C21orf109	-0.74375
IQCB1	-0.0175
SPATS2	-0.146
EFCAB3	0.42225
PRB3	0.687875
FUZ	-0.723
ZNF813	0.246
BMPER	-0.847833333333333
HEG1	-1.023125
ALS2CR11	-1.36775
SURF2	0.32875
PSMC1	-0.241333333333333
OR2D2	0.6405
SLC7A8	-0.282833333333333
C4orf40	0.3125
SPATA7	0.03525
MAZ	0.0553333333333333
PIN4	0.503
PDE1A	-1.834625
TAF6L	0.346833333333333
OR2T34	0.3575
KIAA0284	0.62225
ACADS	-1.19381818181818
MKRN2	0.9835
C18orf56	0.39975
MS4A6E	0.659666666666667
GALNT4	-0.3001
C22orf31	-0.138
FLJ36070	0.1015
PSME4	1.23975
TFG	-0.2099
EPHX2	0.32825
ANXA5	-0.164375
KRTAP1-1	-0.0158
BATF	1.1885
KARS	0.56025
MSTP9	-0.3875
GPR26	0.81525
CCDC72	0.07475
TEF	0.0313333333333333
FOXK1	-0.6982
PRLHR	0.1335
EMX1	0.14325
C11orf30	0.60475
ICK	-0.11925
THSD7B	1.461
C21orf100	-0.2955
DUOX1	1.4645
EFCAB4B	-0.00725
UBE2G2	-0.839666666666667
C3orf54	-0.6565
PARP1	0.676
FAM60A	-0.378916666666667
C6orf146	-0.3595
OR9K2	0.5065
DDX55	-0.770166666666667
RPS15	-0.269416666666667
ZNF618	1.9028125
DKFZp686D0972	-0.39225
SSPO	-0.681
SHFM3P1	-0.0351666666666667
CPA6	-0.9055
JAG2	1.409
DEFA3	0.203
PPBPL2	0.341
CD34	3.172375
SLCO4A1	-2.0805
AFG3L1	-0.467166666666667
SHD	-0.47825
RP13-122B23.3	-0.382666666666667
PRKCSH	0.145166666666667
