Hybridization REF	TCGA-A8-A08T-01A-21R-A00Z-07
PROZ	-1.79616666666667
AASDH	0.8605
C19orf40	-0.630666666666667
DCK	0.283153846153846
FAM5C	-1.526
SLC6A4	-3.401
MID1IP1	-0.782375
TESSP5	0.213
TMOD4	0.326166666666667
DOCK2	-0.574666666666667
TUG1	0.699625
NUP214	-0.64125
DPYSL2	-0.667636363636364
GOLM1	1.96833333333333
MPFL	0.49825
SOX13	1.73125
SDCCAG8	1.2263
KEL	-2.05733333333333
NUP210L	-2.36175
GK	-1.072875
DNAJB1	0.31525
ALPK3	0.354
CHID1	0.3333
CYLC2	0.391833333333333
IKZF5	0.91475
C8orf51	0.0585
PPM1J	2.485
GIMAP8	2.17783333333333
GPR101	-0.145
NR2F1	-0.5665
ACAD8	0.149
RBM35A	0.88675
GNAI2	-0.150833333333333
METTL8	-0.505666666666667
SLC39A7	-0.774
FBXO8	1.0435
CAMK1	0.0675
RFC3	-1.129625
FAM129A	0.1405
ILF2	-0.5545
FGFBP3	-1.54475
NOM1	-1.36966666666667
PSMA3	-0.7135
ASCC3	-0.3099
ZYG11A	-0.73475
SOX21	-1.655
LYRM1	0.51925
DEFB1	-1.7835
LOC91431	-2.26583333333333
OR7C2	2.2065
FAM46B	1.571375
TMEM18	0.184
ARHGAP30	0.871833333333333
TMEM86A	1.85058333333333
EPHA2	-1.19683333333333
C10orf46	0.89315
TCHH	-0.754166666666667
C3orf30	0.274833333333333
LOC285636	-0.0391666666666667
PAIP2	-0.04775
CYP2U1	0.730375
C12orf34	0.84475
SARS2	-0.429666666666667
ZCWPW1	0.13975
SAMD12	2.17575
KIAA1430	1.107
ACAT1	-0.20075
MEOX1	0.9165
ADAMDEC1	5.2735
PHKA2	-1.106
CARD11	-1.03816666666667
CALML4	0.1925
TSSC1	-0.9085
TMEM45A	-0.219
MPP7	2.3895
POU1F1	0.15025
SLC2A13	-0.8539
FBN2	-1.22178571428571
ZC3H7A	0.2052
LAIR2	-1.0805
ST3GAL1	0.466333333333333
LCT	-3.12425
GEMIN8	1.32316666666667
KLF16	0.6693
HIF3A	-0.2542
FAM44A	0.683714285714286
AQP10	-1.2487
PLA2G2A	-1.3175
FOLH1	2.4305
C20orf186	0.0555
MAPKAP1	-0.076
SPRR2D	-1.46675
UBQLN4	0.174833333333333
RSHL1	0.036
PIAS3	0.271375
MRPL24	1.6935
GREB1	-1.650125
FAM27E3	-1.951
NUP62CL	-1.38275
NEUROG3	0.6595
REEP3	0.331166666666667
MARK1	-0.55525
LMBRD1	0.90475
PRPF19	-1.297
PNMT	0.374333333333333
CTGLF1	-0.3205
SLC25A16	1.335
EIF2B3	-0.8585
RPA2	-0.7795
PAK6	1.7535
CCDC26	-4.255125
SEMA3E	4.488
MXD4	1.5423
TNFSF10	4.8229
SMARCB1	-0.126666666666667
DTX3L	0.212666666666667
PLA2G4E	-1.2075
PPAP2A	-0.48325
ULK1	-0.0231666666666667
TAS1R3	-0.23
SLC2A3	-2.89972727272727
ARID3A	-1.71975
GNG5	-0.96175
ACOX1	0.106
KIF5B	0.157
NUP153	-1.0485
MUC7	0.0715
CSDE1	-0.0571428571428571
CLPTM1	-0.5505
C3orf23	0.044875
LRRC17	-0.419333333333333
TTYH3	-0.424125
ATP5B	-1.2095
ELF3	2.156
CPSF3L	0.316166666666667
ZNF665	0.1655
TLR6	0.4173
GPI	-0.403125
RAD9A	-0.417625
NDST4	-3.67925
AGPAT3	0.30275
MAGI3	0.803333333333333
ADORA2A	3.32325
CACNG7	0.5105
CAMK2D	-0.927928571428571
CCHCR1	-0.447
RPS27A	-0.11575
OR10G7	0.445666666666667
GCM2	-0.2565
FAM135B	0.3592
E2F1	-2.069
PLCB3	-0.1245
OR2AE1	-0.0895
COIL	-0.321166666666667
CDC25C	-2.23716666666667
RAB11FIP2	0.907166666666667
TSC2	0.7385
CTGLF5	-0.9645
CCDC108	-0.156
OR13C4	0.4105
C10orf81	5.27275
PTPRB	1.01425
ACP2	-0.02925
LAG3	-0.3405
MRPL54	0.0605
LOC201175	0.4985
ITGB1BP3	-1.00075
SPTAN1	-0.0845
SIPA1L2	0.3625
RCAN2	-1.616
CDX2	-0.2055
ECOP	0.1885
ACTR1A	-0.0422857142857143
PPARG	-1.55316666666667
BBS10	0.3875
TMEM44	-0.9385
BPIL2	0.4035
CITED1	-2.08425
IRF6	4.0625
PRDM4	0.217166666666667
RRP9	-0.715
OR10H4	0.342
IL31RA	-0.41625
GNB1L	-2.23733333333333
MYBL2	-2.62625
ZNF407	1.31633333333333
PPIG	-0.0656666666666667
TTC18	2.75825
RPSA	-0.3825
MAPT	1.216375
MRE11A	0.0862142857142857
C8orf37	-0.347166666666667
RASGEF1C	-0.4385
STBD1	0.7915
CTAG2	-0.2575
MGAT5B	-2.4895
ECM1	0.027125
RLN1	3.7975
PARP14	0.1049375
EPB41L1	0.6529
HOXA3	-1.15016666666667
MAGEA9	-5.00875
RPS8	0.0791666666666667
RPS19BP1	0.40525
FOXJ2	0.33075
C10orf76	0.35975
IL17RE	0.52125
C10orf65	-2.11225
ZNF343	-0.135166666666667
FBXO33	-0.028375
UHMK1	1.2283
LY6G6C	0.423
FGF19	-1.78475
C14orf128	-0.823833333333333
IFIT2	0.5735
TIGD1	-0.2895
S100G	0.512
GUCY1B3	1.0295
NR3C1	-1.6264
CORO1B	0.246166666666667
PARP11	0.471583333333333
DNALI1	4.95733333333333
OR4N4	0.196125
MAP2K6	-0.239666666666667
FSTL4	-0.2195
ANKRD47	1.026375
TMEM171	-1.409
PNLIP	0.53325
YY1	0.0375
CCDC138	-1.7765
AASDHPPT	-0.4843
CKS1B	-0.868
MCM3	-1.62933333333333
ANAPC7	-0.508833333333333
FAM110A	1.7835
CDC37L1	1.43333333333333
THTPA	0.8975
NBPF20	-0.264
WDR24	1.2575
NPTX2	-1.54625
CBLB	0.587333333333333
CETN1	0.408
RPUSD1	0.47025
FAF1	-0.31075
CDK6	-2.3182
HMX2	0.1735
CSK	-0.396833333333333
TEAD2	0.09025
SNAP25	-1.09
TUFT1	1.6577
TMTC3	0.0601666666666667
LCK	-2.34175
SGOL1	-1.60333333333333
AKTIP	0.55175
FURIN	0.12075
SOX12	-0.365166666666667
DEFB103A	-0.80625
RAMP1	3.3385
KIR3DX1	0.918
GAS2L3	-1.496
PDE8A	-1.5515
EDN3	-0.02475
GMIP	0.3525
SF3A2	0.4625
FN3KRP	0.34725
SMAD7	0.69175
RHBDD2	0.052
OR11H6	0.0945
PPP1R3B	0.2355
C9orf23	0.37
CADPS	-1.73525
GOLGA8A	-1.7195
TMEM57	0.686666666666667
RGL3	0.4025
S100A14	3.691
FGFR2	2.0089375
XRCC3	-0.76825
RTN4RL2	0.6535
MGC3771	2.045
GH2	0.1815
BTBD2	0.092
LMO2	-0.4305
RDBP	-0.428875
ACRBP	-1.4795
AMY2A	2.575
DUOXA1	0.49
PTK7	0.899833333333333
TWF2	-0.0611666666666667
FAM80A	-0.40925
TNNI2	-2.83466666666667
GLT25D1	-0.802333333333333
OCC-1	-1.05875
CYC1	-1.4195
RPL22	0.393818181818182
MORN3	1.98816666666667
DISP1	1.7285
PRB2	-0.4325
CHUK	-0.46525
HR	-0.777375
CCDC134	-0.227625
DENND4B	-0.448
C14orf130	-0.193125
RAB33A	-2.006
DCST2	0.4915
TNMD	-1.66525
PEX7	0.914
FAM62A	-0.16225
SRD5A2L	1.4455
IL22	0.38
RPS26	-1.789
HOXC5	1.788
SPATA6	1.58175
FLJ38482	1.126375
ZNF234	0.786
C18orf22	1.267
SPATA22	0.5115
THOC1	-0.11425
CYP7B1	2.656
KCNC3	0.40525
C8orf42	-0.3125
ALDH1B1	0.436666666666667
CCDC100	-0.4493
ARMC4	-1.8335
FAM18B2	0.1815
SLC44A1	1.283125
FBXO17	-1.16116666666667
C6orf107	-0.381
C19orf29	-0.40075
ZC3HAV1L	0.0755
PARP6	-0.7463
SULT2A1	-4.47625
C1orf159	-0.27125
TMC1	0.464
CHST14	0.339125
GAMT	0.514333333333333
SMCP	-0.2425
TSPAN33	0.415833333333333
MIDN	0.06425
NOX4	3.49775
RNASEN	-0.5487
TBX1	2.39666666666667
SALL2	-0.3055
C10orf35	2.912
CYP2E1	-0.504875
LRFN2	3.0245
ACO1	-1.857
IQCG	0.6928
MEGF9	1.88475
TM7SF4	0.78
PLEKHA1	0.702266666666667
STK33	-2.74525
C1orf210	2.6675
SNUPN	0.4655
KIAA0406	-0.8393
C20orf29	0.134
TMEM55B	-0.0455
OSTM1	-0.7500625
CLCN7	0.34075
OTP	-0.75775
FLJ23049	-0.21925
HEATR4	1.052
MAP3K10	0.411833333333333
PCDHGA9	0.103
AMDHD2	1.17475
LCTL	-1.618
PDCD2L	-0.369
CABLES2	-0.89375
SLC5A9	-0.04275
CLCA2	-2.629
MGC16025	0.057
STRAP	-0.9825
C20orf196	-0.5385
RRBP1	-0.0893333333333333
NAT13	-0.95275
MAT2B	-0.071
CSNK1D	-0.890333333333333
KIR3DL1	0.3635
PRKAG3	0.146
ZNF599	1.6275
PRM3	0.8085
PER2	1.73266666666667
ASPHD1	-2.982
PRMT6	-0.3065
KCNE1L	-0.323285714285714
FAM118A	0.351666666666667
TAF4	-0.58875
NDUFB6	-0.36075
TRIM9	-1.25891666666667
PMFBP1	-1.28
KY	-0.199
DKFZp762E1312	-2.56490909090909
CSMD1	-1.46
TBP	-0.298166666666667
OR1Q1	0.211666666666667
RETNLB	0.086
HPGD	0.403076923076923
DNAJC12	3.18466666666667
FKBP1B	-2.064
ANKRD24	0.398333333333333
CXXC5	0.383666666666667
IL3	0.25475
DRAM	0.3606
PTCH1	-0.81475
TP53BP1	0.2325
SLC17A7	-0.188625
COL25A1	-1.3744
AMACR	-0.556
RHCG	-0.2275
VPS13A	-0.211333333333333
FAM55D	0.338
PRPF38B	-0.717916666666667
OSBPL6	0.215
PFDN5	0.4362
CMTM6	0.85625
KCNK12	-1.38475
RP2	-0.162
C16orf52	-1.00675
PICK1	0.52
IFNE1	-1.89916666666667
SEMA4B	1.041
TYRO3	-1.39875
OR12D2	0.1795
CSNK1A1	0.3505
FANCF	1.18275
LONP2	0.13325
TBL1Y	0.31325
LDOC1L	0.389125
CCNC	0.1515
C3orf60	-0.34925
CHKA	-1.15525
UBAP1	0.23875
MAP3K1	0.4435
ANKRD9	-1.008
FAM92A1	-2.6675
GAB2	-0.162875
AZU1	-0.40075
DIS3	-0.60375
C21orf109	-1.7665
IQCB1	-0.68975
SPATS2	-0.882166666666667
EFCAB3	-0.3565
PRB3	0.087125
FUZ	0.582833333333333
ZNF813	0.14025
BMPER	-1.2875
HEG1	-0.32425
ALS2CR11	-1.59375
SURF2	-0.051
PSMC1	-0.215666666666667
OR2D2	-1.333
SLC7A8	2.81866666666667
C4orf40	0.0325
SPATA7	0.68
MAZ	-0.0470833333333333
PIN4	-0.639
PDE1A	-0.623625
TAF6L	-0.3145
OR2T34	0.405
KIAA0284	0.56
ACADS	0.484727272727273
MKRN2	-0.7955
C18orf56	-2.1695
MS4A6E	0.162666666666667
GALNT4	0.4616
C22orf31	0.2425
FLJ36070	-0.024
PSME4	-0.03875
TFG	-0.1846
EPHX2	1.442625
ANXA5	-0.388875
KRTAP1-1	-0.2958
BATF	1.83775
KARS	-1.64875
MSTP9	0.866
GPR26	1.275
CCDC72	-0.225
TEF	1.10383333333333
FOXK1	-0.2269
PRLHR	0.434
EMX1	1.37225
C11orf30	-0.382
ICK	0.505625
THSD7B	0.04825
C21orf100	-1.1315
DUOX1	1.3025
EFCAB4B	0.49875
UBE2G2	-1.00666666666667
C3orf54	0.04325
PARP1	-0.2805
FAM60A	-0.499833333333333
C6orf146	0.116
OR9K2	0.5485
DDX55	-1.1445
RPS15	0.483916666666667
ZNF618	0.9195625
DKFZp686D0972	0.664
SSPO	-0.3775
SHFM3P1	1.04
CPA6	-0.8325
JAG2	1.1025
DEFA3	0.71725
PPBPL2	0.283
CD34	3.861125
SLCO4A1	-2.61325
AFG3L1	-1.7545
SHD	-0.77325
RP13-122B23.3	-0.0518333333333333
PRKCSH	-0.796166666666667
DPH5	-0.270833333333333
HLA-F	1.42425
TBC1D4	-1.0535
RIG	0.071
GLUD1	-0.094
HNRPCL1	0.75125
HBXIP	-0.5525
RNF207	0.0235
APIP	-0.548
PLA2G3	-2.66316666666667
CCDC84	-1.3605
MYLIP	0.214461538461538
PHIP	0.06
AARS2	-0.1
DHX32	0.72875
SCAPER	-0.370333333333333
MEN1	-0.202625
NIP7	-1.4035
FLJ25404	0.471
FASTKD3	-0.8865
TMEM158	-2.11158333333333
RARA	1.31
BDH1	0.9735
ANKRD16	1.00925
CARM1	0.1565
SS18	0.353666666666667
IKZF2	0.2465
MYD88	0.13075
PML	0.14
TAF1A	-0.7255
CBFB	-2.06375
HIST1H3H	-0.7045
C7orf29	-0.2075
COMMD4	-0.662166666666667
DPP3	-1.025
DAB2	0.1665
LOC388882	-0.074
YPEL4	-0.6445
AGBL3	0.73375
LRP6	0.0502
SERPINH1	-0.5195
TLE1	-0.55075
CD244	1.1335
ZDHHC15	-1.80275
MGLL	1.3651
PLDN	-0.44075
LOC654346	1.488
FAP	2.57175
GPR37	0.457166666666667
SCARA5	0.1585
EBF4	1.38572727272727
LSM6	-0.4275
MLLT1	-0.00193750000000001
SLC5A12	0.50575
A2BP1	-1.1535
COPS5	1.7595
TPM4	0.196142857142857
TNFSF4	2.05166666666667
ACADSB	3.294
HERPUD1	0.20475
BCL2L11	-0.641888888888889
CEP78	-1.225875
CDCA3	-1.57825
WBSCR19	-0.0642
MYO1A	-2.2265
PPEF1	3.42616666666667
LOC440348	-0.66425
CPEB2	1.380625
BPTF	-0.165416666666667
RPL21	0.5095
GSX2	-0.3205
ADPRH	0.689666666666667
C17orf68	0.909666666666667
KCNS1	-1.0685
MLLT6	0.5206
PIWIL4	0.06725
RNF26	-0.2135
RAP1B	0.225625
ADAMTS1	-2.337
ZNF571	0.9775
P2RY6	-0.864
TRIM21	0.345
CADM3	0.29125
NLRC5	0.266833333333333
ADRA2B	0.1865
LOC90835	-0.310375
PCF11	0.0155
LOC400451	2.0355
GLTSCR1	0.5905
C17orf88	-0.127666666666667
CDH16	-1.8495
FGF7	2.312625
PCSK4	0.194
NPC1L1	-0.696666666666667
TAT	-0.17175
TBCA	-1.35025
MGC33407	-0.25075
GPR115	-2.110625
CYGB	0.2815
FNBP4	-1.071
C12orf43	-0.04625
CBL	-0.5726
CLECL1	-0.24475
PPAPDC1A	1.4795
WDR25	0.559333333333333
SGCA	-0.2795
C22orf29	1.03016666666667
YIPF1	1.13425
GALK2	-0.289
RAB3B	-1.805
LOC440087	1.97
UCP1	-1.5015
REEP5	1.036625
FADD	-0.2894
FOXA1	3.4125
CACNA1A	0.1555
ABI1	0.1945
GRIN2D	0.60775
SLC1A4	-0.738
LOC401127	-0.3605
HINT2	0.12875
PLD4	0.072
ZNF286A	-0.96475
ENY2	0.90125
IL1F6	0.1085
PXDNL	1.61525
C20orf79	0.0775
TNFSF13B	2.863
DENND3	-0.09
JARID1D	-3.13475
HIST1H2AK	0.19325
LOC93349	-0.9671
SSH1	-0.6329
ENSA	0.4355
LOC219854	0.496666666666667
CKAP2	-1.7482
DKFZP564J102	-0.297166666666667
MGC87315	0.028
HNRPAB	-0.571
AMH	-1.319
ZNF526	0.8185
BRUNOL5	-0.1389
CACNG3	-0.254333333333333
TRPM1	-3.3875
PPP2R1A	0.484
COL2A1	-1.95725
DDN	-0.4345
FLJ25770	1.09575
HK2	-0.0270714285714286
ELOVL6	-0.69225
MDK	-2.0465
EPHX1	1.741
RASSF2	0.569625
DKFZP434B0335	-0.62875
DLX3	0.630875
PRTN3	-0.48575
AVPR1A	0.8005
C21orf125	-1.8465
TNFAIP8	-0.901166666666667
GNB2L1	0.235
CALCRL	2.63275
SCGB2A2	8.17733333333333
UBXD7	-0.15625
ZNF674	-0.4515
TMEM35	-0.101875
BRSK2	-0.526285714285714
HECTD3	-0.193333333333333
TMEM188	-0.955
LGALS9	1.431875
SCARB2	1.2155
USP34	-0.498
C17orf28	1.84458333333333
ZDHHC23	-1.41125
AQP12B	0.118
SLC16A3	-2.246
APLP2	0.218625
ITIH2	-4.89525
MICAL3	-0.652375
TNNI3K	2.2787
HDAC2	0.189875
PRR7	0.0163
THBS2	0.99125
LOC751071	0.170666666666667
CA2	4.45
RANBP17	0.531
RLN3	-0.14575
CRYZ	0.0241666666666667
GBAS	0.0365
TAS1R1	-0.0995
MPZL3	0.796
PCDH8	-2.90025
HSP90B1	-0.59025
KCNK15	-0.2255
TNIP2	1.09166666666667
GPR146	0.019
NOL6	0.16475
SPC25	-3.117
STEAP2	3.30735714285714
VAMP3	-0.234833333333333
TCIRG1	0.18375
ZP4	-0.277
PARL	-0.0435
TRIM39	0.240333333333333
KIAA1305	0.206
CRNN	0.172
GRN	0.484
HSH2D	0.4365
SCAMP1	-0.255875
KIAA1913	1.88375
PTS	-0.04375
BANP	-0.075
PRKACG	0.513
ADCY6	0.606833333333333
C16orf46	1.235
CYP51A1	-0.35325
DDC	-4.53325
ANPEP	-0.157
PROM1	4.35633333333333
SIGLEC10	3.268
COPG	0.322
FAM26E	1.59275
TRIP4	0.1535
SNX3	-0.359333333333333
C1orf175	0.6065
PPY2	0.49075
C14orf152	-0.00575000000000001
FTSJ1	-0.756833333333333
DST	-0.8177
LOC554235	0.1795
GLRX5	-0.58775
C20orf12	1.1286
CAB39	1.1225
MSH2	-1.18383333333333
PIP4K2C	0.7265
CYLD	0.181125
WTAP	0.2665625
MGAT4A	1.73411111111111
TSC22D4	0.0096
CHRM2	-1.92
PPYR1	0.167666666666667
CCNH	-0.6035
RRM1	-0.74775
ECAT8	-3.45025
LOC400120	-0.37025
GABRA4	-0.283166666666667
C14orf4	1.0975
C1orf59	-2.7575
CTDSPL	1.15391666666667
NHEDC2	0.746
PDE11A	-0.2415
KLHL29	-0.88775
CD5	-1.0588
TSPAN9	1.881125
WDR67	-0.9555
THUMPD1	1.0956
C18orf17	0.95425
CLYBL	1.17533333333333
FLJ13231	-0.523
CMBL	0.89225
LECT2	-0.8465
NKAPL	2.57583333333333
LOC654780	0.462
OR4C6	-0.1845
RAB30	1.10716666666667
TSSK4	-0.649
TMEM163	0.747
OSBPL11	0.0256666666666667
GNB5	-1.71883333333333
CCL21	0.31675
C1orf121	-0.0823333333333333
FMO2	2.62783333333333
RPTN	-0.092
MSTN	0.5345
VCL	-0.185142857142857
FYTTD1	-0.32525
C11orf1	0.14475
CCDC88C	0.7175
HFE	-1.0165
MOGAT1	-0.3145
FAM125B	0.9465
IRGQ	-0.409
RAVER2	-1.66775
AKAP5	-0.987
SSSCA1	-0.377
C11orf63	1.20075
ACTG2	-1.1302
PORCN	-1.2075
DTL	-2.243
TMEM151	0.376
FAM122C	-1.5815
RSAD2	1.2894
BAT4	-0.19
KRTDAP	-1.5055
MYH8	0.298142857142857
CRTC3	0.84925
LRRFIP2	0.9973
INTS4	-0.448166666666667
TTN	-1.95283333333333
SLC26A5	0.6565
PLLP	-0.85425
RGS6	-1.37325
SRGAP3	0.2015
ZNF525	0.276666666666667
NBR2	0.2015
C13orf1	-0.0096
ZNF137	0.2335
CEP27	-1.79175
BEST2	-0.0085
RNF121	-0.758
DMRTC2	1.02375
C8orf76	0.4155
BCCIP	0.335
MEST	-2.206
HTRA2	0.2365
ANGPTL2	0.47825
ILKAP	-0.583333333333333
ERAS	-0.657
HBS1L	-0.59575
CPA5	-0.2315
TMEM30A	0.687833333333333
CD300LF	2.17133333333333
WISP3	-0.0765
CRK	0.468785714285714
PDS5A	0.0702
BRPF3	0.518166666666667
NEDD9	0.09875
SMPDL3B	1.247
PSG6	-1.2335
PSMD13	0.21875
ETV5	-1.78225
OR51A4	0.197
BTBD7	0.859916666666667
GSTO1	-1.72325
hCG_16001	0.984
MAD2L1BP	-0.218166666666667
COX6A2	0.8755
SCNN1A	0.339333333333333
LSM1	1.886
UGT2B11	0.375
IDUA	1.101
PPP2R3C	-0.676666666666667
COX11	-0.44
PDZK1	-4.034
ZNF443	0.477833333333333
MGC21874	1.83
ZNF323	0.2733
KRTAP10-10	0.3705
CXCL6	-0.6105
SLC34A2	3.0013
LOC284402	0.7105
NPTN	1.286
UPP1	-2.45625
SLC6A9	-0.4565
OR7G3	-0.4255
CISD1	-1.07683333333333
ZNF545	0.422666666666667
SYT14	-0.556
NT5C3L	0.113
ZNHIT3	-0.1325
SNRPD3	-0.279
KIAA0701	0.810625
UNC93B1	0.194833333333333
GMNN	-2.120875
SPCS2	0.118666666666667
LOC388524	-0.0815
NAPRT1	-0.45025
PNLIPRP1	0.06575
OR6V1	0.5955
PRKAB1	-0.2245
EYA4	-3.71316666666667
KIF20A	-2.78775
ALG10	0.02925
ITPKC	0.859833333333333
LMX1B	1.25616666666667
RPUSD4	-0.278166666666667
C7orf34	0.0331666666666667
DLGAP2	0.105875
PFN1	-0.4897
MICALL2	-0.756833333333333
ZNF654	0.018
SS18L1	-1.10225
SLC16A8	0.63325
MKI67IP	0.3315
ITGB3	-1.572125
TCEA3	2.98841666666667
CEP152	-2.23575
CLIP1	0.88825
ZNF75	0.2579375
ATP5C1	-0.499333333333333
NUDT5	-0.992166666666667
PSCDBP	0.6085
UBP1	-0.5545
RBM27	-0.07825
C13orf15	2.519125
ZNF282	0.323166666666667
ZNF222	-0.3832
COL10A1	6.36675
PRDM15	-0.439625
TTTY5	-0.0385
FAM9C	-0.519545454545455
C20orf67	0.08375
GNG13	-0.195
F12	1.092
C1orf41	-0.6715
CPXCR1	-0.4895
GSK3A	0.165875
SUPT6H	0.221833333333333
PI16	1.15383333333333
ELL2	-1.06991666666667
C9orf167	-1.75116666666667
PVRL3	-2.8401
FLJ38596	1.08625
ADAM20	0.5715
GPR89A	0.1125
GPR87	-3.8615
ZNF30	0.94225
SMR3B	0.486
ZNF770	0.127875
TRPC4AP	-0.588666666666667
DKFZP686E2158	-0.46
C2orf28	-0.103833333333333
FREM1	-2.81366666666667
LAMA4	0.301833333333333
ADPRHL2	0.52625
EIF4G2	0.268
GUCA1A	-0.7675
CTNNA2	-1.809625
NUDT15	-1.2635
CEPT1	-0.428333333333333
ZNFX1	-0.0586
CCDC92	0.89225
TDRD1	-2.3925
KCNK5	-1.19166666666667
ETNK1	0.280583333333333
LTA	0.354
TTPA	0.155
B3GALNT2	0.15975
SC65	0.325
PEX5L	-1.361875
EPS15L1	-0.025
MGEA5	0.28675
HIST1H3A	1.0405
ING1	2.448
BCAT1	-2.869125
ORC6L	-3.96027272727273
KLK11	-2.60883333333333
C19orf28	-1.373125
DNER	-4.334375
MED22	-0.414
ETV6	1.08125
CHAC2	-1.8575
CD300E	0.1955
CEBPB	-0.277166666666667
ZNF398	-0.137
LRCH3	-0.1615
HMGA1	-2.073
CAPN7	-0.316333333333333
MGC5566	-2.93875
CCL3	3.35775
NANOS1	0.123875
ZFYVE19	0.2345
APITD1	-0.279666666666667
PARD3	0.63025
IRAK4	-0.675833333333333
SERPINI2	-0.5045
CEP170L	-1.3015
TTC9	3.245
MYOM3	-2.498
MLPH	2.119375
LOC222699	0.5995
NRG1	-1.81466666666667
TBC1D9	4.86781818181818
TTK	-2.584
ZNF557	0.5177
DDX41	-0.202833333333333
FANK1	2.2175
UBE2D2	-0.24975
PSMB10	0.285
MYH7B	0.8295
GABARAPL2	-0.178125
MARVELD2	0.8055
DGCR2	1.0285
UNC45A	0.466333333333333
C6orf72	0.202
ZNF683	3.4345
GIT2	0.066375
CASK	-0.038
C14orf161	3.93283333333333
LRRC44	-0.18725
TIFA	0.15275
UTP11L	-0.77025
C6orf65	-1.622
FDPS	-0.21175
DUSP9	-1.9194
SLC17A8	0.0828333333333333
OR51G1	0.3855
NANS	0.31825
OLFML1	1.57925
ATP10B	-1.07325
NPAS3	-0.651
PRKCA	-2.7078
GGA2	0.422875
LCE4A	0.069
SPANXN3	0.84025
CCDC115	1.126375
SDCCAG3	-0.58325
GLIPR1L1	0.19625
TTC1	0.02525
C17orf76	-0.43075
MAD2L2	-1.467
HIPK1	-0.1638
LRRC3B	-0.858
CLN3	0.034909090909091
C17orf47	0.221
FMN2	-2.377375
TUBB1	-2.15
WAPAL	0.358
C3orf21	-0.37825
SCN5A	-0.4669
SMYD1	-0.563333333333333
BEX5	1.596
ZNF192	-0.059
SEC22A	0.324166666666667
GRIA2	0.0798571428571428
KIAA0825	-2.451
NUSAP1	-2.64818181818182
LANCL1	-0.281375
C15orf40	-0.3463
ZNF645	-0.0225714285714286
GPR61	0.206
NLRP14	-0.557
SNX21	-0.1951
C1QTNF8	0.252
C17orf46	0.1165
IFNA8	0.745
SPRR1B	-2.52666666666667
FLRT1	-1.01275
SNX17	-0.118
ASB2	-0.815833333333333
HBG1	-4.984
RPRML	-2.222
JOSD2	0.086
PLSCR3	0.1585
SPOCD1	-0.803833333333333
RAB39	-0.8045
GHRH	0.1105
ITIH5L	-0.3595
C17orf37	0.22475
SMCR8	0.5925
DPY19L2P3	-1.42566666666667
IL11RA	0.0233333333333333
GDF3	-3.5455
RPS6KB1	-1.53366666666667
DNAJC19	0.2979
TOP1	-0.405
CRCT1	0.050375
MPST	0.33625
DPM2	0.01775
FAM38B	0.4935
SLC18A1	-2.36333333333333
FARP1	0.0705
PAX7	0.21425
TUBD1	-1.81325
GNL3	0.41925
BTG2	1.45333333333333
NDUFS6	-0.6
C1orf79	-0.72525
ERAL1	-0.16525
ECHS1	0.8915
VPS4A	-0.500666666666667
CYP11A1	-0.31725
ABCC6	-1.55907142857143
PBX4	-2.1605
MOSC1	0.690625
NCF4	0.42925
HYMAI	0.528
NAGPA	0.392125
OTOP2	0.15175
ACOT12	0.38475
MTHFD2L	0.835375
LOC441376	4.47825
C19orf34	-0.409
RAB1B	-0.57375
ALDOAP2	0.582
NTRK1	-1.1345
ARTS-1	-0.3463
SLC6A11	-0.3625
NAP1L2	0.69875
CNGB1	-0.129166666666667
EPB41L4B	1.53491666666667
FAM134B	2.097625
HS3ST3A1	-0.885
CPXM2	5.8125
SIRPB2	0.3135
CHORDC1	-1.4885
TRIB3	-0.414166666666667
SLC2A5	1.094
C2orf49	-0.278333333333333
DDX5	-0.73575
OR5L1	0.277
ANAPC4	0.582
ZSWIM1	0.271875
LOC93622	0.815625
KCNK3	-0.5268
RP11-35N6.1	-1.89125
ZFP161	0.563666666666667
AQP9	3.094
SLC15A2	-0.764333333333333
MREG	0.2575
OR9I1	0.815
PDLIM2	0.33275
ADAM7	0.2455
GSTCD	0.3585
WDR21A	1.15025
SLC12A8	2.2235
TMEM174	0.25325
IGSF3	0.712583333333333
LRRN1	-0.1595
LOC402117	-0.63975
SRPK1	-1.34966666666667
LY6K	-2.38806666666667
NFIA	2.8145
PTCD3	-0.471
LEP	0.550166666666667
PCDH21	-0.7365
MAPKAPK2	0.4845
NMNAT1	-0.621833333333333
LHFPL2	-0.083375
C9orf43	0.218
DIP2A	-0.341
ACTR8	-0.0195
CCDC34	-0.437
PTPN22	-1.230375
ITGA3	-1.78375
FAM129C	-0.14825
RABGGTA	0.557833333333333
UNC45B	-0.0615
KIAA1033	-0.197125
ZNF510	-0.0295
CYP2D6	-0.5895
SLC26A10	-1.6685
STX8	0.72725
LUZP1	-0.121375
WDR89	0.409333333333333
EIF4G3	0.1117
C5AR1	0.991125
ZNF623	-0.353
A2M	0.31025
TGM7	-0.079
GRPEL1	-0.0055
LMNB2	-1.2878
ROCK2	-0.3795
SNX16	1.99075
CCDC66	-0.363
ANXA3	1.33325
KIAA1609	0.087375
EED	-1.2045
RNF32	-0.190666666666667
HES1	0.2276
CLC	-0.0255
ISL1	-0.738666666666667
KIAA0528	0.280625
MANEA	0.487875
C1orf61	-2.9285
