Hybridization REF	TCGA-A7-A0DB-01A-11R-A00Z-07
GNB2L1	0.033
CALCRL	2.24
SCGB2A2	9.033
UBXD7	-0.5495
ZNF674	-1.1935
TMEM35	0.05575
BRSK2	-0.8825
HECTD3	-0.1755
TMEM188	-0.6185
LGALS9	2.3025
SCARB2	1.4675
USP34	-0.173833333333333
C17orf28	1.63983333333333
ZDHHC23	-0.79225
AQP12B	0.104
SLC16A3	-2.0555
APLP2	0.747875
ITIH2	-4.99725
MICAL3	-0.747875
TNNI3K	1.0151
HDAC2	-0.959625
PRR7	-0.292
THBS2	0.349375
LOC751071	-0.317166666666667
CA2	1.22533333333333
RANBP17	1.00775
RLN3	0.472
CRYZ	0.276833333333333
GBAS	0.751
TAS1R1	-0.201
MPZL3	0.37
PCDH8	-2.60675
HSP90B1	-0.454583333333333
KCNK15	0.5995
TNIP2	-0.133833333333333
GPR146	0.72375
NOL6	0.0105
SPC25	-2.95533333333333
STEAP2	3.80235714285714
VAMP3	-0.0478333333333333
TCIRG1	0.5105
ZP4	-0.5564
PARL	-0.104714285714286
TRIM39	-0.113333333333333
KIAA1305	1.284
CRNN	0.334333333333333
GRN	1.17975
HSH2D	-1.579
SCAMP1	1.075625
KIAA1913	0.324
PTS	-0.781
BANP	0.0447142857142857
PRKACG	0.13375
ADCY6	0.418833333333333
C16orf46	0.643
CYP51A1	0.2615
DDC	-6.0865
ANPEP	2.098
PROM1	3.769
SIGLEC10	1.35925
COPG	0.9115
FAM26E	1.01425
TRIP4	0.49275
SNX3	0.0658333333333333
C1orf175	0.773166666666667
PPY2	0.53025
C14orf152	0.53825
FTSJ1	-0.898833333333333
DST	0.5516
LOC554235	-0.06725
GLRX5	-0.32425
C20orf12	1.5759
CAB39	0.415333333333333
MSH2	-1.64683333333333
PIP4K2C	0.331625
CYLD	0.588
WTAP	0.0674375
MGAT4A	1.534
TSC22D4	-0.1502
CHRM2	-1.8045
PPYR1	0.362
CCNH	-0.312
RRM1	-0.64525
ECAT8	-3.323
LOC400120	-0.4065
GABRA4	0.353285714285714
C14orf4	0.955833333333333
C1orf59	-0.48175
CTDSPL	1.1315
NHEDC2	-1.5395
PDE11A	-0.556266666666667
KLHL29	-1.3145
CD5	-1.3777
TSPAN9	1.617
WDR67	-1.0695
THUMPD1	0.9951
C18orf17	0.07275
CLYBL	0.749833333333333
FLJ13231	0.0505
CMBL	0.678375
LECT2	0.302
NKAPL	2.80566666666667
LOC654780	0.3735
OR4C6	0.0135
RAB30	1.3035
TSSK4	0.217
TMEM163	-0.122
OSBPL11	0.681166666666667
GNB5	-2.142
CCL21	0.59225
C1orf121	0.0876666666666667
FMO2	2.351
RPTN	0.471
MSTN	1.047
VCL	-0.516428571428571
FYTTD1	-0.0585
C11orf1	0.04925
CCDC88C	1.0680625
HFE	0.162666666666667
MOGAT1	0.676
FAM125B	-0.219833333333333
IRGQ	-0.1515
RAVER2	-0.71425
AKAP5	1.329
SSSCA1	-0.21675
C11orf63	-0.183125
ACTG2	1.9513
PORCN	-0.457
DTL	-1.72754545454545
TMEM151	0.66375
FAM122C	-1.2955
RSAD2	1.6185
BAT4	-0.6215
KRTDAP	-1.02783333333333
MYH8	0.5495
CRTC3	0.43875
LRRFIP2	0.2424
INTS4	-0.54
TTN	-1.3286
SLC26A5	1.3555
PLLP	-0.9815
RGS6	-0.706375
SRGAP3	1.001625
ZNF525	0.502833333333333
NBR2	-0.7925
C13orf1	-0.6233
ZNF137	0.666
CEP27	-1.43425
BEST2	0.1425
RNF121	-0.0735
DMRTC2	0.214333333333333
C8orf76	-0.65625
BCCIP	-0.238875
MEST	-0.291
HTRA2	-0.0905
ANGPTL2	0.54
ILKAP	-0.301833333333333
ERAS	-1.1565
HBS1L	-0.41975
CPA5	-0.007
TMEM30A	1.23416666666667
CD300LF	2.56916666666667
WISP3	1.1165
CRK	0.332571428571429
PDS5A	-0.5836
BRPF3	-0.21
NEDD9	-0.379375
SMPDL3B	-0.721
PSG6	-0.612
PSMD13	0.14925
ETV5	-1.92675
OR51A4	-0.3175
BTBD7	0.97875
GSTO1	-1.267375
hCG_16001	0.0705
MAD2L1BP	-0.516166666666667
COX6A2	1.1565
SCNN1A	1.6825
LSM1	-0.293666666666667
UGT2B11	4.408
IDUA	1.1805
PPP2R3C	-0.9745
COX11	-0.644833333333333
PDZK1	-0.40425
ZNF443	0.877833333333333
MGC21874	1.44216666666667
ZNF323	0.8473
KRTAP10-10	0.5845
CXCL6	-0.8585
SLC34A2	2.6987
LOC284402	0.327
NPTN	0.688
UPP1	-1.61675
SLC6A9	-0.8655
OR7G3	-0.02775
CISD1	-0.930333333333333
ZNF545	0.160333333333333
SYT14	-0.623
NT5C3L	-0.701833333333333
ZNHIT3	-0.591
SNRPD3	-1.3055
KIAA0701	-0.347
UNC93B1	0.402166666666667
GMNN	-2.5755
SPCS2	-0.116
LOC388524	-0.2475
NAPRT1	-0.0025
PNLIPRP1	0.8595
OR6V1	0.871
PRKAB1	-0.01975
EYA4	-3.01133333333333
KIF20A	-1.9795
ALG10	0.6485
ITPKC	0.9085
LMX1B	0.367
RPUSD4	-0.463833333333333
C7orf34	0.0361666666666667
DLGAP2	0.33975
PFN1	-0.4122
MICALL2	-0.726833333333333
ZNF654	0.796
SS18L1	-1.46425
SLC16A8	0.668
MKI67IP	-0.474833333333333
ITGB3	-0.887
TCEA3	2.56133333333333
CEP152	-2.481125
CLIP1	0.40825
ZNF75	-0.1498125
ATP5C1	-1.1595
NUDT5	-1.09733333333333
PSCDBP	-0.061
UBP1	0.466
RBM27	0.0785
C13orf15	2.434625
ZNF282	0.204
ZNF222	0.0461
COL10A1	6.21875
PRDM15	-1.055
TTTY5	0.9275
FAM9C	-0.301454545454545
C20orf67	0.24925
GNG13	-0.698
F12	-0.32675
C1orf41	-1.2075
CPXCR1	0.542
GSK3A	0.18725
SUPT6H	-0.0138333333333333
PI16	2.75083333333333
ELL2	-0.413666666666667
C9orf167	-1.2525
PVRL3	-1.5958
FLJ38596	0.0543333333333333
ADAM20	1.04633333333333
GPR89A	0.3875
GPR87	-0.4155
ZNF30	0.8175
SMR3B	-0.03775
ZNF770	-0.62325
TRPC4AP	-0.4205
DKFZP686E2158	0.711333333333333
C2orf28	-0.0656666666666667
FREM1	-0.568666666666667
LAMA4	0.411
ADPRHL2	-0.011
EIF4G2	0.319666666666667
GUCA1A	-0.751
CTNNA2	-1.40475
NUDT15	-1.02516666666667
CEPT1	0.885166666666667
ZNFX1	0.6289
CCDC92	0.9775
TDRD1	1.355
KCNK5	-1.3295
ETNK1	-0.52275
LTA	0.42
TTPA	-0.079
B3GALNT2	-0.151
SC65	0.015
PEX5L	-1.830875
EPS15L1	0.25775
MGEA5	0.021125
HIST1H3A	1.13525
ING1	0.147
BCAT1	-2.2975
ORC6L	-3.89918181818182
KLK11	1.04216666666667
C19orf28	-0.909875
DNER	-3.8975
MED22	-0.462
ETV6	1.10891666666667
CHAC2	-2.14425
CD300E	-0.5945
CEBPB	0.0230833333333333
ZNF398	-0.13425
LRCH3	-0.205
HMGA1	-1.849
CAPN7	0.2485
MGC5566	-2.9045
CCL3	2.484
NANOS1	-0.02275
ZFYVE19	-0.3915
APITD1	-1.175
PARD3	0.644
IRAK4	-0.258333333333333
SERPINI2	0.073
CEP170L	-0.9645
TTC9	1.924375
MYOM3	-1.86875
MLPH	1.9315
LOC222699	0.496
NRG1	-1.57616666666667
TBC1D9	4.13845454545455
TTK	-2.31933333333333
ZNF557	0.7913
DDX41	-0.125666666666667
FANK1	2.8035
UBE2D2	0.087
PSMB10	0.3085
MYH7B	-0.3715
GABARAPL2	-0.94025
MARVELD2	2.279
DGCR2	0.0451666666666667
UNC45A	0.297833333333333
C6orf72	0.039
ZNF683	2.6665
GIT2	-0.165125
CASK	0.155833333333333
C14orf161	3.17983333333333
LRRC44	0.48375
TIFA	1.532375
UTP11L	-0.6445
C6orf65	-1.36375
FDPS	-0.2555
DUSP9	-1.9093
SLC17A8	0.786166666666667
OR51G1	-0.08
NANS	0.86875
OLFML1	1.95625
ATP10B	-1.050625
NPAS3	1.35575
PRKCA	-2.3425
GGA2	0.1259375
LCE4A	0.143
SPANXN3	0.56875
CCDC115	1.415875
SDCCAG3	-0.89875
GLIPR1L1	0.323333333333333
TTC1	0.3625
C17orf76	0.39075
MAD2L2	-1.46425
HIPK1	-0.2883
LRRC3B	0.593
CLN3	-0.323136363636364
C17orf47	-1.211
FMN2	1.12725
TUBB1	-2.15225
WAPAL	0.34
C3orf21	-0.30175
SCN5A	-0.369
SMYD1	0.28725
BEX5	0.23525
ZNF192	0.0725
SEC22A	0.695333333333333
GRIA2	3.13428571428571
KIAA0825	-0.50875
NUSAP1	-2.66245454545455
LANCL1	-0.180125
C15orf40	-0.9502
ZNF645	0.364875
GPR61	0.2555
NLRP14	-0.433
SNX21	0.2067
C1QTNF8	0.053
C17orf46	-0.3085
IFNA8	0.315
SPRR1B	-1.4136
FLRT1	-0.61475
SNX17	0.0308333333333333
ASB2	-0.979666666666667
HBG1	-4.5985
RPRML	-2.1585
JOSD2	0.693833333333333
PLSCR3	0.149
SPOCD1	0.757166666666667
RAB39	-0.095
GHRH	-0.0635
ITIH5L	0.095
C17orf37	0.25575
SMCR8	0.5235
DPY19L2P3	-0.999666666666667
IL11RA	0.839166666666667
GDF3	-3.30466666666667
RPS6KB1	-1.48333333333333
DNAJC19	0.4915
TOP1	-0.1875
CRCT1	0.847875
MPST	0.049375
DPM2	-0.0175
FAM38B	-2.4945
SLC18A1	-1.9966
FARP1	0.3345
PAX7	0.04175
TUBD1	-1.4635
GNL3	-0.50725
BTG2	2.06826666666667
NDUFS6	-0.1905
C1orf79	-2.3545
ERAL1	-0.415
ECHS1	1.0575
VPS4A	-0.714833333333333
CYP11A1	-0.3755
ABCC6	-0.254285714285714
PBX4	-1.626
MOSC1	0.41475
NCF4	0.5865
HYMAI	0.9875
NAGPA	-0.096375
OTOP2	-0.09725
ACOT12	-0.396
MTHFD2L	-1.02525
LOC441376	3.1475
C19orf34	-0.3725
RAB1B	0.09375
ALDOAP2	0.4325
NTRK1	-1.79633333333333
ARTS-1	0.2685
SLC6A11	-1.94
NAP1L2	1.90025
CNGB1	-0.1835
EPB41L4B	1.23733333333333
FAM134B	2.76975
HS3ST3A1	-2.01116666666667
CPXM2	5.173
SIRPB2	1.101
CHORDC1	-1.09733333333333
TRIB3	-1.0945
SLC2A5	0.6565
C2orf49	-0.301333333333333
DDX5	-1.08475
OR5L1	1.6605
ANAPC4	-0.444333333333333
ZSWIM1	0.02825
LOC93622	-0.224875
KCNK3	-0.0315
RP11-35N6.1	-1.81685714285714
ZFP161	0.2435
AQP9	5.29725
SLC15A2	1.10866666666667
MREG	0.1655
OR9I1	0.1725
PDLIM2	0.365571428571429
ADAM7	0.616
GSTCD	0.178166666666667
WDR21A	-0.02525
SLC12A8	2.496
TMEM174	0.06925
IGSF3	0.95175
LRRN1	3.3035
LOC402117	0.371
SRPK1	-1.7665
LY6K	-0.6080625
NFIA	3.757
PTCD3	-0.9155
LEP	3.58016666666667
PCDH21	-0.792
MAPKAPK2	0.633
NMNAT1	-0.756166666666667
LHFPL2	0.80975
C9orf43	0.31075
DIP2A	-0.7985
ACTR8	0.016125
CCDC34	-1.29
PTPN22	-1.062
ITGA3	-0.53375
FAM129C	-0.608
RABGGTA	0.4865
UNC45B	0.375
KIAA1033	-0.23325
ZNF510	0.055
CYP2D6	-0.7
SLC26A10	-1.358
STX8	0.481
LUZP1	-0.017125
WDR89	0.304
EIF4G3	-0.2783
C5AR1	0.895375
ZNF623	-0.1265
A2M	0.8845
TGM7	-0.1065
GRPEL1	-0.900333333333333
LMNB2	-1.0987
ROCK2	-0.250833333333333
SNX16	0.132375
CCDC66	1.14375
ANXA3	0.84125
KIAA1609	-0.731125
EED	-1.3355
RNF32	0.3568
HES1	0.6874
CLC	0.124666666666667
ISL1	-0.0402
KIAA0528	-0.3625
MANEA	0.058
C1orf61	-3.4545
hCG_2001000	0.00849999999999999
RAPGEF6	0.1424
KIAA0020	-0.569
NEIL1	1.00925
C16orf45	-0.233
RBM10	-0.249166666666667
C10orf125	-0.538875
MRS2L	-0.40675
DNAH17	-0.673
C19orf10	-0.09525
C1orf160	0.61675
SLFN12	0.80125
EXOC3	0.0908333333333333
HIST3H3	0.2355
NCOR2	0.0131666666666667
TNFRSF9	-0.919
MFSD8	0.40775
ALX1	-3.5904
NOL1	-1.46825
PODN	2.758
TIAL1	-1.087
HIST1H1E	-0.3615
NPY6R	-0.3395
TM4SF4	-0.61425
CORO2A	0.189
ETNK2	1.19533333333333
APOE	1.636
ANGPT4	0.7495
HDGF2	0.03825
G30	0.729
ST8SIA4	-0.963428571428571
F2RL1	0.051125
FAM19A4	-3.4095
CCAR1	-0.9985
B3GNT7	0.54975
OPHN1	-0.3002
DSCR6	0.2715
C21orf13	0.429333333333333
GAS2L1	0.14225
RFX3	0.515333333333333
COPS4	-0.0815
BCHE	-4.03566666666667
BCL2	2.1835
HBZ	-2.8365
ARL13B	0.87475
MAPBPIP	1.3415
MYO15B	-0.692625
SPZ1	1.133
KIAA1324	3.07933333333333
PLCL2	-0.840375
C4orf29	-0.94725
WDFY2	-0.669625
ZNF284	0.362
NAALADL1	-0.25
DUSP5	0.375166666666667
PXDN	0.737875
SLMO1	-1.33825
TNXB	0.5785
BIRC7	-1.051
A4GALT	0.423333333333333
TIMM22	0.62125
FAM110C	1.257
TOMM34	-0.887875
ABHD9	0.291
ADAM32	1.856
CRHBP	0.72725
AQP2	0.544
LOC130355	0.55475
ZNF187	-0.0321666666666667
ZNF816A	0.814
F7	0.6755
CNOT1	-0.978
SLC13A4	-1.4625
ZBTB11	0.0775
B3GALT5	0.5905
EXOC2	1.09383333333333
IRS1	0.7339
TMEM1	-0.435333333333333
MRPL34	0.003
SAMM50	-0.7405
CDC42EP3	-0.55375
HSF2	-1.0968
MFN2	-0.25175
TSPAN7	-1.52616666666667
NUCB1	0.989666666666667
RHOH	-1.20425
ARL16	-0.6285
TACR1	0.0166666666666667
SFRS5	-0.706666666666667
SNX25	-0.598875
RHBDF1	0.953333333333333
PCDH18	2.2745
HMG1L1	-0.20025
MYO5C	1.066625
MAPK10	-0.563
LDHAL6A	-0.0306666666666667
NUDT12	0.951333333333333
NCAM1	-0.157142857142857
GLIS2	0.5775
GGTL4	0.33875
DAPP1	-0.22125
ATF7	0.61725
KIAA0748	-0.90525
NFIL3	-0.263
TM6SF1	0.3856
SEZ6	-0.32875
NANOS3	0.278166666666667
DNAJA3	-0.469166666666667
CLDN6	-1.601
CIITA	2.7029
EPHA4	-0.849416666666666
FANCC	-0.4765
CMTM3	0.155375
PSG3	-0.7485
MRPL15	-1.236
C21orf59	-0.41375
PLCXD2	-0.2725
C2orf34	-0.513875
UBE2L6	0.825625
MED14	-0.437
HP1BP3	-0.8745
C6orf208	-0.6765
TPBG	1.16325
OSR2	-0.689875
XPC	0.165
KLHL7	-1.03208333333333
CCR3	-0.8832
AGTPBP1	-1.48633333333333
PCSK6	1.37786666666667
STAT5A	-0.4126
FAM18B	-0.0835
LONRF2	0.166666666666667
PTPN2	-0.8205
SF3A3	-0.720833333333333
EFCBP2	-0.2605
HCFC1	-0.515
AHNAK	0.7804
ACTR5	0.03725
KIF14	-2.61957142857143
TENC1	1.6085
HEATR5B	0.5495
YIPF2	1.47766666666667
MYEOV2	0.5978
DUSP18	0.76325
KIAA1012	0.34675
AHR	0.663333333333333
C17orf53	-1.459
PTPRH	-3.47
ATP6V1C1	-0.4696
TAS2R3	-0.383
LOC440356	-0.31325
COQ10B	-0.22625
PSMF1	0.40425
SORBS2	3.60133333333333
NFE2L2	-0.4145
TMCO7	-0.68125
SH3PXD2A	0.3173
SH2D2A	-2.11875
SPINK5	-1.96225
MRPS24	-0.8325
OPA3	0.423
TRAF7	-0.308333333333333
C4orf35	0.426
MT1G	-1.653125
MGC39545	0.602666666666667
HS1BP3	0.0296
OR2B2	0.1415
CHRM4	1.166
SFRP2	3.94566666666667
RIC3	1.57925
ART1	0.4135
C6orf1	0.18125
DUS4L	-0.835
C10orf104	0.02475
TNFAIP6	2.511
RTEL1	-0.602
CCT4	-0.7606
ZNF709	0.49725
CHMP6	0.0248333333333333
UPP2	0.921
CYP19A1	-2.41675
CD151	0.453
NDUFA13	0.686
ARFRP1	-0.686666666666667
FAM26B	1.38975
CRYBA1	-1.681
MRPL41	0.424
NPFFR2	-1.82416666666667
HRH2	0.4135
SCAMP3	0.508166666666667
MTMR6	0.4844
MTG1	-0.7955
UBTD1	1.5145
CRABP1	-2.3875
FLJ33790	0.6355
KIAA1908	-0.7925
GPR158	-2.408
PACSIN3	-0.600333333333333
OMD	4.03466666666667
CATSPER1	0.061
HOXB8	-0.814
FBXO46	1.5695
OAS1	0.936833333333333
SVIL	0.7105
PHB2	-1.0195
ADCY3	-0.599
NDRG2	1.70833333333333
ERMAP	1.0199
APBA2	-1.57766666666667
IGSF9	2.985
WNT6	-0.0959285714285715
MYCBPAP	1.31325
ATP2B2	-0.1831
CPVL	0.0382
TRAM2	-0.832333333333333
NOP5/NOP58	-0.6535
ZNRF4	0.20425
TLK1	0.09825
MTMR12	0.314857142857143
ZNF384	-0.425833333333333
FAM9B	-2.998
RPN1	0.9996
PMVK	1.50325
EIF3D	-0.4247
SIX2	0.4475
HPS1	0.271857142857143
RNF7	0.60175
PSKH2	-0.4175
KCTD13	-0.5825
CSMD3	-0.2714
FBF1	-1.3785
IL8	-5.62442857142857
SERPINB13	0.759916666666667
FBXL20	0.03625
BLR1	0.0175
SH2B1	-0.342833333333333
RFNG	-0.029625
RAB20	1.228
RBM7	-0.21775
POLR1A	-0.524166666666667
TMPRSS4	-2.977
TAF9	-0.681375
TERF2	-0.546333333333333
TNFRSF1A	0.610916666666667
ACADVL	-0.409166666666667
GTF2H5	0.59225
EDG8	-0.282833333333333
C9orf140	-1.55875
UST6	0.71225
ZBTB8OS	-0.36325
ZNF710	0.959
GPR174	-2.698
ATP6V0A2	-0.365
KIAA0319L	0.57725
XKRX	-1.303
DOPEY2	1.6892
SDHD	-0.348416666666667
SUMF1	2.68075
OSM	0.928
OPN3	-0.144
DAGLB	0.265166666666667
PPFIBP1	0.1003
TRIM63	-3.064
C10orf53	0.8295
LYPD3	0.986166666666667
BCL7A	-0.067125
AGER	-1.844
TCF19	-1.3725
SAT2	0.26425
PFTK1	1.381
GABRE	-2.297
C15orf38	1.8787
FIS1	0.6375
KCNV2	-0.6455
CLPS	0.37775
PPCDC	-0.804375
FOXN2	0.131
NT5E	-3.2875
CD83	0.97375
IL18	0.583125
VPS16	0.67375
IGFBP2	0.0985
NOTCH2	0.476
SIGLEC1	2.879
CD93	5.178
SULF2	-0.74025
CEP164	-0.07675
P53AIP1	0.498333333333333
TOR2A	0.1575
ZNF136	0.8775
MGP	4.0747
CCDC144A	0.581666666666667
TRPC1	-0.895166666666667
SMS	-0.601666666666667
MAPK7	-0.315666666666667
RRAGC	0.758
PARD6A	-0.362333333333333
NUB1	0.7575
SYNGR4	0.20125
OR11H12	-0.252
WIF1	2.328625
GCH1	-0.3905
OR11H4	-0.652
SLC44A5	3.233
GPRIN2	2.92716666666667
LOC401431	1.11225
CPA4	-2.6098
MELK	-2.237
IL15RA	-0.66175
CUL3	-0.026
HMBOX1	1.50775
PODXL	-2.598
CCT6B	0.915166666666667
COMTD1	-0.16775
MUC20	0.559333333333333
GPX2	-2.485625
ITK	-1.2475
FBXL5	1.7815
C13orf27	-1.86425
DEFA5	0.993
TRHDE	-1.265
MTP18	-1.5205
UQCRQ	1.1139
ITGB2	2.89775
CSRP2BP	0.534
TAS2R44	0.5455
PHPT1	0.4355
FAM44C	0.11
ERH	0.87575
MPHOSPH1	-1.66
MORC1	-0.7795
PARVB	-1.06775
LAMA1	-2.22881818181818
PGBD3	0.65125
GIMAP6	3.8145
AREG	-3.91983333333333
LIPT1	0.11225
MGC99813	-0.94075
C1orf201	0.118833333333333
GRIN2A	-0.850888888888889
MAN2C1	-0.48025
NSUN5	-0.514
SF3B5	0.199
MYC	-2.1164375
NRXN1	-0.655909090909091
ZNF18	0.90875
SPDYA	-0.91775
SLC37A1	0.789
DECR2	0.02675
ANKRD38	0.778125
SPTLC3	-0.163833333333333
SUPT16H	-0.07
DTWD2	1.052
ULBP1	0.015
ZADH1	-0.0988333333333334
OIP5	-2.98425
IL10RB	0.135166666666667
OTUB2	0.939
VWA3A	0.401833333333333
SPIC	0.4032
OR6C4	0.0835
PSCD4	1.368
DPY19L2P2	-0.4845
TRAPPC6A	1.0475
C21orf2	-0.0473333333333333
CEMP1	-0.2905
LIN7B	-0.478
E2F7	-2.20383333333333
VCP	0.0215
LAMA3	1.75991666666667
BGN	2.12275
GPR160	2.16683333333333
COCH	-4.463
GPR81	1.62933333333333
APOBEC3F	-1.85475
tcag7.1017	-0.24525
C1orf32	0.274
SCGB1D2	6.8045
FLJ43987	0.253
C6orf170	0.326
KLK9	0.5
GPD1L	1.53575
VPS37B	0.15525
ATG3	0.0198333333333333
ADAMTS17	0.111
KLHDC2	0.595833333333333
NDUFV2	-0.31925
BLK	-3.15575
MATN4	-1.855
GPM6A	-0.190125
GBP4	3.12633333333333
TMEM162	0.805166666666667
PKP2	0.8165
HRASLS	1.52777777777778
MMP1	-3.6315
SFXN3	-0.3549
FSD1	-1.84116666666667
ST6GALNAC3	-2.101
CA12	3.0767
NCOA6	0.3515
C19orf58	-0.6341
PPP4R1	-0.176333333333333
MAN1A2	0.860166666666667
IKBKAP	-0.71775
UPF1	0.164166666666667
KIAA1219	0.28425
WNT16	-0.0236666666666667
SNW1	-0.12825
IL18RAP	1.16375
RPP30	-0.42
CDC40	-0.173928571428571
SETD3	0.557333333333333
SLAMF6	-0.0295
ELK4	-1.921
TRIM47	-0.265666666666667
ACOX3	1.681125
TRIM6	0.801625
KIAA0372	0.0711666666666667
TP53AP1	1.246125
SMURF2	-0.46125
ADAD1	0.3095
EBP	-1.3072
KRTAP13-2	0.6335
FLJ36874	-0.840333333333333
TOR1A	-0.261666666666667
P2RY4	1.064
GPBP1	0.44475
TRPV1	-0.163875
ADAMTS12	0.1676
PES1	-0.6793
ATG4A	0.558333333333333
MAGEA10	-4.345
WFS1	1.3955
CC2D1B	-0.585833333333333
PABPN1	-0.200625
SLC25A30	-0.37925
SLCO1C1	-0.205
SLC22A5	1.28225
KIF23	-2.648
SYN2	0.00849999999999998
ASPN	8.2785
CENTG2	0.631
QSOX2	-1.7494
FLJ10815	-0.432166666666667
STK24	-0.623875
SPEG	-0.2684
STK10	0.0593333333333333
DACT2	-0.689
AAAS	-0.69925
SSX3	-2.010625
ABCD3	0.7452
C4orf12	-0.3925
PARVG	1.38816666666667
FIG4	0.8805
C9orf46	1.383
TMCO6	-0.5405
IGHMBP2	-1.027
DUS2L	-0.799
FAM3C	-0.2819375
TMEM16D	-2.039125
DCTN4	1.291
KCNH3	0.722
EIF2AK2	0.509
AP1S3	-0.0775
CST4	2.1715
PAM	0.7075625
NUTF2	-0.67725
CITED2	1.1994
SLC39A4	-0.7565
C2orf52	-1.738
GRM3	-0.3105
C12orf49	0.109625
CCDC49	-0.1974
GRAMD1B	-1.455
FNDC4	0.84525
SIAH2	1.716375
GDPD4	0.75175
C21orf87	-0.040875
ATP5A1	-0.244166666666667
C16orf63	-0.5185
LOC388135	-0.2912
ATP5J2	-0.268625
MMP3	-0.32275
EMID2	0.43925
CRHR1	0.47625
WDR70	0.04475
C13orf31	1.15475
ZFAND1	-0.352
CCL18	4.01083333333333
C3orf49	0.502
RINT1	-0.7645
KIAA0408	-1.46466666666667
F13A1	4.9367
SLC10A1	0.764666666666667
OGN	3.18675
GIPC2	-1.3675
XPO6	-0.417333333333333
LCE1A	0.964
FMR1	-0.3985
LOC374920	0.842
DUSP3	0.38
ANKMY1	1.5015
C7orf50	0.33575
BBS9	0.1337
UNC119B	-0.326625
C9orf72	-0.18125
MGC35440	-0.90225
ENTPD6	0.11075
PPP1R2P9	-0.0465
ERCC4	0.36425
FAHD2B	-0.2495
HMHA1	-0.4605
HACL1	0.01225
RAD23A	-0.161333333333333
FAM83B	-0.9385
PPP5C	-0.893166666666667
RNASEH2C	0.285375
C9orf153	-0.55675
SCAMP4	1.028625
GHITM	0.0309
NDUFB7	0.97675
ADCYAP1	0.0138333333333333
SP110	1.383
MAP3K7IP2	0.60325
DHH	0.3085
AGRN	1.39657142857143
WDR33	0.623166666666667
CEP290	0.154833333333333
PRPS1L1	-1.85883333333333
KLRA1	-1.3785
GPR97	-0.692
CHD7	-1.17308333333333
TLR10	0.45725
SLC30A8	-1.67
HIC1	1.35733333333333
IAPP	-0.059
RXFP4	0.15975
GP1BB	0.95875
SHQ1	0.5105
NKX2-3	0.442833333333333
API5	-0.282
FTHP1	0.8085
MOV10L1	0.103833333333333
TRIM6-TRIM34	2.40366666666667
ADHFE1	1.131
FAM117A	-0.6815
DDI1	1.16216666666667
CDON	-0.8825
TRIM73	-2.028
IGKC	3.076
MMP14	-0.151666666666667
DYNC1LI1	0.30775
C11orf66	-0.49275
TRBV3-1	-1.83333333333333
FASTKD5	0.4815
BIVM	-1.4915
LHX4	-0.03375
CXCL2	-1.13944444444444
RAB2B	-0.885833333333333
IZUMO1	-0.717
MAP3K15	-2.043625
FAM19A2	0.371833333333333
ZC3H8	-1.181
ZMAT1	1.923875
SPINK5L3	-3.719
SLC10A6	0.8765
APPL2	0.102
CARD10	-0.958333333333333
LOC402176	-0.41375
EEF1D	0.4413
RAB6A	0.1541
C12orf5	-0.51025
PAPOLG	0.0695
MSRB2	1.166
BCR	0.0554444444444445
PUS3	-0.1025
TIAM2	0.076
ZNF317	0.161833333333333
CHD2	0.119571428571429
FZD5	-1.72659090909091
NUDT8	0.174
ZNF763	-0.1745
PRC1	-2.32488888888889
ABCB9	-0.582166666666667
SPATA3	0.878
TRAK2	0.5805
STAB1	2.91625
LRRTM2	0.139666666666667
psiTPTE22	1.03475
DBI	1.37675
SERPINA11	0.08025
NAT5	0.10125
C20orf58	-2.17425
RPS6KA4	0.223833333333333
FLJ90650	0.79675
TGFBRAP1	0.0985
CHRDL2	-0.1825
FAHD2A	-0.227833333333333
CNTN1	0.85675
BBS4	-0.5372
TMEM181	0.135
MINPP1	-2.36275
MPHOSPH6	-0.864909090909091
HOXC10	0.7202
ITPKB	0.52325
CLPTM1L	-0.072625
MEOX2	-0.0386666666666666
ATP6V0C	0.674625
PRPF8	-0.435833333333333
TMC5	3.859
FKBP3	0.05
PLEKHB2	0.183875
OR4D6	0.264
ZNF544	-0.3352
D2HGDH	0.013125
RPL18A	-0.1735
HEL308	-0.26025
MPP6	-3.0715
TCERG1	-1.21375
KRT16	0.426666666666667
KLF17	-1.687
KLF5	0.072375
CDR1	3.323375
VCX3A	-3.5025
FBLN2	2.264125
C14orf104	-0.074
HBE1	-4.1938
OR4S2	1.2395
C1orf108	-0.7515
ROBO4	3.598
CPEB4	0.931875
C11orf80	-0.989
BCKDHA	0.905333333333333
MYOC	4.85
GIF	-0.4765
CKMT1A	0.6725
RPL3	0.0928
THBS1	2.606875
APOO	-0.68925
ARMCX1	2.36875
HSZFP36	1.454
SNAPC5	-0.58175
EIF4ENIF1	0.051
ZNF433	0.07225
TNFRSF21	-1.147
TMPRSS7	0.442
SPATA18	2.3428
HPDL	-3.3525
MKL2	1.2699
TBX3	1.07253846153846
C21orf93	0.0458333333333333
DAXX	-0.14875
ELMO1	0.090125
RGS13	1.1895
TAF11	-1.10125
UNC13A	-2.298875
LOC653314	-0.3785
ORC3L	-0.5515
IMAA	-2.1775
TARBP2	-0.37325
CABIN1	-0.4037
TRIOBP	-0.1978125
HIST1H2AC	1.911875
