Hybridization REF	TCGA-A8-A07Z-01A-11R-A00Z-07
B3GALNT2	0.678375
SC65	-0.101166666666667
PEX5L	-0.8445
EPS15L1	1.078
MGEA5	-0.0395
HIST1H3A	0.8645
ING1	0.098875
BCAT1	-3.294875
ORC6L	-2.59272727272727
KLK11	-4.21166666666667
C19orf28	-1.83375
DNER	-4.21925
MED22	-0.373285714285714
ETV6	1.35125
CHAC2	-2.02225
CD300E	0.0285
CEBPB	0.627666666666667
ZNF398	0.166
LRCH3	0.07
HMGA1	-1.68383333333333
CAPN7	-0.569
MGC5566	-2.603
CCL3	2.699375
NANOS1	-0.92025
ZFYVE19	0.6155
APITD1	0.249166666666667
PARD3	0.731125
IRAK4	0.351166666666667
SERPINI2	-0.409
CEP170L	-1.31175
TTC9	1.356375
MYOM3	-1.31575
MLPH	1.6445
LOC222699	-0.065
NRG1	-1.99916666666667
TBC1D9	4.86036363636364
TTK	-2.23516666666667
ZNF557	0.1233
DDX41	-0.0641666666666667
FANK1	2.8895
UBE2D2	0.483625
PSMB10	1.24675
MYH7B	0.441
GABARAPL2	0.14875
MARVELD2	2.47716666666667
DGCR2	0.798666666666667
UNC45A	0.1415
C6orf72	0.7315
ZNF683	4.47075
GIT2	0.299125
CASK	1.404
C14orf161	0.224333333333333
LRRC44	1.28375
TIFA	0.68225
UTP11L	-0.622375
C6orf65	-0.81125
FDPS	0.17325
DUSP9	-1.6825
SLC17A8	0.277333333333333
OR51G1	0.555833333333333
NANS	0.29975
OLFML1	1.38125
ATP10B	-1.02075
NPAS3	-0.89125
PRKCA	-2.5095
GGA2	0.954875
LCE4A	1.048
SPANXN3	-0.09
CCDC115	1.45575
SDCCAG3	-0.82425
GLIPR1L1	0.4115
TTC1	0.344
C17orf76	-0.20075
MAD2L2	-1.2165
HIPK1	0.1149
LRRC3B	-0.432166666666667
CLN3	0.0275909090909091
C17orf47	-0.159
FMN2	-3.244375
TUBB1	0.893625
WAPAL	0.110666666666667
C3orf21	-0.738625
SCN5A	-0.0979
SMYD1	-0.41225
BEX5	1.5355
ZNF192	0.557
SEC22A	-0.184
GRIA2	3.87471428571429
KIAA0825	-0.713
NUSAP1	-1.51236363636364
LANCL1	-0.51725
C15orf40	-0.8803
ZNF645	0.015625
GPR61	0.12875
NLRP14	-0.2715
SNX21	-0.2968
C1QTNF8	-0.0585
C17orf46	0.121
IFNA8	0.262
SPRR1B	-1.65983333333333
FLRT1	-0.5695
SNX17	0.317166666666667
ASB2	-1.04416666666667
HBG1	-4.7365
RPRML	-1.015
JOSD2	0.449833333333333
PLSCR3	-0.27625
SPOCD1	-0.39
RAB39	-0.0805
GHRH	0.892833333333333
ITIH5L	0.549
C17orf37	0.60575
SMCR8	0.888
DPY19L2P3	-0.401666666666667
IL11RA	-0.469833333333333
GDF3	-3.543
RPS6KB1	-1.69225
DNAJC19	0.2766
TOP1	-0.28625
CRCT1	-0.0705
MPST	0.120375
DPM2	0.690625
FAM38B	1.6475
SLC18A1	-1.7765
FARP1	-0.349666666666667
PAX7	0.54475
TUBD1	-1.33475
GNL3	-1.622625
BTG2	1.26493333333333
NDUFS6	-0.07875
C1orf79	-2.55925
ERAL1	-0.25225
ECHS1	0.849
VPS4A	-0.1065
CYP11A1	-0.80575
ABCC6	-0.336857142857143
PBX4	-2.085
MOSC1	-1.0725
NCF4	0.719
HYMAI	-0.895
NAGPA	-0.105875
OTOP2	0.5845
ACOT12	-0.09975
MTHFD2L	-0.65975
LOC441376	1.45425
C19orf34	-0.764
RAB1B	0.16275
ALDOAP2	0.788
NTRK1	-1.45
ARTS-1	0.1022
SLC6A11	-0.61
NAP1L2	-3.03225
CNGB1	0.432333333333333
EPB41L4B	0.361
FAM134B	4.7255
HS3ST3A1	-2.14766666666667
CPXM2	3.10975
SIRPB2	0.5295
CHORDC1	-1.0315
TRIB3	-0.335666666666667
SLC2A5	0.7215
C2orf49	-0.782833333333333
DDX5	-0.1595
OR5L1	0.799
ANAPC4	-0.965666666666667
ZSWIM1	0.40575
LOC93622	0.0305
KCNK3	-0.43
RP11-35N6.1	-1.52625
ZFP161	0.2625
AQP9	0.5415
SLC15A2	-1.72333333333333
MREG	1.09366666666667
OR9I1	0.217
PDLIM2	0.15275
ADAM7	0.246
GSTCD	0.160833333333333
WDR21A	-0.846875
SLC12A8	1.12983333333333
TMEM174	0.3795
IGSF3	-2.08925
LRRN1	-2.80225
LOC402117	-0.75975
SRPK1	-0.741333333333333
LY6K	-0.9049375
NFIA	1.16
PTCD3	-0.3
LEP	0.104333333333333
PCDH21	-0.424166666666667
MAPKAPK2	1.00357142857143
NMNAT1	-0.291833333333333
LHFPL2	0.5045
C9orf43	0.80275
DIP2A	-0.134666666666667
ACTR8	-0.085375
CCDC34	-0.76475
PTPN22	-1.1595
ITGA3	-0.119375
FAM129C	0.33775
RABGGTA	0.549333333333333
UNC45B	0.8375
KIAA1033	-0.152
ZNF510	0.501
CYP2D6	-0.599666666666667
SLC26A10	-2.403
STX8	0.354
LUZP1	-0.0295
WDR89	-0.0505
EIF4G3	-0.3763
C5AR1	0.581
ZNF623	0.0275
A2M	0.22
TGM7	0.417
GRPEL1	-0.150833333333333
LMNB2	-1.4105
ROCK2	-0.156833333333333
SNX16	-0.505
CCDC66	-0.1785
ANXA3	-2.83775
KIAA1609	-0.471625
EED	-0.81225
RNF32	0.756666666666667
HES1	1.7117
CLC	0.471166666666667
ISL1	-0.731333333333333
KIAA0528	1.418
MANEA	0.916125
C1orf61	-2.761
hCG_2001000	0.04575
RAPGEF6	-0.1908
KIAA0020	-0.391666666666667
NEIL1	0.76475
C16orf45	0.91625
RBM10	0.265166666666667
C10orf125	-1.814125
MRS2L	-1.21675
DNAH17	-0.431
C19orf10	-0.188
C1orf160	0.93875
SLFN12	1.15475
EXOC3	0.106
HIST3H3	0.90075
NCOR2	0.9545
TNFRSF9	0.21625
MFSD8	-0.1465
ALX1	-3.46166666666667
NOL1	-0.867
PODN	1.917
TIAL1	-0.727
HIST1H1E	0.521
NPY6R	0.224
TM4SF4	-0.489
CORO2A	1.439
ETNK2	0.479666666666667
APOE	-0.208
ANGPT4	0.9145
HDGF2	-0.40675
G30	0.3935
ST8SIA4	-0.487875
F2RL1	-0.229125
FAM19A4	-2.5795
CCAR1	-0.68
B3GNT7	0.14575
OPHN1	0.3389
DSCR6	2.675
C21orf13	1.6495
GAS2L1	0.547416666666667
RFX3	-0.218833333333333
COPS4	-0.127875
BCHE	-3.45066666666667
BCL2	3.80625
HBZ	-2.84716666666667
ARL13B	-0.08075
MAPBPIP	1.415875
MYO15B	-0.613375
SPZ1	-0.7415
KIAA1324	2.82188888888889
PLCL2	-1.159125
C4orf29	-1.154
WDFY2	-0.750375
ZNF284	-0.5515
NAALADL1	-0.1815
DUSP5	1.31216666666667
PXDN	0.291125
SLMO1	-0.90525
TNXB	0.6214
BIRC7	-0.59575
A4GALT	1.3105
TIMM22	0.4375
FAM110C	1.05075
TOMM34	0.29925
ABHD9	0.054
ADAM32	1.3825
CRHBP	-0.0925
AQP2	0.6355
LOC130355	1.3415
ZNF187	-0.0991666666666667
ZNF816A	0.4155
F7	0.470125
CNOT1	-0.2085
SLC13A4	-1.21475
ZBTB11	-0.367
B3GALT5	0.9715
EXOC2	0.7705
IRS1	1.6232
TMEM1	1.07916666666667
MRPL34	-0.1595
SAMM50	-0.38225
CDC42EP3	-1.929875
HSF2	-0.5166
MFN2	0.53825
TSPAN7	-2.15866666666667
NUCB1	1.07283333333333
RHOH	-0.926
ARL16	-0.6245
TACR1	0.574
SFRS5	-1.101
SNX25	-0.4075
RHBDF1	1.46533333333333
PCDH18	1.6285
HMG1L1	-0.618
MYO5C	0.853875
MAPK10	1.0045
LDHAL6A	1.4995
NUDT12	2.4175
NCAM1	0.00999999999999998
GLIS2	1.256
GGTL4	-0.012
DAPP1	0.94175
ATF7	0.75175
KIAA0748	-0.5355
NFIL3	-2.1985
TM6SF1	0.818
SEZ6	0.4005
NANOS3	0.774333333333333
DNAJA3	0.2635
CLDN6	-1.9315
CIITA	2.548
EPHA4	-2.16208333333333
FANCC	0.424
CMTM3	-0.458375
PSG3	-0.917875
MRPL15	-1.5685
C21orf59	0.528
PLCXD2	0.55875
C2orf34	-0.25675
UBE2L6	1.913375
MED14	0.0723333333333333
HP1BP3	-0.8963
C6orf208	0.243
TPBG	0.39025
OSR2	-1.8835
XPC	0.376666666666667
KLHL7	-1.60925
CCR3	-0.462
AGTPBP1	-1.31133333333333
PCSK6	0.701
STAT5A	-0.6696
FAM18B	0.49
LONRF2	0.498666666666667
PTPN2	-0.655125
SF3A3	-0.849333333333333
EFCBP2	0.22725
HCFC1	-0.097
AHNAK	0.7182
ACTR5	0.04025
KIF14	-1.82357142857143
TENC1	1.692
HEATR5B	0.495
YIPF2	0.8535
MYEOV2	0.643333333333333
DUSP18	1.2355
KIAA1012	0.09575
AHR	-1.77633333333333
C17orf53	-0.281833333333333
PTPRH	-3.58825
ATP6V1C1	0.0482
TAS2R3	-0.568
LOC440356	-0.04925
COQ10B	0.55475
PSMF1	1.06783333333333
SORBS2	1.47475
NFE2L2	-0.9565
TMCO7	0.00125
SH3PXD2A	0.1078
SH2D2A	-1.4815
SPINK5	-1.7195
MRPS24	-1.12975
OPA3	0.870125
TRAF7	0.745833333333333
C4orf35	-0.0465
MT1G	-0.618
MGC39545	0.3525
HS1BP3	0.4796
OR2B2	0.689
CHRM4	0.6335
SFRP2	1.19675
RIC3	-1.34225
ART1	0.043
C6orf1	1.070125
DUS4L	-0.64
C10orf104	0.4265
TNFAIP6	1.8795
RTEL1	-0.75275
CCT4	-0.5594
ZNF709	-0.28875
CHMP6	0.280166666666667
UPP2	0.08875
CYP19A1	-2.53228571428571
CD151	-0.250833333333333
NDUFA13	-0.423166666666667
ARFRP1	-0.4045
FAM26B	2.01375
CRYBA1	-1.6895
MRPL41	0.972
NPFFR2	-1.31125
HRH2	0.2695
SCAMP3	0.853833333333334
MTMR6	-0.2785
MTG1	-0.672666666666667
UBTD1	1.686
CRABP1	-2.793
FLJ33790	0.7456
KIAA1908	-0.4575
GPR158	-2.0155
PACSIN3	-0.437333333333333
OMD	0.5505
CATSPER1	-0.378
HOXB8	-0.633625
FBXO46	1.154
OAS1	3.141
SVIL	-0.51625
PHB2	-0.3525
ADCY3	-0.59
NDRG2	0.434666666666667
ERMAP	0.4727
APBA2	-1.8545
IGSF9	2.99025
WNT6	0.0362857142857143
MYCBPAP	2.43125
ATP2B2	-0.2497
CPVL	-0.9449
TRAM2	-1.32816666666667
NOP5/NOP58	-1.08925
ZNRF4	0.18325
TLK1	-0.17975
MTMR12	0.574214285714286
ZNF384	0.0675
FAM9B	-2.67275
RPN1	0.7127
PMVK	1.187
EIF3D	-0.0557
SIX2	1.36175
HPS1	0.764
RNF7	0.1445
PSKH2	0.838
KCTD13	0.462833333333333
CSMD3	-0.5402
FBF1	0.5725
IL8	-5.66575
SERPINB13	0.170916666666667
FBXL20	0.175
BLR1	0.91675
SH2B1	0.0278333333333333
RFNG	0.601625
RAB20	-0.75
RBM7	-1.2025
POLR1A	0.0563333333333333
TMPRSS4	-1.10475
TAF9	-0.73325
TERF2	0.6025
TNFRSF1A	0.3375
ACADVL	0.174833333333333
GTF2H5	0.6975
EDG8	-0.4815
C9orf140	-0.8375
UST6	-0.05775
ZBTB8OS	-1.007
ZNF710	0.6415
GPR174	-0.9365
ATP6V0A2	-0.17725
KIAA0319L	0.65225
XKRX	-0.0445
DOPEY2	1.5068
SDHD	-0.739
SUMF1	1.2345
OSM	1.17325
OPN3	-2.01
DAGLB	0.0181666666666667
PPFIBP1	0.2862
TRIM63	-3.91325
C10orf53	-1.227
LYPD3	2.341
BCL7A	0.3635
AGER	-0.937
TCF19	-0.53125
SAT2	0.0135
PFTK1	-1.60266666666667
GABRE	-3.67825
C15orf38	0.493
FIS1	0.463
KCNV2	0.3035
CLPS	0.2075
PPCDC	-0.68375
FOXN2	-0.154666666666667
NT5E	-3.4507
CD83	-0.13325
IL18	-1.092125
VPS16	0.84375
IGFBP2	0.346333333333333
NOTCH2	-0.072
SIGLEC1	2.929375
CD93	5.05
SULF2	-1.44925
CEP164	-0.3985
P53AIP1	0.0833333333333334
TOR2A	0.2465
ZNF136	-0.01325
MGP	1.6603
CCDC144A	0.9265
TRPC1	-2.2755
SMS	-0.536666666666667
MAPK7	-0.123333333333333
RRAGC	0.37075
PARD6A	1.6635
NUB1	1.82433333333333
SYNGR4	1.349
OR11H12	-0.6935
WIF1	-0.15625
GCH1	0.99375
OR11H4	-0.177
SLC44A5	0.03
GPRIN2	-0.164666666666667
LOC401431	-0.67025
CPA4	-1.8639
MELK	-1.47544444444444
IL15RA	0.3825
CUL3	0.98025
HMBOX1	-1.5985
PODXL	-0.46775
CCT6B	1.37633333333333
COMTD1	0.47525
MUC20	0.3425
GPX2	-3.218375
ITK	-0.996125
FBXL5	2.1675
C13orf27	-1.59125
DEFA5	0.212
TRHDE	-0.5995
MTP18	-0.386666666666667
UQCRQ	0.7302
ITGB2	1.68333333333333
CSRP2BP	1.33875
TAS2R44	0.583
PHPT1	0.31575
FAM44C	0.373
ERH	0.3495
MPHOSPH1	-0.5815
MORC1	0.2915
PARVB	-0.6195
LAMA1	-1.73608333333333
PGBD3	0.1715
GIMAP6	3.73725
AREG	-5.6055
LIPT1	-0.758
MGC99813	-1.12275
C1orf201	0.226666666666667
GRIN2A	-1.2861
MAN2C1	-1.30625
NSUN5	-0.32325
SF3B5	-0.0035
MYC	-2.1921875
NRXN1	-0.715333333333333
ZNF18	0.72575
SPDYA	0.01375
SLC37A1	1.627
DECR2	0.1315
ANKRD38	-0.774625
SPTLC3	-1.62366666666667
SUPT16H	-0.33975
DTWD2	1.224
ULBP1	-0.863
ZADH1	0.611833333333333
OIP5	-2.1065
IL10RB	0.86
OTUB2	0.93075
VWA3A	2.15066666666667
SPIC	0.309166666666667
OR6C4	0.278
PSCD4	0.755833333333333
DPY19L2P2	-0.4875
TRAPPC6A	0.7845
C21orf2	0.420333333333333
CEMP1	0.623
LIN7B	0.646
E2F7	-0.830166666666667
VCP	0.7106875
LAMA3	2.16275
BGN	0.983
GPR160	0.153166666666667
COCH	-4.96166666666667
GPR81	0.819166666666666
APOBEC3F	-1.73275
tcag7.1017	-0.49575
C1orf32	0.182
SCGB1D2	1.31825
FLJ43987	-0.3985
C6orf170	0.793
KLK9	0.5335
GPD1L	0.731
VPS37B	-0.513
ATG3	-0.597166666666667
ADAMTS17	-0.4135
KLHDC2	-0.141
NDUFV2	-0.20475
BLK	-2.55575
MATN4	-1.308
GPM6A	-0.25675
GBP4	3.68983333333333
TMEM162	0.401
PKP2	1.028
HRASLS	-2.84088888888889
MMP1	-3.57925
SFXN3	0.3016
FSD1	-1.36766666666667
ST6GALNAC3	-1.7125
CA12	3.5938
NCOA6	0.728
C19orf58	0.1115
PPP4R1	0.189166666666667
MAN1A2	0.00466666666666667
IKBKAP	-1.40175
UPF1	0.122333333333333
KIAA1219	1.30025
WNT16	-0.455333333333333
SNW1	-0.288375
IL18RAP	1.901
RPP30	-0.2895
CDC40	-0.1225
SETD3	0.233666666666667
SLAMF6	0.189
ELK4	-0.4675
TRIM47	0.337833333333333
ACOX3	1.675
TRIM6	0.440625
KIAA0372	-0.256166666666667
TP53AP1	2.06275
SMURF2	-0.668
ADAD1	0.22925
EBP	0.425
KRTAP13-2	0.00349999999999999
FLJ36874	-1.167
TOR1A	0.827166666666667
P2RY4	1.4235
GPBP1	0.6665
TRPV1	0.075625
ADAMTS12	-0.308666666666667
PES1	-0.5913
ATG4A	1.25666666666667
MAGEA10	-4.46075
WFS1	2.13075
CC2D1B	-0.237666666666667
PABPN1	-0.4875
SLC25A30	0.89625
SLCO1C1	-0.549666666666667
SLC22A5	2.09175
KIF23	-2.0045
SYN2	-0.708666666666667
ASPN	5.3435
CENTG2	0.12125
QSOX2	-2.4181
FLJ10815	0.6705
STK24	0.1915
SPEG	0.0924
STK10	0.277
DACT2	-2.812
AAAS	-0.01925
SSX3	-0.92725
ABCD3	1.2128
C4orf12	-0.531375
PARVG	0.896833333333333
FIG4	1.23675
C9orf46	1.895
TMCO6	-0.078
IGHMBP2	-0.44
DUS2L	-0.378333333333333
FAM3C	0.1014375
TMEM16D	-1.57925
DCTN4	1.19325
KCNH3	0.90175
EIF2AK2	1.67125
AP1S3	-0.370375
CST4	0.74
PAM	-0.0894375
NUTF2	-0.14925
CITED2	-0.5822
SLC39A4	-0.71175
C2orf52	-0.6885
GRM3	0.06625
C12orf49	0.637
CCDC49	-0.638
GRAMD1B	-1.499
FNDC4	-0.29775
SIAH2	1.55375
GDPD4	0.307
C21orf87	0.72875
ATP5A1	0.338166666666667
C16orf63	0.26
LOC388135	-1.25916666666667
ATP5J2	-0.151
MMP3	-3.61075
EMID2	0.1435
CRHR1	0.658
WDR70	-0.28675
C13orf31	1.42825
ZFAND1	-0.875
CCL18	2.78183333333333
C3orf49	-0.5775
RINT1	-0.228
KIAA0408	-1.98483333333333
F13A1	3.6818
SLC10A1	0.173166666666667
OGN	0.43875
GIPC2	-1.78366666666667
XPO6	0.181
LCE1A	0.7555
FMR1	1.1558
LOC374920	-0.20975
DUSP3	0.132
ANKMY1	0.773
C7orf50	0.36625
BBS9	-0.9773
UNC119B	0.128375
C9orf72	0.27225
MGC35440	-0.94525
ENTPD6	0.5375
PPP1R2P9	0.2395
ERCC4	1.0215
FAHD2B	-0.707
HMHA1	0.637
HACL1	-0.415
RAD23A	0.0536666666666667
FAM83B	-0.27825
PPP5C	0.168833333333333
RNASEH2C	-0.3285
C9orf153	-0.26175
SCAMP4	1.020625
GHITM	1.0907
NDUFB7	-0.046125
ADCYAP1	0.396666666666667
SP110	2.049
MAP3K7IP2	-0.0545
DHH	-0.3985
AGRN	0.856428571428571
WDR33	0.1695
CEP290	0.5215
PRPS1L1	-2.00466666666667
KLRA1	-0.018
GPR97	0.2165
CHD7	-1.85533333333333
TLR10	1.5835
SLC30A8	-0.925
HIC1	0.742
IAPP	0.3085
RXFP4	0.59475
GP1BB	1.50525
SHQ1	-0.1935
NKX2-3	0.483333333333333
API5	-0.02375
FTHP1	-0.46
MOV10L1	-0.1375
TRIM6-TRIM34	2.75683333333333
ADHFE1	0.05425
FAM117A	0.62425
DDI1	-0.0612000000000001
CDON	1.3945
TRIM73	-0.9855
IGKC	2.639
MMP14	-0.71625
DYNC1LI1	-0.160625
C11orf66	1.19675
TRBV3-1	-1.65075
FASTKD5	0.35025
BIVM	-0.802
LHX4	-0.35875
CXCL2	-2.5496
RAB2B	-0.327
IZUMO1	-0.90975
MAP3K15	-2.104875
FAM19A2	0.251333333333333
ZC3H8	-1.361
ZMAT1	1.87725
SPINK5L3	-1.815
SLC10A6	-0.457
APPL2	0.008875
CARD10	0.410833333333333
LOC402176	-1.440375
EEF1D	-0.0944
RAB6A	0.1041
C12orf5	-0.575
PAPOLG	0.0225
MSRB2	0.94425
BCR	0.825833333333333
PUS3	-0.59275
TIAM2	0.4995
ZNF317	-0.254666666666667
CHD2	0.0634285714285714
FZD5	-1.28
NUDT8	-1.2535
ZNF763	-0.2235
PRC1	-1.09633333333333
ABCB9	0.839
SPATA3	0.45725
TRAK2	-0.470125
STAB1	2.9375
LRRTM2	-0.412166666666667
psiTPTE22	1.599
DBI	1.77
SERPINA11	-1.1865
NAT5	0.948
C20orf58	-2.00275
RPS6KA4	-0.032
FLJ90650	-0.52125
TGFBRAP1	0.139
CHRDL2	0.1715
FAHD2A	-0.899166666666667
CNTN1	-0.44025
BBS4	0.1328
TMEM181	0.681
MINPP1	0.061
MPHOSPH6	-0.472916666666667
HOXC10	-1.5509
ITPKB	0.5705
CLPTM1L	0.50175
MEOX2	-0.590333333333333
ATP6V0C	1.464375
PRPF8	-0.014
TMC5	3.24975
FKBP3	-0.49875
PLEKHB2	1.275875
OR4D6	-0.1205
ZNF544	-0.5918
D2HGDH	-0.528875
RPL18A	-1.2395
HEL308	-0.848375
MPP6	-4.635
TCERG1	-1.9585
KRT16	-1.19516666666667
KLF17	-0.239
KLF5	-1.687125
CDR1	2.014875
VCX3A	-4.999
FBLN2	0.364875
C14orf104	-0.688
HBE1	-4.5087
OR4S2	1.3435
C1orf108	-0.231833333333333
ROBO4	3.16733333333333
CPEB4	1.792625
C11orf80	-1.5055
BCKDHA	1.15333333333333
MYOC	-0.13625
GIF	-0.301
CKMT1A	-2.0705
RPL3	0.126
THBS1	2.931625
APOO	0.43425
ARMCX1	2.66475
HSZFP36	0.81225
SNAPC5	-0.67975
EIF4ENIF1	0.9005
ZNF433	0.0275
TNFRSF21	-1.068
TMPRSS7	0.0825
SPATA18	1.8985
HPDL	-3.091
MKL2	2.4193
TBX3	2.08238461538462
C21orf93	0.148166666666667
DAXX	1.10125
ELMO1	0.24025
RGS13	1.82033333333333
TAF11	-1.3815
UNC13A	-2.1155
LOC653314	-0.6506
ORC3L	-0.3705
IMAA	-2.8505
TARBP2	-0.16975
CABIN1	-0.0668
TRIOBP	0.1700625
HIST1H2AC	1.592375
RGS22	1.23683333333333
NCOA1	1.29966666666667
IL25	0.919
SNCG	0.4835
GPR6	0.6585
AMDHD1	-0.8985
CHEK2	-0.4265
C6orf142	-1.47375
DRD4	1.246
C14orf68	-0.42525
GDF11	-0.6395
SEMG2	0.6955
CD247	-1.0505
CDAN1	0.2735
RBMX2	0.126666666666667
TGS1	-0.53525
OIT3	-0.1115
SYF2	-0.34675
MCM4	-1.773
PKHD1L1	0.0185
CEP192	-0.769833333333333
IFT88	1.0025
RPL9	-0.533214285714286
RAB32	-0.37575
DDX43	-3.2385
P2RX2	0.486833333333333
OR5D18	0.6335
UBE1	0.50275
SLC24A1	0.32125
ARHGAP5	0.335
CETP	0.03975
KIAA1731	-0.4945
SLC9A4	0.202
PTPN6	1.71325
BAHD1	0.3955
GRIK3	1.77
CACNB2	-0.5796
PDE10A	-1.09625
DGCR14	-0.26925
PCDHB9	-1.7165
RHOQ	-0.681333333333333
MAP3K4	-0.84275
KTI12	-0.253833333333333
RPL23AP13	-1.33475
GNG11	-1.37575
CLCN3	0.2675
GPAM	-1.037375
VSTM2A	-0.312
SLAMF7	1.77333333333333
INTS2	-0.95275
PPP2CA	0.3763
LRP12	-1.76433333333333
SEC14L2	3.76788888888889
DKFZP586H2123	2.68425
MC3R	0.632
CIRH1A	-1.07016666666667
HIST1H2AB	2.61233333333333
POLH	0.20625
MGC16703	-0.0674999999999998
SNAPC2	0.85
FILIP1L	-0.37075
RASGRP4	0.6555
LRRC1	0.86975
GAS1	-0.69575
PRAC	-0.8085
DGKA	1.04583333333333
NT5C3	-0.35525
PEG3	-4.27758333333333
NADK	-0.315
PRR17	0.793
LOC374569	-0.135
SGSH	0.00366666666666666
NLRP8	-0.892
GALT	-0.3129
MCF2	0.452
ZNF263	1.59075
TACSTD1	1.06733333333333
TYR	-5.8071
ATP6AP2	1.82275
RNUXA	-0.0225
ABHD10	-0.1075
GDPD2	-0.17625
SLC35C1	-0.545
UBE2A	0.812125
HERC5	1.30633333333333
FAM112B	-4.27866666666667
FBXL16	1.26625
DKFZP434A0131	-0.3995
ELA3A	-2.134
RBM41	-0.750875
HAO2	-0.73325
RNH1	0.579125
SHANK2	0.628166666666667
OSBP2	-0.287
DAK	0.2735
C3orf58	-0.31175
TCL1B	-0.261
KBTBD2	-0.299625
SUGT1L1	0.354
UBE2E2	-0.1845
MYL9	2.329125
CDC23	-0.253833333333333
PBXIP1	1.7634
CXorf40B	0.8365
NBL1	-0.073
RTBDN	0.188
RAB11FIP5	0.63925
TTTY13	-0.132
SCOTIN	1.04741666666667
SOHLH1	-0.627833333333333
CDKN1A	0.398285714285714
NCK1	-0.57825
ZNF550	-0.949
SAPS3	-0.550833333333333
SPIN3	0.7395
MAGEE2	-0.05875
MIS12	-0.682833333333333
OR8H2	-0.0185
KIAA0774	-2.1055
UNC5D	-1.394
CUL7	-0.395
LIPC	-2.98816666666667
DIO1	4.9565
C20orf11	0.8461
CTRL	-0.78575
HS3ST2	0.40425
PAK4	1.3875
CCRL1	1.855
RNF10	0.91525
ZNF567	0.15025
ZNF660	-0.267
TCEAL3	1.866
MAGOH	-1.17983333333333
CENPB	0.691666666666667
C19orf7	0.613375
LOC388965	0.5535
ZCCHC13	-0.376
JMJD1A	-1.4235
HIST1H4H	0.656
TBRG1	-0.0161
GPC3	-0.171875
TAF1C	-0.589125
EBNA1BP2	-0.673833333333333
CIAPIN1	-0.25275
PDGFRA	-1.68833333333333
CSTB	0.451125
CENPI	-0.996333333333333
GTF2E2	-1.44866666666667
RPP21	-0.6745
CCNF	-0.0876666666666667
KCNQ3	1.155
FAM79A	0.94
SLC22A12	0.5025
NOVA1	0.000999999999999992
FZD3	0.0436
AKAP8	-1.23325
SOCS5	-0.111375
CFDP1	-1.233
DLG5	0.8145
PGM5	-0.0690833333333333
C1orf144	0.402333333333333
HDAC10	-1.342
RND2	1.20975
C20orf199	-1.48525
RNMT	-1.1865
SLURP1	0.871625
ASTN1	-0.23625
SH3BGR	1.15025
MYCL1	-0.8625
ZHX1	0.189166666666667
CENPK	-2.37175
FOSB	0.4781
LOC643406	0.1885
C2orf59	-1.47475
TMEM135	-1.155875
SLC27A2	-0.76225
KRT33A	2.0985
OVOL1	2.20075
PAMCI	-2.86533333333333
S100A7	-0.4
ZNF789	-1.377
HARS2	0.40475
RPL23A	-0.92
TCF23	0.209
UPF3B	-1.852
C17orf78	-0.4085
HLA-DOB	0.102166666666667
C14orf142	0.442
TEKT5	0.9085
DMWD	0.337
POLD1	-1.45733333333333
GSCL	0.568
CALD1	-0.9382
SCRT1	0.891
AIG1	1.10025
UNC84B	0.11625
ZNF404	-2.11875
TMED6	-3.41175
KIAA1462	0.4835
LRRC27	2.468
PYGO1	0.107
PIGU	0.352833333333333
ALAS2	-3.59616666666667
WRNIP1	0.17325
CNNM3	1.2535
ZNF2	0.237
ST3GAL5	-1.51558333333333
MRPL23	-0.901
TSSK6	0.306
PSMA6	0.24425
C16orf70	0.9695
KIAA1602	0.734
ALMS1	0.393166666666667
DCN	1.097625
TMEM132D	-0.80825
SUCLG2	0.193
ABHD14A	1.37025
DEXI	0.969333333333333
AMPD2	-0.8835
IFNAR2	0.142333333333333
CYB5A	1.8487
TLOC1	0.512
NXF5	-0.051
NRBF2	-0.56475
KCTD3	1.18775
ITGAE	-0.182
SLC30A3	-1.89616666666667
ZRF1	-1.2635
IFRD2	-0.963625
XAB1	-0.9515
PYCR2	0.482166666666667
SERPINB3	-4.6395
TMLHE	0.367
GEFT	-1.435375
ABCA5	0.288375
EMR4	0.579166666666667
TSFM	0.108
HIST3H2BB	0.49325
ARHGEF19	0.77975
TSPAN17	0.8625
ABCC8	1.8325
MAP1S	0.149166666666667
C22orf36	-0.1695
BNC2	-0.5725
HIST1H4A	-0.515
NDUFS3	-0.229333333333333
WDR3	-1.377
XKR4	-0.79025
TTC33	0.00971428571428572
STMN2	4.05525
CPN2	-0.381666666666667
HSPC105	1.807625
PCOLCE2	-4.669
C3orf55	-0.0995
KLHDC9	3.8045
TBC1D23	-0.261625
ATXN2L	-0.770166666666667
MAP2K3	0.09825
SCAP	-0.4205
ZNF486	-0.0733333333333333
C20orf96	0.7945
NARS	-0.645
ADAMTSL1	-0.536214285714286
PRCC	0.7105
CCDC126	1.93708333333333
ZNF675	-0.9205
CALCOCO1	0.57975
ANKRD43	0.1235
CWF19L2	0.05
ZBTB32	1.032
BRAF	0.26275
ODF4	0.393
MGC14376	0.727
HORMAD1	-2.44466666666667
AAK1	0.0716666666666667
PEBP1	1.5855
TNFSF5IP1	-0.316833333333333
DKFZp564N2472	0.76875
RMND1	0.131125
IGKV1-5	3.0925
