Hybridization REF	TCGA-A2-A04T-01A-21R-A034-07
DDX5	-0.973
OR5L1	1.4135
ANAPC4	0.191166666666667
ZSWIM1	0.563375
LOC93622	-0.100875
KCNK3	1.0715
RP11-35N6.1	0.9555
ZFP161	0.0613333333333333
AQP9	5.282
SLC15A2	0.0446666666666667
MREG	-1.21183333333333
OR9I1	0.2685
PDLIM2	-0.5755
ADAM7	0.475
GSTCD	0.3195
WDR21A	0.81975
SLC12A8	0.5695
TMEM174	0.226
IGSF3	2.38566666666667
LRRN1	2.08625
LOC402117	-0.70875
SRPK1	0.086
LY6K	1.4409375
NFIA	0.7545
PTCD3	-0.1445
LEP	1.8655
PCDH21	0.0111666666666666
MAPKAPK2	0.574285714285714
NMNAT1	-0.581833333333333
LHFPL2	0.527125
C9orf43	0.652
DIP2A	-0.537166666666667
ACTR8	-0.475625
CCDC34	-1.7645
PTPN22	0.014125
ITGA3	-2.053
FAM129C	0.14425
RABGGTA	-0.025
UNC45B	0.48575
KIAA1033	-0.777625
ZNF510	0.557
CYP2D6	-0.103666666666667
SLC26A10	-2.551
STX8	-0.5085
LUZP1	0.259875
WDR89	-0.450333333333333
EIF4G3	-0.6073
C5AR1	1.512125
ZNF623	0.667
A2M	0.59425
TGM7	0.159
GRPEL1	-0.629666666666667
LMNB2	0.1609
ROCK2	0.192333333333333
SNX16	0.65325
CCDC66	-0.0175
ANXA3	-0.8345
KIAA1609	1.66825
EED	0.069
RNF32	0.316833333333333
HES1	0.1365
CLC	0.431333333333333
ISL1	3.65
KIAA0528	0.266
MANEA	0.244375
C1orf61	-2.947
hCG_2001000	0.23525
RAPGEF6	-0.3983
KIAA0020	0.519166666666667
NEIL1	0.52375
C16orf45	-2.882
RBM10	0.0566666666666667
C10orf125	-1.001625
MRS2L	0.39775
DNAH17	0.140375
C19orf10	-1.25825
C1orf160	0.2875
SLFN12	-0.188
EXOC3	0.669
HIST3H3	0.258
NCOR2	0.139333333333333
TNFRSF9	2.3045
MFSD8	-0.22825
ALX1	-2.75633333333333
NOL1	0.47
PODN	1.745
TIAL1	-0.8145
HIST1H1E	0.1605
NPY6R	0.4875
TM4SF4	0.4545
CORO2A	0.042
ETNK2	-0.985666666666667
APOE	0.7532
ANGPT4	-0.3185
HDGF2	-0.49075
G30	0.5255
ST8SIA4	0.111125
F2RL1	-1.074375
FAM19A4	-2.052
CCAR1	-0.63325
B3GNT7	0.07325
OPHN1	0.3869
DSCR6	0.678
C21orf13	-0.1805
GAS2L1	-0.0319166666666667
RFX3	0.439666666666667
COPS4	0.416125
BCHE	-5.64966666666667
BCL2	0.438
HBZ	-3.44183333333333
ARL13B	0.418875
MAPBPIP	-0.01775
MYO15B	-1.03575
SPZ1	-0.65
KIAA1324	-0.253222222222222
PLCL2	0.097875
C4orf29	-0.72575
WDFY2	-0.8
ZNF284	-0.8885
NAALADL1	-0.442
DUSP5	-0.299833333333333
PXDN	1.016
SLMO1	0.076
TNXB	0.3509
BIRC7	-1.31175
A4GALT	-0.0658333333333333
TIMM22	0.27125
FAM110C	-0.24575
TOMM34	-0.168375
ABHD9	0.3465
ADAM32	0.6195
CRHBP	-0.6645
AQP2	0.572375
LOC130355	1.1545
ZNF187	0.0916666666666667
ZNF816A	0.8575
F7	-1.1
CNOT1	0.2685
SLC13A4	-1.53025
ZBTB11	-0.53375
B3GALT5	0.16975
EXOC2	-0.105333333333333
IRS1	-1.9763
TMEM1	0.129666666666667
MRPL34	-0.834833333333333
SAMM50	-0.4195
CDC42EP3	0.730625
HSF2	-0.7881
MFN2	-0.247
TSPAN7	-2.91283333333333
NUCB1	1.16133333333333
RHOH	-1.58925
ARL16	-0.147
TACR1	0.25925
SFRS5	-1.251
SNX25	-0.683
RHBDF1	0.840833333333333
PCDH18	0.744666666666667
HMG1L1	0.40225
MYO5C	-1.729625
MAPK10	-0.7935
LDHAL6A	0.103333333333333
NUDT12	0.329833333333333
NCAM1	-0.22875
GLIS2	0.8795
GGTL4	0.025
DAPP1	2.642
ATF7	0.623625
KIAA0748	-0.4345
NFIL3	0.493
TM6SF1	0.0688
SEZ6	-0.019375
NANOS3	-0.5675
DNAJA3	-0.645666666666667
CLDN6	-1.0035
CIITA	3.0354
EPHA4	-0.995416666666667
FANCC	1.3095
CMTM3	-0.68975
PSG3	-0.674375
MRPL15	0.1535
C21orf59	-1.2095
PLCXD2	-0.04325
C2orf34	0.369625
UBE2L6	0.00375000000000002
MED14	0.271
HP1BP3	-0.1165
C6orf208	-0.3
TPBG	-1.3875
OSR2	-1.398625
XPC	0.484666666666667
KLHL7	-0.695833333333333
CCR3	-0.370833333333333
AGTPBP1	0.305
PCSK6	-0.276533333333333
STAT5A	-1.8992
FAM18B	-0.414
LONRF2	-0.247833333333333
PTPN2	-0.177125
SF3A3	0.1225
EFCBP2	-0.339
HCFC1	0.2725
AHNAK	-1.16145
ACTR5	0.20825
KIF14	-0.242714285714286
TENC1	0.034
HEATR5B	0.5835
YIPF2	0.367333333333333
MYEOV2	-0.202
DUSP18	0.08525
KIAA1012	1.36525
AHR	-1.325
C17orf53	-0.901166666666667
PTPRH	-4.598
ATP6V1C1	0.0132
TAS2R3	0.3205
LOC440356	-1.43875
COQ10B	-0.598
PSMF1	-0.39275
SORBS2	-2.131
NFE2L2	-0.65175
TMCO7	-1.40925
SH3PXD2A	0.7548
SH2D2A	0.39875
SPINK5	-0.945
MRPS24	-0.67675
OPA3	0.453
TRAF7	0.762333333333333
C4orf35	0.1725
MT1G	-0.285125
MGC39545	-0.288666666666667
HS1BP3	0.0988
OR2B2	0.6145
CHRM4	0.3795
SFRP2	0.230416666666667
RIC3	0.249
ART1	-1.156
C6orf1	-0.894
DUS4L	-1.18225
C10orf104	-0.277
TNFAIP6	1.94675
RTEL1	-1.15275
CCT4	-0.189
ZNF709	-0.0285
CHMP6	0.117833333333333
UPP2	0.032
CYP19A1	-2.488
CD151	-0.190166666666667
NDUFA13	-0.575666666666667
ARFRP1	-0.267666666666667
FAM26B	0.6175
CRYBA1	-1.918
MRPL41	-0.43
NPFFR2	-1.354625
HRH2	0.2365
SCAMP3	0.353666666666667
MTMR6	0.9199
MTG1	-2.00133333333333
UBTD1	0.8135
CRABP1	4.3235
FLJ33790	-0.0148
KIAA1908	-2.33716666666667
GPR158	2.821
PACSIN3	0.413166666666667
OMD	0.4495
CATSPER1	-0.740333333333333
HOXB8	-1.028125
FBXO46	1.1925
OAS1	0.747833333333333
SVIL	0.26925
PHB2	0.57975
ADCY3	0.465
NDRG2	2.184
ERMAP	-0.9595
APBA2	-0.098
IGSF9	3.18475
WNT6	1.49657142857143
MYCBPAP	-1.171
ATP2B2	0.0942
CPVL	-0.4531
TRAM2	-0.701666666666667
NOP5/NOP58	0.37375
ZNRF4	0.469
TLK1	0.0625
MTMR12	1.32878571428571
ZNF384	0.777166666666667
FAM9B	-3.20875
RPN1	-0.0289
PMVK	1.38025
EIF3D	0.0479
SIX2	0.12625
HPS1	0.197857142857143
RNF7	-1.28775
PSKH2	0.4005
KCTD13	0.104333333333333
CSMD3	-0.7472
FBF1	-1.04
IL8	-5.772625
SERPINB13	0.1194
FBXL20	0.1645
BLR1	0.46275
SH2B1	-0.0075
RFNG	-0.434
RAB20	0.5205
RBM7	-0.825
POLR1A	-0.0898333333333333
TMPRSS4	-3.66325
TAF9	-1.471875
TERF2	0.121833333333333
TNFRSF1A	0.477416666666667
ACADVL	-1.03
GTF2H5	-0.00125
EDG8	-0.0933333333333333
C9orf140	-0.356
UST6	0.04775
ZBTB8OS	0.00250000000000001
ZNF710	0.995
GPR174	-1.181
ATP6V0A2	-0.26
KIAA0319L	0.59675
XKRX	1.0995
DOPEY2	0.5203
SDHD	-0.492333333333333
SUMF1	1.18475
OSM	1.876
OPN3	1.4425
DAGLB	-0.946166666666667
PPFIBP1	-0.1381
TRIM63	-4.72625
C10orf53	0.287
LYPD3	0.754833333333333
BCL7A	0.44525
AGER	-1.12316666666667
TCF19	0.649625
SAT2	-0.9225
PFTK1	-0.118
GABRE	-1.865375
C15orf38	0.3771
FIS1	-0.581
KCNV2	0.238
CLPS	1.33325
PPCDC	-0.627625
FOXN2	0.778166666666667
NT5E	-3.3887
CD83	2.56975
IL18	0.108375
VPS16	-0.56125
IGFBP2	-1.57683333333333
NOTCH2	1.52075
SIGLEC1	3.600375
CD93	4.518
SULF2	-2.2045
CEP164	-0.361125
P53AIP1	-0.256666666666667
TOR2A	-0.163333333333333
ZNF136	-0.77275
MGP	4.066
CCDC144A	0.689666666666667
TRPC1	-1.7275
SMS	-0.937333333333333
MAPK7	-0.4075
RRAGC	1.29875
PARD6A	0.339833333333333
NUB1	0.8605
SYNGR4	0.424
OR11H12	0.4925
WIF1	3.728625
GCH1	0.25925
OR11H4	0.2155
SLC44A5	-0.629
GPRIN2	2.87
LOC401431	0.56625
CPA4	-2.1979
MELK	-0.571111111111111
IL15RA	0.684
CUL3	0.039125
HMBOX1	-0.287
PODXL	-1.35025
CCT6B	-0.0151666666666667
COMTD1	-1.037
MUC20	0.014
GPX2	-4.066
ITK	0.226
FBXL5	0.5275
C13orf27	0.9315
DEFA5	0.3435
TRHDE	1.1945
MTP18	-0.728333333333333
UQCRQ	-0.2632
ITGB2	2.4085
CSRP2BP	-1.0755
TAS2R44	0.667
PHPT1	0.032625
FAM44C	-0.3985
ERH	0.02325
MPHOSPH1	-0.186333333333333
MORC1	-0.346
PARVB	-0.8535
LAMA1	-2.60666666666667
PGBD3	-0.54025
GIMAP6	3.82475
AREG	-3.41916666666667
LIPT1	0.04725
MGC99813	-1.226
C1orf201	0.753166666666667
GRIN2A	-0.7197
MAN2C1	-1.6065
NSUN5	-0.94175
SF3B5	0.21875
MYC	-0.4258125
NRXN1	-0.23125
ZNF18	0.04775
SPDYA	-0.2325
SLC37A1	0.3585
DECR2	-0.0125
ANKRD38	3.3595
SPTLC3	-1.55691666666667
SUPT16H	-0.199375
DTWD2	-0.2445
ULBP1	-0.025
ZADH1	-2.31633333333333
OIP5	-1.4
IL10RB	-0.127333333333333
OTUB2	-0.65225
VWA3A	-0.1138
SPIC	0.317166666666667
OR6C4	0.0825
PSCD4	1.17716666666667
DPY19L2P2	-0.8705
TRAPPC6A	-0.496333333333333
C21orf2	-0.7615
CEMP1	-0.64425
LIN7B	0.311
E2F7	-0.277166666666667
VCP	-0.4885
LAMA3	1.23141666666667
BGN	1.98425
GPR160	-1.92466666666667
COCH	-2.85716666666667
GPR81	-0.8285
APOBEC3F	-1.179
tcag7.1017	-0.78425
C1orf32	0.5755
SCGB1D2	2.6025
FLJ43987	0.6575
C6orf170	0.15875
KLK9	0.145
GPD1L	-0.354875
VPS37B	0.38
ATG3	-0.357166666666667
ADAMTS17	-0.1985
KLHDC2	-0.944166666666666
NDUFV2	-0.36325
BLK	-1.92425
MATN4	1.9275
GPM6A	-0.388875
GBP4	4.45233333333333
TMEM162	0.222
PKP2	0.37
HRASLS	2.472
MMP1	-0.58225
SFXN3	-0.9983
FSD1	-0.837166666666667
ST6GALNAC3	-2.57366666666667
CA12	-2.5006
NCOA6	0.81975
C19orf58	-0.2952
PPP4R1	-0.361333333333333
MAN1A2	1.1965
IKBKAP	-0.6795
UPF1	-0.559333333333333
KIAA1219	0.65125
WNT16	0.35
SNW1	-0.553375
IL18RAP	3.594
RPP30	-0.07225
CDC40	-0.446428571428571
SETD3	0.0405
SLAMF6	1.289
ELK4	-0.2155
TRIM47	1.39316666666667
ACOX3	1.49625
TRIM6	-2.09075
KIAA0372	-0.610666666666667
TP53AP1	-1.009375
SMURF2	-0.1425
ADAD1	-0.043
EBP	-0.9178
KRTAP13-2	-0.337
FLJ36874	0.0683333333333333
TOR1A	-0.189666666666667
P2RY4	0.9325
GPBP1	0.14925
TRPV1	-0.555
ADAMTS12	-0.0281666666666667
PES1	-0.5436
ATG4A	0.141
MAGEA10	-4.75425
WFS1	-0.88875
CC2D1B	0.370166666666667
PABPN1	-0.150125
SLC25A30	0.35075
SLCO1C1	-0.2555
SLC22A5	-0.101
KIF23	-0.402833333333333
SYN2	1.4335
ASPN	4.56133333333333
CENTG2	0.292
QSOX2	-0.8366
FLJ10815	0.0325
STK24	1.350875
SPEG	1.5544
STK10	-0.3635
DACT2	-0.543
AAAS	-1.1065
SSX3	-2.014625
ABCD3	0.2049
C4orf12	-0.204625
PARVG	1.37333333333333
FIG4	0.0285
C9orf46	1.1425
TMCO6	-0.5165
IGHMBP2	-0.3965
DUS2L	-0.230833333333333
FAM3C	-0.5594375
TMEM16D	-0.873375
DCTN4	-0.21475
KCNH3	0.508
EIF2AK2	0.84625
AP1S3	-0.42975
CST4	0.5115
PAM	0.616125
NUTF2	0.02125
CITED2	-0.8392
SLC39A4	0.38775
C2orf52	-1.5045
GRM3	1.1395
C12orf49	1.16625
CCDC49	-0.3251
GRAMD1B	-1.110375
FNDC4	1.05775
SIAH2	-0.668875
GDPD4	0.58625
C21orf87	0.5685
ATP5A1	0.3255
C16orf63	-1.359125
LOC388135	-1.2675
ATP5J2	-0.162625
MMP3	-1.47925
EMID2	-0.04825
CRHR1	0.32225
WDR70	0.238
C13orf31	1.87325
ZFAND1	0.31325
CCL18	4.74783333333333
C3orf49	2.474
RINT1	-0.2375
KIAA0408	-1.18083333333333
F13A1	4.5039
SLC10A1	-0.693166666666667
OGN	-2.07475
GIPC2	-2.05666666666667
XPO6	0.0203333333333333
LCE1A	0.7075
FMR1	0.5551
LOC374920	-0.5225
DUSP3	-0.139375
ANKMY1	-1.38775
C7orf50	-0.77
BBS9	-0.8464
UNC119B	0.138
C9orf72	0.343625
MGC35440	0.871
ENTPD6	-0.591625
PPP1R2P9	0.611
ERCC4	0.4315
FAHD2B	0.571
HMHA1	-0.692
HACL1	-0.15025
RAD23A	-0.238166666666667
FAM83B	0.71825
PPP5C	0.4345
RNASEH2C	-0.644125
C9orf153	-0.70425
SCAMP4	0.241
GHITM	-0.055
NDUFB7	-0.55925
ADCYAP1	1.30916666666667
SP110	0.7335
MAP3K7IP2	0.31125
DHH	0.0115
AGRN	0.946857142857143
WDR33	0.2565
CEP290	-0.283833333333333
PRPS1L1	-1.8315
KLRA1	1.3395
GPR97	-0.2875
CHD7	-0.44625
TLR10	1.488
SLC30A8	-1.41
HIC1	0.9855
IAPP	0.8675
RXFP4	0.688
GP1BB	0.6975
SHQ1	-0.728
NKX2-3	0.3425
API5	-0.307
FTHP1	-0.06
MOV10L1	-0.297333333333333
TRIM6-TRIM34	0.383166666666667
ADHFE1	0.9015
FAM117A	-0.79825
DDI1	0.173
CDON	-0.255
TRIM73	-0.512
IGKC	4.451
MMP14	-0.521666666666667
DYNC1LI1	0.596375
C11orf66	-0.10325
TRBV3-1	-1.0495
FASTKD5	0.0115
BIVM	0.48525
LHX4	-0.0465
CXCL2	-1.4546
RAB2B	-1.23883333333333
IZUMO1	-0.18125
MAP3K15	-1.795
FAM19A2	0.457
ZC3H8	0.459333333333333
ZMAT1	0.748375
SPINK5L3	-2.84625
SLC10A6	0.31
APPL2	-1.03125
CARD10	-1.17116666666667
LOC402176	0.68
EEF1D	0.6097
RAB6A	0.7232
C12orf5	0.373875
PAPOLG	0.58075
MSRB2	0.119
BCR	0.896388888888889
PUS3	-0.3285
TIAM2	2.15375
ZNF317	0.032
CHD2	0.3485
FZD5	-2.0955
NUDT8	-0.317
ZNF763	-0.1975
PRC1	0.310222222222222
ABCB9	-0.3595
SPATA3	0.3505
TRAK2	-0.34125
STAB1	2.925875
LRRTM2	-0.362333333333333
psiTPTE22	0.8405
DBI	1.935
SERPINA11	-3.783
NAT5	-1.075
C20orf58	-2.54375
RPS6KA4	1.40916666666667
FLJ90650	-0.6815
TGFBRAP1	0.66
CHRDL2	4.839375
FAHD2A	0.524166666666667
CNTN1	2.189
BBS4	-0.6175
TMEM181	0.32375
MINPP1	-0.68925
MPHOSPH6	-0.0585
HOXC10	1.2948
ITPKB	3.595875
CLPTM1L	-0.00975000000000002
MEOX2	-0.972333333333333
ATP6V0C	-0.01175
PRPF8	0.157833333333333
TMC5	-0.929
FKBP3	-0.783
PLEKHB2	-0.13075
OR4D6	0.12
ZNF544	-0.5319
D2HGDH	-1.284625
RPL18A	-0.4683
HEL308	0.059875
MPP6	-2.332
TCERG1	-0.82925
KRT16	3.296
KLF17	-0.9475
KLF5	0.446375
CDR1	2.255375
VCX3A	-2.2005
FBLN2	3.871125
C14orf104	-0.00125
HBE1	-5.2477
OR4S2	0.8595
C1orf108	0.0993333333333333
ROBO4	3.0605
CPEB4	-0.521625
C11orf80	0.5855
BCKDHA	0.0285
MYOC	0.2125
GIF	0.1055
CKMT1A	0.553
RPL3	0.0309
THBS1	1.53375
APOO	-0.43075
ARMCX1	1.093
HSZFP36	-0.604
SNAPC5	0.303
EIF4ENIF1	0.31025
ZNF433	-0.08025
TNFRSF21	0.882
TMPRSS7	0.112
SPATA18	1.7095
HPDL	-0.357
MKL2	0.132
TBX3	-1.28492307692308
C21orf93	0.122833333333333
DAXX	0.64925
ELMO1	-0.1735
RGS13	1.238
TAF11	-0.294
UNC13A	-2.076125
LOC653314	-0.6929
ORC3L	0.50275
IMAA	-1.7555
TARBP2	-1.10475
CABIN1	0.0804
TRIOBP	0.3290625
HIST1H2AC	0.831
RGS22	-3.64483333333333
NCOA1	1.172
IL25	0.3595
SNCG	-0.3945
GPR6	0.488
AMDHD1	-2.793
CHEK2	0.18625
C6orf142	0.63925
DRD4	0.903
C14orf68	-1.24725
GDF11	-2.1955
SEMG2	-0.5875
CD247	0.38925
CDAN1	-0.8735
RBMX2	0.417166666666667
TGS1	-0.02525
OIT3	-0.07525
SYF2	-0.155
MCM4	-0.3685
PKHD1L1	1.077
CEP192	0.242666666666667
IFT88	0.615
RPL9	-0.0575714285714286
RAB32	-0.953625
DDX43	-3.805
P2RX2	0.296666666666667
OR5D18	-0.264
UBE1	0.285583333333333
SLC24A1	-0.06625
ARHGAP5	0.109
CETP	-0.90225
KIAA1731	-0.1665
SLC9A4	0.443
PTPN6	1.37
BAHD1	0.03975
GRIK3	-0.109
CACNB2	0.0616000000000001
PDE10A	-0.977
DGCR14	-0.0125
PCDHB9	0.261666666666667
RHOQ	0.116666666666667
MAP3K4	0.1375
KTI12	0.481166666666667
RPL23AP13	0.4895
GNG11	-2.16875
CLCN3	1.0835
GPAM	-1.210375
VSTM2A	1.003
SLAMF7	4.131
INTS2	-1.63975
PPP2CA	-0.7763
LRP12	1.83313333333333
SEC14L2	-0.573777777777778
DKFZP586H2123	2.53825
MC3R	0.0815
CIRH1A	-0.446666666666667
HIST1H2AB	1.014
POLH	0.141875
MGC16703	-2.131
SNAPC2	-0.4295
FILIP1L	0.033
RASGRP4	0.538
LRRC1	1.082
GAS1	0.84225
PRAC	-0.8315
DGKA	0.7735
NT5C3	-1.0445
PEG3	2.35566666666667
NADK	-0.2585
PRR17	0.14075
LOC374569	-0.81875
SGSH	-0.296666666666667
NLRP8	0.439
GALT	-0.68
MCF2	-0.5295
ZNF263	-0.12575
TACSTD1	2.38033333333333
TYR	-6.8151
ATP6AP2	0.391
RNUXA	-0.73925
ABHD10	-0.0547
GDPD2	-1.1085
SLC35C1	-0.82425
UBE2A	0.846125
HERC5	0.430666666666667
FAM112B	-4.86683333333333
FBXL16	0.915
DKFZP434A0131	-0.7005
ELA3A	-2.7325
RBM41	-0.932125
HAO2	0.21025
RNH1	-0.808
SHANK2	2.34466666666667
OSBP2	-1.92025
DAK	-1.51033333333333
C3orf58	-0.428333333333333
TCL1B	-1.6355
KBTBD2	-1.028125
SUGT1L1	-0.286
UBE2E2	0.549
MYL9	3.178625
CDC23	-0.873666666666667
PBXIP1	1.4762
CXorf40B	0.1425
NBL1	0.08275
RTBDN	0.304
RAB11FIP5	-0.147375
TTTY13	-0.419
SCOTIN	-1.10016666666667
SOHLH1	-0.7015
CDKN1A	0.402071428571429
NCK1	0.45075
ZNF550	0.44825
SAPS3	0.0595833333333333
SPIN3	0.3955
MAGEE2	-0.28775
MIS12	-0.0358333333333333
OR8H2	-0.021
KIAA0774	-0.335
UNC5D	1.9705
CUL7	-0.344333333333333
LIPC	-3.67483333333333
DIO1	-1.8075
C20orf11	0.3316
CTRL	-0.458
HS3ST2	1.2295
PAK4	1.13
CCRL1	1.398
RNF10	-0.31325
ZNF567	0.60525
ZNF660	-1.065
TCEAL3	-0.065
MAGOH	-0.3215
CENPB	0.0265
C19orf7	0.704875
LOC388965	0.62375
ZCCHC13	-1.3135
JMJD1A	-0.5888
HIST1H4H	1.365
TBRG1	-1.2107
GPC3	-5.4895
TAF1C	-0.429625
EBNA1BP2	-0.8245
CIAPIN1	0.097
PDGFRA	-0.174944444444444
CSTB	0.0175
CENPI	-0.842
GTF2E2	-0.687833333333333
RPP21	-0.03725
CCNF	0.1935
KCNQ3	2.14
FAM79A	1.0755
SLC22A12	0.7205
NOVA1	-1.30083333333333
FZD3	-0.5556
AKAP8	-0.2255
SOCS5	0.559375
CFDP1	-0.13075
DLG5	-0.73725
PGM5	-0.404166666666667
C1orf144	0.232166666666667
HDAC10	-1.065
RND2	-0.0835
C20orf199	-0.58325
RNMT	-0.287625
SLURP1	1.992
ASTN1	-0.508125
SH3BGR	3.4775
MYCL1	-0.30075
ZHX1	2.047
CENPK	-1.23125
FOSB	-0.0512
LOC643406	0.13125
C2orf59	-1.776875
TMEM135	-1.208625
SLC27A2	-2.94075
KRT33A	1.262
OVOL1	2.449875
PAMCI	1.05516666666667
S100A7	-1.37
ZNF789	-1.2665
HARS2	0.046
RPL23A	-0.571333333333333
TCF23	-0.039
UPF3B	-0.0265
C17orf78	-0.6765
HLA-DOB	1.42366666666667
C14orf142	0.06
TEKT5	1.87183333333333
DMWD	0.547
POLD1	-0.7025
GSCL	0.3015
CALD1	0.6184
SCRT1	0.391666666666667
AIG1	-0.465
UNC84B	1.32875
ZNF404	0.3835
TMED6	-3.75075
KIAA1462	-1.5825
LRRC27	-0.5895
PYGO1	-0.7315
PIGU	-1.03583333333333
ALAS2	-4.09966666666667
WRNIP1	1.022875
CNNM3	0.425
ZNF2	0.365
ST3GAL5	-0.77925
MRPL23	-0.07925
TSSK6	-0.16125
PSMA6	-0.913
C16orf70	-0.38575
KIAA1602	-0.301
ALMS1	0.552
DCN	0.316875
TMEM132D	-0.664
SUCLG2	-0.29825
ABHD14A	-0.81025
DEXI	-0.157666666666667
AMPD2	-1.30566666666667
IFNAR2	-0.064
CYB5A	0.1762
TLOC1	1.10155
NXF5	-0.750666666666667
NRBF2	-0.432125
KCTD3	0.77625
ITGAE	0.424333333333333
SLC30A3	-1.89133333333333
ZRF1	-0.583
IFRD2	-0.796875
XAB1	0.12725
PYCR2	-0.369
SERPINB3	-3.804
TMLHE	0.4213
GEFT	-1.953875
ABCA5	-0.5
EMR4	0.131333333333333
TSFM	0.479
HIST3H2BB	0.88775
ARHGEF19	2.1935
TSPAN17	0.674833333333333
ABCC8	-1.774
MAP1S	-0.0446666666666667
C22orf36	0.8525
BNC2	-1.75271428571429
HIST1H4A	-0.21775
NDUFS3	0.237666666666667
WDR3	0.0685
XKR4	0.849
TTC33	-0.337
STMN2	1.99075
CPN2	-1.39783333333333
HSPC105	2.112625
PCOLCE2	-0.15
C3orf55	-1.0015
KLHDC9	-0.459166666666667
TBC1D23	-0.359625
ATXN2L	-0.454416666666667
MAP2K3	0.38375
SCAP	-0.267
ZNF486	-1.57916666666667
C20orf96	-0.945
NARS	-0.00775
ADAMTSL1	-1.12685714285714
PRCC	1.26316666666667
CCDC126	-0.752583333333333
ZNF675	-2.26625
CALCOCO1	0.16675
ANKRD43	1.16325
CWF19L2	-0.403666666666667
ZBTB32	2.5735
BRAF	0.25275
ODF4	0.541
MGC14376	-0.0968333333333333
HORMAD1	4.481
AAK1	0.157416666666667
PEBP1	0.76575
TNFSF5IP1	0.673166666666667
DKFZp564N2472	0.54525
RMND1	-0.6935
IGKV1-5	4.67225
COL1A2	0.705916666666667
SERPINA5	-4.677125
AANAT	0.5745
C19orf21	-1.38633333333333
GEMIN5	-0.2065
UBR4	0.181333333333333
LTBP3	0.756833333333333
AMHR2	-3.244
PROCR	-1.60725
MYBBP1A	0.252
C20orf39	-1.72166666666667
ZNF697	-0.9285
PASK	-1.085
ZNF776	0.367166666666667
RFXDC2	-0.549875
KIAA0467	0.09475
C10orf96	-1.83
ZNF503	-1.236
GULP1	-1.98716666666667
KCNE4	-0.767333333333334
DKFZp434K191	-0.88775
LOC196913	0.4635
BHLHB4	0.8685
CH25H	0.10675
LOC81691	-1.30733333333333
ALPL	0.691
COL12A1	0.995625
FOLR3	-2.91066666666667
GPR123	0.0155714285714286
TRIM62	-0.3655
ABLIM1	1.78766666666667
MAST3	-1.0125
RHBDD1	-0.0178333333333333
LOC338809	-0.2865
RYBP	0.5555
TTC26	-0.975375
ZNF22	0.508333333333333
ISCA2	-0.67725
RDM1	-1.7855
PIGM	2.02025
GNB3	-1.5675
ACTR2	0.5148
HMGB1	0.59575
EDG1	1.8825
SOAT2	-3.15325
OR10AD1	0.188
RAP1GDS1	1.21066666666667
LCE1F	0.336
ESM1	-1.62575
RCN3	1.06125
CREBL1	-0.468
DBNL	-0.149833333333333
PTGER3	1.061625
USP30	-0.262833333333333
BCL2L12	-0.1025
KIF26B	2.77825
ZNF416	1.087
ZNF225	-0.147
C17orf70	-0.32825
ZNF554	-0.131
RAE1	-0.173
TNIK	0.367166666666667
ACTN3	0.894
MGC45922	0.897
CCNA1	1.5625
RYK	0.252833333333333
IL26	0.8625
LRP3	1.07383333333333
QARS	-0.51575
SOX7	0.481785714285714
BID	0.33475
OR2S2	-0.2545
CXCL14	1.40275
C11orf47	-1.582
MGC29891	0.509
HSPB8	-0.1528
PRDM14	-1.653
NUFIP2	0.417
MNAT1	-0.883375
ZDHHC2	-0.827083333333333
MBNL2	1.545875
ADD3	-0.63675
CSNK2A1P	-0.94375
KLK6	0.926833333333333
TMEM111	0.1162
KIAA1279	-0.017
NUBP2	0.417833333333333
RAB42	0.65325
ID3	-1.5835
TM9SF1	-0.60475
MDP-1	-0.883
POU4F2	0.37875
IQCK	0.60225
C16orf14	-0.31275
CAPN3	-1.684
FAM43B	0.16325
RECQL	-0.88125
AP1G1	0.486214285714286
CTNNBL1	-0.5075
ECHDC1	-1.07283333333333
SMARCC1	0.4805
FOXQ1	-1.19
GNAI3	-0.216833333333333
POLG2	-1.835
CD4	1.3865
ITLN1	0.89925
EBI2	5.0145
IRF1	0.57575
PTPRE	1.5321
PTK2B	-0.5075
NXNL2	-1.09
SOX4	1.308
TSPAN3	0.674333333333333
SH2D1A	-1.03883333333333
C8orf58	-0.723666666666667
USP20	-0.82275
DUSP22	-0.197166666666667
CALB1	-2.656
L3MBTL2	1.22425
MCRS1	-0.81275
TMEM118	-0.516833333333333
C18orf8	1.66683333333333
FLJ10241	-0.905
GJA12	0.108
PKD1	-0.428833333333333
ZFP3	1.3765
JAM3	-2.515875
LAPTM4A	1.1687
DIRC2	-1.08425
KIAA2022	1.65566666666667
MYOM1	0.755333333333333
TRPM8	-0.343333333333333
MOP-1	1.17
PHKG2	-0.326
ZNF650	0.992625
KIAA1522	0.92325
PSG8	-2.48533333333333
DDX19B	0.277
MOBKL1B	0.42475
DIAPH2	-0.6635
PTPN12	-0.3105
CLN8	-0.3949
CRYZL1	-1.1355
CRY2	-0.316833333333333
FCGR2B	3.81866666666667
PNPLA4	1.225125
ZNF454	2.8475
DKFZp434B1231	-0.003
CLDN11	0.00359999999999998
RFWD2	1.07383333333333
CIB2	0.787
MXRA8	0.808125
HRK	1.38
MAML2	1.97125
C4orf31	-1.69325
C6orf192	0.20775
COG6	0.3025
FAM5B	-1.135
NFATC1	2.3512
SEPT10	0.2475
SCYL1	-0.3288
RPP40	0.00175
