Hybridization REF	TCGA-E2-A14O-01A-31R-A115-07
CKS1B	0.0799
MCM3	-0.696
ANAPC7	-0.153666666666667
FAM110A	1.70125
CDC37L1	0.814333333333333
THTPA	1.49125
NBPF20	-1.904
WDR24	1.69775
NPTX2	-1.18675
CBLB	0.884666666666667
CETN1	0.0941666666666667
RPUSD1	1.251
FAF1	-0.56775
CDK6	-3.5259
HMX2	1.198
CSK	-0.753333333333333
TEAD2	0.345
SNAP25	0.71375
TUFT1	1.9462
TMTC3	1.98816666666667
LCK	-2.322
SGOL1	0.1975
AKTIP	0.50975
FURIN	-0.010125
SOX12	0.7055
DEFB103A	-0.42425
RAMP1	4.04875
KIR3DX1	0.2565
GAS2L3	-1.075
PDE8A	-1.9969
EDN3	-0.509
GMIP	1.271
SF3A2	0.88525
FN3KRP	0.79075
SMAD7	1.1455
RHBDD2	0.93425
OR11H6	0.933
PPP1R3B	1.7954
C9orf23	-0.38625
CADPS	-1.57225
GOLGA8A	-4.39975
TMEM57	1.3315
RGL3	-0.057
S100A14	3.41725
FGFR2	1.2553125
XRCC3	0.01075
RTN4RL2	1.10675
MGC3771	3.2995
GH2	0.635166666666667
BTBD2	0.062
LMO2	-0.7575
RDBP	0.189
ACRBP	-0.621
AMY2A	0.35225
DUOXA1	1.492
PTK7	1.2225
TWF2	0.417333333333333
FAM80A	0.29525
TNNI2	-1.6325
GLT25D1	0.148333333333333
OCC-1	-2.13075
CYC1	-0.0941666666666667
RPL22	0.0214545454545454
MORN3	2.9055
DISP1	1.32725
PRB2	0.457
CHUK	-0.4825
HR	0.93775
CCDC134	1.09325
DENND4B	-1.04225
C14orf130	0.586625
RAB33A	-2.2935
DCST2	0.8505
TNMD	-0.9015
PEX7	0.92425
FAM62A	1.052875
SRD5A2L	0.04275
IL22	0.29275
RPS26	-1.88516666666667
HOXC5	0.7455
SPATA6	0.89725
FLJ38482	-0.24275
ZNF234	-0.026
C18orf22	0.9155
SPATA22	0.193
THOC1	-0.8545
CYP7B1	2.20175
KCNC3	0.28125
C8orf42	0.965
ALDH1B1	-0.2895
CCDC100	0.1914
ARMC4	-3.38125
FAM18B2	0.63
SLC44A1	0.622125
FBXO17	-0.591166666666667
C6orf107	0.1975
C19orf29	0.291
ZC3HAV1L	-0.237
PARP6	-0.3604
SULT2A1	-4.488125
C1orf159	0.04825
TMC1	0.222333333333333
CHST14	-0.214875
GAMT	1.61116666666667
SMCP	0.670333333333333
TSPAN33	0.72425
MIDN	0.245375
NOX4	1.4845
RNASEN	-0.339
TBX1	1.0635
SALL2	0.043
C10orf35	2.93225
CYP2E1	0.350125
LRFN2	3.31833333333333
ACO1	-1.0235
IQCG	2.1595
MEGF9	1.44275
TM7SF4	3.29
PLEKHA1	-0.0920666666666667
STK33	-3.42425
C1orf210	3.51975
SNUPN	-0.0034
KIAA0406	-0.3561
C20orf29	1.2665
TMEM55B	0.42775
OSTM1	-0.290875
CLCN7	1.52075
OTP	1.14075
FLJ23049	0.00925
HEATR4	1.418
MAP3K10	0.241333333333333
PCDHGA9	-0.0865
AMDHD2	2.0375
LCTL	-2.846
PDCD2L	-0.95975
CABLES2	-0.026
SLC5A9	-0.1145
CLCA2	-3.636
MGC16025	-1.5155
STRAP	-1.4825
C20orf196	-1.0895
RRBP1	1.63983333333333
NAT13	-0.86925
MAT2B	0.34625
CSNK1D	-0.214
KIR3DL1	0.8435
PRKAG3	-0.3375
ZNF599	-1.1825
PRM3	1.7975
PER2	-0.306833333333333
ASPHD1	-1.0485
PRMT6	-1.04975
KCNE1L	-0.465642857142857
FAM118A	0.477833333333333
TAF4	-0.53825
NDUFB6	-0.81775
TRIM9	0.68
PMFBP1	0.291
KY	0.437
DKFZp762E1312	-2.07945454545455
CSMD1	-0.716
TBP	-0.491333333333333
OR1Q1	0.308333333333333
RETNLB	0.2885
HPGD	-0.119
DNAJC12	2.1775
FKBP1B	-1.28475
ANKRD24	-0.391333333333333
CXXC5	2.02816666666667
IL3	0.93175
DRAM	1.6819
PTCH1	-2.635375
TP53BP1	0.024
SLC17A7	0.19025
COL25A1	-1.7116
AMACR	0.2835
RHCG	-0.0855
VPS13A	-1.63016666666667
FAM55D	0.479
PRPF38B	-0.8375
OSBPL6	1.50625
PFDN5	1.409
CMTM6	0.850375
KCNK12	-1.13575
RP2	-0.08925
C16orf52	-1.26375
PICK1	0.4365
IFNE1	-1.1035
SEMA4B	0.63225
TYRO3	-1.97275
OR12D2	0.1045
CSNK1A1	0.6563
FANCF	1.26175
LONP2	1.0185
TBL1Y	-0.88125
LDOC1L	-1.575125
CCNC	-0.9395
C3orf60	0.819
CHKA	1.95675
UBAP1	0.38225
MAP3K1	1.048
ANKRD9	0.65825
FAM92A1	-3.32366666666667
GAB2	-0.03525
AZU1	0.6035
DIS3	-1.39233333333333
C21orf109	-1.18175
IQCB1	-0.279
SPATS2	0.199166666666667
EFCAB3	-0.01825
PRB3	0.433625
FUZ	0.6565
ZNF813	-0.69125
BMPER	-1.3715
HEG1	-0.518625
ALS2CR11	-1.37375
SURF2	0.314
PSMC1	-0.0505833333333333
OR2D2	0.471
SLC7A8	2.86583333333333
C4orf40	0.8265
SPATA7	-0.17075
MAZ	0.50025
PIN4	0.909
PDE1A	-2.271
TAF6L	0.548333333333333
OR2T34	0.2245
KIAA0284	-0.46575
ACADS	2.26245454545455
MKRN2	-0.4515
C18orf56	-2.61825
MS4A6E	1.49616666666667
GALNT4	0.4961
C22orf31	-0.238
FLJ36070	0.3845
PSME4	-0.22
TFG	0.0411
EPHX2	3.122125
ANXA5	-0.157
KRTAP1-1	0.151
BATF	2.335
KARS	-1.82875
MSTP9	-0.804
GPR26	-0.1395
CCDC72	0.9235
TEF	0.294
FOXK1	-1.601
PRLHR	-0.16
EMX1	0.9545
C11orf30	-0.67825
ICK	-0.127875
THSD7B	-0.27375
C21orf100	-1.314
DUOX1	2.031
EFCAB4B	0.32375
UBE2G2	-0.886833333333333
C3orf54	0.351
PARP1	-0.45175
FAM60A	-2.40483333333333
C6orf146	-0.592
OR9K2	0.549
DDX55	-0.2625
RPS15	0.868833333333333
ZNF618	0.0398125
DKFZp686D0972	0.529
SSPO	-0.7955
SHFM3P1	0.750833333333333
CPA6	5.0425
JAG2	1.47825
DEFA3	0.763
PPBPL2	0.9245
CD34	3.33
SLCO4A1	-2.23725
AFG3L1	-2.01966666666667
SHD	-0.46675
RP13-122B23.3	-0.648
PRKCSH	0.176
DPH5	-0.635166666666667
HLA-F	0.808125
TBC1D4	-0.58875
RIG	-0.8312
GLUD1	0.313333333333333
HNRPCL1	0.20275
HBXIP	-0.31325
RNF207	-0.1965
APIP	-0.23525
PLA2G3	2.17066666666667
CCDC84	-0.913
MYLIP	-0.594615384615385
PHIP	-0.011
AARS2	-0.168
DHX32	0.59525
SCAPER	-1.14516666666667
MEN1	0.416125
NIP7	-1.30175
FLJ25404	0.527
FASTKD3	-0.82175
TMEM158	-1.97141666666667
RARA	3.21825
BDH1	1.325
ANKRD16	1.41075
CARM1	1.508
SS18	0.357333333333333
IKZF2	-0.809
MYD88	0.202125
PML	0.2703
TAF1A	-1.9445
CBFB	-0.932375
HIST1H3H	-0.486833333333333
C7orf29	-2.80975
COMMD4	0.414166666666667
DPP3	1.8285
DAB2	0.34125
LOC388882	-0.553
YPEL4	-0.64175
AGBL3	0.80625
LRP6	0.406
SERPINH1	-0.483333333333333
TLE1	-0.58525
CD244	0.596166666666667
ZDHHC15	-1.90625
MGLL	-1.2863
PLDN	-0.833833333333333
LOC654346	1.7995
FAP	2.11075
GPR37	-1.91216666666667
SCARA5	-0.227166666666667
EBF4	3.40436363636364
LSM6	-1.3655
MLLT1	-0.0759375
SLC5A12	-0.23875
A2BP1	-1.494
COPS5	0.0261666666666667
TPM4	-1.37221428571429
TNFSF4	1.51133333333333
ACADSB	2.1635
HERPUD1	-0.578
BCL2L11	-0.770388888888889
CEP78	-1.38825
CDCA3	-0.2695
WBSCR19	-0.118
MYO1A	-0.6415
PPEF1	1.3695
LOC440348	-0.4005
CPEB2	0.831375
BPTF	-0.383
RPL21	-1.035
GSX2	0.212
ADPRH	0.393
C17orf68	0.103166666666667
KCNS1	-0.514833333333333
MLLT6	-0.5573
PIWIL4	-0.80875
RNF26	-0.40075
RAP1B	1.318
ADAMTS1	-3.4394
ZNF571	0.13975
P2RY6	-0.728
TRIM21	0.066
CADM3	0.31725
NLRC5	0.242833333333333
ADRA2B	0.2105
LOC90835	2.14125
PCF11	-0.56825
LOC400451	2.29175
GLTSCR1	0.5644
C17orf88	0.2405
CDH16	-1.68
FGF7	0.04975
PCSK4	1.00783333333333
NPC1L1	0.263333333333333
TAT	0.3475
TBCA	0.0665
MGC33407	0.21475
GPR115	-1.25525
CYGB	-0.111
FNBP4	-0.9815
C12orf43	0.838
CBL	-0.7777
CLECL1	0.62075
PPAPDC1A	1.717
WDR25	0.848333333333333
SGCA	1.4245
C22orf29	0.110166666666667
YIPF1	1.63275
GALK2	-0.8275
RAB3B	-3.23241666666667
LOC440087	6.0875
UCP1	0.0085
REEP5	2.786125
FADD	1.955
FOXA1	3.3255
CACNA1A	0.614833333333333
ABI1	0.318666666666667
GRIN2D	0.29025
SLC1A4	0.737166666666667
LOC401127	-0.76
HINT2	0.84525
PLD4	0.0761666666666667
ZNF286A	0.29225
ENY2	-0.34175
IL1F6	0.35
PXDNL	4.02175
C20orf79	0.802
TNFSF13B	2.1445
DENND3	1.31875
JARID1D	-2.41325
HIST1H2AK	1.52225
LOC93349	-0.9777
SSH1	-0.5014
ENSA	0.23325
LOC219854	0.456666666666667
CKAP2	-1.7628
DKFZP564J102	-1.74316666666667
MGC87315	-1.14383333333333
HNRPAB	-1.271
AMH	-0.3845
ZNF526	0.657
BRUNOL5	0.2848
CACNG3	0.143166666666667
TRPM1	-2.2675
PPP2R1A	0.63775
COL2A1	0.27975
DDN	0.426
FLJ25770	0.106166666666667
HK2	-1.097
ELOVL6	-1.857625
MDK	2.0825
EPHX1	3.159
RASSF2	-0.120875
DKFZP434B0335	-1.492
DLX3	-0.068
PRTN3	0.10675
AVPR1A	-0.076
C21orf125	-1.574
TNFAIP8	-1.205
GNB2L1	-0.905
CALCRL	0.8505
SCGB2A2	8.2905
UBXD7	0.1705
ZNF674	-0.908
TMEM35	1.39975
BRSK2	-0.308
HECTD3	0.384166666666667
TMEM188	0.135
LGALS9	1.68525
SCARB2	0.596833333333333
USP34	-0.660583333333333
C17orf28	2.25275
ZDHHC23	-0.44325
AQP12B	0.408
SLC16A3	-0.23025
APLP2	0.7165
ITIH2	-4.5765
MICAL3	-0.708125
TNNI3K	0.9998
HDAC2	0.490375
PRR7	-0.1852
THBS2	-0.340375
LOC751071	-0.208
CA2	3.21816666666667
RANBP17	0.7625
RLN3	0.49025
CRYZ	0.0113333333333333
GBAS	0.0446666666666667
TAS1R1	0.218
MPZL3	0.9615
PCDH8	-2.40475
HSP90B1	0.102583333333333
KCNK15	1.7725
TNIP2	0.261166666666667
GPR146	-0.31475
NOL6	-0.206125
SPC25	-2.54666666666667
STEAP2	1.35142857142857
VAMP3	-0.8015
TCIRG1	2.70525
ZP4	0.166
PARL	-0.18325
TRIM39	0.411666666666667
KIAA1305	1.928
CRNN	1.2735
GRN	1.3435
HSH2D	2.54525
SCAMP1	0.0915625
KIAA1913	-0.45725
PTS	-1.3055
BANP	0.138357142857143
PRKACG	0.34075
ADCY6	0.367333333333333
C16orf46	0.0095
CYP51A1	-0.256875
DDC	-5.5145
ANPEP	0.272
PROM1	-2.3445
SIGLEC10	0.69525
COPG	2.4
FAM26E	0.544625
TRIP4	-0.45425
SNX3	-0.36
C1orf175	0.6745
PPY2	0.58725
C14orf152	0.9185
FTSJ1	-0.567333333333333
DST	-1.54355
LOC554235	0.564
GLRX5	-0.2875
C20orf12	1.579
CAB39	-0.671166666666667
MSH2	-1.79666666666667
PIP4K2C	2.4415
CYLD	0.4775
WTAP	0.371875
MGAT4A	-0.00288888888888887
TSC22D4	0.1895
CHRM2	-1.1895
PPYR1	0.479166666666667
CCNH	-0.634166666666667
RRM1	0.27775
ECAT8	-3.21
LOC400120	-0.358
GABRA4	0.08725
C14orf4	2.1925
C1orf59	-3.218
CTDSPL	0.38425
NHEDC2	-1.158
PDE11A	-1.6736
KLHL29	-3.111
CD5	-0.7085
TSPAN9	1.7368125
WDR67	-0.31275
THUMPD1	0.9502
C18orf17	1.27675
CLYBL	-2.05566666666667
FLJ13231	0.37925
CMBL	2.411875
LECT2	-0.5495
NKAPL	1.53533333333333
LOC654780	0.939
OR4C6	0.0965
RAB30	2.51116666666667
TSSK4	0.5075
TMEM163	-0.551
OSBPL11	0.777916666666667
GNB5	-1.69866666666667
CCL21	1.03275
C1orf121	0.405166666666667
FMO2	1.39383333333333
RPTN	0.3195
MSTN	-0.326
VCL	-0.194928571428571
FYTTD1	0.122
C11orf1	0.2805
CCDC88C	1.2755625
HFE	0.815235294117647
MOGAT1	-0.715
FAM125B	-0.327333333333333
IRGQ	0.19
RAVER2	1.1205
AKAP5	-2.793
SSSCA1	-0.13625
C11orf63	-1.355
ACTG2	-0.8298
PORCN	-0.944
DTL	-1.428
TMEM151	0.6735
FAM122C	-2.2995
RSAD2	3.9757
BAT4	-0.3605
KRTDAP	-0.330666666666667
MYH8	0.602142857142857
CRTC3	-0.000999999999999999
LRRFIP2	1.2825
INTS4	-0.707
TTN	-1.9392
SLC26A5	0.6795
PLLP	-0.4505
RGS6	-0.859125
SRGAP3	0.5635
ZNF525	-0.731333333333333
NBR2	0.3545
C13orf1	0.6519
ZNF137	-0.5745
CEP27	-2.2545
BEST2	0.64
RNF121	1.37975
DMRTC2	0.301
C8orf76	-0.04125
BCCIP	0.2195
MEST	-0.90025
HTRA2	-0.5635
ANGPTL2	-0.40375
ILKAP	-0.0933333333333333
ERAS	-0.1185
HBS1L	-1.19225
CPA5	0.6165
TMEM30A	0.0425
CD300LF	1.93583333333333
WISP3	-0.179
CRK	-0.0435714285714286
PDS5A	-0.4504
BRPF3	0.145666666666667
NEDD9	-1.389375
SMPDL3B	1.6965
PSG6	-1.408
PSMD13	0.71425
ETV5	-2.4828125
OR51A4	0.2935
BTBD7	0.0929166666666667
GSTO1	-1.149125
hCG_16001	2.204
MAD2L1BP	-0.463833333333333
COX6A2	0.8005
SCNN1A	2.78983333333333
LSM1	1.13883333333333
UGT2B11	-3.554
IDUA	1.5955
PPP2R3C	-1.84966666666667
COX11	-0.860666666666667
PDZK1	0.738
ZNF443	-0.134833333333333
MGC21874	1.164
ZNF323	0.5292
KRTAP10-10	0.8935
CXCL6	-0.02275
SLC34A2	0.388375
LOC284402	0.494
NPTN	0.60625
UPP1	-1.75508333333333
SLC6A9	0.623
OR7G3	-0.121
CISD1	-0.498166666666667
ZNF545	-3.187
SYT14	-0.34
NT5C3L	-0.171166666666667
ZNHIT3	0.120333333333333
SNRPD3	0.2055
KIAA0701	1.16575
UNC93B1	3.64033333333333
GMNN	-1.2435
SPCS2	0.2595
LOC388524	-0.1425
NAPRT1	0.7855
PNLIPRP1	-1.01325
OR6V1	1.137
PRKAB1	0.108
EYA4	-3.678
KIF20A	-0.67025
ALG10	0.063
ITPKC	1.10083333333333
LMX1B	1.85166666666667
RPUSD4	-1.00333333333333
C7orf34	0.1075
DLGAP2	0.3765
PFN1	-0.023
MICALL2	1.08391666666667
ZNF654	-0.9635
SS18L1	-0.86
SLC16A8	-0.000500000000000028
MKI67IP	-0.689333333333333
ITGB3	-0.848625
TCEA3	2.86608333333333
CEP152	-2.63825
CLIP1	0.479125
ZNF75	0.5395
ATP5C1	-0.447
NUDT5	-0.129333333333333
PSCDBP	-0.19925
UBP1	1.464
RBM27	0.467
C13orf15	2.388
ZNF282	0.194666666666667
ZNF222	-1.5482
COL10A1	5.3725
PRDM15	-0.598125
TTTY5	-1.3445
FAM9C	-0.901666666666667
C20orf67	0.35425
GNG13	0.3005
F12	0.493
C1orf41	-0.133
CPXCR1	-0.283
GSK3A	0.197
SUPT6H	0.733666666666667
PI16	-0.629833333333333
ELL2	-0.473833333333333
C9orf167	-2.27883333333333
PVRL3	-3.4537
FLJ38596	0.8155
ADAM20	0.245
GPR89A	0.6525
GPR87	2.541
ZNF30	-0.06125
SMR3B	0.418
ZNF770	-0.639375
TRPC4AP	-0.392833333333333
DKFZP686E2158	0.542833333333333
C2orf28	-0.234
FREM1	-1.00483333333333
LAMA4	-0.469833333333333
ADPRHL2	0.548
EIF4G2	1.53483333333333
GUCA1A	0.308
CTNNA2	-1.978625
NUDT15	-1.646
CEPT1	0.246166666666667
ZNFX1	0.1097
CCDC92	1.2285
TDRD1	-1.401
KCNK5	0.4175
ETNK1	-0.0353333333333333
LTA	1.0175
TTPA	-0.737333333333333
B3GALNT2	-0.257125
SC65	0.429333333333333
PEX5L	-1.275125
EPS15L1	0.2785
MGEA5	-0.224125
HIST1H3A	1.66025
ING1	0.88125
BCAT1	-2.71025
ORC6L	-2.42754545454545
KLK11	-4.23633333333333
C19orf28	-0.932875
DNER	-3.91975
MED22	-1.28457142857143
ETV6	0.89325
CHAC2	-2.66825
CD300E	0.4275
CEBPB	1.30675
ZNF398	0.13825
LRCH3	-0.003
HMGA1	-1.45516666666667
CAPN7	-0.315833333333333
MGC5566	-2.265
CCL3	3.21775
NANOS1	-0.250375
ZFYVE19	0.748
APITD1	0.1555
PARD3	0.73775
IRAK4	-0.464666666666667
SERPINI2	-0.374
CEP170L	-0.16375
TTC9	1.93075
MYOM3	-1.42475
MLPH	1.061
LOC222699	0.7755
NRG1	-1.72133333333333
TBC1D9	3.11972727272727
TTK	-2.09216666666667
ZNF557	0.0509000000000001
DDX41	0.584833333333333
FANK1	3.856
UBE2D2	-0.179
PSMB10	0.1035
MYH7B	-0.3085
GABARAPL2	-0.5485
MARVELD2	2.4135
DGCR2	0.691666666666667
UNC45A	0.292333333333333
C6orf72	0.5195
ZNF683	3.8905
GIT2	0.438625
CASK	0.945666666666667
C14orf161	2.05666666666667
LRRC44	0.38525
TIFA	0.7825
UTP11L	-0.617875
C6orf65	-1.61025
FDPS	-0.40525
DUSP9	-1.2761
SLC17A8	-0.0926666666666667
OR51G1	0.524333333333333
NANS	-0.44375
OLFML1	1.31775
ATP10B	-1.55625
NPAS3	-2.432
PRKCA	-2.5508
GGA2	0.3493125
LCE4A	0.605
SPANXN3	0.64975
CCDC115	1.54425
SDCCAG3	-0.93625
GLIPR1L1	-0.25075
TTC1	0.31625
C17orf76	-0.05325
MAD2L2	-0.582
HIPK1	0.0416
LRRC3B	-0.344833333333333
CLN3	0.810454545454545
C17orf47	0.386
FMN2	-3.39925
TUBB1	-1.18175
WAPAL	0.0348333333333333
C3orf21	0.23825
SCN5A	-0.0393
SMYD1	-0.9035
BEX5	0.4095
ZNF192	0.3955
SEC22A	0.512166666666667
GRIA2	3.37814285714286
KIAA0825	-0.26425
NUSAP1	-1.72754545454545
LANCL1	-1.09825
C15orf40	-0.4623
ZNF645	0.316125
GPR61	0.093
NLRP14	-0.356
SNX21	0.5831
C1QTNF8	0.5895
C17orf46	0.2765
IFNA8	0.2
SPRR1B	-2.177
FLRT1	-0.8895
SNX17	-0.846166666666667
ASB2	-1.2065
HBG1	-4.374
RPRML	-1.9625
JOSD2	1.5035
PLSCR3	0.31
SPOCD1	2.86966666666667
RAB39	-0.7075
GHRH	0.180333333333333
ITIH5L	0.56175
C17orf37	1.788
SMCR8	1.18275
DPY19L2P3	-0.8955
IL11RA	-0.0245
GDF3	-3.21533333333333
RPS6KB1	-0.970666666666667
DNAJC19	0.4703
TOP1	0.28775
CRCT1	-0.0952500000000001
MPST	0.491125
DPM2	0.85525
FAM38B	-2.76633333333333
SLC18A1	-2.45616666666667
FARP1	-1.04316666666667
PAX7	0.51225
TUBD1	-1.23775
GNL3	-0.266
BTG2	2.0664
NDUFS6	-0.0405
C1orf79	-1.03475
ERAL1	1.12675
ECHS1	1.18975
VPS4A	-0.629666666666667
CYP11A1	-0.444875
ABCC6	1.18192857142857
PBX4	-1.7475
MOSC1	-0.796125
NCF4	0.137
HYMAI	0.159
NAGPA	1.183625
OTOP2	0.5395
ACOT12	0.275
MTHFD2L	-2.01425
LOC441376	5.31075
C19orf34	-0.2375
RAB1B	2.2935
ALDOAP2	1.7555
NTRK1	-1.29383333333333
ARTS-1	-1.1999
SLC6A11	-0.399
NAP1L2	-3.56
CNGB1	0.3725
EPB41L4B	-0.55225
FAM134B	4.075875
HS3ST3A1	-0.586666666666667
CPXM2	3.621
SIRPB2	0.3655
CHORDC1	-1.16
TRIB3	-0.408166666666667
SLC2A5	0.636
C2orf49	-1.05066666666667
DDX5	-0.45075
OR5L1	1.2415
ANAPC4	-1.009
ZSWIM1	1.461875
LOC93622	0.0915
KCNK3	-0.2836
RP11-35N6.1	-1.712
ZFP161	-0.253166666666667
AQP9	5.08825
SLC15A2	-0.762
MREG	-0.0833333333333333
OR9I1	0.598
PDLIM2	0.244625
ADAM7	0.25
GSTCD	-0.835333333333333
WDR21A	0.850375
SLC12A8	1.38766666666667
TMEM174	0.34075
IGSF3	0.03875
LRRN1	-2.678
LOC402117	0.31025
SRPK1	-1.68616666666667
LY6K	-1.7990625
NFIA	3.0685
PTCD3	-0.192625
LEP	1.50383333333333
PCDH21	-0.580333333333333
MAPKAPK2	0.784857142857143
NMNAT1	-0.881833333333333
LHFPL2	-0.52825
C9orf43	2.219
DIP2A	-0.498166666666667
ACTR8	0.251625
CCDC34	-0.892
PTPN22	-1.539375
ITGA3	0.2625
FAM129C	0.5845
RABGGTA	0.633833333333333
UNC45B	-0.02
KIAA1033	-1.10675
ZNF510	-0.742666666666667
CYP2D6	-0.316833333333333
SLC26A10	-0.937
STX8	0.9235
LUZP1	-0.0825
WDR89	0.186666666666667
EIF4G3	-0.1341
C5AR1	0.7105
ZNF623	0.2065
A2M	-1.46975
TGM7	0.407
GRPEL1	-0.290166666666667
LMNB2	-1.695
ROCK2	0.0605
SNX16	-0.0465
CCDC66	0.459
ANXA3	-4.18125
KIAA1609	0.043
EED	-1.78675
RNF32	1.63783333333333
HES1	1.5246
CLC	-0.1815
ISL1	-0.444833333333333
KIAA0528	0.435625
MANEA	-0.166625
C1orf61	-2.1115
hCG_2001000	1.951
RAPGEF6	0.6459
KIAA0020	-1.06633333333333
NEIL1	1.43225
C16orf45	0.990375
RBM10	0.290833333333333
C10orf125	-0.871875
MRS2L	-0.937
DNAH17	-1.102125
C19orf10	-0.22
C1orf160	0.9285
SLFN12	-1.0025
EXOC3	-0.220333333333333
HIST3H3	1.0255
NCOR2	0.426666666666667
TNFRSF9	0.664
MFSD8	-0.83125
ALX1	-3.6985
NOL1	-0.2775
PODN	2.4385
TIAL1	-1.09425
HIST1H1E	0.18825
NPY6R	0.5025
TM4SF4	-1.4245
CORO2A	0.20725
ETNK2	1.09183333333333
APOE	0.5725
ANGPT4	0.253
HDGF2	0.0895
G30	-1.202
ST8SIA4	-1.301
F2RL1	0.59875
FAM19A4	-3.4035
CCAR1	-0.51725
B3GNT7	0.47175
OPHN1	-0.598
DSCR6	3.5805
C21orf13	1.819
GAS2L1	0.519
RFX3	-0.9445
COPS4	-0.891625
BCHE	-3.93383333333333
BCL2	1.128125
HBZ	-2.68816666666667
ARL13B	-0.689625
MAPBPIP	2.157125
MYO15B	0.383125
SPZ1	0.04
KIAA1324	3.06544444444444
PLCL2	-1.946875
C4orf29	-1.24725
WDFY2	-0.76275
ZNF284	-1.4655
NAALADL1	-0.2545
DUSP5	0.91
PXDN	1.25
SLMO1	-0.54475
TNXB	0.6775
BIRC7	-0.14
A4GALT	2.20166666666667
TIMM22	0.84075
FAM110C	0.96725
TOMM34	-0.457875
ABHD9	0.348
ADAM32	2.045
CRHBP	-0.82875
AQP2	0.7955
LOC130355	1.14925
ZNF187	-0.088
ZNF816A	-0.8675
F7	0.717
CNOT1	-0.5203
SLC13A4	-0.7255
ZBTB11	-0.7125
B3GALT5	0.3575
EXOC2	1.37283333333333
IRS1	0.2819
TMEM1	-0.0675
MRPL34	-0.048
SAMM50	-0.47925
CDC42EP3	-1.097375
HSF2	-0.4633
MFN2	-0.9045
TSPAN7	-2.47666666666667
NUCB1	0.767333333333333
RHOH	0.991
ARL16	-0.7145
TACR1	0.4925
SFRS5	-0.641
SNX25	-0.353625
RHBDF1	1.08516666666667
PCDH18	-0.00499999999999998
HMG1L1	-0.80075
MYO5C	1.310875
MAPK10	1.3065
LDHAL6A	0.557333333333333
NUDT12	0.789833333333333
NCAM1	0.20525
GLIS2	0.647
GGTL4	1.4665
DAPP1	-0.7265
ATF7	1.622875
KIAA0748	-1.254
NFIL3	-1.42675
TM6SF1	-0.773333333333333
SEZ6	0.2745
NANOS3	0.469166666666667
DNAJA3	0.0453333333333333
CLDN6	-2.0115
CIITA	2.0728
EPHA4	-2.27708333333333
FANCC	-0.4635
CMTM3	-0.592625
PSG3	-0.305125
MRPL15	-0.12825
C21orf59	0.56975
PLCXD2	0.2265
C2orf34	0.223375
UBE2L6	0.990875
MED14	0.1305
HP1BP3	-0.8345
C6orf208	-0.0195
TPBG	1.41875
OSR2	2.239375
XPC	0.469166666666667
KLHL7	-0.796916666666667
CCR3	-0.507666666666667
AGTPBP1	-1.89666666666667
PCSK6	-1.38166666666667
STAT5A	-1.5865
FAM18B	1.8965
LONRF2	-0.6475
PTPN2	-0.547375
SF3A3	-1.3495
EFCBP2	0.80725
HCFC1	-1.16933333333333
AHNAK	-0.78685
ACTR5	0.7985
KIF14	-2.462
TENC1	1.83275
HEATR5B	0.339
YIPF2	1.13216666666667
MYEOV2	0.985333333333333
DUSP18	0.90075
KIAA1012	-0.433
AHR	-0.737833333333333
C17orf53	-0.334
PTPRH	-2.87525
ATP6V1C1	0.606
TAS2R3	-0.734
LOC440356	0.6345
COQ10B	0.39125
PSMF1	0.960583333333334
SORBS2	0.8305
NFE2L2	-0.545
TMCO7	0.1415
SH3PXD2A	-1.8097
SH2D2A	-1.45375
SPINK5	-3.10225
MRPS24	-0.553
OPA3	0.41225
TRAF7	0.245666666666667
C4orf35	0.3215
MT1G	-0.537875
MGC39545	0.427333333333333
HS1BP3	0.8862
OR2B2	0.663
CHRM4	-0.1285
SFRP2	2.03075
RIC3	-1.32525
ART1	-0.3555
C6orf1	1.733625
DUS4L	-0.40825
C10orf104	1.0825
TNFAIP6	2.26725
RTEL1	-0.57025
CCT4	-1.4664
ZNF709	-0.75725
CHMP6	1.17266666666667
UPP2	0.75075
CYP19A1	-1.638
CD151	0.801833333333333
NDUFA13	0.609833333333333
ARFRP1	-0.154833333333333
FAM26B	1.528
CRYBA1	-1.657
MRPL41	0.421833333333333
NPFFR2	-2.096625
HRH2	0.464
SCAMP3	1.02183333333333
MTMR6	-1.0178
MTG1	-0.654
UBTD1	2.09175
CRABP1	-2.3275
FLJ33790	0.2101
KIAA1908	-1.0605
GPR158	-3.19475
PACSIN3	0.962666666666667
OMD	2.7475
CATSPER1	0.6735
HOXB8	-1.414
FBXO46	1.1985
OAS1	2.708
SVIL	0.2725
PHB2	-0.296
ADCY3	-1.3595
NDRG2	1.246
ERMAP	-0.8017
APBA2	-0.962666666666667
IGSF9	1.05925
WNT6	-0.549714285714286
MYCBPAP	3.478
ATP2B2	-0.0474
CPVL	-2.0673
TRAM2	-1.06283333333333
NOP5/NOP58	-0.828
ZNRF4	-0.025
TLK1	-0.3115
MTMR12	0.449071428571429
ZNF384	0.306333333333333
FAM9B	-2.508
RPN1	1.7846
PMVK	2.18425
EIF3D	-0.4644
SIX2	-0.44625
HPS1	1.37364285714286
RNF7	0.92975
PSKH2	0.6065
KCTD13	0.959666666666667
CSMD3	-0.9092
FBF1	-0.002
IL8	-4.397125
SERPINB13	0.773666666666667
FBXL20	1.03525
