Hybridization REF	TCGA-A1-A0SJ-01A-11R-A084-07
FSD1	-1.45183333333333
ST6GALNAC3	-0.4105
CA12	2.9666
NCOA6	0.35775
C19orf58	-0.8109
PPP4R1	-0.500666666666667
MAN1A2	0.315
IKBKAP	-1.995
UPF1	-0.401166666666667
KIAA1219	1.8025
WNT16	-0.201833333333333
SNW1	-0.04975
IL18RAP	3.047
RPP30	-0.74725
CDC40	0.734285714285714
SETD3	0.631833333333333
SLAMF6	0.2705
ELK4	-0.4495
TRIM47	0.456333333333333
ACOX3	1.444375
TRIM6	-0.470125
KIAA0372	-0.1635
TP53AP1	1.19675
SMURF2	1.28925
ADAD1	0.49075
EBP	-0.3092
KRTAP13-2	-0.016
FLJ36874	-1.23633333333333
TOR1A	-0.477666666666667
P2RY4	0.9005
GPBP1	0.6875
TRPV1	-0.696625
ADAMTS12	0.682833333333333
PES1	-0.7718
ATG4A	0.1345
MAGEA10	-4.6845
WFS1	1.505
CC2D1B	-0.444166666666667
PABPN1	-0.746125
SLC25A30	0.521
SLCO1C1	0.511833333333333
SLC22A5	2.10575
KIF23	-1.85333333333333
SYN2	0.2815
ASPN	7.811
CENTG2	1.05925
QSOX2	-2.02
FLJ10815	-0.109833333333333
STK24	0.21575
SPEG	0.0208
STK10	-0.342
DACT2	-0.9035
AAAS	-1.172
SSX3	-1.449875
ABCD3	1.3805
C4orf12	0.48325
PARVG	-0.0816666666666667
FIG4	3.535
C9orf46	1.092
TMCO6	-0.1035
IGHMBP2	-1.197
DUS2L	-0.0776666666666667
FAM3C	0.538
TMEM16D	-1.891375
DCTN4	0.5235
KCNH3	-0.44175
EIF2AK2	1.0155
AP1S3	0.199375
CST4	1.393
PAM	0.1520625
NUTF2	0.31275
CITED2	0.1815
SLC39A4	0.6275
C2orf52	-1.238
GRM3	0.0705
C12orf49	-0.600375
CCDC49	-0.0375
GRAMD1B	-1.68175
FNDC4	0.764
SIAH2	0.821125
GDPD4	0.35925
C21orf87	0.57425
ATP5A1	-0.262333333333333
C16orf63	-0.1725
LOC388135	0.202166666666667
ATP5J2	-0.697125
MMP3	0.22075
EMID2	-0.072
CRHR1	0.31625
WDR70	0.113
C13orf31	1.32025
ZFAND1	0.4225
CCL18	4.1795
C3orf49	-0.066
RINT1	-0.634
KIAA0408	-1.07033333333333
F13A1	4.895
SLC10A1	0.184166666666667
OGN	3.632
GIPC2	-0.324833333333333
XPO6	-0.836
LCE1A	0.777
FMR1	1.0184
LOC374920	-0.05625
DUSP3	-0.1535
ANKMY1	-0.13375
C7orf50	-0.36625
BBS9	-0.0453999999999999
UNC119B	-0.66275
C9orf72	1.015125
MGC35440	-0.52725
ENTPD6	-0.3905
PPP1R2P9	0.29525
ERCC4	0.66325
FAHD2B	-0.4235
HMHA1	-0.5495
HACL1	-1.137
RAD23A	-0.803166666666667
FAM83B	-1.63125
PPP5C	-0.452666666666667
RNASEH2C	-1.354125
C9orf153	-0.5225
SCAMP4	0.58025
GHITM	0.5757
NDUFB7	0.013625
ADCYAP1	2.18116666666667
SP110	1.17933333333333
MAP3K7IP2	0.8485
DHH	-0.4485
AGRN	0.972071428571428
WDR33	0.317
CEP290	-0.652166666666667
PRPS1L1	-3.0445
KLRA1	-0.3885
GPR97	-0.222
CHD7	-0.0254166666666667
TLR10	0.7435
SLC30A8	-1.2065
HIC1	1.126
IAPP	0.403
RXFP4	0.017
GP1BB	1.028
SHQ1	0.3775
NKX2-3	0.0241666666666667
API5	-0.06625
FTHP1	0.6875
MOV10L1	0.515666666666667
TRIM6-TRIM34	1.865
ADHFE1	0.7715
FAM117A	-0.2465
DDI1	0.618666666666667
CDON	0.715666666666667
TRIM73	-1.6185
IGKC	4.443
MMP14	-0.220416666666667
DYNC1LI1	0.18225
C11orf66	-0.13825
TRBV3-1	-1.337
FASTKD5	0.14525
BIVM	-1.0875
LHX4	0.10925
CXCL2	-1.54
RAB2B	-0.570333333333333
IZUMO1	-0.45975
MAP3K15	-1.575
FAM19A2	0.319833333333333
ZC3H8	-1.29566666666667
ZMAT1	1.268
SPINK5L3	-2.25775
SLC10A6	1.2605
APPL2	0.026625
CARD10	-0.1385
LOC402176	-1.03975
EEF1D	0.7241
RAB6A	1.2646
C12orf5	-1.78675
PAPOLG	-0.27
MSRB2	1.09725
BCR	1.17683333333333
PUS3	-0.6295
TIAM2	1.905
ZNF317	-0.389666666666667
CHD2	-0.0194285714285714
FZD5	-0.800409090909091
NUDT8	-1.73725
ZNF763	0.1545
PRC1	-1.384
ABCB9	-0.181166666666667
SPATA3	0.288
TRAK2	0.760625
STAB1	2.728
LRRTM2	0.282666666666667
psiTPTE22	1.0035
DBI	0.0525
SERPINA11	0.38575
NAT5	1.15675
C20orf58	-2.40375
RPS6KA4	-0.662166666666667
FLJ90650	0.648
TGFBRAP1	0.5
CHRDL2	1.326875
FAHD2A	-0.691333333333333
CNTN1	0.168
BBS4	-0.0308
TMEM181	0.4335
MINPP1	0.2775
MPHOSPH6	0.12575
HOXC10	-1.6415
ITPKB	-0.193375
CLPTM1L	-0.104
MEOX2	1.14866666666667
ATP6V0C	0.847875
PRPF8	-0.541833333333333
TMC5	1.886
FKBP3	-0.441
PLEKHB2	0.378125
OR4D6	0.0715
ZNF544	-0.1362
D2HGDH	-0.874625
RPL18A	-1.4019
HEL308	-0.09675
MPP6	-2.679
TCERG1	-1.24975
KRT16	-0.273333333333333
KLF17	-0.55725
KLF5	0.97425
CDR1	3.2225
VCX3A	-4.2405
FBLN2	2.13675
C14orf104	0.38375
HBE1	-4.8218
OR4S2	1.171
C1orf108	-1.244
ROBO4	3.647
CPEB4	2.358125
C11orf80	0.0143333333333333
BCKDHA	0.516666666666667
MYOC	4.13125
GIF	-0.104
CKMT1A	-0.285
RPL3	-0.2806
THBS1	1.853
APOO	-0.7135
ARMCX1	0.309
HSZFP36	0.5285
SNAPC5	-0.4495
EIF4ENIF1	0.39075
ZNF433	-0.19825
TNFRSF21	-0.37925
TMPRSS7	0.181
SPATA18	0.2772
HPDL	-2.4035
MKL2	2.0422
TBX3	2.64438461538461
C21orf93	0.377
DAXX	0.37575
ELMO1	0.193625
RGS13	1.14666666666667
TAF11	-0.842
UNC13A	-2.481875
LOC653314	-0.5807
ORC3L	-0.24
IMAA	-3.2725
TARBP2	-1.38725
CABIN1	-0.0555
TRIOBP	0.093125
HIST1H2AC	-0.592875
RGS22	-1.70733333333333
NCOA1	1.09133333333333
IL25	0.343
SNCG	0.541
GPR6	0.5055
AMDHD1	-2.723
CHEK2	-1.75025
C6orf142	0.478
DRD4	0.52075
C14orf68	-0.9575
GDF11	-2.10525
SEMG2	0.668
CD247	-1.03
CDAN1	-0.64475
RBMX2	0.203166666666667
TGS1	-0.1265
OIT3	0.482
SYF2	0.33125
MCM4	-1.6105
PKHD1L1	0.765375
CEP192	-1.33233333333333
IFT88	0.85625
RPL9	-0.1785
RAB32	0.691625
DDX43	-2.407
P2RX2	0.425333333333333
OR5D18	0.4205
UBE1	0.049
SLC24A1	0.048
ARHGAP5	0.298
CETP	-0.017
KIAA1731	-1.269
SLC9A4	0.9435
PTPN6	0.97075
BAHD1	0.44825
GRIK3	0.7755
CACNB2	-0.7758
PDE10A	-1.00625
DGCR14	0.1295
PCDHB9	0.141833333333333
RHOQ	0.450166666666667
MAP3K4	-0.03875
KTI12	-0.00699999999999999
RPL23AP13	-1.00775
GNG11	-0.37825
CLCN3	1.2555
GPAM	0.161
VSTM2A	0.5415
SLAMF7	1.44466666666667
INTS2	1.5005
PPP2CA	0.5028
LRP12	1.3758
SEC14L2	2.87933333333333
DKFZP586H2123	4.17525
MC3R	0.048
CIRH1A	-0.854666666666667
HIST1H2AB	0.0851666666666667
POLH	-1.135625
MGC16703	-1.2005
SNAPC2	-0.035
FILIP1L	1.28375
RASGRP4	0.5475
LRRC1	1.48075
GAS1	0.826
PRAC	-1.39575
DGKA	-0.948666666666667
NT5C3	0.309
PEG3	1.42525
NADK	-0.51375
PRR17	1.40275
LOC374569	-0.336
SGSH	0.1215
NLRP8	0.7545
GALT	0.0639
MCF2	-0.4275
ZNF263	0.38075
TACSTD1	1.2755
TYR	-6.3463
ATP6AP2	1.52875
RNUXA	0.27825
ABHD10	-0.433333333333333
GDPD2	-0.26125
SLC35C1	0.1375
UBE2A	0.488375
HERC5	0.678833333333333
FAM112B	-4.76233333333333
FBXL16	1.27575
DKFZP434A0131	-1.3725
ELA3A	-2.4
RBM41	-1.256875
HAO2	0.156
RNH1	0.119
SHANK2	1.45366666666667
OSBP2	-1.05225
DAK	-0.499
C3orf58	1.35983333333333
TCL1B	0.403
KBTBD2	0.1875
SUGT1L1	0.11775
UBE2E2	0.467333333333333
MYL9	2.65825
CDC23	-0.0508333333333333
PBXIP1	1.0798
CXorf40B	0.9455
NBL1	0.8355
RTBDN	0.39
RAB11FIP5	0.3725
TTTY13	-0.716
SCOTIN	-0.00749999999999998
SOHLH1	-0.679666666666667
CDKN1A	0.0988571428571429
NCK1	-0.05775
ZNF550	0.06325
SAPS3	-0.0591666666666667
SPIN3	0.2235
MAGEE2	-0.0525
MIS12	-0.679333333333333
OR8H2	0.5065
KIAA0774	0.584833333333333
UNC5D	-2.3955
CUL7	-0.7355
LIPC	-3.70133333333333
DIO1	0.223
C20orf11	2.6599
CTRL	-0.7165
HS3ST2	2.33075
PAK4	1.0265
CCRL1	1.008
RNF10	-0.172625
ZNF567	0.6475
ZNF660	0.987
TCEAL3	1.788
MAGOH	0.720333333333333
CENPB	0.154
C19orf7	0.813125
LOC388965	0.25575
ZCCHC13	0.9825
JMJD1A	-1.0155
HIST1H4H	-0.636
TBRG1	-1.2274
GPC3	-3.23675
TAF1C	-0.577
EBNA1BP2	-0.441666666666667
CIAPIN1	0.2825
PDGFRA	0.357444444444444
CSTB	0.379625
CENPI	-1.80533333333333
GTF2E2	0.1685
RPP21	-0.464
CCNF	-0.720333333333333
KCNQ3	1.423
FAM79A	1.469
SLC22A12	0.317
NOVA1	0.255
FZD3	2.5753
AKAP8	-1.2275
SOCS5	0.51075
CFDP1	0.1955
DLG5	1.65025
PGM5	0.839083333333333
C1orf144	-0.241333333333333
HDAC10	-1.98
RND2	-0.05375
C20orf199	-0.758
RNMT	-1.080375
SLURP1	0.186
ASTN1	-0.0985
SH3BGR	1.65575
MYCL1	-1.004875
ZHX1	0.152833333333333
CENPK	-2.478
FOSB	1.7303
LOC643406	0.657
C2orf59	-1.9975
TMEM135	-0.220125
SLC27A2	1.853
KRT33A	2.5375
OVOL1	1.71225
PAMCI	-1.918
S100A7	0.3615
ZNF789	-2.2165
HARS2	0.75175
RPL23A	-0.953333333333333
TCF23	-0.1515
UPF3B	-2.002
C17orf78	0.029
HLA-DOB	0.5535
C14orf142	0.0941666666666667
TEKT5	0.737666666666667
DMWD	0.1945
POLD1	-1.99566666666667
GSCL	-0.2415
CALD1	-0.0638
SCRT1	0.342166666666667
AIG1	3.064
UNC84B	-0.1525
ZNF404	0.1165
TMED6	-3.328
KIAA1462	0.592
LRRC27	1.0115
PYGO1	1.1885
PIGU	0.261833333333333
ALAS2	-3.302
WRNIP1	0.3675
CNNM3	0.658
ZNF2	0.8155
ST3GAL5	-0.3645
MRPL23	-0.349
TSSK6	-0.306
PSMA6	0.453
C16orf70	0.25725
KIAA1602	0.05375
ALMS1	0.253
DCN	2.726125
TMEM132D	-0.8795
SUCLG2	1.04275
ABHD14A	-0.0585
DEXI	0.2215
AMPD2	-1.50683333333333
IFNAR2	-0.444333333333333
CYB5A	1.6779
TLOC1	1.21255
NXF5	-1.096
NRBF2	0.382625
KCTD3	1.42425
ITGAE	-0.673833333333333
SLC30A3	-2.19983333333333
ZRF1	-1.6695
IFRD2	-0.617875
XAB1	-0.23
PYCR2	-0.348166666666667
SERPINB3	-4.155
TMLHE	0.0006
GEFT	-0.9565
ABCA5	0.91175
EMR4	0.150166666666667
TSFM	1.579
HIST3H2BB	-1.368
ARHGEF19	0.6485
TSPAN17	-0.791333333333333
ABCC8	1.55675
MAP1S	-0.2285
C22orf36	0.59975
BNC2	-0.179857142857143
HIST1H4A	-0.823
NDUFS3	-0.140166666666667
WDR3	-0.599
XKR4	-0.788
TTC33	0.260071428571429
STMN2	4.64175
CPN2	-0.887166666666667
HSPC105	1.974125
PCOLCE2	-0.3695
C3orf55	2.7435
KLHDC9	2.377
TBC1D23	0.034
ATXN2L	-1.14916666666667
MAP2K3	-0.396166666666667
SCAP	-0.444
ZNF486	1.54716666666667
C20orf96	-0.63275
NARS	-0.01225
ADAMTSL1	-0.965571428571429
PRCC	0.2955
CCDC126	1.72116666666667
ZNF675	0.5935
CALCOCO1	-0.037
ANKRD43	1.31275
CWF19L2	-0.522333333333333
ZBTB32	1.17383333333333
BRAF	-0.0855
ODF4	0.2915
MGC14376	0.5075
HORMAD1	-2.48183333333333
AAK1	-0.176583333333333
PEBP1	0.5255
TNFSF5IP1	-0.100333333333333
DKFZp564N2472	0.56925
RMND1	-0.085125
IGKV1-5	4.6505
COL1A2	2.21383333333333
SERPINA5	2.102
AANAT	0.346
C19orf21	1.11083333333333
GEMIN5	-0.01425
UBR4	-0.399333333333333
LTBP3	0.932833333333333
AMHR2	-2.31666666666667
PROCR	-1.5185
MYBBP1A	-1.06075
C20orf39	-0.256833333333333
ZNF697	-0.77975
PASK	-0.2909
ZNF776	1.38616666666667
RFXDC2	-0.308625
KIAA0467	-0.43675
C10orf96	-1.90033333333333
ZNF503	-1.48125
GULP1	0.957083333333333
KCNE4	0.874666666666667
DKFZp434K191	-1.09475
LOC196913	-1.1315
BHLHB4	0.8025
CH25H	0.7995
LOC81691	-0.36
ALPL	0.224142857142857
COL12A1	1.463125
FOLR3	-2.518
GPR123	0.345
TRIM62	0.225642857142857
ABLIM1	0.4695
MAST3	-0.78775
RHBDD1	0.465166666666667
LOC338809	0.0075
RYBP	0.89
TTC26	-0.610625
ZNF22	0.308666666666667
ISCA2	0.22225
RDM1	-1.86375
PIGM	0.6445
GNB3	-1.629
ACTR2	0.437
HMGB1	0.6456
EDG1	4.376
SOAT2	-3.34975
OR10AD1	0.758
RAP1GDS1	1.83816666666667
LCE1F	0.1335
ESM1	-0.676
RCN3	1.436
CREBL1	-0.7705
DBNL	-0.287333333333333
PTGER3	2.302125
USP30	-0.109333333333333
BCL2L12	-0.6125
KIF26B	1.13775
ZNF416	1.0015
ZNF225	0.184
C17orf70	-0.309
ZNF554	0.4455
RAE1	0.829333333333333
TNIK	-1.288
ACTN3	0.2125
MGC45922	0.639
CCNA1	-0.3935
RYK	0.347333333333333
IL26	-0.288
LRP3	0.587
QARS	-0.30575
SOX7	1.1455
BID	-0.7995
OR2S2	0.391
CXCL14	3.552
C11orf47	-0.722
MGC29891	-0.713666666666667
HSPB8	2.4032
PRDM14	-1.4185
NUFIP2	0.775
MNAT1	-0.0925
ZDHHC2	0.952833333333333
MBNL2	0.37225
ADD3	-0.925875
CSNK2A1P	-0.38875
KLK6	1.2245
TMEM111	0.7267
KIAA1279	0.74525
NUBP2	0.157166666666667
RAB42	-1.351
ID3	-0.7639
TM9SF1	0.7755
MDP-1	0.52225
POU4F2	0.03425
IQCK	0.433
C16orf14	-0.97075
CAPN3	-1.875875
FAM43B	0.34475
RECQL	-0.75325
AP1G1	0.316642857142857
CTNNBL1	1.09116666666667
ECHDC1	-0.370833333333333
SMARCC1	-0.1053
FOXQ1	-1.324375
GNAI3	0.368666666666667
POLG2	0.381
CD4	0.96325
ITLN1	0.13775
EBI2	4.01375
IRF1	0.303
PTPRE	3.6747
PTK2B	-0.72975
NXNL2	1.0755
SOX4	1.58738888888889
TSPAN3	0.4475
SH2D1A	-2.38633333333333
C8orf58	0.058
USP20	-1.394
DUSP22	-1.0445
CALB1	-1.88433333333333
L3MBTL2	0.467416666666667
MCRS1	-1.189
TMEM118	-1.679
C18orf8	0.979666666666667
FLJ10241	0.45
GJA12	0.939
PKD1	-0.685333333333333
ZFP3	0.1295
JAM3	-0.803375
LAPTM4A	1.5471
DIRC2	0.238
KIAA2022	1.89533333333333
MYOM1	0.933333333333333
TRPM8	-2.06483333333333
MOP-1	1.1805
PHKG2	-0.26175
ZNF650	0.755375
KIAA1522	0.947125
PSG8	2.53883333333333
DDX19B	0.3285
MOBKL1B	-0.4265
DIAPH2	0.519083333333333
PTPN12	0.09225
CLN8	-0.3258
CRYZL1	0.182
CRY2	0.873666666666667
FCGR2B	3.39666666666667
PNPLA4	2.218375
ZNF454	-0.1115
DKFZp434B1231	0.0035
CLDN11	0.6977
RFWD2	0.435333333333333
CIB2	-0.1195
MXRA8	2.411125
HRK	-0.77225
MAML2	-0.19025
C4orf31	-0.8295
C6orf192	0.33425
COG6	0.59875
FAM5B	-0.00475
NFATC1	0.8766
SEPT10	0.071
SCYL1	-0.7217
RPP40	-1.17675
SCOC	1.542
KIAA1450	1.62375
CTDSPL2	-0.56025
TBX5	1.53833333333333
NAPG	-0.599
RHD	-4.338
C14orf45	2.0845
ZBTB22	1.3775
PLCG1	-0.467
ANKRD10	-1.667375
AQP7P2	2.8475
TAGLN2	-0.202833333333333
HTR2C	-1.088
SLC16A7	-0.0173333333333333
C17orf83	-0.4395
TSGA14	-0.56325
MDH1	-0.31125
PPP3R2	0.589666666666667
DCBLD2	-1.37821428571429
RBM33	-0.084625
DPH3	-2.14625
SYT10	0.103833333333333
FMO4	2.0725
THYN1	-1.281
DRD5	-1.884
OTOR	0.08325
PGRMC2	0.2366
KATNAL1	-0.064875
PAQR6	-2.772
UBE2I	-0.00700000000000001
C14orf28	0.8575
C8orf70	2.295
FLYWCH1	-0.494
ANGPTL3	-1.10625
GLRX2	-0.0635
ATP11A	0.243428571428571
ARL5B	0.063375
MUC16	-1.64775
SLC25A5	-0.888642857142857
ACRC	-1.86475
MYO1C	-0.55825
FAM89B	0.679333333333333
FAS	-0.17575
KIFAP3	1.37325
GLRA2	1.134
BTN3A2	-0.7392
CNKSR3	1.260375
CSTF3	-0.6685
ARPM1	0.0895
KIAA1530	-0.937
C9orf150	2.22133333333333
PRKCI	0.546
tcag7.1015	-1.02825
SOD3	0.762
ZNF574	0.357
CYP21A2	2.756
RPL12	-0.29625
COMMD2	-0.719
WIZ	-0.00875000000000001
LOC344405	-1.809
ALDH4A1	0.572941176470588
CRYAB	3.455
COPA	0.2227
PCDHGA7	0.917833333333333
KIF11	-1.59575
RASD2	0.312125
SLC26A3	0.944
ZNF175	0.193
JAKMIP2	-2.03725
C8orf4	2.01616666666667
PTHLH	0.59
SLC40A1	1.88466666666667
OR7D4	0.476666666666667
PCDHB17	0.055
CD36	4.34828571428571
C6orf203	0.64
PRKG2	0.041
LOC400566	-0.29875
ANAPC13	-0.9245
SLCO3A1	0.497
ZNF692	-2.4495
FANCL	-1.509
SH3GLB1	0.151
C12orf61	0.237
KBTBD6	0.39525
SUPT5H	0.215125
XRCC6	-0.32
HUS1B	-0.4099
FAM133B	0.234142857142857
LOC728276	-0.6635
KCTD18	1.33625
SOS2	0.793
CCDC99	-1.405
C1QTNF5	2.5495
NNAT	1.84283333333333
USP16	0.1105
LARS	-0.552125
ZBTB2	0.421
ABO	0.227666666666667
TRAF3	0.2505
GALNT5	-3.249
NAP5	-0.954875
ALG14	0.294333333333333
KIAA0515	-0.6775
WDR75	-0.983833333333333
TEX261	0.0674166666666667
LY86	-0.03775
LOC389072	-1.045
FLJ13611	0.415
MRGPRX2	0.2735
SNRPA	-0.689625
OR2G2	0.1115
GPRASP2	1.11275
C7orf42	0.3045
C9orf163	-0.8065
CYP11B2	-0.1105
FCRL3	1.1475
PRDX1	1.023
FGB	-5.81816666666667
COX17	-0.0615
C16orf33	-0.36275
PIWIL1	-0.264
FOLR1	-2.721
KIAA0082	-1.403
FREQ	-1.07616666666667
TMCC2	-1.035
TCF12	0.15575
ZNF721	0.99925
FAM130A2	0.52
POU4F1	-3.256
SNRPF	-1.7985
SGIP1	1.3925
ZNF641	0.776833333333333
EMG1	0.07375
PRRG4	1.9625
HIRA	-3.476
MYNN	0.0981666666666666
AEBP2	-0.517416666666667
TBXA2R	0.174333333333333
ISL2	-1.84516666666667
PCDHB11	1.1075
RNF144A	-0.206875
MARCH5	0.3155
DULLARD	-0.564
DCLRE1B	0.270666666666667
ITGA8	1.391
TP73	0.021125
PRKCD	0.6165
NDUFB4	-0.15275
ATP13A4	0.34975
ANTXR2	0.00933333333333333
COL4A3	-0.1395
MYO10	-2.0267
SLC6A18	0.89825
PEX1	0.045
TMEM74	-1.3095
RBM19	-0.96625
TAPBP	0.94555
RUNX1	1.86375
MID1	-1.08433333333333
GPR64	-0.8925
RASEF	2.74
GABRG1	0.29575
MYO16	-0.6425
DBF4	-1.67066666666667
TSHZ2	3.3125
RIPK2	0.270375
PPTC7	-0.244333333333333
KIF4B	-0.9465
LRRC31	0.0208571428571429
ZNF540	0.234
EFNB3	-0.111833333333333
LOH12CR1	1.561625
STON2	0.0156666666666667
GLP1R	0.40125
CSTF2T	-0.030375
IREB2	-0.76825
GRSF1	0.53175
PDCD7	-0.347166666666667
LRRC43	0.3775
CNR1	2.46583333333333
IL1F7	-0.8035
C12orf64	-0.595333333333333
FAM69B	-0.652
NR2E1	-2.48866666666667
MS4A6A	2.3001
FTL	0.00539999999999999
C7orf36	-0.1235
PCLO	1.3746
DYRK2	0.846333333333333
ARIH2	0.253875
SAMD7	-0.191
SCNN1D	-1.33175
SLC32A1	-1.10885714285714
C22orf25	-0.471333333333333
MRPS18A	-0.5878
GPR112	0.8065
EARS2	-0.63875
ERN2	1.3395
ATPBD3	-0.107333333333333
PRH2	0.3715
CDKN2D	0.460666666666667
PGLYRP2	1.133
TRIM40	0.2315
SEC14L3	0.7005
SLC22A1	-0.85925
BTN2A3	-0.56325
RASA4	-0.1265
CCNL2	-1.35341666666667
MYBPC3	0.1435
GJA4	3.657
CDC42SE1	0.467875
TRPV2	-1.9275
MYPN	-3.2034
SIM1	0.4195
CDADC1	0.531
ZFHX4	0.7655
NIBP	1.2905
ADAMTS19	0.2405
ABTB2	-0.26075
TSPYL2	-0.234625
EIF2S3	-0.1141
SOX30	0.31425
AP2A1	-0.160333333333333
DKFZP564O0523	0.222333333333333
LOC285398	-0.00325
CDH18	-3.77275
CHL1	2.200375
GATS	0.4729
TBC1D2B	0.471166666666667
OR1J1	-0.9545
GSN	2.0915
DPCR1	0.013625
GARNL4	-0.886833333333333
SMARCA5	0.05425
PLEKHG3	0.463833333333333
ZBTB45	1.144
FRMD6	0.329333333333333
PLS1	1.0985
DGKZ	0.0195
EFNA1	1.2036
WDR85	-1.380375
ANK2	0.5625
PAGE4	-0.520166666666667
SENP6	0.746166666666667
AKR7A2	-0.13
FKBP10	-1.54725
VEGFC	-1.583
LARP1	-0.0350625
SRBD1	-0.044
ITGB6	3.3995
SLC1A2	2.11021428571429
INVS	-1.71766666666667
MPO	0.158
MOBKL3	0.7012
CUTL2	-1.902
KLK2	0.109416666666667
VIM	-0.47125
REG1B	0.2338
PCDHGC4	0.42075
C3orf34	-0.0506666666666667
SUMO3	0.219333333333333
CST9L	2.15475
MLL4	-0.42625
SPR	1.22583333333333
SAMD9L	-0.84725
ABCE1	-0.01825
SUPT3H	-0.4525
ACTBL1	-0.5755
ADAMTS4	0.766666666666667
SLIT3	3.20275
RHEBL1	-1.22
NPM2	-0.3685
MAN1C1	2.96475
KIAA1856	1.01708333333333
HSPA6	0.81525
LOC388152	-1.4965
C10orf140	2.454
ZDHHC12	-0.5805
LIN7A	0.8602
PHC2	0.554916666666667
SPHK1	-1.0095
TRIM26	-0.071
FAM83E	0.644
C18orf24	-1.28166666666667
ZNF578	0.501166666666667
ORAI1	-0.7275
RUVBL1	-0.927583333333333
C7orf20	-0.433166666666667
APAF1	-1.2955
SLC36A4	-0.7355
MYH11	4.56216666666667
NEK1	0.5627
MPP2	-1.14525
C12orf24	-1.77675
TNK2	0.7125
ZNF289	-0.71375
MATN3	-0.411857142857143
IFNGR2	0.506833333333333
ITPR1	0.29375
EBF3	3.5257
TBC1D20	-0.2072
OR10P1	0.32025
DDAH2	0.6675
SHPRH	0.232625
STX7	0.1965
LOC554248	-0.4455
BCAR1	-0.05125
ATXN3	0.0066666666666667
TRIM27	-0.4425
CDC42EP2	-0.42
CHP	0.0531428571428571
SOX17	2.569375
ZNF259	-1.07366666666667
CHCHD1	0.791625
ZDHHC19	0.243
GBP2	2.997
GARNL3	-0.014375
MRC2	-0.11375
C1orf52	-0.57475
AOF2	-0.02
LRPPRC	-0.3777
ACVR1C	1.779
TM4SF18	2.467
TMEM169	-0.143833333333333
PPP1R16A	-0.360375
EBF1	1.53716666666667
RRS1	-0.147
SNX2	0.206
OR2T2	0.726
RBX1	-0.2165
ANKRD54	0.1615
TSNAX	1.30983333333333
TMEM83	-1.6685
ZBTB7A	0.76575
ATM	-1.57325
LOC338328	2.83833333333333
TIE1	1.453
HIST1H3G	0.274
PASD1	-4.539
TINAG	0.528
PCDHAC2	0.803
LRRC15	-0.625625
WBSCR17	-1.09425
TFF2	-0.4555
PARP2	-1.64925
NDFIP2	0.441625
PCDHGB2	1.4525
WDR60	0.043
MAP7D2	-1.4623
USP45	-1.1365
GSDML	-2.02175
TNS1	0.5338
PLCD4	-1.2605
IQCD	0.597833333333333
SMPX	-1.6345
CD9	1.88133333333333
SRGN	1.438625
CASP7	0.952875
INOC1	-0.01
DKFZp451M2119	-0.772125
VMAC	1.298
USP53	1.4826
CAMK1G	-0.499625
TMEM106A	-1.1
CDC20	-1.3646
ACSL5	-1.06066666666667
CBWD5	-1.57575
C1orf87	-0.925
KIAA1274	0.71625
PRUNE2	-1.60578571428571
LYPLA2	-0.493166666666667
DOK6	1.49666666666667
GPR149	-0.351
FAM30A	2.9335
TMEM129	0.0535
SLC35B3	0.89
ACPP	-0.000600000000000013
LOC200261	-1.0215
SLC4A7	1.0538
CCDC40	1.461
GART	-1.508125
THOP1	-1.644
SCARB1	-0.353375
CACNA1F	0.27675
TRIAP1	-0.8085
SYT14L	0.185
SFRS8	-1.05066666666667
PBOV1	0.0335
GOLSYN	3.07225
GJB7	-0.739
CAMK2N1	1.08958333333333
GREM1	3.23
FLJ20433	0.0845
QPCT	-2.0135
PRKAG2	1.31283333333333
H2AFX	-1.1295
C6orf154	1.29
PLOD3	-0.746
ZBTB39	-0.4485
WASF3	0.436083333333333
DRG1	-0.35925
PRR4	1.0465
SPCS1	0.21375
KDELR3	-0.236166666666667
SRP19	0.00249999999999999
GABRA6	0.4795
MFSD1	0.6245
MMEL1	1.2465
PDXDC2	-0.5013
BUB1	-2.90055555555556
RNF138	-0.769
MYLPF	0.182333333333333
AIF1	-0.401666666666667
DYNLRB1	0.8407
HCN3	-1.64666666666667
HIST1H2AI	0.057
MAP4K5	0.03875
LASP1	1.2745
LOC130951	1.6155
PLAA	1.1735
KRT6A	0.742
C6orf117	-1.141875
ARHGAP23	-0.5205
PTF1A	-0.0365
GPHA2	-0.42975
LCE3B	0.1245
MCL1	0.3355
EHBP1	-0.717
PRNP	0.1686875
ZSCAN1	0.5125
C1orf113	-0.275
FOXA3	-3.627
NEB	-0.7465
ASGR1	-5.18433333333333
CTGF	2.13683333333333
RAB17	-0.225666666666667
MST101	0.52175
JARID1B	-0.0293
USP37	-0.1867
PTBP1	-0.162
PTPN7	-1.20116666666667
CDC7	-2.14366666666667
SNX7	0.77725
ZNF335	-0.46975
CPT2	-0.29025
HEATR1	-1.001375
HSPC152	-0.411
C5orf40	0.1905
PSME1	0.704
STAG3	-2.277
TMEM154	1.20833333333333
KLHL32	1.26383333333333
TSGA10IP	-1.387
SUV420H2	-1.2565
SF1	-0.808222222222222
2'-PDE	0.7919375
PNLIPRP2	-0.531
TRSPAP1	-0.0876666666666667
NUP210	-1.27916666666667
ANP32C	-1.3035
