Hybridization REF	TCGA-A2-A0YJ-01A-11R-A109-07
FXYD1	-1.15283333333333
LMOD2	0.2285
ANKRD33	0.4725
LCE2C	-0.247625
ZNF620	-1.075
DKFZP566E164	-0.724
VSIG2	2.631
KIAA1128	2.09725
USO1	0.072
NUDT4	-0.712928571428571
CLDN1	-0.955357142857143
OR4Q3	0.469
FASTK	-0.311333333333333
ICOS	0.216333333333333
LDB1	-0.5235
GSTA5	2.10175
ABCC1	-1.16083333333333
FAM54A	0.32125
PCBP2	-0.193833333333333
NUP205	-0.549
ACTA1	2.39283333333333
GABBR2	0.628
PIP5K1B	-0.310166666666667
AGXT	-1.86783333333333
RNF181	-0.32925
ATP8A2	-1.7575
AFTPH	1.457875
FGF21	1.77866666666667
FCER1G	1.235875
SNTB1	1.18375
SLC24A3	2.341875
TXNL4B	-0.5442
RPL10L	-0.712666666666667
LOC389517	-1.20595
TSGA13	0.1725
SHOX2	-1.56016666666667
ITGA7	-1.1425
KCNIP2	-0.977
KLF13	0.5796
ZFAND2A	0.1085
CEACAM1	-0.632285714285714
PFKFB4	-0.7395
MED19	-0.20925
LRRC57	0.441666666666667
RNF11	0.82775
ANKRD32	-3.48925
P117	0.28975
OBFC2A	-0.479333333333333
POLD3	-0.376333333333333
RAB18	1.51675
TPH2	-0.085
PHB	-0.3058
JDP2	0.974166666666667
MORF4L1	-0.8256
POU2F1	-0.68025
CNNM2	-0.875083333333333
LOXHD1	0.1475
ZC3H15	-0.564
ELK3	0.0881666666666667
FAM111B	-1.54275
CBLC	2.89916666666667
SBNO1	-0.34825
ANKMY2	-0.9715
PLEKHA5	0.0145
DHX58	-0.903833333333333
ARCN1	0.443333333333333
TREML1	0.3864
KNCN	0.0135
SEC24A	-0.9965
PSCA	0.56825
MGC24125	0.9705
DNA2L	-1.88725
CIB4	1.713
HIGD2A	-0.686333333333333
TBX6	0.0976666666666667
TTLL5	-0.591833333333333
SGK3	1.428
GCN1L1	-0.38275
AMOT	2.5671
LDOC1	0.927
NRK	-0.2725
ASB9	-0.8295
NAT1	-2.0836
TRAFD1	0.044
PEAR1	-0.0773333333333333
FAM36A	-0.019875
OR1S2	0.5845
LOC388323	-1.84575
PGS1	-0.174166666666667
LEPREL1	-4.415
TFF1	-4.85191666666667
HAP1	0.84225
EPHB2	-1.36925
ACTG1	0.411333333333333
ZFP42	0.273
HAVCR2	-0.123
NME1	-0.804
SNX26	-0.180666666666667
LACTB	-0.104
ZKSCAN2	-0.556375
C5orf35	-2.44125
ANKS3	-1.294
RBM28	-0.51
DKFZP586P0123	-0.64075
HNRNPA1	-0.868333333333333
BCAS3	-2.22383333333333
FLJ20184	0.4355
POLA2	-0.716166666666667
TMC7	0.95
HSD17B6	0.6825
ZNF658B	0.188333333333333
TTTY10	0.241166666666667
RANBP9	-0.196416666666667
CPNE7	-2.53066666666667
EVL	-1.36611764705882
LNX1	0.0155
IFNA21	0.128
CFD	-1.3115
PYCARD	-0.5245
MYBPC2	-1.51
ENPP3	-2.74233333333333
ACSL4	-0.25475
LOC440258	-2.12333333333333
TMEM176B	2.95616666666667
SOX2	-5.154
SCO1	0.703833333333333
COMT	0.081
AOC2	-0.407333333333333
PDLIM5	0.772928571428571
SPHK2	-0.307166666666667
NXPH2	0.315
GPR108	0.374166666666667
RAD51L1	0.371
TMEM54	1.3045
LETMD1	-1.02588888888889
SLC6A17	0.408
KRT75	1.472
STT3B	-0.4415
CD3EAP	-0.0796666666666667
TMEM63A	0.576
DUSP13	-2.736
CD1C	-0.508
LASS2	0.459333333333333
AVP	0.4855
PITPNM1	-1.06125
FLJ22795	-0.952
MCTP1	-3.442
TRIM68	-1.98366666666667
UCK2	0.352333333333333
ABHD1	1.475
FAM50A	-0.53875
RNASEH1	0.1325
PCP2	0.198166666666667
OR52H1	1.098
C20orf149	0.6955
RBP5	-2.2425
HYAL3	1.073
CLPB	0.89825
SMNDC1	-1.4395
DONSON	-0.969166666666667
FLJ27523	0.77175
BARHL2	0.156
SLC30A9	-0.0648333333333333
TMPRSS11B	0.205
E2F8	-0.104
CCDC25	-0.83025
C14orf48	0.0426666666666667
C20orf116	0.711875
TSPAN11	0.168
YIF1B	-0.6095
FAM12B	0.66125
OR1L6	0.7125
HPN	1.3244
NBN	0.89275
C14orf94	-0.910333333333333
OCLM	0.529
ZSCAN18	-0.2994
L3MBTL	-2.1344
TSTA3	1.96733333333333
RAC1	1.118
C19orf15	0.1005
NFE2	-3.4435
KLK14	0.583
ARSF	1.253
MAST2	0.691333333333333
AMICA1	1.64483333333333
GTF2A1	-0.333125
ATP1A3	0.359
TC2N	1.0912
PNKP	-0.96875
ODZ2	-1.55925
MATR3	-0.24625
S100P	1.9005
KRT82	0.0105
CA13	2.6913
PROZ	-1.11816666666667
AASDH	-0.932125
C19orf40	0.478666666666667
DCK	-0.764846153846154
FAM5C	1.7465
SLC6A4	-2.0835
MID1IP1	-0.779625
TESSP5	0.5365
TMOD4	0.339
DOCK2	-1.49983333333333
TUG1	-0.467875
NUP214	-0.6555
DPYSL2	0.280954545454546
GOLM1	1.86966666666667
MPFL	0.6175
SOX13	-0.144
SDCCAG8	1.1602
KEL	-2.32816666666667
NUP210L	-1.72425
GK	-1.20525
DNAJB1	1.23025
ALPK3	0.175
CHID1	0.7428
CYLC2	0.508166666666667
IKZF5	-0.9305
C8orf51	2.51
PPM1J	0.82725
GIMAP8	1.18
GPR101	-0.3495
NR2F1	-2.9675
ACAD8	0.02875
RBM35A	1.798
GNAI2	-0.7775
METTL8	0.414166666666667
SLC39A7	-0.2615
FBXO8	-0.07225
CAMK1	-0.9495
RFC3	-0.00887500000000001
FAM129A	-0.385357142857143
ILF2	-0.377
FGFBP3	-2.60475
NOM1	0.095
PSMA3	-1.43575
ASCC3	-0.4884
ZYG11A	-1.0525
SOX21	-1.33275
LYRM1	0.11525
DEFB1	3.4035
LOC91431	-3.1675
OR7C2	2.3405
FAM46B	-0.02325
TMEM18	-0.056125
ARHGAP30	0.3895
TMEM86A	1.26566666666667
EPHA2	-1.177
C10orf46	0.4458
TCHH	1.7095
C3orf30	0.187333333333333
LOC285636	-1.31266666666667
PAIP2	-1.0075
CYP2U1	-0.503125
C12orf34	2.04825
SARS2	-0.2215
ZCWPW1	-0.4755
SAMD12	0.659
KIAA1430	0.315
ACAT1	0.29025
MEOX1	0.636166666666667
ADAMDEC1	4.617
PHKA2	-1.2265
CARD11	-2.02116666666667
CALML4	-1.4535
TSSC1	0.124
TMEM45A	0.0261111111111111
MPP7	-1.950375
POU1F1	0.38025
SLC2A13	-0.411
FBN2	2.09978571428571
ZC3H7A	-1.0046
LAIR2	-1.02625
ST3GAL1	0.0095
LCT	-2.1945
GEMIN8	0.553666666666667
KLF16	0.3803
HIF3A	-0.2385
FAM44A	-1.35814285714286
AQP10	-1.0896
PLA2G2A	-1.612
FOLH1	2.33383333333333
C20orf186	0.3065
MAPKAP1	0.297125
SPRR2D	0.21525
UBQLN4	1.17116666666667
RSHL1	0.377166666666667
PIAS3	0.26975
MRPL24	0.38875
GREB1	-4.245125
FAM27E3	-1.3895
NUP62CL	-3.61025
NEUROG3	0.555
REEP3	0.135666666666667
MARK1	-0.790875
LMBRD1	0.72575
PRPF19	-1.077
PNMT	0.0555
CTGLF1	-2.2145
SLC25A16	-1.2725
EIF2B3	-0.889
RPA2	-0.50625
PAK6	2.09466666666667
CCDC26	-4.611375
SEMA3E	-2.01825
MXD4	0.469
TNFSF10	1.4019
SMARCB1	-0.2195
DTX3L	-0.156833333333333
PLA2G4E	0.9185
PPAP2A	-0.62325
ULK1	-0.93075
TAS1R3	0.61
SLC2A3	-2.33318181818182
ARID3A	-1.96675
GNG5	-0.336
ACOX1	-0.2449
KIF5B	1.1345
NUP153	-0.30875
MUC7	0.694
CSDE1	-0.6375
CLPTM1	-0.9605
C3orf23	0.117875
LRRC17	-4.86916666666667
TTYH3	1.057875
ATP5B	-0.152
ELF3	2.1207
CPSF3L	0.272333333333333
ZNF665	-0.198666666666667
TLR6	0.9609
GPI	0.582625
RAD9A	-0.2765
NDST4	-3.55325
AGPAT3	0.286333333333333
MAGI3	0.524666666666667
ADORA2A	-0.665125
CACNG7	-0.0425
CAMK2D	0.688642857142857
CCHCR1	-0.54825
RPS27A	0.2575
OR10G7	0.517833333333333
GCM2	0.264
FAM135B	0.2709
E2F1	-0.56725
PLCB3	1.0735
OR2AE1	0.543
COIL	-0.392666666666667
CDC25C	-1.34283333333333
RAB11FIP2	-0.940583333333333
TSC2	0.0055
CTGLF5	-2.2235
CCDC108	0.3508
OR13C4	0.15425
C10orf81	4.12775
PTPRB	-0.830333333333333
ACP2	-0.21075
LAG3	-0.466
MRPL54	-0.608
LOC201175	0.9155
ITGB1BP3	-1.35775
SPTAN1	0.0726666666666667
SIPA1L2	0.21225
RCAN2	0.7815
CDX2	-0.898
ECOP	0.35625
ACTR1A	-0.3595
PPARG	-2.7895
BBS10	0.262333333333333
TMEM44	-1.9535
BPIL2	0.14425
CITED1	-1.5045
IRF6	4.0735
PRDM4	-0.0855
RRP9	-0.297
OR10H4	0.524
IL31RA	-0.20525
GNB1L	-1.03183333333333
MYBL2	-0.313
ZNF407	0.690666666666667
PPIG	-1.13466666666667
TTC18	0.26725
RPSA	0.086
MAPT	0.84175
MRE11A	-0.0148571428571428
C8orf37	-1.1555
RASGEF1C	1.7145
STBD1	1.39225
CTAG2	1.42833333333333
MGAT5B	-2.80416666666667
ECM1	-0.763
RLN1	-0.564
PARP14	-0.816375
EPB41L1	1.545
HOXA3	-1.74083333333333
MAGEA9	-4.59625
RPS8	-0.27
RPS19BP1	0.50625
FOXJ2	-0.21475
C10orf76	0.241625
IL17RE	1.11775
C10orf65	-2.408
ZNF343	0.238166666666667
FBXO33	0.37725
UHMK1	0.912777777777778
LY6G6C	-0.063
FGF19	-2.39525
C14orf128	-0.0896666666666667
IFIT2	-0.52875
TIGD1	-0.93525
S100G	0.1405
GUCY1B3	1.4025
NR3C1	-2.3295
CORO1B	0.486666666666667
PARP11	-1.90516666666667
DNALI1	-0.649
OR4N4	0.32675
MAP2K6	-0.816166666666667
FSTL4	0.142
ANKRD47	0.6885
TMEM171	-0.266
PNLIP	0.6735
YY1	-0.316
CCDC138	-0.187666666666667
AASDHPPT	-0.4122
CKS1B	0.1343
MCM3	-0.579833333333333
ANAPC7	0.6375
FAM110A	2.34025
CDC37L1	0.665666666666667
THTPA	0.02125
NBPF20	-1.5625
WDR24	0.71975
NPTX2	-2.4775
CBLB	0.505
CETN1	0.470166666666667
RPUSD1	1.2735
FAF1	0.31475
CDK6	-1.7943
HMX2	1.206
CSK	-0.179833333333333
TEAD2	0.21575
SNAP25	-0.721
TUFT1	0.6991
TMTC3	0.0425
LCK	-2.311
SGOL1	-0.187666666666667
AKTIP	0.657
FURIN	0.62375
SOX12	-0.642666666666667
DEFB103A	-0.11
RAMP1	-0.473
KIR3DX1	0.1345
GAS2L3	0.02725
PDE8A	-1.6516
EDN3	0.66125
GMIP	1.34975
SF3A2	0.48275
FN3KRP	0.18375
SMAD7	1.04075
RHBDD2	0.656
OR11H6	0.378
PPP1R3B	1.0595
C9orf23	-0.6115
CADPS	-1.751
GOLGA8A	-3.9465
TMEM57	0.362833333333333
RGL3	-2.2435
S100A14	0.051
FGFR2	-0.159875
XRCC3	-0.54925
RTN4RL2	0.581
MGC3771	0.1315
GH2	0.254333333333333
BTBD2	0.1605
LMO2	-2.1515
RDBP	-0.07475
ACRBP	-1.3685
AMY2A	2.3335
DUOXA1	2.4795
PTK7	2.61733333333333
TWF2	0.5825
FAM80A	-0.384
TNNI2	-0.357833333333333
GLT25D1	0.4725
OCC-1	-1.40275
CYC1	0.613
RPL22	-0.258545454545455
MORN3	2.52633333333333
DISP1	-0.435
PRB2	0.2005
CHUK	-0.28675
HR	1.27125
CCDC134	0.949875
DENND4B	-0.41375
C14orf130	-1.55575
RAB33A	-0.479
DCST2	0.3685
TNMD	-2.24325
PEX7	1.228
FAM62A	0.353625
SRD5A2L	0.7445
IL22	0.222
RPS26	-0.5225
HOXC5	0.1875
SPATA6	1.17775
FLJ38482	-0.74025
ZNF234	-2.393
C18orf22	0.533
SPATA22	1.006
THOC1	0.16625
CYP7B1	4.12233333333333
KCNC3	0.4465
C8orf42	0.287
ALDH1B1	0.9745
CCDC100	-0.8398
ARMC4	-2.76775
FAM18B2	-0.1005
SLC44A1	-0.021875
FBXO17	0.4435
C6orf107	0.33725
C19orf29	-0.101
ZC3HAV1L	0.25325
PARP6	-0.0587
SULT2A1	-4.254
C1orf159	-0.24325
TMC1	0.44725
CHST14	0.725625
GAMT	-1.75516666666667
SMCP	0.218666666666667
TSPAN33	2.28758333333333
MIDN	-0.187375
NOX4	1.37325
RNASEN	-1.6919
TBX1	1.46883333333333
SALL2	-2.48
C10orf35	0.27475
CYP2E1	0.958375
LRFN2	-0.185166666666667
ACO1	-0.772
IQCG	1.3445
MEGF9	0.12375
TM7SF4	2.063
PLEKHA1	0.7704
STK33	-0.01125
C1orf210	2.27775
SNUPN	0.4207
KIAA0406	-0.3494
C20orf29	0.37875
TMEM55B	-0.5265
OSTM1	-0.23725
CLCN7	0.66025
OTP	0.56075
FLJ23049	-0.38675
HEATR4	0.706
MAP3K10	0.829166666666667
PCDHGA9	0.1785
AMDHD2	0.8255
LCTL	0.655
PDCD2L	0.46575
CABLES2	1.32725
SLC5A9	-0.4005
CLCA2	-1.90566666666667
MGC16025	-0.05
STRAP	-0.5215
C20orf196	-0.1715
RRBP1	0.572166666666667
NAT13	0.05425
MAT2B	-0.9255
CSNK1D	-0.887
KIR3DL1	0.36775
PRKAG3	1.3785
ZNF599	-0.1415
PRM3	0.0885
PER2	0.0608333333333333
ASPHD1	0.132
PRMT6	-1.08975
KCNE1L	-0.458071428571429
FAM118A	-0.373833333333333
TAF4	-0.34325
NDUFB6	-1.114
TRIM9	-1.08391666666667
PMFBP1	-0.736
KY	0.8115
DKFZp762E1312	-1.15863636363636
CSMD1	-1.352
TBP	0.0315
OR1Q1	0.362666666666667
RETNLB	0.628
HPGD	-0.241357142857143
DNAJC12	-4.679
FKBP1B	-0.428
ANKRD24	-0.4915
CXXC5	-1.698
IL3	0.28875
DRAM	-0.0336
PTCH1	-0.682875
TP53BP1	-0.6165
SLC17A7	-0.085625
COL25A1	-0.7262
AMACR	-0.972
RHCG	1.20425
VPS13A	-0.7535
FAM55D	-0.0675
PRPF38B	-1.2255
OSBPL6	-3.6635
PFDN5	-0.2963
CMTM6	0.395875
KCNK12	1.45175
RP2	-0.15975
C16orf52	-1.00375
PICK1	0.922
IFNE1	-1.585
SEMA4B	0.59475
TYRO3	-0.84725
OR12D2	0.0555
CSNK1A1	-0.50255
FANCF	0.068
LONP2	1.20925
TBL1Y	-0.70125
LDOC1L	-0.2675
CCNC	0.80525
C3orf60	0.15075
CHKA	0.111
UBAP1	0.34125
MAP3K1	-0.512
ANKRD9	-1.00725
FAM92A1	-0.217833333333333
GAB2	0.883875
AZU1	0.1015
DIS3	0.3835
C21orf109	-1.25875
IQCB1	-0.47
SPATS2	-0.238666666666667
EFCAB3	0.03925
PRB3	1.198625
FUZ	-0.366666666666667
ZNF813	-0.459375
BMPER	-0.818166666666667
HEG1	-1.039375
ALS2CR11	-1.509
SURF2	0.37675
PSMC1	-0.25475
OR2D2	0.668
SLC7A8	-0.919833333333333
C4orf40	0.9925
SPATA7	-0.9525
MAZ	-0.67875
PIN4	-0.59575
PDE1A	-1.880875
TAF6L	0.298833333333333
OR2T34	0.6375
KIAA0284	0.19
ACADS	0.284090909090909
MKRN2	-0.545
C18orf56	-2.14575
MS4A6E	0.0958333333333333
GALNT4	-0.1849
C22orf31	-0.061
FLJ36070	0.337
PSME4	1.7125
TFG	0.3332
EPHX2	0.226625
ANXA5	0.362
KRTAP1-1	0.3214
BATF	1.0495
KARS	-0.26525
MSTP9	-0.661
GPR26	0.234375
CCDC72	-0.64625
TEF	0.135833333333333
FOXK1	0.7899
PRLHR	0.933
EMX1	0.773
C11orf30	-0.241375
ICK	0.85825
THSD7B	-0.25075
C21orf100	-0.9075
DUOX1	2.343
EFCAB4B	-0.51
UBE2G2	-0.7795
C3orf54	0.26475
PARP1	-0.746
FAM60A	-0.391666666666667
C6orf146	0.023
OR9K2	0.2495
DDX55	-1.25366666666667
RPS15	-0.21525
ZNF618	-0.0238125
DKFZp686D0972	1.736
SSPO	-0.566
SHFM3P1	-0.253166666666667
CPA6	-1.01025
JAG2	1.31675
DEFA3	0.25525
PPBPL2	0.0528333333333333
CD34	2.92075
SLCO4A1	-1.0335
AFG3L1	-1.59216666666667
SHD	0.08975
RP13-122B23.3	-0.211
PRKCSH	-0.246833333333333
DPH5	-0.280166666666667
HLA-F	2.181875
TBC1D4	0.60675
RIG	-0.279166666666667
GLUD1	-0.0766666666666667
HNRPCL1	0.14975
HBXIP	-1.019
RNF207	-0.4045
APIP	-0.97175
PLA2G3	-1.87466666666667
CCDC84	-1.55075
MYLIP	-2.43661538461538
PHIP	-0.36275
AARS2	0.434
DHX32	0.06975
SCAPER	-0.2674
MEN1	0.104125
NIP7	-0.055
FLJ25404	0.4075
FASTKD3	-0.86175
TMEM158	-1.523
RARA	0.76925
BDH1	0.2225
ANKRD16	0.83175
CARM1	1.204
SS18	1.1635
IKZF2	0.0654166666666667
MYD88	1.34025
PML	0.5386
TAF1A	-0.89925
CBFB	0.192375
HIST1H3H	-1.57516666666667
C7orf29	-2.10425
COMMD4	-0.6875
DPP3	-0.66125
DAB2	-0.270625
LOC388882	-0.125
YPEL4	-0.95225
AGBL3	1.05225
LRP6	-0.1026
SERPINH1	0.268916666666667
TLE1	0.799
CD244	-0.084
ZDHHC15	0.3275
MGLL	0.6225
PLDN	-0.28725
LOC654346	0.8815
FAP	1.543
GPR37	2.74233333333333
SCARA5	-0.193833333333333
EBF4	0.0523636363636364
LSM6	-0.70575
MLLT1	0.310625
SLC5A12	0.387
A2BP1	-1.02083333333333
COPS5	0.973666666666667
TPM4	0.0848571428571429
TNFSF4	-0.724166666666667
ACADSB	-1.20627777777778
HERPUD1	-0.425
BCL2L11	-0.356333333333333
CEP78	-1.132125
CDCA3	0.01275
WBSCR19	-0.76
MYO1A	-2.6495
PPEF1	1.47016666666667
LOC440348	-1.13425
CPEB2	0.041625
BPTF	-1.03841666666667
RPL21	0.4815625
GSX2	-0.2845
ADPRH	1.62133333333333
C17orf68	0.0335
KCNS1	2.6615
MLLT6	1.9126
PIWIL4	0.199
RNF26	0.0105
RAP1B	0.249714285714286
ADAMTS1	-1.4128
ZNF571	0.94
P2RY6	-0.388
TRIM21	-0.8955
CADM3	0.2375
NLRC5	0.324833333333333
ADRA2B	0.760833333333334
LOC90835	-1.769875
PCF11	-0.90825
LOC400451	-1.48375
GLTSCR1	0.3072
C17orf88	-0.719166666666667
CDH16	-0.2865
FGF7	1.475875
PCSK4	-1.71533333333333
NPC1L1	-1.00166666666667
TAT	0.44725
TBCA	-1.508
MGC33407	0.2665
GPR115	-1.3085
CYGB	1.497
FNBP4	-2.15033333333333
C12orf43	0.141
CBL	-0.1588
CLECL1	-0.344
PPAPDC1A	0.283
WDR25	-0.3985
SGCA	0.242
C22orf29	0.382666666666667
YIPF1	1.11975
GALK2	0.29575
RAB3B	-2.40991666666667
LOC440087	-0.71325
UCP1	-0.34
REEP5	-0.20175
FADD	0.363
FOXA1	-4.9965
CACNA1A	0.250833333333333
ABI1	1.15183333333333
GRIN2D	0.5095
SLC1A4	0.600333333333333
LOC401127	0.314
HINT2	-0.3145
PLD4	-1.06316666666667
ZNF286A	1.1855
ENY2	-0.4185
IL1F6	-0.389
PXDNL	4.66425
C20orf79	0.2255
TNFSF13B	4.64116666666667
DENND3	-0.862375
JARID1D	-3.42525
HIST1H2AK	-0.347625
LOC93349	-1.6088
SSH1	-0.5923
ENSA	-0.845
LOC219854	0.1705
CKAP2	0.6248
DKFZP564J102	-0.570833333333333
MGC87315	-0.0786666666666667
HNRPAB	-1.85175
AMH	-2.923
ZNF526	0.068
BRUNOL5	-0.0934444444444444
CACNG3	-0.011
TRPM1	-2.0875
PPP2R1A	-0.34425
COL2A1	2.5865
DDN	0.380166666666667
FLJ25770	0.466166666666667
HK2	0.761428571428571
ELOVL6	-1.19275
MDK	-2.23575
EPHX1	0.57275
RASSF2	1.8995
DKFZP434B0335	0.21225
DLX3	0.81825
PRTN3	-0.34325
AVPR1A	0.33675
C21orf125	-1.01375
TNFAIP8	-2.037
GNB2L1	-1.213
CALCRL	1.17425
SCGB2A2	2.76316666666667
UBXD7	-0.94575
ZNF674	-0.412
TMEM35	-0.864375
BRSK2	-0.66325
HECTD3	0.465666666666667
TMEM188	-0.675666666666667
LGALS9	1.035875
SCARB2	0.895333333333333
USP34	0.836333333333333
C17orf28	0.396
ZDHHC23	0.534
AQP12B	-0.0455
SLC16A3	-0.558875
APLP2	1.065625
ITIH2	-5.627
MICAL3	-0.789375
TNNI3K	-0.4158
HDAC2	0.98175
PRR7	-0.0998
THBS2	1.287375
LOC751071	-0.367833333333333
CA2	3.94883333333333
RANBP17	0.78525
RLN3	0.10975
CRYZ	-0.7305
GBAS	1.52816666666667
TAS1R1	0.7175
MPZL3	1.632
PCDH8	2.655
HSP90B1	-0.469
KCNK15	-0.1485
TNIP2	0.106666666666667
GPR146	0.52525
NOL6	0.104375
SPC25	-3.022
STEAP2	0.905285714285714
VAMP3	0.211
TCIRG1	0.052
ZP4	0.118666666666667
PARL	-0.396714285714286
TRIM39	0.793166666666667
KIAA1305	1.1975
CRNN	0.180166666666667
GRN	2.16625
HSH2D	-2.40625
SCAMP1	-0.12975
KIAA1913	1.66875
PTS	0.8265
BANP	0.903214285714286
PRKACG	0.01975
ADCY6	0.712833333333333
C16orf46	-0.02
CYP51A1	0.000249999999999986
DDC	-3.22725
ANPEP	0.375166666666667
PROM1	3.372
SIGLEC10	1.85033333333333
COPG	0.5795
FAM26E	0.65575
TRIP4	-0.11775
SNX3	0.802666666666667
C1orf175	0.5245
PPY2	0.1135
C14orf152	0.34775
FTSJ1	-0.5005
DST	-1.3114
LOC554235	0.3395
GLRX5	-0.4455
C20orf12	0.0198
CAB39	1.05833333333333
MSH2	-0.0521666666666667
PIP4K2C	1.3075
CYLD	0.08575
WTAP	-0.3531875
MGAT4A	0.615111111111111
TSC22D4	0.0897
CHRM2	-0.032
PPYR1	0.256166666666667
CCNH	-1.34183333333333
RRM1	-1.71775
ECAT8	-3.325
LOC400120	-0.2225
GABRA4	-0.213375
C14orf4	0.935666666666667
C1orf59	0.28075
CTDSPL	0.273333333333333
NHEDC2	-0.678
PDE11A	-1.681
KLHL29	-3.0595
CD5	-1.8706
TSPAN9	0.234375
WDR67	-0.4905
THUMPD1	-0.1903
C18orf17	0.389
CLYBL	0.650166666666667
FLJ13231	-1.314125
CMBL	-3.33875
LECT2	-0.3305
NKAPL	1.47966666666667
LOC654780	0.629
OR4C6	0.6035
RAB30	-0.878333333333333
TSSK4	0
TMEM163	0.379
OSBPL11	-0.05675
GNB5	-0.534333333333333
CCL21	0.365
C1orf121	1.40566666666667
FMO2	1.53766666666667
RPTN	0.233
MSTN	0.5645
VCL	-0.364071428571429
FYTTD1	-0.251
C11orf1	-0.2425
CCDC88C	0.1471875
HFE	-0.235611111111111
MOGAT1	-0.001
FAM125B	-0.4855
IRGQ	0.719
RAVER2	1.52475
AKAP5	-2.1665
SSSCA1	-0.175
C11orf63	-1.19925
ACTG2	3.0794
PORCN	-1.3125
DTL	-2.1006
TMEM151	0.40875
FAM122C	-1.89725
RSAD2	1.6773
BAT4	-0.5855
KRTDAP	1.62916666666667
MYH8	0.16475
CRTC3	0.36825
LRRFIP2	0.5
INTS4	0.348166666666667
TTN	-1.31866666666667
SLC26A5	0.531
PLLP	-1.13275
RGS6	0.038875
SRGAP3	0.032
ZNF525	-0.185666666666667
NBR2	0.0826666666666667
C13orf1	0.5775
ZNF137	-0.6675
CEP27	-1.32575
BEST2	0.582
RNF121	-0.22825
DMRTC2	-0.322
C8orf76	0.96425
BCCIP	-1.164875
MEST	-4.06925
HTRA2	0.832
ANGPTL2	-0.3465
ILKAP	-0.0966666666666667
ERAS	-0.522
HBS1L	0.748
CPA5	-0.101
TMEM30A	0.939833333333333
CD300LF	1.7185
WISP3	3.9155
CRK	0.952214285714286
PDS5A	-1.0194
BRPF3	0.462666666666667
NEDD9	-0.977
SMPDL3B	2.891
PSG6	-0.946
PSMD13	0.785
ETV5	-2.42775
OR51A4	1.007
BTBD7	-0.0149166666666667
GSTO1	-1.992375
hCG_16001	0.0055
MAD2L1BP	1.1795
COX6A2	0.5735
SCNN1A	1.44166666666667
LSM1	-0.897666666666667
UGT2B11	-1.887
IDUA	-0.88625
PPP2R3C	-0.9715
COX11	-1.07666666666667
PDZK1	-3.03166666666667
ZNF443	1.08683333333333
MGC21874	0.322333333333333
ZNF323	1.3532
KRTAP10-10	0.2805
CXCL6	-0.59075
SLC34A2	1.5221
LOC284402	0.283
NPTN	0.11475
UPP1	1.04841666666667
SLC6A9	1.806
OR7G3	0.20725
CISD1	-1.32333333333333
ZNF545	0.472166666666667
SYT14	-0.2235
NT5C3L	0.428333333333333
ZNHIT3	-0.111333333333333
SNRPD3	-0.78675
KIAA0701	-0.352375
UNC93B1	0.978
GMNN	-1.377625
SPCS2	-0.105166666666667
LOC388524	0.1315
NAPRT1	1.697875
PNLIPRP1	-0.402
OR6V1	0.9365
PRKAB1	-0.2835
EYA4	-2.42516666666667
KIF20A	-1.1795
ALG10	-0.81125
ITPKC	2.27066666666667
LMX1B	0.959166666666667
RPUSD4	-0.172
C7orf34	0.184
DLGAP2	0.13325
PFN1	0.0859
MICALL2	-0.485272727272727
ZNF654	-0.747
SS18L1	-0.50125
SLC16A8	1.1175
MKI67IP	3.06133333333333
ITGB3	-0.455125
TCEA3	1.44225
CEP152	-1.7520625
CLIP1	0.6105
ZNF75	-0.496125
ATP5C1	0.4935
NUDT5	0.217333333333333
PSCDBP	-0.194
UBP1	0.109
RBM27	-1.3465
C13orf15	1.704125
ZNF282	0.2145
ZNF222	-2.2481
COL10A1	5.47025
PRDM15	-0.60875
TTTY5	-0.287
FAM9C	-0.37525
C20orf67	0.633
GNG13	0.7135
F12	0.4335
C1orf41	-1.35825
CPXCR1	0.2785
GSK3A	-0.297
SUPT6H	-0.834666666666667
PI16	-0.806833333333333
ELL2	-1.54233333333333
C9orf167	-1.91266666666667
PVRL3	-3.5095
FLJ38596	1.14525
ADAM20	0.16425
GPR89A	1.082
GPR87	-1.011
ZNF30	0.48225
SMR3B	-0.00600000000000001
ZNF770	0.19325
TRPC4AP	-0.216
DKFZP686E2158	-1.53066666666667
C2orf28	1.036
FREM1	-3.6625
LAMA4	-0.382166666666667
ADPRHL2	0.00725
EIF4G2	0.1835
GUCA1A	0.6905
CTNNA2	-1.7645
NUDT15	0.109833333333333
CEPT1	0.190166666666667
ZNFX1	0.3629
CCDC92	1.17925
TDRD1	1.1395
KCNK5	3.8935
ETNK1	-0.221083333333333
LTA	0.821
TTPA	0.115333333333333
B3GALNT2	0.692625
SC65	0.792
PEX5L	-1.085375
EPS15L1	0.339
MGEA5	-2.158625
HIST1H3A	0.312
ING1	0.20375
BCAT1	-2.073875
ORC6L	-2.50090909090909
KLK11	-3.4745
C19orf28	-0.228875
DNER	2.236375
MED22	-0.357642857142857
ETV6	2.12466666666667
CHAC2	-0.34675
CD300E	0.1965
CEBPB	1.53708333333333
ZNF398	-0.65575
LRCH3	0.133
HMGA1	-0.832333333333333
CAPN7	0.141166666666667
MGC5566	-3.48175
CCL3	2.62775
NANOS1	2.398875
ZFYVE19	-0.378
APITD1	-1.21516666666667
PARD3	1.547625
IRAK4	2.88966666666667
SERPINI2	0.037
